context: You can ask me about anything you'd like. I'll do whatever I can to help. response:	This is the broom you're provided with by the school.
context: If it ever gets out though, the boss will seriously chew me out.\Is it really that fast?\There are rumors of it outflying a jet plane.\Please lend me Shooting Star!\Akko?\I bet even I could fly if I rode it, and I know I'll be able to win the broom relay too!\Just for one day! I'm begging you!\You?! Win the broom relay? response:	Yes, I want to win.
context: Is it really that fast?\There are rumors of it outflying a jet plane.\Please lend me Shooting Star!\Akko?\I bet even I could fly if I rode it, and I know I'll be able to win the broom relay too!\Just for one day! I'm begging you!\You?! Win the broom relay?\Yes, I want to win. response:	No way, there's nobody out there who can tame this wild broom.
context: There are rumors of it outflying a jet plane.\Please lend me Shooting Star!\Akko?\I bet even I could fly if I rode it, and I know I'll be able to win the broom relay too!\Just for one day! I'm begging you!\You?! Win the broom relay?\Yes, I want to win.\No way, there's nobody out there who can tame this wild broom. response:	Besides, the cup's totally going to li'l Diana this year!
context: Please lend me Shooting Star!\Akko?\I bet even I could fly if I rode it, and I know I'll be able to win the broom relay too!\Just for one day! I'm begging you!\You?! Win the broom relay?\Yes, I want to win.\No way, there's nobody out there who can tame this wild broom.\Besides, the cup's totally going to li'l Diana this year! response:	Diana is the runaway favorite to win and also the number one in popularity.
context: Akko?\I bet even I could fly if I rode it, and I know I'll be able to win the broom relay too!\Just for one day! I'm begging you!\You?! Win the broom relay?\Yes, I want to win.\No way, there's nobody out there who can tame this wild broom.\Besides, the cup's totally going to li'l Diana this year!\Diana is the runaway favorite to win and also the number one in popularity. response:	A legendary broom, huh...
context: I bet even I could fly if I rode it, and I know I'll be able to win the broom relay too!\Just for one day! I'm begging you!\You?! Win the broom relay?\Yes, I want to win.\No way, there's nobody out there who can tame this wild broom.\Besides, the cup's totally going to li'l Diana this year!\Diana is the runaway favorite to win and also the number one in popularity.\A legendary broom, huh... response:	Every single one of them is Diana this, Diana that.
context: Just for one day! I'm begging you!\You?! Win the broom relay?\Yes, I want to win.\No way, there's nobody out there who can tame this wild broom.\Besides, the cup's totally going to li'l Diana this year!\Diana is the runaway favorite to win and also the number one in popularity.\A legendary broom, huh...\Every single one of them is Diana this, Diana that. response:	I'm a contender to win too!
context: You?! Win the broom relay?\Yes, I want to win.\No way, there's nobody out there who can tame this wild broom.\Besides, the cup's totally going to li'l Diana this year!\Diana is the runaway favorite to win and also the number one in popularity.\A legendary broom, huh...\Every single one of them is Diana this, Diana that.\I'm a contender to win too! response:	As soon as I learn to fly...
context: Yes, I want to win.\No way, there's nobody out there who can tame this wild broom.\Besides, the cup's totally going to li'l Diana this year!\Diana is the runaway favorite to win and also the number one in popularity.\A legendary broom, huh...\Every single one of them is Diana this, Diana that.\I'm a contender to win too!\As soon as I learn to fly... response:	Miss Kagari.
context: No way, there's nobody out there who can tame this wild broom.\Besides, the cup's totally going to li'l Diana this year!\Diana is the runaway favorite to win and also the number one in popularity.\A legendary broom, huh...\Every single one of them is Diana this, Diana that.\I'm a contender to win too!\As soon as I learn to fly...\Miss Kagari. response:	Professor Ursula.
context: Besides, the cup's totally going to li'l Diana this year!\Diana is the runaway favorite to win and also the number one in popularity.\A legendary broom, huh...\Every single one of them is Diana this, Diana that.\I'm a contender to win too!\As soon as I learn to fly...\Miss Kagari.\Professor Ursula. response:	It seems you can't ride your broom yet.
context: Diana is the runaway favorite to win and also the number one in popularity.\A legendary broom, huh...\Every single one of them is Diana this, Diana that.\I'm a contender to win too!\As soon as I learn to fly...\Miss Kagari.\Professor Ursula.\It seems you can't ride your broom yet. response:	I thought this could give you a few tips.
context: A legendary broom, huh...\Every single one of them is Diana this, Diana that.\I'm a contender to win too!\As soon as I learn to fly...\Miss Kagari.\Professor Ursula.\It seems you can't ride your broom yet.\I thought this could give you a few tips. response:	My First Flight Magic.
context: Every single one of them is Diana this, Diana that.\I'm a contender to win too!\As soon as I learn to fly...\Miss Kagari.\Professor Ursula.\It seems you can't ride your broom yet.\I thought this could give you a few tips.\My First Flight Magic. response:	This is an elementary school-level textbook, but it explains the fundamentals of broom riding
context: I'm a contender to win too!\As soon as I learn to fly...\Miss Kagari.\Professor Ursula.\It seems you can't ride your broom yet.\I thought this could give you a few tips.\My First Flight Magic.\This is an elementary school-level textbook, but it explains the fundamentals of broom riding response:	I bet I can fly with this!
context: As soon as I learn to fly...\Miss Kagari.\Professor Ursula.\It seems you can't ride your broom yet.\I thought this could give you a few tips.\My First Flight Magic.\This is an elementary school-level textbook, but it explains the fundamentals of broom riding\I bet I can fly with this! response:	Thanks, Professor!
context: Miss Kagari.\Professor Ursula.\It seems you can't ride your broom yet.\I thought this could give you a few tips.\My First Flight Magic.\This is an elementary school-level textbook, but it explains the fundamentals of broom riding\I bet I can fly with this!\Thanks, Professor! response:	Let's see here... Brooms love to clean.
context: Professor Ursula.\It seems you can't ride your broom yet.\I thought this could give you a few tips.\My First Flight Magic.\This is an elementary school-level textbook, but it explains the fundamentals of broom riding\I bet I can fly with this!\Thanks, Professor!\Let's see here... Brooms love to clean. response:	Use your broom to clean on a daily basis in order to improve your communication with it.
context: It seems you can't ride your broom yet.\I thought this could give you a few tips.\My First Flight Magic.\This is an elementary school-level textbook, but it explains the fundamentals of broom riding\I bet I can fly with this!\Thanks, Professor!\Let's see here... Brooms love to clean.\Use your broom to clean on a daily basis in order to improve your communication with it. response:	Let the broom know that you are its rider.
context: I thought this could give you a few tips.\My First Flight Magic.\This is an elementary school-level textbook, but it explains the fundamentals of broom riding\I bet I can fly with this!\Thanks, Professor!\Let's see here... Brooms love to clean.\Use your broom to clean on a daily basis in order to improve your communication with it.\Let the broom know that you are its rider. response:	Let's sweep together!
context: My First Flight Magic.\This is an elementary school-level textbook, but it explains the fundamentals of broom riding\I bet I can fly with this!\Thanks, Professor!\Let's see here... Brooms love to clean.\Use your broom to clean on a daily basis in order to improve your communication with it.\Let the broom know that you are its rider.\Let's sweep together! response:	You sure love to clean, don't you?
context: This is an elementary school-level textbook, but it explains the fundamentals of broom riding\I bet I can fly with this!\Thanks, Professor!\Let's see here... Brooms love to clean.\Use your broom to clean on a daily basis in order to improve your communication with it.\Let the broom know that you are its rider.\Let's sweep together!\You sure love to clean, don't you? response:	Tia Freyre!
context: I bet I can fly with this!\Thanks, Professor!\Let's see here... Brooms love to clean.\Use your broom to clean on a daily basis in order to improve your communication with it.\Let the broom know that you are its rider.\Let's sweep together!\You sure love to clean, don't you?\Tia Freyre! response:	Your rider is me!
context: Thanks, Professor!\Let's see here... Brooms love to clean.\Use your broom to clean on a daily basis in order to improve your communication with it.\Let the broom know that you are its rider.\Let's sweep together!\You sure love to clean, don't you?\Tia Freyre!\Your rider is me! response:	Do you know what'll happen if you don't fly?
context: Let's see here... Brooms love to clean.\Use your broom to clean on a daily basis in order to improve your communication with it.\Let the broom know that you are its rider.\Let's sweep together!\You sure love to clean, don't you?\Tia Freyre!\Your rider is me!\Do you know what'll happen if you don't fly? response:	Watch this!
context: Use your broom to clean on a daily basis in order to improve your communication with it.\Let the broom know that you are its rider.\Let's sweep together!\You sure love to clean, don't you?\Tia Freyre!\Your rider is me!\Do you know what'll happen if you don't fly?\Watch this! response:	Tia Freyre!
context: Let the broom know that you are its rider.\Let's sweep together!\You sure love to clean, don't you?\Tia Freyre!\Your rider is me!\Do you know what'll happen if you don't fly?\Watch this!\Tia Freyre! response:	Please! I'm begging you to fly!
context: Let's sweep together!\You sure love to clean, don't you?\Tia Freyre!\Your rider is me!\Do you know what'll happen if you don't fly?\Watch this!\Tia Freyre!\Please! I'm begging you to fly! response:	Tia Freyre!
context: You sure love to clean, don't you?\Tia Freyre!\Your rider is me!\Do you know what'll happen if you don't fly?\Watch this!\Tia Freyre!\Please! I'm begging you to fly!\Tia Freyre! response:	It was just a hunch before, but now I'm sure Akko's a moron.
context: Tia Freyre!\Your rider is me!\Do you know what'll happen if you don't fly?\Watch this!\Tia Freyre!\Please! I'm begging you to fly!\Tia Freyre!\It was just a hunch before, but now I'm sure Akko's a moron. response:	Sucy! If we don't do something, there's no way we'll win!
context: Your rider is me!\Do you know what'll happen if you don't fly?\Watch this!\Tia Freyre!\Please! I'm begging you to fly!\Tia Freyre!\It was just a hunch before, but now I'm sure Akko's a moron.\Sucy! If we don't do something, there's no way we'll win! response:	I couldn't care less about competing.
context: Do you know what'll happen if you don't fly?\Watch this!\Tia Freyre!\Please! I'm begging you to fly!\Tia Freyre!\It was just a hunch before, but now I'm sure Akko's a moron.\Sucy! If we don't do something, there's no way we'll win!\I couldn't care less about competing. response:	You're racing too!
context: Watch this!\Tia Freyre!\Please! I'm begging you to fly!\Tia Freyre!\It was just a hunch before, but now I'm sure Akko's a moron.\Sucy! If we don't do something, there's no way we'll win!\I couldn't care less about competing.\You're racing too! response:	I already put in our application.
context: Tia Freyre!\Please! I'm begging you to fly!\Tia Freyre!\It was just a hunch before, but now I'm sure Akko's a moron.\Sucy! If we don't do something, there's no way we'll win!\I couldn't care less about competing.\You're racing too!\I already put in our application. response:	What?! When did you do that?
context: Please! I'm begging you to fly!\Tia Freyre!\It was just a hunch before, but now I'm sure Akko's a moron.\Sucy! If we don't do something, there's no way we'll win!\I couldn't care less about competing.\You're racing too!\I already put in our application.\What?! When did you do that? response:	Guess we'll just lose by default.
context: Tia Freyre!\It was just a hunch before, but now I'm sure Akko's a moron.\Sucy! If we don't do something, there's no way we'll win!\I couldn't care less about competing.\You're racing too!\I already put in our application.\What?! When did you do that?\Guess we'll just lose by default. response:	We're going to win!
context: It was just a hunch before, but now I'm sure Akko's a moron.\Sucy! If we don't do something, there's no way we'll win!\I couldn't care less about competing.\You're racing too!\I already put in our application.\What?! When did you do that?\Guess we'll just lose by default.\We're going to win! response:	We're going to win and have them put our picture up next to Chariot's!
context: Sucy! If we don't do something, there's no way we'll win!\I couldn't care less about competing.\You're racing too!\I already put in our application.\What?! When did you do that?\Guess we'll just lose by default.\We're going to win!\We're going to win and have them put our picture up next to Chariot's! response:	It says the winning team gets a trophy as well as a prize from Professor Luki.
context: I couldn't care less about competing.\You're racing too!\I already put in our application.\What?! When did you do that?\Guess we'll just lose by default.\We're going to win!\We're going to win and have them put our picture up next to Chariot's!\It says the winning team gets a trophy as well as a prize from Professor Luki. response:	Oh, Luki!
context: You're racing too!\I already put in our application.\What?! When did you do that?\Guess we'll just lose by default.\We're going to win!\We're going to win and have them put our picture up next to Chariot's!\It says the winning team gets a trophy as well as a prize from Professor Luki.\Oh, Luki! response:	Who was Professor Luki again?
context: I already put in our application.\What?! When did you do that?\Guess we'll just lose by default.\We're going to win!\We're going to win and have them put our picture up next to Chariot's!\It says the winning team gets a trophy as well as a prize from Professor Luki.\Oh, Luki!\Who was Professor Luki again? response:	Remember? She teaches magic pharmacology.
context: What?! When did you do that?\Guess we'll just lose by default.\We're going to win!\We're going to win and have them put our picture up next to Chariot's!\It says the winning team gets a trophy as well as a prize from Professor Luki.\Oh, Luki!\Who was Professor Luki again?\Remember? She teaches magic pharmacology. response:	She's also known as a professor of the occult.
context: Guess we'll just lose by default.\We're going to win!\We're going to win and have them put our picture up next to Chariot's!\It says the winning team gets a trophy as well as a prize from Professor Luki.\Oh, Luki!\Who was Professor Luki again?\Remember? She teaches magic pharmacology.\She's also known as a professor of the occult. response:	Huh, I wonder what the prize is.
context: We're going to win!\We're going to win and have them put our picture up next to Chariot's!\It says the winning team gets a trophy as well as a prize from Professor Luki.\Oh, Luki!\Who was Professor Luki again?\Remember? She teaches magic pharmacology.\She's also known as a professor of the occult.\Huh, I wonder what the prize is. response:	Something I'm sure to find very useful.
context: We're going to win and have them put our picture up next to Chariot's!\It says the winning team gets a trophy as well as a prize from Professor Luki.\Oh, Luki!\Who was Professor Luki again?\Remember? She teaches magic pharmacology.\She's also known as a professor of the occult.\Huh, I wonder what the prize is.\Something I'm sure to find very useful. response:	Hey, what is all this?!
context: It says the winning team gets a trophy as well as a prize from Professor Luki.\Oh, Luki!\Who was Professor Luki again?\Remember? She teaches magic pharmacology.\She's also known as a professor of the occult.\Huh, I wonder what the prize is.\Something I'm sure to find very useful.\Hey, what is all this?! response:	We have no shot at victory if you can't even ride a broom.
context: Oh, Luki!\Who was Professor Luki again?\Remember? She teaches magic pharmacology.\She's also known as a professor of the occult.\Huh, I wonder what the prize is.\Something I'm sure to find very useful.\Hey, what is all this?!\We have no shot at victory if you can't even ride a broom. response:	People like you need to learn these things with your body.
context: Who was Professor Luki again?\Remember? She teaches magic pharmacology.\She's also known as a professor of the occult.\Huh, I wonder what the prize is.\Something I'm sure to find very useful.\Hey, what is all this?!\We have no shot at victory if you can't even ride a broom.\People like you need to learn these things with your body. response:	Help me!
context: Remember? She teaches magic pharmacology.\She's also known as a professor of the occult.\Huh, I wonder what the prize is.\Something I'm sure to find very useful.\Hey, what is all this?!\We have no shot at victory if you can't even ride a broom.\People like you need to learn these things with your body.\Help me! response:	Whaaat?!
context: She's also known as a professor of the occult.\Huh, I wonder what the prize is.\Something I'm sure to find very useful.\Hey, what is all this?!\We have no shot at victory if you can't even ride a broom.\People like you need to learn these things with your body.\Help me!\Whaaat?! response:	You tryin' to kill me?!
context: Huh, I wonder what the prize is.\Something I'm sure to find very useful.\Hey, what is all this?!\We have no shot at victory if you can't even ride a broom.\People like you need to learn these things with your body.\Help me!\Whaaat?!\You tryin' to kill me?! response:	You should be about ready to fly now.
context: Something I'm sure to find very useful.\Hey, what is all this?!\We have no shot at victory if you can't even ride a broom.\People like you need to learn these things with your body.\Help me!\Whaaat?!\You tryin' to kill me?!\You should be about ready to fly now. response:	Huh?
context: Hey, what is all this?!\We have no shot at victory if you can't even ride a broom.\People like you need to learn these things with your body.\Help me!\Whaaat?!\You tryin' to kill me?!\You should be about ready to fly now.\Huh? response:	Let's see the results of your training!
context: We have no shot at victory if you can't even ride a broom.\People like you need to learn these things with your body.\Help me!\Whaaat?!\You tryin' to kill me?!\You should be about ready to fly now.\Huh?\Let's see the results of your training! response:	Are you sure? Yeah, I think I can feel it!
context: People like you need to learn these things with your body.\Help me!\Whaaat?!\You tryin' to kill me?!\You should be about ready to fly now.\Huh?\Let's see the results of your training!\Are you sure? Yeah, I think I can feel it! response:	Okay!
context: Help me!\Whaaat?!\You tryin' to kill me?!\You should be about ready to fly now.\Huh?\Let's see the results of your training!\Are you sure? Yeah, I think I can feel it!\Okay! response:	Tia Freyre!
context: Whaaat?!\You tryin' to kill me?!\You should be about ready to fly now.\Huh?\Let's see the results of your training!\Are you sure? Yeah, I think I can feel it!\Okay!\Tia Freyre! response:	Guess I'll come up with something else.
context: You tryin' to kill me?!\You should be about ready to fly now.\Huh?\Let's see the results of your training!\Are you sure? Yeah, I think I can feel it!\Okay!\Tia Freyre!\Guess I'll come up with something else. response:	I now call to open the broom relay of the 1333rd Luna Nova Cup.
context: You should be about ready to fly now.\Huh?\Let's see the results of your training!\Are you sure? Yeah, I think I can feel it!\Okay!\Tia Freyre!\Guess I'll come up with something else.\I now call to open the broom relay of the 1333rd Luna Nova Cup. response:	Little Witch Academia
context: Huh?\Let's see the results of your training!\Are you sure? Yeah, I think I can feel it!\Okay!\Tia Freyre!\Guess I'll come up with something else.\I now call to open the broom relay of the 1333rd Luna Nova Cup.\Little Witch Academia response:	Little Witch Academia
context: Let's see the results of your training!\Are you sure? Yeah, I think I can feel it!\Okay!\Tia Freyre!\Guess I'll come up with something else.\I now call to open the broom relay of the 1333rd Luna Nova Cup.\Little Witch Academia\Little Witch Academia response:	To the victors, fame and honor.
context: Are you sure? Yeah, I think I can feel it!\Okay!\Tia Freyre!\Guess I'll come up with something else.\I now call to open the broom relay of the 1333rd Luna Nova Cup.\Little Witch Academia\Little Witch Academia\To the victors, fame and honor. response:	They will also receive a prize from Professor Luki.
context: Okay!\Tia Freyre!\Guess I'll come up with something else.\I now call to open the broom relay of the 1333rd Luna Nova Cup.\Little Witch Academia\Little Witch Academia\To the victors, fame and honor.\They will also receive a prize from Professor Luki. response:	May the best witches win.
context: Tia Freyre!\Guess I'll come up with something else.\I now call to open the broom relay of the 1333rd Luna Nova Cup.\Little Witch Academia\Little Witch Academia\To the victors, fame and honor.\They will also receive a prize from Professor Luki.\May the best witches win. response:	How are you doing, fans of the broom relay across the world?
context: Guess I'll come up with something else.\I now call to open the broom relay of the 1333rd Luna Nova Cup.\Little Witch Academia\Little Witch Academia\To the victors, fame and honor.\They will also receive a prize from Professor Luki.\May the best witches win.\How are you doing, fans of the broom relay across the world? response:	Live coverage of this event is brought to you by the Luna Nova News Network!
context: I now call to open the broom relay of the 1333rd Luna Nova Cup.\Little Witch Academia\Little Witch Academia\To the victors, fame and honor.\They will also receive a prize from Professor Luki.\May the best witches win.\How are you doing, fans of the broom relay across the world?\Live coverage of this event is brought to you by the Luna Nova News Network! response:	It looks like all the competitors are on the scene and raring to go!
context: Little Witch Academia\Little Witch Academia\To the victors, fame and honor.\They will also receive a prize from Professor Luki.\May the best witches win.\How are you doing, fans of the broom relay across the world?\Live coverage of this event is brought to you by the Luna Nova News Network!\It looks like all the competitors are on the scene and raring to go! response:	E-Everyone else looks really fast.
context: Little Witch Academia\To the victors, fame and honor.\They will also receive a prize from Professor Luki.\May the best witches win.\How are you doing, fans of the broom relay across the world?\Live coverage of this event is brought to you by the Luna Nova News Network!\It looks like all the competitors are on the scene and raring to go!\E-Everyone else looks really fast. response:	Here we have the dark horse, Amanda O'Neill.
context: To the victors, fame and honor.\They will also receive a prize from Professor Luki.\May the best witches win.\How are you doing, fans of the broom relay across the world?\Live coverage of this event is brought to you by the Luna Nova News Network!\It looks like all the competitors are on the scene and raring to go!\E-Everyone else looks really fast.\Here we have the dark horse, Amanda O'Neill. response:	How do you feel?
context: They will also receive a prize from Professor Luki.\May the best witches win.\How are you doing, fans of the broom relay across the world?\Live coverage of this event is brought to you by the Luna Nova News Network!\It looks like all the competitors are on the scene and raring to go!\E-Everyone else looks really fast.\Here we have the dark horse, Amanda O'Neill.\How do you feel? response:	Well, I'm planning to just enjoy it.
context: May the best witches win.\How are you doing, fans of the broom relay across the world?\Live coverage of this event is brought to you by the Luna Nova News Network!\It looks like all the competitors are on the scene and raring to go!\E-Everyone else looks really fast.\Here we have the dark horse, Amanda O'Neill.\How do you feel?\Well, I'm planning to just enjoy it. response:	Hey, keep it down!
context: How are you doing, fans of the broom relay across the world?\Live coverage of this event is brought to you by the Luna Nova News Network!\It looks like all the competitors are on the scene and raring to go!\E-Everyone else looks really fast.\Here we have the dark horse, Amanda O'Neill.\How do you feel?\Well, I'm planning to just enjoy it.\Hey, keep it down! response:	Uh, n-never mind me!
context: Live coverage of this event is brought to you by the Luna Nova News Network!\It looks like all the competitors are on the scene and raring to go!\E-Everyone else looks really fast.\Here we have the dark horse, Amanda O'Neill.\How do you feel?\Well, I'm planning to just enjoy it.\Hey, keep it down!\Uh, n-never mind me! response:	So Amanda's group entered too.
context: It looks like all the competitors are on the scene and raring to go!\E-Everyone else looks really fast.\Here we have the dark horse, Amanda O'Neill.\How do you feel?\Well, I'm planning to just enjoy it.\Hey, keep it down!\Uh, n-never mind me!\So Amanda's group entered too. response:	Who's that I spot?
context: E-Everyone else looks really fast.\Here we have the dark horse, Amanda O'Neill.\How do you feel?\Well, I'm planning to just enjoy it.\Hey, keep it down!\Uh, n-never mind me!\So Amanda's group entered too.\Who's that I spot? response:	I'm Kagari Atsuko. I feel that
context: Here we have the dark horse, Amanda O'Neill.\How do you feel?\Well, I'm planning to just enjoy it.\Hey, keep it down!\Uh, n-never mind me!\So Amanda's group entered too.\Who's that I spot?\I'm Kagari Atsuko. I feel that response:	It's the favorite to win, Diana! A word for your fans!
context: How do you feel?\Well, I'm planning to just enjoy it.\Hey, keep it down!\Uh, n-never mind me!\So Amanda's group entered too.\Who's that I spot?\I'm Kagari Atsuko. I feel that\It's the favorite to win, Diana! A word for your fans! response:	I have none. I will simply be flying as usual.
context: Well, I'm planning to just enjoy it.\Hey, keep it down!\Uh, n-never mind me!\So Amanda's group entered too.\Who's that I spot?\I'm Kagari Atsuko. I feel that\It's the favorite to win, Diana! A word for your fans!\I have none. I will simply be flying as usual. response:	Participating teams, line up!
context: Hey, keep it down!\Uh, n-never mind me!\So Amanda's group entered too.\Who's that I spot?\I'm Kagari Atsuko. I feel that\It's the favorite to win, Diana! A word for your fans!\I have none. I will simply be flying as usual.\Participating teams, line up! response:	The broom relay will take place along the Luna Nova special course.
context: Uh, n-never mind me!\So Amanda's group entered too.\Who's that I spot?\I'm Kagari Atsuko. I feel that\It's the favorite to win, Diana! A word for your fans!\I have none. I will simply be flying as usual.\Participating teams, line up!\The broom relay will take place along the Luna Nova special course. response:	Make certain to charge your brooms with energy from the Sorcerer's Stone!
context: So Amanda's group entered too.\Who's that I spot?\I'm Kagari Atsuko. I feel that\It's the favorite to win, Diana! A word for your fans!\I have none. I will simply be flying as usual.\Participating teams, line up!\The broom relay will take place along the Luna Nova special course.\Make certain to charge your brooms with energy from the Sorcerer's Stone! response:	First leg flyers, confirm your hold of the baton!
context: Who's that I spot?\I'm Kagari Atsuko. I feel that\It's the favorite to win, Diana! A word for your fans!\I have none. I will simply be flying as usual.\Participating teams, line up!\The broom relay will take place along the Luna Nova special course.\Make certain to charge your brooms with energy from the Sorcerer's Stone!\First leg flyers, confirm your hold of the baton! response:	Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.
context: I'm Kagari Atsuko. I feel that\It's the favorite to win, Diana! A word for your fans!\I have none. I will simply be flying as usual.\Participating teams, line up!\The broom relay will take place along the Luna Nova special course.\Make certain to charge your brooms with energy from the Sorcerer's Stone!\First leg flyers, confirm your hold of the baton!\Any damage, loss, or poor handoffs of the baton during the race will result in disqualification. response:	First leg flyers, head to the start line!
context: It's the favorite to win, Diana! A word for your fans!\I have none. I will simply be flying as usual.\Participating teams, line up!\The broom relay will take place along the Luna Nova special course.\Make certain to charge your brooms with energy from the Sorcerer's Stone!\First leg flyers, confirm your hold of the baton!\Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.\First leg flyers, head to the start line! response:	Second leg and anchor flyers, go to your relay points!
context: I have none. I will simply be flying as usual.\Participating teams, line up!\The broom relay will take place along the Luna Nova special course.\Make certain to charge your brooms with energy from the Sorcerer's Stone!\First leg flyers, confirm your hold of the baton!\Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.\First leg flyers, head to the start line!\Second leg and anchor flyers, go to your relay points! response:	Look, Akko is participating.
context: Participating teams, line up!\The broom relay will take place along the Luna Nova special course.\Make certain to charge your brooms with energy from the Sorcerer's Stone!\First leg flyers, confirm your hold of the baton!\Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.\First leg flyers, head to the start line!\Second leg and anchor flyers, go to your relay points!\Look, Akko is participating. response:	Shall I outfit your training wheels again?
context: The broom relay will take place along the Luna Nova special course.\Make certain to charge your brooms with energy from the Sorcerer's Stone!\First leg flyers, confirm your hold of the baton!\Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.\First leg flyers, head to the start line!\Second leg and anchor flyers, go to your relay points!\Look, Akko is participating.\Shall I outfit your training wheels again? response:	What's with you?!
context: Make certain to charge your brooms with energy from the Sorcerer's Stone!\First leg flyers, confirm your hold of the baton!\Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.\First leg flyers, head to the start line!\Second leg and anchor flyers, go to your relay points!\Look, Akko is participating.\Shall I outfit your training wheels again?\What's with you?! response:	Let them mouth off. We'll be the ones to win.
context: First leg flyers, confirm your hold of the baton!\Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.\First leg flyers, head to the start line!\Second leg and anchor flyers, go to your relay points!\Look, Akko is participating.\Shall I outfit your training wheels again?\What's with you?!\Let them mouth off. We'll be the ones to win. response:	Sucy, you sound confident, but I'm not that fast a flyer.
context: Any damage, loss, or poor handoffs of the baton during the race will result in disqualification.\First leg flyers, head to the start line!\Second leg and anchor flyers, go to your relay points!\Look, Akko is participating.\Shall I outfit your training wheels again?\What's with you?!\Let them mouth off. We'll be the ones to win.\Sucy, you sound confident, but I'm not that fast a flyer. response:	Don't worry. Just fly like you always do, Lotte.
context: First leg flyers, head to the start line!\Second leg and anchor flyers, go to your relay points!\Look, Akko is participating.\Shall I outfit your training wheels again?\What's with you?!\Let them mouth off. We'll be the ones to win.\Sucy, you sound confident, but I'm not that fast a flyer.\Don't worry. Just fly like you always do, Lotte. response:	On your marks, get set!
context: Second leg and anchor flyers, go to your relay points!\Look, Akko is participating.\Shall I outfit your training wheels again?\What's with you?!\Let them mouth off. We'll be the ones to win.\Sucy, you sound confident, but I'm not that fast a flyer.\Don't worry. Just fly like you always do, Lotte.\On your marks, get set! response:	Tia Freyre!
context: Look, Akko is participating.\Shall I outfit your training wheels again?\What's with you?!\Let them mouth off. We'll be the ones to win.\Sucy, you sound confident, but I'm not that fast a flyer.\Don't worry. Just fly like you always do, Lotte.\On your marks, get set!\Tia Freyre! response:	What happened?!
context: Shall I outfit your training wheels again?\What's with you?!\Let them mouth off. We'll be the ones to win.\Sucy, you sound confident, but I'm not that fast a flyer.\Don't worry. Just fly like you always do, Lotte.\On your marks, get set!\Tia Freyre!\What happened?! response:	I just gave your brooms a bit of nourishment.
context: What's with you?!\Let them mouth off. We'll be the ones to win.\Sucy, you sound confident, but I'm not that fast a flyer.\Don't worry. Just fly like you always do, Lotte.\On your marks, get set!\Tia Freyre!\What happened?!\I just gave your brooms a bit of nourishment. response:	With no competition, we can just coast to victory.
context: Let them mouth off. We'll be the ones to win.\Sucy, you sound confident, but I'm not that fast a flyer.\Don't worry. Just fly like you always do, Lotte.\On your marks, get set!\Tia Freyre!\What happened?!\I just gave your brooms a bit of nourishment.\With no competition, we can just coast to victory. response:	Tia Freyre!
context: Sucy, you sound confident, but I'm not that fast a flyer.\Don't worry. Just fly like you always do, Lotte.\On your marks, get set!\Tia Freyre!\What happened?!\I just gave your brooms a bit of nourishment.\With no competition, we can just coast to victory.\Tia Freyre! response:	We're off to an unexpected start! Their brooms can't take off!
context: Don't worry. Just fly like you always do, Lotte.\On your marks, get set!\Tia Freyre!\What happened?!\I just gave your brooms a bit of nourishment.\With no competition, we can just coast to victory.\Tia Freyre!\We're off to an unexpected start! Their brooms can't take off! response:	Leading the pack is Miss Glasses,
context: On your marks, get set!\Tia Freyre!\What happened?!\I just gave your brooms a bit of nourishment.\With no competition, we can just coast to victory.\Tia Freyre!\We're off to an unexpected start! Their brooms can't take off!\Leading the pack is Miss Glasses, response:	our average, ordinary everygirl, Lotte Jansson!
context: Tia Freyre!\What happened?!\I just gave your brooms a bit of nourishment.\With no competition, we can just coast to victory.\Tia Freyre!\We're off to an unexpected start! Their brooms can't take off!\Leading the pack is Miss Glasses,\our average, ordinary everygirl, Lotte Jansson! response:	And close behind is...
context: What happened?!\I just gave your brooms a bit of nourishment.\With no competition, we can just coast to victory.\Tia Freyre!\We're off to an unexpected start! Their brooms can't take off!\Leading the pack is Miss Glasses,\our average, ordinary everygirl, Lotte Jansson!\And close behind is... response:	Constanze Braunschbank Albrechtsberger!
context: I just gave your brooms a bit of nourishment.\With no competition, we can just coast to victory.\Tia Freyre!\We're off to an unexpected start! Their brooms can't take off!\Leading the pack is Miss Glasses,\our average, ordinary everygirl, Lotte Jansson!\And close behind is...\Constanze Braunschbank Albrechtsberger! response:	A name that would make any announcer cry!
context: With no competition, we can just coast to victory.\Tia Freyre!\We're off to an unexpected start! Their brooms can't take off!\Leading the pack is Miss Glasses,\our average, ordinary everygirl, Lotte Jansson!\And close behind is...\Constanze Braunschbank Albrechtsberger!\A name that would make any announcer cry! response:	And she's riding...
context: Tia Freyre!\We're off to an unexpected start! Their brooms can't take off!\Leading the pack is Miss Glasses,\our average, ordinary everygirl, Lotte Jansson!\And close behind is...\Constanze Braunschbank Albrechtsberger!\A name that would make any announcer cry!\And she's riding... response:	A broom?
