context: Genshiken response:	I woke up and as usual forgot my cell and missed the Express.
context: You must've found a new man.\What?\I mean, you were always complaining.\Now you've got things to do?\No way, I'm too late!\I wish you wouldn't put it that way.\You had no chance even if you were early.\But I thought I had a chance, judging by your email. response:	You shouldn't read into email that deep, you know.
context: What?\I mean, you were always complaining.\Now you've got things to do?\No way, I'm too late!\I wish you wouldn't put it that way.\You had no chance even if you were early.\But I thought I had a chance, judging by your email.\You shouldn't read into email that deep, you know. response:	Gotcha.
context: I mean, you were always complaining.\Now you've got things to do?\No way, I'm too late!\I wish you wouldn't put it that way.\You had no chance even if you were early.\But I thought I had a chance, judging by your email.\You shouldn't read into email that deep, you know.\Gotcha. response:	So, what's he like?
context: Now you've got things to do?\No way, I'm too late!\I wish you wouldn't put it that way.\You had no chance even if you were early.\But I thought I had a chance, judging by your email.\You shouldn't read into email that deep, you know.\Gotcha.\So, what's he like? response:	Um...
context: No way, I'm too late!\I wish you wouldn't put it that way.\You had no chance even if you were early.\But I thought I had a chance, judging by your email.\You shouldn't read into email that deep, you know.\Gotcha.\So, what's he like?\Um... response:	C-Cute's a good word...
context: I wish you wouldn't put it that way.\You had no chance even if you were early.\But I thought I had a chance, judging by your email.\You shouldn't read into email that deep, you know.\Gotcha.\So, what's he like?\Um...\C-Cute's a good word... response:	Isn't it better for you not to know much?
context: You had no chance even if you were early.\But I thought I had a chance, judging by your email.\You shouldn't read into email that deep, you know.\Gotcha.\So, what's he like?\Um...\C-Cute's a good word...\Isn't it better for you not to know much? response:	Yeah, I guess so...
context: But I thought I had a chance, judging by your email.\You shouldn't read into email that deep, you know.\Gotcha.\So, what's he like?\Um...\C-Cute's a good word...\Isn't it better for you not to know much?\Yeah, I guess so... response:	For the sake of mental hygiene, eh?
context: You shouldn't read into email that deep, you know.\Gotcha.\So, what's he like?\Um...\C-Cute's a good word...\Isn't it better for you not to know much?\Yeah, I guess so...\For the sake of mental hygiene, eh? response:	They saw me...
context: Gotcha.\So, what's he like?\Um...\C-Cute's a good word...\Isn't it better for you not to know much?\Yeah, I guess so...\For the sake of mental hygiene, eh?\They saw me... response:	I've got to go.
context: So, what's he like?\Um...\C-Cute's a good word...\Isn't it better for you not to know much?\Yeah, I guess so...\For the sake of mental hygiene, eh?\They saw me...\I've got to go. response:	You do?
context: Um...\C-Cute's a good word...\Isn't it better for you not to know much?\Yeah, I guess so...\For the sake of mental hygiene, eh?\They saw me...\I've got to go.\You do? response:	And also, let's stop emailing.
context: C-Cute's a good word...\Isn't it better for you not to know much?\Yeah, I guess so...\For the sake of mental hygiene, eh?\They saw me...\I've got to go.\You do?\And also, let's stop emailing. response:	What?
context: Isn't it better for you not to know much?\Yeah, I guess so...\For the sake of mental hygiene, eh?\They saw me...\I've got to go.\You do?\And also, let's stop emailing.\What? response:	I don't think it's a bad thing...
context: Yeah, I guess so...\For the sake of mental hygiene, eh?\They saw me...\I've got to go.\You do?\And also, let's stop emailing.\What?\I don't think it's a bad thing... response:	Right...
context: For the sake of mental hygiene, eh?\They saw me...\I've got to go.\You do?\And also, let's stop emailing.\What?\I don't think it's a bad thing...\Right... response:	Bye!
context: They saw me...\I've got to go.\You do?\And also, let's stop emailing.\What?\I don't think it's a bad thing...\Right...\Bye! response:	Darn it...
context: I've got to go.\You do?\And also, let's stop emailing.\What?\I don't think it's a bad thing...\Right...\Bye!\Darn it... response:	Don't tell Kohsaka.
context: You do?\And also, let's stop emailing.\What?\I don't think it's a bad thing...\Right...\Bye!\Darn it...\Don't tell Kohsaka. response:	I broke up with that guy a long time ago.
context: And also, let's stop emailing.\What?\I don't think it's a bad thing...\Right...\Bye!\Darn it...\Don't tell Kohsaka.\I broke up with that guy a long time ago. response:	He came here today on his own, without even telling me first.
context: What?\I don't think it's a bad thing...\Right...\Bye!\Darn it...\Don't tell Kohsaka.\I broke up with that guy a long time ago.\He came here today on his own, without even telling me first. response:	Well, well! He really was an ex-boyfriend.
context: I don't think it's a bad thing...\Right...\Bye!\Darn it...\Don't tell Kohsaka.\I broke up with that guy a long time ago.\He came here today on his own, without even telling me first.\Well, well! He really was an ex-boyfriend. response:	You looked compatible enough... Just right, actually.
context: Right...\Bye!\Darn it...\Don't tell Kohsaka.\I broke up with that guy a long time ago.\He came here today on his own, without even telling me first.\Well, well! He really was an ex-boyfriend.\You looked compatible enough... Just right, actually. response:	Yeah, yeah.
context: Bye!\Darn it...\Don't tell Kohsaka.\I broke up with that guy a long time ago.\He came here today on his own, without even telling me first.\Well, well! He really was an ex-boyfriend.\You looked compatible enough... Just right, actually.\Yeah, yeah. response:	Why'd you break up?
context: Darn it...\Don't tell Kohsaka.\I broke up with that guy a long time ago.\He came here today on his own, without even telling me first.\Well, well! He really was an ex-boyfriend.\You looked compatible enough... Just right, actually.\Yeah, yeah.\Why'd you break up? response:	I guess a lot happened?
context: Don't tell Kohsaka.\I broke up with that guy a long time ago.\He came here today on his own, without even telling me first.\Well, well! He really was an ex-boyfriend.\You looked compatible enough... Just right, actually.\Yeah, yeah.\Why'd you break up?\I guess a lot happened? response:	Don't tell him!
context: I broke up with that guy a long time ago.\He came here today on his own, without even telling me first.\Well, well! He really was an ex-boyfriend.\You looked compatible enough... Just right, actually.\Yeah, yeah.\Why'd you break up?\I guess a lot happened?\Don't tell him! response:	Yes, I swear.
context: He came here today on his own, without even telling me first.\Well, well! He really was an ex-boyfriend.\You looked compatible enough... Just right, actually.\Yeah, yeah.\Why'd you break up?\I guess a lot happened?\Don't tell him!\Yes, I swear. response:	We swear.
context: Well, well! He really was an ex-boyfriend.\You looked compatible enough... Just right, actually.\Yeah, yeah.\Why'd you break up?\I guess a lot happened?\Don't tell him!\Yes, I swear.\We swear. response:	Good.
context: You looked compatible enough... Just right, actually.\Yeah, yeah.\Why'd you break up?\I guess a lot happened?\Don't tell him!\Yes, I swear.\We swear.\Good. response:	Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament
context: Yeah, yeah.\Why'd you break up?\I guess a lot happened?\Don't tell him!\Yes, I swear.\We swear.\Good.\Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament response:	Oh my, he got behind him!
context: Why'd you break up?\I guess a lot happened?\Don't tell him!\Yes, I swear.\We swear.\Good.\Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament\Oh my, he got behind him! response:	There he is.
context: I guess a lot happened?\Don't tell him!\Yes, I swear.\We swear.\Good.\Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament\Oh my, he got behind him!\There he is. response:	I should have known he'd be here.
context: Don't tell him!\Yes, I swear.\We swear.\Good.\Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament\Oh my, he got behind him!\There he is.\I should have known he'd be here. response:	Crap, crap, crap.
context: Yes, I swear.\We swear.\Good.\Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament\Oh my, he got behind him!\There he is.\I should have known he'd be here.\Crap, crap, crap. response:	Another chain!
context: We swear.\Good.\Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament\Oh my, he got behind him!\There he is.\I should have known he'd be here.\Crap, crap, crap.\Another chain! response:	Whoa, this is amazing!
context: Good.\Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament\Oh my, he got behind him!\There he is.\I should have known he'd be here.\Crap, crap, crap.\Another chain!\Whoa, this is amazing! response:	Kohsaka's really in a dimension all his own.
context: Anime Club: Repertoire, Day 1 Inter-Circle Game Tournament\Oh my, he got behind him!\There he is.\I should have known he'd be here.\Crap, crap, crap.\Another chain!\Whoa, this is amazing!\Kohsaka's really in a dimension all his own. response:	He always plays at the highest form you can imagine.
context: Oh my, he got behind him!\There he is.\I should have known he'd be here.\Crap, crap, crap.\Another chain!\Whoa, this is amazing!\Kohsaka's really in a dimension all his own.\He always plays at the highest form you can imagine. response:	He's probably on a national level.
context: There he is.\I should have known he'd be here.\Crap, crap, crap.\Another chain!\Whoa, this is amazing!\Kohsaka's really in a dimension all his own.\He always plays at the highest form you can imagine.\He's probably on a national level. response:	Kohsaka is amazing.
context: I should have known he'd be here.\Crap, crap, crap.\Another chain!\Whoa, this is amazing!\Kohsaka's really in a dimension all his own.\He always plays at the highest form you can imagine.\He's probably on a national level.\Kohsaka is amazing. response:	So that's all you've got?
context: Crap, crap, crap.\Another chain!\Whoa, this is amazing!\Kohsaka's really in a dimension all his own.\He always plays at the highest form you can imagine.\He's probably on a national level.\Kohsaka is amazing.\So that's all you've got? response:	Congratulations.
context: Another chain!\Whoa, this is amazing!\Kohsaka's really in a dimension all his own.\He always plays at the highest form you can imagine.\He's probably on a national level.\Kohsaka is amazing.\So that's all you've got?\Congratulations. response:	Your prize, 25 years worth of game software.
context: Whoa, this is amazing!\Kohsaka's really in a dimension all his own.\He always plays at the highest form you can imagine.\He's probably on a national level.\Kohsaka is amazing.\So that's all you've got?\Congratulations.\Your prize, 25 years worth of game software. response:	Thanks a lot.
context: Kohsaka's really in a dimension all his own.\He always plays at the highest form you can imagine.\He's probably on a national level.\Kohsaka is amazing.\So that's all you've got?\Congratulations.\Your prize, 25 years worth of game software.\Thanks a lot. response:	You all came by.
context: He always plays at the highest form you can imagine.\He's probably on a national level.\Kohsaka is amazing.\So that's all you've got?\Congratulations.\Your prize, 25 years worth of game software.\Thanks a lot.\You all came by. response:	25 years worth of crap games, what the hell?
context: He's probably on a national level.\Kohsaka is amazing.\So that's all you've got?\Congratulations.\Your prize, 25 years worth of game software.\Thanks a lot.\You all came by.\25 years worth of crap games, what the hell? response:	Some of the ones we provided are mixed in too.
context: Kohsaka is amazing.\So that's all you've got?\Congratulations.\Your prize, 25 years worth of game software.\Thanks a lot.\You all came by.\25 years worth of crap games, what the hell?\Some of the ones we provided are mixed in too. response:	It's not a big deal, let's all play them together.
context: So that's all you've got?\Congratulations.\Your prize, 25 years worth of game software.\Thanks a lot.\You all came by.\25 years worth of crap games, what the hell?\Some of the ones we provided are mixed in too.\It's not a big deal, let's all play them together. response:	Well, crap games are good for a laugh at least.
context: Congratulations.\Your prize, 25 years worth of game software.\Thanks a lot.\You all came by.\25 years worth of crap games, what the hell?\Some of the ones we provided are mixed in too.\It's not a big deal, let's all play them together.\Well, crap games are good for a laugh at least. response:	You could say that.
context: Your prize, 25 years worth of game software.\Thanks a lot.\You all came by.\25 years worth of crap games, what the hell?\Some of the ones we provided are mixed in too.\It's not a big deal, let's all play them together.\Well, crap games are good for a laugh at least.\You could say that. response:	Leave that in the club room so you and I can go out.
context: Thanks a lot.\You all came by.\25 years worth of crap games, what the hell?\Some of the ones we provided are mixed in too.\It's not a big deal, let's all play them together.\Well, crap games are good for a laugh at least.\You could say that.\Leave that in the club room so you and I can go out. response:	Uh, but I've got reception duty after this.
context: You all came by.\25 years worth of crap games, what the hell?\Some of the ones we provided are mixed in too.\It's not a big deal, let's all play them together.\Well, crap games are good for a laugh at least.\You could say that.\Leave that in the club room so you and I can go out.\Uh, but I've got reception duty after this. response:	Skip it!
context: 25 years worth of crap games, what the hell?\Some of the ones we provided are mixed in too.\It's not a big deal, let's all play them together.\Well, crap games are good for a laugh at least.\You could say that.\Leave that in the club room so you and I can go out.\Uh, but I've got reception duty after this.\Skip it! response:	Easy for you to say.
context: Some of the ones we provided are mixed in too.\It's not a big deal, let's all play them together.\Well, crap games are good for a laugh at least.\You could say that.\Leave that in the club room so you and I can go out.\Uh, but I've got reception duty after this.\Skip it!\Easy for you to say. response:	You wanna know what she was just...
context: It's not a big deal, let's all play them together.\Well, crap games are good for a laugh at least.\You could say that.\Leave that in the club room so you and I can go out.\Uh, but I've got reception duty after this.\Skip it!\Easy for you to say.\You wanna know what she was just... response:	What?
context: Well, crap games are good for a laugh at least.\You could say that.\Leave that in the club room so you and I can go out.\Uh, but I've got reception duty after this.\Skip it!\Easy for you to say.\You wanna know what she was just...\What? response:	Nothing.
context: You could say that.\Leave that in the club room so you and I can go out.\Uh, but I've got reception duty after this.\Skip it!\Easy for you to say.\You wanna know what she was just...\What?\Nothing. response:	Huh?
context: Leave that in the club room so you and I can go out.\Uh, but I've got reception duty after this.\Skip it!\Easy for you to say.\You wanna know what she was just...\What?\Nothing.\Huh? response:	Yeah, nothing.
context: Uh, but I've got reception duty after this.\Skip it!\Easy for you to say.\You wanna know what she was just...\What?\Nothing.\Huh?\Yeah, nothing. response:	Jam, please look this way.
context: Skip it!\Easy for you to say.\You wanna know what she was just...\What?\Nothing.\Huh?\Yeah, nothing.\Jam, please look this way. response:	Okay.
context: Easy for you to say.\You wanna know what she was just...\What?\Nothing.\Huh?\Yeah, nothing.\Jam, please look this way.\Okay. response:	This way too, please.
context: You wanna know what she was just...\What?\Nothing.\Huh?\Yeah, nothing.\Jam, please look this way.\Okay.\This way too, please. response:	Okay.
context: What?\Nothing.\Huh?\Yeah, nothing.\Jam, please look this way.\Okay.\This way too, please.\Okay. response:	Ah, very nice.
context: Nothing.\Huh?\Yeah, nothing.\Jam, please look this way.\Okay.\This way too, please.\Okay.\Ah, very nice. response:	Excuse me, please look this way next.
context: Huh?\Yeah, nothing.\Jam, please look this way.\Okay.\This way too, please.\Okay.\Ah, very nice.\Excuse me, please look this way next. response:	Okay.
context: Yeah, nothing.\Jam, please look this way.\Okay.\This way too, please.\Okay.\Ah, very nice.\Excuse me, please look this way next.\Okay. response:	Hey, Tanaka.
context: Jam, please look this way.\Okay.\This way too, please.\Okay.\Ah, very nice.\Excuse me, please look this way next.\Okay.\Hey, Tanaka. response:	Yeah, I have permission from the Anime Club.
context: Okay.\This way too, please.\Okay.\Ah, very nice.\Excuse me, please look this way next.\Okay.\Hey, Tanaka.\Yeah, I have permission from the Anime Club. response:	No, I mean we could charge money for this.
context: This way too, please.\Okay.\Ah, very nice.\Excuse me, please look this way next.\Okay.\Hey, Tanaka.\Yeah, I have permission from the Anime Club.\No, I mean we could charge money for this. response:	You can't have cosplayers charging money for photography.
context: Okay.\Ah, very nice.\Excuse me, please look this way next.\Okay.\Hey, Tanaka.\Yeah, I have permission from the Anime Club.\No, I mean we could charge money for this.\You can't have cosplayers charging money for photography. response:	But, for free...
context: Ah, very nice.\Excuse me, please look this way next.\Okay.\Hey, Tanaka.\Yeah, I have permission from the Anime Club.\No, I mean we could charge money for this.\You can't have cosplayers charging money for photography.\But, for free... response:	If you try it too, we could at least collect enough to cover costs.
context: Excuse me, please look this way next.\Okay.\Hey, Tanaka.\Yeah, I have permission from the Anime Club.\No, I mean we could charge money for this.\You can't have cosplayers charging money for photography.\But, for free...\If you try it too, we could at least collect enough to cover costs. response:	I told you I won't.
context: Okay.\Hey, Tanaka.\Yeah, I have permission from the Anime Club.\No, I mean we could charge money for this.\You can't have cosplayers charging money for photography.\But, for free...\If you try it too, we could at least collect enough to cover costs.\I told you I won't. response:	I thought so.
context: Hey, Tanaka.\Yeah, I have permission from the Anime Club.\No, I mean we could charge money for this.\You can't have cosplayers charging money for photography.\But, for free...\If you try it too, we could at least collect enough to cover costs.\I told you I won't.\I thought so. response:	It's just the...
context: Yeah, I have permission from the Anime Club.\No, I mean we could charge money for this.\You can't have cosplayers charging money for photography.\But, for free...\If you try it too, we could at least collect enough to cover costs.\I told you I won't.\I thought so.\It's just the... response:	Uh, no sweat.
context: No, I mean we could charge money for this.\You can't have cosplayers charging money for photography.\But, for free...\If you try it too, we could at least collect enough to cover costs.\I told you I won't.\I thought so.\It's just the...\Uh, no sweat. response:	I mean, you already broke up with him...
context: You can't have cosplayers charging money for photography.\But, for free...\If you try it too, we could at least collect enough to cover costs.\I told you I won't.\I thought so.\It's just the...\Uh, no sweat.\I mean, you already broke up with him... response:	You look cute, Saki.
context: But, for free...\If you try it too, we could at least collect enough to cover costs.\I told you I won't.\I thought so.\It's just the...\Uh, no sweat.\I mean, you already broke up with him...\You look cute, Saki. response:	Yes, Saki, you look great.
context: If you try it too, we could at least collect enough to cover costs.\I told you I won't.\I thought so.\It's just the...\Uh, no sweat.\I mean, you already broke up with him...\You look cute, Saki.\Yes, Saki, you look great. response:	They work so well on you.
context: I told you I won't.\I thought so.\It's just the...\Uh, no sweat.\I mean, you already broke up with him...\You look cute, Saki.\Yes, Saki, you look great.\They work so well on you. response:	Who would've thought...
context: I thought so.\It's just the...\Uh, no sweat.\I mean, you already broke up with him...\You look cute, Saki.\Yes, Saki, you look great.\They work so well on you.\Who would've thought... response:	C-Can I take your picture?
context: It's just the...\Uh, no sweat.\I mean, you already broke up with him...\You look cute, Saki.\Yes, Saki, you look great.\They work so well on you.\Who would've thought...\C-Can I take your picture? response:	Saki?
context: Uh, no sweat.\I mean, you already broke up with him...\You look cute, Saki.\Yes, Saki, you look great.\They work so well on you.\Who would've thought...\C-Can I take your picture?\Saki? response:	That's a pretty complicated display of anger.
context: I mean, you already broke up with him...\You look cute, Saki.\Yes, Saki, you look great.\They work so well on you.\Who would've thought...\C-Can I take your picture?\Saki?\That's a pretty complicated display of anger. response:	Especially with those on...
context: You look cute, Saki.\Yes, Saki, you look great.\They work so well on you.\Who would've thought...\C-Can I take your picture?\Saki?\That's a pretty complicated display of anger.\Especially with those on... response:	We took no detours or shortcuts...
context: Yes, Saki, you look great.\They work so well on you.\Who would've thought...\C-Can I take your picture?\Saki?\That's a pretty complicated display of anger.\Especially with those on...\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: They work so well on you.\Who would've thought...\C-Can I take your picture?\Saki?\That's a pretty complicated display of anger.\Especially with those on...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We aren't quite grown up.
context: Who would've thought...\C-Can I take your picture?\Saki?\That's a pretty complicated display of anger.\Especially with those on...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up. response:	Simple but complicated glistening like marbles.
context: C-Can I take your picture?\Saki?\That's a pretty complicated display of anger.\Especially with those on...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles. response:	The time we could see from there sparkled, even if nothing big happened.
context: Saki?\That's a pretty complicated display of anger.\Especially with those on...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened. response:	What we see from the marbles in our hands now is a little different...
context: That's a pretty complicated display of anger.\Especially with those on...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different... response:	The allure of cosplay?
context: Especially with those on...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\The allure of cosplay? response:	I haven't given much thought to it, but...
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\The allure of cosplay?\I haven't given much thought to it, but... response:	Um, um, if anything it's like floating 3mm off the ground...
context: Only vivid dreams extended deep into the shadows.\We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\The allure of cosplay?\I haven't given much thought to it, but...\Um, um, if anything it's like floating 3mm off the ground... response:	That's the kind of feeling it gives you.
context: We aren't quite grown up.\Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\The allure of cosplay?\I haven't given much thought to it, but...\Um, um, if anything it's like floating 3mm off the ground...\That's the kind of feeling it gives you. response:	You could say it lets you be a little more daring.
context: Simple but complicated glistening like marbles.\The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\The allure of cosplay?\I haven't given much thought to it, but...\Um, um, if anything it's like floating 3mm off the ground...\That's the kind of feeling it gives you.\You could say it lets you be a little more daring. response:	Say, Kohsaka, what was your first time like?
context: The time we could see from there sparkled, even if nothing big happened.\What we see from the marbles in our hands now is a little different...\The allure of cosplay?\I haven't given much thought to it, but...\Um, um, if anything it's like floating 3mm off the ground...\That's the kind of feeling it gives you.\You could say it lets you be a little more daring.\Say, Kohsaka, what was your first time like? response:	Um, it's okay if you don't want to say.
context: What we see from the marbles in our hands now is a little different...\The allure of cosplay?\I haven't given much thought to it, but...\Um, um, if anything it's like floating 3mm off the ground...\That's the kind of feeling it gives you.\You could say it lets you be a little more daring.\Say, Kohsaka, what was your first time like?\Um, it's okay if you don't want to say. response:	Hmm, I'd have to say it was MS Gundam.
context: The allure of cosplay?\I haven't given much thought to it, but...\Um, um, if anything it's like floating 3mm off the ground...\That's the kind of feeling it gives you.\You could say it lets you be a little more daring.\Say, Kohsaka, what was your first time like?\Um, it's okay if you don't want to say.\Hmm, I'd have to say it was MS Gundam. response:	From there I moved to magical girls shows, Momo, Mami, Persia, Emi.
context: I haven't given much thought to it, but...\Um, um, if anything it's like floating 3mm off the ground...\That's the kind of feeling it gives you.\You could say it lets you be a little more daring.\Say, Kohsaka, what was your first time like?\Um, it's okay if you don't want to say.\Hmm, I'd have to say it was MS Gundam.\From there I moved to magical girls shows, Momo, Mami, Persia, Emi. response:	Uh, wait...
context: Um, um, if anything it's like floating 3mm off the ground...\That's the kind of feeling it gives you.\You could say it lets you be a little more daring.\Say, Kohsaka, what was your first time like?\Um, it's okay if you don't want to say.\Hmm, I'd have to say it was MS Gundam.\From there I moved to magical girls shows, Momo, Mami, Persia, Emi.\Uh, wait... response:	For RPGs I guess it was Ultima, on the PC.
context: That's the kind of feeling it gives you.\You could say it lets you be a little more daring.\Say, Kohsaka, what was your first time like?\Um, it's okay if you don't want to say.\Hmm, I'd have to say it was MS Gundam.\From there I moved to magical girls shows, Momo, Mami, Persia, Emi.\Uh, wait...\For RPGs I guess it was Ultima, on the PC. response:	Oh, yeah, do you know the game Life Death?
context: You could say it lets you be a little more daring.\Say, Kohsaka, what was your first time like?\Um, it's okay if you don't want to say.\Hmm, I'd have to say it was MS Gundam.\From there I moved to magical girls shows, Momo, Mami, Persia, Emi.\Uh, wait...\For RPGs I guess it was Ultima, on the PC.\Oh, yeah, do you know the game Life Death? response:	I don't even know how many people I killed in that.
context: Say, Kohsaka, what was your first time like?\Um, it's okay if you don't want to say.\Hmm, I'd have to say it was MS Gundam.\From there I moved to magical girls shows, Momo, Mami, Persia, Emi.\Uh, wait...\For RPGs I guess it was Ultima, on the PC.\Oh, yeah, do you know the game Life Death?\I don't even know how many people I killed in that. response:	Then Manhole and whatnot.
context: Um, it's okay if you don't want to say.\Hmm, I'd have to say it was MS Gundam.\From there I moved to magical girls shows, Momo, Mami, Persia, Emi.\Uh, wait...\For RPGs I guess it was Ultima, on the PC.\Oh, yeah, do you know the game Life Death?\I don't even know how many people I killed in that.\Then Manhole and whatnot. response:	Umm, what were we talking about?
