context: My hometown, where I was born, is a city surrounded by mountains - response:	neither too large nor too small, neither too rural nor urban.
context: The start of a happy campus life. Right, Jun-chan?\What's that about a campus life?\We're not university students, just students of a specialty school.\I'm sorry. But not to worry.\I know, Jun-chan, Shoji's your trump card.\I'll make sure not to take him from you.\Trump card? You're greatly misunderstanding something.\I'm just concerned about your ever-worsening lack of fidelity. response:	Shoji is nothing more than a friend to me.
context: What's that about a campus life?\We're not university students, just students of a specialty school.\I'm sorry. But not to worry.\I know, Jun-chan, Shoji's your trump card.\I'll make sure not to take him from you.\Trump card? You're greatly misunderstanding something.\I'm just concerned about your ever-worsening lack of fidelity.\Shoji is nothing more than a friend to me. response:	Liar! If you were in the same class with a good-looking guy like that,
context: We're not university students, just students of a specialty school.\I'm sorry. But not to worry.\I know, Jun-chan, Shoji's your trump card.\I'll make sure not to take him from you.\Trump card? You're greatly misunderstanding something.\I'm just concerned about your ever-worsening lack of fidelity.\Shoji is nothing more than a friend to me.\Liar! If you were in the same class with a good-looking guy like that, response:	there's no way you wouldn't have a crush on him.
context: I'm sorry. But not to worry.\I know, Jun-chan, Shoji's your trump card.\I'll make sure not to take him from you.\Trump card? You're greatly misunderstanding something.\I'm just concerned about your ever-worsening lack of fidelity.\Shoji is nothing more than a friend to me.\Liar! If you were in the same class with a good-looking guy like that,\there's no way you wouldn't have a crush on him. response:	I'm not the same as you!
context: I know, Jun-chan, Shoji's your trump card.\I'll make sure not to take him from you.\Trump card? You're greatly misunderstanding something.\I'm just concerned about your ever-worsening lack of fidelity.\Shoji is nothing more than a friend to me.\Liar! If you were in the same class with a good-looking guy like that,\there's no way you wouldn't have a crush on him.\I'm not the same as you! response:	I had many guy friends back in junior high,
context: I'll make sure not to take him from you.\Trump card? You're greatly misunderstanding something.\I'm just concerned about your ever-worsening lack of fidelity.\Shoji is nothing more than a friend to me.\Liar! If you were in the same class with a good-looking guy like that,\there's no way you wouldn't have a crush on him.\I'm not the same as you!\I had many guy friends back in junior high, response:	but I didn't go around falling in love with them.
context: Trump card? You're greatly misunderstanding something.\I'm just concerned about your ever-worsening lack of fidelity.\Shoji is nothing more than a friend to me.\Liar! If you were in the same class with a good-looking guy like that,\there's no way you wouldn't have a crush on him.\I'm not the same as you!\I had many guy friends back in junior high,\but I didn't go around falling in love with them. response:	Many guy friends? I see.
context: I'm just concerned about your ever-worsening lack of fidelity.\Shoji is nothing more than a friend to me.\Liar! If you were in the same class with a good-looking guy like that,\there's no way you wouldn't have a crush on him.\I'm not the same as you!\I had many guy friends back in junior high,\but I didn't go around falling in love with them.\Many guy friends? I see. response:	Come to think of it, I've never had a guy friend. Why?
context: Shoji is nothing more than a friend to me.\Liar! If you were in the same class with a good-looking guy like that,\there's no way you wouldn't have a crush on him.\I'm not the same as you!\I had many guy friends back in junior high,\but I didn't go around falling in love with them.\Many guy friends? I see.\Come to think of it, I've never had a guy friend. Why? response:	Because you see men as male species rather than a fellow human being.
context: Liar! If you were in the same class with a good-looking guy like that,\there's no way you wouldn't have a crush on him.\I'm not the same as you!\I had many guy friends back in junior high,\but I didn't go around falling in love with them.\Many guy friends? I see.\Come to think of it, I've never had a guy friend. Why?\Because you see men as male species rather than a fellow human being. response:	I see. That makes sense. So I need to see them as human...
context: there's no way you wouldn't have a crush on him.\I'm not the same as you!\I had many guy friends back in junior high,\but I didn't go around falling in love with them.\Many guy friends? I see.\Come to think of it, I've never had a guy friend. Why?\Because you see men as male species rather than a fellow human being.\I see. That makes sense. So I need to see them as human... response:	Okay, I've decided! I'm becoming friends with Shoji!
context: I'm not the same as you!\I had many guy friends back in junior high,\but I didn't go around falling in love with them.\Many guy friends? I see.\Come to think of it, I've never had a guy friend. Why?\Because you see men as male species rather than a fellow human being.\I see. That makes sense. So I need to see them as human...\Okay, I've decided! I'm becoming friends with Shoji! response:	Huh?
context: I had many guy friends back in junior high,\but I didn't go around falling in love with them.\Many guy friends? I see.\Come to think of it, I've never had a guy friend. Why?\Because you see men as male species rather than a fellow human being.\I see. That makes sense. So I need to see them as human...\Okay, I've decided! I'm becoming friends with Shoji!\Huh? response:	Is becoming friends something you make a determination to do?
context: but I didn't go around falling in love with them.\Many guy friends? I see.\Come to think of it, I've never had a guy friend. Why?\Because you see men as male species rather than a fellow human being.\I see. That makes sense. So I need to see them as human...\Okay, I've decided! I'm becoming friends with Shoji!\Huh?\Is becoming friends something you make a determination to do? response:	If I don't make that determination to be friends,
context: Many guy friends? I see.\Come to think of it, I've never had a guy friend. Why?\Because you see men as male species rather than a fellow human being.\I see. That makes sense. So I need to see them as human...\Okay, I've decided! I'm becoming friends with Shoji!\Huh?\Is becoming friends something you make a determination to do?\If I don't make that determination to be friends, response:	I might fall in love with him.
context: Come to think of it, I've never had a guy friend. Why?\Because you see men as male species rather than a fellow human being.\I see. That makes sense. So I need to see them as human...\Okay, I've decided! I'm becoming friends with Shoji!\Huh?\Is becoming friends something you make a determination to do?\If I don't make that determination to be friends,\I might fall in love with him. response:	Well, if you fall in love, you just fall in love.
context: Because you see men as male species rather than a fellow human being.\I see. That makes sense. So I need to see them as human...\Okay, I've decided! I'm becoming friends with Shoji!\Huh?\Is becoming friends something you make a determination to do?\If I don't make that determination to be friends,\I might fall in love with him.\Well, if you fall in love, you just fall in love. response:	But in your case,
context: I see. That makes sense. So I need to see them as human...\Okay, I've decided! I'm becoming friends with Shoji!\Huh?\Is becoming friends something you make a determination to do?\If I don't make that determination to be friends,\I might fall in love with him.\Well, if you fall in love, you just fall in love.\But in your case, response:	it might be good experience to start as friends.
context: Okay, I've decided! I'm becoming friends with Shoji!\Huh?\Is becoming friends something you make a determination to do?\If I don't make that determination to be friends,\I might fall in love with him.\Well, if you fall in love, you just fall in love.\But in your case,\it might be good experience to start as friends. response:	Thank you, Jun-chan! I'll do my best!
context: Huh?\Is becoming friends something you make a determination to do?\If I don't make that determination to be friends,\I might fall in love with him.\Well, if you fall in love, you just fall in love.\But in your case,\it might be good experience to start as friends.\Thank you, Jun-chan! I'll do my best! response:	Best at what?
context: Is becoming friends something you make a determination to do?\If I don't make that determination to be friends,\I might fall in love with him.\Well, if you fall in love, you just fall in love.\But in your case,\it might be good experience to start as friends.\Thank you, Jun-chan! I'll do my best!\Best at what? response:	Hello!
context: If I don't make that determination to be friends,\I might fall in love with him.\Well, if you fall in love, you just fall in love.\But in your case,\it might be good experience to start as friends.\Thank you, Jun-chan! I'll do my best!\Best at what?\Hello! response:	Oh, Shoji?
context: I might fall in love with him.\Well, if you fall in love, you just fall in love.\But in your case,\it might be good experience to start as friends.\Thank you, Jun-chan! I'll do my best!\Best at what?\Hello!\Oh, Shoji? response:	No!
context: Well, if you fall in love, you just fall in love.\But in your case,\it might be good experience to start as friends.\Thank you, Jun-chan! I'll do my best!\Best at what?\Hello!\Oh, Shoji?\No! response:	- That'll be fine. Then come over. - I don't hafta become excited.
context: But in your case,\it might be good experience to start as friends.\Thank you, Jun-chan! I'll do my best!\Best at what?\Hello!\Oh, Shoji?\No!\- That'll be fine. Then come over. - I don't hafta become excited. response:	- Nana's here, too. - We're just friends.
context: it might be good experience to start as friends.\Thank you, Jun-chan! I'll do my best!\Best at what?\Hello!\Oh, Shoji?\No!\- That'll be fine. Then come over. - I don't hafta become excited.\- Nana's here, too. - We're just friends. response:	Hello!
context: Thank you, Jun-chan! I'll do my best!\Best at what?\Hello!\Oh, Shoji?\No!\- That'll be fine. Then come over. - I don't hafta become excited.\- Nana's here, too. - We're just friends.\Hello! response:	Thanks for having us.
context: Best at what?\Hello!\Oh, Shoji?\No!\- That'll be fine. Then come over. - I don't hafta become excited.\- Nana's here, too. - We're just friends.\Hello!\Thanks for having us. response:	Wow, such a cool room!
context: Hello!\Oh, Shoji?\No!\- That'll be fine. Then come over. - I don't hafta become excited.\- Nana's here, too. - We're just friends.\Hello!\Thanks for having us.\Wow, such a cool room! response:	You've got it made, living on your own even though you're from this city.
context: Oh, Shoji?\No!\- That'll be fine. Then come over. - I don't hafta become excited.\- Nana's here, too. - We're just friends.\Hello!\Thanks for having us.\Wow, such a cool room!\You've got it made, living on your own even though you're from this city. response:	But my home is far from the school.
context: No!\- That'll be fine. Then come over. - I don't hafta become excited.\- Nana's here, too. - We're just friends.\Hello!\Thanks for having us.\Wow, such a cool room!\You've got it made, living on your own even though you're from this city.\But my home is far from the school. response:	I live far from here, too.
context: - That'll be fine. Then come over. - I don't hafta become excited.\- Nana's here, too. - We're just friends.\Hello!\Thanks for having us.\Wow, such a cool room!\You've got it made, living on your own even though you're from this city.\But my home is far from the school.\I live far from here, too. response:	You're just too lonely
context: - Nana's here, too. - We're just friends.\Hello!\Thanks for having us.\Wow, such a cool room!\You've got it made, living on your own even though you're from this city.\But my home is far from the school.\I live far from here, too.\You're just too lonely response:	to live away from your grandmother, aren't you, Shoji?
context: Hello!\Thanks for having us.\Wow, such a cool room!\You've got it made, living on your own even though you're from this city.\But my home is far from the school.\I live far from here, too.\You're just too lonely\to live away from your grandmother, aren't you, Shoji? response:	Actually, that's true.
context: Thanks for having us.\Wow, such a cool room!\You've got it made, living on your own even though you're from this city.\But my home is far from the school.\I live far from here, too.\You're just too lonely\to live away from your grandmother, aren't you, Shoji?\Actually, that's true. response:	Where do you live, Mr. Takakura?
context: Wow, such a cool room!\You've got it made, living on your own even though you're from this city.\But my home is far from the school.\I live far from here, too.\You're just too lonely\to live away from your grandmother, aren't you, Shoji?\Actually, that's true.\Where do you live, Mr. Takakura? response:	Close to here.
context: You've got it made, living on your own even though you're from this city.\But my home is far from the school.\I live far from here, too.\You're just too lonely\to live away from your grandmother, aren't you, Shoji?\Actually, that's true.\Where do you live, Mr. Takakura?\Close to here. response:	Where exactly?
context: But my home is far from the school.\I live far from here, too.\You're just too lonely\to live away from your grandmother, aren't you, Shoji?\Actually, that's true.\Where do you live, Mr. Takakura?\Close to here.\Where exactly? response:	Behind the convenience store.
context: I live far from here, too.\You're just too lonely\to live away from your grandmother, aren't you, Shoji?\Actually, that's true.\Where do you live, Mr. Takakura?\Close to here.\Where exactly?\Behind the convenience store. response:	- That is close. About a five-minute walk? - Friends, friends...
context: You're just too lonely\to live away from your grandmother, aren't you, Shoji?\Actually, that's true.\Where do you live, Mr. Takakura?\Close to here.\Where exactly?\Behind the convenience store.\- That is close. About a five-minute walk? - Friends, friends... response:	You're really quiet, Nana.
context: to live away from your grandmother, aren't you, Shoji?\Actually, that's true.\Where do you live, Mr. Takakura?\Close to here.\Where exactly?\Behind the convenience store.\- That is close. About a five-minute walk? - Friends, friends...\You're really quiet, Nana. response:	I thought you were noisy. Might you be the shy type?
context: Actually, that's true.\Where do you live, Mr. Takakura?\Close to here.\Where exactly?\Behind the convenience store.\- That is close. About a five-minute walk? - Friends, friends...\You're really quiet, Nana.\I thought you were noisy. Might you be the shy type? response:	No, that is not the issue here.
context: Where do you live, Mr. Takakura?\Close to here.\Where exactly?\Behind the convenience store.\- That is close. About a five-minute walk? - Friends, friends...\You're really quiet, Nana.\I thought you were noisy. Might you be the shy type?\No, that is not the issue here. response:	Oh no! What was that? That's odd language to a friend.
context: Close to here.\Where exactly?\Behind the convenience store.\- That is close. About a five-minute walk? - Friends, friends...\You're really quiet, Nana.\I thought you were noisy. Might you be the shy type?\No, that is not the issue here.\Oh no! What was that? That's odd language to a friend. response:	Oh, perhaps you're nervous around guys because you went to a girls' school.
context: Where exactly?\Behind the convenience store.\- That is close. About a five-minute walk? - Friends, friends...\You're really quiet, Nana.\I thought you were noisy. Might you be the shy type?\No, that is not the issue here.\Oh no! What was that? That's odd language to a friend.\Oh, perhaps you're nervous around guys because you went to a girls' school. response:	It is definitely not that.
context: Behind the convenience store.\- That is close. About a five-minute walk? - Friends, friends...\You're really quiet, Nana.\I thought you were noisy. Might you be the shy type?\No, that is not the issue here.\Oh no! What was that? That's odd language to a friend.\Oh, perhaps you're nervous around guys because you went to a girls' school.\It is definitely not that. response:	Nana had a boyfriend until recently.
context: - That is close. About a five-minute walk? - Friends, friends...\You're really quiet, Nana.\I thought you were noisy. Might you be the shy type?\No, that is not the issue here.\Oh no! What was that? That's odd language to a friend.\Oh, perhaps you're nervous around guys because you went to a girls' school.\It is definitely not that.\Nana had a boyfriend until recently. response:	Jun-chan!
context: You're really quiet, Nana.\I thought you were noisy. Might you be the shy type?\No, that is not the issue here.\Oh no! What was that? That's odd language to a friend.\Oh, perhaps you're nervous around guys because you went to a girls' school.\It is definitely not that.\Nana had a boyfriend until recently.\Jun-chan! response:	What's wrong?
context: I thought you were noisy. Might you be the shy type?\No, that is not the issue here.\Oh no! What was that? That's odd language to a friend.\Oh, perhaps you're nervous around guys because you went to a girls' school.\It is definitely not that.\Nana had a boyfriend until recently.\Jun-chan!\What's wrong? response:	The more you tell them about yourself, the quicker we get to know each other.
context: No, that is not the issue here.\Oh no! What was that? That's odd language to a friend.\Oh, perhaps you're nervous around guys because you went to a girls' school.\It is definitely not that.\Nana had a boyfriend until recently.\Jun-chan!\What's wrong?\The more you tell them about yourself, the quicker we get to know each other. response:	So, let's make a toast.
context: Oh no! What was that? That's odd language to a friend.\Oh, perhaps you're nervous around guys because you went to a girls' school.\It is definitely not that.\Nana had a boyfriend until recently.\Jun-chan!\What's wrong?\The more you tell them about yourself, the quicker we get to know each other.\So, let's make a toast. response:	I see. They're guy friends, so I should disclose more.
context: Oh, perhaps you're nervous around guys because you went to a girls' school.\It is definitely not that.\Nana had a boyfriend until recently.\Jun-chan!\What's wrong?\The more you tell them about yourself, the quicker we get to know each other.\So, let's make a toast.\I see. They're guy friends, so I should disclose more. response:	- Cheers! - Cheers!
context: It is definitely not that.\Nana had a boyfriend until recently.\Jun-chan!\What's wrong?\The more you tell them about yourself, the quicker we get to know each other.\So, let's make a toast.\I see. They're guy friends, so I should disclose more.\- Cheers! - Cheers! response:	I should get drunk fast. That way, I won't feel as nervous.
context: Nana had a boyfriend until recently.\Jun-chan!\What's wrong?\The more you tell them about yourself, the quicker we get to know each other.\So, let's make a toast.\I see. They're guy friends, so I should disclose more.\- Cheers! - Cheers!\I should get drunk fast. That way, I won't feel as nervous. response:	Then after that, the next love at first sight
context: Jun-chan!\What's wrong?\The more you tell them about yourself, the quicker we get to know each other.\So, let's make a toast.\I see. They're guy friends, so I should disclose more.\- Cheers! - Cheers!\I should get drunk fast. That way, I won't feel as nervous.\Then after that, the next love at first sight response:	was refreshing Mr. Yoshida, the pizza delivery guy.
context: What's wrong?\The more you tell them about yourself, the quicker we get to know each other.\So, let's make a toast.\I see. They're guy friends, so I should disclose more.\- Cheers! - Cheers!\I should get drunk fast. That way, I won't feel as nervous.\Then after that, the next love at first sight\was refreshing Mr. Yoshida, the pizza delivery guy. response:	- Refreshing Yoshida? - But he was really refreshing!
context: The more you tell them about yourself, the quicker we get to know each other.\So, let's make a toast.\I see. They're guy friends, so I should disclose more.\- Cheers! - Cheers!\I should get drunk fast. That way, I won't feel as nervous.\Then after that, the next love at first sight\was refreshing Mr. Yoshida, the pizza delivery guy.\- Refreshing Yoshida? - But he was really refreshing! response:	His smile was totally refreshing!
context: So, let's make a toast.\I see. They're guy friends, so I should disclose more.\- Cheers! - Cheers!\I should get drunk fast. That way, I won't feel as nervous.\Then after that, the next love at first sight\was refreshing Mr. Yoshida, the pizza delivery guy.\- Refreshing Yoshida? - But he was really refreshing!\His smile was totally refreshing! response:	Hey, keep it down, you two over there! You've had too much to drink.
context: I see. They're guy friends, so I should disclose more.\- Cheers! - Cheers!\I should get drunk fast. That way, I won't feel as nervous.\Then after that, the next love at first sight\was refreshing Mr. Yoshida, the pizza delivery guy.\- Refreshing Yoshida? - But he was really refreshing!\His smile was totally refreshing!\Hey, keep it down, you two over there! You've had too much to drink. response:	You know, I gained three kilos for him because I kept ordering pizza.
context: - Cheers! - Cheers!\I should get drunk fast. That way, I won't feel as nervous.\Then after that, the next love at first sight\was refreshing Mr. Yoshida, the pizza delivery guy.\- Refreshing Yoshida? - But he was really refreshing!\His smile was totally refreshing!\Hey, keep it down, you two over there! You've had too much to drink.\You know, I gained three kilos for him because I kept ordering pizza. response:	Yeah?
context: I should get drunk fast. That way, I won't feel as nervous.\Then after that, the next love at first sight\was refreshing Mr. Yoshida, the pizza delivery guy.\- Refreshing Yoshida? - But he was really refreshing!\His smile was totally refreshing!\Hey, keep it down, you two over there! You've had too much to drink.\You know, I gained three kilos for him because I kept ordering pizza.\Yeah? response:	But suddenly, maybe he quit his job, he stopped coming.
context: Then after that, the next love at first sight\was refreshing Mr. Yoshida, the pizza delivery guy.\- Refreshing Yoshida? - But he was really refreshing!\His smile was totally refreshing!\Hey, keep it down, you two over there! You've had too much to drink.\You know, I gained three kilos for him because I kept ordering pizza.\Yeah?\But suddenly, maybe he quit his job, he stopped coming. response:	I got fat for nothing!
context: was refreshing Mr. Yoshida, the pizza delivery guy.\- Refreshing Yoshida? - But he was really refreshing!\His smile was totally refreshing!\Hey, keep it down, you two over there! You've had too much to drink.\You know, I gained three kilos for him because I kept ordering pizza.\Yeah?\But suddenly, maybe he quit his job, he stopped coming.\I got fat for nothing! response:	That's funny! Nana, you're the best!
context: - Refreshing Yoshida? - But he was really refreshing!\His smile was totally refreshing!\Hey, keep it down, you two over there! You've had too much to drink.\You know, I gained three kilos for him because I kept ordering pizza.\Yeah?\But suddenly, maybe he quit his job, he stopped coming.\I got fat for nothing!\That's funny! Nana, you're the best! response:	Nana, don't drink anymore!
context: His smile was totally refreshing!\Hey, keep it down, you two over there! You've had too much to drink.\You know, I gained three kilos for him because I kept ordering pizza.\Yeah?\But suddenly, maybe he quit his job, he stopped coming.\I got fat for nothing!\That's funny! Nana, you're the best!\Nana, don't drink anymore! response:	It's okay. She's amusing.
context: Hey, keep it down, you two over there! You've had too much to drink.\You know, I gained three kilos for him because I kept ordering pizza.\Yeah?\But suddenly, maybe he quit his job, he stopped coming.\I got fat for nothing!\That's funny! Nana, you're the best!\Nana, don't drink anymore!\It's okay. She's amusing. response:	So, what's next? Who was next?
context: You know, I gained three kilos for him because I kept ordering pizza.\Yeah?\But suddenly, maybe he quit his job, he stopped coming.\I got fat for nothing!\That's funny! Nana, you're the best!\Nana, don't drink anymore!\It's okay. She's amusing.\So, what's next? Who was next? response:	The next person was...
context: Yeah?\But suddenly, maybe he quit his job, he stopped coming.\I got fat for nothing!\That's funny! Nana, you're the best!\Nana, don't drink anymore!\It's okay. She's amusing.\So, what's next? Who was next?\The next person was... response:	So there's still more?!
context: But suddenly, maybe he quit his job, he stopped coming.\I got fat for nothing!\That's funny! Nana, you're the best!\Nana, don't drink anymore!\It's okay. She's amusing.\So, what's next? Who was next?\The next person was...\So there's still more?! response:	The next person was...
context: I got fat for nothing!\That's funny! Nana, you're the best!\Nana, don't drink anymore!\It's okay. She's amusing.\So, what's next? Who was next?\The next person was...\So there's still more?!\The next person was... response:	The man whose name I didn't know.
context: That's funny! Nana, you're the best!\Nana, don't drink anymore!\It's okay. She's amusing.\So, what's next? Who was next?\The next person was...\So there's still more?!\The next person was...\The man whose name I didn't know. response:	I thought I'd never see you again.
context: Nana, don't drink anymore!\It's okay. She's amusing.\So, what's next? Who was next?\The next person was...\So there's still more?!\The next person was...\The man whose name I didn't know.\I thought I'd never see you again. response:	I never asked you your name.
context: It's okay. She's amusing.\So, what's next? Who was next?\The next person was...\So there's still more?!\The next person was...\The man whose name I didn't know.\I thought I'd never see you again.\I never asked you your name. response:	Takashi Asano.
context: So, what's next? Who was next?\The next person was...\So there's still more?!\The next person was...\The man whose name I didn't know.\I thought I'd never see you again.\I never asked you your name.\Takashi Asano. response:	Stop.
context: The next person was...\So there's still more?!\The next person was...\The man whose name I didn't know.\I thought I'd never see you again.\I never asked you your name.\Takashi Asano.\Stop. response:	That name can't be his real name, anyway.
context: So there's still more?!\The next person was...\The man whose name I didn't know.\I thought I'd never see you again.\I never asked you your name.\Takashi Asano.\Stop.\That name can't be his real name, anyway. response:	Nana?
context: The next person was...\The man whose name I didn't know.\I thought I'd never see you again.\I never asked you your name.\Takashi Asano.\Stop.\That name can't be his real name, anyway.\Nana? response:	Does she cry when she's drunk?
context: The man whose name I didn't know.\I thought I'd never see you again.\I never asked you your name.\Takashi Asano.\Stop.\That name can't be his real name, anyway.\Nana?\Does she cry when she's drunk? response:	Hey, hey, what's the matter, all of a sudden?
context: I thought I'd never see you again.\I never asked you your name.\Takashi Asano.\Stop.\That name can't be his real name, anyway.\Nana?\Does she cry when she's drunk?\Hey, hey, what's the matter, all of a sudden? response:	No!
context: I never asked you your name.\Takashi Asano.\Stop.\That name can't be his real name, anyway.\Nana?\Does she cry when she's drunk?\Hey, hey, what's the matter, all of a sudden?\No! response:	Nana! Sorry, Shoji. Don't worry about it.
context: Takashi Asano.\Stop.\That name can't be his real name, anyway.\Nana?\Does she cry when she's drunk?\Hey, hey, what's the matter, all of a sudden?\No!\Nana! Sorry, Shoji. Don't worry about it. response:	Jun-chan!
context: Stop.\That name can't be his real name, anyway.\Nana?\Does she cry when she's drunk?\Hey, hey, what's the matter, all of a sudden?\No!\Nana! Sorry, Shoji. Don't worry about it.\Jun-chan! response:	Come on, Nana. You had too much to drink.
context: That name can't be his real name, anyway.\Nana?\Does she cry when she's drunk?\Hey, hey, what's the matter, all of a sudden?\No!\Nana! Sorry, Shoji. Don't worry about it.\Jun-chan!\Come on, Nana. You had too much to drink. response:	Don't touch me! You don't really love me.
context: Nana?\Does she cry when she's drunk?\Hey, hey, what's the matter, all of a sudden?\No!\Nana! Sorry, Shoji. Don't worry about it.\Jun-chan!\Come on, Nana. You had too much to drink.\Don't touch me! You don't really love me. response:	Don't touch me.
context: Does she cry when she's drunk?\Hey, hey, what's the matter, all of a sudden?\No!\Nana! Sorry, Shoji. Don't worry about it.\Jun-chan!\Come on, Nana. You had too much to drink.\Don't touch me! You don't really love me.\Don't touch me. response:	Junko.
context: Hey, hey, what's the matter, all of a sudden?\No!\Nana! Sorry, Shoji. Don't worry about it.\Jun-chan!\Come on, Nana. You had too much to drink.\Don't touch me! You don't really love me.\Don't touch me.\Junko. response:	I should be getting back.
context: No!\Nana! Sorry, Shoji. Don't worry about it.\Jun-chan!\Come on, Nana. You had too much to drink.\Don't touch me! You don't really love me.\Don't touch me.\Junko.\I should be getting back. response:	I don't wanna miss the last train.
context: Nana! Sorry, Shoji. Don't worry about it.\Jun-chan!\Come on, Nana. You had too much to drink.\Don't touch me! You don't really love me.\Don't touch me.\Junko.\I should be getting back.\I don't wanna miss the last train. response:	Oh right, you live far from here.
context: Jun-chan!\Come on, Nana. You had too much to drink.\Don't touch me! You don't really love me.\Don't touch me.\Junko.\I should be getting back.\I don't wanna miss the last train.\Oh right, you live far from here. response:	Also, Kyosuke's fallen asleep. You mind if I just leave him there?
context: Come on, Nana. You had too much to drink.\Don't touch me! You don't really love me.\Don't touch me.\Junko.\I should be getting back.\I don't wanna miss the last train.\Oh right, you live far from here.\Also, Kyosuke's fallen asleep. You mind if I just leave him there? response:	No. I don't care.
context: Don't touch me! You don't really love me.\Don't touch me.\Junko.\I should be getting back.\I don't wanna miss the last train.\Oh right, you live far from here.\Also, Kyosuke's fallen asleep. You mind if I just leave him there?\No. I don't care. response:	Thanks. Bye.
context: Don't touch me.\Junko.\I should be getting back.\I don't wanna miss the last train.\Oh right, you live far from here.\Also, Kyosuke's fallen asleep. You mind if I just leave him there?\No. I don't care.\Thanks. Bye. response:	You know, Shoji.
context: Junko.\I should be getting back.\I don't wanna miss the last train.\Oh right, you live far from here.\Also, Kyosuke's fallen asleep. You mind if I just leave him there?\No. I don't care.\Thanks. Bye.\You know, Shoji. response:	You don't have a girlfriend, do you?
context: I should be getting back.\I don't wanna miss the last train.\Oh right, you live far from here.\Also, Kyosuke's fallen asleep. You mind if I just leave him there?\No. I don't care.\Thanks. Bye.\You know, Shoji.\You don't have a girlfriend, do you? response:	Have you fallen in love with me, Junko?
context: I don't wanna miss the last train.\Oh right, you live far from here.\Also, Kyosuke's fallen asleep. You mind if I just leave him there?\No. I don't care.\Thanks. Bye.\You know, Shoji.\You don't have a girlfriend, do you?\Have you fallen in love with me, Junko? response:	What's with that face?!
context: Oh right, you live far from here.\Also, Kyosuke's fallen asleep. You mind if I just leave him there?\No. I don't care.\Thanks. Bye.\You know, Shoji.\You don't have a girlfriend, do you?\Have you fallen in love with me, Junko?\What's with that face?! response:	I had five, maybe ten girlfriends easy during high school!
context: Also, Kyosuke's fallen asleep. You mind if I just leave him there?\No. I don't care.\Thanks. Bye.\You know, Shoji.\You don't have a girlfriend, do you?\Have you fallen in love with me, Junko?\What's with that face?!\I had five, maybe ten girlfriends easy during high school! response:	I just happen to not have one right now.
context: No. I don't care.\Thanks. Bye.\You know, Shoji.\You don't have a girlfriend, do you?\Have you fallen in love with me, Junko?\What's with that face?!\I had five, maybe ten girlfriends easy during high school!\I just happen to not have one right now. response:	I knew it. You came here today to see Nana, didn't you?
context: Thanks. Bye.\You know, Shoji.\You don't have a girlfriend, do you?\Have you fallen in love with me, Junko?\What's with that face?!\I had five, maybe ten girlfriends easy during high school!\I just happen to not have one right now.\I knew it. You came here today to see Nana, didn't you? response:	But Nana hates me. She said no...
context: You know, Shoji.\You don't have a girlfriend, do you?\Have you fallen in love with me, Junko?\What's with that face?!\I had five, maybe ten girlfriends easy during high school!\I just happen to not have one right now.\I knew it. You came here today to see Nana, didn't you?\But Nana hates me. She said no... response:	I don't believe she does.
context: You don't have a girlfriend, do you?\Have you fallen in love with me, Junko?\What's with that face?!\I had five, maybe ten girlfriends easy during high school!\I just happen to not have one right now.\I knew it. You came here today to see Nana, didn't you?\But Nana hates me. She said no...\I don't believe she does. response:	Her first words after seeing you that first time were adorable and cool guy.
context: Have you fallen in love with me, Junko?\What's with that face?!\I had five, maybe ten girlfriends easy during high school!\I just happen to not have one right now.\I knew it. You came here today to see Nana, didn't you?\But Nana hates me. She said no...\I don't believe she does.\Her first words after seeing you that first time were adorable and cool guy. response:	She kept talking about you.
context: What's with that face?!\I had five, maybe ten girlfriends easy during high school!\I just happen to not have one right now.\I knew it. You came here today to see Nana, didn't you?\But Nana hates me. She said no...\I don't believe she does.\Her first words after seeing you that first time were adorable and cool guy.\She kept talking about you. response:	No way!
context: I had five, maybe ten girlfriends easy during high school!\I just happen to not have one right now.\I knew it. You came here today to see Nana, didn't you?\But Nana hates me. She said no...\I don't believe she does.\Her first words after seeing you that first time were adorable and cool guy.\She kept talking about you.\No way! response:	Well, good luck with her.
context: I just happen to not have one right now.\I knew it. You came here today to see Nana, didn't you?\But Nana hates me. She said no...\I don't believe she does.\Her first words after seeing you that first time were adorable and cool guy.\She kept talking about you.\No way!\Well, good luck with her. response:	What's that supposed to mean?
context: I knew it. You came here today to see Nana, didn't you?\But Nana hates me. She said no...\I don't believe she does.\Her first words after seeing you that first time were adorable and cool guy.\She kept talking about you.\No way!\Well, good luck with her.\What's that supposed to mean? response:	Where am I?
context: But Nana hates me. She said no...\I don't believe she does.\Her first words after seeing you that first time were adorable and cool guy.\She kept talking about you.\No way!\Well, good luck with her.\What's that supposed to mean?\Where am I? response:	My head hurts! What's this?
context: I don't believe she does.\Her first words after seeing you that first time were adorable and cool guy.\She kept talking about you.\No way!\Well, good luck with her.\What's that supposed to mean?\Where am I?\My head hurts! What's this? response:	Oh, that's right, I'm at Jun-chan's place.
context: Her first words after seeing you that first time were adorable and cool guy.\She kept talking about you.\No way!\Well, good luck with her.\What's that supposed to mean?\Where am I?\My head hurts! What's this?\Oh, that's right, I'm at Jun-chan's place. response:	- Cheers! - Cheers!
context: She kept talking about you.\No way!\Well, good luck with her.\What's that supposed to mean?\Where am I?\My head hurts! What's this?\Oh, that's right, I'm at Jun-chan's place.\- Cheers! - Cheers! response:	Shoji and Kyosuke brought beer, and we made a toast, and then...
