context: Every weekday's tightly packed. response:	Madly dashing around again since morning.
context: She'll do it.\You're confident enough.\Mhm. It's Saki, after all.\Even Kasukabe has her limits...\Your humble servant Coochy hereby bets this Kujiun cell strap!\I own one...\Then I'm going with yes, she will.\Huh? response:	Hey, hey, you're party to this!
context: You're confident enough.\Mhm. It's Saki, after all.\Even Kasukabe has her limits...\Your humble servant Coochy hereby bets this Kujiun cell strap!\I own one...\Then I'm going with yes, she will.\Huh?\Hey, hey, you're party to this! response:	All the more reason.
context: Mhm. It's Saki, after all.\Even Kasukabe has her limits...\Your humble servant Coochy hereby bets this Kujiun cell strap!\I own one...\Then I'm going with yes, she will.\Huh?\Hey, hey, you're party to this!\All the more reason. response:	I don't think she will.
context: Even Kasukabe has her limits...\Your humble servant Coochy hereby bets this Kujiun cell strap!\I own one...\Then I'm going with yes, she will.\Huh?\Hey, hey, you're party to this!\All the more reason.\I don't think she will. response:	Won't.
context: Your humble servant Coochy hereby bets this Kujiun cell strap!\I own one...\Then I'm going with yes, she will.\Huh?\Hey, hey, you're party to this!\All the more reason.\I don't think she will.\Won't. response:	Will.
context: I own one...\Then I'm going with yes, she will.\Huh?\Hey, hey, you're party to this!\All the more reason.\I don't think she will.\Won't.\Will. response:	We don't really need to go to this trouble.
context: Then I'm going with yes, she will.\Huh?\Hey, hey, you're party to this!\All the more reason.\I don't think she will.\Won't.\Will.\We don't really need to go to this trouble. response:	It's been downgraded to just trouble.
context: Huh?\Hey, hey, you're party to this!\All the more reason.\I don't think she will.\Won't.\Will.\We don't really need to go to this trouble.\It's been downgraded to just trouble. response:	You can just wear it in here! You never have to show it to the guys.
context: Hey, hey, you're party to this!\All the more reason.\I don't think she will.\Won't.\Will.\We don't really need to go to this trouble.\It's been downgraded to just trouble.\You can just wear it in here! You never have to show it to the guys. response:	Of course! Who'd ever...
context: All the more reason.\I don't think she will.\Won't.\Will.\We don't really need to go to this trouble.\It's been downgraded to just trouble.\You can just wear it in here! You never have to show it to the guys.\Of course! Who'd ever... response:	Of course! Who'd ever... Then just for a little!
context: I don't think she will.\Won't.\Will.\We don't really need to go to this trouble.\It's been downgraded to just trouble.\You can just wear it in here! You never have to show it to the guys.\Of course! Who'd ever...\Of course! Who'd ever... Then just for a little! response:	No thanks.
context: Won't.\Will.\We don't really need to go to this trouble.\It's been downgraded to just trouble.\You can just wear it in here! You never have to show it to the guys.\Of course! Who'd ever...\Of course! Who'd ever... Then just for a little!\No thanks. response:	Really quick, right on then back off!
context: Will.\We don't really need to go to this trouble.\It's been downgraded to just trouble.\You can just wear it in here! You never have to show it to the guys.\Of course! Who'd ever...\Of course! Who'd ever... Then just for a little!\No thanks.\Really quick, right on then back off! response:	No, no thanks.
context: We don't really need to go to this trouble.\It's been downgraded to just trouble.\You can just wear it in here! You never have to show it to the guys.\Of course! Who'd ever...\Of course! Who'd ever... Then just for a little!\No thanks.\Really quick, right on then back off!\No, no thanks. response:	One more push, Saki!
context: It's been downgraded to just trouble.\You can just wear it in here! You never have to show it to the guys.\Of course! Who'd ever...\Of course! Who'd ever... Then just for a little!\No thanks.\Really quick, right on then back off!\No, no thanks.\One more push, Saki! response:	We won't take any pictures!
context: You can just wear it in here! You never have to show it to the guys.\Of course! Who'd ever...\Of course! Who'd ever... Then just for a little!\No thanks.\Really quick, right on then back off!\No, no thanks.\One more push, Saki!\We won't take any pictures! response:	Uh, pictures...
context: Of course! Who'd ever...\Of course! Who'd ever... Then just for a little!\No thanks.\Really quick, right on then back off!\No, no thanks.\One more push, Saki!\We won't take any pictures!\Uh, pictures... response:	You're just trying it on, so come on, change.
context: Of course! Who'd ever... Then just for a little!\No thanks.\Really quick, right on then back off!\No, no thanks.\One more push, Saki!\We won't take any pictures!\Uh, pictures...\You're just trying it on, so come on, change. response:	Well, I don't know how much to take off.
context: No thanks.\Really quick, right on then back off!\No, no thanks.\One more push, Saki!\We won't take any pictures!\Uh, pictures...\You're just trying it on, so come on, change.\Well, I don't know how much to take off. response:	Then I'll undress you!
context: Really quick, right on then back off!\No, no thanks.\One more push, Saki!\We won't take any pictures!\Uh, pictures...\You're just trying it on, so come on, change.\Well, I don't know how much to take off.\Then I'll undress you! response:	Then I'll undress you! No!
context: No, no thanks.\One more push, Saki!\We won't take any pictures!\Uh, pictures...\You're just trying it on, so come on, change.\Well, I don't know how much to take off.\Then I'll undress you!\Then I'll undress you! No! response:	I'll undress myself! I'll do it!
context: One more push, Saki!\We won't take any pictures!\Uh, pictures...\You're just trying it on, so come on, change.\Well, I don't know how much to take off.\Then I'll undress you!\Then I'll undress you! No!\I'll undress myself! I'll do it! response:	Are they okay in there?
context: We won't take any pictures!\Uh, pictures...\You're just trying it on, so come on, change.\Well, I don't know how much to take off.\Then I'll undress you!\Then I'll undress you! No!\I'll undress myself! I'll do it!\Are they okay in there? response:	Who knows...
context: Uh, pictures...\You're just trying it on, so come on, change.\Well, I don't know how much to take off.\Then I'll undress you!\Then I'll undress you! No!\I'll undress myself! I'll do it!\Are they okay in there?\Who knows... response:	Down she goes!
context: You're just trying it on, so come on, change.\Well, I don't know how much to take off.\Then I'll undress you!\Then I'll undress you! No!\I'll undress myself! I'll do it!\Are they okay in there?\Who knows...\Down she goes! response:	If Saki was a guy, she might make a good porno scout.
context: Well, I don't know how much to take off.\Then I'll undress you!\Then I'll undress you! No!\I'll undress myself! I'll do it!\Are they okay in there?\Who knows...\Down she goes!\If Saki was a guy, she might make a good porno scout. response:	University Ouran Festival
context: Then I'll undress you!\Then I'll undress you! No!\I'll undress myself! I'll do it!\Are they okay in there?\Who knows...\Down she goes!\If Saki was a guy, she might make a good porno scout.\University Ouran Festival response:	Ouran
context: Then I'll undress you! No!\I'll undress myself! I'll do it!\Are they okay in there?\Who knows...\Down she goes!\If Saki was a guy, she might make a good porno scout.\University Ouran Festival\Ouran response:	Authorized personnel only All others, entry prohibited
context: I'll undress myself! I'll do it!\Are they okay in there?\Who knows...\Down she goes!\If Saki was a guy, she might make a good porno scout.\University Ouran Festival\Ouran\Authorized personnel only All others, entry prohibited response:	Wow, now that's cosplay!
context: Are they okay in there?\Who knows...\Down she goes!\If Saki was a guy, she might make a good porno scout.\University Ouran Festival\Ouran\Authorized personnel only All others, entry prohibited\Wow, now that's cosplay! response:	Yes...
context: Who knows...\Down she goes!\If Saki was a guy, she might make a good porno scout.\University Ouran Festival\Ouran\Authorized personnel only All others, entry prohibited\Wow, now that's cosplay!\Yes... response:	M-maybe you could say it's cute.
context: Down she goes!\If Saki was a guy, she might make a good porno scout.\University Ouran Festival\Ouran\Authorized personnel only All others, entry prohibited\Wow, now that's cosplay!\Yes...\M-maybe you could say it's cute. response:	Well, Ohno?
context: If Saki was a guy, she might make a good porno scout.\University Ouran Festival\Ouran\Authorized personnel only All others, entry prohibited\Wow, now that's cosplay!\Yes...\M-maybe you could say it's cute.\Well, Ohno? response:	She's Renko from Kujiun.
context: University Ouran Festival\Ouran\Authorized personnel only All others, entry prohibited\Wow, now that's cosplay!\Yes...\M-maybe you could say it's cute.\Well, Ohno?\She's Renko from Kujiun. response:	I don't mean that.
context: Ouran\Authorized personnel only All others, entry prohibited\Wow, now that's cosplay!\Yes...\M-maybe you could say it's cute.\Well, Ohno?\She's Renko from Kujiun.\I don't mean that. response:	Y-yes, well, I guess she looks cute in it?
context: Authorized personnel only All others, entry prohibited\Wow, now that's cosplay!\Yes...\M-maybe you could say it's cute.\Well, Ohno?\She's Renko from Kujiun.\I don't mean that.\Y-yes, well, I guess she looks cute in it? response:	Pardon?
context: Wow, now that's cosplay!\Yes...\M-maybe you could say it's cute.\Well, Ohno?\She's Renko from Kujiun.\I don't mean that.\Y-yes, well, I guess she looks cute in it?\Pardon? response:	Oh, fine. She looks cute. Don't ask again like you didn't hear me.
context: Yes...\M-maybe you could say it's cute.\Well, Ohno?\She's Renko from Kujiun.\I don't mean that.\Y-yes, well, I guess she looks cute in it?\Pardon?\Oh, fine. She looks cute. Don't ask again like you didn't hear me. response:	She said cute. But then, you really are.
context: M-maybe you could say it's cute.\Well, Ohno?\She's Renko from Kujiun.\I don't mean that.\Y-yes, well, I guess she looks cute in it?\Pardon?\Oh, fine. She looks cute. Don't ask again like you didn't hear me.\She said cute. But then, you really are. response:	It's k-kind of drafty on my legs. And the material's cheap.
context: Well, Ohno?\She's Renko from Kujiun.\I don't mean that.\Y-yes, well, I guess she looks cute in it?\Pardon?\Oh, fine. She looks cute. Don't ask again like you didn't hear me.\She said cute. But then, you really are.\It's k-kind of drafty on my legs. And the material's cheap. response:	Huh?
context: She's Renko from Kujiun.\I don't mean that.\Y-yes, well, I guess she looks cute in it?\Pardon?\Oh, fine. She looks cute. Don't ask again like you didn't hear me.\She said cute. But then, you really are.\It's k-kind of drafty on my legs. And the material's cheap.\Huh? response:	I have no idea about the character's inner essence.
context: I don't mean that.\Y-yes, well, I guess she looks cute in it?\Pardon?\Oh, fine. She looks cute. Don't ask again like you didn't hear me.\She said cute. But then, you really are.\It's k-kind of drafty on my legs. And the material's cheap.\Huh?\I have no idea about the character's inner essence. response:	You can always just get into it through appearance.
context: Y-yes, well, I guess she looks cute in it?\Pardon?\Oh, fine. She looks cute. Don't ask again like you didn't hear me.\She said cute. But then, you really are.\It's k-kind of drafty on my legs. And the material's cheap.\Huh?\I have no idea about the character's inner essence.\You can always just get into it through appearance. response:	That's news to me.
context: Pardon?\Oh, fine. She looks cute. Don't ask again like you didn't hear me.\She said cute. But then, you really are.\It's k-kind of drafty on my legs. And the material's cheap.\Huh?\I have no idea about the character's inner essence.\You can always just get into it through appearance.\That's news to me. response:	If you try it and have even a little fun, that's good enough.
context: Oh, fine. She looks cute. Don't ask again like you didn't hear me.\She said cute. But then, you really are.\It's k-kind of drafty on my legs. And the material's cheap.\Huh?\I have no idea about the character's inner essence.\You can always just get into it through appearance.\That's news to me.\If you try it and have even a little fun, that's good enough. response:	Ah, I'm sorry. We're a little behind.
context: She said cute. But then, you really are.\It's k-kind of drafty on my legs. And the material's cheap.\Huh?\I have no idea about the character's inner essence.\You can always just get into it through appearance.\That's news to me.\If you try it and have even a little fun, that's good enough.\Ah, I'm sorry. We're a little behind. response:	Ohno!
context: It's k-kind of drafty on my legs. And the material's cheap.\Huh?\I have no idea about the character's inner essence.\You can always just get into it through appearance.\That's news to me.\If you try it and have even a little fun, that's good enough.\Ah, I'm sorry. We're a little behind.\Ohno! response:	It's about that time!
context: Huh?\I have no idea about the character's inner essence.\You can always just get into it through appearance.\That's news to me.\If you try it and have even a little fun, that's good enough.\Ah, I'm sorry. We're a little behind.\Ohno!\It's about that time! response:	Oh, already?
context: I have no idea about the character's inner essence.\You can always just get into it through appearance.\That's news to me.\If you try it and have even a little fun, that's good enough.\Ah, I'm sorry. We're a little behind.\Ohno!\It's about that time!\Oh, already? response:	Are you wearing it?
context: You can always just get into it through appearance.\That's news to me.\If you try it and have even a little fun, that's good enough.\Ah, I'm sorry. We're a little behind.\Ohno!\It's about that time!\Oh, already?\Are you wearing it? response:	Not yet.
context: That's news to me.\If you try it and have even a little fun, that's good enough.\Ah, I'm sorry. We're a little behind.\Ohno!\It's about that time!\Oh, already?\Are you wearing it?\Not yet. response:	Is there a problem? I'm coming in.
context: If you try it and have even a little fun, that's good enough.\Ah, I'm sorry. We're a little behind.\Ohno!\It's about that time!\Oh, already?\Are you wearing it?\Not yet.\Is there a problem? I'm coming in. response:	Is there a problem? I'm coming in. No!
context: Ah, I'm sorry. We're a little behind.\Ohno!\It's about that time!\Oh, already?\Are you wearing it?\Not yet.\Is there a problem? I'm coming in.\Is there a problem? I'm coming in. No! response:	Saki, Ogiue, could you help me?
context: Ohno!\It's about that time!\Oh, already?\Are you wearing it?\Not yet.\Is there a problem? I'm coming in.\Is there a problem? I'm coming in. No!\Saki, Ogiue, could you help me? response:	But I need to...
context: It's about that time!\Oh, already?\Are you wearing it?\Not yet.\Is there a problem? I'm coming in.\Is there a problem? I'm coming in. No!\Saki, Ogiue, could you help me?\But I need to... response:	You can change later!
context: Oh, already?\Are you wearing it?\Not yet.\Is there a problem? I'm coming in.\Is there a problem? I'm coming in. No!\Saki, Ogiue, could you help me?\But I need to...\You can change later! response:	Just go out like that.
context: Are you wearing it?\Not yet.\Is there a problem? I'm coming in.\Is there a problem? I'm coming in. No!\Saki, Ogiue, could you help me?\But I need to...\You can change later!\Just go out like that. response:	No!
context: Not yet.\Is there a problem? I'm coming in.\Is there a problem? I'm coming in. No!\Saki, Ogiue, could you help me?\But I need to...\You can change later!\Just go out like that.\No! response:	Grab that MOS-KOS headgear.
context: Is there a problem? I'm coming in.\Is there a problem? I'm coming in. No!\Saki, Ogiue, could you help me?\But I need to...\You can change later!\Just go out like that.\No!\Grab that MOS-KOS headgear. response:	A booming success.
context: Is there a problem? I'm coming in. No!\Saki, Ogiue, could you help me?\But I need to...\You can change later!\Just go out like that.\No!\Grab that MOS-KOS headgear.\A booming success. response:	That's our Cosplayer Youko for you.
context: Saki, Ogiue, could you help me?\But I need to...\You can change later!\Just go out like that.\No!\Grab that MOS-KOS headgear.\A booming success.\That's our Cosplayer Youko for you. response:	There are some who came here today just forthis.
context: But I need to...\You can change later!\Just go out like that.\No!\Grab that MOS-KOS headgear.\A booming success.\That's our Cosplayer Youko for you.\There are some who came here today just forthis. response:	It w-was advertised online.
context: You can change later!\Just go out like that.\No!\Grab that MOS-KOS headgear.\A booming success.\That's our Cosplayer Youko for you.\There are some who came here today just forthis.\It w-was advertised online. response:	Here they come finally.
context: Just go out like that.\No!\Grab that MOS-KOS headgear.\A booming success.\That's our Cosplayer Youko for you.\There are some who came here today just forthis.\It w-was advertised online.\Here they come finally. response:	Hey.
context: No!\Grab that MOS-KOS headgear.\A booming success.\That's our Cosplayer Youko for you.\There are some who came here today just forthis.\It w-was advertised online.\Here they come finally.\Hey. response:	Incredible.
context: Grab that MOS-KOS headgear.\A booming success.\That's our Cosplayer Youko for you.\There are some who came here today just forthis.\It w-was advertised online.\Here they come finally.\Hey.\Incredible. response:	We might have you to thank.
context: A booming success.\That's our Cosplayer Youko for you.\There are some who came here today just forthis.\It w-was advertised online.\Here they come finally.\Hey.\Incredible.\We might have you to thank. response:	So, what happened?
context: That's our Cosplayer Youko for you.\There are some who came here today just forthis.\It w-was advertised online.\Here they come finally.\Hey.\Incredible.\We might have you to thank.\So, what happened? response:	What do you think happened? She cosplayed.
context: There are some who came here today just forthis.\It w-was advertised online.\Here they come finally.\Hey.\Incredible.\We might have you to thank.\So, what happened?\What do you think happened? She cosplayed. response:	She really did?
context: It w-was advertised online.\Here they come finally.\Hey.\Incredible.\We might have you to thank.\So, what happened?\What do you think happened? She cosplayed.\She really did? response:	No way! What character?
context: Here they come finally.\Hey.\Incredible.\We might have you to thank.\So, what happened?\What do you think happened? She cosplayed.\She really did?\No way! What character? response:	The one from Kujiun... uh...
context: Hey.\Incredible.\We might have you to thank.\So, what happened?\What do you think happened? She cosplayed.\She really did?\No way! What character?\The one from Kujiun... uh... response:	Renko Kamishakujii!
context: Incredible.\We might have you to thank.\So, what happened?\What do you think happened? She cosplayed.\She really did?\No way! What character?\The one from Kujiun... uh...\Renko Kamishakujii! response:	Kamishakujii, huh? Makes sense!
context: We might have you to thank.\So, what happened?\What do you think happened? She cosplayed.\She really did?\No way! What character?\The one from Kujiun... uh...\Renko Kamishakujii!\Kamishakujii, huh? Makes sense! response:	I don't like how natural it apparently seems!
context: So, what happened?\What do you think happened? She cosplayed.\She really did?\No way! What character?\The one from Kujiun... uh...\Renko Kamishakujii!\Kamishakujii, huh? Makes sense!\I don't like how natural it apparently seems! response:	Oh no, not my first edition Wild Soul!
context: What do you think happened? She cosplayed.\She really did?\No way! What character?\The one from Kujiun... uh...\Renko Kamishakujii!\Kamishakujii, huh? Makes sense!\I don't like how natural it apparently seems!\Oh no, not my first edition Wild Soul! response:	Yes! Jackpot!
context: She really did?\No way! What character?\The one from Kujiun... uh...\Renko Kamishakujii!\Kamishakujii, huh? Makes sense!\I don't like how natural it apparently seems!\Oh no, not my first edition Wild Soul!\Yes! Jackpot! response:	Were you guys betting!
context: No way! What character?\The one from Kujiun... uh...\Renko Kamishakujii!\Kamishakujii, huh? Makes sense!\I don't like how natural it apparently seems!\Oh no, not my first edition Wild Soul!\Yes! Jackpot!\Were you guys betting! response:	Uh, well...
context: The one from Kujiun... uh...\Renko Kamishakujii!\Kamishakujii, huh? Makes sense!\I don't like how natural it apparently seems!\Oh no, not my first edition Wild Soul!\Yes! Jackpot!\Were you guys betting!\Uh, well... response:	It was a joke, a joke!
context: Renko Kamishakujii!\Kamishakujii, huh? Makes sense!\I don't like how natural it apparently seems!\Oh no, not my first edition Wild Soul!\Yes! Jackpot!\Were you guys betting!\Uh, well...\It was a joke, a joke! response:	It never ends up as a joke when you say it!
context: Kamishakujii, huh? Makes sense!\I don't like how natural it apparently seems!\Oh no, not my first edition Wild Soul!\Yes! Jackpot!\Were you guys betting!\Uh, well...\It was a joke, a joke!\It never ends up as a joke when you say it! response:	Kasukabe!
context: I don't like how natural it apparently seems!\Oh no, not my first edition Wild Soul!\Yes! Jackpot!\Were you guys betting!\Uh, well...\It was a joke, a joke!\It never ends up as a joke when you say it!\Kasukabe! response:	I had high hopes.
context: Oh no, not my first edition Wild Soul!\Yes! Jackpot!\Were you guys betting!\Uh, well...\It was a joke, a joke!\It never ends up as a joke when you say it!\Kasukabe!\I had high hopes. response:	We all wanted to see it.
context: Yes! Jackpot!\Were you guys betting!\Uh, well...\It was a joke, a joke!\It never ends up as a joke when you say it!\Kasukabe!\I had high hopes.\We all wanted to see it. response:	Because Saki looked so good in hers.
context: Were you guys betting!\Uh, well...\It was a joke, a joke!\It never ends up as a joke when you say it!\Kasukabe!\I had high hopes.\We all wanted to see it.\Because Saki looked so good in hers. response:	So how'd you bet, Kohsaka?
context: Uh, well...\It was a joke, a joke!\It never ends up as a joke when you say it!\Kasukabe!\I had high hopes.\We all wanted to see it.\Because Saki looked so good in hers.\So how'd you bet, Kohsaka? response:	That Ogiue would do it, of course. So did Tanaka.
context: It was a joke, a joke!\It never ends up as a joke when you say it!\Kasukabe!\I had high hopes.\We all wanted to see it.\Because Saki looked so good in hers.\So how'd you bet, Kohsaka?\That Ogiue would do it, of course. So did Tanaka. response:	Who bet against?
context: It never ends up as a joke when you say it!\Kasukabe!\I had high hopes.\We all wanted to see it.\Because Saki looked so good in hers.\So how'd you bet, Kohsaka?\That Ogiue would do it, of course. So did Tanaka.\Who bet against? response:	I did!
context: Kasukabe!\I had high hopes.\We all wanted to see it.\Because Saki looked so good in hers.\So how'd you bet, Kohsaka?\That Ogiue would do it, of course. So did Tanaka.\Who bet against?\I did! response:	Idiots.
context: I had high hopes.\We all wanted to see it.\Because Saki looked so good in hers.\So how'd you bet, Kohsaka?\That Ogiue would do it, of course. So did Tanaka.\Who bet against?\I did!\Idiots. response:	In the end, Kohsaka's the only one who gets it.
context: We all wanted to see it.\Because Saki looked so good in hers.\So how'd you bet, Kohsaka?\That Ogiue would do it, of course. So did Tanaka.\Who bet against?\I did!\Idiots.\In the end, Kohsaka's the only one who gets it. response:	So what do you get for winning?
context: Because Saki looked so good in hers.\So how'd you bet, Kohsaka?\That Ogiue would do it, of course. So did Tanaka.\Who bet against?\I did!\Idiots.\In the end, Kohsaka's the only one who gets it.\So what do you get for winning? response:	Wild Soul.
context: So how'd you bet, Kohsaka?\That Ogiue would do it, of course. So did Tanaka.\Who bet against?\I did!\Idiots.\In the end, Kohsaka's the only one who gets it.\So what do you get for winning?\Wild Soul. response:	A Harahoro prize.
context: That Ogiue would do it, of course. So did Tanaka.\Who bet against?\I did!\Idiots.\In the end, Kohsaka's the only one who gets it.\So what do you get for winning?\Wild Soul.\A Harahoro prize. response:	Plus! You guys pay for drinks.
context: Who bet against?\I did!\Idiots.\In the end, Kohsaka's the only one who gets it.\So what do you get for winning?\Wild Soul.\A Harahoro prize.\Plus! You guys pay for drinks. response:	Wh-why shouldn't you pay?
context: I did!\Idiots.\In the end, Kohsaka's the only one who gets it.\So what do you get for winning?\Wild Soul.\A Harahoro prize.\Plus! You guys pay for drinks.\Wh-why shouldn't you pay? response:	Kohsaka's win is my win!
context: Idiots.\In the end, Kohsaka's the only one who gets it.\So what do you get for winning?\Wild Soul.\A Harahoro prize.\Plus! You guys pay for drinks.\Wh-why shouldn't you pay?\Kohsaka's win is my win! response:	Nice Gianism!
context: In the end, Kohsaka's the only one who gets it.\So what do you get for winning?\Wild Soul.\A Harahoro prize.\Plus! You guys pay for drinks.\Wh-why shouldn't you pay?\Kohsaka's win is my win!\Nice Gianism! response:	The v-vice president.
context: So what do you get for winning?\Wild Soul.\A Harahoro prize.\Plus! You guys pay for drinks.\Wh-why shouldn't you pay?\Kohsaka's win is my win!\Nice Gianism!\The v-vice president. response:	Now I really wish I could've seen Ogiue's Renko.
context: Wild Soul.\A Harahoro prize.\Plus! You guys pay for drinks.\Wh-why shouldn't you pay?\Kohsaka's win is my win!\Nice Gianism!\The v-vice president.\Now I really wish I could've seen Ogiue's Renko. response:	You should've taken part in the photo shoot too.
context: A Harahoro prize.\Plus! You guys pay for drinks.\Wh-why shouldn't you pay?\Kohsaka's win is my win!\Nice Gianism!\The v-vice president.\Now I really wish I could've seen Ogiue's Renko.\You should've taken part in the photo shoot too. response:	Not on your life.
context: Plus! You guys pay for drinks.\Wh-why shouldn't you pay?\Kohsaka's win is my win!\Nice Gianism!\The v-vice president.\Now I really wish I could've seen Ogiue's Renko.\You should've taken part in the photo shoot too.\Not on your life. response:	The highest priority was improving her relationship with Ohno.
context: Wh-why shouldn't you pay?\Kohsaka's win is my win!\Nice Gianism!\The v-vice president.\Now I really wish I could've seen Ogiue's Renko.\You should've taken part in the photo shoot too.\Not on your life.\The highest priority was improving her relationship with Ohno. response:	Cosplay was just a means, right?
context: Kohsaka's win is my win!\Nice Gianism!\The v-vice president.\Now I really wish I could've seen Ogiue's Renko.\You should've taken part in the photo shoot too.\Not on your life.\The highest priority was improving her relationship with Ohno.\Cosplay was just a means, right? response:	Well, that's true.
context: Nice Gianism!\The v-vice president.\Now I really wish I could've seen Ogiue's Renko.\You should've taken part in the photo shoot too.\Not on your life.\The highest priority was improving her relationship with Ohno.\Cosplay was just a means, right?\Well, that's true. response:	Hey, Ogiue kept complaining, but she finally did it.
context: The v-vice president.\Now I really wish I could've seen Ogiue's Renko.\You should've taken part in the photo shoot too.\Not on your life.\The highest priority was improving her relationship with Ohno.\Cosplay was just a means, right?\Well, that's true.\Hey, Ogiue kept complaining, but she finally did it. response:	She'll let you see it eventually.
context: Now I really wish I could've seen Ogiue's Renko.\You should've taken part in the photo shoot too.\Not on your life.\The highest priority was improving her relationship with Ohno.\Cosplay was just a means, right?\Well, that's true.\Hey, Ogiue kept complaining, but she finally did it.\She'll let you see it eventually. response:	Eventually, huh?
context: You should've taken part in the photo shoot too.\Not on your life.\The highest priority was improving her relationship with Ohno.\Cosplay was just a means, right?\Well, that's true.\Hey, Ogiue kept complaining, but she finally did it.\She'll let you see it eventually.\Eventually, huh? response:	H-how do you feel about cosplay?
context: Not on your life.\The highest priority was improving her relationship with Ohno.\Cosplay was just a means, right?\Well, that's true.\Hey, Ogiue kept complaining, but she finally did it.\She'll let you see it eventually.\Eventually, huh?\H-how do you feel about cosplay? response:	H-how do you feel about cosplay? It's horrible!
context: The highest priority was improving her relationship with Ohno.\Cosplay was just a means, right?\Well, that's true.\Hey, Ogiue kept complaining, but she finally did it.\She'll let you see it eventually.\Eventually, huh?\H-how do you feel about cosplay?\H-how do you feel about cosplay? It's horrible! response:	Now I know for sure it's not for me.
context: Cosplay was just a means, right?\Well, that's true.\Hey, Ogiue kept complaining, but she finally did it.\She'll let you see it eventually.\Eventually, huh?\H-how do you feel about cosplay?\H-how do you feel about cosplay? It's horrible!\Now I know for sure it's not for me. response:	Just so long as this improves the mood a bit...
context: Well, that's true.\Hey, Ogiue kept complaining, but she finally did it.\She'll let you see it eventually.\Eventually, huh?\H-how do you feel about cosplay?\H-how do you feel about cosplay? It's horrible!\Now I know for sure it's not for me.\Just so long as this improves the mood a bit... response:	We took no detours or shortcuts...
context: Hey, Ogiue kept complaining, but she finally did it.\She'll let you see it eventually.\Eventually, huh?\H-how do you feel about cosplay?\H-how do you feel about cosplay? It's horrible!\Now I know for sure it's not for me.\Just so long as this improves the mood a bit...\We took no detours or shortcuts... response:	Only vivid dreams extended deep into the shadows.
context: She'll let you see it eventually.\Eventually, huh?\H-how do you feel about cosplay?\H-how do you feel about cosplay? It's horrible!\Now I know for sure it's not for me.\Just so long as this improves the mood a bit...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows. response:	We were simple when we were young...
context: Eventually, huh?\H-how do you feel about cosplay?\H-how do you feel about cosplay? It's horrible!\Now I know for sure it's not for me.\Just so long as this improves the mood a bit...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young... response:	The time we spied from there...
context: H-how do you feel about cosplay?\H-how do you feel about cosplay? It's horrible!\Now I know for sure it's not for me.\Just so long as this improves the mood a bit...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there... response:	What is seen from the marbles...
context: H-how do you feel about cosplay? It's horrible!\Now I know for sure it's not for me.\Just so long as this improves the mood a bit...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles... response:	Irohagokko What's wrong, Ohno? You look down.
context: Now I know for sure it's not for me.\Just so long as this improves the mood a bit...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Irohagokko What's wrong, Ohno? You look down. response:	Kujiun's ended, and now it's like, what do we do now?
context: Just so long as this improves the mood a bit...\We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Irohagokko What's wrong, Ohno? You look down.\Kujiun's ended, and now it's like, what do we do now? response:	Ahh, that's true. I guess we can't have Kujiun meetings anymore.
context: We took no detours or shortcuts...\Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Irohagokko What's wrong, Ohno? You look down.\Kujiun's ended, and now it's like, what do we do now?\Ahh, that's true. I guess we can't have Kujiun meetings anymore. response:	It sure is sad.
context: Only vivid dreams extended deep into the shadows.\We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Irohagokko What's wrong, Ohno? You look down.\Kujiun's ended, and now it's like, what do we do now?\Ahh, that's true. I guess we can't have Kujiun meetings anymore.\It sure is sad. response:	I fail to see why you're so absorbed in it.
context: We were simple when we were young...\The time we spied from there...\What is seen from the marbles...\Irohagokko What's wrong, Ohno? You look down.\Kujiun's ended, and now it's like, what do we do now?\Ahh, that's true. I guess we can't have Kujiun meetings anymore.\It sure is sad.\I fail to see why you're so absorbed in it. response:	Huh? You do?
context: The time we spied from there...\What is seen from the marbles...\Irohagokko What's wrong, Ohno? You look down.\Kujiun's ended, and now it's like, what do we do now?\Ahh, that's true. I guess we can't have Kujiun meetings anymore.\It sure is sad.\I fail to see why you're so absorbed in it.\Huh? You do? response:	You guys can breathe easy!
context: What is seen from the marbles...\Irohagokko What's wrong, Ohno? You look down.\Kujiun's ended, and now it's like, what do we do now?\Ahh, that's true. I guess we can't have Kujiun meetings anymore.\It sure is sad.\I fail to see why you're so absorbed in it.\Huh? You do?\You guys can breathe easy! response:	Mourn not, for Ritsuko Kubel Kettenkrad...
