context: My moves! response:	While I was spending my time uselessly at my internship...
context: Kacchan!\Who do you think you're talking to?!\That's wonderful, boys!\You cooperated-however reluctantly-and faced me!\However, you two-\That was a prerequisite for this exam!\Overwhelming speed...\His stamina and power are also overwhelming... response:	It's simply... simply power.
context: Who do you think you're talking to?!\That's wonderful, boys!\You cooperated-however reluctantly-and faced me!\However, you two-\That was a prerequisite for this exam!\Overwhelming speed...\His stamina and power are also overwhelming...\It's simply... simply power. response:	Facing off against him, I'm reminded of that again.
context: That's wonderful, boys!\You cooperated-however reluctantly-and faced me!\However, you two-\That was a prerequisite for this exam!\Overwhelming speed...\His stamina and power are also overwhelming...\It's simply... simply power.\Facing off against him, I'm reminded of that again. response:	That's right.
context: You cooperated-however reluctantly-and faced me!\However, you two-\That was a prerequisite for this exam!\Overwhelming speed...\His stamina and power are also overwhelming...\It's simply... simply power.\Facing off against him, I'm reminded of that again.\That's right. response:	This man is the highest wall in the world.
context: However, you two-\That was a prerequisite for this exam!\Overwhelming speed...\His stamina and power are also overwhelming...\It's simply... simply power.\Facing off against him, I'm reminded of that again.\That's right.\This man is the highest wall in the world. response:	The greatest hero!
context: That was a prerequisite for this exam!\Overwhelming speed...\His stamina and power are also overwhelming...\It's simply... simply power.\Facing off against him, I'm reminded of that again.\That's right.\This man is the highest wall in the world.\The greatest hero! response:	Damn it...
context: Overwhelming speed...\His stamina and power are also overwhelming...\It's simply... simply power.\Facing off against him, I'm reminded of that again.\That's right.\This man is the highest wall in the world.\The greatest hero!\Damn it... response:	What kind of face is that, Young Midoriya?
context: His stamina and power are also overwhelming...\It's simply... simply power.\Facing off against him, I'm reminded of that again.\That's right.\This man is the highest wall in the world.\The greatest hero!\Damn it...\What kind of face is that, Young Midoriya? response:	Getting away from me with your maximum firepower
context: It's simply... simply power.\Facing off against him, I'm reminded of that again.\That's right.\This man is the highest wall in the world.\The greatest hero!\Damn it...\What kind of face is that, Young Midoriya?\Getting away from me with your maximum firepower response:	and then getting through the escape gate.
context: Facing off against him, I'm reminded of that again.\That's right.\This man is the highest wall in the world.\The greatest hero!\Damn it...\What kind of face is that, Young Midoriya?\Getting away from me with your maximum firepower\and then getting through the escape gate. response:	That appears to have been you boys' answer,
context: That's right.\This man is the highest wall in the world.\The greatest hero!\Damn it...\What kind of face is that, Young Midoriya?\Getting away from me with your maximum firepower\and then getting through the escape gate.\That appears to have been you boys' answer, response:	but now that I've destroyed Young Bakugo's gauntlets,
context: This man is the highest wall in the world.\The greatest hero!\Damn it...\What kind of face is that, Young Midoriya?\Getting away from me with your maximum firepower\and then getting through the escape gate.\That appears to have been you boys' answer,\but now that I've destroyed Young Bakugo's gauntlets, response:	you've lost that maximum firepower.
context: The greatest hero!\Damn it...\What kind of face is that, Young Midoriya?\Getting away from me with your maximum firepower\and then getting through the escape gate.\That appears to have been you boys' answer,\but now that I've destroyed Young Bakugo's gauntlets,\you've lost that maximum firepower. response:	It's over.
context: Damn it...\What kind of face is that, Young Midoriya?\Getting away from me with your maximum firepower\and then getting through the escape gate.\That appears to have been you boys' answer,\but now that I've destroyed Young Bakugo's gauntlets,\you've lost that maximum firepower.\It's over. response:	Shut up...
context: What kind of face is that, Young Midoriya?\Getting away from me with your maximum firepower\and then getting through the escape gate.\That appears to have been you boys' answer,\but now that I've destroyed Young Bakugo's gauntlets,\you've lost that maximum firepower.\It's over.\Shut up... response:	Oww...!
context: Getting away from me with your maximum firepower\and then getting through the escape gate.\That appears to have been you boys' answer,\but now that I've destroyed Young Bakugo's gauntlets,\you've lost that maximum firepower.\It's over.\Shut up...\Oww...! response:	I'm gonna send you flying!
context: and then getting through the escape gate.\That appears to have been you boys' answer,\but now that I've destroyed Young Bakugo's gauntlets,\you've lost that maximum firepower.\It's over.\Shut up...\Oww...!\I'm gonna send you flying! response:	I don't like it, but with what we've got right now, this is the only way to win!
context: That appears to have been you boys' answer,\but now that I've destroyed Young Bakugo's gauntlets,\you've lost that maximum firepower.\It's over.\Shut up...\Oww...!\I'm gonna send you flying!\I don't like it, but with what we've got right now, this is the only way to win! response:	Hey, wait! Don't tell me-
context: but now that I've destroyed Young Bakugo's gauntlets,\you've lost that maximum firepower.\It's over.\Shut up...\Oww...!\I'm gonna send you flying!\I don't like it, but with what we've got right now, this is the only way to win!\Hey, wait! Don't tell me- response:	Die...!
context: you've lost that maximum firepower.\It's over.\Shut up...\Oww...!\I'm gonna send you flying!\I don't like it, but with what we've got right now, this is the only way to win!\Hey, wait! Don't tell me-\Die...! response:	Die?
context: It's over.\Shut up...\Oww...!\I'm gonna send you flying!\I don't like it, but with what we've got right now, this is the only way to win!\Hey, wait! Don't tell me-\Die...!\Die? response:	Are you serious, Kacchan?!
context: Shut up...\Oww...!\I'm gonna send you flying!\I don't like it, but with what we've got right now, this is the only way to win!\Hey, wait! Don't tell me-\Die...!\Die?\Are you serious, Kacchan?! response:	But right now, while All Might is in the air, the goal is...
context: Oww...!\I'm gonna send you flying!\I don't like it, but with what we've got right now, this is the only way to win!\Hey, wait! Don't tell me-\Die...!\Die?\Are you serious, Kacchan?!\But right now, while All Might is in the air, the goal is... response:	New Hampshire Smash!
context: I'm gonna send you flying!\I don't like it, but with what we've got right now, this is the only way to win!\Hey, wait! Don't tell me-\Die...!\Die?\Are you serious, Kacchan?!\But right now, while All Might is in the air, the goal is...\New Hampshire Smash! response:	Damn it!
context: I don't like it, but with what we've got right now, this is the only way to win!\Hey, wait! Don't tell me-\Die...!\Die?\Are you serious, Kacchan?!\But right now, while All Might is in the air, the goal is...\New Hampshire Smash!\Damn it! response:	Come now, you're being naIve, heroes!
context: Hey, wait! Don't tell me-\Die...!\Die?\Are you serious, Kacchan?!\But right now, while All Might is in the air, the goal is...\New Hampshire Smash!\Damn it!\Come now, you're being naIve, heroes! response:	The gauntlets were so I could use maximum firepower with no risk!
context: Die...!\Die?\Are you serious, Kacchan?!\But right now, while All Might is in the air, the goal is...\New Hampshire Smash!\Damn it!\Come now, you're being naIve, heroes!\The gauntlets were so I could use maximum firepower with no risk! response:	I was so stupid...
context: Die?\Are you serious, Kacchan?!\But right now, while All Might is in the air, the goal is...\New Hampshire Smash!\Damn it!\Come now, you're being naIve, heroes!\The gauntlets were so I could use maximum firepower with no risk!\I was so stupid... response:	There's no way I could beat you without taking any risks!
context: Are you serious, Kacchan?!\But right now, while All Might is in the air, the goal is...\New Hampshire Smash!\Damn it!\Come now, you're being naIve, heroes!\The gauntlets were so I could use maximum firepower with no risk!\I was so stupid...\There's no way I could beat you without taking any risks! response:	That huge blast he used at the sports festival!
context: But right now, while All Might is in the air, the goal is...\New Hampshire Smash!\Damn it!\Come now, you're being naIve, heroes!\The gauntlets were so I could use maximum firepower with no risk!\I was so stupid...\There's no way I could beat you without taking any risks!\That huge blast he used at the sports festival! response:	Twice...!
context: New Hampshire Smash!\Damn it!\Come now, you're being naIve, heroes!\The gauntlets were so I could use maximum firepower with no risk!\I was so stupid...\There's no way I could beat you without taking any risks!\That huge blast he used at the sports festival!\Twice...! response:	Go! Deku, hurry!
context: Damn it!\Come now, you're being naIve, heroes!\The gauntlets were so I could use maximum firepower with no risk!\I was so stupid...\There's no way I could beat you without taking any risks!\That huge blast he used at the sports festival!\Twice...!\Go! Deku, hurry! response:	Earlier, my back was...
context: Come now, you're being naIve, heroes!\The gauntlets were so I could use maximum firepower with no risk!\I was so stupid...\There's no way I could beat you without taking any risks!\That huge blast he used at the sports festival!\Twice...!\Go! Deku, hurry!\Earlier, my back was... response:	I can still move more than you, with your cobbled-together power!
context: The gauntlets were so I could use maximum firepower with no risk!\I was so stupid...\There's no way I could beat you without taking any risks!\That huge blast he used at the sports festival!\Twice...!\Go! Deku, hurry!\Earlier, my back was...\I can still move more than you, with your cobbled-together power! response:	Make yourself useful, damn scum!
context: I was so stupid...\There's no way I could beat you without taking any risks!\That huge blast he used at the sports festival!\Twice...!\Go! Deku, hurry!\Earlier, my back was...\I can still move more than you, with your cobbled-together power!\Make yourself useful, damn scum! response:	I'll move forward even if it hurts...
context: There's no way I could beat you without taking any risks!\That huge blast he used at the sports festival!\Twice...!\Go! Deku, hurry!\Earlier, my back was...\I can still move more than you, with your cobbled-together power!\Make yourself useful, damn scum!\I'll move forward even if it hurts... response:	If I head toward the gate, then All Might will probably try to block me...
context: That huge blast he used at the sports festival!\Twice...!\Go! Deku, hurry!\Earlier, my back was...\I can still move more than you, with your cobbled-together power!\Make yourself useful, damn scum!\I'll move forward even if it hurts...\If I head toward the gate, then All Might will probably try to block me... response:	Kacchan should be able to take advantage of that...
context: Twice...!\Go! Deku, hurry!\Earlier, my back was...\I can still move more than you, with your cobbled-together power!\Make yourself useful, damn scum!\I'll move forward even if it hurts...\If I head toward the gate, then All Might will probably try to block me...\Kacchan should be able to take advantage of that... response:	Go to sleep, Young Bakugo.
context: Go! Deku, hurry!\Earlier, my back was...\I can still move more than you, with your cobbled-together power!\Make yourself useful, damn scum!\I'll move forward even if it hurts...\If I head toward the gate, then All Might will probably try to block me...\Kacchan should be able to take advantage of that...\Go to sleep, Young Bakugo. response:	Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.
context: Earlier, my back was...\I can still move more than you, with your cobbled-together power!\Make yourself useful, damn scum!\I'll move forward even if it hurts...\If I head toward the gate, then All Might will probably try to block me...\Kacchan should be able to take advantage of that...\Go to sleep, Young Bakugo.\Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight. response:	Hurry up... go... damn nerd...!
context: I can still move more than you, with your cobbled-together power!\Make yourself useful, damn scum!\I'll move forward even if it hurts...\If I head toward the gate, then All Might will probably try to block me...\Kacchan should be able to take advantage of that...\Go to sleep, Young Bakugo.\Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.\Hurry up... go... damn nerd...! response:	I break...
context: Make yourself useful, damn scum!\I'll move forward even if it hurts...\If I head toward the gate, then All Might will probably try to block me...\Kacchan should be able to take advantage of that...\Go to sleep, Young Bakugo.\Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.\Hurry up... go... damn nerd...!\I break... response:	and break myself...
context: I'll move forward even if it hurts...\If I head toward the gate, then All Might will probably try to block me...\Kacchan should be able to take advantage of that...\Go to sleep, Young Bakugo.\Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.\Hurry up... go... damn nerd...!\I break...\and break myself... response:	Even if it means twisting myself, I'll win the way I choose...
context: If I head toward the gate, then All Might will probably try to block me...\Kacchan should be able to take advantage of that...\Go to sleep, Young Bakugo.\Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.\Hurry up... go... damn nerd...!\I break...\and break myself...\Even if it means twisting myself, I'll win the way I choose... response:	I won't accept that I can't even beat you like that...
context: Kacchan should be able to take advantage of that...\Go to sleep, Young Bakugo.\Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.\Hurry up... go... damn nerd...!\I break...\and break myself...\Even if it means twisting myself, I'll win the way I choose...\I won't accept that I can't even beat you like that... response:	No way!
context: Go to sleep, Young Bakugo.\Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.\Hurry up... go... damn nerd...!\I break...\and break myself...\Even if it means twisting myself, I'll win the way I choose...\I won't accept that I can't even beat you like that...\No way! response:	Kacchan!
context: Sorry, but as a teacher, I'm a little traumatized when you destroy your own body to fight.\Hurry up... go... damn nerd...!\I break...\and break myself...\Even if it means twisting myself, I'll win the way I choose...\I won't accept that I can't even beat you like that...\No way!\Kacchan! response:	Whoops, I won't let you!
context: Hurry up... go... damn nerd...!\I break...\and break myself...\Even if it means twisting myself, I'll win the way I choose...\I won't accept that I can't even beat you like that...\No way!\Kacchan!\Whoops, I won't let you! response:	It's the times when you're scared or worried
context: I break...\and break myself...\Even if it means twisting myself, I'll win the way I choose...\I won't accept that I can't even beat you like that...\No way!\Kacchan!\Whoops, I won't let you!\It's the times when you're scared or worried response:	that you should deal with smiling!
context: and break myself...\Even if it means twisting myself, I'll win the way I choose...\I won't accept that I can't even beat you like that...\No way!\Kacchan!\Whoops, I won't let you!\It's the times when you're scared or worried\that you should deal with smiling! response:	Please move, All Might!
context: Even if it means twisting myself, I'll win the way I choose...\I won't accept that I can't even beat you like that...\No way!\Kacchan!\Whoops, I won't let you!\It's the times when you're scared or worried\that you should deal with smiling!\Please move, All Might! response:	Smash...!
context: I won't accept that I can't even beat you like that...\No way!\Kacchan!\Whoops, I won't let you!\It's the times when you're scared or worried\that you should deal with smiling!\Please move, All Might!\Smash...! response:	I won't-
context: No way!\Kacchan!\Whoops, I won't let you!\It's the times when you're scared or worried\that you should deal with smiling!\Please move, All Might!\Smash...!\I won't- response:	He's unconscious...
context: Kacchan!\Whoops, I won't let you!\It's the times when you're scared or worried\that you should deal with smiling!\Please move, All Might!\Smash...!\I won't-\He's unconscious... response:	Sorry, Kacchan.
context: Whoops, I won't let you!\It's the times when you're scared or worried\that you should deal with smiling!\Please move, All Might!\Smash...!\I won't-\He's unconscious...\Sorry, Kacchan. response:	This is who I am...
context: It's the times when you're scared or worried\that you should deal with smiling!\Please move, All Might!\Smash...!\I won't-\He's unconscious...\Sorry, Kacchan.\This is who I am... response:	Jeez, he could've passed by going through the gate by himself.
context: that you should deal with smiling!\Please move, All Might!\Smash...!\I won't-\He's unconscious...\Sorry, Kacchan.\This is who I am...\Jeez, he could've passed by going through the gate by himself. response:	He hit me with everything he had, huh?
context: Please move, All Might!\Smash...!\I won't-\He's unconscious...\Sorry, Kacchan.\This is who I am...\Jeez, he could've passed by going through the gate by himself.\He hit me with everything he had, huh? response:	That's right. That's how you were from the beginning.
context: Smash...!\I won't-\He's unconscious...\Sorry, Kacchan.\This is who I am...\Jeez, he could've passed by going through the gate by himself.\He hit me with everything he had, huh?\That's right. That's how you were from the beginning. response:	You can't help but save those who need rescuing.
context: I won't-\He's unconscious...\Sorry, Kacchan.\This is who I am...\Jeez, he could've passed by going through the gate by himself.\He hit me with everything he had, huh?\That's right. That's how you were from the beginning.\You can't help but save those who need rescuing. response:	And at times like that,
context: He's unconscious...\Sorry, Kacchan.\This is who I am...\Jeez, he could've passed by going through the gate by himself.\He hit me with everything he had, huh?\That's right. That's how you were from the beginning.\You can't help but save those who need rescuing.\And at times like that, response:	there isn't a wall that can stop you.
context: Sorry, Kacchan.\This is who I am...\Jeez, he could've passed by going through the gate by himself.\He hit me with everything he had, huh?\That's right. That's how you were from the beginning.\You can't help but save those who need rescuing.\And at times like that,\there isn't a wall that can stop you. response:	That's right. That's the kind of person you've always been.
context: This is who I am...\Jeez, he could've passed by going through the gate by himself.\He hit me with everything he had, huh?\That's right. That's how you were from the beginning.\You can't help but save those who need rescuing.\And at times like that,\there isn't a wall that can stop you.\That's right. That's the kind of person you've always been. response:	Do your best!!
context: Jeez, he could've passed by going through the gate by himself.\He hit me with everything he had, huh?\That's right. That's how you were from the beginning.\You can't help but save those who need rescuing.\And at times like that,\there isn't a wall that can stop you.\That's right. That's the kind of person you've always been.\Do your best!! response:	Good job!!
context: He hit me with everything he had, huh?\That's right. That's how you were from the beginning.\You can't help but save those who need rescuing.\And at times like that,\there isn't a wall that can stop you.\That's right. That's the kind of person you've always been.\Do your best!!\Good job!! response:	Team Midoriya and Bakugo have passed!
context: That's right. That's how you were from the beginning.\You can't help but save those who need rescuing.\And at times like that,\there isn't a wall that can stop you.\That's right. That's the kind of person you've always been.\Do your best!!\Good job!!\Team Midoriya and Bakugo have passed! response:	All matches for Class 1-A's practical exams have been completed!
context: You can't help but save those who need rescuing.\And at times like that,\there isn't a wall that can stop you.\That's right. That's the kind of person you've always been.\Do your best!!\Good job!!\Team Midoriya and Bakugo have passed!\All matches for Class 1-A's practical exams have been completed! response:	Kiss...!
context: And at times like that,\there isn't a wall that can stop you.\That's right. That's the kind of person you've always been.\Do your best!!\Good job!!\Team Midoriya and Bakugo have passed!\All matches for Class 1-A's practical exams have been completed!\Kiss...! response:	Th-Thank you very much, Recovery Girl...
context: there isn't a wall that can stop you.\That's right. That's the kind of person you've always been.\Do your best!!\Good job!!\Team Midoriya and Bakugo have passed!\All matches for Class 1-A's practical exams have been completed!\Kiss...!\Th-Thank you very much, Recovery Girl... response:	All Might, you really don't know how to hold back, do you?
context: That's right. That's the kind of person you've always been.\Do your best!!\Good job!!\Team Midoriya and Bakugo have passed!\All matches for Class 1-A's practical exams have been completed!\Kiss...!\Th-Thank you very much, Recovery Girl...\All Might, you really don't know how to hold back, do you? response:	If you'd hit any harder, you would've done permanent damage!
context: Do your best!!\Good job!!\Team Midoriya and Bakugo have passed!\All matches for Class 1-A's practical exams have been completed!\Kiss...!\Th-Thank you very much, Recovery Girl...\All Might, you really don't know how to hold back, do you?\If you'd hit any harder, you would've done permanent damage! response:	Especially Midoriya's back. I was barely able to heal it!
context: Good job!!\Team Midoriya and Bakugo have passed!\All matches for Class 1-A's practical exams have been completed!\Kiss...!\Th-Thank you very much, Recovery Girl...\All Might, you really don't know how to hold back, do you?\If you'd hit any harder, you would've done permanent damage!\Especially Midoriya's back. I was barely able to heal it! response:	Bakugo probably won't wake up for a while.
context: Team Midoriya and Bakugo have passed!\All matches for Class 1-A's practical exams have been completed!\Kiss...!\Th-Thank you very much, Recovery Girl...\All Might, you really don't know how to hold back, do you?\If you'd hit any harder, you would've done permanent damage!\Especially Midoriya's back. I was barely able to heal it!\Bakugo probably won't wake up for a while. response:	For now, the two of you should rest here.
context: All matches for Class 1-A's practical exams have been completed!\Kiss...!\Th-Thank you very much, Recovery Girl...\All Might, you really don't know how to hold back, do you?\If you'd hit any harder, you would've done permanent damage!\Especially Midoriya's back. I was barely able to heal it!\Bakugo probably won't wake up for a while.\For now, the two of you should rest here. response:	Yes, ma'am.
context: Kiss...!\Th-Thank you very much, Recovery Girl...\All Might, you really don't know how to hold back, do you?\If you'd hit any harder, you would've done permanent damage!\Especially Midoriya's back. I was barely able to heal it!\Bakugo probably won't wake up for a while.\For now, the two of you should rest here.\Yes, ma'am. response:	You've gotten so strong since I first met you
context: Th-Thank you very much, Recovery Girl...\All Might, you really don't know how to hold back, do you?\If you'd hit any harder, you would've done permanent damage!\Especially Midoriya's back. I was barely able to heal it!\Bakugo probably won't wake up for a while.\For now, the two of you should rest here.\Yes, ma'am.\You've gotten so strong since I first met you response:	that I can hardly recognize you, Young Midoriya.
context: All Might, you really don't know how to hold back, do you?\If you'd hit any harder, you would've done permanent damage!\Especially Midoriya's back. I was barely able to heal it!\Bakugo probably won't wake up for a while.\For now, the two of you should rest here.\Yes, ma'am.\You've gotten so strong since I first met you\that I can hardly recognize you, Young Midoriya. response:	And this young man, too...
context: If you'd hit any harder, you would've done permanent damage!\Especially Midoriya's back. I was barely able to heal it!\Bakugo probably won't wake up for a while.\For now, the two of you should rest here.\Yes, ma'am.\You've gotten so strong since I first met you\that I can hardly recognize you, Young Midoriya.\And this young man, too... response:	Young Bakugo!
context: Especially Midoriya's back. I was barely able to heal it!\Bakugo probably won't wake up for a while.\For now, the two of you should rest here.\Yes, ma'am.\You've gotten so strong since I first met you\that I can hardly recognize you, Young Midoriya.\And this young man, too...\Young Bakugo! response:	Because you were able to smile in the face of a wall!
context: Bakugo probably won't wake up for a while.\For now, the two of you should rest here.\Yes, ma'am.\You've gotten so strong since I first met you\that I can hardly recognize you, Young Midoriya.\And this young man, too...\Young Bakugo!\Because you were able to smile in the face of a wall! response:	That's right. You two can still become much stronger!
context: For now, the two of you should rest here.\Yes, ma'am.\You've gotten so strong since I first met you\that I can hardly recognize you, Young Midoriya.\And this young man, too...\Young Bakugo!\Because you were able to smile in the face of a wall!\That's right. You two can still become much stronger! response:	A lot of things happened.
context: Yes, ma'am.\You've gotten so strong since I first met you\that I can hardly recognize you, Young Midoriya.\And this young man, too...\Young Bakugo!\Because you were able to smile in the face of a wall!\That's right. You two can still become much stronger!\A lot of things happened. response:	Some learned their own weakness and moved a step forward...
context: You've gotten so strong since I first met you\that I can hardly recognize you, Young Midoriya.\And this young man, too...\Young Bakugo!\Because you were able to smile in the face of a wall!\That's right. You two can still become much stronger!\A lot of things happened.\Some learned their own weakness and moved a step forward... response:	Shoto Todoroki - Quirk: Half-Cold, Half-Hot
context: that I can hardly recognize you, Young Midoriya.\And this young man, too...\Young Bakugo!\Because you were able to smile in the face of a wall!\That's right. You two can still become much stronger!\A lot of things happened.\Some learned their own weakness and moved a step forward...\Shoto Todoroki - Quirk: Half-Cold, Half-Hot response:	Some were taught what is necessary for a hero...
context: And this young man, too...\Young Bakugo!\Because you were able to smile in the face of a wall!\That's right. You two can still become much stronger!\A lot of things happened.\Some learned their own weakness and moved a step forward...\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\Some were taught what is necessary for a hero... response:	Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening
context: Young Bakugo!\Because you were able to smile in the face of a wall!\That's right. You two can still become much stronger!\A lot of things happened.\Some learned their own weakness and moved a step forward...\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\Some were taught what is necessary for a hero...\Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening response:	Some were thwarted by high walls...
context: Because you were able to smile in the face of a wall!\That's right. You two can still become much stronger!\A lot of things happened.\Some learned their own weakness and moved a step forward...\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\Some were taught what is necessary for a hero...\Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening\Some were thwarted by high walls... response:	Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid
context: That's right. You two can still become much stronger!\A lot of things happened.\Some learned their own weakness and moved a step forward...\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\Some were taught what is necessary for a hero...\Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening\Some were thwarted by high walls...\Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid response:	Some learned of their own powerlessness...
context: A lot of things happened.\Some learned their own weakness and moved a step forward...\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\Some were taught what is necessary for a hero...\Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening\Some were thwarted by high walls...\Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid\Some learned of their own powerlessness... response:	Some moved forward toward a new goal...
context: Some learned their own weakness and moved a step forward...\Shoto Todoroki - Quirk: Half-Cold, Half-Hot\Some were taught what is necessary for a hero...\Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening\Some were thwarted by high walls...\Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid\Some learned of their own powerlessness...\Some moved forward toward a new goal... response:	With these bittersweet feelings, our final exams ended.
context: Shoto Todoroki - Quirk: Half-Cold, Half-Hot\Some were taught what is necessary for a hero...\Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening\Some were thwarted by high walls...\Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid\Some learned of their own powerlessness...\Some moved forward toward a new goal...\With these bittersweet feelings, our final exams ended. response:	Are you curious, Tomura Shigaraki...
context: Some were taught what is necessary for a hero...\Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening\Some were thwarted by high walls...\Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid\Some learned of their own powerlessness...\Some moved forward toward a new goal...\With these bittersweet feelings, our final exams ended.\Are you curious, Tomura Shigaraki... response:	Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate
context: Rikido Sato - Quirk: Sugar Rush Eijiro Kirishima - Quirk: Hardening\Some were thwarted by high walls...\Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid\Some learned of their own powerlessness...\Some moved forward toward a new goal...\With these bittersweet feelings, our final exams ended.\Are you curious, Tomura Shigaraki...\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate response:	Shigaraki...
context: Some were thwarted by high walls...\Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid\Some learned of their own powerlessness...\Some moved forward toward a new goal...\With these bittersweet feelings, our final exams ended.\Are you curious, Tomura Shigaraki...\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\Shigaraki... response:	You all have been the talk of the town for the past few days.
context: Denki Kaminari - Quirk: Electrification Mina Ashido - Quirk: Acid\Some learned of their own powerlessness...\Some moved forward toward a new goal...\With these bittersweet feelings, our final exams ended.\Are you curious, Tomura Shigaraki...\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\Shigaraki...\You all have been the talk of the town for the past few days. response:	Villain - Giran
context: Some learned of their own powerlessness...\Some moved forward toward a new goal...\With these bittersweet feelings, our final exams ended.\Are you curious, Tomura Shigaraki...\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\Shigaraki...\You all have been the talk of the town for the past few days.\Villain - Giran response:	I hear you're starting something big-
context: Some moved forward toward a new goal...\With these bittersweet feelings, our final exams ended.\Are you curious, Tomura Shigaraki...\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\Shigaraki...\You all have been the talk of the town for the past few days.\Villain - Giran\I hear you're starting something big- response:	And? Who are they?
context: With these bittersweet feelings, our final exams ended.\Are you curious, Tomura Shigaraki...\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\Shigaraki...\You all have been the talk of the town for the past few days.\Villain - Giran\I hear you're starting something big-\And? Who are they? response:	So it's you, huh?
context: Are you curious, Tomura Shigaraki...\Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\Shigaraki...\You all have been the talk of the town for the past few days.\Villain - Giran\I hear you're starting something big-\And? Who are they?\So it's you, huh? response:	I saw a picture of you, but you look gross in person...
context: Villain - Tomura Shigaraki - Quirk: Decay Villain - Kurogiri - Quirk: Warp Gate\Shigaraki...\You all have been the talk of the town for the past few days.\Villain - Giran\I hear you're starting something big-\And? Who are they?\So it's you, huh?\I saw a picture of you, but you look gross in person... response:	Wow, the hand guy!
context: Shigaraki...\You all have been the talk of the town for the past few days.\Villain - Giran\I hear you're starting something big-\And? Who are they?\So it's you, huh?\I saw a picture of you, but you look gross in person...\Wow, the hand guy! response:	You're friends with the great Stain, right? Right?
context: You all have been the talk of the town for the past few days.\Villain - Giran\I hear you're starting something big-\And? Who are they?\So it's you, huh?\I saw a picture of you, but you look gross in person...\Wow, the hand guy!\You're friends with the great Stain, right? Right? response:	Let me join, too! The League of Villains!
context: Villain - Giran\I hear you're starting something big-\And? Who are they?\So it's you, huh?\I saw a picture of you, but you look gross in person...\Wow, the hand guy!\You're friends with the great Stain, right? Right?\Let me join, too! The League of Villains! response:	They start moving a third time.
context: I hear you're starting something big-\And? Who are they?\So it's you, huh?\I saw a picture of you, but you look gross in person...\Wow, the hand guy!\You're friends with the great Stain, right? Right?\Let me join, too! The League of Villains!\They start moving a third time. response:	Every time we drive them back,
context: And? Who are they?\So it's you, huh?\I saw a picture of you, but you look gross in person...\Wow, the hand guy!\You're friends with the great Stain, right? Right?\Let me join, too! The League of Villains!\They start moving a third time.\Every time we drive them back, response:	they come back stronger.
context: So it's you, huh?\I saw a picture of you, but you look gross in person...\Wow, the hand guy!\You're friends with the great Stain, right? Right?\Let me join, too! The League of Villains!\They start moving a third time.\Every time we drive them back,\they come back stronger. response:	Here's the preview!
context: I saw a picture of you, but you look gross in person...\Wow, the hand guy!\You're friends with the great Stain, right? Right?\Let me join, too! The League of Villains!\They start moving a third time.\Every time we drive them back,\they come back stronger.\Here's the preview! response:	Preview
