context: You're not going to do anything, Director? response:	That is correct, Nekonome-sensei.
context: Now, come then, powerful monster: Vampire.\Beating you beyond recognition will further strengthen my position in the school.\Moka-san...\What about Tsukune?\What happened with Tsukune?\I've done what I can.\Then...\Tsukune-san... response:	That must be a lie!
context: Beating you beyond recognition will further strengthen my position in the school.\Moka-san...\What about Tsukune?\What happened with Tsukune?\I've done what I can.\Then...\Tsukune-san...\That must be a lie! response:	What's wrong? The esteemed powerful monster is only at such a level?
context: Moka-san...\What about Tsukune?\What happened with Tsukune?\I've done what I can.\Then...\Tsukune-san...\That must be a lie!\What's wrong? The esteemed powerful monster is only at such a level? response:	I can't feel a thing!
context: What about Tsukune?\What happened with Tsukune?\I've done what I can.\Then...\Tsukune-san...\That must be a lie!\What's wrong? The esteemed powerful monster is only at such a level?\I can't feel a thing! response:	Was it because I gave too much blood to him?
context: What happened with Tsukune?\I've done what I can.\Then...\Tsukune-san...\That must be a lie!\What's wrong? The esteemed powerful monster is only at such a level?\I can't feel a thing!\Was it because I gave too much blood to him? response:	Weak, too weak!
context: I've done what I can.\Then...\Tsukune-san...\That must be a lie!\What's wrong? The esteemed powerful monster is only at such a level?\I can't feel a thing!\Was it because I gave too much blood to him?\Weak, too weak! response:	You became so weak because you got engrossed in the friendship-making game between monsters and humans!
context: Then...\Tsukune-san...\That must be a lie!\What's wrong? The esteemed powerful monster is only at such a level?\I can't feel a thing!\Was it because I gave too much blood to him?\Weak, too weak!\You became so weak because you got engrossed in the friendship-making game between monsters and humans! response:	Humans are ugly things!
context: Tsukune-san...\That must be a lie!\What's wrong? The esteemed powerful monster is only at such a level?\I can't feel a thing!\Was it because I gave too much blood to him?\Weak, too weak!\You became so weak because you got engrossed in the friendship-making game between monsters and humans!\Humans are ugly things! response:	Quickly become lazy,
context: That must be a lie!\What's wrong? The esteemed powerful monster is only at such a level?\I can't feel a thing!\Was it because I gave too much blood to him?\Weak, too weak!\You became so weak because you got engrossed in the friendship-making game between monsters and humans!\Humans are ugly things!\Quickly become lazy, response:	Traitorous,
context: What's wrong? The esteemed powerful monster is only at such a level?\I can't feel a thing!\Was it because I gave too much blood to him?\Weak, too weak!\You became so weak because you got engrossed in the friendship-making game between monsters and humans!\Humans are ugly things!\Quickly become lazy,\Traitorous, response:	Liars,
context: I can't feel a thing!\Was it because I gave too much blood to him?\Weak, too weak!\You became so weak because you got engrossed in the friendship-making game between monsters and humans!\Humans are ugly things!\Quickly become lazy,\Traitorous,\Liars, response:	That willfully harm other living beings!
context: Was it because I gave too much blood to him?\Weak, too weak!\You became so weak because you got engrossed in the friendship-making game between monsters and humans!\Humans are ugly things!\Quickly become lazy,\Traitorous,\Liars,\That willfully harm other living beings! response:	You guys, who mingle with such humans, should just die right here!
context: Weak, too weak!\You became so weak because you got engrossed in the friendship-making game between monsters and humans!\Humans are ugly things!\Quickly become lazy,\Traitorous,\Liars,\That willfully harm other living beings!\You guys, who mingle with such humans, should just die right here! response:	Burn and vaporize!
context: You became so weak because you got engrossed in the friendship-making game between monsters and humans!\Humans are ugly things!\Quickly become lazy,\Traitorous,\Liars,\That willfully harm other living beings!\You guys, who mingle with such humans, should just die right here!\Burn and vaporize! response:	Flame Wheel!
context: Humans are ugly things!\Quickly become lazy,\Traitorous,\Liars,\That willfully harm other living beings!\You guys, who mingle with such humans, should just die right here!\Burn and vaporize!\Flame Wheel! response:	It's over.
context: Quickly become lazy,\Traitorous,\Liars,\That willfully harm other living beings!\You guys, who mingle with such humans, should just die right here!\Burn and vaporize!\Flame Wheel!\It's over. response:	Moka-san, Tsukune-san!
context: Traitorous,\Liars,\That willfully harm other living beings!\You guys, who mingle with such humans, should just die right here!\Burn and vaporize!\Flame Wheel!\It's over.\Moka-san, Tsukune-san! response:	This can't be...
context: Liars,\That willfully harm other living beings!\You guys, who mingle with such humans, should just die right here!\Burn and vaporize!\Flame Wheel!\It's over.\Moka-san, Tsukune-san!\This can't be... response:	Yeah, you're right.
context: That willfully harm other living beings!\You guys, who mingle with such humans, should just die right here!\Burn and vaporize!\Flame Wheel!\It's over.\Moka-san, Tsukune-san!\This can't be...\Yeah, you're right. response:	Look!
context: You guys, who mingle with such humans, should just die right here!\Burn and vaporize!\Flame Wheel!\It's over.\Moka-san, Tsukune-san!\This can't be...\Yeah, you're right.\Look! response:	Moka-san. I...
context: Burn and vaporize!\Flame Wheel!\It's over.\Moka-san, Tsukune-san!\This can't be...\Yeah, you're right.\Look!\Moka-san. I... response:	You finally decided to awaken.
context: Flame Wheel!\It's over.\Moka-san, Tsukune-san!\This can't be...\Yeah, you're right.\Look!\Moka-san. I...\You finally decided to awaken. response:	You sleepy head.
context: It's over.\Moka-san, Tsukune-san!\This can't be...\Yeah, you're right.\Look!\Moka-san. I...\You finally decided to awaken.\You sleepy head. response:	Impossible!
context: Moka-san, Tsukune-san!\This can't be...\Yeah, you're right.\Look!\Moka-san. I...\You finally decided to awaken.\You sleepy head.\Impossible! response:	His body should have been burned by my flames!
context: This can't be...\Yeah, you're right.\Look!\Moka-san. I...\You finally decided to awaken.\You sleepy head.\Impossible!\His body should have been burned by my flames! response:	Thank goodness, Tsukune-san!
context: Yeah, you're right.\Look!\Moka-san. I...\You finally decided to awaken.\You sleepy head.\Impossible!\His body should have been burned by my flames!\Thank goodness, Tsukune-san! response:	This is the power of Vampire blood...
context: Look!\Moka-san. I...\You finally decided to awaken.\You sleepy head.\Impossible!\His body should have been burned by my flames!\Thank goodness, Tsukune-san!\This is the power of Vampire blood... response:	Impossible!
context: Moka-san. I...\You finally decided to awaken.\You sleepy head.\Impossible!\His body should have been burned by my flames!\Thank goodness, Tsukune-san!\This is the power of Vampire blood...\Impossible! response:	Like I'd allow such a thing to happen?!
context: You finally decided to awaken.\You sleepy head.\Impossible!\His body should have been burned by my flames!\Thank goodness, Tsukune-san!\This is the power of Vampire blood...\Impossible!\Like I'd allow such a thing to happen?! response:	M-Moka-san!
context: You sleepy head.\Impossible!\His body should have been burned by my flames!\Thank goodness, Tsukune-san!\This is the power of Vampire blood...\Impossible!\Like I'd allow such a thing to happen?!\M-Moka-san! response:	Relax, I'll defeat him immediately.
context: Impossible!\His body should have been burned by my flames!\Thank goodness, Tsukune-san!\This is the power of Vampire blood...\Impossible!\Like I'd allow such a thing to happen?!\M-Moka-san!\Relax, I'll defeat him immediately. response:	Don't be ridiculous!
context: His body should have been burned by my flames!\Thank goodness, Tsukune-san!\This is the power of Vampire blood...\Impossible!\Like I'd allow such a thing to happen?!\M-Moka-san!\Relax, I'll defeat him immediately.\Don't be ridiculous! response:	You think you can defeat me, the one who protects the school's peace?
context: Thank goodness, Tsukune-san!\This is the power of Vampire blood...\Impossible!\Like I'd allow such a thing to happen?!\M-Moka-san!\Relax, I'll defeat him immediately.\Don't be ridiculous!\You think you can defeat me, the one who protects the school's peace? response:	Just with your miniscule powers,
context: This is the power of Vampire blood...\Impossible!\Like I'd allow such a thing to happen?!\M-Moka-san!\Relax, I'll defeat him immediately.\Don't be ridiculous!\You think you can defeat me, the one who protects the school's peace?\Just with your miniscule powers, response:	She can do just that!
context: Impossible!\Like I'd allow such a thing to happen?!\M-Moka-san!\Relax, I'll defeat him immediately.\Don't be ridiculous!\You think you can defeat me, the one who protects the school's peace?\Just with your miniscule powers,\She can do just that! response:	You bastard! When did you...!
context: Like I'd allow such a thing to happen?!\M-Moka-san!\Relax, I'll defeat him immediately.\Don't be ridiculous!\You think you can defeat me, the one who protects the school's peace?\Just with your miniscule powers,\She can do just that!\You bastard! When did you...! response:	Don't underestimate the speed of one of the great monsters: Werewolves!
context: M-Moka-san!\Relax, I'll defeat him immediately.\Don't be ridiculous!\You think you can defeat me, the one who protects the school's peace?\Just with your miniscule powers,\She can do just that!\You bastard! When did you...!\Don't underestimate the speed of one of the great monsters: Werewolves! response:	You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.
context: Relax, I'll defeat him immediately.\Don't be ridiculous!\You think you can defeat me, the one who protects the school's peace?\Just with your miniscule powers,\She can do just that!\You bastard! When did you...!\Don't underestimate the speed of one of the great monsters: Werewolves!\You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies. response:	You have no right to talk about protecting the school's peace!
context: Don't be ridiculous!\You think you can defeat me, the one who protects the school's peace?\Just with your miniscule powers,\She can do just that!\You bastard! When did you...!\Don't underestimate the speed of one of the great monsters: Werewolves!\You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.\You have no right to talk about protecting the school's peace! response:	What?!
context: You think you can defeat me, the one who protects the school's peace?\Just with your miniscule powers,\She can do just that!\You bastard! When did you...!\Don't underestimate the speed of one of the great monsters: Werewolves!\You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.\You have no right to talk about protecting the school's peace!\What?! response:	Know your place!
context: Just with your miniscule powers,\She can do just that!\You bastard! When did you...!\Don't underestimate the speed of one of the great monsters: Werewolves!\You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.\You have no right to talk about protecting the school's peace!\What?!\Know your place! response:	You did it!
context: She can do just that!\You bastard! When did you...!\Don't underestimate the speed of one of the great monsters: Werewolves!\You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.\You have no right to talk about protecting the school's peace!\What?!\Know your place!\You did it! response:	W-What happened?
context: You bastard! When did you...!\Don't underestimate the speed of one of the great monsters: Werewolves!\You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.\You have no right to talk about protecting the school's peace!\What?!\Know your place!\You did it!\W-What happened? response:	What's that?
context: Don't underestimate the speed of one of the great monsters: Werewolves!\You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.\You have no right to talk about protecting the school's peace!\What?!\Know your place!\You did it!\W-What happened?\What's that? response:	Look at this!
context: You cling on to your unsightly masquerade and rampage with your Public Safety Commission buddies.\You have no right to talk about protecting the school's peace!\What?!\Know your place!\You did it!\W-What happened?\What's that?\Look at this! response:	Kuyou-sama was defeated!
context: You have no right to talk about protecting the school's peace!\What?!\Know your place!\You did it!\W-What happened?\What's that?\Look at this!\Kuyou-sama was defeated! response:	Who did it?
context: What?!\Know your place!\You did it!\W-What happened?\What's that?\Look at this!\Kuyou-sama was defeated!\Who did it? response:	Umm... That's...
context: Know your place!\You did it!\W-What happened?\What's that?\Look at this!\Kuyou-sama was defeated!\Who did it?\Umm... That's... response:	Tsukune.
context: You did it!\W-What happened?\What's that?\Look at this!\Kuyou-sama was defeated!\Who did it?\Umm... That's...\Tsukune. response:	Are you all right, Moka-san?
context: W-What happened?\What's that?\Look at this!\Kuyou-sama was defeated!\Who did it?\Umm... That's...\Tsukune.\Are you all right, Moka-san? response:	Aono-kun!
context: What's that?\Look at this!\Kuyou-sama was defeated!\Who did it?\Umm... That's...\Tsukune.\Are you all right, Moka-san?\Aono-kun! response:	Nekonome-sensei...
context: Look at this!\Kuyou-sama was defeated!\Who did it?\Umm... That's...\Tsukune.\Are you all right, Moka-san?\Aono-kun!\Nekonome-sensei... response:	That was incredible! You defeated Kuyou-kun, didn't you?
context: Kuyou-sama was defeated!\Who did it?\Umm... That's...\Tsukune.\Are you all right, Moka-san?\Aono-kun!\Nekonome-sensei...\That was incredible! You defeated Kuyou-kun, didn't you? response:	Even though violence is bad, you've cleared the suspicions on you!
context: Who did it?\Umm... That's...\Tsukune.\Are you all right, Moka-san?\Aono-kun!\Nekonome-sensei...\That was incredible! You defeated Kuyou-kun, didn't you?\Even though violence is bad, you've cleared the suspicions on you! response:	N-No, it wasn't me...
context: Umm... That's...\Tsukune.\Are you all right, Moka-san?\Aono-kun!\Nekonome-sensei...\That was incredible! You defeated Kuyou-kun, didn't you?\Even though violence is bad, you've cleared the suspicions on you!\N-No, it wasn't me... response:	Eh, suspicions?
context: Tsukune.\Are you all right, Moka-san?\Aono-kun!\Nekonome-sensei...\That was incredible! You defeated Kuyou-kun, didn't you?\Even though violence is bad, you've cleared the suspicions on you!\N-No, it wasn't me...\Eh, suspicions? response:	What, the Public Safety Commission just made a mistake.
context: Are you all right, Moka-san?\Aono-kun!\Nekonome-sensei...\That was incredible! You defeated Kuyou-kun, didn't you?\Even though violence is bad, you've cleared the suspicions on you!\N-No, it wasn't me...\Eh, suspicions?\What, the Public Safety Commission just made a mistake. response:	Hey Aono-kun, sorry for suspecting that you were a human even for a little.
context: Aono-kun!\Nekonome-sensei...\That was incredible! You defeated Kuyou-kun, didn't you?\Even though violence is bad, you've cleared the suspicions on you!\N-No, it wasn't me...\Eh, suspicions?\What, the Public Safety Commission just made a mistake.\Hey Aono-kun, sorry for suspecting that you were a human even for a little. response:	Even so, you're really powerful to be able to defeat Kuyou!
context: Nekonome-sensei...\That was incredible! You defeated Kuyou-kun, didn't you?\Even though violence is bad, you've cleared the suspicions on you!\N-No, it wasn't me...\Eh, suspicions?\What, the Public Safety Commission just made a mistake.\Hey Aono-kun, sorry for suspecting that you were a human even for a little.\Even so, you're really powerful to be able to defeat Kuyou! response:	This reminds me of when I was bullied by the Public Safety Commission before!
context: That was incredible! You defeated Kuyou-kun, didn't you?\Even though violence is bad, you've cleared the suspicions on you!\N-No, it wasn't me...\Eh, suspicions?\What, the Public Safety Commission just made a mistake.\Hey Aono-kun, sorry for suspecting that you were a human even for a little.\Even so, you're really powerful to be able to defeat Kuyou!\This reminds me of when I was bullied by the Public Safety Commission before! response:	Me too, me too!
context: Even though violence is bad, you've cleared the suspicions on you!\N-No, it wasn't me...\Eh, suspicions?\What, the Public Safety Commission just made a mistake.\Hey Aono-kun, sorry for suspecting that you were a human even for a little.\Even so, you're really powerful to be able to defeat Kuyou!\This reminds me of when I was bullied by the Public Safety Commission before!\Me too, me too! response:	Good job, Aono-kun!
context: N-No, it wasn't me...\Eh, suspicions?\What, the Public Safety Commission just made a mistake.\Hey Aono-kun, sorry for suspecting that you were a human even for a little.\Even so, you're really powerful to be able to defeat Kuyou!\This reminds me of when I was bullied by the Public Safety Commission before!\Me too, me too!\Good job, Aono-kun! response:	All right! Let's carry the school hero up!
context: Eh, suspicions?\What, the Public Safety Commission just made a mistake.\Hey Aono-kun, sorry for suspecting that you were a human even for a little.\Even so, you're really powerful to be able to defeat Kuyou!\This reminds me of when I was bullied by the Public Safety Commission before!\Me too, me too!\Good job, Aono-kun!\All right! Let's carry the school hero up! response:	N-No, wait a second!
context: What, the Public Safety Commission just made a mistake.\Hey Aono-kun, sorry for suspecting that you were a human even for a little.\Even so, you're really powerful to be able to defeat Kuyou!\This reminds me of when I was bullied by the Public Safety Commission before!\Me too, me too!\Good job, Aono-kun!\All right! Let's carry the school hero up!\N-No, wait a second! response:	Hey!
context: Hey Aono-kun, sorry for suspecting that you were a human even for a little.\Even so, you're really powerful to be able to defeat Kuyou!\This reminds me of when I was bullied by the Public Safety Commission before!\Me too, me too!\Good job, Aono-kun!\All right! Let's carry the school hero up!\N-No, wait a second!\Hey! response:	Before that, rescue me first!
context: Even so, you're really powerful to be able to defeat Kuyou!\This reminds me of when I was bullied by the Public Safety Commission before!\Me too, me too!\Good job, Aono-kun!\All right! Let's carry the school hero up!\N-No, wait a second!\Hey!\Before that, rescue me first! response:	This week's victory was...
context: This reminds me of when I was bullied by the Public Safety Commission before!\Me too, me too!\Good job, Aono-kun!\All right! Let's carry the school hero up!\N-No, wait a second!\Hey!\Before that, rescue me first!\This week's victory was... response:	Oh, who cares.
context: Me too, me too!\Good job, Aono-kun!\All right! Let's carry the school hero up!\N-No, wait a second!\Hey!\Before that, rescue me first!\This week's victory was...\Oh, who cares. response:	After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.
context: Good job, Aono-kun!\All right! Let's carry the school hero up!\N-No, wait a second!\Hey!\Before that, rescue me first!\This week's victory was...\Oh, who cares.\After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then. response:	Everyone suffered trying to rescue me after I went into a death-like state.
context: All right! Let's carry the school hero up!\N-No, wait a second!\Hey!\Before that, rescue me first!\This week's victory was...\Oh, who cares.\After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.\Everyone suffered trying to rescue me after I went into a death-like state. response:	And Moka-san too, for my sake...
context: N-No, wait a second!\Hey!\Before that, rescue me first!\This week's victory was...\Oh, who cares.\After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.\Everyone suffered trying to rescue me after I went into a death-like state.\And Moka-san too, for my sake... response:	Tsukune!
context: Hey!\Before that, rescue me first!\This week's victory was...\Oh, who cares.\After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.\Everyone suffered trying to rescue me after I went into a death-like state.\And Moka-san too, for my sake...\Tsukune! response:	I'm sorry, Moka-san.
context: Before that, rescue me first!\This week's victory was...\Oh, who cares.\After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.\Everyone suffered trying to rescue me after I went into a death-like state.\And Moka-san too, for my sake...\Tsukune!\I'm sorry, Moka-san. response:	Just for my sake, you tired yourself out.
context: This week's victory was...\Oh, who cares.\After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.\Everyone suffered trying to rescue me after I went into a death-like state.\And Moka-san too, for my sake...\Tsukune!\I'm sorry, Moka-san.\Just for my sake, you tired yourself out. response:	I'm so glad...
context: Oh, who cares.\After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.\Everyone suffered trying to rescue me after I went into a death-like state.\And Moka-san too, for my sake...\Tsukune!\I'm sorry, Moka-san.\Just for my sake, you tired yourself out.\I'm so glad... response:	Because you're safe and sound.
context: After that uproar, I heard from the usually quiet Kurumu-chan about what happened back then.\Everyone suffered trying to rescue me after I went into a death-like state.\And Moka-san too, for my sake...\Tsukune!\I'm sorry, Moka-san.\Just for my sake, you tired yourself out.\I'm so glad...\Because you're safe and sound. response:	Moka-san...
context: Everyone suffered trying to rescue me after I went into a death-like state.\And Moka-san too, for my sake...\Tsukune!\I'm sorry, Moka-san.\Just for my sake, you tired yourself out.\I'm so glad...\Because you're safe and sound.\Moka-san... response:	Don't cry!
context: And Moka-san too, for my sake...\Tsukune!\I'm sorry, Moka-san.\Just for my sake, you tired yourself out.\I'm so glad...\Because you're safe and sound.\Moka-san...\Don't cry! response:	You sleepy head.
context: Tsukune!\I'm sorry, Moka-san.\Just for my sake, you tired yourself out.\I'm so glad...\Because you're safe and sound.\Moka-san...\Don't cry!\You sleepy head. response:	Huh? What's going on... My heart's racing...
context: I'm sorry, Moka-san.\Just for my sake, you tired yourself out.\I'm so glad...\Because you're safe and sound.\Moka-san...\Don't cry!\You sleepy head.\Huh? What's going on... My heart's racing... response:	Could it be that I've fallen for the other Moka...?
context: Just for my sake, you tired yourself out.\I'm so glad...\Because you're safe and sound.\Moka-san...\Don't cry!\You sleepy head.\Huh? What's going on... My heart's racing...\Could it be that I've fallen for the other Moka...? response:	No... If you stare at me like that...
context: I'm so glad...\Because you're safe and sound.\Moka-san...\Don't cry!\You sleepy head.\Huh? What's going on... My heart's racing...\Could it be that I've fallen for the other Moka...?\No... If you stare at me like that... response:	Tsu... Ku... Ne...
context: Because you're safe and sound.\Moka-san...\Don't cry!\You sleepy head.\Huh? What's going on... My heart's racing...\Could it be that I've fallen for the other Moka...?\No... If you stare at me like that...\Tsu... Ku... Ne... response:	Moka-san.
context: Moka-san...\Don't cry!\You sleepy head.\Huh? What's going on... My heart's racing...\Could it be that I've fallen for the other Moka...?\No... If you stare at me like that...\Tsu... Ku... Ne...\Moka-san. response:	Tsukune!!!
context: Don't cry!\You sleepy head.\Huh? What's going on... My heart's racing...\Could it be that I've fallen for the other Moka...?\No... If you stare at me like that...\Tsu... Ku... Ne...\Moka-san.\Tsukune!!! response:	What are you two doing?
context: You sleepy head.\Huh? What's going on... My heart's racing...\Could it be that I've fallen for the other Moka...?\No... If you stare at me like that...\Tsu... Ku... Ne...\Moka-san.\Tsukune!!!\What are you two doing? response:	Looks fun.
context: Huh? What's going on... My heart's racing...\Could it be that I've fallen for the other Moka...?\No... If you stare at me like that...\Tsu... Ku... Ne...\Moka-san.\Tsukune!!!\What are you two doing?\Looks fun. response:	Everyone...
context: Could it be that I've fallen for the other Moka...?\No... If you stare at me like that...\Tsu... Ku... Ne...\Moka-san.\Tsukune!!!\What are you two doing?\Looks fun.\Everyone... response:	What were you trying to do just now?
context: No... If you stare at me like that...\Tsu... Ku... Ne...\Moka-san.\Tsukune!!!\What are you two doing?\Looks fun.\Everyone...\What were you trying to do just now? response:	N-Nothing!
context: Tsu... Ku... Ne...\Moka-san.\Tsukune!!!\What are you two doing?\Looks fun.\Everyone...\What were you trying to do just now?\N-Nothing! response:	Continue doing it with me...
context: Moka-san.\Tsukune!!!\What are you two doing?\Looks fun.\Everyone...\What were you trying to do just now?\N-Nothing!\Continue doing it with me... response:	No, do it with me!
context: Tsukune!!!\What are you two doing?\Looks fun.\Everyone...\What were you trying to do just now?\N-Nothing!\Continue doing it with me...\No, do it with me! response:	With me!
context: What are you two doing?\Looks fun.\Everyone...\What were you trying to do just now?\N-Nothing!\Continue doing it with me...\No, do it with me!\With me! response:	No Tsukune, do it with me!
context: Looks fun.\Everyone...\What were you trying to do just now?\N-Nothing!\Continue doing it with me...\No, do it with me!\With me!\No Tsukune, do it with me! response:	All five of you?!
context: Everyone...\What were you trying to do just now?\N-Nothing!\Continue doing it with me...\No, do it with me!\With me!\No Tsukune, do it with me!\All five of you?! response:	Give me a kiss too!
