context: Many Future Paths!! The Circumstances Everyone Bears response:	I'm breaking up with you.
context: You'll need to take an exam to get into a college specializing in early childhood education.\You're kidding!\Say, what about going into fashion design? You've got a good sense of style.\Well, I do like looking nice... but this and that are...\Ah, darling, I'm on my way now.\Sure. See you.\Chiharu-chan?\Suzuki-kun? response:	Suzuki-kun failed the Center Exam?
context: You're kidding!\Say, what about going into fashion design? You've got a good sense of style.\Well, I do like looking nice... but this and that are...\Ah, darling, I'm on my way now.\Sure. See you.\Chiharu-chan?\Suzuki-kun?\Suzuki-kun failed the Center Exam? response:	Then you and Chiharu-chan won't be able to go to the same school!
context: Say, what about going into fashion design? You've got a good sense of style.\Well, I do like looking nice... but this and that are...\Ah, darling, I'm on my way now.\Sure. See you.\Chiharu-chan?\Suzuki-kun?\Suzuki-kun failed the Center Exam?\Then you and Chiharu-chan won't be able to go to the same school! response:	I was sick the day of the exam.
context: Well, I do like looking nice... but this and that are...\Ah, darling, I'm on my way now.\Sure. See you.\Chiharu-chan?\Suzuki-kun?\Suzuki-kun failed the Center Exam?\Then you and Chiharu-chan won't be able to go to the same school!\I was sick the day of the exam. response:	Are you all right?
context: Ah, darling, I'm on my way now.\Sure. See you.\Chiharu-chan?\Suzuki-kun?\Suzuki-kun failed the Center Exam?\Then you and Chiharu-chan won't be able to go to the same school!\I was sick the day of the exam.\Are you all right? response:	I'm fine. I... I'm...
context: Sure. See you.\Chiharu-chan?\Suzuki-kun?\Suzuki-kun failed the Center Exam?\Then you and Chiharu-chan won't be able to go to the same school!\I was sick the day of the exam.\Are you all right?\I'm fine. I... I'm... response:	He took too much cold medicine, and couldn't remember anything from about halfway through.
context: Chiharu-chan?\Suzuki-kun?\Suzuki-kun failed the Center Exam?\Then you and Chiharu-chan won't be able to go to the same school!\I was sick the day of the exam.\Are you all right?\I'm fine. I... I'm...\He took too much cold medicine, and couldn't remember anything from about halfway through. response:	So... that means...
context: Suzuki-kun?\Suzuki-kun failed the Center Exam?\Then you and Chiharu-chan won't be able to go to the same school!\I was sick the day of the exam.\Are you all right?\I'm fine. I... I'm...\He took too much cold medicine, and couldn't remember anything from about halfway through.\So... that means... response:	We can't go to the same school.
context: Suzuki-kun failed the Center Exam?\Then you and Chiharu-chan won't be able to go to the same school!\I was sick the day of the exam.\Are you all right?\I'm fine. I... I'm...\He took too much cold medicine, and couldn't remember anything from about halfway through.\So... that means...\We can't go to the same school. response:	I'm sorry for breaking my promise.
context: Then you and Chiharu-chan won't be able to go to the same school!\I was sick the day of the exam.\Are you all right?\I'm fine. I... I'm...\He took too much cold medicine, and couldn't remember anything from about halfway through.\So... that means...\We can't go to the same school.\I'm sorry for breaking my promise. response:	Promise?
context: I was sick the day of the exam.\Are you all right?\I'm fine. I... I'm...\He took too much cold medicine, and couldn't remember anything from about halfway through.\So... that means...\We can't go to the same school.\I'm sorry for breaking my promise.\Promise? response:	Wait! Suzuki-kun!
context: Are you all right?\I'm fine. I... I'm...\He took too much cold medicine, and couldn't remember anything from about halfway through.\So... that means...\We can't go to the same school.\I'm sorry for breaking my promise.\Promise?\Wait! Suzuki-kun! response:	Leave him alone for now.
context: I'm fine. I... I'm...\He took too much cold medicine, and couldn't remember anything from about halfway through.\So... that means...\We can't go to the same school.\I'm sorry for breaking my promise.\Promise?\Wait! Suzuki-kun!\Leave him alone for now. response:	What was the promise?
context: He took too much cold medicine, and couldn't remember anything from about halfway through.\So... that means...\We can't go to the same school.\I'm sorry for breaking my promise.\Promise?\Wait! Suzuki-kun!\Leave him alone for now.\What was the promise? response:	Well, last year we decided to visit a university,
context: So... that means...\We can't go to the same school.\I'm sorry for breaking my promise.\Promise?\Wait! Suzuki-kun!\Leave him alone for now.\What was the promise?\Well, last year we decided to visit a university, response:	Suzuki-kun, where are you?
context: We can't go to the same school.\I'm sorry for breaking my promise.\Promise?\Wait! Suzuki-kun!\Leave him alone for now.\What was the promise?\Well, last year we decided to visit a university,\Suzuki-kun, where are you? response:	Oh, what a cute girl.
context: I'm sorry for breaking my promise.\Promise?\Wait! Suzuki-kun!\Leave him alone for now.\What was the promise?\Well, last year we decided to visit a university,\Suzuki-kun, where are you?\Oh, what a cute girl. response:	Wanna come have some fun with us? What year are you in?
context: Promise?\Wait! Suzuki-kun!\Leave him alone for now.\What was the promise?\Well, last year we decided to visit a university,\Suzuki-kun, where are you?\Oh, what a cute girl.\Wanna come have some fun with us? What year are you in? response:	Umm... I'm still a high school senior.
context: Wait! Suzuki-kun!\Leave him alone for now.\What was the promise?\Well, last year we decided to visit a university,\Suzuki-kun, where are you?\Oh, what a cute girl.\Wanna come have some fun with us? What year are you in?\Umm... I'm still a high school senior. response:	So are you going to apply here next year?
context: Leave him alone for now.\What was the promise?\Well, last year we decided to visit a university,\Suzuki-kun, where are you?\Oh, what a cute girl.\Wanna come have some fun with us? What year are you in?\Umm... I'm still a high school senior.\So are you going to apply here next year? response:	It'd be great having a cute girl like you come to our school.
context: What was the promise?\Well, last year we decided to visit a university,\Suzuki-kun, where are you?\Oh, what a cute girl.\Wanna come have some fun with us? What year are you in?\Umm... I'm still a high school senior.\So are you going to apply here next year?\It'd be great having a cute girl like you come to our school. response:	Tanaka-san!
context: Well, last year we decided to visit a university,\Suzuki-kun, where are you?\Oh, what a cute girl.\Wanna come have some fun with us? What year are you in?\Umm... I'm still a high school senior.\So are you going to apply here next year?\It'd be great having a cute girl like you come to our school.\Tanaka-san! response:	Suzuki-kun!
context: Suzuki-kun, where are you?\Oh, what a cute girl.\Wanna come have some fun with us? What year are you in?\Umm... I'm still a high school senior.\So are you going to apply here next year?\It'd be great having a cute girl like you come to our school.\Tanaka-san!\Suzuki-kun! response:	What? She's already got a guy?
context: Oh, what a cute girl.\Wanna come have some fun with us? What year are you in?\Umm... I'm still a high school senior.\So are you going to apply here next year?\It'd be great having a cute girl like you come to our school.\Tanaka-san!\Suzuki-kun!\What? She's already got a guy? response:	Too bad.
context: Wanna come have some fun with us? What year are you in?\Umm... I'm still a high school senior.\So are you going to apply here next year?\It'd be great having a cute girl like you come to our school.\Tanaka-san!\Suzuki-kun!\What? She's already got a guy?\Too bad. response:	College is scary.
context: Umm... I'm still a high school senior.\So are you going to apply here next year?\It'd be great having a cute girl like you come to our school.\Tanaka-san!\Suzuki-kun!\What? She's already got a guy?\Too bad.\College is scary. response:	Lots and lots of guys came and...
context: So are you going to apply here next year?\It'd be great having a cute girl like you come to our school.\Tanaka-san!\Suzuki-kun!\What? She's already got a guy?\Too bad.\College is scary.\Lots and lots of guys came and... response:	Tanaka-san...
context: It'd be great having a cute girl like you come to our school.\Tanaka-san!\Suzuki-kun!\What? She's already got a guy?\Too bad.\College is scary.\Lots and lots of guys came and...\Tanaka-san... response:	So many... There were so many...
context: Tanaka-san!\Suzuki-kun!\What? She's already got a guy?\Too bad.\College is scary.\Lots and lots of guys came and...\Tanaka-san...\So many... There were so many... response:	Who... Who am I?
context: Suzuki-kun!\What? She's already got a guy?\Too bad.\College is scary.\Lots and lots of guys came and...\Tanaka-san...\So many... There were so many...\Who... Who am I? response:	You'll be all right.
context: What? She's already got a guy?\Too bad.\College is scary.\Lots and lots of guys came and...\Tanaka-san...\So many... There were so many...\Who... Who am I?\You'll be all right. response:	I'll always be by your side, Tanaka-san.
context: Too bad.\College is scary.\Lots and lots of guys came and...\Tanaka-san...\So many... There were so many...\Who... Who am I?\You'll be all right.\I'll always be by your side, Tanaka-san. response:	Suzuki-kun...
context: College is scary.\Lots and lots of guys came and...\Tanaka-san...\So many... There were so many...\Who... Who am I?\You'll be all right.\I'll always be by your side, Tanaka-san.\Suzuki-kun... response:	So that's what happened.
context: Lots and lots of guys came and...\Tanaka-san...\So many... There were so many...\Who... Who am I?\You'll be all right.\I'll always be by your side, Tanaka-san.\Suzuki-kun...\So that's what happened. response:	What do you think I should do?
context: Tanaka-san...\So many... There were so many...\Who... Who am I?\You'll be all right.\I'll always be by your side, Tanaka-san.\Suzuki-kun...\So that's what happened.\What do you think I should do? response:	Chiharu-chan...
context: So many... There were so many...\Who... Who am I?\You'll be all right.\I'll always be by your side, Tanaka-san.\Suzuki-kun...\So that's what happened.\What do you think I should do?\Chiharu-chan... response:	Suzuki-kun...
context: Who... Who am I?\You'll be all right.\I'll always be by your side, Tanaka-san.\Suzuki-kun...\So that's what happened.\What do you think I should do?\Chiharu-chan...\Suzuki-kun... response:	I'm going to go to whichever school you go to, so do your best, okay?
context: You'll be all right.\I'll always be by your side, Tanaka-san.\Suzuki-kun...\So that's what happened.\What do you think I should do?\Chiharu-chan...\Suzuki-kun...\I'm going to go to whichever school you go to, so do your best, okay? response:	I know, I know...
context: I'll always be by your side, Tanaka-san.\Suzuki-kun...\So that's what happened.\What do you think I should do?\Chiharu-chan...\Suzuki-kun...\I'm going to go to whichever school you go to, so do your best, okay?\I know, I know... response:	What?
context: Suzuki-kun...\So that's what happened.\What do you think I should do?\Chiharu-chan...\Suzuki-kun...\I'm going to go to whichever school you go to, so do your best, okay?\I know, I know...\What? response:	Don't you get it?
context: So that's what happened.\What do you think I should do?\Chiharu-chan...\Suzuki-kun...\I'm going to go to whichever school you go to, so do your best, okay?\I know, I know...\What?\Don't you get it? response:	Get what?
context: What do you think I should do?\Chiharu-chan...\Suzuki-kun...\I'm going to go to whichever school you go to, so do your best, okay?\I know, I know...\What?\Don't you get it?\Get what? response:	So you're going to give up on your first-choice school?
context: Chiharu-chan...\Suzuki-kun...\I'm going to go to whichever school you go to, so do your best, okay?\I know, I know...\What?\Don't you get it?\Get what?\So you're going to give up on your first-choice school? response:	Yes. I want to be with you, Suzuki-kun.
context: Suzuki-kun...\I'm going to go to whichever school you go to, so do your best, okay?\I know, I know...\What?\Don't you get it?\Get what?\So you're going to give up on your first-choice school?\Yes. I want to be with you, Suzuki-kun. response:	I'm not confident.
context: I'm going to go to whichever school you go to, so do your best, okay?\I know, I know...\What?\Don't you get it?\Get what?\So you're going to give up on your first-choice school?\Yes. I want to be with you, Suzuki-kun.\I'm not confident. response:	Even if you lower yourself to my level and change your first choice university,
context: I know, I know...\What?\Don't you get it?\Get what?\So you're going to give up on your first-choice school?\Yes. I want to be with you, Suzuki-kun.\I'm not confident.\Even if you lower yourself to my level and change your first choice university, response:	What are you saying, Suzuki-kun?!
context: What?\Don't you get it?\Get what?\So you're going to give up on your first-choice school?\Yes. I want to be with you, Suzuki-kun.\I'm not confident.\Even if you lower yourself to my level and change your first choice university,\What are you saying, Suzuki-kun?! response:	When Chiharu-chan is willing to...
context: Don't you get it?\Get what?\So you're going to give up on your first-choice school?\Yes. I want to be with you, Suzuki-kun.\I'm not confident.\Even if you lower yourself to my level and change your first choice university,\What are you saying, Suzuki-kun?!\When Chiharu-chan is willing to... response:	Why? Why would you say such a thing?
context: Get what?\So you're going to give up on your first-choice school?\Yes. I want to be with you, Suzuki-kun.\I'm not confident.\Even if you lower yourself to my level and change your first choice university,\What are you saying, Suzuki-kun?!\When Chiharu-chan is willing to...\Why? Why would you say such a thing? response:	I couldn't keep my promise.
context: So you're going to give up on your first-choice school?\Yes. I want to be with you, Suzuki-kun.\I'm not confident.\Even if you lower yourself to my level and change your first choice university,\What are you saying, Suzuki-kun?!\When Chiharu-chan is willing to...\Why? Why would you say such a thing?\I couldn't keep my promise. response:	I'm sure there are other guys who could protect you at college in my place.
context: Yes. I want to be with you, Suzuki-kun.\I'm not confident.\Even if you lower yourself to my level and change your first choice university,\What are you saying, Suzuki-kun?!\When Chiharu-chan is willing to...\Why? Why would you say such a thing?\I couldn't keep my promise.\I'm sure there are other guys who could protect you at college in my place. response:	T-Tanaka-san!
context: I'm not confident.\Even if you lower yourself to my level and change your first choice university,\What are you saying, Suzuki-kun?!\When Chiharu-chan is willing to...\Why? Why would you say such a thing?\I couldn't keep my promise.\I'm sure there are other guys who could protect you at college in my place.\T-Tanaka-san! response:	Chi-Chiharu-chan that's dangerou
context: Even if you lower yourself to my level and change your first choice university,\What are you saying, Suzuki-kun?!\When Chiharu-chan is willing to...\Why? Why would you say such a thing?\I couldn't keep my promise.\I'm sure there are other guys who could protect you at college in my place.\T-Tanaka-san!\Chi-Chiharu-chan that's dangerou response:	Be quiet!
context: What are you saying, Suzuki-kun?!\When Chiharu-chan is willing to...\Why? Why would you say such a thing?\I couldn't keep my promise.\I'm sure there are other guys who could protect you at college in my place.\T-Tanaka-san!\Chi-Chiharu-chan that's dangerou\Be quiet! response:	Yes!
context: When Chiharu-chan is willing to...\Why? Why would you say such a thing?\I couldn't keep my promise.\I'm sure there are other guys who could protect you at college in my place.\T-Tanaka-san!\Chi-Chiharu-chan that's dangerou\Be quiet!\Yes! response:	I don't want to go to the same school just so you can protect me!
context: Why? Why would you say such a thing?\I couldn't keep my promise.\I'm sure there are other guys who could protect you at college in my place.\T-Tanaka-san!\Chi-Chiharu-chan that's dangerou\Be quiet!\Yes!\I don't want to go to the same school just so you can protect me! response:	I want to be with you!
context: I couldn't keep my promise.\I'm sure there are other guys who could protect you at college in my place.\T-Tanaka-san!\Chi-Chiharu-chan that's dangerou\Be quiet!\Yes!\I don't want to go to the same school just so you can protect me!\I want to be with you! response:	Tanaka-san...
context: I'm sure there are other guys who could protect you at college in my place.\T-Tanaka-san!\Chi-Chiharu-chan that's dangerou\Be quiet!\Yes!\I don't want to go to the same school just so you can protect me!\I want to be with you!\Tanaka-san... response:	And yet, you say I can replace you...
context: T-Tanaka-san!\Chi-Chiharu-chan that's dangerou\Be quiet!\Yes!\I don't want to go to the same school just so you can protect me!\I want to be with you!\Tanaka-san...\And yet, you say I can replace you... response:	Chiharu-chan!
context: Chi-Chiharu-chan that's dangerou\Be quiet!\Yes!\I don't want to go to the same school just so you can protect me!\I want to be with you!\Tanaka-san...\And yet, you say I can replace you...\Chiharu-chan! response:	Saying you're not confident...
context: Be quiet!\Yes!\I don't want to go to the same school just so you can protect me!\I want to be with you!\Tanaka-san...\And yet, you say I can replace you...\Chiharu-chan!\Saying you're not confident... response:	Suzuki-kun, you're an idiot!
context: Yes!\I don't want to go to the same school just so you can protect me!\I want to be with you!\Tanaka-san...\And yet, you say I can replace you...\Chiharu-chan!\Saying you're not confident...\Suzuki-kun, you're an idiot! response:	Ch-Chiharu-chan...
context: I don't want to go to the same school just so you can protect me!\I want to be with you!\Tanaka-san...\And yet, you say I can replace you...\Chiharu-chan!\Saying you're not confident...\Suzuki-kun, you're an idiot!\Ch-Chiharu-chan... response:	She got pretty angry, huh?
context: I want to be with you!\Tanaka-san...\And yet, you say I can replace you...\Chiharu-chan!\Saying you're not confident...\Suzuki-kun, you're an idiot!\Ch-Chiharu-chan...\She got pretty angry, huh? response:	She was really upset.
context: Tanaka-san...\And yet, you say I can replace you...\Chiharu-chan!\Saying you're not confident...\Suzuki-kun, you're an idiot!\Ch-Chiharu-chan...\She got pretty angry, huh?\She was really upset. response:	What are you going to do?
context: And yet, you say I can replace you...\Chiharu-chan!\Saying you're not confident...\Suzuki-kun, you're an idiot!\Ch-Chiharu-chan...\She got pretty angry, huh?\She was really upset.\What are you going to do? response:	What do you mean?
context: Chiharu-chan!\Saying you're not confident...\Suzuki-kun, you're an idiot!\Ch-Chiharu-chan...\She got pretty angry, huh?\She was really upset.\What are you going to do?\What do you mean? response:	Why does it have to be like this?
context: Saying you're not confident...\Suzuki-kun, you're an idiot!\Ch-Chiharu-chan...\She got pretty angry, huh?\She was really upset.\What are you going to do?\What do you mean?\Why does it have to be like this? response:	Can't you two just go to the same school?
context: Suzuki-kun, you're an idiot!\Ch-Chiharu-chan...\She got pretty angry, huh?\She was really upset.\What are you going to do?\What do you mean?\Why does it have to be like this?\Can't you two just go to the same school? response:	It's for her own good, and for my good too.
context: Ch-Chiharu-chan...\She got pretty angry, huh?\She was really upset.\What are you going to do?\What do you mean?\Why does it have to be like this?\Can't you two just go to the same school?\It's for her own good, and for my good too. response:	Oh, I see it. That book.
context: She got pretty angry, huh?\She was really upset.\What are you going to do?\What do you mean?\Why does it have to be like this?\Can't you two just go to the same school?\It's for her own good, and for my good too.\Oh, I see it. That book. response:	Thank you.
context: She was really upset.\What are you going to do?\What do you mean?\Why does it have to be like this?\Can't you two just go to the same school?\It's for her own good, and for my good too.\Oh, I see it. That book.\Thank you. response:	There's a literature professor who Tanaka-san really respects...
context: What are you going to do?\What do you mean?\Why does it have to be like this?\Can't you two just go to the same school?\It's for her own good, and for my good too.\Oh, I see it. That book.\Thank you.\There's a literature professor who Tanaka-san really respects... response:	So to give up her first choice school for my sake...
context: What do you mean?\Why does it have to be like this?\Can't you two just go to the same school?\It's for her own good, and for my good too.\Oh, I see it. That book.\Thank you.\There's a literature professor who Tanaka-san really respects...\So to give up her first choice school for my sake... response:	I think when she works out what she really wants to do in the future,
context: Why does it have to be like this?\Can't you two just go to the same school?\It's for her own good, and for my good too.\Oh, I see it. That book.\Thank you.\There's a literature professor who Tanaka-san really respects...\So to give up her first choice school for my sake...\I think when she works out what she really wants to do in the future, response:	I see.
context: Can't you two just go to the same school?\It's for her own good, and for my good too.\Oh, I see it. That book.\Thank you.\There's a literature professor who Tanaka-san really respects...\So to give up her first choice school for my sake...\I think when she works out what she really wants to do in the future,\I see. response:	I don't want that to happen.
context: It's for her own good, and for my good too.\Oh, I see it. That book.\Thank you.\There's a literature professor who Tanaka-san really respects...\So to give up her first choice school for my sake...\I think when she works out what she really wants to do in the future,\I see.\I don't want that to happen. response:	So you said those things deliberately, Suzuki-kun?
context: Oh, I see it. That book.\Thank you.\There's a literature professor who Tanaka-san really respects...\So to give up her first choice school for my sake...\I think when she works out what she really wants to do in the future,\I see.\I don't want that to happen.\So you said those things deliberately, Suzuki-kun? response:	Why'd you try to act cool like that?
context: Thank you.\There's a literature professor who Tanaka-san really respects...\So to give up her first choice school for my sake...\I think when she works out what she really wants to do in the future,\I see.\I don't want that to happen.\So you said those things deliberately, Suzuki-kun?\Why'd you try to act cool like that? response:	That's completely the wrong way to show her you care about her.
context: There's a literature professor who Tanaka-san really respects...\So to give up her first choice school for my sake...\I think when she works out what she really wants to do in the future,\I see.\I don't want that to happen.\So you said those things deliberately, Suzuki-kun?\Why'd you try to act cool like that?\That's completely the wrong way to show her you care about her. response:	Yeah! Why not just tell her the truth?
context: So to give up her first choice school for my sake...\I think when she works out what she really wants to do in the future,\I see.\I don't want that to happen.\So you said those things deliberately, Suzuki-kun?\Why'd you try to act cool like that?\That's completely the wrong way to show her you care about her.\Yeah! Why not just tell her the truth? response:	She would've been much happier that way.
context: I think when she works out what she really wants to do in the future,\I see.\I don't want that to happen.\So you said those things deliberately, Suzuki-kun?\Why'd you try to act cool like that?\That's completely the wrong way to show her you care about her.\Yeah! Why not just tell her the truth?\She would've been much happier that way. response:	Hurry up and go.
context: I see.\I don't want that to happen.\So you said those things deliberately, Suzuki-kun?\Why'd you try to act cool like that?\That's completely the wrong way to show her you care about her.\Yeah! Why not just tell her the truth?\She would've been much happier that way.\Hurry up and go. response:	Up here!
context: I don't want that to happen.\So you said those things deliberately, Suzuki-kun?\Why'd you try to act cool like that?\That's completely the wrong way to show her you care about her.\Yeah! Why not just tell her the truth?\She would've been much happier that way.\Hurry up and go.\Up here! response:	I'm sorry.
context: So you said those things deliberately, Suzuki-kun?\Why'd you try to act cool like that?\That's completely the wrong way to show her you care about her.\Yeah! Why not just tell her the truth?\She would've been much happier that way.\Hurry up and go.\Up here!\I'm sorry. response:	You were being considerate of me to that extent...
context: Why'd you try to act cool like that?\That's completely the wrong way to show her you care about her.\Yeah! Why not just tell her the truth?\She would've been much happier that way.\Hurry up and go.\Up here!\I'm sorry.\You were being considerate of me to that extent... response:	I never realized.
context: That's completely the wrong way to show her you care about her.\Yeah! Why not just tell her the truth?\She would've been much happier that way.\Hurry up and go.\Up here!\I'm sorry.\You were being considerate of me to that extent...\I never realized. response:	Tanaka-san...
context: Yeah! Why not just tell her the truth?\She would've been much happier that way.\Hurry up and go.\Up here!\I'm sorry.\You were being considerate of me to that extent...\I never realized.\Tanaka-san... response:	Yes?
context: She would've been much happier that way.\Hurry up and go.\Up here!\I'm sorry.\You were being considerate of me to that extent...\I never realized.\Tanaka-san...\Yes? response:	I'm going to keep studying, and get into the same school as you next year,
context: Hurry up and go.\Up here!\I'm sorry.\You were being considerate of me to that extent...\I never realized.\Tanaka-san...\Yes?\I'm going to keep studying, and get into the same school as you next year, response:	Of course.
context: Up here!\I'm sorry.\You were being considerate of me to that extent...\I never realized.\Tanaka-san...\Yes?\I'm going to keep studying, and get into the same school as you next year,\Of course. response:	Good for you, Chiharu-chan, Suzuki-kun.
context: I'm sorry.\You were being considerate of me to that extent...\I never realized.\Tanaka-san...\Yes?\I'm going to keep studying, and get into the same school as you next year,\Of course.\Good for you, Chiharu-chan, Suzuki-kun. response:	What's wrong? You've been sighing for a while now.
context: You were being considerate of me to that extent...\I never realized.\Tanaka-san...\Yes?\I'm going to keep studying, and get into the same school as you next year,\Of course.\Good for you, Chiharu-chan, Suzuki-kun.\What's wrong? You've been sighing for a while now. response:	What's the meaning of life?
context: I never realized.\Tanaka-san...\Yes?\I'm going to keep studying, and get into the same school as you next year,\Of course.\Good for you, Chiharu-chan, Suzuki-kun.\What's wrong? You've been sighing for a while now.\What's the meaning of life? response:	What was that?!
context: Tanaka-san...\Yes?\I'm going to keep studying, and get into the same school as you next year,\Of course.\Good for you, Chiharu-chan, Suzuki-kun.\What's wrong? You've been sighing for a while now.\What's the meaning of life?\What was that?! response:	Well I'm the only one who hasn't decided on anything!
context: Yes?\I'm going to keep studying, and get into the same school as you next year,\Of course.\Good for you, Chiharu-chan, Suzuki-kun.\What's wrong? You've been sighing for a while now.\What's the meaning of life?\What was that?!\Well I'm the only one who hasn't decided on anything! response:	Koizumi...
context: I'm going to keep studying, and get into the same school as you next year,\Of course.\Good for you, Chiharu-chan, Suzuki-kun.\What's wrong? You've been sighing for a while now.\What's the meaning of life?\What was that?!\Well I'm the only one who hasn't decided on anything!\Koizumi... response:	After watching those two today, I realized I really need to decide now,
context: Of course.\Good for you, Chiharu-chan, Suzuki-kun.\What's wrong? You've been sighing for a while now.\What's the meaning of life?\What was that?!\Well I'm the only one who hasn't decided on anything!\Koizumi...\After watching those two today, I realized I really need to decide now, response:	That's right. Work that brain of yours.
context: Good for you, Chiharu-chan, Suzuki-kun.\What's wrong? You've been sighing for a while now.\What's the meaning of life?\What was that?!\Well I'm the only one who hasn't decided on anything!\Koizumi...\After watching those two today, I realized I really need to decide now,\That's right. Work that brain of yours. response:	You'll need to get yours into gear too for your exam prep.
context: What's wrong? You've been sighing for a while now.\What's the meaning of life?\What was that?!\Well I'm the only one who hasn't decided on anything!\Koizumi...\After watching those two today, I realized I really need to decide now,\That's right. Work that brain of yours.\You'll need to get yours into gear too for your exam prep. response:	So time passed quickly,
context: What's the meaning of life?\What was that?!\Well I'm the only one who hasn't decided on anything!\Koizumi...\After watching those two today, I realized I really need to decide now,\That's right. Work that brain of yours.\You'll need to get yours into gear too for your exam prep.\So time passed quickly, response:	No good! What the heck am I thinking?!
context: What was that?!\Well I'm the only one who hasn't decided on anything!\Koizumi...\After watching those two today, I realized I really need to decide now,\That's right. Work that brain of yours.\You'll need to get yours into gear too for your exam prep.\So time passed quickly,\No good! What the heck am I thinking?! response:	I'm home.
context: Well I'm the only one who hasn't decided on anything!\Koizumi...\After watching those two today, I realized I really need to decide now,\That's right. Work that brain of yours.\You'll need to get yours into gear too for your exam prep.\So time passed quickly,\No good! What the heck am I thinking?!\I'm home. response:	Get out!
context: Koizumi...\After watching those two today, I realized I really need to decide now,\That's right. Work that brain of yours.\You'll need to get yours into gear too for your exam prep.\So time passed quickly,\No good! What the heck am I thinking?!\I'm home.\Get out! response:	Wh-What?
context: After watching those two today, I realized I really need to decide now,\That's right. Work that brain of yours.\You'll need to get yours into gear too for your exam prep.\So time passed quickly,\No good! What the heck am I thinking?!\I'm home.\Get out!\Wh-What? response:	This house has been infected by a level five virus.
context: That's right. Work that brain of yours.\You'll need to get yours into gear too for your exam prep.\So time passed quickly,\No good! What the heck am I thinking?!\I'm home.\Get out!\Wh-What?\This house has been infected by a level five virus. response:	Level...
context: You'll need to get yours into gear too for your exam prep.\So time passed quickly,\No good! What the heck am I thinking?!\I'm home.\Get out!\Wh-What?\This house has been infected by a level five virus.\Level... response:	What the heck is going on?! Open up!
context: So time passed quickly,\No good! What the heck am I thinking?!\I'm home.\Get out!\Wh-What?\This house has been infected by a level five virus.\Level...\What the heck is going on?! Open up! response:	It's influenza.
context: No good! What the heck am I thinking?!\I'm home.\Get out!\Wh-What?\This house has been infected by a level five virus.\Level...\What the heck is going on?! Open up!\It's influenza. response:	It's not just me.
context: I'm home.\Get out!\Wh-What?\This house has been infected by a level five virus.\Level...\What the heck is going on?! Open up!\It's influenza.\It's not just me. response:	Your father and sister are both feverish and sick, too.
context: Get out!\Wh-What?\This house has been infected by a level five virus.\Level...\What the heck is going on?! Open up!\It's influenza.\It's not just me.\Your father and sister are both feverish and sick, too. response:	This house is under quarantine.
context: Wh-What?\This house has been infected by a level five virus.\Level...\What the heck is going on?! Open up!\It's influenza.\It's not just me.\Your father and sister are both feverish and sick, too.\This house is under quarantine. response:	Quarantine?
context: This house has been infected by a level five virus.\Level...\What the heck is going on?! Open up!\It's influenza.\It's not just me.\Your father and sister are both feverish and sick, too.\This house is under quarantine.\Quarantine? response:	But what about me?!
context: Level...\What the heck is going on?! Open up!\It's influenza.\It's not just me.\Your father and sister are both feverish and sick, too.\This house is under quarantine.\Quarantine?\But what about me?! response:	I have an exam tomorrow!
context: What the heck is going on?! Open up!\It's influenza.\It's not just me.\Your father and sister are both feverish and sick, too.\This house is under quarantine.\Quarantine?\But what about me?!\I have an exam tomorrow! response:	Here.
context: It's influenza.\It's not just me.\Your father and sister are both feverish and sick, too.\This house is under quarantine.\Quarantine?\But what about me?!\I have an exam tomorrow!\Here. response:	Hurry. Take that and flee!
context: It's not just me.\Your father and sister are both feverish and sick, too.\This house is under quarantine.\Quarantine?\But what about me?!\I have an exam tomorrow!\Here.\Hurry. Take that and flee! response:	Go and stay at a healthy friend's house for the night.
context: Your father and sister are both feverish and sick, too.\This house is under quarantine.\Quarantine?\But what about me?!\I have an exam tomorrow!\Here.\Hurry. Take that and flee!\Go and stay at a healthy friend's house for the night. response:	This is crazy!
context: This house is under quarantine.\Quarantine?\But what about me?!\I have an exam tomorrow!\Here.\Hurry. Take that and flee!\Go and stay at a healthy friend's house for the night.\This is crazy! response:	Otani, I'm praying for you.
context: Quarantine?\But what about me?!\I have an exam tomorrow!\Here.\Hurry. Take that and flee!\Go and stay at a healthy friend's house for the night.\This is crazy!\Otani, I'm praying for you. response:	Hey, wait... I have an exam tomorrow.
context: But what about me?!\I have an exam tomorrow!\Here.\Hurry. Take that and flee!\Go and stay at a healthy friend's house for the night.\This is crazy!\Otani, I'm praying for you.\Hey, wait... I have an exam tomorrow. response:	Why is this happening to me?
context: I have an exam tomorrow!\Here.\Hurry. Take that and flee!\Go and stay at a healthy friend's house for the night.\This is crazy!\Otani, I'm praying for you.\Hey, wait... I have an exam tomorrow.\Why is this happening to me? response:	You've got to be kidding!
context: Here.\Hurry. Take that and flee!\Go and stay at a healthy friend's house for the night.\This is crazy!\Otani, I'm praying for you.\Hey, wait... I have an exam tomorrow.\Why is this happening to me?\You've got to be kidding! response:	Do your best in the exams!
context: Hurry. Take that and flee!\Go and stay at a healthy friend's house for the night.\This is crazy!\Otani, I'm praying for you.\Hey, wait... I have an exam tomorrow.\Why is this happening to me?\You've got to be kidding!\Do your best in the exams! response:	But it's already time for graduation!
