context: Sensei! response:	What's up?
context: Maybe I shouldn't have said that...\I hope no one's figured out my connection with demi-humans.\Someone suspicious?\Yeah.\What was he like?\Well, he was huge, like a bear...\A bear?\And he had shaggy hair... response:	Shaggy?
context: I hope no one's figured out my connection with demi-humans.\Someone suspicious?\Yeah.\What was he like?\Well, he was huge, like a bear...\A bear?\And he had shaggy hair...\Shaggy? response:	And he had eyes like a beast, targeting its prey!
context: Someone suspicious?\Yeah.\What was he like?\Well, he was huge, like a bear...\A bear?\And he had shaggy hair...\Shaggy?\And he had eyes like a beast, targeting its prey! response:	I can't picture anything but a bear.
context: Yeah.\What was he like?\Well, he was huge, like a bear...\A bear?\And he had shaggy hair...\Shaggy?\And he had eyes like a beast, targeting its prey!\I can't picture anything but a bear. response:	But it looks like I was wrong.
context: What was he like?\Well, he was huge, like a bear...\A bear?\And he had shaggy hair...\Shaggy?\And he had eyes like a beast, targeting its prey!\I can't picture anything but a bear.\But it looks like I was wrong. response:	Sorry, Sakki!
context: Well, he was huge, like a bear...\A bear?\And he had shaggy hair...\Shaggy?\And he had eyes like a beast, targeting its prey!\I can't picture anything but a bear.\But it looks like I was wrong.\Sorry, Sakki! response:	Wait, you aren't her.
context: A bear?\And he had shaggy hair...\Shaggy?\And he had eyes like a beast, targeting its prey!\I can't picture anything but a bear.\But it looks like I was wrong.\Sorry, Sakki!\Wait, you aren't her. response:	I'm sorry.
context: And he had shaggy hair...\Shaggy?\And he had eyes like a beast, targeting its prey!\I can't picture anything but a bear.\But it looks like I was wrong.\Sorry, Sakki!\Wait, you aren't her.\I'm sorry. response:	It's that demi-human.
context: Shaggy?\And he had eyes like a beast, targeting its prey!\I can't picture anything but a bear.\But it looks like I was wrong.\Sorry, Sakki!\Wait, you aren't her.\I'm sorry.\It's that demi-human. response:	You're a foreigner?
context: And he had eyes like a beast, targeting its prey!\I can't picture anything but a bear.\But it looks like I was wrong.\Sorry, Sakki!\Wait, you aren't her.\I'm sorry.\It's that demi-human.\You're a foreigner? response:	Uh, yes.
context: I can't picture anything but a bear.\But it looks like I was wrong.\Sorry, Sakki!\Wait, you aren't her.\I'm sorry.\It's that demi-human.\You're a foreigner?\Uh, yes. response:	We never see foreigners at this school!
context: But it looks like I was wrong.\Sorry, Sakki!\Wait, you aren't her.\I'm sorry.\It's that demi-human.\You're a foreigner?\Uh, yes.\We never see foreigners at this school! response:	You're even blond!
context: Sorry, Sakki!\Wait, you aren't her.\I'm sorry.\It's that demi-human.\You're a foreigner?\Uh, yes.\We never see foreigners at this school!\You're even blond! response:	That's right. They're very uncommon here.
context: Wait, you aren't her.\I'm sorry.\It's that demi-human.\You're a foreigner?\Uh, yes.\We never see foreigners at this school!\You're even blond!\That's right. They're very uncommon here. response:	So are we.
context: I'm sorry.\It's that demi-human.\You're a foreigner?\Uh, yes.\We never see foreigners at this school!\You're even blond!\That's right. They're very uncommon here.\So are we. response:	Oh, right!
context: It's that demi-human.\You're a foreigner?\Uh, yes.\We never see foreigners at this school!\You're even blond!\That's right. They're very uncommon here.\So are we.\Oh, right! response:	Huh? Your uniform's different, though.
context: You're a foreigner?\Uh, yes.\We never see foreigners at this school!\You're even blond!\That's right. They're very uncommon here.\So are we.\Oh, right!\Huh? Your uniform's different, though. response:	Gulp!
context: Uh, yes.\We never see foreigners at this school!\You're even blond!\That's right. They're very uncommon here.\So are we.\Oh, right!\Huh? Your uniform's different, though.\Gulp! response:	Oh, I get it! You're transferring here?
context: We never see foreigners at this school!\You're even blond!\That's right. They're very uncommon here.\So are we.\Oh, right!\Huh? Your uniform's different, though.\Gulp!\Oh, I get it! You're transferring here? response:	Th-Th-Th-That's right.
context: You're even blond!\That's right. They're very uncommon here.\So are we.\Oh, right!\Huh? Your uniform's different, though.\Gulp!\Oh, I get it! You're transferring here?\Th-Th-Th-That's right. response:	W-Well, bye!
context: That's right. They're very uncommon here.\So are we.\Oh, right!\Huh? Your uniform's different, though.\Gulp!\Oh, I get it! You're transferring here?\Th-Th-Th-That's right.\W-Well, bye! response:	Doesn't look like he's transferring here.
context: So are we.\Oh, right!\Huh? Your uniform's different, though.\Gulp!\Oh, I get it! You're transferring here?\Th-Th-Th-That's right.\W-Well, bye!\Doesn't look like he's transferring here. response:	Really?
context: Oh, right!\Huh? Your uniform's different, though.\Gulp!\Oh, I get it! You're transferring here?\Th-Th-Th-That's right.\W-Well, bye!\Doesn't look like he's transferring here.\Really? response:	Why did I mistake him for Sakki?
context: Huh? Your uniform's different, though.\Gulp!\Oh, I get it! You're transferring here?\Th-Th-Th-That's right.\W-Well, bye!\Doesn't look like he's transferring here.\Really?\Why did I mistake him for Sakki? response:	He's a boy, for one thing...
context: Gulp!\Oh, I get it! You're transferring here?\Th-Th-Th-That's right.\W-Well, bye!\Doesn't look like he's transferring here.\Really?\Why did I mistake him for Sakki?\He's a boy, for one thing... response:	He was acting a little suspicious.
context: Oh, I get it! You're transferring here?\Th-Th-Th-That's right.\W-Well, bye!\Doesn't look like he's transferring here.\Really?\Why did I mistake him for Sakki?\He's a boy, for one thing...\He was acting a little suspicious. response:	Was he?
context: Th-Th-Th-That's right.\W-Well, bye!\Doesn't look like he's transferring here.\Really?\Why did I mistake him for Sakki?\He's a boy, for one thing...\He was acting a little suspicious.\Was he? response:	That was too close.
context: W-Well, bye!\Doesn't look like he's transferring here.\Really?\Why did I mistake him for Sakki?\He's a boy, for one thing...\He was acting a little suspicious.\Was he?\That was too close. response:	I think they almost started to suspect me.
context: Doesn't look like he's transferring here.\Really?\Why did I mistake him for Sakki?\He's a boy, for one thing...\He was acting a little suspicious.\Was he?\That was too close.\I think they almost started to suspect me. response:	Look at this!
context: Really?\Why did I mistake him for Sakki?\He's a boy, for one thing...\He was acting a little suspicious.\Was he?\That was too close.\I think they almost started to suspect me.\Look at this! response:	Th-This is...
context: Why did I mistake him for Sakki?\He's a boy, for one thing...\He was acting a little suspicious.\Was he?\That was too close.\I think they almost started to suspect me.\Look at this!\Th-This is... response:	Right?
context: He's a boy, for one thing...\He was acting a little suspicious.\Was he?\That was too close.\I think they almost started to suspect me.\Look at this!\Th-This is...\Right? response:	Sexy, right?
context: He was acting a little suspicious.\Was he?\That was too close.\I think they almost started to suspect me.\Look at this!\Th-This is...\Right?\Sexy, right? response:	Yeah...
context: Was he?\That was too close.\I think they almost started to suspect me.\Look at this!\Th-This is...\Right?\Sexy, right?\Yeah... response:	But, Satake, isn't this peeping?
context: That was too close.\I think they almost started to suspect me.\Look at this!\Th-This is...\Right?\Sexy, right?\Yeah...\But, Satake, isn't this peeping? response:	Calling it a dirty trick is an understatement.
context: I think they almost started to suspect me.\Look at this!\Th-This is...\Right?\Sexy, right?\Yeah...\But, Satake, isn't this peeping?\Calling it a dirty trick is an understatement. response:	Shut up!
context: Look at this!\Th-This is...\Right?\Sexy, right?\Yeah...\But, Satake, isn't this peeping?\Calling it a dirty trick is an understatement.\Shut up! response:	The picture is sexy enough,
context: Th-This is...\Right?\Sexy, right?\Yeah...\But, Satake, isn't this peeping?\Calling it a dirty trick is an understatement.\Shut up!\The picture is sexy enough, response:	but the real thing was even more intense!
context: Right?\Sexy, right?\Yeah...\But, Satake, isn't this peeping?\Calling it a dirty trick is an understatement.\Shut up!\The picture is sexy enough,\but the real thing was even more intense! response:	Being hit by a succubus's... pheromones? I couldn't help it!
context: Sexy, right?\Yeah...\But, Satake, isn't this peeping?\Calling it a dirty trick is an understatement.\Shut up!\The picture is sexy enough,\but the real thing was even more intense!\Being hit by a succubus's... pheromones? I couldn't help it! response:	I kind of get how you feel, but...
context: Yeah...\But, Satake, isn't this peeping?\Calling it a dirty trick is an understatement.\Shut up!\The picture is sexy enough,\but the real thing was even more intense!\Being hit by a succubus's... pheromones? I couldn't help it!\I kind of get how you feel, but... response:	Don't look at Sakie-sensei with such lascivious eyes!
context: But, Satake, isn't this peeping?\Calling it a dirty trick is an understatement.\Shut up!\The picture is sexy enough,\but the real thing was even more intense!\Being hit by a succubus's... pheromones? I couldn't help it!\I kind of get how you feel, but...\Don't look at Sakie-sensei with such lascivious eyes! response:	Wha?
context: Calling it a dirty trick is an understatement.\Shut up!\The picture is sexy enough,\but the real thing was even more intense!\Being hit by a succubus's... pheromones? I couldn't help it!\I kind of get how you feel, but...\Don't look at Sakie-sensei with such lascivious eyes!\Wha? response:	Who are you?
context: Shut up!\The picture is sexy enough,\but the real thing was even more intense!\Being hit by a succubus's... pheromones? I couldn't help it!\I kind of get how you feel, but...\Don't look at Sakie-sensei with such lascivious eyes!\Wha?\Who are you? response:	I'm a passing pol
context: The picture is sexy enough,\but the real thing was even more intense!\Being hit by a succubus's... pheromones? I couldn't help it!\I kind of get how you feel, but...\Don't look at Sakie-sensei with such lascivious eyes!\Wha?\Who are you?\I'm a passing pol response:	A passerby!
context: but the real thing was even more intense!\Being hit by a succubus's... pheromones? I couldn't help it!\I kind of get how you feel, but...\Don't look at Sakie-sensei with such lascivious eyes!\Wha?\Who are you?\I'm a passing pol\A passerby! response:	I meant specifically!
context: Being hit by a succubus's... pheromones? I couldn't help it!\I kind of get how you feel, but...\Don't look at Sakie-sensei with such lascivious eyes!\Wha?\Who are you?\I'm a passing pol\A passerby!\I meant specifically! response:	You took this... in secret, didn't you?
context: I kind of get how you feel, but...\Don't look at Sakie-sensei with such lascivious eyes!\Wha?\Who are you?\I'm a passing pol\A passerby!\I meant specifically!\You took this... in secret, didn't you? response:	How cowardly!
context: Don't look at Sakie-sensei with such lascivious eyes!\Wha?\Who are you?\I'm a passing pol\A passerby!\I meant specifically!\You took this... in secret, didn't you?\How cowardly! response:	As a man, aren't you ashamed to do things like this?
context: Wha?\Who are you?\I'm a passing pol\A passerby!\I meant specifically!\You took this... in secret, didn't you?\How cowardly!\As a man, aren't you ashamed to do things like this? response:	You heard him.
context: Who are you?\I'm a passing pol\A passerby!\I meant specifically!\You took this... in secret, didn't you?\How cowardly!\As a man, aren't you ashamed to do things like this?\You heard him. response:	I do think what I did was pretty low.
context: I'm a passing pol\A passerby!\I meant specifically!\You took this... in secret, didn't you?\How cowardly!\As a man, aren't you ashamed to do things like this?\You heard him.\I do think what I did was pretty low. response:	But I'm a high school kid!
context: A passerby!\I meant specifically!\You took this... in secret, didn't you?\How cowardly!\As a man, aren't you ashamed to do things like this?\You heard him.\I do think what I did was pretty low.\But I'm a high school kid! response:	I'm a healthy adolescent!
context: I meant specifically!\You took this... in secret, didn't you?\How cowardly!\As a man, aren't you ashamed to do things like this?\You heard him.\I do think what I did was pretty low.\But I'm a high school kid!\I'm a healthy adolescent! response:	With a succubus like Satou-chan as a teacher,
context: You took this... in secret, didn't you?\How cowardly!\As a man, aren't you ashamed to do things like this?\You heard him.\I do think what I did was pretty low.\But I'm a high school kid!\I'm a healthy adolescent!\With a succubus like Satou-chan as a teacher, response:	it's weirder to tell me not to take interest!
context: How cowardly!\As a man, aren't you ashamed to do things like this?\You heard him.\I do think what I did was pretty low.\But I'm a high school kid!\I'm a healthy adolescent!\With a succubus like Satou-chan as a teacher,\it's weirder to tell me not to take interest! response:	Is it because she's a succubus?
context: As a man, aren't you ashamed to do things like this?\You heard him.\I do think what I did was pretty low.\But I'm a high school kid!\I'm a healthy adolescent!\With a succubus like Satou-chan as a teacher,\it's weirder to tell me not to take interest!\Is it because she's a succubus? response:	Are you interested in Sakie-sensei because she's a succubus?
context: You heard him.\I do think what I did was pretty low.\But I'm a high school kid!\I'm a healthy adolescent!\With a succubus like Satou-chan as a teacher,\it's weirder to tell me not to take interest!\Is it because she's a succubus?\Are you interested in Sakie-sensei because she's a succubus? response:	My taking that picture might have had something to do with that.
context: I do think what I did was pretty low.\But I'm a high school kid!\I'm a healthy adolescent!\With a succubus like Satou-chan as a teacher,\it's weirder to tell me not to take interest!\Is it because she's a succubus?\Are you interested in Sakie-sensei because she's a succubus?\My taking that picture might have had something to do with that. response:	But even if she weren't a succubus,
context: But I'm a high school kid!\I'm a healthy adolescent!\With a succubus like Satou-chan as a teacher,\it's weirder to tell me not to take interest!\Is it because she's a succubus?\Are you interested in Sakie-sensei because she's a succubus?\My taking that picture might have had something to do with that.\But even if she weren't a succubus, response:	I still think Satou-chan is cute!
context: I'm a healthy adolescent!\With a succubus like Satou-chan as a teacher,\it's weirder to tell me not to take interest!\Is it because she's a succubus?\Are you interested in Sakie-sensei because she's a succubus?\My taking that picture might have had something to do with that.\But even if she weren't a succubus,\I still think Satou-chan is cute! response:	I know that's kind of shady!
context: With a succubus like Satou-chan as a teacher,\it's weirder to tell me not to take interest!\Is it because she's a succubus?\Are you interested in Sakie-sensei because she's a succubus?\My taking that picture might have had something to do with that.\But even if she weren't a succubus,\I still think Satou-chan is cute!\I know that's kind of shady! response:	Good answer.
context: it's weirder to tell me not to take interest!\Is it because she's a succubus?\Are you interested in Sakie-sensei because she's a succubus?\My taking that picture might have had something to do with that.\But even if she weren't a succubus,\I still think Satou-chan is cute!\I know that's kind of shady!\Good answer. response:	Try not to forget that feeling.
context: Is it because she's a succubus?\Are you interested in Sakie-sensei because she's a succubus?\My taking that picture might have had something to do with that.\But even if she weren't a succubus,\I still think Satou-chan is cute!\I know that's kind of shady!\Good answer.\Try not to forget that feeling. response:	Just this once, I'll give you permission to keep that photo.
context: Are you interested in Sakie-sensei because she's a succubus?\My taking that picture might have had something to do with that.\But even if she weren't a succubus,\I still think Satou-chan is cute!\I know that's kind of shady!\Good answer.\Try not to forget that feeling.\Just this once, I'll give you permission to keep that photo. response:	What was that about? He sure was weird.
context: My taking that picture might have had something to do with that.\But even if she weren't a succubus,\I still think Satou-chan is cute!\I know that's kind of shady!\Good answer.\Try not to forget that feeling.\Just this once, I'll give you permission to keep that photo.\What was that about? He sure was weird. response:	I think you were pretty weird, too.
context: But even if she weren't a succubus,\I still think Satou-chan is cute!\I know that's kind of shady!\Good answer.\Try not to forget that feeling.\Just this once, I'll give you permission to keep that photo.\What was that about? He sure was weird.\I think you were pretty weird, too. response:	Anyway, where did Ugaki-san go?
context: I still think Satou-chan is cute!\I know that's kind of shady!\Good answer.\Try not to forget that feeling.\Just this once, I'll give you permission to keep that photo.\What was that about? He sure was weird.\I think you were pretty weird, too.\Anyway, where did Ugaki-san go? response:	Smoking Room
context: I know that's kind of shady!\Good answer.\Try not to forget that feeling.\Just this once, I'll give you permission to keep that photo.\What was that about? He sure was weird.\I think you were pretty weird, too.\Anyway, where did Ugaki-san go?\Smoking Room response:	That's delicious...
context: Good answer.\Try not to forget that feeling.\Just this once, I'll give you permission to keep that photo.\What was that about? He sure was weird.\I think you were pretty weird, too.\Anyway, where did Ugaki-san go?\Smoking Room\That's delicious... response:	Hello.
context: Try not to forget that feeling.\Just this once, I'll give you permission to keep that photo.\What was that about? He sure was weird.\I think you were pretty weird, too.\Anyway, where did Ugaki-san go?\Smoking Room\That's delicious...\Hello. response:	Hello... Uh...
context: Just this once, I'll give you permission to keep that photo.\What was that about? He sure was weird.\I think you were pretty weird, too.\Anyway, where did Ugaki-san go?\Smoking Room\That's delicious...\Hello.\Hello... Uh... response:	Oh, my name is Takahashi.
context: What was that about? He sure was weird.\I think you were pretty weird, too.\Anyway, where did Ugaki-san go?\Smoking Room\That's delicious...\Hello.\Hello... Uh...\Oh, my name is Takahashi. response:	I'm Ugaki. Nice to meet you.
context: I think you were pretty weird, too.\Anyway, where did Ugaki-san go?\Smoking Room\That's delicious...\Hello.\Hello... Uh...\Oh, my name is Takahashi.\I'm Ugaki. Nice to meet you. response:	Nice to meet you, Ugaki-san.
context: Anyway, where did Ugaki-san go?\Smoking Room\That's delicious...\Hello.\Hello... Uh...\Oh, my name is Takahashi.\I'm Ugaki. Nice to meet you.\Nice to meet you, Ugaki-san. response:	Here.
context: Smoking Room\That's delicious...\Hello.\Hello... Uh...\Oh, my name is Takahashi.\I'm Ugaki. Nice to meet you.\Nice to meet you, Ugaki-san.\Here. response:	Thanks.
context: That's delicious...\Hello.\Hello... Uh...\Oh, my name is Takahashi.\I'm Ugaki. Nice to meet you.\Nice to meet you, Ugaki-san.\Here.\Thanks. response:	Don't mention it.
context: Hello.\Hello... Uh...\Oh, my name is Takahashi.\I'm Ugaki. Nice to meet you.\Nice to meet you, Ugaki-san.\Here.\Thanks.\Don't mention it. response:	Anyway, so you smoke, huh?
context: Hello... Uh...\Oh, my name is Takahashi.\I'm Ugaki. Nice to meet you.\Nice to meet you, Ugaki-san.\Here.\Thanks.\Don't mention it.\Anyway, so you smoke, huh? response:	Yes, occasionally.
context: Oh, my name is Takahashi.\I'm Ugaki. Nice to meet you.\Nice to meet you, Ugaki-san.\Here.\Thanks.\Don't mention it.\Anyway, so you smoke, huh?\Yes, occasionally. response:	Occasionally, eh? How often is that?
context: I'm Ugaki. Nice to meet you.\Nice to meet you, Ugaki-san.\Here.\Thanks.\Don't mention it.\Anyway, so you smoke, huh?\Yes, occasionally.\Occasionally, eh? How often is that? response:	I guess it's been about two years.
context: Nice to meet you, Ugaki-san.\Here.\Thanks.\Don't mention it.\Anyway, so you smoke, huh?\Yes, occasionally.\Occasionally, eh? How often is that?\I guess it's been about two years. response:	That's a little too occasional.
context: Here.\Thanks.\Don't mention it.\Anyway, so you smoke, huh?\Yes, occasionally.\Occasionally, eh? How often is that?\I guess it's been about two years.\That's a little too occasional. response:	What made you suddenly decide to smoke today?
context: Thanks.\Don't mention it.\Anyway, so you smoke, huh?\Yes, occasionally.\Occasionally, eh? How often is that?\I guess it's been about two years.\That's a little too occasional.\What made you suddenly decide to smoke today? response:	Is today special?
context: Don't mention it.\Anyway, so you smoke, huh?\Yes, occasionally.\Occasionally, eh? How often is that?\I guess it's been about two years.\That's a little too occasional.\What made you suddenly decide to smoke today?\Is today special? response:	Huh? Me?
context: Anyway, so you smoke, huh?\Yes, occasionally.\Occasionally, eh? How often is that?\I guess it's been about two years.\That's a little too occasional.\What made you suddenly decide to smoke today?\Is today special?\Huh? Me? response:	Yeah.
context: Yes, occasionally.\Occasionally, eh? How often is that?\I guess it's been about two years.\That's a little too occasional.\What made you suddenly decide to smoke today?\Is today special?\Huh? Me?\Yeah. response:	I heard your work involves demi-humans.
context: Occasionally, eh? How often is that?\I guess it's been about two years.\That's a little too occasional.\What made you suddenly decide to smoke today?\Is today special?\Huh? Me?\Yeah.\I heard your work involves demi-humans. response:	Who told you that?
context: I guess it's been about two years.\That's a little too occasional.\What made you suddenly decide to smoke today?\Is today special?\Huh? Me?\Yeah.\I heard your work involves demi-humans.\Who told you that? response:	Was it Kurtz?
context: That's a little too occasional.\What made you suddenly decide to smoke today?\Is today special?\Huh? Me?\Yeah.\I heard your work involves demi-humans.\Who told you that?\Was it Kurtz? response:	Yes, sort of.
context: What made you suddenly decide to smoke today?\Is today special?\Huh? Me?\Yeah.\I heard your work involves demi-humans.\Who told you that?\Was it Kurtz?\Yes, sort of. response:	That idiot!
context: Is today special?\Huh? Me?\Yeah.\I heard your work involves demi-humans.\Who told you that?\Was it Kurtz?\Yes, sort of.\That idiot! response:	Well, it's nothing worth hiding, I guess.
context: Huh? Me?\Yeah.\I heard your work involves demi-humans.\Who told you that?\Was it Kurtz?\Yes, sort of.\That idiot!\Well, it's nothing worth hiding, I guess. response:	Kurtz and I work for what's called the Demi-human Division.
context: Yeah.\I heard your work involves demi-humans.\Who told you that?\Was it Kurtz?\Yes, sort of.\That idiot!\Well, it's nothing worth hiding, I guess.\Kurtz and I work for what's called the Demi-human Division. response:	Oh! You're policemen from the Demi-human Division?
context: I heard your work involves demi-humans.\Who told you that?\Was it Kurtz?\Yes, sort of.\That idiot!\Well, it's nothing worth hiding, I guess.\Kurtz and I work for what's called the Demi-human Division.\Oh! You're policemen from the Demi-human Division? response:	I've never met one before!
context: Who told you that?\Was it Kurtz?\Yes, sort of.\That idiot!\Well, it's nothing worth hiding, I guess.\Kurtz and I work for what's called the Demi-human Division.\Oh! You're policemen from the Demi-human Division?\I've never met one before! response:	Well, there aren't many demi-humans,
context: Was it Kurtz?\Yes, sort of.\That idiot!\Well, it's nothing worth hiding, I guess.\Kurtz and I work for what's called the Demi-human Division.\Oh! You're policemen from the Demi-human Division?\I've never met one before!\Well, there aren't many demi-humans, response:	which means incidents involving them are even rarer, right?
context: Yes, sort of.\That idiot!\Well, it's nothing worth hiding, I guess.\Kurtz and I work for what's called the Demi-human Division.\Oh! You're policemen from the Demi-human Division?\I've never met one before!\Well, there aren't many demi-humans,\which means incidents involving them are even rarer, right? response:	Then, what kind of work do you do?
context: That idiot!\Well, it's nothing worth hiding, I guess.\Kurtz and I work for what's called the Demi-human Division.\Oh! You're policemen from the Demi-human Division?\I've never met one before!\Well, there aren't many demi-humans,\which means incidents involving them are even rarer, right?\Then, what kind of work do you do? response:	My work has nothing to do with demi-humans at all.
context: Well, it's nothing worth hiding, I guess.\Kurtz and I work for what's called the Demi-human Division.\Oh! You're policemen from the Demi-human Division?\I've never met one before!\Well, there aren't many demi-humans,\which means incidents involving them are even rarer, right?\Then, what kind of work do you do?\My work has nothing to do with demi-humans at all. response:	Huh?
context: Kurtz and I work for what's called the Demi-human Division.\Oh! You're policemen from the Demi-human Division?\I've never met one before!\Well, there aren't many demi-humans,\which means incidents involving them are even rarer, right?\Then, what kind of work do you do?\My work has nothing to do with demi-humans at all.\Huh? response:	What kind of expression is that?
context: Oh! You're policemen from the Demi-human Division?\I've never met one before!\Well, there aren't many demi-humans,\which means incidents involving them are even rarer, right?\Then, what kind of work do you do?\My work has nothing to do with demi-humans at all.\Huh?\What kind of expression is that? response:	Though, back in the day, I was pretty busy...
context: I've never met one before!\Well, there aren't many demi-humans,\which means incidents involving them are even rarer, right?\Then, what kind of work do you do?\My work has nothing to do with demi-humans at all.\Huh?\What kind of expression is that?\Though, back in the day, I was pretty busy... response:	The world used to be a lot harsher toward demi-humans.
context: Well, there aren't many demi-humans,\which means incidents involving them are even rarer, right?\Then, what kind of work do you do?\My work has nothing to do with demi-humans at all.\Huh?\What kind of expression is that?\Though, back in the day, I was pretty busy...\The world used to be a lot harsher toward demi-humans. response:	Since they had it rough both socially and psychologically,
context: which means incidents involving them are even rarer, right?\Then, what kind of work do you do?\My work has nothing to do with demi-humans at all.\Huh?\What kind of expression is that?\Though, back in the day, I was pretty busy...\The world used to be a lot harsher toward demi-humans.\Since they had it rough both socially and psychologically, response:	we'd often see demi-humans causing problems.
context: Then, what kind of work do you do?\My work has nothing to do with demi-humans at all.\Huh?\What kind of expression is that?\Though, back in the day, I was pretty busy...\The world used to be a lot harsher toward demi-humans.\Since they had it rough both socially and psychologically,\we'd often see demi-humans causing problems. response:	But lately, you never hear of that happening.
context: My work has nothing to do with demi-humans at all.\Huh?\What kind of expression is that?\Though, back in the day, I was pretty busy...\The world used to be a lot harsher toward demi-humans.\Since they had it rough both socially and psychologically,\we'd often see demi-humans causing problems.\But lately, you never hear of that happening. response:	Because the government took action?
context: Huh?\What kind of expression is that?\Though, back in the day, I was pretty busy...\The world used to be a lot harsher toward demi-humans.\Since they had it rough both socially and psychologically,\we'd often see demi-humans causing problems.\But lately, you never hear of that happening.\Because the government took action? response:	The guarantee system?
context: What kind of expression is that?\Though, back in the day, I was pretty busy...\The world used to be a lot harsher toward demi-humans.\Since they had it rough both socially and psychologically,\we'd often see demi-humans causing problems.\But lately, you never hear of that happening.\Because the government took action?\The guarantee system? response:	That's probably part of it,
context: Though, back in the day, I was pretty busy...\The world used to be a lot harsher toward demi-humans.\Since they had it rough both socially and psychologically,\we'd often see demi-humans causing problems.\But lately, you never hear of that happening.\Because the government took action?\The guarantee system?\That's probably part of it, response:	but as a whole, society sort of mellowed out.
context: The world used to be a lot harsher toward demi-humans.\Since they had it rough both socially and psychologically,\we'd often see demi-humans causing problems.\But lately, you never hear of that happening.\Because the government took action?\The guarantee system?\That's probably part of it,\but as a whole, society sort of mellowed out. response:	I realized that again today.
context: Since they had it rough both socially and psychologically,\we'd often see demi-humans causing problems.\But lately, you never hear of that happening.\Because the government took action?\The guarantee system?\That's probably part of it,\but as a whole, society sort of mellowed out.\I realized that again today. response:	Today?
context: we'd often see demi-humans causing problems.\But lately, you never hear of that happening.\Because the government took action?\The guarantee system?\That's probably part of it,\but as a whole, society sort of mellowed out.\I realized that again today.\Today? response:	This school has three demi-human students, right?
context: But lately, you never hear of that happening.\Because the government took action?\The guarantee system?\That's probably part of it,\but as a whole, society sort of mellowed out.\I realized that again today.\Today?\This school has three demi-human students, right? response:	I haven't heard any bad rumors,
context: Because the government took action?\The guarantee system?\That's probably part of it,\but as a whole, society sort of mellowed out.\I realized that again today.\Today?\This school has three demi-human students, right?\I haven't heard any bad rumors, response:	but a part of me was scared to look into it.
context: The guarantee system?\That's probably part of it,\but as a whole, society sort of mellowed out.\I realized that again today.\Today?\This school has three demi-human students, right?\I haven't heard any bad rumors,\but a part of me was scared to look into it. response:	But once I actually did, I was surprised by what I found.
context: That's probably part of it,\but as a whole, society sort of mellowed out.\I realized that again today.\Today?\This school has three demi-human students, right?\I haven't heard any bad rumors,\but a part of me was scared to look into it.\But once I actually did, I was surprised by what I found. response:	They look like they're having a great time.
context: but as a whole, society sort of mellowed out.\I realized that again today.\Today?\This school has three demi-human students, right?\I haven't heard any bad rumors,\but a part of me was scared to look into it.\But once I actually did, I was surprised by what I found.\They look like they're having a great time. response:	It almost made me want to cry.
context: I realized that again today.\Today?\This school has three demi-human students, right?\I haven't heard any bad rumors,\but a part of me was scared to look into it.\But once I actually did, I was surprised by what I found.\They look like they're having a great time.\It almost made me want to cry. response:	I started to think the world's heading in a good direction.
context: Today?\This school has three demi-human students, right?\I haven't heard any bad rumors,\but a part of me was scared to look into it.\But once I actually did, I was surprised by what I found.\They look like they're having a great time.\It almost made me want to cry.\I started to think the world's heading in a good direction. response:	I'm sure how they were raised is part of it,
context: This school has three demi-human students, right?\I haven't heard any bad rumors,\but a part of me was scared to look into it.\But once I actually did, I was surprised by what I found.\They look like they're having a great time.\It almost made me want to cry.\I started to think the world's heading in a good direction.\I'm sure how they were raised is part of it, response:	and they're probably blessed with good teachers, too.
context: I haven't heard any bad rumors,\but a part of me was scared to look into it.\But once I actually did, I was surprised by what I found.\They look like they're having a great time.\It almost made me want to cry.\I started to think the world's heading in a good direction.\I'm sure how they were raised is part of it,\and they're probably blessed with good teachers, too. response:	Sorry I took your Demi-human Division job.
context: but a part of me was scared to look into it.\But once I actually did, I was surprised by what I found.\They look like they're having a great time.\It almost made me want to cry.\I started to think the world's heading in a good direction.\I'm sure how they were raised is part of it,\and they're probably blessed with good teachers, too.\Sorry I took your Demi-human Division job. response:	Bold words!
context: But once I actually did, I was surprised by what I found.\They look like they're having a great time.\It almost made me want to cry.\I started to think the world's heading in a good direction.\I'm sure how they were raised is part of it,\and they're probably blessed with good teachers, too.\Sorry I took your Demi-human Division job.\Bold words! response:	But unfortunately, I have a job that you can never take from me.
context: They look like they're having a great time.\It almost made me want to cry.\I started to think the world's heading in a good direction.\I'm sure how they were raised is part of it,\and they're probably blessed with good teachers, too.\Sorry I took your Demi-human Division job.\Bold words!\But unfortunately, I have a job that you can never take from me. response:	Meaning?
context: It almost made me want to cry.\I started to think the world's heading in a good direction.\I'm sure how they were raised is part of it,\and they're probably blessed with good teachers, too.\Sorry I took your Demi-human Division job.\Bold words!\But unfortunately, I have a job that you can never take from me.\Meaning? response:	The majority of incidents caused by demi-humans
context: I started to think the world's heading in a good direction.\I'm sure how they were raised is part of it,\and they're probably blessed with good teachers, too.\Sorry I took your Demi-human Division job.\Bold words!\But unfortunately, I have a job that you can never take from me.\Meaning?\The majority of incidents caused by demi-humans response:	are incidents involving aphrodisiac effects.
