context: Great, great, Issei! Push it, push it, Issei! One more time! response:	Karasuno Wakunan
context: All right!\They got it back so easily.\They managed a quick even though they're being cornered right now.\Not to mention, right up front.\If it were me, I'd be relying on the ace.\Yeah!\Aoba Johsai Karasuno\Nice receive! response:	There're two!
context: They got it back so easily.\They managed a quick even though they're being cornered right now.\Not to mention, right up front.\If it were me, I'd be relying on the ace.\Yeah!\Aoba Johsai Karasuno\Nice receive!\There're two! response:	All right!
context: They managed a quick even though they're being cornered right now.\Not to mention, right up front.\If it were me, I'd be relying on the ace.\Yeah!\Aoba Johsai Karasuno\Nice receive!\There're two!\All right! response:	Tsukishima, nice kill!
context: Not to mention, right up front.\If it were me, I'd be relying on the ace.\Yeah!\Aoba Johsai Karasuno\Nice receive!\There're two!\All right!\Tsukishima, nice kill! response:	Hey, your movements are stiff, Kindaichi.
context: If it were me, I'd be relying on the ace.\Yeah!\Aoba Johsai Karasuno\Nice receive!\There're two!\All right!\Tsukishima, nice kill!\Hey, your movements are stiff, Kindaichi. response:	Yes! No!
context: Yeah!\Aoba Johsai Karasuno\Nice receive!\There're two!\All right!\Tsukishima, nice kill!\Hey, your movements are stiff, Kindaichi.\Yes! No! response:	Which is it?
context: Aoba Johsai Karasuno\Nice receive!\There're two!\All right!\Tsukishima, nice kill!\Hey, your movements are stiff, Kindaichi.\Yes! No!\Which is it? response:	This is a critical moment for us.
context: Nice receive!\There're two!\All right!\Tsukishima, nice kill!\Hey, your movements are stiff, Kindaichi.\Yes! No!\Which is it?\This is a critical moment for us. response:	We can't make this the third-years' last match.
context: There're two!\All right!\Tsukishima, nice kill!\Hey, your movements are stiff, Kindaichi.\Yes! No!\Which is it?\This is a critical moment for us.\We can't make this the third-years' last match. response:	Don't think about anything unnecessary.
context: All right!\Tsukishima, nice kill!\Hey, your movements are stiff, Kindaichi.\Yes! No!\Which is it?\This is a critical moment for us.\We can't make this the third-years' last match.\Don't think about anything unnecessary. response:	No matter what, you only need to focus on
context: Tsukishima, nice kill!\Hey, your movements are stiff, Kindaichi.\Yes! No!\Which is it?\This is a critical moment for us.\We can't make this the third-years' last match.\Don't think about anything unnecessary.\No matter what, you only need to focus on response:	the ball in front of you.
context: Hey, your movements are stiff, Kindaichi.\Yes! No!\Which is it?\This is a critical moment for us.\We can't make this the third-years' last match.\Don't think about anything unnecessary.\No matter what, you only need to focus on\the ball in front of you. response:	Right!
context: Yes! No!\Which is it?\This is a critical moment for us.\We can't make this the third-years' last match.\Don't think about anything unnecessary.\No matter what, you only need to focus on\the ball in front of you.\Right! response:	Asahi, get this!
context: Which is it?\This is a critical moment for us.\We can't make this the third-years' last match.\Don't think about anything unnecessary.\No matter what, you only need to focus on\the ball in front of you.\Right!\Asahi, get this! response:	Nice serve!
context: This is a critical moment for us.\We can't make this the third-years' last match.\Don't think about anything unnecessary.\No matter what, you only need to focus on\the ball in front of you.\Right!\Asahi, get this!\Nice serve! response:	It's long! Get this!
context: We can't make this the third-years' last match.\Don't think about anything unnecessary.\No matter what, you only need to focus on\the ball in front of you.\Right!\Asahi, get this!\Nice serve!\It's long! Get this! response:	Great, great, Yutaro. Push it, push it, Yutaro! One more time!
context: Don't think about anything unnecessary.\No matter what, you only need to focus on\the ball in front of you.\Right!\Asahi, get this!\Nice serve!\It's long! Get this!\Great, great, Yutaro. Push it, push it, Yutaro! One more time! response:	All right!
context: No matter what, you only need to focus on\the ball in front of you.\Right!\Asahi, get this!\Nice serve!\It's long! Get this!\Great, great, Yutaro. Push it, push it, Yutaro! One more time!\All right! response:	Nice kill!
context: the ball in front of you.\Right!\Asahi, get this!\Nice serve!\It's long! Get this!\Great, great, Yutaro. Push it, push it, Yutaro! One more time!\All right!\Nice kill! response:	Thanks!
context: Right!\Asahi, get this!\Nice serve!\It's long! Get this!\Great, great, Yutaro. Push it, push it, Yutaro! One more time!\All right!\Nice kill!\Thanks! response:	I guess that's to be expected of Seijoh.
context: Asahi, get this!\Nice serve!\It's long! Get this!\Great, great, Yutaro. Push it, push it, Yutaro! One more time!\All right!\Nice kill!\Thanks!\I guess that's to be expected of Seijoh. response:	The next one is going to be huge.
context: Nice serve!\It's long! Get this!\Great, great, Yutaro. Push it, push it, Yutaro! One more time!\All right!\Nice kill!\Thanks!\I guess that's to be expected of Seijoh.\The next one is going to be huge. response:	But...
context: It's long! Get this!\Great, great, Yutaro. Push it, push it, Yutaro! One more time!\All right!\Nice kill!\Thanks!\I guess that's to be expected of Seijoh.\The next one is going to be huge.\But... response:	And...
context: Great, great, Yutaro. Push it, push it, Yutaro! One more time!\All right!\Nice kill!\Thanks!\I guess that's to be expected of Seijoh.\The next one is going to be huge.\But...\And... response:	that won't get caught by
context: All right!\Nice kill!\Thanks!\I guess that's to be expected of Seijoh.\The next one is going to be huge.\But...\And...\that won't get caught by response:	the wall known as the block.
context: Nice kill!\Thanks!\I guess that's to be expected of Seijoh.\The next one is going to be huge.\But...\And...\that won't get caught by\the wall known as the block. response:	That was basically a spike...
context: Thanks!\I guess that's to be expected of Seijoh.\The next one is going to be huge.\But...\And...\that won't get caught by\the wall known as the block.\That was basically a spike... response:	All right!
context: I guess that's to be expected of Seijoh.\The next one is going to be huge.\But...\And...\that won't get caught by\the wall known as the block.\That was basically a spike...\All right! response:	All right!
context: The next one is going to be huge.\But...\And...\that won't get caught by\the wall known as the block.\That was basically a spike...\All right!\All right! response:	Great, great, Toru! Push it, push it, Toru! One more time!
context: But...\And...\that won't get caught by\the wall known as the block.\That was basically a spike...\All right!\All right!\Great, great, Toru! Push it, push it, Toru! One more time! response:	Aoba Johsai Karasuno
context: And...\that won't get caught by\the wall known as the block.\That was basically a spike...\All right!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Aoba Johsai Karasuno response:	Seijoh turned it around into a set point!
context: that won't get caught by\the wall known as the block.\That was basically a spike...\All right!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Aoba Johsai Karasuno\Seijoh turned it around into a set point! response:	Are they going to get the set?
context: the wall known as the block.\That was basically a spike...\All right!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Aoba Johsai Karasuno\Seijoh turned it around into a set point!\Are they going to get the set? response:	Damn it!
context: That was basically a spike...\All right!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Aoba Johsai Karasuno\Seijoh turned it around into a set point!\Are they going to get the set?\Damn it! response:	This isn't possible with just the two of us.
context: All right!\All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Aoba Johsai Karasuno\Seijoh turned it around into a set point!\Are they going to get the set?\Damn it!\This isn't possible with just the two of us. response:	Asahi, please. We're counting on you.
context: All right!\Great, great, Toru! Push it, push it, Toru! One more time!\Aoba Johsai Karasuno\Seijoh turned it around into a set point!\Are they going to get the set?\Damn it!\This isn't possible with just the two of us.\Asahi, please. We're counting on you. response:	Yeah.
context: Great, great, Toru! Push it, push it, Toru! One more time!\Aoba Johsai Karasuno\Seijoh turned it around into a set point!\Are they going to get the set?\Damn it!\This isn't possible with just the two of us.\Asahi, please. We're counting on you.\Yeah. response:	Azumane-kun's going to be receiving the serve, too?
context: Aoba Johsai Karasuno\Seijoh turned it around into a set point!\Are they going to get the set?\Damn it!\This isn't possible with just the two of us.\Asahi, please. We're counting on you.\Yeah.\Azumane-kun's going to be receiving the serve, too? response:	If that's what Sawamura and Nishinoya decided,
context: Seijoh turned it around into a set point!\Are they going to get the set?\Damn it!\This isn't possible with just the two of us.\Asahi, please. We're counting on you.\Yeah.\Azumane-kun's going to be receiving the serve, too?\If that's what Sawamura and Nishinoya decided, response:	then that's probably best.
context: Are they going to get the set?\Damn it!\This isn't possible with just the two of us.\Asahi, please. We're counting on you.\Yeah.\Azumane-kun's going to be receiving the serve, too?\If that's what Sawamura and Nishinoya decided,\then that's probably best. response:	It appears that Oikawa's serves focus more on power than control.
context: Damn it!\This isn't possible with just the two of us.\Asahi, please. We're counting on you.\Yeah.\Azumane-kun's going to be receiving the serve, too?\If that's what Sawamura and Nishinoya decided,\then that's probably best.\It appears that Oikawa's serves focus more on power than control. response:	Rather than them scoring a no-touch,
context: This isn't possible with just the two of us.\Asahi, please. We're counting on you.\Yeah.\Azumane-kun's going to be receiving the serve, too?\If that's what Sawamura and Nishinoya decided,\then that's probably best.\It appears that Oikawa's serves focus more on power than control.\Rather than them scoring a no-touch, response:	touching and getting the ball up in any way is better.
context: Asahi, please. We're counting on you.\Yeah.\Azumane-kun's going to be receiving the serve, too?\If that's what Sawamura and Nishinoya decided,\then that's probably best.\It appears that Oikawa's serves focus more on power than control.\Rather than them scoring a no-touch,\touching and getting the ball up in any way is better. response:	We received plenty of Ubugawa's and Fukurodani's serves.
context: Yeah.\Azumane-kun's going to be receiving the serve, too?\If that's what Sawamura and Nishinoya decided,\then that's probably best.\It appears that Oikawa's serves focus more on power than control.\Rather than them scoring a no-touch,\touching and getting the ball up in any way is better.\We received plenty of Ubugawa's and Fukurodani's serves. response:	It's okay. We can fight.
context: Azumane-kun's going to be receiving the serve, too?\If that's what Sawamura and Nishinoya decided,\then that's probably best.\It appears that Oikawa's serves focus more on power than control.\Rather than them scoring a no-touch,\touching and getting the ball up in any way is better.\We received plenty of Ubugawa's and Fukurodani's serves.\It's okay. We can fight. response:	Bring it!
context: If that's what Sawamura and Nishinoya decided,\then that's probably best.\It appears that Oikawa's serves focus more on power than control.\Rather than them scoring a no-touch,\touching and getting the ball up in any way is better.\We received plenty of Ubugawa's and Fukurodani's serves.\It's okay. We can fight.\Bring it! response:	Nice serve!
context: then that's probably best.\It appears that Oikawa's serves focus more on power than control.\Rather than them scoring a no-touch,\touching and getting the ball up in any way is better.\We received plenty of Ubugawa's and Fukurodani's serves.\It's okay. We can fight.\Bring it!\Nice serve! response:	Daichi-san!
context: It appears that Oikawa's serves focus more on power than control.\Rather than them scoring a no-touch,\touching and getting the ball up in any way is better.\We received plenty of Ubugawa's and Fukurodani's serves.\It's okay. We can fight.\Bring it!\Nice serve!\Daichi-san! response:	Good!
context: Rather than them scoring a no-touch,\touching and getting the ball up in any way is better.\We received plenty of Ubugawa's and Fukurodani's serves.\It's okay. We can fight.\Bring it!\Nice serve!\Daichi-san!\Good! response:	Tanaka, nice!
context: touching and getting the ball up in any way is better.\We received plenty of Ubugawa's and Fukurodani's serves.\It's okay. We can fight.\Bring it!\Nice serve!\Daichi-san!\Good!\Tanaka, nice! response:	Kageyama!
context: We received plenty of Ubugawa's and Fukurodani's serves.\It's okay. We can fight.\Bring it!\Nice serve!\Daichi-san!\Good!\Tanaka, nice!\Kageyama! response:	Asahi!
context: It's okay. We can fight.\Bring it!\Nice serve!\Daichi-san!\Good!\Tanaka, nice!\Kageyama!\Asahi! response:	Asahi-san!
context: Bring it!\Nice serve!\Daichi-san!\Good!\Tanaka, nice!\Kageyama!\Asahi!\Asahi-san! response:	Nice receive!
context: Nice serve!\Daichi-san!\Good!\Tanaka, nice!\Kageyama!\Asahi!\Asahi-san!\Nice receive! response:	All right!
context: Daichi-san!\Good!\Tanaka, nice!\Kageyama!\Asahi!\Asahi-san!\Nice receive!\All right! response:	Aoba Johsai Karasuno
context: Good!\Tanaka, nice!\Kageyama!\Asahi!\Asahi-san!\Nice receive!\All right!\Aoba Johsai Karasuno response:	They got the set back.
context: Tanaka, nice!\Kageyama!\Asahi!\Asahi-san!\Nice receive!\All right!\Aoba Johsai Karasuno\They got the set back. response:	I thought Karasuno was just going to win straight through.
context: Kageyama!\Asahi!\Asahi-san!\Nice receive!\All right!\Aoba Johsai Karasuno\They got the set back.\I thought Karasuno was just going to win straight through. response:	And we had them cornered!
context: Asahi!\Asahi-san!\Nice receive!\All right!\Aoba Johsai Karasuno\They got the set back.\I thought Karasuno was just going to win straight through.\And we had them cornered! response:	Don't mind!
context: Asahi-san!\Nice receive!\All right!\Aoba Johsai Karasuno\They got the set back.\I thought Karasuno was just going to win straight through.\And we had them cornered!\Don't mind! response:	We're just getting started!
context: Nice receive!\All right!\Aoba Johsai Karasuno\They got the set back.\I thought Karasuno was just going to win straight through.\And we had them cornered!\Don't mind!\We're just getting started! response:	Damn it! That third set is gonna be rough!
context: All right!\Aoba Johsai Karasuno\They got the set back.\I thought Karasuno was just going to win straight through.\And we had them cornered!\Don't mind!\We're just getting started!\Damn it! That third set is gonna be rough! response:	Let's change it up!
context: Aoba Johsai Karasuno\They got the set back.\I thought Karasuno was just going to win straight through.\And we had them cornered!\Don't mind!\We're just getting started!\Damn it! That third set is gonna be rough!\Let's change it up! response:	Right!
context: They got the set back.\I thought Karasuno was just going to win straight through.\And we had them cornered!\Don't mind!\We're just getting started!\Damn it! That third set is gonna be rough!\Let's change it up!\Right! response:	His serve really is amazing.
context: I thought Karasuno was just going to win straight through.\And we had them cornered!\Don't mind!\We're just getting started!\Damn it! That third set is gonna be rough!\Let's change it up!\Right!\His serve really is amazing. response:	You were awesome, too, Yamaguchi.
context: And we had them cornered!\Don't mind!\We're just getting started!\Damn it! That third set is gonna be rough!\Let's change it up!\Right!\His serve really is amazing.\You were awesome, too, Yamaguchi. response:	He's much more experienced than I am.
context: Don't mind!\We're just getting started!\Damn it! That third set is gonna be rough!\Let's change it up!\Right!\His serve really is amazing.\You were awesome, too, Yamaguchi.\He's much more experienced than I am. response:	That might be obvious because he's a third-year,
context: We're just getting started!\Damn it! That third set is gonna be rough!\Let's change it up!\Right!\His serve really is amazing.\You were awesome, too, Yamaguchi.\He's much more experienced than I am.\That might be obvious because he's a third-year, response:	but I don't think that's the only thing.
context: Damn it! That third set is gonna be rough!\Let's change it up!\Right!\His serve really is amazing.\You were awesome, too, Yamaguchi.\He's much more experienced than I am.\That might be obvious because he's a third-year,\but I don't think that's the only thing. response:	Not the only thing?
context: Let's change it up!\Right!\His serve really is amazing.\You were awesome, too, Yamaguchi.\He's much more experienced than I am.\That might be obvious because he's a third-year,\but I don't think that's the only thing.\Not the only thing? response:	A jump serve is a serve that balances a lot of power with a high risk.
context: Right!\His serve really is amazing.\You were awesome, too, Yamaguchi.\He's much more experienced than I am.\That might be obvious because he's a third-year,\but I don't think that's the only thing.\Not the only thing?\A jump serve is a serve that balances a lot of power with a high risk. response:	To be able to add force to his serve
context: His serve really is amazing.\You were awesome, too, Yamaguchi.\He's much more experienced than I am.\That might be obvious because he's a third-year,\but I don't think that's the only thing.\Not the only thing?\A jump serve is a serve that balances a lot of power with a high risk.\To be able to add force to his serve response:	and still have it land in when they were cornered like that...
context: You were awesome, too, Yamaguchi.\He's much more experienced than I am.\That might be obvious because he's a third-year,\but I don't think that's the only thing.\Not the only thing?\A jump serve is a serve that balances a lot of power with a high risk.\To be able to add force to his serve\and still have it land in when they were cornered like that... response:	He's something special.
context: He's much more experienced than I am.\That might be obvious because he's a third-year,\but I don't think that's the only thing.\Not the only thing?\A jump serve is a serve that balances a lot of power with a high risk.\To be able to add force to his serve\and still have it land in when they were cornered like that...\He's something special. response:	Yamaguchi!
context: That might be obvious because he's a third-year,\but I don't think that's the only thing.\Not the only thing?\A jump serve is a serve that balances a lot of power with a high risk.\To be able to add force to his serve\and still have it land in when they were cornered like that...\He's something special.\Yamaguchi! response:	Those were nice serves!
context: but I don't think that's the only thing.\Not the only thing?\A jump serve is a serve that balances a lot of power with a high risk.\To be able to add force to his serve\and still have it land in when they were cornered like that...\He's something special.\Yamaguchi!\Those were nice serves! response:	Th-Thanks.
context: Not the only thing?\A jump serve is a serve that balances a lot of power with a high risk.\To be able to add force to his serve\and still have it land in when they were cornered like that...\He's something special.\Yamaguchi!\Those were nice serves!\Th-Thanks. response:	But I've still got a ways to go.
context: A jump serve is a serve that balances a lot of power with a high risk.\To be able to add force to his serve\and still have it land in when they were cornered like that...\He's something special.\Yamaguchi!\Those were nice serves!\Th-Thanks.\But I've still got a ways to go. response:	Only half of my serves were any good.
context: To be able to add force to his serve\and still have it land in when they were cornered like that...\He's something special.\Yamaguchi!\Those were nice serves!\Th-Thanks.\But I've still got a ways to go.\Only half of my serves were any good. response:	Then be super happy about the half that were good!
context: and still have it land in when they were cornered like that...\He's something special.\Yamaguchi!\Those were nice serves!\Th-Thanks.\But I've still got a ways to go.\Only half of my serves were any good.\Then be super happy about the half that were good! response:	Even if you put aside regret, you'll end up feeling it anyway.
context: He's something special.\Yamaguchi!\Those were nice serves!\Th-Thanks.\But I've still got a ways to go.\Only half of my serves were any good.\Then be super happy about the half that were good!\Even if you put aside regret, you'll end up feeling it anyway. response:	Right now, you need to make sure you grasp this good feeling
context: Yamaguchi!\Those were nice serves!\Th-Thanks.\But I've still got a ways to go.\Only half of my serves were any good.\Then be super happy about the half that were good!\Even if you put aside regret, you'll end up feeling it anyway.\Right now, you need to make sure you grasp this good feeling response:	and never forget it.
context: Those were nice serves!\Th-Thanks.\But I've still got a ways to go.\Only half of my serves were any good.\Then be super happy about the half that were good!\Even if you put aside regret, you'll end up feeling it anyway.\Right now, you need to make sure you grasp this good feeling\and never forget it. response:	Grasp really hard.
context: Th-Thanks.\But I've still got a ways to go.\Only half of my serves were any good.\Then be super happy about the half that were good!\Even if you put aside regret, you'll end up feeling it anyway.\Right now, you need to make sure you grasp this good feeling\and never forget it.\Grasp really hard. response:	And do it again next time, too.
context: But I've still got a ways to go.\Only half of my serves were any good.\Then be super happy about the half that were good!\Even if you put aside regret, you'll end up feeling it anyway.\Right now, you need to make sure you grasp this good feeling\and never forget it.\Grasp really hard.\And do it again next time, too. response:	Yes!
context: Only half of my serves were any good.\Then be super happy about the half that were good!\Even if you put aside regret, you'll end up feeling it anyway.\Right now, you need to make sure you grasp this good feeling\and never forget it.\Grasp really hard.\And do it again next time, too.\Yes! response:	So we ended up getting a full set...
context: Then be super happy about the half that were good!\Even if you put aside regret, you'll end up feeling it anyway.\Right now, you need to make sure you grasp this good feeling\and never forget it.\Grasp really hard.\And do it again next time, too.\Yes!\So we ended up getting a full set... response:	Our first practice match,
context: Even if you put aside regret, you'll end up feeling it anyway.\Right now, you need to make sure you grasp this good feeling\and never forget it.\Grasp really hard.\And do it again next time, too.\Yes!\So we ended up getting a full set...\Our first practice match, response:	the Inter-High prelims...
context: Right now, you need to make sure you grasp this good feeling\and never forget it.\Grasp really hard.\And do it again next time, too.\Yes!\So we ended up getting a full set...\Our first practice match,\the Inter-High prelims... response:	And now...
context: and never forget it.\Grasp really hard.\And do it again next time, too.\Yes!\So we ended up getting a full set...\Our first practice match,\the Inter-High prelims...\And now... response:	We're having our most intense match yet.
context: Grasp really hard.\And do it again next time, too.\Yes!\So we ended up getting a full set...\Our first practice match,\the Inter-High prelims...\And now...\We're having our most intense match yet. response:	Difficult opponents...
context: And do it again next time, too.\Yes!\So we ended up getting a full set...\Our first practice match,\the Inter-High prelims...\And now...\We're having our most intense match yet.\Difficult opponents... response:	Troublesome opponents...
context: Yes!\So we ended up getting a full set...\Our first practice match,\the Inter-High prelims...\And now...\We're having our most intense match yet.\Difficult opponents...\Troublesome opponents... response:	We didn't even have much of a connection with them until last year...
context: So we ended up getting a full set...\Our first practice match,\the Inter-High prelims...\And now...\We're having our most intense match yet.\Difficult opponents...\Troublesome opponents...\We didn't even have much of a connection with them until last year... response:	They were supposed to be beneath us...
context: Our first practice match,\the Inter-High prelims...\And now...\We're having our most intense match yet.\Difficult opponents...\Troublesome opponents...\We didn't even have much of a connection with them until last year...\They were supposed to be beneath us... response:	But apparently we're fated to play to the fullest.
context: the Inter-High prelims...\And now...\We're having our most intense match yet.\Difficult opponents...\Troublesome opponents...\We didn't even have much of a connection with them until last year...\They were supposed to be beneath us...\But apparently we're fated to play to the fullest. response:	Aoba Johsai Karasuno
context: And now...\We're having our most intense match yet.\Difficult opponents...\Troublesome opponents...\We didn't even have much of a connection with them until last year...\They were supposed to be beneath us...\But apparently we're fated to play to the fullest.\Aoba Johsai Karasuno response:	The final set...
context: We're having our most intense match yet.\Difficult opponents...\Troublesome opponents...\We didn't even have much of a connection with them until last year...\They were supposed to be beneath us...\But apparently we're fated to play to the fullest.\Aoba Johsai Karasuno\The final set... response:	Rule the Court
context: Difficult opponents...\Troublesome opponents...\We didn't even have much of a connection with them until last year...\They were supposed to be beneath us...\But apparently we're fated to play to the fullest.\Aoba Johsai Karasuno\The final set...\Rule the Court response:	Fly
context: Troublesome opponents...\We didn't even have much of a connection with them until last year...\They were supposed to be beneath us...\But apparently we're fated to play to the fullest.\Aoba Johsai Karasuno\The final set...\Rule the Court\Fly response:	This is our last battle!
context: We didn't even have much of a connection with them until last year...\They were supposed to be beneath us...\But apparently we're fated to play to the fullest.\Aoba Johsai Karasuno\The final set...\Rule the Court\Fly\This is our last battle! response:	That was amazing, Yamaguchi-kun!
context: They were supposed to be beneath us...\But apparently we're fated to play to the fullest.\Aoba Johsai Karasuno\The final set...\Rule the Court\Fly\This is our last battle!\That was amazing, Yamaguchi-kun! response:	Th-Thank you very much, Yachi-san.
context: But apparently we're fated to play to the fullest.\Aoba Johsai Karasuno\The final set...\Rule the Court\Fly\This is our last battle!\That was amazing, Yamaguchi-kun!\Th-Thank you very much, Yachi-san. response:	Just in case, I had an AED, stretcher, and coffin prepared,
context: Aoba Johsai Karasuno\The final set...\Rule the Court\Fly\This is our last battle!\That was amazing, Yamaguchi-kun!\Th-Thank you very much, Yachi-san.\Just in case, I had an AED, stretcher, and coffin prepared, response:	but they weren't necessary at all!
context: The final set...\Rule the Court\Fly\This is our last battle!\That was amazing, Yamaguchi-kun!\Th-Thank you very much, Yachi-san.\Just in case, I had an AED, stretcher, and coffin prepared,\but they weren't necessary at all! response:	Huh?! Wasn't there something that didn't belong at the end there?
context: Rule the Court\Fly\This is our last battle!\That was amazing, Yamaguchi-kun!\Th-Thank you very much, Yachi-san.\Just in case, I had an AED, stretcher, and coffin prepared,\but they weren't necessary at all!\Huh?! Wasn't there something that didn't belong at the end there? response:	Episode 23: Team
context: Fly\This is our last battle!\That was amazing, Yamaguchi-kun!\Th-Thank you very much, Yachi-san.\Just in case, I had an AED, stretcher, and coffin prepared,\but they weren't necessary at all!\Huh?! Wasn't there something that didn't belong at the end there?\Episode 23: Team response:	Next time on Haikyu!! :Team.
