context: Anzai, please... response:	drink my blood.
context: pictures of people beating vampires,\pictures of vampires jumping around like ninjas.\It can't possibly be real.\It has to be some kind of epic prank someone set up, right?\Miwako, vampires really do exist.\Normally they look like all the rest of us,\but they lose control of themselves when they see blood.\So they spend their lives trying to avoid the sight of it. response:	Um, I'm sorry.
context: pictures of vampires jumping around like ninjas.\It can't possibly be real.\It has to be some kind of epic prank someone set up, right?\Miwako, vampires really do exist.\Normally they look like all the rest of us,\but they lose control of themselves when they see blood.\So they spend their lives trying to avoid the sight of it.\Um, I'm sorry. response:	Forget about if it's true.
context: It can't possibly be real.\It has to be some kind of epic prank someone set up, right?\Miwako, vampires really do exist.\Normally they look like all the rest of us,\but they lose control of themselves when they see blood.\So they spend their lives trying to avoid the sight of it.\Um, I'm sorry.\Forget about if it's true. response:	How do you know that?
context: It has to be some kind of epic prank someone set up, right?\Miwako, vampires really do exist.\Normally they look like all the rest of us,\but they lose control of themselves when they see blood.\So they spend their lives trying to avoid the sight of it.\Um, I'm sorry.\Forget about if it's true.\How do you know that? response:	Oh yeah, you said the guy you liked could jump really high.
context: Miwako, vampires really do exist.\Normally they look like all the rest of us,\but they lose control of themselves when they see blood.\So they spend their lives trying to avoid the sight of it.\Um, I'm sorry.\Forget about if it's true.\How do you know that?\Oh yeah, you said the guy you liked could jump really high. response:	He can jump from phone pole to phone pole.
context: Normally they look like all the rest of us,\but they lose control of themselves when they see blood.\So they spend their lives trying to avoid the sight of it.\Um, I'm sorry.\Forget about if it's true.\How do you know that?\Oh yeah, you said the guy you liked could jump really high.\He can jump from phone pole to phone pole. response:	But listen, I know I can trust him, so it's ok-
context: but they lose control of themselves when they see blood.\So they spend their lives trying to avoid the sight of it.\Um, I'm sorry.\Forget about if it's true.\How do you know that?\Oh yeah, you said the guy you liked could jump really high.\He can jump from phone pole to phone pole.\But listen, I know I can trust him, so it's ok- response:	Is trust really the issue here?
context: So they spend their lives trying to avoid the sight of it.\Um, I'm sorry.\Forget about if it's true.\How do you know that?\Oh yeah, you said the guy you liked could jump really high.\He can jump from phone pole to phone pole.\But listen, I know I can trust him, so it's ok-\Is trust really the issue here? response:	You said they lose control when they see blood.
context: Um, I'm sorry.\Forget about if it's true.\How do you know that?\Oh yeah, you said the guy you liked could jump really high.\He can jump from phone pole to phone pole.\But listen, I know I can trust him, so it's ok-\Is trust really the issue here?\You said they lose control when they see blood. response:	In that case, it doesn't matter how much you can trust him, does it?
context: Forget about if it's true.\How do you know that?\Oh yeah, you said the guy you liked could jump really high.\He can jump from phone pole to phone pole.\But listen, I know I can trust him, so it's ok-\Is trust really the issue here?\You said they lose control when they see blood.\In that case, it doesn't matter how much you can trust him, does it? response:	Besides, Tsukasa, you only just met him!
context: How do you know that?\Oh yeah, you said the guy you liked could jump really high.\He can jump from phone pole to phone pole.\But listen, I know I can trust him, so it's ok-\Is trust really the issue here?\You said they lose control when they see blood.\In that case, it doesn't matter how much you can trust him, does it?\Besides, Tsukasa, you only just met him! response:	How much do you even know about him?
context: Oh yeah, you said the guy you liked could jump really high.\He can jump from phone pole to phone pole.\But listen, I know I can trust him, so it's ok-\Is trust really the issue here?\You said they lose control when they see blood.\In that case, it doesn't matter how much you can trust him, does it?\Besides, Tsukasa, you only just met him!\How much do you even know about him? response:	I-I'm sorry.
context: He can jump from phone pole to phone pole.\But listen, I know I can trust him, so it's ok-\Is trust really the issue here?\You said they lose control when they see blood.\In that case, it doesn't matter how much you can trust him, does it?\Besides, Tsukasa, you only just met him!\How much do you even know about him?\I-I'm sorry. response:	I'm just so worried about you.
context: But listen, I know I can trust him, so it's ok-\Is trust really the issue here?\You said they lose control when they see blood.\In that case, it doesn't matter how much you can trust him, does it?\Besides, Tsukasa, you only just met him!\How much do you even know about him?\I-I'm sorry.\I'm just so worried about you. response:	Maybe you're right.
context: Is trust really the issue here?\You said they lose control when they see blood.\In that case, it doesn't matter how much you can trust him, does it?\Besides, Tsukasa, you only just met him!\How much do you even know about him?\I-I'm sorry.\I'm just so worried about you.\Maybe you're right. response:	It hasn't been that long since we met.
context: You said they lose control when they see blood.\In that case, it doesn't matter how much you can trust him, does it?\Besides, Tsukasa, you only just met him!\How much do you even know about him?\I-I'm sorry.\I'm just so worried about you.\Maybe you're right.\It hasn't been that long since we met. response:	And there's so much I don't know about him.
context: In that case, it doesn't matter how much you can trust him, does it?\Besides, Tsukasa, you only just met him!\How much do you even know about him?\I-I'm sorry.\I'm just so worried about you.\Maybe you're right.\It hasn't been that long since we met.\And there's so much I don't know about him. response:	I could never know how hard it is to be a devil...
context: Besides, Tsukasa, you only just met him!\How much do you even know about him?\I-I'm sorry.\I'm just so worried about you.\Maybe you're right.\It hasn't been that long since we met.\And there's so much I don't know about him.\I could never know how hard it is to be a devil... response:	or what it's like to lose control.
context: How much do you even know about him?\I-I'm sorry.\I'm just so worried about you.\Maybe you're right.\It hasn't been that long since we met.\And there's so much I don't know about him.\I could never know how hard it is to be a devil...\or what it's like to lose control. response:	But...
context: I-I'm sorry.\I'm just so worried about you.\Maybe you're right.\It hasn't been that long since we met.\And there's so much I don't know about him.\I could never know how hard it is to be a devil...\or what it's like to lose control.\But... response:	He means so, so much to me.
context: I'm just so worried about you.\Maybe you're right.\It hasn't been that long since we met.\And there's so much I don't know about him.\I could never know how hard it is to be a devil...\or what it's like to lose control.\But...\He means so, so much to me. response:	Whoa, I missed. I'm in shock.
context: Maybe you're right.\It hasn't been that long since we met.\And there's so much I don't know about him.\I could never know how hard it is to be a devil...\or what it's like to lose control.\But...\He means so, so much to me.\Whoa, I missed. I'm in shock. response:	Oryo, dear?
context: It hasn't been that long since we met.\And there's so much I don't know about him.\I could never know how hard it is to be a devil...\or what it's like to lose control.\But...\He means so, so much to me.\Whoa, I missed. I'm in shock.\Oryo, dear? response:	There are other employees here. What do I do?
context: And there's so much I don't know about him.\I could never know how hard it is to be a devil...\or what it's like to lose control.\But...\He means so, so much to me.\Whoa, I missed. I'm in shock.\Oryo, dear?\There are other employees here. What do I do? response:	If he told them what he saw, they'll be trouble.
context: I could never know how hard it is to be a devil...\or what it's like to lose control.\But...\He means so, so much to me.\Whoa, I missed. I'm in shock.\Oryo, dear?\There are other employees here. What do I do?\If he told them what he saw, they'll be trouble. response:	If you can kill them, then kill them.
context: or what it's like to lose control.\But...\He means so, so much to me.\Whoa, I missed. I'm in shock.\Oryo, dear?\There are other employees here. What do I do?\If he told them what he saw, they'll be trouble.\If you can kill them, then kill them. response:	Don't... don't you dare hurt them.
context: But...\He means so, so much to me.\Whoa, I missed. I'm in shock.\Oryo, dear?\There are other employees here. What do I do?\If he told them what he saw, they'll be trouble.\If you can kill them, then kill them.\Don't... don't you dare hurt them. response:	Leave these people alone!
context: He means so, so much to me.\Whoa, I missed. I'm in shock.\Oryo, dear?\There are other employees here. What do I do?\If he told them what he saw, they'll be trouble.\If you can kill them, then kill them.\Don't... don't you dare hurt them.\Leave these people alone! response:	Such a beautiful heart.
context: Whoa, I missed. I'm in shock.\Oryo, dear?\There are other employees here. What do I do?\If he told them what he saw, they'll be trouble.\If you can kill them, then kill them.\Don't... don't you dare hurt them.\Leave these people alone!\Such a beautiful heart. response:	I almost can't believe you're a blood-sucking animal.
context: Oryo, dear?\There are other employees here. What do I do?\If he told them what he saw, they'll be trouble.\If you can kill them, then kill them.\Don't... don't you dare hurt them.\Leave these people alone!\Such a beautiful heart.\I almost can't believe you're a blood-sucking animal. response:	Look out!
context: There are other employees here. What do I do?\If he told them what he saw, they'll be trouble.\If you can kill them, then kill them.\Don't... don't you dare hurt them.\Leave these people alone!\Such a beautiful heart.\I almost can't believe you're a blood-sucking animal.\Look out! response:	Dammit! After them!
context: If he told them what he saw, they'll be trouble.\If you can kill them, then kill them.\Don't... don't you dare hurt them.\Leave these people alone!\Such a beautiful heart.\I almost can't believe you're a blood-sucking animal.\Look out!\Dammit! After them! response:	Hey! What is going on out here?
context: If you can kill them, then kill them.\Don't... don't you dare hurt them.\Leave these people alone!\Such a beautiful heart.\I almost can't believe you're a blood-sucking animal.\Look out!\Dammit! After them!\Hey! What is going on out here? response:	I'll stay here. They might still be at risk!
context: Don't... don't you dare hurt them.\Leave these people alone!\Such a beautiful heart.\I almost can't believe you're a blood-sucking animal.\Look out!\Dammit! After them!\Hey! What is going on out here?\I'll stay here. They might still be at risk! response:	Thanks. I'm borrowing your car.
context: Leave these people alone!\Such a beautiful heart.\I almost can't believe you're a blood-sucking animal.\Look out!\Dammit! After them!\Hey! What is going on out here?\I'll stay here. They might still be at risk!\Thanks. I'm borrowing your car. response:	Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.
context: Such a beautiful heart.\I almost can't believe you're a blood-sucking animal.\Look out!\Dammit! After them!\Hey! What is going on out here?\I'll stay here. They might still be at risk!\Thanks. I'm borrowing your car.\Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news. response:	What was that?
context: I almost can't believe you're a blood-sucking animal.\Look out!\Dammit! After them!\Hey! What is going on out here?\I'll stay here. They might still be at risk!\Thanks. I'm borrowing your car.\Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.\What was that? response:	Isn't that the guy from the New Year's Eve case?
context: Look out!\Dammit! After them!\Hey! What is going on out here?\I'll stay here. They might still be at risk!\Thanks. I'm borrowing your car.\Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.\What was that?\Isn't that the guy from the New Year's Eve case? response:	Who's that other guy?
context: Dammit! After them!\Hey! What is going on out here?\I'll stay here. They might still be at risk!\Thanks. I'm borrowing your car.\Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.\What was that?\Isn't that the guy from the New Year's Eve case?\Who's that other guy? response:	Sawazaki, this is Anzai.
context: Hey! What is going on out here?\I'll stay here. They might still be at risk!\Thanks. I'm borrowing your car.\Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.\What was that?\Isn't that the guy from the New Year's Eve case?\Who's that other guy?\Sawazaki, this is Anzai. response:	A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.
context: I'll stay here. They might still be at risk!\Thanks. I'm borrowing your car.\Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.\What was that?\Isn't that the guy from the New Year's Eve case?\Who's that other guy?\Sawazaki, this is Anzai.\A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out. response:	The target is the trans person from the New Year's Eve case.
context: Thanks. I'm borrowing your car.\Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.\What was that?\Isn't that the guy from the New Year's Eve case?\Who's that other guy?\Sawazaki, this is Anzai.\A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.\The target is the trans person from the New Year's Eve case. response:	He's an informant in the Ikebukuro case!
context: Miwako Toda Sorry about before. I thought about it, and if you  trust him, then I trust you. Anyway, stay safe. Call me anytime! And I'll keep an eye on the news.\What was that?\Isn't that the guy from the New Year's Eve case?\Who's that other guy?\Sawazaki, this is Anzai.\A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.\The target is the trans person from the New Year's Eve case.\He's an informant in the Ikebukuro case! response:	Where is he now?
context: What was that?\Isn't that the guy from the New Year's Eve case?\Who's that other guy?\Sawazaki, this is Anzai.\A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.\The target is the trans person from the New Year's Eve case.\He's an informant in the Ikebukuro case!\Where is he now? response:	He's running across some rooftops south of Bar Sakaki.
context: Isn't that the guy from the New Year's Eve case?\Who's that other guy?\Sawazaki, this is Anzai.\A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.\The target is the trans person from the New Year's Eve case.\He's an informant in the Ikebukuro case!\Where is he now?\He's running across some rooftops south of Bar Sakaki. response:	I can see him from my room.
context: Who's that other guy?\Sawazaki, this is Anzai.\A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.\The target is the trans person from the New Year's Eve case.\He's an informant in the Ikebukuro case!\Where is he now?\He's running across some rooftops south of Bar Sakaki.\I can see him from my room. response:	I authorize your deployment, Officer Anzai.
context: Sawazaki, this is Anzai.\A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.\The target is the trans person from the New Year's Eve case.\He's an informant in the Ikebukuro case!\Where is he now?\He's running across some rooftops south of Bar Sakaki.\I can see him from my room.\I authorize your deployment, Officer Anzai. response:	Go protect the target!
context: A devil is under attack. It's not our jurisdiction, but it's an emergency; I'm heading out.\The target is the trans person from the New Year's Eve case.\He's an informant in the Ikebukuro case!\Where is he now?\He's running across some rooftops south of Bar Sakaki.\I can see him from my room.\I authorize your deployment, Officer Anzai.\Go protect the target! response:	Mr. Five O'Clock Shadow is the Touo TV cameraman.
context: The target is the trans person from the New Year's Eve case.\He's an informant in the Ikebukuro case!\Where is he now?\He's running across some rooftops south of Bar Sakaki.\I can see him from my room.\I authorize your deployment, Officer Anzai.\Go protect the target!\Mr. Five O'Clock Shadow is the Touo TV cameraman. response:	He's the guy that kept the camera rolling from when the devil drank blood at the plaza
context: He's an informant in the Ikebukuro case!\Where is he now?\He's running across some rooftops south of Bar Sakaki.\I can see him from my room.\I authorize your deployment, Officer Anzai.\Go protect the target!\Mr. Five O'Clock Shadow is the Touo TV cameraman.\He's the guy that kept the camera rolling from when the devil drank blood at the plaza response:	until I knocked him out after I explicitly told him not to.
context: Where is he now?\He's running across some rooftops south of Bar Sakaki.\I can see him from my room.\I authorize your deployment, Officer Anzai.\Go protect the target!\Mr. Five O'Clock Shadow is the Touo TV cameraman.\He's the guy that kept the camera rolling from when the devil drank blood at the plaza\until I knocked him out after I explicitly told him not to. response:	And while he was filming he kept saying, Just kill him already.
context: He's running across some rooftops south of Bar Sakaki.\I can see him from my room.\I authorize your deployment, Officer Anzai.\Go protect the target!\Mr. Five O'Clock Shadow is the Touo TV cameraman.\He's the guy that kept the camera rolling from when the devil drank blood at the plaza\until I knocked him out after I explicitly told him not to.\And while he was filming he kept saying, Just kill him already. response:	I will assist in the arrest, Officer Anzai.
context: I can see him from my room.\I authorize your deployment, Officer Anzai.\Go protect the target!\Mr. Five O'Clock Shadow is the Touo TV cameraman.\He's the guy that kept the camera rolling from when the devil drank blood at the plaza\until I knocked him out after I explicitly told him not to.\And while he was filming he kept saying, Just kill him already.\I will assist in the arrest, Officer Anzai. response:	You sure talk big for someone who won't give us his real name.
context: I authorize your deployment, Officer Anzai.\Go protect the target!\Mr. Five O'Clock Shadow is the Touo TV cameraman.\He's the guy that kept the camera rolling from when the devil drank blood at the plaza\until I knocked him out after I explicitly told him not to.\And while he was filming he kept saying, Just kill him already.\I will assist in the arrest, Officer Anzai.\You sure talk big for someone who won't give us his real name. response:	My real name is Johannes Kleemann.
context: Go protect the target!\Mr. Five O'Clock Shadow is the Touo TV cameraman.\He's the guy that kept the camera rolling from when the devil drank blood at the plaza\until I knocked him out after I explicitly told him not to.\And while he was filming he kept saying, Just kill him already.\I will assist in the arrest, Officer Anzai.\You sure talk big for someone who won't give us his real name.\My real name is Johannes Kleemann. response:	Born in Hybrid Birth Plan Term 15, White Group Number 7.
context: Mr. Five O'Clock Shadow is the Touo TV cameraman.\He's the guy that kept the camera rolling from when the devil drank blood at the plaza\until I knocked him out after I explicitly told him not to.\And while he was filming he kept saying, Just kill him already.\I will assist in the arrest, Officer Anzai.\You sure talk big for someone who won't give us his real name.\My real name is Johannes Kleemann.\Born in Hybrid Birth Plan Term 15, White Group Number 7. response:	Raised under the supervision of ONLO in Obihiro.
context: He's the guy that kept the camera rolling from when the devil drank blood at the plaza\until I knocked him out after I explicitly told him not to.\And while he was filming he kept saying, Just kill him already.\I will assist in the arrest, Officer Anzai.\You sure talk big for someone who won't give us his real name.\My real name is Johannes Kleemann.\Born in Hybrid Birth Plan Term 15, White Group Number 7.\Raised under the supervision of ONLO in Obihiro. response:	You keep going on and on about identity.
context: until I knocked him out after I explicitly told him not to.\And while he was filming he kept saying, Just kill him already.\I will assist in the arrest, Officer Anzai.\You sure talk big for someone who won't give us his real name.\My real name is Johannes Kleemann.\Born in Hybrid Birth Plan Term 15, White Group Number 7.\Raised under the supervision of ONLO in Obihiro.\You keep going on and on about identity. response:	So what term, group, and number are you?
context: And while he was filming he kept saying, Just kill him already.\I will assist in the arrest, Officer Anzai.\You sure talk big for someone who won't give us his real name.\My real name is Johannes Kleemann.\Born in Hybrid Birth Plan Term 15, White Group Number 7.\Raised under the supervision of ONLO in Obihiro.\You keep going on and on about identity.\So what term, group, and number are you? response:	Well, we can talk about that later. Let's go.
context: I will assist in the arrest, Officer Anzai.\You sure talk big for someone who won't give us his real name.\My real name is Johannes Kleemann.\Born in Hybrid Birth Plan Term 15, White Group Number 7.\Raised under the supervision of ONLO in Obihiro.\You keep going on and on about identity.\So what term, group, and number are you?\Well, we can talk about that later. Let's go. response:	If you lose it, I'll just punch your lights out again.
context: You sure talk big for someone who won't give us his real name.\My real name is Johannes Kleemann.\Born in Hybrid Birth Plan Term 15, White Group Number 7.\Raised under the supervision of ONLO in Obihiro.\You keep going on and on about identity.\So what term, group, and number are you?\Well, we can talk about that later. Let's go.\If you lose it, I'll just punch your lights out again. response:	Lock the door and hide.
context: My real name is Johannes Kleemann.\Born in Hybrid Birth Plan Term 15, White Group Number 7.\Raised under the supervision of ONLO in Obihiro.\You keep going on and on about identity.\So what term, group, and number are you?\Well, we can talk about that later. Let's go.\If you lose it, I'll just punch your lights out again.\Lock the door and hide. response:	Hybrid Birth Plan?
context: Born in Hybrid Birth Plan Term 15, White Group Number 7.\Raised under the supervision of ONLO in Obihiro.\You keep going on and on about identity.\So what term, group, and number are you?\Well, we can talk about that later. Let's go.\If you lose it, I'll just punch your lights out again.\Lock the door and hide.\Hybrid Birth Plan? response:	I thought ONLO was just an orphanage for devil children.
context: Raised under the supervision of ONLO in Obihiro.\You keep going on and on about identity.\So what term, group, and number are you?\Well, we can talk about that later. Let's go.\If you lose it, I'll just punch your lights out again.\Lock the door and hide.\Hybrid Birth Plan?\I thought ONLO was just an orphanage for devil children. response:	Attention F Squad.
context: You keep going on and on about identity.\So what term, group, and number are you?\Well, we can talk about that later. Let's go.\If you lose it, I'll just punch your lights out again.\Lock the door and hide.\Hybrid Birth Plan?\I thought ONLO was just an orphanage for devil children.\Attention F Squad. response:	Anzai has deployed with my permission. This is an emergency situation.
context: So what term, group, and number are you?\Well, we can talk about that later. Let's go.\If you lose it, I'll just punch your lights out again.\Lock the door and hide.\Hybrid Birth Plan?\I thought ONLO was just an orphanage for devil children.\Attention F Squad.\Anzai has deployed with my permission. This is an emergency situation. response:	Jill, stand by in the bar.
context: Well, we can talk about that later. Let's go.\If you lose it, I'll just punch your lights out again.\Lock the door and hide.\Hybrid Birth Plan?\I thought ONLO was just an orphanage for devil children.\Attention F Squad.\Anzai has deployed with my permission. This is an emergency situation.\Jill, stand by in the bar. response:	What? Again? Why?
context: If you lose it, I'll just punch your lights out again.\Lock the door and hide.\Hybrid Birth Plan?\I thought ONLO was just an orphanage for devil children.\Attention F Squad.\Anzai has deployed with my permission. This is an emergency situation.\Jill, stand by in the bar.\What? Again? Why? response:	You both should know.
context: Lock the door and hide.\Hybrid Birth Plan?\I thought ONLO was just an orphanage for devil children.\Attention F Squad.\Anzai has deployed with my permission. This is an emergency situation.\Jill, stand by in the bar.\What? Again? Why?\You both should know. response:	All devil personnel have been removed from duty for now.
context: Hybrid Birth Plan?\I thought ONLO was just an orphanage for devil children.\Attention F Squad.\Anzai has deployed with my permission. This is an emergency situation.\Jill, stand by in the bar.\What? Again? Why?\You both should know.\All devil personnel have been removed from duty for now. response:	But right now the safety of our target comes first.
context: I thought ONLO was just an orphanage for devil children.\Attention F Squad.\Anzai has deployed with my permission. This is an emergency situation.\Jill, stand by in the bar.\What? Again? Why?\You both should know.\All devil personnel have been removed from duty for now.\But right now the safety of our target comes first. response:	We just need to make sure the brass doesn't find out.
context: Attention F Squad.\Anzai has deployed with my permission. This is an emergency situation.\Jill, stand by in the bar.\What? Again? Why?\You both should know.\All devil personnel have been removed from duty for now.\But right now the safety of our target comes first.\We just need to make sure the brass doesn't find out. response:	I guess I should monitor Anzai's temperature and heartrate.
context: Anzai has deployed with my permission. This is an emergency situation.\Jill, stand by in the bar.\What? Again? Why?\You both should know.\All devil personnel have been removed from duty for now.\But right now the safety of our target comes first.\We just need to make sure the brass doesn't find out.\I guess I should monitor Anzai's temperature and heartrate. response:	Hey, what is that?
context: Jill, stand by in the bar.\What? Again? Why?\You both should know.\All devil personnel have been removed from duty for now.\But right now the safety of our target comes first.\We just need to make sure the brass doesn't find out.\I guess I should monitor Anzai's temperature and heartrate.\Hey, what is that? response:	You've never monitored me.
context: What? Again? Why?\You both should know.\All devil personnel have been removed from duty for now.\But right now the safety of our target comes first.\We just need to make sure the brass doesn't find out.\I guess I should monitor Anzai's temperature and heartrate.\Hey, what is that?\You've never monitored me. response:	I don't know the details.
context: You both should know.\All devil personnel have been removed from duty for now.\But right now the safety of our target comes first.\We just need to make sure the brass doesn't find out.\I guess I should monitor Anzai's temperature and heartrate.\Hey, what is that?\You've never monitored me.\I don't know the details. response:	All I know is that ONLO asked me to monitor his health.
context: All devil personnel have been removed from duty for now.\But right now the safety of our target comes first.\We just need to make sure the brass doesn't find out.\I guess I should monitor Anzai's temperature and heartrate.\Hey, what is that?\You've never monitored me.\I don't know the details.\All I know is that ONLO asked me to monitor his health. response:	Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.
context: But right now the safety of our target comes first.\We just need to make sure the brass doesn't find out.\I guess I should monitor Anzai's temperature and heartrate.\Hey, what is that?\You've never monitored me.\I don't know the details.\All I know is that ONLO asked me to monitor his health.\Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away. response:	As a kid, I always thought it was weird.
context: We just need to make sure the brass doesn't find out.\I guess I should monitor Anzai's temperature and heartrate.\Hey, what is that?\You've never monitored me.\I don't know the details.\All I know is that ONLO asked me to monitor his health.\Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.\As a kid, I always thought it was weird. response:	There's only one it. Why don't the runners ever band together to defeat them?
context: I guess I should monitor Anzai's temperature and heartrate.\Hey, what is that?\You've never monitored me.\I don't know the details.\All I know is that ONLO asked me to monitor his health.\Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.\As a kid, I always thought it was weird.\There's only one it. Why don't the runners ever band together to defeat them? response:	Sure, a transformed devil is vicious, but it shouldn't take long to figure out...
context: Hey, what is that?\You've never monitored me.\I don't know the details.\All I know is that ONLO asked me to monitor his health.\Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.\As a kid, I always thought it was weird.\There's only one it. Why don't the runners ever band together to defeat them?\Sure, a transformed devil is vicious, but it shouldn't take long to figure out... response:	that humans have the devils hopelessly outnumbered.
context: You've never monitored me.\I don't know the details.\All I know is that ONLO asked me to monitor his health.\Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.\As a kid, I always thought it was weird.\There's only one it. Why don't the runners ever band together to defeat them?\Sure, a transformed devil is vicious, but it shouldn't take long to figure out...\that humans have the devils hopelessly outnumbered. response:	Now we humans will chase down the devil its, and there'll be even less of you.
context: I don't know the details.\All I know is that ONLO asked me to monitor his health.\Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.\As a kid, I always thought it was weird.\There's only one it. Why don't the runners ever band together to defeat them?\Sure, a transformed devil is vicious, but it shouldn't take long to figure out...\that humans have the devils hopelessly outnumbered.\Now we humans will chase down the devil its, and there'll be even less of you. response:	Outnumbered, huh?
context: All I know is that ONLO asked me to monitor his health.\Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.\As a kid, I always thought it was weird.\There's only one it. Why don't the runners ever band together to defeat them?\Sure, a transformed devil is vicious, but it shouldn't take long to figure out...\that humans have the devils hopelessly outnumbered.\Now we humans will chase down the devil its, and there'll be even less of you.\Outnumbered, huh? response:	I'm counting three-to-one here.
context: Note: The Japanese word used for the person who is it in a game of tag means devil. It's like tag, only this time, the devil is the one running away.\As a kid, I always thought it was weird.\There's only one it. Why don't the runners ever band together to defeat them?\Sure, a transformed devil is vicious, but it shouldn't take long to figure out...\that humans have the devils hopelessly outnumbered.\Now we humans will chase down the devil its, and there'll be even less of you.\Outnumbered, huh?\I'm counting three-to-one here. response:	Hey, don't make him bleed.
context: As a kid, I always thought it was weird.\There's only one it. Why don't the runners ever band together to defeat them?\Sure, a transformed devil is vicious, but it shouldn't take long to figure out...\that humans have the devils hopelessly outnumbered.\Now we humans will chase down the devil its, and there'll be even less of you.\Outnumbered, huh?\I'm counting three-to-one here.\Hey, don't make him bleed. response:	What? Not even a little nosebleed?
context: There's only one it. Why don't the runners ever band together to defeat them?\Sure, a transformed devil is vicious, but it shouldn't take long to figure out...\that humans have the devils hopelessly outnumbered.\Now we humans will chase down the devil its, and there'll be even less of you.\Outnumbered, huh?\I'm counting three-to-one here.\Hey, don't make him bleed.\What? Not even a little nosebleed? response:	Didn't you know? Murderers don't have human blood in their veins.
context: Sure, a transformed devil is vicious, but it shouldn't take long to figure out...\that humans have the devils hopelessly outnumbered.\Now we humans will chase down the devil its, and there'll be even less of you.\Outnumbered, huh?\I'm counting three-to-one here.\Hey, don't make him bleed.\What? Not even a little nosebleed?\Didn't you know? Murderers don't have human blood in their veins. response:	And that's not a metaphor.
context: that humans have the devils hopelessly outnumbered.\Now we humans will chase down the devil its, and there'll be even less of you.\Outnumbered, huh?\I'm counting three-to-one here.\Hey, don't make him bleed.\What? Not even a little nosebleed?\Didn't you know? Murderers don't have human blood in their veins.\And that's not a metaphor. response:	What are you trying to say?
context: Now we humans will chase down the devil its, and there'll be even less of you.\Outnumbered, huh?\I'm counting three-to-one here.\Hey, don't make him bleed.\What? Not even a little nosebleed?\Didn't you know? Murderers don't have human blood in their veins.\And that's not a metaphor.\What are you trying to say? response:	His blood is actually ketchup.
context: Outnumbered, huh?\I'm counting three-to-one here.\Hey, don't make him bleed.\What? Not even a little nosebleed?\Didn't you know? Murderers don't have human blood in their veins.\And that's not a metaphor.\What are you trying to say?\His blood is actually ketchup. response:	Huh?
context: I'm counting three-to-one here.\Hey, don't make him bleed.\What? Not even a little nosebleed?\Didn't you know? Murderers don't have human blood in their veins.\And that's not a metaphor.\What are you trying to say?\His blood is actually ketchup.\Huh? response:	At least come up with something that's actually funny!
context: Hey, don't make him bleed.\What? Not even a little nosebleed?\Didn't you know? Murderers don't have human blood in their veins.\And that's not a metaphor.\What are you trying to say?\His blood is actually ketchup.\Huh?\At least come up with something that's actually funny! response:	Hey, I got your mind off it.
context: What? Not even a little nosebleed?\Didn't you know? Murderers don't have human blood in their veins.\And that's not a metaphor.\What are you trying to say?\His blood is actually ketchup.\Huh?\At least come up with something that's actually funny!\Hey, I got your mind off it. response:	No more signs of you transforming.
context: Didn't you know? Murderers don't have human blood in their veins.\And that's not a metaphor.\What are you trying to say?\His blood is actually ketchup.\Huh?\At least come up with something that's actually funny!\Hey, I got your mind off it.\No more signs of you transforming. response:	So I guess you really do only go full-on devil when you're lusting after Tsukasa.
