context: Elementary School Entrance Ceremony response:	Okay?
context: You're a sharp girl...\Did that mom of hers plant a tree or anything?\Or maybe there's one at Grandpa's house.\Yeah, Grandpa might've...\But you don't know anything about one there, do you?\No.\And Grandpa's gone...\If I don't know about it, no one does, right? response:	I never should've told her about the olive tree...
context: Did that mom of hers plant a tree or anything?\Or maybe there's one at Grandpa's house.\Yeah, Grandpa might've...\But you don't know anything about one there, do you?\No.\And Grandpa's gone...\If I don't know about it, no one does, right?\I never should've told her about the olive tree... response:	Daikichi! You've got your elbow on the table again!
context: Or maybe there's one at Grandpa's house.\Yeah, Grandpa might've...\But you don't know anything about one there, do you?\No.\And Grandpa's gone...\If I don't know about it, no one does, right?\I never should've told her about the olive tree...\Daikichi! You've got your elbow on the table again! response:	Right. Sorry...
context: Yeah, Grandpa might've...\But you don't know anything about one there, do you?\No.\And Grandpa's gone...\If I don't know about it, no one does, right?\I never should've told her about the olive tree...\Daikichi! You've got your elbow on the table again!\Right. Sorry... response:	Shit...
context: But you don't know anything about one there, do you?\No.\And Grandpa's gone...\If I don't know about it, no one does, right?\I never should've told her about the olive tree...\Daikichi! You've got your elbow on the table again!\Right. Sorry...\Shit... response:	I didn't think we'd be meeting again.
context: No.\And Grandpa's gone...\If I don't know about it, no one does, right?\I never should've told her about the olive tree...\Daikichi! You've got your elbow on the table again!\Right. Sorry...\Shit...\I didn't think we'd be meeting again. response:	I had the exact same thought.
context: And Grandpa's gone...\If I don't know about it, no one does, right?\I never should've told her about the olive tree...\Daikichi! You've got your elbow on the table again!\Right. Sorry...\Shit...\I didn't think we'd be meeting again.\I had the exact same thought. response:	This is from her school entrance ceremony.
context: If I don't know about it, no one does, right?\I never should've told her about the olive tree...\Daikichi! You've got your elbow on the table again!\Right. Sorry...\Shit...\I didn't think we'd be meeting again.\I had the exact same thought.\This is from her school entrance ceremony. response:	Thank you...
context: I never should've told her about the olive tree...\Daikichi! You've got your elbow on the table again!\Right. Sorry...\Shit...\I didn't think we'd be meeting again.\I had the exact same thought.\This is from her school entrance ceremony.\Thank you... response:	A tree for Rin?
context: Daikichi! You've got your elbow on the table again!\Right. Sorry...\Shit...\I didn't think we'd be meeting again.\I had the exact same thought.\This is from her school entrance ceremony.\Thank you...\A tree for Rin? response:	There is one! There was one!
context: Right. Sorry...\Shit...\I didn't think we'd be meeting again.\I had the exact same thought.\This is from her school entrance ceremony.\Thank you...\A tree for Rin?\There is one! There was one! response:	There is?!
context: Shit...\I didn't think we'd be meeting again.\I had the exact same thought.\This is from her school entrance ceremony.\Thank you...\A tree for Rin?\There is one! There was one!\There is?! response:	Um... I think there was.
context: I didn't think we'd be meeting again.\I had the exact same thought.\This is from her school entrance ceremony.\Thank you...\A tree for Rin?\There is one! There was one!\There is?!\Um... I think there was. response:	Why are you so iffy about it?
context: I had the exact same thought.\This is from her school entrance ceremony.\Thank you...\A tree for Rin?\There is one! There was one!\There is?!\Um... I think there was.\Why are you so iffy about it? response:	Because Souichi-san is the one who planted it...
context: This is from her school entrance ceremony.\Thank you...\A tree for Rin?\There is one! There was one!\There is?!\Um... I think there was.\Why are you so iffy about it?\Because Souichi-san is the one who planted it... response:	Grandpa did...
context: Thank you...\A tree for Rin?\There is one! There was one!\There is?!\Um... I think there was.\Why are you so iffy about it?\Because Souichi-san is the one who planted it...\Grandpa did... response:	I'd like to transfer that tree to my place.
context: A tree for Rin?\There is one! There was one!\There is?!\Um... I think there was.\Why are you so iffy about it?\Because Souichi-san is the one who planted it...\Grandpa did...\I'd like to transfer that tree to my place. response:	What kind of tree is it?
context: There is one! There was one!\There is?!\Um... I think there was.\Why are you so iffy about it?\Because Souichi-san is the one who planted it...\Grandpa did...\I'd like to transfer that tree to my place.\What kind of tree is it? response:	A small one...
context: There is?!\Um... I think there was.\Why are you so iffy about it?\Because Souichi-san is the one who planted it...\Grandpa did...\I'd like to transfer that tree to my place.\What kind of tree is it?\A small one... response:	No, I mean what type, if you know...
context: Um... I think there was.\Why are you so iffy about it?\Because Souichi-san is the one who planted it...\Grandpa did...\I'd like to transfer that tree to my place.\What kind of tree is it?\A small one...\No, I mean what type, if you know... response:	And the location...
context: Why are you so iffy about it?\Because Souichi-san is the one who planted it...\Grandpa did...\I'd like to transfer that tree to my place.\What kind of tree is it?\A small one...\No, I mean what type, if you know...\And the location... response:	Mmm, it's still small...
context: Because Souichi-san is the one who planted it...\Grandpa did...\I'd like to transfer that tree to my place.\What kind of tree is it?\A small one...\No, I mean what type, if you know...\And the location...\Mmm, it's still small... response:	And the branches are thin...
context: Grandpa did...\I'd like to transfer that tree to my place.\What kind of tree is it?\A small one...\No, I mean what type, if you know...\And the location...\Mmm, it's still small...\And the branches are thin... response:	It's here.
context: I'd like to transfer that tree to my place.\What kind of tree is it?\A small one...\No, I mean what type, if you know...\And the location...\Mmm, it's still small...\And the branches are thin...\It's here. response:	You are a mangaka, yes?
context: What kind of tree is it?\A small one...\No, I mean what type, if you know...\And the location...\Mmm, it's still small...\And the branches are thin...\It's here.\You are a mangaka, yes? response:	Drawing maps isn't my job!
context: A small one...\No, I mean what type, if you know...\And the location...\Mmm, it's still small...\And the branches are thin...\It's here.\You are a mangaka, yes?\Drawing maps isn't my job! response:	Which way is north?
context: No, I mean what type, if you know...\And the location...\Mmm, it's still small...\And the branches are thin...\It's here.\You are a mangaka, yes?\Drawing maps isn't my job!\Which way is north? response:	North?
context: And the location...\Mmm, it's still small...\And the branches are thin...\It's here.\You are a mangaka, yes?\Drawing maps isn't my job!\Which way is north?\North? response:	The sun rises in the west, so...
context: Mmm, it's still small...\And the branches are thin...\It's here.\You are a mangaka, yes?\Drawing maps isn't my job!\Which way is north?\North?\The sun rises in the west, so... response:	The opposite! It rises in the east!
context: And the branches are thin...\It's here.\You are a mangaka, yes?\Drawing maps isn't my job!\Which way is north?\North?\The sun rises in the west, so...\The opposite! It rises in the east! response:	Never mind directions.
context: It's here.\You are a mangaka, yes?\Drawing maps isn't my job!\Which way is north?\North?\The sun rises in the west, so...\The opposite! It rises in the east!\Never mind directions. response:	Just please draw the street that's in front of the house.
context: You are a mangaka, yes?\Drawing maps isn't my job!\Which way is north?\North?\The sun rises in the west, so...\The opposite! It rises in the east!\Never mind directions.\Just please draw the street that's in front of the house. response:	Oh, yeah... Duh.
context: Drawing maps isn't my job!\Which way is north?\North?\The sun rises in the west, so...\The opposite! It rises in the east!\Never mind directions.\Just please draw the street that's in front of the house.\Oh, yeah... Duh. response:	Well, I've got work to do, so excuse me.
context: Which way is north?\North?\The sun rises in the west, so...\The opposite! It rises in the east!\Never mind directions.\Just please draw the street that's in front of the house.\Oh, yeah... Duh.\Well, I've got work to do, so excuse me. response:	Thank you for the ice cream.
context: North?\The sun rises in the west, so...\The opposite! It rises in the east!\Never mind directions.\Just please draw the street that's in front of the house.\Oh, yeah... Duh.\Well, I've got work to do, so excuse me.\Thank you for the ice cream. response:	Sorry to bother you when you're so busy...
context: The sun rises in the west, so...\The opposite! It rises in the east!\Never mind directions.\Just please draw the street that's in front of the house.\Oh, yeah... Duh.\Well, I've got work to do, so excuse me.\Thank you for the ice cream.\Sorry to bother you when you're so busy... response:	I wonder if I did have my own tree...
context: The opposite! It rises in the east!\Never mind directions.\Just please draw the street that's in front of the house.\Oh, yeah... Duh.\Well, I've got work to do, so excuse me.\Thank you for the ice cream.\Sorry to bother you when you're so busy...\I wonder if I did have my own tree... response:	I'm sure Grandpa planted something for you, Rin-chan.
context: Never mind directions.\Just please draw the street that's in front of the house.\Oh, yeah... Duh.\Well, I've got work to do, so excuse me.\Thank you for the ice cream.\Sorry to bother you when you're so busy...\I wonder if I did have my own tree...\I'm sure Grandpa planted something for you, Rin-chan. response:	That's what my instinct tells me.
context: Just please draw the street that's in front of the house.\Oh, yeah... Duh.\Well, I've got work to do, so excuse me.\Thank you for the ice cream.\Sorry to bother you when you're so busy...\I wonder if I did have my own tree...\I'm sure Grandpa planted something for you, Rin-chan.\That's what my instinct tells me. response:	And even if there isn't, I think you could plant another tree
context: Oh, yeah... Duh.\Well, I've got work to do, so excuse me.\Thank you for the ice cream.\Sorry to bother you when you're so busy...\I wonder if I did have my own tree...\I'm sure Grandpa planted something for you, Rin-chan.\That's what my instinct tells me.\And even if there isn't, I think you could plant another tree response:	to commemorate you starting elementary school.
context: Well, I've got work to do, so excuse me.\Thank you for the ice cream.\Sorry to bother you when you're so busy...\I wonder if I did have my own tree...\I'm sure Grandpa planted something for you, Rin-chan.\That's what my instinct tells me.\And even if there isn't, I think you could plant another tree\to commemorate you starting elementary school. response:	A tree that's six years old.
context: Thank you for the ice cream.\Sorry to bother you when you're so busy...\I wonder if I did have my own tree...\I'm sure Grandpa planted something for you, Rin-chan.\That's what my instinct tells me.\And even if there isn't, I think you could plant another tree\to commemorate you starting elementary school.\A tree that's six years old. response:	Yeah...
context: Sorry to bother you when you're so busy...\I wonder if I did have my own tree...\I'm sure Grandpa planted something for you, Rin-chan.\That's what my instinct tells me.\And even if there isn't, I think you could plant another tree\to commemorate you starting elementary school.\A tree that's six years old.\Yeah... response:	Do you want to see Daikichi's tree?
context: I wonder if I did have my own tree...\I'm sure Grandpa planted something for you, Rin-chan.\That's what my instinct tells me.\And even if there isn't, I think you could plant another tree\to commemorate you starting elementary school.\A tree that's six years old.\Yeah...\Do you want to see Daikichi's tree? response:	Yeah, I wanna see it!
context: I'm sure Grandpa planted something for you, Rin-chan.\That's what my instinct tells me.\And even if there isn't, I think you could plant another tree\to commemorate you starting elementary school.\A tree that's six years old.\Yeah...\Do you want to see Daikichi's tree?\Yeah, I wanna see it! response:	It's big, isn't it?!
context: That's what my instinct tells me.\And even if there isn't, I think you could plant another tree\to commemorate you starting elementary school.\A tree that's six years old.\Yeah...\Do you want to see Daikichi's tree?\Yeah, I wanna see it!\It's big, isn't it?! response:	That's because it's 30 years old, just like Daikichi.
context: And even if there isn't, I think you could plant another tree\to commemorate you starting elementary school.\A tree that's six years old.\Yeah...\Do you want to see Daikichi's tree?\Yeah, I wanna see it!\It's big, isn't it?!\That's because it's 30 years old, just like Daikichi. response:	It got big, and Daikichi, too...
context: to commemorate you starting elementary school.\A tree that's six years old.\Yeah...\Do you want to see Daikichi's tree?\Yeah, I wanna see it!\It's big, isn't it?!\That's because it's 30 years old, just like Daikichi.\It got big, and Daikichi, too... response:	It's a fragrant olive, right?
context: A tree that's six years old.\Yeah...\Do you want to see Daikichi's tree?\Yeah, I wanna see it!\It's big, isn't it?!\That's because it's 30 years old, just like Daikichi.\It got big, and Daikichi, too...\It's a fragrant olive, right? response:	That's right. You know your trees.
context: Yeah...\Do you want to see Daikichi's tree?\Yeah, I wanna see it!\It's big, isn't it?!\That's because it's 30 years old, just like Daikichi.\It got big, and Daikichi, too...\It's a fragrant olive, right?\That's right. You know your trees. response:	Daikichi told me.
context: Do you want to see Daikichi's tree?\Yeah, I wanna see it!\It's big, isn't it?!\That's because it's 30 years old, just like Daikichi.\It got big, and Daikichi, too...\It's a fragrant olive, right?\That's right. You know your trees.\Daikichi told me. response:	This one is Kazumi's tree.
context: Yeah, I wanna see it!\It's big, isn't it?!\That's because it's 30 years old, just like Daikichi.\It got big, and Daikichi, too...\It's a fragrant olive, right?\That's right. You know your trees.\Daikichi told me.\This one is Kazumi's tree. response:	Tea olive?
context: It's big, isn't it?!\That's because it's 30 years old, just like Daikichi.\It got big, and Daikichi, too...\It's a fragrant olive, right?\That's right. You know your trees.\Daikichi told me.\This one is Kazumi's tree.\Tea olive? response:	Right...
context: That's because it's 30 years old, just like Daikichi.\It got big, and Daikichi, too...\It's a fragrant olive, right?\That's right. You know your trees.\Daikichi told me.\This one is Kazumi's tree.\Tea olive?\Right... response:	Do you remember the big tree in Grandpa's backyard?
context: It got big, and Daikichi, too...\It's a fragrant olive, right?\That's right. You know your trees.\Daikichi told me.\This one is Kazumi's tree.\Tea olive?\Right...\Do you remember the big tree in Grandpa's backyard? response:	Oh, that one...
context: It's a fragrant olive, right?\That's right. You know your trees.\Daikichi told me.\This one is Kazumi's tree.\Tea olive?\Right...\Do you remember the big tree in Grandpa's backyard?\Oh, that one... response:	That's my tree, a tea olive.
context: That's right. You know your trees.\Daikichi told me.\This one is Kazumi's tree.\Tea olive?\Right...\Do you remember the big tree in Grandpa's backyard?\Oh, that one...\That's my tree, a tea olive. response:	Huh...
context: Daikichi told me.\This one is Kazumi's tree.\Tea olive?\Right...\Do you remember the big tree in Grandpa's backyard?\Oh, that one...\That's my tree, a tea olive.\Huh... response:	Huh? This tree...
context: This one is Kazumi's tree.\Tea olive?\Right...\Do you remember the big tree in Grandpa's backyard?\Oh, that one...\That's my tree, a tea olive.\Huh...\Huh? This tree... response:	Grandpa planted it when I was born.
context: Tea olive?\Right...\Do you remember the big tree in Grandpa's backyard?\Oh, that one...\That's my tree, a tea olive.\Huh...\Huh? This tree...\Grandpa planted it when I was born. response:	You have the same tree as Kazumi-chan, huh?
context: Right...\Do you remember the big tree in Grandpa's backyard?\Oh, that one...\That's my tree, a tea olive.\Huh...\Huh? This tree...\Grandpa planted it when I was born.\You have the same tree as Kazumi-chan, huh? response:	That's right.
context: Do you remember the big tree in Grandpa's backyard?\Oh, that one...\That's my tree, a tea olive.\Huh...\Huh? This tree...\Grandpa planted it when I was born.\You have the same tree as Kazumi-chan, huh?\That's right. response:	When I was a child, I always compared my height to it.
context: Oh, that one...\That's my tree, a tea olive.\Huh...\Huh? This tree...\Grandpa planted it when I was born.\You have the same tree as Kazumi-chan, huh?\That's right.\When I was a child, I always compared my height to it. response:	I loved it, which is why I continued the tradition here.
context: That's my tree, a tea olive.\Huh...\Huh? This tree...\Grandpa planted it when I was born.\You have the same tree as Kazumi-chan, huh?\That's right.\When I was a child, I always compared my height to it.\I loved it, which is why I continued the tradition here. response:	Was that a tea olive tree?
context: Huh...\Huh? This tree...\Grandpa planted it when I was born.\You have the same tree as Kazumi-chan, huh?\That's right.\When I was a child, I always compared my height to it.\I loved it, which is why I continued the tradition here.\Was that a tea olive tree? response:	Did Daikichi compare his height with his tree, too?
context: Huh? This tree...\Grandpa planted it when I was born.\You have the same tree as Kazumi-chan, huh?\That's right.\When I was a child, I always compared my height to it.\I loved it, which is why I continued the tradition here.\Was that a tea olive tree?\Did Daikichi compare his height with his tree, too? response:	Of course!
context: Grandpa planted it when I was born.\You have the same tree as Kazumi-chan, huh?\That's right.\When I was a child, I always compared my height to it.\I loved it, which is why I continued the tradition here.\Was that a tea olive tree?\Did Daikichi compare his height with his tree, too?\Of course! response:	Long before that day we first met...
context: You have the same tree as Kazumi-chan, huh?\That's right.\When I was a child, I always compared my height to it.\I loved it, which is why I continued the tradition here.\Was that a tea olive tree?\Did Daikichi compare his height with his tree, too?\Of course!\Long before that day we first met... response:	Daikichi, is that...
context: That's right.\When I was a child, I always compared my height to it.\I loved it, which is why I continued the tradition here.\Was that a tea olive tree?\Did Daikichi compare his height with his tree, too?\Of course!\Long before that day we first met...\Daikichi, is that... response:	It has the same leaves!
context: When I was a child, I always compared my height to it.\I loved it, which is why I continued the tradition here.\Was that a tea olive tree?\Did Daikichi compare his height with his tree, too?\Of course!\Long before that day we first met...\Daikichi, is that...\It has the same leaves! response:	It's a six-year-old fragrant olive tree...
context: I loved it, which is why I continued the tradition here.\Was that a tea olive tree?\Did Daikichi compare his height with his tree, too?\Of course!\Long before that day we first met...\Daikichi, is that...\It has the same leaves!\It's a six-year-old fragrant olive tree... response:	The same as mine.
context: Was that a tea olive tree?\Did Daikichi compare his height with his tree, too?\Of course!\Long before that day we first met...\Daikichi, is that...\It has the same leaves!\It's a six-year-old fragrant olive tree...\The same as mine. response:	This'll do.
context: Did Daikichi compare his height with his tree, too?\Of course!\Long before that day we first met...\Daikichi, is that...\It has the same leaves!\It's a six-year-old fragrant olive tree...\The same as mine.\This'll do. response:	Shoot!
context: Of course!\Long before that day we first met...\Daikichi, is that...\It has the same leaves!\It's a six-year-old fragrant olive tree...\The same as mine.\This'll do.\Shoot! response:	What?
context: Long before that day we first met...\Daikichi, is that...\It has the same leaves!\It's a six-year-old fragrant olive tree...\The same as mine.\This'll do.\Shoot!\What? response:	It's too late to jump over this one, isn't it?
context: Daikichi, is that...\It has the same leaves!\It's a six-year-old fragrant olive tree...\The same as mine.\This'll do.\Shoot!\What?\It's too late to jump over this one, isn't it? response:	I don't think I could even do it...
context: It has the same leaves!\It's a six-year-old fragrant olive tree...\The same as mine.\This'll do.\Shoot!\What?\It's too late to jump over this one, isn't it?\I don't think I could even do it... response:	And we weren't even aware Rin existed until six months ago, you know?
context: It's a six-year-old fragrant olive tree...\The same as mine.\This'll do.\Shoot!\What?\It's too late to jump over this one, isn't it?\I don't think I could even do it...\And we weren't even aware Rin existed until six months ago, you know? response:	I know...
context: The same as mine.\This'll do.\Shoot!\What?\It's too late to jump over this one, isn't it?\I don't think I could even do it...\And we weren't even aware Rin existed until six months ago, you know?\I know... response:	Daikichi! The train's gonna leave!
context: This'll do.\Shoot!\What?\It's too late to jump over this one, isn't it?\I don't think I could even do it...\And we weren't even aware Rin existed until six months ago, you know?\I know...\Daikichi! The train's gonna leave! response:	Coming!
context: Shoot!\What?\It's too late to jump over this one, isn't it?\I don't think I could even do it...\And we weren't even aware Rin existed until six months ago, you know?\I know...\Daikichi! The train's gonna leave!\Coming! response:	Well...
context: What?\It's too late to jump over this one, isn't it?\I don't think I could even do it...\And we weren't even aware Rin existed until six months ago, you know?\I know...\Daikichi! The train's gonna leave!\Coming!\Well... response:	I'll see you off.
context: It's too late to jump over this one, isn't it?\I don't think I could even do it...\And we weren't even aware Rin existed until six months ago, you know?\I know...\Daikichi! The train's gonna leave!\Coming!\Well...\I'll see you off. response:	But...
context: I don't think I could even do it...\And we weren't even aware Rin existed until six months ago, you know?\I know...\Daikichi! The train's gonna leave!\Coming!\Well...\I'll see you off.\But... response:	long before that day we first met,
context: And we weren't even aware Rin existed until six months ago, you know?\I know...\Daikichi! The train's gonna leave!\Coming!\Well...\I'll see you off.\But...\long before that day we first met, response:	we were all walking along a similar course.
context: I know...\Daikichi! The train's gonna leave!\Coming!\Well...\I'll see you off.\But...\long before that day we first met,\we were all walking along a similar course. response:	A sunny early Sunday afternoon
context: Daikichi! The train's gonna leave!\Coming!\Well...\I'll see you off.\But...\long before that day we first met,\we were all walking along a similar course.\A sunny early Sunday afternoon response:	Let's go somewhere today
context: Coming!\Well...\I'll see you off.\But...\long before that day we first met,\we were all walking along a similar course.\A sunny early Sunday afternoon\Let's go somewhere today response:	It's the same road I'm used to traveling
context: Well...\I'll see you off.\But...\long before that day we first met,\we were all walking along a similar course.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling response:	But I can see it sparkling so bright
context: I'll see you off.\But...\long before that day we first met,\we were all walking along a similar course.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright response:	With the sun shining down its warmth
context: But...\long before that day we first met,\we were all walking along a similar course.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth response:	And you here by my side...
context: long before that day we first met,\we were all walking along a similar course.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side... response:	I'm already high, high, high
context: we were all walking along a similar course.\A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high response:	I feel like dashing out
context: A sunny early Sunday afternoon\Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out response:	Sing, la, la, la
context: Let's go somewhere today\It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la response:	My voice out to forever
context: It's the same road I'm used to traveling\But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever response:	I'm already high, high, high
context: But I can see it sparkling so bright\With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high response:	Ride the dancing wind
context: With the sun shining down its warmth\And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind response:	Sing, la, la, la
context: And you here by my side...\I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la response:	My voice springs up
context: I'm already high, high, high\I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up response:	Daikichi!
context: I feel like dashing out\Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi! response:	What's wrong?!
context: Sing, la, la, la\My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi!\What's wrong?! response:	Daikichi!
context: My voice out to forever\I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi!\What's wrong?!\Daikichi! response:	What happened?!
context: I'm already high, high, high\Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi!\What's wrong?!\Daikichi!\What happened?! response:	There's a strange old man outside!
context: Ride the dancing wind\Sing, la, la, la\My voice springs up\Daikichi!\What's wrong?!\Daikichi!\What happened?!\There's a strange old man outside! response:	Kouki-kun...
context: Sing, la, la, la\My voice springs up\Daikichi!\What's wrong?!\Daikichi!\What happened?!\There's a strange old man outside!\Kouki-kun... response:	No... That man is...
context: My voice springs up\Daikichi!\What's wrong?!\Daikichi!\What happened?!\There's a strange old man outside!\Kouki-kun...\No... That man is... response:	What?!
context: Daikichi!\What's wrong?!\Daikichi!\What happened?!\There's a strange old man outside!\Kouki-kun...\No... That man is...\What?! response:	Daikichi, he's not...
context: What's wrong?!\Daikichi!\What happened?!\There's a strange old man outside!\Kouki-kun...\No... That man is...\What?!\Daikichi, he's not... response:	Where is he?!
context: Daikichi!\What happened?!\There's a strange old man outside!\Kouki-kun...\No... That man is...\What?!\Daikichi, he's not...\Where is he?! response:	Enough! Both of you, listen to me!
context: What happened?!\There's a strange old man outside!\Kouki-kun...\No... That man is...\What?!\Daikichi, he's not...\Where is he?!\Enough! Both of you, listen to me! response:	That's our neighbor, Matsui-san!
context: There's a strange old man outside!\Kouki-kun...\No... That man is...\What?!\Daikichi, he's not...\Where is he?!\Enough! Both of you, listen to me!\That's our neighbor, Matsui-san! response:	Don't call him a strange old man!
context: Kouki-kun...\No... That man is...\What?!\Daikichi, he's not...\Where is he?!\Enough! Both of you, listen to me!\That's our neighbor, Matsui-san!\Don't call him a strange old man! response:	I'm sorry...
context: No... That man is...\What?!\Daikichi, he's not...\Where is he?!\Enough! Both of you, listen to me!\That's our neighbor, Matsui-san!\Don't call him a strange old man!\I'm sorry... response:	I'm... sor...ry...
context: What?!\Daikichi, he's not...\Where is he?!\Enough! Both of you, listen to me!\That's our neighbor, Matsui-san!\Don't call him a strange old man!\I'm sorry...\I'm... sor...ry... response:	I'm the one who should apologize.
context: Daikichi, he's not...\Where is he?!\Enough! Both of you, listen to me!\That's our neighbor, Matsui-san!\Don't call him a strange old man!\I'm sorry...\I'm... sor...ry...\I'm the one who should apologize. response:	Apparently, my sudden greeting frightened him.
context: Where is he?!\Enough! Both of you, listen to me!\That's our neighbor, Matsui-san!\Don't call him a strange old man!\I'm sorry...\I'm... sor...ry...\I'm the one who should apologize.\Apparently, my sudden greeting frightened him. response:	Sorry about that.
context: Enough! Both of you, listen to me!\That's our neighbor, Matsui-san!\Don't call him a strange old man!\I'm sorry...\I'm... sor...ry...\I'm the one who should apologize.\Apparently, my sudden greeting frightened him.\Sorry about that. response:	No, no, he was incredibly rude.
context: That's our neighbor, Matsui-san!\Don't call him a strange old man!\I'm sorry...\I'm... sor...ry...\I'm the one who should apologize.\Apparently, my sudden greeting frightened him.\Sorry about that.\No, no, he was incredibly rude. response:	Well, be careful going to school.
context: Don't call him a strange old man!\I'm sorry...\I'm... sor...ry...\I'm the one who should apologize.\Apparently, my sudden greeting frightened him.\Sorry about that.\No, no, he was incredibly rude.\Well, be careful going to school. response:	See you later!
context: I'm sorry...\I'm... sor...ry...\I'm the one who should apologize.\Apparently, my sudden greeting frightened him.\Sorry about that.\No, no, he was incredibly rude.\Well, be careful going to school.\See you later! response:	Thank you.
context: I'm... sor...ry...\I'm the one who should apologize.\Apparently, my sudden greeting frightened him.\Sorry about that.\No, no, he was incredibly rude.\Well, be careful going to school.\See you later!\Thank you. response:	When you ran away, you dragged Rin along with you.
context: I'm the one who should apologize.\Apparently, my sudden greeting frightened him.\Sorry about that.\No, no, he was incredibly rude.\Well, be careful going to school.\See you later!\Thank you.\When you ran away, you dragged Rin along with you. response:	But Kouki-kun made a mistake...
context: Apparently, my sudden greeting frightened him.\Sorry about that.\No, no, he was incredibly rude.\Well, be careful going to school.\See you later!\Thank you.\When you ran away, you dragged Rin along with you.\But Kouki-kun made a mistake... response:	If Kouki's with you, I feel a little more reassured.
context: Sorry about that.\No, no, he was incredibly rude.\Well, be careful going to school.\See you later!\Thank you.\When you ran away, you dragged Rin along with you.\But Kouki-kun made a mistake...\If Kouki's with you, I feel a little more reassured. response:	Just a little?!
context: No, no, he was incredibly rude.\Well, be careful going to school.\See you later!\Thank you.\When you ran away, you dragged Rin along with you.\But Kouki-kun made a mistake...\If Kouki's with you, I feel a little more reassured.\Just a little?! response:	Yeah, just a little!
context: Well, be careful going to school.\See you later!\Thank you.\When you ran away, you dragged Rin along with you.\But Kouki-kun made a mistake...\If Kouki's with you, I feel a little more reassured.\Just a little?!\Yeah, just a little! response:	You're still a runt!
context: See you later!\Thank you.\When you ran away, you dragged Rin along with you.\But Kouki-kun made a mistake...\If Kouki's with you, I feel a little more reassured.\Just a little?!\Yeah, just a little!\You're still a runt! response:	I'm not a runt!
context: Thank you.\When you ran away, you dragged Rin along with you.\But Kouki-kun made a mistake...\If Kouki's with you, I feel a little more reassured.\Just a little?!\Yeah, just a little!\You're still a runt!\I'm not a runt! response:	We're gonna be late...
