context: 31st - Gala Concert response:	I thought if I came to the music room, you'd be here...
context: Yes?\Have you made up your mind yet? You're the only holdout in my class.\What school you want to go to. High school...\High school...\That's what made me think... That I'd like to become a really weird pianist!\You should give it some thought. But let me know soon.\All right.\High school, response:	the future...
context: Have you made up your mind yet? You're the only holdout in my class.\What school you want to go to. High school...\High school...\That's what made me think... That I'd like to become a really weird pianist!\You should give it some thought. But let me know soon.\All right.\High school,\the future... response:	Who do I want to become?
context: What school you want to go to. High school...\High school...\That's what made me think... That I'd like to become a really weird pianist!\You should give it some thought. But let me know soon.\All right.\High school,\the future...\Who do I want to become? response:	He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.
context: High school...\That's what made me think... That I'd like to become a really weird pianist!\You should give it some thought. But let me know soon.\All right.\High school,\the future...\Who do I want to become?\He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle. response:	And then he says he wished it was milk-flavored!
context: That's what made me think... That I'd like to become a really weird pianist!\You should give it some thought. But let me know soon.\All right.\High school,\the future...\Who do I want to become?\He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.\And then he says he wished it was milk-flavored! response:	Oh! Hey, sorry. There I go...
context: You should give it some thought. But let me know soon.\All right.\High school,\the future...\Who do I want to become?\He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.\And then he says he wished it was milk-flavored!\Oh! Hey, sorry. There I go... response:	It's okay. It's fun to hear about Arima-kun.
context: All right.\High school,\the future...\Who do I want to become?\He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.\And then he says he wished it was milk-flavored!\Oh! Hey, sorry. There I go...\It's okay. It's fun to hear about Arima-kun. response:	There I go again!
context: High school,\the future...\Who do I want to become?\He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.\And then he says he wished it was milk-flavored!\Oh! Hey, sorry. There I go...\It's okay. It's fun to hear about Arima-kun.\There I go again! response:	Well, you live next door to each other, so of course you have the same memories.
context: the future...\Who do I want to become?\He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.\And then he says he wished it was milk-flavored!\Oh! Hey, sorry. There I go...\It's okay. It's fun to hear about Arima-kun.\There I go again!\Well, you live next door to each other, so of course you have the same memories. response:	He's like your kid brother, right?
context: Who do I want to become?\He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.\And then he says he wished it was milk-flavored!\Oh! Hey, sorry. There I go...\It's okay. It's fun to hear about Arima-kun.\There I go again!\Well, you live next door to each other, so of course you have the same memories.\He's like your kid brother, right? response:	No, he's not! I'm not Kousei's babysitter!
context: He dropped it on the beach, and wouldn't stop crying, so I gave him my popsicle.\And then he says he wished it was milk-flavored!\Oh! Hey, sorry. There I go...\It's okay. It's fun to hear about Arima-kun.\There I go again!\Well, you live next door to each other, so of course you have the same memories.\He's like your kid brother, right?\No, he's not! I'm not Kousei's babysitter! response:	Then... what am I?
context: And then he says he wished it was milk-flavored!\Oh! Hey, sorry. There I go...\It's okay. It's fun to hear about Arima-kun.\There I go again!\Well, you live next door to each other, so of course you have the same memories.\He's like your kid brother, right?\No, he's not! I'm not Kousei's babysitter!\Then... what am I? response:	We're next-door neighbors.
context: Oh! Hey, sorry. There I go...\It's okay. It's fun to hear about Arima-kun.\There I go again!\Well, you live next door to each other, so of course you have the same memories.\He's like your kid brother, right?\No, he's not! I'm not Kousei's babysitter!\Then... what am I?\We're next-door neighbors. response:	He's the boy who's smaller than me, who lost his mother at a young age,
context: It's okay. It's fun to hear about Arima-kun.\There I go again!\Well, you live next door to each other, so of course you have the same memories.\He's like your kid brother, right?\No, he's not! I'm not Kousei's babysitter!\Then... what am I?\We're next-door neighbors.\He's the boy who's smaller than me, who lost his mother at a young age, response:	who I can't help doting on...
context: There I go again!\Well, you live next door to each other, so of course you have the same memories.\He's like your kid brother, right?\No, he's not! I'm not Kousei's babysitter!\Then... what am I?\We're next-door neighbors.\He's the boy who's smaller than me, who lost his mother at a young age,\who I can't help doting on... response:	And the one I wished would get back on his feet.
context: Well, you live next door to each other, so of course you have the same memories.\He's like your kid brother, right?\No, he's not! I'm not Kousei's babysitter!\Then... what am I?\We're next-door neighbors.\He's the boy who's smaller than me, who lost his mother at a young age,\who I can't help doting on...\And the one I wished would get back on his feet. response:	What are you, an idiot?
context: He's like your kid brother, right?\No, he's not! I'm not Kousei's babysitter!\Then... what am I?\We're next-door neighbors.\He's the boy who's smaller than me, who lost his mother at a young age,\who I can't help doting on...\And the one I wished would get back on his feet.\What are you, an idiot? response:	Use your heart to solve those kinds of problems.
context: No, he's not! I'm not Kousei's babysitter!\Then... what am I?\We're next-door neighbors.\He's the boy who's smaller than me, who lost his mother at a young age,\who I can't help doting on...\And the one I wished would get back on his feet.\What are you, an idiot?\Use your heart to solve those kinds of problems. response:	Oh, come on! I can't make sense of what you're saying these days!
context: Then... what am I?\We're next-door neighbors.\He's the boy who's smaller than me, who lost his mother at a young age,\who I can't help doting on...\And the one I wished would get back on his feet.\What are you, an idiot?\Use your heart to solve those kinds of problems.\Oh, come on! I can't make sense of what you're saying these days! response:	The other day, you told me that you didn't dislike Saito-senpai, but...
context: We're next-door neighbors.\He's the boy who's smaller than me, who lost his mother at a young age,\who I can't help doting on...\And the one I wished would get back on his feet.\What are you, an idiot?\Use your heart to solve those kinds of problems.\Oh, come on! I can't make sense of what you're saying these days!\The other day, you told me that you didn't dislike Saito-senpai, but... response:	Like and don't dislike are millions of light-years apart, you know.
context: He's the boy who's smaller than me, who lost his mother at a young age,\who I can't help doting on...\And the one I wished would get back on his feet.\What are you, an idiot?\Use your heart to solve those kinds of problems.\Oh, come on! I can't make sense of what you're saying these days!\The other day, you told me that you didn't dislike Saito-senpai, but...\Like and don't dislike are millions of light-years apart, you know. response:	Like? Don't dislike? I don't know what you mean.
context: who I can't help doting on...\And the one I wished would get back on his feet.\What are you, an idiot?\Use your heart to solve those kinds of problems.\Oh, come on! I can't make sense of what you're saying these days!\The other day, you told me that you didn't dislike Saito-senpai, but...\Like and don't dislike are millions of light-years apart, you know.\Like? Don't dislike? I don't know what you mean. response:	You need to be honest with yourself and admit it, or someone's going to get hurt.
context: And the one I wished would get back on his feet.\What are you, an idiot?\Use your heart to solve those kinds of problems.\Oh, come on! I can't make sense of what you're saying these days!\The other day, you told me that you didn't dislike Saito-senpai, but...\Like and don't dislike are millions of light-years apart, you know.\Like? Don't dislike? I don't know what you mean.\You need to be honest with yourself and admit it, or someone's going to get hurt. response:	Do you dislike me?
context: What are you, an idiot?\Use your heart to solve those kinds of problems.\Oh, come on! I can't make sense of what you're saying these days!\The other day, you told me that you didn't dislike Saito-senpai, but...\Like and don't dislike are millions of light-years apart, you know.\Like? Don't dislike? I don't know what you mean.\You need to be honest with yourself and admit it, or someone's going to get hurt.\Do you dislike me? response:	That's crazy.
context: Use your heart to solve those kinds of problems.\Oh, come on! I can't make sense of what you're saying these days!\The other day, you told me that you didn't dislike Saito-senpai, but...\Like and don't dislike are millions of light-years apart, you know.\Like? Don't dislike? I don't know what you mean.\You need to be honest with yourself and admit it, or someone's going to get hurt.\Do you dislike me?\That's crazy. response:	You're the senpai I always had a crush on.
context: Oh, come on! I can't make sense of what you're saying these days!\The other day, you told me that you didn't dislike Saito-senpai, but...\Like and don't dislike are millions of light-years apart, you know.\Like? Don't dislike? I don't know what you mean.\You need to be honest with yourself and admit it, or someone's going to get hurt.\Do you dislike me?\That's crazy.\You're the senpai I always had a crush on. response:	Then do you like him?
context: The other day, you told me that you didn't dislike Saito-senpai, but...\Like and don't dislike are millions of light-years apart, you know.\Like? Don't dislike? I don't know what you mean.\You need to be honest with yourself and admit it, or someone's going to get hurt.\Do you dislike me?\That's crazy.\You're the senpai I always had a crush on.\Then do you like him? response:	Who is it that I like?
context: Like and don't dislike are millions of light-years apart, you know.\Like? Don't dislike? I don't know what you mean.\You need to be honest with yourself and admit it, or someone's going to get hurt.\Do you dislike me?\That's crazy.\You're the senpai I always had a crush on.\Then do you like him?\Who is it that I like? response:	Like. Don't dislike.
context: Like? Don't dislike? I don't know what you mean.\You need to be honest with yourself and admit it, or someone's going to get hurt.\Do you dislike me?\That's crazy.\You're the senpai I always had a crush on.\Then do you like him?\Who is it that I like?\Like. Don't dislike. response:	Like.
context: You need to be honest with yourself and admit it, or someone's going to get hurt.\Do you dislike me?\That's crazy.\You're the senpai I always had a crush on.\Then do you like him?\Who is it that I like?\Like. Don't dislike.\Like. response:	Don't dislike.
context: Do you dislike me?\That's crazy.\You're the senpai I always had a crush on.\Then do you like him?\Who is it that I like?\Like. Don't dislike.\Like.\Don't dislike. response:	Like.
context: That's crazy.\You're the senpai I always had a crush on.\Then do you like him?\Who is it that I like?\Like. Don't dislike.\Like.\Don't dislike.\Like. response:	Don't dislike.
context: You're the senpai I always had a crush on.\Then do you like him?\Who is it that I like?\Like. Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike. response:	Like.
context: Then do you like him?\Who is it that I like?\Like. Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like. response:	Don't dislike.
context: Who is it that I like?\Like. Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike. response:	Like.
context: Like. Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like. response:	Don't dislike.
context: Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike. response:	Like.
context: Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like. response:	Don't dislike.
context: Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike. response:	Like.
context: Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like. response:	Kousei?
context: Like.\Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Kousei? response:	Are you okay? Are you hurt? Sick? Is it food poisoning?
context: Don't dislike.\Like.\Don't dislike.\Like.\Don't dislike.\Like.\Kousei?\Are you okay? Are you hurt? Sick? Is it food poisoning? response:	You shouldn't scavenge for food!
context: Like.\Don't dislike.\Like.\Don't dislike.\Like.\Kousei?\Are you okay? Are you hurt? Sick? Is it food poisoning?\You shouldn't scavenge for food! response:	I got a call from Kashiwagi-san. She said you were in trouble!
context: Don't dislike.\Like.\Don't dislike.\Like.\Kousei?\Are you okay? Are you hurt? Sick? Is it food poisoning?\You shouldn't scavenge for food!\I got a call from Kashiwagi-san. She said you were in trouble! response:	Huh?
context: Like.\Don't dislike.\Like.\Kousei?\Are you okay? Are you hurt? Sick? Is it food poisoning?\You shouldn't scavenge for food!\I got a call from Kashiwagi-san. She said you were in trouble!\Huh? response:	Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?
context: Don't dislike.\Like.\Kousei?\Are you okay? Are you hurt? Sick? Is it food poisoning?\You shouldn't scavenge for food!\I got a call from Kashiwagi-san. She said you were in trouble!\Huh?\Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that? response:	So she's human, too, after all.
context: Like.\Kousei?\Are you okay? Are you hurt? Sick? Is it food poisoning?\You shouldn't scavenge for food!\I got a call from Kashiwagi-san. She said you were in trouble!\Huh?\Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?\So she's human, too, after all. response:	It is strangely compelling, coming from Kashiwagi.
context: Kousei?\Are you okay? Are you hurt? Sick? Is it food poisoning?\You shouldn't scavenge for food!\I got a call from Kashiwagi-san. She said you were in trouble!\Huh?\Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?\So she's human, too, after all.\It is strangely compelling, coming from Kashiwagi. response:	It's not a laughing matter.
context: Are you okay? Are you hurt? Sick? Is it food poisoning?\You shouldn't scavenge for food!\I got a call from Kashiwagi-san. She said you were in trouble!\Huh?\Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?\So she's human, too, after all.\It is strangely compelling, coming from Kashiwagi.\It's not a laughing matter. response:	I was running around like crazy because I believed her.
context: You shouldn't scavenge for food!\I got a call from Kashiwagi-san. She said you were in trouble!\Huh?\Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?\So she's human, too, after all.\It is strangely compelling, coming from Kashiwagi.\It's not a laughing matter.\I was running around like crazy because I believed her. response:	I'm dripping with sweat.
context: I got a call from Kashiwagi-san. She said you were in trouble!\Huh?\Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?\So she's human, too, after all.\It is strangely compelling, coming from Kashiwagi.\It's not a laughing matter.\I was running around like crazy because I believed her.\I'm dripping with sweat. response:	I want a popsicle!
context: Huh?\Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?\So she's human, too, after all.\It is strangely compelling, coming from Kashiwagi.\It's not a laughing matter.\I was running around like crazy because I believed her.\I'm dripping with sweat.\I want a popsicle! response:	Thank you very much!
context: Oh, boy, she got me. Who knew Kashiwagi-san would pull a prank like that?\So she's human, too, after all.\It is strangely compelling, coming from Kashiwagi.\It's not a laughing matter.\I was running around like crazy because I believed her.\I'm dripping with sweat.\I want a popsicle!\Thank you very much! response:	Milk-flavored again?
context: So she's human, too, after all.\It is strangely compelling, coming from Kashiwagi.\It's not a laughing matter.\I was running around like crazy because I believed her.\I'm dripping with sweat.\I want a popsicle!\Thank you very much!\Milk-flavored again? response:	It's what I like.
context: It is strangely compelling, coming from Kashiwagi.\It's not a laughing matter.\I was running around like crazy because I believed her.\I'm dripping with sweat.\I want a popsicle!\Thank you very much!\Milk-flavored again?\It's what I like. response:	The moon's so pretty.
context: It's not a laughing matter.\I was running around like crazy because I believed her.\I'm dripping with sweat.\I want a popsicle!\Thank you very much!\Milk-flavored again?\It's what I like.\The moon's so pretty. response:	Well, I'm hearing it ad nauseam from the house next door!
context: I was running around like crazy because I believed her.\I'm dripping with sweat.\I want a popsicle!\Thank you very much!\Milk-flavored again?\It's what I like.\The moon's so pretty.\Well, I'm hearing it ad nauseam from the house next door! response:	I don't play it that much.
context: I'm dripping with sweat.\I want a popsicle!\Thank you very much!\Milk-flavored again?\It's what I like.\The moon's so pretty.\Well, I'm hearing it ad nauseam from the house next door!\I don't play it that much. response:	Talking like we always do...
context: I want a popsicle!\Thank you very much!\Milk-flavored again?\It's what I like.\The moon's so pretty.\Well, I'm hearing it ad nauseam from the house next door!\I don't play it that much.\Talking like we always do... response:	I could hear some really lousy playing.
context: Thank you very much!\Milk-flavored again?\It's what I like.\The moon's so pretty.\Well, I'm hearing it ad nauseam from the house next door!\I don't play it that much.\Talking like we always do...\I could hear some really lousy playing. response:	The banter... joking around...
context: Milk-flavored again?\It's what I like.\The moon's so pretty.\Well, I'm hearing it ad nauseam from the house next door!\I don't play it that much.\Talking like we always do...\I could hear some really lousy playing.\The banter... joking around... response:	They're bigger than mine. These are a boy's footsteps.
context: It's what I like.\The moon's so pretty.\Well, I'm hearing it ad nauseam from the house next door!\I don't play it that much.\Talking like we always do...\I could hear some really lousy playing.\The banter... joking around...\They're bigger than mine. These are a boy's footsteps. response:	Kousei, you've changed somehow.
context: The moon's so pretty.\Well, I'm hearing it ad nauseam from the house next door!\I don't play it that much.\Talking like we always do...\I could hear some really lousy playing.\The banter... joking around...\They're bigger than mine. These are a boy's footsteps.\Kousei, you've changed somehow. response:	Huh? Really?
context: Well, I'm hearing it ad nauseam from the house next door!\I don't play it that much.\Talking like we always do...\I could hear some really lousy playing.\The banter... joking around...\They're bigger than mine. These are a boy's footsteps.\Kousei, you've changed somehow.\Huh? Really? response:	So weird...
context: I don't play it that much.\Talking like we always do...\I could hear some really lousy playing.\The banter... joking around...\They're bigger than mine. These are a boy's footsteps.\Kousei, you've changed somehow.\Huh? Really?\So weird... response:	If our eyes happen to meet, my heart flip-flops.
context: Talking like we always do...\I could hear some really lousy playing.\The banter... joking around...\They're bigger than mine. These are a boy's footsteps.\Kousei, you've changed somehow.\Huh? Really?\So weird...\If our eyes happen to meet, my heart flip-flops. response:	I'm sure...
context: I could hear some really lousy playing.\The banter... joking around...\They're bigger than mine. These are a boy's footsteps.\Kousei, you've changed somehow.\Huh? Really?\So weird...\If our eyes happen to meet, my heart flip-flops.\I'm sure... response:	Y-You did change. With you, I can tell right away.
context: The banter... joking around...\They're bigger than mine. These are a boy's footsteps.\Kousei, you've changed somehow.\Huh? Really?\So weird...\If our eyes happen to meet, my heart flip-flops.\I'm sure...\Y-You did change. With you, I can tell right away. response:	It's because summer is coming to an end.
context: They're bigger than mine. These are a boy's footsteps.\Kousei, you've changed somehow.\Huh? Really?\So weird...\If our eyes happen to meet, my heart flip-flops.\I'm sure...\Y-You did change. With you, I can tell right away.\It's because summer is coming to an end. response:	Your eyes sparkle now.
context: Kousei, you've changed somehow.\Huh? Really?\So weird...\If our eyes happen to meet, my heart flip-flops.\I'm sure...\Y-You did change. With you, I can tell right away.\It's because summer is coming to an end.\Your eyes sparkle now. response:	They light up, like the headlights of a car.
context: Huh? Really?\So weird...\If our eyes happen to meet, my heart flip-flops.\I'm sure...\Y-You did change. With you, I can tell right away.\It's because summer is coming to an end.\Your eyes sparkle now.\They light up, like the headlights of a car. response:	Especially...
context: So weird...\If our eyes happen to meet, my heart flip-flops.\I'm sure...\Y-You did change. With you, I can tell right away.\It's because summer is coming to an end.\Your eyes sparkle now.\They light up, like the headlights of a car.\Especially... response:	When you're playing the piano.
context: If our eyes happen to meet, my heart flip-flops.\I'm sure...\Y-You did change. With you, I can tell right away.\It's because summer is coming to an end.\Your eyes sparkle now.\They light up, like the headlights of a car.\Especially...\When you're playing the piano. response:	It was pouring out of you... this gentleness, and a desire to convey something.
context: I'm sure...\Y-You did change. With you, I can tell right away.\It's because summer is coming to an end.\Your eyes sparkle now.\They light up, like the headlights of a car.\Especially...\When you're playing the piano.\It was pouring out of you... this gentleness, and a desire to convey something. response:	It's like you're shouting to the world, I'm right here!
context: Y-You did change. With you, I can tell right away.\It's because summer is coming to an end.\Your eyes sparkle now.\They light up, like the headlights of a car.\Especially...\When you're playing the piano.\It was pouring out of you... this gentleness, and a desire to convey something.\It's like you're shouting to the world, I'm right here! response:	You're the kind of pianist who can convey all that, huh?
context: It's because summer is coming to an end.\Your eyes sparkle now.\They light up, like the headlights of a car.\Especially...\When you're playing the piano.\It was pouring out of you... this gentleness, and a desire to convey something.\It's like you're shouting to the world, I'm right here!\You're the kind of pianist who can convey all that, huh? response:	You're an artist no matter what, aren't you?
context: Your eyes sparkle now.\They light up, like the headlights of a car.\Especially...\When you're playing the piano.\It was pouring out of you... this gentleness, and a desire to convey something.\It's like you're shouting to the world, I'm right here!\You're the kind of pianist who can convey all that, huh?\You're an artist no matter what, aren't you? response:	Tsubaki?
context: They light up, like the headlights of a car.\Especially...\When you're playing the piano.\It was pouring out of you... this gentleness, and a desire to convey something.\It's like you're shouting to the world, I'm right here!\You're the kind of pianist who can convey all that, huh?\You're an artist no matter what, aren't you?\Tsubaki? response:	Hm?
context: Especially...\When you're playing the piano.\It was pouring out of you... this gentleness, and a desire to convey something.\It's like you're shouting to the world, I'm right here!\You're the kind of pianist who can convey all that, huh?\You're an artist no matter what, aren't you?\Tsubaki?\Hm? response:	I'm going to go to a high school with a music course.
context: When you're playing the piano.\It was pouring out of you... this gentleness, and a desire to convey something.\It's like you're shouting to the world, I'm right here!\You're the kind of pianist who can convey all that, huh?\You're an artist no matter what, aren't you?\Tsubaki?\Hm?\I'm going to go to a high school with a music course. response:	Music course? Are there any around here?
context: It was pouring out of you... this gentleness, and a desire to convey something.\It's like you're shouting to the world, I'm right here!\You're the kind of pianist who can convey all that, huh?\You're an artist no matter what, aren't you?\Tsubaki?\Hm?\I'm going to go to a high school with a music course.\Music course? Are there any around here? response:	No, so...
context: It's like you're shouting to the world, I'm right here!\You're the kind of pianist who can convey all that, huh?\You're an artist no matter what, aren't you?\Tsubaki?\Hm?\I'm going to go to a high school with a music course.\Music course? Are there any around here?\No, so... response:	Hiroko-san said I only had to go to class twice a week or so.
context: You're the kind of pianist who can convey all that, huh?\You're an artist no matter what, aren't you?\Tsubaki?\Hm?\I'm going to go to a high school with a music course.\Music course? Are there any around here?\No, so...\Hiroko-san said I only had to go to class twice a week or so. response:	Huh?
context: You're an artist no matter what, aren't you?\Tsubaki?\Hm?\I'm going to go to a high school with a music course.\Music course? Are there any around here?\No, so...\Hiroko-san said I only had to go to class twice a week or so.\Huh? response:	Of course, I'm not sure that I'll get in...
context: Tsubaki?\Hm?\I'm going to go to a high school with a music course.\Music course? Are there any around here?\No, so...\Hiroko-san said I only had to go to class twice a week or so.\Huh?\Of course, I'm not sure that I'll get in... response:	Huh?
context: Hm?\I'm going to go to a high school with a music course.\Music course? Are there any around here?\No, so...\Hiroko-san said I only had to go to class twice a week or so.\Huh?\Of course, I'm not sure that I'll get in...\Huh? response:	Because I sat out for a while.
context: I'm going to go to a high school with a music course.\Music course? Are there any around here?\No, so...\Hiroko-san said I only had to go to class twice a week or so.\Huh?\Of course, I'm not sure that I'll get in...\Huh?\Because I sat out for a while. response:	Huh?
context: Music course? Are there any around here?\No, so...\Hiroko-san said I only had to go to class twice a week or so.\Huh?\Of course, I'm not sure that I'll get in...\Huh?\Because I sat out for a while.\Huh? response:	Huh? Huh?
context: No, so...\Hiroko-san said I only had to go to class twice a week or so.\Huh?\Of course, I'm not sure that I'll get in...\Huh?\Because I sat out for a while.\Huh?\Huh? Huh? response:	Again. Here it is again.
context: Hiroko-san said I only had to go to class twice a week or so.\Huh?\Of course, I'm not sure that I'll get in...\Huh?\Because I sat out for a while.\Huh?\Huh? Huh?\Again. Here it is again. response:	Music is taking Kousei far away from me.
context: Huh?\Of course, I'm not sure that I'll get in...\Huh?\Because I sat out for a while.\Huh?\Huh? Huh?\Again. Here it is again.\Music is taking Kousei far away from me. response:	Dummy! Kousei, you dummy!
context: Of course, I'm not sure that I'll get in...\Huh?\Because I sat out for a while.\Huh?\Huh? Huh?\Again. Here it is again.\Music is taking Kousei far away from me.\Dummy! Kousei, you dummy! response:	Go wherever you want, dummy Kousei!
context: Huh?\Because I sat out for a while.\Huh?\Huh? Huh?\Again. Here it is again.\Music is taking Kousei far away from me.\Dummy! Kousei, you dummy!\Go wherever you want, dummy Kousei! response:	We're next-door neighbors.
context: Because I sat out for a while.\Huh?\Huh? Huh?\Again. Here it is again.\Music is taking Kousei far away from me.\Dummy! Kousei, you dummy!\Go wherever you want, dummy Kousei!\We're next-door neighbors. response:	He's the boy who's smaller than me,
context: Huh?\Huh? Huh?\Again. Here it is again.\Music is taking Kousei far away from me.\Dummy! Kousei, you dummy!\Go wherever you want, dummy Kousei!\We're next-door neighbors.\He's the boy who's smaller than me, response:	who lost his mother at a young age,
context: Huh? Huh?\Again. Here it is again.\Music is taking Kousei far away from me.\Dummy! Kousei, you dummy!\Go wherever you want, dummy Kousei!\We're next-door neighbors.\He's the boy who's smaller than me,\who lost his mother at a young age, response:	who I can't help doting on...
context: Again. Here it is again.\Music is taking Kousei far away from me.\Dummy! Kousei, you dummy!\Go wherever you want, dummy Kousei!\We're next-door neighbors.\He's the boy who's smaller than me,\who lost his mother at a young age,\who I can't help doting on... response:	And the one I wish would get back on his feet.
context: Music is taking Kousei far away from me.\Dummy! Kousei, you dummy!\Go wherever you want, dummy Kousei!\We're next-door neighbors.\He's the boy who's smaller than me,\who lost his mother at a young age,\who I can't help doting on...\And the one I wish would get back on his feet. response:	To go on like this, for all time...
context: Dummy! Kousei, you dummy!\Go wherever you want, dummy Kousei!\We're next-door neighbors.\He's the boy who's smaller than me,\who lost his mother at a young age,\who I can't help doting on...\And the one I wish would get back on his feet.\To go on like this, for all time... response:	The boy I took for granted would always be by my side.
context: Go wherever you want, dummy Kousei!\We're next-door neighbors.\He's the boy who's smaller than me,\who lost his mother at a young age,\who I can't help doting on...\And the one I wish would get back on his feet.\To go on like this, for all time...\The boy I took for granted would always be by my side. response:	The boy I want to be by my side forever.
context: We're next-door neighbors.\He's the boy who's smaller than me,\who lost his mother at a young age,\who I can't help doting on...\And the one I wish would get back on his feet.\To go on like this, for all time...\The boy I took for granted would always be by my side.\The boy I want to be by my side forever. response:	Tsubaki...
context: He's the boy who's smaller than me,\who lost his mother at a young age,\who I can't help doting on...\And the one I wish would get back on his feet.\To go on like this, for all time...\The boy I took for granted would always be by my side.\The boy I want to be by my side forever.\Tsubaki... response:	I'm such an idiot...
context: who lost his mother at a young age,\who I can't help doting on...\And the one I wish would get back on his feet.\To go on like this, for all time...\The boy I took for granted would always be by my side.\The boy I want to be by my side forever.\Tsubaki...\I'm such an idiot... response:	Scrub, scrub, scrub...
context: who I can't help doting on...\And the one I wish would get back on his feet.\To go on like this, for all time...\The boy I took for granted would always be by my side.\The boy I want to be by my side forever.\Tsubaki...\I'm such an idiot...\Scrub, scrub, scrub... response:	I wonder if Kousei will be surprised.
context: And the one I wish would get back on his feet.\To go on like this, for all time...\The boy I took for granted would always be by my side.\The boy I want to be by my side forever.\Tsubaki...\I'm such an idiot...\Scrub, scrub, scrub...\I wonder if Kousei will be surprised. response:	Footsteps
context: To go on like this, for all time...\The boy I took for granted would always be by my side.\The boy I want to be by my side forever.\Tsubaki...\I'm such an idiot...\Scrub, scrub, scrub...\I wonder if Kousei will be surprised.\Footsteps response:	Episode 15 Liar
context: The boy I took for granted would always be by my side.\The boy I want to be by my side forever.\Tsubaki...\I'm such an idiot...\Scrub, scrub, scrub...\I wonder if Kousei will be surprised.\Footsteps\Episode 15 Liar response:	Watch Again Next Week!
