context: It was difficult to write calligraphy on a boat, response:	so it was a good experience.
context: Cut it out, Naru!\Hey!\Find any neat fish, Hina?\Yeah, but the goggles keep fogging up and I can't see them.\When that happens, wipe it with mugwort.\I keep mugwort leaves in here.\Mugwort extract helps prevent foggin'.\Wow! response:	Naru, you know everything!
context: Hey!\Find any neat fish, Hina?\Yeah, but the goggles keep fogging up and I can't see them.\When that happens, wipe it with mugwort.\I keep mugwort leaves in here.\Mugwort extract helps prevent foggin'.\Wow!\Naru, you know everything! response:	You're like Gramma...
context: Find any neat fish, Hina?\Yeah, but the goggles keep fogging up and I can't see them.\When that happens, wipe it with mugwort.\I keep mugwort leaves in here.\Mugwort extract helps prevent foggin'.\Wow!\Naru, you know everything!\You're like Gramma... response:	What d'ya mean, Gramma?
context: Yeah, but the goggles keep fogging up and I can't see them.\When that happens, wipe it with mugwort.\I keep mugwort leaves in here.\Mugwort extract helps prevent foggin'.\Wow!\Naru, you know everything!\You're like Gramma...\What d'ya mean, Gramma? response:	Oh, sorry... You didn't like that?
context: When that happens, wipe it with mugwort.\I keep mugwort leaves in here.\Mugwort extract helps prevent foggin'.\Wow!\Naru, you know everything!\You're like Gramma...\What d'ya mean, Gramma?\Oh, sorry... You didn't like that? response:	'Course not!
context: I keep mugwort leaves in here.\Mugwort extract helps prevent foggin'.\Wow!\Naru, you know everything!\You're like Gramma...\What d'ya mean, Gramma?\Oh, sorry... You didn't like that?\'Course not! response:	I'm only seven!
context: Mugwort extract helps prevent foggin'.\Wow!\Naru, you know everything!\You're like Gramma...\What d'ya mean, Gramma?\Oh, sorry... You didn't like that?\'Course not!\I'm only seven! response:	I'm sorry!
context: Wow!\Naru, you know everything!\You're like Gramma...\What d'ya mean, Gramma?\Oh, sorry... You didn't like that?\'Course not!\I'm only seven!\I'm sorry! response:	Sheesh, that's the problem with kids.
context: Naru, you know everything!\You're like Gramma...\What d'ya mean, Gramma?\Oh, sorry... You didn't like that?\'Course not!\I'm only seven!\I'm sorry!\Sheesh, that's the problem with kids. response:	They just dunno how to enjoy the beach.
context: You're like Gramma...\What d'ya mean, Gramma?\Oh, sorry... You didn't like that?\'Course not!\I'm only seven!\I'm sorry!\Sheesh, that's the problem with kids.\They just dunno how to enjoy the beach. response:	I see one! Take this!
context: What d'ya mean, Gramma?\Oh, sorry... You didn't like that?\'Course not!\I'm only seven!\I'm sorry!\Sheesh, that's the problem with kids.\They just dunno how to enjoy the beach.\I see one! Take this! response:	Hiroshi Critical!
context: Oh, sorry... You didn't like that?\'Course not!\I'm only seven!\I'm sorry!\Sheesh, that's the problem with kids.\They just dunno how to enjoy the beach.\I see one! Take this!\Hiroshi Critical! response:	Woah! It's an octopus!
context: 'Course not!\I'm only seven!\I'm sorry!\Sheesh, that's the problem with kids.\They just dunno how to enjoy the beach.\I see one! Take this!\Hiroshi Critical!\Woah! It's an octopus! response:	I got it!
context: I'm only seven!\I'm sorry!\Sheesh, that's the problem with kids.\They just dunno how to enjoy the beach.\I see one! Take this!\Hiroshi Critical!\Woah! It's an octopus!\I got it! response:	Hiro-nii, yer so cool!
context: I'm sorry!\Sheesh, that's the problem with kids.\They just dunno how to enjoy the beach.\I see one! Take this!\Hiroshi Critical!\Woah! It's an octopus!\I got it!\Hiro-nii, yer so cool! response:	Hiro-nii, yer so uncool!
context: Sheesh, that's the problem with kids.\They just dunno how to enjoy the beach.\I see one! Take this!\Hiroshi Critical!\Woah! It's an octopus!\I got it!\Hiro-nii, yer so cool!\Hiro-nii, yer so uncool! response:	Sheesh, boys just dunno how to play at the beach.
context: They just dunno how to enjoy the beach.\I see one! Take this!\Hiroshi Critical!\Woah! It's an octopus!\I got it!\Hiro-nii, yer so cool!\Hiro-nii, yer so uncool!\Sheesh, boys just dunno how to play at the beach. response:	Sorry, Miwa-chan.
context: I see one! Take this!\Hiroshi Critical!\Woah! It's an octopus!\I got it!\Hiro-nii, yer so cool!\Hiro-nii, yer so uncool!\Sheesh, boys just dunno how to play at the beach.\Sorry, Miwa-chan. response:	I'm a little tired.
context: Hiroshi Critical!\Woah! It's an octopus!\I got it!\Hiro-nii, yer so cool!\Hiro-nii, yer so uncool!\Sheesh, boys just dunno how to play at the beach.\Sorry, Miwa-chan.\I'm a little tired. response:	You all right?
context: Woah! It's an octopus!\I got it!\Hiro-nii, yer so cool!\Hiro-nii, yer so uncool!\Sheesh, boys just dunno how to play at the beach.\Sorry, Miwa-chan.\I'm a little tired.\You all right? response:	Don't go overdoin' it.
context: I got it!\Hiro-nii, yer so cool!\Hiro-nii, yer so uncool!\Sheesh, boys just dunno how to play at the beach.\Sorry, Miwa-chan.\I'm a little tired.\You all right?\Don't go overdoin' it. response:	I'm going to rest a bit over by Sensei.
context: Hiro-nii, yer so cool!\Hiro-nii, yer so uncool!\Sheesh, boys just dunno how to play at the beach.\Sorry, Miwa-chan.\I'm a little tired.\You all right?\Don't go overdoin' it.\I'm going to rest a bit over by Sensei. response:	Sure.
context: Hiro-nii, yer so uncool!\Sheesh, boys just dunno how to play at the beach.\Sorry, Miwa-chan.\I'm a little tired.\You all right?\Don't go overdoin' it.\I'm going to rest a bit over by Sensei.\Sure. response:	Hey!
context: Sheesh, boys just dunno how to play at the beach.\Sorry, Miwa-chan.\I'm a little tired.\You all right?\Don't go overdoin' it.\I'm going to rest a bit over by Sensei.\Sure.\Hey! response:	Are you all right, Tama?!
context: Sorry, Miwa-chan.\I'm a little tired.\You all right?\Don't go overdoin' it.\I'm going to rest a bit over by Sensei.\Sure.\Hey!\Are you all right, Tama?! response:	Your face is red!
context: I'm a little tired.\You all right?\Don't go overdoin' it.\I'm going to rest a bit over by Sensei.\Sure.\Hey!\Are you all right, Tama?!\Your face is red! response:	Sorry about this.
context: You all right?\Don't go overdoin' it.\I'm going to rest a bit over by Sensei.\Sure.\Hey!\Are you all right, Tama?!\Your face is red!\Sorry about this. response:	I'm more the indoors type.
context: Don't go overdoin' it.\I'm going to rest a bit over by Sensei.\Sure.\Hey!\Are you all right, Tama?!\Your face is red!\Sorry about this.\I'm more the indoors type. response:	If you're the indoors type, then settle down.
context: I'm going to rest a bit over by Sensei.\Sure.\Hey!\Are you all right, Tama?!\Your face is red!\Sorry about this.\I'm more the indoors type.\If you're the indoors type, then settle down. response:	Have some water for now.
context: Sure.\Hey!\Are you all right, Tama?!\Your face is red!\Sorry about this.\I'm more the indoors type.\If you're the indoors type, then settle down.\Have some water for now. response:	Can you drink?
context: Hey!\Are you all right, Tama?!\Your face is red!\Sorry about this.\I'm more the indoors type.\If you're the indoors type, then settle down.\Have some water for now.\Can you drink? response:	Yes.
context: Are you all right, Tama?!\Your face is red!\Sorry about this.\I'm more the indoors type.\If you're the indoors type, then settle down.\Have some water for now.\Can you drink?\Yes. response:	What is this? I feel like she's really staring at me.
context: Your face is red!\Sorry about this.\I'm more the indoors type.\If you're the indoors type, then settle down.\Have some water for now.\Can you drink?\Yes.\What is this? I feel like she's really staring at me. response:	Sensei...
context: Sorry about this.\I'm more the indoors type.\If you're the indoors type, then settle down.\Have some water for now.\Can you drink?\Yes.\What is this? I feel like she's really staring at me.\Sensei... response:	Have you ever been so worried about something, you couldn't sleep at night?
context: I'm more the indoors type.\If you're the indoors type, then settle down.\Have some water for now.\Can you drink?\Yes.\What is this? I feel like she's really staring at me.\Sensei...\Have you ever been so worried about something, you couldn't sleep at night? response:	What's the matter?
context: If you're the indoors type, then settle down.\Have some water for now.\Can you drink?\Yes.\What is this? I feel like she's really staring at me.\Sensei...\Have you ever been so worried about something, you couldn't sleep at night?\What's the matter? response:	Are you worried about something?
context: Have some water for now.\Can you drink?\Yes.\What is this? I feel like she's really staring at me.\Sensei...\Have you ever been so worried about something, you couldn't sleep at night?\What's the matter?\Are you worried about something? response:	Not worried, exactly.
context: Can you drink?\Yes.\What is this? I feel like she's really staring at me.\Sensei...\Have you ever been so worried about something, you couldn't sleep at night?\What's the matter?\Are you worried about something?\Not worried, exactly. response:	I'll be frank. What do you think about Hiro-nii?
context: Yes.\What is this? I feel like she's really staring at me.\Sensei...\Have you ever been so worried about something, you couldn't sleep at night?\What's the matter?\Are you worried about something?\Not worried, exactly.\I'll be frank. What do you think about Hiro-nii? response:	Hiro?
context: What is this? I feel like she's really staring at me.\Sensei...\Have you ever been so worried about something, you couldn't sleep at night?\What's the matter?\Are you worried about something?\Not worried, exactly.\I'll be frank. What do you think about Hiro-nii?\Hiro? response:	What's this about?
context: Sensei...\Have you ever been so worried about something, you couldn't sleep at night?\What's the matter?\Are you worried about something?\Not worried, exactly.\I'll be frank. What do you think about Hiro-nii?\Hiro?\What's this about? response:	Here we go!
context: Have you ever been so worried about something, you couldn't sleep at night?\What's the matter?\Are you worried about something?\Not worried, exactly.\I'll be frank. What do you think about Hiro-nii?\Hiro?\What's this about?\Here we go! response:	I'm not sure what I think of him.
context: What's the matter?\Are you worried about something?\Not worried, exactly.\I'll be frank. What do you think about Hiro-nii?\Hiro?\What's this about?\Here we go!\I'm not sure what I think of him. response:	Ready, set, go!
context: Are you worried about something?\Not worried, exactly.\I'll be frank. What do you think about Hiro-nii?\Hiro?\What's this about?\Here we go!\I'm not sure what I think of him.\Ready, set, go! response:	He's close in age, and easy to talk to, so... like a brother, I guess?
context: Not worried, exactly.\I'll be frank. What do you think about Hiro-nii?\Hiro?\What's this about?\Here we go!\I'm not sure what I think of him.\Ready, set, go!\He's close in age, and easy to talk to, so... like a brother, I guess? response:	No... we're not that close.
context: I'll be frank. What do you think about Hiro-nii?\Hiro?\What's this about?\Here we go!\I'm not sure what I think of him.\Ready, set, go!\He's close in age, and easy to talk to, so... like a brother, I guess?\No... we're not that close. response:	He's just the guy who brings me my food.
context: Hiro?\What's this about?\Here we go!\I'm not sure what I think of him.\Ready, set, go!\He's close in age, and easy to talk to, so... like a brother, I guess?\No... we're not that close.\He's just the guy who brings me my food. response:	Hold on...
context: What's this about?\Here we go!\I'm not sure what I think of him.\Ready, set, go!\He's close in age, and easy to talk to, so... like a brother, I guess?\No... we're not that close.\He's just the guy who brings me my food.\Hold on... response:	Why would this glasses girl be asking me such a thing?
context: Here we go!\I'm not sure what I think of him.\Ready, set, go!\He's close in age, and easy to talk to, so... like a brother, I guess?\No... we're not that close.\He's just the guy who brings me my food.\Hold on...\Why would this glasses girl be asking me such a thing? response:	I know!
context: I'm not sure what I think of him.\Ready, set, go!\He's close in age, and easy to talk to, so... like a brother, I guess?\No... we're not that close.\He's just the guy who brings me my food.\Hold on...\Why would this glasses girl be asking me such a thing?\I know! response:	She must have a crush on Hiro!
context: Ready, set, go!\He's close in age, and easy to talk to, so... like a brother, I guess?\No... we're not that close.\He's just the guy who brings me my food.\Hold on...\Why would this glasses girl be asking me such a thing?\I know!\She must have a crush on Hiro! response:	Now I get it. That's why she's been acting so odd lately.
context: He's close in age, and easy to talk to, so... like a brother, I guess?\No... we're not that close.\He's just the guy who brings me my food.\Hold on...\Why would this glasses girl be asking me such a thing?\I know!\She must have a crush on Hiro!\Now I get it. That's why she's been acting so odd lately. response:	Though I'm not perfect, she still sees me as a mentor, and wants my advice.
context: No... we're not that close.\He's just the guy who brings me my food.\Hold on...\Why would this glasses girl be asking me such a thing?\I know!\She must have a crush on Hiro!\Now I get it. That's why she's been acting so odd lately.\Though I'm not perfect, she still sees me as a mentor, and wants my advice. response:	She does have her cute side.
context: He's just the guy who brings me my food.\Hold on...\Why would this glasses girl be asking me such a thing?\I know!\She must have a crush on Hiro!\Now I get it. That's why she's been acting so odd lately.\Though I'm not perfect, she still sees me as a mentor, and wants my advice.\She does have her cute side. response:	Sensei?
context: Hold on...\Why would this glasses girl be asking me such a thing?\I know!\She must have a crush on Hiro!\Now I get it. That's why she's been acting so odd lately.\Though I'm not perfect, she still sees me as a mentor, and wants my advice.\She does have her cute side.\Sensei? response:	I'll support them as much as I can.
context: Why would this glasses girl be asking me such a thing?\I know!\She must have a crush on Hiro!\Now I get it. That's why she's been acting so odd lately.\Though I'm not perfect, she still sees me as a mentor, and wants my advice.\She does have her cute side.\Sensei?\I'll support them as much as I can. response:	Hiro's a great guy.
context: I know!\She must have a crush on Hiro!\Now I get it. That's why she's been acting so odd lately.\Though I'm not perfect, she still sees me as a mentor, and wants my advice.\She does have her cute side.\Sensei?\I'll support them as much as I can.\Hiro's a great guy. response:	He's thoughtful, a good cook...
context: She must have a crush on Hiro!\Now I get it. That's why she's been acting so odd lately.\Though I'm not perfect, she still sees me as a mentor, and wants my advice.\She does have her cute side.\Sensei?\I'll support them as much as I can.\Hiro's a great guy.\He's thoughtful, a good cook... response:	You don't often see such a great young man.
context: Now I get it. That's why she's been acting so odd lately.\Though I'm not perfect, she still sees me as a mentor, and wants my advice.\She does have her cute side.\Sensei?\I'll support them as much as I can.\Hiro's a great guy.\He's thoughtful, a good cook...\You don't often see such a great young man. response:	He's the perfect guy to go out w
context: Though I'm not perfect, she still sees me as a mentor, and wants my advice.\She does have her cute side.\Sensei?\I'll support them as much as I can.\Hiro's a great guy.\He's thoughtful, a good cook...\You don't often see such a great young man.\He's the perfect guy to go out w response:	That's enough!
context: She does have her cute side.\Sensei?\I'll support them as much as I can.\Hiro's a great guy.\He's thoughtful, a good cook...\You don't often see such a great young man.\He's the perfect guy to go out w\That's enough! response:	Whose fault do you think it is that I'm having these sleepless nights?
context: Sensei?\I'll support them as much as I can.\Hiro's a great guy.\He's thoughtful, a good cook...\You don't often see such a great young man.\He's the perfect guy to go out w\That's enough!\Whose fault do you think it is that I'm having these sleepless nights? response:	I'm not one of those nasty fujoshi!
context: I'll support them as much as I can.\Hiro's a great guy.\He's thoughtful, a good cook...\You don't often see such a great young man.\He's the perfect guy to go out w\That's enough!\Whose fault do you think it is that I'm having these sleepless nights?\I'm not one of those nasty fujoshi! response:	Fujoshi?
context: Hiro's a great guy.\He's thoughtful, a good cook...\You don't often see such a great young man.\He's the perfect guy to go out w\That's enough!\Whose fault do you think it is that I'm having these sleepless nights?\I'm not one of those nasty fujoshi!\Fujoshi? response:	What do you mean?
context: He's thoughtful, a good cook...\You don't often see such a great young man.\He's the perfect guy to go out w\That's enough!\Whose fault do you think it is that I'm having these sleepless nights?\I'm not one of those nasty fujoshi!\Fujoshi?\What do you mean? response:	Don't run like that!
context: You don't often see such a great young man.\He's the perfect guy to go out w\That's enough!\Whose fault do you think it is that I'm having these sleepless nights?\I'm not one of those nasty fujoshi!\Fujoshi?\What do you mean?\Don't run like that! response:	It's dangero
context: He's the perfect guy to go out w\That's enough!\Whose fault do you think it is that I'm having these sleepless nights?\I'm not one of those nasty fujoshi!\Fujoshi?\What do you mean?\Don't run like that!\It's dangero response:	Sen... sei?
context: That's enough!\Whose fault do you think it is that I'm having these sleepless nights?\I'm not one of those nasty fujoshi!\Fujoshi?\What do you mean?\Don't run like that!\It's dangero\Sen... sei? response:	You're kidding, right?
context: Whose fault do you think it is that I'm having these sleepless nights?\I'm not one of those nasty fujoshi!\Fujoshi?\What do you mean?\Don't run like that!\It's dangero\Sen... sei?\You're kidding, right? response:	Ta-da!
context: I'm not one of those nasty fujoshi!\Fujoshi?\What do you mean?\Don't run like that!\It's dangero\Sen... sei?\You're kidding, right?\Ta-da! response:	Look here, Naru!
context: Fujoshi?\What do you mean?\Don't run like that!\It's dangero\Sen... sei?\You're kidding, right?\Ta-da!\Look here, Naru! response:	It's a sea slug!
context: What do you mean?\Don't run like that!\It's dangero\Sen... sei?\You're kidding, right?\Ta-da!\Look here, Naru!\It's a sea slug! response:	Woah! You're pretty daring to grab that.
context: Don't run like that!\It's dangero\Sen... sei?\You're kidding, right?\Ta-da!\Look here, Naru!\It's a sea slug!\Woah! You're pretty daring to grab that. response:	You try holdin' it, Naru.
context: It's dangero\Sen... sei?\You're kidding, right?\Ta-da!\Look here, Naru!\It's a sea slug!\Woah! You're pretty daring to grab that.\You try holdin' it, Naru. response:	If you can hold it, yer an adult.
context: Sen... sei?\You're kidding, right?\Ta-da!\Look here, Naru!\It's a sea slug!\Woah! You're pretty daring to grab that.\You try holdin' it, Naru.\If you can hold it, yer an adult. response:	Adult...
context: You're kidding, right?\Ta-da!\Look here, Naru!\It's a sea slug!\Woah! You're pretty daring to grab that.\You try holdin' it, Naru.\If you can hold it, yer an adult.\Adult... response:	Miwa-nee, yer mean!
context: Ta-da!\Look here, Naru!\It's a sea slug!\Woah! You're pretty daring to grab that.\You try holdin' it, Naru.\If you can hold it, yer an adult.\Adult...\Miwa-nee, yer mean! response:	Yer face makes me sick!
context: Look here, Naru!\It's a sea slug!\Woah! You're pretty daring to grab that.\You try holdin' it, Naru.\If you can hold it, yer an adult.\Adult...\Miwa-nee, yer mean!\Yer face makes me sick! response:	Sorry, sorry.
context: It's a sea slug!\Woah! You're pretty daring to grab that.\You try holdin' it, Naru.\If you can hold it, yer an adult.\Adult...\Miwa-nee, yer mean!\Yer face makes me sick!\Sorry, sorry. response:	It's gross, but it's fine once ya get used to it.
context: Woah! You're pretty daring to grab that.\You try holdin' it, Naru.\If you can hold it, yer an adult.\Adult...\Miwa-nee, yer mean!\Yer face makes me sick!\Sorry, sorry.\It's gross, but it's fine once ya get used to it. response:	It's all squishy!
context: You try holdin' it, Naru.\If you can hold it, yer an adult.\Adult...\Miwa-nee, yer mean!\Yer face makes me sick!\Sorry, sorry.\It's gross, but it's fine once ya get used to it.\It's all squishy! response:	I'm used to it!
context: If you can hold it, yer an adult.\Adult...\Miwa-nee, yer mean!\Yer face makes me sick!\Sorry, sorry.\It's gross, but it's fine once ya get used to it.\It's all squishy!\I'm used to it! response:	Yep. That means yer an adult.
context: Adult...\Miwa-nee, yer mean!\Yer face makes me sick!\Sorry, sorry.\It's gross, but it's fine once ya get used to it.\It's all squishy!\I'm used to it!\Yep. That means yer an adult. response:	Hiro-nii, how's Sensei?
context: Miwa-nee, yer mean!\Yer face makes me sick!\Sorry, sorry.\It's gross, but it's fine once ya get used to it.\It's all squishy!\I'm used to it!\Yep. That means yer an adult.\Hiro-nii, how's Sensei? response:	Oh...
context: Yer face makes me sick!\Sorry, sorry.\It's gross, but it's fine once ya get used to it.\It's all squishy!\I'm used to it!\Yep. That means yer an adult.\Hiro-nii, how's Sensei?\Oh... response:	Jeez! How useless can you be?
context: Sorry, sorry.\It's gross, but it's fine once ya get used to it.\It's all squishy!\I'm used to it!\Yep. That means yer an adult.\Hiro-nii, how's Sensei?\Oh...\Jeez! How useless can you be? response:	Looks like he's still unconscious.
context: It's gross, but it's fine once ya get used to it.\It's all squishy!\I'm used to it!\Yep. That means yer an adult.\Hiro-nii, how's Sensei?\Oh...\Jeez! How useless can you be?\Looks like he's still unconscious. response:	Okay, then that's good.
context: It's all squishy!\I'm used to it!\Yep. That means yer an adult.\Hiro-nii, how's Sensei?\Oh...\Jeez! How useless can you be?\Looks like he's still unconscious.\Okay, then that's good. response:	Naru!
context: I'm used to it!\Yep. That means yer an adult.\Hiro-nii, how's Sensei?\Oh...\Jeez! How useless can you be?\Looks like he's still unconscious.\Okay, then that's good.\Naru! response:	Let's go someplace real fun.
context: Yep. That means yer an adult.\Hiro-nii, how's Sensei?\Oh...\Jeez! How useless can you be?\Looks like he's still unconscious.\Okay, then that's good.\Naru!\Let's go someplace real fun. response:	Someplace real fun?
context: Hiro-nii, how's Sensei?\Oh...\Jeez! How useless can you be?\Looks like he's still unconscious.\Okay, then that's good.\Naru!\Let's go someplace real fun.\Someplace real fun? response:	Yep, one that only adults can go to.
context: Oh...\Jeez! How useless can you be?\Looks like he's still unconscious.\Okay, then that's good.\Naru!\Let's go someplace real fun.\Someplace real fun?\Yep, one that only adults can go to. response:	Oh, crap.
context: Jeez! How useless can you be?\Looks like he's still unconscious.\Okay, then that's good.\Naru!\Let's go someplace real fun.\Someplace real fun?\Yep, one that only adults can go to.\Oh, crap. response:	I blacked out again.
context: Looks like he's still unconscious.\Okay, then that's good.\Naru!\Let's go someplace real fun.\Someplace real fun?\Yep, one that only adults can go to.\Oh, crap.\I blacked out again. response:	We should probably head back...
context: Okay, then that's good.\Naru!\Let's go someplace real fun.\Someplace real fun?\Yep, one that only adults can go to.\Oh, crap.\I blacked out again.\We should probably head back... response:	We haven't had lunch yet.
context: Naru!\Let's go someplace real fun.\Someplace real fun?\Yep, one that only adults can go to.\Oh, crap.\I blacked out again.\We should probably head back...\We haven't had lunch yet. response:	Hey, kids!
context: Let's go someplace real fun.\Someplace real fun?\Yep, one that only adults can go to.\Oh, crap.\I blacked out again.\We should probably head back...\We haven't had lunch yet.\Hey, kids! response:	Time to get out!
context: Someplace real fun?\Yep, one that only adults can go to.\Oh, crap.\I blacked out again.\We should probably head back...\We haven't had lunch yet.\Hey, kids!\Time to get out! response:	What, already?
context: Yep, one that only adults can go to.\Oh, crap.\I blacked out again.\We should probably head back...\We haven't had lunch yet.\Hey, kids!\Time to get out!\What, already? response:	We're still playin'!
context: Oh, crap.\I blacked out again.\We should probably head back...\We haven't had lunch yet.\Hey, kids!\Time to get out!\What, already?\We're still playin'! response:	I knew they'd complain.
context: I blacked out again.\We should probably head back...\We haven't had lunch yet.\Hey, kids!\Time to get out!\What, already?\We're still playin'!\I knew they'd complain. response:	Hey!
context: We should probably head back...\We haven't had lunch yet.\Hey, kids!\Time to get out!\What, already?\We're still playin'!\I knew they'd complain.\Hey! response:	Where's Naru?!
context: We haven't had lunch yet.\Hey, kids!\Time to get out!\What, already?\We're still playin'!\I knew they'd complain.\Hey!\Where's Naru?! response:	She was with Miwa-chan just a second ago.
context: Hey, kids!\Time to get out!\What, already?\We're still playin'!\I knew they'd complain.\Hey!\Where's Naru?!\She was with Miwa-chan just a second ago. response:	Over there.
context: Time to get out!\What, already?\We're still playin'!\I knew they'd complain.\Hey!\Where's Naru?!\She was with Miwa-chan just a second ago.\Over there. response:	Here I go!
context: What, already?\We're still playin'!\I knew they'd complain.\Hey!\Where's Naru?!\She was with Miwa-chan just a second ago.\Over there.\Here I go! response:	Miwa?!
context: We're still playin'!\I knew they'd complain.\Hey!\Where's Naru?!\She was with Miwa-chan just a second ago.\Over there.\Here I go!\Miwa?! response:	That's dangerous! Stop it!
context: I knew they'd complain.\Hey!\Where's Naru?!\She was with Miwa-chan just a second ago.\Over there.\Here I go!\Miwa?!\That's dangerous! Stop it! response:	Ah, that's fun!
context: Hey!\Where's Naru?!\She was with Miwa-chan just a second ago.\Over there.\Here I go!\Miwa?!\That's dangerous! Stop it!\Ah, that's fun! response:	Hey, Miwa.
context: Where's Naru?!\She was with Miwa-chan just a second ago.\Over there.\Here I go!\Miwa?!\That's dangerous! Stop it!\Ah, that's fun!\Hey, Miwa. response:	Sensei's sayin' something.
context: She was with Miwa-chan just a second ago.\Over there.\Here I go!\Miwa?!\That's dangerous! Stop it!\Ah, that's fun!\Hey, Miwa.\Sensei's sayin' something. response:	Yer right.
context: Over there.\Here I go!\Miwa?!\That's dangerous! Stop it!\Ah, that's fun!\Hey, Miwa.\Sensei's sayin' something.\Yer right. response:	Maybe we should head back?
context: Here I go!\Miwa?!\That's dangerous! Stop it!\Ah, that's fun!\Hey, Miwa.\Sensei's sayin' something.\Yer right.\Maybe we should head back? response:	After one more jump, then?
context: Miwa?!\That's dangerous! Stop it!\Ah, that's fun!\Hey, Miwa.\Sensei's sayin' something.\Yer right.\Maybe we should head back?\After one more jump, then? response:	Yeah.
context: That's dangerous! Stop it!\Ah, that's fun!\Hey, Miwa.\Sensei's sayin' something.\Yer right.\Maybe we should head back?\After one more jump, then?\Yeah. response:	But first...
context: Ah, that's fun!\Hey, Miwa.\Sensei's sayin' something.\Yer right.\Maybe we should head back?\After one more jump, then?\Yeah.\But first... response:	Hey, Naru!
context: Hey, Miwa.\Sensei's sayin' something.\Yer right.\Maybe we should head back?\After one more jump, then?\Yeah.\But first...\Hey, Naru! response:	C'mon!
context: Sensei's sayin' something.\Yer right.\Maybe we should head back?\After one more jump, then?\Yeah.\But first...\Hey, Naru!\C'mon! response:	Hey! Wait! Hold it right there!
context: Yer right.\Maybe we should head back?\After one more jump, then?\Yeah.\But first...\Hey, Naru!\C'mon!\Hey! Wait! Hold it right there! response:	Why are you
context: Maybe we should head back?\After one more jump, then?\Yeah.\But first...\Hey, Naru!\C'mon!\Hey! Wait! Hold it right there!\Why are you response:	Stop! Naru!
context: After one more jump, then?\Yeah.\But first...\Hey, Naru!\C'mon!\Hey! Wait! Hold it right there!\Why are you\Stop! Naru! response:	Naru!
context: Yeah.\But first...\Hey, Naru!\C'mon!\Hey! Wait! Hold it right there!\Why are you\Stop! Naru!\Naru! response:	That was fun!
context: But first...\Hey, Naru!\C'mon!\Hey! Wait! Hold it right there!\Why are you\Stop! Naru!\Naru!\That was fun! response:	You done good!
context: Hey, Naru!\C'mon!\Hey! Wait! Hold it right there!\Why are you\Stop! Naru!\Naru!\That was fun!\You done good! response:	That's my protege for ya!
context: C'mon!\Hey! Wait! Hold it right there!\Why are you\Stop! Naru!\Naru!\That was fun!\You done good!\That's my protege for ya! response:	When I jumped, I heard Sensei cheerin' me on.
context: Hey! Wait! Hold it right there!\Why are you\Stop! Naru!\Naru!\That was fun!\You done good!\That's my protege for ya!\When I jumped, I heard Sensei cheerin' me on. response:	He yelled, Naru!
context: Why are you\Stop! Naru!\Naru!\That was fun!\You done good!\That's my protege for ya!\When I jumped, I heard Sensei cheerin' me on.\He yelled, Naru! response:	That's why I wasn't scared at all!
context: Stop! Naru!\Naru!\That was fun!\You done good!\That's my protege for ya!\When I jumped, I heard Sensei cheerin' me on.\He yelled, Naru!\That's why I wasn't scared at all! response:	Cheering?
context: Naru!\That was fun!\You done good!\That's my protege for ya!\When I jumped, I heard Sensei cheerin' me on.\He yelled, Naru!\That's why I wasn't scared at all!\Cheering? response:	Now that you mention it, he was sayin' somethin'.
context: That was fun!\You done good!\That's my protege for ya!\When I jumped, I heard Sensei cheerin' me on.\He yelled, Naru!\That's why I wasn't scared at all!\Cheering?\Now that you mention it, he was sayin' somethin'. response:	Sensei?!
context: You done good!\That's my protege for ya!\When I jumped, I heard Sensei cheerin' me on.\He yelled, Naru!\That's why I wasn't scared at all!\Cheering?\Now that you mention it, he was sayin' somethin'.\Sensei?! response:	Hey... Sensei!
context: That's my protege for ya!\When I jumped, I heard Sensei cheerin' me on.\He yelled, Naru!\That's why I wasn't scared at all!\Cheering?\Now that you mention it, he was sayin' somethin'.\Sensei?!\Hey... Sensei! response:	Honestly!
context: When I jumped, I heard Sensei cheerin' me on.\He yelled, Naru!\That's why I wasn't scared at all!\Cheering?\Now that you mention it, he was sayin' somethin'.\Sensei?!\Hey... Sensei!\Honestly! response:	You did nothing but dangerous stuff!
context: He yelled, Naru!\That's why I wasn't scared at all!\Cheering?\Now that you mention it, he was sayin' somethin'.\Sensei?!\Hey... Sensei!\Honestly!\You did nothing but dangerous stuff! response:	Sorry, Sensei.
context: That's why I wasn't scared at all!\Cheering?\Now that you mention it, he was sayin' somethin'.\Sensei?!\Hey... Sensei!\Honestly!\You did nothing but dangerous stuff!\Sorry, Sensei. response:	We won't do it no more, so don't be mad.
context: Cheering?\Now that you mention it, he was sayin' somethin'.\Sensei?!\Hey... Sensei!\Honestly!\You did nothing but dangerous stuff!\Sorry, Sensei.\We won't do it no more, so don't be mad. response:	Hey, c'mon...
context: Now that you mention it, he was sayin' somethin'.\Sensei?!\Hey... Sensei!\Honestly!\You did nothing but dangerous stuff!\Sorry, Sensei.\We won't do it no more, so don't be mad.\Hey, c'mon... response:	Sensei!
context: Sensei?!\Hey... Sensei!\Honestly!\You did nothing but dangerous stuff!\Sorry, Sensei.\We won't do it no more, so don't be mad.\Hey, c'mon...\Sensei! response:	I've never felt like this before.
