context: Gotcha! response:	Stick with your close range weapons!
context: I am strong.\Even when I was a babe, I was famous for my hidden strength!\If you were famous for it, there was nothing hidden about it.\That day, Renji chose some of the stronger people and set out from Bri-chan's office.\The rest of us formed a party, but truthfully, I think there's a difference in our strength.\We spent eight silvers to join a guild.\Each have two silvers left.\One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks. response:	If we don't want to camp out, let's spend carefully for the time being.
context: Even when I was a babe, I was famous for my hidden strength!\If you were famous for it, there was nothing hidden about it.\That day, Renji chose some of the stronger people and set out from Bri-chan's office.\The rest of us formed a party, but truthfully, I think there's a difference in our strength.\We spent eight silvers to join a guild.\Each have two silvers left.\One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.\If we don't want to camp out, let's spend carefully for the time being. response:	In order to work in this world, you need to join a guild.
context: If you were famous for it, there was nothing hidden about it.\That day, Renji chose some of the stronger people and set out from Bri-chan's office.\The rest of us formed a party, but truthfully, I think there's a difference in our strength.\We spent eight silvers to join a guild.\Each have two silvers left.\One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.\If we don't want to camp out, let's spend carefully for the time being.\In order to work in this world, you need to join a guild. response:	Manato found this out for us, too.
context: That day, Renji chose some of the stronger people and set out from Bri-chan's office.\The rest of us formed a party, but truthfully, I think there's a difference in our strength.\We spent eight silvers to join a guild.\Each have two silvers left.\One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.\If we don't want to camp out, let's spend carefully for the time being.\In order to work in this world, you need to join a guild.\Manato found this out for us, too. response:	As a party, we discussed and decided what roles to take and sought out to join our respective guilds.
context: The rest of us formed a party, but truthfully, I think there's a difference in our strength.\We spent eight silvers to join a guild.\Each have two silvers left.\One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.\If we don't want to camp out, let's spend carefully for the time being.\In order to work in this world, you need to join a guild.\Manato found this out for us, too.\As a party, we discussed and decided what roles to take and sought out to join our respective guilds. response:	You say you want to join my Thief Guild?
context: We spent eight silvers to join a guild.\Each have two silvers left.\One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.\If we don't want to camp out, let's spend carefully for the time being.\In order to work in this world, you need to join a guild.\Manato found this out for us, too.\As a party, we discussed and decided what roles to take and sought out to join our respective guilds.\You say you want to join my Thief Guild? response:	Yes... that's what I came to do.
context: Each have two silvers left.\One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.\If we don't want to camp out, let's spend carefully for the time being.\In order to work in this world, you need to join a guild.\Manato found this out for us, too.\As a party, we discussed and decided what roles to take and sought out to join our respective guilds.\You say you want to join my Thief Guild?\Yes... that's what I came to do. response:	Um...
context: One silver equals one hundred coppers, so even if we use bare minimum, we'll only last about two weeks.\If we don't want to camp out, let's spend carefully for the time being.\In order to work in this world, you need to join a guild.\Manato found this out for us, too.\As a party, we discussed and decided what roles to take and sought out to join our respective guilds.\You say you want to join my Thief Guild?\Yes... that's what I came to do.\Um... response:	Huh...?
context: If we don't want to camp out, let's spend carefully for the time being.\In order to work in this world, you need to join a guild.\Manato found this out for us, too.\As a party, we discussed and decided what roles to take and sought out to join our respective guilds.\You say you want to join my Thief Guild?\Yes... that's what I came to do.\Um...\Huh...? response:	Now this is rare.
context: In order to work in this world, you need to join a guild.\Manato found this out for us, too.\As a party, we discussed and decided what roles to take and sought out to join our respective guilds.\You say you want to join my Thief Guild?\Yes... that's what I came to do.\Um...\Huh...?\Now this is rare. response:	You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?
context: Manato found this out for us, too.\As a party, we discussed and decided what roles to take and sought out to join our respective guilds.\You say you want to join my Thief Guild?\Yes... that's what I came to do.\Um...\Huh...?\Now this is rare.\You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee? response:	Did you decide all by yourself?
context: As a party, we discussed and decided what roles to take and sought out to join our respective guilds.\You say you want to join my Thief Guild?\Yes... that's what I came to do.\Um...\Huh...?\Now this is rare.\You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?\Did you decide all by yourself? response:	I-I talked with my party leader, Manato.
context: You say you want to join my Thief Guild?\Yes... that's what I came to do.\Um...\Huh...?\Now this is rare.\You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?\Did you decide all by yourself?\I-I talked with my party leader, Manato. response:	Hmm...
context: Yes... that's what I came to do.\Um...\Huh...?\Now this is rare.\You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?\Did you decide all by yourself?\I-I talked with my party leader, Manato.\Hmm... response:	A-And I thought that someone like me could only make himself useful as a Thief
context: Um...\Huh...?\Now this is rare.\You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?\Did you decide all by yourself?\I-I talked with my party leader, Manato.\Hmm...\A-And I thought that someone like me could only make himself useful as a Thief response:	Ow! You're hurting me!
context: Huh...?\Now this is rare.\You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?\Did you decide all by yourself?\I-I talked with my party leader, Manato.\Hmm...\A-And I thought that someone like me could only make himself useful as a Thief\Ow! You're hurting me! response:	Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.
context: Now this is rare.\You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?\Did you decide all by yourself?\I-I talked with my party leader, Manato.\Hmm...\A-And I thought that someone like me could only make himself useful as a Thief\Ow! You're hurting me!\Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier. response:	The first part of your training takes seven days.
context: You're choosing to be a Thief as your first job even though you're just a Volunteer Soldier trainee?\Did you decide all by yourself?\I-I talked with my party leader, Manato.\Hmm...\A-And I thought that someone like me could only make himself useful as a Thief\Ow! You're hurting me!\Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.\The first part of your training takes seven days. response:	You'll go one-on-one with me.
context: Did you decide all by yourself?\I-I talked with my party leader, Manato.\Hmm...\A-And I thought that someone like me could only make himself useful as a Thief\Ow! You're hurting me!\Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.\The first part of your training takes seven days.\You'll go one-on-one with me. response:	Feel honored.
context: I-I talked with my party leader, Manato.\Hmm...\A-And I thought that someone like me could only make himself useful as a Thief\Ow! You're hurting me!\Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.\The first part of your training takes seven days.\You'll go one-on-one with me.\Feel honored. response:	If you're reluctant, I can let someone else train you.
context: Hmm...\A-And I thought that someone like me could only make himself useful as a Thief\Ow! You're hurting me!\Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.\The first part of your training takes seven days.\You'll go one-on-one with me.\Feel honored.\If you're reluctant, I can let someone else train you. response:	N-No, please! I insist!
context: A-And I thought that someone like me could only make himself useful as a Thief\Ow! You're hurting me!\Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.\The first part of your training takes seven days.\You'll go one-on-one with me.\Feel honored.\If you're reluctant, I can let someone else train you.\N-No, please! I insist! response:	Just to let you know, I'm strict.
context: Ow! You're hurting me!\Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.\The first part of your training takes seven days.\You'll go one-on-one with me.\Feel honored.\If you're reluctant, I can let someone else train you.\N-No, please! I insist!\Just to let you know, I'm strict. response:	I'll punish you if you can't keep up.
context: Everyone realizes the value of having a Thief in your party once you're an experienced Volunteer Soldier.\The first part of your training takes seven days.\You'll go one-on-one with me.\Feel honored.\If you're reluctant, I can let someone else train you.\N-No, please! I insist!\Just to let you know, I'm strict.\I'll punish you if you can't keep up. response:	Please go easy on me.
context: The first part of your training takes seven days.\You'll go one-on-one with me.\Feel honored.\If you're reluctant, I can let someone else train you.\N-No, please! I insist!\Just to let you know, I'm strict.\I'll punish you if you can't keep up.\Please go easy on me. response:	U-Um, should I call you Teacher?
context: You'll go one-on-one with me.\Feel honored.\If you're reluctant, I can let someone else train you.\N-No, please! I insist!\Just to let you know, I'm strict.\I'll punish you if you can't keep up.\Please go easy on me.\U-Um, should I call you Teacher? response:	Oh my, you'll call me Teacher?
context: Feel honored.\If you're reluctant, I can let someone else train you.\N-No, please! I insist!\Just to let you know, I'm strict.\I'll punish you if you can't keep up.\Please go easy on me.\U-Um, should I call you Teacher?\Oh my, you'll call me Teacher? response:	That has a nice ring to it.
context: If you're reluctant, I can let someone else train you.\N-No, please! I insist!\Just to let you know, I'm strict.\I'll punish you if you can't keep up.\Please go easy on me.\U-Um, should I call you Teacher?\Oh my, you'll call me Teacher?\That has a nice ring to it. response:	Uh, er, I
context: N-No, please! I insist!\Just to let you know, I'm strict.\I'll punish you if you can't keep up.\Please go easy on me.\U-Um, should I call you Teacher?\Oh my, you'll call me Teacher?\That has a nice ring to it.\Uh, er, I response:	Thieves get nicknames, you see.
context: Just to let you know, I'm strict.\I'll punish you if you can't keep up.\Please go easy on me.\U-Um, should I call you Teacher?\Oh my, you'll call me Teacher?\That has a nice ring to it.\Uh, er, I\Thieves get nicknames, you see. response:	After you complete your training, I'll give you a nice little nickname.
context: I'll punish you if you can't keep up.\Please go easy on me.\U-Um, should I call you Teacher?\Oh my, you'll call me Teacher?\That has a nice ring to it.\Uh, er, I\Thieves get nicknames, you see.\After you complete your training, I'll give you a nice little nickname. response:	O-Okay.
context: Please go easy on me.\U-Um, should I call you Teacher?\Oh my, you'll call me Teacher?\That has a nice ring to it.\Uh, er, I\Thieves get nicknames, you see.\After you complete your training, I'll give you a nice little nickname.\O-Okay. response:	I'm Barbara.
context: U-Um, should I call you Teacher?\Oh my, you'll call me Teacher?\That has a nice ring to it.\Uh, er, I\Thieves get nicknames, you see.\After you complete your training, I'll give you a nice little nickname.\O-Okay.\I'm Barbara. response:	It seems like we'll have a fun week.
context: Oh my, you'll call me Teacher?\That has a nice ring to it.\Uh, er, I\Thieves get nicknames, you see.\After you complete your training, I'll give you a nice little nickname.\O-Okay.\I'm Barbara.\It seems like we'll have a fun week. response:	Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.
context: That has a nice ring to it.\Uh, er, I\Thieves get nicknames, you see.\After you complete your training, I'll give you a nice little nickname.\O-Okay.\I'm Barbara.\It seems like we'll have a fun week.\Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless. response:	Despite that, she gave me a nickname at the end.
context: Uh, er, I\Thieves get nicknames, you see.\After you complete your training, I'll give you a nice little nickname.\O-Okay.\I'm Barbara.\It seems like we'll have a fun week.\Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.\Despite that, she gave me a nickname at the end. response:	So my nickname is Old Cat?
context: Thieves get nicknames, you see.\After you complete your training, I'll give you a nice little nickname.\O-Okay.\I'm Barbara.\It seems like we'll have a fun week.\Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.\Despite that, she gave me a nickname at the end.\So my nickname is Old Cat? response:	It's because you always have the sleepy eyes of an elderly cat.
context: After you complete your training, I'll give you a nice little nickname.\O-Okay.\I'm Barbara.\It seems like we'll have a fun week.\Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.\Despite that, she gave me a nickname at the end.\So my nickname is Old Cat?\It's because you always have the sleepy eyes of an elderly cat. response:	I was born like this...
context: O-Okay.\I'm Barbara.\It seems like we'll have a fun week.\Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.\Despite that, she gave me a nickname at the end.\So my nickname is Old Cat?\It's because you always have the sleepy eyes of an elderly cat.\I was born like this... response:	And so, I became a Thief.
context: I'm Barbara.\It seems like we'll have a fun week.\Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.\Despite that, she gave me a nickname at the end.\So my nickname is Old Cat?\It's because you always have the sleepy eyes of an elderly cat.\I was born like this...\And so, I became a Thief. response:	Moguzo became a Warrior.
context: It seems like we'll have a fun week.\Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.\Despite that, she gave me a nickname at the end.\So my nickname is Old Cat?\It's because you always have the sleepy eyes of an elderly cat.\I was born like this...\And so, I became a Thief.\Moguzo became a Warrior. response:	Ranta, a Dark Knight.
context: Teacher Barbara was always beautiful and sexy, but she was more sadistic than a sadist and was merciless.\Despite that, she gave me a nickname at the end.\So my nickname is Old Cat?\It's because you always have the sleepy eyes of an elderly cat.\I was born like this...\And so, I became a Thief.\Moguzo became a Warrior.\Ranta, a Dark Knight. response:	Yume, a Hunter.
context: Despite that, she gave me a nickname at the end.\So my nickname is Old Cat?\It's because you always have the sleepy eyes of an elderly cat.\I was born like this...\And so, I became a Thief.\Moguzo became a Warrior.\Ranta, a Dark Knight.\Yume, a Hunter. response:	Shihoru, a Magician.
context: So my nickname is Old Cat?\It's because you always have the sleepy eyes of an elderly cat.\I was born like this...\And so, I became a Thief.\Moguzo became a Warrior.\Ranta, a Dark Knight.\Yume, a Hunter.\Shihoru, a Magician. response:	And Manato became a Priest.
context: It's because you always have the sleepy eyes of an elderly cat.\I was born like this...\And so, I became a Thief.\Moguzo became a Warrior.\Ranta, a Dark Knight.\Yume, a Hunter.\Shihoru, a Magician.\And Manato became a Priest. response:	I'm not used these clothes yet...
context: I was born like this...\And so, I became a Thief.\Moguzo became a Warrior.\Ranta, a Dark Knight.\Yume, a Hunter.\Shihoru, a Magician.\And Manato became a Priest.\I'm not used these clothes yet... response:	Frankly, I feel embarrassed wearing them.
context: And so, I became a Thief.\Moguzo became a Warrior.\Ranta, a Dark Knight.\Yume, a Hunter.\Shihoru, a Magician.\And Manato became a Priest.\I'm not used these clothes yet...\Frankly, I feel embarrassed wearing them. response:	Are you okay, Yume?
context: Moguzo became a Warrior.\Ranta, a Dark Knight.\Yume, a Hunter.\Shihoru, a Magician.\And Manato became a Priest.\I'm not used these clothes yet...\Frankly, I feel embarrassed wearing them.\Are you okay, Yume? response:	Yeah, it just went down wrong.
context: Ranta, a Dark Knight.\Yume, a Hunter.\Shihoru, a Magician.\And Manato became a Priest.\I'm not used these clothes yet...\Frankly, I feel embarrassed wearing them.\Are you okay, Yume?\Yeah, it just went down wrong. response:	Y-You should eat a little more slowly.
context: Yume, a Hunter.\Shihoru, a Magician.\And Manato became a Priest.\I'm not used these clothes yet...\Frankly, I feel embarrassed wearing them.\Are you okay, Yume?\Yeah, it just went down wrong.\Y-You should eat a little more slowly. response:	I don't know why, but I always rush when I eat.
context: Shihoru, a Magician.\And Manato became a Priest.\I'm not used these clothes yet...\Frankly, I feel embarrassed wearing them.\Are you okay, Yume?\Yeah, it just went down wrong.\Y-You should eat a little more slowly.\I don't know why, but I always rush when I eat. response:	Master would always tell me, Yume, it's bad if you don't eat slowly.
context: And Manato became a Priest.\I'm not used these clothes yet...\Frankly, I feel embarrassed wearing them.\Are you okay, Yume?\Yeah, it just went down wrong.\Y-You should eat a little more slowly.\I don't know why, but I always rush when I eat.\Master would always tell me, Yume, it's bad if you don't eat slowly. response:	Was it not worded like that...?
context: I'm not used these clothes yet...\Frankly, I feel embarrassed wearing them.\Are you okay, Yume?\Yeah, it just went down wrong.\Y-You should eat a little more slowly.\I don't know why, but I always rush when I eat.\Master would always tell me, Yume, it's bad if you don't eat slowly.\Was it not worded like that...? response:	Maybe master said Eat slowly?
context: Frankly, I feel embarrassed wearing them.\Are you okay, Yume?\Yeah, it just went down wrong.\Y-You should eat a little more slowly.\I don't know why, but I always rush when I eat.\Master would always tell me, Yume, it's bad if you don't eat slowly.\Was it not worded like that...?\Maybe master said Eat slowly? response:	Can you use a bow and arrow properly with a personality like this?
context: Are you okay, Yume?\Yeah, it just went down wrong.\Y-You should eat a little more slowly.\I don't know why, but I always rush when I eat.\Master would always tell me, Yume, it's bad if you don't eat slowly.\Was it not worded like that...?\Maybe master said Eat slowly?\Can you use a bow and arrow properly with a personality like this? response:	You seem super unfit to be a Hunter.
context: Yeah, it just went down wrong.\Y-You should eat a little more slowly.\I don't know why, but I always rush when I eat.\Master would always tell me, Yume, it's bad if you don't eat slowly.\Was it not worded like that...?\Maybe master said Eat slowly?\Can you use a bow and arrow properly with a personality like this?\You seem super unfit to be a Hunter. response:	Master did say that archery might be too tough for me.
context: Y-You should eat a little more slowly.\I don't know why, but I always rush when I eat.\Master would always tell me, Yume, it's bad if you don't eat slowly.\Was it not worded like that...?\Maybe master said Eat slowly?\Can you use a bow and arrow properly with a personality like this?\You seem super unfit to be a Hunter.\Master did say that archery might be too tough for me. response:	I was a bad shot, no matter how much I trained.
context: I don't know why, but I always rush when I eat.\Master would always tell me, Yume, it's bad if you don't eat slowly.\Was it not worded like that...?\Maybe master said Eat slowly?\Can you use a bow and arrow properly with a personality like this?\You seem super unfit to be a Hunter.\Master did say that archery might be too tough for me.\I was a bad shot, no matter how much I trained. response:	Yeah, it was dangerous yesterday!
context: Master would always tell me, Yume, it's bad if you don't eat slowly.\Was it not worded like that...?\Maybe master said Eat slowly?\Can you use a bow and arrow properly with a personality like this?\You seem super unfit to be a Hunter.\Master did say that archery might be too tough for me.\I was a bad shot, no matter how much I trained.\Yeah, it was dangerous yesterday! response:	Well, sorry.
context: Was it not worded like that...?\Maybe master said Eat slowly?\Can you use a bow and arrow properly with a personality like this?\You seem super unfit to be a Hunter.\Master did say that archery might be too tough for me.\I was a bad shot, no matter how much I trained.\Yeah, it was dangerous yesterday!\Well, sorry. response:	I might have been thinking it'd be okay to hit you.
context: Maybe master said Eat slowly?\Can you use a bow and arrow properly with a personality like this?\You seem super unfit to be a Hunter.\Master did say that archery might be too tough for me.\I was a bad shot, no matter how much I trained.\Yeah, it was dangerous yesterday!\Well, sorry.\I might have been thinking it'd be okay to hit you. response:	What did you say?!
context: Can you use a bow and arrow properly with a personality like this?\You seem super unfit to be a Hunter.\Master did say that archery might be too tough for me.\I was a bad shot, no matter how much I trained.\Yeah, it was dangerous yesterday!\Well, sorry.\I might have been thinking it'd be okay to hit you.\What did you say?! response:	I was the one you almost hit, though.
context: You seem super unfit to be a Hunter.\Master did say that archery might be too tough for me.\I was a bad shot, no matter how much I trained.\Yeah, it was dangerous yesterday!\Well, sorry.\I might have been thinking it'd be okay to hit you.\What did you say?!\I was the one you almost hit, though. response:	Unforgivable. Especially since you're flat-chested.
context: Master did say that archery might be too tough for me.\I was a bad shot, no matter how much I trained.\Yeah, it was dangerous yesterday!\Well, sorry.\I might have been thinking it'd be okay to hit you.\What did you say?!\I was the one you almost hit, though.\Unforgivable. Especially since you're flat-chested. response:	Flat-chested?
context: I was a bad shot, no matter how much I trained.\Yeah, it was dangerous yesterday!\Well, sorry.\I might have been thinking it'd be okay to hit you.\What did you say?!\I was the one you almost hit, though.\Unforgivable. Especially since you're flat-chested.\Flat-chested? response:	I only forgive people like Shihoru who try to disguise their large boobs.
context: Yeah, it was dangerous yesterday!\Well, sorry.\I might have been thinking it'd be okay to hit you.\What did you say?!\I was the one you almost hit, though.\Unforgivable. Especially since you're flat-chested.\Flat-chested?\I only forgive people like Shihoru who try to disguise their large boobs. response:	Eh?!
context: Well, sorry.\I might have been thinking it'd be okay to hit you.\What did you say?!\I was the one you almost hit, though.\Unforgivable. Especially since you're flat-chested.\Flat-chested?\I only forgive people like Shihoru who try to disguise their large boobs.\Eh?! response:	S Sorry!
context: I might have been thinking it'd be okay to hit you.\What did you say?!\I was the one you almost hit, though.\Unforgivable. Especially since you're flat-chested.\Flat-chested?\I only forgive people like Shihoru who try to disguise their large boobs.\Eh?!\S Sorry! response:	Th-That's okay.
context: What did you say?!\I was the one you almost hit, though.\Unforgivable. Especially since you're flat-chested.\Flat-chested?\I only forgive people like Shihoru who try to disguise their large boobs.\Eh?!\S Sorry!\Th-That's okay. response:	You can't fool me even if you hide them.
context: I was the one you almost hit, though.\Unforgivable. Especially since you're flat-chested.\Flat-chested?\I only forgive people like Shihoru who try to disguise their large boobs.\Eh?!\S Sorry!\Th-That's okay.\You can't fool me even if you hide them. response:	I can usually tell even if they're spread or flattened!
context: Unforgivable. Especially since you're flat-chested.\Flat-chested?\I only forgive people like Shihoru who try to disguise their large boobs.\Eh?!\S Sorry!\Th-That's okay.\You can't fool me even if you hide them.\I can usually tell even if they're spread or flattened! response:	What kind of skill is that?
context: Flat-chested?\I only forgive people like Shihoru who try to disguise their large boobs.\Eh?!\S Sorry!\Th-That's okay.\You can't fool me even if you hide them.\I can usually tell even if they're spread or flattened!\What kind of skill is that? response:	It's not a skill!
context: I only forgive people like Shihoru who try to disguise their large boobs.\Eh?!\S Sorry!\Th-That's okay.\You can't fool me even if you hide them.\I can usually tell even if they're spread or flattened!\What kind of skill is that?\It's not a skill! response:	This is a gift from the heavens!
context: Eh?!\S Sorry!\Th-That's okay.\You can't fool me even if you hide them.\I can usually tell even if they're spread or flattened!\What kind of skill is that?\It's not a skill!\This is a gift from the heavens! response:	An ability!
context: S Sorry!\Th-That's okay.\You can't fool me even if you hide them.\I can usually tell even if they're spread or flattened!\What kind of skill is that?\It's not a skill!\This is a gift from the heavens!\An ability! response:	It's just because... I'm fat.
context: Th-That's okay.\You can't fool me even if you hide them.\I can usually tell even if they're spread or flattened!\What kind of skill is that?\It's not a skill!\This is a gift from the heavens!\An ability!\It's just because... I'm fat. response:	You don't seem fat to me.
context: You can't fool me even if you hide them.\I can usually tell even if they're spread or flattened!\What kind of skill is that?\It's not a skill!\This is a gift from the heavens!\An ability!\It's just because... I'm fat.\You don't seem fat to me. response:	M-My clothes just hide it...
context: I can usually tell even if they're spread or flattened!\What kind of skill is that?\It's not a skill!\This is a gift from the heavens!\An ability!\It's just because... I'm fat.\You don't seem fat to me.\M-My clothes just hide it... response:	Oh...
context: What kind of skill is that?\It's not a skill!\This is a gift from the heavens!\An ability!\It's just because... I'm fat.\You don't seem fat to me.\M-My clothes just hide it...\Oh... response:	Shihoru, are you the type of girl that other girls don't like?
context: It's not a skill!\This is a gift from the heavens!\An ability!\It's just because... I'm fat.\You don't seem fat to me.\M-My clothes just hide it...\Oh...\Shihoru, are you the type of girl that other girls don't like? response:	Girls hate other girls who call themselves fat even though they're not the most.
context: This is a gift from the heavens!\An ability!\It's just because... I'm fat.\You don't seem fat to me.\M-My clothes just hide it...\Oh...\Shihoru, are you the type of girl that other girls don't like?\Girls hate other girls who call themselves fat even though they're not the most. response:	It seems like guys and girls alike hate you, though.
context: An ability!\It's just because... I'm fat.\You don't seem fat to me.\M-My clothes just hide it...\Oh...\Shihoru, are you the type of girl that other girls don't like?\Girls hate other girls who call themselves fat even though they're not the most.\It seems like guys and girls alike hate you, though. response:	Not just guys and girls, the whole world!
context: It's just because... I'm fat.\You don't seem fat to me.\M-My clothes just hide it...\Oh...\Shihoru, are you the type of girl that other girls don't like?\Girls hate other girls who call themselves fat even though they're not the most.\It seems like guys and girls alike hate you, though.\Not just guys and girls, the whole world! response:	I'm world-class!
context: You don't seem fat to me.\M-My clothes just hide it...\Oh...\Shihoru, are you the type of girl that other girls don't like?\Girls hate other girls who call themselves fat even though they're not the most.\It seems like guys and girls alike hate you, though.\Not just guys and girls, the whole world!\I'm world-class! response:	And you're okay with that?
context: M-My clothes just hide it...\Oh...\Shihoru, are you the type of girl that other girls don't like?\Girls hate other girls who call themselves fat even though they're not the most.\It seems like guys and girls alike hate you, though.\Not just guys and girls, the whole world!\I'm world-class!\And you're okay with that? response:	Don't act like a saint, Haruhiro.
context: Oh...\Shihoru, are you the type of girl that other girls don't like?\Girls hate other girls who call themselves fat even though they're not the most.\It seems like guys and girls alike hate you, though.\Not just guys and girls, the whole world!\I'm world-class!\And you're okay with that?\Don't act like a saint, Haruhiro. response:	You were looking at Shihoru's chest earlier, too.
context: Shihoru, are you the type of girl that other girls don't like?\Girls hate other girls who call themselves fat even though they're not the most.\It seems like guys and girls alike hate you, though.\Not just guys and girls, the whole world!\I'm world-class!\And you're okay with that?\Don't act like a saint, Haruhiro.\You were looking at Shihoru's chest earlier, too. response:	I saw you.
context: Girls hate other girls who call themselves fat even though they're not the most.\It seems like guys and girls alike hate you, though.\Not just guys and girls, the whole world!\I'm world-class!\And you're okay with that?\Don't act like a saint, Haruhiro.\You were looking at Shihoru's chest earlier, too.\I saw you. response:	I saw you dearly, with my mind's eye.
context: It seems like guys and girls alike hate you, though.\Not just guys and girls, the whole world!\I'm world-class!\And you're okay with that?\Don't act like a saint, Haruhiro.\You were looking at Shihoru's chest earlier, too.\I saw you.\I saw you dearly, with my mind's eye. response:	Th-That just means you didn't see anything.
context: Not just guys and girls, the whole world!\I'm world-class!\And you're okay with that?\Don't act like a saint, Haruhiro.\You were looking at Shihoru's chest earlier, too.\I saw you.\I saw you dearly, with my mind's eye.\Th-That just means you didn't see anything. response:	Really, I don't...
context: I'm world-class!\And you're okay with that?\Don't act like a saint, Haruhiro.\You were looking at Shihoru's chest earlier, too.\I saw you.\I saw you dearly, with my mind's eye.\Th-That just means you didn't see anything.\Really, I don't... response:	I really... am fat.
context: And you're okay with that?\Don't act like a saint, Haruhiro.\You were looking at Shihoru's chest earlier, too.\I saw you.\I saw you dearly, with my mind's eye.\Th-That just means you didn't see anything.\Really, I don't...\I really... am fat. response:	I didn'twait, it's not something to cry over.
context: Don't act like a saint, Haruhiro.\You were looking at Shihoru's chest earlier, too.\I saw you.\I saw you dearly, with my mind's eye.\Th-That just means you didn't see anything.\Really, I don't...\I really... am fat.\I didn'twait, it's not something to cry over. response:	I'm not crying!
context: You were looking at Shihoru's chest earlier, too.\I saw you.\I saw you dearly, with my mind's eye.\Th-That just means you didn't see anything.\Really, I don't...\I really... am fat.\I didn'twait, it's not something to cry over.\I'm not crying! response:	You clearly are!
context: I saw you.\I saw you dearly, with my mind's eye.\Th-That just means you didn't see anything.\Really, I don't...\I really... am fat.\I didn'twait, it's not something to cry over.\I'm not crying!\You clearly are! response:	I definitely see tears dripping down.
context: I saw you dearly, with my mind's eye.\Th-That just means you didn't see anything.\Really, I don't...\I really... am fat.\I didn'twait, it's not something to cry over.\I'm not crying!\You clearly are!\I definitely see tears dripping down. response:	Don't you worry, Shihoru.
context: Th-That just means you didn't see anything.\Really, I don't...\I really... am fat.\I didn'twait, it's not something to cry over.\I'm not crying!\You clearly are!\I definitely see tears dripping down.\Don't you worry, Shihoru. response:	What are you aiming at me for?
context: Really, I don't...\I really... am fat.\I didn'twait, it's not something to cry over.\I'm not crying!\You clearly are!\I definitely see tears dripping down.\Don't you worry, Shihoru.\What are you aiming at me for? response:	I don't think I'll miss this shot.
context: I really... am fat.\I didn'twait, it's not something to cry over.\I'm not crying!\You clearly are!\I definitely see tears dripping down.\Don't you worry, Shihoru.\What are you aiming at me for?\I don't think I'll miss this shot. response:	Obviously! You're freakin' close!
context: I didn'twait, it's not something to cry over.\I'm not crying!\You clearly are!\I definitely see tears dripping down.\Don't you worry, Shihoru.\What are you aiming at me for?\I don't think I'll miss this shot.\Obviously! You're freakin' close! response:	You know Shihoru, you look skinny, but you're actually pretty soft.
context: I'm not crying!\You clearly are!\I definitely see tears dripping down.\Don't you worry, Shihoru.\What are you aiming at me for?\I don't think I'll miss this shot.\Obviously! You're freakin' close!\You know Shihoru, you look skinny, but you're actually pretty soft. response:	Please don't touch me... it's embarrassing.
context: You clearly are!\I definitely see tears dripping down.\Don't you worry, Shihoru.\What are you aiming at me for?\I don't think I'll miss this shot.\Obviously! You're freakin' close!\You know Shihoru, you look skinny, but you're actually pretty soft.\Please don't touch me... it's embarrassing. response:	You smell good, too.
context: I definitely see tears dripping down.\Don't you worry, Shihoru.\What are you aiming at me for?\I don't think I'll miss this shot.\Obviously! You're freakin' close!\You know Shihoru, you look skinny, but you're actually pretty soft.\Please don't touch me... it's embarrassing.\You smell good, too. response:	Yeah, you smell so good.
