context: Is something wrong, Goddess? response:	No, it's nothing.
context: Now then, what to do?\She said she'd be gone for two or three days.\Maybe she won't come home today...\Hey!\Wait up, white-hair!\I have a request!\Oh, good morning.\G-Good morning. response:	So what I want is for you to give this wallet to that airhead Syr.
context: She said she'd be gone for two or three days.\Maybe she won't come home today...\Hey!\Wait up, white-hair!\I have a request!\Oh, good morning.\G-Good morning.\So what I want is for you to give this wallet to that airhead Syr. response:	Um...
context: Maybe she won't come home today...\Hey!\Wait up, white-hair!\I have a request!\Oh, good morning.\G-Good morning.\So what I want is for you to give this wallet to that airhead Syr.\Um... response:	I'm sorry. I'm not sure I understand, still.
context: Hey!\Wait up, white-hair!\I have a request!\Oh, good morning.\G-Good morning.\So what I want is for you to give this wallet to that airhead Syr.\Um...\I'm sorry. I'm not sure I understand, still. response:	Anya.
context: Wait up, white-hair!\I have a request!\Oh, good morning.\G-Good morning.\So what I want is for you to give this wallet to that airhead Syr.\Um...\I'm sorry. I'm not sure I understand, still.\Anya. response:	That's not a good enough explanation.
context: I have a request!\Oh, good morning.\G-Good morning.\So what I want is for you to give this wallet to that airhead Syr.\Um...\I'm sorry. I'm not sure I understand, still.\Anya.\That's not a good enough explanation. response:	Mister Cranel is confused.
context: Oh, good morning.\G-Good morning.\So what I want is for you to give this wallet to that airhead Syr.\Um...\I'm sorry. I'm not sure I understand, still.\Anya.\That's not a good enough explanation.\Mister Cranel is confused. response:	You're so dumb, Ryuu.
context: G-Good morning.\So what I want is for you to give this wallet to that airhead Syr.\Um...\I'm sorry. I'm not sure I understand, still.\Anya.\That's not a good enough explanation.\Mister Cranel is confused.\You're so dumb, Ryuu. response:	He can understand that I want him to take Syr her wallet,
context: So what I want is for you to give this wallet to that airhead Syr.\Um...\I'm sorry. I'm not sure I understand, still.\Anya.\That's not a good enough explanation.\Mister Cranel is confused.\You're so dumb, Ryuu.\He can understand that I want him to take Syr her wallet, response:	which she forgot when she skipped out on
context: Um...\I'm sorry. I'm not sure I understand, still.\Anya.\That's not a good enough explanation.\Mister Cranel is confused.\You're so dumb, Ryuu.\He can understand that I want him to take Syr her wallet,\which she forgot when she skipped out on response:	her shift and went to Monsterphilia.
context: I'm sorry. I'm not sure I understand, still.\Anya.\That's not a good enough explanation.\Mister Cranel is confused.\You're so dumb, Ryuu.\He can understand that I want him to take Syr her wallet,\which she forgot when she skipped out on\her shift and went to Monsterphilia. response:	That's the situation.
context: Anya.\That's not a good enough explanation.\Mister Cranel is confused.\You're so dumb, Ryuu.\He can understand that I want him to take Syr her wallet,\which she forgot when she skipped out on\her shift and went to Monsterphilia.\That's the situation. response:	I see.
context: That's not a good enough explanation.\Mister Cranel is confused.\You're so dumb, Ryuu.\He can understand that I want him to take Syr her wallet,\which she forgot when she skipped out on\her shift and went to Monsterphilia.\That's the situation.\I see. response:	Syr, of course, did not skip out on her shift.
context: Mister Cranel is confused.\You're so dumb, Ryuu.\He can understand that I want him to take Syr her wallet,\which she forgot when she skipped out on\her shift and went to Monsterphilia.\That's the situation.\I see.\Syr, of course, did not skip out on her shift. response:	She took a vacation day for the festival.
context: You're so dumb, Ryuu.\He can understand that I want him to take Syr her wallet,\which she forgot when she skipped out on\her shift and went to Monsterphilia.\That's the situation.\I see.\Syr, of course, did not skip out on her shift.\She took a vacation day for the festival. response:	She's probably in trouble without her wallet.
context: He can understand that I want him to take Syr her wallet,\which she forgot when she skipped out on\her shift and went to Monsterphilia.\That's the situation.\I see.\Syr, of course, did not skip out on her shift.\She took a vacation day for the festival.\She's probably in trouble without her wallet. response:	Please help, Mister Cranel.
context: which she forgot when she skipped out on\her shift and went to Monsterphilia.\That's the situation.\I see.\Syr, of course, did not skip out on her shift.\She took a vacation day for the festival.\She's probably in trouble without her wallet.\Please help, Mister Cranel. response:	Please!
context: her shift and went to Monsterphilia.\That's the situation.\I see.\Syr, of course, did not skip out on her shift.\She took a vacation day for the festival.\She's probably in trouble without her wallet.\Please help, Mister Cranel.\Please! response:	Alright.
context: That's the situation.\I see.\Syr, of course, did not skip out on her shift.\She took a vacation day for the festival.\She's probably in trouble without her wallet.\Please help, Mister Cranel.\Please!\Alright. response:	Leave it to me.
context: I see.\Syr, of course, did not skip out on her shift.\She took a vacation day for the festival.\She's probably in trouble without her wallet.\Please help, Mister Cranel.\Please!\Alright.\Leave it to me. response:	So um...
context: Syr, of course, did not skip out on her shift.\She took a vacation day for the festival.\She's probably in trouble without her wallet.\Please help, Mister Cranel.\Please!\Alright.\Leave it to me.\So um... response:	What's Monsterphilia?
context: She took a vacation day for the festival.\She's probably in trouble without her wallet.\Please help, Mister Cranel.\Please!\Alright.\Leave it to me.\So um...\What's Monsterphilia? response:	Monsterphilia is a huge festival held once a year by the Ganesha familia!
context: She's probably in trouble without her wallet.\Please help, Mister Cranel.\Please!\Alright.\Leave it to me.\So um...\What's Monsterphilia?\Monsterphilia is a huge festival held once a year by the Ganesha familia! response:	They take over the coliseum for a full day,
context: Please help, Mister Cranel.\Please!\Alright.\Leave it to me.\So um...\What's Monsterphilia?\Monsterphilia is a huge festival held once a year by the Ganesha familia!\They take over the coliseum for a full day, response:	and tame monsters brought from
context: Please!\Alright.\Leave it to me.\So um...\What's Monsterphilia?\Monsterphilia is a huge festival held once a year by the Ganesha familia!\They take over the coliseum for a full day,\and tame monsters brought from response:	the dungeon in front of the whole crowd.
context: Alright.\Leave it to me.\So um...\What's Monsterphilia?\Monsterphilia is a huge festival held once a year by the Ganesha familia!\They take over the coliseum for a full day,\and tame monsters brought from\the dungeon in front of the whole crowd. response:	It's a really hardcore spectacle, more or less.
context: Leave it to me.\So um...\What's Monsterphilia?\Monsterphilia is a huge festival held once a year by the Ganesha familia!\They take over the coliseum for a full day,\and tame monsters brought from\the dungeon in front of the whole crowd.\It's a really hardcore spectacle, more or less. response:	What are you planning now?
context: So um...\What's Monsterphilia?\Monsterphilia is a huge festival held once a year by the Ganesha familia!\They take over the coliseum for a full day,\and tame monsters brought from\the dungeon in front of the whole crowd.\It's a really hardcore spectacle, more or less.\What are you planning now? response:	Did you take a liking to some familia's child again,
context: What's Monsterphilia?\Monsterphilia is a huge festival held once a year by the Ganesha familia!\They take over the coliseum for a full day,\and tame monsters brought from\the dungeon in front of the whole crowd.\It's a really hardcore spectacle, more or less.\What are you planning now?\Did you take a liking to some familia's child again, response:	and decide to go after them?
context: Monsterphilia is a huge festival held once a year by the Ganesha familia!\They take over the coliseum for a full day,\and tame monsters brought from\the dungeon in front of the whole crowd.\It's a really hardcore spectacle, more or less.\What are you planning now?\Did you take a liking to some familia's child again,\and decide to go after them? response:	Jeez...
context: They take over the coliseum for a full day,\and tame monsters brought from\the dungeon in front of the whole crowd.\It's a really hardcore spectacle, more or less.\What are you planning now?\Did you take a liking to some familia's child again,\and decide to go after them?\Jeez... response:	All you're doing it sowing the seeds of conflict,
context: and tame monsters brought from\the dungeon in front of the whole crowd.\It's a really hardcore spectacle, more or less.\What are you planning now?\Did you take a liking to some familia's child again,\and decide to go after them?\Jeez...\All you're doing it sowing the seeds of conflict, response:	you sex-obsessed goddess.
context: the dungeon in front of the whole crowd.\It's a really hardcore spectacle, more or less.\What are you planning now?\Did you take a liking to some familia's child again,\and decide to go after them?\Jeez...\All you're doing it sowing the seeds of conflict,\you sex-obsessed goddess. response:	It's done.
context: It's a really hardcore spectacle, more or less.\What are you planning now?\Did you take a liking to some familia's child again,\and decide to go after them?\Jeez...\All you're doing it sowing the seeds of conflict,\you sex-obsessed goddess.\It's done. response:	Hooray! Hooray!
context: What are you planning now?\Did you take a liking to some familia's child again,\and decide to go after them?\Jeez...\All you're doing it sowing the seeds of conflict,\you sex-obsessed goddess.\It's done.\Hooray! Hooray! response:	Thank you, Hephaestus!
context: Did you take a liking to some familia's child again,\and decide to go after them?\Jeez...\All you're doing it sowing the seeds of conflict,\you sex-obsessed goddess.\It's done.\Hooray! Hooray!\Thank you, Hephaestus! response:	Can I go give it to Bell?
context: and decide to go after them?\Jeez...\All you're doing it sowing the seeds of conflict,\you sex-obsessed goddess.\It's done.\Hooray! Hooray!\Thank you, Hephaestus!\Can I go give it to Bell? response:	That's fine,
context: Jeez...\All you're doing it sowing the seeds of conflict,\you sex-obsessed goddess.\It's done.\Hooray! Hooray!\Thank you, Hephaestus!\Can I go give it to Bell?\That's fine, response:	but don't forget about the loan.
context: All you're doing it sowing the seeds of conflict,\you sex-obsessed goddess.\It's done.\Hooray! Hooray!\Thank you, Hephaestus!\Can I go give it to Bell?\That's fine,\but don't forget about the loan. response:	Yeah!
context: you sex-obsessed goddess.\It's done.\Hooray! Hooray!\Thank you, Hephaestus!\Can I go give it to Bell?\That's fine,\but don't forget about the loan.\Yeah! response:	So which child is it you're after?
context: It's done.\Hooray! Hooray!\Thank you, Hephaestus!\Can I go give it to Bell?\That's fine,\but don't forget about the loan.\Yeah!\So which child is it you're after? response:	A child who's so terribly forlorn, he'd cry at the slightest provocation.
context: Hooray! Hooray!\Thank you, Hephaestus!\Can I go give it to Bell?\That's fine,\but don't forget about the loan.\Yeah!\So which child is it you're after?\A child who's so terribly forlorn, he'd cry at the slightest provocation. response:	But he was so pretty.
context: Thank you, Hephaestus!\Can I go give it to Bell?\That's fine,\but don't forget about the loan.\Yeah!\So which child is it you're after?\A child who's so terribly forlorn, he'd cry at the slightest provocation.\But he was so pretty. response:	Ethereal, almost.
context: Can I go give it to Bell?\That's fine,\but don't forget about the loan.\Yeah!\So which child is it you're after?\A child who's so terribly forlorn, he'd cry at the slightest provocation.\But he was so pretty.\Ethereal, almost. response:	A color I'd never seen before...
context: That's fine,\but don't forget about the loan.\Yeah!\So which child is it you're after?\A child who's so terribly forlorn, he'd cry at the slightest provocation.\But he was so pretty.\Ethereal, almost.\A color I'd never seen before... response:	It was truly a coincidence that I saw him.
context: but don't forget about the loan.\Yeah!\So which child is it you're after?\A child who's so terribly forlorn, he'd cry at the slightest provocation.\But he was so pretty.\Ethereal, almost.\A color I'd never seen before...\It was truly a coincidence that I saw him. response:	He just happened to wander into my field of vision.
context: Yeah!\So which child is it you're after?\A child who's so terribly forlorn, he'd cry at the slightest provocation.\But he was so pretty.\Ethereal, almost.\A color I'd never seen before...\It was truly a coincidence that I saw him.\He just happened to wander into my field of vision. response:	What's wrong?
context: So which child is it you're after?\A child who's so terribly forlorn, he'd cry at the slightest provocation.\But he was so pretty.\Ethereal, almost.\A color I'd never seen before...\It was truly a coincidence that I saw him.\He just happened to wander into my field of vision.\What's wrong? response:	Sorry.
context: A child who's so terribly forlorn, he'd cry at the slightest provocation.\But he was so pretty.\Ethereal, almost.\A color I'd never seen before...\It was truly a coincidence that I saw him.\He just happened to wander into my field of vision.\What's wrong?\Sorry. response:	I have somewhere to be.
context: But he was so pretty.\Ethereal, almost.\A color I'd never seen before...\It was truly a coincidence that I saw him.\He just happened to wander into my field of vision.\What's wrong?\Sorry.\I have somewhere to be. response:	You can't just
context: Ethereal, almost.\A color I'd never seen before...\It was truly a coincidence that I saw him.\He just happened to wander into my field of vision.\What's wrong?\Sorry.\I have somewhere to be.\You can't just response:	Let's meet again later.
context: A color I'd never seen before...\It was truly a coincidence that I saw him.\He just happened to wander into my field of vision.\What's wrong?\Sorry.\I have somewhere to be.\You can't just\Let's meet again later. response:	What's her problem?
context: It was truly a coincidence that I saw him.\He just happened to wander into my field of vision.\What's wrong?\Sorry.\I have somewhere to be.\You can't just\Let's meet again later.\What's her problem? response:	Wait, she left me with the bill, too?
context: He just happened to wander into my field of vision.\What's wrong?\Sorry.\I have somewhere to be.\You can't just\Let's meet again later.\What's her problem?\Wait, she left me with the bill, too? response:	What's wrong, Aiz?
context: What's wrong?\Sorry.\I have somewhere to be.\You can't just\Let's meet again later.\What's her problem?\Wait, she left me with the bill, too?\What's wrong, Aiz? response:	Nothing.
context: Sorry.\I have somewhere to be.\You can't just\Let's meet again later.\What's her problem?\Wait, she left me with the bill, too?\What's wrong, Aiz?\Nothing. response:	Wow.
context: I have somewhere to be.\You can't just\Let's meet again later.\What's her problem?\Wait, she left me with the bill, too?\What's wrong, Aiz?\Nothing.\Wow. response:	It's just like they said!
context: You can't just\Let's meet again later.\What's her problem?\Wait, she left me with the bill, too?\What's wrong, Aiz?\Nothing.\Wow.\It's just like they said! response:	It looks like it'll be hard to find Syr...
context: Let's meet again later.\What's her problem?\Wait, she left me with the bill, too?\What's wrong, Aiz?\Nothing.\Wow.\It's just like they said!\It looks like it'll be hard to find Syr... response:	Bell!
context: What's her problem?\Wait, she left me with the bill, too?\What's wrong, Aiz?\Nothing.\Wow.\It's just like they said!\It looks like it'll be hard to find Syr...\Bell! response:	Goddess!
context: Wait, she left me with the bill, too?\What's wrong, Aiz?\Nothing.\Wow.\It's just like they said!\It looks like it'll be hard to find Syr...\Bell!\Goddess! response:	What are you doing here?
context: What's wrong, Aiz?\Nothing.\Wow.\It's just like they said!\It looks like it'll be hard to find Syr...\Bell!\Goddess!\What are you doing here? response:	I missed you, I guess!
context: Nothing.\Wow.\It's just like they said!\It looks like it'll be hard to find Syr...\Bell!\Goddess!\What are you doing here?\I missed you, I guess! response:	I missed you, too.
context: Wow.\It's just like they said!\It looks like it'll be hard to find Syr...\Bell!\Goddess!\What are you doing here?\I missed you, I guess!\I missed you, too. response:	Splendid!
context: It's just like they said!\It looks like it'll be hard to find Syr...\Bell!\Goddess!\What are you doing here?\I missed you, I guess!\I missed you, too.\Splendid! response:	I knew it! You and I share an incredible bond!
context: It looks like it'll be hard to find Syr...\Bell!\Goddess!\What are you doing here?\I missed you, I guess!\I missed you, too.\Splendid!\I knew it! You and I share an incredible bond! response:	Um, Goddess... What...?
context: Bell!\Goddess!\What are you doing here?\I missed you, I guess!\I missed you, too.\Splendid!\I knew it! You and I share an incredible bond!\Um, Goddess... What...? response:	Let's go on a date, Bell!
context: Goddess!\What are you doing here?\I missed you, I guess!\I missed you, too.\Splendid!\I knew it! You and I share an incredible bond!\Um, Goddess... What...?\Let's go on a date, Bell! response:	Wait, Goddess!
context: What are you doing here?\I missed you, I guess!\I missed you, too.\Splendid!\I knew it! You and I share an incredible bond!\Um, Goddess... What...?\Let's go on a date, Bell!\Wait, Goddess! response:	I've been asked to find someone!
context: I missed you, I guess!\I missed you, too.\Splendid!\I knew it! You and I share an incredible bond!\Um, Goddess... What...?\Let's go on a date, Bell!\Wait, Goddess!\I've been asked to find someone! response:	Oh, yeah?
context: I missed you, too.\Splendid!\I knew it! You and I share an incredible bond!\Um, Goddess... What...?\Let's go on a date, Bell!\Wait, Goddess!\I've been asked to find someone!\Oh, yeah? response:	Then let's look for them while we go on our date!
context: Splendid!\I knew it! You and I share an incredible bond!\Um, Goddess... What...?\Let's go on a date, Bell!\Wait, Goddess!\I've been asked to find someone!\Oh, yeah?\Then let's look for them while we go on our date! response:	Two birds with one stone!
context: I knew it! You and I share an incredible bond!\Um, Goddess... What...?\Let's go on a date, Bell!\Wait, Goddess!\I've been asked to find someone!\Oh, yeah?\Then let's look for them while we go on our date!\Two birds with one stone! response:	No, I can't...
context: Um, Goddess... What...?\Let's go on a date, Bell!\Wait, Goddess!\I've been asked to find someone!\Oh, yeah?\Then let's look for them while we go on our date!\Two birds with one stone!\No, I can't... response:	Mister, give us two crepes!
context: Let's go on a date, Bell!\Wait, Goddess!\I've been asked to find someone!\Oh, yeah?\Then let's look for them while we go on our date!\Two birds with one stone!\No, I can't...\Mister, give us two crepes! response:	Sure thing!
context: Wait, Goddess!\I've been asked to find someone!\Oh, yeah?\Then let's look for them while we go on our date!\Two birds with one stone!\No, I can't...\Mister, give us two crepes!\Sure thing! response:	Goddess...
context: I've been asked to find someone!\Oh, yeah?\Then let's look for them while we go on our date!\Two birds with one stone!\No, I can't...\Mister, give us two crepes!\Sure thing!\Goddess... response:	Say, Ahh, Bell!
context: Oh, yeah?\Then let's look for them while we go on our date!\Two birds with one stone!\No, I can't...\Mister, give us two crepes!\Sure thing!\Goddess...\Say, Ahh, Bell! response:	Goddess, I can't
context: Then let's look for them while we go on our date!\Two birds with one stone!\No, I can't...\Mister, give us two crepes!\Sure thing!\Goddess...\Say, Ahh, Bell!\Goddess, I can't response:	What?
context: Two birds with one stone!\No, I can't...\Mister, give us two crepes!\Sure thing!\Goddess...\Say, Ahh, Bell!\Goddess, I can't\What? response:	You don't want to take a bite after me?
context: No, I can't...\Mister, give us two crepes!\Sure thing!\Goddess...\Say, Ahh, Bell!\Goddess, I can't\What?\You don't want to take a bite after me? response:	It's not that!
context: Mister, give us two crepes!\Sure thing!\Goddess...\Say, Ahh, Bell!\Goddess, I can't\What?\You don't want to take a bite after me?\It's not that! response:	I can't take your food from you, Goddess.
context: Sure thing!\Goddess...\Say, Ahh, Bell!\Goddess, I can't\What?\You don't want to take a bite after me?\It's not that!\I can't take your food from you, Goddess. response:	Eat mine instead!
context: Goddess...\Say, Ahh, Bell!\Goddess, I can't\What?\You don't want to take a bite after me?\It's not that!\I can't take your food from you, Goddess.\Eat mine instead! response:	You decided to run away, huh?
context: Say, Ahh, Bell!\Goddess, I can't\What?\You don't want to take a bite after me?\It's not that!\I can't take your food from you, Goddess.\Eat mine instead!\You decided to run away, huh? response:	Well, that's okay.
context: Goddess, I can't\What?\You don't want to take a bite after me?\It's not that!\I can't take your food from you, Goddess.\Eat mine instead!\You decided to run away, huh?\Well, that's okay. response:	I'd like you to wipe that off.
context: What?\You don't want to take a bite after me?\It's not that!\I can't take your food from you, Goddess.\Eat mine instead!\You decided to run away, huh?\Well, that's okay.\I'd like you to wipe that off. response:	Okay.
context: You don't want to take a bite after me?\It's not that!\I can't take your food from you, Goddess.\Eat mine instead!\You decided to run away, huh?\Well, that's okay.\I'd like you to wipe that off.\Okay. response:	You're perfect.
context: It's not that!\I can't take your food from you, Goddess.\Eat mine instead!\You decided to run away, huh?\Well, that's okay.\I'd like you to wipe that off.\Okay.\You're perfect. response:	It's no good...
context: I can't take your food from you, Goddess.\Eat mine instead!\You decided to run away, huh?\Well, that's okay.\I'd like you to wipe that off.\Okay.\You're perfect.\It's no good... response:	I planned to simply watch his growth for a while, but...
context: Eat mine instead!\You decided to run away, huh?\Well, that's okay.\I'd like you to wipe that off.\Okay.\You're perfect.\It's no good...\I planned to simply watch his growth for a while, but... response:	So it's a girl you're looking for, huh?
context: You decided to run away, huh?\Well, that's okay.\I'd like you to wipe that off.\Okay.\You're perfect.\It's no good...\I planned to simply watch his growth for a while, but...\So it's a girl you're looking for, huh? response:	I can't take my eyes off you for a second, Bell.
context: Well, that's okay.\I'd like you to wipe that off.\Okay.\You're perfect.\It's no good...\I planned to simply watch his growth for a while, but...\So it's a girl you're looking for, huh?\I can't take my eyes off you for a second, Bell. response:	What does that mean?
context: I'd like you to wipe that off.\Okay.\You're perfect.\It's no good...\I planned to simply watch his growth for a while, but...\So it's a girl you're looking for, huh?\I can't take my eyes off you for a second, Bell.\What does that mean? response:	Who knows?
context: Okay.\You're perfect.\It's no good...\I planned to simply watch his growth for a while, but...\So it's a girl you're looking for, huh?\I can't take my eyes off you for a second, Bell.\What does that mean?\Who knows? response:	Goddess?
context: You're perfect.\It's no good...\I planned to simply watch his growth for a while, but...\So it's a girl you're looking for, huh?\I can't take my eyes off you for a second, Bell.\What does that mean?\Who knows?\Goddess? response:	A monster!
context: It's no good...\I planned to simply watch his growth for a while, but...\So it's a girl you're looking for, huh?\I can't take my eyes off you for a second, Bell.\What does that mean?\Who knows?\Goddess?\A monster! response:	A monster?
context: I planned to simply watch his growth for a while, but...\So it's a girl you're looking for, huh?\I can't take my eyes off you for a second, Bell.\What does that mean?\Who knows?\Goddess?\A monster!\A monster? response:	Chase after little me!
context: So it's a girl you're looking for, huh?\I can't take my eyes off you for a second, Bell.\What does that mean?\Who knows?\Goddess?\A monster!\A monster?\Chase after little me! response:	B-B-Bell, is it looking at me?
context: I can't take my eyes off you for a second, Bell.\What does that mean?\Who knows?\Goddess?\A monster!\A monster?\Chase after little me!\B-B-Bell, is it looking at me? response:	Goddess, why is that monster chasing you?
context: What does that mean?\Who knows?\Goddess?\A monster!\A monster?\Chase after little me!\B-B-Bell, is it looking at me?\Goddess, why is that monster chasing you? response:	Do you know him?
context: Who knows?\Goddess?\A monster!\A monster?\Chase after little me!\B-B-Bell, is it looking at me?\Goddess, why is that monster chasing you?\Do you know him? response:	I've never met him before!
context: Goddess?\A monster!\A monster?\Chase after little me!\B-B-Bell, is it looking at me?\Goddess, why is that monster chasing you?\Do you know him?\I've never met him before! response:	This is... Daedalus Street?
context: A monster!\A monster?\Chase after little me!\B-B-Bell, is it looking at me?\Goddess, why is that monster chasing you?\Do you know him?\I've never met him before!\This is... Daedalus Street? response:	We have to go!
context: A monster?\Chase after little me!\B-B-Bell, is it looking at me?\Goddess, why is that monster chasing you?\Do you know him?\I've never met him before!\This is... Daedalus Street?\We have to go! response:	Bell!
context: Chase after little me!\B-B-Bell, is it looking at me?\Goddess, why is that monster chasing you?\Do you know him?\I've never met him before!\This is... Daedalus Street?\We have to go!\Bell! response:	Goddess!
context: B-B-Bell, is it looking at me?\Goddess, why is that monster chasing you?\Do you know him?\I've never met him before!\This is... Daedalus Street?\We have to go!\Bell!\Goddess! response:	I'm scared.
context: Goddess, why is that monster chasing you?\Do you know him?\I've never met him before!\This is... Daedalus Street?\We have to go!\Bell!\Goddess!\I'm scared. response:	I'm scared, but...
context: Do you know him?\I've never met him before!\This is... Daedalus Street?\We have to go!\Bell!\Goddess!\I'm scared.\I'm scared, but... response:	I'm a man!
context: I've never met him before!\This is... Daedalus Street?\We have to go!\Bell!\Goddess!\I'm scared.\I'm scared, but...\I'm a man! response:	Go!
context: This is... Daedalus Street?\We have to go!\Bell!\Goddess!\I'm scared.\I'm scared, but...\I'm a man!\Go! response:	Go!
context: We have to go!\Bell!\Goddess!\I'm scared.\I'm scared, but...\I'm a man!\Go!\Go! response:	Don't run and leave that girl behind!
context: Bell!\Goddess!\I'm scared.\I'm scared, but...\I'm a man!\Go!\Go!\Don't run and leave that girl behind! response:	Bell!
context: Goddess!\I'm scared.\I'm scared, but...\I'm a man!\Go!\Go!\Don't run and leave that girl behind!\Bell! response:	Goddess!
context: I'm scared.\I'm scared, but...\I'm a man!\Go!\Go!\Don't run and leave that girl behind!\Bell!\Goddess! response:	It's no good.
context: I'm scared, but...\I'm a man!\Go!\Go!\Don't run and leave that girl behind!\Bell!\Goddess!\It's no good. response:	I'm not strong enough to protect her!
context: I'm a man!\Go!\Go!\Don't run and leave that girl behind!\Bell!\Goddess!\It's no good.\I'm not strong enough to protect her! response:	At this rate it'll catch up to us!
context: Go!\Go!\Don't run and leave that girl behind!\Bell!\Goddess!\It's no good.\I'm not strong enough to protect her!\At this rate it'll catch up to us! response:	What do I do?
context: Go!\Don't run and leave that girl behind!\Bell!\Goddess!\It's no good.\I'm not strong enough to protect her!\At this rate it'll catch up to us!\What do I do? response:	What do I do?
context: Don't run and leave that girl behind!\Bell!\Goddess!\It's no good.\I'm not strong enough to protect her!\At this rate it'll catch up to us!\What do I do?\What do I do? response:	Bell?
context: Bell!\Goddess!\It's no good.\I'm not strong enough to protect her!\At this rate it'll catch up to us!\What do I do?\What do I do?\Bell? response:	I'm sorry, Goddess.
context: Goddess!\It's no good.\I'm not strong enough to protect her!\At this rate it'll catch up to us!\What do I do?\What do I do?\Bell?\I'm sorry, Goddess. response:	I'll buy you some time.
context: It's no good.\I'm not strong enough to protect her!\At this rate it'll catch up to us!\What do I do?\What do I do?\Bell?\I'm sorry, Goddess.\I'll buy you some time. response:	You should run away.
context: I'm not strong enough to protect her!\At this rate it'll catch up to us!\What do I do?\What do I do?\Bell?\I'm sorry, Goddess.\I'll buy you some time.\You should run away. response:	What are you saying?
context: At this rate it'll catch up to us!\What do I do?\What do I do?\Bell?\I'm sorry, Goddess.\I'll buy you some time.\You should run away.\What are you saying? response:	Open this door, now!
context: What do I do?\What do I do?\Bell?\I'm sorry, Goddess.\I'll buy you some time.\You should run away.\What are you saying?\Open this door, now! response:	Goddess...
context: What do I do?\Bell?\I'm sorry, Goddess.\I'll buy you some time.\You should run away.\What are you saying?\Open this door, now!\Goddess... response:	I don't want to lose any more family.
context: Bell?\I'm sorry, Goddess.\I'll buy you some time.\You should run away.\What are you saying?\Open this door, now!\Goddess...\I don't want to lose any more family. response:	Bell!
context: I'm sorry, Goddess.\I'll buy you some time.\You should run away.\What are you saying?\Open this door, now!\Goddess...\I don't want to lose any more family.\Bell! response:	Bell!
context: I'll buy you some time.\You should run away.\What are you saying?\Open this door, now!\Goddess...\I don't want to lose any more family.\Bell!\Bell! response:	Bell!
context: You should run away.\What are you saying?\Open this door, now!\Goddess...\I don't want to lose any more family.\Bell!\Bell!\Bell! response:	Hestia Knife The Blade of a God
context: What are you saying?\Open this door, now!\Goddess...\I don't want to lose any more family.\Bell!\Bell!\Bell!\Hestia Knife The Blade of a God response:	Next Time
context: Open this door, now!\Goddess...\I don't want to lose any more family.\Bell!\Bell!\Bell!\Hestia Knife The Blade of a God\Next Time response:	Next time: Hestia Knife.
