context: Amagiri Shinmei Style response:	Um...
context: Too bad. You guessed wrong again.\Two more to go...\Which is the real one?\Amagiri Shinmei Style First Sword...\Twin Dragons!\Another one?!\Oh, my, have you reached your limit?\Ayato! response:	Feels so good!
context: Two more to go...\Which is the real one?\Amagiri Shinmei Style First Sword...\Twin Dragons!\Another one?!\Oh, my, have you reached your limit?\Ayato!\Feels so good! response:	I don't know the reason for it,
context: Which is the real one?\Amagiri Shinmei Style First Sword...\Twin Dragons!\Another one?!\Oh, my, have you reached your limit?\Ayato!\Feels so good!\I don't know the reason for it, response:	but it's certainly inconvenient, that seal.
context: Amagiri Shinmei Style First Sword...\Twin Dragons!\Another one?!\Oh, my, have you reached your limit?\Ayato!\Feels so good!\I don't know the reason for it,\but it's certainly inconvenient, that seal. response:	So how are you feeling right now?
context: Twin Dragons!\Another one?!\Oh, my, have you reached your limit?\Ayato!\Feels so good!\I don't know the reason for it,\but it's certainly inconvenient, that seal.\So how are you feeling right now? response:	What's so funny?
context: Another one?!\Oh, my, have you reached your limit?\Ayato!\Feels so good!\I don't know the reason for it,\but it's certainly inconvenient, that seal.\So how are you feeling right now?\What's so funny? response:	Oh, it's nothing.
context: Oh, my, have you reached your limit?\Ayato!\Feels so good!\I don't know the reason for it,\but it's certainly inconvenient, that seal.\So how are you feeling right now?\What's so funny?\Oh, it's nothing. response:	It's just that... this match hasn't been decided yet!
context: Ayato!\Feels so good!\I don't know the reason for it,\but it's certainly inconvenient, that seal.\So how are you feeling right now?\What's so funny?\Oh, it's nothing.\It's just that... this match hasn't been decided yet! response:	Can you believe it?!
context: Feels so good!\I don't know the reason for it,\but it's certainly inconvenient, that seal.\So how are you feeling right now?\What's so funny?\Oh, it's nothing.\It's just that... this match hasn't been decided yet!\Can you believe it?! response:	The seemingly drained Amagiri has pulled off a comeback victory!
context: I don't know the reason for it,\but it's certainly inconvenient, that seal.\So how are you feeling right now?\What's so funny?\Oh, it's nothing.\It's just that... this match hasn't been decided yet!\Can you believe it?!\The seemingly drained Amagiri has pulled off a comeback victory! response:	I see.
context: but it's certainly inconvenient, that seal.\So how are you feeling right now?\What's so funny?\Oh, it's nothing.\It's just that... this match hasn't been decided yet!\Can you believe it?!\The seemingly drained Amagiri has pulled off a comeback victory!\I see. response:	So he pretended he'd fallen for their stalling tactics,
context: So how are you feeling right now?\What's so funny?\Oh, it's nothing.\It's just that... this match hasn't been decided yet!\Can you believe it?!\The seemingly drained Amagiri has pulled off a comeback victory!\I see.\So he pretended he'd fallen for their stalling tactics, response:	then lured them into letting down their guard.
context: What's so funny?\Oh, it's nothing.\It's just that... this match hasn't been decided yet!\Can you believe it?!\The seemingly drained Amagiri has pulled off a comeback victory!\I see.\So he pretended he'd fallen for their stalling tactics,\then lured them into letting down their guard. response:	No way!
context: Oh, it's nothing.\It's just that... this match hasn't been decided yet!\Can you believe it?!\The seemingly drained Amagiri has pulled off a comeback victory!\I see.\So he pretended he'd fallen for their stalling tactics,\then lured them into letting down their guard.\No way! response:	Hey, that was close, that was close.
context: It's just that... this match hasn't been decided yet!\Can you believe it?!\The seemingly drained Amagiri has pulled off a comeback victory!\I see.\So he pretended he'd fallen for their stalling tactics,\then lured them into letting down their guard.\No way!\Hey, that was close, that was close. response:	Just like they say, He who understands destiny
context: Can you believe it?!\The seemingly drained Amagiri has pulled off a comeback victory!\I see.\So he pretended he'd fallen for their stalling tactics,\then lured them into letting down their guard.\No way!\Hey, that was close, that was close.\Just like they say, He who understands destiny response:	does not stand under a wall on the verge of collapse, eh?
context: The seemingly drained Amagiri has pulled off a comeback victory!\I see.\So he pretended he'd fallen for their stalling tactics,\then lured them into letting down their guard.\No way!\Hey, that was close, that was close.\Just like they say, He who understands destiny\does not stand under a wall on the verge of collapse, eh? response:	Was I really only taking on the clones the whole time,
context: I see.\So he pretended he'd fallen for their stalling tactics,\then lured them into letting down their guard.\No way!\Hey, that was close, that was close.\Just like they say, He who understands destiny\does not stand under a wall on the verge of collapse, eh?\Was I really only taking on the clones the whole time, response:	after the smoke screen?
context: So he pretended he'd fallen for their stalling tactics,\then lured them into letting down their guard.\No way!\Hey, that was close, that was close.\Just like they say, He who understands destiny\does not stand under a wall on the verge of collapse, eh?\Was I really only taking on the clones the whole time,\after the smoke screen? response:	You think I merely used those clones to get within striking distance of you?
context: then lured them into letting down their guard.\No way!\Hey, that was close, that was close.\Just like they say, He who understands destiny\does not stand under a wall on the verge of collapse, eh?\Was I really only taking on the clones the whole time,\after the smoke screen?\You think I merely used those clones to get within striking distance of you? response:	Of course I'd never do such an idiotic thing!
context: No way!\Hey, that was close, that was close.\Just like they say, He who understands destiny\does not stand under a wall on the verge of collapse, eh?\Was I really only taking on the clones the whole time,\after the smoke screen?\You think I merely used those clones to get within striking distance of you?\Of course I'd never do such an idiotic thing! response:	Now then, in your current state,
context: Hey, that was close, that was close.\Just like they say, He who understands destiny\does not stand under a wall on the verge of collapse, eh?\Was I really only taking on the clones the whole time,\after the smoke screen?\You think I merely used those clones to get within striking distance of you?\Of course I'd never do such an idiotic thing!\Now then, in your current state, response:	even these won't be easy for you to evade, will they?
context: Just like they say, He who understands destiny\does not stand under a wall on the verge of collapse, eh?\Was I really only taking on the clones the whole time,\after the smoke screen?\You think I merely used those clones to get within striking distance of you?\Of course I'd never do such an idiotic thing!\Now then, in your current state,\even these won't be easy for you to evade, will they? response:	All right, how will you dodge them?
context: does not stand under a wall on the verge of collapse, eh?\Was I really only taking on the clones the whole time,\after the smoke screen?\You think I merely used those clones to get within striking distance of you?\Of course I'd never do such an idiotic thing!\Now then, in your current state,\even these won't be easy for you to evade, will they?\All right, how will you dodge them? response:	Not yet...
context: Was I really only taking on the clones the whole time,\after the smoke screen?\You think I merely used those clones to get within striking distance of you?\Of course I'd never do such an idiotic thing!\Now then, in your current state,\even these won't be easy for you to evade, will they?\All right, how will you dodge them?\Not yet... response:	Not yet, I said!
context: after the smoke screen?\You think I merely used those clones to get within striking distance of you?\Of course I'd never do such an idiotic thing!\Now then, in your current state,\even these won't be easy for you to evade, will they?\All right, how will you dodge them?\Not yet...\Not yet, I said! response:	I can't let myself lose in a place like this yet!
context: You think I merely used those clones to get within striking distance of you?\Of course I'd never do such an idiotic thing!\Now then, in your current state,\even these won't be easy for you to evade, will they?\All right, how will you dodge them?\Not yet...\Not yet, I said!\I can't let myself lose in a place like this yet! response:	So even you get that look on your face sometimes.
context: Of course I'd never do such an idiotic thing!\Now then, in your current state,\even these won't be easy for you to evade, will they?\All right, how will you dodge them?\Not yet...\Not yet, I said!\I can't let myself lose in a place like this yet!\So even you get that look on your face sometimes. response:	Yeah, that really stirs me up.
context: Now then, in your current state,\even these won't be easy for you to evade, will they?\All right, how will you dodge them?\Not yet...\Not yet, I said!\I can't let myself lose in a place like this yet!\So even you get that look on your face sometimes.\Yeah, that really stirs me up. response:	I like that struggling...
context: even these won't be easy for you to evade, will they?\All right, how will you dodge them?\Not yet...\Not yet, I said!\I can't let myself lose in a place like this yet!\So even you get that look on your face sometimes.\Yeah, that really stirs me up.\I like that struggling... response:	I find it so thrilling!
context: All right, how will you dodge them?\Not yet...\Not yet, I said!\I can't let myself lose in a place like this yet!\So even you get that look on your face sometimes.\Yeah, that really stirs me up.\I like that struggling...\I find it so thrilling! response:	Now, then, it is a shame, but I think I'm going to end this now.
context: Not yet...\Not yet, I said!\I can't let myself lose in a place like this yet!\So even you get that look on your face sometimes.\Yeah, that really stirs me up.\I like that struggling...\I find it so thrilling!\Now, then, it is a shame, but I think I'm going to end this now. response:	Ayato!
context: Not yet, I said!\I can't let myself lose in a place like this yet!\So even you get that look on your face sometimes.\Yeah, that really stirs me up.\I like that struggling...\I find it so thrilling!\Now, then, it is a shame, but I think I'm going to end this now.\Ayato! response:	Stretch out your hand!
context: I can't let myself lose in a place like this yet!\So even you get that look on your face sometimes.\Yeah, that really stirs me up.\I like that struggling...\I find it so thrilling!\Now, then, it is a shame, but I think I'm going to end this now.\Ayato!\Stretch out your hand! response:	Damn!
context: So even you get that look on your face sometimes.\Yeah, that really stirs me up.\I like that struggling...\I find it so thrilling!\Now, then, it is a shame, but I think I'm going to end this now.\Ayato!\Stretch out your hand!\Damn! response:	Th-Thanks, Julis.
context: Yeah, that really stirs me up.\I like that struggling...\I find it so thrilling!\Now, then, it is a shame, but I think I'm going to end this now.\Ayato!\Stretch out your hand!\Damn!\Th-Thanks, Julis. response:	No...
context: I like that struggling...\I find it so thrilling!\Now, then, it is a shame, but I think I'm going to end this now.\Ayato!\Stretch out your hand!\Damn!\Th-Thanks, Julis.\No... response:	I owe you an apology.
context: I find it so thrilling!\Now, then, it is a shame, but I think I'm going to end this now.\Ayato!\Stretch out your hand!\Damn!\Th-Thanks, Julis.\No...\I owe you an apology. response:	I had some trouble getting away from Shenhua.
context: Now, then, it is a shame, but I think I'm going to end this now.\Ayato!\Stretch out your hand!\Damn!\Th-Thanks, Julis.\No...\I owe you an apology.\I had some trouble getting away from Shenhua. response:	Don't act reckless!
context: Ayato!\Stretch out your hand!\Damn!\Th-Thanks, Julis.\No...\I owe you an apology.\I had some trouble getting away from Shenhua.\Don't act reckless! response:	You and I are partners.
context: Stretch out your hand!\Damn!\Th-Thanks, Julis.\No...\I owe you an apology.\I had some trouble getting away from Shenhua.\Don't act reckless!\You and I are partners. response:	We each have a wish, and we're both out to do what we can for each other.
context: Damn!\Th-Thanks, Julis.\No...\I owe you an apology.\I had some trouble getting away from Shenhua.\Don't act reckless!\You and I are partners.\We each have a wish, and we're both out to do what we can for each other. response:	Julis...
context: Th-Thanks, Julis.\No...\I owe you an apology.\I had some trouble getting away from Shenhua.\Don't act reckless!\You and I are partners.\We each have a wish, and we're both out to do what we can for each other.\Julis... response:	The trouble with you is, you're always trying to take everything on alone.
context: No...\I owe you an apology.\I had some trouble getting away from Shenhua.\Don't act reckless!\You and I are partners.\We each have a wish, and we're both out to do what we can for each other.\Julis...\The trouble with you is, you're always trying to take everything on alone. response:	What you said to me once...
context: I owe you an apology.\I had some trouble getting away from Shenhua.\Don't act reckless!\You and I are partners.\We each have a wish, and we're both out to do what we can for each other.\Julis...\The trouble with you is, you're always trying to take everything on alone.\What you said to me once... response:	Let me fire back those exact same words.
context: I had some trouble getting away from Shenhua.\Don't act reckless!\You and I are partners.\We each have a wish, and we're both out to do what we can for each other.\Julis...\The trouble with you is, you're always trying to take everything on alone.\What you said to me once...\Let me fire back those exact same words. response:	Well, then,
context: Don't act reckless!\You and I are partners.\We each have a wish, and we're both out to do what we can for each other.\Julis...\The trouble with you is, you're always trying to take everything on alone.\What you said to me once...\Let me fire back those exact same words.\Well, then, response:	who's going to protect you?
context: You and I are partners.\We each have a wish, and we're both out to do what we can for each other.\Julis...\The trouble with you is, you're always trying to take everything on alone.\What you said to me once...\Let me fire back those exact same words.\Well, then,\who's going to protect you? response:	What was that?
context: We each have a wish, and we're both out to do what we can for each other.\Julis...\The trouble with you is, you're always trying to take everything on alone.\What you said to me once...\Let me fire back those exact same words.\Well, then,\who's going to protect you?\What was that? response:	Are you done chatting?
context: Julis...\The trouble with you is, you're always trying to take everything on alone.\What you said to me once...\Let me fire back those exact same words.\Well, then,\who's going to protect you?\What was that?\Are you done chatting? response:	In that case...
context: The trouble with you is, you're always trying to take everything on alone.\What you said to me once...\Let me fire back those exact same words.\Well, then,\who's going to protect you?\What was that?\Are you done chatting?\In that case... response:	How about we resume this battle?
context: What you said to me once...\Let me fire back those exact same words.\Well, then,\who's going to protect you?\What was that?\Are you done chatting?\In that case...\How about we resume this battle? response:	Most likely, they have some invisible talismans ready.
context: Let me fire back those exact same words.\Well, then,\who's going to protect you?\What was that?\Are you done chatting?\In that case...\How about we resume this battle?\Most likely, they have some invisible talismans ready. response:	We've got to do something about that, or...
context: Well, then,\who's going to protect you?\What was that?\Are you done chatting?\In that case...\How about we resume this battle?\Most likely, they have some invisible talismans ready.\We've got to do something about that, or... response:	Julis...
context: who's going to protect you?\What was that?\Are you done chatting?\In that case...\How about we resume this battle?\Most likely, they have some invisible talismans ready.\We've got to do something about that, or...\Julis... response:	Thanks.
context: What was that?\Are you done chatting?\In that case...\How about we resume this battle?\Most likely, they have some invisible talismans ready.\We've got to do something about that, or...\Julis...\Thanks. response:	Wh-What's that all of a sudden?
context: Are you done chatting?\In that case...\How about we resume this battle?\Most likely, they have some invisible talismans ready.\We've got to do something about that, or...\Julis...\Thanks.\Wh-What's that all of a sudden? response:	No... thanks to you, I've awakened.
context: In that case...\How about we resume this battle?\Most likely, they have some invisible talismans ready.\We've got to do something about that, or...\Julis...\Thanks.\Wh-What's that all of a sudden?\No... thanks to you, I've awakened. response:	This time for sure, see.
context: How about we resume this battle?\Most likely, they have some invisible talismans ready.\We've got to do something about that, or...\Julis...\Thanks.\Wh-What's that all of a sudden?\No... thanks to you, I've awakened.\This time for sure, see. response:	So now I have a favor to ask of my partner.
context: Most likely, they have some invisible talismans ready.\We've got to do something about that, or...\Julis...\Thanks.\Wh-What's that all of a sudden?\No... thanks to you, I've awakened.\This time for sure, see.\So now I have a favor to ask of my partner. response:	Do you mind?
context: We've got to do something about that, or...\Julis...\Thanks.\Wh-What's that all of a sudden?\No... thanks to you, I've awakened.\This time for sure, see.\So now I have a favor to ask of my partner.\Do you mind? response:	At last... at last, the time has come!
context: Julis...\Thanks.\Wh-What's that all of a sudden?\No... thanks to you, I've awakened.\This time for sure, see.\So now I have a favor to ask of my partner.\Do you mind?\At last... at last, the time has come! response:	Looking back, it was a long and grueling road.
context: Thanks.\Wh-What's that all of a sudden?\No... thanks to you, I've awakened.\This time for sure, see.\So now I have a favor to ask of my partner.\Do you mind?\At last... at last, the time has come!\Looking back, it was a long and grueling road. response:	But from now on, it will be my time, all the time!
context: Wh-What's that all of a sudden?\No... thanks to you, I've awakened.\This time for sure, see.\So now I have a favor to ask of my partner.\Do you mind?\At last... at last, the time has come!\Looking back, it was a long and grueling road.\But from now on, it will be my time, all the time! response:	Episode 16 Never Back Down
context: No... thanks to you, I've awakened.\This time for sure, see.\So now I have a favor to ask of my partner.\Do you mind?\At last... at last, the time has come!\Looking back, it was a long and grueling road.\But from now on, it will be my time, all the time!\Episode 16 Never Back Down response:	The whole universe revolves around Ayato and me!
context: This time for sure, see.\So now I have a favor to ask of my partner.\Do you mind?\At last... at last, the time has come!\Looking back, it was a long and grueling road.\But from now on, it will be my time, all the time!\Episode 16 Never Back Down\The whole universe revolves around Ayato and me! response:	Don't miss it!
