context: Closing Ceremony response:	Congratulations on your win, Suiryu!
context: Can you stand, Mumen Rider?\Yeah.\I sure can.\All right... My legs can still move.\Now, let's get out of here.\Why are you taking fighting stances, you two?\We'll hold him back.\Use that chance to run. response:	You can't be serious! You guys don't stand a chance!
context: Yeah.\I sure can.\All right... My legs can still move.\Now, let's get out of here.\Why are you taking fighting stances, you two?\We'll hold him back.\Use that chance to run.\You can't be serious! You guys don't stand a chance! response:	I mean, you two were lower than me...
context: I sure can.\All right... My legs can still move.\Now, let's get out of here.\Why are you taking fighting stances, you two?\We'll hold him back.\Use that chance to run.\You can't be serious! You guys don't stand a chance!\I mean, you two were lower than me... response:	You're kidding... Aren't you scared?
context: All right... My legs can still move.\Now, let's get out of here.\Why are you taking fighting stances, you two?\We'll hold him back.\Use that chance to run.\You can't be serious! You guys don't stand a chance!\I mean, you two were lower than me...\You're kidding... Aren't you scared? response:	This is my last chance!
context: Now, let's get out of here.\Why are you taking fighting stances, you two?\We'll hold him back.\Use that chance to run.\You can't be serious! You guys don't stand a chance!\I mean, you two were lower than me...\You're kidding... Aren't you scared?\This is my last chance! response:	I need to run! Run! Run! Run!
context: Why are you taking fighting stances, you two?\We'll hold him back.\Use that chance to run.\You can't be serious! You guys don't stand a chance!\I mean, you two were lower than me...\You're kidding... Aren't you scared?\This is my last chance!\I need to run! Run! Run! Run! response:	Where do you think you're going?!
context: We'll hold him back.\Use that chance to run.\You can't be serious! You guys don't stand a chance!\I mean, you two were lower than me...\You're kidding... Aren't you scared?\This is my last chance!\I need to run! Run! Run! Run!\Where do you think you're going?! response:	Things are just getting interesting!
context: Use that chance to run.\You can't be serious! You guys don't stand a chance!\I mean, you two were lower than me...\You're kidding... Aren't you scared?\This is my last chance!\I need to run! Run! Run! Run!\Where do you think you're going?!\Things are just getting interesting! response:	Oh? I guess this one was a winner after all.
context: You can't be serious! You guys don't stand a chance!\I mean, you two were lower than me...\You're kidding... Aren't you scared?\This is my last chance!\I need to run! Run! Run! Run!\Where do you think you're going?!\Things are just getting interesting!\Oh? I guess this one was a winner after all. response:	It looks like you're the same threat level as me: Dragon.
context: I mean, you two were lower than me...\You're kidding... Aren't you scared?\This is my last chance!\I need to run! Run! Run! Run!\Where do you think you're going?!\Things are just getting interesting!\Oh? I guess this one was a winner after all.\It looks like you're the same threat level as me: Dragon. response:	Of course I am!
context: You're kidding... Aren't you scared?\This is my last chance!\I need to run! Run! Run! Run!\Where do you think you're going?!\Things are just getting interesting!\Oh? I guess this one was a winner after all.\It looks like you're the same threat level as me: Dragon.\Of course I am! response:	Oh? You're still trying to stand?
context: This is my last chance!\I need to run! Run! Run! Run!\Where do you think you're going?!\Things are just getting interesting!\Oh? I guess this one was a winner after all.\It looks like you're the same threat level as me: Dragon.\Of course I am!\Oh? You're still trying to stand? response:	Our first objective...
context: I need to run! Run! Run! Run!\Where do you think you're going?!\Things are just getting interesting!\Oh? I guess this one was a winner after all.\It looks like you're the same threat level as me: Dragon.\Of course I am!\Oh? You're still trying to stand?\Our first objective... response:	Let the monsters run wild to show the humans how terrifying we are.
context: Where do you think you're going?!\Things are just getting interesting!\Oh? I guess this one was a winner after all.\It looks like you're the same threat level as me: Dragon.\Of course I am!\Oh? You're still trying to stand?\Our first objective...\Let the monsters run wild to show the humans how terrifying we are. response:	That part is going very well.
context: Things are just getting interesting!\Oh? I guess this one was a winner after all.\It looks like you're the same threat level as me: Dragon.\Of course I am!\Oh? You're still trying to stand?\Our first objective...\Let the monsters run wild to show the humans how terrifying we are.\That part is going very well. response:	No place is safe anymore.
context: Oh? I guess this one was a winner after all.\It looks like you're the same threat level as me: Dragon.\Of course I am!\Oh? You're still trying to stand?\Our first objective...\Let the monsters run wild to show the humans how terrifying we are.\That part is going very well.\No place is safe anymore. response:	Everything is enveloped in uneasiness and fear.
context: It looks like you're the same threat level as me: Dragon.\Of course I am!\Oh? You're still trying to stand?\Our first objective...\Let the monsters run wild to show the humans how terrifying we are.\That part is going very well.\No place is safe anymore.\Everything is enveloped in uneasiness and fear. response:	Objective number two...
context: Of course I am!\Oh? You're still trying to stand?\Our first objective...\Let the monsters run wild to show the humans how terrifying we are.\That part is going very well.\No place is safe anymore.\Everything is enveloped in uneasiness and fear.\Objective number two... response:	Kidnapping someone connected to the Hero Association.
context: Oh? You're still trying to stand?\Our first objective...\Let the monsters run wild to show the humans how terrifying we are.\That part is going very well.\No place is safe anymore.\Everything is enveloped in uneasiness and fear.\Objective number two...\Kidnapping someone connected to the Hero Association. response:	That was also a success.
context: Our first objective...\Let the monsters run wild to show the humans how terrifying we are.\That part is going very well.\No place is safe anymore.\Everything is enveloped in uneasiness and fear.\Objective number two...\Kidnapping someone connected to the Hero Association.\That was also a success. response:	We managed to kidnap the son of one of their executives.
context: Let the monsters run wild to show the humans how terrifying we are.\That part is going very well.\No place is safe anymore.\Everything is enveloped in uneasiness and fear.\Objective number two...\Kidnapping someone connected to the Hero Association.\That was also a success.\We managed to kidnap the son of one of their executives. response:	And objective number three...
context: That part is going very well.\No place is safe anymore.\Everything is enveloped in uneasiness and fear.\Objective number two...\Kidnapping someone connected to the Hero Association.\That was also a success.\We managed to kidnap the son of one of their executives.\And objective number three... response:	Turning worthy humans into monsters.
context: No place is safe anymore.\Everything is enveloped in uneasiness and fear.\Objective number two...\Kidnapping someone connected to the Hero Association.\That was also a success.\We managed to kidnap the son of one of their executives.\And objective number three...\Turning worthy humans into monsters. response:	This is also going well.
context: Everything is enveloped in uneasiness and fear.\Objective number two...\Kidnapping someone connected to the Hero Association.\That was also a success.\We managed to kidnap the son of one of their executives.\And objective number three...\Turning worthy humans into monsters.\This is also going well. response:	Nyaan infiltrated a prison
context: Objective number two...\Kidnapping someone connected to the Hero Association.\That was also a success.\We managed to kidnap the son of one of their executives.\And objective number three...\Turning worthy humans into monsters.\This is also going well.\Nyaan infiltrated a prison response:	and monsterized a bunch of violent inmates, and is heading back here.
context: Kidnapping someone connected to the Hero Association.\That was also a success.\We managed to kidnap the son of one of their executives.\And objective number three...\Turning worthy humans into monsters.\This is also going well.\Nyaan infiltrated a prison\and monsterized a bunch of violent inmates, and is heading back here. response:	It appears Goketsu has turned some of the martial artists into monsters, as well.
context: That was also a success.\We managed to kidnap the son of one of their executives.\And objective number three...\Turning worthy humans into monsters.\This is also going well.\Nyaan infiltrated a prison\and monsterized a bunch of violent inmates, and is heading back here.\It appears Goketsu has turned some of the martial artists into monsters, as well. response:	That should also bring us some worthy monsters.
context: We managed to kidnap the son of one of their executives.\And objective number three...\Turning worthy humans into monsters.\This is also going well.\Nyaan infiltrated a prison\and monsterized a bunch of violent inmates, and is heading back here.\It appears Goketsu has turned some of the martial artists into monsters, as well.\That should also bring us some worthy monsters. response:	It appears Goketsu is still...
context: And objective number three...\Turning worthy humans into monsters.\This is also going well.\Nyaan infiltrated a prison\and monsterized a bunch of violent inmates, and is heading back here.\It appears Goketsu has turned some of the martial artists into monsters, as well.\That should also bring us some worthy monsters.\It appears Goketsu is still... response:	Hey, Goketsu. Come back.
context: Turning worthy humans into monsters.\This is also going well.\Nyaan infiltrated a prison\and monsterized a bunch of violent inmates, and is heading back here.\It appears Goketsu has turned some of the martial artists into monsters, as well.\That should also bring us some worthy monsters.\It appears Goketsu is still...\Hey, Goketsu. Come back. response:	If multiple Class S heroes show up, even you will end up with broken bones.
context: This is also going well.\Nyaan infiltrated a prison\and monsterized a bunch of violent inmates, and is heading back here.\It appears Goketsu has turned some of the martial artists into monsters, as well.\That should also bring us some worthy monsters.\It appears Goketsu is still...\Hey, Goketsu. Come back.\If multiple Class S heroes show up, even you will end up with broken bones. response:	Don't underestimate me.
context: Nyaan infiltrated a prison\and monsterized a bunch of violent inmates, and is heading back here.\It appears Goketsu has turned some of the martial artists into monsters, as well.\That should also bring us some worthy monsters.\It appears Goketsu is still...\Hey, Goketsu. Come back.\If multiple Class S heroes show up, even you will end up with broken bones.\Don't underestimate me. response:	But I'm done here, anyway.
context: and monsterized a bunch of violent inmates, and is heading back here.\It appears Goketsu has turned some of the martial artists into monsters, as well.\That should also bring us some worthy monsters.\It appears Goketsu is still...\Hey, Goketsu. Come back.\If multiple Class S heroes show up, even you will end up with broken bones.\Don't underestimate me.\But I'm done here, anyway. response:	Hey, newbie.
context: It appears Goketsu has turned some of the martial artists into monsters, as well.\That should also bring us some worthy monsters.\It appears Goketsu is still...\Hey, Goketsu. Come back.\If multiple Class S heroes show up, even you will end up with broken bones.\Don't underestimate me.\But I'm done here, anyway.\Hey, newbie. response:	Huh?
context: That should also bring us some worthy monsters.\It appears Goketsu is still...\Hey, Goketsu. Come back.\If multiple Class S heroes show up, even you will end up with broken bones.\Don't underestimate me.\But I'm done here, anyway.\Hey, newbie.\Huh? response:	I'll take you to our hideout. Come with me.
context: It appears Goketsu is still...\Hey, Goketsu. Come back.\If multiple Class S heroes show up, even you will end up with broken bones.\Don't underestimate me.\But I'm done here, anyway.\Hey, newbie.\Huh?\I'll take you to our hideout. Come with me. response:	Don't you dare order me around!
context: Hey, Goketsu. Come back.\If multiple Class S heroes show up, even you will end up with broken bones.\Don't underestimate me.\But I'm done here, anyway.\Hey, newbie.\Huh?\I'll take you to our hideout. Come with me.\Don't you dare order me around! response:	Just listen.
context: If multiple Class S heroes show up, even you will end up with broken bones.\Don't underestimate me.\But I'm done here, anyway.\Hey, newbie.\Huh?\I'll take you to our hideout. Come with me.\Don't you dare order me around!\Just listen. response:	There are a number of monsters, including me, who are stronger than you.
context: Don't underestimate me.\But I'm done here, anyway.\Hey, newbie.\Huh?\I'll take you to our hideout. Come with me.\Don't you dare order me around!\Just listen.\There are a number of monsters, including me, who are stronger than you. response:	Don't let your head get too big.
context: But I'm done here, anyway.\Hey, newbie.\Huh?\I'll take you to our hideout. Come with me.\Don't you dare order me around!\Just listen.\There are a number of monsters, including me, who are stronger than you.\Don't let your head get too big. response:	Are the other monsters heading back to the hideout, as well?
context: Hey, newbie.\Huh?\I'll take you to our hideout. Come with me.\Don't you dare order me around!\Just listen.\There are a number of monsters, including me, who are stronger than you.\Don't let your head get too big.\Are the other monsters heading back to the hideout, as well? response:	That means the heroes, including Class S heroes,
context: Huh?\I'll take you to our hideout. Come with me.\Don't you dare order me around!\Just listen.\There are a number of monsters, including me, who are stronger than you.\Don't let your head get too big.\Are the other monsters heading back to the hideout, as well?\That means the heroes, including Class S heroes, response:	will head toward any remaining monsters.
context: I'll take you to our hideout. Come with me.\Don't you dare order me around!\Just listen.\There are a number of monsters, including me, who are stronger than you.\Don't let your head get too big.\Are the other monsters heading back to the hideout, as well?\That means the heroes, including Class S heroes,\will head toward any remaining monsters. response:	A simpleton like you wouldn't stand a chance.
context: Don't you dare order me around!\Just listen.\There are a number of monsters, including me, who are stronger than you.\Don't let your head get too big.\Are the other monsters heading back to the hideout, as well?\That means the heroes, including Class S heroes,\will head toward any remaining monsters.\A simpleton like you wouldn't stand a chance. response:	I've given you a warning. Now, I'm heading back.
context: Just listen.\There are a number of monsters, including me, who are stronger than you.\Don't let your head get too big.\Are the other monsters heading back to the hideout, as well?\That means the heroes, including Class S heroes,\will head toward any remaining monsters.\A simpleton like you wouldn't stand a chance.\I've given you a warning. Now, I'm heading back. response:	The outskirts of City Z.
context: There are a number of monsters, including me, who are stronger than you.\Don't let your head get too big.\Are the other monsters heading back to the hideout, as well?\That means the heroes, including Class S heroes,\will head toward any remaining monsters.\A simpleton like you wouldn't stand a chance.\I've given you a warning. Now, I'm heading back.\The outskirts of City Z. response:	That's where you can find us.
context: Don't let your head get too big.\Are the other monsters heading back to the hideout, as well?\That means the heroes, including Class S heroes,\will head toward any remaining monsters.\A simpleton like you wouldn't stand a chance.\I've given you a warning. Now, I'm heading back.\The outskirts of City Z.\That's where you can find us. response:	Did you hear that, Suiryu?
context: Are the other monsters heading back to the hideout, as well?\That means the heroes, including Class S heroes,\will head toward any remaining monsters.\A simpleton like you wouldn't stand a chance.\I've given you a warning. Now, I'm heading back.\The outskirts of City Z.\That's where you can find us.\Did you hear that, Suiryu? response:	There's a ton of monsters.
context: That means the heroes, including Class S heroes,\will head toward any remaining monsters.\A simpleton like you wouldn't stand a chance.\I've given you a warning. Now, I'm heading back.\The outskirts of City Z.\That's where you can find us.\Did you hear that, Suiryu?\There's a ton of monsters. response:	Hilarious, isn't it?
context: will head toward any remaining monsters.\A simpleton like you wouldn't stand a chance.\I've given you a warning. Now, I'm heading back.\The outskirts of City Z.\That's where you can find us.\Did you hear that, Suiryu?\There's a ton of monsters.\Hilarious, isn't it? response:	That guy's punch freaked me out.
context: A simpleton like you wouldn't stand a chance.\I've given you a warning. Now, I'm heading back.\The outskirts of City Z.\That's where you can find us.\Did you hear that, Suiryu?\There's a ton of monsters.\Hilarious, isn't it?\That guy's punch freaked me out. response:	Yeah, I'm done trying to be the strongest.
context: I've given you a warning. Now, I'm heading back.\The outskirts of City Z.\That's where you can find us.\Did you hear that, Suiryu?\There's a ton of monsters.\Hilarious, isn't it?\That guy's punch freaked me out.\Yeah, I'm done trying to be the strongest. response:	S-Say, Bakuzan...
context: The outskirts of City Z.\That's where you can find us.\Did you hear that, Suiryu?\There's a ton of monsters.\Hilarious, isn't it?\That guy's punch freaked me out.\Yeah, I'm done trying to be the strongest.\S-Say, Bakuzan... response:	I have no intention of fighting anymore.
context: That's where you can find us.\Did you hear that, Suiryu?\There's a ton of monsters.\Hilarious, isn't it?\That guy's punch freaked me out.\Yeah, I'm done trying to be the strongest.\S-Say, Bakuzan...\I have no intention of fighting anymore. response:	Please... Just let me go.
context: Did you hear that, Suiryu?\There's a ton of monsters.\Hilarious, isn't it?\That guy's punch freaked me out.\Yeah, I'm done trying to be the strongest.\S-Say, Bakuzan...\I have no intention of fighting anymore.\Please... Just let me go. response:	You see, Suiryu...
context: There's a ton of monsters.\Hilarious, isn't it?\That guy's punch freaked me out.\Yeah, I'm done trying to be the strongest.\S-Say, Bakuzan...\I have no intention of fighting anymore.\Please... Just let me go.\You see, Suiryu... response:	S-Stop...
context: Hilarious, isn't it?\That guy's punch freaked me out.\Yeah, I'm done trying to be the strongest.\S-Say, Bakuzan...\I have no intention of fighting anymore.\Please... Just let me go.\You see, Suiryu...\S-Stop... response:	I've always been a guy who loved hurting those weaker than me!
context: That guy's punch freaked me out.\Yeah, I'm done trying to be the strongest.\S-Say, Bakuzan...\I have no intention of fighting anymore.\Please... Just let me go.\You see, Suiryu...\S-Stop...\I've always been a guy who loved hurting those weaker than me! response:	That's the only reason I wanted to become stronger!
context: Yeah, I'm done trying to be the strongest.\S-Say, Bakuzan...\I have no intention of fighting anymore.\Please... Just let me go.\You see, Suiryu...\S-Stop...\I've always been a guy who loved hurting those weaker than me!\That's the only reason I wanted to become stronger! response:	Now that I'm free, I feel great!
context: S-Say, Bakuzan...\I have no intention of fighting anymore.\Please... Just let me go.\You see, Suiryu...\S-Stop...\I've always been a guy who loved hurting those weaker than me!\That's the only reason I wanted to become stronger!\Now that I'm free, I feel great! response:	Let's go for another!
context: I have no intention of fighting anymore.\Please... Just let me go.\You see, Suiryu...\S-Stop...\I've always been a guy who loved hurting those weaker than me!\That's the only reason I wanted to become stronger!\Now that I'm free, I feel great!\Let's go for another! response:	Wow, the great Suiryu actually screamed in agony.
context: Please... Just let me go.\You see, Suiryu...\S-Stop...\I've always been a guy who loved hurting those weaker than me!\That's the only reason I wanted to become stronger!\Now that I'm free, I feel great!\Let's go for another!\Wow, the great Suiryu actually screamed in agony. response:	It's too bad we don't have an audience to witness this.
context: You see, Suiryu...\S-Stop...\I've always been a guy who loved hurting those weaker than me!\That's the only reason I wanted to become stronger!\Now that I'm free, I feel great!\Let's go for another!\Wow, the great Suiryu actually screamed in agony.\It's too bad we don't have an audience to witness this. response:	Youth, talent, popularity, money, women, and freedom.
context: S-Stop...\I've always been a guy who loved hurting those weaker than me!\That's the only reason I wanted to become stronger!\Now that I'm free, I feel great!\Let's go for another!\Wow, the great Suiryu actually screamed in agony.\It's too bad we don't have an audience to witness this.\Youth, talent, popularity, money, women, and freedom. response:	Don't you think you're a bit greedy to have all of that?
context: I've always been a guy who loved hurting those weaker than me!\That's the only reason I wanted to become stronger!\Now that I'm free, I feel great!\Let's go for another!\Wow, the great Suiryu actually screamed in agony.\It's too bad we don't have an audience to witness this.\Youth, talent, popularity, money, women, and freedom.\Don't you think you're a bit greedy to have all of that? response:	I'll let you taste a bit of hell before you die to make up for it!
context: That's the only reason I wanted to become stronger!\Now that I'm free, I feel great!\Let's go for another!\Wow, the great Suiryu actually screamed in agony.\It's too bad we don't have an audience to witness this.\Youth, talent, popularity, money, women, and freedom.\Don't you think you're a bit greedy to have all of that?\I'll let you taste a bit of hell before you die to make up for it! response:	You're pathetic, Champion.
context: Now that I'm free, I feel great!\Let's go for another!\Wow, the great Suiryu actually screamed in agony.\It's too bad we don't have an audience to witness this.\Youth, talent, popularity, money, women, and freedom.\Don't you think you're a bit greedy to have all of that?\I'll let you taste a bit of hell before you die to make up for it!\You're pathetic, Champion. response:	Someone!
context: Let's go for another!\Wow, the great Suiryu actually screamed in agony.\It's too bad we don't have an audience to witness this.\Youth, talent, popularity, money, women, and freedom.\Don't you think you're a bit greedy to have all of that?\I'll let you taste a bit of hell before you die to make up for it!\You're pathetic, Champion.\Someone! response:	Help me!
context: Wow, the great Suiryu actually screamed in agony.\It's too bad we don't have an audience to witness this.\Youth, talent, popularity, money, women, and freedom.\Don't you think you're a bit greedy to have all of that?\I'll let you taste a bit of hell before you die to make up for it!\You're pathetic, Champion.\Someone!\Help me! response:	A monster!
context: It's too bad we don't have an audience to witness this.\Youth, talent, popularity, money, women, and freedom.\Don't you think you're a bit greedy to have all of that?\I'll let you taste a bit of hell before you die to make up for it!\You're pathetic, Champion.\Someone!\Help me!\A monster! response:	There's a monster here!
context: Youth, talent, popularity, money, women, and freedom.\Don't you think you're a bit greedy to have all of that?\I'll let you taste a bit of hell before you die to make up for it!\You're pathetic, Champion.\Someone!\Help me!\A monster!\There's a monster here! response:	Isn't there anyone who can help me?!
context: Don't you think you're a bit greedy to have all of that?\I'll let you taste a bit of hell before you die to make up for it!\You're pathetic, Champion.\Someone!\Help me!\A monster!\There's a monster here!\Isn't there anyone who can help me?! response:	I'm being attacked by a monster!
context: I'll let you taste a bit of hell before you die to make up for it!\You're pathetic, Champion.\Someone!\Help me!\A monster!\There's a monster here!\Isn't there anyone who can help me?!\I'm being attacked by a monster! response:	Please!
context: You're pathetic, Champion.\Someone!\Help me!\A monster!\There's a monster here!\Isn't there anyone who can help me?!\I'm being attacked by a monster!\Please! response:	Heroes... Right! Heroes!
context: Someone!\Help me!\A monster!\There's a monster here!\Isn't there anyone who can help me?!\I'm being attacked by a monster!\Please!\Heroes... Right! Heroes! response:	If you can hear me, please come here!
context: Help me!\A monster!\There's a monster here!\Isn't there anyone who can help me?!\I'm being attacked by a monster!\Please!\Heroes... Right! Heroes!\If you can hear me, please come here! response:	Heroes! Please come!
context: A monster!\There's a monster here!\Isn't there anyone who can help me?!\I'm being attacked by a monster!\Please!\Heroes... Right! Heroes!\If you can hear me, please come here!\Heroes! Please come! response:	There's a monster here...
context: There's a monster here!\Isn't there anyone who can help me?!\I'm being attacked by a monster!\Please!\Heroes... Right! Heroes!\If you can hear me, please come here!\Heroes! Please come!\There's a monster here... response:	Heroes...
context: Isn't there anyone who can help me?!\I'm being attacked by a monster!\Please!\Heroes... Right! Heroes!\If you can hear me, please come here!\Heroes! Please come!\There's a monster here...\Heroes... response:	No one's going to hear you.
context: I'm being attacked by a monster!\Please!\Heroes... Right! Heroes!\If you can hear me, please come here!\Heroes! Please come!\There's a monster here...\Heroes...\No one's going to hear you. response:	No heroes are going to come.
context: Please!\Heroes... Right! Heroes!\If you can hear me, please come here!\Heroes! Please come!\There's a monster here...\Heroes...\No one's going to hear you.\No heroes are going to come. response:	You're going to die!
context: Heroes... Right! Heroes!\If you can hear me, please come here!\Heroes! Please come!\There's a monster here...\Heroes...\No one's going to hear you.\No heroes are going to come.\You're going to die! response:	No one stands a chance against this guy...
context: If you can hear me, please come here!\Heroes! Please come!\There's a monster here...\Heroes...\No one's going to hear you.\No heroes are going to come.\You're going to die!\No one stands a chance against this guy... response:	No matter how strong some heroes may be...
context: Heroes! Please come!\There's a monster here...\Heroes...\No one's going to hear you.\No heroes are going to come.\You're going to die!\No one stands a chance against this guy...\No matter how strong some heroes may be... response:	But, please... Rise up once again...
context: There's a monster here...\Heroes...\No one's going to hear you.\No heroes are going to come.\You're going to die!\No one stands a chance against this guy...\No matter how strong some heroes may be...\But, please... Rise up once again... response:	When people find themselves in darkness, they seek the light.
context: Heroes...\No one's going to hear you.\No heroes are going to come.\You're going to die!\No one stands a chance against this guy...\No matter how strong some heroes may be...\But, please... Rise up once again...\When people find themselves in darkness, they seek the light. response:	It doesn't matter how faint or small that light is.
context: No one's going to hear you.\No heroes are going to come.\You're going to die!\No one stands a chance against this guy...\No matter how strong some heroes may be...\But, please... Rise up once again...\When people find themselves in darkness, they seek the light.\It doesn't matter how faint or small that light is. response:	As long as it's there, there's hope...
context: No heroes are going to come.\You're going to die!\No one stands a chance against this guy...\No matter how strong some heroes may be...\But, please... Rise up once again...\When people find themselves in darkness, they seek the light.\It doesn't matter how faint or small that light is.\As long as it's there, there's hope... response:	This is what you call despair.
context: You're going to die!\No one stands a chance against this guy...\No matter how strong some heroes may be...\But, please... Rise up once again...\When people find themselves in darkness, they seek the light.\It doesn't matter how faint or small that light is.\As long as it's there, there's hope...\This is what you call despair. response:	Who the hell are you?
context: No one stands a chance against this guy...\No matter how strong some heroes may be...\But, please... Rise up once again...\When people find themselves in darkness, they seek the light.\It doesn't matter how faint or small that light is.\As long as it's there, there's hope...\This is what you call despair.\Who the hell are you? response:	I'm a hero.
context: No matter how strong some heroes may be...\But, please... Rise up once again...\When people find themselves in darkness, they seek the light.\It doesn't matter how faint or small that light is.\As long as it's there, there's hope...\This is what you call despair.\Who the hell are you?\I'm a hero. response:	I heard you call for help, Suiryu.
context: But, please... Rise up once again...\When people find themselves in darkness, they seek the light.\It doesn't matter how faint or small that light is.\As long as it's there, there's hope...\This is what you call despair.\Who the hell are you?\I'm a hero.\I heard you call for help, Suiryu. response:	You did well on your own.
context: When people find themselves in darkness, they seek the light.\It doesn't matter how faint or small that light is.\As long as it's there, there's hope...\This is what you call despair.\Who the hell are you?\I'm a hero.\I heard you call for help, Suiryu.\You did well on your own. response:	Leave the rest to me.
context: It doesn't matter how faint or small that light is.\As long as it's there, there's hope...\This is what you call despair.\Who the hell are you?\I'm a hero.\I heard you call for help, Suiryu.\You did well on your own.\Leave the rest to me. response:	The Ultimate Dilemma
