context: Xiwu Palace is so large. response:	Will you be able to find the Hall of Beautiful Youth?
context: He yelled at me for giving birth to a sick child\causing him to have no progeny.\Then he wounded my eyes.\He drove me and my child out of the Ghost Realm.\You... Why are you crying?\There has been misfortune in the family.\My eldest brother is dead.\Li Yuan is dead? response:	That's... Death is a natural part of life.
context: causing him to have no progeny.\Then he wounded my eyes.\He drove me and my child out of the Ghost Realm.\You... Why are you crying?\There has been misfortune in the family.\My eldest brother is dead.\Li Yuan is dead?\That's... Death is a natural part of life. response:	Don't be too upset.
context: Then he wounded my eyes.\He drove me and my child out of the Ghost Realm.\You... Why are you crying?\There has been misfortune in the family.\My eldest brother is dead.\Li Yuan is dead?\That's... Death is a natural part of life.\Don't be too upset. response:	I didn't speak all those years...
context: He drove me and my child out of the Ghost Realm.\You... Why are you crying?\There has been misfortune in the family.\My eldest brother is dead.\Li Yuan is dead?\That's... Death is a natural part of life.\Don't be too upset.\I didn't speak all those years... response:	because I didn't want to have to deal with others.
context: You... Why are you crying?\There has been misfortune in the family.\My eldest brother is dead.\Li Yuan is dead?\That's... Death is a natural part of life.\Don't be too upset.\I didn't speak all those years...\because I didn't want to have to deal with others. response:	I really didn't deceive you on purpose.
context: There has been misfortune in the family.\My eldest brother is dead.\Li Yuan is dead?\That's... Death is a natural part of life.\Don't be too upset.\I didn't speak all those years...\because I didn't want to have to deal with others.\I really didn't deceive you on purpose. response:	It's all right. It's fine.
context: My eldest brother is dead.\Li Yuan is dead?\That's... Death is a natural part of life.\Don't be too upset.\I didn't speak all those years...\because I didn't want to have to deal with others.\I really didn't deceive you on purpose.\It's all right. It's fine. response:	Thank you for taking care of me for all those years.
context: Li Yuan is dead?\That's... Death is a natural part of life.\Don't be too upset.\I didn't speak all those years...\because I didn't want to have to deal with others.\I really didn't deceive you on purpose.\It's all right. It's fine.\Thank you for taking care of me for all those years. response:	It was... It was nothing.
context: That's... Death is a natural part of life.\Don't be too upset.\I didn't speak all those years...\because I didn't want to have to deal with others.\I really didn't deceive you on purpose.\It's all right. It's fine.\Thank you for taking care of me for all those years.\It was... It was nothing. response:	I just remembered I have things to do at the bureau today.
context: Don't be too upset.\I didn't speak all those years...\because I didn't want to have to deal with others.\I really didn't deceive you on purpose.\It's all right. It's fine.\Thank you for taking care of me for all those years.\It was... It was nothing.\I just remembered I have things to do at the bureau today. response:	I have to leave.
context: I didn't speak all those years...\because I didn't want to have to deal with others.\I really didn't deceive you on purpose.\It's all right. It's fine.\Thank you for taking care of me for all those years.\It was... It was nothing.\I just remembered I have things to do at the bureau today.\I have to leave. response:	Weren't you free today?
context: because I didn't want to have to deal with others.\I really didn't deceive you on purpose.\It's all right. It's fine.\Thank you for taking care of me for all those years.\It was... It was nothing.\I just remembered I have things to do at the bureau today.\I have to leave.\Weren't you free today? response:	There is unrest among the people.
context: I really didn't deceive you on purpose.\It's all right. It's fine.\Thank you for taking care of me for all those years.\It was... It was nothing.\I just remembered I have things to do at the bureau today.\I have to leave.\Weren't you free today?\There is unrest among the people. response:	There has been a rumor that the former Ghost Lord will be returning.
context: It's all right. It's fine.\Thank you for taking care of me for all those years.\It was... It was nothing.\I just remembered I have things to do at the bureau today.\I have to leave.\Weren't you free today?\There is unrest among the people.\There has been a rumor that the former Ghost Lord will be returning. response:	Is that true?
context: Thank you for taking care of me for all those years.\It was... It was nothing.\I just remembered I have things to do at the bureau today.\I have to leave.\Weren't you free today?\There is unrest among the people.\There has been a rumor that the former Ghost Lord will be returning.\Is that true? response:	Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?
context: It was... It was nothing.\I just remembered I have things to do at the bureau today.\I have to leave.\Weren't you free today?\There is unrest among the people.\There has been a rumor that the former Ghost Lord will be returning.\Is that true?\Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui? response:	There was activity at Ruoshui a few days ago. That was a sign.
context: I just remembered I have things to do at the bureau today.\I have to leave.\Weren't you free today?\There is unrest among the people.\There has been a rumor that the former Ghost Lord will be returning.\Is that true?\Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?\There was activity at Ruoshui a few days ago. That was a sign. response:	If the former Ghost Lord were to escape
context: I have to leave.\Weren't you free today?\There is unrest among the people.\There has been a rumor that the former Ghost Lord will be returning.\Is that true?\Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?\There was activity at Ruoshui a few days ago. That was a sign.\If the former Ghost Lord were to escape response:	then with his temper
context: Weren't you free today?\There is unrest among the people.\There has been a rumor that the former Ghost Lord will be returning.\Is that true?\Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?\There was activity at Ruoshui a few days ago. That was a sign.\If the former Ghost Lord were to escape\then with his temper response:	he would definitely fight to the death with the Celestial Tribe.
context: There is unrest among the people.\There has been a rumor that the former Ghost Lord will be returning.\Is that true?\Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?\There was activity at Ruoshui a few days ago. That was a sign.\If the former Ghost Lord were to escape\then with his temper\he would definitely fight to the death with the Celestial Tribe. response:	How many people will die this time?
context: There has been a rumor that the former Ghost Lord will be returning.\Is that true?\Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?\There was activity at Ruoshui a few days ago. That was a sign.\If the former Ghost Lord were to escape\then with his temper\he would definitely fight to the death with the Celestial Tribe.\How many people will die this time? response:	I'd rather have corpses litter the ground
context: Is that true?\Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?\There was activity at Ruoshui a few days ago. That was a sign.\If the former Ghost Lord were to escape\then with his temper\he would definitely fight to the death with the Celestial Tribe.\How many people will die this time?\I'd rather have corpses litter the ground response:	than continue offering tribute to the Celestial Tribe.
context: Hasn't the former Ghost Lord been sealed away by Mo Yuan at Ruoshui?\There was activity at Ruoshui a few days ago. That was a sign.\If the former Ghost Lord were to escape\then with his temper\he would definitely fight to the death with the Celestial Tribe.\How many people will die this time?\I'd rather have corpses litter the ground\than continue offering tribute to the Celestial Tribe. response:	What spell has His Majesty fallen under?
context: There was activity at Ruoshui a few days ago. That was a sign.\If the former Ghost Lord were to escape\then with his temper\he would definitely fight to the death with the Celestial Tribe.\How many people will die this time?\I'd rather have corpses litter the ground\than continue offering tribute to the Celestial Tribe.\What spell has His Majesty fallen under? response:	Not only does His Majesty only favor Pure Consort Chen
context: If the former Ghost Lord were to escape\then with his temper\he would definitely fight to the death with the Celestial Tribe.\How many people will die this time?\I'd rather have corpses litter the ground\than continue offering tribute to the Celestial Tribe.\What spell has His Majesty fallen under?\Not only does His Majesty only favor Pure Consort Chen response:	he even decreed the harem selection is to be put on hold for five years.
context: then with his temper\he would definitely fight to the death with the Celestial Tribe.\How many people will die this time?\I'd rather have corpses litter the ground\than continue offering tribute to the Celestial Tribe.\What spell has His Majesty fallen under?\Not only does His Majesty only favor Pure Consort Chen\he even decreed the harem selection is to be put on hold for five years. response:	Ever since Noble Consort joined the Taoist temple 15 years ago
context: he would definitely fight to the death with the Celestial Tribe.\How many people will die this time?\I'd rather have corpses litter the ground\than continue offering tribute to the Celestial Tribe.\What spell has His Majesty fallen under?\Not only does His Majesty only favor Pure Consort Chen\he even decreed the harem selection is to be put on hold for five years.\Ever since Noble Consort joined the Taoist temple 15 years ago response:	no other concubines have given birth to a child.
context: How many people will die this time?\I'd rather have corpses litter the ground\than continue offering tribute to the Celestial Tribe.\What spell has His Majesty fallen under?\Not only does His Majesty only favor Pure Consort Chen\he even decreed the harem selection is to be put on hold for five years.\Ever since Noble Consort joined the Taoist temple 15 years ago\no other concubines have given birth to a child. response:	I thought His Majesty would surely pass the throne to the Crown Prince
context: I'd rather have corpses litter the ground\than continue offering tribute to the Celestial Tribe.\What spell has His Majesty fallen under?\Not only does His Majesty only favor Pure Consort Chen\he even decreed the harem selection is to be put on hold for five years.\Ever since Noble Consort joined the Taoist temple 15 years ago\no other concubines have given birth to a child.\I thought His Majesty would surely pass the throne to the Crown Prince response:	but there is now a Pure Consort in the picture
context: than continue offering tribute to the Celestial Tribe.\What spell has His Majesty fallen under?\Not only does His Majesty only favor Pure Consort Chen\he even decreed the harem selection is to be put on hold for five years.\Ever since Noble Consort joined the Taoist temple 15 years ago\no other concubines have given birth to a child.\I thought His Majesty would surely pass the throne to the Crown Prince\but there is now a Pure Consort in the picture response:	who is so heavily favored.
context: What spell has His Majesty fallen under?\Not only does His Majesty only favor Pure Consort Chen\he even decreed the harem selection is to be put on hold for five years.\Ever since Noble Consort joined the Taoist temple 15 years ago\no other concubines have given birth to a child.\I thought His Majesty would surely pass the throne to the Crown Prince\but there is now a Pure Consort in the picture\who is so heavily favored. response:	Should she be so lucky as to give birth to a prince
context: Not only does His Majesty only favor Pure Consort Chen\he even decreed the harem selection is to be put on hold for five years.\Ever since Noble Consort joined the Taoist temple 15 years ago\no other concubines have given birth to a child.\I thought His Majesty would surely pass the throne to the Crown Prince\but there is now a Pure Consort in the picture\who is so heavily favored.\Should she be so lucky as to give birth to a prince response:	then there is no guarantee who the throne will belong to.
context: he even decreed the harem selection is to be put on hold for five years.\Ever since Noble Consort joined the Taoist temple 15 years ago\no other concubines have given birth to a child.\I thought His Majesty would surely pass the throne to the Crown Prince\but there is now a Pure Consort in the picture\who is so heavily favored.\Should she be so lucky as to give birth to a prince\then there is no guarantee who the throne will belong to. response:	Decades in the Mortal Realm flash by in an instant.
context: Ever since Noble Consort joined the Taoist temple 15 years ago\no other concubines have given birth to a child.\I thought His Majesty would surely pass the throne to the Crown Prince\but there is now a Pure Consort in the picture\who is so heavily favored.\Should she be so lucky as to give birth to a prince\then there is no guarantee who the throne will belong to.\Decades in the Mortal Realm flash by in an instant. response:	When Dijun returns to the Nine Heavens
context: no other concubines have given birth to a child.\I thought His Majesty would surely pass the throne to the Crown Prince\but there is now a Pure Consort in the picture\who is so heavily favored.\Should she be so lucky as to give birth to a prince\then there is no guarantee who the throne will belong to.\Decades in the Mortal Realm flash by in an instant.\When Dijun returns to the Nine Heavens response:	will he blame me for altering his original trial of love?
context: I thought His Majesty would surely pass the throne to the Crown Prince\but there is now a Pure Consort in the picture\who is so heavily favored.\Should she be so lucky as to give birth to a prince\then there is no guarantee who the throne will belong to.\Decades in the Mortal Realm flash by in an instant.\When Dijun returns to the Nine Heavens\will he blame me for altering his original trial of love? response:	But I can't bear to hurt him, even if it is a trial he must experience.
context: but there is now a Pure Consort in the picture\who is so heavily favored.\Should she be so lucky as to give birth to a prince\then there is no guarantee who the throne will belong to.\Decades in the Mortal Realm flash by in an instant.\When Dijun returns to the Nine Heavens\will he blame me for altering his original trial of love?\But I can't bear to hurt him, even if it is a trial he must experience. response:	You must even if you can't bear to.
context: who is so heavily favored.\Should she be so lucky as to give birth to a prince\then there is no guarantee who the throne will belong to.\Decades in the Mortal Realm flash by in an instant.\When Dijun returns to the Nine Heavens\will he blame me for altering his original trial of love?\But I can't bear to hurt him, even if it is a trial he must experience.\You must even if you can't bear to. response:	Why are you so ill at ease every time you come to see me?
context: Should she be so lucky as to give birth to a prince\then there is no guarantee who the throne will belong to.\Decades in the Mortal Realm flash by in an instant.\When Dijun returns to the Nine Heavens\will he blame me for altering his original trial of love?\But I can't bear to hurt him, even if it is a trial he must experience.\You must even if you can't bear to.\Why are you so ill at ease every time you come to see me? response:	I was just clumsy.
context: then there is no guarantee who the throne will belong to.\Decades in the Mortal Realm flash by in an instant.\When Dijun returns to the Nine Heavens\will he blame me for altering his original trial of love?\But I can't bear to hurt him, even if it is a trial he must experience.\You must even if you can't bear to.\Why are you so ill at ease every time you come to see me?\I was just clumsy. response:	Your Majesty, do not walk around. I'll have someone clean this up.
context: Decades in the Mortal Realm flash by in an instant.\When Dijun returns to the Nine Heavens\will he blame me for altering his original trial of love?\But I can't bear to hurt him, even if it is a trial he must experience.\You must even if you can't bear to.\Why are you so ill at ease every time you come to see me?\I was just clumsy.\Your Majesty, do not walk around. I'll have someone clean this up. response:	What? You want me to create difficulties for the Noble Consort?
context: When Dijun returns to the Nine Heavens\will he blame me for altering his original trial of love?\But I can't bear to hurt him, even if it is a trial he must experience.\You must even if you can't bear to.\Why are you so ill at ease every time you come to see me?\I was just clumsy.\Your Majesty, do not walk around. I'll have someone clean this up.\What? You want me to create difficulties for the Noble Consort? response:	Yes.
context: will he blame me for altering his original trial of love?\But I can't bear to hurt him, even if it is a trial he must experience.\You must even if you can't bear to.\Why are you so ill at ease every time you come to see me?\I was just clumsy.\Your Majesty, do not walk around. I'll have someone clean this up.\What? You want me to create difficulties for the Noble Consort?\Yes. response:	Do what you can to win her favor out of jealousy.
context: But I can't bear to hurt him, even if it is a trial he must experience.\You must even if you can't bear to.\Why are you so ill at ease every time you come to see me?\I was just clumsy.\Your Majesty, do not walk around. I'll have someone clean this up.\What? You want me to create difficulties for the Noble Consort?\Yes.\Do what you can to win her favor out of jealousy. response:	Haven't I given you many storybooks? There are many methods written in them.
context: You must even if you can't bear to.\Why are you so ill at ease every time you come to see me?\I was just clumsy.\Your Majesty, do not walk around. I'll have someone clean this up.\What? You want me to create difficulties for the Noble Consort?\Yes.\Do what you can to win her favor out of jealousy.\Haven't I given you many storybooks? There are many methods written in them. response:	The Noble Consort has been living in the Taoist temple for so long.
context: Why are you so ill at ease every time you come to see me?\I was just clumsy.\Your Majesty, do not walk around. I'll have someone clean this up.\What? You want me to create difficulties for the Noble Consort?\Yes.\Do what you can to win her favor out of jealousy.\Haven't I given you many storybooks? There are many methods written in them.\The Noble Consort has been living in the Taoist temple for so long. response:	What is there to be jealous of?
context: I was just clumsy.\Your Majesty, do not walk around. I'll have someone clean this up.\What? You want me to create difficulties for the Noble Consort?\Yes.\Do what you can to win her favor out of jealousy.\Haven't I given you many storybooks? There are many methods written in them.\The Noble Consort has been living in the Taoist temple for so long.\What is there to be jealous of? response:	Her son was conferred the title of Crown Prince.
context: Your Majesty, do not walk around. I'll have someone clean this up.\What? You want me to create difficulties for the Noble Consort?\Yes.\Do what you can to win her favor out of jealousy.\Haven't I given you many storybooks? There are many methods written in them.\The Noble Consort has been living in the Taoist temple for so long.\What is there to be jealous of?\Her son was conferred the title of Crown Prince. response:	Just that point is enough to cause envy in all the women in the harem.
context: What? You want me to create difficulties for the Noble Consort?\Yes.\Do what you can to win her favor out of jealousy.\Haven't I given you many storybooks? There are many methods written in them.\The Noble Consort has been living in the Taoist temple for so long.\What is there to be jealous of?\Her son was conferred the title of Crown Prince.\Just that point is enough to cause envy in all the women in the harem. response:	You have been favored for so long but haven't had a son.
context: Yes.\Do what you can to win her favor out of jealousy.\Haven't I given you many storybooks? There are many methods written in them.\The Noble Consort has been living in the Taoist temple for so long.\What is there to be jealous of?\Her son was conferred the title of Crown Prince.\Just that point is enough to cause envy in all the women in the harem.\You have been favored for so long but haven't had a son. response:	Do you not harbor any hatred?
context: Do what you can to win her favor out of jealousy.\Haven't I given you many storybooks? There are many methods written in them.\The Noble Consort has been living in the Taoist temple for so long.\What is there to be jealous of?\Her son was conferred the title of Crown Prince.\Just that point is enough to cause envy in all the women in the harem.\You have been favored for so long but haven't had a son.\Do you not harbor any hatred? response:	I don't.
context: Haven't I given you many storybooks? There are many methods written in them.\The Noble Consort has been living in the Taoist temple for so long.\What is there to be jealous of?\Her son was conferred the title of Crown Prince.\Just that point is enough to cause envy in all the women in the harem.\You have been favored for so long but haven't had a son.\Do you not harbor any hatred?\I don't. response:	Have you ever experienced the taste of jealousy?
context: The Noble Consort has been living in the Taoist temple for so long.\What is there to be jealous of?\Her son was conferred the title of Crown Prince.\Just that point is enough to cause envy in all the women in the harem.\You have been favored for so long but haven't had a son.\Do you not harbor any hatred?\I don't.\Have you ever experienced the taste of jealousy? response:	I only think of being able to have this short time with Dijun.
context: What is there to be jealous of?\Her son was conferred the title of Crown Prince.\Just that point is enough to cause envy in all the women in the harem.\You have been favored for so long but haven't had a son.\Do you not harbor any hatred?\I don't.\Have you ever experienced the taste of jealousy?\I only think of being able to have this short time with Dijun. response:	I don't have the time to be jealous.
context: Her son was conferred the title of Crown Prince.\Just that point is enough to cause envy in all the women in the harem.\You have been favored for so long but haven't had a son.\Do you not harbor any hatred?\I don't.\Have you ever experienced the taste of jealousy?\I only think of being able to have this short time with Dijun.\I don't have the time to be jealous. response:	You truly are suited to follow Dijun.
context: Just that point is enough to cause envy in all the women in the harem.\You have been favored for so long but haven't had a son.\Do you not harbor any hatred?\I don't.\Have you ever experienced the taste of jealousy?\I only think of being able to have this short time with Dijun.\I don't have the time to be jealous.\You truly are suited to follow Dijun. response:	Really?
context: You have been favored for so long but haven't had a son.\Do you not harbor any hatred?\I don't.\Have you ever experienced the taste of jealousy?\I only think of being able to have this short time with Dijun.\I don't have the time to be jealous.\You truly are suited to follow Dijun.\Really? response:	Just to follow. You're not destined to be together.
context: Do you not harbor any hatred?\I don't.\Have you ever experienced the taste of jealousy?\I only think of being able to have this short time with Dijun.\I don't have the time to be jealous.\You truly are suited to follow Dijun.\Really?\Just to follow. You're not destined to be together. response:	I know I hold no place in Dijun's heart.
context: I don't.\Have you ever experienced the taste of jealousy?\I only think of being able to have this short time with Dijun.\I don't have the time to be jealous.\You truly are suited to follow Dijun.\Really?\Just to follow. You're not destined to be together.\I know I hold no place in Dijun's heart. response:	But can you let me have this beautiful dream?
context: Have you ever experienced the taste of jealousy?\I only think of being able to have this short time with Dijun.\I don't have the time to be jealous.\You truly are suited to follow Dijun.\Really?\Just to follow. You're not destined to be together.\I know I hold no place in Dijun's heart.\But can you let me have this beautiful dream? response:	I have to shatter your beautiful dream.
context: I only think of being able to have this short time with Dijun.\I don't have the time to be jealous.\You truly are suited to follow Dijun.\Really?\Just to follow. You're not destined to be together.\I know I hold no place in Dijun's heart.\But can you let me have this beautiful dream?\I have to shatter your beautiful dream. response:	Bear this in mind.
context: I don't have the time to be jealous.\You truly are suited to follow Dijun.\Really?\Just to follow. You're not destined to be together.\I know I hold no place in Dijun's heart.\But can you let me have this beautiful dream?\I have to shatter your beautiful dream.\Bear this in mind. response:	You must make Dijun hate women and be thoroughly disappointed.
context: You truly are suited to follow Dijun.\Really?\Just to follow. You're not destined to be together.\I know I hold no place in Dijun's heart.\But can you let me have this beautiful dream?\I have to shatter your beautiful dream.\Bear this in mind.\You must make Dijun hate women and be thoroughly disappointed. response:	Only then will your trip here be successful.
context: Really?\Just to follow. You're not destined to be together.\I know I hold no place in Dijun's heart.\But can you let me have this beautiful dream?\I have to shatter your beautiful dream.\Bear this in mind.\You must make Dijun hate women and be thoroughly disappointed.\Only then will your trip here be successful. response:	Does it have to be like this?
context: Just to follow. You're not destined to be together.\I know I hold no place in Dijun's heart.\But can you let me have this beautiful dream?\I have to shatter your beautiful dream.\Bear this in mind.\You must make Dijun hate women and be thoroughly disappointed.\Only then will your trip here be successful.\Does it have to be like this? response:	It does.
context: I know I hold no place in Dijun's heart.\But can you let me have this beautiful dream?\I have to shatter your beautiful dream.\Bear this in mind.\You must make Dijun hate women and be thoroughly disappointed.\Only then will your trip here be successful.\Does it have to be like this?\It does. response:	What is that?
context: But can you let me have this beautiful dream?\I have to shatter your beautiful dream.\Bear this in mind.\You must make Dijun hate women and be thoroughly disappointed.\Only then will your trip here be successful.\Does it have to be like this?\It does.\What is that? response:	The newest story.
context: I have to shatter your beautiful dream.\Bear this in mind.\You must make Dijun hate women and be thoroughly disappointed.\Only then will your trip here be successful.\Does it have to be like this?\It does.\What is that?\The newest story. response:	Fighting among the harem for favor. The Noble Consort is framed.
context: Bear this in mind.\You must make Dijun hate women and be thoroughly disappointed.\Only then will your trip here be successful.\Does it have to be like this?\It does.\What is that?\The newest story.\Fighting among the harem for favor. The Noble Consort is framed. response:	Act according to what is written.
context: You must make Dijun hate women and be thoroughly disappointed.\Only then will your trip here be successful.\Does it have to be like this?\It does.\What is that?\The newest story.\Fighting among the harem for favor. The Noble Consort is framed.\Act according to what is written. response:	Your Highness.
context: Only then will your trip here be successful.\Does it have to be like this?\It does.\What is that?\The newest story.\Fighting among the harem for favor. The Noble Consort is framed.\Act according to what is written.\Your Highness. response:	I should be the one to greet you, Sister.
context: Does it have to be like this?\It does.\What is that?\The newest story.\Fighting among the harem for favor. The Noble Consort is framed.\Act according to what is written.\Your Highness.\I should be the one to greet you, Sister. response:	I am no longer the Noble Consort. There's no need to salute me.
context: It does.\What is that?\The newest story.\Fighting among the harem for favor. The Noble Consort is framed.\Act according to what is written.\Your Highness.\I should be the one to greet you, Sister.\I am no longer the Noble Consort. There's no need to salute me. response:	Sister, before I was favored by His Majesty
context: What is that?\The newest story.\Fighting among the harem for favor. The Noble Consort is framed.\Act according to what is written.\Your Highness.\I should be the one to greet you, Sister.\I am no longer the Noble Consort. There's no need to salute me.\Sister, before I was favored by His Majesty response:	I was living in the Cold Palace and often heard stories about you.
context: The newest story.\Fighting among the harem for favor. The Noble Consort is framed.\Act according to what is written.\Your Highness.\I should be the one to greet you, Sister.\I am no longer the Noble Consort. There's no need to salute me.\Sister, before I was favored by His Majesty\I was living in the Cold Palace and often heard stories about you. response:	I finally get to meet you, a legend.
context: Fighting among the harem for favor. The Noble Consort is framed.\Act according to what is written.\Your Highness.\I should be the one to greet you, Sister.\I am no longer the Noble Consort. There's no need to salute me.\Sister, before I was favored by His Majesty\I was living in the Cold Palace and often heard stories about you.\I finally get to meet you, a legend. response:	I am merely no longer disillusioned with human society
context: Act according to what is written.\Your Highness.\I should be the one to greet you, Sister.\I am no longer the Noble Consort. There's no need to salute me.\Sister, before I was favored by His Majesty\I was living in the Cold Palace and often heard stories about you.\I finally get to meet you, a legend.\I am merely no longer disillusioned with human society response:	and have devoted myself to Taoism.
context: Your Highness.\I should be the one to greet you, Sister.\I am no longer the Noble Consort. There's no need to salute me.\Sister, before I was favored by His Majesty\I was living in the Cold Palace and often heard stories about you.\I finally get to meet you, a legend.\I am merely no longer disillusioned with human society\and have devoted myself to Taoism. response:	Your Highness speaks too highly of me.
context: I should be the one to greet you, Sister.\I am no longer the Noble Consort. There's no need to salute me.\Sister, before I was favored by His Majesty\I was living in the Cold Palace and often heard stories about you.\I finally get to meet you, a legend.\I am merely no longer disillusioned with human society\and have devoted myself to Taoism.\Your Highness speaks too highly of me. response:	This is our first time meeting. Let's not be so courteous.
context: I am no longer the Noble Consort. There's no need to salute me.\Sister, before I was favored by His Majesty\I was living in the Cold Palace and often heard stories about you.\I finally get to meet you, a legend.\I am merely no longer disillusioned with human society\and have devoted myself to Taoism.\Your Highness speaks too highly of me.\This is our first time meeting. Let's not be so courteous. response:	By the way, I heard the temple has some of the palace's best tea.
context: Sister, before I was favored by His Majesty\I was living in the Cold Palace and often heard stories about you.\I finally get to meet you, a legend.\I am merely no longer disillusioned with human society\and have devoted myself to Taoism.\Your Highness speaks too highly of me.\This is our first time meeting. Let's not be so courteous.\By the way, I heard the temple has some of the palace's best tea. response:	May I have a drink?
context: I was living in the Cold Palace and often heard stories about you.\I finally get to meet you, a legend.\I am merely no longer disillusioned with human society\and have devoted myself to Taoism.\Your Highness speaks too highly of me.\This is our first time meeting. Let's not be so courteous.\By the way, I heard the temple has some of the palace's best tea.\May I have a drink? response:	All right. Your Highness, please have a seat.
context: I finally get to meet you, a legend.\I am merely no longer disillusioned with human society\and have devoted myself to Taoism.\Your Highness speaks too highly of me.\This is our first time meeting. Let's not be so courteous.\By the way, I heard the temple has some of the palace's best tea.\May I have a drink?\All right. Your Highness, please have a seat. response:	Your Majesty, the Pure Consort has been having stomach pains for an hour
context: I am merely no longer disillusioned with human society\and have devoted myself to Taoism.\Your Highness speaks too highly of me.\This is our first time meeting. Let's not be so courteous.\By the way, I heard the temple has some of the palace's best tea.\May I have a drink?\All right. Your Highness, please have a seat.\Your Majesty, the Pure Consort has been having stomach pains for an hour response:	and has fainted several times now.
context: and have devoted myself to Taoism.\Your Highness speaks too highly of me.\This is our first time meeting. Let's not be so courteous.\By the way, I heard the temple has some of the palace's best tea.\May I have a drink?\All right. Your Highness, please have a seat.\Your Majesty, the Pure Consort has been having stomach pains for an hour\and has fainted several times now. response:	Why would this happen?
context: Your Highness speaks too highly of me.\This is our first time meeting. Let's not be so courteous.\By the way, I heard the temple has some of the palace's best tea.\May I have a drink?\All right. Your Highness, please have a seat.\Your Majesty, the Pure Consort has been having stomach pains for an hour\and has fainted several times now.\Why would this happen? response:	The imperial physician said she ate something unclean.
context: This is our first time meeting. Let's not be so courteous.\By the way, I heard the temple has some of the palace's best tea.\May I have a drink?\All right. Your Highness, please have a seat.\Your Majesty, the Pure Consort has been having stomach pains for an hour\and has fainted several times now.\Why would this happen?\The imperial physician said she ate something unclean. response:	Something unclean?
context: By the way, I heard the temple has some of the palace's best tea.\May I have a drink?\All right. Your Highness, please have a seat.\Your Majesty, the Pure Consort has been having stomach pains for an hour\and has fainted several times now.\Why would this happen?\The imperial physician said she ate something unclean.\Something unclean? response:	I heard the Pure Consort visited the Noble Consort's Taoist temple
context: May I have a drink?\All right. Your Highness, please have a seat.\Your Majesty, the Pure Consort has been having stomach pains for an hour\and has fainted several times now.\Why would this happen?\The imperial physician said she ate something unclean.\Something unclean?\I heard the Pure Consort visited the Noble Consort's Taoist temple response:	and had some refreshments.
context: All right. Your Highness, please have a seat.\Your Majesty, the Pure Consort has been having stomach pains for an hour\and has fainted several times now.\Why would this happen?\The imperial physician said she ate something unclean.\Something unclean?\I heard the Pure Consort visited the Noble Consort's Taoist temple\and had some refreshments. response:	She was this way after she returned.
context: Your Majesty, the Pure Consort has been having stomach pains for an hour\and has fainted several times now.\Why would this happen?\The imperial physician said she ate something unclean.\Something unclean?\I heard the Pure Consort visited the Noble Consort's Taoist temple\and had some refreshments.\She was this way after she returned. response:	- She went to the Taoist temple? - Yes, Your Majesty.
context: and has fainted several times now.\Why would this happen?\The imperial physician said she ate something unclean.\Something unclean?\I heard the Pure Consort visited the Noble Consort's Taoist temple\and had some refreshments.\She was this way after she returned.\- She went to the Taoist temple? - Yes, Your Majesty. response:	Didn't I say not to allow the Pure Consort to go to the Taoist temple?
context: Why would this happen?\The imperial physician said she ate something unclean.\Something unclean?\I heard the Pure Consort visited the Noble Consort's Taoist temple\and had some refreshments.\She was this way after she returned.\- She went to the Taoist temple? - Yes, Your Majesty.\Didn't I say not to allow the Pure Consort to go to the Taoist temple? response:	Your Majesty, nobody but you can stop the Pure Consort.
context: The imperial physician said she ate something unclean.\Something unclean?\I heard the Pure Consort visited the Noble Consort's Taoist temple\and had some refreshments.\She was this way after she returned.\- She went to the Taoist temple? - Yes, Your Majesty.\Didn't I say not to allow the Pure Consort to go to the Taoist temple?\Your Majesty, nobody but you can stop the Pure Consort. response:	Your Majesty, you had best hurry to take a look.
context: Something unclean?\I heard the Pure Consort visited the Noble Consort's Taoist temple\and had some refreshments.\She was this way after she returned.\- She went to the Taoist temple? - Yes, Your Majesty.\Didn't I say not to allow the Pure Consort to go to the Taoist temple?\Your Majesty, nobody but you can stop the Pure Consort.\Your Majesty, you had best hurry to take a look. response:	She is vomiting and fainting. What should we do?
context: I heard the Pure Consort visited the Noble Consort's Taoist temple\and had some refreshments.\She was this way after she returned.\- She went to the Taoist temple? - Yes, Your Majesty.\Didn't I say not to allow the Pure Consort to go to the Taoist temple?\Your Majesty, nobody but you can stop the Pure Consort.\Your Majesty, you had best hurry to take a look.\She is vomiting and fainting. What should we do? response:	It... Could it have been...
context: and had some refreshments.\She was this way after she returned.\- She went to the Taoist temple? - Yes, Your Majesty.\Didn't I say not to allow the Pure Consort to go to the Taoist temple?\Your Majesty, nobody but you can stop the Pure Consort.\Your Majesty, you had best hurry to take a look.\She is vomiting and fainting. What should we do?\It... Could it have been... response:	Could have been what?
