context: My only thought as response:	I don't think so!
context: but I want to let them focus.\It's rare for two players with such amazing game sense\to play one another.\You need to move back.\Rion's having a hard time!\I should have played instead.\The coach made the wrong decision!\The match started off with plenty of response:	three-syllable cards and very few one-syllable cards.
context: It's rare for two players with such amazing game sense\to play one another.\You need to move back.\Rion's having a hard time!\I should have played instead.\The coach made the wrong decision!\The match started off with plenty of\three-syllable cards and very few one-syllable cards. response:	Rion had the advantage,
context: to play one another.\You need to move back.\Rion's having a hard time!\I should have played instead.\The coach made the wrong decision!\The match started off with plenty of\three-syllable cards and very few one-syllable cards.\Rion had the advantage, response:	given her familiarity with the voice of Yamashiro, rank 7.
context: You need to move back.\Rion's having a hard time!\I should have played instead.\The coach made the wrong decision!\The match started off with plenty of\three-syllable cards and very few one-syllable cards.\Rion had the advantage,\given her familiarity with the voice of Yamashiro, rank 7. response:	At least in the early game.
context: Rion's having a hard time!\I should have played instead.\The coach made the wrong decision!\The match started off with plenty of\three-syllable cards and very few one-syllable cards.\Rion had the advantage,\given her familiarity with the voice of Yamashiro, rank 7.\At least in the early game. response:	She should have pressed that advantage to seal the game away early.
context: I should have played instead.\The coach made the wrong decision!\The match started off with plenty of\three-syllable cards and very few one-syllable cards.\Rion had the advantage,\given her familiarity with the voice of Yamashiro, rank 7.\At least in the early game.\She should have pressed that advantage to seal the game away early. response:	What will you do now, Rion?
context: The coach made the wrong decision!\The match started off with plenty of\three-syllable cards and very few one-syllable cards.\Rion had the advantage,\given her familiarity with the voice of Yamashiro, rank 7.\At least in the early game.\She should have pressed that advantage to seal the game away early.\What will you do now, Rion? response:	There are one-syllable cards everywhere.
context: The match started off with plenty of\three-syllable cards and very few one-syllable cards.\Rion had the advantage,\given her familiarity with the voice of Yamashiro, rank 7.\At least in the early game.\She should have pressed that advantage to seal the game away early.\What will you do now, Rion?\There are one-syllable cards everywhere. response:	So the flower has wilted...
context: three-syllable cards and very few one-syllable cards.\Rion had the advantage,\given her familiarity with the voice of Yamashiro, rank 7.\At least in the early game.\She should have pressed that advantage to seal the game away early.\What will you do now, Rion?\There are one-syllable cards everywhere.\So the flower has wilted... response:	I've never lost a match with Grandma as the reader.
context: Rion had the advantage,\given her familiarity with the voice of Yamashiro, rank 7.\At least in the early game.\She should have pressed that advantage to seal the game away early.\What will you do now, Rion?\There are one-syllable cards everywhere.\So the flower has wilted...\I've never lost a match with Grandma as the reader. response:	I was convinced
context: given her familiarity with the voice of Yamashiro, rank 7.\At least in the early game.\She should have pressed that advantage to seal the game away early.\What will you do now, Rion?\There are one-syllable cards everywhere.\So the flower has wilted...\I've never lost a match with Grandma as the reader.\I was convinced response:	that I could defeat the Queen if Grandma was reading.
context: At least in the early game.\She should have pressed that advantage to seal the game away early.\What will you do now, Rion?\There are one-syllable cards everywhere.\So the flower has wilted...\I've never lost a match with Grandma as the reader.\I was convinced\that I could defeat the Queen if Grandma was reading. response:	You'll have a lot to answer for if you lose in the number one seat.
context: She should have pressed that advantage to seal the game away early.\What will you do now, Rion?\There are one-syllable cards everywhere.\So the flower has wilted...\I've never lost a match with Grandma as the reader.\I was convinced\that I could defeat the Queen if Grandma was reading.\You'll have a lot to answer for if you lose in the number one seat. response:	No...
context: What will you do now, Rion?\There are one-syllable cards everywhere.\So the flower has wilted...\I've never lost a match with Grandma as the reader.\I was convinced\that I could defeat the Queen if Grandma was reading.\You'll have a lot to answer for if you lose in the number one seat.\No... response:	I don't want to lose!
context: There are one-syllable cards everywhere.\So the flower has wilted...\I've never lost a match with Grandma as the reader.\I was convinced\that I could defeat the Queen if Grandma was reading.\You'll have a lot to answer for if you lose in the number one seat.\No...\I don't want to lose! response:	I don't want to lose!
context: So the flower has wilted...\I've never lost a match with Grandma as the reader.\I was convinced\that I could defeat the Queen if Grandma was reading.\You'll have a lot to answer for if you lose in the number one seat.\No...\I don't want to lose!\I don't want to lose! response:	Shinobu-chan...
context: I've never lost a match with Grandma as the reader.\I was convinced\that I could defeat the Queen if Grandma was reading.\You'll have a lot to answer for if you lose in the number one seat.\No...\I don't want to lose!\I don't want to lose!\Shinobu-chan... response:	We don't belong to teams,
context: I was convinced\that I could defeat the Queen if Grandma was reading.\You'll have a lot to answer for if you lose in the number one seat.\No...\I don't want to lose!\I don't want to lose!\Shinobu-chan...\We don't belong to teams, response:	so we can only focus on making ourselves stronger.
context: that I could defeat the Queen if Grandma was reading.\You'll have a lot to answer for if you lose in the number one seat.\No...\I don't want to lose!\I don't want to lose!\Shinobu-chan...\We don't belong to teams,\so we can only focus on making ourselves stronger. response:	Our love for karuta is real,
context: You'll have a lot to answer for if you lose in the number one seat.\No...\I don't want to lose!\I don't want to lose!\Shinobu-chan...\We don't belong to teams,\so we can only focus on making ourselves stronger.\Our love for karuta is real, response:	Our beloved world of karuta can only grow
context: No...\I don't want to lose!\I don't want to lose!\Shinobu-chan...\We don't belong to teams,\so we can only focus on making ourselves stronger.\Our love for karuta is real,\Our beloved world of karuta can only grow response:	through the recruiting,
context: I don't want to lose!\I don't want to lose!\Shinobu-chan...\We don't belong to teams,\so we can only focus on making ourselves stronger.\Our love for karuta is real,\Our beloved world of karuta can only grow\through the recruiting, response:	teaching,
context: I don't want to lose!\Shinobu-chan...\We don't belong to teams,\so we can only focus on making ourselves stronger.\Our love for karuta is real,\Our beloved world of karuta can only grow\through the recruiting,\teaching, response:	and encouraging of new players.
context: Shinobu-chan...\We don't belong to teams,\so we can only focus on making ourselves stronger.\Our love for karuta is real,\Our beloved world of karuta can only grow\through the recruiting,\teaching,\and encouraging of new players. response:	It's team players who keep this game alive.
context: We don't belong to teams,\so we can only focus on making ourselves stronger.\Our love for karuta is real,\Our beloved world of karuta can only grow\through the recruiting,\teaching,\and encouraging of new players.\It's team players who keep this game alive. response:	Doesn't matter.
context: so we can only focus on making ourselves stronger.\Our love for karuta is real,\Our beloved world of karuta can only grow\through the recruiting,\teaching,\and encouraging of new players.\It's team players who keep this game alive.\Doesn't matter. response:	It's got nothing to do with me.
context: Our love for karuta is real,\Our beloved world of karuta can only grow\through the recruiting,\teaching,\and encouraging of new players.\It's team players who keep this game alive.\Doesn't matter.\It's got nothing to do with me. response:	Nobody will ever take me seriously.
context: Our beloved world of karuta can only grow\through the recruiting,\teaching,\and encouraging of new players.\It's team players who keep this game alive.\Doesn't matter.\It's got nothing to do with me.\Nobody will ever take me seriously. response:	Nobody...
context: through the recruiting,\teaching,\and encouraging of new players.\It's team players who keep this game alive.\Doesn't matter.\It's got nothing to do with me.\Nobody will ever take me seriously.\Nobody... response:	Please wait!
context: teaching,\and encouraging of new players.\It's team players who keep this game alive.\Doesn't matter.\It's got nothing to do with me.\Nobody will ever take me seriously.\Nobody...\Please wait! response:	Ayase-san,
context: and encouraging of new players.\It's team players who keep this game alive.\Doesn't matter.\It's got nothing to do with me.\Nobody will ever take me seriously.\Nobody...\Please wait!\Ayase-san, response:	Nishida-kun, and Tsukuba-kun are all doing their best...
context: It's team players who keep this game alive.\Doesn't matter.\It's got nothing to do with me.\Nobody will ever take me seriously.\Nobody...\Please wait!\Ayase-san,\Nishida-kun, and Tsukuba-kun are all doing their best... response:	against Fujisaki!
context: Doesn't matter.\It's got nothing to do with me.\Nobody will ever take me seriously.\Nobody...\Please wait!\Ayase-san,\Nishida-kun, and Tsukuba-kun are all doing their best...\against Fujisaki! response:	Mashima-kun is still down by 5 cards!
context: It's got nothing to do with me.\Nobody will ever take me seriously.\Nobody...\Please wait!\Ayase-san,\Nishida-kun, and Tsukuba-kun are all doing their best...\against Fujisaki!\Mashima-kun is still down by 5 cards! response:	He can't catch up!
context: Nobody will ever take me seriously.\Nobody...\Please wait!\Ayase-san,\Nishida-kun, and Tsukuba-kun are all doing their best...\against Fujisaki!\Mashima-kun is still down by 5 cards!\He can't catch up! response:	That early mistake is making a difference.
context: Nobody...\Please wait!\Ayase-san,\Nishida-kun, and Tsukuba-kun are all doing their best...\against Fujisaki!\Mashima-kun is still down by 5 cards!\He can't catch up!\That early mistake is making a difference. response:	He stabilized midway through the game and made some good plays,
context: Please wait!\Ayase-san,\Nishida-kun, and Tsukuba-kun are all doing their best...\against Fujisaki!\Mashima-kun is still down by 5 cards!\He can't catch up!\That early mistake is making a difference.\He stabilized midway through the game and made some good plays, response:	but his luck is still terrible!
context: Ayase-san,\Nishida-kun, and Tsukuba-kun are all doing their best...\against Fujisaki!\Mashima-kun is still down by 5 cards!\He can't catch up!\That early mistake is making a difference.\He stabilized midway through the game and made some good plays,\but his luck is still terrible! response:	He wants to attack, but the last five cards have all been on his side!
context: Nishida-kun, and Tsukuba-kun are all doing their best...\against Fujisaki!\Mashima-kun is still down by 5 cards!\He can't catch up!\That early mistake is making a difference.\He stabilized midway through the game and made some good plays,\but his luck is still terrible!\He wants to attack, but the last five cards have all been on his side! response:	I can see why this guy is their captain.
context: against Fujisaki!\Mashima-kun is still down by 5 cards!\He can't catch up!\That early mistake is making a difference.\He stabilized midway through the game and made some good plays,\but his luck is still terrible!\He wants to attack, but the last five cards have all been on his side!\I can see why this guy is their captain. response:	He doesn't over-memorize.
context: Mashima-kun is still down by 5 cards!\He can't catch up!\That early mistake is making a difference.\He stabilized midway through the game and made some good plays,\but his luck is still terrible!\He wants to attack, but the last five cards have all been on his side!\I can see why this guy is their captain.\He doesn't over-memorize. response:	It's something I'm too scared to try.
context: He can't catch up!\That early mistake is making a difference.\He stabilized midway through the game and made some good plays,\but his luck is still terrible!\He wants to attack, but the last five cards have all been on his side!\I can see why this guy is their captain.\He doesn't over-memorize.\It's something I'm too scared to try. response:	He wasn't targeting the two cards I just lost.
context: That early mistake is making a difference.\He stabilized midway through the game and made some good plays,\but his luck is still terrible!\He wants to attack, but the last five cards have all been on his side!\I can see why this guy is their captain.\He doesn't over-memorize.\It's something I'm too scared to try.\He wasn't targeting the two cards I just lost. response:	He moved his body halfway
context: He stabilized midway through the game and made some good plays,\but his luck is still terrible!\He wants to attack, but the last five cards have all been on his side!\I can see why this guy is their captain.\He doesn't over-memorize.\It's something I'm too scared to try.\He wasn't targeting the two cards I just lost.\He moved his body halfway response:	across the field before making his move,
context: but his luck is still terrible!\He wants to attack, but the last five cards have all been on his side!\I can see why this guy is their captain.\He doesn't over-memorize.\It's something I'm too scared to try.\He wasn't targeting the two cards I just lost.\He moved his body halfway\across the field before making his move, response:	and I still lost.
context: He wants to attack, but the last five cards have all been on his side!\I can see why this guy is their captain.\He doesn't over-memorize.\It's something I'm too scared to try.\He wasn't targeting the two cards I just lost.\He moved his body halfway\across the field before making his move,\and I still lost. response:	He covers on two-syllable cards.
context: I can see why this guy is their captain.\He doesn't over-memorize.\It's something I'm too scared to try.\He wasn't targeting the two cards I just lost.\He moved his body halfway\across the field before making his move,\and I still lost.\He covers on two-syllable cards. response:	If I press the issue, he manages to block me.
context: He doesn't over-memorize.\It's something I'm too scared to try.\He wasn't targeting the two cards I just lost.\He moved his body halfway\across the field before making his move,\and I still lost.\He covers on two-syllable cards.\If I press the issue, he manages to block me. response:	He doesn't commit faults.
context: It's something I'm too scared to try.\He wasn't targeting the two cards I just lost.\He moved his body halfway\across the field before making his move,\and I still lost.\He covers on two-syllable cards.\If I press the issue, he manages to block me.\He doesn't commit faults. response:	He's got confidence and the stamina to back it up.
context: He wasn't targeting the two cards I just lost.\He moved his body halfway\across the field before making his move,\and I still lost.\He covers on two-syllable cards.\If I press the issue, he manages to block me.\He doesn't commit faults.\He's got confidence and the stamina to back it up. response:	Damn...
context: He moved his body halfway\across the field before making his move,\and I still lost.\He covers on two-syllable cards.\If I press the issue, he manages to block me.\He doesn't commit faults.\He's got confidence and the stamina to back it up.\Damn... response:	We're both on our fifth match.
context: across the field before making his move,\and I still lost.\He covers on two-syllable cards.\If I press the issue, he manages to block me.\He doesn't commit faults.\He's got confidence and the stamina to back it up.\Damn...\We're both on our fifth match. response:	The last five cards have been on my side.
context: and I still lost.\He covers on two-syllable cards.\If I press the issue, he manages to block me.\He doesn't commit faults.\He's got confidence and the stamina to back it up.\Damn...\We're both on our fifth match.\The last five cards have been on my side. response:	Should I focus on defending the seven cards on my side
context: He covers on two-syllable cards.\If I press the issue, he manages to block me.\He doesn't commit faults.\He's got confidence and the stamina to back it up.\Damn...\We're both on our fifth match.\The last five cards have been on my side.\Should I focus on defending the seven cards on my side response:	instead of attacking the two on the opponent's side?
context: If I press the issue, he manages to block me.\He doesn't commit faults.\He's got confidence and the stamina to back it up.\Damn...\We're both on our fifth match.\The last five cards have been on my side.\Should I focus on defending the seven cards on my side\instead of attacking the two on the opponent's side? response:	Living Ghost
context: He doesn't commit faults.\He's got confidence and the stamina to back it up.\Damn...\We're both on our fifth match.\The last five cards have been on my side.\Should I focus on defending the seven cards on my side\instead of attacking the two on the opponent's side?\Living Ghost response:	I don't need you, Dr. Harada.
context: He's got confidence and the stamina to back it up.\Damn...\We're both on our fifth match.\The last five cards have been on my side.\Should I focus on defending the seven cards on my side\instead of attacking the two on the opponent's side?\Living Ghost\I don't need you, Dr. Harada. response:	What?!
context: Damn...\We're both on our fifth match.\The last five cards have been on my side.\Should I focus on defending the seven cards on my side\instead of attacking the two on the opponent's side?\Living Ghost\I don't need you, Dr. Harada.\What?! response:	When in trouble...
context: We're both on our fifth match.\The last five cards have been on my side.\Should I focus on defending the seven cards on my side\instead of attacking the two on the opponent's side?\Living Ghost\I don't need you, Dr. Harada.\What?!\When in trouble... response:	As the years pass...
context: The last five cards have been on my side.\Should I focus on defending the seven cards on my side\instead of attacking the two on the opponent's side?\Living Ghost\I don't need you, Dr. Harada.\What?!\When in trouble...\As the years pass... response:	Go lower right!
context: Should I focus on defending the seven cards on my side\instead of attacking the two on the opponent's side?\Living Ghost\I don't need you, Dr. Harada.\What?!\When in trouble...\As the years pass...\Go lower right! response:	Yes!
context: instead of attacking the two on the opponent's side?\Living Ghost\I don't need you, Dr. Harada.\What?!\When in trouble...\As the years pass...\Go lower right!\Yes! response:	He got it!
context: Living Ghost\I don't need you, Dr. Harada.\What?!\When in trouble...\As the years pass...\Go lower right!\Yes!\He got it! response:	He wasn't blindly attacking the lower right!
context: I don't need you, Dr. Harada.\What?!\When in trouble...\As the years pass...\Go lower right!\Yes!\He got it!\He wasn't blindly attacking the lower right! response:	As my is still in play, so he covered before taking it!
context: What?!\When in trouble...\As the years pass...\Go lower right!\Yes!\He got it!\He wasn't blindly attacking the lower right!\As my is still in play, so he covered before taking it! response:	He was able to block his opponent!
context: When in trouble...\As the years pass...\Go lower right!\Yes!\He got it!\He wasn't blindly attacking the lower right!\As my is still in play, so he covered before taking it!\He was able to block his opponent! response:	Amazing!
context: As the years pass...\Go lower right!\Yes!\He got it!\He wasn't blindly attacking the lower right!\As my is still in play, so he covered before taking it!\He was able to block his opponent!\Amazing! response:	Tsukuba-kun...
context: Go lower right!\Yes!\He got it!\He wasn't blindly attacking the lower right!\As my is still in play, so he covered before taking it!\He was able to block his opponent!\Amazing!\Tsukuba-kun... response:	Thank you very much.
context: Yes!\He got it!\He wasn't blindly attacking the lower right!\As my is still in play, so he covered before taking it!\He was able to block his opponent!\Amazing!\Tsukuba-kun...\Thank you very much. response:	Thank you very much.
context: He got it!\He wasn't blindly attacking the lower right!\As my is still in play, so he covered before taking it!\He was able to block his opponent!\Amazing!\Tsukuba-kun...\Thank you very much.\Thank you very much. response:	Damn it. Damn it.
context: He wasn't blindly attacking the lower right!\As my is still in play, so he covered before taking it!\He was able to block his opponent!\Amazing!\Tsukuba-kun...\Thank you very much.\Thank you very much.\Damn it. Damn it. response:	So you know how to use proper technique.
context: As my is still in play, so he covered before taking it!\He was able to block his opponent!\Amazing!\Tsukuba-kun...\Thank you very much.\Thank you very much.\Damn it. Damn it.\So you know how to use proper technique. response:	Shining Rainbow
context: He was able to block his opponent!\Amazing!\Tsukuba-kun...\Thank you very much.\Thank you very much.\Damn it. Damn it.\So you know how to use proper technique.\Shining Rainbow response:	You were just toying with me.
context: Amazing!\Tsukuba-kun...\Thank you very much.\Thank you very much.\Damn it. Damn it.\So you know how to use proper technique.\Shining Rainbow\You were just toying with me. response:	You're pretty good.
context: Tsukuba-kun...\Thank you very much.\Thank you very much.\Damn it. Damn it.\So you know how to use proper technique.\Shining Rainbow\You were just toying with me.\You're pretty good. response:	You forced me to use
context: Thank you very much.\Thank you very much.\Damn it. Damn it.\So you know how to use proper technique.\Shining Rainbow\You were just toying with me.\You're pretty good.\You forced me to use response:	my Gear Second!
context: Thank you very much.\Damn it. Damn it.\So you know how to use proper technique.\Shining Rainbow\You were just toying with me.\You're pretty good.\You forced me to use\my Gear Second! response:	Not happy
context: Damn it. Damn it.\So you know how to use proper technique.\Shining Rainbow\You were just toying with me.\You're pretty good.\You forced me to use\my Gear Second!\Not happy response:	Tsukuba-kun, please win for me.
context: So you know how to use proper technique.\Shining Rainbow\You were just toying with me.\You're pretty good.\You forced me to use\my Gear Second!\Not happy\Tsukuba-kun, please win for me. response:	Two wins for Fujisaki!
context: Shining Rainbow\You were just toying with me.\You're pretty good.\You forced me to use\my Gear Second!\Not happy\Tsukuba-kun, please win for me.\Two wins for Fujisaki! response:	Good!
context: You were just toying with me.\You're pretty good.\You forced me to use\my Gear Second!\Not happy\Tsukuba-kun, please win for me.\Two wins for Fujisaki!\Good! response:	One more win!
context: You're pretty good.\You forced me to use\my Gear Second!\Not happy\Tsukuba-kun, please win for me.\Two wins for Fujisaki!\Good!\One more win! response:	One more win for the championship!
context: You forced me to use\my Gear Second!\Not happy\Tsukuba-kun, please win for me.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship! response:	Yeah!
context: my Gear Second!\Not happy\Tsukuba-kun, please win for me.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah! response:	Mizusawa's down 0 to 2.
context: Not happy\Tsukuba-kun, please win for me.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2. response:	This is tough.
context: Tsukuba-kun, please win for me.\Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\This is tough. response:	Fujisaki's got this in the bag.
context: Two wins for Fujisaki!\Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\This is tough.\Fujisaki's got this in the bag. response:	It's impressive that they
context: Good!\One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\This is tough.\Fujisaki's got this in the bag.\It's impressive that they response:	came out of nowhere to make the grand finale.
context: One more win!\One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\This is tough.\Fujisaki's got this in the bag.\It's impressive that they\came out of nowhere to make the grand finale. response:	They're strong.
context: One more win for the championship!\Yeah!\Mizusawa's down 0 to 2.\This is tough.\Fujisaki's got this in the bag.\It's impressive that they\came out of nowhere to make the grand finale.\They're strong. response:	That makes it a five-peat for Fujisaki.
context: Yeah!\Mizusawa's down 0 to 2.\This is tough.\Fujisaki's got this in the bag.\It's impressive that they\came out of nowhere to make the grand finale.\They're strong.\That makes it a five-peat for Fujisaki. response:	I'm sending a card.
context: Mizusawa's down 0 to 2.\This is tough.\Fujisaki's got this in the bag.\It's impressive that they\came out of nowhere to make the grand finale.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card. response:	the cresting waves almost look like clouds in the skies
context: This is tough.\Fujisaki's got this in the bag.\It's impressive that they\came out of nowhere to make the grand finale.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies response:	A multi-syllable card?
context: Fujisaki's got this in the bag.\It's impressive that they\came out of nowhere to make the grand finale.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card? response:	My only thought as I was already read,
context: It's impressive that they\came out of nowhere to make the grand finale.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read, response:	so this is now a two-syllable card.
context: came out of nowhere to make the grand finale.\They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card. response:	You won't be able to surprise me.
context: They're strong.\That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me. response:	I'm sticking to my usual playing style.
context: That makes it a five-peat for Fujisaki.\I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style. response:	This is painful.
context: I'm sending a card.\the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful. response:	It would be most gratifying if Mizusawa was able
context: the cresting waves almost look like clouds in the skies\A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able response:	to secure a single win from the dominating Fujisaki.
context: A multi-syllable card?\My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki. response:	Three wins.
context: My only thought as I was already read,\so this is now a two-syllable card.\You won't be able to surprise me.\I'm sticking to my usual playing style.\This is painful.\It would be most gratifying if Mizusawa was able\to secure a single win from the dominating Fujisaki.\Three wins. response:	We're getting three wins, guys.
