context: It's summer break! response:	We'll spend every day at Maid Latte.
context: There's free tickets to the onsen.\Onsen?\There's one near here.\It's within walking distance.\Neat.\Let's all go there once we finish eating.\I can even take a dip in an onsen?\What a fabulous summer this is. response:	This beach is famous for its onsen, too.
context: Onsen?\There's one near here.\It's within walking distance.\Neat.\Let's all go there once we finish eating.\I can even take a dip in an onsen?\What a fabulous summer this is.\This beach is famous for its onsen, too. response:	Really?
context: There's one near here.\It's within walking distance.\Neat.\Let's all go there once we finish eating.\I can even take a dip in an onsen?\What a fabulous summer this is.\This beach is famous for its onsen, too.\Really? response:	What's the matter, Honoka-san?
context: It's within walking distance.\Neat.\Let's all go there once we finish eating.\I can even take a dip in an onsen?\What a fabulous summer this is.\This beach is famous for its onsen, too.\Really?\What's the matter, Honoka-san? response:	This beach is also famous for being haunted.
context: Neat.\Let's all go there once we finish eating.\I can even take a dip in an onsen?\What a fabulous summer this is.\This beach is famous for its onsen, too.\Really?\What's the matter, Honoka-san?\This beach is also famous for being haunted. response:	Haunted?
context: Let's all go there once we finish eating.\I can even take a dip in an onsen?\What a fabulous summer this is.\This beach is famous for its onsen, too.\Really?\What's the matter, Honoka-san?\This beach is also famous for being haunted.\Haunted? response:	That's right. A couple who decided to commit suicide together were going to jump off a cliff.
context: I can even take a dip in an onsen?\What a fabulous summer this is.\This beach is famous for its onsen, too.\Really?\What's the matter, Honoka-san?\This beach is also famous for being haunted.\Haunted?\That's right. A couple who decided to commit suicide together were going to jump off a cliff. response:	But the man actually had another girl on the side, so when they were about to jump,
context: What a fabulous summer this is.\This beach is famous for its onsen, too.\Really?\What's the matter, Honoka-san?\This beach is also famous for being haunted.\Haunted?\That's right. A couple who decided to commit suicide together were going to jump off a cliff.\But the man actually had another girl on the side, so when they were about to jump, response:	the guy let the girl jump by herself, and she went to the bottom of the ocean alone.
context: This beach is famous for its onsen, too.\Really?\What's the matter, Honoka-san?\This beach is also famous for being haunted.\Haunted?\That's right. A couple who decided to commit suicide together were going to jump off a cliff.\But the man actually had another girl on the side, so when they were about to jump,\the guy let the girl jump by herself, and she went to the bottom of the ocean alone. response:	Several months passed without her body being found.
context: Really?\What's the matter, Honoka-san?\This beach is also famous for being haunted.\Haunted?\That's right. A couple who decided to commit suicide together were going to jump off a cliff.\But the man actually had another girl on the side, so when they were about to jump,\the guy let the girl jump by herself, and she went to the bottom of the ocean alone.\Several months passed without her body being found. response:	Then one night, when a couple came here,
context: What's the matter, Honoka-san?\This beach is also famous for being haunted.\Haunted?\That's right. A couple who decided to commit suicide together were going to jump off a cliff.\But the man actually had another girl on the side, so when they were about to jump,\the guy let the girl jump by herself, and she went to the bottom of the ocean alone.\Several months passed without her body being found.\Then one night, when a couple came here, response:	They saw it.
context: This beach is also famous for being haunted.\Haunted?\That's right. A couple who decided to commit suicide together were going to jump off a cliff.\But the man actually had another girl on the side, so when they were about to jump,\the guy let the girl jump by herself, and she went to the bottom of the ocean alone.\Several months passed without her body being found.\Then one night, when a couple came here,\They saw it. response:	Saw what?
context: Haunted?\That's right. A couple who decided to commit suicide together were going to jump off a cliff.\But the man actually had another girl on the side, so when they were about to jump,\the guy let the girl jump by herself, and she went to the bottom of the ocean alone.\Several months passed without her body being found.\Then one night, when a couple came here,\They saw it.\Saw what? response:	A woman covered in blood, crawling up the cliff at an unbelievable speed.
context: That's right. A couple who decided to commit suicide together were going to jump off a cliff.\But the man actually had another girl on the side, so when they were about to jump,\the guy let the girl jump by herself, and she went to the bottom of the ocean alone.\Several months passed without her body being found.\Then one night, when a couple came here,\They saw it.\Saw what?\A woman covered in blood, crawling up the cliff at an unbelievable speed. response:	Ever since then, there have been poltergeist sightings around that bush.
context: But the man actually had another girl on the side, so when they were about to jump,\the guy let the girl jump by herself, and she went to the bottom of the ocean alone.\Several months passed without her body being found.\Then one night, when a couple came here,\They saw it.\Saw what?\A woman covered in blood, crawling up the cliff at an unbelievable speed.\Ever since then, there have been poltergeist sightings around that bush. response:	I want to see one, too.
context: the guy let the girl jump by herself, and she went to the bottom of the ocean alone.\Several months passed without her body being found.\Then one night, when a couple came here,\They saw it.\Saw what?\A woman covered in blood, crawling up the cliff at an unbelievable speed.\Ever since then, there have been poltergeist sightings around that bush.\I want to see one, too. response:	That's just rumors getting exaggerated.
context: Several months passed without her body being found.\Then one night, when a couple came here,\They saw it.\Saw what?\A woman covered in blood, crawling up the cliff at an unbelievable speed.\Ever since then, there have been poltergeist sightings around that bush.\I want to see one, too.\That's just rumors getting exaggerated. response:	True. So why do you think it's so famous?
context: Then one night, when a couple came here,\They saw it.\Saw what?\A woman covered in blood, crawling up the cliff at an unbelievable speed.\Ever since then, there have been poltergeist sightings around that bush.\I want to see one, too.\That's just rumors getting exaggerated.\True. So why do you think it's so famous? response:	Because it really happens.
context: They saw it.\Saw what?\A woman covered in blood, crawling up the cliff at an unbelievable speed.\Ever since then, there have been poltergeist sightings around that bush.\I want to see one, too.\That's just rumors getting exaggerated.\True. So why do you think it's so famous?\Because it really happens. response:	Okay! Then let's go to the onsen!
context: Saw what?\A woman covered in blood, crawling up the cliff at an unbelievable speed.\Ever since then, there have been poltergeist sightings around that bush.\I want to see one, too.\That's just rumors getting exaggerated.\True. So why do you think it's so famous?\Because it really happens.\Okay! Then let's go to the onsen! response:	Sure!
context: A woman covered in blood, crawling up the cliff at an unbelievable speed.\Ever since then, there have been poltergeist sightings around that bush.\I want to see one, too.\That's just rumors getting exaggerated.\True. So why do you think it's so famous?\Because it really happens.\Okay! Then let's go to the onsen!\Sure! response:	It's nice how it's within walking distance.
context: Ever since then, there have been poltergeist sightings around that bush.\I want to see one, too.\That's just rumors getting exaggerated.\True. So why do you think it's so famous?\Because it really happens.\Okay! Then let's go to the onsen!\Sure!\It's nice how it's within walking distance. response:	We'll have fun with our girl time.
context: I want to see one, too.\That's just rumors getting exaggerated.\True. So why do you think it's so famous?\Because it really happens.\Okay! Then let's go to the onsen!\Sure!\It's nice how it's within walking distance.\We'll have fun with our girl time. response:	Yeah...
context: That's just rumors getting exaggerated.\True. So why do you think it's so famous?\Because it really happens.\Okay! Then let's go to the onsen!\Sure!\It's nice how it's within walking distance.\We'll have fun with our girl time.\Yeah... response:	Wait, getting naked?
context: True. So why do you think it's so famous?\Because it really happens.\Okay! Then let's go to the onsen!\Sure!\It's nice how it's within walking distance.\We'll have fun with our girl time.\Yeah...\Wait, getting naked? response:	They'll see my back.
context: Because it really happens.\Okay! Then let's go to the onsen!\Sure!\It's nice how it's within walking distance.\We'll have fun with our girl time.\Yeah...\Wait, getting naked?\They'll see my back. response:	Um... I'll actually pass.
context: Okay! Then let's go to the onsen!\Sure!\It's nice how it's within walking distance.\We'll have fun with our girl time.\Yeah...\Wait, getting naked?\They'll see my back.\Um... I'll actually pass. response:	Why?
context: Sure!\It's nice how it's within walking distance.\We'll have fun with our girl time.\Yeah...\Wait, getting naked?\They'll see my back.\Um... I'll actually pass.\Why? response:	It's... kind of a bad time for me.
context: It's nice how it's within walking distance.\We'll have fun with our girl time.\Yeah...\Wait, getting naked?\They'll see my back.\Um... I'll actually pass.\Why?\It's... kind of a bad time for me. response:	Well, we won't force you, I guess.
context: We'll have fun with our girl time.\Yeah...\Wait, getting naked?\They'll see my back.\Um... I'll actually pass.\Why?\It's... kind of a bad time for me.\Well, we won't force you, I guess. response:	I'll mend the shop.
context: Yeah...\Wait, getting naked?\They'll see my back.\Um... I'll actually pass.\Why?\It's... kind of a bad time for me.\Well, we won't force you, I guess.\I'll mend the shop. response:	See you later!
context: Wait, getting naked?\They'll see my back.\Um... I'll actually pass.\Why?\It's... kind of a bad time for me.\Well, we won't force you, I guess.\I'll mend the shop.\See you later! response:	Misa-cha-
context: They'll see my back.\Um... I'll actually pass.\Why?\It's... kind of a bad time for me.\Well, we won't force you, I guess.\I'll mend the shop.\See you later!\Misa-cha- response:	It's all your fault, stupid Usui.
context: Um... I'll actually pass.\Why?\It's... kind of a bad time for me.\Well, we won't force you, I guess.\I'll mend the shop.\See you later!\Misa-cha-\It's all your fault, stupid Usui. response:	If it wasn't for my back, I would have gone with them.
context: Why?\It's... kind of a bad time for me.\Well, we won't force you, I guess.\I'll mend the shop.\See you later!\Misa-cha-\It's all your fault, stupid Usui.\If it wasn't for my back, I would have gone with them. response:	That's why I stayed behind, too.
context: It's... kind of a bad time for me.\Well, we won't force you, I guess.\I'll mend the shop.\See you later!\Misa-cha-\It's all your fault, stupid Usui.\If it wasn't for my back, I would have gone with them.\That's why I stayed behind, too. response:	So what?!
context: Well, we won't force you, I guess.\I'll mend the shop.\See you later!\Misa-cha-\It's all your fault, stupid Usui.\If it wasn't for my back, I would have gone with them.\That's why I stayed behind, too.\So what?! response:	Don't think I'll forgive you for this crime!
context: I'll mend the shop.\See you later!\Misa-cha-\It's all your fault, stupid Usui.\If it wasn't for my back, I would have gone with them.\That's why I stayed behind, too.\So what?!\Don't think I'll forgive you for this crime! response:	Crime...
context: See you later!\Misa-cha-\It's all your fault, stupid Usui.\If it wasn't for my back, I would have gone with them.\That's why I stayed behind, too.\So what?!\Don't think I'll forgive you for this crime!\Crime... response:	Did you want to go that badly?
context: Misa-cha-\It's all your fault, stupid Usui.\If it wasn't for my back, I would have gone with them.\That's why I stayed behind, too.\So what?!\Don't think I'll forgive you for this crime!\Crime...\Did you want to go that badly? response:	Of course.
context: It's all your fault, stupid Usui.\If it wasn't for my back, I would have gone with them.\That's why I stayed behind, too.\So what?!\Don't think I'll forgive you for this crime!\Crime...\Did you want to go that badly?\Of course. response:	I haven't gone on a trip in many years.
context: If it wasn't for my back, I would have gone with them.\That's why I stayed behind, too.\So what?!\Don't think I'll forgive you for this crime!\Crime...\Did you want to go that badly?\Of course.\I haven't gone on a trip in many years. response:	So I wanted to enjoy it.
context: That's why I stayed behind, too.\So what?!\Don't think I'll forgive you for this crime!\Crime...\Did you want to go that badly?\Of course.\I haven't gone on a trip in many years.\So I wanted to enjoy it. response:	I rarely get to go to an onsen.
context: So what?!\Don't think I'll forgive you for this crime!\Crime...\Did you want to go that badly?\Of course.\I haven't gone on a trip in many years.\So I wanted to enjoy it.\I rarely get to go to an onsen. response:	Besides, it would have distracted me more if I'd been with everyone.
context: Don't think I'll forgive you for this crime!\Crime...\Did you want to go that badly?\Of course.\I haven't gone on a trip in many years.\So I wanted to enjoy it.\I rarely get to go to an onsen.\Besides, it would have distracted me more if I'd been with everyone. response:	Are you scared of the ghost?
context: Crime...\Did you want to go that badly?\Of course.\I haven't gone on a trip in many years.\So I wanted to enjoy it.\I rarely get to go to an onsen.\Besides, it would have distracted me more if I'd been with everyone.\Are you scared of the ghost? response:	No! I don't want to waste the free onsen ticket the Chief gave us!
context: Did you want to go that badly?\Of course.\I haven't gone on a trip in many years.\So I wanted to enjoy it.\I rarely get to go to an onsen.\Besides, it would have distracted me more if I'd been with everyone.\Are you scared of the ghost?\No! I don't want to waste the free onsen ticket the Chief gave us! response:	What was that noise?
context: Of course.\I haven't gone on a trip in many years.\So I wanted to enjoy it.\I rarely get to go to an onsen.\Besides, it would have distracted me more if I'd been with everyone.\Are you scared of the ghost?\No! I don't want to waste the free onsen ticket the Chief gave us!\What was that noise? response:	Chief!
context: I haven't gone on a trip in many years.\So I wanted to enjoy it.\I rarely get to go to an onsen.\Besides, it would have distracted me more if I'd been with everyone.\Are you scared of the ghost?\No! I don't want to waste the free onsen ticket the Chief gave us!\What was that noise?\Chief! response:	Why did you forget these?!
context: So I wanted to enjoy it.\I rarely get to go to an onsen.\Besides, it would have distracted me more if I'd been with everyone.\Are you scared of the ghost?\No! I don't want to waste the free onsen ticket the Chief gave us!\What was that noise?\Chief!\Why did you forget these?! response:	Chief! Chief!
context: I rarely get to go to an onsen.\Besides, it would have distracted me more if I'd been with everyone.\Are you scared of the ghost?\No! I don't want to waste the free onsen ticket the Chief gave us!\What was that noise?\Chief!\Why did you forget these?!\Chief! Chief! response:	Everyone's free ticket got wasted.
context: Besides, it would have distracted me more if I'd been with everyone.\Are you scared of the ghost?\No! I don't want to waste the free onsen ticket the Chief gave us!\What was that noise?\Chief!\Why did you forget these?!\Chief! Chief!\Everyone's free ticket got wasted. response:	I'll catch up if I run.
context: Are you scared of the ghost?\No! I don't want to waste the free onsen ticket the Chief gave us!\What was that noise?\Chief!\Why did you forget these?!\Chief! Chief!\Everyone's free ticket got wasted.\I'll catch up if I run. response:	Usui, you better mend the place!
context: No! I don't want to waste the free onsen ticket the Chief gave us!\What was that noise?\Chief!\Why did you forget these?!\Chief! Chief!\Everyone's free ticket got wasted.\I'll catch up if I run.\Usui, you better mend the place! response:	What? You're going to take it to them?
context: What was that noise?\Chief!\Why did you forget these?!\Chief! Chief!\Everyone's free ticket got wasted.\I'll catch up if I run.\Usui, you better mend the place!\What? You're going to take it to them? response:	I don't think you need to do that much.
context: Chief!\Why did you forget these?!\Chief! Chief!\Everyone's free ticket got wasted.\I'll catch up if I run.\Usui, you better mend the place!\What? You're going to take it to them?\I don't think you need to do that much. response:	What are you talking about? These are free tickets!
context: Why did you forget these?!\Chief! Chief!\Everyone's free ticket got wasted.\I'll catch up if I run.\Usui, you better mend the place!\What? You're going to take it to them?\I don't think you need to do that much.\What are you talking about? These are free tickets! response:	These let us into an onsen for free when you normally have to pay!
context: Chief! Chief!\Everyone's free ticket got wasted.\I'll catch up if I run.\Usui, you better mend the place!\What? You're going to take it to them?\I don't think you need to do that much.\What are you talking about? These are free tickets!\These let us into an onsen for free when you normally have to pay! response:	I can't overlook this!
context: Everyone's free ticket got wasted.\I'll catch up if I run.\Usui, you better mend the place!\What? You're going to take it to them?\I don't think you need to do that much.\What are you talking about? These are free tickets!\These let us into an onsen for free when you normally have to pay!\I can't overlook this! response:	But you might run into a ghost.
context: I'll catch up if I run.\Usui, you better mend the place!\What? You're going to take it to them?\I don't think you need to do that much.\What are you talking about? These are free tickets!\These let us into an onsen for free when you normally have to pay!\I can't overlook this!\But you might run into a ghost. response:	I'm not scared...
context: Usui, you better mend the place!\What? You're going to take it to them?\I don't think you need to do that much.\What are you talking about? These are free tickets!\These let us into an onsen for free when you normally have to pay!\I can't overlook this!\But you might run into a ghost.\I'm not scared... response:	I don't believe in such an unrealistic entity.
context: What? You're going to take it to them?\I don't think you need to do that much.\What are you talking about? These are free tickets!\These let us into an onsen for free when you normally have to pay!\I can't overlook this!\But you might run into a ghost.\I'm not scared...\I don't believe in such an unrealistic entity. response:	That's right, they don't exist.
context: I don't think you need to do that much.\What are you talking about? These are free tickets!\These let us into an onsen for free when you normally have to pay!\I can't overlook this!\But you might run into a ghost.\I'm not scared...\I don't believe in such an unrealistic entity.\That's right, they don't exist. response:	I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.
context: What are you talking about? These are free tickets!\These let us into an onsen for free when you normally have to pay!\I can't overlook this!\But you might run into a ghost.\I'm not scared...\I don't believe in such an unrealistic entity.\That's right, they don't exist.\I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing. response:	This beach is also famous for being haunted.
context: These let us into an onsen for free when you normally have to pay!\I can't overlook this!\But you might run into a ghost.\I'm not scared...\I don't believe in such an unrealistic entity.\That's right, they don't exist.\I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.\This beach is also famous for being haunted. response:	Besides, I've never seen a ghost before in my life.
context: I can't overlook this!\But you might run into a ghost.\I'm not scared...\I don't believe in such an unrealistic entity.\That's right, they don't exist.\I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.\This beach is also famous for being haunted.\Besides, I've never seen a ghost before in my life. response:	Why would I believe in them?
context: But you might run into a ghost.\I'm not scared...\I don't believe in such an unrealistic entity.\That's right, they don't exist.\I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.\This beach is also famous for being haunted.\Besides, I've never seen a ghost before in my life.\Why would I believe in them? response:	Hey... What? Where am I?
context: I'm not scared...\I don't believe in such an unrealistic entity.\That's right, they don't exist.\I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.\This beach is also famous for being haunted.\Besides, I've never seen a ghost before in my life.\Why would I believe in them?\Hey... What? Where am I? response:	God...
context: I don't believe in such an unrealistic entity.\That's right, they don't exist.\I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.\This beach is also famous for being haunted.\Besides, I've never seen a ghost before in my life.\Why would I believe in them?\Hey... What? Where am I?\God... response:	It's Usui...
context: That's right, they don't exist.\I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.\This beach is also famous for being haunted.\Besides, I've never seen a ghost before in my life.\Why would I believe in them?\Hey... What? Where am I?\God...\It's Usui... response:	Sorry.
context: I can't let them pay money for something unnecessarily because I'm scared of such a ridiculous thing.\This beach is also famous for being haunted.\Besides, I've never seen a ghost before in my life.\Why would I believe in them?\Hey... What? Where am I?\God...\It's Usui...\Sorry. response:	Looks like I scared you.
context: This beach is also famous for being haunted.\Besides, I've never seen a ghost before in my life.\Why would I believe in them?\Hey... What? Where am I?\God...\It's Usui...\Sorry.\Looks like I scared you. response:	I locked up the place, so let's go together.
context: Besides, I've never seen a ghost before in my life.\Why would I believe in them?\Hey... What? Where am I?\God...\It's Usui...\Sorry.\Looks like I scared you.\I locked up the place, so let's go together. response:	Can you stand?
context: Why would I believe in them?\Hey... What? Where am I?\God...\It's Usui...\Sorry.\Looks like I scared you.\I locked up the place, so let's go together.\Can you stand? response:	Wow...
context: Hey... What? Where am I?\God...\It's Usui...\Sorry.\Looks like I scared you.\I locked up the place, so let's go together.\Can you stand?\Wow... response:	What a problem you are.
context: God...\It's Usui...\Sorry.\Looks like I scared you.\I locked up the place, so let's go together.\Can you stand?\Wow...\What a problem you are. response:	What are you...
context: It's Usui...\Sorry.\Looks like I scared you.\I locked up the place, so let's go together.\Can you stand?\Wow...\What a problem you are.\What are you... response:	Where did your strength go, Ayuzawa?
context: Sorry.\Looks like I scared you.\I locked up the place, so let's go together.\Can you stand?\Wow...\What a problem you are.\What are you...\Where did your strength go, Ayuzawa? response:	Are you still scared?
context: Looks like I scared you.\I locked up the place, so let's go together.\Can you stand?\Wow...\What a problem you are.\What are you...\Where did your strength go, Ayuzawa?\Are you still scared? response:	You're making fun of me, aren't you?
context: I locked up the place, so let's go together.\Can you stand?\Wow...\What a problem you are.\What are you...\Where did your strength go, Ayuzawa?\Are you still scared?\You're making fun of me, aren't you? response:	I'm not.
context: Can you stand?\Wow...\What a problem you are.\What are you...\Where did your strength go, Ayuzawa?\Are you still scared?\You're making fun of me, aren't you?\I'm not. response:	You plan on teasing me for having another weakness, don't you?
context: Wow...\What a problem you are.\What are you...\Where did your strength go, Ayuzawa?\Are you still scared?\You're making fun of me, aren't you?\I'm not.\You plan on teasing me for having another weakness, don't you? response:	Damn it, let go of me already.
context: What a problem you are.\What are you...\Where did your strength go, Ayuzawa?\Are you still scared?\You're making fun of me, aren't you?\I'm not.\You plan on teasing me for having another weakness, don't you?\Damn it, let go of me already. response:	I won't.
context: What are you...\Where did your strength go, Ayuzawa?\Are you still scared?\You're making fun of me, aren't you?\I'm not.\You plan on teasing me for having another weakness, don't you?\Damn it, let go of me already.\I won't. response:	I'll be here until you calm down.
context: Where did your strength go, Ayuzawa?\Are you still scared?\You're making fun of me, aren't you?\I'm not.\You plan on teasing me for having another weakness, don't you?\Damn it, let go of me already.\I won't.\I'll be here until you calm down. response:	What's that supposed to mean?
context: Are you still scared?\You're making fun of me, aren't you?\I'm not.\You plan on teasing me for having another weakness, don't you?\Damn it, let go of me already.\I won't.\I'll be here until you calm down.\What's that supposed to mean? response:	Stupid Usui.
context: You're making fun of me, aren't you?\I'm not.\You plan on teasing me for having another weakness, don't you?\Damn it, let go of me already.\I won't.\I'll be here until you calm down.\What's that supposed to mean?\Stupid Usui. response:	What are you doing?
context: I'm not.\You plan on teasing me for having another weakness, don't you?\Damn it, let go of me already.\I won't.\I'll be here until you calm down.\What's that supposed to mean?\Stupid Usui.\What are you doing? response:	Give me a break.
context: You plan on teasing me for having another weakness, don't you?\Damn it, let go of me already.\I won't.\I'll be here until you calm down.\What's that supposed to mean?\Stupid Usui.\What are you doing?\Give me a break. response:	Could you not flirt in the middle of the street?
context: Damn it, let go of me already.\I won't.\I'll be here until you calm down.\What's that supposed to mean?\Stupid Usui.\What are you doing?\Give me a break.\Could you not flirt in the middle of the street? response:	We weren't flirting!
context: I won't.\I'll be here until you calm down.\What's that supposed to mean?\Stupid Usui.\What are you doing?\Give me a break.\Could you not flirt in the middle of the street?\We weren't flirting! response:	So you're playing dumb with me.
context: I'll be here until you calm down.\What's that supposed to mean?\Stupid Usui.\What are you doing?\Give me a break.\Could you not flirt in the middle of the street?\We weren't flirting!\So you're playing dumb with me. response:	What's the big deal? You guys are dating, right?
context: What's that supposed to mean?\Stupid Usui.\What are you doing?\Give me a break.\Could you not flirt in the middle of the street?\We weren't flirting!\So you're playing dumb with me.\What's the big deal? You guys are dating, right? response:	No, we're not!
context: Stupid Usui.\What are you doing?\Give me a break.\Could you not flirt in the middle of the street?\We weren't flirting!\So you're playing dumb with me.\What's the big deal? You guys are dating, right?\No, we're not! response:	Then why were you two hugging in the dark?
context: What are you doing?\Give me a break.\Could you not flirt in the middle of the street?\We weren't flirting!\So you're playing dumb with me.\What's the big deal? You guys are dating, right?\No, we're not!\Then why were you two hugging in the dark? response:	Well...
context: Give me a break.\Could you not flirt in the middle of the street?\We weren't flirting!\So you're playing dumb with me.\What's the big deal? You guys are dating, right?\No, we're not!\Then why were you two hugging in the dark?\Well... response:	Gosh, you're so annoying.
context: Could you not flirt in the middle of the street?\We weren't flirting!\So you're playing dumb with me.\What's the big deal? You guys are dating, right?\No, we're not!\Then why were you two hugging in the dark?\Well...\Gosh, you're so annoying. response:	You like him, don't you? Just admit it already.
context: We weren't flirting!\So you're playing dumb with me.\What's the big deal? You guys are dating, right?\No, we're not!\Then why were you two hugging in the dark?\Well...\Gosh, you're so annoying.\You like him, don't you? Just admit it already. response:	I told you that I don't!
context: So you're playing dumb with me.\What's the big deal? You guys are dating, right?\No, we're not!\Then why were you two hugging in the dark?\Well...\Gosh, you're so annoying.\You like him, don't you? Just admit it already.\I told you that I don't! response:	Like that, the first day of Maid Latte at the Beach House ended after a hot night.
context: What's the big deal? You guys are dating, right?\No, we're not!\Then why were you two hugging in the dark?\Well...\Gosh, you're so annoying.\You like him, don't you? Just admit it already.\I told you that I don't!\Like that, the first day of Maid Latte at the Beach House ended after a hot night. response:	A bath is a good thing.
context: No, we're not!\Then why were you two hugging in the dark?\Well...\Gosh, you're so annoying.\You like him, don't you? Just admit it already.\I told you that I don't!\Like that, the first day of Maid Latte at the Beach House ended after a hot night.\A bath is a good thing. response:	Yeah. And onsen are the best.
context: Then why were you two hugging in the dark?\Well...\Gosh, you're so annoying.\You like him, don't you? Just admit it already.\I told you that I don't!\Like that, the first day of Maid Latte at the Beach House ended after a hot night.\A bath is a good thing.\Yeah. And onsen are the best. response:	Those are extras.
context: Well...\Gosh, you're so annoying.\You like him, don't you? Just admit it already.\I told you that I don't!\Like that, the first day of Maid Latte at the Beach House ended after a hot night.\A bath is a good thing.\Yeah. And onsen are the best.\Those are extras. response:	Since we came all this way, let's take a dip.
context: Gosh, you're so annoying.\You like him, don't you? Just admit it already.\I told you that I don't!\Like that, the first day of Maid Latte at the Beach House ended after a hot night.\A bath is a good thing.\Yeah. And onsen are the best.\Those are extras.\Since we came all this way, let's take a dip. response:	I don't want to go in the men's bath!
context: You like him, don't you? Just admit it already.\I told you that I don't!\Like that, the first day of Maid Latte at the Beach House ended after a hot night.\A bath is a good thing.\Yeah. And onsen are the best.\Those are extras.\Since we came all this way, let's take a dip.\I don't want to go in the men's bath! response:	So did you take a dip with Aoi-chan, Usui?
context: I told you that I don't!\Like that, the first day of Maid Latte at the Beach House ended after a hot night.\A bath is a good thing.\Yeah. And onsen are the best.\Those are extras.\Since we came all this way, let's take a dip.\I don't want to go in the men's bath!\So did you take a dip with Aoi-chan, Usui? response:	I had him in a good lock, but he tricked me.
context: Like that, the first day of Maid Latte at the Beach House ended after a hot night.\A bath is a good thing.\Yeah. And onsen are the best.\Those are extras.\Since we came all this way, let's take a dip.\I don't want to go in the men's bath!\So did you take a dip with Aoi-chan, Usui?\I had him in a good lock, but he tricked me. response:	Stupid Usui!
context: A bath is a good thing.\Yeah. And onsen are the best.\Those are extras.\Since we came all this way, let's take a dip.\I don't want to go in the men's bath!\So did you take a dip with Aoi-chan, Usui?\I had him in a good lock, but he tricked me.\Stupid Usui! response:	He ran away saying that.
context: Yeah. And onsen are the best.\Those are extras.\Since we came all this way, let's take a dip.\I don't want to go in the men's bath!\So did you take a dip with Aoi-chan, Usui?\I had him in a good lock, but he tricked me.\Stupid Usui!\He ran away saying that. response:	Did you go in, Ayuzawa?
context: Those are extras.\Since we came all this way, let's take a dip.\I don't want to go in the men's bath!\So did you take a dip with Aoi-chan, Usui?\I had him in a good lock, but he tricked me.\Stupid Usui!\He ran away saying that.\Did you go in, Ayuzawa? response:	I had to sneak in because of you.
context: Since we came all this way, let's take a dip.\I don't want to go in the men's bath!\So did you take a dip with Aoi-chan, Usui?\I had him in a good lock, but he tricked me.\Stupid Usui!\He ran away saying that.\Did you go in, Ayuzawa?\I had to sneak in because of you. response:	I like that stare.
context: I don't want to go in the men's bath!\So did you take a dip with Aoi-chan, Usui?\I had him in a good lock, but he tricked me.\Stupid Usui!\He ran away saying that.\Did you go in, Ayuzawa?\I had to sneak in because of you.\I like that stare. response:	Good work, everyone.
context: So did you take a dip with Aoi-chan, Usui?\I had him in a good lock, but he tricked me.\Stupid Usui!\He ran away saying that.\Did you go in, Ayuzawa?\I had to sneak in because of you.\I like that stare.\Good work, everyone. response:	Enjoy another day at the beach.
context: I had him in a good lock, but he tricked me.\Stupid Usui!\He ran away saying that.\Did you go in, Ayuzawa?\I had to sneak in because of you.\I like that stare.\Good work, everyone.\Enjoy another day at the beach. response:	Just like Nagisa says.
context: Stupid Usui!\He ran away saying that.\Did you go in, Ayuzawa?\I had to sneak in because of you.\I like that stare.\Good work, everyone.\Enjoy another day at the beach.\Just like Nagisa says. response:	And, you won't go to bed yet, right?
context: He ran away saying that.\Did you go in, Ayuzawa?\I had to sneak in because of you.\I like that stare.\Good work, everyone.\Enjoy another day at the beach.\Just like Nagisa says.\And, you won't go to bed yet, right? response:	Subaru-chan?
context: Did you go in, Ayuzawa?\I had to sneak in because of you.\I like that stare.\Good work, everyone.\Enjoy another day at the beach.\Just like Nagisa says.\And, you won't go to bed yet, right?\Subaru-chan? response:	I brought cards.
context: I had to sneak in because of you.\I like that stare.\Good work, everyone.\Enjoy another day at the beach.\Just like Nagisa says.\And, you won't go to bed yet, right?\Subaru-chan?\I brought cards. response:	Erika?
context: I like that stare.\Good work, everyone.\Enjoy another day at the beach.\Just like Nagisa says.\And, you won't go to bed yet, right?\Subaru-chan?\I brought cards.\Erika? response:	I brought Uno.
context: Good work, everyone.\Enjoy another day at the beach.\Just like Nagisa says.\And, you won't go to bed yet, right?\Subaru-chan?\I brought cards.\Erika?\I brought Uno. response:	You, Gon-chan?
context: Enjoy another day at the beach.\Just like Nagisa says.\And, you won't go to bed yet, right?\Subaru-chan?\I brought cards.\Erika?\I brought Uno.\You, Gon-chan? response:	Board games!
context: Just like Nagisa says.\And, you won't go to bed yet, right?\Subaru-chan?\I brought cards.\Erika?\I brought Uno.\You, Gon-chan?\Board games! response:	Sai?
context: And, you won't go to bed yet, right?\Subaru-chan?\I brought cards.\Erika?\I brought Uno.\You, Gon-chan?\Board games!\Sai? response:	A hundred famous poems.
context: Subaru-chan?\I brought cards.\Erika?\I brought Uno.\You, Gon-chan?\Board games!\Sai?\A hundred famous poems. response:	I'll be telling the scary stories.
