context: What is the Ideal? response:	What is the Ideal?
context: But Sasaki-san seems like the type who'd commit suicide with me if I ask,\which is nice.\But what about you, Kunikida-kun?\Is she your type?\She is a victim in the case and a witness. That's it.\Well, that's how you would roll.\Oh, Atsushi-kun, want to read it?\Ideal response:	His ideal woman.
context: which is nice.\But what about you, Kunikida-kun?\Is she your type?\She is a victim in the case and a witness. That's it.\Well, that's how you would roll.\Oh, Atsushi-kun, want to read it?\Ideal\His ideal woman. response:	You bastard!
context: But what about you, Kunikida-kun?\Is she your type?\She is a victim in the case and a witness. That's it.\Well, that's how you would roll.\Oh, Atsushi-kun, want to read it?\Ideal\His ideal woman.\You bastard! response:	When'd you swipe that?
context: Is she your type?\She is a victim in the case and a witness. That's it.\Well, that's how you would roll.\Oh, Atsushi-kun, want to read it?\Ideal\His ideal woman.\You bastard!\When'd you swipe that? response:	Ideal
context: She is a victim in the case and a witness. That's it.\Well, that's how you would roll.\Oh, Atsushi-kun, want to read it?\Ideal\His ideal woman.\You bastard!\When'd you swipe that?\Ideal response:	Read? You mean it's written down in here?
context: Well, that's how you would roll.\Oh, Atsushi-kun, want to read it?\Ideal\His ideal woman.\You bastard!\When'd you swipe that?\Ideal\Read? You mean it's written down in here? response:	Kunikida-kun's notebook
context: Oh, Atsushi-kun, want to read it?\Ideal\His ideal woman.\You bastard!\When'd you swipe that?\Ideal\Read? You mean it's written down in here?\Kunikida-kun's notebook response:	has a wide range of schedules, plans, and ideals recorded in it.
context: Ideal\His ideal woman.\You bastard!\When'd you swipe that?\Ideal\Read? You mean it's written down in here?\Kunikida-kun's notebook\has a wide range of schedules, plans, and ideals recorded in it. response:	See, like here.
context: His ideal woman.\You bastard!\When'd you swipe that?\Ideal\Read? You mean it's written down in here?\Kunikida-kun's notebook\has a wide range of schedules, plans, and ideals recorded in it.\See, like here. response:	Whoa!
context: You bastard!\When'd you swipe that?\Ideal\Read? You mean it's written down in here?\Kunikida-kun's notebook\has a wide range of schedules, plans, and ideals recorded in it.\See, like here.\Whoa! response:	Ideal
context: When'd you swipe that?\Ideal\Read? You mean it's written down in here?\Kunikida-kun's notebook\has a wide range of schedules, plans, and ideals recorded in it.\See, like here.\Whoa!\Ideal response:	Th-This is too much...
context: Ideal\Read? You mean it's written down in here?\Kunikida-kun's notebook\has a wide range of schedules, plans, and ideals recorded in it.\See, like here.\Whoa!\Ideal\Th-This is too much... response:	You have a problem with it?
context: Read? You mean it's written down in here?\Kunikida-kun's notebook\has a wide range of schedules, plans, and ideals recorded in it.\See, like here.\Whoa!\Ideal\Th-This is too much...\You have a problem with it? response:	No, I can sympathize with your vision of an ideal woman, but...
context: Kunikida-kun's notebook\has a wide range of schedules, plans, and ideals recorded in it.\See, like here.\Whoa!\Ideal\Th-This is too much...\You have a problem with it?\No, I can sympathize with your vision of an ideal woman, but... response:	You should probably not share that vision with women.
context: has a wide range of schedules, plans, and ideals recorded in it.\See, like here.\Whoa!\Ideal\Th-This is too much...\You have a problem with it?\No, I can sympathize with your vision of an ideal woman, but...\You should probably not share that vision with women. response:	Forget about me!
context: See, like here.\Whoa!\Ideal\Th-This is too much...\You have a problem with it?\No, I can sympathize with your vision of an ideal woman, but...\You should probably not share that vision with women.\Forget about me! response:	We're talking about the abductions right now!
context: Whoa!\Ideal\Th-This is too much...\You have a problem with it?\No, I can sympathize with your vision of an ideal woman, but...\You should probably not share that vision with women.\Forget about me!\We're talking about the abductions right now! response:	Have we picked up on anything?
context: Ideal\Th-This is too much...\You have a problem with it?\No, I can sympathize with your vision of an ideal woman, but...\You should probably not share that vision with women.\Forget about me!\We're talking about the abductions right now!\Have we picked up on anything? response:	Yeah.
context: Th-This is too much...\You have a problem with it?\No, I can sympathize with your vision of an ideal woman, but...\You should probably not share that vision with women.\Forget about me!\We're talking about the abductions right now!\Have we picked up on anything?\Yeah. response:	In this newspaper photo,
context: You have a problem with it?\No, I can sympathize with your vision of an ideal woman, but...\You should probably not share that vision with women.\Forget about me!\We're talking about the abductions right now!\Have we picked up on anything?\Yeah.\In this newspaper photo, response:	you look pretty manly.
context: No, I can sympathize with your vision of an ideal woman, but...\You should probably not share that vision with women.\Forget about me!\We're talking about the abductions right now!\Have we picked up on anything?\Yeah.\In this newspaper photo,\you look pretty manly. response:	Is that your way of indicating that you want me to punch you?
context: You should probably not share that vision with women.\Forget about me!\We're talking about the abductions right now!\Have we picked up on anything?\Yeah.\In this newspaper photo,\you look pretty manly.\Is that your way of indicating that you want me to punch you? response:	What's regrettable is this...
context: Forget about me!\We're talking about the abductions right now!\Have we picked up on anything?\Yeah.\In this newspaper photo,\you look pretty manly.\Is that your way of indicating that you want me to punch you?\What's regrettable is this... response:	You should've picked sexier eyeglass frames
context: We're talking about the abductions right now!\Have we picked up on anything?\Yeah.\In this newspaper photo,\you look pretty manly.\Is that your way of indicating that you want me to punch you?\What's regrettable is this...\You should've picked sexier eyeglass frames response:	if you were going to end up in the news.
context: Have we picked up on anything?\Yeah.\In this newspaper photo,\you look pretty manly.\Is that your way of indicating that you want me to punch you?\What's regrettable is this...\You should've picked sexier eyeglass frames\if you were going to end up in the news. response:	They're so plain.
context: Yeah.\In this newspaper photo,\you look pretty manly.\Is that your way of indicating that you want me to punch you?\What's regrettable is this...\You should've picked sexier eyeglass frames\if you were going to end up in the news.\They're so plain. response:	Hey...
context: In this newspaper photo,\you look pretty manly.\Is that your way of indicating that you want me to punch you?\What's regrettable is this...\You should've picked sexier eyeglass frames\if you were going to end up in the news.\They're so plain.\Hey... response:	Only a naturally flamboyant person like me could pull off wearing them.
context: you look pretty manly.\Is that your way of indicating that you want me to punch you?\What's regrettable is this...\You should've picked sexier eyeglass frames\if you were going to end up in the news.\They're so plain.\Hey...\Only a naturally flamboyant person like me could pull off wearing them. response:	What do you think, Atsushi-kun?
context: Is that your way of indicating that you want me to punch you?\What's regrettable is this...\You should've picked sexier eyeglass frames\if you were going to end up in the news.\They're so plain.\Hey...\Only a naturally flamboyant person like me could pull off wearing them.\What do you think, Atsushi-kun? response:	Not bad, really.
context: What's regrettable is this...\You should've picked sexier eyeglass frames\if you were going to end up in the news.\They're so plain.\Hey...\Only a naturally flamboyant person like me could pull off wearing them.\What do you think, Atsushi-kun?\Not bad, really. response:	They only scream con man to me.
context: You should've picked sexier eyeglass frames\if you were going to end up in the news.\They're so plain.\Hey...\Only a naturally flamboyant person like me could pull off wearing them.\What do you think, Atsushi-kun?\Not bad, really.\They only scream con man to me. response:	Wait...
context: if you were going to end up in the news.\They're so plain.\Hey...\Only a naturally flamboyant person like me could pull off wearing them.\What do you think, Atsushi-kun?\Not bad, really.\They only scream con man to me.\Wait... response:	What's the matter?
context: They're so plain.\Hey...\Only a naturally flamboyant person like me could pull off wearing them.\What do you think, Atsushi-kun?\Not bad, really.\They only scream con man to me.\Wait...\What's the matter? response:	Let's go, both of you.
context: Hey...\Only a naturally flamboyant person like me could pull off wearing them.\What do you think, Atsushi-kun?\Not bad, really.\They only scream con man to me.\Wait...\What's the matter?\Let's go, both of you. response:	I know who's behind this.
context: Only a naturally flamboyant person like me could pull off wearing them.\What do you think, Atsushi-kun?\Not bad, really.\They only scream con man to me.\Wait...\What's the matter?\Let's go, both of you.\I know who's behind this. response:	Sorry for the short notice.
context: What do you think, Atsushi-kun?\Not bad, really.\They only scream con man to me.\Wait...\What's the matter?\Let's go, both of you.\I know who's behind this.\Sorry for the short notice. response:	You said on the phone that you'd figured out who's behind the serial murder case.
context: Not bad, really.\They only scream con man to me.\Wait...\What's the matter?\Let's go, both of you.\I know who's behind this.\Sorry for the short notice.\You said on the phone that you'd figured out who's behind the serial murder case. response:	You're on your way to arrest the killer?
context: They only scream con man to me.\Wait...\What's the matter?\Let's go, both of you.\I know who's behind this.\Sorry for the short notice.\You said on the phone that you'd figured out who's behind the serial murder case.\You're on your way to arrest the killer? response:	That's right.
context: Wait...\What's the matter?\Let's go, both of you.\I know who's behind this.\Sorry for the short notice.\You said on the phone that you'd figured out who's behind the serial murder case.\You're on your way to arrest the killer?\That's right. response:	Then let's hurry.
context: What's the matter?\Let's go, both of you.\I know who's behind this.\Sorry for the short notice.\You said on the phone that you'd figured out who's behind the serial murder case.\You're on your way to arrest the killer?\That's right.\Then let's hurry. response:	Where to?
context: Let's go, both of you.\I know who's behind this.\Sorry for the short notice.\You said on the phone that you'd figured out who's behind the serial murder case.\You're on your way to arrest the killer?\That's right.\Then let's hurry.\Where to? response:	Here.
context: I know who's behind this.\Sorry for the short notice.\You said on the phone that you'd figured out who's behind the serial murder case.\You're on your way to arrest the killer?\That's right.\Then let's hurry.\Where to?\Here. response:	Huh?
context: Sorry for the short notice.\You said on the phone that you'd figured out who's behind the serial murder case.\You're on your way to arrest the killer?\That's right.\Then let's hurry.\Where to?\Here.\Huh? response:	This is where the abductions took place,
context: You said on the phone that you'd figured out who's behind the serial murder case.\You're on your way to arrest the killer?\That's right.\Then let's hurry.\Where to?\Here.\Huh?\This is where the abductions took place, response:	and you are the kidnapper.
context: You're on your way to arrest the killer?\That's right.\Then let's hurry.\Where to?\Here.\Huh?\This is where the abductions took place,\and you are the kidnapper. response:	You dosed passengers with sleeping gas,
context: That's right.\Then let's hurry.\Where to?\Here.\Huh?\This is where the abductions took place,\and you are the kidnapper.\You dosed passengers with sleeping gas, response:	and abduct them after they fell unconscious.
context: Then let's hurry.\Where to?\Here.\Huh?\This is where the abductions took place,\and you are the kidnapper.\You dosed passengers with sleeping gas,\and abduct them after they fell unconscious. response:	You wore a gas mask.
context: Where to?\Here.\Huh?\This is where the abductions took place,\and you are the kidnapper.\You dosed passengers with sleeping gas,\and abduct them after they fell unconscious.\You wore a gas mask. response:	What were his reasons?
context: Here.\Huh?\This is where the abductions took place,\and you are the kidnapper.\You dosed passengers with sleeping gas,\and abduct them after they fell unconscious.\You wore a gas mask.\What were his reasons? response:	I can think of one.
context: Huh?\This is where the abductions took place,\and you are the kidnapper.\You dosed passengers with sleeping gas,\and abduct them after they fell unconscious.\You wore a gas mask.\What were his reasons?\I can think of one. response:	Cargo.
context: This is where the abductions took place,\and you are the kidnapper.\You dosed passengers with sleeping gas,\and abduct them after they fell unconscious.\You wore a gas mask.\What were his reasons?\I can think of one.\Cargo. response:	Cargo?
context: and you are the kidnapper.\You dosed passengers with sleeping gas,\and abduct them after they fell unconscious.\You wore a gas mask.\What were his reasons?\I can think of one.\Cargo.\Cargo? response:	He'd sell them off.
context: You dosed passengers with sleeping gas,\and abduct them after they fell unconscious.\You wore a gas mask.\What were his reasons?\I can think of one.\Cargo.\Cargo?\He'd sell them off. response:	There's a black market for organs in the underground.
context: and abduct them after they fell unconscious.\You wore a gas mask.\What were his reasons?\I can think of one.\Cargo.\Cargo?\He'd sell them off.\There's a black market for organs in the underground. response:	The margin isn't great because of the exchange rate,
context: You wore a gas mask.\What were his reasons?\I can think of one.\Cargo.\Cargo?\He'd sell them off.\There's a black market for organs in the underground.\The margin isn't great because of the exchange rate, response:	but if you're pulling it off alone, it's a decent payout.
context: What were his reasons?\I can think of one.\Cargo.\Cargo?\He'd sell them off.\There's a black market for organs in the underground.\The margin isn't great because of the exchange rate,\but if you're pulling it off alone, it's a decent payout. response:	That's horrible.
context: I can think of one.\Cargo.\Cargo?\He'd sell them off.\There's a black market for organs in the underground.\The margin isn't great because of the exchange rate,\but if you're pulling it off alone, it's a decent payout.\That's horrible. response:	Wait a minute.
context: Cargo.\Cargo?\He'd sell them off.\There's a black market for organs in the underground.\The margin isn't great because of the exchange rate,\but if you're pulling it off alone, it's a decent payout.\That's horrible.\Wait a minute. response:	Hang on.
context: Cargo?\He'd sell them off.\There's a black market for organs in the underground.\The margin isn't great because of the exchange rate,\but if you're pulling it off alone, it's a decent payout.\That's horrible.\Wait a minute.\Hang on. response:	If I'd used this taxi to abduct people,
context: He'd sell them off.\There's a black market for organs in the underground.\The margin isn't great because of the exchange rate,\but if you're pulling it off alone, it's a decent payout.\That's horrible.\Wait a minute.\Hang on.\If I'd used this taxi to abduct people, response:	the city police would've found me already when tracing the victims' last known locations.
context: There's a black market for organs in the underground.\The margin isn't great because of the exchange rate,\but if you're pulling it off alone, it's a decent payout.\That's horrible.\Wait a minute.\Hang on.\If I'd used this taxi to abduct people,\the city police would've found me already when tracing the victims' last known locations. response:	No, no one looked twice at this taxi.
context: The margin isn't great because of the exchange rate,\but if you're pulling it off alone, it's a decent payout.\That's horrible.\Wait a minute.\Hang on.\If I'd used this taxi to abduct people,\the city police would've found me already when tracing the victims' last known locations.\No, no one looked twice at this taxi. response:	Because all the victims would vanish and become untraceable the following day.
context: but if you're pulling it off alone, it's a decent payout.\That's horrible.\Wait a minute.\Hang on.\If I'd used this taxi to abduct people,\the city police would've found me already when tracing the victims' last known locations.\No, no one looked twice at this taxi.\Because all the victims would vanish and become untraceable the following day. response:	When your targets boarded the taxi and you made them unconscious,
context: That's horrible.\Wait a minute.\Hang on.\If I'd used this taxi to abduct people,\the city police would've found me already when tracing the victims' last known locations.\No, no one looked twice at this taxi.\Because all the victims would vanish and become untraceable the following day.\When your targets boarded the taxi and you made them unconscious, response:	you'd imprison them and take their clothes and luggage.
context: Wait a minute.\Hang on.\If I'd used this taxi to abduct people,\the city police would've found me already when tracing the victims' last known locations.\No, no one looked twice at this taxi.\Because all the victims would vanish and become untraceable the following day.\When your targets boarded the taxi and you made them unconscious,\you'd imprison them and take their clothes and luggage. response:	That's why all the victims at the hospital were in their underwear.
context: Hang on.\If I'd used this taxi to abduct people,\the city police would've found me already when tracing the victims' last known locations.\No, no one looked twice at this taxi.\Because all the victims would vanish and become untraceable the following day.\When your targets boarded the taxi and you made them unconscious,\you'd imprison them and take their clothes and luggage.\That's why all the victims at the hospital were in their underwear. response:	You would then wear their clothes
context: If I'd used this taxi to abduct people,\the city police would've found me already when tracing the victims' last known locations.\No, no one looked twice at this taxi.\Because all the victims would vanish and become untraceable the following day.\When your targets boarded the taxi and you made them unconscious,\you'd imprison them and take their clothes and luggage.\That's why all the victims at the hospital were in their underwear.\You would then wear their clothes response:	to disguise yourself as them,
context: the city police would've found me already when tracing the victims' last known locations.\No, no one looked twice at this taxi.\Because all the victims would vanish and become untraceable the following day.\When your targets boarded the taxi and you made them unconscious,\you'd imprison them and take their clothes and luggage.\That's why all the victims at the hospital were in their underwear.\You would then wear their clothes\to disguise yourself as them, response:	then check into the hotels where they'd made reservations.
context: No, no one looked twice at this taxi.\Because all the victims would vanish and become untraceable the following day.\When your targets boarded the taxi and you made them unconscious,\you'd imprison them and take their clothes and luggage.\That's why all the victims at the hospital were in their underwear.\You would then wear their clothes\to disguise yourself as them,\then check into the hotels where they'd made reservations. response:	You made sure you would show up on security cameras for that reason.
context: Because all the victims would vanish and become untraceable the following day.\When your targets boarded the taxi and you made them unconscious,\you'd imprison them and take their clothes and luggage.\That's why all the victims at the hospital were in their underwear.\You would then wear their clothes\to disguise yourself as them,\then check into the hotels where they'd made reservations.\You made sure you would show up on security cameras for that reason. response:	The victims were all of approximately the same height and build
context: When your targets boarded the taxi and you made them unconscious,\you'd imprison them and take their clothes and luggage.\That's why all the victims at the hospital were in their underwear.\You would then wear their clothes\to disguise yourself as them,\then check into the hotels where they'd made reservations.\You made sure you would show up on security cameras for that reason.\The victims were all of approximately the same height and build response:	because you were choosing passengers you could impersonate.
context: you'd imprison them and take their clothes and luggage.\That's why all the victims at the hospital were in their underwear.\You would then wear their clothes\to disguise yourself as them,\then check into the hotels where they'd made reservations.\You made sure you would show up on security cameras for that reason.\The victims were all of approximately the same height and build\because you were choosing passengers you could impersonate. response:	Many wore hats and glasses
context: That's why all the victims at the hospital were in their underwear.\You would then wear their clothes\to disguise yourself as them,\then check into the hotels where they'd made reservations.\You made sure you would show up on security cameras for that reason.\The victims were all of approximately the same height and build\because you were choosing passengers you could impersonate.\Many wore hats and glasses response:	because that made passing yourself off as them easier.
context: You would then wear their clothes\to disguise yourself as them,\then check into the hotels where they'd made reservations.\You made sure you would show up on security cameras for that reason.\The victims were all of approximately the same height and build\because you were choosing passengers you could impersonate.\Many wore hats and glasses\because that made passing yourself off as them easier. response:	If the security feeds show someone looking reasonably like the victim,
context: to disguise yourself as them,\then check into the hotels where they'd made reservations.\You made sure you would show up on security cameras for that reason.\The victims were all of approximately the same height and build\because you were choosing passengers you could impersonate.\Many wore hats and glasses\because that made passing yourself off as them easier.\If the security feeds show someone looking reasonably like the victim, response:	you can dupe the police easily.
context: then check into the hotels where they'd made reservations.\You made sure you would show up on security cameras for that reason.\The victims were all of approximately the same height and build\because you were choosing passengers you could impersonate.\Many wore hats and glasses\because that made passing yourself off as them easier.\If the security feeds show someone looking reasonably like the victim,\you can dupe the police easily. response:	By the time the last known sighting of the victim was recorded,
context: You made sure you would show up on security cameras for that reason.\The victims were all of approximately the same height and build\because you were choosing passengers you could impersonate.\Many wore hats and glasses\because that made passing yourself off as them easier.\If the security feeds show someone looking reasonably like the victim,\you can dupe the police easily.\By the time the last known sighting of the victim was recorded, response:	the real victim had already been abducted.
context: The victims were all of approximately the same height and build\because you were choosing passengers you could impersonate.\Many wore hats and glasses\because that made passing yourself off as them easier.\If the security feeds show someone looking reasonably like the victim,\you can dupe the police easily.\By the time the last known sighting of the victim was recorded,\the real victim had already been abducted. response:	Ms. Sasaki's abduction was even easier, wasn't it?
context: because you were choosing passengers you could impersonate.\Many wore hats and glasses\because that made passing yourself off as them easier.\If the security feeds show someone looking reasonably like the victim,\you can dupe the police easily.\By the time the last known sighting of the victim was recorded,\the real victim had already been abducted.\Ms. Sasaki's abduction was even easier, wasn't it? response:	After she collapsed at the train station,
context: Many wore hats and glasses\because that made passing yourself off as them easier.\If the security feeds show someone looking reasonably like the victim,\you can dupe the police easily.\By the time the last known sighting of the victim was recorded,\the real victim had already been abducted.\Ms. Sasaki's abduction was even easier, wasn't it?\After she collapsed at the train station, response:	a good Samaritan paid for her cab ride.
context: because that made passing yourself off as them easier.\If the security feeds show someone looking reasonably like the victim,\you can dupe the police easily.\By the time the last known sighting of the victim was recorded,\the real victim had already been abducted.\Ms. Sasaki's abduction was even easier, wasn't it?\After she collapsed at the train station,\a good Samaritan paid for her cab ride. response:	It's faster to hail a cab than call an ambulance at a train station.
context: If the security feeds show someone looking reasonably like the victim,\you can dupe the police easily.\By the time the last known sighting of the victim was recorded,\the real victim had already been abducted.\Ms. Sasaki's abduction was even easier, wasn't it?\After she collapsed at the train station,\a good Samaritan paid for her cab ride.\It's faster to hail a cab than call an ambulance at a train station. response:	That's all circumstantial evidence.
context: you can dupe the police easily.\By the time the last known sighting of the victim was recorded,\the real victim had already been abducted.\Ms. Sasaki's abduction was even easier, wasn't it?\After she collapsed at the train station,\a good Samaritan paid for her cab ride.\It's faster to hail a cab than call an ambulance at a train station.\That's all circumstantial evidence. response:	I suppose.
context: By the time the last known sighting of the victim was recorded,\the real victim had already been abducted.\Ms. Sasaki's abduction was even easier, wasn't it?\After she collapsed at the train station,\a good Samaritan paid for her cab ride.\It's faster to hail a cab than call an ambulance at a train station.\That's all circumstantial evidence.\I suppose. response:	You're right.
context: the real victim had already been abducted.\Ms. Sasaki's abduction was even easier, wasn't it?\After she collapsed at the train station,\a good Samaritan paid for her cab ride.\It's faster to hail a cab than call an ambulance at a train station.\That's all circumstantial evidence.\I suppose.\You're right. response:	What now, Kunikida-kun?
context: Ms. Sasaki's abduction was even easier, wasn't it?\After she collapsed at the train station,\a good Samaritan paid for her cab ride.\It's faster to hail a cab than call an ambulance at a train station.\That's all circumstantial evidence.\I suppose.\You're right.\What now, Kunikida-kun? response:	Are you being serious?
context: After she collapsed at the train station,\a good Samaritan paid for her cab ride.\It's faster to hail a cab than call an ambulance at a train station.\That's all circumstantial evidence.\I suppose.\You're right.\What now, Kunikida-kun?\Are you being serious? response:	Let's make a deal.
context: a good Samaritan paid for her cab ride.\It's faster to hail a cab than call an ambulance at a train station.\That's all circumstantial evidence.\I suppose.\You're right.\What now, Kunikida-kun?\Are you being serious?\Let's make a deal. response:	A deal?
context: It's faster to hail a cab than call an ambulance at a train station.\That's all circumstantial evidence.\I suppose.\You're right.\What now, Kunikida-kun?\Are you being serious?\Let's make a deal.\A deal? response:	If you agree to my conditions, I'll turn myself in.
context: That's all circumstantial evidence.\I suppose.\You're right.\What now, Kunikida-kun?\Are you being serious?\Let's make a deal.\A deal?\If you agree to my conditions, I'll turn myself in. response:	Please protect me at the Armed Detective Agency!
context: I suppose.\You're right.\What now, Kunikida-kun?\Are you being serious?\Let's make a deal.\A deal?\If you agree to my conditions, I'll turn myself in.\Please protect me at the Armed Detective Agency! response:	I need to be protected for 72 hours while the prosecution concludes their questioning
context: You're right.\What now, Kunikida-kun?\Are you being serious?\Let's make a deal.\A deal?\If you agree to my conditions, I'll turn myself in.\Please protect me at the Armed Detective Agency!\I need to be protected for 72 hours while the prosecution concludes their questioning response:	and arranges witness protection.
context: What now, Kunikida-kun?\Are you being serious?\Let's make a deal.\A deal?\If you agree to my conditions, I'll turn myself in.\Please protect me at the Armed Detective Agency!\I need to be protected for 72 hours while the prosecution concludes their questioning\and arranges witness protection. response:	What's this about?
context: Are you being serious?\Let's make a deal.\A deal?\If you agree to my conditions, I'll turn myself in.\Please protect me at the Armed Detective Agency!\I need to be protected for 72 hours while the prosecution concludes their questioning\and arranges witness protection.\What's this about? response:	I was put up to this.
context: Let's make a deal.\A deal?\If you agree to my conditions, I'll turn myself in.\Please protect me at the Armed Detective Agency!\I need to be protected for 72 hours while the prosecution concludes their questioning\and arranges witness protection.\What's this about?\I was put up to this. response:	I was assured by a new-fangled organ smuggling organization
context: A deal?\If you agree to my conditions, I'll turn myself in.\Please protect me at the Armed Detective Agency!\I need to be protected for 72 hours while the prosecution concludes their questioning\and arranges witness protection.\What's this about?\I was put up to this.\I was assured by a new-fangled organ smuggling organization response:	that this was a great deal I'd never get caught for, and yet...
context: If you agree to my conditions, I'll turn myself in.\Please protect me at the Armed Detective Agency!\I need to be protected for 72 hours while the prosecution concludes their questioning\and arranges witness protection.\What's this about?\I was put up to this.\I was assured by a new-fangled organ smuggling organization\that this was a great deal I'd never get caught for, and yet... response:	So there's a group behind all this?
context: Please protect me at the Armed Detective Agency!\I need to be protected for 72 hours while the prosecution concludes their questioning\and arranges witness protection.\What's this about?\I was put up to this.\I was assured by a new-fangled organ smuggling organization\that this was a great deal I'd never get caught for, and yet...\So there's a group behind all this? response:	Where are they?!
context: I need to be protected for 72 hours while the prosecution concludes their questioning\and arranges witness protection.\What's this about?\I was put up to this.\I was assured by a new-fangled organ smuggling organization\that this was a great deal I'd never get caught for, and yet...\So there's a group behind all this?\Where are they?! response:	I don't know.
context: and arranges witness protection.\What's this about?\I was put up to this.\I was assured by a new-fangled organ smuggling organization\that this was a great deal I'd never get caught for, and yet...\So there's a group behind all this?\Where are they?!\I don't know. response:	I always meet them in the Harbor Central Building.
context: What's this about?\I was put up to this.\I was assured by a new-fangled organ smuggling organization\that this was a great deal I'd never get caught for, and yet...\So there's a group behind all this?\Where are they?!\I don't know.\I always meet them in the Harbor Central Building. response:	So that's the place.
context: I was put up to this.\I was assured by a new-fangled organ smuggling organization\that this was a great deal I'd never get caught for, and yet...\So there's a group behind all this?\Where are they?!\I don't know.\I always meet them in the Harbor Central Building.\So that's the place. response:	And?
context: I was assured by a new-fangled organ smuggling organization\that this was a great deal I'd never get caught for, and yet...\So there's a group behind all this?\Where are they?!\I don't know.\I always meet them in the Harbor Central Building.\So that's the place.\And? response:	Why do you need our protection?
context: that this was a great deal I'd never get caught for, and yet...\So there's a group behind all this?\Where are they?!\I don't know.\I always meet them in the Harbor Central Building.\So that's the place.\And?\Why do you need our protection? response:	Well...
context: So there's a group behind all this?\Where are they?!\I don't know.\I always meet them in the Harbor Central Building.\So that's the place.\And?\Why do you need our protection?\Well... response:	It appears one of the people I abducted
context: Where are they?!\I don't know.\I always meet them in the Harbor Central Building.\So that's the place.\And?\Why do you need our protection?\Well...\It appears one of the people I abducted response:	was with the Port Mafia.
context: I don't know.\I always meet them in the Harbor Central Building.\So that's the place.\And?\Why do you need our protection?\Well...\It appears one of the people I abducted\was with the Port Mafia. response:	Well, that's not good
context: I always meet them in the Harbor Central Building.\So that's the place.\And?\Why do you need our protection?\Well...\It appears one of the people I abducted\was with the Port Mafia.\Well, that's not good response:	The Port Mafia?!
context: So that's the place.\And?\Why do you need our protection?\Well...\It appears one of the people I abducted\was with the Port Mafia.\Well, that's not good\The Port Mafia?! response:	Help me!
context: And?\Why do you need our protection?\Well...\It appears one of the people I abducted\was with the Port Mafia.\Well, that's not good\The Port Mafia?!\Help me! response:	Hey!
context: Why do you need our protection?\Well...\It appears one of the people I abducted\was with the Port Mafia.\Well, that's not good\The Port Mafia?!\Help me!\Hey! response:	I don't want to die!
context: Well...\It appears one of the people I abducted\was with the Port Mafia.\Well, that's not good\The Port Mafia?!\Help me!\Hey!\I don't want to die! response:	Wait!
context: It appears one of the people I abducted\was with the Port Mafia.\Well, that's not good\The Port Mafia?!\Help me!\Hey!\I don't want to die!\Wait! response:	Kunikida-san.
context: was with the Port Mafia.\Well, that's not good\The Port Mafia?!\Help me!\Hey!\I don't want to die!\Wait!\Kunikida-san. response:	I can't get a signal.
context: Well, that's not good\The Port Mafia?!\Help me!\Hey!\I don't want to die!\Wait!\Kunikida-san.\I can't get a signal. response:	They must be jamming.
context: The Port Mafia?!\Help me!\Hey!\I don't want to die!\Wait!\Kunikida-san.\I can't get a signal.\They must be jamming. response:	If we lose the driver,
context: Help me!\Hey!\I don't want to die!\Wait!\Kunikida-san.\I can't get a signal.\They must be jamming.\If we lose the driver, response:	the truth may never come to light.
context: Hey!\I don't want to die!\Wait!\Kunikida-san.\I can't get a signal.\They must be jamming.\If we lose the driver,\the truth may never come to light. response:	Dazai, pursue the driver.
context: I don't want to die!\Wait!\Kunikida-san.\I can't get a signal.\They must be jamming.\If we lose the driver,\the truth may never come to light.\Dazai, pursue the driver. response:	Brat, get a hold of the police and request backup.
context: Wait!\Kunikida-san.\I can't get a signal.\They must be jamming.\If we lose the driver,\the truth may never come to light.\Dazai, pursue the driver.\Brat, get a hold of the police and request backup. response:	I'll distract them as a decoy.
context: Kunikida-san.\I can't get a signal.\They must be jamming.\If we lose the driver,\the truth may never come to light.\Dazai, pursue the driver.\Brat, get a hold of the police and request backup.\I'll distract them as a decoy. response:	Roger!
context: I can't get a signal.\They must be jamming.\If we lose the driver,\the truth may never come to light.\Dazai, pursue the driver.\Brat, get a hold of the police and request backup.\I'll distract them as a decoy.\Roger! response:	Let's go!
context: They must be jamming.\If we lose the driver,\the truth may never come to light.\Dazai, pursue the driver.\Brat, get a hold of the police and request backup.\I'll distract them as a decoy.\Roger!\Let's go! response:	Ability: Doppo Poet!
context: If we lose the driver,\the truth may never come to light.\Dazai, pursue the driver.\Brat, get a hold of the police and request backup.\I'll distract them as a decoy.\Roger!\Let's go!\Ability: Doppo Poet! response:	Doppo Poet
context: the truth may never come to light.\Dazai, pursue the driver.\Brat, get a hold of the police and request backup.\I'll distract them as a decoy.\Roger!\Let's go!\Ability: Doppo Poet!\Doppo Poet response:	Flash Bang!
context: Dazai, pursue the driver.\Brat, get a hold of the police and request backup.\I'll distract them as a decoy.\Roger!\Let's go!\Ability: Doppo Poet!\Doppo Poet\Flash Bang! response:	Flash Bang
context: Brat, get a hold of the police and request backup.\I'll distract them as a decoy.\Roger!\Let's go!\Ability: Doppo Poet!\Doppo Poet\Flash Bang!\Flash Bang response:	Now!
context: I'll distract them as a decoy.\Roger!\Let's go!\Ability: Doppo Poet!\Doppo Poet\Flash Bang!\Flash Bang\Now! response:	Metal is fragile,
context: Roger!\Let's go!\Ability: Doppo Poet!\Doppo Poet\Flash Bang!\Flash Bang\Now!\Metal is fragile, response:	and so is the human psyche.
