context: I can't afford to let it all end here. response:	What... am I even doing here?
context: Taking on an S-rated alone?\Can I do it, too, Mr. Mado?!\Amon, how do you suppose a human of inferior physical capabilities\can prevail in a fight against a ghoul?\Certainly, the building up of their muscles and stamina is vital.\Hmm... That is true. But fighting head-on against a ghoul,\you'll never be able to overpower them.\So, do you know what you can do to close that gap and prevail? response:	No.
context: Can I do it, too, Mr. Mado?!\Amon, how do you suppose a human of inferior physical capabilities\can prevail in a fight against a ghoul?\Certainly, the building up of their muscles and stamina is vital.\Hmm... That is true. But fighting head-on against a ghoul,\you'll never be able to overpower them.\So, do you know what you can do to close that gap and prevail?\No. response:	Number one combo!
context: Amon, how do you suppose a human of inferior physical capabilities\can prevail in a fight against a ghoul?\Certainly, the building up of their muscles and stamina is vital.\Hmm... That is true. But fighting head-on against a ghoul,\you'll never be able to overpower them.\So, do you know what you can do to close that gap and prevail?\No.\Number one combo! response:	Right!
context: can prevail in a fight against a ghoul?\Certainly, the building up of their muscles and stamina is vital.\Hmm... That is true. But fighting head-on against a ghoul,\you'll never be able to overpower them.\So, do you know what you can do to close that gap and prevail?\No.\Number one combo!\Right! response:	Being wily, Amon. As long as it's for the right cause,
context: Certainly, the building up of their muscles and stamina is vital.\Hmm... That is true. But fighting head-on against a ghoul,\you'll never be able to overpower them.\So, do you know what you can do to close that gap and prevail?\No.\Number one combo!\Right!\Being wily, Amon. As long as it's for the right cause, response:	any dirty tricks can be overlooked.
context: Hmm... That is true. But fighting head-on against a ghoul,\you'll never be able to overpower them.\So, do you know what you can do to close that gap and prevail?\No.\Number one combo!\Right!\Being wily, Amon. As long as it's for the right cause,\any dirty tricks can be overlooked. response:	I have a quinque named Kura among my collection.
context: you'll never be able to overpower them.\So, do you know what you can do to close that gap and prevail?\No.\Number one combo!\Right!\Being wily, Amon. As long as it's for the right cause,\any dirty tricks can be overlooked.\I have a quinque named Kura among my collection. response:	It's suited to you.
context: So, do you know what you can do to close that gap and prevail?\No.\Number one combo!\Right!\Being wily, Amon. As long as it's for the right cause,\any dirty tricks can be overlooked.\I have a quinque named Kura among my collection.\It's suited to you. response:	If I ever die...
context: No.\Number one combo!\Right!\Being wily, Amon. As long as it's for the right cause,\any dirty tricks can be overlooked.\I have a quinque named Kura among my collection.\It's suited to you.\If I ever die... response:	Amon, you should use it.
context: Number one combo!\Right!\Being wily, Amon. As long as it's for the right cause,\any dirty tricks can be overlooked.\I have a quinque named Kura among my collection.\It's suited to you.\If I ever die...\Amon, you should use it. response:	Mr. Mado!
context: Right!\Being wily, Amon. As long as it's for the right cause,\any dirty tricks can be overlooked.\I have a quinque named Kura among my collection.\It's suited to you.\If I ever die...\Amon, you should use it.\Mr. Mado! response:	I can't afford to let it all end here.
context: Being wily, Amon. As long as it's for the right cause,\any dirty tricks can be overlooked.\I have a quinque named Kura among my collection.\It's suited to you.\If I ever die...\Amon, you should use it.\Mr. Mado!\I can't afford to let it all end here. response:	Not until I have avenged you.
context: any dirty tricks can be overlooked.\I have a quinque named Kura among my collection.\It's suited to you.\If I ever die...\Amon, you should use it.\Mr. Mado!\I can't afford to let it all end here.\Not until I have avenged you. response:	Kaneki...
context: I have a quinque named Kura among my collection.\It's suited to you.\If I ever die...\Amon, you should use it.\Mr. Mado!\I can't afford to let it all end here.\Not until I have avenged you.\Kaneki... response:	Don't go being so careless, you damn bonehead!
context: It's suited to you.\If I ever die...\Amon, you should use it.\Mr. Mado!\I can't afford to let it all end here.\Not until I have avenged you.\Kaneki...\Don't go being so careless, you damn bonehead! response:	Nishiki!
context: If I ever die...\Amon, you should use it.\Mr. Mado!\I can't afford to let it all end here.\Not until I have avenged you.\Kaneki...\Don't go being so careless, you damn bonehead!\Nishiki! response:	Yo, my dumb sister!
context: Amon, you should use it.\Mr. Mado!\I can't afford to let it all end here.\Not until I have avenged you.\Kaneki...\Don't go being so careless, you damn bonehead!\Nishiki!\Yo, my dumb sister! response:	What are you doing here?
context: Mr. Mado!\I can't afford to let it all end here.\Not until I have avenged you.\Kaneki...\Don't go being so careless, you damn bonehead!\Nishiki!\Yo, my dumb sister!\What are you doing here? response:	Ayato...
context: I can't afford to let it all end here.\Not until I have avenged you.\Kaneki...\Don't go being so careless, you damn bonehead!\Nishiki!\Yo, my dumb sister!\What are you doing here?\Ayato... response:	Team one has taken control of the annex's third-floor north exit.
context: Not until I have avenged you.\Kaneki...\Don't go being so careless, you damn bonehead!\Nishiki!\Yo, my dumb sister!\What are you doing here?\Ayato...\Team one has taken control of the annex's third-floor north exit. response:	Team two has taken control of the main building second-floor west exit.
context: Kaneki...\Don't go being so careless, you damn bonehead!\Nishiki!\Yo, my dumb sister!\What are you doing here?\Ayato...\Team one has taken control of the annex's third-floor north exit.\Team two has taken control of the main building second-floor west exit. response:	Shinohara, how are you coming?
context: Don't go being so careless, you damn bonehead!\Nishiki!\Yo, my dumb sister!\What are you doing here?\Ayato...\Team one has taken control of the annex's third-floor north exit.\Team two has taken control of the main building second-floor west exit.\Shinohara, how are you coming? response:	We've taken control of the fifth floor and parking level.
context: Nishiki!\Yo, my dumb sister!\What are you doing here?\Ayato...\Team one has taken control of the annex's third-floor north exit.\Team two has taken control of the main building second-floor west exit.\Shinohara, how are you coming?\We've taken control of the fifth floor and parking level. response:	We're heading for the roof.
context: Yo, my dumb sister!\What are you doing here?\Ayato...\Team one has taken control of the annex's third-floor north exit.\Team two has taken control of the main building second-floor west exit.\Shinohara, how are you coming?\We've taken control of the fifth floor and parking level.\We're heading for the roof. response:	Copy that.
context: What are you doing here?\Ayato...\Team one has taken control of the annex's third-floor north exit.\Team two has taken control of the main building second-floor west exit.\Shinohara, how are you coming?\We've taken control of the fifth floor and parking level.\We're heading for the roof.\Copy that. response:	This reminds me of the good old days, huh?
context: Ayato...\Team one has taken control of the annex's third-floor north exit.\Team two has taken control of the main building second-floor west exit.\Shinohara, how are you coming?\We've taken control of the fifth floor and parking level.\We're heading for the roof.\Copy that.\This reminds me of the good old days, huh? response:	Yeah.
context: Team one has taken control of the annex's third-floor north exit.\Team two has taken control of the main building second-floor west exit.\Shinohara, how are you coming?\We've taken control of the fifth floor and parking level.\We're heading for the roof.\Copy that.\This reminds me of the good old days, huh?\Yeah. response:	They were all good men.
context: Team two has taken control of the main building second-floor west exit.\Shinohara, how are you coming?\We've taken control of the fifth floor and parking level.\We're heading for the roof.\Copy that.\This reminds me of the good old days, huh?\Yeah.\They were all good men. response:	This is Shinohara. We've arrived at the roof.
context: Shinohara, how are you coming?\We've taken control of the fifth floor and parking level.\We're heading for the roof.\Copy that.\This reminds me of the good old days, huh?\Yeah.\They were all good men.\This is Shinohara. We've arrived at the roof. response:	There are no Aogiri here.
context: We've taken control of the fifth floor and parking level.\We're heading for the roof.\Copy that.\This reminds me of the good old days, huh?\Yeah.\They were all good men.\This is Shinohara. We've arrived at the roof.\There are no Aogiri here. response:	Something's not right.
context: We're heading for the roof.\Copy that.\This reminds me of the good old days, huh?\Yeah.\They were all good men.\This is Shinohara. We've arrived at the roof.\There are no Aogiri here.\Something's not right. response:	Mr. Shinohara!
context: Copy that.\This reminds me of the good old days, huh?\Yeah.\They were all good men.\This is Shinohara. We've arrived at the roof.\There are no Aogiri here.\Something's not right.\Mr. Shinohara! response:	Amon! Are you all right?
context: This reminds me of the good old days, huh?\Yeah.\They were all good men.\This is Shinohara. We've arrived at the roof.\There are no Aogiri here.\Something's not right.\Mr. Shinohara!\Amon! Are you all right? response:	Mr. Shinohara, actually...
context: Yeah.\They were all good men.\This is Shinohara. We've arrived at the roof.\There are no Aogiri here.\Something's not right.\Mr. Shinohara!\Amon! Are you all right?\Mr. Shinohara, actually... response:	Hmm? What's happening?
context: They were all good men.\This is Shinohara. We've arrived at the roof.\There are no Aogiri here.\Something's not right.\Mr. Shinohara!\Amon! Are you all right?\Mr. Shinohara, actually...\Hmm? What's happening? response:	Maru, it's him.
context: This is Shinohara. We've arrived at the roof.\There are no Aogiri here.\Something's not right.\Mr. Shinohara!\Amon! Are you all right?\Mr. Shinohara, actually...\Hmm? What's happening?\Maru, it's him. response:	The one-eyed owl.
context: There are no Aogiri here.\Something's not right.\Mr. Shinohara!\Amon! Are you all right?\Mr. Shinohara, actually...\Hmm? What's happening?\Maru, it's him.\The one-eyed owl. response:	Shinohara, leave only those distinguished men
context: Something's not right.\Mr. Shinohara!\Amon! Are you all right?\Mr. Shinohara, actually...\Hmm? What's happening?\Maru, it's him.\The one-eyed owl.\Shinohara, leave only those distinguished men response:	who you don't mind dying with you.
context: Mr. Shinohara!\Amon! Are you all right?\Mr. Shinohara, actually...\Hmm? What's happening?\Maru, it's him.\The one-eyed owl.\Shinohara, leave only those distinguished men\who you don't mind dying with you. response:	If you guys can't handle him, then nobody can.
context: Amon! Are you all right?\Mr. Shinohara, actually...\Hmm? What's happening?\Maru, it's him.\The one-eyed owl.\Shinohara, leave only those distinguished men\who you don't mind dying with you.\If you guys can't handle him, then nobody can. response:	Merely dying for no reason won't even buy any time.
context: Mr. Shinohara, actually...\Hmm? What's happening?\Maru, it's him.\The one-eyed owl.\Shinohara, leave only those distinguished men\who you don't mind dying with you.\If you guys can't handle him, then nobody can.\Merely dying for no reason won't even buy any time. response:	Challenge him with as few men as possible.
context: Hmm? What's happening?\Maru, it's him.\The one-eyed owl.\Shinohara, leave only those distinguished men\who you don't mind dying with you.\If you guys can't handle him, then nobody can.\Merely dying for no reason won't even buy any time.\Challenge him with as few men as possible. response:	That is all.
context: Maru, it's him.\The one-eyed owl.\Shinohara, leave only those distinguished men\who you don't mind dying with you.\If you guys can't handle him, then nobody can.\Merely dying for no reason won't even buy any time.\Challenge him with as few men as possible.\That is all. response:	Though the city sleeps, its buildings are always
context: The one-eyed owl.\Shinohara, leave only those distinguished men\who you don't mind dying with you.\If you guys can't handle him, then nobody can.\Merely dying for no reason won't even buy any time.\Challenge him with as few men as possible.\That is all.\Though the city sleeps, its buildings are always response:	under construction
context: Shinohara, leave only those distinguished men\who you don't mind dying with you.\If you guys can't handle him, then nobody can.\Merely dying for no reason won't even buy any time.\Challenge him with as few men as possible.\That is all.\Though the city sleeps, its buildings are always\under construction response:	Urban planning carries on
context: who you don't mind dying with you.\If you guys can't handle him, then nobody can.\Merely dying for no reason won't even buy any time.\Challenge him with as few men as possible.\That is all.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on response:	Its belt lines morphing, snakes interlocking,
context: If you guys can't handle him, then nobody can.\Merely dying for no reason won't even buy any time.\Challenge him with as few men as possible.\That is all.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking, response:	stirring up endorphins, and off you go, go, go
context: Merely dying for no reason won't even buy any time.\Challenge him with as few men as possible.\That is all.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go response:	Souls ascend up into the night sky
context: Challenge him with as few men as possible.\That is all.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky response:	Their procession and their faith both resembling
context: That is all.\Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling response:	an aberrant riddle
context: Though the city sleeps, its buildings are always\under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle response:	Our as-yet-empty tomorrows
context: under construction\Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows response:	are an all but black shade of gray
context: Urban planning carries on\Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray response:	Without any possibilities
context: Its belt lines morphing, snakes interlocking,\stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities response:	an all but black shade of gray
context: stirring up endorphins, and off you go, go, go\Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray response:	Ah, tonight, you're the one I want
context: Souls ascend up into the night sky\Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want response:	Saints
context: Their procession and their faith both resembling\an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints response:	Ah, I want you to signal the end
context: an aberrant riddle\Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end response:	Saints
context: Our as-yet-empty tomorrows\are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints response:	Saints
context: are an all but black shade of gray\Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints response:	Saints
context: Without any possibilities\an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints response:	Even when I'm depressed, riding you clears my mind in no time.
context: an all but black shade of gray\Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Even when I'm depressed, riding you clears my mind in no time. response:	On days when my good-for-nothing subordinates,
context: Ah, tonight, you're the one I want\Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Even when I'm depressed, riding you clears my mind in no time.\On days when my good-for-nothing subordinates, response:	or pressure from above brings me down,
context: Saints\Ah, I want you to signal the end\Saints\Saints\Saints\Even when I'm depressed, riding you clears my mind in no time.\On days when my good-for-nothing subordinates,\or pressure from above brings me down, response:	riding you like this invigorates me completely!
context: Ah, I want you to signal the end\Saints\Saints\Saints\Even when I'm depressed, riding you clears my mind in no time.\On days when my good-for-nothing subordinates,\or pressure from above brings me down,\riding you like this invigorates me completely! response:	You're the best partner ever!
context: Saints\Saints\Saints\Even when I'm depressed, riding you clears my mind in no time.\On days when my good-for-nothing subordinates,\or pressure from above brings me down,\riding you like this invigorates me completely!\You're the best partner ever! response:	Following 11th Ward charge -
context: Saints\Saints\Even when I'm depressed, riding you clears my mind in no time.\On days when my good-for-nothing subordinates,\or pressure from above brings me down,\riding you like this invigorates me completely!\You're the best partner ever!\Following 11th Ward charge - response:	Hmm? My keys...
context: Saints\Even when I'm depressed, riding you clears my mind in no time.\On days when my good-for-nothing subordinates,\or pressure from above brings me down,\riding you like this invigorates me completely!\You're the best partner ever!\Following 11th Ward charge -\Hmm? My keys... response:	Yahoo!
context: Even when I'm depressed, riding you clears my mind in no time.\On days when my good-for-nothing subordinates,\or pressure from above brings me down,\riding you like this invigorates me completely!\You're the best partner ever!\Following 11th Ward charge -\Hmm? My keys...\Yahoo! response:	Impossible!
context: On days when my good-for-nothing subordinates,\or pressure from above brings me down,\riding you like this invigorates me completely!\You're the best partner ever!\Following 11th Ward charge -\Hmm? My keys...\Yahoo!\Impossible! response:	One minute later -
context: or pressure from above brings me down,\riding you like this invigorates me completely!\You're the best partner ever!\Following 11th Ward charge -\Hmm? My keys...\Yahoo!\Impossible!\One minute later - response:	Next time:'Ghoul'
context: riding you like this invigorates me completely!\You're the best partner ever!\Following 11th Ward charge -\Hmm? My keys...\Yahoo!\Impossible!\One minute later -\Next time:'Ghoul' response:	Layout: Katsuya Yamada
