context: Kyouma, response:	I want...
context: Cute is justice.\I want to get a low-angle shot of this.\What do you think, Okarin?\That's right...\It's me!\I've just been victimized by a fierce psychological attack!\This is bad!\My soul... My soul is being devoured! response:	Wh-What's wrong, Kyouma-san?
context: I want to get a low-angle shot of this.\What do you think, Okarin?\That's right...\It's me!\I've just been victimized by a fierce psychological attack!\This is bad!\My soul... My soul is being devoured!\Wh-What's wrong, Kyouma-san? response:	What's with him?
context: What do you think, Okarin?\That's right...\It's me!\I've just been victimized by a fierce psychological attack!\This is bad!\My soul... My soul is being devoured!\Wh-What's wrong, Kyouma-san?\What's with him? response:	Kurisu-chan!
context: That's right...\It's me!\I've just been victimized by a fierce psychological attack!\This is bad!\My soul... My soul is being devoured!\Wh-What's wrong, Kyouma-san?\What's with him?\Kurisu-chan! response:	Stop staring, pervert assistant.
context: It's me!\I've just been victimized by a fierce psychological attack!\This is bad!\My soul... My soul is being devoured!\Wh-What's wrong, Kyouma-san?\What's with him?\Kurisu-chan!\Stop staring, pervert assistant. response:	I'm not staring!
context: I've just been victimized by a fierce psychological attack!\This is bad!\My soul... My soul is being devoured!\Wh-What's wrong, Kyouma-san?\What's with him?\Kurisu-chan!\Stop staring, pervert assistant.\I'm not staring! response:	Further win!
context: This is bad!\My soul... My soul is being devoured!\Wh-What's wrong, Kyouma-san?\What's with him?\Kurisu-chan!\Stop staring, pervert assistant.\I'm not staring!\Further win! response:	What do you think of this cosplay?
context: My soul... My soul is being devoured!\Wh-What's wrong, Kyouma-san?\What's with him?\Kurisu-chan!\Stop staring, pervert assistant.\I'm not staring!\Further win!\What do you think of this cosplay? response:	Does it look good?
context: Wh-What's wrong, Kyouma-san?\What's with him?\Kurisu-chan!\Stop staring, pervert assistant.\I'm not staring!\Further win!\What do you think of this cosplay?\Does it look good? response:	Yes... It's very cute.
context: What's with him?\Kurisu-chan!\Stop staring, pervert assistant.\I'm not staring!\Further win!\What do you think of this cosplay?\Does it look good?\Yes... It's very cute. response:	C-Cute... Well, I...
context: Kurisu-chan!\Stop staring, pervert assistant.\I'm not staring!\Further win!\What do you think of this cosplay?\Does it look good?\Yes... It's very cute.\C-Cute... Well, I... response:	Let's try on the others!
context: Stop staring, pervert assistant.\I'm not staring!\Further win!\What do you think of this cosplay?\Does it look good?\Yes... It's very cute.\C-Cute... Well, I...\Let's try on the others! response:	Wait!
context: I'm not staring!\Further win!\What do you think of this cosplay?\Does it look good?\Yes... It's very cute.\C-Cute... Well, I...\Let's try on the others!\Wait! response:	I came here because I had a request for you.
context: Further win!\What do you think of this cosplay?\Does it look good?\Yes... It's very cute.\C-Cute... Well, I...\Let's try on the others!\Wait!\I came here because I had a request for you. response:	You didn't come here to wear my cosplay?
context: What do you think of this cosplay?\Does it look good?\Yes... It's very cute.\C-Cute... Well, I...\Let's try on the others!\Wait!\I came here because I had a request for you.\You didn't come here to wear my cosplay? response:	I-I said no. But you wouldn't listen to me...
context: Does it look good?\Yes... It's very cute.\C-Cute... Well, I...\Let's try on the others!\Wait!\I came here because I had a request for you.\You didn't come here to wear my cosplay?\I-I said no. But you wouldn't listen to me... response:	I'm sorry. I was just really happy.
context: Yes... It's very cute.\C-Cute... Well, I...\Let's try on the others!\Wait!\I came here because I had a request for you.\You didn't come here to wear my cosplay?\I-I said no. But you wouldn't listen to me...\I'm sorry. I was just really happy. response:	So what did you want to ask?
context: C-Cute... Well, I...\Let's try on the others!\Wait!\I came here because I had a request for you.\You didn't come here to wear my cosplay?\I-I said no. But you wouldn't listen to me...\I'm sorry. I was just really happy.\So what did you want to ask? response:	Actually...
context: Let's try on the others!\Wait!\I came here because I had a request for you.\You didn't come here to wear my cosplay?\I-I said no. But you wouldn't listen to me...\I'm sorry. I was just really happy.\So what did you want to ask?\Actually... response:	I want you to let me send a message to the past!
context: Wait!\I came here because I had a request for you.\You didn't come here to wear my cosplay?\I-I said no. But you wouldn't listen to me...\I'm sorry. I was just really happy.\So what did you want to ask?\Actually...\I want you to let me send a message to the past! response:	I came by...
context: I came here because I had a request for you.\You didn't come here to wear my cosplay?\I-I said no. But you wouldn't listen to me...\I'm sorry. I was just really happy.\So what did you want to ask?\Actually...\I want you to let me send a message to the past!\I came by... response:	Another D-mail?
context: You didn't come here to wear my cosplay?\I-I said no. But you wouldn't listen to me...\I'm sorry. I was just really happy.\So what did you want to ask?\Actually...\I want you to let me send a message to the past!\I came by...\Another D-mail? response:	Wh-What do you mean?
context: I-I said no. But you wouldn't listen to me...\I'm sorry. I was just really happy.\So what did you want to ask?\Actually...\I want you to let me send a message to the past!\I came by...\Another D-mail?\Wh-What do you mean? response:	The past changed, and Moeka's very existence disappeared?
context: I'm sorry. I was just really happy.\So what did you want to ask?\Actually...\I want you to let me send a message to the past!\I came by...\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared? response:	Impossible!
context: So what did you want to ask?\Actually...\I want you to let me send a message to the past!\I came by...\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible! response:	I'm sorry for listening when I shouldn't have!
context: Actually...\I want you to let me send a message to the past!\I came by...\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\I'm sorry for listening when I shouldn't have! response:	I didn't mean to!
context: I want you to let me send a message to the past!\I came by...\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\I'm sorry for listening when I shouldn't have!\I didn't mean to! response:	Ruka-kun, what kind of message do you want to send to the past?
context: I came by...\Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\I'm sorry for listening when I shouldn't have!\I didn't mean to!\Ruka-kun, what kind of message do you want to send to the past? response:	Actually, I...
context: Another D-mail?\Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\I'm sorry for listening when I shouldn't have!\I didn't mean to!\Ruka-kun, what kind of message do you want to send to the past?\Actually, I... response:	I want to be a girl!
context: Wh-What do you mean?\The past changed, and Moeka's very existence disappeared?\Impossible!\I'm sorry for listening when I shouldn't have!\I didn't mean to!\Ruka-kun, what kind of message do you want to send to the past?\Actually, I...\I want to be a girl! response:	I don't like the way I look.
context: The past changed, and Moeka's very existence disappeared?\Impossible!\I'm sorry for listening when I shouldn't have!\I didn't mean to!\Ruka-kun, what kind of message do you want to send to the past?\Actually, I...\I want to be a girl!\I don't like the way I look. response:	I think I'd feel better about myself if I could be a girl...
context: Impossible!\I'm sorry for listening when I shouldn't have!\I didn't mean to!\Ruka-kun, what kind of message do you want to send to the past?\Actually, I...\I want to be a girl!\I don't like the way I look.\I think I'd feel better about myself if I could be a girl... response:	I've always felt that way.
context: I'm sorry for listening when I shouldn't have!\I didn't mean to!\Ruka-kun, what kind of message do you want to send to the past?\Actually, I...\I want to be a girl!\I don't like the way I look.\I think I'd feel better about myself if I could be a girl...\I've always felt that way. response:	W-Wait a second...
context: I didn't mean to!\Ruka-kun, what kind of message do you want to send to the past?\Actually, I...\I want to be a girl!\I don't like the way I look.\I think I'd feel better about myself if I could be a girl...\I've always felt that way.\W-Wait a second... response:	What is she saying?
context: Ruka-kun, what kind of message do you want to send to the past?\Actually, I...\I want to be a girl!\I don't like the way I look.\I think I'd feel better about myself if I could be a girl...\I've always felt that way.\W-Wait a second...\What is she saying? response:	Assistant, you appear to have made a fatal mistake.
context: Actually, I...\I want to be a girl!\I don't like the way I look.\I think I'd feel better about myself if I could be a girl...\I've always felt that way.\W-Wait a second...\What is she saying?\Assistant, you appear to have made a fatal mistake. response:	Mistake?
context: I want to be a girl!\I don't like the way I look.\I think I'd feel better about myself if I could be a girl...\I've always felt that way.\W-Wait a second...\What is she saying?\Assistant, you appear to have made a fatal mistake.\Mistake? response:	Rukako is no girl.
context: I don't like the way I look.\I think I'd feel better about myself if I could be a girl...\I've always felt that way.\W-Wait a second...\What is she saying?\Assistant, you appear to have made a fatal mistake.\Mistake?\Rukako is no girl. response:	He's a guy.
context: I think I'd feel better about myself if I could be a girl...\I've always felt that way.\W-Wait a second...\What is she saying?\Assistant, you appear to have made a fatal mistake.\Mistake?\Rukako is no girl.\He's a guy. response:	What kind of joke is that?
context: I've always felt that way.\W-Wait a second...\What is she saying?\Assistant, you appear to have made a fatal mistake.\Mistake?\Rukako is no girl.\He's a guy.\What kind of joke is that? response:	You don't believe me...
context: W-Wait a second...\What is she saying?\Assistant, you appear to have made a fatal mistake.\Mistake?\Rukako is no girl.\He's a guy.\What kind of joke is that?\You don't believe me... response:	If you call yourself a scientist, then see for yourself.
context: What is she saying?\Assistant, you appear to have made a fatal mistake.\Mistake?\Rukako is no girl.\He's a guy.\What kind of joke is that?\You don't believe me...\If you call yourself a scientist, then see for yourself. response:	Such a cute girl couldn't be a guy.
context: Assistant, you appear to have made a fatal mistake.\Mistake?\Rukako is no girl.\He's a guy.\What kind of joke is that?\You don't believe me...\If you call yourself a scientist, then see for yourself.\Such a cute girl couldn't be a guy. response:	Excuse me for a second.
context: Mistake?\Rukako is no girl.\He's a guy.\What kind of joke is that?\You don't believe me...\If you call yourself a scientist, then see for yourself.\Such a cute girl couldn't be a guy.\Excuse me for a second. response:	Are you okay?
context: Rukako is no girl.\He's a guy.\What kind of joke is that?\You don't believe me...\If you call yourself a scientist, then see for yourself.\Such a cute girl couldn't be a guy.\Excuse me for a second.\Are you okay? response:	I'm serious!
context: He's a guy.\What kind of joke is that?\You don't believe me...\If you call yourself a scientist, then see for yourself.\Such a cute girl couldn't be a guy.\Excuse me for a second.\Are you okay?\I'm serious! response:	I really want to be a girl!
context: What kind of joke is that?\You don't believe me...\If you call yourself a scientist, then see for yourself.\Such a cute girl couldn't be a guy.\Excuse me for a second.\Are you okay?\I'm serious!\I really want to be a girl! response:	Please!
context: You don't believe me...\If you call yourself a scientist, then see for yourself.\Such a cute girl couldn't be a guy.\Excuse me for a second.\Are you okay?\I'm serious!\I really want to be a girl!\Please! response:	But I don't know if sending a D-mail
context: If you call yourself a scientist, then see for yourself.\Such a cute girl couldn't be a guy.\Excuse me for a second.\Are you okay?\I'm serious!\I really want to be a girl!\Please!\But I don't know if sending a D-mail response:	would be enough to change your gender.
context: Such a cute girl couldn't be a guy.\Excuse me for a second.\Are you okay?\I'm serious!\I really want to be a girl!\Please!\But I don't know if sending a D-mail\would be enough to change your gender. response:	I heard of something...
context: Excuse me for a second.\Are you okay?\I'm serious!\I really want to be a girl!\Please!\But I don't know if sending a D-mail\would be enough to change your gender.\I heard of something... response:	That if you eat lots of meat when a baby is in your tummy,
context: Are you okay?\I'm serious!\I really want to be a girl!\Please!\But I don't know if sending a D-mail\would be enough to change your gender.\I heard of something...\That if you eat lots of meat when a baby is in your tummy, response:	you'll have a boy.
context: I'm serious!\I really want to be a girl!\Please!\But I don't know if sending a D-mail\would be enough to change your gender.\I heard of something...\That if you eat lots of meat when a baby is in your tummy,\you'll have a boy. response:	With a lot of vegetables, you'll have a girl.
context: I really want to be a girl!\Please!\But I don't know if sending a D-mail\would be enough to change your gender.\I heard of something...\That if you eat lots of meat when a baby is in your tummy,\you'll have a boy.\With a lot of vegetables, you'll have a girl. response:	You want us to send a D-mail, telling your mom
context: Please!\But I don't know if sending a D-mail\would be enough to change your gender.\I heard of something...\That if you eat lots of meat when a baby is in your tummy,\you'll have a boy.\With a lot of vegetables, you'll have a girl.\You want us to send a D-mail, telling your mom response:	to eat lots of vegetables?
context: But I don't know if sending a D-mail\would be enough to change your gender.\I heard of something...\That if you eat lots of meat when a baby is in your tummy,\you'll have a boy.\With a lot of vegetables, you'll have a girl.\You want us to send a D-mail, telling your mom\to eat lots of vegetables? response:	Would that be possible?
context: would be enough to change your gender.\I heard of something...\That if you eat lots of meat when a baby is in your tummy,\you'll have a boy.\With a lot of vegetables, you'll have a girl.\You want us to send a D-mail, telling your mom\to eat lots of vegetables?\Would that be possible? response:	Very well.
context: I heard of something...\That if you eat lots of meat when a baby is in your tummy,\you'll have a boy.\With a lot of vegetables, you'll have a girl.\You want us to send a D-mail, telling your mom\to eat lots of vegetables?\Would that be possible?\Very well. response:	I shall grant your wish.
context: That if you eat lots of meat when a baby is in your tummy,\you'll have a boy.\With a lot of vegetables, you'll have a girl.\You want us to send a D-mail, telling your mom\to eat lots of vegetables?\Would that be possible?\Very well.\I shall grant your wish. response:	Thank you!
context: you'll have a boy.\With a lot of vegetables, you'll have a girl.\You want us to send a D-mail, telling your mom\to eat lots of vegetables?\Would that be possible?\Very well.\I shall grant your wish.\Thank you! response:	Good for you, Ruka-kun!
context: With a lot of vegetables, you'll have a girl.\You want us to send a D-mail, telling your mom\to eat lots of vegetables?\Would that be possible?\Very well.\I shall grant your wish.\Thank you!\Good for you, Ruka-kun! response:	Yes!
context: You want us to send a D-mail, telling your mom\to eat lots of vegetables?\Would that be possible?\Very well.\I shall grant your wish.\Thank you!\Good for you, Ruka-kun!\Yes! response:	Isn't changing someone's gender a bad idea?
context: to eat lots of vegetables?\Would that be possible?\Very well.\I shall grant your wish.\Thank you!\Good for you, Ruka-kun!\Yes!\Isn't changing someone's gender a bad idea? response:	Do you think it's possible to affect it,
context: Would that be possible?\Very well.\I shall grant your wish.\Thank you!\Good for you, Ruka-kun!\Yes!\Isn't changing someone's gender a bad idea?\Do you think it's possible to affect it, response:	just by eating vegetables?
context: Very well.\I shall grant your wish.\Thank you!\Good for you, Ruka-kun!\Yes!\Isn't changing someone's gender a bad idea?\Do you think it's possible to affect it,\just by eating vegetables? response:	That's true.
context: I shall grant your wish.\Thank you!\Good for you, Ruka-kun!\Yes!\Isn't changing someone's gender a bad idea?\Do you think it's possible to affect it,\just by eating vegetables?\That's true. response:	There's no scientific evidence for it.
context: Thank you!\Good for you, Ruka-kun!\Yes!\Isn't changing someone's gender a bad idea?\Do you think it's possible to affect it,\just by eating vegetables?\That's true.\There's no scientific evidence for it. response:	He must have really been worried about it
context: Good for you, Ruka-kun!\Yes!\Isn't changing someone's gender a bad idea?\Do you think it's possible to affect it,\just by eating vegetables?\That's true.\There's no scientific evidence for it.\He must have really been worried about it response:	if that makes him feel better.
context: Yes!\Isn't changing someone's gender a bad idea?\Do you think it's possible to affect it,\just by eating vegetables?\That's true.\There's no scientific evidence for it.\He must have really been worried about it\if that makes him feel better. response:	Rukako, from now on, you're Lab Member 006!
context: Isn't changing someone's gender a bad idea?\Do you think it's possible to affect it,\just by eating vegetables?\That's true.\There's no scientific evidence for it.\He must have really been worried about it\if that makes him feel better.\Rukako, from now on, you're Lab Member 006! response:	Y-Yes.
context: Do you think it's possible to affect it,\just by eating vegetables?\That's true.\There's no scientific evidence for it.\He must have really been worried about it\if that makes him feel better.\Rukako, from now on, you're Lab Member 006!\Y-Yes. response:	Let us begin the experiment...
context: just by eating vegetables?\That's true.\There's no scientific evidence for it.\He must have really been worried about it\if that makes him feel better.\Rukako, from now on, you're Lab Member 006!\Y-Yes.\Let us begin the experiment... response:	Wait, you're seventeen this year, right?
context: That's true.\There's no scientific evidence for it.\He must have really been worried about it\if that makes him feel better.\Rukako, from now on, you're Lab Member 006!\Y-Yes.\Let us begin the experiment...\Wait, you're seventeen this year, right? response:	Huh? Yes.
context: There's no scientific evidence for it.\He must have really been worried about it\if that makes him feel better.\Rukako, from now on, you're Lab Member 006!\Y-Yes.\Let us begin the experiment...\Wait, you're seventeen this year, right?\Huh? Yes. response:	In other words, you were born in 1993...
context: He must have really been worried about it\if that makes him feel better.\Rukako, from now on, you're Lab Member 006!\Y-Yes.\Let us begin the experiment...\Wait, you're seventeen this year, right?\Huh? Yes.\In other words, you were born in 1993... response:	What of it?
context: if that makes him feel better.\Rukako, from now on, you're Lab Member 006!\Y-Yes.\Let us begin the experiment...\Wait, you're seventeen this year, right?\Huh? Yes.\In other words, you were born in 1993...\What of it? response:	When did cell phones become popular in Japan?
context: Rukako, from now on, you're Lab Member 006!\Y-Yes.\Let us begin the experiment...\Wait, you're seventeen this year, right?\Huh? Yes.\In other words, you were born in 1993...\What of it?\When did cell phones become popular in Japan? response:	It looks like it was around 1996.
context: Y-Yes.\Let us begin the experiment...\Wait, you're seventeen this year, right?\Huh? Yes.\In other words, you were born in 1993...\What of it?\When did cell phones become popular in Japan?\It looks like it was around 1996. response:	And they may only later have gotten messaging capability.
context: Let us begin the experiment...\Wait, you're seventeen this year, right?\Huh? Yes.\In other words, you were born in 1993...\What of it?\When did cell phones become popular in Japan?\It looks like it was around 1996.\And they may only later have gotten messaging capability. response:	In other words, when Urushibara-san was born,
context: Wait, you're seventeen this year, right?\Huh? Yes.\In other words, you were born in 1993...\What of it?\When did cell phones become popular in Japan?\It looks like it was around 1996.\And they may only later have gotten messaging capability.\In other words, when Urushibara-san was born, response:	there's a good chance his mom didn't own a cell phone.
context: Huh? Yes.\In other words, you were born in 1993...\What of it?\When did cell phones become popular in Japan?\It looks like it was around 1996.\And they may only later have gotten messaging capability.\In other words, when Urushibara-san was born,\there's a good chance his mom didn't own a cell phone. response:	Then we can't send the D-mail?
context: In other words, you were born in 1993...\What of it?\When did cell phones become popular in Japan?\It looks like it was around 1996.\And they may only later have gotten messaging capability.\In other words, when Urushibara-san was born,\there's a good chance his mom didn't own a cell phone.\Then we can't send the D-mail? response:	Oh, no.
context: What of it?\When did cell phones become popular in Japan?\It looks like it was around 1996.\And they may only later have gotten messaging capability.\In other words, when Urushibara-san was born,\there's a good chance his mom didn't own a cell phone.\Then we can't send the D-mail?\Oh, no. response:	We could change it, so it sends sinister microwaves.
context: When did cell phones become popular in Japan?\It looks like it was around 1996.\And they may only later have gotten messaging capability.\In other words, when Urushibara-san was born,\there's a good chance his mom didn't own a cell phone.\Then we can't send the D-mail?\Oh, no.\We could change it, so it sends sinister microwaves. response:	You have enough sinister microwaves for everyone.
context: It looks like it was around 1996.\And they may only later have gotten messaging capability.\In other words, when Urushibara-san was born,\there's a good chance his mom didn't own a cell phone.\Then we can't send the D-mail?\Oh, no.\We could change it, so it sends sinister microwaves.\You have enough sinister microwaves for everyone. response:	Good... Insult me more.
context: And they may only later have gotten messaging capability.\In other words, when Urushibara-san was born,\there's a good chance his mom didn't own a cell phone.\Then we can't send the D-mail?\Oh, no.\We could change it, so it sends sinister microwaves.\You have enough sinister microwaves for everyone.\Good... Insult me more. response:	That's fine...
context: In other words, when Urushibara-san was born,\there's a good chance his mom didn't own a cell phone.\Then we can't send the D-mail?\Oh, no.\We could change it, so it sends sinister microwaves.\You have enough sinister microwaves for everyone.\Good... Insult me more.\That's fine... response:	I see.
context: there's a good chance his mom didn't own a cell phone.\Then we can't send the D-mail?\Oh, no.\We could change it, so it sends sinister microwaves.\You have enough sinister microwaves for everyone.\Good... Insult me more.\That's fine...\I see. response:	I'm terrified by my own talent!
context: Then we can't send the D-mail?\Oh, no.\We could change it, so it sends sinister microwaves.\You have enough sinister microwaves for everyone.\Good... Insult me more.\That's fine...\I see.\I'm terrified by my own talent! response:	Not this again...
context: Oh, no.\We could change it, so it sends sinister microwaves.\You have enough sinister microwaves for everyone.\Good... Insult me more.\That's fine...\I see.\I'm terrified by my own talent!\Not this again... response:	If she doesn't have a cell phone, send it to her pager!
context: We could change it, so it sends sinister microwaves.\You have enough sinister microwaves for everyone.\Good... Insult me more.\That's fine...\I see.\I'm terrified by my own talent!\Not this again...\If she doesn't have a cell phone, send it to her pager! response:	Pagers...
context: You have enough sinister microwaves for everyone.\Good... Insult me more.\That's fine...\I see.\I'm terrified by my own talent!\Not this again...\If she doesn't have a cell phone, send it to her pager!\Pagers... response:	A system using EM waves to transmit messages to small receivers.
context: Good... Insult me more.\That's fine...\I see.\I'm terrified by my own talent!\Not this again...\If she doesn't have a cell phone, send it to her pager!\Pagers...\A system using EM waves to transmit messages to small receivers. response:	During the 1990s, they enjoyed enormous popularity.
context: That's fine...\I see.\I'm terrified by my own talent!\Not this again...\If she doesn't have a cell phone, send it to her pager!\Pagers...\A system using EM waves to transmit messages to small receivers.\During the 1990s, they enjoyed enormous popularity. response:	The emergence of cellular phones rendered them obsolete.
context: I see.\I'm terrified by my own talent!\Not this again...\If she doesn't have a cell phone, send it to her pager!\Pagers...\A system using EM waves to transmit messages to small receivers.\During the 1990s, they enjoyed enormous popularity.\The emergence of cellular phones rendered them obsolete. response:	Pagers?
context: I'm terrified by my own talent!\Not this again...\If she doesn't have a cell phone, send it to her pager!\Pagers...\A system using EM waves to transmit messages to small receivers.\During the 1990s, they enjoyed enormous popularity.\The emergence of cellular phones rendered them obsolete.\Pagers? response:	I've never seen one!
context: Not this again...\If she doesn't have a cell phone, send it to her pager!\Pagers...\A system using EM waves to transmit messages to small receivers.\During the 1990s, they enjoyed enormous popularity.\The emergence of cellular phones rendered them obsolete.\Pagers?\I've never seen one! response:	You're very knowledgeable.
context: If she doesn't have a cell phone, send it to her pager!\Pagers...\A system using EM waves to transmit messages to small receivers.\During the 1990s, they enjoyed enormous popularity.\The emergence of cellular phones rendered them obsolete.\Pagers?\I've never seen one!\You're very knowledgeable. response:	I guess you were a Cel-Pager, not a Cel-7?
context: Pagers...\A system using EM waves to transmit messages to small receivers.\During the 1990s, they enjoyed enormous popularity.\The emergence of cellular phones rendered them obsolete.\Pagers?\I've never seen one!\You're very knowledgeable.\I guess you were a Cel-Pager, not a Cel-7? response:	It's written right there.
context: A system using EM waves to transmit messages to small receivers.\During the 1990s, they enjoyed enormous popularity.\The emergence of cellular phones rendered them obsolete.\Pagers?\I've never seen one!\You're very knowledgeable.\I guess you were a Cel-Pager, not a Cel-7?\It's written right there. response:	Why not read it yourself?
context: During the 1990s, they enjoyed enormous popularity.\The emergence of cellular phones rendered them obsolete.\Pagers?\I've never seen one!\You're very knowledgeable.\I guess you were a Cel-Pager, not a Cel-7?\It's written right there.\Why not read it yourself? response:	Lab Member 006, Urushibara Ruka!
context: The emergence of cellular phones rendered them obsolete.\Pagers?\I've never seen one!\You're very knowledgeable.\I guess you were a Cel-Pager, not a Cel-7?\It's written right there.\Why not read it yourself?\Lab Member 006, Urushibara Ruka! response:	It's time for your first mission.
context: Pagers?\I've never seen one!\You're very knowledgeable.\I guess you were a Cel-Pager, not a Cel-7?\It's written right there.\Why not read it yourself?\Lab Member 006, Urushibara Ruka!\It's time for your first mission. response:	Find out if your mother had a pager.
context: I've never seen one!\You're very knowledgeable.\I guess you were a Cel-Pager, not a Cel-7?\It's written right there.\Why not read it yourself?\Lab Member 006, Urushibara Ruka!\It's time for your first mission.\Find out if your mother had a pager. response:	And get that number!
context: You're very knowledgeable.\I guess you were a Cel-Pager, not a Cel-7?\It's written right there.\Why not read it yourself?\Lab Member 006, Urushibara Ruka!\It's time for your first mission.\Find out if your mother had a pager.\And get that number! response:	Y-Yes, sir!
context: I guess you were a Cel-Pager, not a Cel-7?\It's written right there.\Why not read it yourself?\Lab Member 006, Urushibara Ruka!\It's time for your first mission.\Find out if your mother had a pager.\And get that number!\Y-Yes, sir! response:	My mom had a pager!
context: It's written right there.\Why not read it yourself?\Lab Member 006, Urushibara Ruka!\It's time for your first mission.\Find out if your mother had a pager.\And get that number!\Y-Yes, sir!\My mom had a pager! response:	Here's the number.
context: Why not read it yourself?\Lab Member 006, Urushibara Ruka!\It's time for your first mission.\Find out if your mother had a pager.\And get that number!\Y-Yes, sir!\My mom had a pager!\Here's the number. response:	You did it!
context: Lab Member 006, Urushibara Ruka!\It's time for your first mission.\Find out if your mother had a pager.\And get that number!\Y-Yes, sir!\My mom had a pager!\Here's the number.\You did it! response:	You thought of what to write, right?
context: It's time for your first mission.\Find out if your mother had a pager.\And get that number!\Y-Yes, sir!\My mom had a pager!\Here's the number.\You did it!\You thought of what to write, right? response:	Yes!
context: Find out if your mother had a pager.\And get that number!\Y-Yes, sir!\My mom had a pager!\Here's the number.\You did it!\You thought of what to write, right?\Yes! response:	Eat vegetables for a healthy child.
context: And get that number!\Y-Yes, sir!\My mom had a pager!\Here's the number.\You did it!\You thought of what to write, right?\Yes!\Eat vegetables for a healthy child. response:	I heard you can only send eighteen hiragana...
context: Y-Yes, sir!\My mom had a pager!\Here's the number.\You did it!\You thought of what to write, right?\Yes!\Eat vegetables for a healthy child.\I heard you can only send eighteen hiragana... response:	You can only send numbers to a pager.
context: My mom had a pager!\Here's the number.\You did it!\You thought of what to write, right?\Yes!\Eat vegetables for a healthy child.\I heard you can only send eighteen hiragana...\You can only send numbers to a pager. response:	Transform these to numbers...
context: Here's the number.\You did it!\You thought of what to write, right?\Yes!\Eat vegetables for a healthy child.\I heard you can only send eighteen hiragana...\You can only send numbers to a pager.\Transform these to numbers... response:	One sec.
context: You did it!\You thought of what to write, right?\Yes!\Eat vegetables for a healthy child.\I heard you can only send eighteen hiragana...\You can only send numbers to a pager.\Transform these to numbers...\One sec. response:	You need two digits for voiced consonants.
context: You thought of what to write, right?\Yes!\Eat vegetables for a healthy child.\I heard you can only send eighteen hiragana...\You can only send numbers to a pager.\Transform these to numbers...\One sec.\You need two digits for voiced consonants. response:	What?
context: Yes!\Eat vegetables for a healthy child.\I heard you can only send eighteen hiragana...\You can only send numbers to a pager.\Transform these to numbers...\One sec.\You need two digits for voiced consonants.\What? response:	You can send a total of thirty-six English letters.
context: Eat vegetables for a healthy child.\I heard you can only send eighteen hiragana...\You can only send numbers to a pager.\Transform these to numbers...\One sec.\You need two digits for voiced consonants.\What?\You can send a total of thirty-six English letters. response:	That message puts you four characters over.
context: I heard you can only send eighteen hiragana...\You can only send numbers to a pager.\Transform these to numbers...\One sec.\You need two digits for voiced consonants.\What?\You can send a total of thirty-six English letters.\That message puts you four characters over. response:	Then...
context: You can only send numbers to a pager.\Transform these to numbers...\One sec.\You need two digits for voiced consonants.\What?\You can send a total of thirty-six English letters.\That message puts you four characters over.\Then... response:	Eat veggies for a healthy child.
context: Transform these to numbers...\One sec.\You need two digits for voiced consonants.\What?\You can send a total of thirty-six English letters.\That message puts you four characters over.\Then...\Eat veggies for a healthy child. response:	How about we turn this into numbers?
context: One sec.\You need two digits for voiced consonants.\What?\You can send a total of thirty-six English letters.\That message puts you four characters over.\Then...\Eat veggies for a healthy child.\How about we turn this into numbers? response:	Okay, starting it up.
context: You need two digits for voiced consonants.\What?\You can send a total of thirty-six English letters.\That message puts you four characters over.\Then...\Eat veggies for a healthy child.\How about we turn this into numbers?\Okay, starting it up. response:	All right.
context: What?\You can send a total of thirty-six English letters.\That message puts you four characters over.\Then...\Eat veggies for a healthy child.\How about we turn this into numbers?\Okay, starting it up.\All right. response:	Is this really okay?
context: You can send a total of thirty-six English letters.\That message puts you four characters over.\Then...\Eat veggies for a healthy child.\How about we turn this into numbers?\Okay, starting it up.\All right.\Is this really okay? response:	Don't worry about it.
context: That message puts you four characters over.\Then...\Eat veggies for a healthy child.\How about we turn this into numbers?\Okay, starting it up.\All right.\Is this really okay?\Don't worry about it. response:	My Reading Steiner activated!
context: Then...\Eat veggies for a healthy child.\How about we turn this into numbers?\Okay, starting it up.\All right.\Is this really okay?\Don't worry about it.\My Reading Steiner activated! response:	Which means...
context: Eat veggies for a healthy child.\How about we turn this into numbers?\Okay, starting it up.\All right.\Is this really okay?\Don't worry about it.\My Reading Steiner activated!\Which means... response:	I see... Some people are like that, huh?
context: How about we turn this into numbers?\Okay, starting it up.\All right.\Is this really okay?\Don't worry about it.\My Reading Steiner activated!\Which means...\I see... Some people are like that, huh? response:	Yes, it's cute!
context: Okay, starting it up.\All right.\Is this really okay?\Don't worry about it.\My Reading Steiner activated!\Which means...\I see... Some people are like that, huh?\Yes, it's cute! response:	Ruka-chan, I think you'd look great in something like this.
context: All right.\Is this really okay?\Don't worry about it.\My Reading Steiner activated!\Which means...\I see... Some people are like that, huh?\Yes, it's cute!\Ruka-chan, I think you'd look great in something like this. response:	Y-You think?
