context: Legend of the Big Fish response:	This is my fault. This is my fault.
context: I see. Good idea.\On the boat, Seishunmaru, that left Enoshima harbor\during this dangerous time,\are local students from Higashi High School...\This is becoming ridiculous.\Look!\What we're doing is crazy.\Prepare yourselves! response:	The world's eyes are on us now!
context: On the boat, Seishunmaru, that left Enoshima harbor\during this dangerous time,\are local students from Higashi High School...\This is becoming ridiculous.\Look!\What we're doing is crazy.\Prepare yourselves!\The world's eyes are on us now! response:	Hey, Yuki.
context: during this dangerous time,\are local students from Higashi High School...\This is becoming ridiculous.\Look!\What we're doing is crazy.\Prepare yourselves!\The world's eyes are on us now!\Hey, Yuki. response:	The world's eyes on us...
context: are local students from Higashi High School...\This is becoming ridiculous.\Look!\What we're doing is crazy.\Prepare yourselves!\The world's eyes are on us now!\Hey, Yuki.\The world's eyes on us... response:	Don't be scared, Yuki.
context: This is becoming ridiculous.\Look!\What we're doing is crazy.\Prepare yourselves!\The world's eyes are on us now!\Hey, Yuki.\The world's eyes on us...\Don't be scared, Yuki. response:	We're just fishing.
context: Look!\What we're doing is crazy.\Prepare yourselves!\The world's eyes are on us now!\Hey, Yuki.\The world's eyes on us...\Don't be scared, Yuki.\We're just fishing. response:	I mean, who cares
context: What we're doing is crazy.\Prepare yourselves!\The world's eyes are on us now!\Hey, Yuki.\The world's eyes on us...\Don't be scared, Yuki.\We're just fishing.\I mean, who cares response:	if this is the focus of the world?
context: Prepare yourselves!\The world's eyes are on us now!\Hey, Yuki.\The world's eyes on us...\Don't be scared, Yuki.\We're just fishing.\I mean, who cares\if this is the focus of the world? response:	You're right.
context: The world's eyes are on us now!\Hey, Yuki.\The world's eyes on us...\Don't be scared, Yuki.\We're just fishing.\I mean, who cares\if this is the focus of the world?\You're right. response:	It's a difficult position.
context: Hey, Yuki.\The world's eyes on us...\Don't be scared, Yuki.\We're just fishing.\I mean, who cares\if this is the focus of the world?\You're right.\It's a difficult position. response:	Do you think you can do it?
context: The world's eyes on us...\Don't be scared, Yuki.\We're just fishing.\I mean, who cares\if this is the focus of the world?\You're right.\It's a difficult position.\Do you think you can do it? response:	I'll get in it one try.
context: Don't be scared, Yuki.\We're just fishing.\I mean, who cares\if this is the focus of the world?\You're right.\It's a difficult position.\Do you think you can do it?\I'll get in it one try. response:	Do it.
context: We're just fishing.\I mean, who cares\if this is the focus of the world?\You're right.\It's a difficult position.\Do you think you can do it?\I'll get in it one try.\Do it. response:	Yuki, it's an underthrow.
context: I mean, who cares\if this is the focus of the world?\You're right.\It's a difficult position.\Do you think you can do it?\I'll get in it one try.\Do it.\Yuki, it's an underthrow. response:	I know.
context: if this is the focus of the world?\You're right.\It's a difficult position.\Do you think you can do it?\I'll get in it one try.\Do it.\Yuki, it's an underthrow.\I know. response:	I'll do it.
context: You're right.\It's a difficult position.\Do you think you can do it?\I'll get in it one try.\Do it.\Yuki, it's an underthrow.\I know.\I'll do it. response:	I'll get it in one try.
context: It's a difficult position.\Do you think you can do it?\I'll get in it one try.\Do it.\Yuki, it's an underthrow.\I know.\I'll do it.\I'll get it in one try. response:	Let's go!
context: Do you think you can do it?\I'll get in it one try.\Do it.\Yuki, it's an underthrow.\I know.\I'll do it.\I'll get it in one try.\Let's go! response:	Enoshima bowl!
context: I'll get in it one try.\Do it.\Yuki, it's an underthrow.\I know.\I'll do it.\I'll get it in one try.\Let's go!\Enoshima bowl! response:	No good!
context: Do it.\Yuki, it's an underthrow.\I know.\I'll do it.\I'll get it in one try.\Let's go!\Enoshima bowl!\No good! response:	It's too far! It's going to hit the ship!
context: Yuki, it's an underthrow.\I know.\I'll do it.\I'll get it in one try.\Let's go!\Enoshima bowl!\No good!\It's too far! It's going to hit the ship! response:	All right!
context: I know.\I'll do it.\I'll get it in one try.\Let's go!\Enoshima bowl!\No good!\It's too far! It's going to hit the ship!\All right! response:	One...
context: I'll do it.\I'll get it in one try.\Let's go!\Enoshima bowl!\No good!\It's too far! It's going to hit the ship!\All right!\One... response:	Amazing!
context: I'll get it in one try.\Let's go!\Enoshima bowl!\No good!\It's too far! It's going to hit the ship!\All right!\One...\Amazing! response:	Two...
context: Let's go!\Enoshima bowl!\No good!\It's too far! It's going to hit the ship!\All right!\One...\Amazing!\Two... response:	Three...
context: Enoshima bowl!\No good!\It's too far! It's going to hit the ship!\All right!\One...\Amazing!\Two...\Three... response:	Got him!
context: No good!\It's too far! It's going to hit the ship!\All right!\One...\Amazing!\Two...\Three...\Got him! response:	He's strong!
context: It's too far! It's going to hit the ship!\All right!\One...\Amazing!\Two...\Three...\Got him!\He's strong! response:	Akira!
context: All right!\One...\Amazing!\Two...\Three...\Got him!\He's strong!\Akira! response:	Don't worry! I'm watching!
context: One...\Amazing!\Two...\Three...\Got him!\He's strong!\Akira!\Don't worry! I'm watching! response:	This is an emergency broadcast from Enoshima.
context: Amazing!\Two...\Three...\Got him!\He's strong!\Akira!\Don't worry! I'm watching!\This is an emergency broadcast from Enoshima. response:	The unidentified boat that left Enoshima harbor has just...
context: Two...\Three...\Got him!\He's strong!\Akira!\Don't worry! I'm watching!\This is an emergency broadcast from Enoshima.\The unidentified boat that left Enoshima harbor has just... response:	Look.
context: Three...\Got him!\He's strong!\Akira!\Don't worry! I'm watching!\This is an emergency broadcast from Enoshima.\The unidentified boat that left Enoshima harbor has just...\Look. response:	They got it.
context: Got him!\He's strong!\Akira!\Don't worry! I'm watching!\This is an emergency broadcast from Enoshima.\The unidentified boat that left Enoshima harbor has just...\Look.\They got it. response:	They got a bite.
context: He's strong!\Akira!\Don't worry! I'm watching!\This is an emergency broadcast from Enoshima.\The unidentified boat that left Enoshima harbor has just...\Look.\They got it.\They got a bite. response:	That's it, fish him out!
context: Akira!\Don't worry! I'm watching!\This is an emergency broadcast from Enoshima.\The unidentified boat that left Enoshima harbor has just...\Look.\They got it.\They got a bite.\That's it, fish him out! response:	Fish him out!
context: Don't worry! I'm watching!\This is an emergency broadcast from Enoshima.\The unidentified boat that left Enoshima harbor has just...\Look.\They got it.\They got a bite.\That's it, fish him out!\Fish him out! response:	Fish him out!
context: This is an emergency broadcast from Enoshima.\The unidentified boat that left Enoshima harbor has just...\Look.\They got it.\They got a bite.\That's it, fish him out!\Fish him out!\Fish him out! response:	Onii-chan...
context: The unidentified boat that left Enoshima harbor has just...\Look.\They got it.\They got a bite.\That's it, fish him out!\Fish him out!\Fish him out!\Onii-chan... response:	Can they really catch JFX?
context: Look.\They got it.\They got a bite.\That's it, fish him out!\Fish him out!\Fish him out!\Onii-chan...\Can they really catch JFX? response:	Yamada...
context: They got it.\They got a bite.\That's it, fish him out!\Fish him out!\Fish him out!\Onii-chan...\Can they really catch JFX?\Yamada... response:	Yamada.
context: They got a bite.\That's it, fish him out!\Fish him out!\Fish him out!\Onii-chan...\Can they really catch JFX?\Yamada...\Yamada. response:	There is no time.
context: That's it, fish him out!\Fish him out!\Fish him out!\Onii-chan...\Can they really catch JFX?\Yamada...\Yamada.\There is no time. response:	Enoshima will soon be in the area of the typhoon.
context: Fish him out!\Fish him out!\Onii-chan...\Can they really catch JFX?\Yamada...\Yamada.\There is no time.\Enoshima will soon be in the area of the typhoon. response:	That's your time limit.
context: Fish him out!\Onii-chan...\Can they really catch JFX?\Yamada...\Yamada.\There is no time.\Enoshima will soon be in the area of the typhoon.\That's your time limit. response:	When that time comes,
context: Onii-chan...\Can they really catch JFX?\Yamada...\Yamada.\There is no time.\Enoshima will soon be in the area of the typhoon.\That's your time limit.\When that time comes, response:	we will strike the vessels with anti-ship missiles.
context: Can they really catch JFX?\Yamada...\Yamada.\There is no time.\Enoshima will soon be in the area of the typhoon.\That's your time limit.\When that time comes,\we will strike the vessels with anti-ship missiles. response:	No!
context: Yamada...\Yamada.\There is no time.\Enoshima will soon be in the area of the typhoon.\That's your time limit.\When that time comes,\we will strike the vessels with anti-ship missiles.\No! response:	Our comrades are on those ships!
context: Yamada.\There is no time.\Enoshima will soon be in the area of the typhoon.\That's your time limit.\When that time comes,\we will strike the vessels with anti-ship missiles.\No!\Our comrades are on those ships! response:	I know, but it's to prevent additional damage.
context: There is no time.\Enoshima will soon be in the area of the typhoon.\That's your time limit.\When that time comes,\we will strike the vessels with anti-ship missiles.\No!\Our comrades are on those ships!\I know, but it's to prevent additional damage. response:	If they fire more missiles,
context: Enoshima will soon be in the area of the typhoon.\That's your time limit.\When that time comes,\we will strike the vessels with anti-ship missiles.\No!\Our comrades are on those ships!\I know, but it's to prevent additional damage.\If they fire more missiles, response:	not only Enoshima, but people will be harmed.
context: That's your time limit.\When that time comes,\we will strike the vessels with anti-ship missiles.\No!\Our comrades are on those ships!\I know, but it's to prevent additional damage.\If they fire more missiles,\not only Enoshima, but people will be harmed. response:	But they are still our comrades!
context: When that time comes,\we will strike the vessels with anti-ship missiles.\No!\Our comrades are on those ships!\I know, but it's to prevent additional damage.\If they fire more missiles,\not only Enoshima, but people will be harmed.\But they are still our comrades! response:	We will fish up JFX without producing any human casualties!
context: we will strike the vessels with anti-ship missiles.\No!\Our comrades are on those ships!\I know, but it's to prevent additional damage.\If they fire more missiles,\not only Enoshima, but people will be harmed.\But they are still our comrades!\We will fish up JFX without producing any human casualties! response:	Yamada...
context: No!\Our comrades are on those ships!\I know, but it's to prevent additional damage.\If they fire more missiles,\not only Enoshima, but people will be harmed.\But they are still our comrades!\We will fish up JFX without producing any human casualties!\Yamada... response:	Yamada. Yamada!
context: Our comrades are on those ships!\I know, but it's to prevent additional damage.\If they fire more missiles,\not only Enoshima, but people will be harmed.\But they are still our comrades!\We will fish up JFX without producing any human casualties!\Yamada...\Yamada. Yamada! response:	Yamada, where are you?
context: I know, but it's to prevent additional damage.\If they fire more missiles,\not only Enoshima, but people will be harmed.\But they are still our comrades!\We will fish up JFX without producing any human casualties!\Yamada...\Yamada. Yamada!\Yamada, where are you? response:	You can do it! You're almost there!
context: If they fire more missiles,\not only Enoshima, but people will be harmed.\But they are still our comrades!\We will fish up JFX without producing any human casualties!\Yamada...\Yamada. Yamada!\Yamada, where are you?\You can do it! You're almost there! response:	He's close!
context: not only Enoshima, but people will be harmed.\But they are still our comrades!\We will fish up JFX without producing any human casualties!\Yamada...\Yamada. Yamada!\Yamada, where are you?\You can do it! You're almost there!\He's close! response:	It's no good! He's too close!
context: But they are still our comrades!\We will fish up JFX without producing any human casualties!\Yamada...\Yamada. Yamada!\Yamada, where are you?\You can do it! You're almost there!\He's close!\It's no good! He's too close! response:	Hurry, Yuki! Haru is...
context: We will fish up JFX without producing any human casualties!\Yamada...\Yamada. Yamada!\Yamada, where are you?\You can do it! You're almost there!\He's close!\It's no good! He's too close!\Hurry, Yuki! Haru is... response:	Enoshima has just entered the area of the typhoon.
context: Yamada...\Yamada. Yamada!\Yamada, where are you?\You can do it! You're almost there!\He's close!\It's no good! He's too close!\Hurry, Yuki! Haru is...\Enoshima has just entered the area of the typhoon. response:	With this development...
context: Yamada. Yamada!\Yamada, where are you?\You can do it! You're almost there!\He's close!\It's no good! He's too close!\Hurry, Yuki! Haru is...\Enoshima has just entered the area of the typhoon.\With this development... response:	Prepare to launch.
context: Yamada, where are you?\You can do it! You're almost there!\He's close!\It's no good! He's too close!\Hurry, Yuki! Haru is...\Enoshima has just entered the area of the typhoon.\With this development...\Prepare to launch. response:	What are you doing?
context: You can do it! You're almost there!\He's close!\It's no good! He's too close!\Hurry, Yuki! Haru is...\Enoshima has just entered the area of the typhoon.\With this development...\Prepare to launch.\What are you doing? response:	What are your orders?
context: He's close!\It's no good! He's too close!\Hurry, Yuki! Haru is...\Enoshima has just entered the area of the typhoon.\With this development...\Prepare to launch.\What are you doing?\What are your orders? response:	Yamada, can you hear me? Yamada!
context: It's no good! He's too close!\Hurry, Yuki! Haru is...\Enoshima has just entered the area of the typhoon.\With this development...\Prepare to launch.\What are you doing?\What are your orders?\Yamada, can you hear me? Yamada! response:	Yamada, answer me!
context: Hurry, Yuki! Haru is...\Enoshima has just entered the area of the typhoon.\With this development...\Prepare to launch.\What are you doing?\What are your orders?\Yamada, can you hear me? Yamada!\Yamada, answer me! response:	Duck!
context: Enoshima has just entered the area of the typhoon.\With this development...\Prepare to launch.\What are you doing?\What are your orders?\Yamada, can you hear me? Yamada!\Yamada, answer me!\Duck! response:	No!
context: With this development...\Prepare to launch.\What are you doing?\What are your orders?\Yamada, can you hear me? Yamada!\Yamada, answer me!\Duck!\No! response:	The lure!
context: Prepare to launch.\What are you doing?\What are your orders?\Yamada, can you hear me? Yamada!\Yamada, answer me!\Duck!\No!\The lure! response:	The waves are too high!
context: What are you doing?\What are your orders?\Yamada, can you hear me? Yamada!\Yamada, answer me!\Duck!\No!\The lure!\The waves are too high! response:	At this rate, the boat will sink!
context: What are your orders?\Yamada, can you hear me? Yamada!\Yamada, answer me!\Duck!\No!\The lure!\The waves are too high!\At this rate, the boat will sink! response:	What is that?
context: Yamada, can you hear me? Yamada!\Yamada, answer me!\Duck!\No!\The lure!\The waves are too high!\At this rate, the boat will sink!\What is that? response:	I can't...
context: Yamada, answer me!\Duck!\No!\The lure!\The waves are too high!\At this rate, the boat will sink!\What is that?\I can't... response:	I can't do it any more...
context: Duck!\No!\The lure!\The waves are too high!\At this rate, the boat will sink!\What is that?\I can't...\I can't do it any more... response:	Haru, no!
context: No!\The lure!\The waves are too high!\At this rate, the boat will sink!\What is that?\I can't...\I can't do it any more...\Haru, no! response:	Haru, what are you doing?
context: The lure!\The waves are too high!\At this rate, the boat will sink!\What is that?\I can't...\I can't do it any more...\Haru, no!\Haru, what are you doing? response:	It's okay.
context: The waves are too high!\At this rate, the boat will sink!\What is that?\I can't...\I can't do it any more...\Haru, no!\Haru, what are you doing?\It's okay. response:	I won't bother you any more.
context: At this rate, the boat will sink!\What is that?\I can't...\I can't do it any more...\Haru, no!\Haru, what are you doing?\It's okay.\I won't bother you any more. response:	I will lure him...
context: What is that?\I can't...\I can't do it any more...\Haru, no!\Haru, what are you doing?\It's okay.\I won't bother you any more.\I will lure him... response:	Don't do it, Haru.
context: I can't...\I can't do it any more...\Haru, no!\Haru, what are you doing?\It's okay.\I won't bother you any more.\I will lure him...\Don't do it, Haru. response:	I'll lure him far away.
context: I can't do it any more...\Haru, no!\Haru, what are you doing?\It's okay.\I won't bother you any more.\I will lure him...\Don't do it, Haru.\I'll lure him far away. response:	Don't do it, Haru!
context: Haru, no!\Haru, what are you doing?\It's okay.\I won't bother you any more.\I will lure him...\Don't do it, Haru.\I'll lure him far away.\Don't do it, Haru! response:	I can't. I'm at my limit.
context: Haru, what are you doing?\It's okay.\I won't bother you any more.\I will lure him...\Don't do it, Haru.\I'll lure him far away.\Don't do it, Haru!\I can't. I'm at my limit. response:	Everyone's in danger.
context: It's okay.\I won't bother you any more.\I will lure him...\Don't do it, Haru.\I'll lure him far away.\Don't do it, Haru!\I can't. I'm at my limit.\Everyone's in danger. response:	Natsumatsuri, natsumatsuri.
context: I won't bother you any more.\I will lure him...\Don't do it, Haru.\I'll lure him far away.\Don't do it, Haru!\I can't. I'm at my limit.\Everyone's in danger.\Natsumatsuri, natsumatsuri. response:	Hai yoisho!
context: I will lure him...\Don't do it, Haru.\I'll lure him far away.\Don't do it, Haru!\I can't. I'm at my limit.\Everyone's in danger.\Natsumatsuri, natsumatsuri.\Hai yoisho! response:	Haino, haino, haino...
context: Don't do it, Haru.\I'll lure him far away.\Don't do it, Haru!\I can't. I'm at my limit.\Everyone's in danger.\Natsumatsuri, natsumatsuri.\Hai yoisho!\Haino, haino, haino... response:	What's going on?
context: I'll lure him far away.\Don't do it, Haru!\I can't. I'm at my limit.\Everyone's in danger.\Natsumatsuri, natsumatsuri.\Hai yoisho!\Haino, haino, haino...\What's going on? response:	Otoko nara...
context: Don't do it, Haru!\I can't. I'm at my limit.\Everyone's in danger.\Natsumatsuri, natsumatsuri.\Hai yoisho!\Haino, haino, haino...\What's going on?\Otoko nara... response:	Haru, don't!
context: I can't. I'm at my limit.\Everyone's in danger.\Natsumatsuri, natsumatsuri.\Hai yoisho!\Haino, haino, haino...\What's going on?\Otoko nara...\Haru, don't! response:	I'll catch him!
context: Everyone's in danger.\Natsumatsuri, natsumatsuri.\Hai yoisho!\Haino, haino, haino...\What's going on?\Otoko nara...\Haru, don't!\I'll catch him! response:	I'll catch him, so you won't go...
context: Natsumatsuri, natsumatsuri.\Hai yoisho!\Haino, haino, haino...\What's going on?\Otoko nara...\Haru, don't!\I'll catch him!\I'll catch him, so you won't go... response:	Good bye, Yuki.
context: Hai yoisho!\Haino, haino, haino...\What's going on?\Otoko nara...\Haru, don't!\I'll catch him!\I'll catch him, so you won't go...\Good bye, Yuki. response:	Haru!
context: Haino, haino, haino...\What's going on?\Otoko nara...\Haru, don't!\I'll catch him!\I'll catch him, so you won't go...\Good bye, Yuki.\Haru! response:	Continued in 12
