context: My lady! response:	So what is the real reason the suspect threw the corpse into this swamp?
context: I want to know how you feel about this.\Do you really think a ghost or monster\named Steel Lady Nanase is really out there?\The college student's terrified face,\the tire tracks and the guardrail that was busted through,\and...\that eerie feeling I felt lingering in the air there... they were all real.\I do believe that the college student really saw something response:	that shouldn't have been there.
context: Do you really think a ghost or monster\named Steel Lady Nanase is really out there?\The college student's terrified face,\the tire tracks and the guardrail that was busted through,\and...\that eerie feeling I felt lingering in the air there... they were all real.\I do believe that the college student really saw something\that shouldn't have been there. response:	Police boxes around the city have had people claiming that they saw
context: named Steel Lady Nanase is really out there?\The college student's terrified face,\the tire tracks and the guardrail that was busted through,\and...\that eerie feeling I felt lingering in the air there... they were all real.\I do believe that the college student really saw something\that shouldn't have been there.\Police boxes around the city have had people claiming that they saw response:	or were nearly attacked by someone resembling Steel Lady Nanase.
context: The college student's terrified face,\the tire tracks and the guardrail that was busted through,\and...\that eerie feeling I felt lingering in the air there... they were all real.\I do believe that the college student really saw something\that shouldn't have been there.\Police boxes around the city have had people claiming that they saw\or were nearly attacked by someone resembling Steel Lady Nanase. response:	They're actually reporting it at police boxes?
context: the tire tracks and the guardrail that was busted through,\and...\that eerie feeling I felt lingering in the air there... they were all real.\I do believe that the college student really saw something\that shouldn't have been there.\Police boxes around the city have had people claiming that they saw\or were nearly attacked by someone resembling Steel Lady Nanase.\They're actually reporting it at police boxes? response:	The police there are shrugging it off by saying they were all just seeing things,
context: and...\that eerie feeling I felt lingering in the air there... they were all real.\I do believe that the college student really saw something\that shouldn't have been there.\Police boxes around the city have had people claiming that they saw\or were nearly attacked by someone resembling Steel Lady Nanase.\They're actually reporting it at police boxes?\The police there are shrugging it off by saying they were all just seeing things, response:	but ever since the middle of last month,
context: that eerie feeling I felt lingering in the air there... they were all real.\I do believe that the college student really saw something\that shouldn't have been there.\Police boxes around the city have had people claiming that they saw\or were nearly attacked by someone resembling Steel Lady Nanase.\They're actually reporting it at police boxes?\The police there are shrugging it off by saying they were all just seeing things,\but ever since the middle of last month, response:	cases involving random attacks
context: I do believe that the college student really saw something\that shouldn't have been there.\Police boxes around the city have had people claiming that they saw\or were nearly attacked by someone resembling Steel Lady Nanase.\They're actually reporting it at police boxes?\The police there are shrugging it off by saying they were all just seeing things,\but ever since the middle of last month,\cases involving random attacks response:	and assault attempts have been on the rise throughout the city.
context: that shouldn't have been there.\Police boxes around the city have had people claiming that they saw\or were nearly attacked by someone resembling Steel Lady Nanase.\They're actually reporting it at police boxes?\The police there are shrugging it off by saying they were all just seeing things,\but ever since the middle of last month,\cases involving random attacks\and assault attempts have been on the rise throughout the city. response:	Terada-san.
context: Police boxes around the city have had people claiming that they saw\or were nearly attacked by someone resembling Steel Lady Nanase.\They're actually reporting it at police boxes?\The police there are shrugging it off by saying they were all just seeing things,\but ever since the middle of last month,\cases involving random attacks\and assault attempts have been on the rise throughout the city.\Terada-san. response:	Do you honestly believe that Steel Lady Nanase
context: or were nearly attacked by someone resembling Steel Lady Nanase.\They're actually reporting it at police boxes?\The police there are shrugging it off by saying they were all just seeing things,\but ever since the middle of last month,\cases involving random attacks\and assault attempts have been on the rise throughout the city.\Terada-san.\Do you honestly believe that Steel Lady Nanase response:	actually exists and is attacking people?
context: They're actually reporting it at police boxes?\The police there are shrugging it off by saying they were all just seeing things,\but ever since the middle of last month,\cases involving random attacks\and assault attempts have been on the rise throughout the city.\Terada-san.\Do you honestly believe that Steel Lady Nanase\actually exists and is attacking people? response:	Hey, come on, now. Don't make me sound crazy.
context: The police there are shrugging it off by saying they were all just seeing things,\but ever since the middle of last month,\cases involving random attacks\and assault attempts have been on the rise throughout the city.\Terada-san.\Do you honestly believe that Steel Lady Nanase\actually exists and is attacking people?\Hey, come on, now. Don't make me sound crazy. response:	Of course I don't believe in ghosts.
context: but ever since the middle of last month,\cases involving random attacks\and assault attempts have been on the rise throughout the city.\Terada-san.\Do you honestly believe that Steel Lady Nanase\actually exists and is attacking people?\Hey, come on, now. Don't make me sound crazy.\Of course I don't believe in ghosts. response:	I'm sure this is the work of the living.
context: cases involving random attacks\and assault attempts have been on the rise throughout the city.\Terada-san.\Do you honestly believe that Steel Lady Nanase\actually exists and is attacking people?\Hey, come on, now. Don't make me sound crazy.\Of course I don't believe in ghosts.\I'm sure this is the work of the living. response:	If someone is truly appearing in various locations dressed like that,
context: and assault attempts have been on the rise throughout the city.\Terada-san.\Do you honestly believe that Steel Lady Nanase\actually exists and is attacking people?\Hey, come on, now. Don't make me sound crazy.\Of course I don't believe in ghosts.\I'm sure this is the work of the living.\If someone is truly appearing in various locations dressed like that, response:	it seems like a lot of trouble for a mere prankster or kidnapper to go through.
context: Terada-san.\Do you honestly believe that Steel Lady Nanase\actually exists and is attacking people?\Hey, come on, now. Don't make me sound crazy.\Of course I don't believe in ghosts.\I'm sure this is the work of the living.\If someone is truly appearing in various locations dressed like that,\it seems like a lot of trouble for a mere prankster or kidnapper to go through. response:	That's the part that bugs me, too.
context: Do you honestly believe that Steel Lady Nanase\actually exists and is attacking people?\Hey, come on, now. Don't make me sound crazy.\Of course I don't believe in ghosts.\I'm sure this is the work of the living.\If someone is truly appearing in various locations dressed like that,\it seems like a lot of trouble for a mere prankster or kidnapper to go through.\That's the part that bugs me, too. response:	If it's necessary at all to go through all that trouble,
context: actually exists and is attacking people?\Hey, come on, now. Don't make me sound crazy.\Of course I don't believe in ghosts.\I'm sure this is the work of the living.\If someone is truly appearing in various locations dressed like that,\it seems like a lot of trouble for a mere prankster or kidnapper to go through.\That's the part that bugs me, too.\If it's necessary at all to go through all that trouble, response:	there must be a significant reason or objective behind this.
context: Hey, come on, now. Don't make me sound crazy.\Of course I don't believe in ghosts.\I'm sure this is the work of the living.\If someone is truly appearing in various locations dressed like that,\it seems like a lot of trouble for a mere prankster or kidnapper to go through.\That's the part that bugs me, too.\If it's necessary at all to go through all that trouble,\there must be a significant reason or objective behind this. response:	Something that's not just a prank, but an actual crime.
context: Of course I don't believe in ghosts.\I'm sure this is the work of the living.\If someone is truly appearing in various locations dressed like that,\it seems like a lot of trouble for a mere prankster or kidnapper to go through.\That's the part that bugs me, too.\If it's necessary at all to go through all that trouble,\there must be a significant reason or objective behind this.\Something that's not just a prank, but an actual crime. response:	These reports started happening within the city over the past two weeks.
context: I'm sure this is the work of the living.\If someone is truly appearing in various locations dressed like that,\it seems like a lot of trouble for a mere prankster or kidnapper to go through.\That's the part that bugs me, too.\If it's necessary at all to go through all that trouble,\there must be a significant reason or objective behind this.\Something that's not just a prank, but an actual crime.\These reports started happening within the city over the past two weeks. response:	Do not use these relationship sites!
context: If someone is truly appearing in various locations dressed like that,\it seems like a lot of trouble for a mere prankster or kidnapper to go through.\That's the part that bugs me, too.\If it's necessary at all to go through all that trouble,\there must be a significant reason or objective behind this.\Something that's not just a prank, but an actual crime.\These reports started happening within the city over the past two weeks.\Do not use these relationship sites! response:	It could even be this man!!
context: it seems like a lot of trouble for a mere prankster or kidnapper to go through.\That's the part that bugs me, too.\If it's necessary at all to go through all that trouble,\there must be a significant reason or objective behind this.\Something that's not just a prank, but an actual crime.\These reports started happening within the city over the past two weeks.\Do not use these relationship sites!\It could even be this man!! response:	We're waiting for your help to protect this city Looking for police officers
context: That's the part that bugs me, too.\If it's necessary at all to go through all that trouble,\there must be a significant reason or objective behind this.\Something that's not just a prank, but an actual crime.\These reports started happening within the city over the past two weeks.\Do not use these relationship sites!\It could even be this man!!\We're waiting for your help to protect this city Looking for police officers response:	Let's all protect this city together
context: If it's necessary at all to go through all that trouble,\there must be a significant reason or objective behind this.\Something that's not just a prank, but an actual crime.\These reports started happening within the city over the past two weeks.\Do not use these relationship sites!\It could even be this man!!\We're waiting for your help to protect this city Looking for police officers\Let's all protect this city together response:	We started seeing more information on the Internet around then, too.
context: there must be a significant reason or objective behind this.\Something that's not just a prank, but an actual crime.\These reports started happening within the city over the past two weeks.\Do not use these relationship sites!\It could even be this man!!\We're waiting for your help to protect this city Looking for police officers\Let's all protect this city together\We started seeing more information on the Internet around then, too. response:	An accident occurred in which a college student crashed into the guardrail and plunged into the river.
context: Something that's not just a prank, but an actual crime.\These reports started happening within the city over the past two weeks.\Do not use these relationship sites!\It could even be this man!!\We're waiting for your help to protect this city Looking for police officers\Let's all protect this city together\We started seeing more information on the Internet around then, too.\An accident occurred in which a college student crashed into the guardrail and plunged into the river. response:	They've had from when the rumors started spreading until two weeks ago to prepare.
context: These reports started happening within the city over the past two weeks.\Do not use these relationship sites!\It could even be this man!!\We're waiting for your help to protect this city Looking for police officers\Let's all protect this city together\We started seeing more information on the Internet around then, too.\An accident occurred in which a college student crashed into the guardrail and plunged into the river.\They've had from when the rumors started spreading until two weeks ago to prepare. response:	And more recently, they finally started making their move.
context: Do not use these relationship sites!\It could even be this man!!\We're waiting for your help to protect this city Looking for police officers\Let's all protect this city together\We started seeing more information on the Internet around then, too.\An accident occurred in which a college student crashed into the guardrail and plunged into the river.\They've had from when the rumors started spreading until two weeks ago to prepare.\And more recently, they finally started making their move. response:	It looks bad for a police officer to take rumors like this seriously.
context: It could even be this man!!\We're waiting for your help to protect this city Looking for police officers\Let's all protect this city together\We started seeing more information on the Internet around then, too.\An accident occurred in which a college student crashed into the guardrail and plunged into the river.\They've had from when the rumors started spreading until two weeks ago to prepare.\And more recently, they finally started making their move.\It looks bad for a police officer to take rumors like this seriously. response:	But there's definitely something.
context: We're waiting for your help to protect this city Looking for police officers\Let's all protect this city together\We started seeing more information on the Internet around then, too.\An accident occurred in which a college student crashed into the guardrail and plunged into the river.\They've had from when the rumors started spreading until two weeks ago to prepare.\And more recently, they finally started making their move.\It looks bad for a police officer to take rumors like this seriously.\But there's definitely something. response:	Right now, the suburbs are a hotbed for organized crime.
context: Let's all protect this city together\We started seeing more information on the Internet around then, too.\An accident occurred in which a college student crashed into the guardrail and plunged into the river.\They've had from when the rumors started spreading until two weeks ago to prepare.\And more recently, they finally started making their move.\It looks bad for a police officer to take rumors like this seriously.\But there's definitely something.\Right now, the suburbs are a hotbed for organized crime. response:	Meaning someone should definitely keep an eye out.
context: We started seeing more information on the Internet around then, too.\An accident occurred in which a college student crashed into the guardrail and plunged into the river.\They've had from when the rumors started spreading until two weeks ago to prepare.\And more recently, they finally started making their move.\It looks bad for a police officer to take rumors like this seriously.\But there's definitely something.\Right now, the suburbs are a hotbed for organized crime.\Meaning someone should definitely keep an eye out. response:	Terada-san believes the emergence of Steel Lady Nanase
context: An accident occurred in which a college student crashed into the guardrail and plunged into the river.\They've had from when the rumors started spreading until two weeks ago to prepare.\And more recently, they finally started making their move.\It looks bad for a police officer to take rumors like this seriously.\But there's definitely something.\Right now, the suburbs are a hotbed for organized crime.\Meaning someone should definitely keep an eye out.\Terada-san believes the emergence of Steel Lady Nanase response:	is foreshadowing a much bigger crime.
context: They've had from when the rumors started spreading until two weeks ago to prepare.\And more recently, they finally started making their move.\It looks bad for a police officer to take rumors like this seriously.\But there's definitely something.\Right now, the suburbs are a hotbed for organized crime.\Meaning someone should definitely keep an eye out.\Terada-san believes the emergence of Steel Lady Nanase\is foreshadowing a much bigger crime. response:	But...
context: And more recently, they finally started making their move.\It looks bad for a police officer to take rumors like this seriously.\But there's definitely something.\Right now, the suburbs are a hotbed for organized crime.\Meaning someone should definitely keep an eye out.\Terada-san believes the emergence of Steel Lady Nanase\is foreshadowing a much bigger crime.\But... response:	Steel Lady Nanase is definitely real.
context: It looks bad for a police officer to take rumors like this seriously.\But there's definitely something.\Right now, the suburbs are a hotbed for organized crime.\Meaning someone should definitely keep an eye out.\Terada-san believes the emergence of Steel Lady Nanase\is foreshadowing a much bigger crime.\But...\Steel Lady Nanase is definitely real. response:	She's a real ghost that has nothing to do with some other crime or plot.
context: But there's definitely something.\Right now, the suburbs are a hotbed for organized crime.\Meaning someone should definitely keep an eye out.\Terada-san believes the emergence of Steel Lady Nanase\is foreshadowing a much bigger crime.\But...\Steel Lady Nanase is definitely real.\She's a real ghost that has nothing to do with some other crime or plot. response:	No matter what may happen in the future,
context: Right now, the suburbs are a hotbed for organized crime.\Meaning someone should definitely keep an eye out.\Terada-san believes the emergence of Steel Lady Nanase\is foreshadowing a much bigger crime.\But...\Steel Lady Nanase is definitely real.\She's a real ghost that has nothing to do with some other crime or plot.\No matter what may happen in the future, response:	the police won't be able to deal with her.
context: Meaning someone should definitely keep an eye out.\Terada-san believes the emergence of Steel Lady Nanase\is foreshadowing a much bigger crime.\But...\Steel Lady Nanase is definitely real.\She's a real ghost that has nothing to do with some other crime or plot.\No matter what may happen in the future,\the police won't be able to deal with her. response:	It'd be great if you'd be willing to help out.
context: Terada-san believes the emergence of Steel Lady Nanase\is foreshadowing a much bigger crime.\But...\Steel Lady Nanase is definitely real.\She's a real ghost that has nothing to do with some other crime or plot.\No matter what may happen in the future,\the police won't be able to deal with her.\It'd be great if you'd be willing to help out. response:	Terada-san.
context: is foreshadowing a much bigger crime.\But...\Steel Lady Nanase is definitely real.\She's a real ghost that has nothing to do with some other crime or plot.\No matter what may happen in the future,\the police won't be able to deal with her.\It'd be great if you'd be willing to help out.\Terada-san. response:	Please just remember this.
context: But...\Steel Lady Nanase is definitely real.\She's a real ghost that has nothing to do with some other crime or plot.\No matter what may happen in the future,\the police won't be able to deal with her.\It'd be great if you'd be willing to help out.\Terada-san.\Please just remember this. response:	There is a possibility that yokai and ghosts actually exist in this world.
context: Steel Lady Nanase is definitely real.\She's a real ghost that has nothing to do with some other crime or plot.\No matter what may happen in the future,\the police won't be able to deal with her.\It'd be great if you'd be willing to help out.\Terada-san.\Please just remember this.\There is a possibility that yokai and ghosts actually exist in this world. response:	Really, Yumihara? You believe in stuff like that?
context: She's a real ghost that has nothing to do with some other crime or plot.\No matter what may happen in the future,\the police won't be able to deal with her.\It'd be great if you'd be willing to help out.\Terada-san.\Please just remember this.\There is a possibility that yokai and ghosts actually exist in this world.\Really, Yumihara? You believe in stuff like that? response:	I haven't seen any ghosts,
context: No matter what may happen in the future,\the police won't be able to deal with her.\It'd be great if you'd be willing to help out.\Terada-san.\Please just remember this.\There is a possibility that yokai and ghosts actually exist in this world.\Really, Yumihara? You believe in stuff like that?\I haven't seen any ghosts, response:	but I have seen yokai before.
context: the police won't be able to deal with her.\It'd be great if you'd be willing to help out.\Terada-san.\Please just remember this.\There is a possibility that yokai and ghosts actually exist in this world.\Really, Yumihara? You believe in stuff like that?\I haven't seen any ghosts,\but I have seen yokai before. response:	What are you talking about?
context: It'd be great if you'd be willing to help out.\Terada-san.\Please just remember this.\There is a possibility that yokai and ghosts actually exist in this world.\Really, Yumihara? You believe in stuff like that?\I haven't seen any ghosts,\but I have seen yokai before.\What are you talking about? response:	If you don't believe it's possible that there are beings
context: Terada-san.\Please just remember this.\There is a possibility that yokai and ghosts actually exist in this world.\Really, Yumihara? You believe in stuff like that?\I haven't seen any ghosts,\but I have seen yokai before.\What are you talking about?\If you don't believe it's possible that there are beings response:	that surpass all logic and reasoning in this world,
context: Please just remember this.\There is a possibility that yokai and ghosts actually exist in this world.\Really, Yumihara? You believe in stuff like that?\I haven't seen any ghosts,\but I have seen yokai before.\What are you talking about?\If you don't believe it's possible that there are beings\that surpass all logic and reasoning in this world, response:	you're going to be blindsided one day.
context: There is a possibility that yokai and ghosts actually exist in this world.\Really, Yumihara? You believe in stuff like that?\I haven't seen any ghosts,\but I have seen yokai before.\What are you talking about?\If you don't believe it's possible that there are beings\that surpass all logic and reasoning in this world,\you're going to be blindsided one day. response:	Right...
context: Really, Yumihara? You believe in stuff like that?\I haven't seen any ghosts,\but I have seen yokai before.\What are you talking about?\If you don't believe it's possible that there are beings\that surpass all logic and reasoning in this world,\you're going to be blindsided one day.\Right... response:	I'm sure there's no point in saying any of this.
context: I haven't seen any ghosts,\but I have seen yokai before.\What are you talking about?\If you don't believe it's possible that there are beings\that surpass all logic and reasoning in this world,\you're going to be blindsided one day.\Right...\I'm sure there's no point in saying any of this. response:	Because I didn't believe that was the case,
context: but I have seen yokai before.\What are you talking about?\If you don't believe it's possible that there are beings\that surpass all logic and reasoning in this world,\you're going to be blindsided one day.\Right...\I'm sure there's no point in saying any of this.\Because I didn't believe that was the case, response:	I ended up having to break up with my ex.
context: What are you talking about?\If you don't believe it's possible that there are beings\that surpass all logic and reasoning in this world,\you're going to be blindsided one day.\Right...\I'm sure there's no point in saying any of this.\Because I didn't believe that was the case,\I ended up having to break up with my ex. response:	Oh, uh... So was your ex a yokai or a ghost?
context: If you don't believe it's possible that there are beings\that surpass all logic and reasoning in this world,\you're going to be blindsided one day.\Right...\I'm sure there's no point in saying any of this.\Because I didn't believe that was the case,\I ended up having to break up with my ex.\Oh, uh... So was your ex a yokai or a ghost? response:	Excuse me.
context: that surpass all logic and reasoning in this world,\you're going to be blindsided one day.\Right...\I'm sure there's no point in saying any of this.\Because I didn't believe that was the case,\I ended up having to break up with my ex.\Oh, uh... So was your ex a yokai or a ghost?\Excuse me. response:	Hey, Yumihara!
context: you're going to be blindsided one day.\Right...\I'm sure there's no point in saying any of this.\Because I didn't believe that was the case,\I ended up having to break up with my ex.\Oh, uh... So was your ex a yokai or a ghost?\Excuse me.\Hey, Yumihara! response:	I guess you really do feel sick after eating meat.
context: Right...\I'm sure there's no point in saying any of this.\Because I didn't believe that was the case,\I ended up having to break up with my ex.\Oh, uh... So was your ex a yokai or a ghost?\Excuse me.\Hey, Yumihara!\I guess you really do feel sick after eating meat. response:	Want me to bring you some water?
context: I'm sure there's no point in saying any of this.\Because I didn't believe that was the case,\I ended up having to break up with my ex.\Oh, uh... So was your ex a yokai or a ghost?\Excuse me.\Hey, Yumihara!\I guess you really do feel sick after eating meat.\Want me to bring you some water? response:	No, I'm fine, thank you.
context: Because I didn't believe that was the case,\I ended up having to break up with my ex.\Oh, uh... So was your ex a yokai or a ghost?\Excuse me.\Hey, Yumihara!\I guess you really do feel sick after eating meat.\Want me to bring you some water?\No, I'm fine, thank you. response:	As I was saying, Terada-san,
context: I ended up having to break up with my ex.\Oh, uh... So was your ex a yokai or a ghost?\Excuse me.\Hey, Yumihara!\I guess you really do feel sick after eating meat.\Want me to bring you some water?\No, I'm fine, thank you.\As I was saying, Terada-san, response:	there are beings that surpass our logic and reasoning.
context: Oh, uh... So was your ex a yokai or a ghost?\Excuse me.\Hey, Yumihara!\I guess you really do feel sick after eating meat.\Want me to bring you some water?\No, I'm fine, thank you.\As I was saying, Terada-san,\there are beings that surpass our logic and reasoning. response:	Please, just be careful.
context: Excuse me.\Hey, Yumihara!\I guess you really do feel sick after eating meat.\Want me to bring you some water?\No, I'm fine, thank you.\As I was saying, Terada-san,\there are beings that surpass our logic and reasoning.\Please, just be careful. response:	All right, I got it.
context: Hey, Yumihara!\I guess you really do feel sick after eating meat.\Want me to bring you some water?\No, I'm fine, thank you.\As I was saying, Terada-san,\there are beings that surpass our logic and reasoning.\Please, just be careful.\All right, I got it. response:	At least, I get the fact that you were in a complicated relationship.
context: I guess you really do feel sick after eating meat.\Want me to bring you some water?\No, I'm fine, thank you.\As I was saying, Terada-san,\there are beings that surpass our logic and reasoning.\Please, just be careful.\All right, I got it.\At least, I get the fact that you were in a complicated relationship. response:	Um... It just ended up complicated.
context: Want me to bring you some water?\No, I'm fine, thank you.\As I was saying, Terada-san,\there are beings that surpass our logic and reasoning.\Please, just be careful.\All right, I got it.\At least, I get the fact that you were in a complicated relationship.\Um... It just ended up complicated. response:	Well, see you later. I'm counting on you.
context: No, I'm fine, thank you.\As I was saying, Terada-san,\there are beings that surpass our logic and reasoning.\Please, just be careful.\All right, I got it.\At least, I get the fact that you were in a complicated relationship.\Um... It just ended up complicated.\Well, see you later. I'm counting on you. response:	Kuro-kun!
context: As I was saying, Terada-san,\there are beings that surpass our logic and reasoning.\Please, just be careful.\All right, I got it.\At least, I get the fact that you were in a complicated relationship.\Um... It just ended up complicated.\Well, see you later. I'm counting on you.\Kuro-kun! response:	Humans are so terrifying...
context: there are beings that surpass our logic and reasoning.\Please, just be careful.\All right, I got it.\At least, I get the fact that you were in a complicated relationship.\Um... It just ended up complicated.\Well, see you later. I'm counting on you.\Kuro-kun!\Humans are so terrifying... response:	You will consume anything and are willing to mix with anything.
context: Please, just be careful.\All right, I got it.\At least, I get the fact that you were in a complicated relationship.\Um... It just ended up complicated.\Well, see you later. I'm counting on you.\Kuro-kun!\Humans are so terrifying...\You will consume anything and are willing to mix with anything. response:	They create monsters like you...
context: All right, I got it.\At least, I get the fact that you were in a complicated relationship.\Um... It just ended up complicated.\Well, see you later. I'm counting on you.\Kuro-kun!\Humans are so terrifying...\You will consume anything and are willing to mix with anything.\They create monsters like you... response:	How terrifying!
context: At least, I get the fact that you were in a complicated relationship.\Um... It just ended up complicated.\Well, see you later. I'm counting on you.\Kuro-kun!\Humans are so terrifying...\You will consume anything and are willing to mix with anything.\They create monsters like you...\How terrifying! response:	That monster happened to be my fiance,
context: Um... It just ended up complicated.\Well, see you later. I'm counting on you.\Kuro-kun!\Humans are so terrifying...\You will consume anything and are willing to mix with anything.\They create monsters like you...\How terrifying!\That monster happened to be my fiance, response:	and there'd come a day when I'd seriously have to consider how I could stay with him.
context: Well, see you later. I'm counting on you.\Kuro-kun!\Humans are so terrifying...\You will consume anything and are willing to mix with anything.\They create monsters like you...\How terrifying!\That monster happened to be my fiance,\and there'd come a day when I'd seriously have to consider how I could stay with him. response:	Kuro-kun?
context: Kuro-kun!\Humans are so terrifying...\You will consume anything and are willing to mix with anything.\They create monsters like you...\How terrifying!\That monster happened to be my fiance,\and there'd come a day when I'd seriously have to consider how I could stay with him.\Kuro-kun? response:	Saki-san.
context: Humans are so terrifying...\You will consume anything and are willing to mix with anything.\They create monsters like you...\How terrifying!\That monster happened to be my fiance,\and there'd come a day when I'd seriously have to consider how I could stay with him.\Kuro-kun?\Saki-san. response:	How could I ever have imagined it?
context: You will consume anything and are willing to mix with anything.\They create monsters like you...\How terrifying!\That monster happened to be my fiance,\and there'd come a day when I'd seriously have to consider how I could stay with him.\Kuro-kun?\Saki-san.\How could I ever have imagined it? response:	Ever since that day,
context: They create monsters like you...\How terrifying!\That monster happened to be my fiance,\and there'd come a day when I'd seriously have to consider how I could stay with him.\Kuro-kun?\Saki-san.\How could I ever have imagined it?\Ever since that day, response:	the world that I once believed in became warped,
context: How terrifying!\That monster happened to be my fiance,\and there'd come a day when I'd seriously have to consider how I could stay with him.\Kuro-kun?\Saki-san.\How could I ever have imagined it?\Ever since that day,\the world that I once believed in became warped, response:	and the more I lived my life in fear,
context: That monster happened to be my fiance,\and there'd come a day when I'd seriously have to consider how I could stay with him.\Kuro-kun?\Saki-san.\How could I ever have imagined it?\Ever since that day,\the world that I once believed in became warped,\and the more I lived my life in fear, response:	the more I sensed the presence of those creatures.
context: and there'd come a day when I'd seriously have to consider how I could stay with him.\Kuro-kun?\Saki-san.\How could I ever have imagined it?\Ever since that day,\the world that I once believed in became warped,\and the more I lived my life in fear,\the more I sensed the presence of those creatures. response:	I wonder how long this life of gloom and doom is going to continue.
context: Kuro-kun?\Saki-san.\How could I ever have imagined it?\Ever since that day,\the world that I once believed in became warped,\and the more I lived my life in fear,\the more I sensed the presence of those creatures.\I wonder how long this life of gloom and doom is going to continue. response:	Even this hill that I climb every day makes me worry.
context: Saki-san.\How could I ever have imagined it?\Ever since that day,\the world that I once believed in became warped,\and the more I lived my life in fear,\the more I sensed the presence of those creatures.\I wonder how long this life of gloom and doom is going to continue.\Even this hill that I climb every day makes me worry. response:	Whoa... Whoa, whoa, whoa!
context: How could I ever have imagined it?\Ever since that day,\the world that I once believed in became warped,\and the more I lived my life in fear,\the more I sensed the presence of those creatures.\I wonder how long this life of gloom and doom is going to continue.\Even this hill that I climb every day makes me worry.\Whoa... Whoa, whoa, whoa! response:	A girl?
context: Ever since that day,\the world that I once believed in became warped,\and the more I lived my life in fear,\the more I sensed the presence of those creatures.\I wonder how long this life of gloom and doom is going to continue.\Even this hill that I climb every day makes me worry.\Whoa... Whoa, whoa, whoa!\A girl? response:	Are you all right?
context: the world that I once believed in became warped,\and the more I lived my life in fear,\the more I sensed the presence of those creatures.\I wonder how long this life of gloom and doom is going to continue.\Even this hill that I climb every day makes me worry.\Whoa... Whoa, whoa, whoa!\A girl?\Are you all right? response:	Yes.
context: and the more I lived my life in fear,\the more I sensed the presence of those creatures.\I wonder how long this life of gloom and doom is going to continue.\Even this hill that I climb every day makes me worry.\Whoa... Whoa, whoa, whoa!\A girl?\Are you all right?\Yes. response:	This is nothing compared to being deflowered.
context: the more I sensed the presence of those creatures.\I wonder how long this life of gloom and doom is going to continue.\Even this hill that I climb every day makes me worry.\Whoa... Whoa, whoa, whoa!\A girl?\Are you all right?\Yes.\This is nothing compared to being deflowered. response:	Why in the world would you bring up such a graphic example at a time like this?!
context: I wonder how long this life of gloom and doom is going to continue.\Even this hill that I climb every day makes me worry.\Whoa... Whoa, whoa, whoa!\A girl?\Are you all right?\Yes.\This is nothing compared to being deflowered.\Why in the world would you bring up such a graphic example at a time like this?! response:	Well, I mean...
context: Even this hill that I climb every day makes me worry.\Whoa... Whoa, whoa, whoa!\A girl?\Are you all right?\Yes.\This is nothing compared to being deflowered.\Why in the world would you bring up such a graphic example at a time like this?!\Well, I mean... response:	It was the most painful experience of my life. Can you blame me?
context: Whoa... Whoa, whoa, whoa!\A girl?\Are you all right?\Yes.\This is nothing compared to being deflowered.\Why in the world would you bring up such a graphic example at a time like this?!\Well, I mean...\It was the most painful experience of my life. Can you blame me? response:	Upsy-daisy.
context: A girl?\Are you all right?\Yes.\This is nothing compared to being deflowered.\Why in the world would you bring up such a graphic example at a time like this?!\Well, I mean...\It was the most painful experience of my life. Can you blame me?\Upsy-daisy. response:	Kids these days sure come up with some bizarre jokes.
context: Are you all right?\Yes.\This is nothing compared to being deflowered.\Why in the world would you bring up such a graphic example at a time like this?!\Well, I mean...\It was the most painful experience of my life. Can you blame me?\Upsy-daisy.\Kids these days sure come up with some bizarre jokes. response:	Is she actually a child? Wait, just how old is she?
context: Yes.\This is nothing compared to being deflowered.\Why in the world would you bring up such a graphic example at a time like this?!\Well, I mean...\It was the most painful experience of my life. Can you blame me?\Upsy-daisy.\Kids these days sure come up with some bizarre jokes.\Is she actually a child? Wait, just how old is she? response:	I'm not sure who you are, but thank you very much.
context: This is nothing compared to being deflowered.\Why in the world would you bring up such a graphic example at a time like this?!\Well, I mean...\It was the most painful experience of my life. Can you blame me?\Upsy-daisy.\Kids these days sure come up with some bizarre jokes.\Is she actually a child? Wait, just how old is she?\I'm not sure who you are, but thank you very much. response:	She's rather petite and cute.
context: Why in the world would you bring up such a graphic example at a time like this?!\Well, I mean...\It was the most painful experience of my life. Can you blame me?\Upsy-daisy.\Kids these days sure come up with some bizarre jokes.\Is she actually a child? Wait, just how old is she?\I'm not sure who you are, but thank you very much.\She's rather petite and cute. response:	But...
context: Well, I mean...\It was the most painful experience of my life. Can you blame me?\Upsy-daisy.\Kids these days sure come up with some bizarre jokes.\Is she actually a child? Wait, just how old is she?\I'm not sure who you are, but thank you very much.\She's rather petite and cute.\But... response:	What's this strange presence I sense from her?
context: It was the most painful experience of my life. Can you blame me?\Upsy-daisy.\Kids these days sure come up with some bizarre jokes.\Is she actually a child? Wait, just how old is she?\I'm not sure who you are, but thank you very much.\She's rather petite and cute.\But...\What's this strange presence I sense from her? response:	I realize that you were kind enough to save me,
context: Upsy-daisy.\Kids these days sure come up with some bizarre jokes.\Is she actually a child? Wait, just how old is she?\I'm not sure who you are, but thank you very much.\She's rather petite and cute.\But...\What's this strange presence I sense from her?\I realize that you were kind enough to save me, response:	but please take my advice and run away.
