context: Sakaguchi Ango response:	Sakaguchi Ango.
context: For crying out loud...\Apparently all of my subordinates must think that beating our enemy\to death is the only thing the mafia does.\At this rate, Odasaku might figure this all out on his own.\I know that man, as well.\Though he is part of the mafia, he lacks the guts to kill a person.\I can't see him associating with you at all, Dazai-san.\You've made two mistakes. response:	Guts have nothing to do with being able to associate with someone or not.
context: Apparently all of my subordinates must think that beating our enemy\to death is the only thing the mafia does.\At this rate, Odasaku might figure this all out on his own.\I know that man, as well.\Though he is part of the mafia, he lacks the guts to kill a person.\I can't see him associating with you at all, Dazai-san.\You've made two mistakes.\Guts have nothing to do with being able to associate with someone or not. response:	The other is a warning.
context: to death is the only thing the mafia does.\At this rate, Odasaku might figure this all out on his own.\I know that man, as well.\Though he is part of the mafia, he lacks the guts to kill a person.\I can't see him associating with you at all, Dazai-san.\You've made two mistakes.\Guts have nothing to do with being able to associate with someone or not.\The other is a warning. response:	You'd be better off not angering Odasaku...
context: At this rate, Odasaku might figure this all out on his own.\I know that man, as well.\Though he is part of the mafia, he lacks the guts to kill a person.\I can't see him associating with you at all, Dazai-san.\You've made two mistakes.\Guts have nothing to do with being able to associate with someone or not.\The other is a warning.\You'd be better off not angering Odasaku... response:	Ever.
context: I know that man, as well.\Though he is part of the mafia, he lacks the guts to kill a person.\I can't see him associating with you at all, Dazai-san.\You've made two mistakes.\Guts have nothing to do with being able to associate with someone or not.\The other is a warning.\You'd be better off not angering Odasaku...\Ever. response:	If he were to truly become angry from the bottom of his heart,
context: Though he is part of the mafia, he lacks the guts to kill a person.\I can't see him associating with you at all, Dazai-san.\You've made two mistakes.\Guts have nothing to do with being able to associate with someone or not.\The other is a warning.\You'd be better off not angering Odasaku...\Ever.\If he were to truly become angry from the bottom of his heart, response:	everyone in this room
context: I can't see him associating with you at all, Dazai-san.\You've made two mistakes.\Guts have nothing to do with being able to associate with someone or not.\The other is a warning.\You'd be better off not angering Odasaku...\Ever.\If he were to truly become angry from the bottom of his heart,\everyone in this room response:	would be dead before any of us could draw our guns.
context: You've made two mistakes.\Guts have nothing to do with being able to associate with someone or not.\The other is a warning.\You'd be better off not angering Odasaku...\Ever.\If he were to truly become angry from the bottom of his heart,\everyone in this room\would be dead before any of us could draw our guns. response:	When Odasaku isn't holding back,
context: Guts have nothing to do with being able to associate with someone or not.\The other is a warning.\You'd be better off not angering Odasaku...\Ever.\If he were to truly become angry from the bottom of his heart,\everyone in this room\would be dead before any of us could draw our guns.\When Odasaku isn't holding back, response:	he's more terrifying than any Port Mafia member.
context: The other is a warning.\You'd be better off not angering Odasaku...\Ever.\If he were to truly become angry from the bottom of his heart,\everyone in this room\would be dead before any of us could draw our guns.\When Odasaku isn't holding back,\he's more terrifying than any Port Mafia member. response:	Akutagawa-kun, you could never defeat Odasaku in a hundred years.
context: You'd be better off not angering Odasaku...\Ever.\If he were to truly become angry from the bottom of his heart,\everyone in this room\would be dead before any of us could draw our guns.\When Odasaku isn't holding back,\he's more terrifying than any Port Mafia member.\Akutagawa-kun, you could never defeat Odasaku in a hundred years. response:	No... That's impossible...
context: Ever.\If he were to truly become angry from the bottom of his heart,\everyone in this room\would be dead before any of us could draw our guns.\When Odasaku isn't holding back,\he's more terrifying than any Port Mafia member.\Akutagawa-kun, you could never defeat Odasaku in a hundred years.\No... That's impossible... response:	Dazai-san, who do you think
context: If he were to truly become angry from the bottom of his heart,\everyone in this room\would be dead before any of us could draw our guns.\When Odasaku isn't holding back,\he's more terrifying than any Port Mafia member.\Akutagawa-kun, you could never defeat Odasaku in a hundred years.\No... That's impossible...\Dazai-san, who do you think response:	All right, back to work.
context: everyone in this room\would be dead before any of us could draw our guns.\When Odasaku isn't holding back,\he's more terrifying than any Port Mafia member.\Akutagawa-kun, you could never defeat Odasaku in a hundred years.\No... That's impossible...\Dazai-san, who do you think\All right, back to work. response:	I know the enemy's trouble, but we need to hurry up and take care of this.
context: would be dead before any of us could draw our guns.\When Odasaku isn't holding back,\he's more terrifying than any Port Mafia member.\Akutagawa-kun, you could never defeat Odasaku in a hundred years.\No... That's impossible...\Dazai-san, who do you think\All right, back to work.\I know the enemy's trouble, but we need to hurry up and take care of this. response:	Or the Supernatural Special Operations Division will show up and cause even more trouble.
context: When Odasaku isn't holding back,\he's more terrifying than any Port Mafia member.\Akutagawa-kun, you could never defeat Odasaku in a hundred years.\No... That's impossible...\Dazai-san, who do you think\All right, back to work.\I know the enemy's trouble, but we need to hurry up and take care of this.\Or the Supernatural Special Operations Division will show up and cause even more trouble. response:	This is Oda.
context: he's more terrifying than any Port Mafia member.\Akutagawa-kun, you could never defeat Odasaku in a hundred years.\No... That's impossible...\Dazai-san, who do you think\All right, back to work.\I know the enemy's trouble, but we need to hurry up and take care of this.\Or the Supernatural Special Operations Division will show up and cause even more trouble.\This is Oda. response:	Hey, Odasaku. I found a clue.
context: Akutagawa-kun, you could never defeat Odasaku in a hundred years.\No... That's impossible...\Dazai-san, who do you think\All right, back to work.\I know the enemy's trouble, but we need to hurry up and take care of this.\Or the Supernatural Special Operations Division will show up and cause even more trouble.\This is Oda.\Hey, Odasaku. I found a clue. response:	Would you head over to the place I'm about to tell you?
context: No... That's impossible...\Dazai-san, who do you think\All right, back to work.\I know the enemy's trouble, but we need to hurry up and take care of this.\Or the Supernatural Special Operations Division will show up and cause even more trouble.\This is Oda.\Hey, Odasaku. I found a clue.\Would you head over to the place I'm about to tell you? response:	You discovered the enemy's hideout?
context: Dazai-san, who do you think\All right, back to work.\I know the enemy's trouble, but we need to hurry up and take care of this.\Or the Supernatural Special Operations Division will show up and cause even more trouble.\This is Oda.\Hey, Odasaku. I found a clue.\Would you head over to the place I'm about to tell you?\You discovered the enemy's hideout? response:	Yup.
context: All right, back to work.\I know the enemy's trouble, but we need to hurry up and take care of this.\Or the Supernatural Special Operations Division will show up and cause even more trouble.\This is Oda.\Hey, Odasaku. I found a clue.\Would you head over to the place I'm about to tell you?\You discovered the enemy's hideout?\Yup. response:	Did their soldiers tell you?
context: I know the enemy's trouble, but we need to hurry up and take care of this.\Or the Supernatural Special Operations Division will show up and cause even more trouble.\This is Oda.\Hey, Odasaku. I found a clue.\Would you head over to the place I'm about to tell you?\You discovered the enemy's hideout?\Yup.\Did their soldiers tell you? response:	Nope...
context: Or the Supernatural Special Operations Division will show up and cause even more trouble.\This is Oda.\Hey, Odasaku. I found a clue.\Would you head over to the place I'm about to tell you?\You discovered the enemy's hideout?\Yup.\Did their soldiers tell you?\Nope... response:	But we were able to get results from a dried leaf
context: This is Oda.\Hey, Odasaku. I found a clue.\Would you head over to the place I'm about to tell you?\You discovered the enemy's hideout?\Yup.\Did their soldiers tell you?\Nope...\But we were able to get results from a dried leaf response:	that was stuck to the bottom of one of their shoes...
context: Hey, Odasaku. I found a clue.\Would you head over to the place I'm about to tell you?\You discovered the enemy's hideout?\Yup.\Did their soldiers tell you?\Nope...\But we were able to get results from a dried leaf\that was stuck to the bottom of one of their shoes... response:	It was indeed a leaf.
context: Would you head over to the place I'm about to tell you?\You discovered the enemy's hideout?\Yup.\Did their soldiers tell you?\Nope...\But we were able to get results from a dried leaf\that was stuck to the bottom of one of their shoes...\It was indeed a leaf. response:	The one who betrayed the organization, Sakaguchi Ango...
context: You discovered the enemy's hideout?\Yup.\Did their soldiers tell you?\Nope...\But we were able to get results from a dried leaf\that was stuck to the bottom of one of their shoes...\It was indeed a leaf.\The one who betrayed the organization, Sakaguchi Ango... response:	His information must be here.
context: Yup.\Did their soldiers tell you?\Nope...\But we were able to get results from a dried leaf\that was stuck to the bottom of one of their shoes...\It was indeed a leaf.\The one who betrayed the organization, Sakaguchi Ango...\His information must be here. response:	Dazai's subordinates should be getting here soon.
context: Did their soldiers tell you?\Nope...\But we were able to get results from a dried leaf\that was stuck to the bottom of one of their shoes...\It was indeed a leaf.\The one who betrayed the organization, Sakaguchi Ango...\His information must be here.\Dazai's subordinates should be getting here soon. response:	I wanted to check out the facility before that.
context: Nope...\But we were able to get results from a dried leaf\that was stuck to the bottom of one of their shoes...\It was indeed a leaf.\The one who betrayed the organization, Sakaguchi Ango...\His information must be here.\Dazai's subordinates should be getting here soon.\I wanted to check out the facility before that. response:	Because I had a hunch...
context: But we were able to get results from a dried leaf\that was stuck to the bottom of one of their shoes...\It was indeed a leaf.\The one who betrayed the organization, Sakaguchi Ango...\His information must be here.\Dazai's subordinates should be getting here soon.\I wanted to check out the facility before that.\Because I had a hunch... response:	Odasaku-san?
context: that was stuck to the bottom of one of their shoes...\It was indeed a leaf.\The one who betrayed the organization, Sakaguchi Ango...\His information must be here.\Dazai's subordinates should be getting here soon.\I wanted to check out the facility before that.\Because I had a hunch...\Odasaku-san? response:	You mustn't come here!
context: It was indeed a leaf.\The one who betrayed the organization, Sakaguchi Ango...\His information must be here.\Dazai's subordinates should be getting here soon.\I wanted to check out the facility before that.\Because I had a hunch...\Odasaku-san?\You mustn't come here! response:	Why did you come here?
context: The one who betrayed the organization, Sakaguchi Ango...\His information must be here.\Dazai's subordinates should be getting here soon.\I wanted to check out the facility before that.\Because I had a hunch...\Odasaku-san?\You mustn't come here!\Why did you come here? response:	This was the facility the enemy was using as their hideout!
context: His information must be here.\Dazai's subordinates should be getting here soon.\I wanted to check out the facility before that.\Because I had a hunch...\Odasaku-san?\You mustn't come here!\Why did you come here?\This was the facility the enemy was using as their hideout! response:	I thought you might have needed some help.
context: Dazai's subordinates should be getting here soon.\I wanted to check out the facility before that.\Because I had a hunch...\Odasaku-san?\You mustn't come here!\Why did you come here?\This was the facility the enemy was using as their hideout!\I thought you might have needed some help. response:	I didn't need any help!
context: I wanted to check out the facility before that.\Because I had a hunch...\Odasaku-san?\You mustn't come here!\Why did you come here?\This was the facility the enemy was using as their hideout!\I thought you might have needed some help.\I didn't need any help! response:	Really?
context: Because I had a hunch...\Odasaku-san?\You mustn't come here!\Why did you come here?\This was the facility the enemy was using as their hideout!\I thought you might have needed some help.\I didn't need any help!\Really? response:	Let me deduce one of the reasons that you're troubled right now.
context: Odasaku-san?\You mustn't come here!\Why did you come here?\This was the facility the enemy was using as their hideout!\I thought you might have needed some help.\I didn't need any help!\Really?\Let me deduce one of the reasons that you're troubled right now. response:	Mimic found out that you were a spy.
context: You mustn't come here!\Why did you come here?\This was the facility the enemy was using as their hideout!\I thought you might have needed some help.\I didn't need any help!\Really?\Let me deduce one of the reasons that you're troubled right now.\Mimic found out that you were a spy. response:	That's...
context: Why did you come here?\This was the facility the enemy was using as their hideout!\I thought you might have needed some help.\I didn't need any help!\Really?\Let me deduce one of the reasons that you're troubled right now.\Mimic found out that you were a spy.\That's... response:	Everyone in the Port Mafia believes you're a spy for Mimic.
context: This was the facility the enemy was using as their hideout!\I thought you might have needed some help.\I didn't need any help!\Really?\Let me deduce one of the reasons that you're troubled right now.\Mimic found out that you were a spy.\That's...\Everyone in the Port Mafia believes you're a spy for Mimic. response:	But it's the opposite.
context: I thought you might have needed some help.\I didn't need any help!\Really?\Let me deduce one of the reasons that you're troubled right now.\Mimic found out that you were a spy.\That's...\Everyone in the Port Mafia believes you're a spy for Mimic.\But it's the opposite. response:	Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.
context: I didn't need any help!\Really?\Let me deduce one of the reasons that you're troubled right now.\Mimic found out that you were a spy.\That's...\Everyone in the Port Mafia believes you're a spy for Mimic.\But it's the opposite.\Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic. response:	The reason those guys were looking into your room with a sniper's scope
context: Really?\Let me deduce one of the reasons that you're troubled right now.\Mimic found out that you were a spy.\That's...\Everyone in the Port Mafia believes you're a spy for Mimic.\But it's the opposite.\Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.\The reason those guys were looking into your room with a sniper's scope response:	was so that the Graugeist, hidden in your room, wouldn't be stolen.
context: Let me deduce one of the reasons that you're troubled right now.\Mimic found out that you were a spy.\That's...\Everyone in the Port Mafia believes you're a spy for Mimic.\But it's the opposite.\Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.\The reason those guys were looking into your room with a sniper's scope\was so that the Graugeist, hidden in your room, wouldn't be stolen. response:	But why didn't they hurry up and snipe the boss of the Port Mafia?
context: Mimic found out that you were a spy.\That's...\Everyone in the Port Mafia believes you're a spy for Mimic.\But it's the opposite.\Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.\The reason those guys were looking into your room with a sniper's scope\was so that the Graugeist, hidden in your room, wouldn't be stolen.\But why didn't they hurry up and snipe the boss of the Port Mafia? response:	That's because you lied, and said you didn't know where the boss was.
context: That's...\Everyone in the Port Mafia believes you're a spy for Mimic.\But it's the opposite.\Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.\The reason those guys were looking into your room with a sniper's scope\was so that the Graugeist, hidden in your room, wouldn't be stolen.\But why didn't they hurry up and snipe the boss of the Port Mafia?\That's because you lied, and said you didn't know where the boss was. response:	The reason you did that, as well as everything you said or didn't say,
context: Everyone in the Port Mafia believes you're a spy for Mimic.\But it's the opposite.\Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.\The reason those guys were looking into your room with a sniper's scope\was so that the Graugeist, hidden in your room, wouldn't be stolen.\But why didn't they hurry up and snipe the boss of the Port Mafia?\That's because you lied, and said you didn't know where the boss was.\The reason you did that, as well as everything you said or didn't say, response:	were all determined by the boss.
context: But it's the opposite.\Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.\The reason those guys were looking into your room with a sniper's scope\was so that the Graugeist, hidden in your room, wouldn't be stolen.\But why didn't they hurry up and snipe the boss of the Port Mafia?\That's because you lied, and said you didn't know where the boss was.\The reason you did that, as well as everything you said or didn't say,\were all determined by the boss. response:	Odasaku-san, please run...
context: Sakaguchi Ango is a Port Mafia spy that infiltrated Mimic.\The reason those guys were looking into your room with a sniper's scope\was so that the Graugeist, hidden in your room, wouldn't be stolen.\But why didn't they hurry up and snipe the boss of the Port Mafia?\That's because you lied, and said you didn't know where the boss was.\The reason you did that, as well as everything you said or didn't say,\were all determined by the boss.\Odasaku-san, please run... response:	I, of all people, messed up...
context: The reason those guys were looking into your room with a sniper's scope\was so that the Graugeist, hidden in your room, wouldn't be stolen.\But why didn't they hurry up and snipe the boss of the Port Mafia?\That's because you lied, and said you didn't know where the boss was.\The reason you did that, as well as everything you said or didn't say,\were all determined by the boss.\Odasaku-san, please run...\I, of all people, messed up... response:	There are time bombs hidden throughout this building...
context: was so that the Graugeist, hidden in your room, wouldn't be stolen.\But why didn't they hurry up and snipe the boss of the Port Mafia?\That's because you lied, and said you didn't know where the boss was.\The reason you did that, as well as everything you said or didn't say,\were all determined by the boss.\Odasaku-san, please run...\I, of all people, messed up...\There are time bombs hidden throughout this building... response:	They were planning to burn me to death for being the traitor that I am!
context: But why didn't they hurry up and snipe the boss of the Port Mafia?\That's because you lied, and said you didn't know where the boss was.\The reason you did that, as well as everything you said or didn't say,\were all determined by the boss.\Odasaku-san, please run...\I, of all people, messed up...\There are time bombs hidden throughout this building...\They were planning to burn me to death for being the traitor that I am! response:	See?
context: That's because you lied, and said you didn't know where the boss was.\The reason you did that, as well as everything you said or didn't say,\were all determined by the boss.\Odasaku-san, please run...\I, of all people, messed up...\There are time bombs hidden throughout this building...\They were planning to burn me to death for being the traitor that I am!\See? response:	You were asking for help.
context: The reason you did that, as well as everything you said or didn't say,\were all determined by the boss.\Odasaku-san, please run...\I, of all people, messed up...\There are time bombs hidden throughout this building...\They were planning to burn me to death for being the traitor that I am!\See?\You were asking for help. response:	Let's go, Ango!
context: were all determined by the boss.\Odasaku-san, please run...\I, of all people, messed up...\There are time bombs hidden throughout this building...\They were planning to burn me to death for being the traitor that I am!\See?\You were asking for help.\Let's go, Ango! response:	How much longer until the bombs go off?
context: Odasaku-san, please run...\I, of all people, messed up...\There are time bombs hidden throughout this building...\They were planning to burn me to death for being the traitor that I am!\See?\You were asking for help.\Let's go, Ango!\How much longer until the bombs go off? response:	I believe you'd be able to tell with your powers.
context: I, of all people, messed up...\There are time bombs hidden throughout this building...\They were planning to burn me to death for being the traitor that I am!\See?\You were asking for help.\Let's go, Ango!\How much longer until the bombs go off?\I believe you'd be able to tell with your powers. response:	Like my gift is that convenient...
context: There are time bombs hidden throughout this building...\They were planning to burn me to death for being the traitor that I am!\See?\You were asking for help.\Let's go, Ango!\How much longer until the bombs go off?\I believe you'd be able to tell with your powers.\Like my gift is that convenient... response:	But...
context: They were planning to burn me to death for being the traitor that I am!\See?\You were asking for help.\Let's go, Ango!\How much longer until the bombs go off?\I believe you'd be able to tell with your powers.\Like my gift is that convenient...\But... response:	It looks like we still have a few seconds left!
context: See?\You were asking for help.\Let's go, Ango!\How much longer until the bombs go off?\I believe you'd be able to tell with your powers.\Like my gift is that convenient...\But...\It looks like we still have a few seconds left! response:	Odasaku-san?!
context: You were asking for help.\Let's go, Ango!\How much longer until the bombs go off?\I believe you'd be able to tell with your powers.\Like my gift is that convenient...\But...\It looks like we still have a few seconds left!\Odasaku-san?! response:	We're going to jump!
context: Let's go, Ango!\How much longer until the bombs go off?\I believe you'd be able to tell with your powers.\Like my gift is that convenient...\But...\It looks like we still have a few seconds left!\Odasaku-san?!\We're going to jump! response:	Pardon?!
context: How much longer until the bombs go off?\I believe you'd be able to tell with your powers.\Like my gift is that convenient...\But...\It looks like we still have a few seconds left!\Odasaku-san?!\We're going to jump!\Pardon?! response:	Are you all right?
context: I believe you'd be able to tell with your powers.\Like my gift is that convenient...\But...\It looks like we still have a few seconds left!\Odasaku-san?!\We're going to jump!\Pardon?!\Are you all right? response:	I'm not cut out for all this adventure.
context: Like my gift is that convenient...\But...\It looks like we still have a few seconds left!\Odasaku-san?!\We're going to jump!\Pardon?!\Are you all right?\I'm not cut out for all this adventure. response:	But... You saved my life.
context: But...\It looks like we still have a few seconds left!\Odasaku-san?!\We're going to jump!\Pardon?!\Are you all right?\I'm not cut out for all this adventure.\But... You saved my life. response:	How much does our boss know?
context: It looks like we still have a few seconds left!\Odasaku-san?!\We're going to jump!\Pardon?!\Are you all right?\I'm not cut out for all this adventure.\But... You saved my life.\How much does our boss know? response:	Nearly everything.
context: Odasaku-san?!\We're going to jump!\Pardon?!\Are you all right?\I'm not cut out for all this adventure.\But... You saved my life.\How much does our boss know?\Nearly everything. response:	The only one who knew about me infiltrating Mimic was the boss.
context: We're going to jump!\Pardon?!\Are you all right?\I'm not cut out for all this adventure.\But... You saved my life.\How much does our boss know?\Nearly everything.\The only one who knew about me infiltrating Mimic was the boss. response:	So the reason the boss had me look for you was for insurance.
context: Pardon?!\Are you all right?\I'm not cut out for all this adventure.\But... You saved my life.\How much does our boss know?\Nearly everything.\The only one who knew about me infiltrating Mimic was the boss.\So the reason the boss had me look for you was for insurance. response:	Because he knew that I would look for you, even if I didn't know the truth.
context: Are you all right?\I'm not cut out for all this adventure.\But... You saved my life.\How much does our boss know?\Nearly everything.\The only one who knew about me infiltrating Mimic was the boss.\So the reason the boss had me look for you was for insurance.\Because he knew that I would look for you, even if I didn't know the truth. response:	I have to report to him immediately.
context: I'm not cut out for all this adventure.\But... You saved my life.\How much does our boss know?\Nearly everything.\The only one who knew about me infiltrating Mimic was the boss.\So the reason the boss had me look for you was for insurance.\Because he knew that I would look for you, even if I didn't know the truth.\I have to report to him immediately. response:	The head of Mimic is an extremely dangerous man.
context: But... You saved my life.\How much does our boss know?\Nearly everything.\The only one who knew about me infiltrating Mimic was the boss.\So the reason the boss had me look for you was for insurance.\Because he knew that I would look for you, even if I didn't know the truth.\I have to report to him immediately.\The head of Mimic is an extremely dangerous man. response:	He plans to crush the Port Mafia.
context: How much does our boss know?\Nearly everything.\The only one who knew about me infiltrating Mimic was the boss.\So the reason the boss had me look for you was for insurance.\Because he knew that I would look for you, even if I didn't know the truth.\I have to report to him immediately.\The head of Mimic is an extremely dangerous man.\He plans to crush the Port Mafia. response:	What's the head's name?
context: Nearly everything.\The only one who knew about me infiltrating Mimic was the boss.\So the reason the boss had me look for you was for insurance.\Because he knew that I would look for you, even if I didn't know the truth.\I have to report to him immediately.\The head of Mimic is an extremely dangerous man.\He plans to crush the Port Mafia.\What's the head's name? response:	His name is Gide.
context: The only one who knew about me infiltrating Mimic was the boss.\So the reason the boss had me look for you was for insurance.\Because he knew that I would look for you, even if I didn't know the truth.\I have to report to him immediately.\The head of Mimic is an extremely dangerous man.\He plans to crush the Port Mafia.\What's the head's name?\His name is Gide. response:	He has a very powerful gift.
context: So the reason the boss had me look for you was for insurance.\Because he knew that I would look for you, even if I didn't know the truth.\I have to report to him immediately.\The head of Mimic is an extremely dangerous man.\He plans to crush the Port Mafia.\What's the head's name?\His name is Gide.\He has a very powerful gift. response:	We mustn't fight him.
context: Because he knew that I would look for you, even if I didn't know the truth.\I have to report to him immediately.\The head of Mimic is an extremely dangerous man.\He plans to crush the Port Mafia.\What's the head's name?\His name is Gide.\He has a very powerful gift.\We mustn't fight him. response:	Odasaku-san, especially you.
context: I have to report to him immediately.\The head of Mimic is an extremely dangerous man.\He plans to crush the Port Mafia.\What's the head's name?\His name is Gide.\He has a very powerful gift.\We mustn't fight him.\Odasaku-san, especially you. response:	The gun that was in that lockbox, the Graugeist, is a sign.
context: The head of Mimic is an extremely dangerous man.\He plans to crush the Port Mafia.\What's the head's name?\His name is Gide.\He has a very powerful gift.\We mustn't fight him.\Odasaku-san, especially you.\The gun that was in that lockbox, the Graugeist, is a sign. response:	There is a special carving in the cocking piece,
context: He plans to crush the Port Mafia.\What's the head's name?\His name is Gide.\He has a very powerful gift.\We mustn't fight him.\Odasaku-san, especially you.\The gun that was in that lockbox, the Graugeist, is a sign.\There is a special carving in the cocking piece, response:	and that proves that you are a member of Mimic.
context: What's the head's name?\His name is Gide.\He has a very powerful gift.\We mustn't fight him.\Odasaku-san, especially you.\The gun that was in that lockbox, the Graugeist, is a sign.\There is a special carving in the cocking piece,\and that proves that you are a member of Mimic. response:	What the hell is Mimic, anyway?
context: His name is Gide.\He has a very powerful gift.\We mustn't fight him.\Odasaku-san, especially you.\The gun that was in that lockbox, the Graugeist, is a sign.\There is a special carving in the cocking piece,\and that proves that you are a member of Mimic.\What the hell is Mimic, anyway? response:	They are the remnants of those defeated in the war,
context: He has a very powerful gift.\We mustn't fight him.\Odasaku-san, especially you.\The gun that was in that lockbox, the Graugeist, is a sign.\There is a special carving in the cocking piece,\and that proves that you are a member of Mimic.\What the hell is Mimic, anyway?\They are the remnants of those defeated in the war, response:	that can only survive on the battlefield.
context: We mustn't fight him.\Odasaku-san, especially you.\The gun that was in that lockbox, the Graugeist, is a sign.\There is a special carving in the cocking piece,\and that proves that you are a member of Mimic.\What the hell is Mimic, anyway?\They are the remnants of those defeated in the war,\that can only survive on the battlefield. response:	They are all still haunted by the war...
context: Odasaku-san, especially you.\The gun that was in that lockbox, the Graugeist, is a sign.\There is a special carving in the cocking piece,\and that proves that you are a member of Mimic.\What the hell is Mimic, anyway?\They are the remnants of those defeated in the war,\that can only survive on the battlefield.\They are all still haunted by the war... response:	What's that...?
context: The gun that was in that lockbox, the Graugeist, is a sign.\There is a special carving in the cocking piece,\and that proves that you are a member of Mimic.\What the hell is Mimic, anyway?\They are the remnants of those defeated in the war,\that can only survive on the battlefield.\They are all still haunted by the war...\What's that...? response:	A ball?
context: There is a special carving in the cocking piece,\and that proves that you are a member of Mimic.\What the hell is Mimic, anyway?\They are the remnants of those defeated in the war,\that can only survive on the battlefield.\They are all still haunted by the war...\What's that...?\A ball? response:	Crap...
context: and that proves that you are a member of Mimic.\What the hell is Mimic, anyway?\They are the remnants of those defeated in the war,\that can only survive on the battlefield.\They are all still haunted by the war...\What's that...?\A ball?\Crap... response:	It's poison...
context: What the hell is Mimic, anyway?\They are the remnants of those defeated in the war,\that can only survive on the battlefield.\They are all still haunted by the war...\What's that...?\A ball?\Crap...\It's poison... response:	My ability, Flawless,
context: They are the remnants of those defeated in the war,\that can only survive on the battlefield.\They are all still haunted by the war...\What's that...?\A ball?\Crap...\It's poison...\My ability, Flawless, response:	allows me to see a few seconds into the future.
context: that can only survive on the battlefield.\They are all still haunted by the war...\What's that...?\A ball?\Crap...\It's poison...\My ability, Flawless,\allows me to see a few seconds into the future. response:	But in the cases where I've realized the danger in the future
context: They are all still haunted by the war...\What's that...?\A ball?\Crap...\It's poison...\My ability, Flawless,\allows me to see a few seconds into the future.\But in the cases where I've realized the danger in the future response:	after already falling for the trap,
context: What's that...?\A ball?\Crap...\It's poison...\My ability, Flawless,\allows me to see a few seconds into the future.\But in the cases where I've realized the danger in the future\after already falling for the trap, response:	I can't avoid it...
context: A ball?\Crap...\It's poison...\My ability, Flawless,\allows me to see a few seconds into the future.\But in the cases where I've realized the danger in the future\after already falling for the trap,\I can't avoid it... response:	The person who set up this trap knew about my powers...
context: Crap...\It's poison...\My ability, Flawless,\allows me to see a few seconds into the future.\But in the cases where I've realized the danger in the future\after already falling for the trap,\I can't avoid it...\The person who set up this trap knew about my powers... response:	Ango... Run...
context: It's poison...\My ability, Flawless,\allows me to see a few seconds into the future.\But in the cases where I've realized the danger in the future\after already falling for the trap,\I can't avoid it...\The person who set up this trap knew about my powers...\Ango... Run... response:	Odasaku-san...
context: My ability, Flawless,\allows me to see a few seconds into the future.\But in the cases where I've realized the danger in the future\after already falling for the trap,\I can't avoid it...\The person who set up this trap knew about my powers...\Ango... Run...\Odasaku-san... response:	Everything that I just told you about Mimic is the truth.
context: allows me to see a few seconds into the future.\But in the cases where I've realized the danger in the future\after already falling for the trap,\I can't avoid it...\The person who set up this trap knew about my powers...\Ango... Run...\Odasaku-san...\Everything that I just told you about Mimic is the truth. response:	It is not a lie.
context: But in the cases where I've realized the danger in the future\after already falling for the trap,\I can't avoid it...\The person who set up this trap knew about my powers...\Ango... Run...\Odasaku-san...\Everything that I just told you about Mimic is the truth.\It is not a lie. response:	Thank you for saving me.
context: after already falling for the trap,\I can't avoid it...\The person who set up this trap knew about my powers...\Ango... Run...\Odasaku-san...\Everything that I just told you about Mimic is the truth.\It is not a lie.\Thank you for saving me. response:	Take care.
context: I can't avoid it...\The person who set up this trap knew about my powers...\Ango... Run...\Odasaku-san...\Everything that I just told you about Mimic is the truth.\It is not a lie.\Thank you for saving me.\Take care. response:	If it were possible,
context: The person who set up this trap knew about my powers...\Ango... Run...\Odasaku-san...\Everything that I just told you about Mimic is the truth.\It is not a lie.\Thank you for saving me.\Take care.\If it were possible, response:	I would have loved to go drinking with you and Dazai-kun again
context: Ango... Run...\Odasaku-san...\Everything that I just told you about Mimic is the truth.\It is not a lie.\Thank you for saving me.\Take care.\If it were possible,\I would have loved to go drinking with you and Dazai-kun again response:	at the usual place.
context: Odasaku-san...\Everything that I just told you about Mimic is the truth.\It is not a lie.\Thank you for saving me.\Take care.\If it were possible,\I would have loved to go drinking with you and Dazai-kun again\at the usual place. response:	There are those who actually think
context: Everything that I just told you about Mimic is the truth.\It is not a lie.\Thank you for saving me.\Take care.\If it were possible,\I would have loved to go drinking with you and Dazai-kun again\at the usual place.\There are those who actually think response:	that powers can be a tool to seduce women.
context: It is not a lie.\Thank you for saving me.\Take care.\If it were possible,\I would have loved to go drinking with you and Dazai-kun again\at the usual place.\There are those who actually think\that powers can be a tool to seduce women. response:	But we couldn't use our abilities to seduce women, even if we wanted to.
context: Thank you for saving me.\Take care.\If it were possible,\I would have loved to go drinking with you and Dazai-kun again\at the usual place.\There are those who actually think\that powers can be a tool to seduce women.\But we couldn't use our abilities to seduce women, even if we wanted to. response:	Even if we tried, they'd think we're creepy and we'd fuzz up.
context: Take care.\If it were possible,\I would have loved to go drinking with you and Dazai-kun again\at the usual place.\There are those who actually think\that powers can be a tool to seduce women.\But we couldn't use our abilities to seduce women, even if we wanted to.\Even if we tried, they'd think we're creepy and we'd fuzz up. response:	Fuzz up?
