context: Beyond these doors is the chamber of the Divine Assembly, response:	Miss Human God.
context: Dammit! Curse Nanami!\She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!\Goodness!\Your hard work in this cold weather is most appreciated.\Please sit back and enjoy the yuzu bath, Master Tomoe.\There are seconds of the sake as well.\You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.\You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away. response:	That is right.
context: She foisted the chores onto me and went on a trip with the snake. How nice it must be for her!\Goodness!\Your hard work in this cold weather is most appreciated.\Please sit back and enjoy the yuzu bath, Master Tomoe.\There are seconds of the sake as well.\You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.\You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.\That is right. response:	Nanami is not here.
context: Goodness!\Your hard work in this cold weather is most appreciated.\Please sit back and enjoy the yuzu bath, Master Tomoe.\There are seconds of the sake as well.\You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.\You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.\That is right.\Nanami is not here. response:	It will be all right, Master Tomoe!
context: Your hard work in this cold weather is most appreciated.\Please sit back and enjoy the yuzu bath, Master Tomoe.\There are seconds of the sake as well.\You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.\You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.\That is right.\Nanami is not here.\It will be all right, Master Tomoe! response:	Lady Nanami is sure to return six days hence!
context: Please sit back and enjoy the yuzu bath, Master Tomoe.\There are seconds of the sake as well.\You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.\You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.\That is right.\Nanami is not here.\It will be all right, Master Tomoe!\Lady Nanami is sure to return six days hence! response:	She would never run away like her predecessor.
context: There are seconds of the sake as well.\You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.\You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.\That is right.\Nanami is not here.\It will be all right, Master Tomoe!\Lady Nanami is sure to return six days hence!\She would never run away like her predecessor. response:	That is right. Of course!
context: You are an excellent familiar, Master Tomoe, so it is only natural that you would be concerned for Lady Nanami.\You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.\That is right.\Nanami is not here.\It will be all right, Master Tomoe!\Lady Nanami is sure to return six days hence!\She would never run away like her predecessor.\That is right. Of course! response:	Nanami is a handful in so many ways, so her being gone...
context: You serve her day after day with such devotion, so this is the least we can do for you while Lady Nanami is away.\That is right.\Nanami is not here.\It will be all right, Master Tomoe!\Lady Nanami is sure to return six days hence!\She would never run away like her predecessor.\That is right. Of course!\Nanami is a handful in so many ways, so her being gone... response:	is a golden opportunity for me!
context: That is right.\Nanami is not here.\It will be all right, Master Tomoe!\Lady Nanami is sure to return six days hence!\She would never run away like her predecessor.\That is right. Of course!\Nanami is a handful in so many ways, so her being gone...\is a golden opportunity for me! response:	There is no time to waste!
context: Nanami is not here.\It will be all right, Master Tomoe!\Lady Nanami is sure to return six days hence!\She would never run away like her predecessor.\That is right. Of course!\Nanami is a handful in so many ways, so her being gone...\is a golden opportunity for me!\There is no time to waste! response:	Will-o'-the-wisps, I am going out to have fun!
context: It will be all right, Master Tomoe!\Lady Nanami is sure to return six days hence!\She would never run away like her predecessor.\That is right. Of course!\Nanami is a handful in so many ways, so her being gone...\is a golden opportunity for me!\There is no time to waste!\Will-o'-the-wisps, I am going out to have fun! response:	Do not expect me back tonight!
context: Lady Nanami is sure to return six days hence!\She would never run away like her predecessor.\That is right. Of course!\Nanami is a handful in so many ways, so her being gone...\is a golden opportunity for me!\There is no time to waste!\Will-o'-the-wisps, I am going out to have fun!\Do not expect me back tonight! response:	What?!
context: She would never run away like her predecessor.\That is right. Of course!\Nanami is a handful in so many ways, so her being gone...\is a golden opportunity for me!\There is no time to waste!\Will-o'-the-wisps, I am going out to have fun!\Do not expect me back tonight!\What?! response:	Ooh! Master Tomoe is here?!
context: That is right. Of course!\Nanami is a handful in so many ways, so her being gone...\is a golden opportunity for me!\There is no time to waste!\Will-o'-the-wisps, I am going out to have fun!\Do not expect me back tonight!\What?!\Ooh! Master Tomoe is here?! response:	We have not seen him in nine months!
context: Nanami is a handful in so many ways, so her being gone...\is a golden opportunity for me!\There is no time to waste!\Will-o'-the-wisps, I am going out to have fun!\Do not expect me back tonight!\What?!\Ooh! Master Tomoe is here?!\We have not seen him in nine months! response:	I wonder if he is doing well.
context: is a golden opportunity for me!\There is no time to waste!\Will-o'-the-wisps, I am going out to have fun!\Do not expect me back tonight!\What?!\Ooh! Master Tomoe is here?!\We have not seen him in nine months!\I wonder if he is doing well. response:	Hatsune is entertaining him right now,
context: There is no time to waste!\Will-o'-the-wisps, I am going out to have fun!\Do not expect me back tonight!\What?!\Ooh! Master Tomoe is here?!\We have not seen him in nine months!\I wonder if he is doing well.\Hatsune is entertaining him right now, response:	but Master Tomoe is acting strangely.
context: Will-o'-the-wisps, I am going out to have fun!\Do not expect me back tonight!\What?!\Ooh! Master Tomoe is here?!\We have not seen him in nine months!\I wonder if he is doing well.\Hatsune is entertaining him right now,\but Master Tomoe is acting strangely. response:	Strangely?
context: Do not expect me back tonight!\What?!\Ooh! Master Tomoe is here?!\We have not seen him in nine months!\I wonder if he is doing well.\Hatsune is entertaining him right now,\but Master Tomoe is acting strangely.\Strangely? response:	No matter what she asks him, he seems distracted, and all he does is drink.
context: What?!\Ooh! Master Tomoe is here?!\We have not seen him in nine months!\I wonder if he is doing well.\Hatsune is entertaining him right now,\but Master Tomoe is acting strangely.\Strangely?\No matter what she asks him, he seems distracted, and all he does is drink. response:	He has gone through eight whole bottles by himself already!
context: Ooh! Master Tomoe is here?!\We have not seen him in nine months!\I wonder if he is doing well.\Hatsune is entertaining him right now,\but Master Tomoe is acting strangely.\Strangely?\No matter what she asks him, he seems distracted, and all he does is drink.\He has gone through eight whole bottles by himself already! response:	It is as if his mind is somewhere else.
context: We have not seen him in nine months!\I wonder if he is doing well.\Hatsune is entertaining him right now,\but Master Tomoe is acting strangely.\Strangely?\No matter what she asks him, he seems distracted, and all he does is drink.\He has gone through eight whole bottles by himself already!\It is as if his mind is somewhere else. response:	He has not even tried to lay a hand on us.
context: I wonder if he is doing well.\Hatsune is entertaining him right now,\but Master Tomoe is acting strangely.\Strangely?\No matter what she asks him, he seems distracted, and all he does is drink.\He has gone through eight whole bottles by himself already!\It is as if his mind is somewhere else.\He has not even tried to lay a hand on us. response:	I wonder if he is not feeling well.
context: Hatsune is entertaining him right now,\but Master Tomoe is acting strangely.\Strangely?\No matter what she asks him, he seems distracted, and all he does is drink.\He has gone through eight whole bottles by himself already!\It is as if his mind is somewhere else.\He has not even tried to lay a hand on us.\I wonder if he is not feeling well. response:	But he is such a beautiful man!
context: but Master Tomoe is acting strangely.\Strangely?\No matter what she asks him, he seems distracted, and all he does is drink.\He has gone through eight whole bottles by himself already!\It is as if his mind is somewhere else.\He has not even tried to lay a hand on us.\I wonder if he is not feeling well.\But he is such a beautiful man! response:	This house cannot allow its customers to drink themselves unconscious.
context: Strangely?\No matter what she asks him, he seems distracted, and all he does is drink.\He has gone through eight whole bottles by himself already!\It is as if his mind is somewhere else.\He has not even tried to lay a hand on us.\I wonder if he is not feeling well.\But he is such a beautiful man!\This house cannot allow its customers to drink themselves unconscious. response:	Since it has come to this...
context: No matter what she asks him, he seems distracted, and all he does is drink.\He has gone through eight whole bottles by himself already!\It is as if his mind is somewhere else.\He has not even tried to lay a hand on us.\I wonder if he is not feeling well.\But he is such a beautiful man!\This house cannot allow its customers to drink themselves unconscious.\Since it has come to this... response:	Master Tomoe!
context: He has gone through eight whole bottles by himself already!\It is as if his mind is somewhere else.\He has not even tried to lay a hand on us.\I wonder if he is not feeling well.\But he is such a beautiful man!\This house cannot allow its customers to drink themselves unconscious.\Since it has come to this...\Master Tomoe! response:	Please allow us to join you as well!
context: It is as if his mind is somewhere else.\He has not even tried to lay a hand on us.\I wonder if he is not feeling well.\But he is such a beautiful man!\This house cannot allow its customers to drink themselves unconscious.\Since it has come to this...\Master Tomoe!\Please allow us to join you as well! response:	Let us have fun, Master Tomoe.
context: He has not even tried to lay a hand on us.\I wonder if he is not feeling well.\But he is such a beautiful man!\This house cannot allow its customers to drink themselves unconscious.\Since it has come to this...\Master Tomoe!\Please allow us to join you as well!\Let us have fun, Master Tomoe. response:	I want to hear the story of your heroic deeds!
context: I wonder if he is not feeling well.\But he is such a beautiful man!\This house cannot allow its customers to drink themselves unconscious.\Since it has come to this...\Master Tomoe!\Please allow us to join you as well!\Let us have fun, Master Tomoe.\I want to hear the story of your heroic deeds! response:	Oh? What is this, Sakurako?
context: But he is such a beautiful man!\This house cannot allow its customers to drink themselves unconscious.\Since it has come to this...\Master Tomoe!\Please allow us to join you as well!\Let us have fun, Master Tomoe.\I want to hear the story of your heroic deeds!\Oh? What is this, Sakurako? response:	I heard it from Mizutama
context: This house cannot allow its customers to drink themselves unconscious.\Since it has come to this...\Master Tomoe!\Please allow us to join you as well!\Let us have fun, Master Tomoe.\I want to hear the story of your heroic deeds!\Oh? What is this, Sakurako?\I heard it from Mizutama response:	that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.
context: Since it has come to this...\Master Tomoe!\Please allow us to join you as well!\Let us have fun, Master Tomoe.\I want to hear the story of your heroic deeds!\Oh? What is this, Sakurako?\I heard it from Mizutama\that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh. response:	Master Tomoe?
context: Master Tomoe!\Please allow us to join you as well!\Let us have fun, Master Tomoe.\I want to hear the story of your heroic deeds!\Oh? What is this, Sakurako?\I heard it from Mizutama\that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.\Master Tomoe? response:	H-He is asleep.
context: Please allow us to join you as well!\Let us have fun, Master Tomoe.\I want to hear the story of your heroic deeds!\Oh? What is this, Sakurako?\I heard it from Mizutama\that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.\Master Tomoe?\H-He is asleep. response:	Hold on, Sakurako.
context: Let us have fun, Master Tomoe.\I want to hear the story of your heroic deeds!\Oh? What is this, Sakurako?\I heard it from Mizutama\that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.\Master Tomoe?\H-He is asleep.\Hold on, Sakurako. response:	Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.
context: I want to hear the story of your heroic deeds!\Oh? What is this, Sakurako?\I heard it from Mizutama\that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.\Master Tomoe?\H-He is asleep.\Hold on, Sakurako.\Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago. response:	How does Master Tomoe have anything to do with him?
context: Oh? What is this, Sakurako?\I heard it from Mizutama\that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.\Master Tomoe?\H-He is asleep.\Hold on, Sakurako.\Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.\How does Master Tomoe have anything to do with him? response:	Did he even really exist?
context: I heard it from Mizutama\that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.\Master Tomoe?\H-He is asleep.\Hold on, Sakurako.\Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.\How does Master Tomoe have anything to do with him?\Did he even really exist? response:	What did you hear from Mizutama?
context: that long ago, Master Tomoe was supposedly on friendly terms with the notorious Akura-oh.\Master Tomoe?\H-He is asleep.\Hold on, Sakurako.\Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.\How does Master Tomoe have anything to do with him?\Did he even really exist?\What did you hear from Mizutama? response:	And how old is Master Tomoe anyway?
context: Master Tomoe?\H-He is asleep.\Hold on, Sakurako.\Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.\How does Master Tomoe have anything to do with him?\Did he even really exist?\What did you hear from Mizutama?\And how old is Master Tomoe anyway? response:	A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.
context: H-He is asleep.\Hold on, Sakurako.\Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.\How does Master Tomoe have anything to do with him?\Did he even really exist?\What did you hear from Mizutama?\And how old is Master Tomoe anyway?\A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once. response:	Akura-oh came to hire a prostitute?
context: Hold on, Sakurako.\Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.\How does Master Tomoe have anything to do with him?\Did he even really exist?\What did you hear from Mizutama?\And how old is Master Tomoe anyway?\A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.\Akura-oh came to hire a prostitute? response:	No.
context: Akura-oh was a notorious spirit who's said to have gone on a murderous rampage long ago.\How does Master Tomoe have anything to do with him?\Did he even really exist?\What did you hear from Mizutama?\And how old is Master Tomoe anyway?\A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.\Akura-oh came to hire a prostitute?\No. response:	Six Hundred Years Ago
context: How does Master Tomoe have anything to do with him?\Did he even really exist?\What did you hear from Mizutama?\And how old is Master Tomoe anyway?\A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.\Akura-oh came to hire a prostitute?\No.\Six Hundred Years Ago response:	For this story, we go back six hundred years.
context: Did he even really exist?\What did you hear from Mizutama?\And how old is Master Tomoe anyway?\A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.\Akura-oh came to hire a prostitute?\No.\Six Hundred Years Ago\For this story, we go back six hundred years. response:	A mass murderer in the guise of a customer...
context: What did you hear from Mizutama?\And how old is Master Tomoe anyway?\A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.\Akura-oh came to hire a prostitute?\No.\Six Hundred Years Ago\For this story, we go back six hundred years.\A mass murderer in the guise of a customer... response:	Is this the house rumored to always be busy due to its numerous beauties?
context: And how old is Master Tomoe anyway?\A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.\Akura-oh came to hire a prostitute?\No.\Six Hundred Years Ago\For this story, we go back six hundred years.\A mass murderer in the guise of a customer...\Is this the house rumored to always be busy due to its numerous beauties? response:	Every one of you is stunning.
context: A long time ago, when Mizutama was apprenticing at a different house, she apparently met him once.\Akura-oh came to hire a prostitute?\No.\Six Hundred Years Ago\For this story, we go back six hundred years.\A mass murderer in the guise of a customer...\Is this the house rumored to always be busy due to its numerous beauties?\Every one of you is stunning. response:	I simply cannot choose.
context: Akura-oh came to hire a prostitute?\No.\Six Hundred Years Ago\For this story, we go back six hundred years.\A mass murderer in the guise of a customer...\Is this the house rumored to always be busy due to its numerous beauties?\Every one of you is stunning.\I simply cannot choose. response:	I know! I shall hire any of you that survive this day!
context: No.\Six Hundred Years Ago\For this story, we go back six hundred years.\A mass murderer in the guise of a customer...\Is this the house rumored to always be busy due to its numerous beauties?\Every one of you is stunning.\I simply cannot choose.\I know! I shall hire any of you that survive this day! response:	Someone...
context: Six Hundred Years Ago\For this story, we go back six hundred years.\A mass murderer in the guise of a customer...\Is this the house rumored to always be busy due to its numerous beauties?\Every one of you is stunning.\I simply cannot choose.\I know! I shall hire any of you that survive this day!\Someone... response:	Someone...
context: For this story, we go back six hundred years.\A mass murderer in the guise of a customer...\Is this the house rumored to always be busy due to its numerous beauties?\Every one of you is stunning.\I simply cannot choose.\I know! I shall hire any of you that survive this day!\Someone...\Someone... response:	Help me!
context: A mass murderer in the guise of a customer...\Is this the house rumored to always be busy due to its numerous beauties?\Every one of you is stunning.\I simply cannot choose.\I know! I shall hire any of you that survive this day!\Someone...\Someone...\Help me! response:	Someone!
context: Is this the house rumored to always be busy due to its numerous beauties?\Every one of you is stunning.\I simply cannot choose.\I know! I shall hire any of you that survive this day!\Someone...\Someone...\Help me!\Someone! response:	Someone!
context: Every one of you is stunning.\I simply cannot choose.\I know! I shall hire any of you that survive this day!\Someone...\Someone...\Help me!\Someone!\Someone! response:	Go.
context: I simply cannot choose.\I know! I shall hire any of you that survive this day!\Someone...\Someone...\Help me!\Someone!\Someone!\Go. response:	Man, that was fun!
context: I know! I shall hire any of you that survive this day!\Someone...\Someone...\Help me!\Someone!\Someone!\Go.\Man, that was fun! response:	I waited for you, but sadly, it began to snow.
context: Someone...\Someone...\Help me!\Someone!\Someone!\Go.\Man, that was fun!\I waited for you, but sadly, it began to snow. response:	Of course you know I cannot abide to the cold.
context: Someone...\Help me!\Someone!\Someone!\Go.\Man, that was fun!\I waited for you, but sadly, it began to snow.\Of course you know I cannot abide to the cold. response:	I got too frisky, and there's none left for you.
context: Help me!\Someone!\Someone!\Go.\Man, that was fun!\I waited for you, but sadly, it began to snow.\Of course you know I cannot abide to the cold.\I got too frisky, and there's none left for you. response:	Too bad.
context: Someone!\Someone!\Go.\Man, that was fun!\I waited for you, but sadly, it began to snow.\Of course you know I cannot abide to the cold.\I got too frisky, and there's none left for you.\Too bad. response:	It is true I enjoy turning the tables on those who rise against us,
context: Someone!\Go.\Man, that was fun!\I waited for you, but sadly, it began to snow.\Of course you know I cannot abide to the cold.\I got too frisky, and there's none left for you.\Too bad.\It is true I enjoy turning the tables on those who rise against us, response:	but I dislike slaughtering the unresisting.
context: Go.\Man, that was fun!\I waited for you, but sadly, it began to snow.\Of course you know I cannot abide to the cold.\I got too frisky, and there's none left for you.\Too bad.\It is true I enjoy turning the tables on those who rise against us,\but I dislike slaughtering the unresisting. response:	Back then, countless communities fell victim to Akura-oh.
context: Man, that was fun!\I waited for you, but sadly, it began to snow.\Of course you know I cannot abide to the cold.\I got too frisky, and there's none left for you.\Too bad.\It is true I enjoy turning the tables on those who rise against us,\but I dislike slaughtering the unresisting.\Back then, countless communities fell victim to Akura-oh. response:	Mizutama's establishment was apparently among them.
context: I waited for you, but sadly, it began to snow.\Of course you know I cannot abide to the cold.\I got too frisky, and there's none left for you.\Too bad.\It is true I enjoy turning the tables on those who rise against us,\but I dislike slaughtering the unresisting.\Back then, countless communities fell victim to Akura-oh.\Mizutama's establishment was apparently among them. response:	The next time she saw Master Tomoe was supposedly over five hundred years later.
context: Of course you know I cannot abide to the cold.\I got too frisky, and there's none left for you.\Too bad.\It is true I enjoy turning the tables on those who rise against us,\but I dislike slaughtering the unresisting.\Back then, countless communities fell victim to Akura-oh.\Mizutama's establishment was apparently among them.\The next time she saw Master Tomoe was supposedly over five hundred years later. response:	M-Master Tomoe was...
context: I got too frisky, and there's none left for you.\Too bad.\It is true I enjoy turning the tables on those who rise against us,\but I dislike slaughtering the unresisting.\Back then, countless communities fell victim to Akura-oh.\Mizutama's establishment was apparently among them.\The next time she saw Master Tomoe was supposedly over five hundred years later.\M-Master Tomoe was... response:	Why are you girls just standing there and neglecting your customers?
context: Too bad.\It is true I enjoy turning the tables on those who rise against us,\but I dislike slaughtering the unresisting.\Back then, countless communities fell victim to Akura-oh.\Mizutama's establishment was apparently among them.\The next time she saw Master Tomoe was supposedly over five hundred years later.\M-Master Tomoe was...\Why are you girls just standing there and neglecting your customers? response:	Mizutama!
context: It is true I enjoy turning the tables on those who rise against us,\but I dislike slaughtering the unresisting.\Back then, countless communities fell victim to Akura-oh.\Mizutama's establishment was apparently among them.\The next time she saw Master Tomoe was supposedly over five hundred years later.\M-Master Tomoe was...\Why are you girls just standing there and neglecting your customers?\Mizutama! response:	I-Is it true, Mizutama?
context: but I dislike slaughtering the unresisting.\Back then, countless communities fell victim to Akura-oh.\Mizutama's establishment was apparently among them.\The next time she saw Master Tomoe was supposedly over five hundred years later.\M-Master Tomoe was...\Why are you girls just standing there and neglecting your customers?\Mizutama!\I-Is it true, Mizutama? response:	Were you attacked by Akura-oh?
context: Back then, countless communities fell victim to Akura-oh.\Mizutama's establishment was apparently among them.\The next time she saw Master Tomoe was supposedly over five hundred years later.\M-Master Tomoe was...\Why are you girls just standing there and neglecting your customers?\Mizutama!\I-Is it true, Mizutama?\Were you attacked by Akura-oh? response:	It's ancient history.
context: Mizutama's establishment was apparently among them.\The next time she saw Master Tomoe was supposedly over five hundred years later.\M-Master Tomoe was...\Why are you girls just standing there and neglecting your customers?\Mizutama!\I-Is it true, Mizutama?\Were you attacked by Akura-oh?\It's ancient history. response:	It just goes to show that this fox has been completely defanged by Mikage now
context: The next time she saw Master Tomoe was supposedly over five hundred years later.\M-Master Tomoe was...\Why are you girls just standing there and neglecting your customers?\Mizutama!\I-Is it true, Mizutama?\Were you attacked by Akura-oh?\It's ancient history.\It just goes to show that this fox has been completely defanged by Mikage now response:	and grown into quite the attraction.
context: M-Master Tomoe was...\Why are you girls just standing there and neglecting your customers?\Mizutama!\I-Is it true, Mizutama?\Were you attacked by Akura-oh?\It's ancient history.\It just goes to show that this fox has been completely defanged by Mikage now\and grown into quite the attraction. response:	You girls leave us now.
context: Why are you girls just standing there and neglecting your customers?\Mizutama!\I-Is it true, Mizutama?\Were you attacked by Akura-oh?\It's ancient history.\It just goes to show that this fox has been completely defanged by Mikage now\and grown into quite the attraction.\You girls leave us now. response:	I owe a debt to Master Fox here.
context: Mizutama!\I-Is it true, Mizutama?\Were you attacked by Akura-oh?\It's ancient history.\It just goes to show that this fox has been completely defanged by Mikage now\and grown into quite the attraction.\You girls leave us now.\I owe a debt to Master Fox here. response:	During the twenty years of Mikage's absence,
context: I-Is it true, Mizutama?\Were you attacked by Akura-oh?\It's ancient history.\It just goes to show that this fox has been completely defanged by Mikage now\and grown into quite the attraction.\You girls leave us now.\I owe a debt to Master Fox here.\During the twenty years of Mikage's absence, response:	Master Tomoe would carry on about not wanting to go back to the shrine,
context: Were you attacked by Akura-oh?\It's ancient history.\It just goes to show that this fox has been completely defanged by Mikage now\and grown into quite the attraction.\You girls leave us now.\I owe a debt to Master Fox here.\During the twenty years of Mikage's absence,\Master Tomoe would carry on about not wanting to go back to the shrine, response:	and every time I wrapped myself around him...
context: It's ancient history.\It just goes to show that this fox has been completely defanged by Mikage now\and grown into quite the attraction.\You girls leave us now.\I owe a debt to Master Fox here.\During the twenty years of Mikage's absence,\Master Tomoe would carry on about not wanting to go back to the shrine,\and every time I wrapped myself around him... response:	Oh, how happy that made me...
context: It just goes to show that this fox has been completely defanged by Mikage now\and grown into quite the attraction.\You girls leave us now.\I owe a debt to Master Fox here.\During the twenty years of Mikage's absence,\Master Tomoe would carry on about not wanting to go back to the shrine,\and every time I wrapped myself around him...\Oh, how happy that made me... response:	I doubt that you will ever know.
context: and grown into quite the attraction.\You girls leave us now.\I owe a debt to Master Fox here.\During the twenty years of Mikage's absence,\Master Tomoe would carry on about not wanting to go back to the shrine,\and every time I wrapped myself around him...\Oh, how happy that made me...\I doubt that you will ever know. response:	So warm...
context: You girls leave us now.\I owe a debt to Master Fox here.\During the twenty years of Mikage's absence,\Master Tomoe would carry on about not wanting to go back to the shrine,\and every time I wrapped myself around him...\Oh, how happy that made me...\I doubt that you will ever know.\So warm... response:	That place is cold and chills me to the bone,
context: I owe a debt to Master Fox here.\During the twenty years of Mikage's absence,\Master Tomoe would carry on about not wanting to go back to the shrine,\and every time I wrapped myself around him...\Oh, how happy that made me...\I doubt that you will ever know.\So warm...\That place is cold and chills me to the bone, response:	so I will just stay here to forget about everything and sleep.
context: During the twenty years of Mikage's absence,\Master Tomoe would carry on about not wanting to go back to the shrine,\and every time I wrapped myself around him...\Oh, how happy that made me...\I doubt that you will ever know.\So warm...\That place is cold and chills me to the bone,\so I will just stay here to forget about everything and sleep. response:	And sleep.
context: Master Tomoe would carry on about not wanting to go back to the shrine,\and every time I wrapped myself around him...\Oh, how happy that made me...\I doubt that you will ever know.\So warm...\That place is cold and chills me to the bone,\so I will just stay here to forget about everything and sleep.\And sleep. response:	Tomoe.
context: and every time I wrapped myself around him...\Oh, how happy that made me...\I doubt that you will ever know.\So warm...\That place is cold and chills me to the bone,\so I will just stay here to forget about everything and sleep.\And sleep.\Tomoe. response:	Tomoe!
context: Oh, how happy that made me...\I doubt that you will ever know.\So warm...\That place is cold and chills me to the bone,\so I will just stay here to forget about everything and sleep.\And sleep.\Tomoe.\Tomoe! response:	What are you doing?!
context: I doubt that you will ever know.\So warm...\That place is cold and chills me to the bone,\so I will just stay here to forget about everything and sleep.\And sleep.\Tomoe.\Tomoe!\What are you doing?! response:	Get back to the shrine right this minute, or I'll put you on guard duty forever!
context: So warm...\That place is cold and chills me to the bone,\so I will just stay here to forget about everything and sleep.\And sleep.\Tomoe.\Tomoe!\What are you doing?!\Get back to the shrine right this minute, or I'll put you on guard duty forever! response:	I must go home!
context: That place is cold and chills me to the bone,\so I will just stay here to forget about everything and sleep.\And sleep.\Tomoe.\Tomoe!\What are you doing?!\Get back to the shrine right this minute, or I'll put you on guard duty forever!\I must go home! response:	Master Tomoe?! What in the world has
context: so I will just stay here to forget about everything and sleep.\And sleep.\Tomoe.\Tomoe!\What are you doing?!\Get back to the shrine right this minute, or I'll put you on guard duty forever!\I must go home!\Master Tomoe?! What in the world has response:	Sorry, Mizutama!
context: And sleep.\Tomoe.\Tomoe!\What are you doing?!\Get back to the shrine right this minute, or I'll put you on guard duty forever!\I must go home!\Master Tomoe?! What in the world has\Sorry, Mizutama! response:	Not at all.
context: Tomoe.\Tomoe!\What are you doing?!\Get back to the shrine right this minute, or I'll put you on guard duty forever!\I must go home!\Master Tomoe?! What in the world has\Sorry, Mizutama!\Not at all. response:	I am glad that you now have a place to go home to.
context: Tomoe!\What are you doing?!\Get back to the shrine right this minute, or I'll put you on guard duty forever!\I must go home!\Master Tomoe?! What in the world has\Sorry, Mizutama!\Not at all.\I am glad that you now have a place to go home to. response:	Nanami!
context: What are you doing?!\Get back to the shrine right this minute, or I'll put you on guard duty forever!\I must go home!\Master Tomoe?! What in the world has\Sorry, Mizutama!\Not at all.\I am glad that you now have a place to go home to.\Nanami! response:	What seems to be the rush?
context: Get back to the shrine right this minute, or I'll put you on guard duty forever!\I must go home!\Master Tomoe?! What in the world has\Sorry, Mizutama!\Not at all.\I am glad that you now have a place to go home to.\Nanami!\What seems to be the rush? response:	It is nothing.
context: I must go home!\Master Tomoe?! What in the world has\Sorry, Mizutama!\Not at all.\I am glad that you now have a place to go home to.\Nanami!\What seems to be the rush?\It is nothing. response:	Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?
context: Master Tomoe?! What in the world has\Sorry, Mizutama!\Not at all.\I am glad that you now have a place to go home to.\Nanami!\What seems to be the rush?\It is nothing.\Nanami could not have possibly returned home, so why did I feel the need to come back so hastily? response:	Oh, yes, Master Tomoe.
context: Sorry, Mizutama!\Not at all.\I am glad that you now have a place to go home to.\Nanami!\What seems to be the rush?\It is nothing.\Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?\Oh, yes, Master Tomoe. response:	To Tomoe
context: Not at all.\I am glad that you now have a place to go home to.\Nanami!\What seems to be the rush?\It is nothing.\Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?\Oh, yes, Master Tomoe.\To Tomoe response:	I was entrusted with a message for you from Lady Nanami.
context: I am glad that you now have a place to go home to.\Nanami!\What seems to be the rush?\It is nothing.\Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?\Oh, yes, Master Tomoe.\To Tomoe\I was entrusted with a message for you from Lady Nanami. response:	To Tomoe
context: Nanami!\What seems to be the rush?\It is nothing.\Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?\Oh, yes, Master Tomoe.\To Tomoe\I was entrusted with a message for you from Lady Nanami.\To Tomoe response:	To Tomoe
context: What seems to be the rush?\It is nothing.\Nanami could not have possibly returned home, so why did I feel the need to come back so hastily?\Oh, yes, Master Tomoe.\To Tomoe\I was entrusted with a message for you from Lady Nanami.\To Tomoe\To Tomoe response:	From Nanami?
