context: H! response:	O?!
context: How long... have we been here?\I think... I just fell asleep.\Well, whatever.\Wanna play... shiritori or something?\Orange.\Oh, sorry.\Say it again.\What was it? response:	Ke...
context: I think... I just fell asleep.\Well, whatever.\Wanna play... shiritori or something?\Orange.\Oh, sorry.\Say it again.\What was it?\Ke... response:	Ke...
context: Well, whatever.\Wanna play... shiritori or something?\Orange.\Oh, sorry.\Say it again.\What was it?\Ke...\Ke... response:	Ke...
context: Wanna play... shiritori or something?\Orange.\Oh, sorry.\Say it again.\What was it?\Ke...\Ke...\Ke... response:	Can I say something completely unrelated?
context: Orange.\Oh, sorry.\Say it again.\What was it?\Ke...\Ke...\Ke...\Can I say something completely unrelated? response:	Eggplants.
context: Oh, sorry.\Say it again.\What was it?\Ke...\Ke...\Ke...\Can I say something completely unrelated?\Eggplants. response:	Eggplants.
context: Say it again.\What was it?\Ke...\Ke...\Ke...\Can I say something completely unrelated?\Eggplants.\Eggplants. response:	She's dead.
context: What was it?\Ke...\Ke...\Ke...\Can I say something completely unrelated?\Eggplants.\Eggplants.\She's dead. response:	No help is gonna come.
context: Ke...\Ke...\Ke...\Can I say something completely unrelated?\Eggplants.\Eggplants.\She's dead.\No help is gonna come. response:	I'm paralysed.
context: Ke...\Ke...\Can I say something completely unrelated?\Eggplants.\Eggplants.\She's dead.\No help is gonna come.\I'm paralysed. response:	It's finally down to just you and me, Sekiguchi.
context: Ke...\Can I say something completely unrelated?\Eggplants.\Eggplants.\She's dead.\No help is gonna come.\I'm paralysed.\It's finally down to just you and me, Sekiguchi. response:	Without at least three members, we'll be disbanded.
context: Can I say something completely unrelated?\Eggplants.\Eggplants.\She's dead.\No help is gonna come.\I'm paralysed.\It's finally down to just you and me, Sekiguchi.\Without at least three members, we'll be disbanded. response:	I wish there were a good way to recruit members.
context: Eggplants.\Eggplants.\She's dead.\No help is gonna come.\I'm paralysed.\It's finally down to just you and me, Sekiguchi.\Without at least three members, we'll be disbanded.\I wish there were a good way to recruit members. response:	President.
context: Eggplants.\She's dead.\No help is gonna come.\I'm paralysed.\It's finally down to just you and me, Sekiguchi.\Without at least three members, we'll be disbanded.\I wish there were a good way to recruit members.\President. response:	Hm?
context: She's dead.\No help is gonna come.\I'm paralysed.\It's finally down to just you and me, Sekiguchi.\Without at least three members, we'll be disbanded.\I wish there were a good way to recruit members.\President.\Hm? response:	What does our club do?
context: No help is gonna come.\I'm paralysed.\It's finally down to just you and me, Sekiguchi.\Without at least three members, we'll be disbanded.\I wish there were a good way to recruit members.\President.\Hm?\What does our club do? response:	Man, I thought you'd come up with a good way to recruit.
context: I'm paralysed.\It's finally down to just you and me, Sekiguchi.\Without at least three members, we'll be disbanded.\I wish there were a good way to recruit members.\President.\Hm?\What does our club do?\Man, I thought you'd come up with a good way to recruit. response:	We don't really do anything in particular.
context: It's finally down to just you and me, Sekiguchi.\Without at least three members, we'll be disbanded.\I wish there were a good way to recruit members.\President.\Hm?\What does our club do?\Man, I thought you'd come up with a good way to recruit.\We don't really do anything in particular. response:	On your mark.
context: Without at least three members, we'll be disbanded.\I wish there were a good way to recruit members.\President.\Hm?\What does our club do?\Man, I thought you'd come up with a good way to recruit.\We don't really do anything in particular.\On your mark. response:	Get set.
context: I wish there were a good way to recruit members.\President.\Hm?\What does our club do?\Man, I thought you'd come up with a good way to recruit.\We don't really do anything in particular.\On your mark.\Get set. response:	Go.
context: President.\Hm?\What does our club do?\Man, I thought you'd come up with a good way to recruit.\We don't really do anything in particular.\On your mark.\Get set.\Go. response:	Hey, stop!
context: Hm?\What does our club do?\Man, I thought you'd come up with a good way to recruit.\We don't really do anything in particular.\On your mark.\Get set.\Go.\Hey, stop! response:	Don't take my uniform off!
context: What does our club do?\Man, I thought you'd come up with a good way to recruit.\We don't really do anything in particular.\On your mark.\Get set.\Go.\Hey, stop!\Don't take my uniform off! response:	What's wrong with it, Seki-san?
context: Man, I thought you'd come up with a good way to recruit.\We don't really do anything in particular.\On your mark.\Get set.\Go.\Hey, stop!\Don't take my uniform off!\What's wrong with it, Seki-san? response:	Please give me your uniform!
context: We don't really do anything in particular.\On your mark.\Get set.\Go.\Hey, stop!\Don't take my uniform off!\What's wrong with it, Seki-san?\Please give me your uniform! response:	But hey, I didn't even get one point today!
context: On your mark.\Get set.\Go.\Hey, stop!\Don't take my uniform off!\What's wrong with it, Seki-san?\Please give me your uniform!\But hey, I didn't even get one point today! response:	It's perfectly fine!
context: Get set.\Go.\Hey, stop!\Don't take my uniform off!\What's wrong with it, Seki-san?\Please give me your uniform!\But hey, I didn't even get one point today!\It's perfectly fine! response:	It's your retirement uniform!
context: Go.\Hey, stop!\Don't take my uniform off!\What's wrong with it, Seki-san?\Please give me your uniform!\But hey, I didn't even get one point today!\It's perfectly fine!\It's your retirement uniform! response:	But still!
context: Hey, stop!\Don't take my uniform off!\What's wrong with it, Seki-san?\Please give me your uniform!\But hey, I didn't even get one point today!\It's perfectly fine!\It's your retirement uniform!\But still! response:	The uniform of a player that didn't even get one point in his last game isn't worth anything!
context: Don't take my uniform off!\What's wrong with it, Seki-san?\Please give me your uniform!\But hey, I didn't even get one point today!\It's perfectly fine!\It's your retirement uniform!\But still!\The uniform of a player that didn't even get one point in his last game isn't worth anything! response:	That's not true! I started playing soccer because of you, Seki-san!
context: What's wrong with it, Seki-san?\Please give me your uniform!\But hey, I didn't even get one point today!\It's perfectly fine!\It's your retirement uniform!\But still!\The uniform of a player that didn't even get one point in his last game isn't worth anything!\That's not true! I started playing soccer because of you, Seki-san! response:	W-Wait!
context: Please give me your uniform!\But hey, I didn't even get one point today!\It's perfectly fine!\It's your retirement uniform!\But still!\The uniform of a player that didn't even get one point in his last game isn't worth anything!\That's not true! I started playing soccer because of you, Seki-san!\W-Wait! response:	All right!
context: But hey, I didn't even get one point today!\It's perfectly fine!\It's your retirement uniform!\But still!\The uniform of a player that didn't even get one point in his last game isn't worth anything!\That's not true! I started playing soccer because of you, Seki-san!\W-Wait!\All right! response:	All right!
context: It's perfectly fine!\It's your retirement uniform!\But still!\The uniform of a player that didn't even get one point in his last game isn't worth anything!\That's not true! I started playing soccer because of you, Seki-san!\W-Wait!\All right!\All right! response:	Then, I'll take it off on my own time!
context: It's your retirement uniform!\But still!\The uniform of a player that didn't even get one point in his last game isn't worth anything!\That's not true! I started playing soccer because of you, Seki-san!\W-Wait!\All right!\All right!\Then, I'll take it off on my own time! response:	Okay? Okay?
context: But still!\The uniform of a player that didn't even get one point in his last game isn't worth anything!\That's not true! I started playing soccer because of you, Seki-san!\W-Wait!\All right!\All right!\Then, I'll take it off on my own time!\Okay? Okay? response:	I'll take it off so let go, okay?
context: The uniform of a player that didn't even get one point in his last game isn't worth anything!\That's not true! I started playing soccer because of you, Seki-san!\W-Wait!\All right!\All right!\Then, I'll take it off on my own time!\Okay? Okay?\I'll take it off so let go, okay? response:	All right...
context: That's not true! I started playing soccer because of you, Seki-san!\W-Wait!\All right!\All right!\Then, I'll take it off on my own time!\Okay? Okay?\I'll take it off so let go, okay?\All right... response:	An opening!
context: W-Wait!\All right!\All right!\Then, I'll take it off on my own time!\Okay? Okay?\I'll take it off so let go, okay?\All right...\An opening! response:	I'm sorry.
context: All right!\All right!\Then, I'll take it off on my own time!\Okay? Okay?\I'll take it off so let go, okay?\All right...\An opening!\I'm sorry. response:	Listen.
context: All right!\Then, I'll take it off on my own time!\Okay? Okay?\I'll take it off so let go, okay?\All right...\An opening!\I'm sorry.\Listen. response:	You should respect your elders from now on.
context: Then, I'll take it off on my own time!\Okay? Okay?\I'll take it off so let go, okay?\All right...\An opening!\I'm sorry.\Listen.\You should respect your elders from now on. response:	All right.
context: Okay? Okay?\I'll take it off so let go, okay?\All right...\An opening!\I'm sorry.\Listen.\You should respect your elders from now on.\All right. response:	Honestly.
context: I'll take it off so let go, okay?\All right...\An opening!\I'm sorry.\Listen.\You should respect your elders from now on.\All right.\Honestly. response:	She's such a helpless kid.
context: All right...\An opening!\I'm sorry.\Listen.\You should respect your elders from now on.\All right.\Honestly.\She's such a helpless kid. response:	This is bad, yet so fun!
context: An opening!\I'm sorry.\Listen.\You should respect your elders from now on.\All right.\Honestly.\She's such a helpless kid.\This is bad, yet so fun! response:	Wait, wait!
context: I'm sorry.\Listen.\You should respect your elders from now on.\All right.\Honestly.\She's such a helpless kid.\This is bad, yet so fun!\Wait, wait! response:	From the beginning, I wanted to create a completely new club by combining go and soccer.
context: Listen.\You should respect your elders from now on.\All right.\Honestly.\She's such a helpless kid.\This is bad, yet so fun!\Wait, wait!\From the beginning, I wanted to create a completely new club by combining go and soccer. response:	So I made this club.
context: You should respect your elders from now on.\All right.\Honestly.\She's such a helpless kid.\This is bad, yet so fun!\Wait, wait!\From the beginning, I wanted to create a completely new club by combining go and soccer.\So I made this club. response:	But I couldn't think of how to do it.
context: All right.\Honestly.\She's such a helpless kid.\This is bad, yet so fun!\Wait, wait!\From the beginning, I wanted to create a completely new club by combining go and soccer.\So I made this club.\But I couldn't think of how to do it. response:	First draw some boomerangs, then some triangles, then squares.
context: Honestly.\She's such a helpless kid.\This is bad, yet so fun!\Wait, wait!\From the beginning, I wanted to create a completely new club by combining go and soccer.\So I made this club.\But I couldn't think of how to do it.\First draw some boomerangs, then some triangles, then squares. response:	Professor, it's about time to go to bed.
context: She's such a helpless kid.\This is bad, yet so fun!\Wait, wait!\From the beginning, I wanted to create a completely new club by combining go and soccer.\So I made this club.\But I couldn't think of how to do it.\First draw some boomerangs, then some triangles, then squares.\Professor, it's about time to go to bed. response:	All right.
context: This is bad, yet so fun!\Wait, wait!\From the beginning, I wanted to create a completely new club by combining go and soccer.\So I made this club.\But I couldn't think of how to do it.\First draw some boomerangs, then some triangles, then squares.\Professor, it's about time to go to bed.\All right. response:	Professor, did you eat snacks?
context: Wait, wait!\From the beginning, I wanted to create a completely new club by combining go and soccer.\So I made this club.\But I couldn't think of how to do it.\First draw some boomerangs, then some triangles, then squares.\Professor, it's about time to go to bed.\All right.\Professor, did you eat snacks? response:	I didn't eat any.
context: From the beginning, I wanted to create a completely new club by combining go and soccer.\So I made this club.\But I couldn't think of how to do it.\First draw some boomerangs, then some triangles, then squares.\Professor, it's about time to go to bed.\All right.\Professor, did you eat snacks?\I didn't eat any. response:	Why are you looking away?
context: So I made this club.\But I couldn't think of how to do it.\First draw some boomerangs, then some triangles, then squares.\Professor, it's about time to go to bed.\All right.\Professor, did you eat snacks?\I didn't eat any.\Why are you looking away? response:	Maybe because it's the other way?
context: But I couldn't think of how to do it.\First draw some boomerangs, then some triangles, then squares.\Professor, it's about time to go to bed.\All right.\Professor, did you eat snacks?\I didn't eat any.\Why are you looking away?\Maybe because it's the other way? response:	I don't know what you're saying!
context: First draw some boomerangs, then some triangles, then squares.\Professor, it's about time to go to bed.\All right.\Professor, did you eat snacks?\I didn't eat any.\Why are you looking away?\Maybe because it's the other way?\I don't know what you're saying! response:	See, look.
context: Professor, it's about time to go to bed.\All right.\Professor, did you eat snacks?\I didn't eat any.\Why are you looking away?\Maybe because it's the other way?\I don't know what you're saying!\See, look. response:	Why are you eating just before bed?
context: All right.\Professor, did you eat snacks?\I didn't eat any.\Why are you looking away?\Maybe because it's the other way?\I don't know what you're saying!\See, look.\Why are you eating just before bed? response:	These... aren't mine.
context: Professor, did you eat snacks?\I didn't eat any.\Why are you looking away?\Maybe because it's the other way?\I don't know what you're saying!\See, look.\Why are you eating just before bed?\These... aren't mine. response:	Then who has chips stuck to her face?
context: I didn't eat any.\Why are you looking away?\Maybe because it's the other way?\I don't know what you're saying!\See, look.\Why are you eating just before bed?\These... aren't mine.\Then who has chips stuck to her face? response:	Cough, cough.
context: Why are you looking away?\Maybe because it's the other way?\I don't know what you're saying!\See, look.\Why are you eating just before bed?\These... aren't mine.\Then who has chips stuck to her face?\Cough, cough. response:	I think I might have caught a cold.
context: Maybe because it's the other way?\I don't know what you're saying!\See, look.\Why are you eating just before bed?\These... aren't mine.\Then who has chips stuck to her face?\Cough, cough.\I think I might have caught a cold. response:	What are you doing?
context: I don't know what you're saying!\See, look.\Why are you eating just before bed?\These... aren't mine.\Then who has chips stuck to her face?\Cough, cough.\I think I might have caught a cold.\What are you doing? response:	Why do you never listen when I say, No snacks before bed?
context: See, look.\Why are you eating just before bed?\These... aren't mine.\Then who has chips stuck to her face?\Cough, cough.\I think I might have caught a cold.\What are you doing?\Why do you never listen when I say, No snacks before bed? response:	You're wrong!
context: Why are you eating just before bed?\These... aren't mine.\Then who has chips stuck to her face?\Cough, cough.\I think I might have caught a cold.\What are you doing?\Why do you never listen when I say, No snacks before bed?\You're wrong! response:	Sakamoto told me to eat them!
context: These... aren't mine.\Then who has chips stuck to her face?\Cough, cough.\I think I might have caught a cold.\What are you doing?\Why do you never listen when I say, No snacks before bed?\You're wrong!\Sakamoto told me to eat them! response:	A bubble's coming out of his nose.
context: Then who has chips stuck to her face?\Cough, cough.\I think I might have caught a cold.\What are you doing?\Why do you never listen when I say, No snacks before bed?\You're wrong!\Sakamoto told me to eat them!\A bubble's coming out of his nose. response:	A masterpiece!
context: Cough, cough.\I think I might have caught a cold.\What are you doing?\Why do you never listen when I say, No snacks before bed?\You're wrong!\Sakamoto told me to eat them!\A bubble's coming out of his nose.\A masterpiece! response:	Don't change the topic!
context: I think I might have caught a cold.\What are you doing?\Why do you never listen when I say, No snacks before bed?\You're wrong!\Sakamoto told me to eat them!\A bubble's coming out of his nose.\A masterpiece!\Don't change the topic! response:	Well, brush your teeth and go to bed.
context: What are you doing?\Why do you never listen when I say, No snacks before bed?\You're wrong!\Sakamoto told me to eat them!\A bubble's coming out of his nose.\A masterpiece!\Don't change the topic!\Well, brush your teeth and go to bed. response:	I already brushed my teeth.
context: Why do you never listen when I say, No snacks before bed?\You're wrong!\Sakamoto told me to eat them!\A bubble's coming out of his nose.\A masterpiece!\Don't change the topic!\Well, brush your teeth and go to bed.\I already brushed my teeth. response:	You did?
context: You're wrong!\Sakamoto told me to eat them!\A bubble's coming out of his nose.\A masterpiece!\Don't change the topic!\Well, brush your teeth and go to bed.\I already brushed my teeth.\You did? response:	You mean, before you ate snacks?
context: Sakamoto told me to eat them!\A bubble's coming out of his nose.\A masterpiece!\Don't change the topic!\Well, brush your teeth and go to bed.\I already brushed my teeth.\You did?\You mean, before you ate snacks? response:	Yes.
context: A bubble's coming out of his nose.\A masterpiece!\Don't change the topic!\Well, brush your teeth and go to bed.\I already brushed my teeth.\You did?\You mean, before you ate snacks?\Yes. response:	I brushed them.
context: A masterpiece!\Don't change the topic!\Well, brush your teeth and go to bed.\I already brushed my teeth.\You did?\You mean, before you ate snacks?\Yes.\I brushed them. response:	Why are you getting shy?
context: Don't change the topic!\Well, brush your teeth and go to bed.\I already brushed my teeth.\You did?\You mean, before you ate snacks?\Yes.\I brushed them.\Why are you getting shy? response:	But you only need to brush them once.
context: Well, brush your teeth and go to bed.\I already brushed my teeth.\You did?\You mean, before you ate snacks?\Yes.\I brushed them.\Why are you getting shy?\But you only need to brush them once. response:	No, you don't, not if you eat snacks.
context: I already brushed my teeth.\You did?\You mean, before you ate snacks?\Yes.\I brushed them.\Why are you getting shy?\But you only need to brush them once.\No, you don't, not if you eat snacks. response:	Then have you brushed yours, Nano?
context: You did?\You mean, before you ate snacks?\Yes.\I brushed them.\Why are you getting shy?\But you only need to brush them once.\No, you don't, not if you eat snacks.\Then have you brushed yours, Nano? response:	I've already brushed mine.
context: You mean, before you ate snacks?\Yes.\I brushed them.\Why are you getting shy?\But you only need to brush them once.\No, you don't, not if you eat snacks.\Then have you brushed yours, Nano?\I've already brushed mine. response:	Then... Then...
context: Yes.\I brushed them.\Why are you getting shy?\But you only need to brush them once.\No, you don't, not if you eat snacks.\Then have you brushed yours, Nano?\I've already brushed mine.\Then... Then... response:	I'm completely ready for bed!
context: I brushed them.\Why are you getting shy?\But you only need to brush them once.\No, you don't, not if you eat snacks.\Then have you brushed yours, Nano?\I've already brushed mine.\Then... Then...\I'm completely ready for bed! response:	You aren't, though, Professor.
context: Why are you getting shy?\But you only need to brush them once.\No, you don't, not if you eat snacks.\Then have you brushed yours, Nano?\I've already brushed mine.\Then... Then...\I'm completely ready for bed!\You aren't, though, Professor. response:	You're a robot, Nano, so you can't get cavities anyway!
context: But you only need to brush them once.\No, you don't, not if you eat snacks.\Then have you brushed yours, Nano?\I've already brushed mine.\Then... Then...\I'm completely ready for bed!\You aren't, though, Professor.\You're a robot, Nano, so you can't get cavities anyway! response:	Nano!
context: No, you don't, not if you eat snacks.\Then have you brushed yours, Nano?\I've already brushed mine.\Then... Then...\I'm completely ready for bed!\You aren't, though, Professor.\You're a robot, Nano, so you can't get cavities anyway!\Nano! response:	Um... Um...
context: Then have you brushed yours, Nano?\I've already brushed mine.\Then... Then...\I'm completely ready for bed!\You aren't, though, Professor.\You're a robot, Nano, so you can't get cavities anyway!\Nano!\Um... Um... response:	You can get little cavities, all right?
context: I've already brushed mine.\Then... Then...\I'm completely ready for bed!\You aren't, though, Professor.\You're a robot, Nano, so you can't get cavities anyway!\Nano!\Um... Um...\You can get little cavities, all right? response:	Is that true?
context: Then... Then...\I'm completely ready for bed!\You aren't, though, Professor.\You're a robot, Nano, so you can't get cavities anyway!\Nano!\Um... Um...\You can get little cavities, all right?\Is that true? response:	It's true.
context: I'm completely ready for bed!\You aren't, though, Professor.\You're a robot, Nano, so you can't get cavities anyway!\Nano!\Um... Um...\You can get little cavities, all right?\Is that true?\It's true. response:	It's a lie...
context: You aren't, though, Professor.\You're a robot, Nano, so you can't get cavities anyway!\Nano!\Um... Um...\You can get little cavities, all right?\Is that true?\It's true.\It's a lie... response:	Ah, but look, they could get rusted!
context: You're a robot, Nano, so you can't get cavities anyway!\Nano!\Um... Um...\You can get little cavities, all right?\Is that true?\It's true.\It's a lie...\Ah, but look, they could get rusted! response:	Rust...
context: Nano!\Um... Um...\You can get little cavities, all right?\Is that true?\It's true.\It's a lie...\Ah, but look, they could get rusted!\Rust... response:	Then, I'll add a function to get cavities!
context: Um... Um...\You can get little cavities, all right?\Is that true?\It's true.\It's a lie...\Ah, but look, they could get rusted!\Rust...\Then, I'll add a function to get cavities! response:	Don't worry.
context: You can get little cavities, all right?\Is that true?\It's true.\It's a lie...\Ah, but look, they could get rusted!\Rust...\Then, I'll add a function to get cavities!\Don't worry. response:	I really will add it.
context: Is that true?\It's true.\It's a lie...\Ah, but look, they could get rusted!\Rust...\Then, I'll add a function to get cavities!\Don't worry.\I really will add it. response:	It's a promise, okay?
context: It's true.\It's a lie...\Ah, but look, they could get rusted!\Rust...\Then, I'll add a function to get cavities!\Don't worry.\I really will add it.\It's a promise, okay? response:	Okay!
context: It's a lie...\Ah, but look, they could get rusted!\Rust...\Then, I'll add a function to get cavities!\Don't worry.\I really will add it.\It's a promise, okay?\Okay! response:	Then Nano, come brush your teeth with me!
context: Ah, but look, they could get rusted!\Rust...\Then, I'll add a function to get cavities!\Don't worry.\I really will add it.\It's a promise, okay?\Okay!\Then Nano, come brush your teeth with me! response:	All right.
context: Rust...\Then, I'll add a function to get cavities!\Don't worry.\I really will add it.\It's a promise, okay?\Okay!\Then Nano, come brush your teeth with me!\All right. response:	Although it's the second time.
context: Then, I'll add a function to get cavities!\Don't worry.\I really will add it.\It's a promise, okay?\Okay!\Then Nano, come brush your teeth with me!\All right.\Although it's the second time. response:	It's already 10PM!
context: Don't worry.\I really will add it.\It's a promise, okay?\Okay!\Then Nano, come brush your teeth with me!\All right.\Although it's the second time.\It's already 10PM! response:	That's true.
context: I really will add it.\It's a promise, okay?\Okay!\Then Nano, come brush your teeth with me!\All right.\Although it's the second time.\It's already 10PM!\That's true. response:	Honestly.
context: It's a promise, okay?\Okay!\Then Nano, come brush your teeth with me!\All right.\Although it's the second time.\It's already 10PM!\That's true.\Honestly. response:	Sasahara is never serious.
context: Okay!\Then Nano, come brush your teeth with me!\All right.\Although it's the second time.\It's already 10PM!\That's true.\Honestly.\Sasahara is never serious. response:	We are the egg twins!
context: Then Nano, come brush your teeth with me!\All right.\Although it's the second time.\It's already 10PM!\That's true.\Honestly.\Sasahara is never serious.\We are the egg twins! response:	We are!
context: All right.\Although it's the second time.\It's already 10PM!\That's true.\Honestly.\Sasahara is never serious.\We are the egg twins!\We are! response:	Ow - Hot, hot, hot, hot!
context: Although it's the second time.\It's already 10PM!\That's true.\Honestly.\Sasahara is never serious.\We are the egg twins!\We are!\Ow - Hot, hot, hot, hot! response:	Hot!
context: It's already 10PM!\That's true.\Honestly.\Sasahara is never serious.\We are the egg twins!\We are!\Ow - Hot, hot, hot, hot!\Hot! response:	Hot!
context: That's true.\Honestly.\Sasahara is never serious.\We are the egg twins!\We are!\Ow - Hot, hot, hot, hot!\Hot!\Hot! response:	N-Next time on Nichijou, i-it's episode 9!
context: Honestly.\Sasahara is never serious.\We are the egg twins!\We are!\Ow - Hot, hot, hot, hot!\Hot!\Hot!\N-Next time on Nichijou, i-it's episode 9! response:	L-Look forwar - H-Hot!
