context: Lets have a White Festival! response:	Yeah, let's do it.
context: Putting up posters in our shops should be fine.\Quite a few graduates from Shiro High live around here,\so I'm sure they'd want to stop by one last time,\before it's shut down.\I'm actually one of them.\Oh? Were you a music major?\No, no, I was just a regular student.\Here's the music for Sakai-san's song and a recording. response:	It's still pretty rough,
context: Quite a few graduates from Shiro High live around here,\so I'm sure they'd want to stop by one last time,\before it's shut down.\I'm actually one of them.\Oh? Were you a music major?\No, no, I was just a regular student.\Here's the music for Sakai-san's song and a recording.\It's still pretty rough, response:	but you'll at least be able to hear us sing.
context: so I'm sure they'd want to stop by one last time,\before it's shut down.\I'm actually one of them.\Oh? Were you a music major?\No, no, I was just a regular student.\Here's the music for Sakai-san's song and a recording.\It's still pretty rough,\but you'll at least be able to hear us sing. response:	Okay.
context: before it's shut down.\I'm actually one of them.\Oh? Were you a music major?\No, no, I was just a regular student.\Here's the music for Sakai-san's song and a recording.\It's still pretty rough,\but you'll at least be able to hear us sing.\Okay. response:	You know, I like the way you play piano.
context: I'm actually one of them.\Oh? Were you a music major?\No, no, I was just a regular student.\Here's the music for Sakai-san's song and a recording.\It's still pretty rough,\but you'll at least be able to hear us sing.\Okay.\You know, I like the way you play piano. response:	It's gentle, yet strong.
context: Oh? Were you a music major?\No, no, I was just a regular student.\Here's the music for Sakai-san's song and a recording.\It's still pretty rough,\but you'll at least be able to hear us sing.\Okay.\You know, I like the way you play piano.\It's gentle, yet strong. response:	Thank you.
context: No, no, I was just a regular student.\Here's the music for Sakai-san's song and a recording.\It's still pretty rough,\but you'll at least be able to hear us sing.\Okay.\You know, I like the way you play piano.\It's gentle, yet strong.\Thank you. response:	If you can't do it, we'll just record Wakana.
context: Here's the music for Sakai-san's song and a recording.\It's still pretty rough,\but you'll at least be able to hear us sing.\Okay.\You know, I like the way you play piano.\It's gentle, yet strong.\Thank you.\If you can't do it, we'll just record Wakana. response:	But we'd prefer to have your accompaniment.
context: It's still pretty rough,\but you'll at least be able to hear us sing.\Okay.\You know, I like the way you play piano.\It's gentle, yet strong.\Thank you.\If you can't do it, we'll just record Wakana.\But we'd prefer to have your accompaniment. response:	No.
context: but you'll at least be able to hear us sing.\Okay.\You know, I like the way you play piano.\It's gentle, yet strong.\Thank you.\If you can't do it, we'll just record Wakana.\But we'd prefer to have your accompaniment.\No. response:	Don't drag others into your personal whims,
context: Okay.\You know, I like the way you play piano.\It's gentle, yet strong.\Thank you.\If you can't do it, we'll just record Wakana.\But we'd prefer to have your accompaniment.\No.\Don't drag others into your personal whims, response:	when the school's facing a crisis.
context: You know, I like the way you play piano.\It's gentle, yet strong.\Thank you.\If you can't do it, we'll just record Wakana.\But we'd prefer to have your accompaniment.\No.\Don't drag others into your personal whims,\when the school's facing a crisis. response:	Shouldn't we be singing because there's a crisis?
context: It's gentle, yet strong.\Thank you.\If you can't do it, we'll just record Wakana.\But we'd prefer to have your accompaniment.\No.\Don't drag others into your personal whims,\when the school's facing a crisis.\Shouldn't we be singing because there's a crisis? response:	Hirohata-san, why do you sing?
context: Thank you.\If you can't do it, we'll just record Wakana.\But we'd prefer to have your accompaniment.\No.\Don't drag others into your personal whims,\when the school's facing a crisis.\Shouldn't we be singing because there's a crisis?\Hirohata-san, why do you sing? response:	You're not planning to make a career of it, right?
context: If you can't do it, we'll just record Wakana.\But we'd prefer to have your accompaniment.\No.\Don't drag others into your personal whims,\when the school's facing a crisis.\Shouldn't we be singing because there's a crisis?\Hirohata-san, why do you sing?\You're not planning to make a career of it, right? response:	I may not like you, but I know you love singing.
context: But we'd prefer to have your accompaniment.\No.\Don't drag others into your personal whims,\when the school's facing a crisis.\Shouldn't we be singing because there's a crisis?\Hirohata-san, why do you sing?\You're not planning to make a career of it, right?\I may not like you, but I know you love singing. response:	We did used to be in the same club.
context: No.\Don't drag others into your personal whims,\when the school's facing a crisis.\Shouldn't we be singing because there's a crisis?\Hirohata-san, why do you sing?\You're not planning to make a career of it, right?\I may not like you, but I know you love singing.\We did used to be in the same club. response:	Let's sing together!
context: Don't drag others into your personal whims,\when the school's facing a crisis.\Shouldn't we be singing because there's a crisis?\Hirohata-san, why do you sing?\You're not planning to make a career of it, right?\I may not like you, but I know you love singing.\We did used to be in the same club.\Let's sing together! response:	What's wrong with you?
context: when the school's facing a crisis.\Shouldn't we be singing because there's a crisis?\Hirohata-san, why do you sing?\You're not planning to make a career of it, right?\I may not like you, but I know you love singing.\We did used to be in the same club.\Let's sing together!\What's wrong with you? response:	Come on, sing with us!
context: Shouldn't we be singing because there's a crisis?\Hirohata-san, why do you sing?\You're not planning to make a career of it, right?\I may not like you, but I know you love singing.\We did used to be in the same club.\Let's sing together!\What's wrong with you?\Come on, sing with us! response:	Cut it out!
context: Hirohata-san, why do you sing?\You're not planning to make a career of it, right?\I may not like you, but I know you love singing.\We did used to be in the same club.\Let's sing together!\What's wrong with you?\Come on, sing with us!\Cut it out! response:	As club president, I can't go off and do
context: You're not planning to make a career of it, right?\I may not like you, but I know you love singing.\We did used to be in the same club.\Let's sing together!\What's wrong with you?\Come on, sing with us!\Cut it out!\As club president, I can't go off and do response:	whatever I want, like some people.
context: I may not like you, but I know you love singing.\We did used to be in the same club.\Let's sing together!\What's wrong with you?\Come on, sing with us!\Cut it out!\As club president, I can't go off and do\whatever I want, like some people. response:	Go preach your childish I love singing! to someone else.
context: We did used to be in the same club.\Let's sing together!\What's wrong with you?\Come on, sing with us!\Cut it out!\As club president, I can't go off and do\whatever I want, like some people.\Go preach your childish I love singing! to someone else. response:	I'm way more serious about music than that!
context: Let's sing together!\What's wrong with you?\Come on, sing with us!\Cut it out!\As club president, I can't go off and do\whatever I want, like some people.\Go preach your childish I love singing! to someone else.\I'm way more serious about music than that! response:	You think I'm doing this on a whim?
context: What's wrong with you?\Come on, sing with us!\Cut it out!\As club president, I can't go off and do\whatever I want, like some people.\Go preach your childish I love singing! to someone else.\I'm way more serious about music than that!\You think I'm doing this on a whim? response:	Quiet in the halls.
context: Come on, sing with us!\Cut it out!\As club president, I can't go off and do\whatever I want, like some people.\Go preach your childish I love singing! to someone else.\I'm way more serious about music than that!\You think I'm doing this on a whim?\Quiet in the halls. response:	Is everyone inside?
context: Cut it out!\As club president, I can't go off and do\whatever I want, like some people.\Go preach your childish I love singing! to someone else.\I'm way more serious about music than that!\You think I'm doing this on a whim?\Quiet in the halls.\Is everyone inside? response:	Ah, yes!
context: As club president, I can't go off and do\whatever I want, like some people.\Go preach your childish I love singing! to someone else.\I'm way more serious about music than that!\You think I'm doing this on a whim?\Quiet in the halls.\Is everyone inside?\Ah, yes! response:	Begin practice.
context: whatever I want, like some people.\Go preach your childish I love singing! to someone else.\I'm way more serious about music than that!\You think I'm doing this on a whim?\Quiet in the halls.\Is everyone inside?\Ah, yes!\Begin practice. response:	Yes, ma'am!
context: Go preach your childish I love singing! to someone else.\I'm way more serious about music than that!\You think I'm doing this on a whim?\Quiet in the halls.\Is everyone inside?\Ah, yes!\Begin practice.\Yes, ma'am! response:	Ueno-san, you too.
context: I'm way more serious about music than that!\You think I'm doing this on a whim?\Quiet in the halls.\Is everyone inside?\Ah, yes!\Begin practice.\Yes, ma'am!\Ueno-san, you too. response:	Yes, ma'am.
context: You think I'm doing this on a whim?\Quiet in the halls.\Is everyone inside?\Ah, yes!\Begin practice.\Yes, ma'am!\Ueno-san, you too.\Yes, ma'am. response:	I'm sorry.
context: Quiet in the halls.\Is everyone inside?\Ah, yes!\Begin practice.\Yes, ma'am!\Ueno-san, you too.\Yes, ma'am.\I'm sorry. response:	A Brighter Future For You
context: Is everyone inside?\Ah, yes!\Begin practice.\Yes, ma'am!\Ueno-san, you too.\Yes, ma'am.\I'm sorry.\A Brighter Future For You response:	This might not be a big deal
context: Ah, yes!\Begin practice.\Yes, ma'am!\Ueno-san, you too.\Yes, ma'am.\I'm sorry.\A Brighter Future For You\This might not be a big deal response:	for students participating in big competitions
context: Begin practice.\Yes, ma'am!\Ueno-san, you too.\Yes, ma'am.\I'm sorry.\A Brighter Future For You\This might not be a big deal\for students participating in big competitions response:	or pursuing professional careers,
context: Yes, ma'am!\Ueno-san, you too.\Yes, ma'am.\I'm sorry.\A Brighter Future For You\This might not be a big deal\for students participating in big competitions\or pursuing professional careers, response:	but some of them don't have any other stage to stand on.
context: Ueno-san, you too.\Yes, ma'am.\I'm sorry.\A Brighter Future For You\This might not be a big deal\for students participating in big competitions\or pursuing professional careers,\but some of them don't have any other stage to stand on. response:	Do those students really need a stage?
context: Yes, ma'am.\I'm sorry.\A Brighter Future For You\This might not be a big deal\for students participating in big competitions\or pursuing professional careers,\but some of them don't have any other stage to stand on.\Do those students really need a stage? response:	Huh?
context: I'm sorry.\A Brighter Future For You\This might not be a big deal\for students participating in big competitions\or pursuing professional careers,\but some of them don't have any other stage to stand on.\Do those students really need a stage?\Huh? response:	Of course they do.
context: A Brighter Future For You\This might not be a big deal\for students participating in big competitions\or pursuing professional careers,\but some of them don't have any other stage to stand on.\Do those students really need a stage?\Huh?\Of course they do. response:	I don't want to become the sad kind of adult
context: This might not be a big deal\for students participating in big competitions\or pursuing professional careers,\but some of them don't have any other stage to stand on.\Do those students really need a stage?\Huh?\Of course they do.\I don't want to become the sad kind of adult response:	who tramples my students' dreams.
context: for students participating in big competitions\or pursuing professional careers,\but some of them don't have any other stage to stand on.\Do those students really need a stage?\Huh?\Of course they do.\I don't want to become the sad kind of adult\who tramples my students' dreams. response:	I'm sure this has been hard on you.
context: or pursuing professional careers,\but some of them don't have any other stage to stand on.\Do those students really need a stage?\Huh?\Of course they do.\I don't want to become the sad kind of adult\who tramples my students' dreams.\I'm sure this has been hard on you. response:	Once it all blows over,
context: but some of them don't have any other stage to stand on.\Do those students really need a stage?\Huh?\Of course they do.\I don't want to become the sad kind of adult\who tramples my students' dreams.\I'm sure this has been hard on you.\Once it all blows over, response:	you should celebrate with this.
context: Do those students really need a stage?\Huh?\Of course they do.\I don't want to become the sad kind of adult\who tramples my students' dreams.\I'm sure this has been hard on you.\Once it all blows over,\you should celebrate with this. response:	Why would you want to stir up trouble now,
context: Huh?\Of course they do.\I don't want to become the sad kind of adult\who tramples my students' dreams.\I'm sure this has been hard on you.\Once it all blows over,\you should celebrate with this.\Why would you want to stir up trouble now, response:	when everything's been settled?
context: Of course they do.\I don't want to become the sad kind of adult\who tramples my students' dreams.\I'm sure this has been hard on you.\Once it all blows over,\you should celebrate with this.\Why would you want to stir up trouble now,\when everything's been settled? response:	I spotted this in town.
context: I don't want to become the sad kind of adult\who tramples my students' dreams.\I'm sure this has been hard on you.\Once it all blows over,\you should celebrate with this.\Why would you want to stir up trouble now,\when everything's been settled?\I spotted this in town. response:	The Final White Festival of Shirohamazaka High
context: who tramples my students' dreams.\I'm sure this has been hard on you.\Once it all blows over,\you should celebrate with this.\Why would you want to stir up trouble now,\when everything's been settled?\I spotted this in town.\The Final White Festival of Shirohamazaka High response:	Shirohamazaka High Choir and Sometimes Badminton Club
context: I'm sure this has been hard on you.\Once it all blows over,\you should celebrate with this.\Why would you want to stir up trouble now,\when everything's been settled?\I spotted this in town.\The Final White Festival of Shirohamazaka High\Shirohamazaka High Choir and Sometimes Badminton Club response:	I don't want any unnecessary discord
context: Once it all blows over,\you should celebrate with this.\Why would you want to stir up trouble now,\when everything's been settled?\I spotted this in town.\The Final White Festival of Shirohamazaka High\Shirohamazaka High Choir and Sometimes Badminton Club\I don't want any unnecessary discord response:	with the locals over this.
context: you should celebrate with this.\Why would you want to stir up trouble now,\when everything's been settled?\I spotted this in town.\The Final White Festival of Shirohamazaka High\Shirohamazaka High Choir and Sometimes Badminton Club\I don't want any unnecessary discord\with the locals over this. response:	Construction is already behind schedule.
context: Why would you want to stir up trouble now,\when everything's been settled?\I spotted this in town.\The Final White Festival of Shirohamazaka High\Shirohamazaka High Choir and Sometimes Badminton Club\I don't want any unnecessary discord\with the locals over this.\Construction is already behind schedule. response:	Students are not to be on school grounds
context: when everything's been settled?\I spotted this in town.\The Final White Festival of Shirohamazaka High\Shirohamazaka High Choir and Sometimes Badminton Club\I don't want any unnecessary discord\with the locals over this.\Construction is already behind schedule.\Students are not to be on school grounds response:	past 5 P.M. on school days,
context: I spotted this in town.\The Final White Festival of Shirohamazaka High\Shirohamazaka High Choir and Sometimes Badminton Club\I don't want any unnecessary discord\with the locals over this.\Construction is already behind schedule.\Students are not to be on school grounds\past 5 P.M. on school days, response:	and not at all on Sundays and holidays.
context: The Final White Festival of Shirohamazaka High\Shirohamazaka High Choir and Sometimes Badminton Club\I don't want any unnecessary discord\with the locals over this.\Construction is already behind schedule.\Students are not to be on school grounds\past 5 P.M. on school days,\and not at all on Sundays and holidays. response:	Violators will be suspended from school.
context: Shirohamazaka High Choir and Sometimes Badminton Club\I don't want any unnecessary discord\with the locals over this.\Construction is already behind schedule.\Students are not to be on school grounds\past 5 P.M. on school days,\and not at all on Sundays and holidays.\Violators will be suspended from school. response:	Isn't that a bit harsh?
context: I don't want any unnecessary discord\with the locals over this.\Construction is already behind schedule.\Students are not to be on school grounds\past 5 P.M. on school days,\and not at all on Sundays and holidays.\Violators will be suspended from school.\Isn't that a bit harsh? response:	All you need to worry about are the construction delays,
context: with the locals over this.\Construction is already behind schedule.\Students are not to be on school grounds\past 5 P.M. on school days,\and not at all on Sundays and holidays.\Violators will be suspended from school.\Isn't that a bit harsh?\All you need to worry about are the construction delays, response:	and your retirement.
context: Construction is already behind schedule.\Students are not to be on school grounds\past 5 P.M. on school days,\and not at all on Sundays and holidays.\Violators will be suspended from school.\Isn't that a bit harsh?\All you need to worry about are the construction delays,\and your retirement. response:	White Festival Finally Tomorrow!!
context: Students are not to be on school grounds\past 5 P.M. on school days,\and not at all on Sundays and holidays.\Violators will be suspended from school.\Isn't that a bit harsh?\All you need to worry about are the construction delays,\and your retirement.\White Festival Finally Tomorrow!! response:	The props and costumes are done.
context: past 5 P.M. on school days,\and not at all on Sundays and holidays.\Violators will be suspended from school.\Isn't that a bit harsh?\All you need to worry about are the construction delays,\and your retirement.\White Festival Finally Tomorrow!!\The props and costumes are done. response:	He said he'd finish the backdrops by pulling an all-nighter.
context: and not at all on Sundays and holidays.\Violators will be suspended from school.\Isn't that a bit harsh?\All you need to worry about are the construction delays,\and your retirement.\White Festival Finally Tomorrow!!\The props and costumes are done.\He said he'd finish the backdrops by pulling an all-nighter. response:	Please, sun! Please, sun! Please!
context: Violators will be suspended from school.\Isn't that a bit harsh?\All you need to worry about are the construction delays,\and your retirement.\White Festival Finally Tomorrow!!\The props and costumes are done.\He said he'd finish the backdrops by pulling an all-nighter.\Please, sun! Please, sun! Please! response:	Anyone who comes to see us in this downpour is
context: Isn't that a bit harsh?\All you need to worry about are the construction delays,\and your retirement.\White Festival Finally Tomorrow!!\The props and costumes are done.\He said he'd finish the backdrops by pulling an all-nighter.\Please, sun! Please, sun! Please!\Anyone who comes to see us in this downpour is response:	worth their weight in gold.
context: All you need to worry about are the construction delays,\and your retirement.\White Festival Finally Tomorrow!!\The props and costumes are done.\He said he'd finish the backdrops by pulling an all-nighter.\Please, sun! Please, sun! Please!\Anyone who comes to see us in this downpour is\worth their weight in gold. response:	What are you, a rain whisperer, Konatsu?
context: and your retirement.\White Festival Finally Tomorrow!!\The props and costumes are done.\He said he'd finish the backdrops by pulling an all-nighter.\Please, sun! Please, sun! Please!\Anyone who comes to see us in this downpour is\worth their weight in gold.\What are you, a rain whisperer, Konatsu? response:	All right! We've done all we could!
context: White Festival Finally Tomorrow!!\The props and costumes are done.\He said he'd finish the backdrops by pulling an all-nighter.\Please, sun! Please, sun! Please!\Anyone who comes to see us in this downpour is\worth their weight in gold.\What are you, a rain whisperer, Konatsu?\All right! We've done all we could! response:	It will soon be 5 P.M.
context: The props and costumes are done.\He said he'd finish the backdrops by pulling an all-nighter.\Please, sun! Please, sun! Please!\Anyone who comes to see us in this downpour is\worth their weight in gold.\What are you, a rain whisperer, Konatsu?\All right! We've done all we could!\It will soon be 5 P.M. response:	All students must return to their homes immediately.
context: He said he'd finish the backdrops by pulling an all-nighter.\Please, sun! Please, sun! Please!\Anyone who comes to see us in this downpour is\worth their weight in gold.\What are you, a rain whisperer, Konatsu?\All right! We've done all we could!\It will soon be 5 P.M.\All students must return to their homes immediately. response:	Tomorrow's the big day.
context: Please, sun! Please, sun! Please!\Anyone who comes to see us in this downpour is\worth their weight in gold.\What are you, a rain whisperer, Konatsu?\All right! We've done all we could!\It will soon be 5 P.M.\All students must return to their homes immediately.\Tomorrow's the big day. response:	Even if nobody comes...
context: Anyone who comes to see us in this downpour is\worth their weight in gold.\What are you, a rain whisperer, Konatsu?\All right! We've done all we could!\It will soon be 5 P.M.\All students must return to their homes immediately.\Tomorrow's the big day.\Even if nobody comes... response:	My dad will be there, for sure.
context: worth their weight in gold.\What are you, a rain whisperer, Konatsu?\All right! We've done all we could!\It will soon be 5 P.M.\All students must return to their homes immediately.\Tomorrow's the big day.\Even if nobody comes...\My dad will be there, for sure. response:	After all we've done, if only one person shows...
context: What are you, a rain whisperer, Konatsu?\All right! We've done all we could!\It will soon be 5 P.M.\All students must return to their homes immediately.\Tomorrow's the big day.\Even if nobody comes...\My dad will be there, for sure.\After all we've done, if only one person shows... response:	Who cares.
context: All right! We've done all we could!\It will soon be 5 P.M.\All students must return to their homes immediately.\Tomorrow's the big day.\Even if nobody comes...\My dad will be there, for sure.\After all we've done, if only one person shows...\Who cares. response:	A lot of things were out of our control.
context: It will soon be 5 P.M.\All students must return to their homes immediately.\Tomorrow's the big day.\Even if nobody comes...\My dad will be there, for sure.\After all we've done, if only one person shows...\Who cares.\A lot of things were out of our control. response:	But it was still fun, right?
context: All students must return to their homes immediately.\Tomorrow's the big day.\Even if nobody comes...\My dad will be there, for sure.\After all we've done, if only one person shows...\Who cares.\A lot of things were out of our control.\But it was still fun, right? response:	Think it'll stop if we wait?
context: Tomorrow's the big day.\Even if nobody comes...\My dad will be there, for sure.\After all we've done, if only one person shows...\Who cares.\A lot of things were out of our control.\But it was still fun, right?\Think it'll stop if we wait? response:	Nope.
context: Even if nobody comes...\My dad will be there, for sure.\After all we've done, if only one person shows...\Who cares.\A lot of things were out of our control.\But it was still fun, right?\Think it'll stop if we wait?\Nope. response:	You expected too much.
context: My dad will be there, for sure.\After all we've done, if only one person shows...\Who cares.\A lot of things were out of our control.\But it was still fun, right?\Think it'll stop if we wait?\Nope.\You expected too much. response:	But Konatsu's a rain whisperer...
context: After all we've done, if only one person shows...\Who cares.\A lot of things were out of our control.\But it was still fun, right?\Think it'll stop if we wait?\Nope.\You expected too much.\But Konatsu's a rain whisperer... response:	There's no rain that won't end.
context: Who cares.\A lot of things were out of our control.\But it was still fun, right?\Think it'll stop if we wait?\Nope.\You expected too much.\But Konatsu's a rain whisperer...\There's no rain that won't end. response:	Okay, let's sing.
context: A lot of things were out of our control.\But it was still fun, right?\Think it'll stop if we wait?\Nope.\You expected too much.\But Konatsu's a rain whisperer...\There's no rain that won't end.\Okay, let's sing. response:	Right here?
context: But it was still fun, right?\Think it'll stop if we wait?\Nope.\You expected too much.\But Konatsu's a rain whisperer...\There's no rain that won't end.\Okay, let's sing.\Right here? response:	Ribbit, ribbit, ribbit, ribbit!
context: Think it'll stop if we wait?\Nope.\You expected too much.\But Konatsu's a rain whisperer...\There's no rain that won't end.\Okay, let's sing.\Right here?\Ribbit, ribbit, ribbit, ribbit! response:	Final Episode Sunny Days and Crying and Sometimes Singing.
context: Nope.\You expected too much.\But Konatsu's a rain whisperer...\There's no rain that won't end.\Okay, let's sing.\Right here?\Ribbit, ribbit, ribbit, ribbit!\Final Episode Sunny Days and Crying and Sometimes Singing. response:	What will you do, Sawa?
context: You expected too much.\But Konatsu's a rain whisperer...\There's no rain that won't end.\Okay, let's sing.\Right here?\Ribbit, ribbit, ribbit, ribbit!\Final Episode Sunny Days and Crying and Sometimes Singing.\What will you do, Sawa? response:	We'll do it, even if you won't acknowledge it.
