context: Sacred Jewel shards... response:	We were in search of Naraku,
context: I think Ayame came to get Koga.\But Koga loves only Kagome.\Unlike some otherguy, he's sticking to one and only one.\What're you doing, Inuyasha?!\Shaddup!\Until you complete your vendetta,\I'll manage something with the elder.\Okay. response:	But, I don't plan to give you up.
context: But Koga loves only Kagome.\Unlike some otherguy, he's sticking to one and only one.\What're you doing, Inuyasha?!\Shaddup!\Until you complete your vendetta,\I'll manage something with the elder.\Okay.\But, I don't plan to give you up. response:	Rememberthat!
context: Unlike some otherguy, he's sticking to one and only one.\What're you doing, Inuyasha?!\Shaddup!\Until you complete your vendetta,\I'll manage something with the elder.\Okay.\But, I don't plan to give you up.\Rememberthat! response:	Huh?!
context: What're you doing, Inuyasha?!\Shaddup!\Until you complete your vendetta,\I'll manage something with the elder.\Okay.\But, I don't plan to give you up.\Rememberthat!\Huh?! response:	I'm the only one who can be your wife.
context: Shaddup!\Until you complete your vendetta,\I'll manage something with the elder.\Okay.\But, I don't plan to give you up.\Rememberthat!\Huh?!\I'm the only one who can be your wife. response:	M-My woman has to be able to sense the Sacred Jewel shards!
context: Until you complete your vendetta,\I'll manage something with the elder.\Okay.\But, I don't plan to give you up.\Rememberthat!\Huh?!\I'm the only one who can be your wife.\M-My woman has to be able to sense the Sacred Jewel shards! response:	Kagome can see it!
context: I'll manage something with the elder.\Okay.\But, I don't plan to give you up.\Rememberthat!\Huh?!\I'm the only one who can be your wife.\M-My woman has to be able to sense the Sacred Jewel shards!\Kagome can see it! response:	See it?
context: Okay.\But, I don't plan to give you up.\Rememberthat!\Huh?!\I'm the only one who can be your wife.\M-My woman has to be able to sense the Sacred Jewel shards!\Kagome can see it!\See it? response:	The Sacred Jewel shards?
context: But, I don't plan to give you up.\Rememberthat!\Huh?!\I'm the only one who can be your wife.\M-My woman has to be able to sense the Sacred Jewel shards!\Kagome can see it!\See it?\The Sacred Jewel shards? response:	Then I'll make myself be able to see it, too!
context: Rememberthat!\Huh?!\I'm the only one who can be your wife.\M-My woman has to be able to sense the Sacred Jewel shards!\Kagome can see it!\See it?\The Sacred Jewel shards?\Then I'll make myself be able to see it, too! response:	Make yourself able to see it?
context: Huh?!\I'm the only one who can be your wife.\M-My woman has to be able to sense the Sacred Jewel shards!\Kagome can see it!\See it?\The Sacred Jewel shards?\Then I'll make myself be able to see it, too!\Make yourself able to see it? response:	As if you can!
context: I'm the only one who can be your wife.\M-My woman has to be able to sense the Sacred Jewel shards!\Kagome can see it!\See it?\The Sacred Jewel shards?\Then I'll make myself be able to see it, too!\Make yourself able to see it?\As if you can! response:	- I can! - You can't!
context: M-My woman has to be able to sense the Sacred Jewel shards!\Kagome can see it!\See it?\The Sacred Jewel shards?\Then I'll make myself be able to see it, too!\Make yourself able to see it?\As if you can!\- I can! - You can't! response:	I can!
context: Kagome can see it!\See it?\The Sacred Jewel shards?\Then I'll make myself be able to see it, too!\Make yourself able to see it?\As if you can!\- I can! - You can't!\I can! response:	You can't, I said!
context: See it?\The Sacred Jewel shards?\Then I'll make myself be able to see it, too!\Make yourself able to see it?\As if you can!\- I can! - You can't!\I can!\You can't, I said! response:	W-What?
context: The Sacred Jewel shards?\Then I'll make myself be able to see it, too!\Make yourself able to see it?\As if you can!\- I can! - You can't!\I can!\You can't, I said!\W-What? response:	You just wait and see.
context: Then I'll make myself be able to see it, too!\Make yourself able to see it?\As if you can!\- I can! - You can't!\I can!\You can't, I said!\W-What?\You just wait and see. response:	H-Hey!
context: Make yourself able to see it?\As if you can!\- I can! - You can't!\I can!\You can't, I said!\W-What?\You just wait and see.\H-Hey! response:	See ya!
context: As if you can!\- I can! - You can't!\I can!\You can't, I said!\W-What?\You just wait and see.\H-Hey!\See ya! response:	Hey, Miroku...
context: - I can! - You can't!\I can!\You can't, I said!\W-What?\You just wait and see.\H-Hey!\See ya!\Hey, Miroku... response:	If you train, can you make yourself see the Sacred Jewel shards like Kagome?
context: I can!\You can't, I said!\W-What?\You just wait and see.\H-Hey!\See ya!\Hey, Miroku...\If you train, can you make yourself see the Sacred Jewel shards like Kagome? response:	Impossible, I think.
context: You can't, I said!\W-What?\You just wait and see.\H-Hey!\See ya!\Hey, Miroku...\If you train, can you make yourself see the Sacred Jewel shards like Kagome?\Impossible, I think. response:	But I think she's going to do it.
context: W-What?\You just wait and see.\H-Hey!\See ya!\Hey, Miroku...\If you train, can you make yourself see the Sacred Jewel shards like Kagome?\Impossible, I think.\But I think she's going to do it. response:	She's full of confidence, too.
context: You just wait and see.\H-Hey!\See ya!\Hey, Miroku...\If you train, can you make yourself see the Sacred Jewel shards like Kagome?\Impossible, I think.\But I think she's going to do it.\She's full of confidence, too. response:	That fool Ayame!
context: H-Hey!\See ya!\Hey, Miroku...\If you train, can you make yourself see the Sacred Jewel shards like Kagome?\Impossible, I think.\But I think she's going to do it.\She's full of confidence, too.\That fool Ayame! response:	Hey Koga!
context: See ya!\Hey, Miroku...\If you train, can you make yourself see the Sacred Jewel shards like Kagome?\Impossible, I think.\But I think she's going to do it.\She's full of confidence, too.\That fool Ayame!\Hey Koga! response:	Now that that's settled...
context: Hey, Miroku...\If you train, can you make yourself see the Sacred Jewel shards like Kagome?\Impossible, I think.\But I think she's going to do it.\She's full of confidence, too.\That fool Ayame!\Hey Koga!\Now that that's settled... response:	Why don't you leave those shards that are in yourlegs here?!
context: If you train, can you make yourself see the Sacred Jewel shards like Kagome?\Impossible, I think.\But I think she's going to do it.\She's full of confidence, too.\That fool Ayame!\Hey Koga!\Now that that's settled...\Why don't you leave those shards that are in yourlegs here?! response:	No way!
context: Impossible, I think.\But I think she's going to do it.\She's full of confidence, too.\That fool Ayame!\Hey Koga!\Now that that's settled...\Why don't you leave those shards that are in yourlegs here?!\No way! response:	See ya, Kagome!
context: But I think she's going to do it.\She's full of confidence, too.\That fool Ayame!\Hey Koga!\Now that that's settled...\Why don't you leave those shards that are in yourlegs here?!\No way!\See ya, Kagome! response:	Good bye!
context: She's full of confidence, too.\That fool Ayame!\Hey Koga!\Now that that's settled...\Why don't you leave those shards that are in yourlegs here?!\No way!\See ya, Kagome!\Good bye! response:	Wait, Koga!
context: That fool Ayame!\Hey Koga!\Now that that's settled...\Why don't you leave those shards that are in yourlegs here?!\No way!\See ya, Kagome!\Good bye!\Wait, Koga! response:	Damn!
context: Hey Koga!\Now that that's settled...\Why don't you leave those shards that are in yourlegs here?!\No way!\See ya, Kagome!\Good bye!\Wait, Koga!\Damn! response:	But Inuyasha...
context: Now that that's settled...\Why don't you leave those shards that are in yourlegs here?!\No way!\See ya, Kagome!\Good bye!\Wait, Koga!\Damn!\But Inuyasha... response:	I think Koga's idea about using his wolves makes sense.
context: Why don't you leave those shards that are in yourlegs here?!\No way!\See ya, Kagome!\Good bye!\Wait, Koga!\Damn!\But Inuyasha...\I think Koga's idea about using his wolves makes sense. response:	It's too simple!
context: No way!\See ya, Kagome!\Good bye!\Wait, Koga!\Damn!\But Inuyasha...\I think Koga's idea about using his wolves makes sense.\It's too simple! response:	If the scent was a problem, why did Naraku leave his trash?
context: See ya, Kagome!\Good bye!\Wait, Koga!\Damn!\But Inuyasha...\I think Koga's idea about using his wolves makes sense.\It's too simple!\If the scent was a problem, why did Naraku leave his trash? response:	The source of his scent!
context: Good bye!\Wait, Koga!\Damn!\But Inuyasha...\I think Koga's idea about using his wolves makes sense.\It's too simple!\If the scent was a problem, why did Naraku leave his trash?\The source of his scent! response:	Isn't that too careless?
context: Wait, Koga!\Damn!\But Inuyasha...\I think Koga's idea about using his wolves makes sense.\It's too simple!\If the scent was a problem, why did Naraku leave his trash?\The source of his scent!\Isn't that too careless? response:	Oh, you're right.
context: Damn!\But Inuyasha...\I think Koga's idea about using his wolves makes sense.\It's too simple!\If the scent was a problem, why did Naraku leave his trash?\The source of his scent!\Isn't that too careless?\Oh, you're right. response:	In otherwords, Naraku...
context: But Inuyasha...\I think Koga's idea about using his wolves makes sense.\It's too simple!\If the scent was a problem, why did Naraku leave his trash?\The source of his scent!\Isn't that too careless?\Oh, you're right.\In otherwords, Naraku... response:	is confident that he'll never be located.
context: I think Koga's idea about using his wolves makes sense.\It's too simple!\If the scent was a problem, why did Naraku leave his trash?\The source of his scent!\Isn't that too careless?\Oh, you're right.\In otherwords, Naraku...\is confident that he'll never be located. response:	Isn't that so?
context: It's too simple!\If the scent was a problem, why did Naraku leave his trash?\The source of his scent!\Isn't that too careless?\Oh, you're right.\In otherwords, Naraku...\is confident that he'll never be located.\Isn't that so? response:	That makes a lot of sense.
context: If the scent was a problem, why did Naraku leave his trash?\The source of his scent!\Isn't that too careless?\Oh, you're right.\In otherwords, Naraku...\is confident that he'll never be located.\Isn't that so?\That makes a lot of sense. response:	And?
context: The source of his scent!\Isn't that too careless?\Oh, you're right.\In otherwords, Naraku...\is confident that he'll never be located.\Isn't that so?\That makes a lot of sense.\And? response:	Huh?
context: Isn't that too careless?\Oh, you're right.\In otherwords, Naraku...\is confident that he'll never be located.\Isn't that so?\That makes a lot of sense.\And?\Huh? response:	Not huh.
context: Oh, you're right.\In otherwords, Naraku...\is confident that he'll never be located.\Isn't that so?\That makes a lot of sense.\And?\Huh?\Not huh. response:	Where do you think Naraku went?
context: In otherwords, Naraku...\is confident that he'll never be located.\Isn't that so?\That makes a lot of sense.\And?\Huh?\Not huh.\Where do you think Naraku went? response:	Tell us yourthoughts.
context: is confident that he'll never be located.\Isn't that so?\That makes a lot of sense.\And?\Huh?\Not huh.\Where do you think Naraku went?\Tell us yourthoughts. response:	You figure the rest out yourself.
context: Isn't that so?\That makes a lot of sense.\And?\Huh?\Not huh.\Where do you think Naraku went?\Tell us yourthoughts.\You figure the rest out yourself. response:	So he didn't figure it out yet.
context: That makes a lot of sense.\And?\Huh?\Not huh.\Where do you think Naraku went?\Tell us yourthoughts.\You figure the rest out yourself.\So he didn't figure it out yet. response:	I gotta keep it together...
context: And?\Huh?\Not huh.\Where do you think Naraku went?\Tell us yourthoughts.\You figure the rest out yourself.\So he didn't figure it out yet.\I gotta keep it together... response:	But... Inuyasha is right.
context: Huh?\Not huh.\Where do you think Naraku went?\Tell us yourthoughts.\You figure the rest out yourself.\So he didn't figure it out yet.\I gotta keep it together...\But... Inuyasha is right. response:	The place where Naraku escaped to...
context: Not huh.\Where do you think Naraku went?\Tell us yourthoughts.\You figure the rest out yourself.\So he didn't figure it out yet.\I gotta keep it together...\But... Inuyasha is right.\The place where Naraku escaped to... response:	The place where no one can touch him...
context: Where do you think Naraku went?\Tell us yourthoughts.\You figure the rest out yourself.\So he didn't figure it out yet.\I gotta keep it together...\But... Inuyasha is right.\The place where Naraku escaped to...\The place where no one can touch him... response:	How do we locate such a place?
context: Tell us yourthoughts.\You figure the rest out yourself.\So he didn't figure it out yet.\I gotta keep it together...\But... Inuyasha is right.\The place where Naraku escaped to...\The place where no one can touch him...\How do we locate such a place? response:	We were close to the river on that night, too.
context: You figure the rest out yourself.\So he didn't figure it out yet.\I gotta keep it together...\But... Inuyasha is right.\The place where Naraku escaped to...\The place where no one can touch him...\How do we locate such a place?\We were close to the river on that night, too. response:	I don't feel like I'll lose to Naraku.
context: So he didn't figure it out yet.\I gotta keep it together...\But... Inuyasha is right.\The place where Naraku escaped to...\The place where no one can touch him...\How do we locate such a place?\We were close to the river on that night, too.\I don't feel like I'll lose to Naraku. response:	But there's no guarantee that I'll be alive
context: I gotta keep it together...\But... Inuyasha is right.\The place where Naraku escaped to...\The place where no one can touch him...\How do we locate such a place?\We were close to the river on that night, too.\I don't feel like I'll lose to Naraku.\But there's no guarantee that I'll be alive response:	afterl take my revenge.
context: But... Inuyasha is right.\The place where Naraku escaped to...\The place where no one can touch him...\How do we locate such a place?\We were close to the river on that night, too.\I don't feel like I'll lose to Naraku.\But there's no guarantee that I'll be alive\afterl take my revenge. response:	Ayame, forget about the night of the lunar rainbow.
context: The place where Naraku escaped to...\The place where no one can touch him...\How do we locate such a place?\We were close to the river on that night, too.\I don't feel like I'll lose to Naraku.\But there's no guarantee that I'll be alive\afterl take my revenge.\Ayame, forget about the night of the lunar rainbow. response:	I won't forget.
context: The place where no one can touch him...\How do we locate such a place?\We were close to the river on that night, too.\I don't feel like I'll lose to Naraku.\But there's no guarantee that I'll be alive\afterl take my revenge.\Ayame, forget about the night of the lunar rainbow.\I won't forget. response:	I won't everforget that you protected me.
context: How do we locate such a place?\We were close to the river on that night, too.\I don't feel like I'll lose to Naraku.\But there's no guarantee that I'll be alive\afterl take my revenge.\Ayame, forget about the night of the lunar rainbow.\I won't forget.\I won't everforget that you protected me. response:	Even if the rainbow fades.
context: We were close to the river on that night, too.\I don't feel like I'll lose to Naraku.\But there's no guarantee that I'll be alive\afterl take my revenge.\Ayame, forget about the night of the lunar rainbow.\I won't forget.\I won't everforget that you protected me.\Even if the rainbow fades. response:	Damn it all!
context: I don't feel like I'll lose to Naraku.\But there's no guarantee that I'll be alive\afterl take my revenge.\Ayame, forget about the night of the lunar rainbow.\I won't forget.\I won't everforget that you protected me.\Even if the rainbow fades.\Damn it all! response:	Just when I'm able to break through Naraku's barrier...
context: But there's no guarantee that I'll be alive\afterl take my revenge.\Ayame, forget about the night of the lunar rainbow.\I won't forget.\I won't everforget that you protected me.\Even if the rainbow fades.\Damn it all!\Just when I'm able to break through Naraku's barrier... response:	Uh-huh...
context: afterl take my revenge.\Ayame, forget about the night of the lunar rainbow.\I won't forget.\I won't everforget that you protected me.\Even if the rainbow fades.\Damn it all!\Just when I'm able to break through Naraku's barrier...\Uh-huh... response:	But we'll find Naraku.
context: Ayame, forget about the night of the lunar rainbow.\I won't forget.\I won't everforget that you protected me.\Even if the rainbow fades.\Damn it all!\Just when I'm able to break through Naraku's barrier...\Uh-huh...\But we'll find Naraku. response:	If we all search together.
context: I won't forget.\I won't everforget that you protected me.\Even if the rainbow fades.\Damn it all!\Just when I'm able to break through Naraku's barrier...\Uh-huh...\But we'll find Naraku.\If we all search together. response:	All?!
context: I won't everforget that you protected me.\Even if the rainbow fades.\Damn it all!\Just when I'm able to break through Naraku's barrier...\Uh-huh...\But we'll find Naraku.\If we all search together.\All?! response:	Are you still gonna rely on Koga?
context: Even if the rainbow fades.\Damn it all!\Just when I'm able to break through Naraku's barrier...\Uh-huh...\But we'll find Naraku.\If we all search together.\All?!\Are you still gonna rely on Koga? response:	Even his fiancee from the Wolf-Demon Tribe left him.
context: Damn it all!\Just when I'm able to break through Naraku's barrier...\Uh-huh...\But we'll find Naraku.\If we all search together.\All?!\Are you still gonna rely on Koga?\Even his fiancee from the Wolf-Demon Tribe left him. response:	And you're gonna depend on a guy like that?!
context: Just when I'm able to break through Naraku's barrier...\Uh-huh...\But we'll find Naraku.\If we all search together.\All?!\Are you still gonna rely on Koga?\Even his fiancee from the Wolf-Demon Tribe left him.\And you're gonna depend on a guy like that?! response:	Huh? Are you stilljealous?
context: Uh-huh...\But we'll find Naraku.\If we all search together.\All?!\Are you still gonna rely on Koga?\Even his fiancee from the Wolf-Demon Tribe left him.\And you're gonna depend on a guy like that?!\Huh? Are you stilljealous? response:	l-I'm not jealous!
context: But we'll find Naraku.\If we all search together.\All?!\Are you still gonna rely on Koga?\Even his fiancee from the Wolf-Demon Tribe left him.\And you're gonna depend on a guy like that?!\Huh? Are you stilljealous?\l-I'm not jealous! response:	You're not jealous?
context: If we all search together.\All?!\Are you still gonna rely on Koga?\Even his fiancee from the Wolf-Demon Tribe left him.\And you're gonna depend on a guy like that?!\Huh? Are you stilljealous?\l-I'm not jealous!\You're not jealous? response:	Who cares about that?
context: All?!\Are you still gonna rely on Koga?\Even his fiancee from the Wolf-Demon Tribe left him.\And you're gonna depend on a guy like that?!\Huh? Are you stilljealous?\l-I'm not jealous!\You're not jealous?\Who cares about that? response:	You're the one who started it!
context: Are you still gonna rely on Koga?\Even his fiancee from the Wolf-Demon Tribe left him.\And you're gonna depend on a guy like that?!\Huh? Are you stilljealous?\l-I'm not jealous!\You're not jealous?\Who cares about that?\You're the one who started it! response:	Come on... Just continue what you were saying.
context: Even his fiancee from the Wolf-Demon Tribe left him.\And you're gonna depend on a guy like that?!\Huh? Are you stilljealous?\l-I'm not jealous!\You're not jealous?\Who cares about that?\You're the one who started it!\Come on... Just continue what you were saying. response:	Forget it!
context: And you're gonna depend on a guy like that?!\Huh? Are you stilljealous?\l-I'm not jealous!\You're not jealous?\Who cares about that?\You're the one who started it!\Come on... Just continue what you were saying.\Forget it! response:	I won't!
context: Huh? Are you stilljealous?\l-I'm not jealous!\You're not jealous?\Who cares about that?\You're the one who started it!\Come on... Just continue what you were saying.\Forget it!\I won't! response:	If only Inuyasha could be a bit more forthright...
context: l-I'm not jealous!\You're not jealous?\Who cares about that?\You're the one who started it!\Come on... Just continue what you were saying.\Forget it!\I won't!\If only Inuyasha could be a bit more forthright... response:	like Ayame who loves Koga.
context: You're not jealous?\Who cares about that?\You're the one who started it!\Come on... Just continue what you were saying.\Forget it!\I won't!\If only Inuyasha could be a bit more forthright...\like Ayame who loves Koga. response:	A lunarrainbow...
context: Who cares about that?\You're the one who started it!\Come on... Just continue what you were saying.\Forget it!\I won't!\If only Inuyasha could be a bit more forthright...\like Ayame who loves Koga.\A lunarrainbow... response:	Huh?
context: You're the one who started it!\Come on... Just continue what you were saying.\Forget it!\I won't!\If only Inuyasha could be a bit more forthright...\like Ayame who loves Koga.\A lunarrainbow...\Huh? response:	Ain't no such thing as a rainbow at night.
context: Come on... Just continue what you were saying.\Forget it!\I won't!\If only Inuyasha could be a bit more forthright...\like Ayame who loves Koga.\A lunarrainbow...\Huh?\Ain't no such thing as a rainbow at night. response:	There is.
context: Forget it!\I won't!\If only Inuyasha could be a bit more forthright...\like Ayame who loves Koga.\A lunarrainbow...\Huh?\Ain't no such thing as a rainbow at night.\There is. response:	To people who can see it.
context: I won't!\If only Inuyasha could be a bit more forthright...\like Ayame who loves Koga.\A lunarrainbow...\Huh?\Ain't no such thing as a rainbow at night.\There is.\To people who can see it. response:	Really?
context: If only Inuyasha could be a bit more forthright...\like Ayame who loves Koga.\A lunarrainbow...\Huh?\Ain't no such thing as a rainbow at night.\There is.\To people who can see it.\Really? response:	Ever since Naraku disappeared,
context: like Ayame who loves Koga.\A lunarrainbow...\Huh?\Ain't no such thing as a rainbow at night.\There is.\To people who can see it.\Really?\Ever since Naraku disappeared, response:	all these demons who've lain low have begun to act up.
context: A lunarrainbow...\Huh?\Ain't no such thing as a rainbow at night.\There is.\To people who can see it.\Really?\Ever since Naraku disappeared,\all these demons who've lain low have begun to act up. response:	Thanks to them, Demon Slayers have lots of work.
context: Huh?\Ain't no such thing as a rainbow at night.\There is.\To people who can see it.\Really?\Ever since Naraku disappeared,\all these demons who've lain low have begun to act up.\Thanks to them, Demon Slayers have lots of work. response:	But that means more competition.
context: Ain't no such thing as a rainbow at night.\There is.\To people who can see it.\Really?\Ever since Naraku disappeared,\all these demons who've lain low have begun to act up.\Thanks to them, Demon Slayers have lots of work.\But that means more competition. response:	How can that old woman exorcist endure this demonic aura?
context: There is.\To people who can see it.\Really?\Ever since Naraku disappeared,\all these demons who've lain low have begun to act up.\Thanks to them, Demon Slayers have lots of work.\But that means more competition.\How can that old woman exorcist endure this demonic aura? response:	She must be really powerful... or really dense.
context: To people who can see it.\Really?\Ever since Naraku disappeared,\all these demons who've lain low have begun to act up.\Thanks to them, Demon Slayers have lots of work.\But that means more competition.\How can that old woman exorcist endure this demonic aura?\She must be really powerful... or really dense. response:	Let's clean this up and go home.
context: Really?\Ever since Naraku disappeared,\all these demons who've lain low have begun to act up.\Thanks to them, Demon Slayers have lots of work.\But that means more competition.\How can that old woman exorcist endure this demonic aura?\She must be really powerful... or really dense.\Let's clean this up and go home. response:	Next on Inuyasha: The Evil Within Demon's Head Castle
context: Ever since Naraku disappeared,\all these demons who've lain low have begun to act up.\Thanks to them, Demon Slayers have lots of work.\But that means more competition.\How can that old woman exorcist endure this demonic aura?\She must be really powerful... or really dense.\Let's clean this up and go home.\Next on Inuyasha: The Evil Within Demon's Head Castle response:	A beautiful princess! Leave her to me.
context: all these demons who've lain low have begun to act up.\Thanks to them, Demon Slayers have lots of work.\But that means more competition.\How can that old woman exorcist endure this demonic aura?\She must be really powerful... or really dense.\Let's clean this up and go home.\Next on Inuyasha: The Evil Within Demon's Head Castle\A beautiful princess! Leave her to me. response:	- Okay, okay. - Okay!
