context: There's something I've felt since I first met you. response:	You give me a really nostalgic feeling, somehow.
context: It'll be your fingers next if you don't answer my questions.\Just what do you want to know?\First, who are you?\I'm from the U.S. Department of Defense...\Lie again and I really will break your bones.\Why do you think it's a lie?\Because everything you said to Rabura was total crap.\So you were eavesdropping. response:	Yeah, twice.
context: Just what do you want to know?\First, who are you?\I'm from the U.S. Department of Defense...\Lie again and I really will break your bones.\Why do you think it's a lie?\Because everything you said to Rabura was total crap.\So you were eavesdropping.\Yeah, twice. response:	Twice?
context: First, who are you?\I'm from the U.S. Department of Defense...\Lie again and I really will break your bones.\Why do you think it's a lie?\Because everything you said to Rabura was total crap.\So you were eavesdropping.\Yeah, twice.\Twice? response:	You don't need to understand.
context: I'm from the U.S. Department of Defense...\Lie again and I really will break your bones.\Why do you think it's a lie?\Because everything you said to Rabura was total crap.\So you were eavesdropping.\Yeah, twice.\Twice?\You don't need to understand. response:	Why did you run?
context: Lie again and I really will break your bones.\Why do you think it's a lie?\Because everything you said to Rabura was total crap.\So you were eavesdropping.\Yeah, twice.\Twice?\You don't need to understand.\Why did you run? response:	Anyone would, if someone like you just showed up out of the blue.
context: Why do you think it's a lie?\Because everything you said to Rabura was total crap.\So you were eavesdropping.\Yeah, twice.\Twice?\You don't need to understand.\Why did you run?\Anyone would, if someone like you just showed up out of the blue. response:	I'm starting with your pinky.
context: Because everything you said to Rabura was total crap.\So you were eavesdropping.\Yeah, twice.\Twice?\You don't need to understand.\Why did you run?\Anyone would, if someone like you just showed up out of the blue.\I'm starting with your pinky. response:	After I'm done breaking the other nine fingers, your molars are next.
context: So you were eavesdropping.\Yeah, twice.\Twice?\You don't need to understand.\Why did you run?\Anyone would, if someone like you just showed up out of the blue.\I'm starting with your pinky.\After I'm done breaking the other nine fingers, your molars are next. response:	Fine.
context: Yeah, twice.\Twice?\You don't need to understand.\Why did you run?\Anyone would, if someone like you just showed up out of the blue.\I'm starting with your pinky.\After I'm done breaking the other nine fingers, your molars are next.\Fine. response:	It won't impede the project if I tell you now.
context: Twice?\You don't need to understand.\Why did you run?\Anyone would, if someone like you just showed up out of the blue.\I'm starting with your pinky.\After I'm done breaking the other nine fingers, your molars are next.\Fine.\It won't impede the project if I tell you now. response:	I'm a leader of the Qmay Group.
context: You don't need to understand.\Why did you run?\Anyone would, if someone like you just showed up out of the blue.\I'm starting with your pinky.\After I'm done breaking the other nine fingers, your molars are next.\Fine.\It won't impede the project if I tell you now.\I'm a leader of the Qmay Group. response:	I'm in charge of everything regarding the project.
context: Why did you run?\Anyone would, if someone like you just showed up out of the blue.\I'm starting with your pinky.\After I'm done breaking the other nine fingers, your molars are next.\Fine.\It won't impede the project if I tell you now.\I'm a leader of the Qmay Group.\I'm in charge of everything regarding the project. response:	True, a few nuclear missiles won't destroy VR-1.
context: Anyone would, if someone like you just showed up out of the blue.\I'm starting with your pinky.\After I'm done breaking the other nine fingers, your molars are next.\Fine.\It won't impede the project if I tell you now.\I'm a leader of the Qmay Group.\I'm in charge of everything regarding the project.\True, a few nuclear missiles won't destroy VR-1. response:	It'll merely change its trajectory by a bit...
context: I'm starting with your pinky.\After I'm done breaking the other nine fingers, your molars are next.\Fine.\It won't impede the project if I tell you now.\I'm a leader of the Qmay Group.\I'm in charge of everything regarding the project.\True, a few nuclear missiles won't destroy VR-1.\It'll merely change its trajectory by a bit... response:	toward a collision course with Earth.
context: After I'm done breaking the other nine fingers, your molars are next.\Fine.\It won't impede the project if I tell you now.\I'm a leader of the Qmay Group.\I'm in charge of everything regarding the project.\True, a few nuclear missiles won't destroy VR-1.\It'll merely change its trajectory by a bit...\toward a collision course with Earth. response:	The question is how to get into the impregnable AFSPC servers.
context: Fine.\It won't impede the project if I tell you now.\I'm a leader of the Qmay Group.\I'm in charge of everything regarding the project.\True, a few nuclear missiles won't destroy VR-1.\It'll merely change its trajectory by a bit...\toward a collision course with Earth.\The question is how to get into the impregnable AFSPC servers. response:	Not even the most brilliant hackers
context: It won't impede the project if I tell you now.\I'm a leader of the Qmay Group.\I'm in charge of everything regarding the project.\True, a few nuclear missiles won't destroy VR-1.\It'll merely change its trajectory by a bit...\toward a collision course with Earth.\The question is how to get into the impregnable AFSPC servers.\Not even the most brilliant hackers response:	in the world attacking all at once stand a chance against it.
context: I'm a leader of the Qmay Group.\I'm in charge of everything regarding the project.\True, a few nuclear missiles won't destroy VR-1.\It'll merely change its trajectory by a bit...\toward a collision course with Earth.\The question is how to get into the impregnable AFSPC servers.\Not even the most brilliant hackers\in the world attacking all at once stand a chance against it. response:	That's why we looked towards...
context: I'm in charge of everything regarding the project.\True, a few nuclear missiles won't destroy VR-1.\It'll merely change its trajectory by a bit...\toward a collision course with Earth.\The question is how to get into the impregnable AFSPC servers.\Not even the most brilliant hackers\in the world attacking all at once stand a chance against it.\That's why we looked towards... response:	Meika?
context: True, a few nuclear missiles won't destroy VR-1.\It'll merely change its trajectory by a bit...\toward a collision course with Earth.\The question is how to get into the impregnable AFSPC servers.\Not even the most brilliant hackers\in the world attacking all at once stand a chance against it.\That's why we looked towards...\Meika? response:	Her hacking skills are beyond human.
context: It'll merely change its trajectory by a bit...\toward a collision course with Earth.\The question is how to get into the impregnable AFSPC servers.\Not even the most brilliant hackers\in the world attacking all at once stand a chance against it.\That's why we looked towards...\Meika?\Her hacking skills are beyond human. response:	Meika isn't going to give in to your threats.
context: toward a collision course with Earth.\The question is how to get into the impregnable AFSPC servers.\Not even the most brilliant hackers\in the world attacking all at once stand a chance against it.\That's why we looked towards...\Meika?\Her hacking skills are beyond human.\Meika isn't going to give in to your threats. response:	Who said we're threatening her?
context: The question is how to get into the impregnable AFSPC servers.\Not even the most brilliant hackers\in the world attacking all at once stand a chance against it.\That's why we looked towards...\Meika?\Her hacking skills are beyond human.\Meika isn't going to give in to your threats.\Who said we're threatening her? response:	She'll infiltrate the AFSPC servers by her own will.
context: Not even the most brilliant hackers\in the world attacking all at once stand a chance against it.\That's why we looked towards...\Meika?\Her hacking skills are beyond human.\Meika isn't going to give in to your threats.\Who said we're threatening her?\She'll infiltrate the AFSPC servers by her own will. response:	She's not going to ignore the pleas of her best friend.
context: in the world attacking all at once stand a chance against it.\That's why we looked towards...\Meika?\Her hacking skills are beyond human.\Meika isn't going to give in to your threats.\Who said we're threatening her?\She'll infiltrate the AFSPC servers by her own will.\She's not going to ignore the pleas of her best friend. response:	That's why you needed Rabura?
context: That's why we looked towards...\Meika?\Her hacking skills are beyond human.\Meika isn't going to give in to your threats.\Who said we're threatening her?\She'll infiltrate the AFSPC servers by her own will.\She's not going to ignore the pleas of her best friend.\That's why you needed Rabura? response:	Once she opens the gate,
context: Meika?\Her hacking skills are beyond human.\Meika isn't going to give in to your threats.\Who said we're threatening her?\She'll infiltrate the AFSPC servers by her own will.\She's not going to ignore the pleas of her best friend.\That's why you needed Rabura?\Once she opens the gate, response:	all I need to do to get into the server is to tap the wire.
context: Her hacking skills are beyond human.\Meika isn't going to give in to your threats.\Who said we're threatening her?\She'll infiltrate the AFSPC servers by her own will.\She's not going to ignore the pleas of her best friend.\That's why you needed Rabura?\Once she opens the gate,\all I need to do to get into the server is to tap the wire. response:	The critical moment comes tomorrow morning at 4 AM.
context: Meika isn't going to give in to your threats.\Who said we're threatening her?\She'll infiltrate the AFSPC servers by her own will.\She's not going to ignore the pleas of her best friend.\That's why you needed Rabura?\Once she opens the gate,\all I need to do to get into the server is to tap the wire.\The critical moment comes tomorrow morning at 4 AM. response:	That's the moment of truth.
context: Who said we're threatening her?\She'll infiltrate the AFSPC servers by her own will.\She's not going to ignore the pleas of her best friend.\That's why you needed Rabura?\Once she opens the gate,\all I need to do to get into the server is to tap the wire.\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth. response:	I injected you with this while you were falling down the ledge.
context: She'll infiltrate the AFSPC servers by her own will.\She's not going to ignore the pleas of her best friend.\That's why you needed Rabura?\Once she opens the gate,\all I need to do to get into the server is to tap the wire.\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\I injected you with this while you were falling down the ledge. response:	Your sense of pain is dulled while you're Uberfied.
context: She's not going to ignore the pleas of her best friend.\That's why you needed Rabura?\Once she opens the gate,\all I need to do to get into the server is to tap the wire.\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\I injected you with this while you were falling down the ledge.\Your sense of pain is dulled while you're Uberfied. response:	It's no wonder you didn't notice.
context: That's why you needed Rabura?\Once she opens the gate,\all I need to do to get into the server is to tap the wire.\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\I injected you with this while you were falling down the ledge.\Your sense of pain is dulled while you're Uberfied.\It's no wonder you didn't notice. response:	Don't worry, it's just an anesthetic.
context: Once she opens the gate,\all I need to do to get into the server is to tap the wire.\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\I injected you with this while you were falling down the ledge.\Your sense of pain is dulled while you're Uberfied.\It's no wonder you didn't notice.\Don't worry, it's just an anesthetic. response:	You'll wake up in half a day or so...
context: all I need to do to get into the server is to tap the wire.\The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\I injected you with this while you were falling down the ledge.\Your sense of pain is dulled while you're Uberfied.\It's no wonder you didn't notice.\Don't worry, it's just an anesthetic.\You'll wake up in half a day or so... response:	Though, you're more likely to die from the cold.
context: The critical moment comes tomorrow morning at 4 AM.\That's the moment of truth.\I injected you with this while you were falling down the ledge.\Your sense of pain is dulled while you're Uberfied.\It's no wonder you didn't notice.\Don't worry, it's just an anesthetic.\You'll wake up in half a day or so...\Though, you're more likely to die from the cold. response:	Shit!
context: That's the moment of truth.\I injected you with this while you were falling down the ledge.\Your sense of pain is dulled while you're Uberfied.\It's no wonder you didn't notice.\Don't worry, it's just an anesthetic.\You'll wake up in half a day or so...\Though, you're more likely to die from the cold.\Shit! response:	You bastard!
context: I injected you with this while you were falling down the ledge.\Your sense of pain is dulled while you're Uberfied.\It's no wonder you didn't notice.\Don't worry, it's just an anesthetic.\You'll wake up in half a day or so...\Though, you're more likely to die from the cold.\Shit!\You bastard! response:	Ubermensch is impressive indeed.
context: Your sense of pain is dulled while you're Uberfied.\It's no wonder you didn't notice.\Don't worry, it's just an anesthetic.\You'll wake up in half a day or so...\Though, you're more likely to die from the cold.\Shit!\You bastard!\Ubermensch is impressive indeed. response:	To have so much strength even with that powerful anesthetic in you...
context: It's no wonder you didn't notice.\Don't worry, it's just an anesthetic.\You'll wake up in half a day or so...\Though, you're more likely to die from the cold.\Shit!\You bastard!\Ubermensch is impressive indeed.\To have so much strength even with that powerful anesthetic in you... response:	But don't get cocky.
context: Don't worry, it's just an anesthetic.\You'll wake up in half a day or so...\Though, you're more likely to die from the cold.\Shit!\You bastard!\Ubermensch is impressive indeed.\To have so much strength even with that powerful anesthetic in you...\But don't get cocky. response:	You're not the only one with that ability!
context: You'll wake up in half a day or so...\Though, you're more likely to die from the cold.\Shit!\You bastard!\Ubermensch is impressive indeed.\To have so much strength even with that powerful anesthetic in you...\But don't get cocky.\You're not the only one with that ability! response:	No, a Face Maker!
context: Though, you're more likely to die from the cold.\Shit!\You bastard!\Ubermensch is impressive indeed.\To have so much strength even with that powerful anesthetic in you...\But don't get cocky.\You're not the only one with that ability!\No, a Face Maker! response:	I got that through Chichibu Rando.
context: Shit!\You bastard!\Ubermensch is impressive indeed.\To have so much strength even with that powerful anesthetic in you...\But don't get cocky.\You're not the only one with that ability!\No, a Face Maker!\I got that through Chichibu Rando. response:	It was so useful, too.
context: You bastard!\Ubermensch is impressive indeed.\To have so much strength even with that powerful anesthetic in you...\But don't get cocky.\You're not the only one with that ability!\No, a Face Maker!\I got that through Chichibu Rando.\It was so useful, too. response:	What the hell are you?
context: Ubermensch is impressive indeed.\To have so much strength even with that powerful anesthetic in you...\But don't get cocky.\You're not the only one with that ability!\No, a Face Maker!\I got that through Chichibu Rando.\It was so useful, too.\What the hell are you? response:	Man, you don't give up.
context: To have so much strength even with that powerful anesthetic in you...\But don't get cocky.\You're not the only one with that ability!\No, a Face Maker!\I got that through Chichibu Rando.\It was so useful, too.\What the hell are you?\Man, you don't give up. response:	Would you go to sleep already?
context: But don't get cocky.\You're not the only one with that ability!\No, a Face Maker!\I got that through Chichibu Rando.\It was so useful, too.\What the hell are you?\Man, you don't give up.\Would you go to sleep already? response:	I thought so.
context: You're not the only one with that ability!\No, a Face Maker!\I got that through Chichibu Rando.\It was so useful, too.\What the hell are you?\Man, you don't give up.\Would you go to sleep already?\I thought so. response:	It looks like you've figured it out.
context: No, a Face Maker!\I got that through Chichibu Rando.\It was so useful, too.\What the hell are you?\Man, you don't give up.\Would you go to sleep already?\I thought so.\It looks like you've figured it out. response:	No...
context: I got that through Chichibu Rando.\It was so useful, too.\What the hell are you?\Man, you don't give up.\Would you go to sleep already?\I thought so.\It looks like you've figured it out.\No... response:	It can't be.
context: It was so useful, too.\What the hell are you?\Man, you don't give up.\Would you go to sleep already?\I thought so.\It looks like you've figured it out.\No...\It can't be. response:	You're...
context: What the hell are you?\Man, you don't give up.\Would you go to sleep already?\I thought so.\It looks like you've figured it out.\No...\It can't be.\You're... response:	I guess I can't say it's been a while.
context: Man, you don't give up.\Would you go to sleep already?\I thought so.\It looks like you've figured it out.\No...\It can't be.\You're...\I guess I can't say it's been a while. response:	We met just six days ago, Pine.
context: Would you go to sleep already?\I thought so.\It looks like you've figured it out.\No...\It can't be.\You're...\I guess I can't say it's been a while.\We met just six days ago, Pine. response:	Guriko...
context: I thought so.\It looks like you've figured it out.\No...\It can't be.\You're...\I guess I can't say it's been a while.\We met just six days ago, Pine.\Guriko... response:	Yes, I'm Guriko.
context: It looks like you've figured it out.\No...\It can't be.\You're...\I guess I can't say it's been a while.\We met just six days ago, Pine.\Guriko...\Yes, I'm Guriko. response:	And this body's supposed to be yours.
context: No...\It can't be.\You're...\I guess I can't say it's been a while.\We met just six days ago, Pine.\Guriko...\Yes, I'm Guriko.\And this body's supposed to be yours. response:	So how do you feel? Embarrassed?
context: It can't be.\You're...\I guess I can't say it's been a while.\We met just six days ago, Pine.\Guriko...\Yes, I'm Guriko.\And this body's supposed to be yours.\So how do you feel? Embarrassed? response:	I won't force you to believe me.
context: You're...\I guess I can't say it's been a while.\We met just six days ago, Pine.\Guriko...\Yes, I'm Guriko.\And this body's supposed to be yours.\So how do you feel? Embarrassed?\I won't force you to believe me. response:	Human history is nearly over.
context: I guess I can't say it's been a while.\We met just six days ago, Pine.\Guriko...\Yes, I'm Guriko.\And this body's supposed to be yours.\So how do you feel? Embarrassed?\I won't force you to believe me.\Human history is nearly over. response:	Living with your eyes averted from that reality isn't a bad option.
context: We met just six days ago, Pine.\Guriko...\Yes, I'm Guriko.\And this body's supposed to be yours.\So how do you feel? Embarrassed?\I won't force you to believe me.\Human history is nearly over.\Living with your eyes averted from that reality isn't a bad option. response:	Why?
context: Guriko...\Yes, I'm Guriko.\And this body's supposed to be yours.\So how do you feel? Embarrassed?\I won't force you to believe me.\Human history is nearly over.\Living with your eyes averted from that reality isn't a bad option.\Why? response:	People change after nine years.
context: Yes, I'm Guriko.\And this body's supposed to be yours.\So how do you feel? Embarrassed?\I won't force you to believe me.\Human history is nearly over.\Living with your eyes averted from that reality isn't a bad option.\Why?\People change after nine years. response:	You're the ones who are odd, for not having changed.
context: And this body's supposed to be yours.\So how do you feel? Embarrassed?\I won't force you to believe me.\Human history is nearly over.\Living with your eyes averted from that reality isn't a bad option.\Why?\People change after nine years.\You're the ones who are odd, for not having changed. response:	No.
context: So how do you feel? Embarrassed?\I won't force you to believe me.\Human history is nearly over.\Living with your eyes averted from that reality isn't a bad option.\Why?\People change after nine years.\You're the ones who are odd, for not having changed.\No. response:	The Guriko I know...
context: I won't force you to believe me.\Human history is nearly over.\Living with your eyes averted from that reality isn't a bad option.\Why?\People change after nine years.\You're the ones who are odd, for not having changed.\No.\The Guriko I know... response:	Guriko...
