context: Signs response:	Gin
context: You don't have to look that impressed!\Your move!\Vanish into the embrace of dark flames!\Yuuta, do it!\I don't wanna.\But you'll have to do it soon anyway.\Yeah, I guess so.\Vanish into the embrace of dark flames. response:	There was no power in that.
context: Your move!\Vanish into the embrace of dark flames!\Yuuta, do it!\I don't wanna.\But you'll have to do it soon anyway.\Yeah, I guess so.\Vanish into the embrace of dark flames.\There was no power in that. response:	Can there be any power in it?
context: Vanish into the embrace of dark flames!\Yuuta, do it!\I don't wanna.\But you'll have to do it soon anyway.\Yeah, I guess so.\Vanish into the embrace of dark flames.\There was no power in that.\Can there be any power in it? response:	Of course. Open your legs, bend your knees, and flap the tail of your coat.
context: Yuuta, do it!\I don't wanna.\But you'll have to do it soon anyway.\Yeah, I guess so.\Vanish into the embrace of dark flames.\There was no power in that.\Can there be any power in it?\Of course. Open your legs, bend your knees, and flap the tail of your coat. response:	Yeah, yeah.
context: I don't wanna.\But you'll have to do it soon anyway.\Yeah, I guess so.\Vanish into the embrace of dark flames.\There was no power in that.\Can there be any power in it?\Of course. Open your legs, bend your knees, and flap the tail of your coat.\Yeah, yeah. response:	Vanish into the embrace of dark flames!
context: But you'll have to do it soon anyway.\Yeah, I guess so.\Vanish into the embrace of dark flames.\There was no power in that.\Can there be any power in it?\Of course. Open your legs, bend your knees, and flap the tail of your coat.\Yeah, yeah.\Vanish into the embrace of dark flames! response:	No pictures!
context: Yeah, I guess so.\Vanish into the embrace of dark flames.\There was no power in that.\Can there be any power in it?\Of course. Open your legs, bend your knees, and flap the tail of your coat.\Yeah, yeah.\Vanish into the embrace of dark flames!\No pictures! response:	Next, together.
context: Vanish into the embrace of dark flames.\There was no power in that.\Can there be any power in it?\Of course. Open your legs, bend your knees, and flap the tail of your coat.\Yeah, yeah.\Vanish into the embrace of dark flames!\No pictures!\Next, together. response:	It's almost time to begin our mission.
context: There was no power in that.\Can there be any power in it?\Of course. Open your legs, bend your knees, and flap the tail of your coat.\Yeah, yeah.\Vanish into the embrace of dark flames!\No pictures!\Next, together.\It's almost time to begin our mission. response:	Let's proceed to our positions.
context: Can there be any power in it?\Of course. Open your legs, bend your knees, and flap the tail of your coat.\Yeah, yeah.\Vanish into the embrace of dark flames!\No pictures!\Next, together.\It's almost time to begin our mission.\Let's proceed to our positions. response:	Yeah... I'm not really feeling it, though.
context: Of course. Open your legs, bend your knees, and flap the tail of your coat.\Yeah, yeah.\Vanish into the embrace of dark flames!\No pictures!\Next, together.\It's almost time to begin our mission.\Let's proceed to our positions.\Yeah... I'm not really feeling it, though. response:	Rikka!
context: Yeah, yeah.\Vanish into the embrace of dark flames!\No pictures!\Next, together.\It's almost time to begin our mission.\Let's proceed to our positions.\Yeah... I'm not really feeling it, though.\Rikka! response:	What?
context: Vanish into the embrace of dark flames!\No pictures!\Next, together.\It's almost time to begin our mission.\Let's proceed to our positions.\Yeah... I'm not really feeling it, though.\Rikka!\What? response:	Nothing.
context: No pictures!\Next, together.\It's almost time to begin our mission.\Let's proceed to our positions.\Yeah... I'm not really feeling it, though.\Rikka!\What?\Nothing. response:	Your pinky.
context: Next, together.\It's almost time to begin our mission.\Let's proceed to our positions.\Yeah... I'm not really feeling it, though.\Rikka!\What?\Nothing.\Your pinky. response:	Excuse me...
context: It's almost time to begin our mission.\Let's proceed to our positions.\Yeah... I'm not really feeling it, though.\Rikka!\What?\Nothing.\Your pinky.\Excuse me... response:	Yes?
context: Let's proceed to our positions.\Yeah... I'm not really feeling it, though.\Rikka!\What?\Nothing.\Your pinky.\Excuse me...\Yes? response:	Would a girl named Takanashi Rikka happen to be here?
context: Yeah... I'm not really feeling it, though.\Rikka!\What?\Nothing.\Your pinky.\Excuse me...\Yes?\Would a girl named Takanashi Rikka happen to be here? response:	She's...
context: Rikka!\What?\Nothing.\Your pinky.\Excuse me...\Yes?\Would a girl named Takanashi Rikka happen to be here?\She's... response:	She's not here right now.
context: What?\Nothing.\Your pinky.\Excuse me...\Yes?\Would a girl named Takanashi Rikka happen to be here?\She's...\She's not here right now. response:	I see.
context: Nothing.\Your pinky.\Excuse me...\Yes?\Would a girl named Takanashi Rikka happen to be here?\She's...\She's not here right now.\I see. response:	Could you give her this?
context: Your pinky.\Excuse me...\Yes?\Would a girl named Takanashi Rikka happen to be here?\She's...\She's not here right now.\I see.\Could you give her this? response:	Um...
context: Excuse me...\Yes?\Would a girl named Takanashi Rikka happen to be here?\She's...\She's not here right now.\I see.\Could you give her this?\Um... response:	It's okay. I'm leaving right away.
context: Yes?\Would a girl named Takanashi Rikka happen to be here?\She's...\She's not here right now.\I see.\Could you give her this?\Um...\It's okay. I'm leaving right away. response:	I think she still doesn't want to meet me yet.
context: Would a girl named Takanashi Rikka happen to be here?\She's...\She's not here right now.\I see.\Could you give her this?\Um...\It's okay. I'm leaving right away.\I think she still doesn't want to meet me yet. response:	Am I really being irresponsible?
context: She's...\She's not here right now.\I see.\Could you give her this?\Um...\It's okay. I'm leaving right away.\I think she still doesn't want to meet me yet.\Am I really being irresponsible? response:	Yuuta!
context: She's not here right now.\I see.\Could you give her this?\Um...\It's okay. I'm leaving right away.\I think she still doesn't want to meet me yet.\Am I really being irresponsible?\Yuuta! response:	Why are you spacing out there?
context: I see.\Could you give her this?\Um...\It's okay. I'm leaving right away.\I think she still doesn't want to meet me yet.\Am I really being irresponsible?\Yuuta!\Why are you spacing out there? response:	It's about time we started!
context: Could you give her this?\Um...\It's okay. I'm leaving right away.\I think she still doesn't want to meet me yet.\Am I really being irresponsible?\Yuuta!\Why are you spacing out there?\It's about time we started! response:	We've got so many visitors too!
context: Um...\It's okay. I'm leaving right away.\I think she still doesn't want to meet me yet.\Am I really being irresponsible?\Yuuta!\Why are you spacing out there?\It's about time we started!\We've got so many visitors too! response:	Rikka...
context: It's okay. I'm leaving right away.\I think she still doesn't want to meet me yet.\Am I really being irresponsible?\Yuuta!\Why are you spacing out there?\It's about time we started!\We've got so many visitors too!\Rikka... response:	Take off your eyepatch.
context: I think she still doesn't want to meet me yet.\Am I really being irresponsible?\Yuuta!\Why are you spacing out there?\It's about time we started!\We've got so many visitors too!\Rikka...\Take off your eyepatch. response:	It's time for our long-running talent show!
context: Am I really being irresponsible?\Yuuta!\Why are you spacing out there?\It's about time we started!\We've got so many visitors too!\Rikka...\Take off your eyepatch.\It's time for our long-running talent show! response:	Let's start then! Number one, on stage!
context: Yuuta!\Why are you spacing out there?\It's about time we started!\We've got so many visitors too!\Rikka...\Take off your eyepatch.\It's time for our long-running talent show!\Let's start then! Number one, on stage! response:	I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!
context: Why are you spacing out there?\It's about time we started!\We've got so many visitors too!\Rikka...\Take off your eyepatch.\It's time for our long-running talent show!\Let's start then! Number one, on stage!\I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations! response:	First, the principal!
context: It's about time we started!\We've got so many visitors too!\Rikka...\Take off your eyepatch.\It's time for our long-running talent show!\Let's start then! Number one, on stage!\I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!\First, the principal! response:	Are you done with the performance?
context: We've got so many visitors too!\Rikka...\Take off your eyepatch.\It's time for our long-running talent show!\Let's start then! Number one, on stage!\I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!\First, the principal!\Are you done with the performance? response:	Yeah. The brat and I managed to pull it off.
context: Rikka...\Take off your eyepatch.\It's time for our long-running talent show!\Let's start then! Number one, on stage!\I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!\First, the principal!\Are you done with the performance?\Yeah. The brat and I managed to pull it off. response:	She came at me with killing intent, you know!
context: Take off your eyepatch.\It's time for our long-running talent show!\Let's start then! Number one, on stage!\I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!\First, the principal!\Are you done with the performance?\Yeah. The brat and I managed to pull it off.\She came at me with killing intent, you know! response:	Sorry.
context: It's time for our long-running talent show!\Let's start then! Number one, on stage!\I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!\First, the principal!\Are you done with the performance?\Yeah. The brat and I managed to pull it off.\She came at me with killing intent, you know!\Sorry. response:	I didn't expect...
context: Let's start then! Number one, on stage!\I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!\First, the principal!\Are you done with the performance?\Yeah. The brat and I managed to pull it off.\She came at me with killing intent, you know!\Sorry.\I didn't expect... response:	you to say something like that.
context: I'm number one, class 1-3, Haruno Shinya! I'll be doing impersonations!\First, the principal!\Are you done with the performance?\Yeah. The brat and I managed to pull it off.\She came at me with killing intent, you know!\Sorry.\I didn't expect...\you to say something like that. response:	That lunchbox, you know...
context: First, the principal!\Are you done with the performance?\Yeah. The brat and I managed to pull it off.\She came at me with killing intent, you know!\Sorry.\I didn't expect...\you to say something like that.\That lunchbox, you know... response:	It was still warm.
context: Are you done with the performance?\Yeah. The brat and I managed to pull it off.\She came at me with killing intent, you know!\Sorry.\I didn't expect...\you to say something like that.\That lunchbox, you know...\It was still warm. response:	It had a good heft to it, too.
context: Yeah. The brat and I managed to pull it off.\She came at me with killing intent, you know!\Sorry.\I didn't expect...\you to say something like that.\That lunchbox, you know...\It was still warm.\It had a good heft to it, too. response:	It was stuffed.
context: She came at me with killing intent, you know!\Sorry.\I didn't expect...\you to say something like that.\That lunchbox, you know...\It was still warm.\It had a good heft to it, too.\It was stuffed. response:	With love?
context: Sorry.\I didn't expect...\you to say something like that.\That lunchbox, you know...\It was still warm.\It had a good heft to it, too.\It was stuffed.\With love? response:	With reality.
context: I didn't expect...\you to say something like that.\That lunchbox, you know...\It was still warm.\It had a good heft to it, too.\It was stuffed.\With love?\With reality. response:	Number two! Class 1-4, Isshiki Makoto!
context: you to say something like that.\That lunchbox, you know...\It was still warm.\It had a good heft to it, too.\It was stuffed.\With love?\With reality.\Number two! Class 1-4, Isshiki Makoto! response:	I'll shout!
context: That lunchbox, you know...\It was still warm.\It had a good heft to it, too.\It was stuffed.\With love?\With reality.\Number two! Class 1-4, Isshiki Makoto!\I'll shout! response:	Tsuyuri Kumin!
context: It was still warm.\It had a good heft to it, too.\It was stuffed.\With love?\With reality.\Number two! Class 1-4, Isshiki Makoto!\I'll shout!\Tsuyuri Kumin! response:	Please go out with me!
context: It had a good heft to it, too.\It was stuffed.\With love?\With reality.\Number two! Class 1-4, Isshiki Makoto!\I'll shout!\Tsuyuri Kumin!\Please go out with me! response:	Sorry...
context: It was stuffed.\With love?\With reality.\Number two! Class 1-4, Isshiki Makoto!\I'll shout!\Tsuyuri Kumin!\Please go out with me!\Sorry... response:	What about Takanashi?
context: With love?\With reality.\Number two! Class 1-4, Isshiki Makoto!\I'll shout!\Tsuyuri Kumin!\Please go out with me!\Sorry...\What about Takanashi? response:	I'll go look for her.
context: With reality.\Number two! Class 1-4, Isshiki Makoto!\I'll shout!\Tsuyuri Kumin!\Please go out with me!\Sorry...\What about Takanashi?\I'll go look for her. response:	Togashi!
context: Number two! Class 1-4, Isshiki Makoto!\I'll shout!\Tsuyuri Kumin!\Please go out with me!\Sorry...\What about Takanashi?\I'll go look for her.\Togashi! response:	I think you did the right thing.
context: I'll shout!\Tsuyuri Kumin!\Please go out with me!\Sorry...\What about Takanashi?\I'll go look for her.\Togashi!\I think you did the right thing. response:	Thanks.
context: Tsuyuri Kumin!\Please go out with me!\Sorry...\What about Takanashi?\I'll go look for her.\Togashi!\I think you did the right thing.\Thanks. response:	Class 1-4, Takanashi Rikka.
context: Please go out with me!\Sorry...\What about Takanashi?\I'll go look for her.\Togashi!\I think you did the right thing.\Thanks.\Class 1-4, Takanashi Rikka. response:	I'll sing.
context: Sorry...\What about Takanashi?\I'll go look for her.\Togashi!\I think you did the right thing.\Thanks.\Class 1-4, Takanashi Rikka.\I'll sing. response:	Take a look
context: What about Takanashi?\I'll go look for her.\Togashi!\I think you did the right thing.\Thanks.\Class 1-4, Takanashi Rikka.\I'll sing.\Take a look response:	at the stars of the night
context: I'll go look for her.\Togashi!\I think you did the right thing.\Thanks.\Class 1-4, Takanashi Rikka.\I'll sing.\Take a look\at the stars of the night response:	The tiny lights
context: Togashi!\I think you did the right thing.\Thanks.\Class 1-4, Takanashi Rikka.\I'll sing.\Take a look\at the stars of the night\The tiny lights response:	of the tiny stars
context: I think you did the right thing.\Thanks.\Class 1-4, Takanashi Rikka.\I'll sing.\Take a look\at the stars of the night\The tiny lights\of the tiny stars response:	Sing of feeble
context: Thanks.\Class 1-4, Takanashi Rikka.\I'll sing.\Take a look\at the stars of the night\The tiny lights\of the tiny stars\Sing of feeble response:	happiness
context: Class 1-4, Takanashi Rikka.\I'll sing.\Take a look\at the stars of the night\The tiny lights\of the tiny stars\Sing of feeble\happiness response:	What is she doing?!
context: I'll sing.\Take a look\at the stars of the night\The tiny lights\of the tiny stars\Sing of feeble\happiness\What is she doing?! response:	Dad...
context: Take a look\at the stars of the night\The tiny lights\of the tiny stars\Sing of feeble\happiness\What is she doing?!\Dad... response:	Dad liked this song.
context: at the stars of the night\The tiny lights\of the tiny stars\Sing of feeble\happiness\What is she doing?!\Dad...\Dad liked this song. response:	Rikka...
context: The tiny lights\of the tiny stars\Sing of feeble\happiness\What is she doing?!\Dad...\Dad liked this song.\Rikka... response:	That was Takanashi Rikka from class 1-4!
context: of the tiny stars\Sing of feeble\happiness\What is she doing?!\Dad...\Dad liked this song.\Rikka...\That was Takanashi Rikka from class 1-4! response:	Thank you very much!
context: Sing of feeble\happiness\What is she doing?!\Dad...\Dad liked this song.\Rikka...\That was Takanashi Rikka from class 1-4!\Thank you very much! response:	Does this song bring back memories for you, or something like that?
context: happiness\What is she doing?!\Dad...\Dad liked this song.\Rikka...\That was Takanashi Rikka from class 1-4!\Thank you very much!\Does this song bring back memories for you, or something like that? response:	Let's look for a
context: What is she doing?!\Dad...\Dad liked this song.\Rikka...\That was Takanashi Rikka from class 1-4!\Thank you very much!\Does this song bring back memories for you, or something like that?\Let's look for a response:	sparkling daydream...
context: Dad...\Dad liked this song.\Rikka...\That was Takanashi Rikka from class 1-4!\Thank you very much!\Does this song bring back memories for you, or something like that?\Let's look for a\sparkling daydream... response:	shibaraku mitsumeatte kara
context: Dad liked this song.\Rikka...\That was Takanashi Rikka from class 1-4!\Thank you very much!\Does this song bring back memories for you, or something like that?\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara response:	shibaraku mitsumeatte kara
context: Rikka...\That was Takanashi Rikka from class 1-4!\Thank you very much!\Does this song bring back memories for you, or something like that?\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara response:	We looked into each other's eyes for a while
context: That was Takanashi Rikka from class 1-4!\Thank you very much!\Does this song bring back memories for you, or something like that?\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while response:	We looked into each other's eyes for a while
context: Thank you very much!\Does this song bring back memories for you, or something like that?\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while response:	sorasu made ni nani wo kangaeteta no?
context: Does this song bring back memories for you, or something like that?\Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: Let's look for a\sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	sorasu made ni nani wo kangaeteta no?
context: sparkling daydream...\shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no? response:	What did you think of while it lasted?
context: shibaraku mitsumeatte kara\shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted? response:	ki ni naru
context: shibaraku mitsumeatte kara\We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru response:	I want to know that
context: We looked into each other's eyes for a while\We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that response:	kuchibiru togaraseta atashi wo mite
context: We looked into each other's eyes for a while\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite response:	Look at me as I now pout my lips
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips response:	dou shita no tte kiite kuru no?
context: What did you think of while it lasted?\sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no? response:	Will you ask me what's wrong?
context: sorasu made ni nani wo kangaeteta no?\What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong? response:	matte miru no
context: What did you think of while it lasted?\ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no response:	I'm waiting
context: ki ni naru\I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting response:	gomakashita ato no hitorigoto wa
context: I want to know that\kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa response:	I'm embarrassed by what I mutter after
context: kuchibiru togaraseta atashi wo mite\Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after response:	hazukashii kara kikanaide kureru?
context: Look at me as I now pout my lips\dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru? response:	being so evasive, so please don't pay it any attention
context: dou shita no tte kiite kuru no?\Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention response:	ato ni hikenai hodo
context: Will you ask me what's wrong?\matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo response:	Our love is so strong
context: matte miru no\I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong response:	hikareau koi
context: I'm waiting\gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi response:	we can't run away
context: gomakashita ato no hitorigoto wa\I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away response:	mou hajimatteta
context: I'm embarrassed by what I mutter after\hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta response:	It's already begun
context: hazukashii kara kikanaide kureru?\being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun response:	It's already begun
context: being so evasive, so please don't pay it any attention\ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: ato ni hikenai hodo\Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: Our love is so strong\hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: hikareau koi\we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: we can't run away\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun response:	It's already begun
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun response:	mou hajimatteta
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta response:	mou hajimatteta
context: mou hajimatteta\mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta response:	It's already begun
context: mou hajimatteta\It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita response:	yume nara takusan mita
context: mou hajimatteta\It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	yume nara takusan mita
context: It's already begun\mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita response:	I've dreamed of our meeting so often
context: mou hajimatteta\mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: mou hajimatteta\It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: It's already begun\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	I've dreamed of our meeting so often
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often response:	sameta mama
context: yume nara takusan mita\yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama response:	Now I'm awake
context: yume nara takusan mita\yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake response:	sameta mama
context: yume nara takusan mita\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama response:	sameta mama
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake response:	Now I'm awake
context: I've dreamed of our meeting so often\I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake response:	demo mada aitai
context: I've dreamed of our meeting so often\sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai response:	And still I want to see you
context: sameta mama\Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you response:	And still I want to see you
context: Now I'm awake\sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: sameta mama\sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: sameta mama\Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: Now I'm awake\Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	demo mada aitai
context: Now I'm awake\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you response:	And still I want to see you
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you response:	demo mada aitai
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai response:	demo mada aitai
context: demo mada aitai\demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai response:	And still I want to see you
context: demo mada aitai\And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you response:	kimi ga sou saseta
context: And still I want to see you\demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta response:	You did this to me
context: demo mada aitai\And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: And still I want to see you\And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
context: And still I want to see you\demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me response:	kimi ga sou saseta
context: demo mada aitai\demo mada aitai\And still I want to see you\kimi ga sou saseta\You did this to me\kimi ga sou saseta\You did this to me\kimi ga sou saseta response:	You did this to me
