context: Hey all you viewers out there! response:	When you're watching Fairy Tail keep the room nice and bright,
context: If you use fire magic here, it will accelerate the ice melting off Deliora!\If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!\It'll be fastest to beat you here, then smash the guy up on top.\I am surprised at how quickly you can think on your feet in the midst of a battle.\The ruins are shaking again...\The Moon Drip ceremony has begun. The ice has started melting off Deliora.\Then, Ul's...\I suppose this is it. response:	You were not able to stop me.
context: If you could use fire magic to melt the ice, then you wouldn't have had to go through all this trouble!\It'll be fastest to beat you here, then smash the guy up on top.\I am surprised at how quickly you can think on your feet in the midst of a battle.\The ruins are shaking again...\The Moon Drip ceremony has begun. The ice has started melting off Deliora.\Then, Ul's...\I suppose this is it.\You were not able to stop me. response:	Do you have any idea how long I've waited for this moment?
context: It'll be fastest to beat you here, then smash the guy up on top.\I am surprised at how quickly you can think on your feet in the midst of a battle.\The ruins are shaking again...\The Moon Drip ceremony has begun. The ice has started melting off Deliora.\Then, Ul's...\I suppose this is it.\You were not able to stop me.\Do you have any idea how long I've waited for this moment? response:	I spent ten years gathering allies, knowledge, then I finally learned of this island.
context: I am surprised at how quickly you can think on your feet in the midst of a battle.\The ruins are shaking again...\The Moon Drip ceremony has begun. The ice has started melting off Deliora.\Then, Ul's...\I suppose this is it.\You were not able to stop me.\Do you have any idea how long I've waited for this moment?\I spent ten years gathering allies, knowledge, then I finally learned of this island. response:	The island where you can gather the light of the moon, Galuna!
context: The ruins are shaking again...\The Moon Drip ceremony has begun. The ice has started melting off Deliora.\Then, Ul's...\I suppose this is it.\You were not able to stop me.\Do you have any idea how long I've waited for this moment?\I spent ten years gathering allies, knowledge, then I finally learned of this island.\The island where you can gather the light of the moon, Galuna! response:	We transported Deliora from Brago!
context: The Moon Drip ceremony has begun. The ice has started melting off Deliora.\Then, Ul's...\I suppose this is it.\You were not able to stop me.\Do you have any idea how long I've waited for this moment?\I spent ten years gathering allies, knowledge, then I finally learned of this island.\The island where you can gather the light of the moon, Galuna!\We transported Deliora from Brago! response:	That was three years ago.
context: Then, Ul's...\I suppose this is it.\You were not able to stop me.\Do you have any idea how long I've waited for this moment?\I spent ten years gathering allies, knowledge, then I finally learned of this island.\The island where you can gather the light of the moon, Galuna!\We transported Deliora from Brago!\That was three years ago. response:	You've been doing this pointless crap for three years?
context: I suppose this is it.\You were not able to stop me.\Do you have any idea how long I've waited for this moment?\I spent ten years gathering allies, knowledge, then I finally learned of this island.\The island where you can gather the light of the moon, Galuna!\We transported Deliora from Brago!\That was three years ago.\You've been doing this pointless crap for three years? response:	Pointless?!
context: You were not able to stop me.\Do you have any idea how long I've waited for this moment?\I spent ten years gathering allies, knowledge, then I finally learned of this island.\The island where you can gather the light of the moon, Galuna!\We transported Deliora from Brago!\That was three years ago.\You've been doing this pointless crap for three years?\Pointless?! response:	That's rich, coming from someone who's been playing around in some guild for ten years!
context: Do you have any idea how long I've waited for this moment?\I spent ten years gathering allies, knowledge, then I finally learned of this island.\The island where you can gather the light of the moon, Galuna!\We transported Deliora from Brago!\That was three years ago.\You've been doing this pointless crap for three years?\Pointless?!\That's rich, coming from someone who's been playing around in some guild for ten years! response:	I just trusted what Ul told me!
context: I spent ten years gathering allies, knowledge, then I finally learned of this island.\The island where you can gather the light of the moon, Galuna!\We transported Deliora from Brago!\That was three years ago.\You've been doing this pointless crap for three years?\Pointless?!\That's rich, coming from someone who's been playing around in some guild for ten years!\I just trusted what Ul told me! response:	There are a ton of wizards stronger than me in the countries to the west.
context: The island where you can gather the light of the moon, Galuna!\We transported Deliora from Brago!\That was three years ago.\You've been doing this pointless crap for three years?\Pointless?!\That's rich, coming from someone who's been playing around in some guild for ten years!\I just trusted what Ul told me!\There are a ton of wizards stronger than me in the countries to the west. response:	And I finally arrived at Fairy Tail...
context: We transported Deliora from Brago!\That was three years ago.\You've been doing this pointless crap for three years?\Pointless?!\That's rich, coming from someone who's been playing around in some guild for ten years!\I just trusted what Ul told me!\There are a ton of wizards stronger than me in the countries to the west.\And I finally arrived at Fairy Tail... response:	It was true. There were a ton of amazing wizards.
context: That was three years ago.\You've been doing this pointless crap for three years?\Pointless?!\That's rich, coming from someone who's been playing around in some guild for ten years!\I just trusted what Ul told me!\There are a ton of wizards stronger than me in the countries to the west.\And I finally arrived at Fairy Tail...\It was true. There were a ton of amazing wizards. response:	I couldn't believe it!
context: You've been doing this pointless crap for three years?\Pointless?!\That's rich, coming from someone who's been playing around in some guild for ten years!\I just trusted what Ul told me!\There are a ton of wizards stronger than me in the countries to the west.\And I finally arrived at Fairy Tail...\It was true. There were a ton of amazing wizards.\I couldn't believe it! response:	Impossible. Iced Shell is a magic that is done by one's own will.
context: Pointless?!\That's rich, coming from someone who's been playing around in some guild for ten years!\I just trusted what Ul told me!\There are a ton of wizards stronger than me in the countries to the west.\And I finally arrived at Fairy Tail...\It was true. There were a ton of amazing wizards.\I couldn't believe it!\Impossible. Iced Shell is a magic that is done by one's own will. response:	No magic done by a third-party has the power to melt the ice.
context: That's rich, coming from someone who's been playing around in some guild for ten years!\I just trusted what Ul told me!\There are a ton of wizards stronger than me in the countries to the west.\And I finally arrived at Fairy Tail...\It was true. There were a ton of amazing wizards.\I couldn't believe it!\Impossible. Iced Shell is a magic that is done by one's own will.\No magic done by a third-party has the power to melt the ice. response:	But there are a ton of amazing wizards here, right?
context: I just trusted what Ul told me!\There are a ton of wizards stronger than me in the countries to the west.\And I finally arrived at Fairy Tail...\It was true. There were a ton of amazing wizards.\I couldn't believe it!\Impossible. Iced Shell is a magic that is done by one's own will.\No magic done by a third-party has the power to melt the ice.\But there are a ton of amazing wizards here, right? response:	Well, there may be one way, though...
context: There are a ton of wizards stronger than me in the countries to the west.\And I finally arrived at Fairy Tail...\It was true. There were a ton of amazing wizards.\I couldn't believe it!\Impossible. Iced Shell is a magic that is done by one's own will.\No magic done by a third-party has the power to melt the ice.\But there are a ton of amazing wizards here, right?\Well, there may be one way, though... response:	No, wait!
context: And I finally arrived at Fairy Tail...\It was true. There were a ton of amazing wizards.\I couldn't believe it!\Impossible. Iced Shell is a magic that is done by one's own will.\No magic done by a third-party has the power to melt the ice.\But there are a ton of amazing wizards here, right?\Well, there may be one way, though...\No, wait! response:	It's no good. Melting the ice would be no different than killing Ul.
context: It was true. There were a ton of amazing wizards.\I couldn't believe it!\Impossible. Iced Shell is a magic that is done by one's own will.\No magic done by a third-party has the power to melt the ice.\But there are a ton of amazing wizards here, right?\Well, there may be one way, though...\No, wait!\It's no good. Melting the ice would be no different than killing Ul. response:	When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.
context: I couldn't believe it!\Impossible. Iced Shell is a magic that is done by one's own will.\No magic done by a third-party has the power to melt the ice.\But there are a ton of amazing wizards here, right?\Well, there may be one way, though...\No, wait!\It's no good. Melting the ice would be no different than killing Ul.\When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet. response:	And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.
context: Impossible. Iced Shell is a magic that is done by one's own will.\No magic done by a third-party has the power to melt the ice.\But there are a ton of amazing wizards here, right?\Well, there may be one way, though...\No, wait!\It's no good. Melting the ice would be no different than killing Ul.\When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.\And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me. response:	Say what you will.
context: No magic done by a third-party has the power to melt the ice.\But there are a ton of amazing wizards here, right?\Well, there may be one way, though...\No, wait!\It's no good. Melting the ice would be no different than killing Ul.\When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.\And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.\Say what you will. response:	I've lived my entire life for this day.
context: But there are a ton of amazing wizards here, right?\Well, there may be one way, though...\No, wait!\It's no good. Melting the ice would be no different than killing Ul.\When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.\And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.\Say what you will.\I've lived my entire life for this day. response:	How can a pupil surpass his teacher when she's already dead! Think about it!
context: Well, there may be one way, though...\No, wait!\It's no good. Melting the ice would be no different than killing Ul.\When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.\And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.\Say what you will.\I've lived my entire life for this day.\How can a pupil surpass his teacher when she's already dead! Think about it! response:	It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!
context: No, wait!\It's no good. Melting the ice would be no different than killing Ul.\When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.\And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.\Say what you will.\I've lived my entire life for this day.\How can a pupil surpass his teacher when she's already dead! Think about it!\It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her! response:	That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!
context: It's no good. Melting the ice would be no different than killing Ul.\When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.\And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.\Say what you will.\I've lived my entire life for this day.\How can a pupil surpass his teacher when she's already dead! Think about it!\It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!\That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way! response:	You think someone as blind as you could beat Ul?
context: When I think back on it, I realize that gramps was going to mention the Moon Drip, I bet.\And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.\Say what you will.\I've lived my entire life for this day.\How can a pupil surpass his teacher when she's already dead! Think about it!\It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!\That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!\You think someone as blind as you could beat Ul? response:	Think again! Not in 100 years!
context: And to think that it would be her own pupil that is trying to kill Ul! You've disappointed me.\Say what you will.\I've lived my entire life for this day.\How can a pupil surpass his teacher when she's already dead! Think about it!\It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!\That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!\You think someone as blind as you could beat Ul?\Think again! Not in 100 years! response:	Ice Make...
context: Say what you will.\I've lived my entire life for this day.\How can a pupil surpass his teacher when she's already dead! Think about it!\It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!\That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!\You think someone as blind as you could beat Ul?\Think again! Not in 100 years!\Ice Make... response:	Ice Make Prison!
context: I've lived my entire life for this day.\How can a pupil surpass his teacher when she's already dead! Think about it!\It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!\That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!\You think someone as blind as you could beat Ul?\Think again! Not in 100 years!\Ice Make...\Ice Make Prison! response:	This is what you are, Lyon.
context: How can a pupil surpass his teacher when she's already dead! Think about it!\It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!\That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!\You think someone as blind as you could beat Ul?\Think again! Not in 100 years!\Ice Make...\Ice Make Prison!\This is what you are, Lyon. response:	What?
context: It's Deliora! If I can destroy the one thing that defeated our teacher, then I can surpass her!\That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!\You think someone as blind as you could beat Ul?\Think again! Not in 100 years!\Ice Make...\Ice Make Prison!\This is what you are, Lyon.\What? response:	A caged beast who knows nothing of the world.
context: That ambition of yours is nice, but you haven't realized you've taken a wrong turn along the way!\You think someone as blind as you could beat Ul?\Think again! Not in 100 years!\Ice Make...\Ice Make Prison!\This is what you are, Lyon.\What?\A caged beast who knows nothing of the world. response:	Foolishness!
context: You think someone as blind as you could beat Ul?\Think again! Not in 100 years!\Ice Make...\Ice Make Prison!\This is what you are, Lyon.\What?\A caged beast who knows nothing of the world.\Foolishness! response:	I'll destroy that Creation Magic of yours!
context: Think again! Not in 100 years!\Ice Make...\Ice Make Prison!\This is what you are, Lyon.\What?\A caged beast who knows nothing of the world.\Foolishness!\I'll destroy that Creation Magic of yours! response:	Creations made with one hand are out of balance.
context: Ice Make...\Ice Make Prison!\This is what you are, Lyon.\What?\A caged beast who knows nothing of the world.\Foolishness!\I'll destroy that Creation Magic of yours!\Creations made with one hand are out of balance. response:	So when it counts they don't have the power.
context: Ice Make Prison!\This is what you are, Lyon.\What?\A caged beast who knows nothing of the world.\Foolishness!\I'll destroy that Creation Magic of yours!\Creations made with one hand are out of balance.\So when it counts they don't have the power. response:	Ice Cannon!
context: This is what you are, Lyon.\What?\A caged beast who knows nothing of the world.\Foolishness!\I'll destroy that Creation Magic of yours!\Creations made with one hand are out of balance.\So when it counts they don't have the power.\Ice Cannon! response:	Ul taught us that, remember?
context: What?\A caged beast who knows nothing of the world.\Foolishness!\I'll destroy that Creation Magic of yours!\Creations made with one hand are out of balance.\So when it counts they don't have the power.\Ice Cannon!\Ul taught us that, remember? response:	G-Gray...
context: A caged beast who knows nothing of the world.\Foolishness!\I'll destroy that Creation Magic of yours!\Creations made with one hand are out of balance.\So when it counts they don't have the power.\Ice Cannon!\Ul taught us that, remember?\G-Gray... response:	Ow!
context: Foolishness!\I'll destroy that Creation Magic of yours!\Creations made with one hand are out of balance.\So when it counts they don't have the power.\Ice Cannon!\Ul taught us that, remember?\G-Gray...\Ow! response:	I should've braced it before...
context: I'll destroy that Creation Magic of yours!\Creations made with one hand are out of balance.\So when it counts they don't have the power.\Ice Cannon!\Ul taught us that, remember?\G-Gray...\Ow!\I should've braced it before... response:	My ears are ringing!
context: Creations made with one hand are out of balance.\So when it counts they don't have the power.\Ice Cannon!\Ul taught us that, remember?\G-Gray...\Ow!\I should've braced it before...\My ears are ringing! response:	What the heck is that sound?
context: So when it counts they don't have the power.\Ice Cannon!\Ul taught us that, remember?\G-Gray...\Ow!\I should've braced it before...\My ears are ringing!\What the heck is that sound? response:	It's so loud!
context: Ice Cannon!\Ul taught us that, remember?\G-Gray...\Ow!\I should've braced it before...\My ears are ringing!\What the heck is that sound?\It's so loud! response:	Here it comes!
context: Ul taught us that, remember?\G-Gray...\Ow!\I should've braced it before...\My ears are ringing!\What the heck is that sound?\It's so loud!\Here it comes! response:	T-That voice...
context: G-Gray...\Ow!\I should've braced it before...\My ears are ringing!\What the heck is that sound?\It's so loud!\Here it comes!\T-That voice... response:	I can never forget it...
context: Ow!\I should've braced it before...\My ears are ringing!\What the heck is that sound?\It's so loud!\Here it comes!\T-That voice...\I can never forget it... response:	Deliora...
context: I should've braced it before...\My ears are ringing!\What the heck is that sound?\It's so loud!\Here it comes!\T-That voice...\I can never forget it...\Deliora... response:	Damn it... Has it been resurrected?
context: My ears are ringing!\What the heck is that sound?\It's so loud!\Here it comes!\T-That voice...\I can never forget it...\Deliora...\Damn it... Has it been resurrected? response:	I've got no choice then...
context: What the heck is that sound?\It's so loud!\Here it comes!\T-That voice...\I can never forget it...\Deliora...\Damn it... Has it been resurrected?\I've got no choice then... response:	Iced Shell!
context: It's so loud!\Here it comes!\T-That voice...\I can never forget it...\Deliora...\Damn it... Has it been resurrected?\I've got no choice then...\Iced Shell! response:	Merry-go-round
context: Here it comes!\T-That voice...\I can never forget it...\Deliora...\Damn it... Has it been resurrected?\I've got no choice then...\Iced Shell!\Merry-go-round response:	I greet the morning,
context: T-That voice...\I can never forget it...\Deliora...\Damn it... Has it been resurrected?\I've got no choice then...\Iced Shell!\Merry-go-round\I greet the morning, response:	chasing after your profile left only in my revolving dreams
context: I can never forget it...\Deliora...\Damn it... Has it been resurrected?\I've got no choice then...\Iced Shell!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams response:	You said, I never want to see your face again, when you left me
context: Deliora...\Damn it... Has it been resurrected?\I've got no choice then...\Iced Shell!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me response:	But the tears on your cheek said it all
context: Damn it... Has it been resurrected?\I've got no choice then...\Iced Shell!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all response:	Every time you felt like you'd be swallowed up in the waves of contradiction
context: I've got no choice then...\Iced Shell!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction response:	you always held back your tears, you know?
context: Iced Shell!\Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know? response:	What a strong person, they said, but everyone overestimated you
context: Merry-go-round\I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you response:	and before you knew it you lost sight of who you really are
context: I greet the morning,\chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are response:	Then the sun I thought would always be near me collapsed
context: chasing after your profile left only in my revolving dreams\You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed response:	and the light shut off...
context: You said, I never want to see your face again, when you left me\But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off... response:	Rubbing out the truths and the lies of one day, altogether
context: But the tears on your cheek said it all\Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether response:	Merry-go-round
context: Every time you felt like you'd be swallowed up in the waves of contradiction\you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round response:	I greet the morning,
context: you always held back your tears, you know?\What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning, response:	still, ironically, chasing after your profile in my revolving dreams
context: What a strong person, they said, but everyone overestimated you\and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams response:	Professor Happy's Fairy Tail Lecture!
context: and before you knew it you lost sight of who you really are\Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lecture! response:	Today we'll be telling you the secrets of Erza, the Armored Wizard!
context: Then the sun I thought would always be near me collapsed\and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Erza, the Armored Wizard! response:	Called Titania, Erza fights by requiping different weapons and magic armor one after another.
context: and the light shut off...\Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Erza, the Armored Wizard!\Called Titania, Erza fights by requiping different weapons and magic armor one after another. response:	She has some swimsuits and other weird clothes, but she's really strong!
context: Rubbing out the truths and the lies of one day, altogether\Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Erza, the Armored Wizard!\Called Titania, Erza fights by requiping different weapons and magic armor one after another.\She has some swimsuits and other weird clothes, but she's really strong! response:	Still she has times when she doesn't listen to people.
context: Merry-go-round\I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Erza, the Armored Wizard!\Called Titania, Erza fights by requiping different weapons and magic armor one after another.\She has some swimsuits and other weird clothes, but she's really strong!\Still she has times when she doesn't listen to people. response:	Until next time!
context: I greet the morning,\still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Erza, the Armored Wizard!\Called Titania, Erza fights by requiping different weapons and magic armor one after another.\She has some swimsuits and other weird clothes, but she's really strong!\Still she has times when she doesn't listen to people.\Until next time! response:	Stand, Bow, Aye!
context: still, ironically, chasing after your profile in my revolving dreams\Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Erza, the Armored Wizard!\Called Titania, Erza fights by requiping different weapons and magic armor one after another.\She has some swimsuits and other weird clothes, but she's really strong!\Still she has times when she doesn't listen to people.\Until next time!\Stand, Bow, Aye! response:	Natsu, you ate the fish I was planning on having, didn't you?
context: Professor Happy's Fairy Tail Lecture!\Today we'll be telling you the secrets of Erza, the Armored Wizard!\Called Titania, Erza fights by requiping different weapons and magic armor one after another.\She has some swimsuits and other weird clothes, but she's really strong!\Still she has times when she doesn't listen to people.\Until next time!\Stand, Bow, Aye!\Natsu, you ate the fish I was planning on having, didn't you? response:	Oh, my bad... I'll give you the next one I catch, okay?
context: Today we'll be telling you the secrets of Erza, the Armored Wizard!\Called Titania, Erza fights by requiping different weapons and magic armor one after another.\She has some swimsuits and other weird clothes, but she's really strong!\Still she has times when she doesn't listen to people.\Until next time!\Stand, Bow, Aye!\Natsu, you ate the fish I was planning on having, didn't you?\Oh, my bad... I'll give you the next one I catch, okay? response:	Don't bother! Our friendship is over!
context: Called Titania, Erza fights by requiping different weapons and magic armor one after another.\She has some swimsuits and other weird clothes, but she's really strong!\Still she has times when she doesn't listen to people.\Until next time!\Stand, Bow, Aye!\Natsu, you ate the fish I was planning on having, didn't you?\Oh, my bad... I'll give you the next one I catch, okay?\Don't bother! Our friendship is over! response:	Oh, I see. It's too bad, I was hoping to take you fishing with me, but...
context: She has some swimsuits and other weird clothes, but she's really strong!\Still she has times when she doesn't listen to people.\Until next time!\Stand, Bow, Aye!\Natsu, you ate the fish I was planning on having, didn't you?\Oh, my bad... I'll give you the next one I catch, okay?\Don't bother! Our friendship is over!\Oh, I see. It's too bad, I was hoping to take you fishing with me, but... response:	We could also make up.
context: Still she has times when she doesn't listen to people.\Until next time!\Stand, Bow, Aye!\Natsu, you ate the fish I was planning on having, didn't you?\Oh, my bad... I'll give you the next one I catch, okay?\Don't bother! Our friendship is over!\Oh, I see. It's too bad, I was hoping to take you fishing with me, but...\We could also make up. response:	Next time: Burst!
context: Until next time!\Stand, Bow, Aye!\Natsu, you ate the fish I was planning on having, didn't you?\Oh, my bad... I'll give you the next one I catch, okay?\Don't bother! Our friendship is over!\Oh, I see. It's too bad, I was hoping to take you fishing with me, but...\We could also make up.\Next time: Burst! response:	Wait, didn't you just say our friendship was over?
context: Stand, Bow, Aye!\Natsu, you ate the fish I was planning on having, didn't you?\Oh, my bad... I'll give you the next one I catch, okay?\Don't bother! Our friendship is over!\Oh, I see. It's too bad, I was hoping to take you fishing with me, but...\We could also make up.\Next time: Burst!\Wait, didn't you just say our friendship was over? response:	A cat's short term memory is very poor.
context: Natsu, you ate the fish I was planning on having, didn't you?\Oh, my bad... I'll give you the next one I catch, okay?\Don't bother! Our friendship is over!\Oh, I see. It's too bad, I was hoping to take you fishing with me, but...\We could also make up.\Next time: Burst!\Wait, didn't you just say our friendship was over?\A cat's short term memory is very poor. response:	That's sure convenient for you...
