context: New School Term response:	I knew this would happen, but...
context: That makes sense!\All right! Then without further ado, how about we play a game?\I've kind of been holding back, but from now on, I can play a lot of matches with Kiriyama!\After all, I'm the faculty adviser.\Um, Noguchi. I feel like I should apologize.\For imposing on you every time...\I'm actually kind of excited about this.\After my grandfather passed away, I wasn't able to find anyone to play with. response:	I'm still just a novice,
context: All right! Then without further ado, how about we play a game?\I've kind of been holding back, but from now on, I can play a lot of matches with Kiriyama!\After all, I'm the faculty adviser.\Um, Noguchi. I feel like I should apologize.\For imposing on you every time...\I'm actually kind of excited about this.\After my grandfather passed away, I wasn't able to find anyone to play with.\I'm still just a novice, response:	but will you teach me too, Kiriyama?
context: I've kind of been holding back, but from now on, I can play a lot of matches with Kiriyama!\After all, I'm the faculty adviser.\Um, Noguchi. I feel like I should apologize.\For imposing on you every time...\I'm actually kind of excited about this.\After my grandfather passed away, I wasn't able to find anyone to play with.\I'm still just a novice,\but will you teach me too, Kiriyama? response:	Yes, of course.
context: After all, I'm the faculty adviser.\Um, Noguchi. I feel like I should apologize.\For imposing on you every time...\I'm actually kind of excited about this.\After my grandfather passed away, I wasn't able to find anyone to play with.\I'm still just a novice,\but will you teach me too, Kiriyama?\Yes, of course. response:	Of course.
context: Um, Noguchi. I feel like I should apologize.\For imposing on you every time...\I'm actually kind of excited about this.\After my grandfather passed away, I wasn't able to find anyone to play with.\I'm still just a novice,\but will you teach me too, Kiriyama?\Yes, of course.\Of course. response:	After School Bunsen Burner's Club Currently Active
context: For imposing on you every time...\I'm actually kind of excited about this.\After my grandfather passed away, I wasn't able to find anyone to play with.\I'm still just a novice,\but will you teach me too, Kiriyama?\Yes, of course.\Of course.\After School Bunsen Burner's Club Currently Active response:	And so, the After School Burners Club
context: I'm actually kind of excited about this.\After my grandfather passed away, I wasn't able to find anyone to play with.\I'm still just a novice,\but will you teach me too, Kiriyama?\Yes, of course.\Of course.\After School Bunsen Burner's Club Currently Active\And so, the After School Burners Club response:	became the After School Shogi Science Club. Or for short, the Sho-sci Club.
context: After my grandfather passed away, I wasn't able to find anyone to play with.\I'm still just a novice,\but will you teach me too, Kiriyama?\Yes, of course.\Of course.\After School Bunsen Burner's Club Currently Active\And so, the After School Burners Club\became the After School Shogi Science Club. Or for short, the Sho-sci Club. response:	After School Shogi Science Club Currently Active
context: I'm still just a novice,\but will you teach me too, Kiriyama?\Yes, of course.\Of course.\After School Bunsen Burner's Club Currently Active\And so, the After School Burners Club\became the After School Shogi Science Club. Or for short, the Sho-sci Club.\After School Shogi Science Club Currently Active response:	A club. A club, huh?
context: but will you teach me too, Kiriyama?\Yes, of course.\Of course.\After School Bunsen Burner's Club Currently Active\And so, the After School Burners Club\became the After School Shogi Science Club. Or for short, the Sho-sci Club.\After School Shogi Science Club Currently Active\A club. A club, huh? response:	And a shogi club at that.
context: Yes, of course.\Of course.\After School Bunsen Burner's Club Currently Active\And so, the After School Burners Club\became the After School Shogi Science Club. Or for short, the Sho-sci Club.\After School Shogi Science Club Currently Active\A club. A club, huh?\And a shogi club at that. response:	See? Like I said.
context: Of course.\After School Bunsen Burner's Club Currently Active\And so, the After School Burners Club\became the After School Shogi Science Club. Or for short, the Sho-sci Club.\After School Shogi Science Club Currently Active\A club. A club, huh?\And a shogi club at that.\See? Like I said. response:	On the way home,
context: After School Bunsen Burner's Club Currently Active\And so, the After School Burners Club\became the After School Shogi Science Club. Or for short, the Sho-sci Club.\After School Shogi Science Club Currently Active\A club. A club, huh?\And a shogi club at that.\See? Like I said.\On the way home, response:	In my experience, I've found that it's easier to do something than worry about it.
context: And so, the After School Burners Club\became the After School Shogi Science Club. Or for short, the Sho-sci Club.\After School Shogi Science Club Currently Active\A club. A club, huh?\And a shogi club at that.\See? Like I said.\On the way home,\In my experience, I've found that it's easier to do something than worry about it. response:	Or that's about 80 right.
context: became the After School Shogi Science Club. Or for short, the Sho-sci Club.\After School Shogi Science Club Currently Active\A club. A club, huh?\And a shogi club at that.\See? Like I said.\On the way home,\In my experience, I've found that it's easier to do something than worry about it.\Or that's about 80 right. response:	New School Term
context: After School Shogi Science Club Currently Active\A club. A club, huh?\And a shogi club at that.\See? Like I said.\On the way home,\In my experience, I've found that it's easier to do something than worry about it.\Or that's about 80 right.\New School Term response:	Fighter
context: A club. A club, huh?\And a shogi club at that.\See? Like I said.\On the way home,\In my experience, I've found that it's easier to do something than worry about it.\Or that's about 80 right.\New School Term\Fighter response:	The seat next to me is always empty.
context: And a shogi club at that.\See? Like I said.\On the way home,\In my experience, I've found that it's easier to do something than worry about it.\Or that's about 80 right.\New School Term\Fighter\The seat next to me is always empty. response:	I have to sit next to Kiriyama?
context: See? Like I said.\On the way home,\In my experience, I've found that it's easier to do something than worry about it.\Or that's about 80 right.\New School Term\Fighter\The seat next to me is always empty.\I have to sit next to Kiriyama? response:	No way! Forget that!
context: On the way home,\In my experience, I've found that it's easier to do something than worry about it.\Or that's about 80 right.\New School Term\Fighter\The seat next to me is always empty.\I have to sit next to Kiriyama?\No way! Forget that! response:	Excuse me, Teacher? Teacher, Teacher!
context: In my experience, I've found that it's easier to do something than worry about it.\Or that's about 80 right.\New School Term\Fighter\The seat next to me is always empty.\I have to sit next to Kiriyama?\No way! Forget that!\Excuse me, Teacher? Teacher, Teacher! response:	Can I change seats?
context: Or that's about 80 right.\New School Term\Fighter\The seat next to me is always empty.\I have to sit next to Kiriyama?\No way! Forget that!\Excuse me, Teacher? Teacher, Teacher!\Can I change seats? response:	Knock it off, Kaneda. Don't be stubborn.
context: New School Term\Fighter\The seat next to me is always empty.\I have to sit next to Kiriyama?\No way! Forget that!\Excuse me, Teacher? Teacher, Teacher!\Can I change seats?\Knock it off, Kaneda. Don't be stubborn. response:	Oh come on, please?
context: Fighter\The seat next to me is always empty.\I have to sit next to Kiriyama?\No way! Forget that!\Excuse me, Teacher? Teacher, Teacher!\Can I change seats?\Knock it off, Kaneda. Don't be stubborn.\Oh come on, please? response:	Kaneda, just hurry up and sit down.
context: The seat next to me is always empty.\I have to sit next to Kiriyama?\No way! Forget that!\Excuse me, Teacher? Teacher, Teacher!\Can I change seats?\Knock it off, Kaneda. Don't be stubborn.\Oh come on, please?\Kaneda, just hurry up and sit down. response:	There are other open seats. Teacher, it's fine, right?
context: I have to sit next to Kiriyama?\No way! Forget that!\Excuse me, Teacher? Teacher, Teacher!\Can I change seats?\Knock it off, Kaneda. Don't be stubborn.\Oh come on, please?\Kaneda, just hurry up and sit down.\There are other open seats. Teacher, it's fine, right? response:	Fine, do what you want!
context: No way! Forget that!\Excuse me, Teacher? Teacher, Teacher!\Can I change seats?\Knock it off, Kaneda. Don't be stubborn.\Oh come on, please?\Kaneda, just hurry up and sit down.\There are other open seats. Teacher, it's fine, right?\Fine, do what you want! response:	Yeah!
context: Excuse me, Teacher? Teacher, Teacher!\Can I change seats?\Knock it off, Kaneda. Don't be stubborn.\Oh come on, please?\Kaneda, just hurry up and sit down.\There are other open seats. Teacher, it's fine, right?\Fine, do what you want!\Yeah! response:	Okay, fourth grade, group five is leaving!
context: Can I change seats?\Knock it off, Kaneda. Don't be stubborn.\Oh come on, please?\Kaneda, just hurry up and sit down.\There are other open seats. Teacher, it's fine, right?\Fine, do what you want!\Yeah!\Okay, fourth grade, group five is leaving! response:	Hey, hurry up and sit down!
context: Knock it off, Kaneda. Don't be stubborn.\Oh come on, please?\Kaneda, just hurry up and sit down.\There are other open seats. Teacher, it's fine, right?\Fine, do what you want!\Yeah!\Okay, fourth grade, group five is leaving!\Hey, hurry up and sit down! response:	At a time like this, I always think...
context: Oh come on, please?\Kaneda, just hurry up and sit down.\There are other open seats. Teacher, it's fine, right?\Fine, do what you want!\Yeah!\Okay, fourth grade, group five is leaving!\Hey, hurry up and sit down!\At a time like this, I always think... response:	If you don't want to sit by me, that's fine.
context: Kaneda, just hurry up and sit down.\There are other open seats. Teacher, it's fine, right?\Fine, do what you want!\Yeah!\Okay, fourth grade, group five is leaving!\Hey, hurry up and sit down!\At a time like this, I always think...\If you don't want to sit by me, that's fine. response:	I'm lucky the seat next to you was open.
context: There are other open seats. Teacher, it's fine, right?\Fine, do what you want!\Yeah!\Okay, fourth grade, group five is leaving!\Hey, hurry up and sit down!\At a time like this, I always think...\If you don't want to sit by me, that's fine.\I'm lucky the seat next to you was open. response:	But could you be a little quieter about it and not make a scene?
context: Fine, do what you want!\Yeah!\Okay, fourth grade, group five is leaving!\Hey, hurry up and sit down!\At a time like this, I always think...\If you don't want to sit by me, that's fine.\I'm lucky the seat next to you was open.\But could you be a little quieter about it and not make a scene? response:	He's always so loud.
context: Yeah!\Okay, fourth grade, group five is leaving!\Hey, hurry up and sit down!\At a time like this, I always think...\If you don't want to sit by me, that's fine.\I'm lucky the seat next to you was open.\But could you be a little quieter about it and not make a scene?\He's always so loud. response:	But once the bus pulled out, I felt a little relieved.
context: Okay, fourth grade, group five is leaving!\Hey, hurry up and sit down!\At a time like this, I always think...\If you don't want to sit by me, that's fine.\I'm lucky the seat next to you was open.\But could you be a little quieter about it and not make a scene?\He's always so loud.\But once the bus pulled out, I felt a little relieved. response:	After all, it was much, much easier this way than to sit next to someone who hates me.
context: Hey, hurry up and sit down!\At a time like this, I always think...\If you don't want to sit by me, that's fine.\I'm lucky the seat next to you was open.\But could you be a little quieter about it and not make a scene?\He's always so loud.\But once the bus pulled out, I felt a little relieved.\After all, it was much, much easier this way than to sit next to someone who hates me. response:	Okay. We're going to have lunch now.
context: At a time like this, I always think...\If you don't want to sit by me, that's fine.\I'm lucky the seat next to you was open.\But could you be a little quieter about it and not make a scene?\He's always so loud.\But once the bus pulled out, I felt a little relieved.\After all, it was much, much easier this way than to sit next to someone who hates me.\Okay. We're going to have lunch now. response:	Go to the bathroom, finish everything up, and be back at the bus by 1:30.
context: If you don't want to sit by me, that's fine.\I'm lucky the seat next to you was open.\But could you be a little quieter about it and not make a scene?\He's always so loud.\But once the bus pulled out, I felt a little relieved.\After all, it was much, much easier this way than to sit next to someone who hates me.\Okay. We're going to have lunch now.\Go to the bathroom, finish everything up, and be back at the bus by 1:30. response:	Okay!
context: I'm lucky the seat next to you was open.\But could you be a little quieter about it and not make a scene?\He's always so loud.\But once the bus pulled out, I felt a little relieved.\After all, it was much, much easier this way than to sit next to someone who hates me.\Okay. We're going to have lunch now.\Go to the bathroom, finish everything up, and be back at the bus by 1:30.\Okay! response:	All right, then you're on your own. Dismissed!
context: But could you be a little quieter about it and not make a scene?\He's always so loud.\But once the bus pulled out, I felt a little relieved.\After all, it was much, much easier this way than to sit next to someone who hates me.\Okay. We're going to have lunch now.\Go to the bathroom, finish everything up, and be back at the bus by 1:30.\Okay!\All right, then you're on your own. Dismissed! response:	Shoot.
context: He's always so loud.\But once the bus pulled out, I felt a little relieved.\After all, it was much, much easier this way than to sit next to someone who hates me.\Okay. We're going to have lunch now.\Go to the bathroom, finish everything up, and be back at the bus by 1:30.\Okay!\All right, then you're on your own. Dismissed!\Shoot. response:	What am I supposed to do here?
context: But once the bus pulled out, I felt a little relieved.\After all, it was much, much easier this way than to sit next to someone who hates me.\Okay. We're going to have lunch now.\Go to the bathroom, finish everything up, and be back at the bus by 1:30.\Okay!\All right, then you're on your own. Dismissed!\Shoot.\What am I supposed to do here? response:	The field is huge!
context: After all, it was much, much easier this way than to sit next to someone who hates me.\Okay. We're going to have lunch now.\Go to the bathroom, finish everything up, and be back at the bus by 1:30.\Okay!\All right, then you're on your own. Dismissed!\Shoot.\What am I supposed to do here?\The field is huge! response:	There's no escape zone at all.
context: Okay. We're going to have lunch now.\Go to the bathroom, finish everything up, and be back at the bus by 1:30.\Okay!\All right, then you're on your own. Dismissed!\Shoot.\What am I supposed to do here?\The field is huge!\There's no escape zone at all. response:	Eating my lunch all alone in a wide open field like this...
context: Go to the bathroom, finish everything up, and be back at the bus by 1:30.\Okay!\All right, then you're on your own. Dismissed!\Shoot.\What am I supposed to do here?\The field is huge!\There's no escape zone at all.\Eating my lunch all alone in a wide open field like this... response:	I'll stand out so much that I'll die.
context: Okay!\All right, then you're on your own. Dismissed!\Shoot.\What am I supposed to do here?\The field is huge!\There's no escape zone at all.\Eating my lunch all alone in a wide open field like this...\I'll stand out so much that I'll die. response:	And worse, if Teacher finds me...
context: All right, then you're on your own. Dismissed!\Shoot.\What am I supposed to do here?\The field is huge!\There's no escape zone at all.\Eating my lunch all alone in a wide open field like this...\I'll stand out so much that I'll die.\And worse, if Teacher finds me... response:	Hey, Kiriyama.
context: Shoot.\What am I supposed to do here?\The field is huge!\There's no escape zone at all.\Eating my lunch all alone in a wide open field like this...\I'll stand out so much that I'll die.\And worse, if Teacher finds me...\Hey, Kiriyama. response:	Why are you eating alone?
context: What am I supposed to do here?\The field is huge!\There's no escape zone at all.\Eating my lunch all alone in a wide open field like this...\I'll stand out so much that I'll die.\And worse, if Teacher finds me...\Hey, Kiriyama.\Why are you eating alone? response:	That's no good.
context: The field is huge!\There's no escape zone at all.\Eating my lunch all alone in a wide open field like this...\I'll stand out so much that I'll die.\And worse, if Teacher finds me...\Hey, Kiriyama.\Why are you eating alone?\That's no good. response:	Today's Topic: Why do you exclude Kiriyama?
context: There's no escape zone at all.\Eating my lunch all alone in a wide open field like this...\I'll stand out so much that I'll die.\And worse, if Teacher finds me...\Hey, Kiriyama.\Why are you eating alone?\That's no good.\Today's Topic: Why do you exclude Kiriyama? response:	I'll inevitably become the focus of next week's homeroom assignment!
context: Eating my lunch all alone in a wide open field like this...\I'll stand out so much that I'll die.\And worse, if Teacher finds me...\Hey, Kiriyama.\Why are you eating alone?\That's no good.\Today's Topic: Why do you exclude Kiriyama?\I'll inevitably become the focus of next week's homeroom assignment! response:	Think about this seriously, everyone!
context: I'll stand out so much that I'll die.\And worse, if Teacher finds me...\Hey, Kiriyama.\Why are you eating alone?\That's no good.\Today's Topic: Why do you exclude Kiriyama?\I'll inevitably become the focus of next week's homeroom assignment!\Think about this seriously, everyone! response:	What the heck is that?
context: And worse, if Teacher finds me...\Hey, Kiriyama.\Why are you eating alone?\That's no good.\Today's Topic: Why do you exclude Kiriyama?\I'll inevitably become the focus of next week's homeroom assignment!\Think about this seriously, everyone!\What the heck is that? response:	That would be the worst.
context: Hey, Kiriyama.\Why are you eating alone?\That's no good.\Today's Topic: Why do you exclude Kiriyama?\I'll inevitably become the focus of next week's homeroom assignment!\Think about this seriously, everyone!\What the heck is that?\That would be the worst. response:	Squeak Squeak
context: Why are you eating alone?\That's no good.\Today's Topic: Why do you exclude Kiriyama?\I'll inevitably become the focus of next week's homeroom assignment!\Think about this seriously, everyone!\What the heck is that?\That would be the worst.\Squeak Squeak response:	It's tough enough just having everyone hate me.
context: That's no good.\Today's Topic: Why do you exclude Kiriyama?\I'll inevitably become the focus of next week's homeroom assignment!\Think about this seriously, everyone!\What the heck is that?\That would be the worst.\Squeak Squeak\It's tough enough just having everyone hate me. response:	To be put on display on top of that wouldn't solve anything.
context: Today's Topic: Why do you exclude Kiriyama?\I'll inevitably become the focus of next week's homeroom assignment!\Think about this seriously, everyone!\What the heck is that?\That would be the worst.\Squeak Squeak\It's tough enough just having everyone hate me.\To be put on display on top of that wouldn't solve anything. response:	It would only bring attention to the fact that I'm despised.
context: I'll inevitably become the focus of next week's homeroom assignment!\Think about this seriously, everyone!\What the heck is that?\That would be the worst.\Squeak Squeak\It's tough enough just having everyone hate me.\To be put on display on top of that wouldn't solve anything.\It would only bring attention to the fact that I'm despised. response:	I want to avoid that no matter what!
context: Think about this seriously, everyone!\What the heck is that?\That would be the worst.\Squeak Squeak\It's tough enough just having everyone hate me.\To be put on display on top of that wouldn't solve anything.\It would only bring attention to the fact that I'm despised.\I want to avoid that no matter what! response:	It's a little far, but I'll go over there.
context: What the heck is that?\That would be the worst.\Squeak Squeak\It's tough enough just having everyone hate me.\To be put on display on top of that wouldn't solve anything.\It would only bring attention to the fact that I'm despised.\I want to avoid that no matter what!\It's a little far, but I'll go over there. response:	It'll be okay. This'll work.
context: That would be the worst.\Squeak Squeak\It's tough enough just having everyone hate me.\To be put on display on top of that wouldn't solve anything.\It would only bring attention to the fact that I'm despised.\I want to avoid that no matter what!\It's a little far, but I'll go over there.\It'll be okay. This'll work. response:	Quietly, and don't jog over.
context: Squeak Squeak\It's tough enough just having everyone hate me.\To be put on display on top of that wouldn't solve anything.\It would only bring attention to the fact that I'm despised.\I want to avoid that no matter what!\It's a little far, but I'll go over there.\It'll be okay. This'll work.\Quietly, and don't jog over. response:	If I just walk over slowly, like normal, I won't stand out.
context: It's tough enough just having everyone hate me.\To be put on display on top of that wouldn't solve anything.\It would only bring attention to the fact that I'm despised.\I want to avoid that no matter what!\It's a little far, but I'll go over there.\It'll be okay. This'll work.\Quietly, and don't jog over.\If I just walk over slowly, like normal, I won't stand out. response:	Normally, normally...
context: To be put on display on top of that wouldn't solve anything.\It would only bring attention to the fact that I'm despised.\I want to avoid that no matter what!\It's a little far, but I'll go over there.\It'll be okay. This'll work.\Quietly, and don't jog over.\If I just walk over slowly, like normal, I won't stand out.\Normally, normally... response:	I did it! I made it!
context: It would only bring attention to the fact that I'm despised.\I want to avoid that no matter what!\It's a little far, but I'll go over there.\It'll be okay. This'll work.\Quietly, and don't jog over.\If I just walk over slowly, like normal, I won't stand out.\Normally, normally...\I did it! I made it! response:	It's cold! And damp.
context: I want to avoid that no matter what!\It's a little far, but I'll go over there.\It'll be okay. This'll work.\Quietly, and don't jog over.\If I just walk over slowly, like normal, I won't stand out.\Normally, normally...\I did it! I made it!\It's cold! And damp. response:	I know! It'll be fine if I put down my clear file folder.
context: It's a little far, but I'll go over there.\It'll be okay. This'll work.\Quietly, and don't jog over.\If I just walk over slowly, like normal, I won't stand out.\Normally, normally...\I did it! I made it!\It's cold! And damp.\I know! It'll be fine if I put down my clear file folder. response:	There's a lot of ants!
context: It'll be okay. This'll work.\Quietly, and don't jog over.\If I just walk over slowly, like normal, I won't stand out.\Normally, normally...\I did it! I made it!\It's cold! And damp.\I know! It'll be fine if I put down my clear file folder.\There's a lot of ants! response:	Please don't crawl on my lunch!
context: Quietly, and don't jog over.\If I just walk over slowly, like normal, I won't stand out.\Normally, normally...\I did it! I made it!\It's cold! And damp.\I know! It'll be fine if I put down my clear file folder.\There's a lot of ants!\Please don't crawl on my lunch! response:	I've got it.
context: If I just walk over slowly, like normal, I won't stand out.\Normally, normally...\I did it! I made it!\It's cold! And damp.\I know! It'll be fine if I put down my clear file folder.\There's a lot of ants!\Please don't crawl on my lunch!\I've got it. response:	Yeah. There you go.
context: Normally, normally...\I did it! I made it!\It's cold! And damp.\I know! It'll be fine if I put down my clear file folder.\There's a lot of ants!\Please don't crawl on my lunch!\I've got it.\Yeah. There you go. response:	Come to think of it, how do ants carry away candy?
context: I did it! I made it!\It's cold! And damp.\I know! It'll be fine if I put down my clear file folder.\There's a lot of ants!\Please don't crawl on my lunch!\I've got it.\Yeah. There you go.\Come to think of it, how do ants carry away candy? response:	I guess they lick it, melting tiny pieces at a time to carry off?
context: It's cold! And damp.\I know! It'll be fine if I put down my clear file folder.\There's a lot of ants!\Please don't crawl on my lunch!\I've got it.\Yeah. There you go.\Come to think of it, how do ants carry away candy?\I guess they lick it, melting tiny pieces at a time to carry off? response:	With their little mouths...
context: I know! It'll be fine if I put down my clear file folder.\There's a lot of ants!\Please don't crawl on my lunch!\I've got it.\Yeah. There you go.\Come to think of it, how do ants carry away candy?\I guess they lick it, melting tiny pieces at a time to carry off?\With their little mouths... response:	I made a copy of this from Dad's book.
context: There's a lot of ants!\Please don't crawl on my lunch!\I've got it.\Yeah. There you go.\Come to think of it, how do ants carry away candy?\I guess they lick it, melting tiny pieces at a time to carry off?\With their little mouths...\I made a copy of this from Dad's book. response:	Checkmate in 117 moves...
context: Please don't crawl on my lunch!\I've got it.\Yeah. There you go.\Come to think of it, how do ants carry away candy?\I guess they lick it, melting tiny pieces at a time to carry off?\With their little mouths...\I made a copy of this from Dad's book.\Checkmate in 117 moves... response:	You solved it? The 85 moves one?
context: I've got it.\Yeah. There you go.\Come to think of it, how do ants carry away candy?\I guess they lick it, melting tiny pieces at a time to carry off?\With their little mouths...\I made a copy of this from Dad's book.\Checkmate in 117 moves...\You solved it? The 85 moves one? response:	That's incredible, Rei!
context: Yeah. There you go.\Come to think of it, how do ants carry away candy?\I guess they lick it, melting tiny pieces at a time to carry off?\With their little mouths...\I made a copy of this from Dad's book.\Checkmate in 117 moves...\You solved it? The 85 moves one?\That's incredible, Rei! response:	I couldn't solve that one until I was in middle school.
context: Come to think of it, how do ants carry away candy?\I guess they lick it, melting tiny pieces at a time to carry off?\With their little mouths...\I made a copy of this from Dad's book.\Checkmate in 117 moves...\You solved it? The 85 moves one?\That's incredible, Rei!\I couldn't solve that one until I was in middle school. response:	My adoptive father is a shogi player.
context: I guess they lick it, melting tiny pieces at a time to carry off?\With their little mouths...\I made a copy of this from Dad's book.\Checkmate in 117 moves...\You solved it? The 85 moves one?\That's incredible, Rei!\I couldn't solve that one until I was in middle school.\My adoptive father is a shogi player. response:	He turned professional at 19.
context: With their little mouths...\I made a copy of this from Dad's book.\Checkmate in 117 moves...\You solved it? The 85 moves one?\That's incredible, Rei!\I couldn't solve that one until I was in middle school.\My adoptive father is a shogi player.\He turned professional at 19. response:	I wonder if Dad will be happy
context: I made a copy of this from Dad's book.\Checkmate in 117 moves...\You solved it? The 85 moves one?\That's incredible, Rei!\I couldn't solve that one until I was in middle school.\My adoptive father is a shogi player.\He turned professional at 19.\I wonder if Dad will be happy response:	if I solve this problem, too.
context: Checkmate in 117 moves...\You solved it? The 85 moves one?\That's incredible, Rei!\I couldn't solve that one until I was in middle school.\My adoptive father is a shogi player.\He turned professional at 19.\I wonder if Dad will be happy\if I solve this problem, too. response:	Gather around! Run!
context: You solved it? The 85 moves one?\That's incredible, Rei!\I couldn't solve that one until I was in middle school.\My adoptive father is a shogi player.\He turned professional at 19.\I wonder if Dad will be happy\if I solve this problem, too.\Gather around! Run! response:	It's 1:30 already?!
context: That's incredible, Rei!\I couldn't solve that one until I was in middle school.\My adoptive father is a shogi player.\He turned professional at 19.\I wonder if Dad will be happy\if I solve this problem, too.\Gather around! Run!\It's 1:30 already?! response:	Yikes! I haven't cleaned up!
context: I couldn't solve that one until I was in middle school.\My adoptive father is a shogi player.\He turned professional at 19.\I wonder if Dad will be happy\if I solve this problem, too.\Gather around! Run!\It's 1:30 already?!\Yikes! I haven't cleaned up! response:	Um, uh, have I forgotten anything? Um...
context: My adoptive father is a shogi player.\He turned professional at 19.\I wonder if Dad will be happy\if I solve this problem, too.\Gather around! Run!\It's 1:30 already?!\Yikes! I haven't cleaned up!\Um, uh, have I forgotten anything? Um... response:	H-Huh?
context: He turned professional at 19.\I wonder if Dad will be happy\if I solve this problem, too.\Gather around! Run!\It's 1:30 already?!\Yikes! I haven't cleaned up!\Um, uh, have I forgotten anything? Um...\H-Huh? response:	The candy! It's that small already?
context: I wonder if Dad will be happy\if I solve this problem, too.\Gather around! Run!\It's 1:30 already?!\Yikes! I haven't cleaned up!\Um, uh, have I forgotten anything? Um...\H-Huh?\The candy! It's that small already? response:	Amazing!
context: if I solve this problem, too.\Gather around! Run!\It's 1:30 already?!\Yikes! I haven't cleaned up!\Um, uh, have I forgotten anything? Um...\H-Huh?\The candy! It's that small already?\Amazing! response:	I had no idea.
context: Gather around! Run!\It's 1:30 already?!\Yikes! I haven't cleaned up!\Um, uh, have I forgotten anything? Um...\H-Huh?\The candy! It's that small already?\Amazing!\I had no idea. response:	Despite being so little, ants melted candy at an incredible speed.
context: It's 1:30 already?!\Yikes! I haven't cleaned up!\Um, uh, have I forgotten anything? Um...\H-Huh?\The candy! It's that small already?\Amazing!\I had no idea.\Despite being so little, ants melted candy at an incredible speed. response:	Hey, Kiriyama!
context: Yikes! I haven't cleaned up!\Um, uh, have I forgotten anything? Um...\H-Huh?\The candy! It's that small already?\Amazing!\I had no idea.\Despite being so little, ants melted candy at an incredible speed.\Hey, Kiriyama! response:	You're late! Where were you?
context: Um, uh, have I forgotten anything? Um...\H-Huh?\The candy! It's that small already?\Amazing!\I had no idea.\Despite being so little, ants melted candy at an incredible speed.\Hey, Kiriyama!\You're late! Where were you? response:	Sorry!
context: H-Huh?\The candy! It's that small already?\Amazing!\I had no idea.\Despite being so little, ants melted candy at an incredible speed.\Hey, Kiriyama!\You're late! Where were you?\Sorry! response:	Um, the bathroom was crowded...
context: The candy! It's that small already?\Amazing!\I had no idea.\Despite being so little, ants melted candy at an incredible speed.\Hey, Kiriyama!\You're late! Where were you?\Sorry!\Um, the bathroom was crowded... response:	We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?
context: Amazing!\I had no idea.\Despite being so little, ants melted candy at an incredible speed.\Hey, Kiriyama!\You're late! Where were you?\Sorry!\Um, the bathroom was crowded...\We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet? response:	No!
context: I had no idea.\Despite being so little, ants melted candy at an incredible speed.\Hey, Kiriyama!\You're late! Where were you?\Sorry!\Um, the bathroom was crowded...\We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?\No! response:	Huh? Kiriyama, where's your seat neighbor?
context: Despite being so little, ants melted candy at an incredible speed.\Hey, Kiriyama!\You're late! Where were you?\Sorry!\Um, the bathroom was crowded...\We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?\No!\Huh? Kiriyama, where's your seat neighbor? response:	It's okay. There was no one here from the start.
context: Hey, Kiriyama!\You're late! Where were you?\Sorry!\Um, the bathroom was crowded...\We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?\No!\Huh? Kiriyama, where's your seat neighbor?\It's okay. There was no one here from the start. response:	Oh yeah.
context: You're late! Where were you?\Sorry!\Um, the bathroom was crowded...\We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?\No!\Huh? Kiriyama, where's your seat neighbor?\It's okay. There was no one here from the start.\Oh yeah. response:	Then we're all here, huh? Let's go!
context: Sorry!\Um, the bathroom was crowded...\We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?\No!\Huh? Kiriyama, where's your seat neighbor?\It's okay. There was no one here from the start.\Oh yeah.\Then we're all here, huh? Let's go! response:	Okay!
context: Um, the bathroom was crowded...\We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?\No!\Huh? Kiriyama, where's your seat neighbor?\It's okay. There was no one here from the start.\Oh yeah.\Then we're all here, huh? Let's go!\Okay! response:	There was no one here from the start.
context: We'll be leaving. Is there anyone whose seat neighbor hasn't come back yet?\No!\Huh? Kiriyama, where's your seat neighbor?\It's okay. There was no one here from the start.\Oh yeah.\Then we're all here, huh? Let's go!\Okay!\There was no one here from the start. response:	The moment I answered him, I felt a lump in my throat.
context: No!\Huh? Kiriyama, where's your seat neighbor?\It's okay. There was no one here from the start.\Oh yeah.\Then we're all here, huh? Let's go!\Okay!\There was no one here from the start.\The moment I answered him, I felt a lump in my throat. response:	Teacher, will the seat next to me be empty for the rest of my life?
context: Huh? Kiriyama, where's your seat neighbor?\It's okay. There was no one here from the start.\Oh yeah.\Then we're all here, huh? Let's go!\Okay!\There was no one here from the start.\The moment I answered him, I felt a lump in my throat.\Teacher, will the seat next to me be empty for the rest of my life? response:	All right. Next, seat 5. The match with Sugawara.
context: It's okay. There was no one here from the start.\Oh yeah.\Then we're all here, huh? Let's go!\Okay!\There was no one here from the start.\The moment I answered him, I felt a lump in my throat.\Teacher, will the seat next to me be empty for the rest of my life?\All right. Next, seat 5. The match with Sugawara. response:	To me, that was a magic ticket.
context: Oh yeah.\Then we're all here, huh? Let's go!\Okay!\There was no one here from the start.\The moment I answered him, I felt a lump in my throat.\Teacher, will the seat next to me be empty for the rest of my life?\All right. Next, seat 5. The match with Sugawara.\To me, that was a magic ticket. response:	Good luck.
