context: That day, when I turned 17... response:	I like you, Otani!
context: I just don't like to see you like this, Risa.\Ah! I found Koizumi-san!\Catch her! Catch her!\Are you happy too?\Are you happy?\Give me your happiness!\Business is booming. What's wrong?\Darling... response:	Whenever I think about how Risa is feeling, I just can't feel happy.
context: Ah! I found Koizumi-san!\Catch her! Catch her!\Are you happy too?\Are you happy?\Give me your happiness!\Business is booming. What's wrong?\Darling...\Whenever I think about how Risa is feeling, I just can't feel happy. response:	Yeah.
context: Catch her! Catch her!\Are you happy too?\Are you happy?\Give me your happiness!\Business is booming. What's wrong?\Darling...\Whenever I think about how Risa is feeling, I just can't feel happy.\Yeah. response:	I sure worked hard today.
context: Are you happy too?\Are you happy?\Give me your happiness!\Business is booming. What's wrong?\Darling...\Whenever I think about how Risa is feeling, I just can't feel happy.\Yeah.\I sure worked hard today. response:	Come on, Risa, let's go! It's almost over.
context: Are you happy?\Give me your happiness!\Business is booming. What's wrong?\Darling...\Whenever I think about how Risa is feeling, I just can't feel happy.\Yeah.\I sure worked hard today.\Come on, Risa, let's go! It's almost over. response:	It's time for the outdoor folk dance!
context: Give me your happiness!\Business is booming. What's wrong?\Darling...\Whenever I think about how Risa is feeling, I just can't feel happy.\Yeah.\I sure worked hard today.\Come on, Risa, let's go! It's almost over.\It's time for the outdoor folk dance! response:	No thanks.
context: Business is booming. What's wrong?\Darling...\Whenever I think about how Risa is feeling, I just can't feel happy.\Yeah.\I sure worked hard today.\Come on, Risa, let's go! It's almost over.\It's time for the outdoor folk dance!\No thanks. response:	Risa...
context: Darling...\Whenever I think about how Risa is feeling, I just can't feel happy.\Yeah.\I sure worked hard today.\Come on, Risa, let's go! It's almost over.\It's time for the outdoor folk dance!\No thanks.\Risa... response:	There was an extra girl last year, remember?
context: Whenever I think about how Risa is feeling, I just can't feel happy.\Yeah.\I sure worked hard today.\Come on, Risa, let's go! It's almost over.\It's time for the outdoor folk dance!\No thanks.\Risa...\There was an extra girl last year, remember? response:	Since I'm so tall, I ended up in the boys line and had to dance with all the girls.
context: Yeah.\I sure worked hard today.\Come on, Risa, let's go! It's almost over.\It's time for the outdoor folk dance!\No thanks.\Risa...\There was an extra girl last year, remember?\Since I'm so tall, I ended up in the boys line and had to dance with all the girls. response:	It wasn't fun at all.
context: I sure worked hard today.\Come on, Risa, let's go! It's almost over.\It's time for the outdoor folk dance!\No thanks.\Risa...\There was an extra girl last year, remember?\Since I'm so tall, I ended up in the boys line and had to dance with all the girls.\It wasn't fun at all. response:	We're done with the cleaning.
context: Come on, Risa, let's go! It's almost over.\It's time for the outdoor folk dance!\No thanks.\Risa...\There was an extra girl last year, remember?\Since I'm so tall, I ended up in the boys line and had to dance with all the girls.\It wasn't fun at all.\We're done with the cleaning. response:	Darling...
context: It's time for the outdoor folk dance!\No thanks.\Risa...\There was an extra girl last year, remember?\Since I'm so tall, I ended up in the boys line and had to dance with all the girls.\It wasn't fun at all.\We're done with the cleaning.\Darling... response:	Say, where's Otani-kun?
context: No thanks.\Risa...\There was an extra girl last year, remember?\Since I'm so tall, I ended up in the boys line and had to dance with all the girls.\It wasn't fun at all.\We're done with the cleaning.\Darling...\Say, where's Otani-kun? response:	He went to take out the trash.
context: Risa...\There was an extra girl last year, remember?\Since I'm so tall, I ended up in the boys line and had to dance with all the girls.\It wasn't fun at all.\We're done with the cleaning.\Darling...\Say, where's Otani-kun?\He went to take out the trash. response:	I'm fine. Don't mind me.
context: There was an extra girl last year, remember?\Since I'm so tall, I ended up in the boys line and had to dance with all the girls.\It wasn't fun at all.\We're done with the cleaning.\Darling...\Say, where's Otani-kun?\He went to take out the trash.\I'm fine. Don't mind me. response:	I just want to be alone with my thoughts.
context: Since I'm so tall, I ended up in the boys line and had to dance with all the girls.\It wasn't fun at all.\We're done with the cleaning.\Darling...\Say, where's Otani-kun?\He went to take out the trash.\I'm fine. Don't mind me.\I just want to be alone with my thoughts. response:	Such a huge girl falling for such a short guy, of all people...
context: It wasn't fun at all.\We're done with the cleaning.\Darling...\Say, where's Otani-kun?\He went to take out the trash.\I'm fine. Don't mind me.\I just want to be alone with my thoughts.\Such a huge girl falling for such a short guy, of all people... response:	Otani only think of me as his All Kyojin.
context: We're done with the cleaning.\Darling...\Say, where's Otani-kun?\He went to take out the trash.\I'm fine. Don't mind me.\I just want to be alone with my thoughts.\Such a huge girl falling for such a short guy, of all people...\Otani only think of me as his All Kyojin. response:	Cheer up.
context: Darling...\Say, where's Otani-kun?\He went to take out the trash.\I'm fine. Don't mind me.\I just want to be alone with my thoughts.\Such a huge girl falling for such a short guy, of all people...\Otani only think of me as his All Kyojin.\Cheer up. response:	It may be laughable...
context: Say, where's Otani-kun?\He went to take out the trash.\I'm fine. Don't mind me.\I just want to be alone with my thoughts.\Such a huge girl falling for such a short guy, of all people...\Otani only think of me as his All Kyojin.\Cheer up.\It may be laughable... response:	What?
context: He went to take out the trash.\I'm fine. Don't mind me.\I just want to be alone with my thoughts.\Such a huge girl falling for such a short guy, of all people...\Otani only think of me as his All Kyojin.\Cheer up.\It may be laughable...\What? response:	Oh, it's just you, Otani.
context: I'm fine. Don't mind me.\I just want to be alone with my thoughts.\Such a huge girl falling for such a short guy, of all people...\Otani only think of me as his All Kyojin.\Cheer up.\It may be laughable...\What?\Oh, it's just you, Otani. response:	Don't scare me like that!
context: I just want to be alone with my thoughts.\Such a huge girl falling for such a short guy, of all people...\Otani only think of me as his All Kyojin.\Cheer up.\It may be laughable...\What?\Oh, it's just you, Otani.\Don't scare me like that! response:	What are you doing? And with all the lights off too...
context: Such a huge girl falling for such a short guy, of all people...\Otani only think of me as his All Kyojin.\Cheer up.\It may be laughable...\What?\Oh, it's just you, Otani.\Don't scare me like that!\What are you doing? And with all the lights off too... response:	Nothing.
context: Otani only think of me as his All Kyojin.\Cheer up.\It may be laughable...\What?\Oh, it's just you, Otani.\Don't scare me like that!\What are you doing? And with all the lights off too...\Nothing. response:	Hey, what's wrong? What happened?
context: Cheer up.\It may be laughable...\What?\Oh, it's just you, Otani.\Don't scare me like that!\What are you doing? And with all the lights off too...\Nothing.\Hey, what's wrong? What happened? response:	I confessed to the guy I like, but he brushed me off.
context: It may be laughable...\What?\Oh, it's just you, Otani.\Don't scare me like that!\What are you doing? And with all the lights off too...\Nothing.\Hey, what's wrong? What happened?\I confessed to the guy I like, but he brushed me off. response:	Oh... that's no good... I mean... Uh...
context: What?\Oh, it's just you, Otani.\Don't scare me like that!\What are you doing? And with all the lights off too...\Nothing.\Hey, what's wrong? What happened?\I confessed to the guy I like, but he brushed me off.\Oh... that's no good... I mean... Uh... response:	Hey, why don't I go and try to tell him for you one more time?
context: Oh, it's just you, Otani.\Don't scare me like that!\What are you doing? And with all the lights off too...\Nothing.\Hey, what's wrong? What happened?\I confessed to the guy I like, but he brushed me off.\Oh... that's no good... I mean... Uh...\Hey, why don't I go and try to tell him for you one more time? response:	No need to go anywhere.
context: Don't scare me like that!\What are you doing? And with all the lights off too...\Nothing.\Hey, what's wrong? What happened?\I confessed to the guy I like, but he brushed me off.\Oh... that's no good... I mean... Uh...\Hey, why don't I go and try to tell him for you one more time?\No need to go anywhere. response:	He's right here.
context: What are you doing? And with all the lights off too...\Nothing.\Hey, what's wrong? What happened?\I confessed to the guy I like, but he brushed me off.\Oh... that's no good... I mean... Uh...\Hey, why don't I go and try to tell him for you one more time?\No need to go anywhere.\He's right here. response:	Geez...
context: Nothing.\Hey, what's wrong? What happened?\I confessed to the guy I like, but he brushed me off.\Oh... that's no good... I mean... Uh...\Hey, why don't I go and try to tell him for you one more time?\No need to go anywhere.\He's right here.\Geez... response:	I described the guy I like to you, didn't I?
context: Hey, what's wrong? What happened?\I confessed to the guy I like, but he brushed me off.\Oh... that's no good... I mean... Uh...\Hey, why don't I go and try to tell him for you one more time?\No need to go anywhere.\He's right here.\Geez...\I described the guy I like to you, didn't I? response:	Uh, yeah...
context: I confessed to the guy I like, but he brushed me off.\Oh... that's no good... I mean... Uh...\Hey, why don't I go and try to tell him for you one more time?\No need to go anywhere.\He's right here.\Geez...\I described the guy I like to you, didn't I?\Uh, yeah... response:	He's shorter than you, he's in the basketball club, he's an idiot...
context: Oh... that's no good... I mean... Uh...\Hey, why don't I go and try to tell him for you one more time?\No need to go anywhere.\He's right here.\Geez...\I described the guy I like to you, didn't I?\Uh, yeah...\He's shorter than you, he's in the basketball club, he's an idiot... response:	And... he's here...
context: Hey, why don't I go and try to tell him for you one more time?\No need to go anywhere.\He's right here.\Geez...\I described the guy I like to you, didn't I?\Uh, yeah...\He's shorter than you, he's in the basketball club, he's an idiot...\And... he's here... response:	Did you ever even think that the guy might be you?
context: No need to go anywhere.\He's right here.\Geez...\I described the guy I like to you, didn't I?\Uh, yeah...\He's shorter than you, he's in the basketball club, he's an idiot...\And... he's here...\Did you ever even think that the guy might be you? response:	Think that...
context: He's right here.\Geez...\I described the guy I like to you, didn't I?\Uh, yeah...\He's shorter than you, he's in the basketball club, he's an idiot...\And... he's here...\Did you ever even think that the guy might be you?\Think that... response:	Huh? What?
context: Geez...\I described the guy I like to you, didn't I?\Uh, yeah...\He's shorter than you, he's in the basketball club, he's an idiot...\And... he's here...\Did you ever even think that the guy might be you?\Think that...\Huh? What? response:	It's fine.
context: I described the guy I like to you, didn't I?\Uh, yeah...\He's shorter than you, he's in the basketball club, he's an idiot...\And... he's here...\Did you ever even think that the guy might be you?\Think that...\Huh? What?\It's fine. response:	I'm tired of looking at that stupid face of yours.
context: Uh, yeah...\He's shorter than you, he's in the basketball club, he's an idiot...\And... he's here...\Did you ever even think that the guy might be you?\Think that...\Huh? What?\It's fine.\I'm tired of looking at that stupid face of yours. response:	Don't make that face in front of me again, idiot!
context: He's shorter than you, he's in the basketball club, he's an idiot...\And... he's here...\Did you ever even think that the guy might be you?\Think that...\Huh? What?\It's fine.\I'm tired of looking at that stupid face of yours.\Don't make that face in front of me again, idiot! response:	What- What are you doing! That hurts!
context: And... he's here...\Did you ever even think that the guy might be you?\Think that...\Huh? What?\It's fine.\I'm tired of looking at that stupid face of yours.\Don't make that face in front of me again, idiot!\What- What are you doing! That hurts! response:	You're such an idiot! I don't care anymore!
context: Did you ever even think that the guy might be you?\Think that...\Huh? What?\It's fine.\I'm tired of looking at that stupid face of yours.\Don't make that face in front of me again, idiot!\What- What are you doing! That hurts!\You're such an idiot! I don't care anymore! response:	Try getting a clue, you idiot!
context: Think that...\Huh? What?\It's fine.\I'm tired of looking at that stupid face of yours.\Don't make that face in front of me again, idiot!\What- What are you doing! That hurts!\You're such an idiot! I don't care anymore!\Try getting a clue, you idiot! response:	Wait... Koizumi...
context: Huh? What?\It's fine.\I'm tired of looking at that stupid face of yours.\Don't make that face in front of me again, idiot!\What- What are you doing! That hurts!\You're such an idiot! I don't care anymore!\Try getting a clue, you idiot!\Wait... Koizumi... response:	Shorter than Koizumi...
context: It's fine.\I'm tired of looking at that stupid face of yours.\Don't make that face in front of me again, idiot!\What- What are you doing! That hurts!\You're such an idiot! I don't care anymore!\Try getting a clue, you idiot!\Wait... Koizumi...\Shorter than Koizumi... response:	In the basketball club...
context: I'm tired of looking at that stupid face of yours.\Don't make that face in front of me again, idiot!\What- What are you doing! That hurts!\You're such an idiot! I don't care anymore!\Try getting a clue, you idiot!\Wait... Koizumi...\Shorter than Koizumi...\In the basketball club... response:	An idiot like you shouldn't be calling me an idiot!
context: Don't make that face in front of me again, idiot!\What- What are you doing! That hurts!\You're such an idiot! I don't care anymore!\Try getting a clue, you idiot!\Wait... Koizumi...\Shorter than Koizumi...\In the basketball club...\An idiot like you shouldn't be calling me an idiot! response:	And an idiot...
context: What- What are you doing! That hurts!\You're such an idiot! I don't care anymore!\Try getting a clue, you idiot!\Wait... Koizumi...\Shorter than Koizumi...\In the basketball club...\An idiot like you shouldn't be calling me an idiot!\And an idiot... response:	I confessed to the guy I like, but he brushed me off.
context: You're such an idiot! I don't care anymore!\Try getting a clue, you idiot!\Wait... Koizumi...\Shorter than Koizumi...\In the basketball club...\An idiot like you shouldn't be calling me an idiot!\And an idiot...\I confessed to the guy I like, but he brushed me off. response:	I... like you, Otani.
context: Try getting a clue, you idiot!\Wait... Koizumi...\Shorter than Koizumi...\In the basketball club...\An idiot like you shouldn't be calling me an idiot!\And an idiot...\I confessed to the guy I like, but he brushed me off.\I... like you, Otani. response:	You're embarrassing me.
context: Wait... Koizumi...\Shorter than Koizumi...\In the basketball club...\An idiot like you shouldn't be calling me an idiot!\And an idiot...\I confessed to the guy I like, but he brushed me off.\I... like you, Otani.\You're embarrassing me. response:	She was brushed off...
context: Shorter than Koizumi...\In the basketball club...\An idiot like you shouldn't be calling me an idiot!\And an idiot...\I confessed to the guy I like, but he brushed me off.\I... like you, Otani.\You're embarrassing me.\She was brushed off... response:	The one Risa likes is you, Otani-kun.
context: In the basketball club...\An idiot like you shouldn't be calling me an idiot!\And an idiot...\I confessed to the guy I like, but he brushed me off.\I... like you, Otani.\You're embarrassing me.\She was brushed off...\The one Risa likes is you, Otani-kun. response:	Did you ever even think that the guy might be you?
context: An idiot like you shouldn't be calling me an idiot!\And an idiot...\I confessed to the guy I like, but he brushed me off.\I... like you, Otani.\You're embarrassing me.\She was brushed off...\The one Risa likes is you, Otani-kun.\Did you ever even think that the guy might be you? response:	ME?!
context: And an idiot...\I confessed to the guy I like, but he brushed me off.\I... like you, Otani.\You're embarrassing me.\She was brushed off...\The one Risa likes is you, Otani-kun.\Did you ever even think that the guy might be you?\ME?! response:	He... He must have realized by now...
context: I confessed to the guy I like, but he brushed me off.\I... like you, Otani.\You're embarrassing me.\She was brushed off...\The one Risa likes is you, Otani-kun.\Did you ever even think that the guy might be you?\ME?!\He... He must have realized by now... response:	What should I do?
context: I... like you, Otani.\You're embarrassing me.\She was brushed off...\The one Risa likes is you, Otani-kun.\Did you ever even think that the guy might be you?\ME?!\He... He must have realized by now...\What should I do? response:	Still... even if it's just once...
context: You're embarrassing me.\She was brushed off...\The one Risa likes is you, Otani-kun.\Did you ever even think that the guy might be you?\ME?!\He... He must have realized by now...\What should I do?\Still... even if it's just once... response:	I'm really the one Koizumi likes?
context: She was brushed off...\The one Risa likes is you, Otani-kun.\Did you ever even think that the guy might be you?\ME?!\He... He must have realized by now...\What should I do?\Still... even if it's just once...\I'm really the one Koizumi likes? response:	Don't bring that up again on the morning of the class trip!
context: The one Risa likes is you, Otani-kun.\Did you ever even think that the guy might be you?\ME?!\He... He must have realized by now...\What should I do?\Still... even if it's just once...\I'm really the one Koizumi likes?\Don't bring that up again on the morning of the class trip! response:	It's because you're like that that I didn't notice.
context: Did you ever even think that the guy might be you?\ME?!\He... He must have realized by now...\What should I do?\Still... even if it's just once...\I'm really the one Koizumi likes?\Don't bring that up again on the morning of the class trip!\It's because you're like that that I didn't notice. response:	Lovely Complex Love Com.
context: ME?!\He... He must have realized by now...\What should I do?\Still... even if it's just once...\I'm really the one Koizumi likes?\Don't bring that up again on the morning of the class trip!\It's because you're like that that I didn't notice.\Lovely Complex Love Com. response:	Bear Curry
context: He... He must have realized by now...\What should I do?\Still... even if it's just once...\I'm really the one Koizumi likes?\Don't bring that up again on the morning of the class trip!\It's because you're like that that I didn't notice.\Lovely Complex Love Com.\Bear Curry response:	Next: Comeback Impossible! Major Heartbreak!!
context: What should I do?\Still... even if it's just once...\I'm really the one Koizumi likes?\Don't bring that up again on the morning of the class trip!\It's because you're like that that I didn't notice.\Lovely Complex Love Com.\Bear Curry\Next: Comeback Impossible! Major Heartbreak!! response:	Be sure to watch!
context: Still... even if it's just once...\I'm really the one Koizumi likes?\Don't bring that up again on the morning of the class trip!\It's because you're like that that I didn't notice.\Lovely Complex Love Com.\Bear Curry\Next: Comeback Impossible! Major Heartbreak!!\Be sure to watch! response:	Comeback Impossible! Major Heartbreak!!
