context: Who's there? response:	There's nobody there...
context: I'd like to believe Tsukune instead of these photographs.\Can you still believe him?\You're just lying to yourself.\You should just be more frank.\This is reality.\Tsukune is a lecher who specifically moved the drum for support in order to peep into the girls changing room!\How do you know about that?\Well if you look at the photographs... response:	All right.
context: Can you still believe him?\You're just lying to yourself.\You should just be more frank.\This is reality.\Tsukune is a lecher who specifically moved the drum for support in order to peep into the girls changing room!\How do you know about that?\Well if you look at the photographs...\All right. response:	Please take a look at these photographs.
context: You're just lying to yourself.\You should just be more frank.\This is reality.\Tsukune is a lecher who specifically moved the drum for support in order to peep into the girls changing room!\How do you know about that?\Well if you look at the photographs...\All right.\Please take a look at these photographs. response:	What's wrong with them?
context: You should just be more frank.\This is reality.\Tsukune is a lecher who specifically moved the drum for support in order to peep into the girls changing room!\How do you know about that?\Well if you look at the photographs...\All right.\Please take a look at these photographs.\What's wrong with them? response:	Only the top-half of Tsukune was taken.
context: This is reality.\Tsukune is a lecher who specifically moved the drum for support in order to peep into the girls changing room!\How do you know about that?\Well if you look at the photographs...\All right.\Please take a look at these photographs.\What's wrong with them?\Only the top-half of Tsukune was taken. response:	We don't know what he used for support.
context: Tsukune is a lecher who specifically moved the drum for support in order to peep into the girls changing room!\How do you know about that?\Well if you look at the photographs...\All right.\Please take a look at these photographs.\What's wrong with them?\Only the top-half of Tsukune was taken.\We don't know what he used for support. response:	That's true!
context: How do you know about that?\Well if you look at the photographs...\All right.\Please take a look at these photographs.\What's wrong with them?\Only the top-half of Tsukune was taken.\We don't know what he used for support.\That's true! response:	T-That's...
context: Well if you look at the photographs...\All right.\Please take a look at these photographs.\What's wrong with them?\Only the top-half of Tsukune was taken.\We don't know what he used for support.\That's true!\T-That's... response:	Oh yeah, that's because I went to the scene after it happened.
context: All right.\Please take a look at these photographs.\What's wrong with them?\Only the top-half of Tsukune was taken.\We don't know what he used for support.\That's true!\T-That's...\Oh yeah, that's because I went to the scene after it happened. response:	Even though that was the first time I went there,
context: Please take a look at these photographs.\What's wrong with them?\Only the top-half of Tsukune was taken.\We don't know what he used for support.\That's true!\T-That's...\Oh yeah, that's because I went to the scene after it happened.\Even though that was the first time I went there, response:	I knew immediately that he used it for support.
context: What's wrong with them?\Only the top-half of Tsukune was taken.\We don't know what he used for support.\That's true!\T-That's...\Oh yeah, that's because I went to the scene after it happened.\Even though that was the first time I went there,\I knew immediately that he used it for support. response:	And you also knew that it was moved by Aono Tsukune?
context: Only the top-half of Tsukune was taken.\We don't know what he used for support.\That's true!\T-That's...\Oh yeah, that's because I went to the scene after it happened.\Even though that was the first time I went there,\I knew immediately that he used it for support.\And you also knew that it was moved by Aono Tsukune? response:	Yes, those things weren't there originally.
context: We don't know what he used for support.\That's true!\T-That's...\Oh yeah, that's because I went to the scene after it happened.\Even though that was the first time I went there,\I knew immediately that he used it for support.\And you also knew that it was moved by Aono Tsukune?\Yes, those things weren't there originally. response:	Didn't you say it was your first time at that scene?
context: That's true!\T-That's...\Oh yeah, that's because I went to the scene after it happened.\Even though that was the first time I went there,\I knew immediately that he used it for support.\And you also knew that it was moved by Aono Tsukune?\Yes, those things weren't there originally.\Didn't you say it was your first time at that scene? response:	Why are you so sure that they weren't there originally?
context: T-That's...\Oh yeah, that's because I went to the scene after it happened.\Even though that was the first time I went there,\I knew immediately that he used it for support.\And you also knew that it was moved by Aono Tsukune?\Yes, those things weren't there originally.\Didn't you say it was your first time at that scene?\Why are you so sure that they weren't there originally? response:	You knew about the peeping spot from before,
context: Oh yeah, that's because I went to the scene after it happened.\Even though that was the first time I went there,\I knew immediately that he used it for support.\And you also knew that it was moved by Aono Tsukune?\Yes, those things weren't there originally.\Didn't you say it was your first time at that scene?\Why are you so sure that they weren't there originally?\You knew about the peeping spot from before, response:	and also knew about the drums being used for support.
context: Even though that was the first time I went there,\I knew immediately that he used it for support.\And you also knew that it was moved by Aono Tsukune?\Yes, those things weren't there originally.\Didn't you say it was your first time at that scene?\Why are you so sure that they weren't there originally?\You knew about the peeping spot from before,\and also knew about the drums being used for support. response:	Isn't that right?
context: I knew immediately that he used it for support.\And you also knew that it was moved by Aono Tsukune?\Yes, those things weren't there originally.\Didn't you say it was your first time at that scene?\Why are you so sure that they weren't there originally?\You knew about the peeping spot from before,\and also knew about the drums being used for support.\Isn't that right? response:	Furthermore, you were at the scene when this photograph was taken!
context: And you also knew that it was moved by Aono Tsukune?\Yes, those things weren't there originally.\Didn't you say it was your first time at that scene?\Why are you so sure that they weren't there originally?\You knew about the peeping spot from before,\and also knew about the drums being used for support.\Isn't that right?\Furthermore, you were at the scene when this photograph was taken! response:	Indeed, I went there before,
context: Yes, those things weren't there originally.\Didn't you say it was your first time at that scene?\Why are you so sure that they weren't there originally?\You knew about the peeping spot from before,\and also knew about the drums being used for support.\Isn't that right?\Furthermore, you were at the scene when this photograph was taken!\Indeed, I went there before, response:	and also knew that the drums were used as support,
context: Didn't you say it was your first time at that scene?\Why are you so sure that they weren't there originally?\You knew about the peeping spot from before,\and also knew about the drums being used for support.\Isn't that right?\Furthermore, you were at the scene when this photograph was taken!\Indeed, I went there before,\and also knew that the drums were used as support, response:	but that doesn't prove that I was at the crime scene.
context: Why are you so sure that they weren't there originally?\You knew about the peeping spot from before,\and also knew about the drums being used for support.\Isn't that right?\Furthermore, you were at the scene when this photograph was taken!\Indeed, I went there before,\and also knew that the drums were used as support,\but that doesn't prove that I was at the crime scene. response:	Sure we can, Ginei-san.
context: You knew about the peeping spot from before,\and also knew about the drums being used for support.\Isn't that right?\Furthermore, you were at the scene when this photograph was taken!\Indeed, I went there before,\and also knew that the drums were used as support,\but that doesn't prove that I was at the crime scene.\Sure we can, Ginei-san. response:	W-What?
context: and also knew about the drums being used for support.\Isn't that right?\Furthermore, you were at the scene when this photograph was taken!\Indeed, I went there before,\and also knew that the drums were used as support,\but that doesn't prove that I was at the crime scene.\Sure we can, Ginei-san.\W-What? response:	After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.
context: Isn't that right?\Furthermore, you were at the scene when this photograph was taken!\Indeed, I went there before,\and also knew that the drums were used as support,\but that doesn't prove that I was at the crime scene.\Sure we can, Ginei-san.\W-What?\After the incident, those drums were taken away by the female students who were concerned of such a thing happening again. response:	In other words, the drums were only there from the time the crime occurred until immediately after.
context: Furthermore, you were at the scene when this photograph was taken!\Indeed, I went there before,\and also knew that the drums were used as support,\but that doesn't prove that I was at the crime scene.\Sure we can, Ginei-san.\W-What?\After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.\In other words, the drums were only there from the time the crime occurred until immediately after. response:	Besides the people at the scene, it's impossible for others to have known.
context: Indeed, I went there before,\and also knew that the drums were used as support,\but that doesn't prove that I was at the crime scene.\Sure we can, Ginei-san.\W-What?\After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.\In other words, the drums were only there from the time the crime occurred until immediately after.\Besides the people at the scene, it's impossible for others to have known. response:	There's more, Gin-senpai.
context: and also knew that the drums were used as support,\but that doesn't prove that I was at the crime scene.\Sure we can, Ginei-san.\W-What?\After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.\In other words, the drums were only there from the time the crime occurred until immediately after.\Besides the people at the scene, it's impossible for others to have known.\There's more, Gin-senpai. response:	There are a few witnesses who testified that you moved the drums before the crime occurred.
context: but that doesn't prove that I was at the crime scene.\Sure we can, Ginei-san.\W-What?\After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.\In other words, the drums were only there from the time the crime occurred until immediately after.\Besides the people at the scene, it's impossible for others to have known.\There's more, Gin-senpai.\There are a few witnesses who testified that you moved the drums before the crime occurred. response:	Which means...
context: Sure we can, Ginei-san.\W-What?\After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.\In other words, the drums were only there from the time the crime occurred until immediately after.\Besides the people at the scene, it's impossible for others to have known.\There's more, Gin-senpai.\There are a few witnesses who testified that you moved the drums before the crime occurred.\Which means... response:	That's right.
context: W-What?\After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.\In other words, the drums were only there from the time the crime occurred until immediately after.\Besides the people at the scene, it's impossible for others to have known.\There's more, Gin-senpai.\There are a few witnesses who testified that you moved the drums before the crime occurred.\Which means...\That's right. response:	The criminal is...
context: After the incident, those drums were taken away by the female students who were concerned of such a thing happening again.\In other words, the drums were only there from the time the crime occurred until immediately after.\Besides the people at the scene, it's impossible for others to have known.\There's more, Gin-senpai.\There are a few witnesses who testified that you moved the drums before the crime occurred.\Which means...\That's right.\The criminal is... response:	You!
context: In other words, the drums were only there from the time the crime occurred until immediately after.\Besides the people at the scene, it's impossible for others to have known.\There's more, Gin-senpai.\There are a few witnesses who testified that you moved the drums before the crime occurred.\Which means...\That's right.\The criminal is...\You! response:	Enough of this nonsense!
context: Besides the people at the scene, it's impossible for others to have known.\There's more, Gin-senpai.\There are a few witnesses who testified that you moved the drums before the crime occurred.\Which means...\That's right.\The criminal is...\You!\Enough of this nonsense! response:	Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!
context: There's more, Gin-senpai.\There are a few witnesses who testified that you moved the drums before the crime occurred.\Which means...\That's right.\The criminal is...\You!\Enough of this nonsense!\Since it's come to this, I'll use my power and make you my woman, Akashiya Moka! response:	Werewolves are violent and wild monsters.
context: There are a few witnesses who testified that you moved the drums before the crime occurred.\Which means...\That's right.\The criminal is...\You!\Enough of this nonsense!\Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!\Werewolves are violent and wild monsters. response:	They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.
context: Which means...\That's right.\The criminal is...\You!\Enough of this nonsense!\Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!\Werewolves are violent and wild monsters.\They usually maintain a human form, but they'll turn into a wolf on the night of a full moon. response:	The stronger the moonlight, the stronger their powers are.
context: That's right.\The criminal is...\You!\Enough of this nonsense!\Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!\Werewolves are violent and wild monsters.\They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.\The stronger the moonlight, the stronger their powers are. response:	Moka-san!
context: The criminal is...\You!\Enough of this nonsense!\Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!\Werewolves are violent and wild monsters.\They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.\The stronger the moonlight, the stronger their powers are.\Moka-san! response:	Tsukune!
context: You!\Enough of this nonsense!\Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!\Werewolves are violent and wild monsters.\They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.\The stronger the moonlight, the stronger their powers are.\Moka-san!\Tsukune! response:	Werewolves are super monsters who can match up against vampires!
context: Enough of this nonsense!\Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!\Werewolves are violent and wild monsters.\They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.\The stronger the moonlight, the stronger their powers are.\Moka-san!\Tsukune!\Werewolves are super monsters who can match up against vampires! response:	There's no chance in a direct confrontation!
context: Since it's come to this, I'll use my power and make you my woman, Akashiya Moka!\Werewolves are violent and wild monsters.\They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.\The stronger the moonlight, the stronger their powers are.\Moka-san!\Tsukune!\Werewolves are super monsters who can match up against vampires!\There's no chance in a direct confrontation! response:	You fool! Don't get full of yourself!
context: Werewolves are violent and wild monsters.\They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.\The stronger the moonlight, the stronger their powers are.\Moka-san!\Tsukune!\Werewolves are super monsters who can match up against vampires!\There's no chance in a direct confrontation!\You fool! Don't get full of yourself! response:	Tsukune!
context: They usually maintain a human form, but they'll turn into a wolf on the night of a full moon.\The stronger the moonlight, the stronger their powers are.\Moka-san!\Tsukune!\Werewolves are super monsters who can match up against vampires!\There's no chance in a direct confrontation!\You fool! Don't get full of yourself!\Tsukune! response:	If you don't want to die, just give up Moka-san, Tsukune-kun!
context: The stronger the moonlight, the stronger their powers are.\Moka-san!\Tsukune!\Werewolves are super monsters who can match up against vampires!\There's no chance in a direct confrontation!\You fool! Don't get full of yourself!\Tsukune!\If you don't want to die, just give up Moka-san, Tsukune-kun! response:	Just disappear!
context: Moka-san!\Tsukune!\Werewolves are super monsters who can match up against vampires!\There's no chance in a direct confrontation!\You fool! Don't get full of yourself!\Tsukune!\If you don't want to die, just give up Moka-san, Tsukune-kun!\Just disappear! response:	Once the rosary on her chest is removed,
context: Tsukune!\Werewolves are super monsters who can match up against vampires!\There's no chance in a direct confrontation!\You fool! Don't get full of yourself!\Tsukune!\If you don't want to die, just give up Moka-san, Tsukune-kun!\Just disappear!\Once the rosary on her chest is removed, response:	The vampire blood within Moka will awaken.
context: Werewolves are super monsters who can match up against vampires!\There's no chance in a direct confrontation!\You fool! Don't get full of yourself!\Tsukune!\If you don't want to die, just give up Moka-san, Tsukune-kun!\Just disappear!\Once the rosary on her chest is removed,\The vampire blood within Moka will awaken. response:	No way...
context: There's no chance in a direct confrontation!\You fool! Don't get full of yourself!\Tsukune!\If you don't want to die, just give up Moka-san, Tsukune-kun!\Just disappear!\Once the rosary on her chest is removed,\The vampire blood within Moka will awaken.\No way... response:	No way!
context: You fool! Don't get full of yourself!\Tsukune!\If you don't want to die, just give up Moka-san, Tsukune-kun!\Just disappear!\Once the rosary on her chest is removed,\The vampire blood within Moka will awaken.\No way...\No way! response:	Red pupils...
context: Tsukune!\If you don't want to die, just give up Moka-san, Tsukune-kun!\Just disappear!\Once the rosary on her chest is removed,\The vampire blood within Moka will awaken.\No way...\No way!\Red pupils... response:	A vampire?!
context: If you don't want to die, just give up Moka-san, Tsukune-kun!\Just disappear!\Once the rosary on her chest is removed,\The vampire blood within Moka will awaken.\No way...\No way!\Red pupils...\A vampire?! response:	This is Moka-san's true form?
context: Just disappear!\Once the rosary on her chest is removed,\The vampire blood within Moka will awaken.\No way...\No way!\Red pupils...\A vampire?!\This is Moka-san's true form? response:	Beautiful... This is the best!
context: Once the rosary on her chest is removed,\The vampire blood within Moka will awaken.\No way...\No way!\Red pupils...\A vampire?!\This is Moka-san's true form?\Beautiful... This is the best! response:	A vampire is fine too!
context: The vampire blood within Moka will awaken.\No way...\No way!\Red pupils...\A vampire?!\This is Moka-san's true form?\Beautiful... This is the best!\A vampire is fine too! response:	Even if I have to defeat you, I'll still make you my woman!
context: No way...\No way!\Red pupils...\A vampire?!\This is Moka-san's true form?\Beautiful... This is the best!\A vampire is fine too!\Even if I have to defeat you, I'll still make you my woman! response:	Don't be ridiculous, you bastard.
context: No way!\Red pupils...\A vampire?!\This is Moka-san's true form?\Beautiful... This is the best!\A vampire is fine too!\Even if I have to defeat you, I'll still make you my woman!\Don't be ridiculous, you bastard. response:	Where are you looking at? I'm over here!
context: Red pupils...\A vampire?!\This is Moka-san's true form?\Beautiful... This is the best!\A vampire is fine too!\Even if I have to defeat you, I'll still make you my woman!\Don't be ridiculous, you bastard.\Where are you looking at? I'm over here! response:	He's fast!
context: A vampire?!\This is Moka-san's true form?\Beautiful... This is the best!\A vampire is fine too!\Even if I have to defeat you, I'll still make you my woman!\Don't be ridiculous, you bastard.\Where are you looking at? I'm over here!\He's fast! response:	He's extremely agile!
context: This is Moka-san's true form?\Beautiful... This is the best!\A vampire is fine too!\Even if I have to defeat you, I'll still make you my woman!\Don't be ridiculous, you bastard.\Where are you looking at? I'm over here!\He's fast!\He's extremely agile! response:	If vampires rely on power,
context: Beautiful... This is the best!\A vampire is fine too!\Even if I have to defeat you, I'll still make you my woman!\Don't be ridiculous, you bastard.\Where are you looking at? I'm over here!\He's fast!\He's extremely agile!\If vampires rely on power, response:	werewolves are monsters who rely on speed!
context: A vampire is fine too!\Even if I have to defeat you, I'll still make you my woman!\Don't be ridiculous, you bastard.\Where are you looking at? I'm over here!\He's fast!\He's extremely agile!\If vampires rely on power,\werewolves are monsters who rely on speed! response:	And the stronger the moonlight, the faster the speed.
context: Even if I have to defeat you, I'll still make you my woman!\Don't be ridiculous, you bastard.\Where are you looking at? I'm over here!\He's fast!\He's extremely agile!\If vampires rely on power,\werewolves are monsters who rely on speed!\And the stronger the moonlight, the faster the speed. response:	The moonlight of the full moon tonight is at its brightest!
context: Don't be ridiculous, you bastard.\Where are you looking at? I'm over here!\He's fast!\He's extremely agile!\If vampires rely on power,\werewolves are monsters who rely on speed!\And the stronger the moonlight, the faster the speed.\The moonlight of the full moon tonight is at its brightest! response:	Werewolves are undefeatable on the night of a full moon!
context: Where are you looking at? I'm over here!\He's fast!\He's extremely agile!\If vampires rely on power,\werewolves are monsters who rely on speed!\And the stronger the moonlight, the faster the speed.\The moonlight of the full moon tonight is at its brightest!\Werewolves are undefeatable on the night of a full moon! response:	Take this!
context: He's fast!\He's extremely agile!\If vampires rely on power,\werewolves are monsters who rely on speed!\And the stronger the moonlight, the faster the speed.\The moonlight of the full moon tonight is at its brightest!\Werewolves are undefeatable on the night of a full moon!\Take this! response:	This is a werewolf, huh?
context: He's extremely agile!\If vampires rely on power,\werewolves are monsters who rely on speed!\And the stronger the moonlight, the faster the speed.\The moonlight of the full moon tonight is at its brightest!\Werewolves are undefeatable on the night of a full moon!\Take this!\This is a werewolf, huh? response:	Give it up!
context: If vampires rely on power,\werewolves are monsters who rely on speed!\And the stronger the moonlight, the faster the speed.\The moonlight of the full moon tonight is at its brightest!\Werewolves are undefeatable on the night of a full moon!\Take this!\This is a werewolf, huh?\Give it up! response:	As long as a full moon is there, I'll definitely win!
context: werewolves are monsters who rely on speed!\And the stronger the moonlight, the faster the speed.\The moonlight of the full moon tonight is at its brightest!\Werewolves are undefeatable on the night of a full moon!\Take this!\This is a werewolf, huh?\Give it up!\As long as a full moon is there, I'll definitely win! response:	Moka-san!
context: And the stronger the moonlight, the faster the speed.\The moonlight of the full moon tonight is at its brightest!\Werewolves are undefeatable on the night of a full moon!\Take this!\This is a werewolf, huh?\Give it up!\As long as a full moon is there, I'll definitely win!\Moka-san! response:	W-What?!
context: The moonlight of the full moon tonight is at its brightest!\Werewolves are undefeatable on the night of a full moon!\Take this!\This is a werewolf, huh?\Give it up!\As long as a full moon is there, I'll definitely win!\Moka-san!\W-What?! response:	I was stopped!
context: Werewolves are undefeatable on the night of a full moon!\Take this!\This is a werewolf, huh?\Give it up!\As long as a full moon is there, I'll definitely win!\Moka-san!\W-What?!\I was stopped! response:	B-But how?!
context: Take this!\This is a werewolf, huh?\Give it up!\As long as a full moon is there, I'll definitely win!\Moka-san!\W-What?!\I was stopped!\B-But how?! response:	C-Could it be...?
context: This is a werewolf, huh?\Give it up!\As long as a full moon is there, I'll definitely win!\Moka-san!\W-What?!\I was stopped!\B-But how?!\C-Could it be...? response:	Oh crap! The moon got covered by the clouds!
context: Give it up!\As long as a full moon is there, I'll definitely win!\Moka-san!\W-What?!\I was stopped!\B-But how?!\C-Could it be...?\Oh crap! The moon got covered by the clouds! response:	I can't use my power if the moon doesn't come out!
context: As long as a full moon is there, I'll definitely win!\Moka-san!\W-What?!\I was stopped!\B-But how?!\C-Could it be...?\Oh crap! The moon got covered by the clouds!\I can't use my power if the moon doesn't come out! response:	Hold on... Don't get cocky.
context: Moka-san!\W-What?!\I was stopped!\B-But how?!\C-Could it be...?\Oh crap! The moon got covered by the clouds!\I can't use my power if the moon doesn't come out!\Hold on... Don't get cocky. response:	Even if the moon is covered, don't underestimate us werewolves!
context: W-What?!\I was stopped!\B-But how?!\C-Could it be...?\Oh crap! The moon got covered by the clouds!\I can't use my power if the moon doesn't come out!\Hold on... Don't get cocky.\Even if the moon is covered, don't underestimate us werewolves! response:	I'll show you the power of a super monster!
context: I was stopped!\B-But how?!\C-Could it be...?\Oh crap! The moon got covered by the clouds!\I can't use my power if the moon doesn't come out!\Hold on... Don't get cocky.\Even if the moon is covered, don't underestimate us werewolves!\I'll show you the power of a super monster! response:	Be my woman obediently, Moka!
context: B-But how?!\C-Could it be...?\Oh crap! The moon got covered by the clouds!\I can't use my power if the moon doesn't come out!\Hold on... Don't get cocky.\Even if the moon is covered, don't underestimate us werewolves!\I'll show you the power of a super monster!\Be my woman obediently, Moka! response:	You untamed dog.
context: C-Could it be...?\Oh crap! The moon got covered by the clouds!\I can't use my power if the moon doesn't come out!\Hold on... Don't get cocky.\Even if the moon is covered, don't underestimate us werewolves!\I'll show you the power of a super monster!\Be my woman obediently, Moka!\You untamed dog. response:	You aren't fit to be my opponent.
context: Oh crap! The moon got covered by the clouds!\I can't use my power if the moon doesn't come out!\Hold on... Don't get cocky.\Even if the moon is covered, don't underestimate us werewolves!\I'll show you the power of a super monster!\Be my woman obediently, Moka!\You untamed dog.\You aren't fit to be my opponent. response:	Know your place!
context: I can't use my power if the moon doesn't come out!\Hold on... Don't get cocky.\Even if the moon is covered, don't underestimate us werewolves!\I'll show you the power of a super monster!\Be my woman obediently, Moka!\You untamed dog.\You aren't fit to be my opponent.\Know your place! response:	I know my place now!
context: Hold on... Don't get cocky.\Even if the moon is covered, don't underestimate us werewolves!\I'll show you the power of a super monster!\Be my woman obediently, Moka!\You untamed dog.\You aren't fit to be my opponent.\Know your place!\I know my place now! response:	Somehow, this week's winner took 112 seconds to decide!
context: Even if the moon is covered, don't underestimate us werewolves!\I'll show you the power of a super monster!\Be my woman obediently, Moka!\You untamed dog.\You aren't fit to be my opponent.\Know your place!\I know my place now!\Somehow, this week's winner took 112 seconds to decide! response:	Extra!
context: I'll show you the power of a super monster!\Be my woman obediently, Moka!\You untamed dog.\You aren't fit to be my opponent.\Know your place!\I know my place now!\Somehow, this week's winner took 112 seconds to decide!\Extra! response:	Extra!
context: Be my woman obediently, Moka!\You untamed dog.\You aren't fit to be my opponent.\Know your place!\I know my place now!\Somehow, this week's winner took 112 seconds to decide!\Extra!\Extra! response:	Also, I never thought this would be our first piece of work, Moka-san-
context: You untamed dog.\You aren't fit to be my opponent.\Know your place!\I know my place now!\Somehow, this week's winner took 112 seconds to decide!\Extra!\Extra!\Also, I never thought this would be our first piece of work, Moka-san- response:	You can't look up right now!
context: You aren't fit to be my opponent.\Know your place!\I know my place now!\Somehow, this week's winner took 112 seconds to decide!\Extra!\Extra!\Also, I never thought this would be our first piece of work, Moka-san-\You can't look up right now! response:	Hold up!
context: Know your place!\I know my place now!\Somehow, this week's winner took 112 seconds to decide!\Extra!\Extra!\Also, I never thought this would be our first piece of work, Moka-san-\You can't look up right now!\Hold up! response:	Take that!
context: I know my place now!\Somehow, this week's winner took 112 seconds to decide!\Extra!\Extra!\Also, I never thought this would be our first piece of work, Moka-san-\You can't look up right now!\Hold up!\Take that! response:	I'm sorry Tsukune!
context: Somehow, this week's winner took 112 seconds to decide!\Extra!\Extra!\Also, I never thought this would be our first piece of work, Moka-san-\You can't look up right now!\Hold up!\Take that!\I'm sorry Tsukune! response:	Are you all right?
context: Extra!\Extra!\Also, I never thought this would be our first piece of work, Moka-san-\You can't look up right now!\Hold up!\Take that!\I'm sorry Tsukune!\Are you all right? response:	It smells so good...
context: Extra!\Also, I never thought this would be our first piece of work, Moka-san-\You can't look up right now!\Hold up!\Take that!\I'm sorry Tsukune!\Are you all right?\It smells so good... response:	You can't do that, Moka!
context: Also, I never thought this would be our first piece of work, Moka-san-\You can't look up right now!\Hold up!\Take that!\I'm sorry Tsukune!\Are you all right?\It smells so good...\You can't do that, Moka! response:	That's right, Moka-san!
context: You can't look up right now!\Hold up!\Take that!\I'm sorry Tsukune!\Are you all right?\It smells so good...\You can't do that, Moka!\That's right, Moka-san! response:	I can't... resist anymore!
context: Hold up!\Take that!\I'm sorry Tsukune!\Are you all right?\It smells so good...\You can't do that, Moka!\That's right, Moka-san!\I can't... resist anymore! response:	Kappuchu!
context: Take that!\I'm sorry Tsukune!\Are you all right?\It smells so good...\You can't do that, Moka!\That's right, Moka-san!\I can't... resist anymore!\Kappuchu! response:	This is bad, Moka-san!
context: I'm sorry Tsukune!\Are you all right?\It smells so good...\You can't do that, Moka!\That's right, Moka-san!\I can't... resist anymore!\Kappuchu!\This is bad, Moka-san! response:	It seems like someone's observing me the whole day!
context: Are you all right?\It smells so good...\You can't do that, Moka!\That's right, Moka-san!\I can't... resist anymore!\Kappuchu!\This is bad, Moka-san!\It seems like someone's observing me the whole day! response:	Could it be a stalker?
context: It smells so good...\You can't do that, Moka!\That's right, Moka-san!\I can't... resist anymore!\Kappuchu!\This is bad, Moka-san!\It seems like someone's observing me the whole day!\Could it be a stalker? response:	Stare...
context: You can't do that, Moka!\That's right, Moka-san!\I can't... resist anymore!\Kappuchu!\This is bad, Moka-san!\It seems like someone's observing me the whole day!\Could it be a stalker?\Stare... response:	Stare!
context: That's right, Moka-san!\I can't... resist anymore!\Kappuchu!\This is bad, Moka-san!\It seems like someone's observing me the whole day!\Could it be a stalker?\Stare...\Stare! response:	Kurumu-chan and Yukari-chan too?
context: I can't... resist anymore!\Kappuchu!\This is bad, Moka-san!\It seems like someone's observing me the whole day!\Could it be a stalker?\Stare...\Stare!\Kurumu-chan and Yukari-chan too? response:	Next, a Snow Lady and a Vampire,
context: Kappuchu!\This is bad, Moka-san!\It seems like someone's observing me the whole day!\Could it be a stalker?\Stare...\Stare!\Kurumu-chan and Yukari-chan too?\Next, a Snow Lady and a Vampire, response:	and a kappuchu for you!
