context: This feels great... response:	There's nothing like relaxing in your own home...
context: If the exam is a race, then flying would make it a breeze!\What's wrong with that?\I don't mind, myself.\Because if it comes down to fighting, you'll be in trouble.\Gray, that's just mean.\I'm gonna make Natsu an S Class wizard, for sure!\I'm not holding back, even on my friends.\And so... response:	Time to train!
context: What's wrong with that?\I don't mind, myself.\Because if it comes down to fighting, you'll be in trouble.\Gray, that's just mean.\I'm gonna make Natsu an S Class wizard, for sure!\I'm not holding back, even on my friends.\And so...\Time to train! response:	Aye, sir!
context: I don't mind, myself.\Because if it comes down to fighting, you'll be in trouble.\Gray, that's just mean.\I'm gonna make Natsu an S Class wizard, for sure!\I'm not holding back, even on my friends.\And so...\Time to train!\Aye, sir! response:	So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?
context: Because if it comes down to fighting, you'll be in trouble.\Gray, that's just mean.\I'm gonna make Natsu an S Class wizard, for sure!\I'm not holding back, even on my friends.\And so...\Time to train!\Aye, sir!\So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh? response:	Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.
context: Gray, that's just mean.\I'm gonna make Natsu an S Class wizard, for sure!\I'm not holding back, even on my friends.\And so...\Time to train!\Aye, sir!\So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?\Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard. response:	He feels twice as strong about this exam as most people.
context: I'm gonna make Natsu an S Class wizard, for sure!\I'm not holding back, even on my friends.\And so...\Time to train!\Aye, sir!\So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?\Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.\He feels twice as strong about this exam as most people. response:	I see.
context: I'm not holding back, even on my friends.\And so...\Time to train!\Aye, sir!\So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?\Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.\He feels twice as strong about this exam as most people.\I see. response:	Good luck, Natsu!
context: And so...\Time to train!\Aye, sir!\So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?\Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.\He feels twice as strong about this exam as most people.\I see.\Good luck, Natsu! response:	Um... Juvia would like to withdraw from this exam...
context: Time to train!\Aye, sir!\So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?\Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.\He feels twice as strong about this exam as most people.\I see.\Good luck, Natsu!\Um... Juvia would like to withdraw from this exam... response:	Why?
context: Aye, sir!\So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?\Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.\He feels twice as strong about this exam as most people.\I see.\Good luck, Natsu!\Um... Juvia would like to withdraw from this exam...\Why? response:	Because...
context: So in the two years I've been gone, Natsu's good enough to take the S Class exam, huh?\Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.\He feels twice as strong about this exam as most people.\I see.\Good luck, Natsu!\Um... Juvia would like to withdraw from this exam...\Why?\Because... response:	What was that?
context: Natsu thinks that he'll be able to meet Igneel if he becomes a great wizard.\He feels twice as strong about this exam as most people.\I see.\Good luck, Natsu!\Um... Juvia would like to withdraw from this exam...\Why?\Because...\What was that? response:	Because, Juvia...
context: He feels twice as strong about this exam as most people.\I see.\Good luck, Natsu!\Um... Juvia would like to withdraw from this exam...\Why?\Because...\What was that?\Because, Juvia... response:	She says she wants to be your partner.
context: I see.\Good luck, Natsu!\Um... Juvia would like to withdraw from this exam...\Why?\Because...\What was that?\Because, Juvia...\She says she wants to be your partner. response:	See?! You're totally gunning for him, Lucy!
context: Good luck, Natsu!\Um... Juvia would like to withdraw from this exam...\Why?\Because...\What was that?\Because, Juvia...\She says she wants to be your partner.\See?! You're totally gunning for him, Lucy! response:	No, I'm not!
context: Um... Juvia would like to withdraw from this exam...\Why?\Because...\What was that?\Because, Juvia...\She says she wants to be your partner.\See?! You're totally gunning for him, Lucy!\No, I'm not! response:	Gray-sama... Are you planning on partnering with Lucy?!
context: Why?\Because...\What was that?\Because, Juvia...\She says she wants to be your partner.\See?! You're totally gunning for him, Lucy!\No, I'm not!\Gray-sama... Are you planning on partnering with Lucy?! response:	Sorry, but I've already decided on my partner.
context: Because...\What was that?\Because, Juvia...\She says she wants to be your partner.\See?! You're totally gunning for him, Lucy!\No, I'm not!\Gray-sama... Are you planning on partnering with Lucy?!\Sorry, but I've already decided on my partner. response:	Long time no see, everyone.
context: What was that?\Because, Juvia...\She says she wants to be your partner.\See?! You're totally gunning for him, Lucy!\No, I'm not!\Gray-sama... Are you planning on partnering with Lucy?!\Sorry, but I've already decided on my partner.\Long time no see, everyone. response:	Hold on!
context: Because, Juvia...\She says she wants to be your partner.\See?! You're totally gunning for him, Lucy!\No, I'm not!\Gray-sama... Are you planning on partnering with Lucy?!\Sorry, but I've already decided on my partner.\Long time no see, everyone.\Hold on! response:	Loke?
context: She says she wants to be your partner.\See?! You're totally gunning for him, Lucy!\No, I'm not!\Gray-sama... Are you planning on partnering with Lucy?!\Sorry, but I've already decided on my partner.\Long time no see, everyone.\Hold on!\Loke? response:	We promised a year ago.
context: See?! You're totally gunning for him, Lucy!\No, I'm not!\Gray-sama... Are you planning on partnering with Lucy?!\Sorry, but I've already decided on my partner.\Long time no see, everyone.\Hold on!\Loke?\We promised a year ago. response:	Lucy... Sorry, but I'll be lifting our contract during the period of the exam.
context: No, I'm not!\Gray-sama... Are you planning on partnering with Lucy?!\Sorry, but I've already decided on my partner.\Long time no see, everyone.\Hold on!\Loke?\We promised a year ago.\Lucy... Sorry, but I'll be lifting our contract during the period of the exam. response:	There's no need to worry.
context: Gray-sama... Are you planning on partnering with Lucy?!\Sorry, but I've already decided on my partner.\Long time no see, everyone.\Hold on!\Loke?\We promised a year ago.\Lucy... Sorry, but I'll be lifting our contract during the period of the exam.\There's no need to worry. response:	I traveled through the gate with my own magic power.
context: Sorry, but I've already decided on my partner.\Long time no see, everyone.\Hold on!\Loke?\We promised a year ago.\Lucy... Sorry, but I'll be lifting our contract during the period of the exam.\There's no need to worry.\I traveled through the gate with my own magic power. response:	So I won't use up your magic power.
context: Long time no see, everyone.\Hold on!\Loke?\We promised a year ago.\Lucy... Sorry, but I'll be lifting our contract during the period of the exam.\There's no need to worry.\I traveled through the gate with my own magic power.\So I won't use up your magic power. response:	What...
context: Hold on!\Loke?\We promised a year ago.\Lucy... Sorry, but I'll be lifting our contract during the period of the exam.\There's no need to worry.\I traveled through the gate with my own magic power.\So I won't use up your magic power.\What... response:	What a free Spirit, indeed!
context: Loke?\We promised a year ago.\Lucy... Sorry, but I'll be lifting our contract during the period of the exam.\There's no need to worry.\I traveled through the gate with my own magic power.\So I won't use up your magic power.\What...\What a free Spirit, indeed! response:	It's trainin' time, hooboy!
context: We promised a year ago.\Lucy... Sorry, but I'll be lifting our contract during the period of the exam.\There's no need to worry.\I traveled through the gate with my own magic power.\So I won't use up your magic power.\What...\What a free Spirit, indeed!\It's trainin' time, hooboy! response:	Hooboy!
context: Lucy... Sorry, but I'll be lifting our contract during the period of the exam.\There's no need to worry.\I traveled through the gate with my own magic power.\So I won't use up your magic power.\What...\What a free Spirit, indeed!\It's trainin' time, hooboy!\Hooboy! response:	Um, but...
context: There's no need to worry.\I traveled through the gate with my own magic power.\So I won't use up your magic power.\What...\What a free Spirit, indeed!\It's trainin' time, hooboy!\Hooboy!\Um, but... response:	What should we do?
context: I traveled through the gate with my own magic power.\So I won't use up your magic power.\What...\What a free Spirit, indeed!\It's trainin' time, hooboy!\Hooboy!\Um, but...\What should we do? response:	Snow's falling, so it's gotta be that!
context: So I won't use up your magic power.\What...\What a free Spirit, indeed!\It's trainin' time, hooboy!\Hooboy!\Um, but...\What should we do?\Snow's falling, so it's gotta be that! response:	Yeah, that!
context: What...\What a free Spirit, indeed!\It's trainin' time, hooboy!\Hooboy!\Um, but...\What should we do?\Snow's falling, so it's gotta be that!\Yeah, that! response:	Stop giant boulders with your body, and build up that defensive strength!
context: What a free Spirit, indeed!\It's trainin' time, hooboy!\Hooboy!\Um, but...\What should we do?\Snow's falling, so it's gotta be that!\Yeah, that!\Stop giant boulders with your body, and build up that defensive strength! response:	Hold on a sec!
context: It's trainin' time, hooboy!\Hooboy!\Um, but...\What should we do?\Snow's falling, so it's gotta be that!\Yeah, that!\Stop giant boulders with your body, and build up that defensive strength!\Hold on a sec! response:	But are you technically a member of the guild, Loke?
context: Hooboy!\Um, but...\What should we do?\Snow's falling, so it's gotta be that!\Yeah, that!\Stop giant boulders with your body, and build up that defensive strength!\Hold on a sec!\But are you technically a member of the guild, Loke? response:	I am still a Fairy Tail wizard.
context: Um, but...\What should we do?\Snow's falling, so it's gotta be that!\Yeah, that!\Stop giant boulders with your body, and build up that defensive strength!\Hold on a sec!\But are you technically a member of the guild, Loke?\I am still a Fairy Tail wizard. response:	With pride in my guild, I will make Gray an S Class wizard.
context: What should we do?\Snow's falling, so it's gotta be that!\Yeah, that!\Stop giant boulders with your body, and build up that defensive strength!\Hold on a sec!\But are you technically a member of the guild, Loke?\I am still a Fairy Tail wizard.\With pride in my guild, I will make Gray an S Class wizard. response:	I'm countin' on ya!
context: Snow's falling, so it's gotta be that!\Yeah, that!\Stop giant boulders with your body, and build up that defensive strength!\Hold on a sec!\But are you technically a member of the guild, Loke?\I am still a Fairy Tail wizard.\With pride in my guild, I will make Gray an S Class wizard.\I'm countin' on ya! response:	Leave it to me.
context: Yeah, that!\Stop giant boulders with your body, and build up that defensive strength!\Hold on a sec!\But are you technically a member of the guild, Loke?\I am still a Fairy Tail wizard.\With pride in my guild, I will make Gray an S Class wizard.\I'm countin' on ya!\Leave it to me. response:	Were those two always so close?
context: Stop giant boulders with your body, and build up that defensive strength!\Hold on a sec!\But are you technically a member of the guild, Loke?\I am still a Fairy Tail wizard.\With pride in my guild, I will make Gray an S Class wizard.\I'm countin' on ya!\Leave it to me.\Were those two always so close? response:	And there you go. You'd better give me your best shot.
context: Hold on a sec!\But are you technically a member of the guild, Loke?\I am still a Fairy Tail wizard.\With pride in my guild, I will make Gray an S Class wizard.\I'm countin' on ya!\Leave it to me.\Were those two always so close?\And there you go. You'd better give me your best shot. response:	Let's have a passionate battle, just like old times!
context: But are you technically a member of the guild, Loke?\I am still a Fairy Tail wizard.\With pride in my guild, I will make Gray an S Class wizard.\I'm countin' on ya!\Leave it to me.\Were those two always so close?\And there you go. You'd better give me your best shot.\Let's have a passionate battle, just like old times! response:	Passionate...
context: I am still a Fairy Tail wizard.\With pride in my guild, I will make Gray an S Class wizard.\I'm countin' on ya!\Leave it to me.\Were those two always so close?\And there you go. You'd better give me your best shot.\Let's have a passionate battle, just like old times!\Passionate... response:	A passionate battle...
context: With pride in my guild, I will make Gray an S Class wizard.\I'm countin' on ya!\Leave it to me.\Were those two always so close?\And there you go. You'd better give me your best shot.\Let's have a passionate battle, just like old times!\Passionate...\A passionate battle... response:	Um, Ma'am...
context: I'm countin' on ya!\Leave it to me.\Were those two always so close?\And there you go. You'd better give me your best shot.\Let's have a passionate battle, just like old times!\Passionate...\A passionate battle...\Um, Ma'am... response:	I'll partner with Juvia.
context: Leave it to me.\Were those two always so close?\And there you go. You'd better give me your best shot.\Let's have a passionate battle, just like old times!\Passionate...\A passionate battle...\Um, Ma'am...\I'll partner with Juvia. response:	You're serious, Lisanna?!
context: Were those two always so close?\And there you go. You'd better give me your best shot.\Let's have a passionate battle, just like old times!\Passionate...\A passionate battle...\Um, Ma'am...\I'll partner with Juvia.\You're serious, Lisanna?! response:	I got along great with Edolas's Juvia.
context: And there you go. You'd better give me your best shot.\Let's have a passionate battle, just like old times!\Passionate...\A passionate battle...\Um, Ma'am...\I'll partner with Juvia.\You're serious, Lisanna?!\I got along great with Edolas's Juvia. response:	And the Juvia over here is kind of cute!
context: Let's have a passionate battle, just like old times!\Passionate...\A passionate battle...\Um, Ma'am...\I'll partner with Juvia.\You're serious, Lisanna?!\I got along great with Edolas's Juvia.\And the Juvia over here is kind of cute! response:	Lisanna-san...
context: Passionate...\A passionate battle...\Um, Ma'am...\I'll partner with Juvia.\You're serious, Lisanna?!\I got along great with Edolas's Juvia.\And the Juvia over here is kind of cute!\Lisanna-san... response:	It's decided!
context: A passionate battle...\Um, Ma'am...\I'll partner with Juvia.\You're serious, Lisanna?!\I got along great with Edolas's Juvia.\And the Juvia over here is kind of cute!\Lisanna-san...\It's decided! response:	Don't tell me... She's also after Gray-sama...
context: Um, Ma'am...\I'll partner with Juvia.\You're serious, Lisanna?!\I got along great with Edolas's Juvia.\And the Juvia over here is kind of cute!\Lisanna-san...\It's decided!\Don't tell me... She's also after Gray-sama... response:	How obsessed can you get?!
context: I'll partner with Juvia.\You're serious, Lisanna?!\I got along great with Edolas's Juvia.\And the Juvia over here is kind of cute!\Lisanna-san...\It's decided!\Don't tell me... She's also after Gray-sama...\How obsessed can you get?! response:	Wait, Lisanna!
context: You're serious, Lisanna?!\I got along great with Edolas's Juvia.\And the Juvia over here is kind of cute!\Lisanna-san...\It's decided!\Don't tell me... She's also after Gray-sama...\How obsessed can you get?!\Wait, Lisanna! response:	Then what will I do for my partner?!
context: I got along great with Edolas's Juvia.\And the Juvia over here is kind of cute!\Lisanna-san...\It's decided!\Don't tell me... She's also after Gray-sama...\How obsessed can you get?!\Wait, Lisanna!\Then what will I do for my partner?! response:	Oh? But you've been getting a passionate stare down for a while now...
context: And the Juvia over here is kind of cute!\Lisanna-san...\It's decided!\Don't tell me... She's also after Gray-sama...\How obsessed can you get?!\Wait, Lisanna!\Then what will I do for my partner?!\Oh? But you've been getting a passionate stare down for a while now... response:	Looks like she's pissed that Fried chose Bickslow as his partner.
context: Lisanna-san...\It's decided!\Don't tell me... She's also after Gray-sama...\How obsessed can you get?!\Wait, Lisanna!\Then what will I do for my partner?!\Oh? But you've been getting a passionate stare down for a while now...\Looks like she's pissed that Fried chose Bickslow as his partner. response:	Evergreen?
context: It's decided!\Don't tell me... She's also after Gray-sama...\How obsessed can you get?!\Wait, Lisanna!\Then what will I do for my partner?!\Oh? But you've been getting a passionate stare down for a while now...\Looks like she's pissed that Fried chose Bickslow as his partner.\Evergreen? response:	Elf-niichan?
context: Don't tell me... She's also after Gray-sama...\How obsessed can you get?!\Wait, Lisanna!\Then what will I do for my partner?!\Oh? But you've been getting a passionate stare down for a while now...\Looks like she's pissed that Fried chose Bickslow as his partner.\Evergreen?\Elf-niichan? response:	Passionate stare? More like one that turns you to stone...
context: How obsessed can you get?!\Wait, Lisanna!\Then what will I do for my partner?!\Oh? But you've been getting a passionate stare down for a while now...\Looks like she's pissed that Fried chose Bickslow as his partner.\Evergreen?\Elf-niichan?\Passionate stare? More like one that turns you to stone... response:	And then...
context: Wait, Lisanna!\Then what will I do for my partner?!\Oh? But you've been getting a passionate stare down for a while now...\Looks like she's pissed that Fried chose Bickslow as his partner.\Evergreen?\Elf-niichan?\Passionate stare? More like one that turns you to stone...\And then... response:	Special Training Regimen 15: Increase your lower leg strength!
context: Then what will I do for my partner?!\Oh? But you've been getting a passionate stare down for a while now...\Looks like she's pissed that Fried chose Bickslow as his partner.\Evergreen?\Elf-niichan?\Passionate stare? More like one that turns you to stone...\And then...\Special Training Regimen 15: Increase your lower leg strength! response:	Natsu, are you okay?
context: Oh? But you've been getting a passionate stare down for a while now...\Looks like she's pissed that Fried chose Bickslow as his partner.\Evergreen?\Elf-niichan?\Passionate stare? More like one that turns you to stone...\And then...\Special Training Regimen 15: Increase your lower leg strength!\Natsu, are you okay? response:	I'm not done yet!
context: Looks like she's pissed that Fried chose Bickslow as his partner.\Evergreen?\Elf-niichan?\Passionate stare? More like one that turns you to stone...\And then...\Special Training Regimen 15: Increase your lower leg strength!\Natsu, are you okay?\I'm not done yet! response:	Special Training Regimen 16!
context: Evergreen?\Elf-niichan?\Passionate stare? More like one that turns you to stone...\And then...\Special Training Regimen 15: Increase your lower leg strength!\Natsu, are you okay?\I'm not done yet!\Special Training Regimen 16! response:	I'll be heading to Tenroujima first.
context: Elf-niichan?\Passionate stare? More like one that turns you to stone...\And then...\Special Training Regimen 15: Increase your lower leg strength!\Natsu, are you okay?\I'm not done yet!\Special Training Regimen 16!\I'll be heading to Tenroujima first. response:	I'll be waiting for you, Natsu.
context: Passionate stare? More like one that turns you to stone...\And then...\Special Training Regimen 15: Increase your lower leg strength!\Natsu, are you okay?\I'm not done yet!\Special Training Regimen 16!\I'll be heading to Tenroujima first.\I'll be waiting for you, Natsu. response:	I'll blow away Erza, and Mira, and Gildarts...
context: And then...\Special Training Regimen 15: Increase your lower leg strength!\Natsu, are you okay?\I'm not done yet!\Special Training Regimen 16!\I'll be heading to Tenroujima first.\I'll be waiting for you, Natsu.\I'll blow away Erza, and Mira, and Gildarts... response:	Aye, sir!
context: Special Training Regimen 15: Increase your lower leg strength!\Natsu, are you okay?\I'm not done yet!\Special Training Regimen 16!\I'll be heading to Tenroujima first.\I'll be waiting for you, Natsu.\I'll blow away Erza, and Mira, and Gildarts...\Aye, sir! response:	Levy was chosen!
context: Natsu, are you okay?\I'm not done yet!\Special Training Regimen 16!\I'll be heading to Tenroujima first.\I'll be waiting for you, Natsu.\I'll blow away Erza, and Mira, and Gildarts...\Aye, sir!\Levy was chosen! response:	Amazing! You might become an S class wizard.
context: I'm not done yet!\Special Training Regimen 16!\I'll be heading to Tenroujima first.\I'll be waiting for you, Natsu.\I'll blow away Erza, and Mira, and Gildarts...\Aye, sir!\Levy was chosen!\Amazing! You might become an S class wizard. response:	So, you'll be partnering with me, of course, right?
context: Special Training Regimen 16!\I'll be heading to Tenroujima first.\I'll be waiting for you, Natsu.\I'll blow away Erza, and Mira, and Gildarts...\Aye, sir!\Levy was chosen!\Amazing! You might become an S class wizard.\So, you'll be partnering with me, of course, right? response:	Don't be silly, she's partnering with me!
context: I'll be heading to Tenroujima first.\I'll be waiting for you, Natsu.\I'll blow away Erza, and Mira, and Gildarts...\Aye, sir!\Levy was chosen!\Amazing! You might become an S class wizard.\So, you'll be partnering with me, of course, right?\Don't be silly, she's partnering with me! response:	I'm the faster runner!
context: I'll be waiting for you, Natsu.\I'll blow away Erza, and Mira, and Gildarts...\Aye, sir!\Levy was chosen!\Amazing! You might become an S class wizard.\So, you'll be partnering with me, of course, right?\Don't be silly, she's partnering with me!\I'm the faster runner! response:	My magic is suited for battle!
context: I'll blow away Erza, and Mira, and Gildarts...\Aye, sir!\Levy was chosen!\Amazing! You might become an S class wizard.\So, you'll be partnering with me, of course, right?\Don't be silly, she's partnering with me!\I'm the faster runner!\My magic is suited for battle! response:	Anyway, you just want to be together with Levy!
context: Aye, sir!\Levy was chosen!\Amazing! You might become an S class wizard.\So, you'll be partnering with me, of course, right?\Don't be silly, she's partnering with me!\I'm the faster runner!\My magic is suited for battle!\Anyway, you just want to be together with Levy! response:	Same for you!
context: Levy was chosen!\Amazing! You might become an S class wizard.\So, you'll be partnering with me, of course, right?\Don't be silly, she's partnering with me!\I'm the faster runner!\My magic is suited for battle!\Anyway, you just want to be together with Levy!\Same for you! response:	If you really wanna be an S Class wizard, then I'll lend you a hand.
context: Amazing! You might become an S class wizard.\So, you'll be partnering with me, of course, right?\Don't be silly, she's partnering with me!\I'm the faster runner!\My magic is suited for battle!\Anyway, you just want to be together with Levy!\Same for you!\If you really wanna be an S Class wizard, then I'll lend you a hand. response:	Gajeel!
context: So, you'll be partnering with me, of course, right?\Don't be silly, she's partnering with me!\I'm the faster runner!\My magic is suited for battle!\Anyway, you just want to be together with Levy!\Same for you!\If you really wanna be an S Class wizard, then I'll lend you a hand.\Gajeel! response:	I just have to blow away any guys who get in your way, right?
context: Don't be silly, she's partnering with me!\I'm the faster runner!\My magic is suited for battle!\Anyway, you just want to be together with Levy!\Same for you!\If you really wanna be an S Class wizard, then I'll lend you a hand.\Gajeel!\I just have to blow away any guys who get in your way, right? response:	But I've got a small body, and I'm not really good for anything...
context: I'm the faster runner!\My magic is suited for battle!\Anyway, you just want to be together with Levy!\Same for you!\If you really wanna be an S Class wizard, then I'll lend you a hand.\Gajeel!\I just have to blow away any guys who get in your way, right?\But I've got a small body, and I'm not really good for anything... response:	I might lose right away.
context: My magic is suited for battle!\Anyway, you just want to be together with Levy!\Same for you!\If you really wanna be an S Class wizard, then I'll lend you a hand.\Gajeel!\I just have to blow away any guys who get in your way, right?\But I've got a small body, and I'm not really good for anything...\I might lose right away. response:	Don't go sounding so weak before it's even started, man!
context: Anyway, you just want to be together with Levy!\Same for you!\If you really wanna be an S Class wizard, then I'll lend you a hand.\Gajeel!\I just have to blow away any guys who get in your way, right?\But I've got a small body, and I'm not really good for anything...\I might lose right away.\Don't go sounding so weak before it's even started, man! response:	Hey! Let me down!
context: Same for you!\If you really wanna be an S Class wizard, then I'll lend you a hand.\Gajeel!\I just have to blow away any guys who get in your way, right?\But I've got a small body, and I'm not really good for anything...\I might lose right away.\Don't go sounding so weak before it's even started, man!\Hey! Let me down! response:	I'm gonna make you big time.
context: If you really wanna be an S Class wizard, then I'll lend you a hand.\Gajeel!\I just have to blow away any guys who get in your way, right?\But I've got a small body, and I'm not really good for anything...\I might lose right away.\Don't go sounding so weak before it's even started, man!\Hey! Let me down!\I'm gonna make you big time. response:	What's wrong, Carla?
context: Gajeel!\I just have to blow away any guys who get in your way, right?\But I've got a small body, and I'm not really good for anything...\I might lose right away.\Don't go sounding so weak before it's even started, man!\Hey! Let me down!\I'm gonna make you big time.\What's wrong, Carla? response:	You've been quiet ever since this morning.
context: I just have to blow away any guys who get in your way, right?\But I've got a small body, and I'm not really good for anything...\I might lose right away.\Don't go sounding so weak before it's even started, man!\Hey! Let me down!\I'm gonna make you big time.\What's wrong, Carla?\You've been quiet ever since this morning. response:	It's just... I have a bad feeling about this.
context: But I've got a small body, and I'm not really good for anything...\I might lose right away.\Don't go sounding so weak before it's even started, man!\Hey! Let me down!\I'm gonna make you big time.\What's wrong, Carla?\You've been quiet ever since this morning.\It's just... I have a bad feeling about this. response:	About this exam.
context: I might lose right away.\Don't go sounding so weak before it's even started, man!\Hey! Let me down!\I'm gonna make you big time.\What's wrong, Carla?\You've been quiet ever since this morning.\It's just... I have a bad feeling about this.\About this exam. response:	Don't participate, no matter what.
context: Don't go sounding so weak before it's even started, man!\Hey! Let me down!\I'm gonna make you big time.\What's wrong, Carla?\You've been quiet ever since this morning.\It's just... I have a bad feeling about this.\About this exam.\Don't participate, no matter what. response:	There's no one for me to partner with, so no worries.
context: Hey! Let me down!\I'm gonna make you big time.\What's wrong, Carla?\You've been quiet ever since this morning.\It's just... I have a bad feeling about this.\About this exam.\Don't participate, no matter what.\There's no one for me to partner with, so no worries. response:	I wouldn't be so sure of that, Sky Maiden.
context: I'm gonna make you big time.\What's wrong, Carla?\You've been quiet ever since this morning.\It's just... I have a bad feeling about this.\About this exam.\Don't participate, no matter what.\There's no one for me to partner with, so no worries.\I wouldn't be so sure of that, Sky Maiden. response:	Um... And you are?
context: What's wrong, Carla?\You've been quiet ever since this morning.\It's just... I have a bad feeling about this.\About this exam.\Don't participate, no matter what.\There's no one for me to partner with, so no worries.\I wouldn't be so sure of that, Sky Maiden.\Um... And you are? response:	I am Mest.
context: You've been quiet ever since this morning.\It's just... I have a bad feeling about this.\About this exam.\Don't participate, no matter what.\There's no one for me to partner with, so no worries.\I wouldn't be so sure of that, Sky Maiden.\Um... And you are?\I am Mest. response:	Mystogan's apprentice.
context: It's just... I have a bad feeling about this.\About this exam.\Don't participate, no matter what.\There's no one for me to partner with, so no worries.\I wouldn't be so sure of that, Sky Maiden.\Um... And you are?\I am Mest.\Mystogan's apprentice. response:	Natsu, dinner's ready!
context: About this exam.\Don't participate, no matter what.\There's no one for me to partner with, so no worries.\I wouldn't be so sure of that, Sky Maiden.\Um... And you are?\I am Mest.\Mystogan's apprentice.\Natsu, dinner's ready! response:	What's wrong, Natsu?
context: Don't participate, no matter what.\There's no one for me to partner with, so no worries.\I wouldn't be so sure of that, Sky Maiden.\Um... And you are?\I am Mest.\Mystogan's apprentice.\Natsu, dinner's ready!\What's wrong, Natsu? response:	My chance has finally come around.
context: There's no one for me to partner with, so no worries.\I wouldn't be so sure of that, Sky Maiden.\Um... And you are?\I am Mest.\Mystogan's apprentice.\Natsu, dinner's ready!\What's wrong, Natsu?\My chance has finally come around. response:	I'm gonna become S Class, no matter what.
context: I wouldn't be so sure of that, Sky Maiden.\Um... And you are?\I am Mest.\Mystogan's apprentice.\Natsu, dinner's ready!\What's wrong, Natsu?\My chance has finally come around.\I'm gonna become S Class, no matter what. response:	Aye!
context: Um... And you are?\I am Mest.\Mystogan's apprentice.\Natsu, dinner's ready!\What's wrong, Natsu?\My chance has finally come around.\I'm gonna become S Class, no matter what.\Aye! response:	Snow! It snows in Magnolia, too!
context: I am Mest.\Mystogan's apprentice.\Natsu, dinner's ready!\What's wrong, Natsu?\My chance has finally come around.\I'm gonna become S Class, no matter what.\Aye!\Snow! It snows in Magnolia, too! response:	That's no place to be dead drunk!
context: Mystogan's apprentice.\Natsu, dinner's ready!\What's wrong, Natsu?\My chance has finally come around.\I'm gonna become S Class, no matter what.\Aye!\Snow! It snows in Magnolia, too!\That's no place to be dead drunk! response:	Man, what a lifesaver you are.
context: Natsu, dinner's ready!\What's wrong, Natsu?\My chance has finally come around.\I'm gonna become S Class, no matter what.\Aye!\Snow! It snows in Magnolia, too!\That's no place to be dead drunk!\Man, what a lifesaver you are. response:	If no one had noticed me, I would've been a goner there.
context: What's wrong, Natsu?\My chance has finally come around.\I'm gonna become S Class, no matter what.\Aye!\Snow! It snows in Magnolia, too!\That's no place to be dead drunk!\Man, what a lifesaver you are.\If no one had noticed me, I would've been a goner there. response:	Sheesh... You've been acting weird, Cana.
context: My chance has finally come around.\I'm gonna become S Class, no matter what.\Aye!\Snow! It snows in Magnolia, too!\That's no place to be dead drunk!\Man, what a lifesaver you are.\If no one had noticed me, I would've been a goner there.\Sheesh... You've been acting weird, Cana. response:	I'm sure you heard from Mira.
context: I'm gonna become S Class, no matter what.\Aye!\Snow! It snows in Magnolia, too!\That's no place to be dead drunk!\Man, what a lifesaver you are.\If no one had noticed me, I would've been a goner there.\Sheesh... You've been acting weird, Cana.\I'm sure you heard from Mira. response:	I've got this complex about the S Class Exam, or something like that.
context: Aye!\Snow! It snows in Magnolia, too!\That's no place to be dead drunk!\Man, what a lifesaver you are.\If no one had noticed me, I would've been a goner there.\Sheesh... You've been acting weird, Cana.\I'm sure you heard from Mira.\I've got this complex about the S Class Exam, or something like that. response:	Does this have something to do with you saying you wanted to quit the guild?
context: Snow! It snows in Magnolia, too!\That's no place to be dead drunk!\Man, what a lifesaver you are.\If no one had noticed me, I would've been a goner there.\Sheesh... You've been acting weird, Cana.\I'm sure you heard from Mira.\I've got this complex about the S Class Exam, or something like that.\Does this have something to do with you saying you wanted to quit the guild? response:	This'll be the fifth time.
context: That's no place to be dead drunk!\Man, what a lifesaver you are.\If no one had noticed me, I would've been a goner there.\Sheesh... You've been acting weird, Cana.\I'm sure you heard from Mira.\I've got this complex about the S Class Exam, or something like that.\Does this have something to do with you saying you wanted to quit the guild?\This'll be the fifth time. response:	I've failed the test 4 times... I'm a wizard who didn't live up to expectations.
context: Man, what a lifesaver you are.\If no one had noticed me, I would've been a goner there.\Sheesh... You've been acting weird, Cana.\I'm sure you heard from Mira.\I've got this complex about the S Class Exam, or something like that.\Does this have something to do with you saying you wanted to quit the guild?\This'll be the fifth time.\I've failed the test 4 times... I'm a wizard who didn't live up to expectations. response:	Oh, is that it?
