context: So that guy, Hazamada, says response:	he doesn't know anything about the electric bastard
context: Even I did better! I only got 32 points, though.\To be honest, I was a little happy at first.\I'd never had a girl tell me she loved me before.\I get that. I totally get that! So much it hurts!\But I'm the one who let it come to this by not being up-front with her.\I'm thinking about telling her straight\that I don't like her or anything, so she needs to leave me alone.\That's not a good idea, Koichi. response:	If you say that, you're only going to add fuel to the flames of Yukako's passion.
context: To be honest, I was a little happy at first.\I'd never had a girl tell me she loved me before.\I get that. I totally get that! So much it hurts!\But I'm the one who let it come to this by not being up-front with her.\I'm thinking about telling her straight\that I don't like her or anything, so she needs to leave me alone.\That's not a good idea, Koichi.\If you say that, you're only going to add fuel to the flames of Yukako's passion. response:	You'll piss her off.
context: I'd never had a girl tell me she loved me before.\I get that. I totally get that! So much it hurts!\But I'm the one who let it come to this by not being up-front with her.\I'm thinking about telling her straight\that I don't like her or anything, so she needs to leave me alone.\That's not a good idea, Koichi.\If you say that, you're only going to add fuel to the flames of Yukako's passion.\You'll piss her off. response:	Y-You think so?
context: I get that. I totally get that! So much it hurts!\But I'm the one who let it come to this by not being up-front with her.\I'm thinking about telling her straight\that I don't like her or anything, so she needs to leave me alone.\That's not a good idea, Koichi.\If you say that, you're only going to add fuel to the flames of Yukako's passion.\You'll piss her off.\Y-You think so? response:	Of course! Listen.
context: But I'm the one who let it come to this by not being up-front with her.\I'm thinking about telling her straight\that I don't like her or anything, so she needs to leave me alone.\That's not a good idea, Koichi.\If you say that, you're only going to add fuel to the flames of Yukako's passion.\You'll piss her off.\Y-You think so?\Of course! Listen. response:	Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.
context: I'm thinking about telling her straight\that I don't like her or anything, so she needs to leave me alone.\That's not a good idea, Koichi.\If you say that, you're only going to add fuel to the flames of Yukako's passion.\You'll piss her off.\Y-You think so?\Of course! Listen.\Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait. response:	Right now, we have to figure out how to make her not hate you.
context: that I don't like her or anything, so she needs to leave me alone.\That's not a good idea, Koichi.\If you say that, you're only going to add fuel to the flames of Yukako's passion.\You'll piss her off.\Y-You think so?\Of course! Listen.\Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.\Right now, we have to figure out how to make her not hate you. response:	But how?
context: That's not a good idea, Koichi.\If you say that, you're only going to add fuel to the flames of Yukako's passion.\You'll piss her off.\Y-You think so?\Of course! Listen.\Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.\Right now, we have to figure out how to make her not hate you.\But how? response:	No matter how strongly she feels about you,
context: If you say that, you're only going to add fuel to the flames of Yukako's passion.\You'll piss her off.\Y-You think so?\Of course! Listen.\Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.\Right now, we have to figure out how to make her not hate you.\But how?\No matter how strongly she feels about you, response:	if she gets an idea in her head that you're a disenchanting, horrible, boring guy,
context: You'll piss her off.\Y-You think so?\Of course! Listen.\Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.\Right now, we have to figure out how to make her not hate you.\But how?\No matter how strongly she feels about you,\if she gets an idea in her head that you're a disenchanting, horrible, boring guy, response:	everything will be happily ever after, right?
context: Y-You think so?\Of course! Listen.\Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.\Right now, we have to figure out how to make her not hate you.\But how?\No matter how strongly she feels about you,\if she gets an idea in her head that you're a disenchanting, horrible, boring guy,\everything will be happily ever after, right? response:	Y-Yeah...
context: Of course! Listen.\Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.\Right now, we have to figure out how to make her not hate you.\But how?\No matter how strongly she feels about you,\if she gets an idea in her head that you're a disenchanting, horrible, boring guy,\everything will be happily ever after, right?\Y-Yeah... response:	So you've just got to act that way on purpose in front of her.
context: Convincing Yukako Yamagishi not to use her Stand of hair for evil will have to wait.\Right now, we have to figure out how to make her not hate you.\But how?\No matter how strongly she feels about you,\if she gets an idea in her head that you're a disenchanting, horrible, boring guy,\everything will be happily ever after, right?\Y-Yeah...\So you've just got to act that way on purpose in front of her. response:	Yeah, that totally makes sense!
context: Right now, we have to figure out how to make her not hate you.\But how?\No matter how strongly she feels about you,\if she gets an idea in her head that you're a disenchanting, horrible, boring guy,\everything will be happily ever after, right?\Y-Yeah...\So you've just got to act that way on purpose in front of her.\Yeah, that totally makes sense! response:	You're so smart, Josuke.
context: But how?\No matter how strongly she feels about you,\if she gets an idea in her head that you're a disenchanting, horrible, boring guy,\everything will be happily ever after, right?\Y-Yeah...\So you've just got to act that way on purpose in front of her.\Yeah, that totally makes sense!\You're so smart, Josuke. response:	Thanks!
context: No matter how strongly she feels about you,\if she gets an idea in her head that you're a disenchanting, horrible, boring guy,\everything will be happily ever after, right?\Y-Yeah...\So you've just got to act that way on purpose in front of her.\Yeah, that totally makes sense!\You're so smart, Josuke.\Thanks! response:	But hearing that from you doesn't make me feel better.
context: if she gets an idea in her head that you're a disenchanting, horrible, boring guy,\everything will be happily ever after, right?\Y-Yeah...\So you've just got to act that way on purpose in front of her.\Yeah, that totally makes sense!\You're so smart, Josuke.\Thanks!\But hearing that from you doesn't make me feel better. response:	I wonder what I need to do to make Yukako think I'm terrible.
context: everything will be happily ever after, right?\Y-Yeah...\So you've just got to act that way on purpose in front of her.\Yeah, that totally makes sense!\You're so smart, Josuke.\Thanks!\But hearing that from you doesn't make me feel better.\I wonder what I need to do to make Yukako think I'm terrible. response:	Well, most girls aren't into bad hygiene or mama's boys.
context: Y-Yeah...\So you've just got to act that way on purpose in front of her.\Yeah, that totally makes sense!\You're so smart, Josuke.\Thanks!\But hearing that from you doesn't make me feel better.\I wonder what I need to do to make Yukako think I'm terrible.\Well, most girls aren't into bad hygiene or mama's boys. response:	I-I don't want her to think I'm a mama's boy!
context: So you've just got to act that way on purpose in front of her.\Yeah, that totally makes sense!\You're so smart, Josuke.\Thanks!\But hearing that from you doesn't make me feel better.\I wonder what I need to do to make Yukako think I'm terrible.\Well, most girls aren't into bad hygiene or mama's boys.\I-I don't want her to think I'm a mama's boy! response:	She might get mad at my mom and put her in danger!
context: Yeah, that totally makes sense!\You're so smart, Josuke.\Thanks!\But hearing that from you doesn't make me feel better.\I wonder what I need to do to make Yukako think I'm terrible.\Well, most girls aren't into bad hygiene or mama's boys.\I-I don't want her to think I'm a mama's boy!\She might get mad at my mom and put her in danger! response:	Then it's bad hygiene for you!
context: You're so smart, Josuke.\Thanks!\But hearing that from you doesn't make me feel better.\I wonder what I need to do to make Yukako think I'm terrible.\Well, most girls aren't into bad hygiene or mama's boys.\I-I don't want her to think I'm a mama's boy!\She might get mad at my mom and put her in danger!\Then it's bad hygiene for you! response:	Starting today, no more baths.
context: Thanks!\But hearing that from you doesn't make me feel better.\I wonder what I need to do to make Yukako think I'm terrible.\Well, most girls aren't into bad hygiene or mama's boys.\I-I don't want her to think I'm a mama's boy!\She might get mad at my mom and put her in danger!\Then it's bad hygiene for you!\Starting today, no more baths. response:	Huh?!
context: But hearing that from you doesn't make me feel better.\I wonder what I need to do to make Yukako think I'm terrible.\Well, most girls aren't into bad hygiene or mama's boys.\I-I don't want her to think I'm a mama's boy!\She might get mad at my mom and put her in danger!\Then it's bad hygiene for you!\Starting today, no more baths.\Huh?! response:	Yeah, and don't brush your teeth or change your underwear.
context: I wonder what I need to do to make Yukako think I'm terrible.\Well, most girls aren't into bad hygiene or mama's boys.\I-I don't want her to think I'm a mama's boy!\She might get mad at my mom and put her in danger!\Then it's bad hygiene for you!\Starting today, no more baths.\Huh?!\Yeah, and don't brush your teeth or change your underwear. response:	How about getting some lice or spiders in your hair?
context: Well, most girls aren't into bad hygiene or mama's boys.\I-I don't want her to think I'm a mama's boy!\She might get mad at my mom and put her in danger!\Then it's bad hygiene for you!\Starting today, no more baths.\Huh?!\Yeah, and don't brush your teeth or change your underwear.\How about getting some lice or spiders in your hair? response:	Having smelly socks is pretty bad.
context: I-I don't want her to think I'm a mama's boy!\She might get mad at my mom and put her in danger!\Then it's bad hygiene for you!\Starting today, no more baths.\Huh?!\Yeah, and don't brush your teeth or change your underwear.\How about getting some lice or spiders in your hair?\Having smelly socks is pretty bad. response:	Maybe you should fart everywhere.
context: She might get mad at my mom and put her in danger!\Then it's bad hygiene for you!\Starting today, no more baths.\Huh?!\Yeah, and don't brush your teeth or change your underwear.\How about getting some lice or spiders in your hair?\Having smelly socks is pretty bad.\Maybe you should fart everywhere. response:	Yeah, she'll totally hate that!
context: Then it's bad hygiene for you!\Starting today, no more baths.\Huh?!\Yeah, and don't brush your teeth or change your underwear.\How about getting some lice or spiders in your hair?\Having smelly socks is pretty bad.\Maybe you should fart everywhere.\Yeah, she'll totally hate that! response:	Stop messing around! I'm serious about this!
context: Starting today, no more baths.\Huh?!\Yeah, and don't brush your teeth or change your underwear.\How about getting some lice or spiders in your hair?\Having smelly socks is pretty bad.\Maybe you should fart everywhere.\Yeah, she'll totally hate that!\Stop messing around! I'm serious about this! response:	I'm being serious, too!
context: Huh?!\Yeah, and don't brush your teeth or change your underwear.\How about getting some lice or spiders in your hair?\Having smelly socks is pretty bad.\Maybe you should fart everywhere.\Yeah, she'll totally hate that!\Stop messing around! I'm serious about this!\I'm being serious, too! response:	You need a snotty nose and some drool, too.
context: Yeah, and don't brush your teeth or change your underwear.\How about getting some lice or spiders in your hair?\Having smelly socks is pretty bad.\Maybe you should fart everywhere.\Yeah, she'll totally hate that!\Stop messing around! I'm serious about this!\I'm being serious, too!\You need a snotty nose and some drool, too. response:	What?!
context: How about getting some lice or spiders in your hair?\Having smelly socks is pretty bad.\Maybe you should fart everywhere.\Yeah, she'll totally hate that!\Stop messing around! I'm serious about this!\I'm being serious, too!\You need a snotty nose and some drool, too.\What?! response:	If you don't want to do that, then you need to become a guy
context: Having smelly socks is pretty bad.\Maybe you should fart everywhere.\Yeah, she'll totally hate that!\Stop messing around! I'm serious about this!\I'm being serious, too!\You need a snotty nose and some drool, too.\What?!\If you don't want to do that, then you need to become a guy response:	who seems like he doesn't have a future.
context: Maybe you should fart everywhere.\Yeah, she'll totally hate that!\Stop messing around! I'm serious about this!\I'm being serious, too!\You need a snotty nose and some drool, too.\What?!\If you don't want to do that, then you need to become a guy\who seems like he doesn't have a future. response:	You need to make her give up on you.
context: Yeah, she'll totally hate that!\Stop messing around! I'm serious about this!\I'm being serious, too!\You need a snotty nose and some drool, too.\What?!\If you don't want to do that, then you need to become a guy\who seems like he doesn't have a future.\You need to make her give up on you. response:	We'll help you out. All right?
context: Stop messing around! I'm serious about this!\I'm being serious, too!\You need a snotty nose and some drool, too.\What?!\If you don't want to do that, then you need to become a guy\who seems like he doesn't have a future.\You need to make her give up on you.\We'll help you out. All right? response:	Okay...
context: I'm being serious, too!\You need a snotty nose and some drool, too.\What?!\If you don't want to do that, then you need to become a guy\who seems like he doesn't have a future.\You need to make her give up on you.\We'll help you out. All right?\Okay... response:	What? Koichi Hirose did that? Unbelievable!
context: You need a snotty nose and some drool, too.\What?!\If you don't want to do that, then you need to become a guy\who seems like he doesn't have a future.\You need to make her give up on you.\We'll help you out. All right?\Okay...\What? Koichi Hirose did that? Unbelievable! response:	He was really shoplifting? That's awful.
context: What?!\If you don't want to do that, then you need to become a guy\who seems like he doesn't have a future.\You need to make her give up on you.\We'll help you out. All right?\Okay...\What? Koichi Hirose did that? Unbelievable!\He was really shoplifting? That's awful. response:	Yeah! Koichi said so himself.
context: If you don't want to do that, then you need to become a guy\who seems like he doesn't have a future.\You need to make her give up on you.\We'll help you out. All right?\Okay...\What? Koichi Hirose did that? Unbelievable!\He was really shoplifting? That's awful.\Yeah! Koichi said so himself. response:	He was talking about it like he was proud of it.
context: who seems like he doesn't have a future.\You need to make her give up on you.\We'll help you out. All right?\Okay...\What? Koichi Hirose did that? Unbelievable!\He was really shoplifting? That's awful.\Yeah! Koichi said so himself.\He was talking about it like he was proud of it. response:	You know what else? Koichi never keeps his promises.
context: You need to make her give up on you.\We'll help you out. All right?\Okay...\What? Koichi Hirose did that? Unbelievable!\He was really shoplifting? That's awful.\Yeah! Koichi said so himself.\He was talking about it like he was proud of it.\You know what else? Koichi never keeps his promises. response:	I lent him money, and he never paid me back.
context: We'll help you out. All right?\Okay...\What? Koichi Hirose did that? Unbelievable!\He was really shoplifting? That's awful.\Yeah! Koichi said so himself.\He was talking about it like he was proud of it.\You know what else? Koichi never keeps his promises.\I lent him money, and he never paid me back. response:	He cheats on his tests and steals girls' underwear.
context: Okay...\What? Koichi Hirose did that? Unbelievable!\He was really shoplifting? That's awful.\Yeah! Koichi said so himself.\He was talking about it like he was proud of it.\You know what else? Koichi never keeps his promises.\I lent him money, and he never paid me back.\He cheats on his tests and steals girls' underwear. response:	He's got no future. He's gonna bring about his own downfall.
context: What? Koichi Hirose did that? Unbelievable!\He was really shoplifting? That's awful.\Yeah! Koichi said so himself.\He was talking about it like he was proud of it.\You know what else? Koichi never keeps his promises.\I lent him money, and he never paid me back.\He cheats on his tests and steals girls' underwear.\He's got no future. He's gonna bring about his own downfall. response:	I'm gonna stop hanging out with him.
context: He was really shoplifting? That's awful.\Yeah! Koichi said so himself.\He was talking about it like he was proud of it.\You know what else? Koichi never keeps his promises.\I lent him money, and he never paid me back.\He cheats on his tests and steals girls' underwear.\He's got no future. He's gonna bring about his own downfall.\I'm gonna stop hanging out with him. response:	I'll cut ties with him, too.
context: Yeah! Koichi said so himself.\He was talking about it like he was proud of it.\You know what else? Koichi never keeps his promises.\I lent him money, and he never paid me back.\He cheats on his tests and steals girls' underwear.\He's got no future. He's gonna bring about his own downfall.\I'm gonna stop hanging out with him.\I'll cut ties with him, too. response:	Man, that girl is intense.
context: He was talking about it like he was proud of it.\You know what else? Koichi never keeps his promises.\I lent him money, and he never paid me back.\He cheats on his tests and steals girls' underwear.\He's got no future. He's gonna bring about his own downfall.\I'm gonna stop hanging out with him.\I'll cut ties with him, too.\Man, that girl is intense. response:	Now as long as Koichi confirms he did all of this stuff by tomorrow,
context: You know what else? Koichi never keeps his promises.\I lent him money, and he never paid me back.\He cheats on his tests and steals girls' underwear.\He's got no future. He's gonna bring about his own downfall.\I'm gonna stop hanging out with him.\I'll cut ties with him, too.\Man, that girl is intense.\Now as long as Koichi confirms he did all of this stuff by tomorrow, response:	she'll give up.
context: I lent him money, and he never paid me back.\He cheats on his tests and steals girls' underwear.\He's got no future. He's gonna bring about his own downfall.\I'm gonna stop hanging out with him.\I'll cut ties with him, too.\Man, that girl is intense.\Now as long as Koichi confirms he did all of this stuff by tomorrow,\she'll give up. response:	Josuke, Okuyasu...
context: He cheats on his tests and steals girls' underwear.\He's got no future. He's gonna bring about his own downfall.\I'm gonna stop hanging out with him.\I'll cut ties with him, too.\Man, that girl is intense.\Now as long as Koichi confirms he did all of this stuff by tomorrow,\she'll give up.\Josuke, Okuyasu... response:	I hope they did a good job with all that stuff.
context: He's got no future. He's gonna bring about his own downfall.\I'm gonna stop hanging out with him.\I'll cut ties with him, too.\Man, that girl is intense.\Now as long as Koichi confirms he did all of this stuff by tomorrow,\she'll give up.\Josuke, Okuyasu...\I hope they did a good job with all that stuff. response:	I hope she actually gives up on me.
context: I'm gonna stop hanging out with him.\I'll cut ties with him, too.\Man, that girl is intense.\Now as long as Koichi confirms he did all of this stuff by tomorrow,\she'll give up.\Josuke, Okuyasu...\I hope they did a good job with all that stuff.\I hope she actually gives up on me. response:	What is that?
context: I'll cut ties with him, too.\Man, that girl is intense.\Now as long as Koichi confirms he did all of this stuff by tomorrow,\she'll give up.\Josuke, Okuyasu...\I hope they did a good job with all that stuff.\I hope she actually gives up on me.\What is that? response:	My eyes are closed... Is this a dream?
context: Man, that girl is intense.\Now as long as Koichi confirms he did all of this stuff by tomorrow,\she'll give up.\Josuke, Okuyasu...\I hope they did a good job with all that stuff.\I hope she actually gives up on me.\What is that?\My eyes are closed... Is this a dream? response:	A woman?
context: Now as long as Koichi confirms he did all of this stuff by tomorrow,\she'll give up.\Josuke, Okuyasu...\I hope they did a good job with all that stuff.\I hope she actually gives up on me.\What is that?\My eyes are closed... Is this a dream?\A woman? response:	I-It's Yukako!
context: she'll give up.\Josuke, Okuyasu...\I hope they did a good job with all that stuff.\I hope she actually gives up on me.\What is that?\My eyes are closed... Is this a dream?\A woman?\I-It's Yukako! response:	I can't believe this. She's even showing up in my dreams...
context: Josuke, Okuyasu...\I hope they did a good job with all that stuff.\I hope she actually gives up on me.\What is that?\My eyes are closed... Is this a dream?\A woman?\I-It's Yukako!\I can't believe this. She's even showing up in my dreams... response:	I can't rest at all!
context: I hope they did a good job with all that stuff.\I hope she actually gives up on me.\What is that?\My eyes are closed... Is this a dream?\A woman?\I-It's Yukako!\I can't believe this. She's even showing up in my dreams...\I can't rest at all! response:	It appears that your friends don't think too highly of you, Koichi.
context: I hope she actually gives up on me.\What is that?\My eyes are closed... Is this a dream?\A woman?\I-It's Yukako!\I can't believe this. She's even showing up in my dreams...\I can't rest at all!\It appears that your friends don't think too highly of you, Koichi. response:	But don't worry. You have me.
context: What is that?\My eyes are closed... Is this a dream?\A woman?\I-It's Yukako!\I can't believe this. She's even showing up in my dreams...\I can't rest at all!\It appears that your friends don't think too highly of you, Koichi.\But don't worry. You have me. response:	I'll properly discipline you and make you into a fine man.
context: My eyes are closed... Is this a dream?\A woman?\I-It's Yukako!\I can't believe this. She's even showing up in my dreams...\I can't rest at all!\It appears that your friends don't think too highly of you, Koichi.\But don't worry. You have me.\I'll properly discipline you and make you into a fine man. response:	You have something that other men don't.
context: A woman?\I-It's Yukako!\I can't believe this. She's even showing up in my dreams...\I can't rest at all!\It appears that your friends don't think too highly of you, Koichi.\But don't worry. You have me.\I'll properly discipline you and make you into a fine man.\You have something that other men don't. response:	You must live up to that potential.
context: I-It's Yukako!\I can't believe this. She's even showing up in my dreams...\I can't rest at all!\It appears that your friends don't think too highly of you, Koichi.\But don't worry. You have me.\I'll properly discipline you and make you into a fine man.\You have something that other men don't.\You must live up to that potential. response:	J-Josuke! This totally backfired!
context: I can't believe this. She's even showing up in my dreams...\I can't rest at all!\It appears that your friends don't think too highly of you, Koichi.\But don't worry. You have me.\I'll properly discipline you and make you into a fine man.\You have something that other men don't.\You must live up to that potential.\J-Josuke! This totally backfired! response:	Where am I?
context: I can't rest at all!\It appears that your friends don't think too highly of you, Koichi.\But don't worry. You have me.\I'll properly discipline you and make you into a fine man.\You have something that other men don't.\You must live up to that potential.\J-Josuke! This totally backfired!\Where am I? response:	Koichi, are you hungry?
context: It appears that your friends don't think too highly of you, Koichi.\But don't worry. You have me.\I'll properly discipline you and make you into a fine man.\You have something that other men don't.\You must live up to that potential.\J-Josuke! This totally backfired!\Where am I?\Koichi, are you hungry? response:	Breakfast will be ready shortly.
context: But don't worry. You have me.\I'll properly discipline you and make you into a fine man.\You have something that other men don't.\You must live up to that potential.\J-Josuke! This totally backfired!\Where am I?\Koichi, are you hungry?\Breakfast will be ready shortly. response:	O-Okay...
context: I'll properly discipline you and make you into a fine man.\You have something that other men don't.\You must live up to that potential.\J-Josuke! This totally backfired!\Where am I?\Koichi, are you hungry?\Breakfast will be ready shortly.\O-Okay... response:	She has that hair Stand...
context: You have something that other men don't.\You must live up to that potential.\J-Josuke! This totally backfired!\Where am I?\Koichi, are you hungry?\Breakfast will be ready shortly.\O-Okay...\She has that hair Stand... response:	I'm going to have to wait for a chance to run.
context: You must live up to that potential.\J-Josuke! This totally backfired!\Where am I?\Koichi, are you hungry?\Breakfast will be ready shortly.\O-Okay...\She has that hair Stand...\I'm going to have to wait for a chance to run. response:	That's my only hope!
context: J-Josuke! This totally backfired!\Where am I?\Koichi, are you hungry?\Breakfast will be ready shortly.\O-Okay...\She has that hair Stand...\I'm going to have to wait for a chance to run.\That's my only hope! response:	Th-There's something I want to ask you.
context: Where am I?\Koichi, are you hungry?\Breakfast will be ready shortly.\O-Okay...\She has that hair Stand...\I'm going to have to wait for a chance to run.\That's my only hope!\Th-There's something I want to ask you. response:	Yes?
context: Koichi, are you hungry?\Breakfast will be ready shortly.\O-Okay...\She has that hair Stand...\I'm going to have to wait for a chance to run.\That's my only hope!\Th-There's something I want to ask you.\Yes? response:	Your hair last night... Wh-What was that?
context: Breakfast will be ready shortly.\O-Okay...\She has that hair Stand...\I'm going to have to wait for a chance to run.\That's my only hope!\Th-There's something I want to ask you.\Yes?\Your hair last night... Wh-What was that? response:	Did that startle you?
context: O-Okay...\She has that hair Stand...\I'm going to have to wait for a chance to run.\That's my only hope!\Th-There's something I want to ask you.\Yes?\Your hair last night... Wh-What was that?\Did that startle you? response:	Of course. I guess anyone who suddenly saw that would be.
context: She has that hair Stand...\I'm going to have to wait for a chance to run.\That's my only hope!\Th-There's something I want to ask you.\Yes?\Your hair last night... Wh-What was that?\Did that startle you?\Of course. I guess anyone who suddenly saw that would be. response:	Around February of this year,
context: I'm going to have to wait for a chance to run.\That's my only hope!\Th-There's something I want to ask you.\Yes?\Your hair last night... Wh-What was that?\Did that startle you?\Of course. I guess anyone who suddenly saw that would be.\Around February of this year, response:	someone shot an arrow through my chest.
context: That's my only hope!\Th-There's something I want to ask you.\Yes?\Your hair last night... Wh-What was that?\Did that startle you?\Of course. I guess anyone who suddenly saw that would be.\Around February of this year,\someone shot an arrow through my chest. response:	No, that might have been a dream.
context: Th-There's something I want to ask you.\Yes?\Your hair last night... Wh-What was that?\Did that startle you?\Of course. I guess anyone who suddenly saw that would be.\Around February of this year,\someone shot an arrow through my chest.\No, that might have been a dream. response:	When I woke up, my wound was healed, and I was able to do that...
context: Yes?\Your hair last night... Wh-What was that?\Did that startle you?\Of course. I guess anyone who suddenly saw that would be.\Around February of this year,\someone shot an arrow through my chest.\No, that might have been a dream.\When I woke up, my wound was healed, and I was able to do that... response:	Keicho Nijimura!
context: Your hair last night... Wh-What was that?\Did that startle you?\Of course. I guess anyone who suddenly saw that would be.\Around February of this year,\someone shot an arrow through my chest.\No, that might have been a dream.\When I woke up, my wound was healed, and I was able to do that...\Keicho Nijimura! response:	D-Do you know anyone else who can do anything like that?
context: Did that startle you?\Of course. I guess anyone who suddenly saw that would be.\Around February of this year,\someone shot an arrow through my chest.\No, that might have been a dream.\When I woke up, my wound was healed, and I was able to do that...\Keicho Nijimura!\D-Do you know anyone else who can do anything like that? response:	No.
context: Of course. I guess anyone who suddenly saw that would be.\Around February of this year,\someone shot an arrow through my chest.\No, that might have been a dream.\When I woke up, my wound was healed, and I was able to do that...\Keicho Nijimura!\D-Do you know anyone else who can do anything like that?\No. response:	She hasn't realized that I'm a Stand user!
context: Around February of this year,\someone shot an arrow through my chest.\No, that might have been a dream.\When I woke up, my wound was healed, and I was able to do that...\Keicho Nijimura!\D-Do you know anyone else who can do anything like that?\No.\She hasn't realized that I'm a Stand user! response:	Now, have a seat. You're a growing boy.
context: someone shot an arrow through my chest.\No, that might have been a dream.\When I woke up, my wound was healed, and I was able to do that...\Keicho Nijimura!\D-Do you know anyone else who can do anything like that?\No.\She hasn't realized that I'm a Stand user!\Now, have a seat. You're a growing boy. response:	If you don't get proper nourishment,
context: No, that might have been a dream.\When I woke up, my wound was healed, and I was able to do that...\Keicho Nijimura!\D-Do you know anyone else who can do anything like that?\No.\She hasn't realized that I'm a Stand user!\Now, have a seat. You're a growing boy.\If you don't get proper nourishment, response:	you can't become a fine man for me.
context: When I woke up, my wound was healed, and I was able to do that...\Keicho Nijimura!\D-Do you know anyone else who can do anything like that?\No.\She hasn't realized that I'm a Stand user!\Now, have a seat. You're a growing boy.\If you don't get proper nourishment,\you can't become a fine man for me. response:	I-I just need to play along with her for now.
context: Keicho Nijimura!\D-Do you know anyone else who can do anything like that?\No.\She hasn't realized that I'm a Stand user!\Now, have a seat. You're a growing boy.\If you don't get proper nourishment,\you can't become a fine man for me.\I-I just need to play along with her for now. response:	Wow, this looks delicious! I'm digging in!
context: D-Do you know anyone else who can do anything like that?\No.\She hasn't realized that I'm a Stand user!\Now, have a seat. You're a growing boy.\If you don't get proper nourishment,\you can't become a fine man for me.\I-I just need to play along with her for now.\Wow, this looks delicious! I'm digging in! response:	You're not eating just yet, Koichi.
context: No.\She hasn't realized that I'm a Stand user!\Now, have a seat. You're a growing boy.\If you don't get proper nourishment,\you can't become a fine man for me.\I-I just need to play along with her for now.\Wow, this looks delicious! I'm digging in!\You're not eating just yet, Koichi. response:	English Exam Answer Sheet
context: She hasn't realized that I'm a Stand user!\Now, have a seat. You're a growing boy.\If you don't get proper nourishment,\you can't become a fine man for me.\I-I just need to play along with her for now.\Wow, this looks delicious! I'm digging in!\You're not eating just yet, Koichi.\English Exam Answer Sheet response:	Koichi Hirose
context: Now, have a seat. You're a growing boy.\If you don't get proper nourishment,\you can't become a fine man for me.\I-I just need to play along with her for now.\Wow, this looks delicious! I'm digging in!\You're not eating just yet, Koichi.\English Exam Answer Sheet\Koichi Hirose response:	You got a 16 on your English exam.
context: If you don't get proper nourishment,\you can't become a fine man for me.\I-I just need to play along with her for now.\Wow, this looks delicious! I'm digging in!\You're not eating just yet, Koichi.\English Exam Answer Sheet\Koichi Hirose\You got a 16 on your English exam. response:	Even if a man is more than just his brains, this is just awful.
context: you can't become a fine man for me.\I-I just need to play along with her for now.\Wow, this looks delicious! I'm digging in!\You're not eating just yet, Koichi.\English Exam Answer Sheet\Koichi Hirose\You got a 16 on your English exam.\Even if a man is more than just his brains, this is just awful. response:	I've decided to have you study while you eat.
context: I-I just need to play along with her for now.\Wow, this looks delicious! I'm digging in!\You're not eating just yet, Koichi.\English Exam Answer Sheet\Koichi Hirose\You got a 16 on your English exam.\Even if a man is more than just his brains, this is just awful.\I've decided to have you study while you eat. response:	Understand?
context: Wow, this looks delicious! I'm digging in!\You're not eating just yet, Koichi.\English Exam Answer Sheet\Koichi Hirose\You got a 16 on your English exam.\Even if a man is more than just his brains, this is just awful.\I've decided to have you study while you eat.\Understand? response:	I'm going to give you some questions.
context: You're not eating just yet, Koichi.\English Exam Answer Sheet\Koichi Hirose\You got a 16 on your English exam.\Even if a man is more than just his brains, this is just awful.\I've decided to have you study while you eat.\Understand?\I'm going to give you some questions. response:	You'll choose the correct answer from boxes A, B, and C,
context: English Exam Answer Sheet\Koichi Hirose\You got a 16 on your English exam.\Even if a man is more than just his brains, this is just awful.\I've decided to have you study while you eat.\Understand?\I'm going to give you some questions.\You'll choose the correct answer from boxes A, B, and C, response:	and you'll eat what's inside your chosen box.
context: Koichi Hirose\You got a 16 on your English exam.\Even if a man is more than just his brains, this is just awful.\I've decided to have you study while you eat.\Understand?\I'm going to give you some questions.\You'll choose the correct answer from boxes A, B, and C,\and you'll eat what's inside your chosen box. response:	W-Wait a sec...
context: You got a 16 on your English exam.\Even if a man is more than just his brains, this is just awful.\I've decided to have you study while you eat.\Understand?\I'm going to give you some questions.\You'll choose the correct answer from boxes A, B, and C,\and you'll eat what's inside your chosen box.\W-Wait a sec... response:	You're going to do this!
context: Even if a man is more than just his brains, this is just awful.\I've decided to have you study while you eat.\Understand?\I'm going to give you some questions.\You'll choose the correct answer from boxes A, B, and C,\and you'll eat what's inside your chosen box.\W-Wait a sec...\You're going to do this! response:	While you live in this house, everything we do must be for your betterment!
context: I've decided to have you study while you eat.\Understand?\I'm going to give you some questions.\You'll choose the correct answer from boxes A, B, and C,\and you'll eat what's inside your chosen box.\W-Wait a sec...\You're going to do this!\While you live in this house, everything we do must be for your betterment! response:	Right?
context: Understand?\I'm going to give you some questions.\You'll choose the correct answer from boxes A, B, and C,\and you'll eat what's inside your chosen box.\W-Wait a sec...\You're going to do this!\While you live in this house, everything we do must be for your betterment!\Right? response:	Here's your question.
