context: That night Nana took Misato by the hand response:	and left the flat without saying a word.
context: So I figured I'd be better off pretending I never heard about it.\I'm the worst.\You are such a grown up, Shin.\If it was me, I would never be able to act like I didn't know anything.\I tend to get all worked up about it, like I'm doing now.\That's what's so cute about you, Hachi.\Cute?!\Don't mess around with adults. response:	I wasn't really messing around.
context: I'm the worst.\You are such a grown up, Shin.\If it was me, I would never be able to act like I didn't know anything.\I tend to get all worked up about it, like I'm doing now.\That's what's so cute about you, Hachi.\Cute?!\Don't mess around with adults.\I wasn't really messing around. response:	It's been a long time since someone said I'm cute.
context: You are such a grown up, Shin.\If it was me, I would never be able to act like I didn't know anything.\I tend to get all worked up about it, like I'm doing now.\That's what's so cute about you, Hachi.\Cute?!\Don't mess around with adults.\I wasn't really messing around.\It's been a long time since someone said I'm cute. response:	Hey, Shin, what exactly have I told you?
context: If it was me, I would never be able to act like I didn't know anything.\I tend to get all worked up about it, like I'm doing now.\That's what's so cute about you, Hachi.\Cute?!\Don't mess around with adults.\I wasn't really messing around.\It's been a long time since someone said I'm cute.\Hey, Shin, what exactly have I told you? response:	I'll tell you everything I know.
context: I tend to get all worked up about it, like I'm doing now.\That's what's so cute about you, Hachi.\Cute?!\Don't mess around with adults.\I wasn't really messing around.\It's been a long time since someone said I'm cute.\Hey, Shin, what exactly have I told you?\I'll tell you everything I know. response:	I'm afraid I might've told you lies, since I was drinking then.
context: That's what's so cute about you, Hachi.\Cute?!\Don't mess around with adults.\I wasn't really messing around.\It's been a long time since someone said I'm cute.\Hey, Shin, what exactly have I told you?\I'll tell you everything I know.\I'm afraid I might've told you lies, since I was drinking then. response:	Ren was BLAST's bassist.
context: Cute?!\Don't mess around with adults.\I wasn't really messing around.\It's been a long time since someone said I'm cute.\Hey, Shin, what exactly have I told you?\I'll tell you everything I know.\I'm afraid I might've told you lies, since I was drinking then.\Ren was BLAST's bassist. response:	He and Nana were lovers and they lived together, but two years ago
context: Don't mess around with adults.\I wasn't really messing around.\It's been a long time since someone said I'm cute.\Hey, Shin, what exactly have I told you?\I'll tell you everything I know.\I'm afraid I might've told you lies, since I was drinking then.\Ren was BLAST's bassist.\He and Nana were lovers and they lived together, but two years ago response:	he was offered the chance to become Trapnest's guitarist.
context: I wasn't really messing around.\It's been a long time since someone said I'm cute.\Hey, Shin, what exactly have I told you?\I'll tell you everything I know.\I'm afraid I might've told you lies, since I was drinking then.\Ren was BLAST's bassist.\He and Nana were lovers and they lived together, but two years ago\he was offered the chance to become Trapnest's guitarist. response:	He came to Tokyo alone, and no one's heard from him since.
context: It's been a long time since someone said I'm cute.\Hey, Shin, what exactly have I told you?\I'll tell you everything I know.\I'm afraid I might've told you lies, since I was drinking then.\Ren was BLAST's bassist.\He and Nana were lovers and they lived together, but two years ago\he was offered the chance to become Trapnest's guitarist.\He came to Tokyo alone, and no one's heard from him since. response:	So I told him everything.
context: Hey, Shin, what exactly have I told you?\I'll tell you everything I know.\I'm afraid I might've told you lies, since I was drinking then.\Ren was BLAST's bassist.\He and Nana were lovers and they lived together, but two years ago\he was offered the chance to become Trapnest's guitarist.\He came to Tokyo alone, and no one's heard from him since.\So I told him everything. response:	Wait! No one's heard from him since? Then what about him and Nana?
context: I'll tell you everything I know.\I'm afraid I might've told you lies, since I was drinking then.\Ren was BLAST's bassist.\He and Nana were lovers and they lived together, but two years ago\he was offered the chance to become Trapnest's guitarist.\He came to Tokyo alone, and no one's heard from him since.\So I told him everything.\Wait! No one's heard from him since? Then what about him and Nana? response:	They had a tearful breakup, right?
context: I'm afraid I might've told you lies, since I was drinking then.\Ren was BLAST's bassist.\He and Nana were lovers and they lived together, but two years ago\he was offered the chance to become Trapnest's guitarist.\He came to Tokyo alone, and no one's heard from him since.\So I told him everything.\Wait! No one's heard from him since? Then what about him and Nana?\They had a tearful breakup, right? response:	That's right. And there's nothing left for me to tell you.
context: Ren was BLAST's bassist.\He and Nana were lovers and they lived together, but two years ago\he was offered the chance to become Trapnest's guitarist.\He came to Tokyo alone, and no one's heard from him since.\So I told him everything.\Wait! No one's heard from him since? Then what about him and Nana?\They had a tearful breakup, right?\That's right. And there's nothing left for me to tell you. response:	Tearful? But just because Ren came to Tokyo,
context: He and Nana were lovers and they lived together, but two years ago\he was offered the chance to become Trapnest's guitarist.\He came to Tokyo alone, and no one's heard from him since.\So I told him everything.\Wait! No one's heard from him since? Then what about him and Nana?\They had a tearful breakup, right?\That's right. And there's nothing left for me to tell you.\Tearful? But just because Ren came to Tokyo, response:	that doesn't mean they had to break up.
context: he was offered the chance to become Trapnest's guitarist.\He came to Tokyo alone, and no one's heard from him since.\So I told him everything.\Wait! No one's heard from him since? Then what about him and Nana?\They had a tearful breakup, right?\That's right. And there's nothing left for me to tell you.\Tearful? But just because Ren came to Tokyo,\that doesn't mean they had to break up. response:	You're right. You had a long distance relationship
context: He came to Tokyo alone, and no one's heard from him since.\So I told him everything.\Wait! No one's heard from him since? Then what about him and Nana?\They had a tearful breakup, right?\That's right. And there's nothing left for me to tell you.\Tearful? But just because Ren came to Tokyo,\that doesn't mean they had to break up.\You're right. You had a long distance relationship response:	with your boyfriend, Hachi, and it's lasted.
context: So I told him everything.\Wait! No one's heard from him since? Then what about him and Nana?\They had a tearful breakup, right?\That's right. And there's nothing left for me to tell you.\Tearful? But just because Ren came to Tokyo,\that doesn't mean they had to break up.\You're right. You had a long distance relationship\with your boyfriend, Hachi, and it's lasted. response:	Well, yeah...
context: Wait! No one's heard from him since? Then what about him and Nana?\They had a tearful breakup, right?\That's right. And there's nothing left for me to tell you.\Tearful? But just because Ren came to Tokyo,\that doesn't mean they had to break up.\You're right. You had a long distance relationship\with your boyfriend, Hachi, and it's lasted.\Well, yeah... response:	Actually, that came to an end after I came here.
context: They had a tearful breakup, right?\That's right. And there's nothing left for me to tell you.\Tearful? But just because Ren came to Tokyo,\that doesn't mean they had to break up.\You're right. You had a long distance relationship\with your boyfriend, Hachi, and it's lasted.\Well, yeah...\Actually, that came to an end after I came here. response:	- You broke up with your boyfriend? - It came to an end?
context: That's right. And there's nothing left for me to tell you.\Tearful? But just because Ren came to Tokyo,\that doesn't mean they had to break up.\You're right. You had a long distance relationship\with your boyfriend, Hachi, and it's lasted.\Well, yeah...\Actually, that came to an end after I came here.\- You broke up with your boyfriend? - It came to an end? response:	You're kidding!
context: Tearful? But just because Ren came to Tokyo,\that doesn't mean they had to break up.\You're right. You had a long distance relationship\with your boyfriend, Hachi, and it's lasted.\Well, yeah...\Actually, that came to an end after I came here.\- You broke up with your boyfriend? - It came to an end?\You're kidding! response:	But we just went to his workplace the other day.
context: that doesn't mean they had to break up.\You're right. You had a long distance relationship\with your boyfriend, Hachi, and it's lasted.\Well, yeah...\Actually, that came to an end after I came here.\- You broke up with your boyfriend? - It came to an end?\You're kidding!\But we just went to his workplace the other day. response:	Yeah, but... somehow, after that... Never mind about me.
context: You're right. You had a long distance relationship\with your boyfriend, Hachi, and it's lasted.\Well, yeah...\Actually, that came to an end after I came here.\- You broke up with your boyfriend? - It came to an end?\You're kidding!\But we just went to his workplace the other day.\Yeah, but... somehow, after that... Never mind about me. response:	I'll bitch to you about the whole thing over some drinks another time.
context: with your boyfriend, Hachi, and it's lasted.\Well, yeah...\Actually, that came to an end after I came here.\- You broke up with your boyfriend? - It came to an end?\You're kidding!\But we just went to his workplace the other day.\Yeah, but... somehow, after that... Never mind about me.\I'll bitch to you about the whole thing over some drinks another time. response:	No. I'm done with alcohol.
context: Well, yeah...\Actually, that came to an end after I came here.\- You broke up with your boyfriend? - It came to an end?\You're kidding!\But we just went to his workplace the other day.\Yeah, but... somehow, after that... Never mind about me.\I'll bitch to you about the whole thing over some drinks another time.\No. I'm done with alcohol. response:	Is it something to bitch about? Did he cheat on you?
context: Actually, that came to an end after I came here.\- You broke up with your boyfriend? - It came to an end?\You're kidding!\But we just went to his workplace the other day.\Yeah, but... somehow, after that... Never mind about me.\I'll bitch to you about the whole thing over some drinks another time.\No. I'm done with alcohol.\Is it something to bitch about? Did he cheat on you? response:	Bingo.
context: - You broke up with your boyfriend? - It came to an end?\You're kidding!\But we just went to his workplace the other day.\Yeah, but... somehow, after that... Never mind about me.\I'll bitch to you about the whole thing over some drinks another time.\No. I'm done with alcohol.\Is it something to bitch about? Did he cheat on you?\Bingo. response:	A-Anyway, right now we're talking about why Nana and Ren broke up.
context: You're kidding!\But we just went to his workplace the other day.\Yeah, but... somehow, after that... Never mind about me.\I'll bitch to you about the whole thing over some drinks another time.\No. I'm done with alcohol.\Is it something to bitch about? Did he cheat on you?\Bingo.\A-Anyway, right now we're talking about why Nana and Ren broke up. response:	I suggest you talk to Nana directly about their reasons for breaking up.
context: But we just went to his workplace the other day.\Yeah, but... somehow, after that... Never mind about me.\I'll bitch to you about the whole thing over some drinks another time.\No. I'm done with alcohol.\Is it something to bitch about? Did he cheat on you?\Bingo.\A-Anyway, right now we're talking about why Nana and Ren broke up.\I suggest you talk to Nana directly about their reasons for breaking up. response:	No, that wouldn't be good!
context: Yeah, but... somehow, after that... Never mind about me.\I'll bitch to you about the whole thing over some drinks another time.\No. I'm done with alcohol.\Is it something to bitch about? Did he cheat on you?\Bingo.\A-Anyway, right now we're talking about why Nana and Ren broke up.\I suggest you talk to Nana directly about their reasons for breaking up.\No, that wouldn't be good! response:	Why's that?
context: I'll bitch to you about the whole thing over some drinks another time.\No. I'm done with alcohol.\Is it something to bitch about? Did he cheat on you?\Bingo.\A-Anyway, right now we're talking about why Nana and Ren broke up.\I suggest you talk to Nana directly about their reasons for breaking up.\No, that wouldn't be good!\Why's that? response:	Listen, everyone's got a couple of painful memories
context: No. I'm done with alcohol.\Is it something to bitch about? Did he cheat on you?\Bingo.\A-Anyway, right now we're talking about why Nana and Ren broke up.\I suggest you talk to Nana directly about their reasons for breaking up.\No, that wouldn't be good!\Why's that?\Listen, everyone's got a couple of painful memories response:	they'd rather not share with anyone.
context: Is it something to bitch about? Did he cheat on you?\Bingo.\A-Anyway, right now we're talking about why Nana and Ren broke up.\I suggest you talk to Nana directly about their reasons for breaking up.\No, that wouldn't be good!\Why's that?\Listen, everyone's got a couple of painful memories\they'd rather not share with anyone. response:	Is it that painful of a memory?
context: Bingo.\A-Anyway, right now we're talking about why Nana and Ren broke up.\I suggest you talk to Nana directly about their reasons for breaking up.\No, that wouldn't be good!\Why's that?\Listen, everyone's got a couple of painful memories\they'd rather not share with anyone.\Is it that painful of a memory? response:	But if they broke up in tears,
context: A-Anyway, right now we're talking about why Nana and Ren broke up.\I suggest you talk to Nana directly about their reasons for breaking up.\No, that wouldn't be good!\Why's that?\Listen, everyone's got a couple of painful memories\they'd rather not share with anyone.\Is it that painful of a memory?\But if they broke up in tears, response:	that would mean they were doing great until then, right?
context: I suggest you talk to Nana directly about their reasons for breaking up.\No, that wouldn't be good!\Why's that?\Listen, everyone's got a couple of painful memories\they'd rather not share with anyone.\Is it that painful of a memory?\But if they broke up in tears,\that would mean they were doing great until then, right? response:	That's right, but, how can I say it...
context: No, that wouldn't be good!\Why's that?\Listen, everyone's got a couple of painful memories\they'd rather not share with anyone.\Is it that painful of a memory?\But if they broke up in tears,\that would mean they were doing great until then, right?\That's right, but, how can I say it... response:	I don't hate Ren and I don't wanna badmouth him,
context: Why's that?\Listen, everyone's got a couple of painful memories\they'd rather not share with anyone.\Is it that painful of a memory?\But if they broke up in tears,\that would mean they were doing great until then, right?\That's right, but, how can I say it...\I don't hate Ren and I don't wanna badmouth him, response:	but Ren decided to leave BLAST and join Trapnest
context: Listen, everyone's got a couple of painful memories\they'd rather not share with anyone.\Is it that painful of a memory?\But if they broke up in tears,\that would mean they were doing great until then, right?\That's right, but, how can I say it...\I don't hate Ren and I don't wanna badmouth him,\but Ren decided to leave BLAST and join Trapnest response:	without talking it over with Nana or myself.
context: they'd rather not share with anyone.\Is it that painful of a memory?\But if they broke up in tears,\that would mean they were doing great until then, right?\That's right, but, how can I say it...\I don't hate Ren and I don't wanna badmouth him,\but Ren decided to leave BLAST and join Trapnest\without talking it over with Nana or myself. response:	Only Yasu knew about it.
context: Is it that painful of a memory?\But if they broke up in tears,\that would mean they were doing great until then, right?\That's right, but, how can I say it...\I don't hate Ren and I don't wanna badmouth him,\but Ren decided to leave BLAST and join Trapnest\without talking it over with Nana or myself.\Only Yasu knew about it. response:	So at that time, I really felt betrayed, and it was a great shock.
context: But if they broke up in tears,\that would mean they were doing great until then, right?\That's right, but, how can I say it...\I don't hate Ren and I don't wanna badmouth him,\but Ren decided to leave BLAST and join Trapnest\without talking it over with Nana or myself.\Only Yasu knew about it.\So at that time, I really felt betrayed, and it was a great shock. response:	As a fellow musician, my pride was shot down
context: that would mean they were doing great until then, right?\That's right, but, how can I say it...\I don't hate Ren and I don't wanna badmouth him,\but Ren decided to leave BLAST and join Trapnest\without talking it over with Nana or myself.\Only Yasu knew about it.\So at that time, I really felt betrayed, and it was a great shock.\As a fellow musician, my pride was shot down response:	and I couldn't shake off this feeling of utter defeat.
context: That's right, but, how can I say it...\I don't hate Ren and I don't wanna badmouth him,\but Ren decided to leave BLAST and join Trapnest\without talking it over with Nana or myself.\Only Yasu knew about it.\So at that time, I really felt betrayed, and it was a great shock.\As a fellow musician, my pride was shot down\and I couldn't shake off this feeling of utter defeat. response:	But both Nana and I acknowledged Ren's talents
context: I don't hate Ren and I don't wanna badmouth him,\but Ren decided to leave BLAST and join Trapnest\without talking it over with Nana or myself.\Only Yasu knew about it.\So at that time, I really felt betrayed, and it was a great shock.\As a fellow musician, my pride was shot down\and I couldn't shake off this feeling of utter defeat.\But both Nana and I acknowledged Ren's talents response:	and we respected that.
context: but Ren decided to leave BLAST and join Trapnest\without talking it over with Nana or myself.\Only Yasu knew about it.\So at that time, I really felt betrayed, and it was a great shock.\As a fellow musician, my pride was shot down\and I couldn't shake off this feeling of utter defeat.\But both Nana and I acknowledged Ren's talents\and we respected that. response:	We could predict that this would be better for Ren's sake,
context: without talking it over with Nana or myself.\Only Yasu knew about it.\So at that time, I really felt betrayed, and it was a great shock.\As a fellow musician, my pride was shot down\and I couldn't shake off this feeling of utter defeat.\But both Nana and I acknowledged Ren's talents\and we respected that.\We could predict that this would be better for Ren's sake, response:	and of course, that proved to be true.
context: Only Yasu knew about it.\So at that time, I really felt betrayed, and it was a great shock.\As a fellow musician, my pride was shot down\and I couldn't shake off this feeling of utter defeat.\But both Nana and I acknowledged Ren's talents\and we respected that.\We could predict that this would be better for Ren's sake,\and of course, that proved to be true. response:	I believe this was the best outcome. But Nana...
context: So at that time, I really felt betrayed, and it was a great shock.\As a fellow musician, my pride was shot down\and I couldn't shake off this feeling of utter defeat.\But both Nana and I acknowledged Ren's talents\and we respected that.\We could predict that this would be better for Ren's sake,\and of course, that proved to be true.\I believe this was the best outcome. But Nana... response:	Back then, she could've gone with him if she desired.
context: As a fellow musician, my pride was shot down\and I couldn't shake off this feeling of utter defeat.\But both Nana and I acknowledged Ren's talents\and we respected that.\We could predict that this would be better for Ren's sake,\and of course, that proved to be true.\I believe this was the best outcome. But Nana...\Back then, she could've gone with him if she desired. response:	But rather than choose happiness as a woman,
context: and I couldn't shake off this feeling of utter defeat.\But both Nana and I acknowledged Ren's talents\and we respected that.\We could predict that this would be better for Ren's sake,\and of course, that proved to be true.\I believe this was the best outcome. But Nana...\Back then, she could've gone with him if she desired.\But rather than choose happiness as a woman, response:	she chose to protect her pride.
context: But both Nana and I acknowledged Ren's talents\and we respected that.\We could predict that this would be better for Ren's sake,\and of course, that proved to be true.\I believe this was the best outcome. But Nana...\Back then, she could've gone with him if she desired.\But rather than choose happiness as a woman,\she chose to protect her pride. response:	I think that's the reason why she's so insistent on succeeding as a musician,
context: and we respected that.\We could predict that this would be better for Ren's sake,\and of course, that proved to be true.\I believe this was the best outcome. But Nana...\Back then, she could've gone with him if she desired.\But rather than choose happiness as a woman,\she chose to protect her pride.\I think that's the reason why she's so insistent on succeeding as a musician, response:	no matter what.
context: We could predict that this would be better for Ren's sake,\and of course, that proved to be true.\I believe this was the best outcome. But Nana...\Back then, she could've gone with him if she desired.\But rather than choose happiness as a woman,\she chose to protect her pride.\I think that's the reason why she's so insistent on succeeding as a musician,\no matter what. response:	She has her heart set on someday reaching
context: and of course, that proved to be true.\I believe this was the best outcome. But Nana...\Back then, she could've gone with him if she desired.\But rather than choose happiness as a woman,\she chose to protect her pride.\I think that's the reason why she's so insistent on succeeding as a musician,\no matter what.\She has her heart set on someday reaching response:	the level of success Ren... Trapnest is enjoying.
context: I believe this was the best outcome. But Nana...\Back then, she could've gone with him if she desired.\But rather than choose happiness as a woman,\she chose to protect her pride.\I think that's the reason why she's so insistent on succeeding as a musician,\no matter what.\She has her heart set on someday reaching\the level of success Ren... Trapnest is enjoying. response:	Shin, do better than Ren.
context: Back then, she could've gone with him if she desired.\But rather than choose happiness as a woman,\she chose to protect her pride.\I think that's the reason why she's so insistent on succeeding as a musician,\no matter what.\She has her heart set on someday reaching\the level of success Ren... Trapnest is enjoying.\Shin, do better than Ren. response:	Sometimes, it pains me to see her like that.
context: But rather than choose happiness as a woman,\she chose to protect her pride.\I think that's the reason why she's so insistent on succeeding as a musician,\no matter what.\She has her heart set on someday reaching\the level of success Ren... Trapnest is enjoying.\Shin, do better than Ren.\Sometimes, it pains me to see her like that. response:	To be honest, I can't be sure whether or not Nana
context: she chose to protect her pride.\I think that's the reason why she's so insistent on succeeding as a musician,\no matter what.\She has her heart set on someday reaching\the level of success Ren... Trapnest is enjoying.\Shin, do better than Ren.\Sometimes, it pains me to see her like that.\To be honest, I can't be sure whether or not Nana response:	still has feelings for Ren, but both Yasu and I feel awkward
context: I think that's the reason why she's so insistent on succeeding as a musician,\no matter what.\She has her heart set on someday reaching\the level of success Ren... Trapnest is enjoying.\Shin, do better than Ren.\Sometimes, it pains me to see her like that.\To be honest, I can't be sure whether or not Nana\still has feelings for Ren, but both Yasu and I feel awkward response:	talking about Ren in front of her.
context: no matter what.\She has her heart set on someday reaching\the level of success Ren... Trapnest is enjoying.\Shin, do better than Ren.\Sometimes, it pains me to see her like that.\To be honest, I can't be sure whether or not Nana\still has feelings for Ren, but both Yasu and I feel awkward\talking about Ren in front of her. response:	We weren't necessarily keeping it a secret from you.
context: She has her heart set on someday reaching\the level of success Ren... Trapnest is enjoying.\Shin, do better than Ren.\Sometimes, it pains me to see her like that.\To be honest, I can't be sure whether or not Nana\still has feelings for Ren, but both Yasu and I feel awkward\talking about Ren in front of her.\We weren't necessarily keeping it a secret from you. response:	So both of you, there's no need
context: the level of success Ren... Trapnest is enjoying.\Shin, do better than Ren.\Sometimes, it pains me to see her like that.\To be honest, I can't be sure whether or not Nana\still has feelings for Ren, but both Yasu and I feel awkward\talking about Ren in front of her.\We weren't necessarily keeping it a secret from you.\So both of you, there's no need response:	for you to act like you don't know anything,
context: Shin, do better than Ren.\Sometimes, it pains me to see her like that.\To be honest, I can't be sure whether or not Nana\still has feelings for Ren, but both Yasu and I feel awkward\talking about Ren in front of her.\We weren't necessarily keeping it a secret from you.\So both of you, there's no need\for you to act like you don't know anything, response:	but I don't want you asking her about this just to satisfy your curiosity.
context: Sometimes, it pains me to see her like that.\To be honest, I can't be sure whether or not Nana\still has feelings for Ren, but both Yasu and I feel awkward\talking about Ren in front of her.\We weren't necessarily keeping it a secret from you.\So both of you, there's no need\for you to act like you don't know anything,\but I don't want you asking her about this just to satisfy your curiosity. response:	I understand. But I must've mentioned Ren many times in front on Nana.
context: To be honest, I can't be sure whether or not Nana\still has feelings for Ren, but both Yasu and I feel awkward\talking about Ren in front of her.\We weren't necessarily keeping it a secret from you.\So both of you, there's no need\for you to act like you don't know anything,\but I don't want you asking her about this just to satisfy your curiosity.\I understand. But I must've mentioned Ren many times in front on Nana. response:	Miss Komatsu! It's already 3 o'clock!
context: still has feelings for Ren, but both Yasu and I feel awkward\talking about Ren in front of her.\We weren't necessarily keeping it a secret from you.\So both of you, there's no need\for you to act like you don't know anything,\but I don't want you asking her about this just to satisfy your curiosity.\I understand. But I must've mentioned Ren many times in front on Nana.\Miss Komatsu! It's already 3 o'clock! response:	- Then I was hurting Nana's pride - How far did you go for lunch?!
context: talking about Ren in front of her.\We weren't necessarily keeping it a secret from you.\So both of you, there's no need\for you to act like you don't know anything,\but I don't want you asking her about this just to satisfy your curiosity.\I understand. But I must've mentioned Ren many times in front on Nana.\Miss Komatsu! It's already 3 o'clock!\- Then I was hurting Nana's pride - How far did you go for lunch?! response:	- every time I mentioned Trapnest. - My goodness!
context: We weren't necessarily keeping it a secret from you.\So both of you, there's no need\for you to act like you don't know anything,\but I don't want you asking her about this just to satisfy your curiosity.\I understand. But I must've mentioned Ren many times in front on Nana.\Miss Komatsu! It's already 3 o'clock!\- Then I was hurting Nana's pride - How far did you go for lunch?!\- every time I mentioned Trapnest. - My goodness! response:	- Although I knew nothing about this, - Your stance toward your work
context: So both of you, there's no need\for you to act like you don't know anything,\but I don't want you asking her about this just to satisfy your curiosity.\I understand. But I must've mentioned Ren many times in front on Nana.\Miss Komatsu! It's already 3 o'clock!\- Then I was hurting Nana's pride - How far did you go for lunch?!\- every time I mentioned Trapnest. - My goodness!\- Although I knew nothing about this, - Your stance toward your work response:	- I feel bad about it. - is not right! You're practically
context: for you to act like you don't know anything,\but I don't want you asking her about this just to satisfy your curiosity.\I understand. But I must've mentioned Ren many times in front on Nana.\Miss Komatsu! It's already 3 o'clock!\- Then I was hurting Nana's pride - How far did you go for lunch?!\- every time I mentioned Trapnest. - My goodness!\- Although I knew nothing about this, - Your stance toward your work\- I feel bad about it. - is not right! You're practically response:	- I'm gonna stop asking her - stealing your salary
context: but I don't want you asking her about this just to satisfy your curiosity.\I understand. But I must've mentioned Ren many times in front on Nana.\Miss Komatsu! It's already 3 o'clock!\- Then I was hurting Nana's pride - How far did you go for lunch?!\- every time I mentioned Trapnest. - My goodness!\- Although I knew nothing about this, - Your stance toward your work\- I feel bad about it. - is not right! You're practically\- I'm gonna stop asking her - stealing your salary response:	- to come to the live concert with me. - from the company! Excuse me!
context: I understand. But I must've mentioned Ren many times in front on Nana.\Miss Komatsu! It's already 3 o'clock!\- Then I was hurting Nana's pride - How far did you go for lunch?!\- every time I mentioned Trapnest. - My goodness!\- Although I knew nothing about this, - Your stance toward your work\- I feel bad about it. - is not right! You're practically\- I'm gonna stop asking her - stealing your salary\- to come to the live concert with me. - from the company! Excuse me! response:	- Naturally, she won't wanna go - Are you listening, Miss Komatsu?!
context: Miss Komatsu! It's already 3 o'clock!\- Then I was hurting Nana's pride - How far did you go for lunch?!\- every time I mentioned Trapnest. - My goodness!\- Although I knew nothing about this, - Your stance toward your work\- I feel bad about it. - is not right! You're practically\- I'm gonna stop asking her - stealing your salary\- to come to the live concert with me. - from the company! Excuse me!\- Naturally, she won't wanna go - Are you listening, Miss Komatsu?! response:	to a Trapnest live concert.
context: - Then I was hurting Nana's pride - How far did you go for lunch?!\- every time I mentioned Trapnest. - My goodness!\- Although I knew nothing about this, - Your stance toward your work\- I feel bad about it. - is not right! You're practically\- I'm gonna stop asking her - stealing your salary\- to come to the live concert with me. - from the company! Excuse me!\- Naturally, she won't wanna go - Are you listening, Miss Komatsu?!\to a Trapnest live concert. response:	It's okay as long as you're feeling remorse. I went a bit too far.
context: - every time I mentioned Trapnest. - My goodness!\- Although I knew nothing about this, - Your stance toward your work\- I feel bad about it. - is not right! You're practically\- I'm gonna stop asking her - stealing your salary\- to come to the live concert with me. - from the company! Excuse me!\- Naturally, she won't wanna go - Are you listening, Miss Komatsu?!\to a Trapnest live concert.\It's okay as long as you're feeling remorse. I went a bit too far. response:	Just be careful this doesn't happen again, okay?
context: - Although I knew nothing about this, - Your stance toward your work\- I feel bad about it. - is not right! You're practically\- I'm gonna stop asking her - stealing your salary\- to come to the live concert with me. - from the company! Excuse me!\- Naturally, she won't wanna go - Are you listening, Miss Komatsu?!\to a Trapnest live concert.\It's okay as long as you're feeling remorse. I went a bit too far.\Just be careful this doesn't happen again, okay? response:	That's right. In order not to hurt her again.
context: - I feel bad about it. - is not right! You're practically\- I'm gonna stop asking her - stealing your salary\- to come to the live concert with me. - from the company! Excuse me!\- Naturally, she won't wanna go - Are you listening, Miss Komatsu?!\to a Trapnest live concert.\It's okay as long as you're feeling remorse. I went a bit too far.\Just be careful this doesn't happen again, okay?\That's right. In order not to hurt her again. response:	I'll cautiously but casually bring the subject of Ren up.
context: - I'm gonna stop asking her - stealing your salary\- to come to the live concert with me. - from the company! Excuse me!\- Naturally, she won't wanna go - Are you listening, Miss Komatsu?!\to a Trapnest live concert.\It's okay as long as you're feeling remorse. I went a bit too far.\Just be careful this doesn't happen again, okay?\That's right. In order not to hurt her again.\I'll cautiously but casually bring the subject of Ren up. response:	Did Yasu come?
context: - to come to the live concert with me. - from the company! Excuse me!\- Naturally, she won't wanna go - Are you listening, Miss Komatsu?!\to a Trapnest live concert.\It's okay as long as you're feeling remorse. I went a bit too far.\Just be careful this doesn't happen again, okay?\That's right. In order not to hurt her again.\I'll cautiously but casually bring the subject of Ren up.\Did Yasu come? response:	Huh?
context: - Naturally, she won't wanna go - Are you listening, Miss Komatsu?!\to a Trapnest live concert.\It's okay as long as you're feeling remorse. I went a bit too far.\Just be careful this doesn't happen again, okay?\That's right. In order not to hurt her again.\I'll cautiously but casually bring the subject of Ren up.\Did Yasu come?\Huh? response:	This is Yasu's, right? There's no other guy who would
context: to a Trapnest live concert.\It's okay as long as you're feeling remorse. I went a bit too far.\Just be careful this doesn't happen again, okay?\That's right. In order not to hurt her again.\I'll cautiously but casually bring the subject of Ren up.\Did Yasu come?\Huh?\This is Yasu's, right? There's no other guy who would response:	smoke those odd cigarettes with that distinctive smell.
context: It's okay as long as you're feeling remorse. I went a bit too far.\Just be careful this doesn't happen again, okay?\That's right. In order not to hurt her again.\I'll cautiously but casually bring the subject of Ren up.\Did Yasu come?\Huh?\This is Yasu's, right? There's no other guy who would\smoke those odd cigarettes with that distinctive smell. response:	So they do have a distinctive smell?
context: Just be careful this doesn't happen again, okay?\That's right. In order not to hurt her again.\I'll cautiously but casually bring the subject of Ren up.\Did Yasu come?\Huh?\This is Yasu's, right? There's no other guy who would\smoke those odd cigarettes with that distinctive smell.\So they do have a distinctive smell? response:	I always thought it had a nice, sweet scent.
context: That's right. In order not to hurt her again.\I'll cautiously but casually bring the subject of Ren up.\Did Yasu come?\Huh?\This is Yasu's, right? There's no other guy who would\smoke those odd cigarettes with that distinctive smell.\So they do have a distinctive smell?\I always thought it had a nice, sweet scent. response:	Really?
context: I'll cautiously but casually bring the subject of Ren up.\Did Yasu come?\Huh?\This is Yasu's, right? There's no other guy who would\smoke those odd cigarettes with that distinctive smell.\So they do have a distinctive smell?\I always thought it had a nice, sweet scent.\Really? response:	But these aren't Yasu's. They're Shin's.
context: Did Yasu come?\Huh?\This is Yasu's, right? There's no other guy who would\smoke those odd cigarettes with that distinctive smell.\So they do have a distinctive smell?\I always thought it had a nice, sweet scent.\Really?\But these aren't Yasu's. They're Shin's. response:	I confiscated them from him.
context: Huh?\This is Yasu's, right? There's no other guy who would\smoke those odd cigarettes with that distinctive smell.\So they do have a distinctive smell?\I always thought it had a nice, sweet scent.\Really?\But these aren't Yasu's. They're Shin's.\I confiscated them from him. response:	Huh? What is it with Shin?
context: This is Yasu's, right? There's no other guy who would\smoke those odd cigarettes with that distinctive smell.\So they do have a distinctive smell?\I always thought it had a nice, sweet scent.\Really?\But these aren't Yasu's. They're Shin's.\I confiscated them from him.\Huh? What is it with Shin? response:	There's no sense in me holding onto them,
