context: Sir Villar. response:	Duke Theo Cornaro...
context: In their eyes, we might just be a bunch of traitors.\As far as that goes, we'll have to believe in Sir Alexis.\After all this distressing news, the Earl of Jalucia must be despondent.\Since you're his friend, Sir Theo,\please do what you can to cheer him up!\Cheer him up?\With the Earl of Le Couleurs dead,\only Sir Alexis can save the Union from this crisis now. response:	If he should rise up, the other Lords are sure to follow.
context: As far as that goes, we'll have to believe in Sir Alexis.\After all this distressing news, the Earl of Jalucia must be despondent.\Since you're his friend, Sir Theo,\please do what you can to cheer him up!\Cheer him up?\With the Earl of Le Couleurs dead,\only Sir Alexis can save the Union from this crisis now.\If he should rise up, the other Lords are sure to follow. response:	Are those...
context: After all this distressing news, the Earl of Jalucia must be despondent.\Since you're his friend, Sir Theo,\please do what you can to cheer him up!\Cheer him up?\With the Earl of Le Couleurs dead,\only Sir Alexis can save the Union from this crisis now.\If he should rise up, the other Lords are sure to follow.\Are those... response:	I think they were included in the reward for attaining the rank of viscount.
context: Since you're his friend, Sir Theo,\please do what you can to cheer him up!\Cheer him up?\With the Earl of Le Couleurs dead,\only Sir Alexis can save the Union from this crisis now.\If he should rise up, the other Lords are sure to follow.\Are those...\I think they were included in the reward for attaining the rank of viscount. response:	I hear that the previous archduke used his surplus court ranks to procure them.
context: please do what you can to cheer him up!\Cheer him up?\With the Earl of Le Couleurs dead,\only Sir Alexis can save the Union from this crisis now.\If he should rise up, the other Lords are sure to follow.\Are those...\I think they were included in the reward for attaining the rank of viscount.\I hear that the previous archduke used his surplus court ranks to procure them. response:	But apparently they're slow in the water, and have no practical use to speak of.
context: Cheer him up?\With the Earl of Le Couleurs dead,\only Sir Alexis can save the Union from this crisis now.\If he should rise up, the other Lords are sure to follow.\Are those...\I think they were included in the reward for attaining the rank of viscount.\I hear that the previous archduke used his surplus court ranks to procure them.\But apparently they're slow in the water, and have no practical use to speak of. response:	Since they're warships unable to fight the enemy,
context: With the Earl of Le Couleurs dead,\only Sir Alexis can save the Union from this crisis now.\If he should rise up, the other Lords are sure to follow.\Are those...\I think they were included in the reward for attaining the rank of viscount.\I hear that the previous archduke used his surplus court ranks to procure them.\But apparently they're slow in the water, and have no practical use to speak of.\Since they're warships unable to fight the enemy, response:	the locals call them peace ships.
context: only Sir Alexis can save the Union from this crisis now.\If he should rise up, the other Lords are sure to follow.\Are those...\I think they were included in the reward for attaining the rank of viscount.\I hear that the previous archduke used his surplus court ranks to procure them.\But apparently they're slow in the water, and have no practical use to speak of.\Since they're warships unable to fight the enemy,\the locals call them peace ships. response:	Though they do look intimidating beyond belief.
context: If he should rise up, the other Lords are sure to follow.\Are those...\I think they were included in the reward for attaining the rank of viscount.\I hear that the previous archduke used his surplus court ranks to procure them.\But apparently they're slow in the water, and have no practical use to speak of.\Since they're warships unable to fight the enemy,\the locals call them peace ships.\Though they do look intimidating beyond belief. response:	Pardon me.
context: Are those...\I think they were included in the reward for attaining the rank of viscount.\I hear that the previous archduke used his surplus court ranks to procure them.\But apparently they're slow in the water, and have no practical use to speak of.\Since they're warships unable to fight the enemy,\the locals call them peace ships.\Though they do look intimidating beyond belief.\Pardon me. response:	Sir Alexis says that he will be delighted to see you.
context: I think they were included in the reward for attaining the rank of viscount.\I hear that the previous archduke used his surplus court ranks to procure them.\But apparently they're slow in the water, and have no practical use to speak of.\Since they're warships unable to fight the enemy,\the locals call them peace ships.\Though they do look intimidating beyond belief.\Pardon me.\Sir Alexis says that he will be delighted to see you. response:	Thank goodness.
context: I hear that the previous archduke used his surplus court ranks to procure them.\But apparently they're slow in the water, and have no practical use to speak of.\Since they're warships unable to fight the enemy,\the locals call them peace ships.\Though they do look intimidating beyond belief.\Pardon me.\Sir Alexis says that he will be delighted to see you.\Thank goodness. response:	I've heard the rumors about your achievements!
context: But apparently they're slow in the water, and have no practical use to speak of.\Since they're warships unable to fight the enemy,\the locals call them peace ships.\Though they do look intimidating beyond belief.\Pardon me.\Sir Alexis says that he will be delighted to see you.\Thank goodness.\I've heard the rumors about your achievements! response:	It was like hearing the legend of the First Lord, Leon!
context: Since they're warships unable to fight the enemy,\the locals call them peace ships.\Though they do look intimidating beyond belief.\Pardon me.\Sir Alexis says that he will be delighted to see you.\Thank goodness.\I've heard the rumors about your achievements!\It was like hearing the legend of the First Lord, Leon! response:	I owe it all to my comrades,
context: the locals call them peace ships.\Though they do look intimidating beyond belief.\Pardon me.\Sir Alexis says that he will be delighted to see you.\Thank goodness.\I've heard the rumors about your achievements!\It was like hearing the legend of the First Lord, Leon!\I owe it all to my comrades, response:	starting with Siluca here.
context: Though they do look intimidating beyond belief.\Pardon me.\Sir Alexis says that he will be delighted to see you.\Thank goodness.\I've heard the rumors about your achievements!\It was like hearing the legend of the First Lord, Leon!\I owe it all to my comrades,\starting with Siluca here. response:	I hear you've been named leader of the Altirk Treaty.
context: Pardon me.\Sir Alexis says that he will be delighted to see you.\Thank goodness.\I've heard the rumors about your achievements!\It was like hearing the legend of the First Lord, Leon!\I owe it all to my comrades,\starting with Siluca here.\I hear you've been named leader of the Altirk Treaty. response:	Yes.
context: Sir Alexis says that he will be delighted to see you.\Thank goodness.\I've heard the rumors about your achievements!\It was like hearing the legend of the First Lord, Leon!\I owe it all to my comrades,\starting with Siluca here.\I hear you've been named leader of the Altirk Treaty.\Yes. response:	And you've broken away from the Union.
context: Thank goodness.\I've heard the rumors about your achievements!\It was like hearing the legend of the First Lord, Leon!\I owe it all to my comrades,\starting with Siluca here.\I hear you've been named leader of the Altirk Treaty.\Yes.\And you've broken away from the Union. response:	Is there any way that you'd reconsider?
context: I've heard the rumors about your achievements!\It was like hearing the legend of the First Lord, Leon!\I owe it all to my comrades,\starting with Siluca here.\I hear you've been named leader of the Altirk Treaty.\Yes.\And you've broken away from the Union.\Is there any way that you'd reconsider? response:	Because there's no one I can rely on but you.
context: It was like hearing the legend of the First Lord, Leon!\I owe it all to my comrades,\starting with Siluca here.\I hear you've been named leader of the Altirk Treaty.\Yes.\And you've broken away from the Union.\Is there any way that you'd reconsider?\Because there's no one I can rely on but you. response:	In fact, I even wish you'd take over as leader of the Union.
context: I owe it all to my comrades,\starting with Siluca here.\I hear you've been named leader of the Altirk Treaty.\Yes.\And you've broken away from the Union.\Is there any way that you'd reconsider?\Because there's no one I can rely on but you.\In fact, I even wish you'd take over as leader of the Union. response:	I cannot accept.
context: starting with Siluca here.\I hear you've been named leader of the Altirk Treaty.\Yes.\And you've broken away from the Union.\Is there any way that you'd reconsider?\Because there's no one I can rely on but you.\In fact, I even wish you'd take over as leader of the Union.\I cannot accept. response:	Because what I want is for the Union and Alliance to reconcile.
context: I hear you've been named leader of the Altirk Treaty.\Yes.\And you've broken away from the Union.\Is there any way that you'd reconsider?\Because there's no one I can rely on but you.\In fact, I even wish you'd take over as leader of the Union.\I cannot accept.\Because what I want is for the Union and Alliance to reconcile. response:	Reconcile?
context: Yes.\And you've broken away from the Union.\Is there any way that you'd reconsider?\Because there's no one I can rely on but you.\In fact, I even wish you'd take over as leader of the Union.\I cannot accept.\Because what I want is for the Union and Alliance to reconcile.\Reconcile? response:	If I hadn't been so insistent about reconciling,
context: And you've broken away from the Union.\Is there any way that you'd reconsider?\Because there's no one I can rely on but you.\In fact, I even wish you'd take over as leader of the Union.\I cannot accept.\Because what I want is for the Union and Alliance to reconcile.\Reconcile?\If I hadn't been so insistent about reconciling, response:	we wouldn't have lost the Earl of Altirk.
context: Is there any way that you'd reconsider?\Because there's no one I can rely on but you.\In fact, I even wish you'd take over as leader of the Union.\I cannot accept.\Because what I want is for the Union and Alliance to reconcile.\Reconcile?\If I hadn't been so insistent about reconciling,\we wouldn't have lost the Earl of Altirk. response:	That day, if only I'd chosen to go to war against the Alliance,
context: Because there's no one I can rely on but you.\In fact, I even wish you'd take over as leader of the Union.\I cannot accept.\Because what I want is for the Union and Alliance to reconcile.\Reconcile?\If I hadn't been so insistent about reconciling,\we wouldn't have lost the Earl of Altirk.\That day, if only I'd chosen to go to war against the Alliance, response:	the Union wouldn't be in this position now.
context: In fact, I even wish you'd take over as leader of the Union.\I cannot accept.\Because what I want is for the Union and Alliance to reconcile.\Reconcile?\If I hadn't been so insistent about reconciling,\we wouldn't have lost the Earl of Altirk.\That day, if only I'd chosen to go to war against the Alliance,\the Union wouldn't be in this position now. response:	That might be true.
context: I cannot accept.\Because what I want is for the Union and Alliance to reconcile.\Reconcile?\If I hadn't been so insistent about reconciling,\we wouldn't have lost the Earl of Altirk.\That day, if only I'd chosen to go to war against the Alliance,\the Union wouldn't be in this position now.\That might be true. response:	But surely you've lost something even more precious, Sir Alexis.
context: Because what I want is for the Union and Alliance to reconcile.\Reconcile?\If I hadn't been so insistent about reconciling,\we wouldn't have lost the Earl of Altirk.\That day, if only I'd chosen to go to war against the Alliance,\the Union wouldn't be in this position now.\That might be true.\But surely you've lost something even more precious, Sir Alexis. response:	Marrine...
context: Reconcile?\If I hadn't been so insistent about reconciling,\we wouldn't have lost the Earl of Altirk.\That day, if only I'd chosen to go to war against the Alliance,\the Union wouldn't be in this position now.\That might be true.\But surely you've lost something even more precious, Sir Alexis.\Marrine... response:	Even if the Union ends up defeating the Alliance,
context: If I hadn't been so insistent about reconciling,\we wouldn't have lost the Earl of Altirk.\That day, if only I'd chosen to go to war against the Alliance,\the Union wouldn't be in this position now.\That might be true.\But surely you've lost something even more precious, Sir Alexis.\Marrine...\Even if the Union ends up defeating the Alliance, response:	I'm sure a world without Lady Marrine would hold no purpose for you.
context: we wouldn't have lost the Earl of Altirk.\That day, if only I'd chosen to go to war against the Alliance,\the Union wouldn't be in this position now.\That might be true.\But surely you've lost something even more precious, Sir Alexis.\Marrine...\Even if the Union ends up defeating the Alliance,\I'm sure a world without Lady Marrine would hold no purpose for you. response:	That's true for me.
context: That day, if only I'd chosen to go to war against the Alliance,\the Union wouldn't be in this position now.\That might be true.\But surely you've lost something even more precious, Sir Alexis.\Marrine...\Even if the Union ends up defeating the Alliance,\I'm sure a world without Lady Marrine would hold no purpose for you.\That's true for me. response:	That's why I sought peace with the Union.
context: the Union wouldn't be in this position now.\That might be true.\But surely you've lost something even more precious, Sir Alexis.\Marrine...\Even if the Union ends up defeating the Alliance,\I'm sure a world without Lady Marrine would hold no purpose for you.\That's true for me.\That's why I sought peace with the Union. response:	But it was different for Marrine.
context: That might be true.\But surely you've lost something even more precious, Sir Alexis.\Marrine...\Even if the Union ends up defeating the Alliance,\I'm sure a world without Lady Marrine would hold no purpose for you.\That's true for me.\That's why I sought peace with the Union.\But it was different for Marrine. response:	That's because Lady Marrine believes she must create the Emperor's Holy Crest
context: But surely you've lost something even more precious, Sir Alexis.\Marrine...\Even if the Union ends up defeating the Alliance,\I'm sure a world without Lady Marrine would hold no purpose for you.\That's true for me.\That's why I sought peace with the Union.\But it was different for Marrine.\That's because Lady Marrine believes she must create the Emperor's Holy Crest response:	by unifying the Crests through military might.
context: Marrine...\Even if the Union ends up defeating the Alliance,\I'm sure a world without Lady Marrine would hold no purpose for you.\That's true for me.\That's why I sought peace with the Union.\But it was different for Marrine.\That's because Lady Marrine believes she must create the Emperor's Holy Crest\by unifying the Crests through military might. response:	Despite the fact that the Crests would've been unified eventually
context: Even if the Union ends up defeating the Alliance,\I'm sure a world without Lady Marrine would hold no purpose for you.\That's true for me.\That's why I sought peace with the Union.\But it was different for Marrine.\That's because Lady Marrine believes she must create the Emperor's Holy Crest\by unifying the Crests through military might.\Despite the fact that the Crests would've been unified eventually response:	if she and I had married?
context: I'm sure a world without Lady Marrine would hold no purpose for you.\That's true for me.\That's why I sought peace with the Union.\But it was different for Marrine.\That's because Lady Marrine believes she must create the Emperor's Holy Crest\by unifying the Crests through military might.\Despite the fact that the Crests would've been unified eventually\if she and I had married? response:	Because there are people who don't want that to happen.
context: That's true for me.\That's why I sought peace with the Union.\But it was different for Marrine.\That's because Lady Marrine believes she must create the Emperor's Holy Crest\by unifying the Crests through military might.\Despite the fact that the Crests would've been unified eventually\if she and I had married?\Because there are people who don't want that to happen. response:	That's what triggered that tragedy.
context: That's why I sought peace with the Union.\But it was different for Marrine.\That's because Lady Marrine believes she must create the Emperor's Holy Crest\by unifying the Crests through military might.\Despite the fact that the Crests would've been unified eventually\if she and I had married?\Because there are people who don't want that to happen.\That's what triggered that tragedy. response:	Right.
context: But it was different for Marrine.\That's because Lady Marrine believes she must create the Emperor's Holy Crest\by unifying the Crests through military might.\Despite the fact that the Crests would've been unified eventually\if she and I had married?\Because there are people who don't want that to happen.\That's what triggered that tragedy.\Right. response:	Everything changed after that day.
context: That's because Lady Marrine believes she must create the Emperor's Holy Crest\by unifying the Crests through military might.\Despite the fact that the Crests would've been unified eventually\if she and I had married?\Because there are people who don't want that to happen.\That's what triggered that tragedy.\Right.\Everything changed after that day. response:	And so I want to negate that tragedy!
context: by unifying the Crests through military might.\Despite the fact that the Crests would've been unified eventually\if she and I had married?\Because there are people who don't want that to happen.\That's what triggered that tragedy.\Right.\Everything changed after that day.\And so I want to negate that tragedy! response:	I want to restore the world that existed before that incident!
context: Despite the fact that the Crests would've been unified eventually\if she and I had married?\Because there are people who don't want that to happen.\That's what triggered that tragedy.\Right.\Everything changed after that day.\And so I want to negate that tragedy!\I want to restore the world that existed before that incident! response:	Needless to say, that's what I wish for, as well.
context: if she and I had married?\Because there are people who don't want that to happen.\That's what triggered that tragedy.\Right.\Everything changed after that day.\And so I want to negate that tragedy!\I want to restore the world that existed before that incident!\Needless to say, that's what I wish for, as well. response:	But I no longer feel that it's possible.
context: Because there are people who don't want that to happen.\That's what triggered that tragedy.\Right.\Everything changed after that day.\And so I want to negate that tragedy!\I want to restore the world that existed before that incident!\Needless to say, that's what I wish for, as well.\But I no longer feel that it's possible. response:	It is possible!
context: That's what triggered that tragedy.\Right.\Everything changed after that day.\And so I want to negate that tragedy!\I want to restore the world that existed before that incident!\Needless to say, that's what I wish for, as well.\But I no longer feel that it's possible.\It is possible! response:	We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.
context: Right.\Everything changed after that day.\And so I want to negate that tragedy!\I want to restore the world that existed before that incident!\Needless to say, that's what I wish for, as well.\But I no longer feel that it's possible.\It is possible!\We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen. response:	The Union isn't capable of...
context: Everything changed after that day.\And so I want to negate that tragedy!\I want to restore the world that existed before that incident!\Needless to say, that's what I wish for, as well.\But I no longer feel that it's possible.\It is possible!\We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.\The Union isn't capable of... response:	Yes, it is!
context: And so I want to negate that tragedy!\I want to restore the world that existed before that incident!\Needless to say, that's what I wish for, as well.\But I no longer feel that it's possible.\It is possible!\We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.\The Union isn't capable of...\Yes, it is! response:	The Union nations are all affluent, and since they haven't been at war,
context: I want to restore the world that existed before that incident!\Needless to say, that's what I wish for, as well.\But I no longer feel that it's possible.\It is possible!\We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.\The Union isn't capable of...\Yes, it is!\The Union nations are all affluent, and since they haven't been at war, response:	their human resources haven't been depleted.
context: Needless to say, that's what I wish for, as well.\But I no longer feel that it's possible.\It is possible!\We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.\The Union isn't capable of...\Yes, it is!\The Union nations are all affluent, and since they haven't been at war,\their human resources haven't been depleted. response:	The Alliance is surely suffering the effects of having fought in consecutive battles.
context: But I no longer feel that it's possible.\It is possible!\We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.\The Union isn't capable of...\Yes, it is!\The Union nations are all affluent, and since they haven't been at war,\their human resources haven't been depleted.\The Alliance is surely suffering the effects of having fought in consecutive battles. response:	If you were to rise up, Sir Alexis, I'm sure...
context: It is possible!\We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.\The Union isn't capable of...\Yes, it is!\The Union nations are all affluent, and since they haven't been at war,\their human resources haven't been depleted.\The Alliance is surely suffering the effects of having fought in consecutive battles.\If you were to rise up, Sir Alexis, I'm sure... response:	I can't do it.
context: We need the Union, the Alliance, and the Treaty to strike a military balance for that to happen.\The Union isn't capable of...\Yes, it is!\The Union nations are all affluent, and since they haven't been at war,\their human resources haven't been depleted.\The Alliance is surely suffering the effects of having fought in consecutive battles.\If you were to rise up, Sir Alexis, I'm sure...\I can't do it. response:	Even to save Lady Marrine?
context: The Union isn't capable of...\Yes, it is!\The Union nations are all affluent, and since they haven't been at war,\their human resources haven't been depleted.\The Alliance is surely suffering the effects of having fought in consecutive battles.\If you were to rise up, Sir Alexis, I'm sure...\I can't do it.\Even to save Lady Marrine? response:	Save her?
context: Yes, it is!\The Union nations are all affluent, and since they haven't been at war,\their human resources haven't been depleted.\The Alliance is surely suffering the effects of having fought in consecutive battles.\If you were to rise up, Sir Alexis, I'm sure...\I can't do it.\Even to save Lady Marrine?\Save her? response:	What do you mean by that?
context: The Union nations are all affluent, and since they haven't been at war,\their human resources haven't been depleted.\The Alliance is surely suffering the effects of having fought in consecutive battles.\If you were to rise up, Sir Alexis, I'm sure...\I can't do it.\Even to save Lady Marrine?\Save her?\What do you mean by that? response:	Even if she unifies the Crests by military force, and becomes emperor,
context: their human resources haven't been depleted.\The Alliance is surely suffering the effects of having fought in consecutive battles.\If you were to rise up, Sir Alexis, I'm sure...\I can't do it.\Even to save Lady Marrine?\Save her?\What do you mean by that?\Even if she unifies the Crests by military force, and becomes emperor, response:	she can never be happy!
context: The Alliance is surely suffering the effects of having fought in consecutive battles.\If you were to rise up, Sir Alexis, I'm sure...\I can't do it.\Even to save Lady Marrine?\Save her?\What do you mean by that?\Even if she unifies the Crests by military force, and becomes emperor,\she can never be happy! response:	That doesn't make sense.
context: If you were to rise up, Sir Alexis, I'm sure...\I can't do it.\Even to save Lady Marrine?\Save her?\What do you mean by that?\Even if she unifies the Crests by military force, and becomes emperor,\she can never be happy!\That doesn't make sense. response:	Marrine is acting of her own volition.
context: I can't do it.\Even to save Lady Marrine?\Save her?\What do you mean by that?\Even if she unifies the Crests by military force, and becomes emperor,\she can never be happy!\That doesn't make sense.\Marrine is acting of her own volition. response:	She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!
context: Even to save Lady Marrine?\Save her?\What do you mean by that?\Even if she unifies the Crests by military force, and becomes emperor,\she can never be happy!\That doesn't make sense.\Marrine is acting of her own volition.\She is only suppressing her feelings to fulfill her duty as the leader of the Alliance! response:	But I don't find that commendable at all!
context: Save her?\What do you mean by that?\Even if she unifies the Crests by military force, and becomes emperor,\she can never be happy!\That doesn't make sense.\Marrine is acting of her own volition.\She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!\But I don't find that commendable at all! response:	Because if she's not being true to her heart, there's no point to anything she accomplishes!
context: What do you mean by that?\Even if she unifies the Crests by military force, and becomes emperor,\she can never be happy!\That doesn't make sense.\Marrine is acting of her own volition.\She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!\But I don't find that commendable at all!\Because if she's not being true to her heart, there's no point to anything she accomplishes! response:	To me, it's unforgivable that she's continuing to fight while stifling her soul!
context: Even if she unifies the Crests by military force, and becomes emperor,\she can never be happy!\That doesn't make sense.\Marrine is acting of her own volition.\She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!\But I don't find that commendable at all!\Because if she's not being true to her heart, there's no point to anything she accomplishes!\To me, it's unforgivable that she's continuing to fight while stifling her soul! response:	Despite the fact that she's in love with you!
context: she can never be happy!\That doesn't make sense.\Marrine is acting of her own volition.\She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!\But I don't find that commendable at all!\Because if she's not being true to her heart, there's no point to anything she accomplishes!\To me, it's unforgivable that she's continuing to fight while stifling her soul!\Despite the fact that she's in love with you! response:	Is that true?
context: That doesn't make sense.\Marrine is acting of her own volition.\She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!\But I don't find that commendable at all!\Because if she's not being true to her heart, there's no point to anything she accomplishes!\To me, it's unforgivable that she's continuing to fight while stifling her soul!\Despite the fact that she's in love with you!\Is that true? response:	Yes.
context: Marrine is acting of her own volition.\She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!\But I don't find that commendable at all!\Because if she's not being true to her heart, there's no point to anything she accomplishes!\To me, it's unforgivable that she's continuing to fight while stifling her soul!\Despite the fact that she's in love with you!\Is that true?\Yes. response:	Lady Marrine is still in love with you even now.
context: She is only suppressing her feelings to fulfill her duty as the leader of the Alliance!\But I don't find that commendable at all!\Because if she's not being true to her heart, there's no point to anything she accomplishes!\To me, it's unforgivable that she's continuing to fight while stifling her soul!\Despite the fact that she's in love with you!\Is that true?\Yes.\Lady Marrine is still in love with you even now. response:	There's no doubt about that.
context: But I don't find that commendable at all!\Because if she's not being true to her heart, there's no point to anything she accomplishes!\To me, it's unforgivable that she's continuing to fight while stifling her soul!\Despite the fact that she's in love with you!\Is that true?\Yes.\Lady Marrine is still in love with you even now.\There's no doubt about that. response:	There's no one who can stop Lady Marrine but you!
context: Because if she's not being true to her heart, there's no point to anything she accomplishes!\To me, it's unforgivable that she's continuing to fight while stifling her soul!\Despite the fact that she's in love with you!\Is that true?\Yes.\Lady Marrine is still in love with you even now.\There's no doubt about that.\There's no one who can stop Lady Marrine but you! response:	I've made up my mind.
context: To me, it's unforgivable that she's continuing to fight while stifling her soul!\Despite the fact that she's in love with you!\Is that true?\Yes.\Lady Marrine is still in love with you even now.\There's no doubt about that.\There's no one who can stop Lady Marrine but you!\I've made up my mind. response:	What have you decided?
context: Despite the fact that she's in love with you!\Is that true?\Yes.\Lady Marrine is still in love with you even now.\There's no doubt about that.\There's no one who can stop Lady Marrine but you!\I've made up my mind.\What have you decided? response:	I'll be your queen.
context: Is that true?\Yes.\Lady Marrine is still in love with you even now.\There's no doubt about that.\There's no one who can stop Lady Marrine but you!\I've made up my mind.\What have you decided?\I'll be your queen. response:	Sir Alexis, where are you heading?
context: Yes.\Lady Marrine is still in love with you even now.\There's no doubt about that.\There's no one who can stop Lady Marrine but you!\I've made up my mind.\What have you decided?\I'll be your queen.\Sir Alexis, where are you heading? response:	I'm setting off to attack Lord Dawson!
context: Lady Marrine is still in love with you even now.\There's no doubt about that.\There's no one who can stop Lady Marrine but you!\I've made up my mind.\What have you decided?\I'll be your queen.\Sir Alexis, where are you heading?\I'm setting off to attack Lord Dawson! response:	What did you just say?
context: There's no doubt about that.\There's no one who can stop Lady Marrine but you!\I've made up my mind.\What have you decided?\I'll be your queen.\Sir Alexis, where are you heading?\I'm setting off to attack Lord Dawson!\What did you just say? response:	Sir Alexis!
context: There's no one who can stop Lady Marrine but you!\I've made up my mind.\What have you decided?\I'll be your queen.\Sir Alexis, where are you heading?\I'm setting off to attack Lord Dawson!\What did you just say?\Sir Alexis! response:	Prepare to mobilize immediately!
context: I've made up my mind.\What have you decided?\I'll be your queen.\Sir Alexis, where are you heading?\I'm setting off to attack Lord Dawson!\What did you just say?\Sir Alexis!\Prepare to mobilize immediately! response:	Sir Alexis has decided to rise up?
context: What have you decided?\I'll be your queen.\Sir Alexis, where are you heading?\I'm setting off to attack Lord Dawson!\What did you just say?\Sir Alexis!\Prepare to mobilize immediately!\Sir Alexis has decided to rise up? response:	Kind of late in the game, but this should be interesting!
context: I'll be your queen.\Sir Alexis, where are you heading?\I'm setting off to attack Lord Dawson!\What did you just say?\Sir Alexis!\Prepare to mobilize immediately!\Sir Alexis has decided to rise up?\Kind of late in the game, but this should be interesting! response:	Come on, let's all join the rampage!
context: Sir Alexis, where are you heading?\I'm setting off to attack Lord Dawson!\What did you just say?\Sir Alexis!\Prepare to mobilize immediately!\Sir Alexis has decided to rise up?\Kind of late in the game, but this should be interesting!\Come on, let's all join the rampage! response:	Let's follow Sir Alexis's lead!
context: I'm setting off to attack Lord Dawson!\What did you just say?\Sir Alexis!\Prepare to mobilize immediately!\Sir Alexis has decided to rise up?\Kind of late in the game, but this should be interesting!\Come on, let's all join the rampage!\Let's follow Sir Alexis's lead! response:	That Earl of Le Couleurs was hardly a worthy opponent, eh?
context: What did you just say?\Sir Alexis!\Prepare to mobilize immediately!\Sir Alexis has decided to rise up?\Kind of late in the game, but this should be interesting!\Come on, let's all join the rampage!\Let's follow Sir Alexis's lead!\That Earl of Le Couleurs was hardly a worthy opponent, eh? response:	Indeed.
context: Sir Alexis!\Prepare to mobilize immediately!\Sir Alexis has decided to rise up?\Kind of late in the game, but this should be interesting!\Come on, let's all join the rampage!\Let's follow Sir Alexis's lead!\That Earl of Le Couleurs was hardly a worthy opponent, eh?\Indeed. response:	Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?
context: Prepare to mobilize immediately!\Sir Alexis has decided to rise up?\Kind of late in the game, but this should be interesting!\Come on, let's all join the rampage!\Let's follow Sir Alexis's lead!\That Earl of Le Couleurs was hardly a worthy opponent, eh?\Indeed.\Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh? response:	You're absolutely right, sir.
context: Sir Alexis has decided to rise up?\Kind of late in the game, but this should be interesting!\Come on, let's all join the rampage!\Let's follow Sir Alexis's lead!\That Earl of Le Couleurs was hardly a worthy opponent, eh?\Indeed.\Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?\You're absolutely right, sir. response:	Pardon the intrusion!
context: Kind of late in the game, but this should be interesting!\Come on, let's all join the rampage!\Let's follow Sir Alexis's lead!\That Earl of Le Couleurs was hardly a worthy opponent, eh?\Indeed.\Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?\You're absolutely right, sir.\Pardon the intrusion! response:	A massive force led by the Earl of Jalucia is advancing towards this castle right now!
context: Come on, let's all join the rampage!\Let's follow Sir Alexis's lead!\That Earl of Le Couleurs was hardly a worthy opponent, eh?\Indeed.\Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?\You're absolutely right, sir.\Pardon the intrusion!\A massive force led by the Earl of Jalucia is advancing towards this castle right now! response:	What?
context: Let's follow Sir Alexis's lead!\That Earl of Le Couleurs was hardly a worthy opponent, eh?\Indeed.\Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?\You're absolutely right, sir.\Pardon the intrusion!\A massive force led by the Earl of Jalucia is advancing towards this castle right now!\What? response:	If the Alliance were to win, and Marrine became emperor,
context: That Earl of Le Couleurs was hardly a worthy opponent, eh?\Indeed.\Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?\You're absolutely right, sir.\Pardon the intrusion!\A massive force led by the Earl of Jalucia is advancing towards this castle right now!\What?\If the Alliance were to win, and Marrine became emperor, response:	I thought the world would become a better place.
context: Indeed.\Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?\You're absolutely right, sir.\Pardon the intrusion!\A massive force led by the Earl of Jalucia is advancing towards this castle right now!\What?\If the Alliance were to win, and Marrine became emperor,\I thought the world would become a better place. response:	But if it means that she'll be hurt...
context: Even that Doucet moppet, the Union is a collection of spineless fools who lack foresight, huh?\You're absolutely right, sir.\Pardon the intrusion!\A massive force led by the Earl of Jalucia is advancing towards this castle right now!\What?\If the Alliance were to win, and Marrine became emperor,\I thought the world would become a better place.\But if it means that she'll be hurt... response:	then I'll...
context: You're absolutely right, sir.\Pardon the intrusion!\A massive force led by the Earl of Jalucia is advancing towards this castle right now!\What?\If the Alliance were to win, and Marrine became emperor,\I thought the world would become a better place.\But if it means that she'll be hurt...\then I'll... response:	LEADER
context: Pardon the intrusion!\A massive force led by the Earl of Jalucia is advancing towards this castle right now!\What?\If the Alliance were to win, and Marrine became emperor,\I thought the world would become a better place.\But if it means that she'll be hurt...\then I'll...\LEADER response:	EPISODE 19 THE AWAKENING OF A NOBLE
