context: Totsuhara University Hospital response:	As I explained just now,
context: Wow, they're really getting into it.\I like fillet cutlet sandwiches best!\See the chemistry?\No. 8, Takeshi Aiza-kun. Please get ready in the wings.\All right, then, I'm heading out.\I wish I could fire off a cool parting shot or something, but I can't think of anything.\I guess it's because...you know.\We're musicians, so everything's... response:	Oh, man, what an anticlimax.
context: I like fillet cutlet sandwiches best!\See the chemistry?\No. 8, Takeshi Aiza-kun. Please get ready in the wings.\All right, then, I'm heading out.\I wish I could fire off a cool parting shot or something, but I can't think of anything.\I guess it's because...you know.\We're musicians, so everything's...\Oh, man, what an anticlimax. response:	All my nervous energy - gone.
context: See the chemistry?\No. 8, Takeshi Aiza-kun. Please get ready in the wings.\All right, then, I'm heading out.\I wish I could fire off a cool parting shot or something, but I can't think of anything.\I guess it's because...you know.\We're musicians, so everything's...\Oh, man, what an anticlimax.\All my nervous energy - gone. response:	Now I feel like something's off. Those guys...
context: No. 8, Takeshi Aiza-kun. Please get ready in the wings.\All right, then, I'm heading out.\I wish I could fire off a cool parting shot or something, but I can't think of anything.\I guess it's because...you know.\We're musicians, so everything's...\Oh, man, what an anticlimax.\All my nervous energy - gone.\Now I feel like something's off. Those guys... response:	All right, let's go.
context: All right, then, I'm heading out.\I wish I could fire off a cool parting shot or something, but I can't think of anything.\I guess it's because...you know.\We're musicians, so everything's...\Oh, man, what an anticlimax.\All my nervous energy - gone.\Now I feel like something's off. Those guys...\All right, let's go. response:	Are you ready?
context: I wish I could fire off a cool parting shot or something, but I can't think of anything.\I guess it's because...you know.\We're musicians, so everything's...\Oh, man, what an anticlimax.\All my nervous energy - gone.\Now I feel like something's off. Those guys...\All right, let's go.\Are you ready? response:	Is your mind ready?
context: I guess it's because...you know.\We're musicians, so everything's...\Oh, man, what an anticlimax.\All my nervous energy - gone.\Now I feel like something's off. Those guys...\All right, let's go.\Are you ready?\Is your mind ready? response:	Okay, let's go!
context: We're musicians, so everything's...\Oh, man, what an anticlimax.\All my nervous energy - gone.\Now I feel like something's off. Those guys...\All right, let's go.\Are you ready?\Is your mind ready?\Okay, let's go! response:	Let's go!
context: Oh, man, what an anticlimax.\All my nervous energy - gone.\Now I feel like something's off. Those guys...\All right, let's go.\Are you ready?\Is your mind ready?\Okay, let's go!\Let's go! response:	Takeshi Aiza!
context: All my nervous energy - gone.\Now I feel like something's off. Those guys...\All right, let's go.\Are you ready?\Is your mind ready?\Okay, let's go!\Let's go!\Takeshi Aiza! response:	This is the stage where I'm parting ways with you.
context: Now I feel like something's off. Those guys...\All right, let's go.\Are you ready?\Is your mind ready?\Okay, let's go!\Let's go!\Takeshi Aiza!\This is the stage where I'm parting ways with you. response:	Konnyaku?
context: All right, let's go.\Are you ready?\Is your mind ready?\Okay, let's go!\Let's go!\Takeshi Aiza!\This is the stage where I'm parting ways with you.\Konnyaku? response:	Next I'm gonna get Class Elephant!
context: Are you ready?\Is your mind ready?\Okay, let's go!\Let's go!\Takeshi Aiza!\This is the stage where I'm parting ways with you.\Konnyaku?\Next I'm gonna get Class Elephant! response:	I'm Take-chan of Class Giraffe!
context: Is your mind ready?\Okay, let's go!\Let's go!\Takeshi Aiza!\This is the stage where I'm parting ways with you.\Konnyaku?\Next I'm gonna get Class Elephant!\I'm Take-chan of Class Giraffe! response:	My mother, who grew pessimistic about my future and the Aiza family's reputation,
context: Okay, let's go!\Let's go!\Takeshi Aiza!\This is the stage where I'm parting ways with you.\Konnyaku?\Next I'm gonna get Class Elephant!\I'm Take-chan of Class Giraffe!\My mother, who grew pessimistic about my future and the Aiza family's reputation, response:	Take that!
context: Let's go!\Takeshi Aiza!\This is the stage where I'm parting ways with you.\Konnyaku?\Next I'm gonna get Class Elephant!\I'm Take-chan of Class Giraffe!\My mother, who grew pessimistic about my future and the Aiza family's reputation,\Take that! response:	made me take all kinds of lessons.
context: Takeshi Aiza!\This is the stage where I'm parting ways with you.\Konnyaku?\Next I'm gonna get Class Elephant!\I'm Take-chan of Class Giraffe!\My mother, who grew pessimistic about my future and the Aiza family's reputation,\Take that!\made me take all kinds of lessons. response:	One of them was...
context: This is the stage where I'm parting ways with you.\Konnyaku?\Next I'm gonna get Class Elephant!\I'm Take-chan of Class Giraffe!\My mother, who grew pessimistic about my future and the Aiza family's reputation,\Take that!\made me take all kinds of lessons.\One of them was... response:	Wow!
context: Konnyaku?\Next I'm gonna get Class Elephant!\I'm Take-chan of Class Giraffe!\My mother, who grew pessimistic about my future and the Aiza family's reputation,\Take that!\made me take all kinds of lessons.\One of them was...\Wow! response:	Piano.
context: Next I'm gonna get Class Elephant!\I'm Take-chan of Class Giraffe!\My mother, who grew pessimistic about my future and the Aiza family's reputation,\Take that!\made me take all kinds of lessons.\One of them was...\Wow!\Piano. response:	You should have him learn from someone who's more of an expert.
context: I'm Take-chan of Class Giraffe!\My mother, who grew pessimistic about my future and the Aiza family's reputation,\Take that!\made me take all kinds of lessons.\One of them was...\Wow!\Piano.\You should have him learn from someone who's more of an expert. response:	If I win, I get a chogokin robot.
context: My mother, who grew pessimistic about my future and the Aiza family's reputation,\Take that!\made me take all kinds of lessons.\One of them was...\Wow!\Piano.\You should have him learn from someone who's more of an expert.\If I win, I get a chogokin robot. response:	Piano's a breeze!
context: Take that!\made me take all kinds of lessons.\One of them was...\Wow!\Piano.\You should have him learn from someone who's more of an expert.\If I win, I get a chogokin robot.\Piano's a breeze! response:	Just watch.
context: made me take all kinds of lessons.\One of them was...\Wow!\Piano.\You should have him learn from someone who's more of an expert.\If I win, I get a chogokin robot.\Piano's a breeze!\Just watch. response:	Emi.
context: One of them was...\Wow!\Piano.\You should have him learn from someone who's more of an expert.\If I win, I get a chogokin robot.\Piano's a breeze!\Just watch.\Emi. response:	Arima.
context: Wow!\Piano.\You should have him learn from someone who's more of an expert.\If I win, I get a chogokin robot.\Piano's a breeze!\Just watch.\Emi.\Arima. response:	I'm gonna destroy you all at once!
context: Piano.\You should have him learn from someone who's more of an expert.\If I win, I get a chogokin robot.\Piano's a breeze!\Just watch.\Emi.\Arima.\I'm gonna destroy you all at once! response:	Let's go. Takeshi Aiza!
context: You should have him learn from someone who's more of an expert.\If I win, I get a chogokin robot.\Piano's a breeze!\Just watch.\Emi.\Arima.\I'm gonna destroy you all at once!\Let's go. Takeshi Aiza! response:	Chopin's Etude Op. 10, No. 12.
context: If I win, I get a chogokin robot.\Piano's a breeze!\Just watch.\Emi.\Arima.\I'm gonna destroy you all at once!\Let's go. Takeshi Aiza!\Chopin's Etude Op. 10, No. 12. response:	Go! Takeshi!
context: Piano's a breeze!\Just watch.\Emi.\Arima.\I'm gonna destroy you all at once!\Let's go. Takeshi Aiza!\Chopin's Etude Op. 10, No. 12.\Go! Takeshi! response:	Brother...
context: Just watch.\Emi.\Arima.\I'm gonna destroy you all at once!\Let's go. Takeshi Aiza!\Chopin's Etude Op. 10, No. 12.\Go! Takeshi!\Brother... response:	I'm so lame... It's humiliating.
context: Emi.\Arima.\I'm gonna destroy you all at once!\Let's go. Takeshi Aiza!\Chopin's Etude Op. 10, No. 12.\Go! Takeshi!\Brother...\I'm so lame... It's humiliating. response:	I've disappointed my audience, I've made my kid sister worry...
context: Arima.\I'm gonna destroy you all at once!\Let's go. Takeshi Aiza!\Chopin's Etude Op. 10, No. 12.\Go! Takeshi!\Brother...\I'm so lame... It's humiliating.\I've disappointed my audience, I've made my kid sister worry... response:	And my enemies are throwing me their support.
context: I'm gonna destroy you all at once!\Let's go. Takeshi Aiza!\Chopin's Etude Op. 10, No. 12.\Go! Takeshi!\Brother...\I'm so lame... It's humiliating.\I've disappointed my audience, I've made my kid sister worry...\And my enemies are throwing me their support. response:	So humiliating...
context: Let's go. Takeshi Aiza!\Chopin's Etude Op. 10, No. 12.\Go! Takeshi!\Brother...\I'm so lame... It's humiliating.\I've disappointed my audience, I've made my kid sister worry...\And my enemies are throwing me their support.\So humiliating... response:	I'm no different than I was as a kid.
context: Chopin's Etude Op. 10, No. 12.\Go! Takeshi!\Brother...\I'm so lame... It's humiliating.\I've disappointed my audience, I've made my kid sister worry...\And my enemies are throwing me their support.\So humiliating...\I'm no different than I was as a kid. response:	I lost again!
context: Go! Takeshi!\Brother...\I'm so lame... It's humiliating.\I've disappointed my audience, I've made my kid sister worry...\And my enemies are throwing me their support.\So humiliating...\I'm no different than I was as a kid.\I lost again! response:	Brother!
context: Brother...\I'm so lame... It's humiliating.\I've disappointed my audience, I've made my kid sister worry...\And my enemies are throwing me their support.\So humiliating...\I'm no different than I was as a kid.\I lost again!\Brother! response:	Darn it! How could I... Whoa!
context: I'm so lame... It's humiliating.\I've disappointed my audience, I've made my kid sister worry...\And my enemies are throwing me their support.\So humiliating...\I'm no different than I was as a kid.\I lost again!\Brother!\Darn it! How could I... Whoa! response:	How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!
context: I've disappointed my audience, I've made my kid sister worry...\And my enemies are throwing me their support.\So humiliating...\I'm no different than I was as a kid.\I lost again!\Brother!\Darn it! How could I... Whoa!\How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk! response:	Darn it...
context: And my enemies are throwing me their support.\So humiliating...\I'm no different than I was as a kid.\I lost again!\Brother!\Darn it! How could I... Whoa!\How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!\Darn it... response:	Darn it!
context: So humiliating...\I'm no different than I was as a kid.\I lost again!\Brother!\Darn it! How could I... Whoa!\How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!\Darn it...\Darn it! response:	Darn it!
context: I'm no different than I was as a kid.\I lost again!\Brother!\Darn it! How could I... Whoa!\How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!\Darn it...\Darn it!\Darn it! response:	I'm not gonna lose next time!
context: I lost again!\Brother!\Darn it! How could I... Whoa!\How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!\Darn it...\Darn it!\Darn it!\I'm not gonna lose next time! response:	Wow!
context: Brother!\Darn it! How could I... Whoa!\How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!\Darn it...\Darn it!\Darn it!\I'm not gonna lose next time!\Wow! response:	That's amazing! He raced all the way up Hyakudan Hill without stopping!
context: Darn it! How could I... Whoa!\How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!\Darn it...\Darn it!\Darn it!\I'm not gonna lose next time!\Wow!\That's amazing! He raced all the way up Hyakudan Hill without stopping! response:	He's so cool!
context: How could I lose to that cold-blooded expressionless girl and that sissy four-eyed jerk!\Darn it...\Darn it!\Darn it!\I'm not gonna lose next time!\Wow!\That's amazing! He raced all the way up Hyakudan Hill without stopping!\He's so cool! response:	Why didn't I see it before?
context: Darn it...\Darn it!\Darn it!\I'm not gonna lose next time!\Wow!\That's amazing! He raced all the way up Hyakudan Hill without stopping!\He's so cool!\Why didn't I see it before? response:	I thought I was the one who understood you better than anyone else.
context: Darn it!\Darn it!\I'm not gonna lose next time!\Wow!\That's amazing! He raced all the way up Hyakudan Hill without stopping!\He's so cool!\Why didn't I see it before?\I thought I was the one who understood you better than anyone else. response:	But when I saw you for the first time in two years...
context: Darn it!\I'm not gonna lose next time!\Wow!\That's amazing! He raced all the way up Hyakudan Hill without stopping!\He's so cool!\Why didn't I see it before?\I thought I was the one who understood you better than anyone else.\But when I saw you for the first time in two years... response:	We're still in mid-journey.
context: I'm not gonna lose next time!\Wow!\That's amazing! He raced all the way up Hyakudan Hill without stopping!\He's so cool!\Why didn't I see it before?\I thought I was the one who understood you better than anyone else.\But when I saw you for the first time in two years...\We're still in mid-journey. response:	He must've found it. A reason to play.
context: Wow!\That's amazing! He raced all the way up Hyakudan Hill without stopping!\He's so cool!\Why didn't I see it before?\I thought I was the one who understood you better than anyone else.\But when I saw you for the first time in two years...\We're still in mid-journey.\He must've found it. A reason to play. response:	If it's an ugly performance, then that's the best I can do right now.
context: That's amazing! He raced all the way up Hyakudan Hill without stopping!\He's so cool!\Why didn't I see it before?\I thought I was the one who understood you better than anyone else.\But when I saw you for the first time in two years...\We're still in mid-journey.\He must've found it. A reason to play.\If it's an ugly performance, then that's the best I can do right now. response:	I think I kind of get it now. It was always like this...
context: He's so cool!\Why didn't I see it before?\I thought I was the one who understood you better than anyone else.\But when I saw you for the first time in two years...\We're still in mid-journey.\He must've found it. A reason to play.\If it's an ugly performance, then that's the best I can do right now.\I think I kind of get it now. It was always like this... response:	You were the one who expanded my world.
context: Why didn't I see it before?\I thought I was the one who understood you better than anyone else.\But when I saw you for the first time in two years...\We're still in mid-journey.\He must've found it. A reason to play.\If it's an ugly performance, then that's the best I can do right now.\I think I kind of get it now. It was always like this...\You were the one who expanded my world. response:	I guess I never imagined that you'd show up like this.
context: I thought I was the one who understood you better than anyone else.\But when I saw you for the first time in two years...\We're still in mid-journey.\He must've found it. A reason to play.\If it's an ugly performance, then that's the best I can do right now.\I think I kind of get it now. It was always like this...\You were the one who expanded my world.\I guess I never imagined that you'd show up like this. response:	The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?
context: But when I saw you for the first time in two years...\We're still in mid-journey.\He must've found it. A reason to play.\If it's an ugly performance, then that's the best I can do right now.\I think I kind of get it now. It was always like this...\You were the one who expanded my world.\I guess I never imagined that you'd show up like this.\The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh? response:	Immerse yourself. Immerse yourself.
context: We're still in mid-journey.\He must've found it. A reason to play.\If it's an ugly performance, then that's the best I can do right now.\I think I kind of get it now. It was always like this...\You were the one who expanded my world.\I guess I never imagined that you'd show up like this.\The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?\Immerse yourself. Immerse yourself. response:	Deeper and deeper.
context: He must've found it. A reason to play.\If it's an ugly performance, then that's the best I can do right now.\I think I kind of get it now. It was always like this...\You were the one who expanded my world.\I guess I never imagined that you'd show up like this.\The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?\Immerse yourself. Immerse yourself.\Deeper and deeper. response:	Come on, Takeshi!
context: If it's an ugly performance, then that's the best I can do right now.\I think I kind of get it now. It was always like this...\You were the one who expanded my world.\I guess I never imagined that you'd show up like this.\The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?\Immerse yourself. Immerse yourself.\Deeper and deeper.\Come on, Takeshi! response:	Contrary to appearances, he wants give a solid performance.
context: I think I kind of get it now. It was always like this...\You were the one who expanded my world.\I guess I never imagined that you'd show up like this.\The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?\Immerse yourself. Immerse yourself.\Deeper and deeper.\Come on, Takeshi!\Contrary to appearances, he wants give a solid performance. response:	Try to really understand the composer's aim.
context: You were the one who expanded my world.\I guess I never imagined that you'd show up like this.\The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?\Immerse yourself. Immerse yourself.\Deeper and deeper.\Come on, Takeshi!\Contrary to appearances, he wants give a solid performance.\Try to really understand the composer's aim. response:	Follow in your predecessors' footsteps,
context: I guess I never imagined that you'd show up like this.\The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?\Immerse yourself. Immerse yourself.\Deeper and deeper.\Come on, Takeshi!\Contrary to appearances, he wants give a solid performance.\Try to really understand the composer's aim.\Follow in your predecessors' footsteps, response:	and experience the feel of blood and sweat-soaked score sheets.
context: The scenery that I'm looking for, and the sights that you wanted to see.. They're different, huh?\Immerse yourself. Immerse yourself.\Deeper and deeper.\Come on, Takeshi!\Contrary to appearances, he wants give a solid performance.\Try to really understand the composer's aim.\Follow in your predecessors' footsteps,\and experience the feel of blood and sweat-soaked score sheets. response:	No need to become Kousei Arima.
context: Immerse yourself. Immerse yourself.\Deeper and deeper.\Come on, Takeshi!\Contrary to appearances, he wants give a solid performance.\Try to really understand the composer's aim.\Follow in your predecessors' footsteps,\and experience the feel of blood and sweat-soaked score sheets.\No need to become Kousei Arima. response:	You're the one, Takeshi Aiza, who belongs to that line of pianists.
context: Deeper and deeper.\Come on, Takeshi!\Contrary to appearances, he wants give a solid performance.\Try to really understand the composer's aim.\Follow in your predecessors' footsteps,\and experience the feel of blood and sweat-soaked score sheets.\No need to become Kousei Arima.\You're the one, Takeshi Aiza, who belongs to that line of pianists. response:	Now this is...
context: Come on, Takeshi!\Contrary to appearances, he wants give a solid performance.\Try to really understand the composer's aim.\Follow in your predecessors' footsteps,\and experience the feel of blood and sweat-soaked score sheets.\No need to become Kousei Arima.\You're the one, Takeshi Aiza, who belongs to that line of pianists.\Now this is... response:	Takeshi's piano.
context: Contrary to appearances, he wants give a solid performance.\Try to really understand the composer's aim.\Follow in your predecessors' footsteps,\and experience the feel of blood and sweat-soaked score sheets.\No need to become Kousei Arima.\You're the one, Takeshi Aiza, who belongs to that line of pianists.\Now this is...\Takeshi's piano. response:	How cheeky. Are you going to push every inch of your intent through?
context: Try to really understand the composer's aim.\Follow in your predecessors' footsteps,\and experience the feel of blood and sweat-soaked score sheets.\No need to become Kousei Arima.\You're the one, Takeshi Aiza, who belongs to that line of pianists.\Now this is...\Takeshi's piano.\How cheeky. Are you going to push every inch of your intent through? response:	Humph! You little punk with that shallow jerk on retainer...
context: Follow in your predecessors' footsteps,\and experience the feel of blood and sweat-soaked score sheets.\No need to become Kousei Arima.\You're the one, Takeshi Aiza, who belongs to that line of pianists.\Now this is...\Takeshi's piano.\How cheeky. Are you going to push every inch of your intent through?\Humph! You little punk with that shallow jerk on retainer... response:	How dare you project such sensuality?
context: and experience the feel of blood and sweat-soaked score sheets.\No need to become Kousei Arima.\You're the one, Takeshi Aiza, who belongs to that line of pianists.\Now this is...\Takeshi's piano.\How cheeky. Are you going to push every inch of your intent through?\Humph! You little punk with that shallow jerk on retainer...\How dare you project such sensuality? response:	Go!
context: No need to become Kousei Arima.\You're the one, Takeshi Aiza, who belongs to that line of pianists.\Now this is...\Takeshi's piano.\How cheeky. Are you going to push every inch of your intent through?\Humph! You little punk with that shallow jerk on retainer...\How dare you project such sensuality?\Go! response:	Move forward!
context: You're the one, Takeshi Aiza, who belongs to that line of pianists.\Now this is...\Takeshi's piano.\How cheeky. Are you going to push every inch of your intent through?\Humph! You little punk with that shallow jerk on retainer...\How dare you project such sensuality?\Go!\Move forward! response:	Move forward!
context: Now this is...\Takeshi's piano.\How cheeky. Are you going to push every inch of your intent through?\Humph! You little punk with that shallow jerk on retainer...\How dare you project such sensuality?\Go!\Move forward!\Move forward! response:	It's not just allies who support each other.
context: Takeshi's piano.\How cheeky. Are you going to push every inch of your intent through?\Humph! You little punk with that shallow jerk on retainer...\How dare you project such sensuality?\Go!\Move forward!\Move forward!\It's not just allies who support each other. response:	From your enemies, you learn so much, and gain so much.
context: How cheeky. Are you going to push every inch of your intent through?\Humph! You little punk with that shallow jerk on retainer...\How dare you project such sensuality?\Go!\Move forward!\Move forward!\It's not just allies who support each other.\From your enemies, you learn so much, and gain so much. response:	Until the day you meet again...
context: Humph! You little punk with that shallow jerk on retainer...\How dare you project such sensuality?\Go!\Move forward!\Move forward!\It's not just allies who support each other.\From your enemies, you learn so much, and gain so much.\Until the day you meet again... response:	Just knowing they exist helps you to withstand the loneliness.
context: How dare you project such sensuality?\Go!\Move forward!\Move forward!\It's not just allies who support each other.\From your enemies, you learn so much, and gain so much.\Until the day you meet again...\Just knowing they exist helps you to withstand the loneliness. response:	Those who compete, even if they're enemies, help each other out.
context: Go!\Move forward!\Move forward!\It's not just allies who support each other.\From your enemies, you learn so much, and gain so much.\Until the day you meet again...\Just knowing they exist helps you to withstand the loneliness.\Those who compete, even if they're enemies, help each other out. response:	I've been waiting for this day for two years.
context: Move forward!\Move forward!\It's not just allies who support each other.\From your enemies, you learn so much, and gain so much.\Until the day you meet again...\Just knowing they exist helps you to withstand the loneliness.\Those who compete, even if they're enemies, help each other out.\I've been waiting for this day for two years. response:	I don't feel the slightest shred of boredom!
context: Move forward!\It's not just allies who support each other.\From your enemies, you learn so much, and gain so much.\Until the day you meet again...\Just knowing they exist helps you to withstand the loneliness.\Those who compete, even if they're enemies, help each other out.\I've been waiting for this day for two years.\I don't feel the slightest shred of boredom! response:	Now I can smash everything I have into something!
context: It's not just allies who support each other.\From your enemies, you learn so much, and gain so much.\Until the day you meet again...\Just knowing they exist helps you to withstand the loneliness.\Those who compete, even if they're enemies, help each other out.\I've been waiting for this day for two years.\I don't feel the slightest shred of boredom!\Now I can smash everything I have into something! response:	I'm not gonna lose next time!
context: From your enemies, you learn so much, and gain so much.\Until the day you meet again...\Just knowing they exist helps you to withstand the loneliness.\Those who compete, even if they're enemies, help each other out.\I've been waiting for this day for two years.\I don't feel the slightest shred of boredom!\Now I can smash everything I have into something!\I'm not gonna lose next time! response:	I'm gonna demolish you!
context: Until the day you meet again...\Just knowing they exist helps you to withstand the loneliness.\Those who compete, even if they're enemies, help each other out.\I've been waiting for this day for two years.\I don't feel the slightest shred of boredom!\Now I can smash everything I have into something!\I'm not gonna lose next time!\I'm gonna demolish you! response:	There are amazing guys I can crash into, with every fiber of my being!
context: Just knowing they exist helps you to withstand the loneliness.\Those who compete, even if they're enemies, help each other out.\I've been waiting for this day for two years.\I don't feel the slightest shred of boredom!\Now I can smash everything I have into something!\I'm not gonna lose next time!\I'm gonna demolish you!\There are amazing guys I can crash into, with every fiber of my being! response:	I'm so lucky.
context: Those who compete, even if they're enemies, help each other out.\I've been waiting for this day for two years.\I don't feel the slightest shred of boredom!\Now I can smash everything I have into something!\I'm not gonna lose next time!\I'm gonna demolish you!\There are amazing guys I can crash into, with every fiber of my being!\I'm so lucky. response:	Bravo!
context: I've been waiting for this day for two years.\I don't feel the slightest shred of boredom!\Now I can smash everything I have into something!\I'm not gonna lose next time!\I'm gonna demolish you!\There are amazing guys I can crash into, with every fiber of my being!\I'm so lucky.\Bravo! response:	He's back in full force!
context: I don't feel the slightest shred of boredom!\Now I can smash everything I have into something!\I'm not gonna lose next time!\I'm gonna demolish you!\There are amazing guys I can crash into, with every fiber of my being!\I'm so lucky.\Bravo!\He's back in full force! response:	Brother!
context: Now I can smash everything I have into something!\I'm not gonna lose next time!\I'm gonna demolish you!\There are amazing guys I can crash into, with every fiber of my being!\I'm so lucky.\Bravo!\He's back in full force!\Brother! response:	Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?
context: I'm not gonna lose next time!\I'm gonna demolish you!\There are amazing guys I can crash into, with every fiber of my being!\I'm so lucky.\Bravo!\He's back in full force!\Brother!\Arima-sensei's competing too, so am I supposed to cheer him on, or Brother? response:	Tragic Nagi. What a cliche!
context: I'm gonna demolish you!\There are amazing guys I can crash into, with every fiber of my being!\I'm so lucky.\Bravo!\He's back in full force!\Brother!\Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?\Tragic Nagi. What a cliche! response:	I see that a troublemaker's been awakened...
context: There are amazing guys I can crash into, with every fiber of my being!\I'm so lucky.\Bravo!\He's back in full force!\Brother!\Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?\Tragic Nagi. What a cliche!\I see that a troublemaker's been awakened... response:	Chopin just smiled...
context: I'm so lucky.\Bravo!\He's back in full force!\Brother!\Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?\Tragic Nagi. What a cliche!\I see that a troublemaker's been awakened...\Chopin just smiled... response:	Takeshi!
context: Bravo!\He's back in full force!\Brother!\Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?\Tragic Nagi. What a cliche!\I see that a troublemaker's been awakened...\Chopin just smiled...\Takeshi! response:	Um...
context: He's back in full force!\Brother!\Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?\Tragic Nagi. What a cliche!\I see that a troublemaker's been awakened...\Chopin just smiled...\Takeshi!\Um... response:	I still have one more number to play.
context: Brother!\Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?\Tragic Nagi. What a cliche!\I see that a troublemaker's been awakened...\Chopin just smiled...\Takeshi!\Um...\I still have one more number to play. response:	Good job.
context: Arima-sensei's competing too, so am I supposed to cheer him on, or Brother?\Tragic Nagi. What a cliche!\I see that a troublemaker's been awakened...\Chopin just smiled...\Takeshi!\Um...\I still have one more number to play.\Good job. response:	You were good. Especially the Chopin.
context: Tragic Nagi. What a cliche!\I see that a troublemaker's been awakened...\Chopin just smiled...\Takeshi!\Um...\I still have one more number to play.\Good job.\You were good. Especially the Chopin. response:	The second piece was really hard. What was up with that whole atmosphere?
context: I see that a troublemaker's been awakened...\Chopin just smiled...\Takeshi!\Um...\I still have one more number to play.\Good job.\You were good. Especially the Chopin.\The second piece was really hard. What was up with that whole atmosphere? response:	You created that atmosphere yourself, didn't you?
context: Chopin just smiled...\Takeshi!\Um...\I still have one more number to play.\Good job.\You were good. Especially the Chopin.\The second piece was really hard. What was up with that whole atmosphere?\You created that atmosphere yourself, didn't you? response:	You should've played the Chopin piece second.
context: Takeshi!\Um...\I still have one more number to play.\Good job.\You were good. Especially the Chopin.\The second piece was really hard. What was up with that whole atmosphere?\You created that atmosphere yourself, didn't you?\You should've played the Chopin piece second. response:	Did I reach him?
context: Um...\I still have one more number to play.\Good job.\You were good. Especially the Chopin.\The second piece was really hard. What was up with that whole atmosphere?\You created that atmosphere yourself, didn't you?\You should've played the Chopin piece second.\Did I reach him? response:	Was I able to reach him with my music?
context: I still have one more number to play.\Good job.\You were good. Especially the Chopin.\The second piece was really hard. What was up with that whole atmosphere?\You created that atmosphere yourself, didn't you?\You should've played the Chopin piece second.\Did I reach him?\Was I able to reach him with my music? response:	Like you guys?
context: Good job.\You were good. Especially the Chopin.\The second piece was really hard. What was up with that whole atmosphere?\You created that atmosphere yourself, didn't you?\You should've played the Chopin piece second.\Did I reach him?\Was I able to reach him with my music?\Like you guys? response:	Don't even think about messing up here, got that?
context: You were good. Especially the Chopin.\The second piece was really hard. What was up with that whole atmosphere?\You created that atmosphere yourself, didn't you?\You should've played the Chopin piece second.\Did I reach him?\Was I able to reach him with my music?\Like you guys?\Don't even think about messing up here, got that? response:	Cause I'm so gonna destroy you in the final round!
context: The second piece was really hard. What was up with that whole atmosphere?\You created that atmosphere yourself, didn't you?\You should've played the Chopin piece second.\Did I reach him?\Was I able to reach him with my music?\Like you guys?\Don't even think about messing up here, got that?\Cause I'm so gonna destroy you in the final round! response:	Don't make me laugh. After that shaky second piece!
context: You created that atmosphere yourself, didn't you?\You should've played the Chopin piece second.\Did I reach him?\Was I able to reach him with my music?\Like you guys?\Don't even think about messing up here, got that?\Cause I'm so gonna destroy you in the final round!\Don't make me laugh. After that shaky second piece! response:	What the...?
context: You should've played the Chopin piece second.\Did I reach him?\Was I able to reach him with my music?\Like you guys?\Don't even think about messing up here, got that?\Cause I'm so gonna destroy you in the final round!\Don't make me laugh. After that shaky second piece!\What the...? response:	You'd better dial down the bravado...
context: Did I reach him?\Was I able to reach him with my music?\Like you guys?\Don't even think about messing up here, got that?\Cause I'm so gonna destroy you in the final round!\Don't make me laugh. After that shaky second piece!\What the...?\You'd better dial down the bravado... response:	You know what they say - all bark and no bite.
context: Was I able to reach him with my music?\Like you guys?\Don't even think about messing up here, got that?\Cause I'm so gonna destroy you in the final round!\Don't make me laugh. After that shaky second piece!\What the...?\You'd better dial down the bravado...\You know what they say - all bark and no bite. response:	Dammit, both of you!
context: Like you guys?\Don't even think about messing up here, got that?\Cause I'm so gonna destroy you in the final round!\Don't make me laugh. After that shaky second piece!\What the...?\You'd better dial down the bravado...\You know what they say - all bark and no bite.\Dammit, both of you! response:	You better not have made a move on my kid sister!
context: Don't even think about messing up here, got that?\Cause I'm so gonna destroy you in the final round!\Don't make me laugh. After that shaky second piece!\What the...?\You'd better dial down the bravado...\You know what they say - all bark and no bite.\Dammit, both of you!\You better not have made a move on my kid sister! response:	Of course I haven't!
