context: I have a condition. response:	Tell me all about Nana-san.
context: They were college students.\All we did was eat and talk, though.\Why'd you go with them so willingly?\Huh? Well, you know...\Mocchan, you haven't called me at all since summer break started, so I was bored.\You never called, and whenever I called your house, you were never there.\I told you I was working over at Take's, didn't I?\Huh? I don't know about that. I don't remember hearing about that. response:	Your little sister answered the phone, and I told her to tell you.
context: All we did was eat and talk, though.\Why'd you go with them so willingly?\Huh? Well, you know...\Mocchan, you haven't called me at all since summer break started, so I was bored.\You never called, and whenever I called your house, you were never there.\I told you I was working over at Take's, didn't I?\Huh? I don't know about that. I don't remember hearing about that.\Your little sister answered the phone, and I told her to tell you. response:	What? You told Yuri? When?
context: Why'd you go with them so willingly?\Huh? Well, you know...\Mocchan, you haven't called me at all since summer break started, so I was bored.\You never called, and whenever I called your house, you were never there.\I told you I was working over at Take's, didn't I?\Huh? I don't know about that. I don't remember hearing about that.\Your little sister answered the phone, and I told her to tell you.\What? You told Yuri? When? response:	Don't go eating food some other guy buys for you!
context: Huh? Well, you know...\Mocchan, you haven't called me at all since summer break started, so I was bored.\You never called, and whenever I called your house, you were never there.\I told you I was working over at Take's, didn't I?\Huh? I don't know about that. I don't remember hearing about that.\Your little sister answered the phone, and I told her to tell you.\What? You told Yuri? When?\Don't go eating food some other guy buys for you! response:	You really are stupid, aren't you?!
context: Mocchan, you haven't called me at all since summer break started, so I was bored.\You never called, and whenever I called your house, you were never there.\I told you I was working over at Take's, didn't I?\Huh? I don't know about that. I don't remember hearing about that.\Your little sister answered the phone, and I told her to tell you.\What? You told Yuri? When?\Don't go eating food some other guy buys for you!\You really are stupid, aren't you?! response:	That's... what I said to her.
context: You never called, and whenever I called your house, you were never there.\I told you I was working over at Take's, didn't I?\Huh? I don't know about that. I don't remember hearing about that.\Your little sister answered the phone, and I told her to tell you.\What? You told Yuri? When?\Don't go eating food some other guy buys for you!\You really are stupid, aren't you?!\That's... what I said to her. response:	She got really mad.
context: I told you I was working over at Take's, didn't I?\Huh? I don't know about that. I don't remember hearing about that.\Your little sister answered the phone, and I told her to tell you.\What? You told Yuri? When?\Don't go eating food some other guy buys for you!\You really are stupid, aren't you?!\That's... what I said to her.\She got really mad. response:	Though I guess I snapped, too.
context: Huh? I don't know about that. I don't remember hearing about that.\Your little sister answered the phone, and I told her to tell you.\What? You told Yuri? When?\Don't go eating food some other guy buys for you!\You really are stupid, aren't you?!\That's... what I said to her.\She got really mad.\Though I guess I snapped, too. response:	Even though she was always laughed about whatever I told her...
context: Your little sister answered the phone, and I told her to tell you.\What? You told Yuri? When?\Don't go eating food some other guy buys for you!\You really are stupid, aren't you?!\That's... what I said to her.\She got really mad.\Though I guess I snapped, too.\Even though she was always laughed about whatever I told her... response:	And just like that, we went our separate ways.
context: What? You told Yuri? When?\Don't go eating food some other guy buys for you!\You really are stupid, aren't you?!\That's... what I said to her.\She got really mad.\Though I guess I snapped, too.\Even though she was always laughed about whatever I told her...\And just like that, we went our separate ways. response:	And then the accident happened.
context: Don't go eating food some other guy buys for you!\You really are stupid, aren't you?!\That's... what I said to her.\She got really mad.\Though I guess I snapped, too.\Even though she was always laughed about whatever I told her...\And just like that, we went our separate ways.\And then the accident happened. response:	I'm no good when I have to remember her.
context: You really are stupid, aren't you?!\That's... what I said to her.\She got really mad.\Though I guess I snapped, too.\Even though she was always laughed about whatever I told her...\And just like that, we went our separate ways.\And then the accident happened.\I'm no good when I have to remember her. response:	Because there's so much I regret.
context: That's... what I said to her.\She got really mad.\Though I guess I snapped, too.\Even though she was always laughed about whatever I told her...\And just like that, we went our separate ways.\And then the accident happened.\I'm no good when I have to remember her.\Because there's so much I regret. response:	It makes me hate myself.
context: She got really mad.\Though I guess I snapped, too.\Even though she was always laughed about whatever I told her...\And just like that, we went our separate ways.\And then the accident happened.\I'm no good when I have to remember her.\Because there's so much I regret.\It makes me hate myself. response:	I become painfully aware of how powerless I am.
context: Though I guess I snapped, too.\Even though she was always laughed about whatever I told her...\And just like that, we went our separate ways.\And then the accident happened.\I'm no good when I have to remember her.\Because there's so much I regret.\It makes me hate myself.\I become painfully aware of how powerless I am. response:	I can't stop asking myself questions, despite how futile they are...
context: Even though she was always laughed about whatever I told her...\And just like that, we went our separate ways.\And then the accident happened.\I'm no good when I have to remember her.\Because there's so much I regret.\It makes me hate myself.\I become painfully aware of how powerless I am.\I can't stop asking myself questions, despite how futile they are... response:	You ask yourself futile questions...?
context: And just like that, we went our separate ways.\And then the accident happened.\I'm no good when I have to remember her.\Because there's so much I regret.\It makes me hate myself.\I become painfully aware of how powerless I am.\I can't stop asking myself questions, despite how futile they are...\You ask yourself futile questions...? response:	Like... what?
context: And then the accident happened.\I'm no good when I have to remember her.\Because there's so much I regret.\It makes me hate myself.\I become painfully aware of how powerless I am.\I can't stop asking myself questions, despite how futile they are...\You ask yourself futile questions...?\Like... what? response:	Takahashi, you may not believe me, but right now, you're the most important person to me.
context: I'm no good when I have to remember her.\Because there's so much I regret.\It makes me hate myself.\I become painfully aware of how powerless I am.\I can't stop asking myself questions, despite how futile they are...\You ask yourself futile questions...?\Like... what?\Takahashi, you may not believe me, but right now, you're the most important person to me. response:	And that's because I believe only one person can be most important to you at a time.
context: Because there's so much I regret.\It makes me hate myself.\I become painfully aware of how powerless I am.\I can't stop asking myself questions, despite how futile they are...\You ask yourself futile questions...?\Like... what?\Takahashi, you may not believe me, but right now, you're the most important person to me.\And that's because I believe only one person can be most important to you at a time. response:	But if you don't believe me, then there's nothing I can do, I guess.
context: It makes me hate myself.\I become painfully aware of how powerless I am.\I can't stop asking myself questions, despite how futile they are...\You ask yourself futile questions...?\Like... what?\Takahashi, you may not believe me, but right now, you're the most important person to me.\And that's because I believe only one person can be most important to you at a time.\But if you don't believe me, then there's nothing I can do, I guess. response:	The women I always want the most run away from me.
context: I become painfully aware of how powerless I am.\I can't stop asking myself questions, despite how futile they are...\You ask yourself futile questions...?\Like... what?\Takahashi, you may not believe me, but right now, you're the most important person to me.\And that's because I believe only one person can be most important to you at a time.\But if you don't believe me, then there's nothing I can do, I guess.\The women I always want the most run away from me. response:	Goodbye.
context: I can't stop asking myself questions, despite how futile they are...\You ask yourself futile questions...?\Like... what?\Takahashi, you may not believe me, but right now, you're the most important person to me.\And that's because I believe only one person can be most important to you at a time.\But if you don't believe me, then there's nothing I can do, I guess.\The women I always want the most run away from me.\Goodbye. response:	The women I always want the most run away from me.
context: You ask yourself futile questions...?\Like... what?\Takahashi, you may not believe me, but right now, you're the most important person to me.\And that's because I believe only one person can be most important to you at a time.\But if you don't believe me, then there's nothing I can do, I guess.\The women I always want the most run away from me.\Goodbye.\The women I always want the most run away from me. response:	When did I ever toss you away?!
context: Like... what?\Takahashi, you may not believe me, but right now, you're the most important person to me.\And that's because I believe only one person can be most important to you at a time.\But if you don't believe me, then there's nothing I can do, I guess.\The women I always want the most run away from me.\Goodbye.\The women I always want the most run away from me.\When did I ever toss you away?! response:	Don't go anywhere.
context: Takahashi, you may not believe me, but right now, you're the most important person to me.\And that's because I believe only one person can be most important to you at a time.\But if you don't believe me, then there's nothing I can do, I guess.\The women I always want the most run away from me.\Goodbye.\The women I always want the most run away from me.\When did I ever toss you away?!\Don't go anywhere. response:	And my girlfriend was a cheat.
context: And that's because I believe only one person can be most important to you at a time.\But if you don't believe me, then there's nothing I can do, I guess.\The women I always want the most run away from me.\Goodbye.\The women I always want the most run away from me.\When did I ever toss you away?!\Don't go anywhere.\And my girlfriend was a cheat. response:	I can't stop asking myself questions, despite how futile they are...
context: But if you don't believe me, then there's nothing I can do, I guess.\The women I always want the most run away from me.\Goodbye.\The women I always want the most run away from me.\When did I ever toss you away?!\Don't go anywhere.\And my girlfriend was a cheat.\I can't stop asking myself questions, despite how futile they are... response:	Yano... everything I kept asking Yano...
context: The women I always want the most run away from me.\Goodbye.\The women I always want the most run away from me.\When did I ever toss you away?!\Don't go anywhere.\And my girlfriend was a cheat.\I can't stop asking myself questions, despite how futile they are...\Yano... everything I kept asking Yano... response:	Yano!
context: Goodbye.\The women I always want the most run away from me.\When did I ever toss you away?!\Don't go anywhere.\And my girlfriend was a cheat.\I can't stop asking myself questions, despite how futile they are...\Yano... everything I kept asking Yano...\Yano! response:	I really think Nana-san loved you a whole lot, Yano!
context: The women I always want the most run away from me.\When did I ever toss you away?!\Don't go anywhere.\And my girlfriend was a cheat.\I can't stop asking myself questions, despite how futile they are...\Yano... everything I kept asking Yano...\Yano!\I really think Nana-san loved you a whole lot, Yano! response:	I'm sure she's regretting it even now!
context: When did I ever toss you away?!\Don't go anywhere.\And my girlfriend was a cheat.\I can't stop asking myself questions, despite how futile they are...\Yano... everything I kept asking Yano...\Yano!\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now! response:	I'm sure she's really regretting leaving you behind!
context: Don't go anywhere.\And my girlfriend was a cheat.\I can't stop asking myself questions, despite how futile they are...\Yano... everything I kept asking Yano...\Yano!\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's really regretting leaving you behind! response:	She could just die for making you so sad!
context: And my girlfriend was a cheat.\I can't stop asking myself questions, despite how futile they are...\Yano... everything I kept asking Yano...\Yano!\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's really regretting leaving you behind!\She could just die for making you so sad! response:	And I'm sure, even now...
context: I can't stop asking myself questions, despite how futile they are...\Yano... everything I kept asking Yano...\Yano!\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's really regretting leaving you behind!\She could just die for making you so sad!\And I'm sure, even now... response:	It's the same as that day...
context: Yano... everything I kept asking Yano...\Yano!\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's really regretting leaving you behind!\She could just die for making you so sad!\And I'm sure, even now...\It's the same as that day... response:	Yano's heart was about to open up to me...
context: Yano!\I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's really regretting leaving you behind!\She could just die for making you so sad!\And I'm sure, even now...\It's the same as that day...\Yano's heart was about to open up to me... response:	That was my chance...
context: I really think Nana-san loved you a whole lot, Yano!\I'm sure she's regretting it even now!\I'm sure she's really regretting leaving you behind!\She could just die for making you so sad!\And I'm sure, even now...\It's the same as that day...\Yano's heart was about to open up to me...\That was my chance... response:	I see...
context: I'm sure she's regretting it even now!\I'm sure she's really regretting leaving you behind!\She could just die for making you so sad!\And I'm sure, even now...\It's the same as that day...\Yano's heart was about to open up to me...\That was my chance...\I see... response:	So that's how it was...
context: I'm sure she's really regretting leaving you behind!\She could just die for making you so sad!\And I'm sure, even now...\It's the same as that day...\Yano's heart was about to open up to me...\That was my chance...\I see...\So that's how it was... response:	Then, this time... I won't make any mistakes...
context: She could just die for making you so sad!\And I'm sure, even now...\It's the same as that day...\Yano's heart was about to open up to me...\That was my chance...\I see...\So that's how it was...\Then, this time... I won't make any mistakes... response:	It's all right.
context: And I'm sure, even now...\It's the same as that day...\Yano's heart was about to open up to me...\That was my chance...\I see...\So that's how it was...\Then, this time... I won't make any mistakes...\It's all right. response:	Nana-san didn't run from you.
context: It's the same as that day...\Yano's heart was about to open up to me...\That was my chance...\I see...\So that's how it was...\Then, this time... I won't make any mistakes...\It's all right.\Nana-san didn't run from you. response:	She just passed you by accident.
context: Yano's heart was about to open up to me...\That was my chance...\I see...\So that's how it was...\Then, this time... I won't make any mistakes...\It's all right.\Nana-san didn't run from you.\She just passed you by accident. response:	She really did love you...
context: That was my chance...\I see...\So that's how it was...\Then, this time... I won't make any mistakes...\It's all right.\Nana-san didn't run from you.\She just passed you by accident.\She really did love you... response:	She never tossed you away.
context: I see...\So that's how it was...\Then, this time... I won't make any mistakes...\It's all right.\Nana-san didn't run from you.\She just passed you by accident.\She really did love you...\She never tossed you away. response:	Yano... answer her.
context: So that's how it was...\Then, this time... I won't make any mistakes...\It's all right.\Nana-san didn't run from you.\She just passed you by accident.\She really did love you...\She never tossed you away.\Yano... answer her. response:	I'm sure Nana-san's listening now.
context: Then, this time... I won't make any mistakes...\It's all right.\Nana-san didn't run from you.\She just passed you by accident.\She really did love you...\She never tossed you away.\Yano... answer her.\I'm sure Nana-san's listening now. response:	I'm sure she wants to apologize to you.
context: It's all right.\Nana-san didn't run from you.\She just passed you by accident.\She really did love you...\She never tossed you away.\Yano... answer her.\I'm sure Nana-san's listening now.\I'm sure she wants to apologize to you. response:	Answer her.
context: Nana-san didn't run from you.\She just passed you by accident.\She really did love you...\She never tossed you away.\Yano... answer her.\I'm sure Nana-san's listening now.\I'm sure she wants to apologize to you.\Answer her. response:	Answer Nana-san.
context: She just passed you by accident.\She really did love you...\She never tossed you away.\Yano... answer her.\I'm sure Nana-san's listening now.\I'm sure she wants to apologize to you.\Answer her.\Answer Nana-san. response:	Then... why don't we both go searching for our own happiness?
context: She really did love you...\She never tossed you away.\Yano... answer her.\I'm sure Nana-san's listening now.\I'm sure she wants to apologize to you.\Answer her.\Answer Nana-san.\Then... why don't we both go searching for our own happiness? response:	I'm sorry... I couldn't make you happy.
context: She never tossed you away.\Yano... answer her.\I'm sure Nana-san's listening now.\I'm sure she wants to apologize to you.\Answer her.\Answer Nana-san.\Then... why don't we both go searching for our own happiness?\I'm sorry... I couldn't make you happy. response:	Yano...
context: Yano... answer her.\I'm sure Nana-san's listening now.\I'm sure she wants to apologize to you.\Answer her.\Answer Nana-san.\Then... why don't we both go searching for our own happiness?\I'm sorry... I couldn't make you happy.\Yano... response:	You pass.
context: I'm sure Nana-san's listening now.\I'm sure she wants to apologize to you.\Answer her.\Answer Nana-san.\Then... why don't we both go searching for our own happiness?\I'm sorry... I couldn't make you happy.\Yano...\You pass. response:	Yuuhi ga kage wo hosoku nobashita
context: I'm sure she wants to apologize to you.\Answer her.\Answer Nana-san.\Then... why don't we both go searching for our own happiness?\I'm sorry... I couldn't make you happy.\Yano...\You pass.\Yuuhi ga kage wo hosoku nobashita response:	Kokoro wo fukaku somete yuku
context: Answer her.\Answer Nana-san.\Then... why don't we both go searching for our own happiness?\I'm sorry... I couldn't make you happy.\Yano...\You pass.\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku response:	Kitto saigo no jikan da to
context: Answer Nana-san.\Then... why don't we both go searching for our own happiness?\I'm sorry... I couldn't make you happy.\Yano...\You pass.\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to response:	Namida koraeteta
context: Then... why don't we both go searching for our own happiness?\I'm sorry... I couldn't make you happy.\Yano...\You pass.\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta response:	Omoide nante itsumo kanashisugiru bakari
context: I'm sorry... I couldn't make you happy.\Yano...\You pass.\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari response:	Isso wasurete shimaitai yo
context: Yano...\You pass.\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo response:	Nido to aenai kimi senaka to
context: You pass.\Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to response:	Saigo no yuuhi mitsumetsudzuketa
context: Yuuhi ga kage wo hosoku nobashita\Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa response:	Itsumo itsumo yasashisugita ne
context: Kokoro wo fukaku somete yuku\Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne response:	Ima wa ososugiru keredo
context: Kitto saigo no jikan da to\Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo response:	Stop the sunset kimi wo ushinaitakunai
context: Namida koraeteta\Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai response:	Sora wo dakishimete tsutsumikomu you ni
context: Omoide nante itsumo kanashisugiru bakari\Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni response:	Sotto utsumuita kimi no yokogao
context: Isso wasurete shimaitai yo\Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao response:	Yuuhi yo kono mama shizumanaideite
context: Nido to aenai kimi senaka to\Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite response:	Itsumo sugoshita futari no heya to
context: Saigo no yuuhi mitsumetsudzuketa\Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to response:	umi wo aruita photograph
context: Itsumo itsumo yasashisugita ne\Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to\umi wo aruita photograph response:	Hitotsu kawashita yakusoku ga hatasezu sugite yuku
context: Ima wa ososugiru keredo\Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to\umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku response:	Kokorobosoku natteta hitori no heya ni suwatte
context: Stop the sunset kimi wo ushinaitakunai\Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to\umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte response:	tooku ni kikoeru amaoto
context: Sora wo dakishimete tsutsumikomu you ni\Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to\umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte\tooku ni kikoeru amaoto response:	Itsuka wasurete iku kimochi naraba
context: Sotto utsumuita kimi no yokogao\Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to\umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte\tooku ni kikoeru amaoto\Itsuka wasurete iku kimochi naraba response:	Konna ni kokoro kurushimenaide
context: Yuuhi yo kono mama shizumanaideite\Itsumo sugoshita futari no heya to\umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte\tooku ni kikoeru amaoto\Itsuka wasurete iku kimochi naraba\Konna ni kokoro kurushimenaide response:	Sotto sotto kobore...
context: Itsumo sugoshita futari no heya to\umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte\tooku ni kikoeru amaoto\Itsuka wasurete iku kimochi naraba\Konna ni kokoro kurushimenaide\Sotto sotto kobore... response:	The sunset stretches my shadow long and thin.
context: umi wo aruita photograph\Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte\tooku ni kikoeru amaoto\Itsuka wasurete iku kimochi naraba\Konna ni kokoro kurushimenaide\Sotto sotto kobore...\The sunset stretches my shadow long and thin. response:	Its colors deeply dye my heart.
context: Hitotsu kawashita yakusoku ga hatasezu sugite yuku\Kokorobosoku natteta hitori no heya ni suwatte\tooku ni kikoeru amaoto\Itsuka wasurete iku kimochi naraba\Konna ni kokoro kurushimenaide\Sotto sotto kobore...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart. response:	When you said this was probably the last time,
context: Kokorobosoku natteta hitori no heya ni suwatte\tooku ni kikoeru amaoto\Itsuka wasurete iku kimochi naraba\Konna ni kokoro kurushimenaide\Sotto sotto kobore...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time, response:	I held back my tears.
context: tooku ni kikoeru amaoto\Itsuka wasurete iku kimochi naraba\Konna ni kokoro kurushimenaide\Sotto sotto kobore...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears. response:	Memories are always too sad.
context: Itsuka wasurete iku kimochi naraba\Konna ni kokoro kurushimenaide\Sotto sotto kobore...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad. response:	I just want to forget them all.
context: Konna ni kokoro kurushimenaide\Sotto sotto kobore...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all. response:	I continued to watch the last sunset
context: Sotto sotto kobore...\The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset response:	and your back that I would never see again.
context: The sunset stretches my shadow long and thin.\Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again. response:	You were always too kind
context: Its colors deeply dye my heart.\When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind response:	and even though now's too late...
context: When you said this was probably the last time,\I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind\and even though now's too late... response:	Stop the sunset. I don't want to lose you.
context: I held back my tears.\Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind\and even though now's too late...\Stop the sunset. I don't want to lose you. response:	Like the sky enveloping me
context: Memories are always too sad.\I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind\and even though now's too late...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me response:	your face would always look down at me.
context: I just want to forget them all.\I continued to watch the last sunset\and your back that I would never see again.\You were always too kind\and even though now's too late...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me\your face would always look down at me. response:	Make it so the sun never sets...
context: I continued to watch the last sunset\and your back that I would never see again.\You were always too kind\and even though now's too late...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me\your face would always look down at me.\Make it so the sun never sets... response:	The room we always lived in,
context: and your back that I would never see again.\You were always too kind\and even though now's too late...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in, response:	that photograph when we walked on the beach...
context: You were always too kind\and even though now's too late...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in,\that photograph when we walked on the beach... response:	The promise we made will go unkept.
context: and even though now's too late...\Stop the sunset. I don't want to lose you.\Like the sky enveloping me\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in,\that photograph when we walked on the beach...\The promise we made will go unkept. response:	I became so lonely alone in my room,
context: Stop the sunset. I don't want to lose you.\Like the sky enveloping me\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in,\that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room, response:	listening to the distant rain.
context: Like the sky enveloping me\your face would always look down at me.\Make it so the sun never sets...\The room we always lived in,\that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room,\listening to the distant rain. response:	If these are just some feelings I'm going to forget one day
context: your face would always look down at me.\Make it so the sun never sets...\The room we always lived in,\that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room,\listening to the distant rain.\If these are just some feelings I'm going to forget one day response:	then don't torment my heart so much.
context: Make it so the sun never sets...\The room we always lived in,\that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room,\listening to the distant rain.\If these are just some feelings I'm going to forget one day\then don't torment my heart so much. response:	Gently, gently falling...
context: The room we always lived in,\that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room,\listening to the distant rain.\If these are just some feelings I'm going to forget one day\then don't torment my heart so much.\Gently, gently falling... response:	Episode 19 Preview...
context: that photograph when we walked on the beach...\The promise we made will go unkept.\I became so lonely alone in my room,\listening to the distant rain.\If these are just some feelings I'm going to forget one day\then don't torment my heart so much.\Gently, gently falling...\Episode 19 Preview... response:	Yano... you're pretty serious today.
context: The promise we made will go unkept.\I became so lonely alone in my room,\listening to the distant rain.\If these are just some feelings I'm going to forget one day\then don't torment my heart so much.\Gently, gently falling...\Episode 19 Preview...\Yano... you're pretty serious today. response:	It might be because... I'm actually nervous.
context: I became so lonely alone in my room,\listening to the distant rain.\If these are just some feelings I'm going to forget one day\then don't torment my heart so much.\Gently, gently falling...\Episode 19 Preview...\Yano... you're pretty serious today.\It might be because... I'm actually nervous. response:	I thought you were going to tell me to go home.
context: listening to the distant rain.\If these are just some feelings I'm going to forget one day\then don't torment my heart so much.\Gently, gently falling...\Episode 19 Preview...\Yano... you're pretty serious today.\It might be because... I'm actually nervous.\I thought you were going to tell me to go home. response:	I've decided that I want to start over.
context: If these are just some feelings I'm going to forget one day\then don't torment my heart so much.\Gently, gently falling...\Episode 19 Preview...\Yano... you're pretty serious today.\It might be because... I'm actually nervous.\I thought you were going to tell me to go home.\I've decided that I want to start over. response:	Hey... what's it mean to fight to the bitter end for love?
context: then don't torment my heart so much.\Gently, gently falling...\Episode 19 Preview...\Yano... you're pretty serious today.\It might be because... I'm actually nervous.\I thought you were going to tell me to go home.\I've decided that I want to start over.\Hey... what's it mean to fight to the bitter end for love? response:	Like how we never notice the seasons changing...
