context: Talk about a lack of personality... response:	How old are you?
context: and nothing seemed suspicious at the time.\I'll continue to do my best for my late father, too.\But near the end of November that same year,\suspicions suddenly arose about his death.\There were rumors that Nanase Karin resented her father because\he quit work when she got famous,\and that she killed him and made it look like an accident.\There was also a large life insurance policy on him. response:	Her father had
context: I'll continue to do my best for my late father, too.\But near the end of November that same year,\suspicions suddenly arose about his death.\There were rumors that Nanase Karin resented her father because\he quit work when she got famous,\and that she killed him and made it look like an accident.\There was also a large life insurance policy on him.\Her father had response:	begun complaining to his friend a month before his death.
context: But near the end of November that same year,\suspicions suddenly arose about his death.\There were rumors that Nanase Karin resented her father because\he quit work when she got famous,\and that she killed him and made it look like an accident.\There was also a large life insurance policy on him.\Her father had\begun complaining to his friend a month before his death. response:	She's making a fool of me.
context: suspicions suddenly arose about his death.\There were rumors that Nanase Karin resented her father because\he quit work when she got famous,\and that she killed him and made it look like an accident.\There was also a large life insurance policy on him.\Her father had\begun complaining to his friend a month before his death.\She's making a fool of me. response:	She's always rubbed her intelligence in my face.
context: There were rumors that Nanase Karin resented her father because\he quit work when she got famous,\and that she killed him and made it look like an accident.\There was also a large life insurance policy on him.\Her father had\begun complaining to his friend a month before his death.\She's making a fool of me.\She's always rubbed her intelligence in my face. response:	A note hinting at his suspicion that his daughter was trying to kill him
context: he quit work when she got famous,\and that she killed him and made it look like an accident.\There was also a large life insurance policy on him.\Her father had\begun complaining to his friend a month before his death.\She's making a fool of me.\She's always rubbed her intelligence in my face.\A note hinting at his suspicion that his daughter was trying to kill him response:	I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.
context: and that she killed him and made it look like an accident.\There was also a large life insurance policy on him.\Her father had\begun complaining to his friend a month before his death.\She's making a fool of me.\She's always rubbed her intelligence in my face.\A note hinting at his suspicion that his daughter was trying to kill him\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it. response:	was found five months after his death.
context: There was also a large life insurance policy on him.\Her father had\begun complaining to his friend a month before his death.\She's making a fool of me.\She's always rubbed her intelligence in my face.\A note hinting at his suspicion that his daughter was trying to kill him\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\was found five months after his death. response:	Idol Info Forum
context: Her father had\begun complaining to his friend a month before his death.\She's making a fool of me.\She's always rubbed her intelligence in my face.\A note hinting at his suspicion that his daughter was trying to kill him\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\was found five months after his death.\Idol Info Forum response:	Suspicions that Nanase Karin killed her father, part 2
context: begun complaining to his friend a month before his death.\She's making a fool of me.\She's always rubbed her intelligence in my face.\A note hinting at his suspicion that his daughter was trying to kill him\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\was found five months after his death.\Idol Info Forum\Suspicions that Nanase Karin killed her father, part 2 response:	That story made the rounds online,
context: She's making a fool of me.\She's always rubbed her intelligence in my face.\A note hinting at his suspicion that his daughter was trying to kill him\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\was found five months after his death.\Idol Info Forum\Suspicions that Nanase Karin killed her father, part 2\That story made the rounds online, response:	se Karin's father had...
context: She's always rubbed her intelligence in my face.\A note hinting at his suspicion that his daughter was trying to kill him\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\was found five months after his death.\Idol Info Forum\Suspicions that Nanase Karin killed her father, part 2\That story made the rounds online,\se Karin's father had... response:	647 Name: Anonymous Idol Groupie ID: ojikure56gayj9
context: A note hinting at his suspicion that his daughter was trying to kill him\I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\was found five months after his death.\Idol Info Forum\Suspicions that Nanase Karin killed her father, part 2\That story made the rounds online,\se Karin's father had...\647 Name: Anonymous Idol Groupie ID: ojikure56gayj9 response:	Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.
context: I think Haruko is trying to kill me. I'm sure that by the time someone reads this, Haruko will have already killed me. I just know it.\was found five months after his death.\Idol Info Forum\Suspicions that Nanase Karin killed her father, part 2\That story made the rounds online,\se Karin's father had...\647 Name: Anonymous Idol Groupie ID: ojikure56gayj9\Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear. response:	648 Name: Anonymous Idol Groupie ID: kam33ueib8az9
context: was found five months after his death.\Idol Info Forum\Suspicions that Nanase Karin killed her father, part 2\That story made the rounds online,\se Karin's father had...\647 Name: Anonymous Idol Groupie ID: ojikure56gayj9\Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.\648 Name: Anonymous Idol Groupie ID: kam33ueib8az9 response:	I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.
context: Idol Info Forum\Suspicions that Nanase Karin killed her father, part 2\That story made the rounds online,\se Karin's father had...\647 Name: Anonymous Idol Groupie ID: ojikure56gayj9\Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.\648 Name: Anonymous Idol Groupie ID: kam33ueib8az9\I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash. response:	and soon after, the tabloids and gossip papers picked it up.
context: Suspicions that Nanase Karin killed her father, part 2\That story made the rounds online,\se Karin's father had...\647 Name: Anonymous Idol Groupie ID: ojikure56gayj9\Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.\648 Name: Anonymous Idol Groupie ID: kam33ueib8az9\I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.\and soon after, the tabloids and gossip papers picked it up. response:	Weekly ScoopBoy
context: That story made the rounds online,\se Karin's father had...\647 Name: Anonymous Idol Groupie ID: ojikure56gayj9\Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.\648 Name: Anonymous Idol Groupie ID: kam33ueib8az9\I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.\and soon after, the tabloids and gossip papers picked it up.\Weekly ScoopBoy response:	Cover Story An Idol Built on Lies The Truth Behind Nanase Karin
context: se Karin's father had...\647 Name: Anonymous Idol Groupie ID: ojikure56gayj9\Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.\648 Name: Anonymous Idol Groupie ID: kam33ueib8az9\I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.\and soon after, the tabloids and gossip papers picked it up.\Weekly ScoopBoy\Cover Story An Idol Built on Lies The Truth Behind Nanase Karin response:	A Certain Actress's Adulterous Vacation
context: 647 Name: Anonymous Idol Groupie ID: ojikure56gayj9\Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.\648 Name: Anonymous Idol Groupie ID: kam33ueib8az9\I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.\and soon after, the tabloids and gossip papers picked it up.\Weekly ScoopBoy\Cover Story An Idol Built on Lies The Truth Behind Nanase Karin\A Certain Actress's Adulterous Vacation response:	Nanase Karin's True Form
context: Hurry up and disappear! If you aren't gonna disappear, I'll make you disappear.\648 Name: Anonymous Idol Groupie ID: kam33ueib8az9\I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.\and soon after, the tabloids and gossip papers picked it up.\Weekly ScoopBoy\Cover Story An Idol Built on Lies The Truth Behind Nanase Karin\A Certain Actress's Adulterous Vacation\Nanase Karin's True Form response:	How dare they publish this ludicrous article?!
context: 648 Name: Anonymous Idol Groupie ID: kam33ueib8az9\I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.\and soon after, the tabloids and gossip papers picked it up.\Weekly ScoopBoy\Cover Story An Idol Built on Lies The Truth Behind Nanase Karin\A Certain Actress's Adulterous Vacation\Nanase Karin's True Form\How dare they publish this ludicrous article?! response:	Some other agency must've spread these rumors.
context: I read in a magazine that you were bullying idols from other agencies behind their backs, so your personality must be trash.\and soon after, the tabloids and gossip papers picked it up.\Weekly ScoopBoy\Cover Story An Idol Built on Lies The Truth Behind Nanase Karin\A Certain Actress's Adulterous Vacation\Nanase Karin's True Form\How dare they publish this ludicrous article?!\Some other agency must've spread these rumors. response:	I'll sue them for libel!
context: and soon after, the tabloids and gossip papers picked it up.\Weekly ScoopBoy\Cover Story An Idol Built on Lies The Truth Behind Nanase Karin\A Certain Actress's Adulterous Vacation\Nanase Karin's True Form\How dare they publish this ludicrous article?!\Some other agency must've spread these rumors.\I'll sue them for libel! response:	Suing them will just exacerbate this whole situation.
context: Weekly ScoopBoy\Cover Story An Idol Built on Lies The Truth Behind Nanase Karin\A Certain Actress's Adulterous Vacation\Nanase Karin's True Form\How dare they publish this ludicrous article?!\Some other agency must've spread these rumors.\I'll sue them for libel!\Suing them will just exacerbate this whole situation. response:	We'll have to wait for things to quiet down.
context: Cover Story An Idol Built on Lies The Truth Behind Nanase Karin\A Certain Actress's Adulterous Vacation\Nanase Karin's True Form\How dare they publish this ludicrous article?!\Some other agency must've spread these rumors.\I'll sue them for libel!\Suing them will just exacerbate this whole situation.\We'll have to wait for things to quiet down. response:	You should get some rest somewhere far away.
context: A Certain Actress's Adulterous Vacation\Nanase Karin's True Form\How dare they publish this ludicrous article?!\Some other agency must've spread these rumors.\I'll sue them for libel!\Suing them will just exacerbate this whole situation.\We'll have to wait for things to quiet down.\You should get some rest somewhere far away. response:	I know you'll be able to get through this.
context: Nanase Karin's True Form\How dare they publish this ludicrous article?!\Some other agency must've spread these rumors.\I'll sue them for libel!\Suing them will just exacerbate this whole situation.\We'll have to wait for things to quiet down.\You should get some rest somewhere far away.\I know you'll be able to get through this. response:	I plan to. You don't need to tell me that.
context: How dare they publish this ludicrous article?!\Some other agency must've spread these rumors.\I'll sue them for libel!\Suing them will just exacerbate this whole situation.\We'll have to wait for things to quiet down.\You should get some rest somewhere far away.\I know you'll be able to get through this.\I plan to. You don't need to tell me that. response:	I'll be back before you know it, so go ahead and find me my next job.
context: Some other agency must've spread these rumors.\I'll sue them for libel!\Suing them will just exacerbate this whole situation.\We'll have to wait for things to quiet down.\You should get some rest somewhere far away.\I know you'll be able to get through this.\I plan to. You don't need to tell me that.\I'll be back before you know it, so go ahead and find me my next job. response:	Nanase Karin Official Blog
context: I'll sue them for libel!\Suing them will just exacerbate this whole situation.\We'll have to wait for things to quiet down.\You should get some rest somewhere far away.\I know you'll be able to get through this.\I plan to. You don't need to tell me that.\I'll be back before you know it, so go ahead and find me my next job.\Nanase Karin Official Blog response:	Photos
context: Suing them will just exacerbate this whole situation.\We'll have to wait for things to quiet down.\You should get some rest somewhere far away.\I know you'll be able to get through this.\I plan to. You don't need to tell me that.\I'll be back before you know it, so go ahead and find me my next job.\Nanase Karin Official Blog\Photos response:	Articles
context: We'll have to wait for things to quiet down.\You should get some rest somewhere far away.\I know you'll be able to get through this.\I plan to. You don't need to tell me that.\I'll be back before you know it, so go ahead and find me my next job.\Nanase Karin Official Blog\Photos\Articles response:	Search Blog
context: You should get some rest somewhere far away.\I know you'll be able to get through this.\I plan to. You don't need to tell me that.\I'll be back before you know it, so go ahead and find me my next job.\Nanase Karin Official Blog\Photos\Articles\Search Blog response:	Next Page
context: I know you'll be able to get through this.\I plan to. You don't need to tell me that.\I'll be back before you know it, so go ahead and find me my next job.\Nanase Karin Official Blog\Photos\Articles\Search Blog\Next Page response:	I'll be back soon, my dudes
context: I plan to. You don't need to tell me that.\I'll be back before you know it, so go ahead and find me my next job.\Nanase Karin Official Blog\Photos\Articles\Search Blog\Next Page\I'll be back soon, my dudes response:	And so, Nanase Karin went on hiatus.
context: I'll be back before you know it, so go ahead and find me my next job.\Nanase Karin Official Blog\Photos\Articles\Search Blog\Next Page\I'll be back soon, my dudes\And so, Nanase Karin went on hiatus. response:	As she wandered from one hotel to another, evading the press,
context: Nanase Karin Official Blog\Photos\Articles\Search Blog\Next Page\I'll be back soon, my dudes\And so, Nanase Karin went on hiatus.\As she wandered from one hotel to another, evading the press, response:	she found herself in Makurazaka City in late January...
context: Photos\Articles\Search Blog\Next Page\I'll be back soon, my dudes\And so, Nanase Karin went on hiatus.\As she wandered from one hotel to another, evading the press,\she found herself in Makurazaka City in late January... response:	with no idea that she'd die a few days later near her hotel.
context: Articles\Search Blog\Next Page\I'll be back soon, my dudes\And so, Nanase Karin went on hiatus.\As she wandered from one hotel to another, evading the press,\she found herself in Makurazaka City in late January...\with no idea that she'd die a few days later near her hotel. response:	Idol Dies by Steel Beam
context: Search Blog\Next Page\I'll be back soon, my dudes\And so, Nanase Karin went on hiatus.\As she wandered from one hotel to another, evading the press,\she found herself in Makurazaka City in late January...\with no idea that she'd die a few days later near her hotel.\Idol Dies by Steel Beam response:	Terada-san.
context: Next Page\I'll be back soon, my dudes\And so, Nanase Karin went on hiatus.\As she wandered from one hotel to another, evading the press,\she found herself in Makurazaka City in late January...\with no idea that she'd die a few days later near her hotel.\Idol Dies by Steel Beam\Terada-san. response:	Do you think it's completely unfathomable
context: I'll be back soon, my dudes\And so, Nanase Karin went on hiatus.\As she wandered from one hotel to another, evading the press,\she found herself in Makurazaka City in late January...\with no idea that she'd die a few days later near her hotel.\Idol Dies by Steel Beam\Terada-san.\Do you think it's completely unfathomable response:	that Steel Lady Nanase is actually a ghost?
context: And so, Nanase Karin went on hiatus.\As she wandered from one hotel to another, evading the press,\she found herself in Makurazaka City in late January...\with no idea that she'd die a few days later near her hotel.\Idol Dies by Steel Beam\Terada-san.\Do you think it's completely unfathomable\that Steel Lady Nanase is actually a ghost? response:	That again?
context: As she wandered from one hotel to another, evading the press,\she found herself in Makurazaka City in late January...\with no idea that she'd die a few days later near her hotel.\Idol Dies by Steel Beam\Terada-san.\Do you think it's completely unfathomable\that Steel Lady Nanase is actually a ghost?\That again? response:	Looking at her history, I thought
context: she found herself in Makurazaka City in late January...\with no idea that she'd die a few days later near her hotel.\Idol Dies by Steel Beam\Terada-san.\Do you think it's completely unfathomable\that Steel Lady Nanase is actually a ghost?\That again?\Looking at her history, I thought response:	it was highly probable for her to reappear as a ghost.
context: with no idea that she'd die a few days later near her hotel.\Idol Dies by Steel Beam\Terada-san.\Do you think it's completely unfathomable\that Steel Lady Nanase is actually a ghost?\That again?\Looking at her history, I thought\it was highly probable for her to reappear as a ghost. response:	Suspicions that she killed her father were never cleared up,
context: Idol Dies by Steel Beam\Terada-san.\Do you think it's completely unfathomable\that Steel Lady Nanase is actually a ghost?\That again?\Looking at her history, I thought\it was highly probable for her to reappear as a ghost.\Suspicions that she killed her father were never cleared up, response:	and of course, the ones who spread the rumors refused to take responsibility.
context: Terada-san.\Do you think it's completely unfathomable\that Steel Lady Nanase is actually a ghost?\That again?\Looking at her history, I thought\it was highly probable for her to reappear as a ghost.\Suspicions that she killed her father were never cleared up,\and of course, the ones who spread the rumors refused to take responsibility. response:	I'm sure Nanase Karin was doing what she could to get her name out there,
context: Do you think it's completely unfathomable\that Steel Lady Nanase is actually a ghost?\That again?\Looking at her history, I thought\it was highly probable for her to reappear as a ghost.\Suspicions that she killed her father were never cleared up,\and of course, the ones who spread the rumors refused to take responsibility.\I'm sure Nanase Karin was doing what she could to get her name out there, response:	so I can see how she'd come back as a vengeful spirit
context: that Steel Lady Nanase is actually a ghost?\That again?\Looking at her history, I thought\it was highly probable for her to reappear as a ghost.\Suspicions that she killed her father were never cleared up,\and of course, the ones who spread the rumors refused to take responsibility.\I'm sure Nanase Karin was doing what she could to get her name out there,\so I can see how she'd come back as a vengeful spirit response:	just so she could attack society as a whole.
context: That again?\Looking at her history, I thought\it was highly probable for her to reappear as a ghost.\Suspicions that she killed her father were never cleared up,\and of course, the ones who spread the rumors refused to take responsibility.\I'm sure Nanase Karin was doing what she could to get her name out there,\so I can see how she'd come back as a vengeful spirit\just so she could attack society as a whole. response:	I can believe that much.
context: Looking at her history, I thought\it was highly probable for her to reappear as a ghost.\Suspicions that she killed her father were never cleared up,\and of course, the ones who spread the rumors refused to take responsibility.\I'm sure Nanase Karin was doing what she could to get her name out there,\so I can see how she'd come back as a vengeful spirit\just so she could attack society as a whole.\I can believe that much. response:	Right. I realize the existence of ghosts seems unbelievable.
context: it was highly probable for her to reappear as a ghost.\Suspicions that she killed her father were never cleared up,\and of course, the ones who spread the rumors refused to take responsibility.\I'm sure Nanase Karin was doing what she could to get her name out there,\so I can see how she'd come back as a vengeful spirit\just so she could attack society as a whole.\I can believe that much.\Right. I realize the existence of ghosts seems unbelievable. response:	I don't deny the existence of ghosts.
context: Suspicions that she killed her father were never cleared up,\and of course, the ones who spread the rumors refused to take responsibility.\I'm sure Nanase Karin was doing what she could to get her name out there,\so I can see how she'd come back as a vengeful spirit\just so she could attack society as a whole.\I can believe that much.\Right. I realize the existence of ghosts seems unbelievable.\I don't deny the existence of ghosts. response:	I believe in spirits enough that I visit my relatives' graves every year.
context: and of course, the ones who spread the rumors refused to take responsibility.\I'm sure Nanase Karin was doing what she could to get her name out there,\so I can see how she'd come back as a vengeful spirit\just so she could attack society as a whole.\I can believe that much.\Right. I realize the existence of ghosts seems unbelievable.\I don't deny the existence of ghosts.\I believe in spirits enough that I visit my relatives' graves every year. response:	But Steel Lady Nanase's different.
context: I'm sure Nanase Karin was doing what she could to get her name out there,\so I can see how she'd come back as a vengeful spirit\just so she could attack society as a whole.\I can believe that much.\Right. I realize the existence of ghosts seems unbelievable.\I don't deny the existence of ghosts.\I believe in spirits enough that I visit my relatives' graves every year.\But Steel Lady Nanase's different. response:	She's... Yeah...
context: so I can see how she'd come back as a vengeful spirit\just so she could attack society as a whole.\I can believe that much.\Right. I realize the existence of ghosts seems unbelievable.\I don't deny the existence of ghosts.\I believe in spirits enough that I visit my relatives' graves every year.\But Steel Lady Nanase's different.\She's... Yeah... response:	She seems artificial.
context: just so she could attack society as a whole.\I can believe that much.\Right. I realize the existence of ghosts seems unbelievable.\I don't deny the existence of ghosts.\I believe in spirits enough that I visit my relatives' graves every year.\But Steel Lady Nanase's different.\She's... Yeah...\She seems artificial. response:	People saying she's wearing a mini-skirt dress
context: I can believe that much.\Right. I realize the existence of ghosts seems unbelievable.\I don't deny the existence of ghosts.\I believe in spirits enough that I visit my relatives' graves every year.\But Steel Lady Nanase's different.\She's... Yeah...\She seems artificial.\People saying she's wearing a mini-skirt dress response:	or that she's missing part of her face or swinging around a steel beam...
context: Right. I realize the existence of ghosts seems unbelievable.\I don't deny the existence of ghosts.\I believe in spirits enough that I visit my relatives' graves every year.\But Steel Lady Nanase's different.\She's... Yeah...\She seems artificial.\People saying she's wearing a mini-skirt dress\or that she's missing part of her face or swinging around a steel beam... response:	That all just sounds like stuff
context: I don't deny the existence of ghosts.\I believe in spirits enough that I visit my relatives' graves every year.\But Steel Lady Nanase's different.\She's... Yeah...\She seems artificial.\People saying she's wearing a mini-skirt dress\or that she's missing part of her face or swinging around a steel beam...\That all just sounds like stuff response:	the society that drove Nanase Karin to death would be ecstatic to hear about.
context: I believe in spirits enough that I visit my relatives' graves every year.\But Steel Lady Nanase's different.\She's... Yeah...\She seems artificial.\People saying she's wearing a mini-skirt dress\or that she's missing part of her face or swinging around a steel beam...\That all just sounds like stuff\the society that drove Nanase Karin to death would be ecstatic to hear about. response:	There's something off about a girl dressed like that
context: But Steel Lady Nanase's different.\She's... Yeah...\She seems artificial.\People saying she's wearing a mini-skirt dress\or that she's missing part of her face or swinging around a steel beam...\That all just sounds like stuff\the society that drove Nanase Karin to death would be ecstatic to hear about.\There's something off about a girl dressed like that response:	if she came back as a vengeful spirit to get back at society.
context: She's... Yeah...\She seems artificial.\People saying she's wearing a mini-skirt dress\or that she's missing part of her face or swinging around a steel beam...\That all just sounds like stuff\the society that drove Nanase Karin to death would be ecstatic to hear about.\There's something off about a girl dressed like that\if she came back as a vengeful spirit to get back at society. response:	That means there must be something else hidden
context: She seems artificial.\People saying she's wearing a mini-skirt dress\or that she's missing part of her face or swinging around a steel beam...\That all just sounds like stuff\the society that drove Nanase Karin to death would be ecstatic to hear about.\There's something off about a girl dressed like that\if she came back as a vengeful spirit to get back at society.\That means there must be something else hidden response:	in the shadows behind this, other than Nanase Karin's will.
context: People saying she's wearing a mini-skirt dress\or that she's missing part of her face or swinging around a steel beam...\That all just sounds like stuff\the society that drove Nanase Karin to death would be ecstatic to hear about.\There's something off about a girl dressed like that\if she came back as a vengeful spirit to get back at society.\That means there must be something else hidden\in the shadows behind this, other than Nanase Karin's will. response:	Oh, he's right.
context: or that she's missing part of her face or swinging around a steel beam...\That all just sounds like stuff\the society that drove Nanase Karin to death would be ecstatic to hear about.\There's something off about a girl dressed like that\if she came back as a vengeful spirit to get back at society.\That means there must be something else hidden\in the shadows behind this, other than Nanase Karin's will.\Oh, he's right. response:	If Steel Lady Nanase is supposed to be a vengeful spirit,
context: That all just sounds like stuff\the society that drove Nanase Karin to death would be ecstatic to hear about.\There's something off about a girl dressed like that\if she came back as a vengeful spirit to get back at society.\That means there must be something else hidden\in the shadows behind this, other than Nanase Karin's will.\Oh, he's right.\If Steel Lady Nanase is supposed to be a vengeful spirit, response:	logically, she probably wouldn't be pandering to the masses.
context: the society that drove Nanase Karin to death would be ecstatic to hear about.\There's something off about a girl dressed like that\if she came back as a vengeful spirit to get back at society.\That means there must be something else hidden\in the shadows behind this, other than Nanase Karin's will.\Oh, he's right.\If Steel Lady Nanase is supposed to be a vengeful spirit,\logically, she probably wouldn't be pandering to the masses. response:	Steel Lady Nanase is a real vengeful spirit,
context: There's something off about a girl dressed like that\if she came back as a vengeful spirit to get back at society.\That means there must be something else hidden\in the shadows behind this, other than Nanase Karin's will.\Oh, he's right.\If Steel Lady Nanase is supposed to be a vengeful spirit,\logically, she probably wouldn't be pandering to the masses.\Steel Lady Nanase is a real vengeful spirit, response:	but at this point, it's near impossible to convince Terada-san of that.
context: if she came back as a vengeful spirit to get back at society.\That means there must be something else hidden\in the shadows behind this, other than Nanase Karin's will.\Oh, he's right.\If Steel Lady Nanase is supposed to be a vengeful spirit,\logically, she probably wouldn't be pandering to the masses.\Steel Lady Nanase is a real vengeful spirit,\but at this point, it's near impossible to convince Terada-san of that. response:	But also,
context: That means there must be something else hidden\in the shadows behind this, other than Nanase Karin's will.\Oh, he's right.\If Steel Lady Nanase is supposed to be a vengeful spirit,\logically, she probably wouldn't be pandering to the masses.\Steel Lady Nanase is a real vengeful spirit,\but at this point, it's near impossible to convince Terada-san of that.\But also, response:	we have to consider the possibility that Nanase Karin's accidental death
context: in the shadows behind this, other than Nanase Karin's will.\Oh, he's right.\If Steel Lady Nanase is supposed to be a vengeful spirit,\logically, she probably wouldn't be pandering to the masses.\Steel Lady Nanase is a real vengeful spirit,\but at this point, it's near impossible to convince Terada-san of that.\But also,\we have to consider the possibility that Nanase Karin's accidental death response:	may have actually been a murder,
context: Oh, he's right.\If Steel Lady Nanase is supposed to be a vengeful spirit,\logically, she probably wouldn't be pandering to the masses.\Steel Lady Nanase is a real vengeful spirit,\but at this point, it's near impossible to convince Terada-san of that.\But also,\we have to consider the possibility that Nanase Karin's accidental death\may have actually been a murder, response:	and that's what caused the Steel Lady Nanase incidents.
context: If Steel Lady Nanase is supposed to be a vengeful spirit,\logically, she probably wouldn't be pandering to the masses.\Steel Lady Nanase is a real vengeful spirit,\but at this point, it's near impossible to convince Terada-san of that.\But also,\we have to consider the possibility that Nanase Karin's accidental death\may have actually been a murder,\and that's what caused the Steel Lady Nanase incidents. response:	Right, of course.
context: logically, she probably wouldn't be pandering to the masses.\Steel Lady Nanase is a real vengeful spirit,\but at this point, it's near impossible to convince Terada-san of that.\But also,\we have to consider the possibility that Nanase Karin's accidental death\may have actually been a murder,\and that's what caused the Steel Lady Nanase incidents.\Right, of course. response:	Here are the investigation papers.
context: Steel Lady Nanase is a real vengeful spirit,\but at this point, it's near impossible to convince Terada-san of that.\But also,\we have to consider the possibility that Nanase Karin's accidental death\may have actually been a murder,\and that's what caused the Steel Lady Nanase incidents.\Right, of course.\Here are the investigation papers. response:	If you'd look through them for me
context: but at this point, it's near impossible to convince Terada-san of that.\But also,\we have to consider the possibility that Nanase Karin's accidental death\may have actually been a murder,\and that's what caused the Steel Lady Nanase incidents.\Right, of course.\Here are the investigation papers.\If you'd look through them for me response:	and just explain the important parts to me later, that'd be great.
context: But also,\we have to consider the possibility that Nanase Karin's accidental death\may have actually been a murder,\and that's what caused the Steel Lady Nanase incidents.\Right, of course.\Here are the investigation papers.\If you'd look through them for me\and just explain the important parts to me later, that'd be great. response:	Yes, sir.
context: we have to consider the possibility that Nanase Karin's accidental death\may have actually been a murder,\and that's what caused the Steel Lady Nanase incidents.\Right, of course.\Here are the investigation papers.\If you'd look through them for me\and just explain the important parts to me later, that'd be great.\Yes, sir. response:	Internet
context: may have actually been a murder,\and that's what caused the Steel Lady Nanase incidents.\Right, of course.\Here are the investigation papers.\If you'd look through them for me\and just explain the important parts to me later, that'd be great.\Yes, sir.\Internet response:	30 minutes
context: and that's what caused the Steel Lady Nanase incidents.\Right, of course.\Here are the investigation papers.\If you'd look through them for me\and just explain the important parts to me later, that'd be great.\Yes, sir.\Internet\30 minutes response:	100 yen
context: Right, of course.\Here are the investigation papers.\If you'd look through them for me\and just explain the important parts to me later, that'd be great.\Yes, sir.\Internet\30 minutes\100 yen response:	What to do...
context: Here are the investigation papers.\If you'd look through them for me\and just explain the important parts to me later, that'd be great.\Yes, sir.\Internet\30 minutes\100 yen\What to do... response:	Usually, I'd be able to talk to ghosts,
context: If you'd look through them for me\and just explain the important parts to me later, that'd be great.\Yes, sir.\Internet\30 minutes\100 yen\What to do...\Usually, I'd be able to talk to ghosts, response:	and even if they didn't have a face, I could still communicate with them.
context: and just explain the important parts to me later, that'd be great.\Yes, sir.\Internet\30 minutes\100 yen\What to do...\Usually, I'd be able to talk to ghosts,\and even if they didn't have a face, I could still communicate with them. response:	It's obvious that those who are powerful enough to kill people
context: Yes, sir.\Internet\30 minutes\100 yen\What to do...\Usually, I'd be able to talk to ghosts,\and even if they didn't have a face, I could still communicate with them.\It's obvious that those who are powerful enough to kill people response:	would have a certain amount of intelligence.
context: Internet\30 minutes\100 yen\What to do...\Usually, I'd be able to talk to ghosts,\and even if they didn't have a face, I could still communicate with them.\It's obvious that those who are powerful enough to kill people\would have a certain amount of intelligence. response:	But that's not the case with Steel Lady Nanase.
context: 30 minutes\100 yen\What to do...\Usually, I'd be able to talk to ghosts,\and even if they didn't have a face, I could still communicate with them.\It's obvious that those who are powerful enough to kill people\would have a certain amount of intelligence.\But that's not the case with Steel Lady Nanase. response:	She's supposed to be a ghost,
context: 100 yen\What to do...\Usually, I'd be able to talk to ghosts,\and even if they didn't have a face, I could still communicate with them.\It's obvious that those who are powerful enough to kill people\would have a certain amount of intelligence.\But that's not the case with Steel Lady Nanase.\She's supposed to be a ghost, response:	but I sensed no will or ability to think in her,
context: What to do...\Usually, I'd be able to talk to ghosts,\and even if they didn't have a face, I could still communicate with them.\It's obvious that those who are powerful enough to kill people\would have a certain amount of intelligence.\But that's not the case with Steel Lady Nanase.\She's supposed to be a ghost,\but I sensed no will or ability to think in her, response:	and she didn't respond to my voice.
context: Usually, I'd be able to talk to ghosts,\and even if they didn't have a face, I could still communicate with them.\It's obvious that those who are powerful enough to kill people\would have a certain amount of intelligence.\But that's not the case with Steel Lady Nanase.\She's supposed to be a ghost,\but I sensed no will or ability to think in her,\and she didn't respond to my voice. response:	A deep-seated grudge, vindictive feelings, evil thoughts...
context: and even if they didn't have a face, I could still communicate with them.\It's obvious that those who are powerful enough to kill people\would have a certain amount of intelligence.\But that's not the case with Steel Lady Nanase.\She's supposed to be a ghost,\but I sensed no will or ability to think in her,\and she didn't respond to my voice.\A deep-seated grudge, vindictive feelings, evil thoughts... response:	Those should power her existence, but I don't sense them, either.
