context: I got it. response:	Have you been possessed?
context: As for how to help him pass the ordeal, she will have to consider it at length.\Thank you.\It was Your Highness who deferred to Dong Hua Dijun\and pardoned Bai Feng Jiu for stealing the Soul-gathering Lamp.\You could say I am returning this favor for Dijun today.\Your Highness must remind Aunt that\she must seal her own powers when she is in the Mortal Realm.\- Or else... - I understand. response:	You're saying the nine-tailed fox
context: Thank you.\It was Your Highness who deferred to Dong Hua Dijun\and pardoned Bai Feng Jiu for stealing the Soul-gathering Lamp.\You could say I am returning this favor for Dijun today.\Your Highness must remind Aunt that\she must seal her own powers when she is in the Mortal Realm.\- Or else... - I understand.\You're saying the nine-tailed fox response:	is going to the Mortal Realm to help Yuan Zhen?
context: It was Your Highness who deferred to Dong Hua Dijun\and pardoned Bai Feng Jiu for stealing the Soul-gathering Lamp.\You could say I am returning this favor for Dijun today.\Your Highness must remind Aunt that\she must seal her own powers when she is in the Mortal Realm.\- Or else... - I understand.\You're saying the nine-tailed fox\is going to the Mortal Realm to help Yuan Zhen? response:	That is what His Highness and the Star Lord said.
context: and pardoned Bai Feng Jiu for stealing the Soul-gathering Lamp.\You could say I am returning this favor for Dijun today.\Your Highness must remind Aunt that\she must seal her own powers when she is in the Mortal Realm.\- Or else... - I understand.\You're saying the nine-tailed fox\is going to the Mortal Realm to help Yuan Zhen?\That is what His Highness and the Star Lord said. response:	They also said Bai Qian must seal her own powers in the Mortal Realm.
context: You could say I am returning this favor for Dijun today.\Your Highness must remind Aunt that\she must seal her own powers when she is in the Mortal Realm.\- Or else... - I understand.\You're saying the nine-tailed fox\is going to the Mortal Realm to help Yuan Zhen?\That is what His Highness and the Star Lord said.\They also said Bai Qian must seal her own powers in the Mortal Realm. response:	Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.
context: Your Highness must remind Aunt that\she must seal her own powers when she is in the Mortal Realm.\- Or else... - I understand.\You're saying the nine-tailed fox\is going to the Mortal Realm to help Yuan Zhen?\That is what His Highness and the Star Lord said.\They also said Bai Qian must seal her own powers in the Mortal Realm.\Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm. response:	Me?
context: she must seal her own powers when she is in the Mortal Realm.\- Or else... - I understand.\You're saying the nine-tailed fox\is going to the Mortal Realm to help Yuan Zhen?\That is what His Highness and the Star Lord said.\They also said Bai Qian must seal her own powers in the Mortal Realm.\Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.\Me? response:	It is reasonable to say that I am your older sister.
context: - Or else... - I understand.\You're saying the nine-tailed fox\is going to the Mortal Realm to help Yuan Zhen?\That is what His Highness and the Star Lord said.\They also said Bai Qian must seal her own powers in the Mortal Realm.\Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.\Me?\It is reasonable to say that I am your older sister. response:	I should be the one to take such risks.
context: You're saying the nine-tailed fox\is going to the Mortal Realm to help Yuan Zhen?\That is what His Highness and the Star Lord said.\They also said Bai Qian must seal her own powers in the Mortal Realm.\Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.\Me?\It is reasonable to say that I am your older sister.\I should be the one to take such risks. response:	But as His Highness's side consort
context: is going to the Mortal Realm to help Yuan Zhen?\That is what His Highness and the Star Lord said.\They also said Bai Qian must seal her own powers in the Mortal Realm.\Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.\Me?\It is reasonable to say that I am your older sister.\I should be the one to take such risks.\But as His Highness's side consort response:	every move I make is under scrutiny by everyone.
context: That is what His Highness and the Star Lord said.\They also said Bai Qian must seal her own powers in the Mortal Realm.\Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.\Me?\It is reasonable to say that I am your older sister.\I should be the one to take such risks.\But as His Highness's side consort\every move I make is under scrutiny by everyone. response:	I truly do not dare to make any rash moves.
context: They also said Bai Qian must seal her own powers in the Mortal Realm.\Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.\Me?\It is reasonable to say that I am your older sister.\I should be the one to take such risks.\But as His Highness's side consort\every move I make is under scrutiny by everyone.\I truly do not dare to make any rash moves. response:	However, you have much more freedom.
context: Sister Miao Qing, I might have to ask you to make a trip to the Mortal Realm.\Me?\It is reasonable to say that I am your older sister.\I should be the one to take such risks.\But as His Highness's side consort\every move I make is under scrutiny by everyone.\I truly do not dare to make any rash moves.\However, you have much more freedom. response:	What would you like me to do in the Mortal Realm?
context: Me?\It is reasonable to say that I am your older sister.\I should be the one to take such risks.\But as His Highness's side consort\every move I make is under scrutiny by everyone.\I truly do not dare to make any rash moves.\However, you have much more freedom.\What would you like me to do in the Mortal Realm? response:	I heard you saying how precious and cherished this book is.
context: It is reasonable to say that I am your older sister.\I should be the one to take such risks.\But as His Highness's side consort\every move I make is under scrutiny by everyone.\I truly do not dare to make any rash moves.\However, you have much more freedom.\What would you like me to do in the Mortal Realm?\I heard you saying how precious and cherished this book is. response:	I thought you would only be able to get a copy.
context: I should be the one to take such risks.\But as His Highness's side consort\every move I make is under scrutiny by everyone.\I truly do not dare to make any rash moves.\However, you have much more freedom.\What would you like me to do in the Mortal Realm?\I heard you saying how precious and cherished this book is.\I thought you would only be able to get a copy. response:	I didn't expect you would come back with the original.
context: But as His Highness's side consort\every move I make is under scrutiny by everyone.\I truly do not dare to make any rash moves.\However, you have much more freedom.\What would you like me to do in the Mortal Realm?\I heard you saying how precious and cherished this book is.\I thought you would only be able to get a copy.\I didn't expect you would come back with the original. response:	Take a look.
context: every move I make is under scrutiny by everyone.\I truly do not dare to make any rash moves.\However, you have much more freedom.\What would you like me to do in the Mortal Realm?\I heard you saying how precious and cherished this book is.\I thought you would only be able to get a copy.\I didn't expect you would come back with the original.\Take a look. response:	Si Ming wrote a story that really makes one want to tear up.
context: I truly do not dare to make any rash moves.\However, you have much more freedom.\What would you like me to do in the Mortal Realm?\I heard you saying how precious and cherished this book is.\I thought you would only be able to get a copy.\I didn't expect you would come back with the original.\Take a look.\Si Ming wrote a story that really makes one want to tear up. response:	It is a waste of talent for Lord Si Ming not to write a few plays.
context: However, you have much more freedom.\What would you like me to do in the Mortal Realm?\I heard you saying how precious and cherished this book is.\I thought you would only be able to get a copy.\I didn't expect you would come back with the original.\Take a look.\Si Ming wrote a story that really makes one want to tear up.\It is a waste of talent for Lord Si Ming not to write a few plays. response:	On the first fay of the sixth month, the emperor will visit Shuyu River.
context: What would you like me to do in the Mortal Realm?\I heard you saying how precious and cherished this book is.\I thought you would only be able to get a copy.\I didn't expect you would come back with the original.\Take a look.\Si Ming wrote a story that really makes one want to tear up.\It is a waste of talent for Lord Si Ming not to write a few plays.\On the first fay of the sixth month, the emperor will visit Shuyu River. response:	Crown Prince Yuan Zhen will go along.
context: I heard you saying how precious and cherished this book is.\I thought you would only be able to get a copy.\I didn't expect you would come back with the original.\Take a look.\Si Ming wrote a story that really makes one want to tear up.\It is a waste of talent for Lord Si Ming not to write a few plays.\On the first fay of the sixth month, the emperor will visit Shuyu River.\Crown Prince Yuan Zhen will go along. response:	A roc bird will appear at the river scaring everyone into a panic.
context: I thought you would only be able to get a copy.\I didn't expect you would come back with the original.\Take a look.\Si Ming wrote a story that really makes one want to tear up.\It is a waste of talent for Lord Si Ming not to write a few plays.\On the first fay of the sixth month, the emperor will visit Shuyu River.\Crown Prince Yuan Zhen will go along.\A roc bird will appear at the river scaring everyone into a panic. response:	A beautiful woman on the riverbank accidentally falls into the water.
context: I didn't expect you would come back with the original.\Take a look.\Si Ming wrote a story that really makes one want to tear up.\It is a waste of talent for Lord Si Ming not to write a few plays.\On the first fay of the sixth month, the emperor will visit Shuyu River.\Crown Prince Yuan Zhen will go along.\A roc bird will appear at the river scaring everyone into a panic.\A beautiful woman on the riverbank accidentally falls into the water. response:	Yuan Zhen will jump into the water to save her.
context: Take a look.\Si Ming wrote a story that really makes one want to tear up.\It is a waste of talent for Lord Si Ming not to write a few plays.\On the first fay of the sixth month, the emperor will visit Shuyu River.\Crown Prince Yuan Zhen will go along.\A roc bird will appear at the river scaring everyone into a panic.\A beautiful woman on the riverbank accidentally falls into the water.\Yuan Zhen will jump into the water to save her. response:	So this trial is the test of a beauty?
context: Si Ming wrote a story that really makes one want to tear up.\It is a waste of talent for Lord Si Ming not to write a few plays.\On the first fay of the sixth month, the emperor will visit Shuyu River.\Crown Prince Yuan Zhen will go along.\A roc bird will appear at the river scaring everyone into a panic.\A beautiful woman on the riverbank accidentally falls into the water.\Yuan Zhen will jump into the water to save her.\So this trial is the test of a beauty? response:	Yuan Zhen and the beauty fall in love with each other in the water.
context: It is a waste of talent for Lord Si Ming not to write a few plays.\On the first fay of the sixth month, the emperor will visit Shuyu River.\Crown Prince Yuan Zhen will go along.\A roc bird will appear at the river scaring everyone into a panic.\A beautiful woman on the riverbank accidentally falls into the water.\Yuan Zhen will jump into the water to save her.\So this trial is the test of a beauty?\Yuan Zhen and the beauty fall in love with each other in the water. response:	Unfortunately, the emperor also takes a liking to this woman.
context: On the first fay of the sixth month, the emperor will visit Shuyu River.\Crown Prince Yuan Zhen will go along.\A roc bird will appear at the river scaring everyone into a panic.\A beautiful woman on the riverbank accidentally falls into the water.\Yuan Zhen will jump into the water to save her.\So this trial is the test of a beauty?\Yuan Zhen and the beauty fall in love with each other in the water.\Unfortunately, the emperor also takes a liking to this woman. response:	He takes her back to the palace and she becomes his favorite.
context: Crown Prince Yuan Zhen will go along.\A roc bird will appear at the river scaring everyone into a panic.\A beautiful woman on the riverbank accidentally falls into the water.\Yuan Zhen will jump into the water to save her.\So this trial is the test of a beauty?\Yuan Zhen and the beauty fall in love with each other in the water.\Unfortunately, the emperor also takes a liking to this woman.\He takes her back to the palace and she becomes his favorite. response:	This emperor sure is affectionate.
context: A roc bird will appear at the river scaring everyone into a panic.\A beautiful woman on the riverbank accidentally falls into the water.\Yuan Zhen will jump into the water to save her.\So this trial is the test of a beauty?\Yuan Zhen and the beauty fall in love with each other in the water.\Unfortunately, the emperor also takes a liking to this woman.\He takes her back to the palace and she becomes his favorite.\This emperor sure is affectionate. response:	Yuan Zhen cannot accept losing the love of his life
context: A beautiful woman on the riverbank accidentally falls into the water.\Yuan Zhen will jump into the water to save her.\So this trial is the test of a beauty?\Yuan Zhen and the beauty fall in love with each other in the water.\Unfortunately, the emperor also takes a liking to this woman.\He takes her back to the palace and she becomes his favorite.\This emperor sure is affectionate.\Yuan Zhen cannot accept losing the love of his life response:	and on a certain drunken night, he and the beauty meet in a secluded spot.
context: Yuan Zhen will jump into the water to save her.\So this trial is the test of a beauty?\Yuan Zhen and the beauty fall in love with each other in the water.\Unfortunately, the emperor also takes a liking to this woman.\He takes her back to the palace and she becomes his favorite.\This emperor sure is affectionate.\Yuan Zhen cannot accept losing the love of his life\and on a certain drunken night, he and the beauty meet in a secluded spot. response:	Not long after, the beauty gives birth to a prince.
context: So this trial is the test of a beauty?\Yuan Zhen and the beauty fall in love with each other in the water.\Unfortunately, the emperor also takes a liking to this woman.\He takes her back to the palace and she becomes his favorite.\This emperor sure is affectionate.\Yuan Zhen cannot accept losing the love of his life\and on a certain drunken night, he and the beauty meet in a secluded spot.\Not long after, the beauty gives birth to a prince. response:	So Yuan Zhen cuckoldes his father in the Mortal Realm?
context: Yuan Zhen and the beauty fall in love with each other in the water.\Unfortunately, the emperor also takes a liking to this woman.\He takes her back to the palace and she becomes his favorite.\This emperor sure is affectionate.\Yuan Zhen cannot accept losing the love of his life\and on a certain drunken night, he and the beauty meet in a secluded spot.\Not long after, the beauty gives birth to a prince.\So Yuan Zhen cuckoldes his father in the Mortal Realm? response:	That's correct.
context: Unfortunately, the emperor also takes a liking to this woman.\He takes her back to the palace and she becomes his favorite.\This emperor sure is affectionate.\Yuan Zhen cannot accept losing the love of his life\and on a certain drunken night, he and the beauty meet in a secluded spot.\Not long after, the beauty gives birth to a prince.\So Yuan Zhen cuckoldes his father in the Mortal Realm?\That's correct. response:	The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.
context: He takes her back to the palace and she becomes his favorite.\This emperor sure is affectionate.\Yuan Zhen cannot accept losing the love of his life\and on a certain drunken night, he and the beauty meet in a secluded spot.\Not long after, the beauty gives birth to a prince.\So Yuan Zhen cuckoldes his father in the Mortal Realm?\That's correct.\The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it. response:	A dozen years later, the emperor falls severely ill.
context: This emperor sure is affectionate.\Yuan Zhen cannot accept losing the love of his life\and on a certain drunken night, he and the beauty meet in a secluded spot.\Not long after, the beauty gives birth to a prince.\So Yuan Zhen cuckoldes his father in the Mortal Realm?\That's correct.\The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.\A dozen years later, the emperor falls severely ill. response:	The prince fights Yuan Zhen for the position of Crown Prince
context: Yuan Zhen cannot accept losing the love of his life\and on a certain drunken night, he and the beauty meet in a secluded spot.\Not long after, the beauty gives birth to a prince.\So Yuan Zhen cuckoldes his father in the Mortal Realm?\That's correct.\The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.\A dozen years later, the emperor falls severely ill.\The prince fights Yuan Zhen for the position of Crown Prince response:	and ultimately dies by Yuan Zhen's sword.
context: and on a certain drunken night, he and the beauty meet in a secluded spot.\Not long after, the beauty gives birth to a prince.\So Yuan Zhen cuckoldes his father in the Mortal Realm?\That's correct.\The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.\A dozen years later, the emperor falls severely ill.\The prince fights Yuan Zhen for the position of Crown Prince\and ultimately dies by Yuan Zhen's sword. response:	This grievous news is relayed to the beauty who then hangs herself.
context: Not long after, the beauty gives birth to a prince.\So Yuan Zhen cuckoldes his father in the Mortal Realm?\That's correct.\The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.\A dozen years later, the emperor falls severely ill.\The prince fights Yuan Zhen for the position of Crown Prince\and ultimately dies by Yuan Zhen's sword.\This grievous news is relayed to the beauty who then hangs herself. response:	Before her death, she writes a letter telling the truth to Yuan Zhen.
context: So Yuan Zhen cuckoldes his father in the Mortal Realm?\That's correct.\The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.\A dozen years later, the emperor falls severely ill.\The prince fights Yuan Zhen for the position of Crown Prince\and ultimately dies by Yuan Zhen's sword.\This grievous news is relayed to the beauty who then hangs herself.\Before her death, she writes a letter telling the truth to Yuan Zhen. response:	After reading it, Yuan Zhen is inconsolable with grief
context: That's correct.\The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.\A dozen years later, the emperor falls severely ill.\The prince fights Yuan Zhen for the position of Crown Prince\and ultimately dies by Yuan Zhen's sword.\This grievous news is relayed to the beauty who then hangs herself.\Before her death, she writes a letter telling the truth to Yuan Zhen.\After reading it, Yuan Zhen is inconsolable with grief response:	and wishes to slit his own throat.
context: The prince is naturally Yuan Zhen's son, but Yuan Zhen does not know it.\A dozen years later, the emperor falls severely ill.\The prince fights Yuan Zhen for the position of Crown Prince\and ultimately dies by Yuan Zhen's sword.\This grievous news is relayed to the beauty who then hangs herself.\Before her death, she writes a letter telling the truth to Yuan Zhen.\After reading it, Yuan Zhen is inconsolable with grief\and wishes to slit his own throat. response:	However, he is the only remaining male heir of the imperial family.
context: A dozen years later, the emperor falls severely ill.\The prince fights Yuan Zhen for the position of Crown Prince\and ultimately dies by Yuan Zhen's sword.\This grievous news is relayed to the beauty who then hangs herself.\Before her death, she writes a letter telling the truth to Yuan Zhen.\After reading it, Yuan Zhen is inconsolable with grief\and wishes to slit his own throat.\However, he is the only remaining male heir of the imperial family. response:	He has no choice but to reluctantly take the throne.
context: The prince fights Yuan Zhen for the position of Crown Prince\and ultimately dies by Yuan Zhen's sword.\This grievous news is relayed to the beauty who then hangs herself.\Before her death, she writes a letter telling the truth to Yuan Zhen.\After reading it, Yuan Zhen is inconsolable with grief\and wishes to slit his own throat.\However, he is the only remaining male heir of the imperial family.\He has no choice but to reluctantly take the throne. response:	And just like that, he rules until 60 years of age when he dies of old age
context: and ultimately dies by Yuan Zhen's sword.\This grievous news is relayed to the beauty who then hangs herself.\Before her death, she writes a letter telling the truth to Yuan Zhen.\After reading it, Yuan Zhen is inconsolable with grief\and wishes to slit his own throat.\However, he is the only remaining male heir of the imperial family.\He has no choice but to reluctantly take the throne.\And just like that, he rules until 60 years of age when he dies of old age response:	having lived a miserable life.
context: This grievous news is relayed to the beauty who then hangs herself.\Before her death, she writes a letter telling the truth to Yuan Zhen.\After reading it, Yuan Zhen is inconsolable with grief\and wishes to slit his own throat.\However, he is the only remaining male heir of the imperial family.\He has no choice but to reluctantly take the throne.\And just like that, he rules until 60 years of age when he dies of old age\having lived a miserable life. response:	What a tempestuous fate.
context: Before her death, she writes a letter telling the truth to Yuan Zhen.\After reading it, Yuan Zhen is inconsolable with grief\and wishes to slit his own throat.\However, he is the only remaining male heir of the imperial family.\He has no choice but to reluctantly take the throne.\And just like that, he rules until 60 years of age when he dies of old age\having lived a miserable life.\What a tempestuous fate. response:	Yuan Zhen's life is truly legendary.
context: After reading it, Yuan Zhen is inconsolable with grief\and wishes to slit his own throat.\However, he is the only remaining male heir of the imperial family.\He has no choice but to reluctantly take the throne.\And just like that, he rules until 60 years of age when he dies of old age\having lived a miserable life.\What a tempestuous fate.\Yuan Zhen's life is truly legendary. response:	So at 18 years old, the moment he sees the beauty fall into the water
context: and wishes to slit his own throat.\However, he is the only remaining male heir of the imperial family.\He has no choice but to reluctantly take the throne.\And just like that, he rules until 60 years of age when he dies of old age\having lived a miserable life.\What a tempestuous fate.\Yuan Zhen's life is truly legendary.\So at 18 years old, the moment he sees the beauty fall into the water response:	is a crucial turning point in his life.
context: However, he is the only remaining male heir of the imperial family.\He has no choice but to reluctantly take the throne.\And just like that, he rules until 60 years of age when he dies of old age\having lived a miserable life.\What a tempestuous fate.\Yuan Zhen's life is truly legendary.\So at 18 years old, the moment he sees the beauty fall into the water\is a crucial turning point in his life. response:	As long as he doesn't save that beauty, he can then live a smooth life?
context: He has no choice but to reluctantly take the throne.\And just like that, he rules until 60 years of age when he dies of old age\having lived a miserable life.\What a tempestuous fate.\Yuan Zhen's life is truly legendary.\So at 18 years old, the moment he sees the beauty fall into the water\is a crucial turning point in his life.\As long as he doesn't save that beauty, he can then live a smooth life? response:	That's correct.
context: And just like that, he rules until 60 years of age when he dies of old age\having lived a miserable life.\What a tempestuous fate.\Yuan Zhen's life is truly legendary.\So at 18 years old, the moment he sees the beauty fall into the water\is a crucial turning point in his life.\As long as he doesn't save that beauty, he can then live a smooth life?\That's correct. response:	Looks like I'll have to live in the Mortal Realm for half a year
context: having lived a miserable life.\What a tempestuous fate.\Yuan Zhen's life is truly legendary.\So at 18 years old, the moment he sees the beauty fall into the water\is a crucial turning point in his life.\As long as he doesn't save that beauty, he can then live a smooth life?\That's correct.\Looks like I'll have to live in the Mortal Realm for half a year response:	and wait for the first day of the sixth month
context: What a tempestuous fate.\Yuan Zhen's life is truly legendary.\So at 18 years old, the moment he sees the beauty fall into the water\is a crucial turning point in his life.\As long as he doesn't save that beauty, he can then live a smooth life?\That's correct.\Looks like I'll have to live in the Mortal Realm for half a year\and wait for the first day of the sixth month response:	and prevent him from saving that beauty.
context: Yuan Zhen's life is truly legendary.\So at 18 years old, the moment he sees the beauty fall into the water\is a crucial turning point in his life.\As long as he doesn't save that beauty, he can then live a smooth life?\That's correct.\Looks like I'll have to live in the Mortal Realm for half a year\and wait for the first day of the sixth month\and prevent him from saving that beauty. response:	I've already made arrangements for you.
context: So at 18 years old, the moment he sees the beauty fall into the water\is a crucial turning point in his life.\As long as he doesn't save that beauty, he can then live a smooth life?\That's correct.\Looks like I'll have to live in the Mortal Realm for half a year\and wait for the first day of the sixth month\and prevent him from saving that beauty.\I've already made arrangements for you. response:	After you arrive in the Mortal Realm
context: is a crucial turning point in his life.\As long as he doesn't save that beauty, he can then live a smooth life?\That's correct.\Looks like I'll have to live in the Mortal Realm for half a year\and wait for the first day of the sixth month\and prevent him from saving that beauty.\I've already made arrangements for you.\After you arrive in the Mortal Realm response:	Yuan Zhen's Taoist master will refer you into the palace
context: As long as he doesn't save that beauty, he can then live a smooth life?\That's correct.\Looks like I'll have to live in the Mortal Realm for half a year\and wait for the first day of the sixth month\and prevent him from saving that beauty.\I've already made arrangements for you.\After you arrive in the Mortal Realm\Yuan Zhen's Taoist master will refer you into the palace response:	for you to be Yuan Zhen's new master.
context: That's correct.\Looks like I'll have to live in the Mortal Realm for half a year\and wait for the first day of the sixth month\and prevent him from saving that beauty.\I've already made arrangements for you.\After you arrive in the Mortal Realm\Yuan Zhen's Taoist master will refer you into the palace\for you to be Yuan Zhen's new master. response:	I'm going to be a Taoist nun?
context: Looks like I'll have to live in the Mortal Realm for half a year\and wait for the first day of the sixth month\and prevent him from saving that beauty.\I've already made arrangements for you.\After you arrive in the Mortal Realm\Yuan Zhen's Taoist master will refer you into the palace\for you to be Yuan Zhen's new master.\I'm going to be a Taoist nun? response:	Yes.
context: and wait for the first day of the sixth month\and prevent him from saving that beauty.\I've already made arrangements for you.\After you arrive in the Mortal Realm\Yuan Zhen's Taoist master will refer you into the palace\for you to be Yuan Zhen's new master.\I'm going to be a Taoist nun?\Yes. response:	- Senior. - Junior.
context: and prevent him from saving that beauty.\I've already made arrangements for you.\After you arrive in the Mortal Realm\Yuan Zhen's Taoist master will refer you into the palace\for you to be Yuan Zhen's new master.\I'm going to be a Taoist nun?\Yes.\- Senior. - Junior. response:	Crown Prince, my time with you has run its course.
context: I've already made arrangements for you.\After you arrive in the Mortal Realm\Yuan Zhen's Taoist master will refer you into the palace\for you to be Yuan Zhen's new master.\I'm going to be a Taoist nun?\Yes.\- Senior. - Junior.\Crown Prince, my time with you has run its course. response:	It is time for us to part.
context: After you arrive in the Mortal Realm\Yuan Zhen's Taoist master will refer you into the palace\for you to be Yuan Zhen's new master.\I'm going to be a Taoist nun?\Yes.\- Senior. - Junior.\Crown Prince, my time with you has run its course.\It is time for us to part. response:	Master.
context: Yuan Zhen's Taoist master will refer you into the palace\for you to be Yuan Zhen's new master.\I'm going to be a Taoist nun?\Yes.\- Senior. - Junior.\Crown Prince, my time with you has run its course.\It is time for us to part.\Master. response:	It's just that as Your Highness's master
context: for you to be Yuan Zhen's new master.\I'm going to be a Taoist nun?\Yes.\- Senior. - Junior.\Crown Prince, my time with you has run its course.\It is time for us to part.\Master.\It's just that as Your Highness's master response:	I feel I am letting you down by leaving so suddenly.
context: I'm going to be a Taoist nun?\Yes.\- Senior. - Junior.\Crown Prince, my time with you has run its course.\It is time for us to part.\Master.\It's just that as Your Highness's master\I feel I am letting you down by leaving so suddenly. response:	Fortunately, my senior fellow apprentice who wanders the world
context: Yes.\- Senior. - Junior.\Crown Prince, my time with you has run its course.\It is time for us to part.\Master.\It's just that as Your Highness's master\I feel I am letting you down by leaving so suddenly.\Fortunately, my senior fellow apprentice who wanders the world response:	happens to be here.
context: - Senior. - Junior.\Crown Prince, my time with you has run its course.\It is time for us to part.\Master.\It's just that as Your Highness's master\I feel I am letting you down by leaving so suddenly.\Fortunately, my senior fellow apprentice who wanders the world\happens to be here. response:	I asked her to look after Your Highness in my stead.
context: Crown Prince, my time with you has run its course.\It is time for us to part.\Master.\It's just that as Your Highness's master\I feel I am letting you down by leaving so suddenly.\Fortunately, my senior fellow apprentice who wanders the world\happens to be here.\I asked her to look after Your Highness in my stead. response:	I have not traveled outside temple grounds in hundreds of years.
context: It is time for us to part.\Master.\It's just that as Your Highness's master\I feel I am letting you down by leaving so suddenly.\Fortunately, my senior fellow apprentice who wanders the world\happens to be here.\I asked her to look after Your Highness in my stead.\I have not traveled outside temple grounds in hundreds of years. response:	To be able to have been master and disciple with Your Highness
context: Master.\It's just that as Your Highness's master\I feel I am letting you down by leaving so suddenly.\Fortunately, my senior fellow apprentice who wanders the world\happens to be here.\I asked her to look after Your Highness in my stead.\I have not traveled outside temple grounds in hundreds of years.\To be able to have been master and disciple with Your Highness response:	can be considered good fortune.
context: It's just that as Your Highness's master\I feel I am letting you down by leaving so suddenly.\Fortunately, my senior fellow apprentice who wanders the world\happens to be here.\I asked her to look after Your Highness in my stead.\I have not traveled outside temple grounds in hundreds of years.\To be able to have been master and disciple with Your Highness\can be considered good fortune. response:	But... But I can't bear to leave you, Master.
context: I feel I am letting you down by leaving so suddenly.\Fortunately, my senior fellow apprentice who wanders the world\happens to be here.\I asked her to look after Your Highness in my stead.\I have not traveled outside temple grounds in hundreds of years.\To be able to have been master and disciple with Your Highness\can be considered good fortune.\But... But I can't bear to leave you, Master. response:	The fate of meetings and partings is not up to you or me, Your Highness.
context: Fortunately, my senior fellow apprentice who wanders the world\happens to be here.\I asked her to look after Your Highness in my stead.\I have not traveled outside temple grounds in hundreds of years.\To be able to have been master and disciple with Your Highness\can be considered good fortune.\But... But I can't bear to leave you, Master.\The fate of meetings and partings is not up to you or me, Your Highness. response:	I understand. But...
context: happens to be here.\I asked her to look after Your Highness in my stead.\I have not traveled outside temple grounds in hundreds of years.\To be able to have been master and disciple with Your Highness\can be considered good fortune.\But... But I can't bear to leave you, Master.\The fate of meetings and partings is not up to you or me, Your Highness.\I understand. But... response:	Master, thank you for watching over Yuan Zhen all these years.
context: I asked her to look after Your Highness in my stead.\I have not traveled outside temple grounds in hundreds of years.\To be able to have been master and disciple with Your Highness\can be considered good fortune.\But... But I can't bear to leave you, Master.\The fate of meetings and partings is not up to you or me, Your Highness.\I understand. But...\Master, thank you for watching over Yuan Zhen all these years. response:	Hurry and greet my senior.
context: I have not traveled outside temple grounds in hundreds of years.\To be able to have been master and disciple with Your Highness\can be considered good fortune.\But... But I can't bear to leave you, Master.\The fate of meetings and partings is not up to you or me, Your Highness.\I understand. But...\Master, thank you for watching over Yuan Zhen all these years.\Hurry and greet my senior. response:	Yuan Zhen, hurry. Give your greetings to the Taoist priest.
context: To be able to have been master and disciple with Your Highness\can be considered good fortune.\But... But I can't bear to leave you, Master.\The fate of meetings and partings is not up to you or me, Your Highness.\I understand. But...\Master, thank you for watching over Yuan Zhen all these years.\Hurry and greet my senior.\Yuan Zhen, hurry. Give your greetings to the Taoist priest. response:	Taoist Priest.
context: can be considered good fortune.\But... But I can't bear to leave you, Master.\The fate of meetings and partings is not up to you or me, Your Highness.\I understand. But...\Master, thank you for watching over Yuan Zhen all these years.\Hurry and greet my senior.\Yuan Zhen, hurry. Give your greetings to the Taoist priest.\Taoist Priest. response:	Very good, very good.
context: But... But I can't bear to leave you, Master.\The fate of meetings and partings is not up to you or me, Your Highness.\I understand. But...\Master, thank you for watching over Yuan Zhen all these years.\Hurry and greet my senior.\Yuan Zhen, hurry. Give your greetings to the Taoist priest.\Taoist Priest.\Very good, very good. response:	You mean to say...
context: The fate of meetings and partings is not up to you or me, Your Highness.\I understand. But...\Master, thank you for watching over Yuan Zhen all these years.\Hurry and greet my senior.\Yuan Zhen, hurry. Give your greetings to the Taoist priest.\Taoist Priest.\Very good, very good.\You mean to say... response:	I can tell from a glance
context: I understand. But...\Master, thank you for watching over Yuan Zhen all these years.\Hurry and greet my senior.\Yuan Zhen, hurry. Give your greetings to the Taoist priest.\Taoist Priest.\Very good, very good.\You mean to say...\I can tell from a glance response:	the Crown Prince was one among the ranks of the immortals of the Nine Heavens.
context: Master, thank you for watching over Yuan Zhen all these years.\Hurry and greet my senior.\Yuan Zhen, hurry. Give your greetings to the Taoist priest.\Taoist Priest.\Very good, very good.\You mean to say...\I can tell from a glance\the Crown Prince was one among the ranks of the immortals of the Nine Heavens. response:	He descended to the Mortal Realm
context: Hurry and greet my senior.\Yuan Zhen, hurry. Give your greetings to the Taoist priest.\Taoist Priest.\Very good, very good.\You mean to say...\I can tell from a glance\the Crown Prince was one among the ranks of the immortals of the Nine Heavens.\He descended to the Mortal Realm response:	to endure a trial because he had committed a wrong.
