context: Bell-kun, response:	has something good happened to you?
context: Aiz?\Looks like she's also fired up.\It really is nice to be in a party.\Yeah.\Moving around feels so much easier.\That's one of the benefits of partying up.\You've got more room to breathe.\The way you move and deal with monsters changes, too. response:	Looks like other parties are starting to show up.
context: Looks like she's also fired up.\It really is nice to be in a party.\Yeah.\Moving around feels so much easier.\That's one of the benefits of partying up.\You've got more room to breathe.\The way you move and deal with monsters changes, too.\Looks like other parties are starting to show up. response:	Once Li'l Lili gets our magic stones,
context: It really is nice to be in a party.\Yeah.\Moving around feels so much easier.\That's one of the benefits of partying up.\You've got more room to breathe.\The way you move and deal with monsters changes, too.\Looks like other parties are starting to show up.\Once Li'l Lili gets our magic stones, response:	let's eat.
context: Yeah.\Moving around feels so much easier.\That's one of the benefits of partying up.\You've got more room to breathe.\The way you move and deal with monsters changes, too.\Looks like other parties are starting to show up.\Once Li'l Lili gets our magic stones,\let's eat. response:	We can leave the monsters to them.
context: Moving around feels so much easier.\That's one of the benefits of partying up.\You've got more room to breathe.\The way you move and deal with monsters changes, too.\Looks like other parties are starting to show up.\Once Li'l Lili gets our magic stones,\let's eat.\We can leave the monsters to them. response:	Hey, Bell, what's that?
context: That's one of the benefits of partying up.\You've got more room to breathe.\The way you move and deal with monsters changes, too.\Looks like other parties are starting to show up.\Once Li'l Lili gets our magic stones,\let's eat.\We can leave the monsters to them.\Hey, Bell, what's that? response:	What is this?
context: You've got more room to breathe.\The way you move and deal with monsters changes, too.\Looks like other parties are starting to show up.\Once Li'l Lili gets our magic stones,\let's eat.\We can leave the monsters to them.\Hey, Bell, what's that?\What is this? response:	Oh, crap! It's a baby dragon!
context: The way you move and deal with monsters changes, too.\Looks like other parties are starting to show up.\Once Li'l Lili gets our magic stones,\let's eat.\We can leave the monsters to them.\Hey, Bell, what's that?\What is this?\Oh, crap! It's a baby dragon! response:	Run!
context: Looks like other parties are starting to show up.\Once Li'l Lili gets our magic stones,\let's eat.\We can leave the monsters to them.\Hey, Bell, what's that?\What is this?\Oh, crap! It's a baby dragon!\Run! response:	Where's Lili?
context: Once Li'l Lili gets our magic stones,\let's eat.\We can leave the monsters to them.\Hey, Bell, what's that?\What is this?\Oh, crap! It's a baby dragon!\Run!\Where's Lili? response:	Lili!
context: let's eat.\We can leave the monsters to them.\Hey, Bell, what's that?\What is this?\Oh, crap! It's a baby dragon!\Run!\Where's Lili?\Lili! response:	Run, Li'l Lili!
context: We can leave the monsters to them.\Hey, Bell, what's that?\What is this?\Oh, crap! It's a baby dragon!\Run!\Where's Lili?\Lili!\Run, Li'l Lili! response:	Firebolt!
context: Hey, Bell, what's that?\What is this?\Oh, crap! It's a baby dragon!\Run!\Where's Lili?\Lili!\Run, Li'l Lili!\Firebolt! response:	No doubt about it.
context: What is this?\Oh, crap! It's a baby dragon!\Run!\Where's Lili?\Lili!\Run, Li'l Lili!\Firebolt!\No doubt about it. response:	That was your Argonaut skill.
context: Oh, crap! It's a baby dragon!\Run!\Where's Lili?\Lili!\Run, Li'l Lili!\Firebolt!\No doubt about it.\That was your Argonaut skill. response:	It's the possibility to overcome any difficulty.
context: Run!\Where's Lili?\Lili!\Run, Li'l Lili!\Firebolt!\No doubt about it.\That was your Argonaut skill.\It's the possibility to overcome any difficulty. response:	For a stupid kid who wants to be a hero, it's the ticket to pulling that off.
context: Where's Lili?\Lili!\Run, Li'l Lili!\Firebolt!\No doubt about it.\That was your Argonaut skill.\It's the possibility to overcome any difficulty.\For a stupid kid who wants to be a hero, it's the ticket to pulling that off. response:	In the face of overwhelming power,
context: Lili!\Run, Li'l Lili!\Firebolt!\No doubt about it.\That was your Argonaut skill.\It's the possibility to overcome any difficulty.\For a stupid kid who wants to be a hero, it's the ticket to pulling that off.\In the face of overwhelming power, response:	you can resist with that one little attack.
context: Run, Li'l Lili!\Firebolt!\No doubt about it.\That was your Argonaut skill.\It's the possibility to overcome any difficulty.\For a stupid kid who wants to be a hero, it's the ticket to pulling that off.\In the face of overwhelming power,\you can resist with that one little attack. response:	Like a hero, you can smite an enemy in a single blow.
context: Firebolt!\No doubt about it.\That was your Argonaut skill.\It's the possibility to overcome any difficulty.\For a stupid kid who wants to be a hero, it's the ticket to pulling that off.\In the face of overwhelming power,\you can resist with that one little attack.\Like a hero, you can smite an enemy in a single blow. response:	Perfect for someone desperate to be a hero, like you, right?
context: No doubt about it.\That was your Argonaut skill.\It's the possibility to overcome any difficulty.\For a stupid kid who wants to be a hero, it's the ticket to pulling that off.\In the face of overwhelming power,\you can resist with that one little attack.\Like a hero, you can smite an enemy in a single blow.\Perfect for someone desperate to be a hero, like you, right? response:	Come to think of it, Goddess...
context: That was your Argonaut skill.\It's the possibility to overcome any difficulty.\For a stupid kid who wants to be a hero, it's the ticket to pulling that off.\In the face of overwhelming power,\you can resist with that one little attack.\Like a hero, you can smite an enemy in a single blow.\Perfect for someone desperate to be a hero, like you, right?\Come to think of it, Goddess... response:	Have you ever heard of some noble blacksmiths named Crozzo?
context: It's the possibility to overcome any difficulty.\For a stupid kid who wants to be a hero, it's the ticket to pulling that off.\In the face of overwhelming power,\you can resist with that one little attack.\Like a hero, you can smite an enemy in a single blow.\Perfect for someone desperate to be a hero, like you, right?\Come to think of it, Goddess...\Have you ever heard of some noble blacksmiths named Crozzo? response:	That's your blacksmith's family name, isn't it?
context: For a stupid kid who wants to be a hero, it's the ticket to pulling that off.\In the face of overwhelming power,\you can resist with that one little attack.\Like a hero, you can smite an enemy in a single blow.\Perfect for someone desperate to be a hero, like you, right?\Come to think of it, Goddess...\Have you ever heard of some noble blacksmiths named Crozzo?\That's your blacksmith's family name, isn't it? response:	I know they used to make a lot of magic items, but that's about it.
context: In the face of overwhelming power,\you can resist with that one little attack.\Like a hero, you can smite an enemy in a single blow.\Perfect for someone desperate to be a hero, like you, right?\Come to think of it, Goddess...\Have you ever heard of some noble blacksmiths named Crozzo?\That's your blacksmith's family name, isn't it?\I know they used to make a lot of magic items, but that's about it. response:	I see.
context: you can resist with that one little attack.\Like a hero, you can smite an enemy in a single blow.\Perfect for someone desperate to be a hero, like you, right?\Come to think of it, Goddess...\Have you ever heard of some noble blacksmiths named Crozzo?\That's your blacksmith's family name, isn't it?\I know they used to make a lot of magic items, but that's about it.\I see. response:	But I heard a little about that particular blacksmith at the shop.
context: Like a hero, you can smite an enemy in a single blow.\Perfect for someone desperate to be a hero, like you, right?\Come to think of it, Goddess...\Have you ever heard of some noble blacksmiths named Crozzo?\That's your blacksmith's family name, isn't it?\I know they used to make a lot of magic items, but that's about it.\I see.\But I heard a little about that particular blacksmith at the shop. response:	It seems he can make magic items.
context: Perfect for someone desperate to be a hero, like you, right?\Come to think of it, Goddess...\Have you ever heard of some noble blacksmiths named Crozzo?\That's your blacksmith's family name, isn't it?\I know they used to make a lot of magic items, but that's about it.\I see.\But I heard a little about that particular blacksmith at the shop.\It seems he can make magic items. response:	And pretty strong ones, too.
context: Come to think of it, Goddess...\Have you ever heard of some noble blacksmiths named Crozzo?\That's your blacksmith's family name, isn't it?\I know they used to make a lot of magic items, but that's about it.\I see.\But I heard a little about that particular blacksmith at the shop.\It seems he can make magic items.\And pretty strong ones, too. response:	His familia says he's wasting his talent.
context: Have you ever heard of some noble blacksmiths named Crozzo?\That's your blacksmith's family name, isn't it?\I know they used to make a lot of magic items, but that's about it.\I see.\But I heard a little about that particular blacksmith at the shop.\It seems he can make magic items.\And pretty strong ones, too.\His familia says he's wasting his talent. response:	Why?
context: That's your blacksmith's family name, isn't it?\I know they used to make a lot of magic items, but that's about it.\I see.\But I heard a little about that particular blacksmith at the shop.\It seems he can make magic items.\And pretty strong ones, too.\His familia says he's wasting his talent.\Why? response:	He won't make any.
context: I know they used to make a lot of magic items, but that's about it.\I see.\But I heard a little about that particular blacksmith at the shop.\It seems he can make magic items.\And pretty strong ones, too.\His familia says he's wasting his talent.\Why?\He won't make any. response:	If he did, he could have wealth and honor,
context: I see.\But I heard a little about that particular blacksmith at the shop.\It seems he can make magic items.\And pretty strong ones, too.\His familia says he's wasting his talent.\Why?\He won't make any.\If he did, he could have wealth and honor, response:	but for whatever reason, he absolutely refuses.
context: But I heard a little about that particular blacksmith at the shop.\It seems he can make magic items.\And pretty strong ones, too.\His familia says he's wasting his talent.\Why?\He won't make any.\If he did, he could have wealth and honor,\but for whatever reason, he absolutely refuses. response:	He's talented, but it's like he's hiding something.
context: It seems he can make magic items.\And pretty strong ones, too.\His familia says he's wasting his talent.\Why?\He won't make any.\If he did, he could have wealth and honor,\but for whatever reason, he absolutely refuses.\He's talented, but it's like he's hiding something. response:	That's what people say about your contract blacksmith.
context: And pretty strong ones, too.\His familia says he's wasting his talent.\Why?\He won't make any.\If he did, he could have wealth and honor,\but for whatever reason, he absolutely refuses.\He's talented, but it's like he's hiding something.\That's what people say about your contract blacksmith. response:	Is Li'l Lili off today?
context: His familia says he's wasting his talent.\Why?\He won't make any.\If he did, he could have wealth and honor,\but for whatever reason, he absolutely refuses.\He's talented, but it's like he's hiding something.\That's what people say about your contract blacksmith.\Is Li'l Lili off today? response:	Yeah.
context: Why?\He won't make any.\If he did, he could have wealth and honor,\but for whatever reason, he absolutely refuses.\He's talented, but it's like he's hiding something.\That's what people say about your contract blacksmith.\Is Li'l Lili off today?\Yeah. response:	She says the gnome who runs the place where
context: He won't make any.\If he did, he could have wealth and honor,\but for whatever reason, he absolutely refuses.\He's talented, but it's like he's hiding something.\That's what people say about your contract blacksmith.\Is Li'l Lili off today?\Yeah.\She says the gnome who runs the place where response:	she's staying is sick, so she wants to take care of him.
context: If he did, he could have wealth and honor,\but for whatever reason, he absolutely refuses.\He's talented, but it's like he's hiding something.\That's what people say about your contract blacksmith.\Is Li'l Lili off today?\Yeah.\She says the gnome who runs the place where\she's staying is sick, so she wants to take care of him. response:	So I'm sorry, but today...
context: but for whatever reason, he absolutely refuses.\He's talented, but it's like he's hiding something.\That's what people say about your contract blacksmith.\Is Li'l Lili off today?\Yeah.\She says the gnome who runs the place where\she's staying is sick, so she wants to take care of him.\So I'm sorry, but today... response:	Oh, I see.
context: He's talented, but it's like he's hiding something.\That's what people say about your contract blacksmith.\Is Li'l Lili off today?\Yeah.\She says the gnome who runs the place where\she's staying is sick, so she wants to take care of him.\So I'm sorry, but today...\Oh, I see. response:	Hey, Bell-kun, would you mind coming with me today?
context: That's what people say about your contract blacksmith.\Is Li'l Lili off today?\Yeah.\She says the gnome who runs the place where\she's staying is sick, so she wants to take care of him.\So I'm sorry, but today...\Oh, I see.\Hey, Bell-kun, would you mind coming with me today? response:	I promised you if you let me into the party I'd thank you, right?
context: Is Li'l Lili off today?\Yeah.\She says the gnome who runs the place where\she's staying is sick, so she wants to take care of him.\So I'm sorry, but today...\Oh, I see.\Hey, Bell-kun, would you mind coming with me today?\I promised you if you let me into the party I'd thank you, right? response:	I'll make you all-new equipment.
context: Yeah.\She says the gnome who runs the place where\she's staying is sick, so she wants to take care of him.\So I'm sorry, but today...\Oh, I see.\Hey, Bell-kun, would you mind coming with me today?\I promised you if you let me into the party I'd thank you, right?\I'll make you all-new equipment. response:	So this is your workshop?
context: She says the gnome who runs the place where\she's staying is sick, so she wants to take care of him.\So I'm sorry, but today...\Oh, I see.\Hey, Bell-kun, would you mind coming with me today?\I promised you if you let me into the party I'd thank you, right?\I'll make you all-new equipment.\So this is your workshop? response:	Sorry it's so filthy.
context: she's staying is sick, so she wants to take care of him.\So I'm sorry, but today...\Oh, I see.\Hey, Bell-kun, would you mind coming with me today?\I promised you if you let me into the party I'd thank you, right?\I'll make you all-new equipment.\So this is your workshop?\Sorry it's so filthy. response:	Just try to put up with it.
context: So I'm sorry, but today...\Oh, I see.\Hey, Bell-kun, would you mind coming with me today?\I promised you if you let me into the party I'd thank you, right?\I'll make you all-new equipment.\So this is your workshop?\Sorry it's so filthy.\Just try to put up with it. response:	Oh, no, it's fine.
context: Oh, I see.\Hey, Bell-kun, would you mind coming with me today?\I promised you if you let me into the party I'd thank you, right?\I'll make you all-new equipment.\So this is your workshop?\Sorry it's so filthy.\Just try to put up with it.\Oh, no, it's fine. response:	Anything you want?
context: Hey, Bell-kun, would you mind coming with me today?\I promised you if you let me into the party I'd thank you, right?\I'll make you all-new equipment.\So this is your workshop?\Sorry it's so filthy.\Just try to put up with it.\Oh, no, it's fine.\Anything you want? response:	Equipment you want to try, maybe?
context: I promised you if you let me into the party I'd thank you, right?\I'll make you all-new equipment.\So this is your workshop?\Sorry it's so filthy.\Just try to put up with it.\Oh, no, it's fine.\Anything you want?\Equipment you want to try, maybe? response:	Oh, no... Just the light armor is more than enough.
context: I'll make you all-new equipment.\So this is your workshop?\Sorry it's so filthy.\Just try to put up with it.\Oh, no, it's fine.\Anything you want?\Equipment you want to try, maybe?\Oh, no... Just the light armor is more than enough. response:	You should be greedier, Bell.
context: So this is your workshop?\Sorry it's so filthy.\Just try to put up with it.\Oh, no, it's fine.\Anything you want?\Equipment you want to try, maybe?\Oh, no... Just the light armor is more than enough.\You should be greedier, Bell. response:	An adventurer's job is to be as prepared as he possibly can be.
context: Sorry it's so filthy.\Just try to put up with it.\Oh, no, it's fine.\Anything you want?\Equipment you want to try, maybe?\Oh, no... Just the light armor is more than enough.\You should be greedier, Bell.\An adventurer's job is to be as prepared as he possibly can be. response:	Am I wrong?
context: Just try to put up with it.\Oh, no, it's fine.\Anything you want?\Equipment you want to try, maybe?\Oh, no... Just the light armor is more than enough.\You should be greedier, Bell.\An adventurer's job is to be as prepared as he possibly can be.\Am I wrong? response:	No, you're right...
context: Oh, no, it's fine.\Anything you want?\Equipment you want to try, maybe?\Oh, no... Just the light armor is more than enough.\You should be greedier, Bell.\An adventurer's job is to be as prepared as he possibly can be.\Am I wrong?\No, you're right... response:	Can I touch this?
context: Anything you want?\Equipment you want to try, maybe?\Oh, no... Just the light armor is more than enough.\You should be greedier, Bell.\An adventurer's job is to be as prepared as he possibly can be.\Am I wrong?\No, you're right...\Can I touch this? response:	Sure.
context: Equipment you want to try, maybe?\Oh, no... Just the light armor is more than enough.\You should be greedier, Bell.\An adventurer's job is to be as prepared as he possibly can be.\Am I wrong?\No, you're right...\Can I touch this?\Sure. response:	Nobody would buy it.
context: Oh, no... Just the light armor is more than enough.\You should be greedier, Bell.\An adventurer's job is to be as prepared as he possibly can be.\Am I wrong?\No, you're right...\Can I touch this?\Sure.\Nobody would buy it. response:	Really?
context: You should be greedier, Bell.\An adventurer's job is to be as prepared as he possibly can be.\Am I wrong?\No, you're right...\Can I touch this?\Sure.\Nobody would buy it.\Really? response:	But it's a good sword...
context: An adventurer's job is to be as prepared as he possibly can be.\Am I wrong?\No, you're right...\Can I touch this?\Sure.\Nobody would buy it.\Really?\But it's a good sword... response:	What is it?
context: Am I wrong?\No, you're right...\Can I touch this?\Sure.\Nobody would buy it.\Really?\But it's a good sword...\What is it? response:	Were you hoping for a magic item?
context: No, you're right...\Can I touch this?\Sure.\Nobody would buy it.\Really?\But it's a good sword...\What is it?\Were you hoping for a magic item? response:	You heard from your goddess, Hestia-sama,
context: Can I touch this?\Sure.\Nobody would buy it.\Really?\But it's a good sword...\What is it?\Were you hoping for a magic item?\You heard from your goddess, Hestia-sama, response:	that I can make magic items, right?
context: Sure.\Nobody would buy it.\Really?\But it's a good sword...\What is it?\Were you hoping for a magic item?\You heard from your goddess, Hestia-sama,\that I can make magic items, right? response:	I heard she was asking around about me.
context: Nobody would buy it.\Really?\But it's a good sword...\What is it?\Were you hoping for a magic item?\You heard from your goddess, Hestia-sama,\that I can make magic items, right?\I heard she was asking around about me. response:	S-Sorry...
context: Really?\But it's a good sword...\What is it?\Were you hoping for a magic item?\You heard from your goddess, Hestia-sama,\that I can make magic items, right?\I heard she was asking around about me.\S-Sorry... response:	No, it's fine.
context: But it's a good sword...\What is it?\Were you hoping for a magic item?\You heard from your goddess, Hestia-sama,\that I can make magic items, right?\I heard she was asking around about me.\S-Sorry...\No, it's fine. response:	I'm under contract with someone in her familia,
context: What is it?\Were you hoping for a magic item?\You heard from your goddess, Hestia-sama,\that I can make magic items, right?\I heard she was asking around about me.\S-Sorry...\No, it's fine.\I'm under contract with someone in her familia, response:	so I understand how she feels.
context: Were you hoping for a magic item?\You heard from your goddess, Hestia-sama,\that I can make magic items, right?\I heard she was asking around about me.\S-Sorry...\No, it's fine.\I'm under contract with someone in her familia,\so I understand how she feels. response:	But I was worried you might change your attitude
context: You heard from your goddess, Hestia-sama,\that I can make magic items, right?\I heard she was asking around about me.\S-Sorry...\No, it's fine.\I'm under contract with someone in her familia,\so I understand how she feels.\But I was worried you might change your attitude response:	once you learned more about me.
context: that I can make magic items, right?\I heard she was asking around about me.\S-Sorry...\No, it's fine.\I'm under contract with someone in her familia,\so I understand how she feels.\But I was worried you might change your attitude\once you learned more about me. response:	Sorry to test you like that.
context: I heard she was asking around about me.\S-Sorry...\No, it's fine.\I'm under contract with someone in her familia,\so I understand how she feels.\But I was worried you might change your attitude\once you learned more about me.\Sorry to test you like that. response:	Oh, no...
context: S-Sorry...\No, it's fine.\I'm under contract with someone in her familia,\so I understand how she feels.\But I was worried you might change your attitude\once you learned more about me.\Sorry to test you like that.\Oh, no... response:	So as for what I'm going to make...
context: No, it's fine.\I'm under contract with someone in her familia,\so I understand how she feels.\But I was worried you might change your attitude\once you learned more about me.\Sorry to test you like that.\Oh, no...\So as for what I'm going to make... response:	Is that a drop item?
context: I'm under contract with someone in her familia,\so I understand how she feels.\But I was worried you might change your attitude\once you learned more about me.\Sorry to test you like that.\Oh, no...\So as for what I'm going to make...\Is that a drop item? response:	Yes, it's a minotaur horn.
context: so I understand how she feels.\But I was worried you might change your attitude\once you learned more about me.\Sorry to test you like that.\Oh, no...\So as for what I'm going to make...\Is that a drop item?\Yes, it's a minotaur horn. response:	I just couldn't bring myself to let it go.
context: But I was worried you might change your attitude\once you learned more about me.\Sorry to test you like that.\Oh, no...\So as for what I'm going to make...\Is that a drop item?\Yes, it's a minotaur horn.\I just couldn't bring myself to let it go. response:	Should I use that, then?
context: once you learned more about me.\Sorry to test you like that.\Oh, no...\So as for what I'm going to make...\Is that a drop item?\Yes, it's a minotaur horn.\I just couldn't bring myself to let it go.\Should I use that, then? response:	Use it?
context: Sorry to test you like that.\Oh, no...\So as for what I'm going to make...\Is that a drop item?\Yes, it's a minotaur horn.\I just couldn't bring myself to let it go.\Should I use that, then?\Use it? response:	I can use it to make a new piece of equipment for you.
context: Oh, no...\So as for what I'm going to make...\Is that a drop item?\Yes, it's a minotaur horn.\I just couldn't bring myself to let it go.\Should I use that, then?\Use it?\I can use it to make a new piece of equipment for you. response:	You can do that?
context: So as for what I'm going to make...\Is that a drop item?\Yes, it's a minotaur horn.\I just couldn't bring myself to let it go.\Should I use that, then?\Use it?\I can use it to make a new piece of equipment for you.\You can do that? response:	Sure can.
context: Is that a drop item?\Yes, it's a minotaur horn.\I just couldn't bring myself to let it go.\Should I use that, then?\Use it?\I can use it to make a new piece of equipment for you.\You can do that?\Sure can. response:	Please!
context: Yes, it's a minotaur horn.\I just couldn't bring myself to let it go.\Should I use that, then?\Use it?\I can use it to make a new piece of equipment for you.\You can do that?\Sure can.\Please! response:	I don't like magic items.
context: I just couldn't bring myself to let it go.\Should I use that, then?\Use it?\I can use it to make a new piece of equipment for you.\You can do that?\Sure can.\Please!\I don't like magic items. response:	I used to have plenty of customers.
context: Should I use that, then?\Use it?\I can use it to make a new piece of equipment for you.\You can do that?\Sure can.\Please!\I don't like magic items.\I used to have plenty of customers. response:	But they were all people who learned
context: Use it?\I can use it to make a new piece of equipment for you.\You can do that?\Sure can.\Please!\I don't like magic items.\I used to have plenty of customers.\But they were all people who learned response:	that I was a Crozzo, and asked me for magic items.
context: I can use it to make a new piece of equipment for you.\You can do that?\Sure can.\Please!\I don't like magic items.\I used to have plenty of customers.\But they were all people who learned\that I was a Crozzo, and asked me for magic items. response:	I really got sick of them.
context: You can do that?\Sure can.\Please!\I don't like magic items.\I used to have plenty of customers.\But they were all people who learned\that I was a Crozzo, and asked me for magic items.\I really got sick of them. response:	They want a tool to make them stronger. To make them famous.
context: Sure can.\Please!\I don't like magic items.\I used to have plenty of customers.\But they were all people who learned\that I was a Crozzo, and asked me for magic items.\I really got sick of them.\They want a tool to make them stronger. To make them famous. response:	Everybody said the same thing.
context: Please!\I don't like magic items.\I used to have plenty of customers.\But they were all people who learned\that I was a Crozzo, and asked me for magic items.\I really got sick of them.\They want a tool to make them stronger. To make them famous.\Everybody said the same thing. response:	But that's not right.
context: I don't like magic items.\I used to have plenty of customers.\But they were all people who learned\that I was a Crozzo, and asked me for magic items.\I really got sick of them.\They want a tool to make them stronger. To make them famous.\Everybody said the same thing.\But that's not right. response:	That's not what a weapon should be.
context: I used to have plenty of customers.\But they were all people who learned\that I was a Crozzo, and asked me for magic items.\I really got sick of them.\They want a tool to make them stronger. To make them famous.\Everybody said the same thing.\But that's not right.\That's not what a weapon should be. response:	It's not just a tool, or a way to get famous.
context: But they were all people who learned\that I was a Crozzo, and asked me for magic items.\I really got sick of them.\They want a tool to make them stronger. To make them famous.\Everybody said the same thing.\But that's not right.\That's not what a weapon should be.\It's not just a tool, or a way to get famous. response:	A weapon is part of its wielder.
context: that I was a Crozzo, and asked me for magic items.\I really got sick of them.\They want a tool to make them stronger. To make them famous.\Everybody said the same thing.\But that's not right.\That's not what a weapon should be.\It's not just a tool, or a way to get famous.\A weapon is part of its wielder. response:	No matter how bad things get,
context: I really got sick of them.\They want a tool to make them stronger. To make them famous.\Everybody said the same thing.\But that's not right.\That's not what a weapon should be.\It's not just a tool, or a way to get famous.\A weapon is part of its wielder.\No matter how bad things get, response:	your weapon will never betray you.
context: They want a tool to make them stronger. To make them famous.\Everybody said the same thing.\But that's not right.\That's not what a weapon should be.\It's not just a tool, or a way to get famous.\A weapon is part of its wielder.\No matter how bad things get,\your weapon will never betray you. response:	That's why I don't like magic items.
context: Everybody said the same thing.\But that's not right.\That's not what a weapon should be.\It's not just a tool, or a way to get famous.\A weapon is part of its wielder.\No matter how bad things get,\your weapon will never betray you.\That's why I don't like magic items. response:	They'll shatter and leave their wielder behind.
context: But that's not right.\That's not what a weapon should be.\It's not just a tool, or a way to get famous.\A weapon is part of its wielder.\No matter how bad things get,\your weapon will never betray you.\That's why I don't like magic items.\They'll shatter and leave their wielder behind. response:	Their power wastes human talent.
context: That's not what a weapon should be.\It's not just a tool, or a way to get famous.\A weapon is part of its wielder.\No matter how bad things get,\your weapon will never betray you.\That's why I don't like magic items.\They'll shatter and leave their wielder behind.\Their power wastes human talent. response:	Neither a wielder nor a smith can take pride in them.
context: It's not just a tool, or a way to get famous.\A weapon is part of its wielder.\No matter how bad things get,\your weapon will never betray you.\That's why I don't like magic items.\They'll shatter and leave their wielder behind.\Their power wastes human talent.\Neither a wielder nor a smith can take pride in them. response:	So now, I don't make magic items.
context: A weapon is part of its wielder.\No matter how bad things get,\your weapon will never betray you.\That's why I don't like magic items.\They'll shatter and leave their wielder behind.\Their power wastes human talent.\Neither a wielder nor a smith can take pride in them.\So now, I don't make magic items. response:	It's probably because the material was good.
context: No matter how bad things get,\your weapon will never betray you.\That's why I don't like magic items.\They'll shatter and leave their wielder behind.\Their power wastes human talent.\Neither a wielder nor a smith can take pride in them.\So now, I don't make magic items.\It's probably because the material was good. response:	It's without a doubt the best thing I've ever made.
context: your weapon will never betray you.\That's why I don't like magic items.\They'll shatter and leave their wielder behind.\Their power wastes human talent.\Neither a wielder nor a smith can take pride in them.\So now, I don't make magic items.\It's probably because the material was good.\It's without a doubt the best thing I've ever made. response:	Okay, let's give it a name.
context: That's why I don't like magic items.\They'll shatter and leave their wielder behind.\Their power wastes human talent.\Neither a wielder nor a smith can take pride in them.\So now, I don't make magic items.\It's probably because the material was good.\It's without a doubt the best thing I've ever made.\Okay, let's give it a name. response:	Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?
context: They'll shatter and leave their wielder behind.\Their power wastes human talent.\Neither a wielder nor a smith can take pride in them.\So now, I don't make magic items.\It's probably because the material was good.\It's without a doubt the best thing I've ever made.\Okay, let's give it a name.\Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan? response:	No, no, no!
context: Their power wastes human talent.\Neither a wielder nor a smith can take pride in them.\So now, I don't make magic items.\It's probably because the material was good.\It's without a doubt the best thing I've ever made.\Okay, let's give it a name.\Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?\No, no, no! response:	The first one's fine, isn't it?
context: Neither a wielder nor a smith can take pride in them.\So now, I don't make magic items.\It's probably because the material was good.\It's without a doubt the best thing I've ever made.\Okay, let's give it a name.\Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?\No, no, no!\The first one's fine, isn't it? response:	You like Ushiwakamaru, Bell?
context: So now, I don't make magic items.\It's probably because the material was good.\It's without a doubt the best thing I've ever made.\Okay, let's give it a name.\Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?\No, no, no!\The first one's fine, isn't it?\You like Ushiwakamaru, Bell? response:	There's no need to question it all.
context: It's probably because the material was good.\It's without a doubt the best thing I've ever made.\Okay, let's give it a name.\Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?\No, no, no!\The first one's fine, isn't it?\You like Ushiwakamaru, Bell?\There's no need to question it all. response:	I see.
context: It's without a doubt the best thing I've ever made.\Okay, let's give it a name.\Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?\No, no, no!\The first one's fine, isn't it?\You like Ushiwakamaru, Bell?\There's no need to question it all.\I see. response:	Ushiwakamaru it is, I guess.
context: Okay, let's give it a name.\Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?\No, no, no!\The first one's fine, isn't it?\You like Ushiwakamaru, Bell?\There's no need to question it all.\I see.\Ushiwakamaru it is, I guess. response:	Here.
context: Ushiwakamaru? No, since it's a minotaur dagger, maybe Mino-tan?\No, no, no!\The first one's fine, isn't it?\You like Ushiwakamaru, Bell?\There's no need to question it all.\I see.\Ushiwakamaru it is, I guess.\Here. response:	Thank you, Welf-san.
context: No, no, no!\The first one's fine, isn't it?\You like Ushiwakamaru, Bell?\There's no need to question it all.\I see.\Ushiwakamaru it is, I guess.\Here.\Thank you, Welf-san. response:	We've only known each other for a few days,
context: The first one's fine, isn't it?\You like Ushiwakamaru, Bell?\There's no need to question it all.\I see.\Ushiwakamaru it is, I guess.\Here.\Thank you, Welf-san.\We've only known each other for a few days, response:	so I won't ask you to trust me completely.
context: You like Ushiwakamaru, Bell?\There's no need to question it all.\I see.\Ushiwakamaru it is, I guess.\Here.\Thank you, Welf-san.\We've only known each other for a few days,\so I won't ask you to trust me completely. response:	But...
context: There's no need to question it all.\I see.\Ushiwakamaru it is, I guess.\Here.\Thank you, Welf-san.\We've only known each other for a few days,\so I won't ask you to trust me completely.\But... response:	Treat me more like a companion, like Li'l Lili does.
context: I see.\Ushiwakamaru it is, I guess.\Here.\Thank you, Welf-san.\We've only known each other for a few days,\so I won't ask you to trust me completely.\But...\Treat me more like a companion, like Li'l Lili does. response:	All right, Welf.
context: Ushiwakamaru it is, I guess.\Here.\Thank you, Welf-san.\We've only known each other for a few days,\so I won't ask you to trust me completely.\But...\Treat me more like a companion, like Li'l Lili does.\All right, Welf. response:	Okay. Let's go over this one last time.
context: Here.\Thank you, Welf-san.\We've only known each other for a few days,\so I won't ask you to trust me completely.\But...\Treat me more like a companion, like Li'l Lili does.\All right, Welf.\Okay. Let's go over this one last time. response:	Once we pass through, we'll be on Floor 13, a middle floor.
