context: Komachi... response:	What?
context: Aww, come on. You can tell me.\After we finish this.\Well, if that's all it was, it doesn't seem like there'll be a problem.\I guess it's okay.\So anyway, do you l\What do you think of Hayama?\Huh?\What is this? Are you hitting on me? response:	I'm sorry. I can't. There's someone I like.
context: After we finish this.\Well, if that's all it was, it doesn't seem like there'll be a problem.\I guess it's okay.\So anyway, do you l\What do you think of Hayama?\Huh?\What is this? Are you hitting on me?\I'm sorry. I can't. There's someone I like. response:	I don't mean that.
context: Well, if that's all it was, it doesn't seem like there'll be a problem.\I guess it's okay.\So anyway, do you l\What do you think of Hayama?\Huh?\What is this? Are you hitting on me?\I'm sorry. I can't. There's someone I like.\I don't mean that. response:	I only wanted to know what you think of him, nothing more.
context: I guess it's okay.\So anyway, do you l\What do you think of Hayama?\Huh?\What is this? Are you hitting on me?\I'm sorry. I can't. There's someone I like.\I don't mean that.\I only wanted to know what you think of him, nothing more. response:	Well, I don't know...
context: So anyway, do you l\What do you think of Hayama?\Huh?\What is this? Are you hitting on me?\I'm sorry. I can't. There's someone I like.\I don't mean that.\I only wanted to know what you think of him, nothing more.\Well, I don't know... response:	If I thought things were going well, I'd try to make a gr
context: What do you think of Hayama?\Huh?\What is this? Are you hitting on me?\I'm sorry. I can't. There's someone I like.\I don't mean that.\I only wanted to know what you think of him, nothing more.\Well, I don't know...\If I thought things were going well, I'd try to make a gr response:	To hold his hand, I guess.
context: Huh?\What is this? Are you hitting on me?\I'm sorry. I can't. There's someone I like.\I don't mean that.\I only wanted to know what you think of him, nothing more.\Well, I don't know...\If I thought things were going well, I'd try to make a gr\To hold his hand, I guess. response:	She just started to say make a grab, didn't she?!
context: What is this? Are you hitting on me?\I'm sorry. I can't. There's someone I like.\I don't mean that.\I only wanted to know what you think of him, nothing more.\Well, I don't know...\If I thought things were going well, I'd try to make a gr\To hold his hand, I guess.\She just started to say make a grab, didn't she?! response:	Hey, Senpai! Is there any point in doing this?
context: I'm sorry. I can't. There's someone I like.\I don't mean that.\I only wanted to know what you think of him, nothing more.\Well, I don't know...\If I thought things were going well, I'd try to make a gr\To hold his hand, I guess.\She just started to say make a grab, didn't she?!\Hey, Senpai! Is there any point in doing this? response:	Well, there isn't not one.
context: I don't mean that.\I only wanted to know what you think of him, nothing more.\Well, I don't know...\If I thought things were going well, I'd try to make a gr\To hold his hand, I guess.\She just started to say make a grab, didn't she?!\Hey, Senpai! Is there any point in doing this?\Well, there isn't not one. response:	That's kind of a vague answer.
context: I only wanted to know what you think of him, nothing more.\Well, I don't know...\If I thought things were going well, I'd try to make a gr\To hold his hand, I guess.\She just started to say make a grab, didn't she?!\Hey, Senpai! Is there any point in doing this?\Well, there isn't not one.\That's kind of a vague answer. response:	No matter what you try to do,
context: Well, I don't know...\If I thought things were going well, I'd try to make a gr\To hold his hand, I guess.\She just started to say make a grab, didn't she?!\Hey, Senpai! Is there any point in doing this?\Well, there isn't not one.\That's kind of a vague answer.\No matter what you try to do, response:	you can't beat Yukinoshita and Yuigahama.
context: If I thought things were going well, I'd try to make a gr\To hold his hand, I guess.\She just started to say make a grab, didn't she?!\Hey, Senpai! Is there any point in doing this?\Well, there isn't not one.\That's kind of a vague answer.\No matter what you try to do,\you can't beat Yukinoshita and Yuigahama. response:	In that sense, no, there's no point.
context: To hold his hand, I guess.\She just started to say make a grab, didn't she?!\Hey, Senpai! Is there any point in doing this?\Well, there isn't not one.\That's kind of a vague answer.\No matter what you try to do,\you can't beat Yukinoshita and Yuigahama.\In that sense, no, there's no point. response:	Well, it's not like I want to win...
context: She just started to say make a grab, didn't she?!\Hey, Senpai! Is there any point in doing this?\Well, there isn't not one.\That's kind of a vague answer.\No matter what you try to do,\you can't beat Yukinoshita and Yuigahama.\In that sense, no, there's no point.\Well, it's not like I want to win... response:	But if I'd actually happen to win, it'd be kinda scary.
context: Hey, Senpai! Is there any point in doing this?\Well, there isn't not one.\That's kind of a vague answer.\No matter what you try to do,\you can't beat Yukinoshita and Yuigahama.\In that sense, no, there's no point.\Well, it's not like I want to win...\But if I'd actually happen to win, it'd be kinda scary. response:	There's nothing you can top them in.
context: Well, there isn't not one.\That's kind of a vague answer.\No matter what you try to do,\you can't beat Yukinoshita and Yuigahama.\In that sense, no, there's no point.\Well, it's not like I want to win...\But if I'd actually happen to win, it'd be kinda scary.\There's nothing you can top them in. response:	Well, no.
context: That's kind of a vague answer.\No matter what you try to do,\you can't beat Yukinoshita and Yuigahama.\In that sense, no, there's no point.\Well, it's not like I want to win...\But if I'd actually happen to win, it'd be kinda scary.\There's nothing you can top them in.\Well, no. response:	And even the people who initially backed you won't vote for you.
context: No matter what you try to do,\you can't beat Yukinoshita and Yuigahama.\In that sense, no, there's no point.\Well, it's not like I want to win...\But if I'd actually happen to win, it'd be kinda scary.\There's nothing you can top them in.\Well, no.\And even the people who initially backed you won't vote for you. response:	They must be laughing their heads off now.
context: you can't beat Yukinoshita and Yuigahama.\In that sense, no, there's no point.\Well, it's not like I want to win...\But if I'd actually happen to win, it'd be kinda scary.\There's nothing you can top them in.\Well, no.\And even the people who initially backed you won't vote for you.\They must be laughing their heads off now. response:	And they'll laugh even harder when they see you lose.
context: In that sense, no, there's no point.\Well, it's not like I want to win...\But if I'd actually happen to win, it'd be kinda scary.\There's nothing you can top them in.\Well, no.\And even the people who initially backed you won't vote for you.\They must be laughing their heads off now.\And they'll laugh even harder when they see you lose. response:	That probably pisses you off, huh?
context: Well, it's not like I want to win...\But if I'd actually happen to win, it'd be kinda scary.\There's nothing you can top them in.\Well, no.\And even the people who initially backed you won't vote for you.\They must be laughing their heads off now.\And they'll laugh even harder when they see you lose.\That probably pisses you off, huh? response:	If someone does something to you, you should get them back.
context: But if I'd actually happen to win, it'd be kinda scary.\There's nothing you can top them in.\Well, no.\And even the people who initially backed you won't vote for you.\They must be laughing their heads off now.\And they'll laugh even harder when they see you lose.\That probably pisses you off, huh?\If someone does something to you, you should get them back. response:	Well, yeah, if I could...
context: There's nothing you can top them in.\Well, no.\And even the people who initially backed you won't vote for you.\They must be laughing their heads off now.\And they'll laugh even harder when they see you lose.\That probably pisses you off, huh?\If someone does something to you, you should get them back.\Well, yeah, if I could... response:	You can.
context: Well, no.\And even the people who initially backed you won't vote for you.\They must be laughing their heads off now.\And they'll laugh even harder when they see you lose.\That probably pisses you off, huh?\If someone does something to you, you should get them back.\Well, yeah, if I could...\You can. response:	What do you think this thing I've been having you write is?
context: And even the people who initially backed you won't vote for you.\They must be laughing their heads off now.\And they'll laugh even harder when they see you lose.\That probably pisses you off, huh?\If someone does something to you, you should get them back.\Well, yeah, if I could...\You can.\What do you think this thing I've been having you write is? response:	Lists of backers, right?
context: They must be laughing their heads off now.\And they'll laugh even harder when they see you lose.\That probably pisses you off, huh?\If someone does something to you, you should get them back.\Well, yeah, if I could...\You can.\What do you think this thing I've been having you write is?\Lists of backers, right? response:	That's right. But...
context: And they'll laugh even harder when they see you lose.\That probably pisses you off, huh?\If someone does something to you, you should get them back.\Well, yeah, if I could...\You can.\What do you think this thing I've been having you write is?\Lists of backers, right?\That's right. But... response:	It's Isshiki Iroha's list of backers.
context: That probably pisses you off, huh?\If someone does something to you, you should get them back.\Well, yeah, if I could...\You can.\What do you think this thing I've been having you write is?\Lists of backers, right?\That's right. But...\It's Isshiki Iroha's list of backers. response:	Oh...
context: If someone does something to you, you should get them back.\Well, yeah, if I could...\You can.\What do you think this thing I've been having you write is?\Lists of backers, right?\That's right. But...\It's Isshiki Iroha's list of backers.\Oh... response:	What?!
context: Well, yeah, if I could...\You can.\What do you think this thing I've been having you write is?\Lists of backers, right?\That's right. But...\It's Isshiki Iroha's list of backers.\Oh...\What?! response:	Um, I already have my backers...
context: You can.\What do you think this thing I've been having you write is?\Lists of backers, right?\That's right. But...\It's Isshiki Iroha's list of backers.\Oh...\What?!\Um, I already have my backers... response:	The rule is that you need at least thirty.
context: What do you think this thing I've been having you write is?\Lists of backers, right?\That's right. But...\It's Isshiki Iroha's list of backers.\Oh...\What?!\Um, I already have my backers...\The rule is that you need at least thirty. response:	You can get as many as you want.
context: Lists of backers, right?\That's right. But...\It's Isshiki Iroha's list of backers.\Oh...\What?!\Um, I already have my backers...\The rule is that you need at least thirty.\You can get as many as you want. response:	There's a support account for you on the internet.
context: That's right. But...\It's Isshiki Iroha's list of backers.\Oh...\What?!\Um, I already have my backers...\The rule is that you need at least thirty.\You can get as many as you want.\There's a support account for you on the internet. response:	A third of the student body follows it.
context: It's Isshiki Iroha's list of backers.\Oh...\What?!\Um, I already have my backers...\The rule is that you need at least thirty.\You can get as many as you want.\There's a support account for you on the internet.\A third of the student body follows it. response:	With this many supporters, you can win.
context: Oh...\What?!\Um, I already have my backers...\The rule is that you need at least thirty.\You can get as many as you want.\There's a support account for you on the internet.\A third of the student body follows it.\With this many supporters, you can win. response:	B-But I can't pull it off just like that!
context: What?!\Um, I already have my backers...\The rule is that you need at least thirty.\You can get as many as you want.\There's a support account for you on the internet.\A third of the student body follows it.\With this many supporters, you can win.\B-But I can't pull it off just like that! response:	And even if I did win, I don't think I could handle the job.
context: Um, I already have my backers...\The rule is that you need at least thirty.\You can get as many as you want.\There's a support account for you on the internet.\A third of the student body follows it.\With this many supporters, you can win.\B-But I can't pull it off just like that!\And even if I did win, I don't think I could handle the job. response:	I'm not really confident...
context: The rule is that you need at least thirty.\You can get as many as you want.\There's a support account for you on the internet.\A third of the student body follows it.\With this many supporters, you can win.\B-But I can't pull it off just like that!\And even if I did win, I don't think I could handle the job.\I'm not really confident... response:	And I have my club, anyway.
context: You can get as many as you want.\There's a support account for you on the internet.\A third of the student body follows it.\With this many supporters, you can win.\B-But I can't pull it off just like that!\And even if I did win, I don't think I could handle the job.\I'm not really confident...\And I have my club, anyway. response:	Well, it certainly would be tough to juggle both.
context: There's a support account for you on the internet.\A third of the student body follows it.\With this many supporters, you can win.\B-But I can't pull it off just like that!\And even if I did win, I don't think I could handle the job.\I'm not really confident...\And I have my club, anyway.\Well, it certainly would be tough to juggle both. response:	But there's something great to gain from it.
context: A third of the student body follows it.\With this many supporters, you can win.\B-But I can't pull it off just like that!\And even if I did win, I don't think I could handle the job.\I'm not really confident...\And I have my club, anyway.\Well, it certainly would be tough to juggle both.\But there's something great to gain from it. response:	What do you think that is?
context: With this many supporters, you can win.\B-But I can't pull it off just like that!\And even if I did win, I don't think I could handle the job.\I'm not really confident...\And I have my club, anyway.\Well, it certainly would be tough to juggle both.\But there's something great to gain from it.\What do you think that is? response:	Huh?
context: B-But I can't pull it off just like that!\And even if I did win, I don't think I could handle the job.\I'm not really confident...\And I have my club, anyway.\Well, it certainly would be tough to juggle both.\But there's something great to gain from it.\What do you think that is?\Huh? response:	Well, experience and stuff, I guess?
context: And even if I did win, I don't think I could handle the job.\I'm not really confident...\And I have my club, anyway.\Well, it certainly would be tough to juggle both.\But there's something great to gain from it.\What do you think that is?\Huh?\Well, experience and stuff, I guess? response:	And it'd look good on my record...
context: I'm not really confident...\And I have my club, anyway.\Well, it certainly would be tough to juggle both.\But there's something great to gain from it.\What do you think that is?\Huh?\Well, experience and stuff, I guess?\And it'd look good on my record... response:	You know, Senpai, you sound like a teacher.
context: And I have my club, anyway.\Well, it certainly would be tough to juggle both.\But there's something great to gain from it.\What do you think that is?\Huh?\Well, experience and stuff, I guess?\And it'd look good on my record...\You know, Senpai, you sound like a teacher. response:	Wrong. Listen. What you'd gain is...
context: Well, it certainly would be tough to juggle both.\But there's something great to gain from it.\What do you think that is?\Huh?\Well, experience and stuff, I guess?\And it'd look good on my record...\You know, Senpai, you sound like a teacher.\Wrong. Listen. What you'd gain is... response:	I'm student council president as a first-year, but I still attend my own club!
context: But there's something great to gain from it.\What do you think that is?\Huh?\Well, experience and stuff, I guess?\And it'd look good on my record...\You know, Senpai, you sound like a teacher.\Wrong. Listen. What you'd gain is...\I'm student council president as a first-year, but I still attend my own club! response:	That.
context: What do you think that is?\Huh?\Well, experience and stuff, I guess?\And it'd look good on my record...\You know, Senpai, you sound like a teacher.\Wrong. Listen. What you'd gain is...\I'm student council president as a first-year, but I still attend my own club!\That. response:	Ew.
context: Huh?\Well, experience and stuff, I guess?\And it'd look good on my record...\You know, Senpai, you sound like a teacher.\Wrong. Listen. What you'd gain is...\I'm student council president as a first-year, but I still attend my own club!\That.\Ew. response:	A first-year would be forgiven for failing.
context: Well, experience and stuff, I guess?\And it'd look good on my record...\You know, Senpai, you sound like a teacher.\Wrong. Listen. What you'd gain is...\I'm student council president as a first-year, but I still attend my own club!\That.\Ew.\A first-year would be forgiven for failing. response:	And when you don't want to do student council work,
context: And it'd look good on my record...\You know, Senpai, you sound like a teacher.\Wrong. Listen. What you'd gain is...\I'm student council president as a first-year, but I still attend my own club!\That.\Ew.\A first-year would be forgiven for failing.\And when you don't want to do student council work, response:	you could use your club as an excuse.
context: You know, Senpai, you sound like a teacher.\Wrong. Listen. What you'd gain is...\I'm student council president as a first-year, but I still attend my own club!\That.\Ew.\A first-year would be forgiven for failing.\And when you don't want to do student council work,\you could use your club as an excuse. response:	The other way around would work, as well.
context: Wrong. Listen. What you'd gain is...\I'm student council president as a first-year, but I still attend my own club!\That.\Ew.\A first-year would be forgiven for failing.\And when you don't want to do student council work,\you could use your club as an excuse.\The other way around would work, as well. response:	B-But it would be hard work, wouldn't it? Or something...
context: I'm student council president as a first-year, but I still attend my own club!\That.\Ew.\A first-year would be forgiven for failing.\And when you don't want to do student council work,\you could use your club as an excuse.\The other way around would work, as well.\B-But it would be hard work, wouldn't it? Or something... response:	If it gets to that point, you can talk to Hayama.
context: That.\Ew.\A first-year would be forgiven for failing.\And when you don't want to do student council work,\you could use your club as an excuse.\The other way around would work, as well.\B-But it would be hard work, wouldn't it? Or something...\If it gets to that point, you can talk to Hayama. response:	You might as well have him help you.
context: Ew.\A first-year would be forgiven for failing.\And when you don't want to do student council work,\you could use your club as an excuse.\The other way around would work, as well.\B-But it would be hard work, wouldn't it? Or something...\If it gets to that point, you can talk to Hayama.\You might as well have him help you. response:	If you catch him after your club, you'd get the perk of him walking you home.
context: A first-year would be forgiven for failing.\And when you don't want to do student council work,\you could use your club as an excuse.\The other way around would work, as well.\B-But it would be hard work, wouldn't it? Or something...\If it gets to that point, you can talk to Hayama.\You might as well have him help you.\If you catch him after your club, you'd get the perk of him walking you home. response:	Senpai, are you actually really smart?
context: And when you don't want to do student council work,\you could use your club as an excuse.\The other way around would work, as well.\B-But it would be hard work, wouldn't it? Or something...\If it gets to that point, you can talk to Hayama.\You might as well have him help you.\If you catch him after your club, you'd get the perk of him walking you home.\Senpai, are you actually really smart? response:	Maybe.
context: you could use your club as an excuse.\The other way around would work, as well.\B-But it would be hard work, wouldn't it? Or something...\If it gets to that point, you can talk to Hayama.\You might as well have him help you.\If you catch him after your club, you'd get the perk of him walking you home.\Senpai, are you actually really smart?\Maybe. response:	Well, if I have this much support, I guess there's not much choice.
context: The other way around would work, as well.\B-But it would be hard work, wouldn't it? Or something...\If it gets to that point, you can talk to Hayama.\You might as well have him help you.\If you catch him after your club, you'd get the perk of him walking you home.\Senpai, are you actually really smart?\Maybe.\Well, if I have this much support, I guess there's not much choice. response:	And that proposal is attractive in its own way.
context: B-But it would be hard work, wouldn't it? Or something...\If it gets to that point, you can talk to Hayama.\You might as well have him help you.\If you catch him after your club, you'd get the perk of him walking you home.\Senpai, are you actually really smart?\Maybe.\Well, if I have this much support, I guess there's not much choice.\And that proposal is attractive in its own way. response:	And I don't want people in my class laughing at me behind my back.
context: If it gets to that point, you can talk to Hayama.\You might as well have him help you.\If you catch him after your club, you'd get the perk of him walking you home.\Senpai, are you actually really smart?\Maybe.\Well, if I have this much support, I guess there's not much choice.\And that proposal is attractive in its own way.\And I don't want people in my class laughing at me behind my back. response:	I'll let you twist my arm, Senpai.
context: You might as well have him help you.\If you catch him after your club, you'd get the perk of him walking you home.\Senpai, are you actually really smart?\Maybe.\Well, if I have this much support, I guess there's not much choice.\And that proposal is attractive in its own way.\And I don't want people in my class laughing at me behind my back.\I'll let you twist my arm, Senpai. response:	You guys won't change your minds?
context: If you catch him after your club, you'd get the perk of him walking you home.\Senpai, are you actually really smart?\Maybe.\Well, if I have this much support, I guess there's not much choice.\And that proposal is attractive in its own way.\And I don't want people in my class laughing at me behind my back.\I'll let you twist my arm, Senpai.\You guys won't change your minds? response:	No. This is the best choice.
context: Senpai, are you actually really smart?\Maybe.\Well, if I have this much support, I guess there's not much choice.\And that proposal is attractive in its own way.\And I don't want people in my class laughing at me behind my back.\I'll let you twist my arm, Senpai.\You guys won't change your minds?\No. This is the best choice. response:	I won't, either.
context: Maybe.\Well, if I have this much support, I guess there's not much choice.\And that proposal is attractive in its own way.\And I don't want people in my class laughing at me behind my back.\I'll let you twist my arm, Senpai.\You guys won't change your minds?\No. This is the best choice.\I won't, either. response:	There's no need for you to run.
context: Well, if I have this much support, I guess there's not much choice.\And that proposal is attractive in its own way.\And I don't want people in my class laughing at me behind my back.\I'll let you twist my arm, Senpai.\You guys won't change your minds?\No. This is the best choice.\I won't, either.\There's no need for you to run. response:	I will run. And I don't intend to lose.
context: And that proposal is attractive in its own way.\And I don't want people in my class laughing at me behind my back.\I'll let you twist my arm, Senpai.\You guys won't change your minds?\No. This is the best choice.\I won't, either.\There's no need for you to run.\I will run. And I don't intend to lose. response:	Why are you doing this?
context: And I don't want people in my class laughing at me behind my back.\I'll let you twist my arm, Senpai.\You guys won't change your minds?\No. This is the best choice.\I won't, either.\There's no need for you to run.\I will run. And I don't intend to lose.\Why are you doing this? response:	Because without you, we'll have no club.
context: I'll let you twist my arm, Senpai.\You guys won't change your minds?\No. This is the best choice.\I won't, either.\There's no need for you to run.\I will run. And I don't intend to lose.\Why are you doing this?\Because without you, we'll have no club. response:	I don't want that.
context: You guys won't change your minds?\No. This is the best choice.\I won't, either.\There's no need for you to run.\I will run. And I don't intend to lose.\Why are you doing this?\Because without you, we'll have no club.\I don't want that. response:	It won't come to that.
context: No. This is the best choice.\I won't, either.\There's no need for you to run.\I will run. And I don't intend to lose.\Why are you doing this?\Because without you, we'll have no club.\I don't want that.\It won't come to that. response:	But...
context: I won't, either.\There's no need for you to run.\I will run. And I don't intend to lose.\Why are you doing this?\Because without you, we'll have no club.\I don't want that.\It won't come to that.\But... response:	There really is no need for you to run.
context: There's no need for you to run.\I will run. And I don't intend to lose.\Why are you doing this?\Because without you, we'll have no club.\I don't want that.\It won't come to that.\But...\There really is no need for you to run. response:	Not just for Yuigahama, but for you either, Yukinoshita.
context: I will run. And I don't intend to lose.\Why are you doing this?\Because without you, we'll have no club.\I don't want that.\It won't come to that.\But...\There really is no need for you to run.\Not just for Yuigahama, but for you either, Yukinoshita. response:	What do you mean by that?
context: Why are you doing this?\Because without you, we'll have no club.\I don't want that.\It won't come to that.\But...\There really is no need for you to run.\Not just for Yuigahama, but for you either, Yukinoshita.\What do you mean by that? response:	I believe we rejected your idea.
context: Because without you, we'll have no club.\I don't want that.\It won't come to that.\But...\There really is no need for you to run.\Not just for Yuigahama, but for you either, Yukinoshita.\What do you mean by that?\I believe we rejected your idea. response:	You did. I don't mean that idea.
context: I don't want that.\It won't come to that.\But...\There really is no need for you to run.\Not just for Yuigahama, but for you either, Yukinoshita.\What do you mean by that?\I believe we rejected your idea.\You did. I don't mean that idea. response:	I gave up on that.
context: It won't come to that.\But...\There really is no need for you to run.\Not just for Yuigahama, but for you either, Yukinoshita.\What do you mean by that?\I believe we rejected your idea.\You did. I don't mean that idea.\I gave up on that. response:	Did you do this?
context: But...\There really is no need for you to run.\Not just for Yuigahama, but for you either, Yukinoshita.\What do you mean by that?\I believe we rejected your idea.\You did. I don't mean that idea.\I gave up on that.\Did you do this? response:	It must've been some sympathizer.
context: There really is no need for you to run.\Not just for Yuigahama, but for you either, Yukinoshita.\What do you mean by that?\I believe we rejected your idea.\You did. I don't mean that idea.\I gave up on that.\Did you do this?\It must've been some sympathizer. response:	I don't know who, or where they came from.
context: Not just for Yuigahama, but for you either, Yukinoshita.\What do you mean by that?\I believe we rejected your idea.\You did. I don't mean that idea.\I gave up on that.\Did you do this?\It must've been some sympathizer.\I don't know who, or where they came from. response:	I see...
context: What do you mean by that?\I believe we rejected your idea.\You did. I don't mean that idea.\I gave up on that.\Did you do this?\It must've been some sympathizer.\I don't know who, or where they came from.\I see... response:	That's a lot of people.
context: I believe we rejected your idea.\You did. I don't mean that idea.\I gave up on that.\Did you do this?\It must've been some sympathizer.\I don't know who, or where they came from.\I see...\That's a lot of people. response:	Yeah. At least a third of the entire student body.
context: You did. I don't mean that idea.\I gave up on that.\Did you do this?\It must've been some sympathizer.\I don't know who, or where they came from.\I see...\That's a lot of people.\Yeah. At least a third of the entire student body. response:	Those numbers are the truth.
context: I gave up on that.\Did you do this?\It must've been some sympathizer.\I don't know who, or where they came from.\I see...\That's a lot of people.\Yeah. At least a third of the entire student body.\Those numbers are the truth. response:	Of course, it's not possible for Isshiki Iroha to gather that much support.
context: Did you do this?\It must've been some sympathizer.\I don't know who, or where they came from.\I see...\That's a lot of people.\Yeah. At least a third of the entire student body.\Those numbers are the truth.\Of course, it's not possible for Isshiki Iroha to gather that much support. response:	Just don't end up making me take the blame for this! Seriously, please!
context: It must've been some sympathizer.\I don't know who, or where they came from.\I see...\That's a lot of people.\Yeah. At least a third of the entire student body.\Those numbers are the truth.\Of course, it's not possible for Isshiki Iroha to gather that much support.\Just don't end up making me take the blame for this! Seriously, please! response:	That means there's just one big lie here.
context: I don't know who, or where they came from.\I see...\That's a lot of people.\Yeah. At least a third of the entire student body.\Those numbers are the truth.\Of course, it's not possible for Isshiki Iroha to gather that much support.\Just don't end up making me take the blame for this! Seriously, please!\That means there's just one big lie here. response:	I know. Later.
context: I see...\That's a lot of people.\Yeah. At least a third of the entire student body.\Those numbers are the truth.\Of course, it's not possible for Isshiki Iroha to gather that much support.\Just don't end up making me take the blame for this! Seriously, please!\That means there's just one big lie here.\I know. Later. response:	Edit Profile
context: That's a lot of people.\Yeah. At least a third of the entire student body.\Those numbers are the truth.\Of course, it's not possible for Isshiki Iroha to gather that much support.\Just don't end up making me take the blame for this! Seriously, please!\That means there's just one big lie here.\I know. Later.\Edit Profile response:	This is nothing but a bluff.
context: Yeah. At least a third of the entire student body.\Those numbers are the truth.\Of course, it's not possible for Isshiki Iroha to gather that much support.\Just don't end up making me take the blame for this! Seriously, please!\That means there's just one big lie here.\I know. Later.\Edit Profile\This is nothing but a bluff. response:	Hayama-kun Support Account
context: Those numbers are the truth.\Of course, it's not possible for Isshiki Iroha to gather that much support.\Just don't end up making me take the blame for this! Seriously, please!\That means there's just one big lie here.\I know. Later.\Edit Profile\This is nothing but a bluff.\Hayama-kun Support Account response:	A starting point for me to convince the girls.
context: Of course, it's not possible for Isshiki Iroha to gather that much support.\Just don't end up making me take the blame for this! Seriously, please!\That means there's just one big lie here.\I know. Later.\Edit Profile\This is nothing but a bluff.\Hayama-kun Support Account\A starting point for me to convince the girls. response:	So I just have to get through today.
context: Just don't end up making me take the blame for this! Seriously, please!\That means there's just one big lie here.\I know. Later.\Edit Profile\This is nothing but a bluff.\Hayama-kun Support Account\A starting point for me to convince the girls.\So I just have to get through today. response:	Isshiki Iroha Support Account
context: That means there's just one big lie here.\I know. Later.\Edit Profile\This is nothing but a bluff.\Hayama-kun Support Account\A starting point for me to convince the girls.\So I just have to get through today.\Isshiki Iroha Support Account response:	Miura Yumiko Support Account
context: I know. Later.\Edit Profile\This is nothing but a bluff.\Hayama-kun Support Account\A starting point for me to convince the girls.\So I just have to get through today.\Isshiki Iroha Support Account\Miura Yumiko Support Account response:	Isshiki Iroha Support Account
context: Edit Profile\This is nothing but a bluff.\Hayama-kun Support Account\A starting point for me to convince the girls.\So I just have to get through today.\Isshiki Iroha Support Account\Miura Yumiko Support Account\Isshiki Iroha Support Account response:	Then I'll delete the account altogether.
context: This is nothing but a bluff.\Hayama-kun Support Account\A starting point for me to convince the girls.\So I just have to get through today.\Isshiki Iroha Support Account\Miura Yumiko Support Account\Isshiki Iroha Support Account\Then I'll delete the account altogether. response:	Totsuka Saika Support Account
context: Hayama-kun Support Account\A starting point for me to convince the girls.\So I just have to get through today.\Isshiki Iroha Support Account\Miura Yumiko Support Account\Isshiki Iroha Support Account\Then I'll delete the account altogether.\Totsuka Saika Support Account response:	It will all disappear.
context: A starting point for me to convince the girls.\So I just have to get through today.\Isshiki Iroha Support Account\Miura Yumiko Support Account\Isshiki Iroha Support Account\Then I'll delete the account altogether.\Totsuka Saika Support Account\It will all disappear. response:	Isshiki Iroha Support Account
context: So I just have to get through today.\Isshiki Iroha Support Account\Miura Yumiko Support Account\Isshiki Iroha Support Account\Then I'll delete the account altogether.\Totsuka Saika Support Account\It will all disappear.\Isshiki Iroha Support Account response:	This clears all the conditions we were bound by for making Isshiki president.
context: Isshiki Iroha Support Account\Miura Yumiko Support Account\Isshiki Iroha Support Account\Then I'll delete the account altogether.\Totsuka Saika Support Account\It will all disappear.\Isshiki Iroha Support Account\This clears all the conditions we were bound by for making Isshiki president. response:	So...
context: Miura Yumiko Support Account\Isshiki Iroha Support Account\Then I'll delete the account altogether.\Totsuka Saika Support Account\It will all disappear.\Isshiki Iroha Support Account\This clears all the conditions we were bound by for making Isshiki president.\So... response:	There's no need for either of you to be student council president now.
context: Isshiki Iroha Support Account\Then I'll delete the account altogether.\Totsuka Saika Support Account\It will all disappear.\Isshiki Iroha Support Account\This clears all the conditions we were bound by for making Isshiki president.\So...\There's no need for either of you to be student council president now. response:	Support account...
context: Then I'll delete the account altogether.\Totsuka Saika Support Account\It will all disappear.\Isshiki Iroha Support Account\This clears all the conditions we were bound by for making Isshiki president.\So...\There's no need for either of you to be student council president now.\Support account... response:	Good.
context: Totsuka Saika Support Account\It will all disappear.\Isshiki Iroha Support Account\This clears all the conditions we were bound by for making Isshiki president.\So...\There's no need for either of you to be student council president now.\Support account...\Good. response:	It's solved, then.
context: It will all disappear.\Isshiki Iroha Support Account\This clears all the conditions we were bound by for making Isshiki president.\So...\There's no need for either of you to be student council president now.\Support account...\Good.\It's solved, then. response:	I see...
context: Isshiki Iroha Support Account\This clears all the conditions we were bound by for making Isshiki president.\So...\There's no need for either of you to be student council president now.\Support account...\Good.\It's solved, then.\I see... response:	Then there's no problem, nor any reason for me to do anything.
context: This clears all the conditions we were bound by for making Isshiki president.\So...\There's no need for either of you to be student council president now.\Support account...\Good.\It's solved, then.\I see...\Then there's no problem, nor any reason for me to do anything. response:	So it would seem.
context: So...\There's no need for either of you to be student council president now.\Support account...\Good.\It's solved, then.\I see...\Then there's no problem, nor any reason for me to do anything.\So it would seem. response:	Yes.
context: There's no need for either of you to be student council president now.\Support account...\Good.\It's solved, then.\I see...\Then there's no problem, nor any reason for me to do anything.\So it would seem.\Yes. response:	You thought you understood, didn't you?
context: Support account...\Good.\It's solved, then.\I see...\Then there's no problem, nor any reason for me to do anything.\So it would seem.\Yes.\You thought you understood, didn't you? response:	I'll go report to the teacher.
context: Good.\It's solved, then.\I see...\Then there's no problem, nor any reason for me to do anything.\So it would seem.\Yes.\You thought you understood, didn't you?\I'll go report to the teacher. response:	We'll go with you...
context: It's solved, then.\I see...\Then there's no problem, nor any reason for me to do anything.\So it would seem.\Yes.\You thought you understood, didn't you?\I'll go report to the teacher.\We'll go with you... response:	I can handle it myself.
context: I see...\Then there's no problem, nor any reason for me to do anything.\So it would seem.\Yes.\You thought you understood, didn't you?\I'll go report to the teacher.\We'll go with you...\I can handle it myself. response:	So, uh... I'm sorry.
context: Then there's no problem, nor any reason for me to do anything.\So it would seem.\Yes.\You thought you understood, didn't you?\I'll go report to the teacher.\We'll go with you...\I can handle it myself.\So, uh... I'm sorry. response:	Huh? Wh-Why are you apologizing?
