context: World War III. response:	By 2036,
context: It's your phone.\A message?\Open it.\But...\Just do it.\Turn on the TV.\Turn on the TV?\The TV? response:	Mysterious Fire in Cargo Bay
context: A message?\Open it.\But...\Just do it.\Turn on the TV.\Turn on the TV?\The TV?\Mysterious Fire in Cargo Bay response:	Mysterious Fire in Cargo Bay
context: Open it.\But...\Just do it.\Turn on the TV.\Turn on the TV?\The TV?\Mysterious Fire in Cargo Bay\Mysterious Fire in Cargo Bay response:	Professor Nakabachi Defects to Russia
context: But...\Just do it.\Turn on the TV.\Turn on the TV?\The TV?\Mysterious Fire in Cargo Bay\Mysterious Fire in Cargo Bay\Professor Nakabachi Defects to Russia response:	Professor Nakabachi Defects to Russia
context: Just do it.\Turn on the TV.\Turn on the TV?\The TV?\Mysterious Fire in Cargo Bay\Mysterious Fire in Cargo Bay\Professor Nakabachi Defects to Russia\Professor Nakabachi Defects to Russia response:	The plane carrying Professor Nakabachi made it to Russia,
context: Turn on the TV.\Turn on the TV?\The TV?\Mysterious Fire in Cargo Bay\Mysterious Fire in Cargo Bay\Professor Nakabachi Defects to Russia\Professor Nakabachi Defects to Russia\The plane carrying Professor Nakabachi made it to Russia, response:	despite a mysterious cargo bay fire.
context: Turn on the TV?\The TV?\Mysterious Fire in Cargo Bay\Mysterious Fire in Cargo Bay\Professor Nakabachi Defects to Russia\Professor Nakabachi Defects to Russia\The plane carrying Professor Nakabachi made it to Russia,\despite a mysterious cargo bay fire. response:	We were very fortunate.
context: The TV?\Mysterious Fire in Cargo Bay\Mysterious Fire in Cargo Bay\Professor Nakabachi Defects to Russia\Professor Nakabachi Defects to Russia\The plane carrying Professor Nakabachi made it to Russia,\despite a mysterious cargo bay fire.\We were very fortunate. response:	If this hadn't triggered the metal detector,
context: Mysterious Fire in Cargo Bay\Mysterious Fire in Cargo Bay\Professor Nakabachi Defects to Russia\Professor Nakabachi Defects to Russia\The plane carrying Professor Nakabachi made it to Russia,\despite a mysterious cargo bay fire.\We were very fortunate.\If this hadn't triggered the metal detector, response:	Ma
context: Mysterious Fire in Cargo Bay\Professor Nakabachi Defects to Russia\Professor Nakabachi Defects to Russia\The plane carrying Professor Nakabachi made it to Russia,\despite a mysterious cargo bay fire.\We were very fortunate.\If this hadn't triggered the metal detector,\Ma response:	yu
context: Professor Nakabachi Defects to Russia\Professor Nakabachi Defects to Russia\The plane carrying Professor Nakabachi made it to Russia,\despite a mysterious cargo bay fire.\We were very fortunate.\If this hadn't triggered the metal detector,\Ma\yu response:	shii
context: Professor Nakabachi Defects to Russia\The plane carrying Professor Nakabachi made it to Russia,\despite a mysterious cargo bay fire.\We were very fortunate.\If this hadn't triggered the metal detector,\Ma\yu\shii response:	the paper would have gone up.
context: The plane carrying Professor Nakabachi made it to Russia,\despite a mysterious cargo bay fire.\We were very fortunate.\If this hadn't triggered the metal detector,\Ma\yu\shii\the paper would have gone up. response:	That's Mayushii's metal Upa!
context: despite a mysterious cargo bay fire.\We were very fortunate.\If this hadn't triggered the metal detector,\Ma\yu\shii\the paper would have gone up.\That's Mayushii's metal Upa! response:	Look. It has Mayushii's name on it!
context: We were very fortunate.\If this hadn't triggered the metal detector,\Ma\yu\shii\the paper would have gone up.\That's Mayushii's metal Upa!\Look. It has Mayushii's name on it! response:	She's right.
context: If this hadn't triggered the metal detector,\Ma\yu\shii\the paper would have gone up.\That's Mayushii's metal Upa!\Look. It has Mayushii's name on it!\She's right. response:	But what's it doing in Russia?
context: Ma\yu\shii\the paper would have gone up.\That's Mayushii's metal Upa!\Look. It has Mayushii's name on it!\She's right.\But what's it doing in Russia? response:	That paper is the start of everything.
context: yu\shii\the paper would have gone up.\That's Mayushii's metal Upa!\Look. It has Mayushii's name on it!\She's right.\But what's it doing in Russia?\That paper is the start of everything. response:	Next comes the international, time machine arms race.
context: shii\the paper would have gone up.\That's Mayushii's metal Upa!\Look. It has Mayushii's name on it!\She's right.\But what's it doing in Russia?\That paper is the start of everything.\Next comes the international, time machine arms race. response:	To rule time is to rule the world.
context: the paper would have gone up.\That's Mayushii's metal Upa!\Look. It has Mayushii's name on it!\She's right.\But what's it doing in Russia?\That paper is the start of everything.\Next comes the international, time machine arms race.\To rule time is to rule the world. response:	And that begins a world war.
context: That's Mayushii's metal Upa!\Look. It has Mayushii's name on it!\She's right.\But what's it doing in Russia?\That paper is the start of everything.\Next comes the international, time machine arms race.\To rule time is to rule the world.\And that begins a world war. response:	Save Makise Kurisu, and change this world line!
context: Look. It has Mayushii's name on it!\She's right.\But what's it doing in Russia?\That paper is the start of everything.\Next comes the international, time machine arms race.\To rule time is to rule the world.\And that begins a world war.\Save Makise Kurisu, and change this world line! response:	It's impossible...
context: She's right.\But what's it doing in Russia?\That paper is the start of everything.\Next comes the international, time machine arms race.\To rule time is to rule the world.\And that begins a world war.\Save Makise Kurisu, and change this world line!\It's impossible... response:	It's just like with Mayuri.
context: But what's it doing in Russia?\That paper is the start of everything.\Next comes the international, time machine arms race.\To rule time is to rule the world.\And that begins a world war.\Save Makise Kurisu, and change this world line!\It's impossible...\It's just like with Mayuri. response:	No matter what I do, it'll end up the same.
context: That paper is the start of everything.\Next comes the international, time machine arms race.\To rule time is to rule the world.\And that begins a world war.\Save Makise Kurisu, and change this world line!\It's impossible...\It's just like with Mayuri.\No matter what I do, it'll end up the same. response:	Kurisu will die.
context: Next comes the international, time machine arms race.\To rule time is to rule the world.\And that begins a world war.\Save Makise Kurisu, and change this world line!\It's impossible...\It's just like with Mayuri.\No matter what I do, it'll end up the same.\Kurisu will die. response:	How can you say that after only one time?
context: To rule time is to rule the world.\And that begins a world war.\Save Makise Kurisu, and change this world line!\It's impossible...\It's just like with Mayuri.\No matter what I do, it'll end up the same.\Kurisu will die.\How can you say that after only one time? response:	One time?!
context: And that begins a world war.\Save Makise Kurisu, and change this world line!\It's impossible...\It's just like with Mayuri.\No matter what I do, it'll end up the same.\Kurisu will die.\How can you say that after only one time?\One time?! response:	It's more than that...
context: Save Makise Kurisu, and change this world line!\It's impossible...\It's just like with Mayuri.\No matter what I do, it'll end up the same.\Kurisu will die.\How can you say that after only one time?\One time?!\It's more than that... response:	How many times...
context: It's impossible...\It's just like with Mayuri.\No matter what I do, it'll end up the same.\Kurisu will die.\How can you say that after only one time?\One time?!\It's more than that...\How many times... response:	How many times do you think I've failed?!
context: It's just like with Mayuri.\No matter what I do, it'll end up the same.\Kurisu will die.\How can you say that after only one time?\One time?!\It's more than that...\How many times...\How many times do you think I've failed?! response:	I can tell...
context: No matter what I do, it'll end up the same.\Kurisu will die.\How can you say that after only one time?\One time?!\It's more than that...\How many times...\How many times do you think I've failed?!\I can tell... response:	How insane this time loop is...
context: Kurisu will die.\How can you say that after only one time?\One time?!\It's more than that...\How many times...\How many times do you think I've failed?!\I can tell...\How insane this time loop is... response:	What a cruel fate it has in store...
context: How can you say that after only one time?\One time?!\It's more than that...\How many times...\How many times do you think I've failed?!\I can tell...\How insane this time loop is...\What a cruel fate it has in store... response:	I knew this...
context: One time?!\It's more than that...\How many times...\How many times do you think I've failed?!\I can tell...\How insane this time loop is...\What a cruel fate it has in store...\I knew this... response:	I knew this would happen.
context: It's more than that...\How many times...\How many times do you think I've failed?!\I can tell...\How insane this time loop is...\What a cruel fate it has in store...\I knew this...\I knew this would happen. response:	I'm tired.
context: How many times...\How many times do you think I've failed?!\I can tell...\How insane this time loop is...\What a cruel fate it has in store...\I knew this...\I knew this would happen.\I'm tired. response:	I'm so tired...
context: How many times do you think I've failed?!\I can tell...\How insane this time loop is...\What a cruel fate it has in store...\I knew this...\I knew this would happen.\I'm tired.\I'm so tired... response:	You're not the kind of person to quit halfway.
context: I can tell...\How insane this time loop is...\What a cruel fate it has in store...\I knew this...\I knew this would happen.\I'm tired.\I'm so tired...\You're not the kind of person to quit halfway. response:	Mayushii knows this!
context: How insane this time loop is...\What a cruel fate it has in store...\I knew this...\I knew this would happen.\I'm tired.\I'm so tired...\You're not the kind of person to quit halfway.\Mayushii knows this! response:	You're not the kind of person to ever give up.
context: What a cruel fate it has in store...\I knew this...\I knew this would happen.\I'm tired.\I'm so tired...\You're not the kind of person to quit halfway.\Mayushii knows this!\You're not the kind of person to ever give up. response:	Even when Mayushii couldn't say goodbye to her grandmother,
context: I knew this...\I knew this would happen.\I'm tired.\I'm so tired...\You're not the kind of person to quit halfway.\Mayushii knows this!\You're not the kind of person to ever give up.\Even when Mayushii couldn't say goodbye to her grandmother, response:	you never stopped going to her grave.
context: I knew this would happen.\I'm tired.\I'm so tired...\You're not the kind of person to quit halfway.\Mayushii knows this!\You're not the kind of person to ever give up.\Even when Mayushii couldn't say goodbye to her grandmother,\you never stopped going to her grave. response:	That's why I could say goodbye.
context: I'm tired.\I'm so tired...\You're not the kind of person to quit halfway.\Mayushii knows this!\You're not the kind of person to ever give up.\Even when Mayushii couldn't say goodbye to her grandmother,\you never stopped going to her grave.\That's why I could say goodbye. response:	That's why I got better!
context: I'm so tired...\You're not the kind of person to quit halfway.\Mayushii knows this!\You're not the kind of person to ever give up.\Even when Mayushii couldn't say goodbye to her grandmother,\you never stopped going to her grave.\That's why I could say goodbye.\That's why I got better! response:	So don't give up.
context: You're not the kind of person to quit halfway.\Mayushii knows this!\You're not the kind of person to ever give up.\Even when Mayushii couldn't say goodbye to her grandmother,\you never stopped going to her grave.\That's why I could say goodbye.\That's why I got better!\So don't give up. response:	You should have received a video file on July 28th.
context: Mayushii knows this!\You're not the kind of person to ever give up.\Even when Mayushii couldn't say goodbye to her grandmother,\you never stopped going to her grave.\That's why I could say goodbye.\That's why I got better!\So don't give up.\You should have received a video file on July 28th. response:	July 28th...
context: You're not the kind of person to ever give up.\Even when Mayushii couldn't say goodbye to her grandmother,\you never stopped going to her grave.\That's why I could say goodbye.\That's why I got better!\So don't give up.\You should have received a video file on July 28th.\July 28th... response:	You should be able to watch it,
context: Even when Mayushii couldn't say goodbye to her grandmother,\you never stopped going to her grave.\That's why I could say goodbye.\That's why I got better!\So don't give up.\You should have received a video file on July 28th.\July 28th...\You should be able to watch it, response:	now that you've failed once to rescue Makise Kurisu.
context: you never stopped going to her grave.\That's why I could say goodbye.\That's why I got better!\So don't give up.\You should have received a video file on July 28th.\July 28th...\You should be able to watch it,\now that you've failed once to rescue Makise Kurisu. response:	What do you mean?
context: That's why I could say goodbye.\That's why I got better!\So don't give up.\You should have received a video file on July 28th.\July 28th...\You should be able to watch it,\now that you've failed once to rescue Makise Kurisu.\What do you mean? response:	I'm sorry I lied to you.
context: That's why I got better!\So don't give up.\You should have received a video file on July 28th.\July 28th...\You should be able to watch it,\now that you've failed once to rescue Makise Kurisu.\What do you mean?\I'm sorry I lied to you. response:	The plan called for you to fail once.
context: So don't give up.\You should have received a video file on July 28th.\July 28th...\You should be able to watch it,\now that you've failed once to rescue Makise Kurisu.\What do you mean?\I'm sorry I lied to you.\The plan called for you to fail once. response:	So that you would see this.
context: You should have received a video file on July 28th.\July 28th...\You should be able to watch it,\now that you've failed once to rescue Makise Kurisu.\What do you mean?\I'm sorry I lied to you.\The plan called for you to fail once.\So that you would see this. response:	What is this?
context: July 28th...\You should be able to watch it,\now that you've failed once to rescue Makise Kurisu.\What do you mean?\I'm sorry I lied to you.\The plan called for you to fail once.\So that you would see this.\What is this? response:	Nice to meet you, myself fifteen years ago.
context: You should be able to watch it,\now that you've failed once to rescue Makise Kurisu.\What do you mean?\I'm sorry I lied to you.\The plan called for you to fail once.\So that you would see this.\What is this?\Nice to meet you, myself fifteen years ago. response:	It's Okarin!
context: now that you've failed once to rescue Makise Kurisu.\What do you mean?\I'm sorry I lied to you.\The plan called for you to fail once.\So that you would see this.\What is this?\Nice to meet you, myself fifteen years ago.\It's Okarin! response:	If you've opened this message,
context: What do you mean?\I'm sorry I lied to you.\The plan called for you to fail once.\So that you would see this.\What is this?\Nice to meet you, myself fifteen years ago.\It's Okarin!\If you've opened this message, response:	then you've failed to rescue Kurisu.
context: I'm sorry I lied to you.\The plan called for you to fail once.\So that you would see this.\What is this?\Nice to meet you, myself fifteen years ago.\It's Okarin!\If you've opened this message,\then you've failed to rescue Kurisu. response:	It must have been painful.
context: The plan called for you to fail once.\So that you would see this.\What is this?\Nice to meet you, myself fifteen years ago.\It's Okarin!\If you've opened this message,\then you've failed to rescue Kurisu.\It must have been painful. response:	But that pain gave rise to my obsession.
context: So that you would see this.\What is this?\Nice to meet you, myself fifteen years ago.\It's Okarin!\If you've opened this message,\then you've failed to rescue Kurisu.\It must have been painful.\But that pain gave rise to my obsession. response:	So it had to happen.
context: What is this?\Nice to meet you, myself fifteen years ago.\It's Okarin!\If you've opened this message,\then you've failed to rescue Kurisu.\It must have been painful.\But that pain gave rise to my obsession.\So it had to happen. response:	You might say it was a part of the preparation.
context: Nice to meet you, myself fifteen years ago.\It's Okarin!\If you've opened this message,\then you've failed to rescue Kurisu.\It must have been painful.\But that pain gave rise to my obsession.\So it had to happen.\You might say it was a part of the preparation. response:	Now we can begin the plan for real.
context: It's Okarin!\If you've opened this message,\then you've failed to rescue Kurisu.\It must have been painful.\But that pain gave rise to my obsession.\So it had to happen.\You might say it was a part of the preparation.\Now we can begin the plan for real. response:	The plan to save Makise Kurisu,
context: If you've opened this message,\then you've failed to rescue Kurisu.\It must have been painful.\But that pain gave rise to my obsession.\So it had to happen.\You might say it was a part of the preparation.\Now we can begin the plan for real.\The plan to save Makise Kurisu, response:	and enter Steins Gate.
context: then you've failed to rescue Kurisu.\It must have been painful.\But that pain gave rise to my obsession.\So it had to happen.\You might say it was a part of the preparation.\Now we can begin the plan for real.\The plan to save Makise Kurisu,\and enter Steins Gate. response:	We have two objectives.
context: It must have been painful.\But that pain gave rise to my obsession.\So it had to happen.\You might say it was a part of the preparation.\Now we can begin the plan for real.\The plan to save Makise Kurisu,\and enter Steins Gate.\We have two objectives. response:	First, to destroy the paper on time machines,
context: But that pain gave rise to my obsession.\So it had to happen.\You might say it was a part of the preparation.\Now we can begin the plan for real.\The plan to save Makise Kurisu,\and enter Steins Gate.\We have two objectives.\First, to destroy the paper on time machines, response:	which Professor Nakabachi took to Russia.
context: So it had to happen.\You might say it was a part of the preparation.\Now we can begin the plan for real.\The plan to save Makise Kurisu,\and enter Steins Gate.\We have two objectives.\First, to destroy the paper on time machines,\which Professor Nakabachi took to Russia. response:	Second, to save Makise Kurisu.
context: You might say it was a part of the preparation.\Now we can begin the plan for real.\The plan to save Makise Kurisu,\and enter Steins Gate.\We have two objectives.\First, to destroy the paper on time machines,\which Professor Nakabachi took to Russia.\Second, to save Makise Kurisu. response:	If I could do that...
context: Now we can begin the plan for real.\The plan to save Makise Kurisu,\and enter Steins Gate.\We have two objectives.\First, to destroy the paper on time machines,\which Professor Nakabachi took to Russia.\Second, to save Makise Kurisu.\If I could do that... response:	But avoiding her death and changing the past are impossible
context: The plan to save Makise Kurisu,\and enter Steins Gate.\We have two objectives.\First, to destroy the paper on time machines,\which Professor Nakabachi took to Russia.\Second, to save Makise Kurisu.\If I could do that...\But avoiding her death and changing the past are impossible response:	because of the Attractor Field convergence.
context: and enter Steins Gate.\We have two objectives.\First, to destroy the paper on time machines,\which Professor Nakabachi took to Russia.\Second, to save Makise Kurisu.\If I could do that...\But avoiding her death and changing the past are impossible\because of the Attractor Field convergence. response:	Right?
context: We have two objectives.\First, to destroy the paper on time machines,\which Professor Nakabachi took to Russia.\Second, to save Makise Kurisu.\If I could do that...\But avoiding her death and changing the past are impossible\because of the Attractor Field convergence.\Right? response:	I'll be as clear as possible.
context: First, to destroy the paper on time machines,\which Professor Nakabachi took to Russia.\Second, to save Makise Kurisu.\If I could do that...\But avoiding her death and changing the past are impossible\because of the Attractor Field convergence.\Right?\I'll be as clear as possible. response:	Saving Makise Kurisu is possible.
context: which Professor Nakabachi took to Russia.\Second, to save Makise Kurisu.\If I could do that...\But avoiding her death and changing the past are impossible\because of the Attractor Field convergence.\Right?\I'll be as clear as possible.\Saving Makise Kurisu is possible. response:	You're just approaching it the wrong way.
context: Second, to save Makise Kurisu.\If I could do that...\But avoiding her death and changing the past are impossible\because of the Attractor Field convergence.\Right?\I'll be as clear as possible.\Saving Makise Kurisu is possible.\You're just approaching it the wrong way. response:	Listen well.
context: If I could do that...\But avoiding her death and changing the past are impossible\because of the Attractor Field convergence.\Right?\I'll be as clear as possible.\Saving Makise Kurisu is possible.\You're just approaching it the wrong way.\Listen well. response:	You must not change the past, once it's been established.
context: But avoiding her death and changing the past are impossible\because of the Attractor Field convergence.\Right?\I'll be as clear as possible.\Saving Makise Kurisu is possible.\You're just approaching it the wrong way.\Listen well.\You must not change the past, once it's been established. response:	You must not undo what you saw that day.
context: because of the Attractor Field convergence.\Right?\I'll be as clear as possible.\Saving Makise Kurisu is possible.\You're just approaching it the wrong way.\Listen well.\You must not change the past, once it's been established.\You must not undo what you saw that day. response:	If you do either, the past will change, and all will be lost.
context: Right?\I'll be as clear as possible.\Saving Makise Kurisu is possible.\You're just approaching it the wrong way.\Listen well.\You must not change the past, once it's been established.\You must not undo what you saw that day.\If you do either, the past will change, and all will be lost. response:	Remember your experiences in the alpha world line.
context: I'll be as clear as possible.\Saving Makise Kurisu is possible.\You're just approaching it the wrong way.\Listen well.\You must not change the past, once it's been established.\You must not undo what you saw that day.\If you do either, the past will change, and all will be lost.\Remember your experiences in the alpha world line. response:	It was only three weeks,
context: Saving Makise Kurisu is possible.\You're just approaching it the wrong way.\Listen well.\You must not change the past, once it's been established.\You must not undo what you saw that day.\If you do either, the past will change, and all will be lost.\Remember your experiences in the alpha world line.\It was only three weeks, response:	but you should have memories of your time with Makise Kurisu.
context: You're just approaching it the wrong way.\Listen well.\You must not change the past, once it's been established.\You must not undo what you saw that day.\If you do either, the past will change, and all will be lost.\Remember your experiences in the alpha world line.\It was only three weeks,\but you should have memories of your time with Makise Kurisu. response:	Of all you and she sacrificed to save Mayuri.
context: Listen well.\You must not change the past, once it's been established.\You must not undo what you saw that day.\If you do either, the past will change, and all will be lost.\Remember your experiences in the alpha world line.\It was only three weeks,\but you should have memories of your time with Makise Kurisu.\Of all you and she sacrificed to save Mayuri. response:	Of everything that happened.
context: You must not change the past, once it's been established.\You must not undo what you saw that day.\If you do either, the past will change, and all will be lost.\Remember your experiences in the alpha world line.\It was only three weeks,\but you should have memories of your time with Makise Kurisu.\Of all you and she sacrificed to save Mayuri.\Of everything that happened. response:	You must not waste those three weeks.
context: You must not undo what you saw that day.\If you do either, the past will change, and all will be lost.\Remember your experiences in the alpha world line.\It was only three weeks,\but you should have memories of your time with Makise Kurisu.\Of all you and she sacrificed to save Mayuri.\Of everything that happened.\You must not waste those three weeks. response:	You must not undo them.
context: If you do either, the past will change, and all will be lost.\Remember your experiences in the alpha world line.\It was only three weeks,\but you should have memories of your time with Makise Kurisu.\Of all you and she sacrificed to save Mayuri.\Of everything that happened.\You must not waste those three weeks.\You must not undo them. response:	The only reason you wish so desperately to save her
context: Remember your experiences in the alpha world line.\It was only three weeks,\but you should have memories of your time with Makise Kurisu.\Of all you and she sacrificed to save Mayuri.\Of everything that happened.\You must not waste those three weeks.\You must not undo them.\The only reason you wish so desperately to save her response:	is because of the world lines you experienced.
context: It was only three weeks,\but you should have memories of your time with Makise Kurisu.\Of all you and she sacrificed to save Mayuri.\Of everything that happened.\You must not waste those three weeks.\You must not undo them.\The only reason you wish so desperately to save her\is because of the world lines you experienced. response:	And it's the sole reason
context: but you should have memories of your time with Makise Kurisu.\Of all you and she sacrificed to save Mayuri.\Of everything that happened.\You must not waste those three weeks.\You must not undo them.\The only reason you wish so desperately to save her\is because of the world lines you experienced.\And it's the sole reason response:	I devoted my life to developing a time machine.
context: Of all you and she sacrificed to save Mayuri.\Of everything that happened.\You must not waste those three weeks.\You must not undo them.\The only reason you wish so desperately to save her\is because of the world lines you experienced.\And it's the sole reason\I devoted my life to developing a time machine. response:	The reason you've managed to get
context: Of everything that happened.\You must not waste those three weeks.\You must not undo them.\The only reason you wish so desperately to save her\is because of the world lines you experienced.\And it's the sole reason\I devoted my life to developing a time machine.\The reason you've managed to get response:	as far as you have is that we both want to save Kurisu.
context: You must not waste those three weeks.\You must not undo them.\The only reason you wish so desperately to save her\is because of the world lines you experienced.\And it's the sole reason\I devoted my life to developing a time machine.\The reason you've managed to get\as far as you have is that we both want to save Kurisu. response:	So you must deceive your other self.
context: You must not undo them.\The only reason you wish so desperately to save her\is because of the world lines you experienced.\And it's the sole reason\I devoted my life to developing a time machine.\The reason you've managed to get\as far as you have is that we both want to save Kurisu.\So you must deceive your other self. response:	Save her without changing the past where she died.
context: The only reason you wish so desperately to save her\is because of the world lines you experienced.\And it's the sole reason\I devoted my life to developing a time machine.\The reason you've managed to get\as far as you have is that we both want to save Kurisu.\So you must deceive your other self.\Save her without changing the past where she died. response:	Make your past self
context: is because of the world lines you experienced.\And it's the sole reason\I devoted my life to developing a time machine.\The reason you've managed to get\as far as you have is that we both want to save Kurisu.\So you must deceive your other self.\Save her without changing the past where she died.\Make your past self response:	mistake a living Kurisu for a dead one.
context: And it's the sole reason\I devoted my life to developing a time machine.\The reason you've managed to get\as far as you have is that we both want to save Kurisu.\So you must deceive your other self.\Save her without changing the past where she died.\Make your past self\mistake a living Kurisu for a dead one. response:	If you do, the past won't change.
context: I devoted my life to developing a time machine.\The reason you've managed to get\as far as you have is that we both want to save Kurisu.\So you must deceive your other self.\Save her without changing the past where she died.\Make your past self\mistake a living Kurisu for a dead one.\If you do, the past won't change. response:	I get it...
context: The reason you've managed to get\as far as you have is that we both want to save Kurisu.\So you must deceive your other self.\Save her without changing the past where she died.\Make your past self\mistake a living Kurisu for a dead one.\If you do, the past won't change.\I get it... response:	What does he mean?
context: as far as you have is that we both want to save Kurisu.\So you must deceive your other self.\Save her without changing the past where she died.\Make your past self\mistake a living Kurisu for a dead one.\If you do, the past won't change.\I get it...\What does he mean? response:	Okarin, do you know?
context: So you must deceive your other self.\Save her without changing the past where she died.\Make your past self\mistake a living Kurisu for a dead one.\If you do, the past won't change.\I get it...\What does he mean?\Okarin, do you know? response:	I know you'll understand me.
context: Save her without changing the past where she died.\Make your past self\mistake a living Kurisu for a dead one.\If you do, the past won't change.\I get it...\What does he mean?\Okarin, do you know?\I know you'll understand me. response:	By the way, the time machine's ID is C204.
context: Make your past self\mistake a living Kurisu for a dead one.\If you do, the past won't change.\I get it...\What does he mean?\Okarin, do you know?\I know you'll understand me.\By the way, the time machine's ID is C204. response:	I'm sure you know what that stands for.
context: mistake a living Kurisu for a dead one.\If you do, the past won't change.\I get it...\What does he mean?\Okarin, do you know?\I know you'll understand me.\By the way, the time machine's ID is C204.\I'm sure you know what that stands for. response:	Christina...
context: If you do, the past won't change.\I get it...\What does he mean?\Okarin, do you know?\I know you'll understand me.\By the way, the time machine's ID is C204.\I'm sure you know what that stands for.\Christina... response:	And I was the one who named the target world line Steins Gate.
context: I get it...\What does he mean?\Okarin, do you know?\I know you'll understand me.\By the way, the time machine's ID is C204.\I'm sure you know what that stands for.\Christina...\And I was the one who named the target world line Steins Gate. response:	You know why I named it that.
context: What does he mean?\Okarin, do you know?\I know you'll understand me.\By the way, the time machine's ID is C204.\I'm sure you know what that stands for.\Christina...\And I was the one who named the target world line Steins Gate.\You know why I named it that. response:	It doesn't really mean anything.
context: Okarin, do you know?\I know you'll understand me.\By the way, the time machine's ID is C204.\I'm sure you know what that stands for.\Christina...\And I was the one who named the target world line Steins Gate.\You know why I named it that.\It doesn't really mean anything. response:	Right?
context: I know you'll understand me.\By the way, the time machine's ID is C204.\I'm sure you know what that stands for.\Christina...\And I was the one who named the target world line Steins Gate.\You know why I named it that.\It doesn't really mean anything.\Right? response:	I will now explain the parameters
context: By the way, the time machine's ID is C204.\I'm sure you know what that stands for.\Christina...\And I was the one who named the target world line Steins Gate.\You know why I named it that.\It doesn't really mean anything.\Right?\I will now explain the parameters response:	of the final mission, Operation Skuld.
context: I'm sure you know what that stands for.\Christina...\And I was the one who named the target world line Steins Gate.\You know why I named it that.\It doesn't really mean anything.\Right?\I will now explain the parameters\of the final mission, Operation Skuld. response:	Change the result without changing the established past.
context: Christina...\And I was the one who named the target world line Steins Gate.\You know why I named it that.\It doesn't really mean anything.\Right?\I will now explain the parameters\of the final mission, Operation Skuld.\Change the result without changing the established past. response:	The past consists of Makise Kurisu, lying in a bloody pool,
context: And I was the one who named the target world line Steins Gate.\You know why I named it that.\It doesn't really mean anything.\Right?\I will now explain the parameters\of the final mission, Operation Skuld.\Change the result without changing the established past.\The past consists of Makise Kurisu, lying in a bloody pool, response:	and Okabe Rintarou seeing her there.
context: You know why I named it that.\It doesn't really mean anything.\Right?\I will now explain the parameters\of the final mission, Operation Skuld.\Change the result without changing the established past.\The past consists of Makise Kurisu, lying in a bloody pool,\and Okabe Rintarou seeing her there. response:	Change the past without changing that.
context: It doesn't really mean anything.\Right?\I will now explain the parameters\of the final mission, Operation Skuld.\Change the result without changing the established past.\The past consists of Makise Kurisu, lying in a bloody pool,\and Okabe Rintarou seeing her there.\Change the past without changing that. response:	Deceive your other self.
context: Right?\I will now explain the parameters\of the final mission, Operation Skuld.\Change the result without changing the established past.\The past consists of Makise Kurisu, lying in a bloody pool,\and Okabe Rintarou seeing her there.\Change the past without changing that.\Deceive your other self. response:	Deceive the world.
context: I will now explain the parameters\of the final mission, Operation Skuld.\Change the result without changing the established past.\The past consists of Makise Kurisu, lying in a bloody pool,\and Okabe Rintarou seeing her there.\Change the past without changing that.\Deceive your other self.\Deceive the world. response:	That is what you must do to reach Steins Gate.
context: of the final mission, Operation Skuld.\Change the result without changing the established past.\The past consists of Makise Kurisu, lying in a bloody pool,\and Okabe Rintarou seeing her there.\Change the past without changing that.\Deceive your other self.\Deceive the world.\That is what you must do to reach Steins Gate. response:	Good luck.
context: Change the result without changing the established past.\The past consists of Makise Kurisu, lying in a bloody pool,\and Okabe Rintarou seeing her there.\Change the past without changing that.\Deceive your other self.\Deceive the world.\That is what you must do to reach Steins Gate.\Good luck. response:	El Psy Congroo.
context: The past consists of Makise Kurisu, lying in a bloody pool,\and Okabe Rintarou seeing her there.\Change the past without changing that.\Deceive your other self.\Deceive the world.\That is what you must do to reach Steins Gate.\Good luck.\El Psy Congroo. response:	What was that?
context: and Okabe Rintarou seeing her there.\Change the past without changing that.\Deceive your other self.\Deceive the world.\That is what you must do to reach Steins Gate.\Good luck.\El Psy Congroo.\What was that? response:	Was that you, fifteen years from now?
context: Change the past without changing that.\Deceive your other self.\Deceive the world.\That is what you must do to reach Steins Gate.\Good luck.\El Psy Congroo.\What was that?\Was that you, fifteen years from now? response:	The voice was so deep!
context: Deceive your other self.\Deceive the world.\That is what you must do to reach Steins Gate.\Good luck.\El Psy Congroo.\What was that?\Was that you, fifteen years from now?\The voice was so deep! response:	Operation Skuld?
context: Deceive the world.\That is what you must do to reach Steins Gate.\Good luck.\El Psy Congroo.\What was that?\Was that you, fifteen years from now?\The voice was so deep!\Operation Skuld? response:	El Psy Congroo?
context: That is what you must do to reach Steins Gate.\Good luck.\El Psy Congroo.\What was that?\Was that you, fifteen years from now?\The voice was so deep!\Operation Skuld?\El Psy Congroo? response:	I still talk like that when I'm thirty-three years old?
context: Good luck.\El Psy Congroo.\What was that?\Was that you, fifteen years from now?\The voice was so deep!\Operation Skuld?\El Psy Congroo?\I still talk like that when I'm thirty-three years old? response:	I sound like an otaku who's read too many bad light novels.
context: El Psy Congroo.\What was that?\Was that you, fifteen years from now?\The voice was so deep!\Operation Skuld?\El Psy Congroo?\I still talk like that when I'm thirty-three years old?\I sound like an otaku who's read too many bad light novels. response:	Okarin?
