context: Maison de Ayakashi... response:	Also known as Ayakashi Kan.
context: Whew, that was high...\You okay?\Why wouldn't I be?\It's just a stupid nurikabe.\All this spirit can do is block your way\when it manifests at night.\A nurikabe is a creature that creates an invisible wall at night,\preventing you from moving past. response:	In recent years, it is often depicted as a wall with arms and legs,
context: You okay?\Why wouldn't I be?\It's just a stupid nurikabe.\All this spirit can do is block your way\when it manifests at night.\A nurikabe is a creature that creates an invisible wall at night,\preventing you from moving past.\In recent years, it is often depicted as a wall with arms and legs, response:	but originally, it was a three-eyed spirit dog, with droopy ears.
context: Why wouldn't I be?\It's just a stupid nurikabe.\All this spirit can do is block your way\when it manifests at night.\A nurikabe is a creature that creates an invisible wall at night,\preventing you from moving past.\In recent years, it is often depicted as a wall with arms and legs,\but originally, it was a three-eyed spirit dog, with droopy ears. response:	So that's all this is?
context: It's just a stupid nurikabe.\All this spirit can do is block your way\when it manifests at night.\A nurikabe is a creature that creates an invisible wall at night,\preventing you from moving past.\In recent years, it is often depicted as a wall with arms and legs,\but originally, it was a three-eyed spirit dog, with droopy ears.\So that's all this is? response:	That's right.
context: All this spirit can do is block your way\when it manifests at night.\A nurikabe is a creature that creates an invisible wall at night,\preventing you from moving past.\In recent years, it is often depicted as a wall with arms and legs,\but originally, it was a three-eyed spirit dog, with droopy ears.\So that's all this is?\That's right. response:	And you say it will be gone by morning?
context: when it manifests at night.\A nurikabe is a creature that creates an invisible wall at night,\preventing you from moving past.\In recent years, it is often depicted as a wall with arms and legs,\but originally, it was a three-eyed spirit dog, with droopy ears.\So that's all this is?\That's right.\And you say it will be gone by morning? response:	It should be.
context: A nurikabe is a creature that creates an invisible wall at night,\preventing you from moving past.\In recent years, it is often depicted as a wall with arms and legs,\but originally, it was a three-eyed spirit dog, with droopy ears.\So that's all this is?\That's right.\And you say it will be gone by morning?\It should be. response:	Then let's go to sleep.
context: preventing you from moving past.\In recent years, it is often depicted as a wall with arms and legs,\but originally, it was a three-eyed spirit dog, with droopy ears.\So that's all this is?\That's right.\And you say it will be gone by morning?\It should be.\Then let's go to sleep. response:	Your adaptability is too extreme!
context: In recent years, it is often depicted as a wall with arms and legs,\but originally, it was a three-eyed spirit dog, with droopy ears.\So that's all this is?\That's right.\And you say it will be gone by morning?\It should be.\Then let's go to sleep.\Your adaptability is too extreme! response:	Hey, it was a joke, kind of...
context: but originally, it was a three-eyed spirit dog, with droopy ears.\So that's all this is?\That's right.\And you say it will be gone by morning?\It should be.\Then let's go to sleep.\Your adaptability is too extreme!\Hey, it was a joke, kind of... response:	But I can't go back without you.
context: So that's all this is?\That's right.\And you say it will be gone by morning?\It should be.\Then let's go to sleep.\Your adaptability is too extreme!\Hey, it was a joke, kind of...\But I can't go back without you. response:	We haven't found Karuta yet, either.
context: That's right.\And you say it will be gone by morning?\It should be.\Then let's go to sleep.\Your adaptability is too extreme!\Hey, it was a joke, kind of...\But I can't go back without you.\We haven't found Karuta yet, either. response:	Is he okay?
context: And you say it will be gone by morning?\It should be.\Then let's go to sleep.\Your adaptability is too extreme!\Hey, it was a joke, kind of...\But I can't go back without you.\We haven't found Karuta yet, either.\Is he okay? response:	Oh, yeah!
context: It should be.\Then let's go to sleep.\Your adaptability is too extreme!\Hey, it was a joke, kind of...\But I can't go back without you.\We haven't found Karuta yet, either.\Is he okay?\Oh, yeah! response:	I should tell him you're safe.
context: Then let's go to sleep.\Your adaptability is too extreme!\Hey, it was a joke, kind of...\But I can't go back without you.\We haven't found Karuta yet, either.\Is he okay?\Oh, yeah!\I should tell him you're safe. response:	He was worried about you.
context: Your adaptability is too extreme!\Hey, it was a joke, kind of...\But I can't go back without you.\We haven't found Karuta yet, either.\Is he okay?\Oh, yeah!\I should tell him you're safe.\He was worried about you. response:	Good morning, Miss Ririchiyo.
context: Hey, it was a joke, kind of...\But I can't go back without you.\We haven't found Karuta yet, either.\Is he okay?\Oh, yeah!\I should tell him you're safe.\He was worried about you.\Good morning, Miss Ririchiyo. response:	To me, a single moment apart from you is an eternity.
context: But I can't go back without you.\We haven't found Karuta yet, either.\Is he okay?\Oh, yeah!\I should tell him you're safe.\He was worried about you.\Good morning, Miss Ririchiyo.\To me, a single moment apart from you is an eternity. response:	You're such good friends.
context: We haven't found Karuta yet, either.\Is he okay?\Oh, yeah!\I should tell him you're safe.\He was worried about you.\Good morning, Miss Ririchiyo.\To me, a single moment apart from you is an eternity.\You're such good friends. response:	It's like a dream to me.
context: Is he okay?\Oh, yeah!\I should tell him you're safe.\He was worried about you.\Good morning, Miss Ririchiyo.\To me, a single moment apart from you is an eternity.\You're such good friends.\It's like a dream to me. response:	As you know,
context: Oh, yeah!\I should tell him you're safe.\He was worried about you.\Good morning, Miss Ririchiyo.\To me, a single moment apart from you is an eternity.\You're such good friends.\It's like a dream to me.\As you know, response:	our bodies are more durable than an average human body.
context: I should tell him you're safe.\He was worried about you.\Good morning, Miss Ririchiyo.\To me, a single moment apart from you is an eternity.\You're such good friends.\It's like a dream to me.\As you know,\our bodies are more durable than an average human body. response:	All I need to do
context: He was worried about you.\Good morning, Miss Ririchiyo.\To me, a single moment apart from you is an eternity.\You're such good friends.\It's like a dream to me.\As you know,\our bodies are more durable than an average human body.\All I need to do response:	is break down this stupid thing!
context: Good morning, Miss Ririchiyo.\To me, a single moment apart from you is an eternity.\You're such good friends.\It's like a dream to me.\As you know,\our bodies are more durable than an average human body.\All I need to do\is break down this stupid thing! response:	This probably won't destroy you, but prepare yourself!
context: To me, a single moment apart from you is an eternity.\You're such good friends.\It's like a dream to me.\As you know,\our bodies are more durable than an average human body.\All I need to do\is break down this stupid thing!\This probably won't destroy you, but prepare yourself! response:	I'm sorry, but I'm cutting you down.
context: You're such good friends.\It's like a dream to me.\As you know,\our bodies are more durable than an average human body.\All I need to do\is break down this stupid thing!\This probably won't destroy you, but prepare yourself!\I'm sorry, but I'm cutting you down. response:	There's a lonely dog...
context: It's like a dream to me.\As you know,\our bodies are more durable than an average human body.\All I need to do\is break down this stupid thing!\This probably won't destroy you, but prepare yourself!\I'm sorry, but I'm cutting you down.\There's a lonely dog... response:	that's waiting for me!
context: As you know,\our bodies are more durable than an average human body.\All I need to do\is break down this stupid thing!\This probably won't destroy you, but prepare yourself!\I'm sorry, but I'm cutting you down.\There's a lonely dog...\that's waiting for me! response:	Oh, wow... It's fading.
context: our bodies are more durable than an average human body.\All I need to do\is break down this stupid thing!\This probably won't destroy you, but prepare yourself!\I'm sorry, but I'm cutting you down.\There's a lonely dog...\that's waiting for me!\Oh, wow... It's fading. response:	You...
context: All I need to do\is break down this stupid thing!\This probably won't destroy you, but prepare yourself!\I'm sorry, but I'm cutting you down.\There's a lonely dog...\that's waiting for me!\Oh, wow... It's fading.\You... response:	Miss Ririchiyo!
context: is break down this stupid thing!\This probably won't destroy you, but prepare yourself!\I'm sorry, but I'm cutting you down.\There's a lonely dog...\that's waiting for me!\Oh, wow... It's fading.\You...\Miss Ririchiyo! response:	H-Hey...
context: This probably won't destroy you, but prepare yourself!\I'm sorry, but I'm cutting you down.\There's a lonely dog...\that's waiting for me!\Oh, wow... It's fading.\You...\Miss Ririchiyo!\H-Hey... response:	You're safe!
context: I'm sorry, but I'm cutting you down.\There's a lonely dog...\that's waiting for me!\Oh, wow... It's fading.\You...\Miss Ririchiyo!\H-Hey...\You're safe! response:	Miss Ririchiyo...
context: There's a lonely dog...\that's waiting for me!\Oh, wow... It's fading.\You...\Miss Ririchiyo!\H-Hey...\You're safe!\Miss Ririchiyo... response:	Don't be so melodramatic.
context: that's waiting for me!\Oh, wow... It's fading.\You...\Miss Ririchiyo!\H-Hey...\You're safe!\Miss Ririchiyo...\Don't be so melodramatic. response:	Hey, it's me.
context: Oh, wow... It's fading.\You...\Miss Ririchiyo!\H-Hey...\You're safe!\Miss Ririchiyo...\Don't be so melodramatic.\Hey, it's me. response:	Where was he carrying that?
context: You...\Miss Ririchiyo!\H-Hey...\You're safe!\Miss Ririchiyo...\Don't be so melodramatic.\Hey, it's me.\Where was he carrying that? response:	Trust the big brother to have a secret spot.
context: Miss Ririchiyo!\H-Hey...\You're safe!\Miss Ririchiyo...\Don't be so melodramatic.\Hey, it's me.\Where was he carrying that?\Trust the big brother to have a secret spot. response:	Huh?
context: H-Hey...\You're safe!\Miss Ririchiyo...\Don't be so melodramatic.\Hey, it's me.\Where was he carrying that?\Trust the big brother to have a secret spot.\Huh? response:	Karuta's back?
context: You're safe!\Miss Ririchiyo...\Don't be so melodramatic.\Hey, it's me.\Where was he carrying that?\Trust the big brother to have a secret spot.\Huh?\Karuta's back? response:	Oh... I see.
context: Miss Ririchiyo...\Don't be so melodramatic.\Hey, it's me.\Where was he carrying that?\Trust the big brother to have a secret spot.\Huh?\Karuta's back?\Oh... I see. response:	Hmm... Okay.
context: Don't be so melodramatic.\Hey, it's me.\Where was he carrying that?\Trust the big brother to have a secret spot.\Huh?\Karuta's back?\Oh... I see.\Hmm... Okay. response:	Well, you know...
context: Hey, it's me.\Where was he carrying that?\Trust the big brother to have a secret spot.\Huh?\Karuta's back?\Oh... I see.\Hmm... Okay.\Well, you know... response:	This happens all the time.
context: Where was he carrying that?\Trust the big brother to have a secret spot.\Huh?\Karuta's back?\Oh... I see.\Hmm... Okay.\Well, you know...\This happens all the time. response:	Yeah!
context: Trust the big brother to have a secret spot.\Huh?\Karuta's back?\Oh... I see.\Hmm... Okay.\Well, you know...\This happens all the time.\Yeah! response:	Wh-Wh-What is all this?
context: Huh?\Karuta's back?\Oh... I see.\Hmm... Okay.\Well, you know...\This happens all the time.\Yeah!\Wh-Wh-What is all this? response:	I'm sorry for being out so late.
context: Karuta's back?\Oh... I see.\Hmm... Okay.\Well, you know...\This happens all the time.\Yeah!\Wh-Wh-What is all this?\I'm sorry for being out so late. response:	I couldn't find the house.
context: Oh... I see.\Hmm... Okay.\Well, you know...\This happens all the time.\Yeah!\Wh-Wh-What is all this?\I'm sorry for being out so late.\I couldn't find the house. response:	I thought this would be appropriate for a celebration.
context: Hmm... Okay.\Well, you know...\This happens all the time.\Yeah!\Wh-Wh-What is all this?\I'm sorry for being out so late.\I couldn't find the house.\I thought this would be appropriate for a celebration. response:	Yup, for a Christmas party.
context: Well, you know...\This happens all the time.\Yeah!\Wh-Wh-What is all this?\I'm sorry for being out so late.\I couldn't find the house.\I thought this would be appropriate for a celebration.\Yup, for a Christmas party. response:	That looks delicious!
context: This happens all the time.\Yeah!\Wh-Wh-What is all this?\I'm sorry for being out so late.\I couldn't find the house.\I thought this would be appropriate for a celebration.\Yup, for a Christmas party.\That looks delicious! response:	I truly am grateful.
context: Yeah!\Wh-Wh-What is all this?\I'm sorry for being out so late.\I couldn't find the house.\I thought this would be appropriate for a celebration.\Yup, for a Christmas party.\That looks delicious!\I truly am grateful. response:	But if I say something horrible again and ruin the mood...
context: Wh-Wh-What is all this?\I'm sorry for being out so late.\I couldn't find the house.\I thought this would be appropriate for a celebration.\Yup, for a Christmas party.\That looks delicious!\I truly am grateful.\But if I say something horrible again and ruin the mood... response:	Miss Ririchiyo?
context: I'm sorry for being out so late.\I couldn't find the house.\I thought this would be appropriate for a celebration.\Yup, for a Christmas party.\That looks delicious!\I truly am grateful.\But if I say something horrible again and ruin the mood...\Miss Ririchiyo? response:	I think I'll pasaE”
context: I couldn't find the house.\I thought this would be appropriate for a celebration.\Yup, for a Christmas party.\That looks delicious!\I truly am grateful.\But if I say something horrible again and ruin the mood...\Miss Ririchiyo?\I think I'll pasaE” response:	Don't be like that!
context: I thought this would be appropriate for a celebration.\Yup, for a Christmas party.\That looks delicious!\I truly am grateful.\But if I say something horrible again and ruin the mood...\Miss Ririchiyo?\I think I'll pasaE”\Don't be like that! response:	But I am merely a Secret Service agent.
context: Yup, for a Christmas party.\That looks delicious!\I truly am grateful.\But if I say something horrible again and ruin the mood...\Miss Ririchiyo?\I think I'll pasaE”\Don't be like that!\But I am merely a Secret Service agent. response:	I don't think I...
context: That looks delicious!\I truly am grateful.\But if I say something horrible again and ruin the mood...\Miss Ririchiyo?\I think I'll pasaE”\Don't be like that!\But I am merely a Secret Service agent.\I don't think I... response:	Oh, come on.
context: I truly am grateful.\But if I say something horrible again and ruin the mood...\Miss Ririchiyo?\I think I'll pasaE”\Don't be like that!\But I am merely a Secret Service agent.\I don't think I...\Oh, come on. response:	I suppose, letting the food go to waste
context: But if I say something horrible again and ruin the mood...\Miss Ririchiyo?\I think I'll pasaE”\Don't be like that!\But I am merely a Secret Service agent.\I don't think I...\Oh, come on.\I suppose, letting the food go to waste response:	would be an insult.
context: Miss Ririchiyo?\I think I'll pasaE”\Don't be like that!\But I am merely a Secret Service agent.\I don't think I...\Oh, come on.\I suppose, letting the food go to waste\would be an insult. response:	Oh...
context: I think I'll pasaE”\Don't be like that!\But I am merely a Secret Service agent.\I don't think I...\Oh, come on.\I suppose, letting the food go to waste\would be an insult.\Oh... response:	Then, I shall join you.
context: Don't be like that!\But I am merely a Secret Service agent.\I don't think I...\Oh, come on.\I suppose, letting the food go to waste\would be an insult.\Oh...\Then, I shall join you. response:	Do you want some chicken?
context: But I am merely a Secret Service agent.\I don't think I...\Oh, come on.\I suppose, letting the food go to waste\would be an insult.\Oh...\Then, I shall join you.\Do you want some chicken? response:	Let's carve it.
context: I don't think I...\Oh, come on.\I suppose, letting the food go to waste\would be an insult.\Oh...\Then, I shall join you.\Do you want some chicken?\Let's carve it. response:	Karuta, let me feed you... Say, Ah!
context: Oh, come on.\I suppose, letting the food go to waste\would be an insult.\Oh...\Then, I shall join you.\Do you want some chicken?\Let's carve it.\Karuta, let me feed you... Say, Ah! response:	Ah!
context: I suppose, letting the food go to waste\would be an insult.\Oh...\Then, I shall join you.\Do you want some chicken?\Let's carve it.\Karuta, let me feed you... Say, Ah!\Ah! response:	You're going to drip gravy everywhere.
context: would be an insult.\Oh...\Then, I shall join you.\Do you want some chicken?\Let's carve it.\Karuta, let me feed you... Say, Ah!\Ah!\You're going to drip gravy everywhere. response:	It's fine. I'm...
context: Oh...\Then, I shall join you.\Do you want some chicken?\Let's carve it.\Karuta, let me feed you... Say, Ah!\Ah!\You're going to drip gravy everywhere.\It's fine. I'm... response:	Whoops.
context: Then, I shall join you.\Do you want some chicken?\Let's carve it.\Karuta, let me feed you... Say, Ah!\Ah!\You're going to drip gravy everywhere.\It's fine. I'm...\Whoops. response:	Renshou Sorinozuka Soushi Miketsukami
context: Do you want some chicken?\Let's carve it.\Karuta, let me feed you... Say, Ah!\Ah!\You're going to drip gravy everywhere.\It's fine. I'm...\Whoops.\Renshou Sorinozuka Soushi Miketsukami response:	I still don't really know
context: Let's carve it.\Karuta, let me feed you... Say, Ah!\Ah!\You're going to drip gravy everywhere.\It's fine. I'm...\Whoops.\Renshou Sorinozuka Soushi Miketsukami\I still don't really know response:	what I can do.
context: Karuta, let me feed you... Say, Ah!\Ah!\You're going to drip gravy everywhere.\It's fine. I'm...\Whoops.\Renshou Sorinozuka Soushi Miketsukami\I still don't really know\what I can do. response:	Sending
context: Ah!\You're going to drip gravy everywhere.\It's fine. I'm...\Whoops.\Renshou Sorinozuka Soushi Miketsukami\I still don't really know\what I can do.\Sending response:	I sent it!
context: You're going to drip gravy everywhere.\It's fine. I'm...\Whoops.\Renshou Sorinozuka Soushi Miketsukami\I still don't really know\what I can do.\Sending\I sent it! response:	Wait...
context: It's fine. I'm...\Whoops.\Renshou Sorinozuka Soushi Miketsukami\I still don't really know\what I can do.\Sending\I sent it!\Wait... response:	Did it really go through?
context: Whoops.\Renshou Sorinozuka Soushi Miketsukami\I still don't really know\what I can do.\Sending\I sent it!\Wait...\Did it really go through? response:	But if we spend more time together,
context: Renshou Sorinozuka Soushi Miketsukami\I still don't really know\what I can do.\Sending\I sent it!\Wait...\Did it really go through?\But if we spend more time together, response:	maybe I can discover something.
context: I still don't really know\what I can do.\Sending\I sent it!\Wait...\Did it really go through?\But if we spend more time together,\maybe I can discover something. response:	I certainly have my flaws, but I look forward to working together.
context: what I can do.\Sending\I sent it!\Wait...\Did it really go through?\But if we spend more time together,\maybe I can discover something.\I certainly have my flaws, but I look forward to working together. response:	D-D-D-Did I do it right?
context: Sending\I sent it!\Wait...\Did it really go through?\But if we spend more time together,\maybe I can discover something.\I certainly have my flaws, but I look forward to working together.\D-D-D-Did I do it right? response:	I'd like to think...
context: I sent it!\Wait...\Did it really go through?\But if we spend more time together,\maybe I can discover something.\I certainly have my flaws, but I look forward to working together.\D-D-D-Did I do it right?\I'd like to think... response:	Unlike a letter, I can still reread it.
context: Wait...\Did it really go through?\But if we spend more time together,\maybe I can discover something.\I certainly have my flaws, but I look forward to working together.\D-D-D-Did I do it right?\I'd like to think...\Unlike a letter, I can still reread it. response:	This is so embarrassing!
context: Did it really go through?\But if we spend more time together,\maybe I can discover something.\I certainly have my flaws, but I look forward to working together.\D-D-D-Did I do it right?\I'd like to think...\Unlike a letter, I can still reread it.\This is so embarrassing! response:	Looks like you watched to the bitter end again.
context: But if we spend more time together,\maybe I can discover something.\I certainly have my flaws, but I look forward to working together.\D-D-D-Did I do it right?\I'd like to think...\Unlike a letter, I can still reread it.\This is so embarrassing!\Looks like you watched to the bitter end again. response:	Good job, I guess.
context: maybe I can discover something.\I certainly have my flaws, but I look forward to working together.\D-D-D-Did I do it right?\I'd like to think...\Unlike a letter, I can still reread it.\This is so embarrassing!\Looks like you watched to the bitter end again.\Good job, I guess. response:	I'd like to thank you for watching,
context: I certainly have my flaws, but I look forward to working together.\D-D-D-Did I do it right?\I'd like to think...\Unlike a letter, I can still reread it.\This is so embarrassing!\Looks like you watched to the bitter end again.\Good job, I guess.\I'd like to thank you for watching, response:	is what she's saying.
context: D-D-D-Did I do it right?\I'd like to think...\Unlike a letter, I can still reread it.\This is so embarrassing!\Looks like you watched to the bitter end again.\Good job, I guess.\I'd like to thank you for watching,\is what she's saying. response:	Well, you can tune in next time, if you don't have anything better to do.
context: I'd like to think...\Unlike a letter, I can still reread it.\This is so embarrassing!\Looks like you watched to the bitter end again.\Good job, I guess.\I'd like to thank you for watching,\is what she's saying.\Well, you can tune in next time, if you don't have anything better to do. response:	Inu X Boku Secret Service : The Real Contract.
context: Unlike a letter, I can still reread it.\This is so embarrassing!\Looks like you watched to the bitter end again.\Good job, I guess.\I'd like to thank you for watching,\is what she's saying.\Well, you can tune in next time, if you don't have anything better to do.\Inu X Boku Secret Service : The Real Contract. response:	Please enjoy it,
context: This is so embarrassing!\Looks like you watched to the bitter end again.\Good job, I guess.\I'd like to thank you for watching,\is what she's saying.\Well, you can tune in next time, if you don't have anything better to do.\Inu X Boku Secret Service : The Real Contract.\Please enjoy it, response:	is what she's saying.
context: Looks like you watched to the bitter end again.\Good job, I guess.\I'd like to thank you for watching,\is what she's saying.\Well, you can tune in next time, if you don't have anything better to do.\Inu X Boku Secret Service : The Real Contract.\Please enjoy it,\is what she's saying. response:	S-Stop interpreting for me!
context: Good job, I guess.\I'd like to thank you for watching,\is what she's saying.\Well, you can tune in next time, if you don't have anything better to do.\Inu X Boku Secret Service : The Real Contract.\Please enjoy it,\is what she's saying.\S-Stop interpreting for me! response:	You really are a shy and adorable person!
context: I'd like to thank you for watching,\is what she's saying.\Well, you can tune in next time, if you don't have anything better to do.\Inu X Boku Secret Service : The Real Contract.\Please enjoy it,\is what she's saying.\S-Stop interpreting for me!\You really are a shy and adorable person! response:	The Real Contract
context: is what she's saying.\Well, you can tune in next time, if you don't have anything better to do.\Inu X Boku Secret Service : The Real Contract.\Please enjoy it,\is what she's saying.\S-Stop interpreting for me!\You really are a shy and adorable person!\The Real Contract response:	Please permit me to accompany you again next time.
