context: The Scale Festival starts tomorrow, huh? response:	Everyone is really excited.
context: It's a little present from my guild!\Present?\Um...\Let's start with one.\Yeah.\Let's eat.\It's great...\Really, my lord? You like it? response:	What are you doing?
context: Present?\Um...\Let's start with one.\Yeah.\Let's eat.\It's great...\Really, my lord? You like it?\What are you doing? response:	Serving my lord.
context: Um...\Let's start with one.\Yeah.\Let's eat.\It's great...\Really, my lord? You like it?\What are you doing?\Serving my lord. response:	Serving me? That's a whole cake!
context: Let's start with one.\Yeah.\Let's eat.\It's great...\Really, my lord? You like it?\What are you doing?\Serving my lord.\Serving me? That's a whole cake! response:	I'll cut it up.
context: Yeah.\Let's eat.\It's great...\Really, my lord? You like it?\What are you doing?\Serving my lord.\Serving me? That's a whole cake!\I'll cut it up. response:	That isn't the issue.
context: Let's eat.\It's great...\Really, my lord? You like it?\What are you doing?\Serving my lord.\Serving me? That's a whole cake!\I'll cut it up.\That isn't the issue. response:	It's not fair that you got to bring two!
context: It's great...\Really, my lord? You like it?\What are you doing?\Serving my lord.\Serving me? That's a whole cake!\I'll cut it up.\That isn't the issue.\It's not fair that you got to bring two! response:	Unbelievable.
context: Really, my lord? You like it?\What are you doing?\Serving my lord.\Serving me? That's a whole cake!\I'll cut it up.\That isn't the issue.\It's not fair that you got to bring two!\Unbelievable. response:	Crap... Is that how this looks?
context: What are you doing?\Serving my lord.\Serving me? That's a whole cake!\I'll cut it up.\That isn't the issue.\It's not fair that you got to bring two!\Unbelievable.\Crap... Is that how this looks? response:	Is he trying to show off?
context: Serving my lord.\Serving me? That's a whole cake!\I'll cut it up.\That isn't the issue.\It's not fair that you got to bring two!\Unbelievable.\Crap... Is that how this looks?\Is he trying to show off? response:	Die.
context: Serving me? That's a whole cake!\I'll cut it up.\That isn't the issue.\It's not fair that you got to bring two!\Unbelievable.\Crap... Is that how this looks?\Is he trying to show off?\Die. response:	This isn't good... I'll get them both involved.
context: I'll cut it up.\That isn't the issue.\It's not fair that you got to bring two!\Unbelievable.\Crap... Is that how this looks?\Is he trying to show off?\Die.\This isn't good... I'll get them both involved. response:	I hope his glasses break.
context: That isn't the issue.\It's not fair that you got to bring two!\Unbelievable.\Crap... Is that how this looks?\Is he trying to show off?\Die.\This isn't good... I'll get them both involved.\I hope his glasses break. response:	I need to avoid making a fuss.
context: It's not fair that you got to bring two!\Unbelievable.\Crap... Is that how this looks?\Is he trying to show off?\Die.\This isn't good... I'll get them both involved.\I hope his glasses break.\I need to avoid making a fuss. response:	Minimize damage and retreat.
context: Unbelievable.\Crap... Is that how this looks?\Is he trying to show off?\Die.\This isn't good... I'll get them both involved.\I hope his glasses break.\I need to avoid making a fuss.\Minimize damage and retreat. response:	My lord.
context: Crap... Is that how this looks?\Is he trying to show off?\Die.\This isn't good... I'll get them both involved.\I hope his glasses break.\I need to avoid making a fuss.\Minimize damage and retreat.\My lord. response:	Here.
context: Is he trying to show off?\Die.\This isn't good... I'll get them both involved.\I hope his glasses break.\I need to avoid making a fuss.\Minimize damage and retreat.\My lord.\Here. response:	Am I supposed to eat that?
context: Die.\This isn't good... I'll get them both involved.\I hope his glasses break.\I need to avoid making a fuss.\Minimize damage and retreat.\My lord.\Here.\Am I supposed to eat that? response:	Of course, my lord.
context: This isn't good... I'll get them both involved.\I hope his glasses break.\I need to avoid making a fuss.\Minimize damage and retreat.\My lord.\Here.\Am I supposed to eat that?\Of course, my lord. response:	Say, ah.
context: I hope his glasses break.\I need to avoid making a fuss.\Minimize damage and retreat.\My lord.\Here.\Am I supposed to eat that?\Of course, my lord.\Say, ah. response:	Come on, it'll fall off.
context: I need to avoid making a fuss.\Minimize damage and retreat.\My lord.\Here.\Am I supposed to eat that?\Of course, my lord.\Say, ah.\Come on, it'll fall off. response:	Is it good, my lord?
context: Minimize damage and retreat.\My lord.\Here.\Am I supposed to eat that?\Of course, my lord.\Say, ah.\Come on, it'll fall off.\Is it good, my lord? response:	Mhm.
context: My lord.\Here.\Am I supposed to eat that?\Of course, my lord.\Say, ah.\Come on, it'll fall off.\Is it good, my lord?\Mhm. response:	Shiroe!
context: Here.\Am I supposed to eat that?\Of course, my lord.\Say, ah.\Come on, it'll fall off.\Is it good, my lord?\Mhm.\Shiroe! response:	Say, ah!
context: Am I supposed to eat that?\Of course, my lord.\Say, ah.\Come on, it'll fall off.\Is it good, my lord?\Mhm.\Shiroe!\Say, ah! response:	Try this, too.
context: Of course, my lord.\Say, ah.\Come on, it'll fall off.\Is it good, my lord?\Mhm.\Shiroe!\Say, ah!\Try this, too. response:	Is it good?
context: Say, ah.\Come on, it'll fall off.\Is it good, my lord?\Mhm.\Shiroe!\Say, ah!\Try this, too.\Is it good? response:	Well, yeah, it's good, but...
context: Come on, it'll fall off.\Is it good, my lord?\Mhm.\Shiroe!\Say, ah!\Try this, too.\Is it good?\Well, yeah, it's good, but... response:	I'd rather fight a dozen raid bosses at once!
context: Is it good, my lord?\Mhm.\Shiroe!\Say, ah!\Try this, too.\Is it good?\Well, yeah, it's good, but...\I'd rather fight a dozen raid bosses at once! response:	My lord.
context: Mhm.\Shiroe!\Say, ah!\Try this, too.\Is it good?\Well, yeah, it's good, but...\I'd rather fight a dozen raid bosses at once!\My lord. response:	There's still more.
context: Shiroe!\Say, ah!\Try this, too.\Is it good?\Well, yeah, it's good, but...\I'd rather fight a dozen raid bosses at once!\My lord.\There's still more. response:	Ah...
context: Say, ah!\Try this, too.\Is it good?\Well, yeah, it's good, but...\I'd rather fight a dozen raid bosses at once!\My lord.\There's still more.\Ah... response:	Me, too!
context: Try this, too.\Is it good?\Well, yeah, it's good, but...\I'd rather fight a dozen raid bosses at once!\My lord.\There's still more.\Ah...\Me, too! response:	Ah!
context: Is it good?\Well, yeah, it's good, but...\I'd rather fight a dozen raid bosses at once!\My lord.\There's still more.\Ah...\Me, too!\Ah! response:	Ah!
context: Well, yeah, it's good, but...\I'd rather fight a dozen raid bosses at once!\My lord.\There's still more.\Ah...\Me, too!\Ah!\Ah! response:	Ah!
context: I'd rather fight a dozen raid bosses at once!\My lord.\There's still more.\Ah...\Me, too!\Ah!\Ah!\Ah! response:	Someone help me!
context: My lord.\There's still more.\Ah...\Me, too!\Ah!\Ah!\Ah!\Someone help me! response:	Cafe Kanako
context: There's still more.\Ah...\Me, too!\Ah!\Ah!\Ah!\Someone help me!\Cafe Kanako response:	Thank you!
context: Ah...\Me, too!\Ah!\Ah!\Ah!\Someone help me!\Cafe Kanako\Thank you! response:	Sorry you had to pay.
context: Me, too!\Ah!\Ah!\Ah!\Someone help me!\Cafe Kanako\Thank you!\Sorry you had to pay. response:	We couldn't eat them all.
context: Ah!\Ah!\Ah!\Someone help me!\Cafe Kanako\Thank you!\Sorry you had to pay.\We couldn't eat them all. response:	I had no choice.
context: Ah!\Ah!\Someone help me!\Cafe Kanako\Thank you!\Sorry you had to pay.\We couldn't eat them all.\I had no choice. response:	Will you go home and rest, my lord?
context: Ah!\Someone help me!\Cafe Kanako\Thank you!\Sorry you had to pay.\We couldn't eat them all.\I had no choice.\Will you go home and rest, my lord? response:	I was going to see the rest of the festival, but I think I will...
context: Someone help me!\Cafe Kanako\Thank you!\Sorry you had to pay.\We couldn't eat them all.\I had no choice.\Will you go home and rest, my lord?\I was going to see the rest of the festival, but I think I will... response:	Um... You two go on without me.
context: Cafe Kanako\Thank you!\Sorry you had to pay.\We couldn't eat them all.\I had no choice.\Will you go home and rest, my lord?\I was going to see the rest of the festival, but I think I will...\Um... You two go on without me. response:	I need to make a stop before going back.
context: Thank you!\Sorry you had to pay.\We couldn't eat them all.\I had no choice.\Will you go home and rest, my lord?\I was going to see the rest of the festival, but I think I will...\Um... You two go on without me.\I need to make a stop before going back. response:	Thank you!
context: Sorry you had to pay.\We couldn't eat them all.\I had no choice.\Will you go home and rest, my lord?\I was going to see the rest of the festival, but I think I will...\Um... You two go on without me.\I need to make a stop before going back.\Thank you! response:	Dandelion barley tea is good for digestion, right?
context: We couldn't eat them all.\I had no choice.\Will you go home and rest, my lord?\I was going to see the rest of the festival, but I think I will...\Um... You two go on without me.\I need to make a stop before going back.\Thank you!\Dandelion barley tea is good for digestion, right? response:	I'm sad I couldn't attend the Twilight Banquet,
context: I had no choice.\Will you go home and rest, my lord?\I was going to see the rest of the festival, but I think I will...\Um... You two go on without me.\I need to make a stop before going back.\Thank you!\Dandelion barley tea is good for digestion, right?\I'm sad I couldn't attend the Twilight Banquet, response:	but Shiroe worked hard for me.
context: Will you go home and rest, my lord?\I was going to see the rest of the festival, but I think I will...\Um... You two go on without me.\I need to make a stop before going back.\Thank you!\Dandelion barley tea is good for digestion, right?\I'm sad I couldn't attend the Twilight Banquet,\but Shiroe worked hard for me. response:	I'll have to thank him.
context: I was going to see the rest of the festival, but I think I will...\Um... You two go on without me.\I need to make a stop before going back.\Thank you!\Dandelion barley tea is good for digestion, right?\I'm sad I couldn't attend the Twilight Banquet,\but Shiroe worked hard for me.\I'll have to thank him. response:	It hurts...
context: Um... You two go on without me.\I need to make a stop before going back.\Thank you!\Dandelion barley tea is good for digestion, right?\I'm sad I couldn't attend the Twilight Banquet,\but Shiroe worked hard for me.\I'll have to thank him.\It hurts... response:	Three people eating twelve whole cakes?
context: I need to make a stop before going back.\Thank you!\Dandelion barley tea is good for digestion, right?\I'm sad I couldn't attend the Twilight Banquet,\but Shiroe worked hard for me.\I'll have to thank him.\It hurts...\Three people eating twelve whole cakes? response:	How did she figure that?
context: Thank you!\Dandelion barley tea is good for digestion, right?\I'm sad I couldn't attend the Twilight Banquet,\but Shiroe worked hard for me.\I'll have to thank him.\It hurts...\Three people eating twelve whole cakes?\How did she figure that? response:	Oh, right.
context: Dandelion barley tea is good for digestion, right?\I'm sad I couldn't attend the Twilight Banquet,\but Shiroe worked hard for me.\I'll have to thank him.\It hurts...\Three people eating twelve whole cakes?\How did she figure that?\Oh, right. response:	A cake buffet?
context: I'm sad I couldn't attend the Twilight Banquet,\but Shiroe worked hard for me.\I'll have to thank him.\It hurts...\Three people eating twelve whole cakes?\How did she figure that?\Oh, right.\A cake buffet? response:	It'll probably be there tomorrow. Why not go?
context: but Shiroe worked hard for me.\I'll have to thank him.\It hurts...\Three people eating twelve whole cakes?\How did she figure that?\Oh, right.\A cake buffet?\It'll probably be there tomorrow. Why not go? response:	It'll be free.
context: I'll have to thank him.\It hurts...\Three people eating twelve whole cakes?\How did she figure that?\Oh, right.\A cake buffet?\It'll probably be there tomorrow. Why not go?\It'll be free. response:	That sounds great!
context: It hurts...\Three people eating twelve whole cakes?\How did she figure that?\Oh, right.\A cake buffet?\It'll probably be there tomorrow. Why not go?\It'll be free.\That sounds great! response:	I'll definitely go.
context: Three people eating twelve whole cakes?\How did she figure that?\Oh, right.\A cake buffet?\It'll probably be there tomorrow. Why not go?\It'll be free.\That sounds great!\I'll definitely go. response:	Thanks for the information, Shiro!
context: How did she figure that?\Oh, right.\A cake buffet?\It'll probably be there tomorrow. Why not go?\It'll be free.\That sounds great!\I'll definitely go.\Thanks for the information, Shiro! response:	Sure.
context: Oh, right.\A cake buffet?\It'll probably be there tomorrow. Why not go?\It'll be free.\That sounds great!\I'll definitely go.\Thanks for the information, Shiro!\Sure. response:	I wonder how many whole cakes he'll end up eating...
context: A cake buffet?\It'll probably be there tomorrow. Why not go?\It'll be free.\That sounds great!\I'll definitely go.\Thanks for the information, Shiro!\Sure.\I wonder how many whole cakes he'll end up eating... response:	But all the girls love Soujirou,
context: It'll probably be there tomorrow. Why not go?\It'll be free.\That sounds great!\I'll definitely go.\Thanks for the information, Shiro!\Sure.\I wonder how many whole cakes he'll end up eating...\But all the girls love Soujirou, response:	yet he still does well running his guild.
context: It'll be free.\That sounds great!\I'll definitely go.\Thanks for the information, Shiro!\Sure.\I wonder how many whole cakes he'll end up eating...\But all the girls love Soujirou,\yet he still does well running his guild. response:	Naotsugu or Chief Nyanta seem more like guild masters than I do.
context: That sounds great!\I'll definitely go.\Thanks for the information, Shiro!\Sure.\I wonder how many whole cakes he'll end up eating...\But all the girls love Soujirou,\yet he still does well running his guild.\Naotsugu or Chief Nyanta seem more like guild masters than I do. response:	I don't really have the presence.
context: I'll definitely go.\Thanks for the information, Shiro!\Sure.\I wonder how many whole cakes he'll end up eating...\But all the girls love Soujirou,\yet he still does well running his guild.\Naotsugu or Chief Nyanta seem more like guild masters than I do.\I don't really have the presence. response:	Maybe Henrietta's right, and this would be a good chance.
context: Thanks for the information, Shiro!\Sure.\I wonder how many whole cakes he'll end up eating...\But all the girls love Soujirou,\yet he still does well running his guild.\Naotsugu or Chief Nyanta seem more like guild masters than I do.\I don't really have the presence.\Maybe Henrietta's right, and this would be a good chance. response:	I should make time to spend with everyone.
context: Sure.\I wonder how many whole cakes he'll end up eating...\But all the girls love Soujirou,\yet he still does well running his guild.\Naotsugu or Chief Nyanta seem more like guild masters than I do.\I don't really have the presence.\Maybe Henrietta's right, and this would be a good chance.\I should make time to spend with everyone. response:	My lord.
context: I wonder how many whole cakes he'll end up eating...\But all the girls love Soujirou,\yet he still does well running his guild.\Naotsugu or Chief Nyanta seem more like guild masters than I do.\I don't really have the presence.\Maybe Henrietta's right, and this would be a good chance.\I should make time to spend with everyone.\My lord. response:	When did you get there?!
context: But all the girls love Soujirou,\yet he still does well running his guild.\Naotsugu or Chief Nyanta seem more like guild masters than I do.\I don't really have the presence.\Maybe Henrietta's right, and this would be a good chance.\I should make time to spend with everyone.\My lord.\When did you get there?! response:	Just now.
context: yet he still does well running his guild.\Naotsugu or Chief Nyanta seem more like guild masters than I do.\I don't really have the presence.\Maybe Henrietta's right, and this would be a good chance.\I should make time to spend with everyone.\My lord.\When did you get there?!\Just now. response:	Is something wrong?
context: Naotsugu or Chief Nyanta seem more like guild masters than I do.\I don't really have the presence.\Maybe Henrietta's right, and this would be a good chance.\I should make time to spend with everyone.\My lord.\When did you get there?!\Just now.\Is something wrong? response:	No, nothing...
context: I don't really have the presence.\Maybe Henrietta's right, and this would be a good chance.\I should make time to spend with everyone.\My lord.\When did you get there?!\Just now.\Is something wrong?\No, nothing... response:	The town is even more lively than usual.
context: Maybe Henrietta's right, and this would be a good chance.\I should make time to spend with everyone.\My lord.\When did you get there?!\Just now.\Is something wrong?\No, nothing...\The town is even more lively than usual. response:	It is a festival, after all.
context: I should make time to spend with everyone.\My lord.\When did you get there?!\Just now.\Is something wrong?\No, nothing...\The town is even more lively than usual.\It is a festival, after all. response:	When we first arrived in this world, I never would've imagined it.
context: My lord.\When did you get there?!\Just now.\Is something wrong?\No, nothing...\The town is even more lively than usual.\It is a festival, after all.\When we first arrived in this world, I never would've imagined it. response:	Yeah.
context: When did you get there?!\Just now.\Is something wrong?\No, nothing...\The town is even more lively than usual.\It is a festival, after all.\When we first arrived in this world, I never would've imagined it.\Yeah. response:	You're quiet.
context: Just now.\Is something wrong?\No, nothing...\The town is even more lively than usual.\It is a festival, after all.\When we first arrived in this world, I never would've imagined it.\Yeah.\You're quiet. response:	I'm always quiet.
context: Is something wrong?\No, nothing...\The town is even more lively than usual.\It is a festival, after all.\When we first arrived in this world, I never would've imagined it.\Yeah.\You're quiet.\I'm always quiet. response:	Yeah, but...
context: No, nothing...\The town is even more lively than usual.\It is a festival, after all.\When we first arrived in this world, I never would've imagined it.\Yeah.\You're quiet.\I'm always quiet.\Yeah, but... response:	My lord...
context: The town is even more lively than usual.\It is a festival, after all.\When we first arrived in this world, I never would've imagined it.\Yeah.\You're quiet.\I'm always quiet.\Yeah, but...\My lord... response:	Do you, well...
context: It is a festival, after all.\When we first arrived in this world, I never would've imagined it.\Yeah.\You're quiet.\I'm always quiet.\Yeah, but...\My lord...\Do you, well... response:	Dislike cake?
context: When we first arrived in this world, I never would've imagined it.\Yeah.\You're quiet.\I'm always quiet.\Yeah, but...\My lord...\Do you, well...\Dislike cake? response:	Or did you not have fun?
context: Yeah.\You're quiet.\I'm always quiet.\Yeah, but...\My lord...\Do you, well...\Dislike cake?\Or did you not have fun? response:	That's not true...
context: You're quiet.\I'm always quiet.\Yeah, but...\My lord...\Do you, well...\Dislike cake?\Or did you not have fun?\That's not true... response:	Anyway, I'm sorry we didn't get to the finals.
context: I'm always quiet.\Yeah, but...\My lord...\Do you, well...\Dislike cake?\Or did you not have fun?\That's not true...\Anyway, I'm sorry we didn't get to the finals. response:	That doesn't matter to me.
context: Yeah, but...\My lord...\Do you, well...\Dislike cake?\Or did you not have fun?\That's not true...\Anyway, I'm sorry we didn't get to the finals.\That doesn't matter to me. response:	It was Minori who wanted to go.
context: My lord...\Do you, well...\Dislike cake?\Or did you not have fun?\That's not true...\Anyway, I'm sorry we didn't get to the finals.\That doesn't matter to me.\It was Minori who wanted to go. response:	I see...
context: Do you, well...\Dislike cake?\Or did you not have fun?\That's not true...\Anyway, I'm sorry we didn't get to the finals.\That doesn't matter to me.\It was Minori who wanted to go.\I see... response:	But was that cake okay with you?
context: Dislike cake?\Or did you not have fun?\That's not true...\Anyway, I'm sorry we didn't get to the finals.\That doesn't matter to me.\It was Minori who wanted to go.\I see...\But was that cake okay with you? response:	It felt like I was doing all the eating. Did you have any?
context: Or did you not have fun?\That's not true...\Anyway, I'm sorry we didn't get to the finals.\That doesn't matter to me.\It was Minori who wanted to go.\I see...\But was that cake okay with you?\It felt like I was doing all the eating. Did you have any? response:	I wasn't there for the cake.
context: That's not true...\Anyway, I'm sorry we didn't get to the finals.\That doesn't matter to me.\It was Minori who wanted to go.\I see...\But was that cake okay with you?\It felt like I was doing all the eating. Did you have any?\I wasn't there for the cake. response:	Oh...
context: Anyway, I'm sorry we didn't get to the finals.\That doesn't matter to me.\It was Minori who wanted to go.\I see...\But was that cake okay with you?\It felt like I was doing all the eating. Did you have any?\I wasn't there for the cake.\Oh... response:	It's hard to hold a conversation with you, my lord!
context: That doesn't matter to me.\It was Minori who wanted to go.\I see...\But was that cake okay with you?\It felt like I was doing all the eating. Did you have any?\I wasn't there for the cake.\Oh...\It's hard to hold a conversation with you, my lord! response:	I don't know what to say.
context: It was Minori who wanted to go.\I see...\But was that cake okay with you?\It felt like I was doing all the eating. Did you have any?\I wasn't there for the cake.\Oh...\It's hard to hold a conversation with you, my lord!\I don't know what to say. response:	You just don't talk much.
context: I see...\But was that cake okay with you?\It felt like I was doing all the eating. Did you have any?\I wasn't there for the cake.\Oh...\It's hard to hold a conversation with you, my lord!\I don't know what to say.\You just don't talk much. response:	That isn't true...
context: But was that cake okay with you?\It felt like I was doing all the eating. Did you have any?\I wasn't there for the cake.\Oh...\It's hard to hold a conversation with you, my lord!\I don't know what to say.\You just don't talk much.\That isn't true... response:	I have all sorts of things to discuss.
context: It felt like I was doing all the eating. Did you have any?\I wasn't there for the cake.\Oh...\It's hard to hold a conversation with you, my lord!\I don't know what to say.\You just don't talk much.\That isn't true...\I have all sorts of things to discuss. response:	Then give us something to talk about.
context: I wasn't there for the cake.\Oh...\It's hard to hold a conversation with you, my lord!\I don't know what to say.\You just don't talk much.\That isn't true...\I have all sorts of things to discuss.\Then give us something to talk about. response:	Was that a little harsh?
context: Oh...\It's hard to hold a conversation with you, my lord!\I don't know what to say.\You just don't talk much.\That isn't true...\I have all sorts of things to discuss.\Then give us something to talk about.\Was that a little harsh? response:	Um, I didn't mean... I'm sorry.
context: It's hard to hold a conversation with you, my lord!\I don't know what to say.\You just don't talk much.\That isn't true...\I have all sorts of things to discuss.\Then give us something to talk about.\Was that a little harsh?\Um, I didn't mean... I'm sorry. response:	Er...
context: I don't know what to say.\You just don't talk much.\That isn't true...\I have all sorts of things to discuss.\Then give us something to talk about.\Was that a little harsh?\Um, I didn't mean... I'm sorry.\Er... response:	Wait...
context: You just don't talk much.\That isn't true...\I have all sorts of things to discuss.\Then give us something to talk about.\Was that a little harsh?\Um, I didn't mean... I'm sorry.\Er...\Wait... response:	It's fun to do this.
context: That isn't true...\I have all sorts of things to discuss.\Then give us something to talk about.\Was that a little harsh?\Um, I didn't mean... I'm sorry.\Er...\Wait...\It's fun to do this. response:	Is that really fun?
context: I have all sorts of things to discuss.\Then give us something to talk about.\Was that a little harsh?\Um, I didn't mean... I'm sorry.\Er...\Wait...\It's fun to do this.\Is that really fun? response:	It is.
context: Then give us something to talk about.\Was that a little harsh?\Um, I didn't mean... I'm sorry.\Er...\Wait...\It's fun to do this.\Is that really fun?\It is. response:	Oh...
context: Was that a little harsh?\Um, I didn't mean... I'm sorry.\Er...\Wait...\It's fun to do this.\Is that really fun?\It is.\Oh... response:	Is this part of her lord-and-servant role playing?
context: Um, I didn't mean... I'm sorry.\Er...\Wait...\It's fun to do this.\Is that really fun?\It is.\Oh...\Is this part of her lord-and-servant role playing? response:	This is enough?
context: Er...\Wait...\It's fun to do this.\Is that really fun?\It is.\Oh...\Is this part of her lord-and-servant role playing?\This is enough? response:	Yes...
context: Wait...\It's fun to do this.\Is that really fun?\It is.\Oh...\Is this part of her lord-and-servant role playing?\This is enough?\Yes... response:	I see.
context: It's fun to do this.\Is that really fun?\It is.\Oh...\Is this part of her lord-and-servant role playing?\This is enough?\Yes...\I see. response:	What is this?
context: Is that really fun?\It is.\Oh...\Is this part of her lord-and-servant role playing?\This is enough?\Yes...\I see.\What is this? response:	Why?
context: It is.\Oh...\Is this part of her lord-and-servant role playing?\This is enough?\Yes...\I see.\What is this?\Why? response:	Akatsuki...
context: Oh...\Is this part of her lord-and-servant role playing?\This is enough?\Yes...\I see.\What is this?\Why?\Akatsuki... response:	likes...
context: Is this part of her lord-and-servant role playing?\This is enough?\Yes...\I see.\What is this?\Why?\Akatsuki...\likes... response:	Shiroe!
context: This is enough?\Yes...\I see.\What is this?\Why?\Akatsuki...\likes...\Shiroe! response:	I also...
context: Yes...\I see.\What is this?\Why?\Akatsuki...\likes...\Shiroe!\I also... response:	like him.
context: I see.\What is this?\Why?\Akatsuki...\likes...\Shiroe!\I also...\like him. response:	It isn't fair!
context: What is this?\Why?\Akatsuki...\likes...\Shiroe!\I also...\like him.\It isn't fair! response:	Shiroe is mine!
context: Why?\Akatsuki...\likes...\Shiroe!\I also...\like him.\It isn't fair!\Shiroe is mine! response:	Not fair?
context: Akatsuki...\likes...\Shiroe!\I also...\like him.\It isn't fair!\Shiroe is mine!\Not fair? response:	How could I have said that?
context: likes...\Shiroe!\I also...\like him.\It isn't fair!\Shiroe is mine!\Not fair?\How could I have said that? response:	It hurts...
context: Shiroe!\I also...\like him.\It isn't fair!\Shiroe is mine!\Not fair?\How could I have said that?\It hurts... response:	This isn't...
context: I also...\like him.\It isn't fair!\Shiroe is mine!\Not fair?\How could I have said that?\It hurts...\This isn't... response:	Minori?
context: like him.\It isn't fair!\Shiroe is mine!\Not fair?\How could I have said that?\It hurts...\This isn't...\Minori? response:	What are you doing here?
context: It isn't fair!\Shiroe is mine!\Not fair?\How could I have said that?\It hurts...\This isn't...\Minori?\What are you doing here? response:	Whoa...
context: Shiroe is mine!\Not fair?\How could I have said that?\It hurts...\This isn't...\Minori?\What are you doing here?\Whoa... response:	Look at your face...
context: Not fair?\How could I have said that?\It hurts...\This isn't...\Minori?\What are you doing here?\Whoa...\Look at your face... response:	Tohya!
context: How could I have said that?\It hurts...\This isn't...\Minori?\What are you doing here?\Whoa...\Look at your face...\Tohya! response:	Well? What happened?
context: It hurts...\This isn't...\Minori?\What are you doing here?\Whoa...\Look at your face...\Tohya!\Well? What happened? response:	Listen, Tohya.
context: This isn't...\Minori?\What are you doing here?\Whoa...\Look at your face...\Tohya!\Well? What happened?\Listen, Tohya. response:	think I like Shiroe...
context: Minori?\What are you doing here?\Whoa...\Look at your face...\Tohya!\Well? What happened?\Listen, Tohya.\think I like Shiroe... response:	What?
context: What are you doing here?\Whoa...\Look at your face...\Tohya!\Well? What happened?\Listen, Tohya.\think I like Shiroe...\What? response:	You're just now figuring it out?
context: Whoa...\Look at your face...\Tohya!\Well? What happened?\Listen, Tohya.\think I like Shiroe...\What?\You're just now figuring it out? response:	It was obvious to the rest of us.
context: Look at your face...\Tohya!\Well? What happened?\Listen, Tohya.\think I like Shiroe...\What?\You're just now figuring it out?\It was obvious to the rest of us. response:	No way...
context: Tohya!\Well? What happened?\Listen, Tohya.\think I like Shiroe...\What?\You're just now figuring it out?\It was obvious to the rest of us.\No way... response:	He's nice, and he's caring.
context: Well? What happened?\Listen, Tohya.\think I like Shiroe...\What?\You're just now figuring it out?\It was obvious to the rest of us.\No way...\He's nice, and he's caring. response:	He's like a teacher.
context: Listen, Tohya.\think I like Shiroe...\What?\You're just now figuring it out?\It was obvious to the rest of us.\No way...\He's nice, and he's caring.\He's like a teacher. response:	I can see why you'd admire him.
context: think I like Shiroe...\What?\You're just now figuring it out?\It was obvious to the rest of us.\No way...\He's nice, and he's caring.\He's like a teacher.\I can see why you'd admire him. response:	How could you tell?
context: What?\You're just now figuring it out?\It was obvious to the rest of us.\No way...\He's nice, and he's caring.\He's like a teacher.\I can see why you'd admire him.\How could you tell? response:	Of course I can tell! We're twins!
context: You're just now figuring it out?\It was obvious to the rest of us.\No way...\He's nice, and he's caring.\He's like a teacher.\I can see why you'd admire him.\How could you tell?\Of course I can tell! We're twins! response:	I admire him, too!
context: It was obvious to the rest of us.\No way...\He's nice, and he's caring.\He's like a teacher.\I can see why you'd admire him.\How could you tell?\Of course I can tell! We're twins!\I admire him, too! response:	You like him, too?!
context: No way...\He's nice, and he's caring.\He's like a teacher.\I can see why you'd admire him.\How could you tell?\Of course I can tell! We're twins!\I admire him, too!\You like him, too?! response:	Not like that!
context: He's nice, and he's caring.\He's like a teacher.\I can see why you'd admire him.\How could you tell?\Of course I can tell! We're twins!\I admire him, too!\You like him, too?!\Not like that! response:	This is a problem...
context: He's like a teacher.\I can see why you'd admire him.\How could you tell?\Of course I can tell! We're twins!\I admire him, too!\You like him, too?!\Not like that!\This is a problem... response:	Why?
context: I can see why you'd admire him.\How could you tell?\Of course I can tell! We're twins!\I admire him, too!\You like him, too?!\Not like that!\This is a problem...\Why? response:	Why?
context: How could you tell?\Of course I can tell! We're twins!\I admire him, too!\You like him, too?!\Not like that!\This is a problem...\Why?\Why? response:	I don't think it's a problem.
context: Of course I can tell! We're twins!\I admire him, too!\You like him, too?!\Not like that!\This is a problem...\Why?\Why?\I don't think it's a problem. response:	It's not a problem... You're just hurt, Minori.
context: I admire him, too!\You like him, too?!\Not like that!\This is a problem...\Why?\Why?\I don't think it's a problem.\It's not a problem... You're just hurt, Minori. response:	Is it okay?
context: You like him, too?!\Not like that!\This is a problem...\Why?\Why?\I don't think it's a problem.\It's not a problem... You're just hurt, Minori.\Is it okay? response:	You can't help it, right?
context: Not like that!\This is a problem...\Why?\Why?\I don't think it's a problem.\It's not a problem... You're just hurt, Minori.\Is it okay?\You can't help it, right? response:	You're right...
context: This is a problem...\Why?\Why?\I don't think it's a problem.\It's not a problem... You're just hurt, Minori.\Is it okay?\You can't help it, right?\You're right... response:	It isn't a problem...
context: Why?\Why?\I don't think it's a problem.\It's not a problem... You're just hurt, Minori.\Is it okay?\You can't help it, right?\You're right...\It isn't a problem... response:	It just hurts.
context: Why?\I don't think it's a problem.\It's not a problem... You're just hurt, Minori.\Is it okay?\You can't help it, right?\You're right...\It isn't a problem...\It just hurts. response:	I haven't lost anything, and I haven't done anything.
context: I don't think it's a problem.\It's not a problem... You're just hurt, Minori.\Is it okay?\You can't help it, right?\You're right...\It isn't a problem...\It just hurts.\I haven't lost anything, and I haven't done anything. response:	I haven't done anything yet, have I?
context: It's not a problem... You're just hurt, Minori.\Is it okay?\You can't help it, right?\You're right...\It isn't a problem...\It just hurts.\I haven't lost anything, and I haven't done anything.\I haven't done anything yet, have I? response:	That's true.
