context: Good morning! Greetings, all. This is Morioh Radio, response:	and your host, once again, is me, your neighbor, Kai Harada.
context: It pisses me off when girls freak out! Get out of here!\Fine...\It seems like they know each other.\Besides, he's scary.\But he's kind of hot...\I don't get it...\I have no idea what's going on!\But something is definitely happening! response:	It's been a while...
context: Fine...\It seems like they know each other.\Besides, he's scary.\But he's kind of hot...\I don't get it...\I have no idea what's going on!\But something is definitely happening!\It's been a while... response:	Actually, it's been ten years.
context: It seems like they know each other.\Besides, he's scary.\But he's kind of hot...\I don't get it...\I have no idea what's going on!\But something is definitely happening!\It's been a while...\Actually, it's been ten years. response:	But I was able to stop time for half a second.
context: Besides, he's scary.\But he's kind of hot...\I don't get it...\I have no idea what's going on!\But something is definitely happening!\It's been a while...\Actually, it's been ten years.\But I was able to stop time for half a second. response:	If I hadn't stopped time... I doubt we would've been killed,
context: But he's kind of hot...\I don't get it...\I have no idea what's going on!\But something is definitely happening!\It's been a while...\Actually, it's been ten years.\But I was able to stop time for half a second.\If I hadn't stopped time... I doubt we would've been killed, response:	but one of us would've been badly injured.
context: I don't get it...\I have no idea what's going on!\But something is definitely happening!\It's been a while...\Actually, it's been ten years.\But I was able to stop time for half a second.\If I hadn't stopped time... I doubt we would've been killed,\but one of us would've been badly injured. response:	Here, Josuke.
context: I have no idea what's going on!\But something is definitely happening!\It's been a while...\Actually, it's been ten years.\But I was able to stop time for half a second.\If I hadn't stopped time... I doubt we would've been killed,\but one of us would've been badly injured.\Here, Josuke. response:	Ah, uh... No. It's okay.
context: But something is definitely happening!\It's been a while...\Actually, it's been ten years.\But I was able to stop time for half a second.\If I hadn't stopped time... I doubt we would've been killed,\but one of us would've been badly injured.\Here, Josuke.\Ah, uh... No. It's okay. response:	I see.
context: It's been a while...\Actually, it's been ten years.\But I was able to stop time for half a second.\If I hadn't stopped time... I doubt we would've been killed,\but one of us would've been badly injured.\Here, Josuke.\Ah, uh... No. It's okay.\I see. response:	There's actually another reason I came to see you.
context: Actually, it's been ten years.\But I was able to stop time for half a second.\If I hadn't stopped time... I doubt we would've been killed,\but one of us would've been badly injured.\Here, Josuke.\Ah, uh... No. It's okay.\I see.\There's actually another reason I came to see you. response:	The other reason is this picture.
context: But I was able to stop time for half a second.\If I hadn't stopped time... I doubt we would've been killed,\but one of us would've been badly injured.\Here, Josuke.\Ah, uh... No. It's okay.\I see.\There's actually another reason I came to see you.\The other reason is this picture. response:	Something is hiding in this town.
context: If I hadn't stopped time... I doubt we would've been killed,\but one of us would've been badly injured.\Here, Josuke.\Ah, uh... No. It's okay.\I see.\There's actually another reason I came to see you.\The other reason is this picture.\Something is hiding in this town. response:	Something very dangerous is approaching.
context: but one of us would've been badly injured.\Here, Josuke.\Ah, uh... No. It's okay.\I see.\There's actually another reason I came to see you.\The other reason is this picture.\Something is hiding in this town.\Something very dangerous is approaching. response:	When Old Man Joseph tried to get a spirit photo of you,
context: Here, Josuke.\Ah, uh... No. It's okay.\I see.\There's actually another reason I came to see you.\The other reason is this picture.\Something is hiding in this town.\Something very dangerous is approaching.\When Old Man Joseph tried to get a spirit photo of you, response:	this is what he got instead.
context: Ah, uh... No. It's okay.\I see.\There's actually another reason I came to see you.\The other reason is this picture.\Something is hiding in this town.\Something very dangerous is approaching.\When Old Man Joseph tried to get a spirit photo of you,\this is what he got instead. response:	We're not sure why...
context: I see.\There's actually another reason I came to see you.\The other reason is this picture.\Something is hiding in this town.\Something very dangerous is approaching.\When Old Man Joseph tried to get a spirit photo of you,\this is what he got instead.\We're not sure why... response:	But he's probably a Stand user.
context: There's actually another reason I came to see you.\The other reason is this picture.\Something is hiding in this town.\Something very dangerous is approaching.\When Old Man Joseph tried to get a spirit photo of you,\this is what he got instead.\We're not sure why...\But he's probably a Stand user. response:	This doesn't concern you, but I wanted to at least show you the picture.
context: The other reason is this picture.\Something is hiding in this town.\Something very dangerous is approaching.\When Old Man Joseph tried to get a spirit photo of you,\this is what he got instead.\We're not sure why...\But he's probably a Stand user.\This doesn't concern you, but I wanted to at least show you the picture. response:	You've been warned.
context: Something is hiding in this town.\Something very dangerous is approaching.\When Old Man Joseph tried to get a spirit photo of you,\this is what he got instead.\We're not sure why...\But he's probably a Stand user.\This doesn't concern you, but I wanted to at least show you the picture.\You've been warned. response:	Koichi-kun...
context: Something very dangerous is approaching.\When Old Man Joseph tried to get a spirit photo of you,\this is what he got instead.\We're not sure why...\But he's probably a Stand user.\This doesn't concern you, but I wanted to at least show you the picture.\You've been warned.\Koichi-kun... response:	If you happen to see him, don't go anywhere near him.
context: When Old Man Joseph tried to get a spirit photo of you,\this is what he got instead.\We're not sure why...\But he's probably a Stand user.\This doesn't concern you, but I wanted to at least show you the picture.\You've been warned.\Koichi-kun...\If you happen to see him, don't go anywhere near him. response:	Calling the police won't help.
context: this is what he got instead.\We're not sure why...\But he's probably a Stand user.\This doesn't concern you, but I wanted to at least show you the picture.\You've been warned.\Koichi-kun...\If you happen to see him, don't go anywhere near him.\Calling the police won't help. response:	Just run.
context: We're not sure why...\But he's probably a Stand user.\This doesn't concern you, but I wanted to at least show you the picture.\You've been warned.\Koichi-kun...\If you happen to see him, don't go anywhere near him.\Calling the police won't help.\Just run. response:	Josuke...
context: But he's probably a Stand user.\This doesn't concern you, but I wanted to at least show you the picture.\You've been warned.\Koichi-kun...\If you happen to see him, don't go anywhere near him.\Calling the police won't help.\Just run.\Josuke... response:	Don't lose your temper and go after him, either.
context: This doesn't concern you, but I wanted to at least show you the picture.\You've been warned.\Koichi-kun...\If you happen to see him, don't go anywhere near him.\Calling the police won't help.\Just run.\Josuke...\Don't lose your temper and go after him, either. response:	You'll get hurt, just like a moment ago.
context: You've been warned.\Koichi-kun...\If you happen to see him, don't go anywhere near him.\Calling the police won't help.\Just run.\Josuke...\Don't lose your temper and go after him, either.\You'll get hurt, just like a moment ago. response:	Oh! The entrance ceremony!
context: Koichi-kun...\If you happen to see him, don't go anywhere near him.\Calling the police won't help.\Just run.\Josuke...\Don't lose your temper and go after him, either.\You'll get hurt, just like a moment ago.\Oh! The entrance ceremony! response:	Ack! Look at the time!
context: If you happen to see him, don't go anywhere near him.\Calling the police won't help.\Just run.\Josuke...\Don't lose your temper and go after him, either.\You'll get hurt, just like a moment ago.\Oh! The entrance ceremony!\Ack! Look at the time! response:	Aw, shit...
context: Calling the police won't help.\Just run.\Josuke...\Don't lose your temper and go after him, either.\You'll get hurt, just like a moment ago.\Oh! The entrance ceremony!\Ack! Look at the time!\Aw, shit... response:	Who knows what my mom'll do to me if I'm late on the first day?!
context: Just run.\Josuke...\Don't lose your temper and go after him, either.\You'll get hurt, just like a moment ago.\Oh! The entrance ceremony!\Ack! Look at the time!\Aw, shit...\Who knows what my mom'll do to me if I'm late on the first day?! response:	Hey, I'll listen to everything you've got to say after school.
context: Josuke...\Don't lose your temper and go after him, either.\You'll get hurt, just like a moment ago.\Oh! The entrance ceremony!\Ack! Look at the time!\Aw, shit...\Who knows what my mom'll do to me if I'm late on the first day?!\Hey, I'll listen to everything you've got to say after school. response:	Hey, Koichi, was it? Let's go!
context: Don't lose your temper and go after him, either.\You'll get hurt, just like a moment ago.\Oh! The entrance ceremony!\Ack! Look at the time!\Aw, shit...\Who knows what my mom'll do to me if I'm late on the first day?!\Hey, I'll listen to everything you've got to say after school.\Hey, Koichi, was it? Let's go! response:	Huh?
context: You'll get hurt, just like a moment ago.\Oh! The entrance ceremony!\Ack! Look at the time!\Aw, shit...\Who knows what my mom'll do to me if I'm late on the first day?!\Hey, I'll listen to everything you've got to say after school.\Hey, Koichi, was it? Let's go!\Huh? response:	Hurry!
context: Oh! The entrance ceremony!\Ack! Look at the time!\Aw, shit...\Who knows what my mom'll do to me if I'm late on the first day?!\Hey, I'll listen to everything you've got to say after school.\Hey, Koichi, was it? Let's go!\Huh?\Hurry! response:	Right!
context: Ack! Look at the time!\Aw, shit...\Who knows what my mom'll do to me if I'm late on the first day?!\Hey, I'll listen to everything you've got to say after school.\Hey, Koichi, was it? Let's go!\Huh?\Hurry!\Right! response:	The other bizarre guy I happened to meet is Josuke Higashikata.
context: Aw, shit...\Who knows what my mom'll do to me if I'm late on the first day?!\Hey, I'll listen to everything you've got to say after school.\Hey, Koichi, was it? Let's go!\Huh?\Hurry!\Right!\The other bizarre guy I happened to meet is Josuke Higashikata. response:	He unpredictable and can go right from goofy to pissed off.
context: Who knows what my mom'll do to me if I'm late on the first day?!\Hey, I'll listen to everything you've got to say after school.\Hey, Koichi, was it? Let's go!\Huh?\Hurry!\Right!\The other bizarre guy I happened to meet is Josuke Higashikata.\He unpredictable and can go right from goofy to pissed off. response:	I guess his family situation is complicated.
context: Hey, I'll listen to everything you've got to say after school.\Hey, Koichi, was it? Let's go!\Huh?\Hurry!\Right!\The other bizarre guy I happened to meet is Josuke Higashikata.\He unpredictable and can go right from goofy to pissed off.\I guess his family situation is complicated. response:	And we only just met...
context: Hey, Koichi, was it? Let's go!\Huh?\Hurry!\Right!\The other bizarre guy I happened to meet is Josuke Higashikata.\He unpredictable and can go right from goofy to pissed off.\I guess his family situation is complicated.\And we only just met... response:	Josuke Higashikata... What a weird guy.
context: Huh?\Hurry!\Right!\The other bizarre guy I happened to meet is Josuke Higashikata.\He unpredictable and can go right from goofy to pissed off.\I guess his family situation is complicated.\And we only just met...\Josuke Higashikata... What a weird guy. response:	And his Stand...
context: Hurry!\Right!\The other bizarre guy I happened to meet is Josuke Higashikata.\He unpredictable and can go right from goofy to pissed off.\I guess his family situation is complicated.\And we only just met...\Josuke Higashikata... What a weird guy.\And his Stand... response:	This hat... It's back together?
context: Right!\The other bizarre guy I happened to meet is Josuke Higashikata.\He unpredictable and can go right from goofy to pissed off.\I guess his family situation is complicated.\And we only just met...\Josuke Higashikata... What a weird guy.\And his Stand...\This hat... It's back together? response:	So his Stand reforms things into a different shape after they're broken?
context: The other bizarre guy I happened to meet is Josuke Higashikata.\He unpredictable and can go right from goofy to pissed off.\I guess his family situation is complicated.\And we only just met...\Josuke Higashikata... What a weird guy.\And his Stand...\This hat... It's back together?\So his Stand reforms things into a different shape after they're broken? response:	If it had been my face or head...
context: He unpredictable and can go right from goofy to pissed off.\I guess his family situation is complicated.\And we only just met...\Josuke Higashikata... What a weird guy.\And his Stand...\This hat... It's back together?\So his Stand reforms things into a different shape after they're broken?\If it had been my face or head... response:	Talk about creepy.
context: I guess his family situation is complicated.\And we only just met...\Josuke Higashikata... What a weird guy.\And his Stand...\This hat... It's back together?\So his Stand reforms things into a different shape after they're broken?\If it had been my face or head...\Talk about creepy. response:	But if I think about him as a potential ally, he should be reliable.
context: And we only just met...\Josuke Higashikata... What a weird guy.\And his Stand...\This hat... It's back together?\So his Stand reforms things into a different shape after they're broken?\If it had been my face or head...\Talk about creepy.\But if I think about him as a potential ally, he should be reliable. response:	If you overlook his ridiculous personality, anyway.
context: Josuke Higashikata... What a weird guy.\And his Stand...\This hat... It's back together?\So his Stand reforms things into a different shape after they're broken?\If it had been my face or head...\Talk about creepy.\But if I think about him as a potential ally, he should be reliable.\If you overlook his ridiculous personality, anyway. response:	I just hope this has nothing to do with Josuke.
context: And his Stand...\This hat... It's back together?\So his Stand reforms things into a different shape after they're broken?\If it had been my face or head...\Talk about creepy.\But if I think about him as a potential ally, he should be reliable.\If you overlook his ridiculous personality, anyway.\I just hope this has nothing to do with Josuke. response:	Shi
context: This hat... It's back together?\So his Stand reforms things into a different shape after they're broken?\If it had been my face or head...\Talk about creepy.\But if I think about him as a potential ally, he should be reliable.\If you overlook his ridiculous personality, anyway.\I just hope this has nothing to do with Josuke.\Shi response:	Shini
context: So his Stand reforms things into a different shape after they're broken?\If it had been my face or head...\Talk about creepy.\But if I think about him as a potential ally, he should be reliable.\If you overlook his ridiculous personality, anyway.\I just hope this has nothing to do with Josuke.\Shi\Shini response:	Shinin
context: If it had been my face or head...\Talk about creepy.\But if I think about him as a potential ally, he should be reliable.\If you overlook his ridiculous personality, anyway.\I just hope this has nothing to do with Josuke.\Shi\Shini\Shinin response:	Shining
context: Talk about creepy.\But if I think about him as a potential ally, he should be reliable.\If you overlook his ridiculous personality, anyway.\I just hope this has nothing to do with Josuke.\Shi\Shini\Shinin\Shining response:	Shining D
context: But if I think about him as a potential ally, he should be reliable.\If you overlook his ridiculous personality, anyway.\I just hope this has nothing to do with Josuke.\Shi\Shini\Shinin\Shining\Shining D response:	Shining Di
context: If you overlook his ridiculous personality, anyway.\I just hope this has nothing to do with Josuke.\Shi\Shini\Shinin\Shining\Shining D\Shining Di response:	Shining Dia
context: I just hope this has nothing to do with Josuke.\Shi\Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia response:	Shining Diamo
context: Shi\Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo response:	Shining Diamon
context: Shini\Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon response:	Shining Diamond
context: Shinin\Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond response:	Jo
context: Shining\Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo response:	Josuke
context: Shining D\Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke response:	Josuke Higashi
context: Shining Di\Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi response:	Josuke Higashikata
context: Shining Dia\Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata response:	Hey, girl!
context: Shining Diamo\Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\Hey, girl! response:	Where are you headed? I'll give you a ride.
context: Shining Diamon\Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\Hey, girl!\Where are you headed? I'll give you a ride. response:	Hey, don't be so cold!
context: Shining Diamond\Jo\Josuke\Josuke Higashi\Josuke Higashikata\Hey, girl!\Where are you headed? I'll give you a ride.\Hey, don't be so cold! response:	C'mon! C'mon!
context: Jo\Josuke\Josuke Higashi\Josuke Higashikata\Hey, girl!\Where are you headed? I'll give you a ride.\Hey, don't be so cold!\C'mon! C'mon! response:	Ooh, v-very pretty!
context: Josuke\Josuke Higashi\Josuke Higashikata\Hey, girl!\Where are you headed? I'll give you a ride.\Hey, don't be so cold!\C'mon! C'mon!\Ooh, v-very pretty! response:	You'll go wherever I want?
context: Josuke Higashi\Josuke Higashikata\Hey, girl!\Where are you headed? I'll give you a ride.\Hey, don't be so cold!\C'mon! C'mon!\Ooh, v-very pretty!\You'll go wherever I want? response:	Hell yeah! I'd go anywhere with you.
context: Josuke Higashikata\Hey, girl!\Where are you headed? I'll give you a ride.\Hey, don't be so cold!\C'mon! C'mon!\Ooh, v-very pretty!\You'll go wherever I want?\Hell yeah! I'd go anywhere with you. response:	Then you can go straight to Hell!
context: Hey, girl!\Where are you headed? I'll give you a ride.\Hey, don't be so cold!\C'mon! C'mon!\Ooh, v-very pretty!\You'll go wherever I want?\Hell yeah! I'd go anywhere with you.\Then you can go straight to Hell! response:	Huh?
context: Where are you headed? I'll give you a ride.\Hey, don't be so cold!\C'mon! C'mon!\Ooh, v-very pretty!\You'll go wherever I want?\Hell yeah! I'd go anywhere with you.\Then you can go straight to Hell!\Huh? response:	Crush
context: Hey, don't be so cold!\C'mon! C'mon!\Ooh, v-very pretty!\You'll go wherever I want?\Hell yeah! I'd go anywhere with you.\Then you can go straight to Hell!\Huh?\Crush response:	Hey, you okay?
context: C'mon! C'mon!\Ooh, v-very pretty!\You'll go wherever I want?\Hell yeah! I'd go anywhere with you.\Then you can go straight to Hell!\Huh?\Crush\Hey, you okay? response:	Officer!
context: Ooh, v-very pretty!\You'll go wherever I want?\Hell yeah! I'd go anywhere with you.\Then you can go straight to Hell!\Huh?\Crush\Hey, you okay?\Officer! response:	G-Go get that crazy bitch!
context: You'll go wherever I want?\Hell yeah! I'd go anywhere with you.\Then you can go straight to Hell!\Huh?\Crush\Hey, you okay?\Officer!\G-Go get that crazy bitch! response:	She injured me! That's a crime!
context: Hell yeah! I'd go anywhere with you.\Then you can go straight to Hell!\Huh?\Crush\Hey, you okay?\Officer!\G-Go get that crazy bitch!\She injured me! That's a crime! response:	Nah, I can't do that.
context: Then you can go straight to Hell!\Huh?\Crush\Hey, you okay?\Officer!\G-Go get that crazy bitch!\She injured me! That's a crime!\Nah, I can't do that. response:	What?!
context: Huh?\Crush\Hey, you okay?\Officer!\G-Go get that crazy bitch!\She injured me! That's a crime!\Nah, I can't do that.\What?! response:	That's my daughter.
context: Crush\Hey, you okay?\Officer!\G-Go get that crazy bitch!\She injured me! That's a crime!\Nah, I can't do that.\What?!\That's my daughter. response:	Huh?
context: Hey, you okay?\Officer!\G-Go get that crazy bitch!\She injured me! That's a crime!\Nah, I can't do that.\What?!\That's my daughter.\Huh? response:	Well, you know. You caused trouble for others,
context: Officer!\G-Go get that crazy bitch!\She injured me! That's a crime!\Nah, I can't do that.\What?!\That's my daughter.\Huh?\Well, you know. You caused trouble for others, response:	then you called my daughter a crazy bitch.
context: G-Go get that crazy bitch!\She injured me! That's a crime!\Nah, I can't do that.\What?!\That's my daughter.\Huh?\Well, you know. You caused trouble for others,\then you called my daughter a crazy bitch. response:	I'll let it go this time, but be more careful in the future.
context: She injured me! That's a crime!\Nah, I can't do that.\What?!\That's my daughter.\Huh?\Well, you know. You caused trouble for others,\then you called my daughter a crazy bitch.\I'll let it go this time, but be more careful in the future. response:	You okay, Old Lady Murakami?
context: Nah, I can't do that.\What?!\That's my daughter.\Huh?\Well, you know. You caused trouble for others,\then you called my daughter a crazy bitch.\I'll let it go this time, but be more careful in the future.\You okay, Old Lady Murakami? response:	Come on. Grab your bag.
context: What?!\That's my daughter.\Huh?\Well, you know. You caused trouble for others,\then you called my daughter a crazy bitch.\I'll let it go this time, but be more careful in the future.\You okay, Old Lady Murakami?\Come on. Grab your bag. response:	Hey, Tomoko!
context: That's my daughter.\Huh?\Well, you know. You caused trouble for others,\then you called my daughter a crazy bitch.\I'll let it go this time, but be more careful in the future.\You okay, Old Lady Murakami?\Come on. Grab your bag.\Hey, Tomoko! response:	Dad.
context: Huh?\Well, you know. You caused trouble for others,\then you called my daughter a crazy bitch.\I'll let it go this time, but be more careful in the future.\You okay, Old Lady Murakami?\Come on. Grab your bag.\Hey, Tomoko!\Dad. response:	You headed home?
context: Well, you know. You caused trouble for others,\then you called my daughter a crazy bitch.\I'll let it go this time, but be more careful in the future.\You okay, Old Lady Murakami?\Come on. Grab your bag.\Hey, Tomoko!\Dad.\You headed home? response:	Yeah.
context: then you called my daughter a crazy bitch.\I'll let it go this time, but be more careful in the future.\You okay, Old Lady Murakami?\Come on. Grab your bag.\Hey, Tomoko!\Dad.\You headed home?\Yeah. response:	Let's go home together. I'm done for the day.
context: I'll let it go this time, but be more careful in the future.\You okay, Old Lady Murakami?\Come on. Grab your bag.\Hey, Tomoko!\Dad.\You headed home?\Yeah.\Let's go home together. I'm done for the day. response:	How's Josuke?
context: You okay, Old Lady Murakami?\Come on. Grab your bag.\Hey, Tomoko!\Dad.\You headed home?\Yeah.\Let's go home together. I'm done for the day.\How's Josuke? response:	Today was his entrance ceremony, right?
context: Come on. Grab your bag.\Hey, Tomoko!\Dad.\You headed home?\Yeah.\Let's go home together. I'm done for the day.\How's Josuke?\Today was his entrance ceremony, right? response:	He'd better not be up to any trouble.
context: Hey, Tomoko!\Dad.\You headed home?\Yeah.\Let's go home together. I'm done for the day.\How's Josuke?\Today was his entrance ceremony, right?\He'd better not be up to any trouble. response:	Hmph. Who knows?
context: Dad.\You headed home?\Yeah.\Let's go home together. I'm done for the day.\How's Josuke?\Today was his entrance ceremony, right?\He'd better not be up to any trouble.\Hmph. Who knows? response:	That idiot can seem calm, then get pissed off outta nowhere.
context: You headed home?\Yeah.\Let's go home together. I'm done for the day.\How's Josuke?\Today was his entrance ceremony, right?\He'd better not be up to any trouble.\Hmph. Who knows?\That idiot can seem calm, then get pissed off outta nowhere. response:	I wonder who he took after.
context: Yeah.\Let's go home together. I'm done for the day.\How's Josuke?\Today was his entrance ceremony, right?\He'd better not be up to any trouble.\Hmph. Who knows?\That idiot can seem calm, then get pissed off outta nowhere.\I wonder who he took after. response:	Hey, now...
context: Let's go home together. I'm done for the day.\How's Josuke?\Today was his entrance ceremony, right?\He'd better not be up to any trouble.\Hmph. Who knows?\That idiot can seem calm, then get pissed off outta nowhere.\I wonder who he took after.\Hey, now... response:	But...
context: How's Josuke?\Today was his entrance ceremony, right?\He'd better not be up to any trouble.\Hmph. Who knows?\That idiot can seem calm, then get pissed off outta nowhere.\I wonder who he took after.\Hey, now...\But... response:	Deep down, in the bottom of his heart, he's kind.
context: Today was his entrance ceremony, right?\He'd better not be up to any trouble.\Hmph. Who knows?\That idiot can seem calm, then get pissed off outta nowhere.\I wonder who he took after.\Hey, now...\But...\Deep down, in the bottom of his heart, he's kind. response:	No need to worry about him.
context: He'd better not be up to any trouble.\Hmph. Who knows?\That idiot can seem calm, then get pissed off outta nowhere.\I wonder who he took after.\Hey, now...\But...\Deep down, in the bottom of his heart, he's kind.\No need to worry about him. response:	Oh, yeah.
context: Hmph. Who knows?\That idiot can seem calm, then get pissed off outta nowhere.\I wonder who he took after.\Hey, now...\But...\Deep down, in the bottom of his heart, he's kind.\No need to worry about him.\Oh, yeah. response:	Why don't we celebrate him starting high school tonight?
context: That idiot can seem calm, then get pissed off outta nowhere.\I wonder who he took after.\Hey, now...\But...\Deep down, in the bottom of his heart, he's kind.\No need to worry about him.\Oh, yeah.\Why don't we celebrate him starting high school tonight? response:	Yeah, I'm planning to.
context: I wonder who he took after.\Hey, now...\But...\Deep down, in the bottom of his heart, he's kind.\No need to worry about him.\Oh, yeah.\Why don't we celebrate him starting high school tonight?\Yeah, I'm planning to. response:	But I wonder if he'll come home early.
context: Hey, now...\But...\Deep down, in the bottom of his heart, he's kind.\No need to worry about him.\Oh, yeah.\Why don't we celebrate him starting high school tonight?\Yeah, I'm planning to.\But I wonder if he'll come home early. response:	He'll probably stop somewhere again.
context: But...\Deep down, in the bottom of his heart, he's kind.\No need to worry about him.\Oh, yeah.\Why don't we celebrate him starting high school tonight?\Yeah, I'm planning to.\But I wonder if he'll come home early.\He'll probably stop somewhere again. response:	No doubt.
context: Deep down, in the bottom of his heart, he's kind.\No need to worry about him.\Oh, yeah.\Why don't we celebrate him starting high school tonight?\Yeah, I'm planning to.\But I wonder if he'll come home early.\He'll probably stop somewhere again.\No doubt. response:	Hey, I want to stop by Kameyu.
context: No need to worry about him.\Oh, yeah.\Why don't we celebrate him starting high school tonight?\Yeah, I'm planning to.\But I wonder if he'll come home early.\He'll probably stop somewhere again.\No doubt.\Hey, I want to stop by Kameyu. response:	Huh? I just bought you an expensive bag the other day.
context: Oh, yeah.\Why don't we celebrate him starting high school tonight?\Yeah, I'm planning to.\But I wonder if he'll come home early.\He'll probably stop somewhere again.\No doubt.\Hey, I want to stop by Kameyu.\Huh? I just bought you an expensive bag the other day. response:	I want to look at, like, clothes today.
context: Why don't we celebrate him starting high school tonight?\Yeah, I'm planning to.\But I wonder if he'll come home early.\He'll probably stop somewhere again.\No doubt.\Hey, I want to stop by Kameyu.\Huh? I just bought you an expensive bag the other day.\I want to look at, like, clothes today. response:	Watch it, dumbass!
context: Yeah, I'm planning to.\But I wonder if he'll come home early.\He'll probably stop somewhere again.\No doubt.\Hey, I want to stop by Kameyu.\Huh? I just bought you an expensive bag the other day.\I want to look at, like, clothes today.\Watch it, dumbass! response:	Pay attention to where you're walking, moron.
context: But I wonder if he'll come home early.\He'll probably stop somewhere again.\No doubt.\Hey, I want to stop by Kameyu.\Huh? I just bought you an expensive bag the other day.\I want to look at, like, clothes today.\Watch it, dumbass!\Pay attention to where you're walking, moron. response:	He's super creepy.
context: He'll probably stop somewhere again.\No doubt.\Hey, I want to stop by Kameyu.\Huh? I just bought you an expensive bag the other day.\I want to look at, like, clothes today.\Watch it, dumbass!\Pay attention to where you're walking, moron.\He's super creepy. response:	He's not even gonna apologize after running into someone?
context: No doubt.\Hey, I want to stop by Kameyu.\Huh? I just bought you an expensive bag the other day.\I want to look at, like, clothes today.\Watch it, dumbass!\Pay attention to where you're walking, moron.\He's super creepy.\He's not even gonna apologize after running into someone? response:	Forget him. Come on.
context: Hey, I want to stop by Kameyu.\Huh? I just bought you an expensive bag the other day.\I want to look at, like, clothes today.\Watch it, dumbass!\Pay attention to where you're walking, moron.\He's super creepy.\He's not even gonna apologize after running into someone?\Forget him. Come on. response:	I know. You just wanna go to Kameyu, right?
context: Huh? I just bought you an expensive bag the other day.\I want to look at, like, clothes today.\Watch it, dumbass!\Pay attention to where you're walking, moron.\He's super creepy.\He's not even gonna apologize after running into someone?\Forget him. Come on.\I know. You just wanna go to Kameyu, right? response:	Huh?
context: I want to look at, like, clothes today.\Watch it, dumbass!\Pay attention to where you're walking, moron.\He's super creepy.\He's not even gonna apologize after running into someone?\Forget him. Come on.\I know. You just wanna go to Kameyu, right?\Huh? response:	Anjuro Katagiri, a.k.a. Angelo.
context: Watch it, dumbass!\Pay attention to where you're walking, moron.\He's super creepy.\He's not even gonna apologize after running into someone?\Forget him. Come on.\I know. You just wanna go to Kameyu, right?\Huh?\Anjuro Katagiri, a.k.a. Angelo. response:	Born in Morioh in 1964.
context: Pay attention to where you're walking, moron.\He's super creepy.\He's not even gonna apologize after running into someone?\Forget him. Come on.\I know. You just wanna go to Kameyu, right?\Huh?\Anjuro Katagiri, a.k.a. Angelo.\Born in Morioh in 1964. response:	His IQ is 160.
context: He's super creepy.\He's not even gonna apologize after running into someone?\Forget him. Come on.\I know. You just wanna go to Kameyu, right?\Huh?\Anjuro Katagiri, a.k.a. Angelo.\Born in Morioh in 1964.\His IQ is 160. response:	He was sent to juvie for robbery and rape when he was just 12.
context: He's not even gonna apologize after running into someone?\Forget him. Come on.\I know. You just wanna go to Kameyu, right?\Huh?\Anjuro Katagiri, a.k.a. Angelo.\Born in Morioh in 1964.\His IQ is 160.\He was sent to juvie for robbery and rape when he was just 12. response:	Since he committed that first crime,
context: Forget him. Come on.\I know. You just wanna go to Kameyu, right?\Huh?\Anjuro Katagiri, a.k.a. Angelo.\Born in Morioh in 1964.\His IQ is 160.\He was sent to juvie for robbery and rape when he was just 12.\Since he committed that first crime, response:	he's become the most awful
context: I know. You just wanna go to Kameyu, right?\Huh?\Anjuro Katagiri, a.k.a. Angelo.\Born in Morioh in 1964.\His IQ is 160.\He was sent to juvie for robbery and rape when he was just 12.\Since he committed that first crime,\he's become the most awful response:	and disgusting criminal in Japan's history.
context: Huh?\Anjuro Katagiri, a.k.a. Angelo.\Born in Morioh in 1964.\His IQ is 160.\He was sent to juvie for robbery and rape when he was just 12.\Since he committed that first crime,\he's become the most awful\and disgusting criminal in Japan's history. response:	He spent most of his youth in jail for his crimes,
context: Anjuro Katagiri, a.k.a. Angelo.\Born in Morioh in 1964.\His IQ is 160.\He was sent to juvie for robbery and rape when he was just 12.\Since he committed that first crime,\he's become the most awful\and disgusting criminal in Japan's history.\He spent most of his youth in jail for his crimes, response:	a total of 20 years by the time he'd turned 34.
context: Born in Morioh in 1964.\His IQ is 160.\He was sent to juvie for robbery and rape when he was just 12.\Since he committed that first crime,\he's become the most awful\and disgusting criminal in Japan's history.\He spent most of his youth in jail for his crimes,\a total of 20 years by the time he'd turned 34. response:	His last crime was so vile, it'd make even a rat in the bathroom puke.
