context: Time is a burden. response:	That's what I believe.
context: However, I know I have to change.\I have to learn how to\build up my confidence so that I can properly interact with people.\I have to be alone until then.\Right now, all I do is hurt people.\I don't think...\If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then? response:	And you know, you are even cuter than I ever imagined.
context: I have to learn how to\build up my confidence so that I can properly interact with people.\I have to be alone until then.\Right now, all I do is hurt people.\I don't think...\If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then?\And you know, you are even cuter than I ever imagined. response:	You are a wonderful person who honors justice and you're a bit shy
context: build up my confidence so that I can properly interact with people.\I have to be alone until then.\Right now, all I do is hurt people.\I don't think...\If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then?\And you know, you are even cuter than I ever imagined.\You are a wonderful person who honors justice and you're a bit shy response:	Just stop!
context: I have to be alone until then.\Right now, all I do is hurt people.\I don't think...\If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then?\And you know, you are even cuter than I ever imagined.\You are a wonderful person who honors justice and you're a bit shy\Just stop! response:	I suppose he is a good person,
context: Right now, all I do is hurt people.\I don't think...\If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then?\And you know, you are even cuter than I ever imagined.\You are a wonderful person who honors justice and you're a bit shy\Just stop!\I suppose he is a good person, response:	but I've got to keep my focus.
context: I don't think...\If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then?\And you know, you are even cuter than I ever imagined.\You are a wonderful person who honors justice and you're a bit shy\Just stop!\I suppose he is a good person,\but I've got to keep my focus. response:	If I start to enjoy myself, I'll only get myself hurt again.
context: If you stay with me, sooner or later you'll get hurt, too.\Why don't we try it, then?\And you know, you are even cuter than I ever imagined.\You are a wonderful person who honors justice and you're a bit shy\Just stop!\I suppose he is a good person,\but I've got to keep my focus.\If I start to enjoy myself, I'll only get myself hurt again. response:	The cycle will just begin anew.
context: Why don't we try it, then?\And you know, you are even cuter than I ever imagined.\You are a wonderful person who honors justice and you're a bit shy\Just stop!\I suppose he is a good person,\but I've got to keep my focus.\If I start to enjoy myself, I'll only get myself hurt again.\The cycle will just begin anew. response:	A blackout...?
context: And you know, you are even cuter than I ever imagined.\You are a wonderful person who honors justice and you're a bit shy\Just stop!\I suppose he is a good person,\but I've got to keep my focus.\If I start to enjoy myself, I'll only get myself hurt again.\The cycle will just begin anew.\A blackout...? response:	Don't move.
context: You are a wonderful person who honors justice and you're a bit shy\Just stop!\I suppose he is a good person,\but I've got to keep my focus.\If I start to enjoy myself, I'll only get myself hurt again.\The cycle will just begin anew.\A blackout...?\Don't move. response:	So this is the high security celebrity complex, huh?
context: Just stop!\I suppose he is a good person,\but I've got to keep my focus.\If I start to enjoy myself, I'll only get myself hurt again.\The cycle will just begin anew.\A blackout...?\Don't move.\So this is the high security celebrity complex, huh? response:	What a joke.
context: I suppose he is a good person,\but I've got to keep my focus.\If I start to enjoy myself, I'll only get myself hurt again.\The cycle will just begin anew.\A blackout...?\Don't move.\So this is the high security celebrity complex, huh?\What a joke. response:	Now, you're going to quietly take me to your room
context: but I've got to keep my focus.\If I start to enjoy myself, I'll only get myself hurt again.\The cycle will just begin anew.\A blackout...?\Don't move.\So this is the high security celebrity complex, huh?\What a joke.\Now, you're going to quietly take me to your room response:	and give me all your money.
context: If I start to enjoy myself, I'll only get myself hurt again.\The cycle will just begin anew.\A blackout...?\Don't move.\So this is the high security celebrity complex, huh?\What a joke.\Now, you're going to quietly take me to your room\and give me all your money. response:	Looks like you're just a human.
context: The cycle will just begin anew.\A blackout...?\Don't move.\So this is the high security celebrity complex, huh?\What a joke.\Now, you're going to quietly take me to your room\and give me all your money.\Looks like you're just a human. response:	What did you say?!
context: A blackout...?\Don't move.\So this is the high security celebrity complex, huh?\What a joke.\Now, you're going to quietly take me to your room\and give me all your money.\Looks like you're just a human.\What did you say?! response:	You're quite unlucky to have come here.
context: Don't move.\So this is the high security celebrity complex, huh?\What a joke.\Now, you're going to quietly take me to your room\and give me all your money.\Looks like you're just a human.\What did you say?!\You're quite unlucky to have come here. response:	Her eyes... are glowing!
context: So this is the high security celebrity complex, huh?\What a joke.\Now, you're going to quietly take me to your room\and give me all your money.\Looks like you're just a human.\What did you say?!\You're quite unlucky to have come here.\Her eyes... are glowing! response:	This house isn't guarded against mere humans.
context: What a joke.\Now, you're going to quietly take me to your room\and give me all your money.\Looks like you're just a human.\What did you say?!\You're quite unlucky to have come here.\Her eyes... are glowing!\This house isn't guarded against mere humans. response:	After all, your kind are not a threat to us.
context: Now, you're going to quietly take me to your room\and give me all your money.\Looks like you're just a human.\What did you say?!\You're quite unlucky to have come here.\Her eyes... are glowing!\This house isn't guarded against mere humans.\After all, your kind are not a threat to us. response:	Don't move!
context: and give me all your money.\Looks like you're just a human.\What did you say?!\You're quite unlucky to have come here.\Her eyes... are glowing!\This house isn't guarded against mere humans.\After all, your kind are not a threat to us.\Don't move! response:	Don't move!
context: Looks like you're just a human.\What did you say?!\You're quite unlucky to have come here.\Her eyes... are glowing!\This house isn't guarded against mere humans.\After all, your kind are not a threat to us.\Don't move!\Don't move! response:	I'm sorry for being late.
context: What did you say?!\You're quite unlucky to have come here.\Her eyes... are glowing!\This house isn't guarded against mere humans.\After all, your kind are not a threat to us.\Don't move!\Don't move!\I'm sorry for being late. response:	You dared to point a gun at Miss Ririchiyo.
context: You're quite unlucky to have come here.\Her eyes... are glowing!\This house isn't guarded against mere humans.\After all, your kind are not a threat to us.\Don't move!\Don't move!\I'm sorry for being late.\You dared to point a gun at Miss Ririchiyo. response:	M-Monster...
context: Her eyes... are glowing!\This house isn't guarded against mere humans.\After all, your kind are not a threat to us.\Don't move!\Don't move!\I'm sorry for being late.\You dared to point a gun at Miss Ririchiyo.\M-Monster... response:	You're a monster!
context: This house isn't guarded against mere humans.\After all, your kind are not a threat to us.\Don't move!\Don't move!\I'm sorry for being late.\You dared to point a gun at Miss Ririchiyo.\M-Monster...\You're a monster! response:	Monster? How rude.
context: After all, your kind are not a threat to us.\Don't move!\Don't move!\I'm sorry for being late.\You dared to point a gun at Miss Ririchiyo.\M-Monster...\You're a monster!\Monster? How rude. response:	We're proper humans.
context: Don't move!\Don't move!\I'm sorry for being late.\You dared to point a gun at Miss Ririchiyo.\M-Monster...\You're a monster!\Monster? How rude.\We're proper humans. response:	But one of our ancestors had mingled with monsters.
context: Don't move!\I'm sorry for being late.\You dared to point a gun at Miss Ririchiyo.\M-Monster...\You're a monster!\Monster? How rude.\We're proper humans.\But one of our ancestors had mingled with monsters. response:	We're just channeling them.
context: I'm sorry for being late.\You dared to point a gun at Miss Ririchiyo.\M-Monster...\You're a monster!\Monster? How rude.\We're proper humans.\But one of our ancestors had mingled with monsters.\We're just channeling them. response:	We attract the attention of pure-blooded monsters,
context: You dared to point a gun at Miss Ririchiyo.\M-Monster...\You're a monster!\Monster? How rude.\We're proper humans.\But one of our ancestors had mingled with monsters.\We're just channeling them.\We attract the attention of pure-blooded monsters, response:	which is why we decided to build this place
context: M-Monster...\You're a monster!\Monster? How rude.\We're proper humans.\But one of our ancestors had mingled with monsters.\We're just channeling them.\We attract the attention of pure-blooded monsters,\which is why we decided to build this place response:	where we can live together and help each other.
context: You're a monster!\Monster? How rude.\We're proper humans.\But one of our ancestors had mingled with monsters.\We're just channeling them.\We attract the attention of pure-blooded monsters,\which is why we decided to build this place\where we can live together and help each other. response:	I don't want a mere burglar calling me monster.
context: Monster? How rude.\We're proper humans.\But one of our ancestors had mingled with monsters.\We're just channeling them.\We attract the attention of pure-blooded monsters,\which is why we decided to build this place\where we can live together and help each other.\I don't want a mere burglar calling me monster. response:	And you're filthy, too!
context: We're proper humans.\But one of our ancestors had mingled with monsters.\We're just channeling them.\We attract the attention of pure-blooded monsters,\which is why we decided to build this place\where we can live together and help each other.\I don't want a mere burglar calling me monster.\And you're filthy, too! response:	Couldn't it at least have been three sisters in leotards?
context: But one of our ancestors had mingled with monsters.\We're just channeling them.\We attract the attention of pure-blooded monsters,\which is why we decided to build this place\where we can live together and help each other.\I don't want a mere burglar calling me monster.\And you're filthy, too!\Couldn't it at least have been three sisters in leotards? response:	Your fantasies are running wild.
context: We're just channeling them.\We attract the attention of pure-blooded monsters,\which is why we decided to build this place\where we can live together and help each other.\I don't want a mere burglar calling me monster.\And you're filthy, too!\Couldn't it at least have been three sisters in leotards?\Your fantasies are running wild. response:	I don't know what the hell you're talking about,
context: We attract the attention of pure-blooded monsters,\which is why we decided to build this place\where we can live together and help each other.\I don't want a mere burglar calling me monster.\And you're filthy, too!\Couldn't it at least have been three sisters in leotards?\Your fantasies are running wild.\I don't know what the hell you're talking about, response:	but I'm telling you, just keep quiet!
context: which is why we decided to build this place\where we can live together and help each other.\I don't want a mere burglar calling me monster.\And you're filthy, too!\Couldn't it at least have been three sisters in leotards?\Your fantasies are running wild.\I don't know what the hell you're talking about,\but I'm telling you, just keep quiet! response:	Don't...
context: where we can live together and help each other.\I don't want a mere burglar calling me monster.\And you're filthy, too!\Couldn't it at least have been three sisters in leotards?\Your fantasies are running wild.\I don't know what the hell you're talking about,\but I'm telling you, just keep quiet!\Don't... response:	touch me.
context: I don't want a mere burglar calling me monster.\And you're filthy, too!\Couldn't it at least have been three sisters in leotards?\Your fantasies are running wild.\I don't know what the hell you're talking about,\but I'm telling you, just keep quiet!\Don't...\touch me. response:	Are you all right?
context: And you're filthy, too!\Couldn't it at least have been three sisters in leotards?\Your fantasies are running wild.\I don't know what the hell you're talking about,\but I'm telling you, just keep quiet!\Don't...\touch me.\Are you all right? response:	You're the one who's hurt!
context: Couldn't it at least have been three sisters in leotards?\Your fantasies are running wild.\I don't know what the hell you're talking about,\but I'm telling you, just keep quiet!\Don't...\touch me.\Are you all right?\You're the one who's hurt! response:	I'm sorry, I wasn't thinking.
context: Your fantasies are running wild.\I don't know what the hell you're talking about,\but I'm telling you, just keep quiet!\Don't...\touch me.\Are you all right?\You're the one who's hurt!\I'm sorry, I wasn't thinking. response:	Please take my left hand then.
context: I don't know what the hell you're talking about,\but I'm telling you, just keep quiet!\Don't...\touch me.\Are you all right?\You're the one who's hurt!\I'm sorry, I wasn't thinking.\Please take my left hand then. response:	That's not the point!
context: but I'm telling you, just keep quiet!\Don't...\touch me.\Are you all right?\You're the one who's hurt!\I'm sorry, I wasn't thinking.\Please take my left hand then.\That's not the point! response:	Please don't worry about me.
context: Don't...\touch me.\Are you all right?\You're the one who's hurt!\I'm sorry, I wasn't thinking.\Please take my left hand then.\That's not the point!\Please don't worry about me. response:	I exist to protect you.
context: touch me.\Are you all right?\You're the one who's hurt!\I'm sorry, I wasn't thinking.\Please take my left hand then.\That's not the point!\Please don't worry about me.\I exist to protect you. response:	That's stupid!
context: Are you all right?\You're the one who's hurt!\I'm sorry, I wasn't thinking.\Please take my left hand then.\That's not the point!\Please don't worry about me.\I exist to protect you.\That's stupid! response:	It's always Miss Ririchiyo this, Miss Ririchiyo that...
context: You're the one who's hurt!\I'm sorry, I wasn't thinking.\Please take my left hand then.\That's not the point!\Please don't worry about me.\I exist to protect you.\That's stupid!\It's always Miss Ririchiyo this, Miss Ririchiyo that... response:	You even got yourself hurt.
context: I'm sorry, I wasn't thinking.\Please take my left hand then.\That's not the point!\Please don't worry about me.\I exist to protect you.\That's stupid!\It's always Miss Ririchiyo this, Miss Ririchiyo that...\You even got yourself hurt. response:	Is that how much you want to be a dog?!
context: Please take my left hand then.\That's not the point!\Please don't worry about me.\I exist to protect you.\That's stupid!\It's always Miss Ririchiyo this, Miss Ririchiyo that...\You even got yourself hurt.\Is that how much you want to be a dog?! response:	You want to put yourself on the line for that?!
context: That's not the point!\Please don't worry about me.\I exist to protect you.\That's stupid!\It's always Miss Ririchiyo this, Miss Ririchiyo that...\You even got yourself hurt.\Is that how much you want to be a dog?!\You want to put yourself on the line for that?! response:	What are you
context: Please don't worry about me.\I exist to protect you.\That's stupid!\It's always Miss Ririchiyo this, Miss Ririchiyo that...\You even got yourself hurt.\Is that how much you want to be a dog?!\You want to put yourself on the line for that?!\What are you response:	A kiss on the tip of the nail is a sign of loyalty.
context: I exist to protect you.\That's stupid!\It's always Miss Ririchiyo this, Miss Ririchiyo that...\You even got yourself hurt.\Is that how much you want to be a dog?!\You want to put yourself on the line for that?!\What are you\A kiss on the tip of the nail is a sign of loyalty. response:	The only reason I am here
context: That's stupid!\It's always Miss Ririchiyo this, Miss Ririchiyo that...\You even got yourself hurt.\Is that how much you want to be a dog?!\You want to put yourself on the line for that?!\What are you\A kiss on the tip of the nail is a sign of loyalty.\The only reason I am here response:	is my loyalty to you.
context: It's always Miss Ririchiyo this, Miss Ririchiyo that...\You even got yourself hurt.\Is that how much you want to be a dog?!\You want to put yourself on the line for that?!\What are you\A kiss on the tip of the nail is a sign of loyalty.\The only reason I am here\is my loyalty to you. response:	It is irrelevant, whether you are
context: You even got yourself hurt.\Is that how much you want to be a dog?!\You want to put yourself on the line for that?!\What are you\A kiss on the tip of the nail is a sign of loyalty.\The only reason I am here\is my loyalty to you.\It is irrelevant, whether you are response:	the daughter of a great house or not.
context: Is that how much you want to be a dog?!\You want to put yourself on the line for that?!\What are you\A kiss on the tip of the nail is a sign of loyalty.\The only reason I am here\is my loyalty to you.\It is irrelevant, whether you are\the daughter of a great house or not. response:	I told you when we first met, that I have always known you.
context: You want to put yourself on the line for that?!\What are you\A kiss on the tip of the nail is a sign of loyalty.\The only reason I am here\is my loyalty to you.\It is irrelevant, whether you are\the daughter of a great house or not.\I told you when we first met, that I have always known you. response:	As you are the one who saved me, I owe you all my respect.
context: What are you\A kiss on the tip of the nail is a sign of loyalty.\The only reason I am here\is my loyalty to you.\It is irrelevant, whether you are\the daughter of a great house or not.\I told you when we first met, that I have always known you.\As you are the one who saved me, I owe you all my respect. response:	You and nobody else.
context: A kiss on the tip of the nail is a sign of loyalty.\The only reason I am here\is my loyalty to you.\It is irrelevant, whether you are\the daughter of a great house or not.\I told you when we first met, that I have always known you.\As you are the one who saved me, I owe you all my respect.\You and nobody else. response:	You don't know how desperately I've wanted to meet you.
context: The only reason I am here\is my loyalty to you.\It is irrelevant, whether you are\the daughter of a great house or not.\I told you when we first met, that I have always known you.\As you are the one who saved me, I owe you all my respect.\You and nobody else.\You don't know how desperately I've wanted to meet you. response:	And now I've failed!
context: is my loyalty to you.\It is irrelevant, whether you are\the daughter of a great house or not.\I told you when we first met, that I have always known you.\As you are the one who saved me, I owe you all my respect.\You and nobody else.\You don't know how desperately I've wanted to meet you.\And now I've failed! response:	I will do absolutely everything in my power
context: It is irrelevant, whether you are\the daughter of a great house or not.\I told you when we first met, that I have always known you.\As you are the one who saved me, I owe you all my respect.\You and nobody else.\You don't know how desperately I've wanted to meet you.\And now I've failed!\I will do absolutely everything in my power response:	to make it up to you.
context: the daughter of a great house or not.\I told you when we first met, that I have always known you.\As you are the one who saved me, I owe you all my respect.\You and nobody else.\You don't know how desperately I've wanted to meet you.\And now I've failed!\I will do absolutely everything in my power\to make it up to you. response:	So please, please, will you let me stay by your side?
context: I told you when we first met, that I have always known you.\As you are the one who saved me, I owe you all my respect.\You and nobody else.\You don't know how desperately I've wanted to meet you.\And now I've failed!\I will do absolutely everything in my power\to make it up to you.\So please, please, will you let me stay by your side? response:	Do what you like.
context: As you are the one who saved me, I owe you all my respect.\You and nobody else.\You don't know how desperately I've wanted to meet you.\And now I've failed!\I will do absolutely everything in my power\to make it up to you.\So please, please, will you let me stay by your side?\Do what you like. response:	You won't listen to what I say anyway.
context: You and nobody else.\You don't know how desperately I've wanted to meet you.\And now I've failed!\I will do absolutely everything in my power\to make it up to you.\So please, please, will you let me stay by your side?\Do what you like.\You won't listen to what I say anyway. response:	Are you certain?
context: You don't know how desperately I've wanted to meet you.\And now I've failed!\I will do absolutely everything in my power\to make it up to you.\So please, please, will you let me stay by your side?\Do what you like.\You won't listen to what I say anyway.\Are you certain? response:	Even if I am like this?
context: And now I've failed!\I will do absolutely everything in my power\to make it up to you.\So please, please, will you let me stay by your side?\Do what you like.\You won't listen to what I say anyway.\Are you certain?\Even if I am like this? response:	Who cares what you are?
context: I will do absolutely everything in my power\to make it up to you.\So please, please, will you let me stay by your side?\Do what you like.\You won't listen to what I say anyway.\Are you certain?\Even if I am like this?\Who cares what you are? response:	Just go where you want and live the way you want.
context: to make it up to you.\So please, please, will you let me stay by your side?\Do what you like.\You won't listen to what I say anyway.\Are you certain?\Even if I am like this?\Who cares what you are?\Just go where you want and live the way you want. response:	Miss Ririchiyo.
context: So please, please, will you let me stay by your side?\Do what you like.\You won't listen to what I say anyway.\Are you certain?\Even if I am like this?\Who cares what you are?\Just go where you want and live the way you want.\Miss Ririchiyo. response:	Thank you.
context: Do what you like.\You won't listen to what I say anyway.\Are you certain?\Even if I am like this?\Who cares what you are?\Just go where you want and live the way you want.\Miss Ririchiyo.\Thank you. response:	I am not worthy, but please bear with me.
context: You won't listen to what I say anyway.\Are you certain?\Even if I am like this?\Who cares what you are?\Just go where you want and live the way you want.\Miss Ririchiyo.\Thank you.\I am not worthy, but please bear with me. response:	Let go of my leg!
context: Are you certain?\Even if I am like this?\Who cares what you are?\Just go where you want and live the way you want.\Miss Ririchiyo.\Thank you.\I am not worthy, but please bear with me.\Let go of my leg! response:	I was pretty freaked out yesterday.
context: Even if I am like this?\Who cares what you are?\Just go where you want and live the way you want.\Miss Ririchiyo.\Thank you.\I am not worthy, but please bear with me.\Let go of my leg!\I was pretty freaked out yesterday. response:	I was so scared.
context: Who cares what you are?\Just go where you want and live the way you want.\Miss Ririchiyo.\Thank you.\I am not worthy, but please bear with me.\Let go of my leg!\I was pretty freaked out yesterday.\I was so scared. response:	You were scared?
context: Just go where you want and live the way you want.\Miss Ririchiyo.\Thank you.\I am not worthy, but please bear with me.\Let go of my leg!\I was pretty freaked out yesterday.\I was so scared.\You were scared? response:	Miss Ririchiyo.
context: Miss Ririchiyo.\Thank you.\I am not worthy, but please bear with me.\Let go of my leg!\I was pretty freaked out yesterday.\I was so scared.\You were scared?\Miss Ririchiyo. response:	It looks like you got a good night's sleep.
context: Thank you.\I am not worthy, but please bear with me.\Let go of my leg!\I was pretty freaked out yesterday.\I was so scared.\You were scared?\Miss Ririchiyo.\It looks like you got a good night's sleep. response:	I was simply tired.
context: I am not worthy, but please bear with me.\Let go of my leg!\I was pretty freaked out yesterday.\I was so scared.\You were scared?\Miss Ririchiyo.\It looks like you got a good night's sleep.\I was simply tired. response:	Hey, Sorinozuka.
context: Let go of my leg!\I was pretty freaked out yesterday.\I was so scared.\You were scared?\Miss Ririchiyo.\It looks like you got a good night's sleep.\I was simply tired.\Hey, Sorinozuka. response:	Isn't this your core?
context: I was pretty freaked out yesterday.\I was so scared.\You were scared?\Miss Ririchiyo.\It looks like you got a good night's sleep.\I was simply tired.\Hey, Sorinozuka.\Isn't this your core? response:	Oh, really?
context: I was so scared.\You were scared?\Miss Ririchiyo.\It looks like you got a good night's sleep.\I was simply tired.\Hey, Sorinozuka.\Isn't this your core?\Oh, really? response:	Thanks.
context: You were scared?\Miss Ririchiyo.\It looks like you got a good night's sleep.\I was simply tired.\Hey, Sorinozuka.\Isn't this your core?\Oh, really?\Thanks. response:	Don't make trouble for the rest of us.
context: Miss Ririchiyo.\It looks like you got a good night's sleep.\I was simply tired.\Hey, Sorinozuka.\Isn't this your core?\Oh, really?\Thanks.\Don't make trouble for the rest of us. response:	Sorry, sorry.
context: It looks like you got a good night's sleep.\I was simply tired.\Hey, Sorinozuka.\Isn't this your core?\Oh, really?\Thanks.\Don't make trouble for the rest of us.\Sorry, sorry. response:	This form is so much more relaxing.
context: I was simply tired.\Hey, Sorinozuka.\Isn't this your core?\Oh, really?\Thanks.\Don't make trouble for the rest of us.\Sorry, sorry.\This form is so much more relaxing. response:	I mean, there's so much you have to do properly in your human form.
context: Hey, Sorinozuka.\Isn't this your core?\Oh, really?\Thanks.\Don't make trouble for the rest of us.\Sorry, sorry.\This form is so much more relaxing.\I mean, there's so much you have to do properly in your human form. response:	What part of you was proper again?
context: Isn't this your core?\Oh, really?\Thanks.\Don't make trouble for the rest of us.\Sorry, sorry.\This form is so much more relaxing.\I mean, there's so much you have to do properly in your human form.\What part of you was proper again? response:	- Shaggy, unkempt hair
context: Oh, really?\Thanks.\Don't make trouble for the rest of us.\Sorry, sorry.\This form is so much more relaxing.\I mean, there's so much you have to do properly in your human form.\What part of you was proper again?\- Shaggy, unkempt hair response:	- Track suit every day
context: Thanks.\Don't make trouble for the rest of us.\Sorry, sorry.\This form is so much more relaxing.\I mean, there's so much you have to do properly in your human form.\What part of you was proper again?\- Shaggy, unkempt hair\- Track suit every day response:	- Sandals
context: Don't make trouble for the rest of us.\Sorry, sorry.\This form is so much more relaxing.\I mean, there's so much you have to do properly in your human form.\What part of you was proper again?\- Shaggy, unkempt hair\- Track suit every day\- Sandals response:	I guess Mr. Sorinozuka is a Flying cloth monster.
context: Sorry, sorry.\This form is so much more relaxing.\I mean, there's so much you have to do properly in your human form.\What part of you was proper again?\- Shaggy, unkempt hair\- Track suit every day\- Sandals\I guess Mr. Sorinozuka is a Flying cloth monster. response:	This is nice.
context: This form is so much more relaxing.\I mean, there's so much you have to do properly in your human form.\What part of you was proper again?\- Shaggy, unkempt hair\- Track suit every day\- Sandals\I guess Mr. Sorinozuka is a Flying cloth monster.\This is nice. response:	What, you live in the same complex and you didn't know?
context: I mean, there's so much you have to do properly in your human form.\What part of you was proper again?\- Shaggy, unkempt hair\- Track suit every day\- Sandals\I guess Mr. Sorinozuka is a Flying cloth monster.\This is nice.\What, you live in the same complex and you didn't know? response:	Yes, I only moved in here the day before you did.
context: What part of you was proper again?\- Shaggy, unkempt hair\- Track suit every day\- Sandals\I guess Mr. Sorinozuka is a Flying cloth monster.\This is nice.\What, you live in the same complex and you didn't know?\Yes, I only moved in here the day before you did. response:	So it was just a coincidence that they hired you for me?
context: - Shaggy, unkempt hair\- Track suit every day\- Sandals\I guess Mr. Sorinozuka is a Flying cloth monster.\This is nice.\What, you live in the same complex and you didn't know?\Yes, I only moved in here the day before you did.\So it was just a coincidence that they hired you for me? response:	Miss Ririchiyo,
context: - Track suit every day\- Sandals\I guess Mr. Sorinozuka is a Flying cloth monster.\This is nice.\What, you live in the same complex and you didn't know?\Yes, I only moved in here the day before you did.\So it was just a coincidence that they hired you for me?\Miss Ririchiyo, response:	it was not a coincidence.
context: - Sandals\I guess Mr. Sorinozuka is a Flying cloth monster.\This is nice.\What, you live in the same complex and you didn't know?\Yes, I only moved in here the day before you did.\So it was just a coincidence that they hired you for me?\Miss Ririchiyo,\it was not a coincidence. response:	I am in the same place as you are,
context: I guess Mr. Sorinozuka is a Flying cloth monster.\This is nice.\What, you live in the same complex and you didn't know?\Yes, I only moved in here the day before you did.\So it was just a coincidence that they hired you for me?\Miss Ririchiyo,\it was not a coincidence.\I am in the same place as you are, response:	and you have granted me permission to do so, haven't you?
context: This is nice.\What, you live in the same complex and you didn't know?\Yes, I only moved in here the day before you did.\So it was just a coincidence that they hired you for me?\Miss Ririchiyo,\it was not a coincidence.\I am in the same place as you are,\and you have granted me permission to do so, haven't you? response:	That's not what I meant last night.
context: What, you live in the same complex and you didn't know?\Yes, I only moved in here the day before you did.\So it was just a coincidence that they hired you for me?\Miss Ririchiyo,\it was not a coincidence.\I am in the same place as you are,\and you have granted me permission to do so, haven't you?\That's not what I meant last night. response:	Wait, it wasn't a coincidence at all?!
context: Yes, I only moved in here the day before you did.\So it was just a coincidence that they hired you for me?\Miss Ririchiyo,\it was not a coincidence.\I am in the same place as you are,\and you have granted me permission to do so, haven't you?\That's not what I meant last night.\Wait, it wasn't a coincidence at all?! response:	You are such a wonderful person
context: So it was just a coincidence that they hired you for me?\Miss Ririchiyo,\it was not a coincidence.\I am in the same place as you are,\and you have granted me permission to do so, haven't you?\That's not what I meant last night.\Wait, it wasn't a coincidence at all?!\You are such a wonderful person response:	with such a high sense of responsibility.
context: Miss Ririchiyo,\it was not a coincidence.\I am in the same place as you are,\and you have granted me permission to do so, haven't you?\That's not what I meant last night.\Wait, it wasn't a coincidence at all?!\You are such a wonderful person\with such a high sense of responsibility. response:	You would never go back on your word, right?
context: it was not a coincidence.\I am in the same place as you are,\and you have granted me permission to do so, haven't you?\That's not what I meant last night.\Wait, it wasn't a coincidence at all?!\You are such a wonderful person\with such a high sense of responsibility.\You would never go back on your word, right? response:	Pure Black
context: I am in the same place as you are,\and you have granted me permission to do so, haven't you?\That's not what I meant last night.\Wait, it wasn't a coincidence at all?!\You are such a wonderful person\with such a high sense of responsibility.\You would never go back on your word, right?\Pure Black response:	You...
context: and you have granted me permission to do so, haven't you?\That's not what I meant last night.\Wait, it wasn't a coincidence at all?!\You are such a wonderful person\with such a high sense of responsibility.\You would never go back on your word, right?\Pure Black\You... response:	I pled
context: That's not what I meant last night.\Wait, it wasn't a coincidence at all?!\You are such a wonderful person\with such a high sense of responsibility.\You would never go back on your word, right?\Pure Black\You...\I pled response:	I pledged
context: Wait, it wasn't a coincidence at all?!\You are such a wonderful person\with such a high sense of responsibility.\You would never go back on your word, right?\Pure Black\You...\I pled\I pledged response:	I pledged some
context: You are such a wonderful person\with such a high sense of responsibility.\You would never go back on your word, right?\Pure Black\You...\I pled\I pledged\I pledged some response:	I pledged something
context: with such a high sense of responsibility.\You would never go back on your word, right?\Pure Black\You...\I pled\I pledged\I pledged some\I pledged something response:	I pledged something?
context: You would never go back on your word, right?\Pure Black\You...\I pled\I pledged\I pledged some\I pledged something\I pledged something? response:	Could you be... You're a stalker!
context: Pure Black\You...\I pled\I pledged\I pledged some\I pledged something\I pledged something?\Could you be... You're a stalker! response:	Not at all. I am your dog.
context: You...\I pled\I pledged\I pledged some\I pledged something\I pledged something?\Could you be... You're a stalker!\Not at all. I am your dog. response:	After this, I will remember it again and again.
context: I pled\I pledged\I pledged some\I pledged something\I pledged something?\Could you be... You're a stalker!\Not at all. I am your dog.\After this, I will remember it again and again. response:	It was the beginning of a long, long time.
context: I pledged\I pledged some\I pledged something\I pledged something?\Could you be... You're a stalker!\Not at all. I am your dog.\After this, I will remember it again and again.\It was the beginning of a long, long time. response:	Miss Ririchiyo,
context: I pledged some\I pledged something\I pledged something?\Could you be... You're a stalker!\Not at all. I am your dog.\After this, I will remember it again and again.\It was the beginning of a long, long time.\Miss Ririchiyo, response:	there's nothing that makes me happier
context: I pledged something\I pledged something?\Could you be... You're a stalker!\Not at all. I am your dog.\After this, I will remember it again and again.\It was the beginning of a long, long time.\Miss Ririchiyo,\there's nothing that makes me happier response:	than being able to serve you,
context: I pledged something?\Could you be... You're a stalker!\Not at all. I am your dog.\After this, I will remember it again and again.\It was the beginning of a long, long time.\Miss Ririchiyo,\there's nothing that makes me happier\than being able to serve you, response:	but I have to say, you are truly beautiful.
context: Could you be... You're a stalker!\Not at all. I am your dog.\After this, I will remember it again and again.\It was the beginning of a long, long time.\Miss Ririchiyo,\there's nothing that makes me happier\than being able to serve you,\but I have to say, you are truly beautiful. response:	It's almost as if the word beauty came alive
context: Not at all. I am your dog.\After this, I will remember it again and again.\It was the beginning of a long, long time.\Miss Ririchiyo,\there's nothing that makes me happier\than being able to serve you,\but I have to say, you are truly beautiful.\It's almost as if the word beauty came alive response:	and materialized and that is
context: After this, I will remember it again and again.\It was the beginning of a long, long time.\Miss Ririchiyo,\there's nothing that makes me happier\than being able to serve you,\but I have to say, you are truly beautiful.\It's almost as if the word beauty came alive\and materialized and that is response:	Stop flattering me.
context: It was the beginning of a long, long time.\Miss Ririchiyo,\there's nothing that makes me happier\than being able to serve you,\but I have to say, you are truly beautiful.\It's almost as if the word beauty came alive\and materialized and that is\Stop flattering me. response:	We're supposed to be announcing the next episode.
