context: I send you my greetings, Elder Sister. response:	It has been four months since I left Japan.
context: You will atone for the crimes of insulting my homeland and stamping out a small life!\What? What are you on about?\Just ignore her, Brother.\I am serious!\Chise?\Looks like she's gotten into a fight.\Not again, Miss Chise!\Stop it. A duel is a fight to defend one's honor. response:	No one would stake his honor on a fight with an oriental girl.
context: What? What are you on about?\Just ignore her, Brother.\I am serious!\Chise?\Looks like she's gotten into a fight.\Not again, Miss Chise!\Stop it. A duel is a fight to defend one's honor.\No one would stake his honor on a fight with an oriental girl. response:	What are you doing, Miss Chise?
context: Just ignore her, Brother.\I am serious!\Chise?\Looks like she's gotten into a fight.\Not again, Miss Chise!\Stop it. A duel is a fight to defend one's honor.\No one would stake his honor on a fight with an oriental girl.\What are you doing, Miss Chise? response:	I am preparing to duel this knave!
context: I am serious!\Chise?\Looks like she's gotten into a fight.\Not again, Miss Chise!\Stop it. A duel is a fight to defend one's honor.\No one would stake his honor on a fight with an oriental girl.\What are you doing, Miss Chise?\I am preparing to duel this knave! response:	Miss Chise!
context: Chise?\Looks like she's gotten into a fight.\Not again, Miss Chise!\Stop it. A duel is a fight to defend one's honor.\No one would stake his honor on a fight with an oriental girl.\What are you doing, Miss Chise?\I am preparing to duel this knave!\Miss Chise! response:	Don't do it!
context: Looks like she's gotten into a fight.\Not again, Miss Chise!\Stop it. A duel is a fight to defend one's honor.\No one would stake his honor on a fight with an oriental girl.\What are you doing, Miss Chise?\I am preparing to duel this knave!\Miss Chise!\Don't do it! response:	It's too dreadful, so it is!
context: Not again, Miss Chise!\Stop it. A duel is a fight to defend one's honor.\No one would stake his honor on a fight with an oriental girl.\What are you doing, Miss Chise?\I am preparing to duel this knave!\Miss Chise!\Don't do it!\It's too dreadful, so it is! response:	But...
context: Stop it. A duel is a fight to defend one's honor.\No one would stake his honor on a fight with an oriental girl.\What are you doing, Miss Chise?\I am preparing to duel this knave!\Miss Chise!\Don't do it!\It's too dreadful, so it is!\But... response:	A duel?
context: No one would stake his honor on a fight with an oriental girl.\What are you doing, Miss Chise?\I am preparing to duel this knave!\Miss Chise!\Don't do it!\It's too dreadful, so it is!\But...\A duel? response:	That's hardly a peaceful solution.
context: What are you doing, Miss Chise?\I am preparing to duel this knave!\Miss Chise!\Don't do it!\It's too dreadful, so it is!\But...\A duel?\That's hardly a peaceful solution. response:	Princess.
context: I am preparing to duel this knave!\Miss Chise!\Don't do it!\It's too dreadful, so it is!\But...\A duel?\That's hardly a peaceful solution.\Princess. response:	Well, well. So you were a friend of the princess.
context: Miss Chise!\Don't do it!\It's too dreadful, so it is!\But...\A duel?\That's hardly a peaceful solution.\Princess.\Well, well. So you were a friend of the princess. response:	I'm not interested in a duel.
context: Don't do it!\It's too dreadful, so it is!\But...\A duel?\That's hardly a peaceful solution.\Princess.\Well, well. So you were a friend of the princess.\I'm not interested in a duel. response:	It was your little oriental friend who wanted to fight.
context: It's too dreadful, so it is!\But...\A duel?\That's hardly a peaceful solution.\Princess.\Well, well. So you were a friend of the princess.\I'm not interested in a duel.\It was your little oriental friend who wanted to fight. response:	But you gave me reason to!
context: But...\A duel?\That's hardly a peaceful solution.\Princess.\Well, well. So you were a friend of the princess.\I'm not interested in a duel.\It was your little oriental friend who wanted to fight.\But you gave me reason to! response:	Stop it, Miss Chise!
context: A duel?\That's hardly a peaceful solution.\Princess.\Well, well. So you were a friend of the princess.\I'm not interested in a duel.\It was your little oriental friend who wanted to fight.\But you gave me reason to!\Stop it, Miss Chise! response:	Have you forgotten your duty?
context: That's hardly a peaceful solution.\Princess.\Well, well. So you were a friend of the princess.\I'm not interested in a duel.\It was your little oriental friend who wanted to fight.\But you gave me reason to!\Stop it, Miss Chise!\Have you forgotten your duty? response:	Learn to pick your battles!
context: Princess.\Well, well. So you were a friend of the princess.\I'm not interested in a duel.\It was your little oriental friend who wanted to fight.\But you gave me reason to!\Stop it, Miss Chise!\Have you forgotten your duty?\Learn to pick your battles! response:	I have no intention of embarrassing one of Princess' friends.
context: Well, well. So you were a friend of the princess.\I'm not interested in a duel.\It was your little oriental friend who wanted to fight.\But you gave me reason to!\Stop it, Miss Chise!\Have you forgotten your duty?\Learn to pick your battles!\I have no intention of embarrassing one of Princess' friends. response:	Let's go.
context: I'm not interested in a duel.\It was your little oriental friend who wanted to fight.\But you gave me reason to!\Stop it, Miss Chise!\Have you forgotten your duty?\Learn to pick your battles!\I have no intention of embarrassing one of Princess' friends.\Let's go. response:	Chise.
context: It was your little oriental friend who wanted to fight.\But you gave me reason to!\Stop it, Miss Chise!\Have you forgotten your duty?\Learn to pick your battles!\I have no intention of embarrassing one of Princess' friends.\Let's go.\Chise. response:	Spies don't attract attention.
context: But you gave me reason to!\Stop it, Miss Chise!\Have you forgotten your duty?\Learn to pick your battles!\I have no intention of embarrassing one of Princess' friends.\Let's go.\Chise.\Spies don't attract attention. response:	I apologize.
context: Stop it, Miss Chise!\Have you forgotten your duty?\Learn to pick your battles!\I have no intention of embarrassing one of Princess' friends.\Let's go.\Chise.\Spies don't attract attention.\I apologize. response:	Dear Sister, I've done it again.
context: Have you forgotten your duty?\Learn to pick your battles!\I have no intention of embarrassing one of Princess' friends.\Let's go.\Chise.\Spies don't attract attention.\I apologize.\Dear Sister, I've done it again. response:	Come in.
context: Learn to pick your battles!\I have no intention of embarrassing one of Princess' friends.\Let's go.\Chise.\Spies don't attract attention.\I apologize.\Dear Sister, I've done it again.\Come in. response:	I can tell by the look on your face that you didn't expect to see me.
context: I have no intention of embarrassing one of Princess' friends.\Let's go.\Chise.\Spies don't attract attention.\I apologize.\Dear Sister, I've done it again.\Come in.\I can tell by the look on your face that you didn't expect to see me. response:	Oh.
context: Let's go.\Chise.\Spies don't attract attention.\I apologize.\Dear Sister, I've done it again.\Come in.\I can tell by the look on your face that you didn't expect to see me.\Oh. response:	I apologize for my behavior earlier.
context: Chise.\Spies don't attract attention.\I apologize.\Dear Sister, I've done it again.\Come in.\I can tell by the look on your face that you didn't expect to see me.\Oh.\I apologize for my behavior earlier. response:	Ange and the others must be appalled.
context: Spies don't attract attention.\I apologize.\Dear Sister, I've done it again.\Come in.\I can tell by the look on your face that you didn't expect to see me.\Oh.\I apologize for my behavior earlier.\Ange and the others must be appalled. response:	That's true.
context: I apologize.\Dear Sister, I've done it again.\Come in.\I can tell by the look on your face that you didn't expect to see me.\Oh.\I apologize for my behavior earlier.\Ange and the others must be appalled.\That's true. response:	Have you come to reprimand me?
context: Dear Sister, I've done it again.\Come in.\I can tell by the look on your face that you didn't expect to see me.\Oh.\I apologize for my behavior earlier.\Ange and the others must be appalled.\That's true.\Have you come to reprimand me? response:	No, quite the opposite.
context: Come in.\I can tell by the look on your face that you didn't expect to see me.\Oh.\I apologize for my behavior earlier.\Ange and the others must be appalled.\That's true.\Have you come to reprimand me?\No, quite the opposite. response:	I've come to teach you our country's rules for dueling.
context: I can tell by the look on your face that you didn't expect to see me.\Oh.\I apologize for my behavior earlier.\Ange and the others must be appalled.\That's true.\Have you come to reprimand me?\No, quite the opposite.\I've come to teach you our country's rules for dueling. response:	What?
context: Oh.\I apologize for my behavior earlier.\Ange and the others must be appalled.\That's true.\Have you come to reprimand me?\No, quite the opposite.\I've come to teach you our country's rules for dueling.\What? response:	There's more to it than throwing a white glove.
context: I apologize for my behavior earlier.\Ange and the others must be appalled.\That's true.\Have you come to reprimand me?\No, quite the opposite.\I've come to teach you our country's rules for dueling.\What?\There's more to it than throwing a white glove. response:	To start, you need someone to act as Second.
context: Ange and the others must be appalled.\That's true.\Have you come to reprimand me?\No, quite the opposite.\I've come to teach you our country's rules for dueling.\What?\There's more to it than throwing a white glove.\To start, you need someone to act as Second. response:	The role of whom is to negotiate with the other party's Second
context: That's true.\Have you come to reprimand me?\No, quite the opposite.\I've come to teach you our country's rules for dueling.\What?\There's more to it than throwing a white glove.\To start, you need someone to act as Second.\The role of whom is to negotiate with the other party's Second response:	to determine the date, time, and method of the duel.
context: Have you come to reprimand me?\No, quite the opposite.\I've come to teach you our country's rules for dueling.\What?\There's more to it than throwing a white glove.\To start, you need someone to act as Second.\The role of whom is to negotiate with the other party's Second\to determine the date, time, and method of the duel. response:	You'll also need to prepare a witness and a doctor.
context: No, quite the opposite.\I've come to teach you our country's rules for dueling.\What?\There's more to it than throwing a white glove.\To start, you need someone to act as Second.\The role of whom is to negotiate with the other party's Second\to determine the date, time, and method of the duel.\You'll also need to prepare a witness and a doctor. response:	You must choose a location where there won't be many people.
context: I've come to teach you our country's rules for dueling.\What?\There's more to it than throwing a white glove.\To start, you need someone to act as Second.\The role of whom is to negotiate with the other party's Second\to determine the date, time, and method of the duel.\You'll also need to prepare a witness and a doctor.\You must choose a location where there won't be many people. response:	And-
context: What?\There's more to it than throwing a white glove.\To start, you need someone to act as Second.\The role of whom is to negotiate with the other party's Second\to determine the date, time, and method of the duel.\You'll also need to prepare a witness and a doctor.\You must choose a location where there won't be many people.\And- response:	Wait.
context: There's more to it than throwing a white glove.\To start, you need someone to act as Second.\The role of whom is to negotiate with the other party's Second\to determine the date, time, and method of the duel.\You'll also need to prepare a witness and a doctor.\You must choose a location where there won't be many people.\And-\Wait. response:	Stop a moment!
context: To start, you need someone to act as Second.\The role of whom is to negotiate with the other party's Second\to determine the date, time, and method of the duel.\You'll also need to prepare a witness and a doctor.\You must choose a location where there won't be many people.\And-\Wait.\Stop a moment! response:	Were you not opposed to dueling?
context: The role of whom is to negotiate with the other party's Second\to determine the date, time, and method of the duel.\You'll also need to prepare a witness and a doctor.\You must choose a location where there won't be many people.\And-\Wait.\Stop a moment!\Were you not opposed to dueling? response:	There are times when a person has to fight.
context: to determine the date, time, and method of the duel.\You'll also need to prepare a witness and a doctor.\You must choose a location where there won't be many people.\And-\Wait.\Stop a moment!\Were you not opposed to dueling?\There are times when a person has to fight. response:	If you're going to do it, you absolutely must win.
context: You'll also need to prepare a witness and a doctor.\You must choose a location where there won't be many people.\And-\Wait.\Stop a moment!\Were you not opposed to dueling?\There are times when a person has to fight.\If you're going to do it, you absolutely must win. response:	Do you understand, Miss Chise?
context: You must choose a location where there won't be many people.\And-\Wait.\Stop a moment!\Were you not opposed to dueling?\There are times when a person has to fight.\If you're going to do it, you absolutely must win.\Do you understand, Miss Chise? response:	Allow me to review the rules.
context: And-\Wait.\Stop a moment!\Were you not opposed to dueling?\There are times when a person has to fight.\If you're going to do it, you absolutely must win.\Do you understand, Miss Chise?\Allow me to review the rules. response:	You will stand ten paces from each other,
context: Wait.\Stop a moment!\Were you not opposed to dueling?\There are times when a person has to fight.\If you're going to do it, you absolutely must win.\Do you understand, Miss Chise?\Allow me to review the rules.\You will stand ten paces from each other, response:	and fire three shots from your pistols.
context: Stop a moment!\Were you not opposed to dueling?\There are times when a person has to fight.\If you're going to do it, you absolutely must win.\Do you understand, Miss Chise?\Allow me to review the rules.\You will stand ten paces from each other,\and fire three shots from your pistols. response:	Mr. Cameron, the challenged party, has asked to go second.
context: Were you not opposed to dueling?\There are times when a person has to fight.\If you're going to do it, you absolutely must win.\Do you understand, Miss Chise?\Allow me to review the rules.\You will stand ten paces from each other,\and fire three shots from your pistols.\Mr. Cameron, the challenged party, has asked to go second. response:	You will take turns, with Miss Chise firing first.
context: There are times when a person has to fight.\If you're going to do it, you absolutely must win.\Do you understand, Miss Chise?\Allow me to review the rules.\You will stand ten paces from each other,\and fire three shots from your pistols.\Mr. Cameron, the challenged party, has asked to go second.\You will take turns, with Miss Chise firing first. response:	The first to injure the other wins.
context: If you're going to do it, you absolutely must win.\Do you understand, Miss Chise?\Allow me to review the rules.\You will stand ten paces from each other,\and fire three shots from your pistols.\Mr. Cameron, the challenged party, has asked to go second.\You will take turns, with Miss Chise firing first.\The first to injure the other wins. response:	Should all six shots miss, bygones will be bygones.
context: Do you understand, Miss Chise?\Allow me to review the rules.\You will stand ten paces from each other,\and fire three shots from your pistols.\Mr. Cameron, the challenged party, has asked to go second.\You will take turns, with Miss Chise firing first.\The first to injure the other wins.\Should all six shots miss, bygones will be bygones. response:	You both agree?
context: Allow me to review the rules.\You will stand ten paces from each other,\and fire three shots from your pistols.\Mr. Cameron, the challenged party, has asked to go second.\You will take turns, with Miss Chise firing first.\The first to injure the other wins.\Should all six shots miss, bygones will be bygones.\You both agree? response:	Of course, Princess.
context: You will stand ten paces from each other,\and fire three shots from your pistols.\Mr. Cameron, the challenged party, has asked to go second.\You will take turns, with Miss Chise firing first.\The first to injure the other wins.\Should all six shots miss, bygones will be bygones.\You both agree?\Of course, Princess. response:	I have no objections.
context: and fire three shots from your pistols.\Mr. Cameron, the challenged party, has asked to go second.\You will take turns, with Miss Chise firing first.\The first to injure the other wins.\Should all six shots miss, bygones will be bygones.\You both agree?\Of course, Princess.\I have no objections. response:	I've prepared some Robert Wogdon dueling pistols.
context: Mr. Cameron, the challenged party, has asked to go second.\You will take turns, with Miss Chise firing first.\The first to injure the other wins.\Should all six shots miss, bygones will be bygones.\You both agree?\Of course, Princess.\I have no objections.\I've prepared some Robert Wogdon dueling pistols. response:	For your approval.
context: You will take turns, with Miss Chise firing first.\The first to injure the other wins.\Should all six shots miss, bygones will be bygones.\You both agree?\Of course, Princess.\I have no objections.\I've prepared some Robert Wogdon dueling pistols.\For your approval. response:	In a duel, fairness is valued above all.
context: The first to injure the other wins.\Should all six shots miss, bygones will be bygones.\You both agree?\Of course, Princess.\I have no objections.\I've prepared some Robert Wogdon dueling pistols.\For your approval.\In a duel, fairness is valued above all. response:	That is why we each use the same weapons.
context: Should all six shots miss, bygones will be bygones.\You both agree?\Of course, Princess.\I have no objections.\I've prepared some Robert Wogdon dueling pistols.\For your approval.\In a duel, fairness is valued above all.\That is why we each use the same weapons. response:	N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,
context: You both agree?\Of course, Princess.\I have no objections.\I've prepared some Robert Wogdon dueling pistols.\For your approval.\In a duel, fairness is valued above all.\That is why we each use the same weapons.\N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline, response:	will stand as witness to the outcome of this duel.
context: Of course, Princess.\I have no objections.\I've prepared some Robert Wogdon dueling pistols.\For your approval.\In a duel, fairness is valued above all.\That is why we each use the same weapons.\N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,\will stand as witness to the outcome of this duel. response:	Will both parties please take your marks.
context: I have no objections.\I've prepared some Robert Wogdon dueling pistols.\For your approval.\In a duel, fairness is valued above all.\That is why we each use the same weapons.\N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,\will stand as witness to the outcome of this duel.\Will both parties please take your marks. response:	A witness is chosen who is not aligned with either side.
context: I've prepared some Robert Wogdon dueling pistols.\For your approval.\In a duel, fairness is valued above all.\That is why we each use the same weapons.\N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,\will stand as witness to the outcome of this duel.\Will both parties please take your marks.\A witness is chosen who is not aligned with either side. response:	Still, there was no need to choose HER.
context: For your approval.\In a duel, fairness is valued above all.\That is why we each use the same weapons.\N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,\will stand as witness to the outcome of this duel.\Will both parties please take your marks.\A witness is chosen who is not aligned with either side.\Still, there was no need to choose HER. response:	That's far enough.
context: In a duel, fairness is valued above all.\That is why we each use the same weapons.\N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,\will stand as witness to the outcome of this duel.\Will both parties please take your marks.\A witness is chosen who is not aligned with either side.\Still, there was no need to choose HER.\That's far enough. response:	Hey, Oriental! Can you shoot a gun?
context: That is why we each use the same weapons.\N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,\will stand as witness to the outcome of this duel.\Will both parties please take your marks.\A witness is chosen who is not aligned with either side.\Still, there was no need to choose HER.\That's far enough.\Hey, Oriental! Can you shoot a gun? response:	I wouldn't blame you for crying.
context: N-now, I, Lily Gaveston, of the Gaveston Law Lord bloodline,\will stand as witness to the outcome of this duel.\Will both parties please take your marks.\A witness is chosen who is not aligned with either side.\Still, there was no need to choose HER.\That's far enough.\Hey, Oriental! Can you shoot a gun?\I wouldn't blame you for crying. response:	Kung-fu isn't allowed, after all.
context: will stand as witness to the outcome of this duel.\Will both parties please take your marks.\A witness is chosen who is not aligned with either side.\Still, there was no need to choose HER.\That's far enough.\Hey, Oriental! Can you shoot a gun?\I wouldn't blame you for crying.\Kung-fu isn't allowed, after all. response:	Dear Sister.
context: Will both parties please take your marks.\A witness is chosen who is not aligned with either side.\Still, there was no need to choose HER.\That's far enough.\Hey, Oriental! Can you shoot a gun?\I wouldn't blame you for crying.\Kung-fu isn't allowed, after all.\Dear Sister. response:	The people here know nothing of the land of Japan.
context: A witness is chosen who is not aligned with either side.\Still, there was no need to choose HER.\That's far enough.\Hey, Oriental! Can you shoot a gun?\I wouldn't blame you for crying.\Kung-fu isn't allowed, after all.\Dear Sister.\The people here know nothing of the land of Japan. response:	It's sad, I suppose, that this is where our country stands.
context: Still, there was no need to choose HER.\That's far enough.\Hey, Oriental! Can you shoot a gun?\I wouldn't blame you for crying.\Kung-fu isn't allowed, after all.\Dear Sister.\The people here know nothing of the land of Japan.\It's sad, I suppose, that this is where our country stands. response:	The Seconds will come to order.
context: That's far enough.\Hey, Oriental! Can you shoot a gun?\I wouldn't blame you for crying.\Kung-fu isn't allowed, after all.\Dear Sister.\The people here know nothing of the land of Japan.\It's sad, I suppose, that this is where our country stands.\The Seconds will come to order. response:	Ready...
context: Hey, Oriental! Can you shoot a gun?\I wouldn't blame you for crying.\Kung-fu isn't allowed, after all.\Dear Sister.\The people here know nothing of the land of Japan.\It's sad, I suppose, that this is where our country stands.\The Seconds will come to order.\Ready... response:	Begin!
context: I wouldn't blame you for crying.\Kung-fu isn't allowed, after all.\Dear Sister.\The people here know nothing of the land of Japan.\It's sad, I suppose, that this is where our country stands.\The Seconds will come to order.\Ready...\Begin! response:	They deliberately use old-fashioned guns, to make it difficult to hit our targets.
context: Kung-fu isn't allowed, after all.\Dear Sister.\The people here know nothing of the land of Japan.\It's sad, I suppose, that this is where our country stands.\The Seconds will come to order.\Ready...\Begin!\They deliberately use old-fashioned guns, to make it difficult to hit our targets. response:	I am told this is because otherwise, differing levels of skill would make the contest unfair.
context: Dear Sister.\The people here know nothing of the land of Japan.\It's sad, I suppose, that this is where our country stands.\The Seconds will come to order.\Ready...\Begin!\They deliberately use old-fashioned guns, to make it difficult to hit our targets.\I am told this is because otherwise, differing levels of skill would make the contest unfair. response:	It IS an old gun.
context: The people here know nothing of the land of Japan.\It's sad, I suppose, that this is where our country stands.\The Seconds will come to order.\Ready...\Begin!\They deliberately use old-fashioned guns, to make it difficult to hit our targets.\I am told this is because otherwise, differing levels of skill would make the contest unfair.\It IS an old gun. response:	These things happen.
context: It's sad, I suppose, that this is where our country stands.\The Seconds will come to order.\Ready...\Begin!\They deliberately use old-fashioned guns, to make it difficult to hit our targets.\I am told this is because otherwise, differing levels of skill would make the contest unfair.\It IS an old gun.\These things happen. response:	Isn't that right, Witness?
context: The Seconds will come to order.\Ready...\Begin!\They deliberately use old-fashioned guns, to make it difficult to hit our targets.\I am told this is because otherwise, differing levels of skill would make the contest unfair.\It IS an old gun.\These things happen.\Isn't that right, Witness? response:	What? But...
context: Ready...\Begin!\They deliberately use old-fashioned guns, to make it difficult to hit our targets.\I am told this is because otherwise, differing levels of skill would make the contest unfair.\It IS an old gun.\These things happen.\Isn't that right, Witness?\What? But... response:	Or can you prove that the gun has been tampered with?
context: Begin!\They deliberately use old-fashioned guns, to make it difficult to hit our targets.\I am told this is because otherwise, differing levels of skill would make the contest unfair.\It IS an old gun.\These things happen.\Isn't that right, Witness?\What? But...\Or can you prove that the gun has been tampered with? response:	Well...
context: They deliberately use old-fashioned guns, to make it difficult to hit our targets.\I am told this is because otherwise, differing levels of skill would make the contest unfair.\It IS an old gun.\These things happen.\Isn't that right, Witness?\What? But...\Or can you prove that the gun has been tampered with?\Well... response:	My turn.
context: I am told this is because otherwise, differing levels of skill would make the contest unfair.\It IS an old gun.\These things happen.\Isn't that right, Witness?\What? But...\Or can you prove that the gun has been tampered with?\Well...\My turn. response:	Here I go, oriental woman.
context: It IS an old gun.\These things happen.\Isn't that right, Witness?\What? But...\Or can you prove that the gun has been tampered with?\Well...\My turn.\Here I go, oriental woman. response:	Miss Chise!
context: These things happen.\Isn't that right, Witness?\What? But...\Or can you prove that the gun has been tampered with?\Well...\My turn.\Here I go, oriental woman.\Miss Chise! response:	Dear Sister, this is what THEY call fair.
context: Isn't that right, Witness?\What? But...\Or can you prove that the gun has been tampered with?\Well...\My turn.\Here I go, oriental woman.\Miss Chise!\Dear Sister, this is what THEY call fair. response:	I do have two shots left.
context: What? But...\Or can you prove that the gun has been tampered with?\Well...\My turn.\Here I go, oriental woman.\Miss Chise!\Dear Sister, this is what THEY call fair.\I do have two shots left. response:	So let's see you quaking in your boots.
context: Or can you prove that the gun has been tampered with?\Well...\My turn.\Here I go, oriental woman.\Miss Chise!\Dear Sister, this is what THEY call fair.\I do have two shots left.\So let's see you quaking in your boots. response:	Now it is my turn, correct?
context: Well...\My turn.\Here I go, oriental woman.\Miss Chise!\Dear Sister, this is what THEY call fair.\I do have two shots left.\So let's see you quaking in your boots.\Now it is my turn, correct? response:	Don't tell me you're going to THROW the bullet at me?
context: My turn.\Here I go, oriental woman.\Miss Chise!\Dear Sister, this is what THEY call fair.\I do have two shots left.\So let's see you quaking in your boots.\Now it is my turn, correct?\Don't tell me you're going to THROW the bullet at me? response:	Indeed I am.
context: Here I go, oriental woman.\Miss Chise!\Dear Sister, this is what THEY call fair.\I do have two shots left.\So let's see you quaking in your boots.\Now it is my turn, correct?\Don't tell me you're going to THROW the bullet at me?\Indeed I am. response:	Brother!
context: Miss Chise!\Dear Sister, this is what THEY call fair.\I do have two shots left.\So let's see you quaking in your boots.\Now it is my turn, correct?\Don't tell me you're going to THROW the bullet at me?\Indeed I am.\Brother! response:	Brother!
context: Dear Sister, this is what THEY call fair.\I do have two shots left.\So let's see you quaking in your boots.\Now it is my turn, correct?\Don't tell me you're going to THROW the bullet at me?\Indeed I am.\Brother!\Brother! response:	Damn her!
context: I do have two shots left.\So let's see you quaking in your boots.\Now it is my turn, correct?\Don't tell me you're going to THROW the bullet at me?\Indeed I am.\Brother!\Brother!\Damn her! response:	Witness!
context: So let's see you quaking in your boots.\Now it is my turn, correct?\Don't tell me you're going to THROW the bullet at me?\Indeed I am.\Brother!\Brother!\Damn her!\Witness! response:	W-we have a winner!
context: Now it is my turn, correct?\Don't tell me you're going to THROW the bullet at me?\Indeed I am.\Brother!\Brother!\Damn her!\Witness!\W-we have a winner! response:	In accordance with the rules-
context: Don't tell me you're going to THROW the bullet at me?\Indeed I am.\Brother!\Brother!\Damn her!\Witness!\W-we have a winner!\In accordance with the rules- response:	Wait! You can't possibly count that magic trick!
context: Indeed I am.\Brother!\Brother!\Damn her!\Witness!\W-we have a winner!\In accordance with the rules-\Wait! You can't possibly count that magic trick! response:	Keep going!
context: Brother!\Brother!\Damn her!\Witness!\W-we have a winner!\In accordance with the rules-\Wait! You can't possibly count that magic trick!\Keep going! response:	Y-yeah! This duel isn't over!
context: Brother!\Damn her!\Witness!\W-we have a winner!\In accordance with the rules-\Wait! You can't possibly count that magic trick!\Keep going!\Y-yeah! This duel isn't over! response:	Make it fair, Witness!
context: Damn her!\Witness!\W-we have a winner!\In accordance with the rules-\Wait! You can't possibly count that magic trick!\Keep going!\Y-yeah! This duel isn't over!\Make it fair, Witness! response:	B-but...
context: Witness!\W-we have a winner!\In accordance with the rules-\Wait! You can't possibly count that magic trick!\Keep going!\Y-yeah! This duel isn't over!\Make it fair, Witness!\B-but... response:	I will continue.
context: W-we have a winner!\In accordance with the rules-\Wait! You can't possibly count that magic trick!\Keep going!\Y-yeah! This duel isn't over!\Make it fair, Witness!\B-but...\I will continue. response:	If you wish to go on, then fire.
context: In accordance with the rules-\Wait! You can't possibly count that magic trick!\Keep going!\Y-yeah! This duel isn't over!\Make it fair, Witness!\B-but...\I will continue.\If you wish to go on, then fire. response:	However, on my next turn, I will aim between the eyebrows.
context: Wait! You can't possibly count that magic trick!\Keep going!\Y-yeah! This duel isn't over!\Make it fair, Witness!\B-but...\I will continue.\If you wish to go on, then fire.\However, on my next turn, I will aim between the eyebrows. response:	Enough!
context: Keep going!\Y-yeah! This duel isn't over!\Make it fair, Witness!\B-but...\I will continue.\If you wish to go on, then fire.\However, on my next turn, I will aim between the eyebrows.\Enough! response:	You win, Oriental!
context: Y-yeah! This duel isn't over!\Make it fair, Witness!\B-but...\I will continue.\If you wish to go on, then fire.\However, on my next turn, I will aim between the eyebrows.\Enough!\You win, Oriental! response:	Can't you hear me?
context: Make it fair, Witness!\B-but...\I will continue.\If you wish to go on, then fire.\However, on my next turn, I will aim between the eyebrows.\Enough!\You win, Oriental!\Can't you hear me? response:	Ruddy bumpkin doesn't even know the rules of dueling!
context: B-but...\I will continue.\If you wish to go on, then fire.\However, on my next turn, I will aim between the eyebrows.\Enough!\You win, Oriental!\Can't you hear me?\Ruddy bumpkin doesn't even know the rules of dueling! response:	Mr. Cameron, your apology!
context: I will continue.\If you wish to go on, then fire.\However, on my next turn, I will aim between the eyebrows.\Enough!\You win, Oriental!\Can't you hear me?\Ruddy bumpkin doesn't even know the rules of dueling!\Mr. Cameron, your apology! response:	Alright!
context: If you wish to go on, then fire.\However, on my next turn, I will aim between the eyebrows.\Enough!\You win, Oriental!\Can't you hear me?\Ruddy bumpkin doesn't even know the rules of dueling!\Mr. Cameron, your apology!\Alright! response:	I'm sorry!
context: However, on my next turn, I will aim between the eyebrows.\Enough!\You win, Oriental!\Can't you hear me?\Ruddy bumpkin doesn't even know the rules of dueling!\Mr. Cameron, your apology!\Alright!\I'm sorry! response:	I apologize for insulting your country, and I take back everything I said!
context: Enough!\You win, Oriental!\Can't you hear me?\Ruddy bumpkin doesn't even know the rules of dueling!\Mr. Cameron, your apology!\Alright!\I'm sorry!\I apologize for insulting your country, and I take back everything I said! response:	Challenger! Do you accept the apology?
context: You win, Oriental!\Can't you hear me?\Ruddy bumpkin doesn't even know the rules of dueling!\Mr. Cameron, your apology!\Alright!\I'm sorry!\I apologize for insulting your country, and I take back everything I said!\Challenger! Do you accept the apology? response:	Doctor!
context: Can't you hear me?\Ruddy bumpkin doesn't even know the rules of dueling!\Mr. Cameron, your apology!\Alright!\I'm sorry!\I apologize for insulting your country, and I take back everything I said!\Challenger! Do you accept the apology?\Doctor! response:	See to my brother.
context: Ruddy bumpkin doesn't even know the rules of dueling!\Mr. Cameron, your apology!\Alright!\I'm sorry!\I apologize for insulting your country, and I take back everything I said!\Challenger! Do you accept the apology?\Doctor!\See to my brother. response:	R-right away!
context: Mr. Cameron, your apology!\Alright!\I'm sorry!\I apologize for insulting your country, and I take back everything I said!\Challenger! Do you accept the apology?\Doctor!\See to my brother.\R-right away! response:	Don't crowd me! You're so annoying!
context: Alright!\I'm sorry!\I apologize for insulting your country, and I take back everything I said!\Challenger! Do you accept the apology?\Doctor!\See to my brother.\R-right away!\Don't crowd me! You're so annoying! response:	Don't push yourself.
context: I'm sorry!\I apologize for insulting your country, and I take back everything I said!\Challenger! Do you accept the apology?\Doctor!\See to my brother.\R-right away!\Don't crowd me! You're so annoying!\Don't push yourself. response:	Here, hold on to me.
context: I apologize for insulting your country, and I take back everything I said!\Challenger! Do you accept the apology?\Doctor!\See to my brother.\R-right away!\Don't crowd me! You're so annoying!\Don't push yourself.\Here, hold on to me. response:	It's nothing! I'm fine.
context: Challenger! Do you accept the apology?\Doctor!\See to my brother.\R-right away!\Don't crowd me! You're so annoying!\Don't push yourself.\Here, hold on to me.\It's nothing! I'm fine. response:	Let's go!
