context: Mom... response:	What are you doing here?
context: If that's Mix, then I...\I'll never make it with a girl...\And I found her and didn't even know it...\I'm about to crap out, you guys...\Yunoha!\I'm losing consciousness too...\Shrade, we have to get out of here!\They can't hold on much longer! response:	But even if we can break through the roof,
context: I'll never make it with a girl...\And I found her and didn't even know it...\I'm about to crap out, you guys...\Yunoha!\I'm losing consciousness too...\Shrade, we have to get out of here!\They can't hold on much longer!\But even if we can break through the roof, response:	they'll remain in danger unless we can escape the planet!
context: And I found her and didn't even know it...\I'm about to crap out, you guys...\Yunoha!\I'm losing consciousness too...\Shrade, we have to get out of here!\They can't hold on much longer!\But even if we can break through the roof,\they'll remain in danger unless we can escape the planet! response:	MIX!
context: I'm about to crap out, you guys...\Yunoha!\I'm losing consciousness too...\Shrade, we have to get out of here!\They can't hold on much longer!\But even if we can break through the roof,\they'll remain in danger unless we can escape the planet!\MIX! response:	MIX!
context: Yunoha!\I'm losing consciousness too...\Shrade, we have to get out of here!\They can't hold on much longer!\But even if we can break through the roof,\they'll remain in danger unless we can escape the planet!\MIX!\MIX! response:	Andy!
context: I'm losing consciousness too...\Shrade, we have to get out of here!\They can't hold on much longer!\But even if we can break through the roof,\they'll remain in danger unless we can escape the planet!\MIX!\MIX!\Andy! response:	What do you want from me?!
context: Shrade, we have to get out of here!\They can't hold on much longer!\But even if we can break through the roof,\they'll remain in danger unless we can escape the planet!\MIX!\MIX!\Andy!\What do you want from me?! response:	His Element power is out of control!
context: They can't hold on much longer!\But even if we can break through the roof,\they'll remain in danger unless we can escape the planet!\MIX!\MIX!\Andy!\What do you want from me?!\His Element power is out of control! response:	He's opening a hole in space!
context: But even if we can break through the roof,\they'll remain in danger unless we can escape the planet!\MIX!\MIX!\Andy!\What do you want from me?!\His Element power is out of control!\He's opening a hole in space! response:	It's a nano-black hole!
context: they'll remain in danger unless we can escape the planet!\MIX!\MIX!\Andy!\What do you want from me?!\His Element power is out of control!\He's opening a hole in space!\It's a nano-black hole! response:	Andy, stop! Please!
context: MIX!\MIX!\Andy!\What do you want from me?!\His Element power is out of control!\He's opening a hole in space!\It's a nano-black hole!\Andy, stop! Please! response:	No! I can conduct the scale of darkness!
context: MIX!\Andy!\What do you want from me?!\His Element power is out of control!\He's opening a hole in space!\It's a nano-black hole!\Andy, stop! Please!\No! I can conduct the scale of darkness! response:	Find the note where the scales meet,
context: Andy!\What do you want from me?!\His Element power is out of control!\He's opening a hole in space!\It's a nano-black hole!\Andy, stop! Please!\No! I can conduct the scale of darkness!\Find the note where the scales meet, response:	the nexus of power to pierce the dimensions...
context: What do you want from me?!\His Element power is out of control!\He's opening a hole in space!\It's a nano-black hole!\Andy, stop! Please!\No! I can conduct the scale of darkness!\Find the note where the scales meet,\the nexus of power to pierce the dimensions... response:	Andy, focus your power into my arrow!
context: His Element power is out of control!\He's opening a hole in space!\It's a nano-black hole!\Andy, stop! Please!\No! I can conduct the scale of darkness!\Find the note where the scales meet,\the nexus of power to pierce the dimensions...\Andy, focus your power into my arrow! response:	Black Hole Arrow!
context: He's opening a hole in space!\It's a nano-black hole!\Andy, stop! Please!\No! I can conduct the scale of darkness!\Find the note where the scales meet,\the nexus of power to pierce the dimensions...\Andy, focus your power into my arrow!\Black Hole Arrow! response:	The gate's open!
context: It's a nano-black hole!\Andy, stop! Please!\No! I can conduct the scale of darkness!\Find the note where the scales meet,\the nexus of power to pierce the dimensions...\Andy, focus your power into my arrow!\Black Hole Arrow!\The gate's open! response:	Amata, the rest is up to you.
context: Andy, stop! Please!\No! I can conduct the scale of darkness!\Find the note where the scales meet,\the nexus of power to pierce the dimensions...\Andy, focus your power into my arrow!\Black Hole Arrow!\The gate's open!\Amata, the rest is up to you. response:	Yunoha, Zessica!
context: No! I can conduct the scale of darkness!\Find the note where the scales meet,\the nexus of power to pierce the dimensions...\Andy, focus your power into my arrow!\Black Hole Arrow!\The gate's open!\Amata, the rest is up to you.\Yunoha, Zessica! response:	Mix!
context: Find the note where the scales meet,\the nexus of power to pierce the dimensions...\Andy, focus your power into my arrow!\Black Hole Arrow!\The gate's open!\Amata, the rest is up to you.\Yunoha, Zessica!\Mix! response:	Mix!!
context: the nexus of power to pierce the dimensions...\Andy, focus your power into my arrow!\Black Hole Arrow!\The gate's open!\Amata, the rest is up to you.\Yunoha, Zessica!\Mix!\Mix!! response:	Wrong.
context: Andy, focus your power into my arrow!\Black Hole Arrow!\The gate's open!\Amata, the rest is up to you.\Yunoha, Zessica!\Mix!\Mix!!\Wrong. response:	My name... is Mixy!
context: Black Hole Arrow!\The gate's open!\Amata, the rest is up to you.\Yunoha, Zessica!\Mix!\Mix!!\Wrong.\My name... is Mixy! response:	Splendid, absolutely splendid.
context: The gate's open!\Amata, the rest is up to you.\Yunoha, Zessica!\Mix!\Mix!!\Wrong.\My name... is Mixy!\Splendid, absolutely splendid. response:	The puzzle was in pieces, and now it's becoming whole.
context: Amata, the rest is up to you.\Yunoha, Zessica!\Mix!\Mix!!\Wrong.\My name... is Mixy!\Splendid, absolutely splendid.\The puzzle was in pieces, and now it's becoming whole. response:	The slumbering wings awaken...
context: Yunoha, Zessica!\Mix!\Mix!!\Wrong.\My name... is Mixy!\Splendid, absolutely splendid.\The puzzle was in pieces, and now it's becoming whole.\The slumbering wings awaken... response:	Perhaps it means the Wings of the Sun will be reborn.
context: Mix!\Mix!!\Wrong.\My name... is Mixy!\Splendid, absolutely splendid.\The puzzle was in pieces, and now it's becoming whole.\The slumbering wings awaken...\Perhaps it means the Wings of the Sun will be reborn. response:	So the used trash Eve was good for something after all.
context: Mix!!\Wrong.\My name... is Mixy!\Splendid, absolutely splendid.\The puzzle was in pieces, and now it's becoming whole.\The slumbering wings awaken...\Perhaps it means the Wings of the Sun will be reborn.\So the used trash Eve was good for something after all. response:	Your awakening will come soon, little puzzle piece.
context: Wrong.\My name... is Mixy!\Splendid, absolutely splendid.\The puzzle was in pieces, and now it's becoming whole.\The slumbering wings awaken...\Perhaps it means the Wings of the Sun will be reborn.\So the used trash Eve was good for something after all.\Your awakening will come soon, little puzzle piece. response:	Return to where everything began,
context: My name... is Mixy!\Splendid, absolutely splendid.\The puzzle was in pieces, and now it's becoming whole.\The slumbering wings awaken...\Perhaps it means the Wings of the Sun will be reborn.\So the used trash Eve was good for something after all.\Your awakening will come soon, little puzzle piece.\Return to where everything began, response:	and the last puzzle will be complete.
context: Splendid, absolutely splendid.\The puzzle was in pieces, and now it's becoming whole.\The slumbering wings awaken...\Perhaps it means the Wings of the Sun will be reborn.\So the used trash Eve was good for something after all.\Your awakening will come soon, little puzzle piece.\Return to where everything began,\and the last puzzle will be complete. response:	If you could go back to where everything began
context: The puzzle was in pieces, and now it's becoming whole.\The slumbering wings awaken...\Perhaps it means the Wings of the Sun will be reborn.\So the used trash Eve was good for something after all.\Your awakening will come soon, little puzzle piece.\Return to where everything began,\and the last puzzle will be complete.\If you could go back to where everything began response:	and rewind it all like it never happened...
context: The slumbering wings awaken...\Perhaps it means the Wings of the Sun will be reborn.\So the used trash Eve was good for something after all.\Your awakening will come soon, little puzzle piece.\Return to where everything began,\and the last puzzle will be complete.\If you could go back to where everything began\and rewind it all like it never happened... response:	There's so much I've lost, so much I'm going to lose.
context: Perhaps it means the Wings of the Sun will be reborn.\So the used trash Eve was good for something after all.\Your awakening will come soon, little puzzle piece.\Return to where everything began,\and the last puzzle will be complete.\If you could go back to where everything began\and rewind it all like it never happened...\There's so much I've lost, so much I'm going to lose. response:	I can't take it.
context: So the used trash Eve was good for something after all.\Your awakening will come soon, little puzzle piece.\Return to where everything began,\and the last puzzle will be complete.\If you could go back to where everything began\and rewind it all like it never happened...\There's so much I've lost, so much I'm going to lose.\I can't take it. response:	Next time: Kiss.
context: Your awakening will come soon, little puzzle piece.\Return to where everything began,\and the last puzzle will be complete.\If you could go back to where everything began\and rewind it all like it never happened...\There's so much I've lost, so much I'm going to lose.\I can't take it.\Next time: Kiss. response:	zetsubouteki ni kimi wa kirei sa
context: Return to where everything began,\and the last puzzle will be complete.\If you could go back to where everything began\and rewind it all like it never happened...\There's so much I've lost, so much I'm going to lose.\I can't take it.\Next time: Kiss.\zetsubouteki ni kimi wa kirei sa response:	hanten suru sekai no kattou ni aishiaou
context: and the last puzzle will be complete.\If you could go back to where everything began\and rewind it all like it never happened...\There's so much I've lost, so much I'm going to lose.\I can't take it.\Next time: Kiss.\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou response:	bokura ga miteru sekai wa itsudemo sakasama de
context: If you could go back to where everything began\and rewind it all like it never happened...\There's so much I've lost, so much I'm going to lose.\I can't take it.\Next time: Kiss.\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de response:	doushiyou mo nai koto de taigai kimatteku
context: and rewind it all like it never happened...\There's so much I've lost, so much I'm going to lose.\I can't take it.\Next time: Kiss.\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku response:	namida suru hodo kizu tsuku hitomi
context: There's so much I've lost, so much I'm going to lose.\I can't take it.\Next time: Kiss.\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi response:	kokoro de sakebi nagara
context: I can't take it.\Next time: Kiss.\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara response:	tada atteitai saigo no futari masarenai mama
context: Next time: Kiss.\zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama response:	byouyomi ga kikoetekuru
context: zetsubouteki ni kimi wa kirei sa\hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru response:	zetsubouteki ni kimi wa kirei sa
context: hanten suru sekai no kattou ni aishiaou\bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa response:	sutareyuku doubutsu mitai ni aishiaou
context: bokura ga miteru sekai wa itsudemo sakasama de\doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou response:	nakitai kurai kimi wa kirei sa
context: doushiyou mo nai koto de taigai kimatteku\namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa response:	hanten suru sekai no kattou ni kanjitai yo
context: namida suru hodo kizu tsuku hitomi\kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo response:	You're so beautiful it's depressing
context: kokoro de sakebi nagara\tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing response:	Let's love one another amidst the chaos in this backwards world
context: tada atteitai saigo no futari masarenai mama\byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world response:	This world of ours moves in reverse
context: byouyomi ga kikoetekuru\zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse response:	controlled by forces we can't even touch
context: zetsubouteki ni kimi wa kirei sa\sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch response:	There is pain in your eyes so deep I want to cry
context: sutareyuku doubutsu mitai ni aishiaou\nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry response:	Screaming from my heart
context: nakitai kurai kimi wa kirei sa\hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart response:	The last couple who desire each other cannot be together
context: hanten suru sekai no kattou ni kanjitai yo\You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together response:	And time is running out
context: You're so beautiful it's depressing\Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out response:	You're so beautiful it's depressing
context: Let's love one another amidst the chaos in this backwards world\This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing response:	Let's love one another like abandoned animals
context: This world of ours moves in reverse\controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals response:	You're so beautiful I want to cry
context: controlled by forces we can't even touch\There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry response:	Let's love one another amidst the chaos in this backwards world
context: There is pain in your eyes so deep I want to cry\Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world response:	kimi he tsuzuku sakamichi ni
context: Screaming from my heart\The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni response:	shiroi hana ga saiteta
context: The last couple who desire each other cannot be together\And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta response:	yume kara sameta ato mo kanashii sora miteta
context: And time is running out\You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta response:	kono kimochi happa no ue ni susunderu
context: You're so beautiful it's depressing\Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu response:	asatsuyu wo ochiru oto ni mimi wo sumaseteru no
context: Let's love one another like abandoned animals\You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no response:	kamisama anata ga tsukutta sekai wa kanpeki ja nai
context: You're so beautiful I want to cry\Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai response:	koko de wa mainichi koi ga boroboro shindeku
context: Let's love one another amidst the chaos in this backwards world\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku response:	hajimete suki ni natta no wo anata wa shiranai deshou
context: kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou response:	chikyuu no uragawa de ii kara soba ni ite hoshikatta
context: shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta response:	watashi wo wasuretemo ii kara soba ni ite hoshikatta
context: yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta response:	There were white flowers growing
context: kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing response:	on the road on the hill that leads to you
context: asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you response:	When I woke from the dream, the sky still looked sad
context: kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad response:	My feelings drift on a leaf in the wind
context: koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind response:	I'm straining my ears for the sound of the dew falling
context: hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling response:	God in Heaven, this world You made is far from perfect
context: chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect response:	Down here, love is shattered day by day
context: watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day response:	You don't know what it's like to fall in love for the first time
context: There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time response:	Let it be on the other end of the world, but I wanted to be with him
context: on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him response:	Even if You were to forget me, I wanted to be with him
context: When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him response:	kimi he tsuzuku sakamichi ni
context: My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni response:	shiroi hana ga saiteta
context: I'm straining my ears for the sound of the dew falling\God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta response:	yume kara sameta ato mo kanashii sora miteta
context: God in Heaven, this world You made is far from perfect\Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta response:	kono kimochi happa no ue ni susunderu
context: Down here, love is shattered day by day\You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu response:	asatsuyu wo ochiru oto ni mimi wo sumaseteru no
context: You don't know what it's like to fall in love for the first time\Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no response:	kamisama anata ga tsukutta sekai wa kanpeki ja nai
context: Let it be on the other end of the world, but I wanted to be with him\Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai response:	koko de wa mainichi koi ga boroboro shindeku
context: Even if You were to forget me, I wanted to be with him\kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku response:	hajimete suki ni natta no wo anata wa shiranai deshou
context: kimi he tsuzuku sakamichi ni\shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou response:	chikyuu no uragawa de ii kara soba ni ite hoshikatta
context: shiroi hana ga saiteta\yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta response:	watashi wo wasuretemo ii kara soba ni ite hoshikatta
context: yume kara sameta ato mo kanashii sora miteta\kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta response:	There were white flowers growing
context: kono kimochi happa no ue ni susunderu\asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing response:	on the road on the hill that leads to you
context: asatsuyu wo ochiru oto ni mimi wo sumaseteru no\kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you response:	When I woke from the dream, the sky still looked sad
context: kamisama anata ga tsukutta sekai wa kanpeki ja nai\koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad response:	My feelings drift on a leaf in the wind
context: koko de wa mainichi koi ga boroboro shindeku\hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind response:	I'm straining my ears for the sound of the dew falling
context: hajimete suki ni natta no wo anata wa shiranai deshou\chikyuu no uragawa de ii kara soba ni ite hoshikatta\watashi wo wasuretemo ii kara soba ni ite hoshikatta\There were white flowers growing\on the road on the hill that leads to you\When I woke from the dream, the sky still looked sad\My feelings drift on a leaf in the wind\I'm straining my ears for the sound of the dew falling response:	God in Heaven, this world You made is far from perfect
