context: SIGNS oh god timer why did you do the op credits response:	OP
context: If I were, I'd be responsible for everything, and everyone would complain to me.\I'd never be able to do it without wiping my memory.\But I accept that there's something I can do.\He accepts becoming a king...\My Iinuma thought he'd be able to enjoy the rest of his life after retiring from government,\but he became Prime Minister again at the request of those around him.\Even still, he wasn't able to do anything, and just passed on.\Even if you are Iinuma's son, the road ahead won't be easy. response:	You'll be even more powerless than you were as a terrorist.
context: I'd never be able to do it without wiping my memory.\But I accept that there's something I can do.\He accepts becoming a king...\My Iinuma thought he'd be able to enjoy the rest of his life after retiring from government,\but he became Prime Minister again at the request of those around him.\Even still, he wasn't able to do anything, and just passed on.\Even if you are Iinuma's son, the road ahead won't be easy.\You'll be even more powerless than you were as a terrorist. response:	Yes.
context: But I accept that there's something I can do.\He accepts becoming a king...\My Iinuma thought he'd be able to enjoy the rest of his life after retiring from government,\but he became Prime Minister again at the request of those around him.\Even still, he wasn't able to do anything, and just passed on.\Even if you are Iinuma's son, the road ahead won't be easy.\You'll be even more powerless than you were as a terrorist.\Yes. response:	But I still can't give up until I teach the people who just keep on passing the buck a lesson.
context: He accepts becoming a king...\My Iinuma thought he'd be able to enjoy the rest of his life after retiring from government,\but he became Prime Minister again at the request of those around him.\Even still, he wasn't able to do anything, and just passed on.\Even if you are Iinuma's son, the road ahead won't be easy.\You'll be even more powerless than you were as a terrorist.\Yes.\But I still can't give up until I teach the people who just keep on passing the buck a lesson. response:	Mononobe?
context: My Iinuma thought he'd be able to enjoy the rest of his life after retiring from government,\but he became Prime Minister again at the request of those around him.\Even still, he wasn't able to do anything, and just passed on.\Even if you are Iinuma's son, the road ahead won't be easy.\You'll be even more powerless than you were as a terrorist.\Yes.\But I still can't give up until I teach the people who just keep on passing the buck a lesson.\Mononobe? response:	How could he know -
context: but he became Prime Minister again at the request of those around him.\Even still, he wasn't able to do anything, and just passed on.\Even if you are Iinuma's son, the road ahead won't be easy.\You'll be even more powerless than you were as a terrorist.\Yes.\But I still can't give up until I teach the people who just keep on passing the buck a lesson.\Mononobe?\How could he know - response:	Mononobe? Maybe he's here to meet me.
context: Even still, he wasn't able to do anything, and just passed on.\Even if you are Iinuma's son, the road ahead won't be easy.\You'll be even more powerless than you were as a terrorist.\Yes.\But I still can't give up until I teach the people who just keep on passing the buck a lesson.\Mononobe?\How could he know -\Mononobe? Maybe he's here to meet me. response:	Yes, I believe he said so.
context: Even if you are Iinuma's son, the road ahead won't be easy.\You'll be even more powerless than you were as a terrorist.\Yes.\But I still can't give up until I teach the people who just keep on passing the buck a lesson.\Mononobe?\How could he know -\Mononobe? Maybe he's here to meet me.\Yes, I believe he said so. response:	I simply don't know what's happening.
context: You'll be even more powerless than you were as a terrorist.\Yes.\But I still can't give up until I teach the people who just keep on passing the buck a lesson.\Mononobe?\How could he know -\Mononobe? Maybe he's here to meet me.\Yes, I believe he said so.\I simply don't know what's happening. response:	I'm sorry.
context: Yes.\But I still can't give up until I teach the people who just keep on passing the buck a lesson.\Mononobe?\How could he know -\Mononobe? Maybe he's here to meet me.\Yes, I believe he said so.\I simply don't know what's happening.\I'm sorry. response:	Very well. Use the study.
context: But I still can't give up until I teach the people who just keep on passing the buck a lesson.\Mononobe?\How could he know -\Mononobe? Maybe he's here to meet me.\Yes, I believe he said so.\I simply don't know what's happening.\I'm sorry.\Very well. Use the study. response:	But keep in mind, I'm participating in hearings about you tomorrow.
context: Mononobe?\How could he know -\Mononobe? Maybe he's here to meet me.\Yes, I believe he said so.\I simply don't know what's happening.\I'm sorry.\Very well. Use the study.\But keep in mind, I'm participating in hearings about you tomorrow. response:	Even if I'm entertaining the notion that you're Iinuma's illegitimate son...
context: How could he know -\Mononobe? Maybe he's here to meet me.\Yes, I believe he said so.\I simply don't know what's happening.\I'm sorry.\Very well. Use the study.\But keep in mind, I'm participating in hearings about you tomorrow.\Even if I'm entertaining the notion that you're Iinuma's illegitimate son... response:	Even though I concealed you here...
context: Mononobe? Maybe he's here to meet me.\Yes, I believe he said so.\I simply don't know what's happening.\I'm sorry.\Very well. Use the study.\But keep in mind, I'm participating in hearings about you tomorrow.\Even if I'm entertaining the notion that you're Iinuma's illegitimate son...\Even though I concealed you here... response:	I must accuse you of terrorism.
context: Yes, I believe he said so.\I simply don't know what's happening.\I'm sorry.\Very well. Use the study.\But keep in mind, I'm participating in hearings about you tomorrow.\Even if I'm entertaining the notion that you're Iinuma's illegitimate son...\Even though I concealed you here...\I must accuse you of terrorism. response:	I understand. That's okay.
context: I simply don't know what's happening.\I'm sorry.\Very well. Use the study.\But keep in mind, I'm participating in hearings about you tomorrow.\Even if I'm entertaining the notion that you're Iinuma's illegitimate son...\Even though I concealed you here...\I must accuse you of terrorism.\I understand. That's okay. response:	So he hasn't been seen in almost 30 years...
context: I'm sorry.\Very well. Use the study.\But keep in mind, I'm participating in hearings about you tomorrow.\Even if I'm entertaining the notion that you're Iinuma's illegitimate son...\Even though I concealed you here...\I must accuse you of terrorism.\I understand. That's okay.\So he hasn't been seen in almost 30 years... response:	You're a tough one.
context: Very well. Use the study.\But keep in mind, I'm participating in hearings about you tomorrow.\Even if I'm entertaining the notion that you're Iinuma's illegitimate son...\Even though I concealed you here...\I must accuse you of terrorism.\I understand. That's okay.\So he hasn't been seen in almost 30 years...\You're a tough one. response:	I never expected even Juiz to take an interest.
context: But keep in mind, I'm participating in hearings about you tomorrow.\Even if I'm entertaining the notion that you're Iinuma's illegitimate son...\Even though I concealed you here...\I must accuse you of terrorism.\I understand. That's okay.\So he hasn't been seen in almost 30 years...\You're a tough one.\I never expected even Juiz to take an interest. response:	And you've managed to counter even my most indirect requests
context: Even if I'm entertaining the notion that you're Iinuma's illegitimate son...\Even though I concealed you here...\I must accuse you of terrorism.\I understand. That's okay.\So he hasn't been seen in almost 30 years...\You're a tough one.\I never expected even Juiz to take an interest.\And you've managed to counter even my most indirect requests response:	and somehow turn things around.
context: Even though I concealed you here...\I must accuse you of terrorism.\I understand. That's okay.\So he hasn't been seen in almost 30 years...\You're a tough one.\I never expected even Juiz to take an interest.\And you've managed to counter even my most indirect requests\and somehow turn things around. response:	I've lost the game.
context: I must accuse you of terrorism.\I understand. That's okay.\So he hasn't been seen in almost 30 years...\You're a tough one.\I never expected even Juiz to take an interest.\And you've managed to counter even my most indirect requests\and somehow turn things around.\I've lost the game. response:	Did you just come here to say that?
context: I understand. That's okay.\So he hasn't been seen in almost 30 years...\You're a tough one.\I never expected even Juiz to take an interest.\And you've managed to counter even my most indirect requests\and somehow turn things around.\I've lost the game.\Did you just come here to say that? response:	Because of that, I have a request for you, too.
context: So he hasn't been seen in almost 30 years...\You're a tough one.\I never expected even Juiz to take an interest.\And you've managed to counter even my most indirect requests\and somehow turn things around.\I've lost the game.\Did you just come here to say that?\Because of that, I have a request for you, too. response:	Shall we withdraw from this game?
context: You're a tough one.\I never expected even Juiz to take an interest.\And you've managed to counter even my most indirect requests\and somehow turn things around.\I've lost the game.\Did you just come here to say that?\Because of that, I have a request for you, too.\Shall we withdraw from this game? response:	Even before I became a bureaucrat, I pondered what I'd like to do with this country.
context: I never expected even Juiz to take an interest.\And you've managed to counter even my most indirect requests\and somehow turn things around.\I've lost the game.\Did you just come here to say that?\Because of that, I have a request for you, too.\Shall we withdraw from this game?\Even before I became a bureaucrat, I pondered what I'd like to do with this country. response:	But when it came to be, I found problem after problem piled up,
context: And you've managed to counter even my most indirect requests\and somehow turn things around.\I've lost the game.\Did you just come here to say that?\Because of that, I have a request for you, too.\Shall we withdraw from this game?\Even before I became a bureaucrat, I pondered what I'd like to do with this country.\But when it came to be, I found problem after problem piled up, response:	to the degree that even a bureaucrat's powers couldn't solve them legitimately.
context: and somehow turn things around.\I've lost the game.\Did you just come here to say that?\Because of that, I have a request for you, too.\Shall we withdraw from this game?\Even before I became a bureaucrat, I pondered what I'd like to do with this country.\But when it came to be, I found problem after problem piled up,\to the degree that even a bureaucrat's powers couldn't solve them legitimately. response:	That's why I decided to wait for the government to destroy itself.
context: I've lost the game.\Did you just come here to say that?\Because of that, I have a request for you, too.\Shall we withdraw from this game?\Even before I became a bureaucrat, I pondered what I'd like to do with this country.\But when it came to be, I found problem after problem piled up,\to the degree that even a bureaucrat's powers couldn't solve them legitimately.\That's why I decided to wait for the government to destroy itself. response:	And that's when I got this.
context: Did you just come here to say that?\Because of that, I have a request for you, too.\Shall we withdraw from this game?\Even before I became a bureaucrat, I pondered what I'd like to do with this country.\But when it came to be, I found problem after problem piled up,\to the degree that even a bureaucrat's powers couldn't solve them legitimately.\That's why I decided to wait for the government to destroy itself.\And that's when I got this. response:	Er... Are you Ato Saizo?
context: Because of that, I have a request for you, too.\Shall we withdraw from this game?\Even before I became a bureaucrat, I pondered what I'd like to do with this country.\But when it came to be, I found problem after problem piled up,\to the degree that even a bureaucrat's powers couldn't solve them legitimately.\That's why I decided to wait for the government to destroy itself.\And that's when I got this.\Er... Are you Ato Saizo? response:	Who are you?
context: Shall we withdraw from this game?\Even before I became a bureaucrat, I pondered what I'd like to do with this country.\But when it came to be, I found problem after problem piled up,\to the degree that even a bureaucrat's powers couldn't solve them legitimately.\That's why I decided to wait for the government to destroy itself.\And that's when I got this.\Er... Are you Ato Saizo?\Who are you? response:	I'm Hirasawa. A friend of IX.
context: Even before I became a bureaucrat, I pondered what I'd like to do with this country.\But when it came to be, I found problem after problem piled up,\to the degree that even a bureaucrat's powers couldn't solve them legitimately.\That's why I decided to wait for the government to destroy itself.\And that's when I got this.\Er... Are you Ato Saizo?\Who are you?\I'm Hirasawa. A friend of IX. response:	I came to ask you something.
context: But when it came to be, I found problem after problem piled up,\to the degree that even a bureaucrat's powers couldn't solve them legitimately.\That's why I decided to wait for the government to destroy itself.\And that's when I got this.\Er... Are you Ato Saizo?\Who are you?\I'm Hirasawa. A friend of IX.\I came to ask you something. response:	Young man.
context: to the degree that even a bureaucrat's powers couldn't solve them legitimately.\That's why I decided to wait for the government to destroy itself.\And that's when I got this.\Er... Are you Ato Saizo?\Who are you?\I'm Hirasawa. A friend of IX.\I came to ask you something.\Young man. response:	If someone gave you ten billion yen and told you to improve this county, how would you use it?
context: That's why I decided to wait for the government to destroy itself.\And that's when I got this.\Er... Are you Ato Saizo?\Who are you?\I'm Hirasawa. A friend of IX.\I came to ask you something.\Young man.\If someone gave you ten billion yen and told you to improve this county, how would you use it? response:	Did you just pick the twelve SeleCao from among your passengers?
context: And that's when I got this.\Er... Are you Ato Saizo?\Who are you?\I'm Hirasawa. A friend of IX.\I came to ask you something.\Young man.\If someone gave you ten billion yen and told you to improve this county, how would you use it?\Did you just pick the twelve SeleCao from among your passengers? response:	Toshiko's such an inconvenience sometimes.
context: Er... Are you Ato Saizo?\Who are you?\I'm Hirasawa. A friend of IX.\I came to ask you something.\Young man.\If someone gave you ten billion yen and told you to improve this county, how would you use it?\Did you just pick the twelve SeleCao from among your passengers?\Toshiko's such an inconvenience sometimes. response:	And?
context: Who are you?\I'm Hirasawa. A friend of IX.\I came to ask you something.\Young man.\If someone gave you ten billion yen and told you to improve this county, how would you use it?\Did you just pick the twelve SeleCao from among your passengers?\Toshiko's such an inconvenience sometimes.\And? response:	What did you need?
context: I'm Hirasawa. A friend of IX.\I came to ask you something.\Young man.\If someone gave you ten billion yen and told you to improve this county, how would you use it?\Did you just pick the twelve SeleCao from among your passengers?\Toshiko's such an inconvenience sometimes.\And?\What did you need? response:	You don't intend to stop this game, no matter who asks, do you.
context: I came to ask you something.\Young man.\If someone gave you ten billion yen and told you to improve this county, how would you use it?\Did you just pick the twelve SeleCao from among your passengers?\Toshiko's such an inconvenience sometimes.\And?\What did you need?\You don't intend to stop this game, no matter who asks, do you. response:	Where does it even end?
context: Young man.\If someone gave you ten billion yen and told you to improve this county, how would you use it?\Did you just pick the twelve SeleCao from among your passengers?\Toshiko's such an inconvenience sometimes.\And?\What did you need?\You don't intend to stop this game, no matter who asks, do you.\Where does it even end? response:	When Ato asked me how I'd spend 10 billion yen,
context: If someone gave you ten billion yen and told you to improve this county, how would you use it?\Did you just pick the twelve SeleCao from among your passengers?\Toshiko's such an inconvenience sometimes.\And?\What did you need?\You don't intend to stop this game, no matter who asks, do you.\Where does it even end?\When Ato asked me how I'd spend 10 billion yen, response:	I told him what this country needs is a diet.
context: Did you just pick the twelve SeleCao from among your passengers?\Toshiko's such an inconvenience sometimes.\And?\What did you need?\You don't intend to stop this game, no matter who asks, do you.\Where does it even end?\When Ato asked me how I'd spend 10 billion yen,\I told him what this country needs is a diet. response:	Have the government take the lead in distributing useful talent,
context: Toshiko's such an inconvenience sometimes.\And?\What did you need?\You don't intend to stop this game, no matter who asks, do you.\Where does it even end?\When Ato asked me how I'd spend 10 billion yen,\I told him what this country needs is a diet.\Have the government take the lead in distributing useful talent, response:	and focus only on fields which improve our standing in the world.
context: And?\What did you need?\You don't intend to stop this game, no matter who asks, do you.\Where does it even end?\When Ato asked me how I'd spend 10 billion yen,\I told him what this country needs is a diet.\Have the government take the lead in distributing useful talent,\and focus only on fields which improve our standing in the world. response:	Make the country leaner, more agile.
context: What did you need?\You don't intend to stop this game, no matter who asks, do you.\Where does it even end?\When Ato asked me how I'd spend 10 billion yen,\I told him what this country needs is a diet.\Have the government take the lead in distributing useful talent,\and focus only on fields which improve our standing in the world.\Make the country leaner, more agile. response:	In order to achieve this swiftly, the government must be stripped to the bone.
context: You don't intend to stop this game, no matter who asks, do you.\Where does it even end?\When Ato asked me how I'd spend 10 billion yen,\I told him what this country needs is a diet.\Have the government take the lead in distributing useful talent,\and focus only on fields which improve our standing in the world.\Make the country leaner, more agile.\In order to achieve this swiftly, the government must be stripped to the bone. response:	And this led you to that missile attack?
context: Where does it even end?\When Ato asked me how I'd spend 10 billion yen,\I told him what this country needs is a diet.\Have the government take the lead in distributing useful talent,\and focus only on fields which improve our standing in the world.\Make the country leaner, more agile.\In order to achieve this swiftly, the government must be stripped to the bone.\And this led you to that missile attack? response:	Yes.
context: When Ato asked me how I'd spend 10 billion yen,\I told him what this country needs is a diet.\Have the government take the lead in distributing useful talent,\and focus only on fields which improve our standing in the world.\Make the country leaner, more agile.\In order to achieve this swiftly, the government must be stripped to the bone.\And this led you to that missile attack?\Yes. response:	But really, I didn't even need missiles.
context: I told him what this country needs is a diet.\Have the government take the lead in distributing useful talent,\and focus only on fields which improve our standing in the world.\Make the country leaner, more agile.\In order to achieve this swiftly, the government must be stripped to the bone.\And this led you to that missile attack?\Yes.\But really, I didn't even need missiles. response:	All the country needs is one big shock.
context: Have the government take the lead in distributing useful talent,\and focus only on fields which improve our standing in the world.\Make the country leaner, more agile.\In order to achieve this swiftly, the government must be stripped to the bone.\And this led you to that missile attack?\Yes.\But really, I didn't even need missiles.\All the country needs is one big shock. response:	Thus, I've no need for some magic phone.
context: and focus only on fields which improve our standing in the world.\Make the country leaner, more agile.\In order to achieve this swiftly, the government must be stripped to the bone.\And this led you to that missile attack?\Yes.\But really, I didn't even need missiles.\All the country needs is one big shock.\Thus, I've no need for some magic phone. response:	My connection and skill at negotiation will suffice.
context: Make the country leaner, more agile.\In order to achieve this swiftly, the government must be stripped to the bone.\And this led you to that missile attack?\Yes.\But really, I didn't even need missiles.\All the country needs is one big shock.\Thus, I've no need for some magic phone.\My connection and skill at negotiation will suffice. response:	Then, what I did...
context: In order to achieve this swiftly, the government must be stripped to the bone.\And this led you to that missile attack?\Yes.\But really, I didn't even need missiles.\All the country needs is one big shock.\Thus, I've no need for some magic phone.\My connection and skill at negotiation will suffice.\Then, what I did... response:	Your actions, and Yuuki's, fell neatly into my plan.
context: And this led you to that missile attack?\Yes.\But really, I didn't even need missiles.\All the country needs is one big shock.\Thus, I've no need for some magic phone.\My connection and skill at negotiation will suffice.\Then, what I did...\Your actions, and Yuuki's, fell neatly into my plan. response:	Thank you.
context: Yes.\But really, I didn't even need missiles.\All the country needs is one big shock.\Thus, I've no need for some magic phone.\My connection and skill at negotiation will suffice.\Then, what I did...\Your actions, and Yuuki's, fell neatly into my plan.\Thank you. response:	Why didn't you tell me?
context: But really, I didn't even need missiles.\All the country needs is one big shock.\Thus, I've no need for some magic phone.\My connection and skill at negotiation will suffice.\Then, what I did...\Your actions, and Yuuki's, fell neatly into my plan.\Thank you.\Why didn't you tell me? response:	I've been busting myself thinking I'll be killed if I don't play along with the game,
context: All the country needs is one big shock.\Thus, I've no need for some magic phone.\My connection and skill at negotiation will suffice.\Then, what I did...\Your actions, and Yuuki's, fell neatly into my plan.\Thank you.\Why didn't you tell me?\I've been busting myself thinking I'll be killed if I don't play along with the game, response:	but cooperating with other SeleCao will let us come up with better ideas!
context: Thus, I've no need for some magic phone.\My connection and skill at negotiation will suffice.\Then, what I did...\Your actions, and Yuuki's, fell neatly into my plan.\Thank you.\Why didn't you tell me?\I've been busting myself thinking I'll be killed if I don't play along with the game,\but cooperating with other SeleCao will let us come up with better ideas! response:	I'm a bit too stubborn for that.
context: My connection and skill at negotiation will suffice.\Then, what I did...\Your actions, and Yuuki's, fell neatly into my plan.\Thank you.\Why didn't you tell me?\I've been busting myself thinking I'll be killed if I don't play along with the game,\but cooperating with other SeleCao will let us come up with better ideas!\I'm a bit too stubborn for that. response:	Then you should become Prime Minister, Mononobe.
context: Then, what I did...\Your actions, and Yuuki's, fell neatly into my plan.\Thank you.\Why didn't you tell me?\I've been busting myself thinking I'll be killed if I don't play along with the game,\but cooperating with other SeleCao will let us come up with better ideas!\I'm a bit too stubborn for that.\Then you should become Prime Minister, Mononobe. response:	You're a lot better fit for the job than I am, anyway.
context: Your actions, and Yuuki's, fell neatly into my plan.\Thank you.\Why didn't you tell me?\I've been busting myself thinking I'll be killed if I don't play along with the game,\but cooperating with other SeleCao will let us come up with better ideas!\I'm a bit too stubborn for that.\Then you should become Prime Minister, Mononobe.\You're a lot better fit for the job than I am, anyway. response:	I'm opening the gates.
context: Thank you.\Why didn't you tell me?\I've been busting myself thinking I'll be killed if I don't play along with the game,\but cooperating with other SeleCao will let us come up with better ideas!\I'm a bit too stubborn for that.\Then you should become Prime Minister, Mononobe.\You're a lot better fit for the job than I am, anyway.\I'm opening the gates. response:	No one's looking, we'll be fine.
context: Why didn't you tell me?\I've been busting myself thinking I'll be killed if I don't play along with the game,\but cooperating with other SeleCao will let us come up with better ideas!\I'm a bit too stubborn for that.\Then you should become Prime Minister, Mononobe.\You're a lot better fit for the job than I am, anyway.\I'm opening the gates.\No one's looking, we'll be fine. response:	Where's Takizawa?
context: I've been busting myself thinking I'll be killed if I don't play along with the game,\but cooperating with other SeleCao will let us come up with better ideas!\I'm a bit too stubborn for that.\Then you should become Prime Minister, Mononobe.\You're a lot better fit for the job than I am, anyway.\I'm opening the gates.\No one's looking, we'll be fine.\Where's Takizawa? response:	He went in the mansion, and hasn't come out.
context: but cooperating with other SeleCao will let us come up with better ideas!\I'm a bit too stubborn for that.\Then you should become Prime Minister, Mononobe.\You're a lot better fit for the job than I am, anyway.\I'm opening the gates.\No one's looking, we'll be fine.\Where's Takizawa?\He went in the mansion, and hasn't come out. response:	Did you find his mother?
context: I'm a bit too stubborn for that.\Then you should become Prime Minister, Mononobe.\You're a lot better fit for the job than I am, anyway.\I'm opening the gates.\No one's looking, we'll be fine.\Where's Takizawa?\He went in the mansion, and hasn't come out.\Did you find his mother? response:	I need to tell him about it directly.
context: Then you should become Prime Minister, Mononobe.\You're a lot better fit for the job than I am, anyway.\I'm opening the gates.\No one's looking, we'll be fine.\Where's Takizawa?\He went in the mansion, and hasn't come out.\Did you find his mother?\I need to tell him about it directly. response:	If you become Prime Minister,
context: You're a lot better fit for the job than I am, anyway.\I'm opening the gates.\No one's looking, we'll be fine.\Where's Takizawa?\He went in the mansion, and hasn't come out.\Did you find his mother?\I need to tell him about it directly.\If you become Prime Minister, response:	I'll happily quit this game and support you.
context: I'm opening the gates.\No one's looking, we'll be fine.\Where's Takizawa?\He went in the mansion, and hasn't come out.\Did you find his mother?\I need to tell him about it directly.\If you become Prime Minister,\I'll happily quit this game and support you. response:	Sorry, but I'm not interested in being a PM or a king.
context: No one's looking, we'll be fine.\Where's Takizawa?\He went in the mansion, and hasn't come out.\Did you find his mother?\I need to tell him about it directly.\If you become Prime Minister,\I'll happily quit this game and support you.\Sorry, but I'm not interested in being a PM or a king. response:	The populace are nothing but a hundred million egoists.
context: Where's Takizawa?\He went in the mansion, and hasn't come out.\Did you find his mother?\I need to tell him about it directly.\If you become Prime Minister,\I'll happily quit this game and support you.\Sorry, but I'm not interested in being a PM or a king.\The populace are nothing but a hundred million egoists. response:	You should know that very well.
context: He went in the mansion, and hasn't come out.\Did you find his mother?\I need to tell him about it directly.\If you become Prime Minister,\I'll happily quit this game and support you.\Sorry, but I'm not interested in being a PM or a king.\The populace are nothing but a hundred million egoists.\You should know that very well. response:	Modern Prime Ministers are nothing but scapegoats.
context: Did you find his mother?\I need to tell him about it directly.\If you become Prime Minister,\I'll happily quit this game and support you.\Sorry, but I'm not interested in being a PM or a king.\The populace are nothing but a hundred million egoists.\You should know that very well.\Modern Prime Ministers are nothing but scapegoats. response:	Gaining freedom for themselves, they become only an outlet for the citizens who lack it.
context: I need to tell him about it directly.\If you become Prime Minister,\I'll happily quit this game and support you.\Sorry, but I'm not interested in being a PM or a king.\The populace are nothing but a hundred million egoists.\You should know that very well.\Modern Prime Ministers are nothing but scapegoats.\Gaining freedom for themselves, they become only an outlet for the citizens who lack it. response:	Even Iinuma Seijiro sacrificed himself to no avail.
context: If you become Prime Minister,\I'll happily quit this game and support you.\Sorry, but I'm not interested in being a PM or a king.\The populace are nothing but a hundred million egoists.\You should know that very well.\Modern Prime Ministers are nothing but scapegoats.\Gaining freedom for themselves, they become only an outlet for the citizens who lack it.\Even Iinuma Seijiro sacrificed himself to no avail. response:	Then how do you plan on making this country leaner and more agile?
context: I'll happily quit this game and support you.\Sorry, but I'm not interested in being a PM or a king.\The populace are nothing but a hundred million egoists.\You should know that very well.\Modern Prime Ministers are nothing but scapegoats.\Gaining freedom for themselves, they become only an outlet for the citizens who lack it.\Even Iinuma Seijiro sacrificed himself to no avail.\Then how do you plan on making this country leaner and more agile? response:	First. Take the citizens' freedom without them realizing.
context: Sorry, but I'm not interested in being a PM or a king.\The populace are nothing but a hundred million egoists.\You should know that very well.\Modern Prime Ministers are nothing but scapegoats.\Gaining freedom for themselves, they become only an outlet for the citizens who lack it.\Even Iinuma Seijiro sacrificed himself to no avail.\Then how do you plan on making this country leaner and more agile?\First. Take the citizens' freedom without them realizing. response:	Even though they're so irresponsible and indecisive,
context: The populace are nothing but a hundred million egoists.\You should know that very well.\Modern Prime Ministers are nothing but scapegoats.\Gaining freedom for themselves, they become only an outlet for the citizens who lack it.\Even Iinuma Seijiro sacrificed himself to no avail.\Then how do you plan on making this country leaner and more agile?\First. Take the citizens' freedom without them realizing.\Even though they're so irresponsible and indecisive, response:	they hate having the will of others imposed on them.
context: You should know that very well.\Modern Prime Ministers are nothing but scapegoats.\Gaining freedom for themselves, they become only an outlet for the citizens who lack it.\Even Iinuma Seijiro sacrificed himself to no avail.\Then how do you plan on making this country leaner and more agile?\First. Take the citizens' freedom without them realizing.\Even though they're so irresponsible and indecisive,\they hate having the will of others imposed on them. response:	Thus, my first step in changing the country would be the revival of the Home Ministry.
context: Modern Prime Ministers are nothing but scapegoats.\Gaining freedom for themselves, they become only an outlet for the citizens who lack it.\Even Iinuma Seijiro sacrificed himself to no avail.\Then how do you plan on making this country leaner and more agile?\First. Take the citizens' freedom without them realizing.\Even though they're so irresponsible and indecisive,\they hate having the will of others imposed on them.\Thus, my first step in changing the country would be the revival of the Home Ministry. response:	The Home Ministry?
context: Gaining freedom for themselves, they become only an outlet for the citizens who lack it.\Even Iinuma Seijiro sacrificed himself to no avail.\Then how do you plan on making this country leaner and more agile?\First. Take the citizens' freedom without them realizing.\Even though they're so irresponsible and indecisive,\they hate having the will of others imposed on them.\Thus, my first step in changing the country would be the revival of the Home Ministry.\The Home Ministry? response:	You don't even know that, and you think you can be Prime Minister?
context: Even Iinuma Seijiro sacrificed himself to no avail.\Then how do you plan on making this country leaner and more agile?\First. Take the citizens' freedom without them realizing.\Even though they're so irresponsible and indecisive,\they hate having the will of others imposed on them.\Thus, my first step in changing the country would be the revival of the Home Ministry.\The Home Ministry?\You don't even know that, and you think you can be Prime Minister? response:	Hello?
context: Then how do you plan on making this country leaner and more agile?\First. Take the citizens' freedom without them realizing.\Even though they're so irresponsible and indecisive,\they hate having the will of others imposed on them.\Thus, my first step in changing the country would be the revival of the Home Ministry.\The Home Ministry?\You don't even know that, and you think you can be Prime Minister?\Hello? response:	Hello, Takizawa?
context: First. Take the citizens' freedom without them realizing.\Even though they're so irresponsible and indecisive,\they hate having the will of others imposed on them.\Thus, my first step in changing the country would be the revival of the Home Ministry.\The Home Ministry?\You don't even know that, and you think you can be Prime Minister?\Hello?\Hello, Takizawa? response:	Saki?
context: Even though they're so irresponsible and indecisive,\they hate having the will of others imposed on them.\Thus, my first step in changing the country would be the revival of the Home Ministry.\The Home Ministry?\You don't even know that, and you think you can be Prime Minister?\Hello?\Hello, Takizawa?\Saki? response:	Sorry I didn't call you yet.
context: they hate having the will of others imposed on them.\Thus, my first step in changing the country would be the revival of the Home Ministry.\The Home Ministry?\You don't even know that, and you think you can be Prime Minister?\Hello?\Hello, Takizawa?\Saki?\Sorry I didn't call you yet. response:	It's about your mother.
context: Thus, my first step in changing the country would be the revival of the Home Ministry.\The Home Ministry?\You don't even know that, and you think you can be Prime Minister?\Hello?\Hello, Takizawa?\Saki?\Sorry I didn't call you yet.\It's about your mother. response:	How'd it go?
context: The Home Ministry?\You don't even know that, and you think you can be Prime Minister?\Hello?\Hello, Takizawa?\Saki?\Sorry I didn't call you yet.\It's about your mother.\How'd it go? response:	I found her. The woman you mentioned really was your mother.
context: You don't even know that, and you think you can be Prime Minister?\Hello?\Hello, Takizawa?\Saki?\Sorry I didn't call you yet.\It's about your mother.\How'd it go?\I found her. The woman you mentioned really was your mother. response:	She runs a pub in Mishuku.
context: Hello?\Hello, Takizawa?\Saki?\Sorry I didn't call you yet.\It's about your mother.\How'd it go?\I found her. The woman you mentioned really was your mother.\She runs a pub in Mishuku. response:	Really?
context: Hello, Takizawa?\Saki?\Sorry I didn't call you yet.\It's about your mother.\How'd it go?\I found her. The woman you mentioned really was your mother.\She runs a pub in Mishuku.\Really? response:	Yeah.
context: Saki?\Sorry I didn't call you yet.\It's about your mother.\How'd it go?\I found her. The woman you mentioned really was your mother.\She runs a pub in Mishuku.\Really?\Yeah. response:	Her name's Iwashita Aya.
context: Sorry I didn't call you yet.\It's about your mother.\How'd it go?\I found her. The woman you mentioned really was your mother.\She runs a pub in Mishuku.\Really?\Yeah.\Her name's Iwashita Aya. response:	I think she was Prime Minister Iinuma's mistress when he was only an MP.
context: It's about your mother.\How'd it go?\I found her. The woman you mentioned really was your mother.\She runs a pub in Mishuku.\Really?\Yeah.\Her name's Iwashita Aya.\I think she was Prime Minister Iinuma's mistress when he was only an MP. response:	She said he paid her rent at the hotel in New York.
context: How'd it go?\I found her. The woman you mentioned really was your mother.\She runs a pub in Mishuku.\Really?\Yeah.\Her name's Iwashita Aya.\I think she was Prime Minister Iinuma's mistress when he was only an MP.\She said he paid her rent at the hotel in New York. response:	I think she lived there twenty years ago.
context: I found her. The woman you mentioned really was your mother.\She runs a pub in Mishuku.\Really?\Yeah.\Her name's Iwashita Aya.\I think she was Prime Minister Iinuma's mistress when he was only an MP.\She said he paid her rent at the hotel in New York.\I think she lived there twenty years ago. response:	I found a picture of her in New York with Prime Minister Iinuma while she was pregnant, too.
