context: That photo just now... response:	Was that Chitoge-chan?
context: This girl is the one I made the promise with?\Dad! Where are you, Dad?\I've found the photo!\So who is this girl, anyway?\Hey, Young Master.\If you're looking for your dad, he just went out.\Come to think of it, the girl in the photo Raku was talking about...\Isn't she the same kid? response:	Damn it! Just when I thought I was about to learn who she was,
context: Dad! Where are you, Dad?\I've found the photo!\So who is this girl, anyway?\Hey, Young Master.\If you're looking for your dad, he just went out.\Come to think of it, the girl in the photo Raku was talking about...\Isn't she the same kid?\Damn it! Just when I thought I was about to learn who she was, response:	the mystery got even more baffling.
context: I've found the photo!\So who is this girl, anyway?\Hey, Young Master.\If you're looking for your dad, he just went out.\Come to think of it, the girl in the photo Raku was talking about...\Isn't she the same kid?\Damn it! Just when I thought I was about to learn who she was,\the mystery got even more baffling. response:	What the hell is going on here?
context: So who is this girl, anyway?\Hey, Young Master.\If you're looking for your dad, he just went out.\Come to think of it, the girl in the photo Raku was talking about...\Isn't she the same kid?\Damn it! Just when I thought I was about to learn who she was,\the mystery got even more baffling.\What the hell is going on here? response:	The photos from the field trip are ready!
context: Hey, Young Master.\If you're looking for your dad, he just went out.\Come to think of it, the girl in the photo Raku was talking about...\Isn't she the same kid?\Damn it! Just when I thought I was about to learn who she was,\the mystery got even more baffling.\What the hell is going on here?\The photos from the field trip are ready! response:	Come pick them up in student-number order!
context: If you're looking for your dad, he just went out.\Come to think of it, the girl in the photo Raku was talking about...\Isn't she the same kid?\Damn it! Just when I thought I was about to learn who she was,\the mystery got even more baffling.\What the hell is going on here?\The photos from the field trip are ready!\Come pick them up in student-number order! response:	They're here!
context: Come to think of it, the girl in the photo Raku was talking about...\Isn't she the same kid?\Damn it! Just when I thought I was about to learn who she was,\the mystery got even more baffling.\What the hell is going on here?\The photos from the field trip are ready!\Come pick them up in student-number order!\They're here! response:	So it wasn't either Onodera or Kirisaki that I made the promise with?
context: Isn't she the same kid?\Damn it! Just when I thought I was about to learn who she was,\the mystery got even more baffling.\What the hell is going on here?\The photos from the field trip are ready!\Come pick them up in student-number order!\They're here!\So it wasn't either Onodera or Kirisaki that I made the promise with? response:	But I don't remember that girl at all.
context: Damn it! Just when I thought I was about to learn who she was,\the mystery got even more baffling.\What the hell is going on here?\The photos from the field trip are ready!\Come pick them up in student-number order!\They're here!\So it wasn't either Onodera or Kirisaki that I made the promise with?\But I don't remember that girl at all. response:	Then I wonder if those two...
context: the mystery got even more baffling.\What the hell is going on here?\The photos from the field trip are ready!\Come pick them up in student-number order!\They're here!\So it wasn't either Onodera or Kirisaki that I made the promise with?\But I don't remember that girl at all.\Then I wonder if those two... response:	Show me!
context: What the hell is going on here?\The photos from the field trip are ready!\Come pick them up in student-number order!\They're here!\So it wasn't either Onodera or Kirisaki that I made the promise with?\But I don't remember that girl at all.\Then I wonder if those two...\Show me! response:	Come on! Oh, this is just... Um...
context: The photos from the field trip are ready!\Come pick them up in student-number order!\They're here!\So it wasn't either Onodera or Kirisaki that I made the promise with?\But I don't remember that girl at all.\Then I wonder if those two...\Show me!\Come on! Oh, this is just... Um... response:	Should I ask them?
context: Come pick them up in student-number order!\They're here!\So it wasn't either Onodera or Kirisaki that I made the promise with?\But I don't remember that girl at all.\Then I wonder if those two...\Show me!\Come on! Oh, this is just... Um...\Should I ask them? response:	But neither of them know that we met years ago.
context: They're here!\So it wasn't either Onodera or Kirisaki that I made the promise with?\But I don't remember that girl at all.\Then I wonder if those two...\Show me!\Come on! Oh, this is just... Um...\Should I ask them?\But neither of them know that we met years ago. response:	Although I'm sure I should tell them soon.
context: So it wasn't either Onodera or Kirisaki that I made the promise with?\But I don't remember that girl at all.\Then I wonder if those two...\Show me!\Come on! Oh, this is just... Um...\Should I ask them?\But neither of them know that we met years ago.\Although I'm sure I should tell them soon. response:	Yo, Raku! Which photos did you buy?
context: But I don't remember that girl at all.\Then I wonder if those two...\Show me!\Come on! Oh, this is just... Um...\Should I ask them?\But neither of them know that we met years ago.\Although I'm sure I should tell them soon.\Yo, Raku! Which photos did you buy? response:	Huh? Oh...
context: Then I wonder if those two...\Show me!\Come on! Oh, this is just... Um...\Should I ask them?\But neither of them know that we met years ago.\Although I'm sure I should tell them soon.\Yo, Raku! Which photos did you buy?\Huh? Oh... response:	Rain, huh?
context: Show me!\Come on! Oh, this is just... Um...\Should I ask them?\But neither of them know that we met years ago.\Although I'm sure I should tell them soon.\Yo, Raku! Which photos did you buy?\Huh? Oh...\Rain, huh? response:	Oh, crap...
context: Come on! Oh, this is just... Um...\Should I ask them?\But neither of them know that we met years ago.\Although I'm sure I should tell them soon.\Yo, Raku! Which photos did you buy?\Huh? Oh...\Rain, huh?\Oh, crap... response:	Hey, don't you have an umbrella?
context: Should I ask them?\But neither of them know that we met years ago.\Although I'm sure I should tell them soon.\Yo, Raku! Which photos did you buy?\Huh? Oh...\Rain, huh?\Oh, crap...\Hey, don't you have an umbrella? response:	Well, no.
context: But neither of them know that we met years ago.\Although I'm sure I should tell them soon.\Yo, Raku! Which photos did you buy?\Huh? Oh...\Rain, huh?\Oh, crap...\Hey, don't you have an umbrella?\Well, no. response:	This sucks! There was a show I wanted to watch when I got home, too.
context: Although I'm sure I should tell them soon.\Yo, Raku! Which photos did you buy?\Huh? Oh...\Rain, huh?\Oh, crap...\Hey, don't you have an umbrella?\Well, no.\This sucks! There was a show I wanted to watch when I got home, too. response:	I should've recorded it.
context: Yo, Raku! Which photos did you buy?\Huh? Oh...\Rain, huh?\Oh, crap...\Hey, don't you have an umbrella?\Well, no.\This sucks! There was a show I wanted to watch when I got home, too.\I should've recorded it. response:	Want to share mine? It's not far, so I'll walk you home.
context: Huh? Oh...\Rain, huh?\Oh, crap...\Hey, don't you have an umbrella?\Well, no.\This sucks! There was a show I wanted to watch when I got home, too.\I should've recorded it.\Want to share mine? It's not far, so I'll walk you home. response:	What a joke!
context: Rain, huh?\Oh, crap...\Hey, don't you have an umbrella?\Well, no.\This sucks! There was a show I wanted to watch when I got home, too.\I should've recorded it.\Want to share mine? It's not far, so I'll walk you home.\What a joke! response:	I'd rather go home soaking wet than share an umbrella with you!
context: Oh, crap...\Hey, don't you have an umbrella?\Well, no.\This sucks! There was a show I wanted to watch when I got home, too.\I should've recorded it.\Want to share mine? It's not far, so I'll walk you home.\What a joke!\I'd rather go home soaking wet than share an umbrella with you! response:	Oh, is that right?
context: Hey, don't you have an umbrella?\Well, no.\This sucks! There was a show I wanted to watch when I got home, too.\I should've recorded it.\Want to share mine? It's not far, so I'll walk you home.\What a joke!\I'd rather go home soaking wet than share an umbrella with you!\Oh, is that right? response:	See you!
context: Well, no.\This sucks! There was a show I wanted to watch when I got home, too.\I should've recorded it.\Want to share mine? It's not far, so I'll walk you home.\What a joke!\I'd rather go home soaking wet than share an umbrella with you!\Oh, is that right?\See you! response:	Yeah.
context: This sucks! There was a show I wanted to watch when I got home, too.\I should've recorded it.\Want to share mine? It's not far, so I'll walk you home.\What a joke!\I'd rather go home soaking wet than share an umbrella with you!\Oh, is that right?\See you!\Yeah. response:	You're gonna catch a cold, you know.
context: I should've recorded it.\Want to share mine? It's not far, so I'll walk you home.\What a joke!\I'd rather go home soaking wet than share an umbrella with you!\Oh, is that right?\See you!\Yeah.\You're gonna catch a cold, you know. response:	The rain's coming down harder.
context: Want to share mine? It's not far, so I'll walk you home.\What a joke!\I'd rather go home soaking wet than share an umbrella with you!\Oh, is that right?\See you!\Yeah.\You're gonna catch a cold, you know.\The rain's coming down harder. response:	You're not getting wet, are you?
context: What a joke!\I'd rather go home soaking wet than share an umbrella with you!\Oh, is that right?\See you!\Yeah.\You're gonna catch a cold, you know.\The rain's coming down harder.\You're not getting wet, are you? response:	No.
context: I'd rather go home soaking wet than share an umbrella with you!\Oh, is that right?\See you!\Yeah.\You're gonna catch a cold, you know.\The rain's coming down harder.\You're not getting wet, are you?\No. response:	Hey! Those two are sharing an umbrella!
context: Oh, is that right?\See you!\Yeah.\You're gonna catch a cold, you know.\The rain's coming down harder.\You're not getting wet, are you?\No.\Hey! Those two are sharing an umbrella! response:	Wooo!
context: See you!\Yeah.\You're gonna catch a cold, you know.\The rain's coming down harder.\You're not getting wet, are you?\No.\Hey! Those two are sharing an umbrella!\Wooo! response:	Shut up! Back off!
context: Yeah.\You're gonna catch a cold, you know.\The rain's coming down harder.\You're not getting wet, are you?\No.\Hey! Those two are sharing an umbrella!\Wooo!\Shut up! Back off! response:	What the hell are you doing?
context: You're gonna catch a cold, you know.\The rain's coming down harder.\You're not getting wet, are you?\No.\Hey! Those two are sharing an umbrella!\Wooo!\Shut up! Back off!\What the hell are you doing? response:	Nothing.
context: The rain's coming down harder.\You're not getting wet, are you?\No.\Hey! Those two are sharing an umbrella!\Wooo!\Shut up! Back off!\What the hell are you doing?\Nothing. response:	What's your problem? You're getting all wet, so what did you expect?!
context: You're not getting wet, are you?\No.\Hey! Those two are sharing an umbrella!\Wooo!\Shut up! Back off!\What the hell are you doing?\Nothing.\What's your problem? You're getting all wet, so what did you expect?! response:	You should be thankful!
context: No.\Hey! Those two are sharing an umbrella!\Wooo!\Shut up! Back off!\What the hell are you doing?\Nothing.\What's your problem? You're getting all wet, so what did you expect?!\You should be thankful! response:	What's going on? She's been acting strange lately.
context: Hey! Those two are sharing an umbrella!\Wooo!\Shut up! Back off!\What the hell are you doing?\Nothing.\What's your problem? You're getting all wet, so what did you expect?!\You should be thankful!\What's going on? She's been acting strange lately. response:	How am I supposed to handle this?
context: Wooo!\Shut up! Back off!\What the hell are you doing?\Nothing.\What's your problem? You're getting all wet, so what did you expect?!\You should be thankful!\What's going on? She's been acting strange lately.\How am I supposed to handle this? response:	What's with that look on your face?
context: Shut up! Back off!\What the hell are you doing?\Nothing.\What's your problem? You're getting all wet, so what did you expect?!\You should be thankful!\What's going on? She's been acting strange lately.\How am I supposed to handle this?\What's with that look on your face? response:	You'd better not be thinking any filthy thoughts!
context: What the hell are you doing?\Nothing.\What's your problem? You're getting all wet, so what did you expect?!\You should be thankful!\What's going on? She's been acting strange lately.\How am I supposed to handle this?\What's with that look on your face?\You'd better not be thinking any filthy thoughts! response:	Wha... As if!
context: Nothing.\What's your problem? You're getting all wet, so what did you expect?!\You should be thankful!\What's going on? She's been acting strange lately.\How am I supposed to handle this?\What's with that look on your face?\You'd better not be thinking any filthy thoughts!\Wha... As if! response:	Really now? I'm doing this for you to be nice! What a pervert!
context: What's your problem? You're getting all wet, so what did you expect?!\You should be thankful!\What's going on? She's been acting strange lately.\How am I supposed to handle this?\What's with that look on your face?\You'd better not be thinking any filthy thoughts!\Wha... As if!\Really now? I'm doing this for you to be nice! What a pervert! response:	I told you I wasn't!
context: You should be thankful!\What's going on? She's been acting strange lately.\How am I supposed to handle this?\What's with that look on your face?\You'd better not be thinking any filthy thoughts!\Wha... As if!\Really now? I'm doing this for you to be nice! What a pervert!\I told you I wasn't! response:	Besides, I never asked you to do anything!
context: What's going on? She's been acting strange lately.\How am I supposed to handle this?\What's with that look on your face?\You'd better not be thinking any filthy thoughts!\Wha... As if!\Really now? I'm doing this for you to be nice! What a pervert!\I told you I wasn't!\Besides, I never asked you to do anything! response:	What did you say?
context: How am I supposed to handle this?\What's with that look on your face?\You'd better not be thinking any filthy thoughts!\Wha... As if!\Really now? I'm doing this for you to be nice! What a pervert!\I told you I wasn't!\Besides, I never asked you to do anything!\What did you say? response:	Don't be so cocky, you stupid bean sprout!
context: What's with that look on your face?\You'd better not be thinking any filthy thoughts!\Wha... As if!\Really now? I'm doing this for you to be nice! What a pervert!\I told you I wasn't!\Besides, I never asked you to do anything!\What did you say?\Don't be so cocky, you stupid bean sprout! response:	What was that, you gorilla?
context: You'd better not be thinking any filthy thoughts!\Wha... As if!\Really now? I'm doing this for you to be nice! What a pervert!\I told you I wasn't!\Besides, I never asked you to do anything!\What did you say?\Don't be so cocky, you stupid bean sprout!\What was that, you gorilla? response:	Who're you callin' a gorilla
context: Wha... As if!\Really now? I'm doing this for you to be nice! What a pervert!\I told you I wasn't!\Besides, I never asked you to do anything!\What did you say?\Don't be so cocky, you stupid bean sprout!\What was that, you gorilla?\Who're you callin' a gorilla response:	Whoa, that freaked me out.
context: Really now? I'm doing this for you to be nice! What a pervert!\I told you I wasn't!\Besides, I never asked you to do anything!\What did you say?\Don't be so cocky, you stupid bean sprout!\What was that, you gorilla?\Who're you callin' a gorilla\Whoa, that freaked me out. response:	That one was pretty close, wasn't it?
context: I told you I wasn't!\Besides, I never asked you to do anything!\What did you say?\Don't be so cocky, you stupid bean sprout!\What was that, you gorilla?\Who're you callin' a gorilla\Whoa, that freaked me out.\That one was pretty close, wasn't it? response:	Chitoge?
context: Besides, I never asked you to do anything!\What did you say?\Don't be so cocky, you stupid bean sprout!\What was that, you gorilla?\Who're you callin' a gorilla\Whoa, that freaked me out.\That one was pretty close, wasn't it?\Chitoge? response:	Who knew you were afraid of lightning too?
context: What did you say?\Don't be so cocky, you stupid bean sprout!\What was that, you gorilla?\Who're you callin' a gorilla\Whoa, that freaked me out.\That one was pretty close, wasn't it?\Chitoge?\Who knew you were afraid of lightning too? response:	You've got a lot of vulnerabilities, you know that?
context: Don't be so cocky, you stupid bean sprout!\What was that, you gorilla?\Who're you callin' a gorilla\Whoa, that freaked me out.\That one was pretty close, wasn't it?\Chitoge?\Who knew you were afraid of lightning too?\You've got a lot of vulnerabilities, you know that? response:	Shut up! If you tell anybody, I'll make you pay!
context: What was that, you gorilla?\Who're you callin' a gorilla\Whoa, that freaked me out.\That one was pretty close, wasn't it?\Chitoge?\Who knew you were afraid of lightning too?\You've got a lot of vulnerabilities, you know that?\Shut up! If you tell anybody, I'll make you pay! response:	I won't tell.
context: Who're you callin' a gorilla\Whoa, that freaked me out.\That one was pretty close, wasn't it?\Chitoge?\Who knew you were afraid of lightning too?\You've got a lot of vulnerabilities, you know that?\Shut up! If you tell anybody, I'll make you pay!\I won't tell. response:	But we're gonna have to take shelter for a while.
context: Whoa, that freaked me out.\That one was pretty close, wasn't it?\Chitoge?\Who knew you were afraid of lightning too?\You've got a lot of vulnerabilities, you know that?\Shut up! If you tell anybody, I'll make you pay!\I won't tell.\But we're gonna have to take shelter for a while. response:	Seriously? Then I'll have to miss my show after all!
context: That one was pretty close, wasn't it?\Chitoge?\Who knew you were afraid of lightning too?\You've got a lot of vulnerabilities, you know that?\Shut up! If you tell anybody, I'll make you pay!\I won't tell.\But we're gonna have to take shelter for a while.\Seriously? Then I'll have to miss my show after all! response:	Got it now?
context: Chitoge?\Who knew you were afraid of lightning too?\You've got a lot of vulnerabilities, you know that?\Shut up! If you tell anybody, I'll make you pay!\I won't tell.\But we're gonna have to take shelter for a while.\Seriously? Then I'll have to miss my show after all!\Got it now? response:	All right, how are we gonna kill time?
context: Who knew you were afraid of lightning too?\You've got a lot of vulnerabilities, you know that?\Shut up! If you tell anybody, I'll make you pay!\I won't tell.\But we're gonna have to take shelter for a while.\Seriously? Then I'll have to miss my show after all!\Got it now?\All right, how are we gonna kill time? response:	Why don't you come up with some topic?
context: You've got a lot of vulnerabilities, you know that?\Shut up! If you tell anybody, I'll make you pay!\I won't tell.\But we're gonna have to take shelter for a while.\Seriously? Then I'll have to miss my show after all!\Got it now?\All right, how are we gonna kill time?\Why don't you come up with some topic? response:	If you don't say anything, I'll get scared again!
context: Shut up! If you tell anybody, I'll make you pay!\I won't tell.\But we're gonna have to take shelter for a while.\Seriously? Then I'll have to miss my show after all!\Got it now?\All right, how are we gonna kill time?\Why don't you come up with some topic?\If you don't say anything, I'll get scared again! response:	Not that again...
context: I won't tell.\But we're gonna have to take shelter for a while.\Seriously? Then I'll have to miss my show after all!\Got it now?\All right, how are we gonna kill time?\Why don't you come up with some topic?\If you don't say anything, I'll get scared again!\Not that again... response:	Okay, why don't we look at the photos from field trip that we got today?
context: But we're gonna have to take shelter for a while.\Seriously? Then I'll have to miss my show after all!\Got it now?\All right, how are we gonna kill time?\Why don't you come up with some topic?\If you don't say anything, I'll get scared again!\Not that again...\Okay, why don't we look at the photos from field trip that we got today? response:	Oh! Should we show each other?
context: Seriously? Then I'll have to miss my show after all!\Got it now?\All right, how are we gonna kill time?\Why don't you come up with some topic?\If you don't say anything, I'll get scared again!\Not that again...\Okay, why don't we look at the photos from field trip that we got today?\Oh! Should we show each other? response:	I'll have you know, I've got a really strong hand!
context: Got it now?\All right, how are we gonna kill time?\Why don't you come up with some topic?\If you don't say anything, I'll get scared again!\Not that again...\Okay, why don't we look at the photos from field trip that we got today?\Oh! Should we show each other?\I'll have you know, I've got a really strong hand! response:	What is this, a card game?
context: All right, how are we gonna kill time?\Why don't you come up with some topic?\If you don't say anything, I'll get scared again!\Not that again...\Okay, why don't we look at the photos from field trip that we got today?\Oh! Should we show each other?\I'll have you know, I've got a really strong hand!\What is this, a card game? response:	Holy crap, that's a ton! How many dozen did you buy?!
context: Why don't you come up with some topic?\If you don't say anything, I'll get scared again!\Not that again...\Okay, why don't we look at the photos from field trip that we got today?\Oh! Should we show each other?\I'll have you know, I've got a really strong hand!\What is this, a card game?\Holy crap, that's a ton! How many dozen did you buy?! response:	Um... Maybe about 80 photos?
context: If you don't say anything, I'll get scared again!\Not that again...\Okay, why don't we look at the photos from field trip that we got today?\Oh! Should we show each other?\I'll have you know, I've got a really strong hand!\What is this, a card game?\Holy crap, that's a ton! How many dozen did you buy?!\Um... Maybe about 80 photos? response:	So what about you?
context: Not that again...\Okay, why don't we look at the photos from field trip that we got today?\Oh! Should we show each other?\I'll have you know, I've got a really strong hand!\What is this, a card game?\Holy crap, that's a ton! How many dozen did you buy?!\Um... Maybe about 80 photos?\So what about you? response:	Me?
context: Okay, why don't we look at the photos from field trip that we got today?\Oh! Should we show each other?\I'll have you know, I've got a really strong hand!\What is this, a card game?\Holy crap, that's a ton! How many dozen did you buy?!\Um... Maybe about 80 photos?\So what about you?\Me? response:	I thought this might happen, so I sorted out Onodera's photos in advance!
context: Oh! Should we show each other?\I'll have you know, I've got a really strong hand!\What is this, a card game?\Holy crap, that's a ton! How many dozen did you buy?!\Um... Maybe about 80 photos?\So what about you?\Me?\I thought this might happen, so I sorted out Onodera's photos in advance! response:	Hey, these are pretty good. Though your face is still lame.
context: I'll have you know, I've got a really strong hand!\What is this, a card game?\Holy crap, that's a ton! How many dozen did you buy?!\Um... Maybe about 80 photos?\So what about you?\Me?\I thought this might happen, so I sorted out Onodera's photos in advance!\Hey, these are pretty good. Though your face is still lame. response:	Lay off!
context: What is this, a card game?\Holy crap, that's a ton! How many dozen did you buy?!\Um... Maybe about 80 photos?\So what about you?\Me?\I thought this might happen, so I sorted out Onodera's photos in advance!\Hey, these are pretty good. Though your face is still lame.\Lay off! response:	Huh? This photo...
context: Holy crap, that's a ton! How many dozen did you buy?!\Um... Maybe about 80 photos?\So what about you?\Me?\I thought this might happen, so I sorted out Onodera's photos in advance!\Hey, these are pretty good. Though your face is still lame.\Lay off!\Huh? This photo... response:	No way! Where'd that photo come from? I swear, I've never seen that one!
context: Um... Maybe about 80 photos?\So what about you?\Me?\I thought this might happen, so I sorted out Onodera's photos in advance!\Hey, these are pretty good. Though your face is still lame.\Lay off!\Huh? This photo...\No way! Where'd that photo come from? I swear, I've never seen that one! response:	Shuu! That bastard! So that's when he did it to me!
context: So what about you?\Me?\I thought this might happen, so I sorted out Onodera's photos in advance!\Hey, these are pretty good. Though your face is still lame.\Lay off!\Huh? This photo...\No way! Where'd that photo come from? I swear, I've never seen that one!\Shuu! That bastard! So that's when he did it to me! response:	No, no, no, no, no!
context: Me?\I thought this might happen, so I sorted out Onodera's photos in advance!\Hey, these are pretty good. Though your face is still lame.\Lay off!\Huh? This photo...\No way! Where'd that photo come from? I swear, I've never seen that one!\Shuu! That bastard! So that's when he did it to me!\No, no, no, no, no! response:	It's not what you think! Just let me explain and you'll see!
context: I thought this might happen, so I sorted out Onodera's photos in advance!\Hey, these are pretty good. Though your face is still lame.\Lay off!\Huh? This photo...\No way! Where'd that photo come from? I swear, I've never seen that one!\Shuu! That bastard! So that's when he did it to me!\No, no, no, no, no!\It's not what you think! Just let me explain and you'll see! response:	This is one of Shuu's pranks!
context: Hey, these are pretty good. Though your face is still lame.\Lay off!\Huh? This photo...\No way! Where'd that photo come from? I swear, I've never seen that one!\Shuu! That bastard! So that's when he did it to me!\No, no, no, no, no!\It's not what you think! Just let me explain and you'll see!\This is one of Shuu's pranks! response:	Well, I figured as much.
context: Lay off!\Huh? This photo...\No way! Where'd that photo come from? I swear, I've never seen that one!\Shuu! That bastard! So that's when he did it to me!\No, no, no, no, no!\It's not what you think! Just let me explain and you'll see!\This is one of Shuu's pranks!\Well, I figured as much. response:	After all, you wouldn't have the balls to carry around a photo like this.
context: Huh? This photo...\No way! Where'd that photo come from? I swear, I've never seen that one!\Shuu! That bastard! So that's when he did it to me!\No, no, no, no, no!\It's not what you think! Just let me explain and you'll see!\This is one of Shuu's pranks!\Well, I figured as much.\After all, you wouldn't have the balls to carry around a photo like this. response:	Huh?
context: No way! Where'd that photo come from? I swear, I've never seen that one!\Shuu! That bastard! So that's when he did it to me!\No, no, no, no, no!\It's not what you think! Just let me explain and you'll see!\This is one of Shuu's pranks!\Well, I figured as much.\After all, you wouldn't have the balls to carry around a photo like this.\Huh? response:	Forget that, just look at this one!
context: Shuu! That bastard! So that's when he did it to me!\No, no, no, no, no!\It's not what you think! Just let me explain and you'll see!\This is one of Shuu's pranks!\Well, I figured as much.\After all, you wouldn't have the balls to carry around a photo like this.\Huh?\Forget that, just look at this one! response:	This one where we're all together. Isn't it fantastic?
context: No, no, no, no, no!\It's not what you think! Just let me explain and you'll see!\This is one of Shuu's pranks!\Well, I figured as much.\After all, you wouldn't have the balls to carry around a photo like this.\Huh?\Forget that, just look at this one!\This one where we're all together. Isn't it fantastic? response:	This is...
context: It's not what you think! Just let me explain and you'll see!\This is one of Shuu's pranks!\Well, I figured as much.\After all, you wouldn't have the balls to carry around a photo like this.\Huh?\Forget that, just look at this one!\This one where we're all together. Isn't it fantastic?\This is... response:	Then there's this one... and... Oh! This one, too!
context: This is one of Shuu's pranks!\Well, I figured as much.\After all, you wouldn't have the balls to carry around a photo like this.\Huh?\Forget that, just look at this one!\This one where we're all together. Isn't it fantastic?\This is...\Then there's this one... and... Oh! This one, too! response:	kind of strange.
context: Well, I figured as much.\After all, you wouldn't have the balls to carry around a photo like this.\Huh?\Forget that, just look at this one!\This one where we're all together. Isn't it fantastic?\This is...\Then there's this one... and... Oh! This one, too!\kind of strange. response:	Well, for someone who kept a Friend Notebook until recently,
context: After all, you wouldn't have the balls to carry around a photo like this.\Huh?\Forget that, just look at this one!\This one where we're all together. Isn't it fantastic?\This is...\Then there's this one... and... Oh! This one, too!\kind of strange.\Well, for someone who kept a Friend Notebook until recently, response:	you've really fit in with everyone, huh?
context: Huh?\Forget that, just look at this one!\This one where we're all together. Isn't it fantastic?\This is...\Then there's this one... and... Oh! This one, too!\kind of strange.\Well, for someone who kept a Friend Notebook until recently,\you've really fit in with everyone, huh? response:	Haven't I though?
context: Forget that, just look at this one!\This one where we're all together. Isn't it fantastic?\This is...\Then there's this one... and... Oh! This one, too!\kind of strange.\Well, for someone who kept a Friend Notebook until recently,\you've really fit in with everyone, huh?\Haven't I though? response:	What do you think? Haven't I matured?
context: This one where we're all together. Isn't it fantastic?\This is...\Then there's this one... and... Oh! This one, too!\kind of strange.\Well, for someone who kept a Friend Notebook until recently,\you've really fit in with everyone, huh?\Haven't I though?\What do you think? Haven't I matured? response:	Well, I have gone through a lot since moving here.
context: This is...\Then there's this one... and... Oh! This one, too!\kind of strange.\Well, for someone who kept a Friend Notebook until recently,\you've really fit in with everyone, huh?\Haven't I though?\What do you think? Haven't I matured?\Well, I have gone through a lot since moving here. response:	Of course I'd grow as a person.
context: Then there's this one... and... Oh! This one, too!\kind of strange.\Well, for someone who kept a Friend Notebook until recently,\you've really fit in with everyone, huh?\Haven't I though?\What do you think? Haven't I matured?\Well, I have gone through a lot since moving here.\Of course I'd grow as a person. response:	Yeah, you're right. Ever since you showed up, it's been one thing after another.
context: kind of strange.\Well, for someone who kept a Friend Notebook until recently,\you've really fit in with everyone, huh?\Haven't I though?\What do you think? Haven't I matured?\Well, I have gone through a lot since moving here.\Of course I'd grow as a person.\Yeah, you're right. Ever since you showed up, it's been one thing after another. response:	Though my one regret is that I have to spend the precious days of my youth as your girlfriend.
context: Well, for someone who kept a Friend Notebook until recently,\you've really fit in with everyone, huh?\Haven't I though?\What do you think? Haven't I matured?\Well, I have gone through a lot since moving here.\Of course I'd grow as a person.\Yeah, you're right. Ever since you showed up, it's been one thing after another.\Though my one regret is that I have to spend the precious days of my youth as your girlfriend. response:	What? Right back at ya!
context: you've really fit in with everyone, huh?\Haven't I though?\What do you think? Haven't I matured?\Well, I have gone through a lot since moving here.\Of course I'd grow as a person.\Yeah, you're right. Ever since you showed up, it's been one thing after another.\Though my one regret is that I have to spend the precious days of my youth as your girlfriend.\What? Right back at ya! response:	Well, lately,
context: Haven't I though?\What do you think? Haven't I matured?\Well, I have gone through a lot since moving here.\Of course I'd grow as a person.\Yeah, you're right. Ever since you showed up, it's been one thing after another.\Though my one regret is that I have to spend the precious days of my youth as your girlfriend.\What? Right back at ya!\Well, lately, response:	I've been thinking that this fake love thing isn't as bad as it seemed.
context: What do you think? Haven't I matured?\Well, I have gone through a lot since moving here.\Of course I'd grow as a person.\Yeah, you're right. Ever since you showed up, it's been one thing after another.\Though my one regret is that I have to spend the precious days of my youth as your girlfriend.\What? Right back at ya!\Well, lately,\I've been thinking that this fake love thing isn't as bad as it seemed. response:	You... What exactly...
context: Well, I have gone through a lot since moving here.\Of course I'd grow as a person.\Yeah, you're right. Ever since you showed up, it's been one thing after another.\Though my one regret is that I have to spend the precious days of my youth as your girlfriend.\What? Right back at ya!\Well, lately,\I've been thinking that this fake love thing isn't as bad as it seemed.\You... What exactly... response:	Well, hey... These days I've been feeling that way, too, a little...
context: Of course I'd grow as a person.\Yeah, you're right. Ever since you showed up, it's been one thing after another.\Though my one regret is that I have to spend the precious days of my youth as your girlfriend.\What? Right back at ya!\Well, lately,\I've been thinking that this fake love thing isn't as bad as it seemed.\You... What exactly...\Well, hey... These days I've been feeling that way, too, a little... response:	Just kidding!
context: Yeah, you're right. Ever since you showed up, it's been one thing after another.\Though my one regret is that I have to spend the precious days of my youth as your girlfriend.\What? Right back at ya!\Well, lately,\I've been thinking that this fake love thing isn't as bad as it seemed.\You... What exactly...\Well, hey... These days I've been feeling that way, too, a little...\Just kidding! response:	Look at you! Did you think I was serious?
context: Though my one regret is that I have to spend the precious days of my youth as your girlfriend.\What? Right back at ya!\Well, lately,\I've been thinking that this fake love thing isn't as bad as it seemed.\You... What exactly...\Well, hey... These days I've been feeling that way, too, a little...\Just kidding!\Look at you! Did you think I was serious? response:	You know that I'd never say anything like that. Talk about ridiculous!
context: What? Right back at ya!\Well, lately,\I've been thinking that this fake love thing isn't as bad as it seemed.\You... What exactly...\Well, hey... These days I've been feeling that way, too, a little...\Just kidding!\Look at you! Did you think I was serious?\You know that I'd never say anything like that. Talk about ridiculous! response:	Damn you...
context: Well, lately,\I've been thinking that this fake love thing isn't as bad as it seemed.\You... What exactly...\Well, hey... These days I've been feeling that way, too, a little...\Just kidding!\Look at you! Did you think I was serious?\You know that I'd never say anything like that. Talk about ridiculous!\Damn you... response:	You need to dial down the teasing!
context: I've been thinking that this fake love thing isn't as bad as it seemed.\You... What exactly...\Well, hey... These days I've been feeling that way, too, a little...\Just kidding!\Look at you! Did you think I was serious?\You know that I'd never say anything like that. Talk about ridiculous!\Damn you...\You need to dial down the teasing! response:	Moron!
