context: Everyone's having a great time! response:	Chocolate
context: Does she also...\Wh-What a problem.\This is one of the worst things to happen in Log Horizon's history.\Oh, man.\This is too funny.\They're rivals in love.\Okay, then!\In that case, why not work together? response:	You're both after the same thing.
context: Wh-What a problem.\This is one of the worst things to happen in Log Horizon's history.\Oh, man.\This is too funny.\They're rivals in love.\Okay, then!\In that case, why not work together?\You're both after the same thing. response:	Work together?
context: This is one of the worst things to happen in Log Horizon's history.\Oh, man.\This is too funny.\They're rivals in love.\Okay, then!\In that case, why not work together?\You're both after the same thing.\Work together? response:	That's a great idea, but I only have one Newlywed's Apron Dress.
context: Oh, man.\This is too funny.\They're rivals in love.\Okay, then!\In that case, why not work together?\You're both after the same thing.\Work together?\That's a great idea, but I only have one Newlywed's Apron Dress. response:	Look!
context: This is too funny.\They're rivals in love.\Okay, then!\In that case, why not work together?\You're both after the same thing.\Work together?\That's a great idea, but I only have one Newlywed's Apron Dress.\Look! response:	I got one from Marielle!
context: They're rivals in love.\Okay, then!\In that case, why not work together?\You're both after the same thing.\Work together?\That's a great idea, but I only have one Newlywed's Apron Dress.\Look!\I got one from Marielle! response:	Very well. Master, please teach me.
context: Okay, then!\In that case, why not work together?\You're both after the same thing.\Work together?\That's a great idea, but I only have one Newlywed's Apron Dress.\Look!\I got one from Marielle!\Very well. Master, please teach me. response:	Fast!
context: In that case, why not work together?\You're both after the same thing.\Work together?\That's a great idea, but I only have one Newlywed's Apron Dress.\Look!\I got one from Marielle!\Very well. Master, please teach me.\Fast! response:	M-Me, too.
context: You're both after the same thing.\Work together?\That's a great idea, but I only have one Newlywed's Apron Dress.\Look!\I got one from Marielle!\Very well. Master, please teach me.\Fast!\M-Me, too. response:	All right.
context: Work together?\That's a great idea, but I only have one Newlywed's Apron Dress.\Look!\I got one from Marielle!\Very well. Master, please teach me.\Fast!\M-Me, too.\All right. response:	Go! Go! Maidens!
context: That's a great idea, but I only have one Newlywed's Apron Dress.\Look!\I got one from Marielle!\Very well. Master, please teach me.\Fast!\M-Me, too.\All right.\Go! Go! Maidens! response:	But remember that I'm the center of the galaxy!
context: Look!\I got one from Marielle!\Very well. Master, please teach me.\Fast!\M-Me, too.\All right.\Go! Go! Maidens!\But remember that I'm the center of the galaxy! response:	That's strange...
context: I got one from Marielle!\Very well. Master, please teach me.\Fast!\M-Me, too.\All right.\Go! Go! Maidens!\But remember that I'm the center of the galaxy!\That's strange... response:	Where did Rudy go?
context: Very well. Master, please teach me.\Fast!\M-Me, too.\All right.\Go! Go! Maidens!\But remember that I'm the center of the galaxy!\That's strange...\Where did Rudy go? response:	Oh, well.
context: Fast!\M-Me, too.\All right.\Go! Go! Maidens!\But remember that I'm the center of the galaxy!\That's strange...\Where did Rudy go?\Oh, well. response:	I'll head back.
context: M-Me, too.\All right.\Go! Go! Maidens!\But remember that I'm the center of the galaxy!\That's strange...\Where did Rudy go?\Oh, well.\I'll head back. response:	Sorry for keeping you.
context: All right.\Go! Go! Maidens!\But remember that I'm the center of the galaxy!\That's strange...\Where did Rudy go?\Oh, well.\I'll head back.\Sorry for keeping you. response:	Naotsugu!
context: Go! Go! Maidens!\But remember that I'm the center of the galaxy!\That's strange...\Where did Rudy go?\Oh, well.\I'll head back.\Sorry for keeping you.\Naotsugu! response:	Today's Valentine's Day, you know, right?
context: But remember that I'm the center of the galaxy!\That's strange...\Where did Rudy go?\Oh, well.\I'll head back.\Sorry for keeping you.\Naotsugu!\Today's Valentine's Day, you know, right? response:	Y-Yeah.
context: That's strange...\Where did Rudy go?\Oh, well.\I'll head back.\Sorry for keeping you.\Naotsugu!\Today's Valentine's Day, you know, right?\Y-Yeah. response:	So... So...
context: Where did Rudy go?\Oh, well.\I'll head back.\Sorry for keeping you.\Naotsugu!\Today's Valentine's Day, you know, right?\Y-Yeah.\So... So... response:	I made you a present! Candy!
context: Oh, well.\I'll head back.\Sorry for keeping you.\Naotsugu!\Today's Valentine's Day, you know, right?\Y-Yeah.\So... So...\I made you a present! Candy! response:	Thanks.
context: I'll head back.\Sorry for keeping you.\Naotsugu!\Today's Valentine's Day, you know, right?\Y-Yeah.\So... So...\I made you a present! Candy!\Thanks. response:	Naotsugu, you know, I... Um...
context: Sorry for keeping you.\Naotsugu!\Today's Valentine's Day, you know, right?\Y-Yeah.\So... So...\I made you a present! Candy!\Thanks.\Naotsugu, you know, I... Um... response:	Lately, I've been thinking...
context: Naotsugu!\Today's Valentine's Day, you know, right?\Y-Yeah.\So... So...\I made you a present! Candy!\Thanks.\Naotsugu, you know, I... Um...\Lately, I've been thinking... response:	You have that cute girl in your guild now.
context: Today's Valentine's Day, you know, right?\Y-Yeah.\So... So...\I made you a present! Candy!\Thanks.\Naotsugu, you know, I... Um...\Lately, I've been thinking...\You have that cute girl in your guild now. response:	I mean, she doesn't bother me, but...
context: Y-Yeah.\So... So...\I made you a present! Candy!\Thanks.\Naotsugu, you know, I... Um...\Lately, I've been thinking...\You have that cute girl in your guild now.\I mean, she doesn't bother me, but... response:	What kind of girl is your type?
context: So... So...\I made you a present! Candy!\Thanks.\Naotsugu, you know, I... Um...\Lately, I've been thinking...\You have that cute girl in your guild now.\I mean, she doesn't bother me, but...\What kind of girl is your type? response:	O?
context: I made you a present! Candy!\Thanks.\Naotsugu, you know, I... Um...\Lately, I've been thinking...\You have that cute girl in your guild now.\I mean, she doesn't bother me, but...\What kind of girl is your type?\O? response:	Original style?
context: Thanks.\Naotsugu, you know, I... Um...\Lately, I've been thinking...\You have that cute girl in your guild now.\I mean, she doesn't bother me, but...\What kind of girl is your type?\O?\Original style? response:	Pa...
context: Naotsugu, you know, I... Um...\Lately, I've been thinking...\You have that cute girl in your guild now.\I mean, she doesn't bother me, but...\What kind of girl is your type?\O?\Original style?\Pa... response:	Pa?
context: Lately, I've been thinking...\You have that cute girl in your guild now.\I mean, she doesn't bother me, but...\What kind of girl is your type?\O?\Original style?\Pa...\Pa? response:	What happened, Naotsugu?!
context: You have that cute girl in your guild now.\I mean, she doesn't bother me, but...\What kind of girl is your type?\O?\Original style?\Pa...\Pa?\What happened, Naotsugu?! response:	A new type of Royal Guard system?
context: I mean, she doesn't bother me, but...\What kind of girl is your type?\O?\Original style?\Pa...\Pa?\What happened, Naotsugu?!\A new type of Royal Guard system? response:	Akatsuki?
context: What kind of girl is your type?\O?\Original style?\Pa...\Pa?\What happened, Naotsugu?!\A new type of Royal Guard system?\Akatsuki? response:	For a second, it looked like you vanished.
context: O?\Original style?\Pa...\Pa?\What happened, Naotsugu?!\A new type of Royal Guard system?\Akatsuki?\For a second, it looked like you vanished. response:	You imagined it.
context: Original style?\Pa...\Pa?\What happened, Naotsugu?!\A new type of Royal Guard system?\Akatsuki?\For a second, it looked like you vanished.\You imagined it. response:	I swear...
context: Pa...\Pa?\What happened, Naotsugu?!\A new type of Royal Guard system?\Akatsuki?\For a second, it looked like you vanished.\You imagined it.\I swear... response:	Naotsugu's such a jerk!
context: Pa?\What happened, Naotsugu?!\A new type of Royal Guard system?\Akatsuki?\For a second, it looked like you vanished.\You imagined it.\I swear...\Naotsugu's such a jerk! response:	Even if he wanted to dodge the question, there must be better ways to do it!
context: What happened, Naotsugu?!\A new type of Royal Guard system?\Akatsuki?\For a second, it looked like you vanished.\You imagined it.\I swear...\Naotsugu's such a jerk!\Even if he wanted to dodge the question, there must be better ways to do it! response:	Shouryuu?
context: A new type of Royal Guard system?\Akatsuki?\For a second, it looked like you vanished.\You imagined it.\I swear...\Naotsugu's such a jerk!\Even if he wanted to dodge the question, there must be better ways to do it!\Shouryuu? response:	Hi.
context: Akatsuki?\For a second, it looked like you vanished.\You imagined it.\I swear...\Naotsugu's such a jerk!\Even if he wanted to dodge the question, there must be better ways to do it!\Shouryuu?\Hi. response:	Oh, right.
context: For a second, it looked like you vanished.\You imagined it.\I swear...\Naotsugu's such a jerk!\Even if he wanted to dodge the question, there must be better ways to do it!\Shouryuu?\Hi.\Oh, right. response:	Want some candy?
context: You imagined it.\I swear...\Naotsugu's such a jerk!\Even if he wanted to dodge the question, there must be better ways to do it!\Shouryuu?\Hi.\Oh, right.\Want some candy? response:	I made too much.
context: I swear...\Naotsugu's such a jerk!\Even if he wanted to dodge the question, there must be better ways to do it!\Shouryuu?\Hi.\Oh, right.\Want some candy?\I made too much. response:	For me?
context: Naotsugu's such a jerk!\Even if he wanted to dodge the question, there must be better ways to do it!\Shouryuu?\Hi.\Oh, right.\Want some candy?\I made too much.\For me? response:	Bye.
context: Even if he wanted to dodge the question, there must be better ways to do it!\Shouryuu?\Hi.\Oh, right.\Want some candy?\I made too much.\For me?\Bye. response:	I-It still makes me happy!
context: Shouryuu?\Hi.\Oh, right.\Want some candy?\I made too much.\For me?\Bye.\I-It still makes me happy! response:	I'm back!
context: Hi.\Oh, right.\Want some candy?\I made too much.\For me?\Bye.\I-It still makes me happy!\I'm back! response:	I'm back.
context: Oh, right.\Want some candy?\I made too much.\For me?\Bye.\I-It still makes me happy!\I'm back!\I'm back. response:	What the hell was that about?
context: Want some candy?\I made too much.\For me?\Bye.\I-It still makes me happy!\I'm back!\I'm back.\What the hell was that about? response:	What's wrong?
context: I made too much.\For me?\Bye.\I-It still makes me happy!\I'm back!\I'm back.\What the hell was that about?\What's wrong? response:	I just got kicked, out of nowhere.
context: For me?\Bye.\I-It still makes me happy!\I'm back!\I'm back.\What the hell was that about?\What's wrong?\I just got kicked, out of nowhere. response:	That looks good!
context: Bye.\I-It still makes me happy!\I'm back!\I'm back.\What the hell was that about?\What's wrong?\I just got kicked, out of nowhere.\That looks good! response:	Let me take a
context: I-It still makes me happy!\I'm back!\I'm back.\What the hell was that about?\What's wrong?\I just got kicked, out of nowhere.\That looks good!\Let me take a response:	It's not for you!
context: I'm back!\I'm back.\What the hell was that about?\What's wrong?\I just got kicked, out of nowhere.\That looks good!\Let me take a\It's not for you! response:	This is an offering from us to my lord.
context: I'm back.\What the hell was that about?\What's wrong?\I just got kicked, out of nowhere.\That looks good!\Let me take a\It's not for you!\This is an offering from us to my lord. response:	For me?
context: What the hell was that about?\What's wrong?\I just got kicked, out of nowhere.\That looks good!\Let me take a\It's not for you!\This is an offering from us to my lord.\For me? response:	That's right.
context: What's wrong?\I just got kicked, out of nowhere.\That looks good!\Let me take a\It's not for you!\This is an offering from us to my lord.\For me?\That's right. response:	These two made this special cake for you.
context: I just got kicked, out of nowhere.\That looks good!\Let me take a\It's not for you!\This is an offering from us to my lord.\For me?\That's right.\These two made this special cake for you. response:	They made it?
context: That looks good!\Let me take a\It's not for you!\This is an offering from us to my lord.\For me?\That's right.\These two made this special cake for you.\They made it? response:	You mean they cooked it?
context: Let me take a\It's not for you!\This is an offering from us to my lord.\For me?\That's right.\These two made this special cake for you.\They made it?\You mean they cooked it? response:	Indeed.
context: It's not for you!\This is an offering from us to my lord.\For me?\That's right.\These two made this special cake for you.\They made it?\You mean they cooked it?\Indeed. response:	I gave them the necessary items
context: This is an offering from us to my lord.\For me?\That's right.\These two made this special cake for you.\They made it?\You mean they cooked it?\Indeed.\I gave them the necessary items response:	and helped a little. That was all.
context: For me?\That's right.\These two made this special cake for you.\They made it?\You mean they cooked it?\Indeed.\I gave them the necessary items\and helped a little. That was all. response:	I cheered them on, too.
context: That's right.\These two made this special cake for you.\They made it?\You mean they cooked it?\Indeed.\I gave them the necessary items\and helped a little. That was all.\I cheered them on, too. response:	Come on!
context: These two made this special cake for you.\They made it?\You mean they cooked it?\Indeed.\I gave them the necessary items\and helped a little. That was all.\I cheered them on, too.\Come on! response:	Sit down.
context: They made it?\You mean they cooked it?\Indeed.\I gave them the necessary items\and helped a little. That was all.\I cheered them on, too.\Come on!\Sit down. response:	Stare.
context: You mean they cooked it?\Indeed.\I gave them the necessary items\and helped a little. That was all.\I cheered them on, too.\Come on!\Sit down.\Stare. response:	What is going on here?
context: Indeed.\I gave them the necessary items\and helped a little. That was all.\I cheered them on, too.\Come on!\Sit down.\Stare.\What is going on here? response:	And I have mild trauma when it comes to cakes.
context: I gave them the necessary items\and helped a little. That was all.\I cheered them on, too.\Come on!\Sit down.\Stare.\What is going on here?\And I have mild trauma when it comes to cakes. response:	My lord, hurry.
context: and helped a little. That was all.\I cheered them on, too.\Come on!\Sit down.\Stare.\What is going on here?\And I have mild trauma when it comes to cakes.\My lord, hurry. response:	Please taste it.
context: I cheered them on, too.\Come on!\Sit down.\Stare.\What is going on here?\And I have mild trauma when it comes to cakes.\My lord, hurry.\Please taste it. response:	Y-Yeah.
context: Come on!\Sit down.\Stare.\What is going on here?\And I have mild trauma when it comes to cakes.\My lord, hurry.\Please taste it.\Y-Yeah. response:	I'll try it.
context: Sit down.\Stare.\What is going on here?\And I have mild trauma when it comes to cakes.\My lord, hurry.\Please taste it.\Y-Yeah.\I'll try it. response:	This is...
context: Stare.\What is going on here?\And I have mild trauma when it comes to cakes.\My lord, hurry.\Please taste it.\Y-Yeah.\I'll try it.\This is... response:	It's good!
context: What is going on here?\And I have mild trauma when it comes to cakes.\My lord, hurry.\Please taste it.\Y-Yeah.\I'll try it.\This is...\It's good! response:	All right!
context: And I have mild trauma when it comes to cakes.\My lord, hurry.\Please taste it.\Y-Yeah.\I'll try it.\This is...\It's good!\All right! response:	Isn't that great, Akatsuki?
context: My lord, hurry.\Please taste it.\Y-Yeah.\I'll try it.\This is...\It's good!\All right!\Isn't that great, Akatsuki? response:	Yeah.
context: Please taste it.\Y-Yeah.\I'll try it.\This is...\It's good!\All right!\Isn't that great, Akatsuki?\Yeah. response:	Meow?
context: Y-Yeah.\I'll try it.\This is...\It's good!\All right!\Isn't that great, Akatsuki?\Yeah.\Meow? response:	This is it!
context: I'll try it.\This is...\It's good!\All right!\Isn't that great, Akatsuki?\Yeah.\Meow?\This is it! response:	This is the Valentine's Day-only effect of the coconia fruit.
context: This is...\It's good!\All right!\Isn't that great, Akatsuki?\Yeah.\Meow?\This is it!\This is the Valentine's Day-only effect of the coconia fruit. response:	He'll answer anything we ask him now!
context: It's good!\All right!\Isn't that great, Akatsuki?\Yeah.\Meow?\This is it!\This is the Valentine's Day-only effect of the coconia fruit.\He'll answer anything we ask him now! response:	Quickly, quickly!
context: All right!\Isn't that great, Akatsuki?\Yeah.\Meow?\This is it!\This is the Valentine's Day-only effect of the coconia fruit.\He'll answer anything we ask him now!\Quickly, quickly! response:	But what should I ask?
context: Isn't that great, Akatsuki?\Yeah.\Meow?\This is it!\This is the Valentine's Day-only effect of the coconia fruit.\He'll answer anything we ask him now!\Quickly, quickly!\But what should I ask? response:	Who he likes?
context: Yeah.\Meow?\This is it!\This is the Valentine's Day-only effect of the coconia fruit.\He'll answer anything we ask him now!\Quickly, quickly!\But what should I ask?\Who he likes? response:	If it's Akatsuki...
context: Meow?\This is it!\This is the Valentine's Day-only effect of the coconia fruit.\He'll answer anything we ask him now!\Quickly, quickly!\But what should I ask?\Who he likes?\If it's Akatsuki... response:	No! I'm too scared to ask!
context: This is it!\This is the Valentine's Day-only effect of the coconia fruit.\He'll answer anything we ask him now!\Quickly, quickly!\But what should I ask?\Who he likes?\If it's Akatsuki...\No! I'm too scared to ask! response:	What if he says Kanami?
context: This is the Valentine's Day-only effect of the coconia fruit.\He'll answer anything we ask him now!\Quickly, quickly!\But what should I ask?\Who he likes?\If it's Akatsuki...\No! I'm too scared to ask!\What if he says Kanami? response:	Who is Kanami, anyway?
context: He'll answer anything we ask him now!\Quickly, quickly!\But what should I ask?\Who he likes?\If it's Akatsuki...\No! I'm too scared to ask!\What if he says Kanami?\Who is Kanami, anyway? response:	It's no use.
context: Quickly, quickly!\But what should I ask?\Who he likes?\If it's Akatsuki...\No! I'm too scared to ask!\What if he says Kanami?\Who is Kanami, anyway?\It's no use. response:	I can't do it.
context: But what should I ask?\Who he likes?\If it's Akatsuki...\No! I'm too scared to ask!\What if he says Kanami?\Who is Kanami, anyway?\It's no use.\I can't do it. response:	Jeez, that Rudy...
context: Who he likes?\If it's Akatsuki...\No! I'm too scared to ask!\What if he says Kanami?\Who is Kanami, anyway?\It's no use.\I can't do it.\Jeez, that Rudy... response:	I never did find him.
context: If it's Akatsuki...\No! I'm too scared to ask!\What if he says Kanami?\Who is Kanami, anyway?\It's no use.\I can't do it.\Jeez, that Rudy...\I never did find him. response:	And I spent all day training. I'm so hungry...
context: No! I'm too scared to ask!\What if he says Kanami?\Who is Kanami, anyway?\It's no use.\I can't do it.\Jeez, that Rudy...\I never did find him.\And I spent all day training. I'm so hungry... response:	I'm starved.
context: What if he says Kanami?\Who is Kanami, anyway?\It's no use.\I can't do it.\Jeez, that Rudy...\I never did find him.\And I spent all day training. I'm so hungry...\I'm starved. response:	What's for dinner tonight?
context: Who is Kanami, anyway?\It's no use.\I can't do it.\Jeez, that Rudy...\I never did find him.\And I spent all day training. I'm so hungry...\I'm starved.\What's for dinner tonight? response:	I like curry!
context: It's no use.\I can't do it.\Jeez, that Rudy...\I never did find him.\And I spent all day training. I'm so hungry...\I'm starved.\What's for dinner tonight?\I like curry! response:	Shiro, we all know that. Why say it?
context: I can't do it.\Jeez, that Rudy...\I never did find him.\And I spent all day training. I'm so hungry...\I'm starved.\What's for dinner tonight?\I like curry!\Shiro, we all know that. Why say it? response:	Did I say something?
context: Jeez, that Rudy...\I never did find him.\And I spent all day training. I'm so hungry...\I'm starved.\What's for dinner tonight?\I like curry!\Shiro, we all know that. Why say it?\Did I say something? response:	That's right.
context: I never did find him.\And I spent all day training. I'm so hungry...\I'm starved.\What's for dinner tonight?\I like curry!\Shiro, we all know that. Why say it?\Did I say something?\That's right. response:	Okay, let's have curry today, then.
context: And I spent all day training. I'm so hungry...\I'm starved.\What's for dinner tonight?\I like curry!\Shiro, we all know that. Why say it?\Did I say something?\That's right.\Okay, let's have curry today, then. response:	Huh, so Shiroe likes curry more than love, huh?
context: I'm starved.\What's for dinner tonight?\I like curry!\Shiro, we all know that. Why say it?\Did I say something?\That's right.\Okay, let's have curry today, then.\Huh, so Shiroe likes curry more than love, huh? response:	But you know...
context: What's for dinner tonight?\I like curry!\Shiro, we all know that. Why say it?\Did I say something?\That's right.\Okay, let's have curry today, then.\Huh, so Shiroe likes curry more than love, huh?\But you know... response:	This may have been for the best.
context: I like curry!\Shiro, we all know that. Why say it?\Did I say something?\That's right.\Okay, let's have curry today, then.\Huh, so Shiroe likes curry more than love, huh?\But you know...\This may have been for the best. response:	This is for me?
context: Shiro, we all know that. Why say it?\Did I say something?\That's right.\Okay, let's have curry today, then.\Huh, so Shiroe likes curry more than love, huh?\But you know...\This may have been for the best.\This is for me? response:	Yes.
context: Did I say something?\That's right.\Okay, let's have curry today, then.\Huh, so Shiroe likes curry more than love, huh?\But you know...\This may have been for the best.\This is for me?\Yes. response:	I saw them being sold in the market, and I thought they were pretty.
context: That's right.\Okay, let's have curry today, then.\Huh, so Shiroe likes curry more than love, huh?\But you know...\This may have been for the best.\This is for me?\Yes.\I saw them being sold in the market, and I thought they were pretty. response:	I was going to make him some sweets,
context: Okay, let's have curry today, then.\Huh, so Shiroe likes curry more than love, huh?\But you know...\This may have been for the best.\This is for me?\Yes.\I saw them being sold in the market, and I thought they were pretty.\I was going to make him some sweets, response:	Coconia
context: Huh, so Shiroe likes curry more than love, huh?\But you know...\This may have been for the best.\This is for me?\Yes.\I saw them being sold in the market, and I thought they were pretty.\I was going to make him some sweets,\Coconia response:	but coconia fruits were all sold out.
context: But you know...\This may have been for the best.\This is for me?\Yes.\I saw them being sold in the market, and I thought they were pretty.\I was going to make him some sweets,\Coconia\but coconia fruits were all sold out. response:	And I couldn't find a Newlywed's Apron Dress anywhere...
context: This may have been for the best.\This is for me?\Yes.\I saw them being sold in the market, and I thought they were pretty.\I was going to make him some sweets,\Coconia\but coconia fruits were all sold out.\And I couldn't find a Newlywed's Apron Dress anywhere... response:	These flowers have thorns.
context: This is for me?\Yes.\I saw them being sold in the market, and I thought they were pretty.\I was going to make him some sweets,\Coconia\but coconia fruits were all sold out.\And I couldn't find a Newlywed's Apron Dress anywhere...\These flowers have thorns. response:	Did you pick them just for me?
context: Yes.\I saw them being sold in the market, and I thought they were pretty.\I was going to make him some sweets,\Coconia\but coconia fruits were all sold out.\And I couldn't find a Newlywed's Apron Dress anywhere...\These flowers have thorns.\Did you pick them just for me? response:	I'm very grateful.
context: I saw them being sold in the market, and I thought they were pretty.\I was going to make him some sweets,\Coconia\but coconia fruits were all sold out.\And I couldn't find a Newlywed's Apron Dress anywhere...\These flowers have thorns.\Did you pick them just for me?\I'm very grateful. response:	Oh, we're having curry tonight, by the way.
context: I was going to make him some sweets,\Coconia\but coconia fruits were all sold out.\And I couldn't find a Newlywed's Apron Dress anywhere...\These flowers have thorns.\Did you pick them just for me?\I'm very grateful.\Oh, we're having curry tonight, by the way. response:	Why not join us?
context: Coconia\but coconia fruits were all sold out.\And I couldn't find a Newlywed's Apron Dress anywhere...\These flowers have thorns.\Did you pick them just for me?\I'm very grateful.\Oh, we're having curry tonight, by the way.\Why not join us? response:	Can I?
context: but coconia fruits were all sold out.\And I couldn't find a Newlywed's Apron Dress anywhere...\These flowers have thorns.\Did you pick them just for me?\I'm very grateful.\Oh, we're having curry tonight, by the way.\Why not join us?\Can I? response:	Of course.
context: And I couldn't find a Newlywed's Apron Dress anywhere...\These flowers have thorns.\Did you pick them just for me?\I'm very grateful.\Oh, we're having curry tonight, by the way.\Why not join us?\Can I?\Of course. response:	Thank you!
context: These flowers have thorns.\Did you pick them just for me?\I'm very grateful.\Oh, we're having curry tonight, by the way.\Why not join us?\Can I?\Of course.\Thank you! response:	I'll help!
context: Did you pick them just for me?\I'm very grateful.\Oh, we're having curry tonight, by the way.\Why not join us?\Can I?\Of course.\Thank you!\I'll help! response:	I would appreciate that.
context: I'm very grateful.\Oh, we're having curry tonight, by the way.\Why not join us?\Can I?\Of course.\Thank you!\I'll help!\I would appreciate that. response:	Okay!
context: Oh, we're having curry tonight, by the way.\Why not join us?\Can I?\Of course.\Thank you!\I'll help!\I would appreciate that.\Okay! response:	I'm back.
context: Why not join us?\Can I?\Of course.\Thank you!\I'll help!\I would appreciate that.\Okay!\I'm back. response:	Where the heck have you been all day?
context: Can I?\Of course.\Thank you!\I'll help!\I would appreciate that.\Okay!\I'm back.\Where the heck have you been all day? response:	Oh, sorry...
context: Of course.\Thank you!\I'll help!\I would appreciate that.\Okay!\I'm back.\Where the heck have you been all day?\Oh, sorry... response:	I had something to do.
context: Thank you!\I'll help!\I would appreciate that.\Okay!\I'm back.\Where the heck have you been all day?\Oh, sorry...\I had something to do. response:	Oh, whatever.
context: I'll help!\I would appreciate that.\Okay!\I'm back.\Where the heck have you been all day?\Oh, sorry...\I had something to do.\Oh, whatever. response:	Here.
context: I would appreciate that.\Okay!\I'm back.\Where the heck have you been all day?\Oh, sorry...\I had something to do.\Oh, whatever.\Here. response:	What is this?
context: Okay!\I'm back.\Where the heck have you been all day?\Oh, sorry...\I had something to do.\Oh, whatever.\Here.\What is this? response:	Sweet potato-style coconia fruit.
context: I'm back.\Where the heck have you been all day?\Oh, sorry...\I had something to do.\Oh, whatever.\Here.\What is this?\Sweet potato-style coconia fruit. response:	It's not quite dinnertime, but since I made them, try one.
context: Where the heck have you been all day?\Oh, sorry...\I had something to do.\Oh, whatever.\Here.\What is this?\Sweet potato-style coconia fruit.\It's not quite dinnertime, but since I made them, try one. response:	That was nice of you.
context: Oh, sorry...\I had something to do.\Oh, whatever.\Here.\What is this?\Sweet potato-style coconia fruit.\It's not quite dinnertime, but since I made them, try one.\That was nice of you. response:	Okay, I'll try one.
context: I had something to do.\Oh, whatever.\Here.\What is this?\Sweet potato-style coconia fruit.\It's not quite dinnertime, but since I made them, try one.\That was nice of you.\Okay, I'll try one. response:	This is great!
context: Oh, whatever.\Here.\What is this?\Sweet potato-style coconia fruit.\It's not quite dinnertime, but since I made them, try one.\That was nice of you.\Okay, I'll try one.\This is great! response:	Thanks, Miss Isuzu.
context: Here.\What is this?\Sweet potato-style coconia fruit.\It's not quite dinnertime, but since I made them, try one.\That was nice of you.\Okay, I'll try one.\This is great!\Thanks, Miss Isuzu. response:	Good!
context: What is this?\Sweet potato-style coconia fruit.\It's not quite dinnertime, but since I made them, try one.\That was nice of you.\Okay, I'll try one.\This is great!\Thanks, Miss Isuzu.\Good! response:	Huh?
context: Sweet potato-style coconia fruit.\It's not quite dinnertime, but since I made them, try one.\That was nice of you.\Okay, I'll try one.\This is great!\Thanks, Miss Isuzu.\Good!\Huh? response:	Er... Rudy?
context: It's not quite dinnertime, but since I made them, try one.\That was nice of you.\Okay, I'll try one.\This is great!\Thanks, Miss Isuzu.\Good!\Huh?\Er... Rudy? response:	I love you all!
context: That was nice of you.\Okay, I'll try one.\This is great!\Thanks, Miss Isuzu.\Good!\Huh?\Er... Rudy?\I love you all! response:	I see.
context: Okay, I'll try one.\This is great!\Thanks, Miss Isuzu.\Good!\Huh?\Er... Rudy?\I love you all!\I see. response:	So it isn't limited to romantic love.
context: This is great!\Thanks, Miss Isuzu.\Good!\Huh?\Er... Rudy?\I love you all!\I see.\So it isn't limited to romantic love. response:	I love you, too, Big Bro Rudy.
context: Thanks, Miss Isuzu.\Good!\Huh?\Er... Rudy?\I love you all!\I see.\So it isn't limited to romantic love.\I love you, too, Big Bro Rudy. response:	I see! I see!
context: Good!\Huh?\Er... Rudy?\I love you all!\I see.\So it isn't limited to romantic love.\I love you, too, Big Bro Rudy.\I see! I see! response:	What's gotten into them?
context: Huh?\Er... Rudy?\I love you all!\I see.\So it isn't limited to romantic love.\I love you, too, Big Bro Rudy.\I see! I see!\What's gotten into them? response:	No idea.
context: Er... Rudy?\I love you all!\I see.\So it isn't limited to romantic love.\I love you, too, Big Bro Rudy.\I see! I see!\What's gotten into them?\No idea. response:	Shiro...
context: I love you all!\I see.\So it isn't limited to romantic love.\I love you, too, Big Bro Rudy.\I see! I see!\What's gotten into them?\No idea.\Shiro... response:	Nureha...
context: I see.\So it isn't limited to romantic love.\I love you, too, Big Bro Rudy.\I see! I see!\What's gotten into them?\No idea.\Shiro...\Nureha... response:	You're not using your bed again.
context: So it isn't limited to romantic love.\I love you, too, Big Bro Rudy.\I see! I see!\What's gotten into them?\No idea.\Shiro...\Nureha...\You're not using your bed again. response:	Intix?
context: I love you, too, Big Bro Rudy.\I see! I see!\What's gotten into them?\No idea.\Shiro...\Nureha...\You're not using your bed again.\Intix? response:	Were you thinking about Shiroe?
context: I see! I see!\What's gotten into them?\No idea.\Shiro...\Nureha...\You're not using your bed again.\Intix?\Were you thinking about Shiroe? response:	Were you?
context: What's gotten into them?\No idea.\Shiro...\Nureha...\You're not using your bed again.\Intix?\Were you thinking about Shiroe?\Were you? response:	Don't talk about him.
context: No idea.\Shiro...\Nureha...\You're not using your bed again.\Intix?\Were you thinking about Shiroe?\Were you?\Don't talk about him. response:	I told you.
context: Shiro...\Nureha...\You're not using your bed again.\Intix?\Were you thinking about Shiroe?\Were you?\Don't talk about him.\I told you. response:	I told you, didn't I?
context: Nureha...\You're not using your bed again.\Intix?\Were you thinking about Shiroe?\Were you?\Don't talk about him.\I told you.\I told you, didn't I? response:	He's no good.
context: You're not using your bed again.\Intix?\Were you thinking about Shiroe?\Were you?\Don't talk about him.\I told you.\I told you, didn't I?\He's no good. response:	He's a man who can't be connected to any group.
context: Intix?\Were you thinking about Shiroe?\Were you?\Don't talk about him.\I told you.\I told you, didn't I?\He's no good.\He's a man who can't be connected to any group. response:	He isn't even a player.
context: Were you thinking about Shiroe?\Were you?\Don't talk about him.\I told you.\I told you, didn't I?\He's no good.\He's a man who can't be connected to any group.\He isn't even a player. response:	Just powerful interference.
