context: Give it to me! response:	All...
context: There's no one to call you that anymore.\Birds with the wind in their wings are flying across the great blue sky right now.\And all of you should be able to make it!\To the highest limit,\Karasuno High School Volleyball Club\to the farthest limit!\Now, everyone. The time has come!\Let's win tomorrow and make it to nationals! response:	Yeah!
context: Birds with the wind in their wings are flying across the great blue sky right now.\And all of you should be able to make it!\To the highest limit,\Karasuno High School Volleyball Club\to the farthest limit!\Now, everyone. The time has come!\Let's win tomorrow and make it to nationals!\Yeah! response:	All right. Now get home and go to bed so you aren't tired tomorrow.
context: And all of you should be able to make it!\To the highest limit,\Karasuno High School Volleyball Club\to the farthest limit!\Now, everyone. The time has come!\Let's win tomorrow and make it to nationals!\Yeah!\All right. Now get home and go to bed so you aren't tired tomorrow. response:	Right.
context: To the highest limit,\Karasuno High School Volleyball Club\to the farthest limit!\Now, everyone. The time has come!\Let's win tomorrow and make it to nationals!\Yeah!\All right. Now get home and go to bed so you aren't tired tomorrow.\Right. response:	All right, dismissed!
context: Karasuno High School Volleyball Club\to the farthest limit!\Now, everyone. The time has come!\Let's win tomorrow and make it to nationals!\Yeah!\All right. Now get home and go to bed so you aren't tired tomorrow.\Right.\All right, dismissed! response:	Right!
context: to the farthest limit!\Now, everyone. The time has come!\Let's win tomorrow and make it to nationals!\Yeah!\All right. Now get home and go to bed so you aren't tired tomorrow.\Right.\All right, dismissed!\Right! response:	Kageyama.
context: Now, everyone. The time has come!\Let's win tomorrow and make it to nationals!\Yeah!\All right. Now get home and go to bed so you aren't tired tomorrow.\Right.\All right, dismissed!\Right!\Kageyama. response:	Throw me a toss.
context: Let's win tomorrow and make it to nationals!\Yeah!\All right. Now get home and go to bed so you aren't tired tomorrow.\Right.\All right, dismissed!\Right!\Kageyama.\Throw me a toss. response:	Huh? They couldn't be...
context: Yeah!\All right. Now get home and go to bed so you aren't tired tomorrow.\Right.\All right, dismissed!\Right!\Kageyama.\Throw me a toss.\Huh? They couldn't be... response:	I knew it.
context: All right. Now get home and go to bed so you aren't tired tomorrow.\Right.\All right, dismissed!\Right!\Kageyama.\Throw me a toss.\Huh? They couldn't be...\I knew it. response:	Ah! Yachi-san!
context: Right.\All right, dismissed!\Right!\Kageyama.\Throw me a toss.\Huh? They couldn't be...\I knew it.\Ah! Yachi-san! response:	Could you throw us some balls?
context: All right, dismissed!\Right!\Kageyama.\Throw me a toss.\Huh? They couldn't be...\I knew it.\Ah! Yachi-san!\Could you throw us some balls? response:	You guys had two matches today, so you should just go home and rest up.
context: Right!\Kageyama.\Throw me a toss.\Huh? They couldn't be...\I knew it.\Ah! Yachi-san!\Could you throw us some balls?\You guys had two matches today, so you should just go home and rest up. response:	If I went home right now, I'd be too worked up to sleep.
context: Kageyama.\Throw me a toss.\Huh? They couldn't be...\I knew it.\Ah! Yachi-san!\Could you throw us some balls?\You guys had two matches today, so you should just go home and rest up.\If I went home right now, I'd be too worked up to sleep. response:	So, please!
context: Throw me a toss.\Huh? They couldn't be...\I knew it.\Ah! Yachi-san!\Could you throw us some balls?\You guys had two matches today, so you should just go home and rest up.\If I went home right now, I'd be too worked up to sleep.\So, please! response:	Please!
context: Huh? They couldn't be...\I knew it.\Ah! Yachi-san!\Could you throw us some balls?\You guys had two matches today, so you should just go home and rest up.\If I went home right now, I'd be too worked up to sleep.\So, please!\Please! response:	Throw it, please!
context: I knew it.\Ah! Yachi-san!\Could you throw us some balls?\You guys had two matches today, so you should just go home and rest up.\If I went home right now, I'd be too worked up to sleep.\So, please!\Please!\Throw it, please! response:	Okay.
context: Ah! Yachi-san!\Could you throw us some balls?\You guys had two matches today, so you should just go home and rest up.\If I went home right now, I'd be too worked up to sleep.\So, please!\Please!\Throw it, please!\Okay. response:	Yeah!
context: Could you throw us some balls?\You guys had two matches today, so you should just go home and rest up.\If I went home right now, I'd be too worked up to sleep.\So, please!\Please!\Throw it, please!\Okay.\Yeah! response:	Give me one more!
context: You guys had two matches today, so you should just go home and rest up.\If I went home right now, I'd be too worked up to sleep.\So, please!\Please!\Throw it, please!\Okay.\Yeah!\Give me one more! response:	Yeah.
context: If I went home right now, I'd be too worked up to sleep.\So, please!\Please!\Throw it, please!\Okay.\Yeah!\Give me one more!\Yeah. response:	One more!
context: So, please!\Please!\Throw it, please!\Okay.\Yeah!\Give me one more!\Yeah.\One more! response:	Yeah.
context: Please!\Throw it, please!\Okay.\Yeah!\Give me one more!\Yeah.\One more!\Yeah. response:	What's the matter, Yachi-san?
context: Throw it, please!\Okay.\Yeah!\Give me one more!\Yeah.\One more!\Yeah.\What's the matter, Yachi-san? response:	Oh! I-I'm sorry!
context: Okay.\Yeah!\Give me one more!\Yeah.\One more!\Yeah.\What's the matter, Yachi-san?\Oh! I-I'm sorry! response:	I just remembered something...
context: Yeah!\Give me one more!\Yeah.\One more!\Yeah.\What's the matter, Yachi-san?\Oh! I-I'm sorry!\I just remembered something... response:	What did you remember?
context: Give me one more!\Yeah.\One more!\Yeah.\What's the matter, Yachi-san?\Oh! I-I'm sorry!\I just remembered something...\What did you remember? response:	The time you two got into that fight,
context: Yeah.\One more!\Yeah.\What's the matter, Yachi-san?\Oh! I-I'm sorry!\I just remembered something...\What did you remember?\The time you two got into that fight, response:	I kept throwing balls to you like this.
context: One more!\Yeah.\What's the matter, Yachi-san?\Oh! I-I'm sorry!\I just remembered something...\What did you remember?\The time you two got into that fight,\I kept throwing balls to you like this. response:	Really?
context: Yeah.\What's the matter, Yachi-san?\Oh! I-I'm sorry!\I just remembered something...\What did you remember?\The time you two got into that fight,\I kept throwing balls to you like this.\Really? response:	What?! You don't remember?!
context: What's the matter, Yachi-san?\Oh! I-I'm sorry!\I just remembered something...\What did you remember?\The time you two got into that fight,\I kept throwing balls to you like this.\Really?\What?! You don't remember?! response:	Hinata like charged you and tried to fight with you,
context: Oh! I-I'm sorry!\I just remembered something...\What did you remember?\The time you two got into that fight,\I kept throwing balls to you like this.\Really?\What?! You don't remember?!\Hinata like charged you and tried to fight with you, response:	and then Kageyama-kun started punching and pushed you over...
context: I just remembered something...\What did you remember?\The time you two got into that fight,\I kept throwing balls to you like this.\Really?\What?! You don't remember?!\Hinata like charged you and tried to fight with you,\and then Kageyama-kun started punching and pushed you over... response:	I was super scared!
context: What did you remember?\The time you two got into that fight,\I kept throwing balls to you like this.\Really?\What?! You don't remember?!\Hinata like charged you and tried to fight with you,\and then Kageyama-kun started punching and pushed you over...\I was super scared! response:	O-Oh...
context: The time you two got into that fight,\I kept throwing balls to you like this.\Really?\What?! You don't remember?!\Hinata like charged you and tried to fight with you,\and then Kageyama-kun started punching and pushed you over...\I was super scared!\O-Oh... response:	Sorry.
context: I kept throwing balls to you like this.\Really?\What?! You don't remember?!\Hinata like charged you and tried to fight with you,\and then Kageyama-kun started punching and pushed you over...\I was super scared!\O-Oh...\Sorry. response:	Oh, uh, that's not what I meant...
context: Really?\What?! You don't remember?!\Hinata like charged you and tried to fight with you,\and then Kageyama-kun started punching and pushed you over...\I was super scared!\O-Oh...\Sorry.\Oh, uh, that's not what I meant... response:	I thought of this, watching the match today.
context: What?! You don't remember?!\Hinata like charged you and tried to fight with you,\and then Kageyama-kun started punching and pushed you over...\I was super scared!\O-Oh...\Sorry.\Oh, uh, that's not what I meant...\I thought of this, watching the match today. response:	If I hadn't become a manager,
context: Hinata like charged you and tried to fight with you,\and then Kageyama-kun started punching and pushed you over...\I was super scared!\O-Oh...\Sorry.\Oh, uh, that's not what I meant...\I thought of this, watching the match today.\If I hadn't become a manager, response:	I wouldn't have been able to watch today's matches,
context: and then Kageyama-kun started punching and pushed you over...\I was super scared!\O-Oh...\Sorry.\Oh, uh, that's not what I meant...\I thought of this, watching the match today.\If I hadn't become a manager,\I wouldn't have been able to watch today's matches, response:	wouldn't have been so excited and flustered,
context: I was super scared!\O-Oh...\Sorry.\Oh, uh, that's not what I meant...\I thought of this, watching the match today.\If I hadn't become a manager,\I wouldn't have been able to watch today's matches,\wouldn't have been so excited and flustered, response:	or been so happy when you won,
context: O-Oh...\Sorry.\Oh, uh, that's not what I meant...\I thought of this, watching the match today.\If I hadn't become a manager,\I wouldn't have been able to watch today's matches,\wouldn't have been so excited and flustered,\or been so happy when you won, response:	and my heart wouldn't have felt so warm.
context: Sorry.\Oh, uh, that's not what I meant...\I thought of this, watching the match today.\If I hadn't become a manager,\I wouldn't have been able to watch today's matches,\wouldn't have been so excited and flustered,\or been so happy when you won,\and my heart wouldn't have felt so warm. response:	It's all because I watched each of you work so hard
context: Oh, uh, that's not what I meant...\I thought of this, watching the match today.\If I hadn't become a manager,\I wouldn't have been able to watch today's matches,\wouldn't have been so excited and flustered,\or been so happy when you won,\and my heart wouldn't have felt so warm.\It's all because I watched each of you work so hard response:	to do something that you couldn't do before...
context: I thought of this, watching the match today.\If I hadn't become a manager,\I wouldn't have been able to watch today's matches,\wouldn't have been so excited and flustered,\or been so happy when you won,\and my heart wouldn't have felt so warm.\It's all because I watched each of you work so hard\to do something that you couldn't do before... response:	If I hadn't been here, I would have never had that experience.
context: If I hadn't become a manager,\I wouldn't have been able to watch today's matches,\wouldn't have been so excited and flustered,\or been so happy when you won,\and my heart wouldn't have felt so warm.\It's all because I watched each of you work so hard\to do something that you couldn't do before...\If I hadn't been here, I would have never had that experience. response:	So, thank you.
context: I wouldn't have been able to watch today's matches,\wouldn't have been so excited and flustered,\or been so happy when you won,\and my heart wouldn't have felt so warm.\It's all because I watched each of you work so hard\to do something that you couldn't do before...\If I hadn't been here, I would have never had that experience.\So, thank you. response:	No, no! We should be thanking you!
context: wouldn't have been so excited and flustered,\or been so happy when you won,\and my heart wouldn't have felt so warm.\It's all because I watched each of you work so hard\to do something that you couldn't do before...\If I hadn't been here, I would have never had that experience.\So, thank you.\No, no! We should be thanking you! response:	You stayed with us through all our practices!
context: or been so happy when you won,\and my heart wouldn't have felt so warm.\It's all because I watched each of you work so hard\to do something that you couldn't do before...\If I hadn't been here, I would have never had that experience.\So, thank you.\No, no! We should be thanking you!\You stayed with us through all our practices! response:	If you weren't with us, Yachi-san, we might not have completed our new quick, either!
context: and my heart wouldn't have felt so warm.\It's all because I watched each of you work so hard\to do something that you couldn't do before...\If I hadn't been here, I would have never had that experience.\So, thank you.\No, no! We should be thanking you!\You stayed with us through all our practices!\If you weren't with us, Yachi-san, we might not have completed our new quick, either! response:	Really? I was of some use, even though I'm just a Townsperson B?
context: It's all because I watched each of you work so hard\to do something that you couldn't do before...\If I hadn't been here, I would have never had that experience.\So, thank you.\No, no! We should be thanking you!\You stayed with us through all our practices!\If you weren't with us, Yachi-san, we might not have completed our new quick, either!\Really? I was of some use, even though I'm just a Townsperson B? response:	Of course!
context: to do something that you couldn't do before...\If I hadn't been here, I would have never had that experience.\So, thank you.\No, no! We should be thanking you!\You stayed with us through all our practices!\If you weren't with us, Yachi-san, we might not have completed our new quick, either!\Really? I was of some use, even though I'm just a Townsperson B?\Of course! response:	You're the best Townsperson B in the Tohoku region!
context: If I hadn't been here, I would have never had that experience.\So, thank you.\No, no! We should be thanking you!\You stayed with us through all our practices!\If you weren't with us, Yachi-san, we might not have completed our new quick, either!\Really? I was of some use, even though I'm just a Townsperson B?\Of course!\You're the best Townsperson B in the Tohoku region! response:	Is that even a compliment?
context: So, thank you.\No, no! We should be thanking you!\You stayed with us through all our practices!\If you weren't with us, Yachi-san, we might not have completed our new quick, either!\Really? I was of some use, even though I'm just a Townsperson B?\Of course!\You're the best Townsperson B in the Tohoku region!\Is that even a compliment? response:	Of course it is!
context: No, no! We should be thanking you!\You stayed with us through all our practices!\If you weren't with us, Yachi-san, we might not have completed our new quick, either!\Really? I was of some use, even though I'm just a Townsperson B?\Of course!\You're the best Townsperson B in the Tohoku region!\Is that even a compliment?\Of course it is! response:	If you're actually thankful, too, you need to thank her!
context: You stayed with us through all our practices!\If you weren't with us, Yachi-san, we might not have completed our new quick, either!\Really? I was of some use, even though I'm just a Townsperson B?\Of course!\You're the best Townsperson B in the Tohoku region!\Is that even a compliment?\Of course it is!\If you're actually thankful, too, you need to thank her! response:	Ah... Thanks.
context: If you weren't with us, Yachi-san, we might not have completed our new quick, either!\Really? I was of some use, even though I'm just a Townsperson B?\Of course!\You're the best Townsperson B in the Tohoku region!\Is that even a compliment?\Of course it is!\If you're actually thankful, too, you need to thank her!\Ah... Thanks. response:	Is that all you can say?
context: Really? I was of some use, even though I'm just a Townsperson B?\Of course!\You're the best Townsperson B in the Tohoku region!\Is that even a compliment?\Of course it is!\If you're actually thankful, too, you need to thank her!\Ah... Thanks.\Is that all you can say? response:	There are so many other ways to say it!
context: Of course!\You're the best Townsperson B in the Tohoku region!\Is that even a compliment?\Of course it is!\If you're actually thankful, too, you need to thank her!\Ah... Thanks.\Is that all you can say?\There are so many other ways to say it! response:	Shut up! I thanked her, didn't I?
context: You're the best Townsperson B in the Tohoku region!\Is that even a compliment?\Of course it is!\If you're actually thankful, too, you need to thank her!\Ah... Thanks.\Is that all you can say?\There are so many other ways to say it!\Shut up! I thanked her, didn't I? response:	N-Now, now...
context: Is that even a compliment?\Of course it is!\If you're actually thankful, too, you need to thank her!\Ah... Thanks.\Is that all you can say?\There are so many other ways to say it!\Shut up! I thanked her, didn't I?\N-Now, now... response:	What are you doing?
context: Of course it is!\If you're actually thankful, too, you need to thank her!\Ah... Thanks.\Is that all you can say?\There are so many other ways to say it!\Shut up! I thanked her, didn't I?\N-Now, now...\What are you doing? response:	Sh-Shimizu-senpai?!
context: If you're actually thankful, too, you need to thank her!\Ah... Thanks.\Is that all you can say?\There are so many other ways to say it!\Shut up! I thanked her, didn't I?\N-Now, now...\What are you doing?\Sh-Shimizu-senpai?! response:	Resting properly is another important part of preparing for matches, you know.
context: Ah... Thanks.\Is that all you can say?\There are so many other ways to say it!\Shut up! I thanked her, didn't I?\N-Now, now...\What are you doing?\Sh-Shimizu-senpai?!\Resting properly is another important part of preparing for matches, you know. response:	S-Sorry!
context: Is that all you can say?\There are so many other ways to say it!\Shut up! I thanked her, didn't I?\N-Now, now...\What are you doing?\Sh-Shimizu-senpai?!\Resting properly is another important part of preparing for matches, you know.\S-Sorry! response:	Come on! That's enough!
context: There are so many other ways to say it!\Shut up! I thanked her, didn't I?\N-Now, now...\What are you doing?\Sh-Shimizu-senpai?!\Resting properly is another important part of preparing for matches, you know.\S-Sorry!\Come on! That's enough! response:	Let's clean up!
context: Shut up! I thanked her, didn't I?\N-Now, now...\What are you doing?\Sh-Shimizu-senpai?!\Resting properly is another important part of preparing for matches, you know.\S-Sorry!\Come on! That's enough!\Let's clean up! response:	What?
context: N-Now, now...\What are you doing?\Sh-Shimizu-senpai?!\Resting properly is another important part of preparing for matches, you know.\S-Sorry!\Come on! That's enough!\Let's clean up!\What? response:	Come on, hurry up!
context: What are you doing?\Sh-Shimizu-senpai?!\Resting properly is another important part of preparing for matches, you know.\S-Sorry!\Come on! That's enough!\Let's clean up!\What?\Come on, hurry up! response:	Okay...
context: Sh-Shimizu-senpai?!\Resting properly is another important part of preparing for matches, you know.\S-Sorry!\Come on! That's enough!\Let's clean up!\What?\Come on, hurry up!\Okay... response:	We got in trouble because of you.
context: Resting properly is another important part of preparing for matches, you know.\S-Sorry!\Come on! That's enough!\Let's clean up!\What?\Come on, hurry up!\Okay...\We got in trouble because of you. response:	You wanted to practice, too, didn't you?
context: S-Sorry!\Come on! That's enough!\Let's clean up!\What?\Come on, hurry up!\Okay...\We got in trouble because of you.\You wanted to practice, too, didn't you? response:	I'm sorry for helping them practice.
context: Come on! That's enough!\Let's clean up!\What?\Come on, hurry up!\Okay...\We got in trouble because of you.\You wanted to practice, too, didn't you?\I'm sorry for helping them practice. response:	No, it's fine.
context: Let's clean up!\What?\Come on, hurry up!\Okay...\We got in trouble because of you.\You wanted to practice, too, didn't you?\I'm sorry for helping them practice.\No, it's fine. response:	Actually, thanks for practicing with them.
context: What?\Come on, hurry up!\Okay...\We got in trouble because of you.\You wanted to practice, too, didn't you?\I'm sorry for helping them practice.\No, it's fine.\Actually, thanks for practicing with them. response:	Right!
context: Come on, hurry up!\Okay...\We got in trouble because of you.\You wanted to practice, too, didn't you?\I'm sorry for helping them practice.\No, it's fine.\Actually, thanks for practicing with them.\Right! response:	Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?
context: Okay...\We got in trouble because of you.\You wanted to practice, too, didn't you?\I'm sorry for helping them practice.\No, it's fine.\Actually, thanks for practicing with them.\Right!\Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you? response:	O-Okay!
context: We got in trouble because of you.\You wanted to practice, too, didn't you?\I'm sorry for helping them practice.\No, it's fine.\Actually, thanks for practicing with them.\Right!\Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?\O-Okay! response:	Hinata and Kageyama, as soon as you're done, you need to go straight home.
context: You wanted to practice, too, didn't you?\I'm sorry for helping them practice.\No, it's fine.\Actually, thanks for practicing with them.\Right!\Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?\O-Okay!\Hinata and Kageyama, as soon as you're done, you need to go straight home. response:	Right!
context: I'm sorry for helping them practice.\No, it's fine.\Actually, thanks for practicing with them.\Right!\Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?\O-Okay!\Hinata and Kageyama, as soon as you're done, you need to go straight home.\Right! response:	I wonder how the Little Giant felt the day before the finals...
context: No, it's fine.\Actually, thanks for practicing with them.\Right!\Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?\O-Okay!\Hinata and Kageyama, as soon as you're done, you need to go straight home.\Right!\I wonder how the Little Giant felt the day before the finals... response:	I'm super nervous,
context: Actually, thanks for practicing with them.\Right!\Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?\O-Okay!\Hinata and Kageyama, as soon as you're done, you need to go straight home.\Right!\I wonder how the Little Giant felt the day before the finals...\I'm super nervous, response:	but...
context: Right!\Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?\O-Okay!\Hinata and Kageyama, as soon as you're done, you need to go straight home.\Right!\I wonder how the Little Giant felt the day before the finals...\I'm super nervous,\but... response:	Isn't it even more exciting now?!
context: Hitoka-chan, it's already dark, so do you want me to go to the bus stop with you?\O-Okay!\Hinata and Kageyama, as soon as you're done, you need to go straight home.\Right!\I wonder how the Little Giant felt the day before the finals...\I'm super nervous,\but...\Isn't it even more exciting now?! response:	We're going to win tomorrow.
context: O-Okay!\Hinata and Kageyama, as soon as you're done, you need to go straight home.\Right!\I wonder how the Little Giant felt the day before the finals...\I'm super nervous,\but...\Isn't it even more exciting now?!\We're going to win tomorrow. response:	Yeah!
context: Hinata and Kageyama, as soon as you're done, you need to go straight home.\Right!\I wonder how the Little Giant felt the day before the finals...\I'm super nervous,\but...\Isn't it even more exciting now?!\We're going to win tomorrow.\Yeah! response:	But man... Who ever thought that Karasuno would make it to the finals?
context: Right!\I wonder how the Little Giant felt the day before the finals...\I'm super nervous,\but...\Isn't it even more exciting now?!\We're going to win tomorrow.\Yeah!\But man... Who ever thought that Karasuno would make it to the finals? response:	They beat Seijoh,
context: I wonder how the Little Giant felt the day before the finals...\I'm super nervous,\but...\Isn't it even more exciting now?!\We're going to win tomorrow.\Yeah!\But man... Who ever thought that Karasuno would make it to the finals?\They beat Seijoh, response:	so maybe they're becoming a powerhouse again.
context: I'm super nervous,\but...\Isn't it even more exciting now?!\We're going to win tomorrow.\Yeah!\But man... Who ever thought that Karasuno would make it to the finals?\They beat Seijoh,\so maybe they're becoming a powerhouse again. response:	Hey, speaking of...
context: but...\Isn't it even more exciting now?!\We're going to win tomorrow.\Yeah!\But man... Who ever thought that Karasuno would make it to the finals?\They beat Seijoh,\so maybe they're becoming a powerhouse again.\Hey, speaking of... response:	It's Ushiwaka.
context: Isn't it even more exciting now?!\We're going to win tomorrow.\Yeah!\But man... Who ever thought that Karasuno would make it to the finals?\They beat Seijoh,\so maybe they're becoming a powerhouse again.\Hey, speaking of...\It's Ushiwaka. response:	H-Hey!
context: We're going to win tomorrow.\Yeah!\But man... Who ever thought that Karasuno would make it to the finals?\They beat Seijoh,\so maybe they're becoming a powerhouse again.\Hey, speaking of...\It's Ushiwaka.\H-Hey! response:	Hinata Shoyo. Kageyama Tobio.
context: Yeah!\But man... Who ever thought that Karasuno would make it to the finals?\They beat Seijoh,\so maybe they're becoming a powerhouse again.\Hey, speaking of...\It's Ushiwaka.\H-Hey!\Hinata Shoyo. Kageyama Tobio. response:	We made it to the finals.
context: But man... Who ever thought that Karasuno would make it to the finals?\They beat Seijoh,\so maybe they're becoming a powerhouse again.\Hey, speaking of...\It's Ushiwaka.\H-Hey!\Hinata Shoyo. Kageyama Tobio.\We made it to the finals. response:	We, who grew from the concrete,
context: They beat Seijoh,\so maybe they're becoming a powerhouse again.\Hey, speaking of...\It's Ushiwaka.\H-Hey!\Hinata Shoyo. Kageyama Tobio.\We made it to the finals.\We, who grew from the concrete, response:	will beat you and go to nationals!
context: so maybe they're becoming a powerhouse again.\Hey, speaking of...\It's Ushiwaka.\H-Hey!\Hinata Shoyo. Kageyama Tobio.\We made it to the finals.\We, who grew from the concrete,\will beat you and go to nationals! response:	I look forward to it.
context: Hey, speaking of...\It's Ushiwaka.\H-Hey!\Hinata Shoyo. Kageyama Tobio.\We made it to the finals.\We, who grew from the concrete,\will beat you and go to nationals!\I look forward to it. response:	Let's meet on the court.
context: It's Ushiwaka.\H-Hey!\Hinata Shoyo. Kageyama Tobio.\We made it to the finals.\We, who grew from the concrete,\will beat you and go to nationals!\I look forward to it.\Let's meet on the court. response:	Damn it...
context: H-Hey!\Hinata Shoyo. Kageyama Tobio.\We made it to the finals.\We, who grew from the concrete,\will beat you and go to nationals!\I look forward to it.\Let's meet on the court.\Damn it... response:	I wanna hurry up and fight him!
context: Hinata Shoyo. Kageyama Tobio.\We made it to the finals.\We, who grew from the concrete,\will beat you and go to nationals!\I look forward to it.\Let's meet on the court.\Damn it...\I wanna hurry up and fight him! response:	All right! We're gonna make it to the spring tournament, no matter what!
context: We made it to the finals.\We, who grew from the concrete,\will beat you and go to nationals!\I look forward to it.\Let's meet on the court.\Damn it...\I wanna hurry up and fight him!\All right! We're gonna make it to the spring tournament, no matter what! response:	Yeah!
