context: Gravity wave interferometer has detected a strong fluctuation. response:	It's beginning.
context: It was Julio that killed your father, and yet...\There! Princess Sylvia!\Sylvia-sama, help us!\Aren't there shelters and escape ships here?\We didn't get any warning from the government!\I don't know anything about that.\Why didn't you royals do anything?\Do something! response:	I did nothing wrong! Go away!
context: There! Princess Sylvia!\Sylvia-sama, help us!\Aren't there shelters and escape ships here?\We didn't get any warning from the government!\I don't know anything about that.\Why didn't you royals do anything?\Do something!\I did nothing wrong! Go away! response:	Dammit, Salia.
context: Sylvia-sama, help us!\Aren't there shelters and escape ships here?\We didn't get any warning from the government!\I don't know anything about that.\Why didn't you royals do anything?\Do something!\I did nothing wrong! Go away!\Dammit, Salia. response:	Onee-sama.
context: Aren't there shelters and escape ships here?\We didn't get any warning from the government!\I don't know anything about that.\Why didn't you royals do anything?\Do something!\I did nothing wrong! Go away!\Dammit, Salia.\Onee-sama. response:	Sylvia.
context: We didn't get any warning from the government!\I don't know anything about that.\Why didn't you royals do anything?\Do something!\I did nothing wrong! Go away!\Dammit, Salia.\Onee-sama.\Sylvia. response:	It's Angelise.
context: I don't know anything about that.\Why didn't you royals do anything?\Do something!\I did nothing wrong! Go away!\Dammit, Salia.\Onee-sama.\Sylvia.\It's Angelise. response:	Help us!
context: Why didn't you royals do anything?\Do something!\I did nothing wrong! Go away!\Dammit, Salia.\Onee-sama.\Sylvia.\It's Angelise.\Help us! response:	Yeah, take us with you!
context: Do something!\I did nothing wrong! Go away!\Dammit, Salia.\Onee-sama.\Sylvia.\It's Angelise.\Help us!\Yeah, take us with you! response:	Help? Me?
context: I did nothing wrong! Go away!\Dammit, Salia.\Onee-sama.\Sylvia.\It's Angelise.\Help us!\Yeah, take us with you!\Help? Me? response:	Why?
context: Dammit, Salia.\Onee-sama.\Sylvia.\It's Angelise.\Help us!\Yeah, take us with you!\Help? Me?\Why? response:	Isn't it your duty as royalty to save your people?
context: Onee-sama.\Sylvia.\It's Angelise.\Help us!\Yeah, take us with you!\Help? Me?\Why?\Isn't it your duty as royalty to save your people? response:	It's you Normas that did this, isn't it?
context: Sylvia.\It's Angelise.\Help us!\Yeah, take us with you!\Help? Me?\Why?\Isn't it your duty as royalty to save your people?\It's you Normas that did this, isn't it? response:	Don't you care if we die?
context: It's Angelise.\Help us!\Yeah, take us with you!\Help? Me?\Why?\Isn't it your duty as royalty to save your people?\It's you Normas that did this, isn't it?\Don't you care if we die? response:	Nope.
context: Help us!\Yeah, take us with you!\Help? Me?\Why?\Isn't it your duty as royalty to save your people?\It's you Normas that did this, isn't it?\Don't you care if we die?\Nope. response:	What?
context: Yeah, take us with you!\Help? Me?\Why?\Isn't it your duty as royalty to save your people?\It's you Normas that did this, isn't it?\Don't you care if we die?\Nope.\What? response:	I don't care.
context: Help? Me?\Why?\Isn't it your duty as royalty to save your people?\It's you Normas that did this, isn't it?\Don't you care if we die?\Nope.\What?\I don't care. response:	At all.
context: Why?\Isn't it your duty as royalty to save your people?\It's you Normas that did this, isn't it?\Don't you care if we die?\Nope.\What?\I don't care.\At all. response:	Selfish pigs.
context: Isn't it your duty as royalty to save your people?\It's you Normas that did this, isn't it?\Don't you care if we die?\Nope.\What?\I don't care.\At all.\Selfish pigs. response:	That's why Embryo can control you.
context: It's you Normas that did this, isn't it?\Don't you care if we die?\Nope.\What?\I don't care.\At all.\Selfish pigs.\That's why Embryo can control you. response:	You'd better run while you can, too.
context: Don't you care if we die?\Nope.\What?\I don't care.\At all.\Selfish pigs.\That's why Embryo can control you.\You'd better run while you can, too. response:	You know I can't walk, don't you?
context: Nope.\What?\I don't care.\At all.\Selfish pigs.\That's why Embryo can control you.\You'd better run while you can, too.\You know I can't walk, don't you? response:	It's you that made it so that I can't walk!
context: What?\I don't care.\At all.\Selfish pigs.\That's why Embryo can control you.\You'd better run while you can, too.\You know I can't walk, don't you?\It's you that made it so that I can't walk! response:	Quit being a baby.
context: I don't care.\At all.\Selfish pigs.\That's why Embryo can control you.\You'd better run while you can, too.\You know I can't walk, don't you?\It's you that made it so that I can't walk!\Quit being a baby. response:	You blame everything on others.
context: At all.\Selfish pigs.\That's why Embryo can control you.\You'd better run while you can, too.\You know I can't walk, don't you?\It's you that made it so that I can't walk!\Quit being a baby.\You blame everything on others. response:	The imperial doctor told me your wounds were fully healed.
context: Selfish pigs.\That's why Embryo can control you.\You'd better run while you can, too.\You know I can't walk, don't you?\It's you that made it so that I can't walk!\Quit being a baby.\You blame everything on others.\The imperial doctor told me your wounds were fully healed. response:	You can't stand on your own because you won't even try.
context: That's why Embryo can control you.\You'd better run while you can, too.\You know I can't walk, don't you?\It's you that made it so that I can't walk!\Quit being a baby.\You blame everything on others.\The imperial doctor told me your wounds were fully healed.\You can't stand on your own because you won't even try. response:	Help me! Help me, please!
context: You'd better run while you can, too.\You know I can't walk, don't you?\It's you that made it so that I can't walk!\Quit being a baby.\You blame everything on others.\The imperial doctor told me your wounds were fully healed.\You can't stand on your own because you won't even try.\Help me! Help me, please! response:	I'm your sister!
context: You know I can't walk, don't you?\It's you that made it so that I can't walk!\Quit being a baby.\You blame everything on others.\The imperial doctor told me your wounds were fully healed.\You can't stand on your own because you won't even try.\Help me! Help me, please!\I'm your sister! response:	Do you need to die to fix that rotten attitude of yours?
context: It's you that made it so that I can't walk!\Quit being a baby.\You blame everything on others.\The imperial doctor told me your wounds were fully healed.\You can't stand on your own because you won't even try.\Help me! Help me, please!\I'm your sister!\Do you need to die to fix that rotten attitude of yours? response:	No!
context: Quit being a baby.\You blame everything on others.\The imperial doctor told me your wounds were fully healed.\You can't stand on your own because you won't even try.\Help me! Help me, please!\I'm your sister!\Do you need to die to fix that rotten attitude of yours?\No! response:	Fight!
context: You blame everything on others.\The imperial doctor told me your wounds were fully healed.\You can't stand on your own because you won't even try.\Help me! Help me, please!\I'm your sister!\Do you need to die to fix that rotten attitude of yours?\No!\Fight! response:	Live on your own!
context: The imperial doctor told me your wounds were fully healed.\You can't stand on your own because you won't even try.\Help me! Help me, please!\I'm your sister!\Do you need to die to fix that rotten attitude of yours?\No!\Fight!\Live on your own! response:	We'll never meet again.
context: You can't stand on your own because you won't even try.\Help me! Help me, please!\I'm your sister!\Do you need to die to fix that rotten attitude of yours?\No!\Fight!\Live on your own!\We'll never meet again. response:	Goodbye, my only sister.
context: Help me! Help me, please!\I'm your sister!\Do you need to die to fix that rotten attitude of yours?\No!\Fight!\Live on your own!\We'll never meet again.\Goodbye, my only sister. response:	Onee-sama...
context: I'm your sister!\Do you need to die to fix that rotten attitude of yours?\No!\Fight!\Live on your own!\We'll never meet again.\Goodbye, my only sister.\Onee-sama... response:	You're late, Ange.
context: Do you need to die to fix that rotten attitude of yours?\No!\Fight!\Live on your own!\We'll never meet again.\Goodbye, my only sister.\Onee-sama...\You're late, Ange. response:	I was taking care of some errands.
context: No!\Fight!\Live on your own!\We'll never meet again.\Goodbye, my only sister.\Onee-sama...\You're late, Ange.\I was taking care of some errands. response:	Then you're prepared to die!
context: Fight!\Live on your own!\We'll never meet again.\Goodbye, my only sister.\Onee-sama...\You're late, Ange.\I was taking care of some errands.\Then you're prepared to die! response:	I heard you're Embryo's knight.
context: Live on your own!\We'll never meet again.\Goodbye, my only sister.\Onee-sama...\You're late, Ange.\I was taking care of some errands.\Then you're prepared to die!\I heard you're Embryo's knight. response:	I wanted to see how strong you've become.
context: We'll never meet again.\Goodbye, my only sister.\Onee-sama...\You're late, Ange.\I was taking care of some errands.\Then you're prepared to die!\I heard you're Embryo's knight.\I wanted to see how strong you've become. response:	But I'm disappointed, Salia.
context: Goodbye, my only sister.\Onee-sama...\You're late, Ange.\I was taking care of some errands.\Then you're prepared to die!\I heard you're Embryo's knight.\I wanted to see how strong you've become.\But I'm disappointed, Salia. response:	Next Episode
context: Onee-sama...\You're late, Ange.\I was taking care of some errands.\Then you're prepared to die!\I heard you're Embryo's knight.\I wanted to see how strong you've become.\But I'm disappointed, Salia.\Next Episode response:	Ersha's back!
context: You're late, Ange.\I was taking care of some errands.\Then you're prepared to die!\I heard you're Embryo's knight.\I wanted to see how strong you've become.\But I'm disappointed, Salia.\Next Episode\Ersha's back! response:	I'll do anything to atone, so...
context: I was taking care of some errands.\Then you're prepared to die!\I heard you're Embryo's knight.\I wanted to see how strong you've become.\But I'm disappointed, Salia.\Next Episode\Ersha's back!\I'll do anything to atone, so... response:	Buy me yakisoba bread!
context: Then you're prepared to die!\I heard you're Embryo's knight.\I wanted to see how strong you've become.\But I'm disappointed, Salia.\Next Episode\Ersha's back!\I'll do anything to atone, so...\Buy me yakisoba bread! response:	So... so just let me read the preview!
context: I heard you're Embryo's knight.\I wanted to see how strong you've become.\But I'm disappointed, Salia.\Next Episode\Ersha's back!\I'll do anything to atone, so...\Buy me yakisoba bread!\So... so just let me read the preview! response:	Ersha's Headbutt of Hell!
context: I wanted to see how strong you've become.\But I'm disappointed, Salia.\Next Episode\Ersha's back!\I'll do anything to atone, so...\Buy me yakisoba bread!\So... so just let me read the preview!\Ersha's Headbutt of Hell! response:	Ow.
context: But I'm disappointed, Salia.\Next Episode\Ersha's back!\I'll do anything to atone, so...\Buy me yakisoba bread!\So... so just let me read the preview!\Ersha's Headbutt of Hell!\Ow. response:	A Battle With No Tomorrow
context: Next Episode\Ersha's back!\I'll do anything to atone, so...\Buy me yakisoba bread!\So... so just let me read the preview!\Ersha's Headbutt of Hell!\Ow.\A Battle With No Tomorrow response:	Sorry, Vivi-chan.
context: Ersha's back!\I'll do anything to atone, so...\Buy me yakisoba bread!\So... so just let me read the preview!\Ersha's Headbutt of Hell!\Ow.\A Battle With No Tomorrow\Sorry, Vivi-chan. response:	Next week, on Cross Ange...
