context: A request? response:	For me?
context: And she is doing everything she can to figure out what that means,\in her own way.\Hey, Ms. Auto Memory Doll.\Can you write a letter for me?\What type of letter?\An apology letter to the people who attended the party.\Very well.\Make sure it's a polite and heartfelt letter! response:	-Shall I send it to Eamonn as well? -Wow, you don't let up.
context: in her own way.\Hey, Ms. Auto Memory Doll.\Can you write a letter for me?\What type of letter?\An apology letter to the people who attended the party.\Very well.\Make sure it's a polite and heartfelt letter!\-Shall I send it to Eamonn as well? -Wow, you don't let up. response:	But, yeah, send one to him.
context: Hey, Ms. Auto Memory Doll.\Can you write a letter for me?\What type of letter?\An apology letter to the people who attended the party.\Very well.\Make sure it's a polite and heartfelt letter!\-Shall I send it to Eamonn as well? -Wow, you don't let up.\But, yeah, send one to him. response:	And to your parents?
context: Can you write a letter for me?\What type of letter?\An apology letter to the people who attended the party.\Very well.\Make sure it's a polite and heartfelt letter!\-Shall I send it to Eamonn as well? -Wow, you don't let up.\But, yeah, send one to him.\And to your parents? response:	Would you be interested in telling them how you really feel?
context: What type of letter?\An apology letter to the people who attended the party.\Very well.\Make sure it's a polite and heartfelt letter!\-Shall I send it to Eamonn as well? -Wow, you don't let up.\But, yeah, send one to him.\And to your parents?\Would you be interested in telling them how you really feel? response:	You will be able to tell them through a letter.
context: An apology letter to the people who attended the party.\Very well.\Make sure it's a polite and heartfelt letter!\-Shall I send it to Eamonn as well? -Wow, you don't let up.\But, yeah, send one to him.\And to your parents?\Would you be interested in telling them how you really feel?\You will be able to tell them through a letter. response:	Emotions too difficult to express will come through.
context: Very well.\Make sure it's a polite and heartfelt letter!\-Shall I send it to Eamonn as well? -Wow, you don't let up.\But, yeah, send one to him.\And to your parents?\Would you be interested in telling them how you really feel?\You will be able to tell them through a letter.\Emotions too difficult to express will come through. response:	Dear Mom and Dad, I'm sorry for ruining the party.
context: Make sure it's a polite and heartfelt letter!\-Shall I send it to Eamonn as well? -Wow, you don't let up.\But, yeah, send one to him.\And to your parents?\Would you be interested in telling them how you really feel?\You will be able to tell them through a letter.\Emotions too difficult to express will come through.\Dear Mom and Dad, I'm sorry for ruining the party. response:	I will send an apology letter to the guests.
context: -Shall I send it to Eamonn as well? -Wow, you don't let up.\But, yeah, send one to him.\And to your parents?\Would you be interested in telling them how you really feel?\You will be able to tell them through a letter.\Emotions too difficult to express will come through.\Dear Mom and Dad, I'm sorry for ruining the party.\I will send an apology letter to the guests. response:	Also, thank you for commissioning me.
context: But, yeah, send one to him.\And to your parents?\Would you be interested in telling them how you really feel?\You will be able to tell them through a letter.\Emotions too difficult to express will come through.\Dear Mom and Dad, I'm sorry for ruining the party.\I will send an apology letter to the guests.\Also, thank you for commissioning me. response:	This was actually the first time I was requested.
context: And to your parents?\Would you be interested in telling them how you really feel?\You will be able to tell them through a letter.\Emotions too difficult to express will come through.\Dear Mom and Dad, I'm sorry for ruining the party.\I will send an apology letter to the guests.\Also, thank you for commissioning me.\This was actually the first time I was requested. response:	That made me very happy.
context: Would you be interested in telling them how you really feel?\You will be able to tell them through a letter.\Emotions too difficult to express will come through.\Dear Mom and Dad, I'm sorry for ruining the party.\I will send an apology letter to the guests.\Also, thank you for commissioning me.\This was actually the first time I was requested.\That made me very happy. response:	Work can be hectic,
context: You will be able to tell them through a letter.\Emotions too difficult to express will come through.\Dear Mom and Dad, I'm sorry for ruining the party.\I will send an apology letter to the guests.\Also, thank you for commissioning me.\This was actually the first time I was requested.\That made me very happy.\Work can be hectic, response:	but it's what I've chosen, so, I will continue to do my best.
context: Emotions too difficult to express will come through.\Dear Mom and Dad, I'm sorry for ruining the party.\I will send an apology letter to the guests.\Also, thank you for commissioning me.\This was actually the first time I was requested.\That made me very happy.\Work can be hectic,\but it's what I've chosen, so, I will continue to do my best. response:	I'm sorry for always making you worry.
context: Dear Mom and Dad, I'm sorry for ruining the party.\I will send an apology letter to the guests.\Also, thank you for commissioning me.\This was actually the first time I was requested.\That made me very happy.\Work can be hectic,\but it's what I've chosen, so, I will continue to do my best.\I'm sorry for always making you worry. response:	But...
context: I will send an apology letter to the guests.\Also, thank you for commissioning me.\This was actually the first time I was requested.\That made me very happy.\Work can be hectic,\but it's what I've chosen, so, I will continue to do my best.\I'm sorry for always making you worry.\But... response:	please continue to watch over me a little bit longer.
context: Also, thank you for commissioning me.\This was actually the first time I was requested.\That made me very happy.\Work can be hectic,\but it's what I've chosen, so, I will continue to do my best.\I'm sorry for always making you worry.\But...\please continue to watch over me a little bit longer. response:	This is the first commemorative letter
context: This was actually the first time I was requested.\That made me very happy.\Work can be hectic,\but it's what I've chosen, so, I will continue to do my best.\I'm sorry for always making you worry.\But...\please continue to watch over me a little bit longer.\This is the first commemorative letter response:	from the future number one Doll in Leiden...
context: That made me very happy.\Work can be hectic,\but it's what I've chosen, so, I will continue to do my best.\I'm sorry for always making you worry.\But...\please continue to watch over me a little bit longer.\This is the first commemorative letter\from the future number one Doll in Leiden... response:	to her parents, who she loves very much.
context: Work can be hectic,\but it's what I've chosen, so, I will continue to do my best.\I'm sorry for always making you worry.\But...\please continue to watch over me a little bit longer.\This is the first commemorative letter\from the future number one Doll in Leiden...\to her parents, who she loves very much. response:	Are you sure you have everything?
context: but it's what I've chosen, so, I will continue to do my best.\I'm sorry for always making you worry.\But...\please continue to watch over me a little bit longer.\This is the first commemorative letter\from the future number one Doll in Leiden...\to her parents, who she loves very much.\Are you sure you have everything? response:	Yeah.
context: I'm sorry for always making you worry.\But...\please continue to watch over me a little bit longer.\This is the first commemorative letter\from the future number one Doll in Leiden...\to her parents, who she loves very much.\Are you sure you have everything?\Yeah. response:	Just let us know if there's anything you need.
context: But...\please continue to watch over me a little bit longer.\This is the first commemorative letter\from the future number one Doll in Leiden...\to her parents, who she loves very much.\Are you sure you have everything?\Yeah.\Just let us know if there's anything you need. response:	I'll be fine!
context: please continue to watch over me a little bit longer.\This is the first commemorative letter\from the future number one Doll in Leiden...\to her parents, who she loves very much.\Are you sure you have everything?\Yeah.\Just let us know if there's anything you need.\I'll be fine! response:	And also...
context: This is the first commemorative letter\from the future number one Doll in Leiden...\to her parents, who she loves very much.\Are you sure you have everything?\Yeah.\Just let us know if there's anything you need.\I'll be fine!\And also... response:	Thank you for the letter.
context: from the future number one Doll in Leiden...\to her parents, who she loves very much.\Are you sure you have everything?\Yeah.\Just let us know if there's anything you need.\I'll be fine!\And also...\Thank you for the letter. response:	Oh, I mean...
context: to her parents, who she loves very much.\Are you sure you have everything?\Yeah.\Just let us know if there's anything you need.\I'll be fine!\And also...\Thank you for the letter.\Oh, I mean... response:	she's the one who typed it.
context: Are you sure you have everything?\Yeah.\Just let us know if there's anything you need.\I'll be fine!\And also...\Thank you for the letter.\Oh, I mean...\she's the one who typed it. response:	Yes. I will hand you an invoice later.
context: Yeah.\Just let us know if there's anything you need.\I'll be fine!\And also...\Thank you for the letter.\Oh, I mean...\she's the one who typed it.\Yes. I will hand you an invoice later. response:	-You're going to charge me? -Letter writing is my job.
context: Just let us know if there's anything you need.\I'll be fine!\And also...\Thank you for the letter.\Oh, I mean...\she's the one who typed it.\Yes. I will hand you an invoice later.\-You're going to charge me? -Letter writing is my job. response:	-Then how about lunch for three days? -That will not be enough.
context: I'll be fine!\And also...\Thank you for the letter.\Oh, I mean...\she's the one who typed it.\Yes. I will hand you an invoice later.\-You're going to charge me? -Letter writing is my job.\-Then how about lunch for three days? -That will not be enough. response:	Call it a company discount!
context: And also...\Thank you for the letter.\Oh, I mean...\she's the one who typed it.\Yes. I will hand you an invoice later.\-You're going to charge me? -Letter writing is my job.\-Then how about lunch for three days? -That will not be enough.\Call it a company discount! response:	-The train is leaving. -Iris.
context: Thank you for the letter.\Oh, I mean...\she's the one who typed it.\Yes. I will hand you an invoice later.\-You're going to charge me? -Letter writing is my job.\-Then how about lunch for three days? -That will not be enough.\Call it a company discount!\-The train is leaving. -Iris. response:	-Happy birthday. -Take care.
context: Oh, I mean...\she's the one who typed it.\Yes. I will hand you an invoice later.\-You're going to charge me? -Letter writing is my job.\-Then how about lunch for three days? -That will not be enough.\Call it a company discount!\-The train is leaving. -Iris.\-Happy birthday. -Take care. response:	Did the letter successfully reveal your emotions to your parents?
context: she's the one who typed it.\Yes. I will hand you an invoice later.\-You're going to charge me? -Letter writing is my job.\-Then how about lunch for three days? -That will not be enough.\Call it a company discount!\-The train is leaving. -Iris.\-Happy birthday. -Take care.\Did the letter successfully reveal your emotions to your parents? response:	Can't you tell from seeing their reaction?
context: Yes. I will hand you an invoice later.\-You're going to charge me? -Letter writing is my job.\-Then how about lunch for three days? -That will not be enough.\Call it a company discount!\-The train is leaving. -Iris.\-Happy birthday. -Take care.\Did the letter successfully reveal your emotions to your parents?\Can't you tell from seeing their reaction? response:	It was a good letter.
context: -You're going to charge me? -Letter writing is my job.\-Then how about lunch for three days? -That will not be enough.\Call it a company discount!\-The train is leaving. -Iris.\-Happy birthday. -Take care.\Did the letter successfully reveal your emotions to your parents?\Can't you tell from seeing their reaction?\It was a good letter. response:	The letter you wrote got through to them.
context: -Then how about lunch for three days? -That will not be enough.\Call it a company discount!\-The train is leaving. -Iris.\-Happy birthday. -Take care.\Did the letter successfully reveal your emotions to your parents?\Can't you tell from seeing their reaction?\It was a good letter.\The letter you wrote got through to them. response:	Because it was a good letter.
context: Call it a company discount!\-The train is leaving. -Iris.\-Happy birthday. -Take care.\Did the letter successfully reveal your emotions to your parents?\Can't you tell from seeing their reaction?\It was a good letter.\The letter you wrote got through to them.\Because it was a good letter. response:	Did I write... a good letter?
context: -The train is leaving. -Iris.\-Happy birthday. -Take care.\Did the letter successfully reveal your emotions to your parents?\Can't you tell from seeing their reaction?\It was a good letter.\The letter you wrote got through to them.\Because it was a good letter.\Did I write... a good letter? response:	Why are you talking like that?
context: -Happy birthday. -Take care.\Did the letter successfully reveal your emotions to your parents?\Can't you tell from seeing their reaction?\It was a good letter.\The letter you wrote got through to them.\Because it was a good letter.\Did I write... a good letter?\Why are you talking like that? response:	Those flowers...
context: Did the letter successfully reveal your emotions to your parents?\Can't you tell from seeing their reaction?\It was a good letter.\The letter you wrote got through to them.\Because it was a good letter.\Did I write... a good letter?\Why are you talking like that?\Those flowers... response:	Oh, they're irises.
context: Can't you tell from seeing their reaction?\It was a good letter.\The letter you wrote got through to them.\Because it was a good letter.\Did I write... a good letter?\Why are you talking like that?\Those flowers...\Oh, they're irises. response:	Look.
context: It was a good letter.\The letter you wrote got through to them.\Because it was a good letter.\Did I write... a good letter?\Why are you talking like that?\Those flowers...\Oh, they're irises.\Look. response:	You know, I was born when these flowers were in full bloom.
context: The letter you wrote got through to them.\Because it was a good letter.\Did I write... a good letter?\Why are you talking like that?\Those flowers...\Oh, they're irises.\Look.\You know, I was born when these flowers were in full bloom. response:	That's why my parents gave me this name.
context: Because it was a good letter.\Did I write... a good letter?\Why are you talking like that?\Those flowers...\Oh, they're irises.\Look.\You know, I was born when these flowers were in full bloom.\That's why my parents gave me this name. response:	What's your name?
context: Did I write... a good letter?\Why are you talking like that?\Those flowers...\Oh, they're irises.\Look.\You know, I was born when these flowers were in full bloom.\That's why my parents gave me this name.\What's your name? response:	I see.
context: Why are you talking like that?\Those flowers...\Oh, they're irises.\Look.\You know, I was born when these flowers were in full bloom.\That's why my parents gave me this name.\What's your name?\I see. response:	Would it be okay if I gave you a name then?
context: Those flowers...\Oh, they're irises.\Look.\You know, I was born when these flowers were in full bloom.\That's why my parents gave me this name.\What's your name?\I see.\Would it be okay if I gave you a name then? response:	Violet.
context: Oh, they're irises.\Look.\You know, I was born when these flowers were in full bloom.\That's why my parents gave me this name.\What's your name?\I see.\Would it be okay if I gave you a name then?\Violet. response:	Violet.
context: Look.\You know, I was born when these flowers were in full bloom.\That's why my parents gave me this name.\What's your name?\I see.\Would it be okay if I gave you a name then?\Violet.\Violet. response:	I have a feeling you'll grow into the name when you're older.
context: You know, I was born when these flowers were in full bloom.\That's why my parents gave me this name.\What's your name?\I see.\Would it be okay if I gave you a name then?\Violet.\Violet.\I have a feeling you'll grow into the name when you're older. response:	Don't be a tool,
context: That's why my parents gave me this name.\What's your name?\I see.\Would it be okay if I gave you a name then?\Violet.\Violet.\I have a feeling you'll grow into the name when you're older.\Don't be a tool, response:	become someone that matches with their name.
context: What's your name?\I see.\Would it be okay if I gave you a name then?\Violet.\Violet.\I have a feeling you'll grow into the name when you're older.\Don't be a tool,\become someone that matches with their name. response:	Subtitle translation by Zensho Yamamoto
