context: Hey! Kirie! response:	The hell? Where did she run off to?
context: Whoa! A triple spin!\Sylphin, you're incredible! That was as beautiful as a pro figure skater!\You think so? Goodness, you're making me blush!\Figure skater...\An incredible performance from Umaru! She's just set a new world record!\Umaru, your jump is far more beautiful!\Eh?\Umaru! Let's challenge each other! response:	Huh? No, that's too dangerous.
context: Sylphin, you're incredible! That was as beautiful as a pro figure skater!\You think so? Goodness, you're making me blush!\Figure skater...\An incredible performance from Umaru! She's just set a new world record!\Umaru, your jump is far more beautiful!\Eh?\Umaru! Let's challenge each other!\Huh? No, that's too dangerous. response:	It shall be fine!
context: You think so? Goodness, you're making me blush!\Figure skater...\An incredible performance from Umaru! She's just set a new world record!\Umaru, your jump is far more beautiful!\Eh?\Umaru! Let's challenge each other!\Huh? No, that's too dangerous.\It shall be fine! response:	You can do it.
context: Figure skater...\An incredible performance from Umaru! She's just set a new world record!\Umaru, your jump is far more beautiful!\Eh?\Umaru! Let's challenge each other!\Huh? No, that's too dangerous.\It shall be fine!\You can do it. response:	T-Taihei!
context: An incredible performance from Umaru! She's just set a new world record!\Umaru, your jump is far more beautiful!\Eh?\Umaru! Let's challenge each other!\Huh? No, that's too dangerous.\It shall be fine!\You can do it.\T-Taihei! response:	The strength is draining from my body...
context: Umaru, your jump is far more beautiful!\Eh?\Umaru! Let's challenge each other!\Huh? No, that's too dangerous.\It shall be fine!\You can do it.\T-Taihei!\The strength is draining from my body... response:	H-huh? Taihei, what's happened?
context: Eh?\Umaru! Let's challenge each other!\Huh? No, that's too dangerous.\It shall be fine!\You can do it.\T-Taihei!\The strength is draining from my body...\H-huh? Taihei, what's happened? response:	Ebina, look out!
context: Umaru! Let's challenge each other!\Huh? No, that's too dangerous.\It shall be fine!\You can do it.\T-Taihei!\The strength is draining from my body...\H-huh? Taihei, what's happened?\Ebina, look out! response:	O-oh nooo!
context: Huh? No, that's too dangerous.\It shall be fine!\You can do it.\T-Taihei!\The strength is draining from my body...\H-huh? Taihei, what's happened?\Ebina, look out!\O-oh nooo! response:	I-I'm sorry! She's an amateur! Amateur coming through!
context: It shall be fine!\You can do it.\T-Taihei!\The strength is draining from my body...\H-huh? Taihei, what's happened?\Ebina, look out!\O-oh nooo!\I-I'm sorry! She's an amateur! Amateur coming through! response:	Huh? Brother, you're going into the pro area?!
context: You can do it.\T-Taihei!\The strength is draining from my body...\H-huh? Taihei, what's happened?\Ebina, look out!\O-oh nooo!\I-I'm sorry! She's an amateur! Amateur coming through!\Huh? Brother, you're going into the pro area?! response:	That was fun, huh?
context: T-Taihei!\The strength is draining from my body...\H-huh? Taihei, what's happened?\Ebina, look out!\O-oh nooo!\I-I'm sorry! She's an amateur! Amateur coming through!\Huh? Brother, you're going into the pro area?!\That was fun, huh? response:	I would like to go again, indeed! I never thought...
context: The strength is draining from my body...\H-huh? Taihei, what's happened?\Ebina, look out!\O-oh nooo!\I-I'm sorry! She's an amateur! Amateur coming through!\Huh? Brother, you're going into the pro area?!\That was fun, huh?\I would like to go again, indeed! I never thought... response:	Thank you for inviting me to go skating, Kirie!
context: H-huh? Taihei, what's happened?\Ebina, look out!\O-oh nooo!\I-I'm sorry! She's an amateur! Amateur coming through!\Huh? Brother, you're going into the pro area?!\That was fun, huh?\I would like to go again, indeed! I never thought...\Thank you for inviting me to go skating, Kirie! response:	Um, Ebina? This didn't help improve things for you at all...
context: Ebina, look out!\O-oh nooo!\I-I'm sorry! She's an amateur! Amateur coming through!\Huh? Brother, you're going into the pro area?!\That was fun, huh?\I would like to go again, indeed! I never thought...\Thank you for inviting me to go skating, Kirie!\Um, Ebina? This didn't help improve things for you at all... response:	Huh?
context: O-oh nooo!\I-I'm sorry! She's an amateur! Amateur coming through!\Huh? Brother, you're going into the pro area?!\That was fun, huh?\I would like to go again, indeed! I never thought...\Thank you for inviting me to go skating, Kirie!\Um, Ebina? This didn't help improve things for you at all...\Huh? response:	All done, Hikari!
context: I-I'm sorry! She's an amateur! Amateur coming through!\Huh? Brother, you're going into the pro area?!\That was fun, huh?\I would like to go again, indeed! I never thought...\Thank you for inviting me to go skating, Kirie!\Um, Ebina? This didn't help improve things for you at all...\Huh?\All done, Hikari! response:	It's cream stew!
context: Huh? Brother, you're going into the pro area?!\That was fun, huh?\I would like to go again, indeed! I never thought...\Thank you for inviting me to go skating, Kirie!\Um, Ebina? This didn't help improve things for you at all...\Huh?\All done, Hikari!\It's cream stew! response:	It's cold outside, so it's good to have something hot.
context: That was fun, huh?\I would like to go again, indeed! I never thought...\Thank you for inviting me to go skating, Kirie!\Um, Ebina? This didn't help improve things for you at all...\Huh?\All done, Hikari!\It's cream stew!\It's cold outside, so it's good to have something hot. response:	Let's eat!
context: I would like to go again, indeed! I never thought...\Thank you for inviting me to go skating, Kirie!\Um, Ebina? This didn't help improve things for you at all...\Huh?\All done, Hikari!\It's cream stew!\It's cold outside, so it's good to have something hot.\Let's eat! response:	Let's eat.
context: Thank you for inviting me to go skating, Kirie!\Um, Ebina? This didn't help improve things for you at all...\Huh?\All done, Hikari!\It's cream stew!\It's cold outside, so it's good to have something hot.\Let's eat!\Let's eat. response:	This cream stew is creamy!
context: Um, Ebina? This didn't help improve things for you at all...\Huh?\All done, Hikari!\It's cream stew!\It's cold outside, so it's good to have something hot.\Let's eat!\Let's eat.\This cream stew is creamy! response:	This is much tastier than what my big sister made!
context: Huh?\All done, Hikari!\It's cream stew!\It's cold outside, so it's good to have something hot.\Let's eat!\Let's eat.\This cream stew is creamy!\This is much tastier than what my big sister made! response:	Huh?
context: All done, Hikari!\It's cream stew!\It's cold outside, so it's good to have something hot.\Let's eat!\Let's eat.\This cream stew is creamy!\This is much tastier than what my big sister made!\Huh? response:	Hers was all burned.
context: It's cream stew!\It's cold outside, so it's good to have something hot.\Let's eat!\Let's eat.\This cream stew is creamy!\This is much tastier than what my big sister made!\Huh?\Hers was all burned. response:	A-ah...
context: It's cold outside, so it's good to have something hot.\Let's eat!\Let's eat.\This cream stew is creamy!\This is much tastier than what my big sister made!\Huh?\Hers was all burned.\A-ah... response:	Sis, are you going somewhere?
context: Let's eat!\Let's eat.\This cream stew is creamy!\This is much tastier than what my big sister made!\Huh?\Hers was all burned.\A-ah...\Sis, are you going somewhere? response:	I'm gonna to buy something. You shouldn't eat that, Hikari.
context: Let's eat.\This cream stew is creamy!\This is much tastier than what my big sister made!\Huh?\Hers was all burned.\A-ah...\Sis, are you going somewhere?\I'm gonna to buy something. You shouldn't eat that, Hikari. response:	Kanau's cooking, huh? I saw her in action once...
context: This cream stew is creamy!\This is much tastier than what my big sister made!\Huh?\Hers was all burned.\A-ah...\Sis, are you going somewhere?\I'm gonna to buy something. You shouldn't eat that, Hikari.\Kanau's cooking, huh? I saw her in action once... response:	B-Big Brother...
context: This is much tastier than what my big sister made!\Huh?\Hers was all burned.\A-ah...\Sis, are you going somewhere?\I'm gonna to buy something. You shouldn't eat that, Hikari.\Kanau's cooking, huh? I saw her in action once...\B-Big Brother... response:	Hm? What's the matter, Hikari?
context: Huh?\Hers was all burned.\A-ah...\Sis, are you going somewhere?\I'm gonna to buy something. You shouldn't eat that, Hikari.\Kanau's cooking, huh? I saw her in action once...\B-Big Brother...\Hm? What's the matter, Hikari? response:	It's just, when it comes to cooking...
context: Hers was all burned.\A-ah...\Sis, are you going somewhere?\I'm gonna to buy something. You shouldn't eat that, Hikari.\Kanau's cooking, huh? I saw her in action once...\B-Big Brother...\Hm? What's the matter, Hikari?\It's just, when it comes to cooking... response:	Oh, there's no more bread.
context: A-ah...\Sis, are you going somewhere?\I'm gonna to buy something. You shouldn't eat that, Hikari.\Kanau's cooking, huh? I saw her in action once...\B-Big Brother...\Hm? What's the matter, Hikari?\It's just, when it comes to cooking...\Oh, there's no more bread. response:	Please make dinner at our house!
context: Sis, are you going somewhere?\I'm gonna to buy something. You shouldn't eat that, Hikari.\Kanau's cooking, huh? I saw her in action once...\B-Big Brother...\Hm? What's the matter, Hikari?\It's just, when it comes to cooking...\Oh, there's no more bread.\Please make dinner at our house! response:	Big Brother, we need more bread! Please make dinner at our house!
context: I'm gonna to buy something. You shouldn't eat that, Hikari.\Kanau's cooking, huh? I saw her in action once...\B-Big Brother...\Hm? What's the matter, Hikari?\It's just, when it comes to cooking...\Oh, there's no more bread.\Please make dinner at our house!\Big Brother, we need more bread! Please make dinner at our house! response:	What? You've eaten it all already?
context: Kanau's cooking, huh? I saw her in action once...\B-Big Brother...\Hm? What's the matter, Hikari?\It's just, when it comes to cooking...\Oh, there's no more bread.\Please make dinner at our house!\Big Brother, we need more bread! Please make dinner at our house!\What? You've eaten it all already? response:	I'll have to heat it up, so hold on a minute.
context: B-Big Brother...\Hm? What's the matter, Hikari?\It's just, when it comes to cooking...\Oh, there's no more bread.\Please make dinner at our house!\Big Brother, we need more bread! Please make dinner at our house!\What? You've eaten it all already?\I'll have to heat it up, so hold on a minute. response:	Huh? Did you say something just now?
context: Hm? What's the matter, Hikari?\It's just, when it comes to cooking...\Oh, there's no more bread.\Please make dinner at our house!\Big Brother, we need more bread! Please make dinner at our house!\What? You've eaten it all already?\I'll have to heat it up, so hold on a minute.\Huh? Did you say something just now? response:	No. Nothing really.
context: It's just, when it comes to cooking...\Oh, there's no more bread.\Please make dinner at our house!\Big Brother, we need more bread! Please make dinner at our house!\What? You've eaten it all already?\I'll have to heat it up, so hold on a minute.\Huh? Did you say something just now?\No. Nothing really. response:	Don't be lying. You said something!
context: Oh, there's no more bread.\Please make dinner at our house!\Big Brother, we need more bread! Please make dinner at our house!\What? You've eaten it all already?\I'll have to heat it up, so hold on a minute.\Huh? Did you say something just now?\No. Nothing really.\Don't be lying. You said something! response:	I said nothing whatsoever.
context: Please make dinner at our house!\Big Brother, we need more bread! Please make dinner at our house!\What? You've eaten it all already?\I'll have to heat it up, so hold on a minute.\Huh? Did you say something just now?\No. Nothing really.\Don't be lying. You said something!\I said nothing whatsoever. response:	Wait, hold on. Something's not right.
context: Big Brother, we need more bread! Please make dinner at our house!\What? You've eaten it all already?\I'll have to heat it up, so hold on a minute.\Huh? Did you say something just now?\No. Nothing really.\Don't be lying. You said something!\I said nothing whatsoever.\Wait, hold on. Something's not right. response:	Okay, it's ready.
context: What? You've eaten it all already?\I'll have to heat it up, so hold on a minute.\Huh? Did you say something just now?\No. Nothing really.\Don't be lying. You said something!\I said nothing whatsoever.\Wait, hold on. Something's not right.\Okay, it's ready. response:	Aah, this belly is full.
context: I'll have to heat it up, so hold on a minute.\Huh? Did you say something just now?\No. Nothing really.\Don't be lying. You said something!\I said nothing whatsoever.\Wait, hold on. Something's not right.\Okay, it's ready.\Aah, this belly is full. response:	That was delicious.
context: Huh? Did you say something just now?\No. Nothing really.\Don't be lying. You said something!\I said nothing whatsoever.\Wait, hold on. Something's not right.\Okay, it's ready.\Aah, this belly is full.\That was delicious. response:	It's gotten pretty dark outside, huh?
context: No. Nothing really.\Don't be lying. You said something!\I said nothing whatsoever.\Wait, hold on. Something's not right.\Okay, it's ready.\Aah, this belly is full.\That was delicious.\It's gotten pretty dark outside, huh? response:	It sure gets dark soon in the winter.
context: Don't be lying. You said something!\I said nothing whatsoever.\Wait, hold on. Something's not right.\Okay, it's ready.\Aah, this belly is full.\That was delicious.\It's gotten pretty dark outside, huh?\It sure gets dark soon in the winter. response:	Hikari! Where have you been?!
context: I said nothing whatsoever.\Wait, hold on. Something's not right.\Okay, it's ready.\Aah, this belly is full.\That was delicious.\It's gotten pretty dark outside, huh?\It sure gets dark soon in the winter.\Hikari! Where have you been?! response:	I suppose I should get going.
context: Wait, hold on. Something's not right.\Okay, it's ready.\Aah, this belly is full.\That was delicious.\It's gotten pretty dark outside, huh?\It sure gets dark soon in the winter.\Hikari! Where have you been?!\I suppose I should get going. response:	Will you be okay? Is someone coming for you?
context: Okay, it's ready.\Aah, this belly is full.\That was delicious.\It's gotten pretty dark outside, huh?\It sure gets dark soon in the winter.\Hikari! Where have you been?!\I suppose I should get going.\Will you be okay? Is someone coming for you? response:	Big Brother! Please see me home!
context: Aah, this belly is full.\That was delicious.\It's gotten pretty dark outside, huh?\It sure gets dark soon in the winter.\Hikari! Where have you been?!\I suppose I should get going.\Will you be okay? Is someone coming for you?\Big Brother! Please see me home! response:	Of course.
context: That was delicious.\It's gotten pretty dark outside, huh?\It sure gets dark soon in the winter.\Hikari! Where have you been?!\I suppose I should get going.\Will you be okay? Is someone coming for you?\Big Brother! Please see me home!\Of course. response:	Umaru Dive!
context: It's gotten pretty dark outside, huh?\It sure gets dark soon in the winter.\Hikari! Where have you been?!\I suppose I should get going.\Will you be okay? Is someone coming for you?\Big Brother! Please see me home!\Of course.\Umaru Dive! response:	The heck?! What's with you?
context: It sure gets dark soon in the winter.\Hikari! Where have you been?!\I suppose I should get going.\Will you be okay? Is someone coming for you?\Big Brother! Please see me home!\Of course.\Umaru Dive!\The heck?! What's with you? response:	I just... I thought I'd take a look outside.
context: Hikari! Where have you been?!\I suppose I should get going.\Will you be okay? Is someone coming for you?\Big Brother! Please see me home!\Of course.\Umaru Dive!\The heck?! What's with you?\I just... I thought I'd take a look outside. response:	Outside?
context: I suppose I should get going.\Will you be okay? Is someone coming for you?\Big Brother! Please see me home!\Of course.\Umaru Dive!\The heck?! What's with you?\I just... I thought I'd take a look outside.\Outside? response:	Well, LOOK! The stars are out and they're so pretty!
context: Will you be okay? Is someone coming for you?\Big Brother! Please see me home!\Of course.\Umaru Dive!\The heck?! What's with you?\I just... I thought I'd take a look outside.\Outside?\Well, LOOK! The stars are out and they're so pretty! response:	You're right. You can really see them tonight.
context: Big Brother! Please see me home!\Of course.\Umaru Dive!\The heck?! What's with you?\I just... I thought I'd take a look outside.\Outside?\Well, LOOK! The stars are out and they're so pretty!\You're right. You can really see them tonight. response:	Hm? Do you want to have a look too, Hikari?
context: Of course.\Umaru Dive!\The heck?! What's with you?\I just... I thought I'd take a look outside.\Outside?\Well, LOOK! The stars are out and they're so pretty!\You're right. You can really see them tonight.\Hm? Do you want to have a look too, Hikari? response:	Yes...
context: Umaru Dive!\The heck?! What's with you?\I just... I thought I'd take a look outside.\Outside?\Well, LOOK! The stars are out and they're so pretty!\You're right. You can really see them tonight.\Hm? Do you want to have a look too, Hikari?\Yes... response:	Which one's Altair and which one's Deneb again?
context: The heck?! What's with you?\I just... I thought I'd take a look outside.\Outside?\Well, LOOK! The stars are out and they're so pretty!\You're right. You can really see them tonight.\Hm? Do you want to have a look too, Hikari?\Yes...\Which one's Altair and which one's Deneb again? response:	What, you forgot? I've told you twice already.
context: I just... I thought I'd take a look outside.\Outside?\Well, LOOK! The stars are out and they're so pretty!\You're right. You can really see them tonight.\Hm? Do you want to have a look too, Hikari?\Yes...\Which one's Altair and which one's Deneb again?\What, you forgot? I've told you twice already. response:	Oh, you did?
context: Outside?\Well, LOOK! The stars are out and they're so pretty!\You're right. You can really see them tonight.\Hm? Do you want to have a look too, Hikari?\Yes...\Which one's Altair and which one's Deneb again?\What, you forgot? I've told you twice already.\Oh, you did? response:	Hm? What's the matter, Hikari?
context: Well, LOOK! The stars are out and they're so pretty!\You're right. You can really see them tonight.\Hm? Do you want to have a look too, Hikari?\Yes...\Which one's Altair and which one's Deneb again?\What, you forgot? I've told you twice already.\Oh, you did?\Hm? What's the matter, Hikari? response:	Oh, now I remember!
context: You're right. You can really see them tonight.\Hm? Do you want to have a look too, Hikari?\Yes...\Which one's Altair and which one's Deneb again?\What, you forgot? I've told you twice already.\Oh, you did?\Hm? What's the matter, Hikari?\Oh, now I remember! response:	It was YOU I taught about the stars.
context: Hm? Do you want to have a look too, Hikari?\Yes...\Which one's Altair and which one's Deneb again?\What, you forgot? I've told you twice already.\Oh, you did?\Hm? What's the matter, Hikari?\Oh, now I remember!\It was YOU I taught about the stars. response:	When I...
context: Yes...\Which one's Altair and which one's Deneb again?\What, you forgot? I've told you twice already.\Oh, you did?\Hm? What's the matter, Hikari?\Oh, now I remember!\It was YOU I taught about the stars.\When I... response:	When I was young, I always just stayed at home.
context: Which one's Altair and which one's Deneb again?\What, you forgot? I've told you twice already.\Oh, you did?\Hm? What's the matter, Hikari?\Oh, now I remember!\It was YOU I taught about the stars.\When I...\When I was young, I always just stayed at home. response:	I'm back!
context: What, you forgot? I've told you twice already.\Oh, you did?\Hm? What's the matter, Hikari?\Oh, now I remember!\It was YOU I taught about the stars.\When I...\When I was young, I always just stayed at home.\I'm back! response:	In those days, my sis was like...
context: Oh, you did?\Hm? What's the matter, Hikari?\Oh, now I remember!\It was YOU I taught about the stars.\When I...\When I was young, I always just stayed at home.\I'm back!\In those days, my sis was like... response:	You're eating sweet bread AGAIN?!
context: Hm? What's the matter, Hikari?\Oh, now I remember!\It was YOU I taught about the stars.\When I...\When I was young, I always just stayed at home.\I'm back!\In those days, my sis was like...\You're eating sweet bread AGAIN?! response:	No, I am not!
context: Oh, now I remember!\It was YOU I taught about the stars.\When I...\When I was young, I always just stayed at home.\I'm back!\In those days, my sis was like...\You're eating sweet bread AGAIN?!\No, I am not! response:	Liar! Eating only bread is not healthy at all!
context: It was YOU I taught about the stars.\When I...\When I was young, I always just stayed at home.\I'm back!\In those days, my sis was like...\You're eating sweet bread AGAIN?!\No, I am not!\Liar! Eating only bread is not healthy at all! response:	And here I was thinking you'd be lonely at home by yourself and got you a present...
context: When I...\When I was young, I always just stayed at home.\I'm back!\In those days, my sis was like...\You're eating sweet bread AGAIN?!\No, I am not!\Liar! Eating only bread is not healthy at all!\And here I was thinking you'd be lonely at home by yourself and got you a present... response:	A present?! Yes, I want that!
context: When I was young, I always just stayed at home.\I'm back!\In those days, my sis was like...\You're eating sweet bread AGAIN?!\No, I am not!\Liar! Eating only bread is not healthy at all!\And here I was thinking you'd be lonely at home by yourself and got you a present...\A present?! Yes, I want that! response:	Here. It's a stuffed toy cat.
context: I'm back!\In those days, my sis was like...\You're eating sweet bread AGAIN?!\No, I am not!\Liar! Eating only bread is not healthy at all!\And here I was thinking you'd be lonely at home by yourself and got you a present...\A present?! Yes, I want that!\Here. It's a stuffed toy cat. response:	It's cute, right?
context: In those days, my sis was like...\You're eating sweet bread AGAIN?!\No, I am not!\Liar! Eating only bread is not healthy at all!\And here I was thinking you'd be lonely at home by yourself and got you a present...\A present?! Yes, I want that!\Here. It's a stuffed toy cat.\It's cute, right? response:	It is?
context: You're eating sweet bread AGAIN?!\No, I am not!\Liar! Eating only bread is not healthy at all!\And here I was thinking you'd be lonely at home by yourself and got you a present...\A present?! Yes, I want that!\Here. It's a stuffed toy cat.\It's cute, right?\It is? response:	Huh? Wh-why wouldn't it be cute?
context: No, I am not!\Liar! Eating only bread is not healthy at all!\And here I was thinking you'd be lonely at home by yourself and got you a present...\A present?! Yes, I want that!\Here. It's a stuffed toy cat.\It's cute, right?\It is?\Huh? Wh-why wouldn't it be cute? response:	Did you buy this?
context: Liar! Eating only bread is not healthy at all!\And here I was thinking you'd be lonely at home by yourself and got you a present...\A present?! Yes, I want that!\Here. It's a stuffed toy cat.\It's cute, right?\It is?\Huh? Wh-why wouldn't it be cute?\Did you buy this? response:	O-of course I did.
context: And here I was thinking you'd be lonely at home by yourself and got you a present...\A present?! Yes, I want that!\Here. It's a stuffed toy cat.\It's cute, right?\It is?\Huh? Wh-why wouldn't it be cute?\Did you buy this?\O-of course I did. response:	My sister is a little strange.
context: A present?! Yes, I want that!\Here. It's a stuffed toy cat.\It's cute, right?\It is?\Huh? Wh-why wouldn't it be cute?\Did you buy this?\O-of course I did.\My sister is a little strange. response:	THIS is the sort of thing she likes?
context: Here. It's a stuffed toy cat.\It's cute, right?\It is?\Huh? Wh-why wouldn't it be cute?\Did you buy this?\O-of course I did.\My sister is a little strange.\THIS is the sort of thing she likes? response:	I'm home.
context: It's cute, right?\It is?\Huh? Wh-why wouldn't it be cute?\Did you buy this?\O-of course I did.\My sister is a little strange.\THIS is the sort of thing she likes?\I'm home. response:	Sorry for the intrusion.
context: It is?\Huh? Wh-why wouldn't it be cute?\Did you buy this?\O-of course I did.\My sister is a little strange.\THIS is the sort of thing she likes?\I'm home.\Sorry for the intrusion. response:	Th-this is my little sister, Hikari.
context: Huh? Wh-why wouldn't it be cute?\Did you buy this?\O-of course I did.\My sister is a little strange.\THIS is the sort of thing she likes?\I'm home.\Sorry for the intrusion.\Th-this is my little sister, Hikari. response:	You'd mentioned you had a sister. She looks just like MY little sister.
context: Did you buy this?\O-of course I did.\My sister is a little strange.\THIS is the sort of thing she likes?\I'm home.\Sorry for the intrusion.\Th-this is my little sister, Hikari.\You'd mentioned you had a sister. She looks just like MY little sister. response:	It's nice to meet you, Hikari.
context: O-of course I did.\My sister is a little strange.\THIS is the sort of thing she likes?\I'm home.\Sorry for the intrusion.\Th-this is my little sister, Hikari.\You'd mentioned you had a sister. She looks just like MY little sister.\It's nice to meet you, Hikari. response:	Hey, look, Taihei! Here's that recipe book, the one you said you wanted.
context: My sister is a little strange.\THIS is the sort of thing she likes?\I'm home.\Sorry for the intrusion.\Th-this is my little sister, Hikari.\You'd mentioned you had a sister. She looks just like MY little sister.\It's nice to meet you, Hikari.\Hey, look, Taihei! Here's that recipe book, the one you said you wanted. response:	Thank you. What are the odds you'd have this very same book?
context: THIS is the sort of thing she likes?\I'm home.\Sorry for the intrusion.\Th-this is my little sister, Hikari.\You'd mentioned you had a sister. She looks just like MY little sister.\It's nice to meet you, Hikari.\Hey, look, Taihei! Here's that recipe book, the one you said you wanted.\Thank you. What are the odds you'd have this very same book? response:	I-it's my pleasure! My way of thanking you for that stuffed doll!
context: I'm home.\Sorry for the intrusion.\Th-this is my little sister, Hikari.\You'd mentioned you had a sister. She looks just like MY little sister.\It's nice to meet you, Hikari.\Hey, look, Taihei! Here's that recipe book, the one you said you wanted.\Thank you. What are the odds you'd have this very same book?\I-it's my pleasure! My way of thanking you for that stuffed doll! response:	I looked around, but just couldn't seem to find this book.
context: Sorry for the intrusion.\Th-this is my little sister, Hikari.\You'd mentioned you had a sister. She looks just like MY little sister.\It's nice to meet you, Hikari.\Hey, look, Taihei! Here's that recipe book, the one you said you wanted.\Thank you. What are the odds you'd have this very same book?\I-it's my pleasure! My way of thanking you for that stuffed doll!\I looked around, but just couldn't seem to find this book. response:	I can't believe you had it.
context: Th-this is my little sister, Hikari.\You'd mentioned you had a sister. She looks just like MY little sister.\It's nice to meet you, Hikari.\Hey, look, Taihei! Here's that recipe book, the one you said you wanted.\Thank you. What are the odds you'd have this very same book?\I-it's my pleasure! My way of thanking you for that stuffed doll!\I looked around, but just couldn't seem to find this book.\I can't believe you had it. response:	Oh, it was pure coincidence!
context: You'd mentioned you had a sister. She looks just like MY little sister.\It's nice to meet you, Hikari.\Hey, look, Taihei! Here's that recipe book, the one you said you wanted.\Thank you. What are the odds you'd have this very same book?\I-it's my pleasure! My way of thanking you for that stuffed doll!\I looked around, but just couldn't seem to find this book.\I can't believe you had it.\Oh, it was pure coincidence! response:	So this is...
context: It's nice to meet you, Hikari.\Hey, look, Taihei! Here's that recipe book, the one you said you wanted.\Thank you. What are the odds you'd have this very same book?\I-it's my pleasure! My way of thanking you for that stuffed doll!\I looked around, but just couldn't seem to find this book.\I can't believe you had it.\Oh, it was pure coincidence!\So this is... response:	my sister's type!
context: Hey, look, Taihei! Here's that recipe book, the one you said you wanted.\Thank you. What are the odds you'd have this very same book?\I-it's my pleasure! My way of thanking you for that stuffed doll!\I looked around, but just couldn't seem to find this book.\I can't believe you had it.\Oh, it was pure coincidence!\So this is...\my sister's type! response:	Well, I don't want to inconvenience you by staying too long.
context: Thank you. What are the odds you'd have this very same book?\I-it's my pleasure! My way of thanking you for that stuffed doll!\I looked around, but just couldn't seem to find this book.\I can't believe you had it.\Oh, it was pure coincidence!\So this is...\my sister's type!\Well, I don't want to inconvenience you by staying too long. response:	Oh, w-well, okay!
context: I-it's my pleasure! My way of thanking you for that stuffed doll!\I looked around, but just couldn't seem to find this book.\I can't believe you had it.\Oh, it was pure coincidence!\So this is...\my sister's type!\Well, I don't want to inconvenience you by staying too long.\Oh, w-well, okay! response:	Um!
context: I looked around, but just couldn't seem to find this book.\I can't believe you had it.\Oh, it was pure coincidence!\So this is...\my sister's type!\Well, I don't want to inconvenience you by staying too long.\Oh, w-well, okay!\Um! response:	Please have some of my sister's cooking!
context: I can't believe you had it.\Oh, it was pure coincidence!\So this is...\my sister's type!\Well, I don't want to inconvenience you by staying too long.\Oh, w-well, okay!\Um!\Please have some of my sister's cooking! response:	Her cooking?
context: Oh, it was pure coincidence!\So this is...\my sister's type!\Well, I don't want to inconvenience you by staying too long.\Oh, w-well, okay!\Um!\Please have some of my sister's cooking!\Her cooking? response:	I never knew your sister was good in the kitchen.
context: So this is...\my sister's type!\Well, I don't want to inconvenience you by staying too long.\Oh, w-well, okay!\Um!\Please have some of my sister's cooking!\Her cooking?\I never knew your sister was good in the kitchen. response:	Looks like this will take a little while...
context: my sister's type!\Well, I don't want to inconvenience you by staying too long.\Oh, w-well, okay!\Um!\Please have some of my sister's cooking!\Her cooking?\I never knew your sister was good in the kitchen.\Looks like this will take a little while... response:	The stars are so pretty!
context: Well, I don't want to inconvenience you by staying too long.\Oh, w-well, okay!\Um!\Please have some of my sister's cooking!\Her cooking?\I never knew your sister was good in the kitchen.\Looks like this will take a little while...\The stars are so pretty! response:	Oh, you're right. You can really see them, huh?
context: Oh, w-well, okay!\Um!\Please have some of my sister's cooking!\Her cooking?\I never knew your sister was good in the kitchen.\Looks like this will take a little while...\The stars are so pretty!\Oh, you're right. You can really see them, huh? response:	Well, how about I teach you the constellations' names to pass the time?
context: Um!\Please have some of my sister's cooking!\Her cooking?\I never knew your sister was good in the kitchen.\Looks like this will take a little while...\The stars are so pretty!\Oh, you're right. You can really see them, huh?\Well, how about I teach you the constellations' names to pass the time? response:	Huh? Their names?
context: Please have some of my sister's cooking!\Her cooking?\I never knew your sister was good in the kitchen.\Looks like this will take a little while...\The stars are so pretty!\Oh, you're right. You can really see them, huh?\Well, how about I teach you the constellations' names to pass the time?\Huh? Their names? response:	Yeah.
context: Her cooking?\I never knew your sister was good in the kitchen.\Looks like this will take a little while...\The stars are so pretty!\Oh, you're right. You can really see them, huh?\Well, how about I teach you the constellations' names to pass the time?\Huh? Their names?\Yeah. response:	First off, that's Cassiopeia. The stars are lined up in a W shape, see?
context: I never knew your sister was good in the kitchen.\Looks like this will take a little while...\The stars are so pretty!\Oh, you're right. You can really see them, huh?\Well, how about I teach you the constellations' names to pass the time?\Huh? Their names?\Yeah.\First off, that's Cassiopeia. The stars are lined up in a W shape, see? response:	My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?
context: Looks like this will take a little while...\The stars are so pretty!\Oh, you're right. You can really see them, huh?\Well, how about I teach you the constellations' names to pass the time?\Huh? Their names?\Yeah.\First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see? response:	My sister is strange... and she brought home a strange guy.
context: The stars are so pretty!\Oh, you're right. You can really see them, huh?\Well, how about I teach you the constellations' names to pass the time?\Huh? Their names?\Yeah.\First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. response:	He's my big brother!
context: Oh, you're right. You can really see them, huh?\Well, how about I teach you the constellations' names to pass the time?\Huh? Their names?\Yeah.\First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy. First off, that's Cassiopeia. The stars are lined up in a W shape, see?\My sister is strange... and she brought home a strange guy.\He's my big brother! response:	Blgh!
