context: Once upon a time, there was a maiden in love. response:	I want to tell my beloved how I feel, but my love might be over the moment I say it.
context: The mime for a vow!\Oh, the mime for no.\Meow.\That was close, huh?\Won't you write a love letter?\Lovey-dovey, donkey-lonkey, love-dovey, donkey-lonkey...\Qua...\What's that sound, I wonder... response:	Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,
context: Oh, the mime for no.\Meow.\That was close, huh?\Won't you write a love letter?\Lovey-dovey, donkey-lonkey, love-dovey, donkey-lonkey...\Qua...\What's that sound, I wonder...\Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey, response:	I, um, something important's come up! That is, well, goodbye!
context: Meow.\That was close, huh?\Won't you write a love letter?\Lovey-dovey, donkey-lonkey, love-dovey, donkey-lonkey...\Qua...\What's that sound, I wonder...\Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,\I, um, something important's come up! That is, well, goodbye! response:	donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...
context: That was close, huh?\Won't you write a love letter?\Lovey-dovey, donkey-lonkey, love-dovey, donkey-lonkey...\Qua...\What's that sound, I wonder...\Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,\I, um, something important's come up! That is, well, goodbye!\donkey-lonkey, lovey-dovey, donkey-lonkey, lovey... response:	Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,
context: Won't you write a love letter?\Lovey-dovey, donkey-lonkey, love-dovey, donkey-lonkey...\Qua...\What's that sound, I wonder...\Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,\I, um, something important's come up! That is, well, goodbye!\donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey, response:	lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...
context: Lovey-dovey, donkey-lonkey, love-dovey, donkey-lonkey...\Qua...\What's that sound, I wonder...\Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,\I, um, something important's come up! That is, well, goodbye!\donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey... response:	Oh, this is bad!
context: Qua...\What's that sound, I wonder...\Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,\I, um, something important's come up! That is, well, goodbye!\donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Oh, this is bad! response:	Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...
context: What's that sound, I wonder...\Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,\I, um, something important's come up! That is, well, goodbye!\donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Oh, this is bad!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey... response:	Fakir!
context: Lovey-dovey! Lovey-dovey, donkey-lonkey, lovey-dovey,\I, um, something important's come up! That is, well, goodbye!\donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Oh, this is bad!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Fakir! response:	Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,
context: I, um, something important's come up! That is, well, goodbye!\donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Oh, this is bad!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Fakir!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey, response:	What are you doing playing with Uzura?
context: donkey-lonkey, lovey-dovey, donkey-lonkey, lovey...\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Oh, this is bad!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Fakir!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\What are you doing playing with Uzura? response:	Lovey-dovey, donkey-lonkey, lovey-dovey...
context: Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Oh, this is bad!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Fakir!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\What are you doing playing with Uzura?\Lovey-dovey, donkey-lonkey, lovey-dovey... response:	I keep telling you to be a little quieter!
context: lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Oh, this is bad!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Fakir!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\What are you doing playing with Uzura?\Lovey-dovey, donkey-lonkey, lovey-dovey...\I keep telling you to be a little quieter! response:	Sorry.
context: Oh, this is bad!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Fakir!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\What are you doing playing with Uzura?\Lovey-dovey, donkey-lonkey, lovey-dovey...\I keep telling you to be a little quieter!\Sorry. response:	Fakir, you're researching in books again.
context: Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Fakir!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\What are you doing playing with Uzura?\Lovey-dovey, donkey-lonkey, lovey-dovey...\I keep telling you to be a little quieter!\Sorry.\Fakir, you're researching in books again. response:	I'm just doing what I can, even if it's only a little.
context: Fakir!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\What are you doing playing with Uzura?\Lovey-dovey, donkey-lonkey, lovey-dovey...\I keep telling you to be a little quieter!\Sorry.\Fakir, you're researching in books again.\I'm just doing what I can, even if it's only a little. response:	It's not like I've cast aside my sword.
context: Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey,\What are you doing playing with Uzura?\Lovey-dovey, donkey-lonkey, lovey-dovey...\I keep telling you to be a little quieter!\Sorry.\Fakir, you're researching in books again.\I'm just doing what I can, even if it's only a little.\It's not like I've cast aside my sword. response:	Right...
context: What are you doing playing with Uzura?\Lovey-dovey, donkey-lonkey, lovey-dovey...\I keep telling you to be a little quieter!\Sorry.\Fakir, you're researching in books again.\I'm just doing what I can, even if it's only a little.\It's not like I've cast aside my sword.\Right... response:	Come on, Uzura-chan. We're in the way, so let's go, okay?
context: Lovey-dovey, donkey-lonkey, lovey-dovey...\I keep telling you to be a little quieter!\Sorry.\Fakir, you're researching in books again.\I'm just doing what I can, even if it's only a little.\It's not like I've cast aside my sword.\Right...\Come on, Uzura-chan. We're in the way, so let's go, okay? response:	I told you to be a little quieter!
context: I keep telling you to be a little quieter!\Sorry.\Fakir, you're researching in books again.\I'm just doing what I can, even if it's only a little.\It's not like I've cast aside my sword.\Right...\Come on, Uzura-chan. We're in the way, so let's go, okay?\I told you to be a little quieter! response:	Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...
context: Sorry.\Fakir, you're researching in books again.\I'm just doing what I can, even if it's only a little.\It's not like I've cast aside my sword.\Right...\Come on, Uzura-chan. We're in the way, so let's go, okay?\I told you to be a little quieter!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey... response:	I'm sorry!
context: Fakir, you're researching in books again.\I'm just doing what I can, even if it's only a little.\It's not like I've cast aside my sword.\Right...\Come on, Uzura-chan. We're in the way, so let's go, okay?\I told you to be a little quieter!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\I'm sorry! response:	Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...
context: I'm just doing what I can, even if it's only a little.\It's not like I've cast aside my sword.\Right...\Come on, Uzura-chan. We're in the way, so let's go, okay?\I told you to be a little quieter!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\I'm sorry!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey... response:	Why? Why am I so obsessed with books?
context: It's not like I've cast aside my sword.\Right...\Come on, Uzura-chan. We're in the way, so let's go, okay?\I told you to be a little quieter!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\I'm sorry!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Why? Why am I so obsessed with books? response:	But no matter what book I open, they've all had the endings torn out.
context: Right...\Come on, Uzura-chan. We're in the way, so let's go, okay?\I told you to be a little quieter!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\I'm sorry!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Why? Why am I so obsessed with books?\But no matter what book I open, they've all had the endings torn out. response:	The ghost knight's book was the same.
context: Come on, Uzura-chan. We're in the way, so let's go, okay?\I told you to be a little quieter!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\I'm sorry!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Why? Why am I so obsessed with books?\But no matter what book I open, they've all had the endings torn out.\The ghost knight's book was the same. response:	But I saw the end of that book in my dreams.
context: I told you to be a little quieter!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\I'm sorry!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Why? Why am I so obsessed with books?\But no matter what book I open, they've all had the endings torn out.\The ghost knight's book was the same.\But I saw the end of that book in my dreams. response:	Damn it! What does this mean?
context: Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\I'm sorry!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Why? Why am I so obsessed with books?\But no matter what book I open, they've all had the endings torn out.\The ghost knight's book was the same.\But I saw the end of that book in my dreams.\Damn it! What does this mean? response:	We have to be quiet in the library, okay?
context: I'm sorry!\Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Why? Why am I so obsessed with books?\But no matter what book I open, they've all had the endings torn out.\The ghost knight's book was the same.\But I saw the end of that book in my dreams.\Damn it! What does this mean?\We have to be quiet in the library, okay? response:	That under-developed Hermia, of all people!
context: Lovey-dovey, donkey-lonkey, lovey-dovey, donkey-lonkey...\Why? Why am I so obsessed with books?\But no matter what book I open, they've all had the endings torn out.\The ghost knight's book was the same.\But I saw the end of that book in my dreams.\Damn it! What does this mean?\We have to be quiet in the library, okay?\That under-developed Hermia, of all people! response:	I can't believe she's with Mytho-sama!
context: Why? Why am I so obsessed with books?\But no matter what book I open, they've all had the endings torn out.\The ghost knight's book was the same.\But I saw the end of that book in my dreams.\Damn it! What does this mean?\We have to be quiet in the library, okay?\That under-developed Hermia, of all people!\I can't believe she's with Mytho-sama! response:	Oh, this is so vexing!
context: But no matter what book I open, they've all had the endings torn out.\The ghost knight's book was the same.\But I saw the end of that book in my dreams.\Damn it! What does this mean?\We have to be quiet in the library, okay?\That under-developed Hermia, of all people!\I can't believe she's with Mytho-sama!\Oh, this is so vexing! response:	Huh?
context: The ghost knight's book was the same.\But I saw the end of that book in my dreams.\Damn it! What does this mean?\We have to be quiet in the library, okay?\That under-developed Hermia, of all people!\I can't believe she's with Mytho-sama!\Oh, this is so vexing!\Huh? response:	Um, excuse me!
context: But I saw the end of that book in my dreams.\Damn it! What does this mean?\We have to be quiet in the library, okay?\That under-developed Hermia, of all people!\I can't believe she's with Mytho-sama!\Oh, this is so vexing!\Huh?\Um, excuse me! response:	Did something happen with Mytho and Hermia-san?
context: Damn it! What does this mean?\We have to be quiet in the library, okay?\That under-developed Hermia, of all people!\I can't believe she's with Mytho-sama!\Oh, this is so vexing!\Huh?\Um, excuse me!\Did something happen with Mytho and Hermia-san? response:	Something, she says!
context: We have to be quiet in the library, okay?\That under-developed Hermia, of all people!\I can't believe she's with Mytho-sama!\Oh, this is so vexing!\Huh?\Um, excuse me!\Did something happen with Mytho and Hermia-san?\Something, she says! response:	They're on a DATE!
context: That under-developed Hermia, of all people!\I can't believe she's with Mytho-sama!\Oh, this is so vexing!\Huh?\Um, excuse me!\Did something happen with Mytho and Hermia-san?\Something, she says!\They're on a DATE! response:	They were holding hands and going towards the grove behind the school!
context: I can't believe she's with Mytho-sama!\Oh, this is so vexing!\Huh?\Um, excuse me!\Did something happen with Mytho and Hermia-san?\Something, she says!\They're on a DATE!\They were holding hands and going towards the grove behind the school! response:	The grove behind the school...
context: Oh, this is so vexing!\Huh?\Um, excuse me!\Did something happen with Mytho and Hermia-san?\Something, she says!\They're on a DATE!\They were holding hands and going towards the grove behind the school!\The grove behind the school... response:	It's such a shock, isn't it?
context: Huh?\Um, excuse me!\Did something happen with Mytho and Hermia-san?\Something, she says!\They're on a DATE!\They were holding hands and going towards the grove behind the school!\The grove behind the school...\It's such a shock, isn't it? response:	Why don't you dig with us too?
context: Um, excuse me!\Did something happen with Mytho and Hermia-san?\Something, she says!\They're on a DATE!\They were holding hands and going towards the grove behind the school!\The grove behind the school...\It's such a shock, isn't it?\Why don't you dig with us too? response:	Oh, no, that's okay! Thank you very much!
context: Did something happen with Mytho and Hermia-san?\Something, she says!\They're on a DATE!\They were holding hands and going towards the grove behind the school!\The grove behind the school...\It's such a shock, isn't it?\Why don't you dig with us too?\Oh, no, that's okay! Thank you very much! response:	Hermia... No, Bottom the donkey-san.
context: Something, she says!\They're on a DATE!\They were holding hands and going towards the grove behind the school!\The grove behind the school...\It's such a shock, isn't it?\Why don't you dig with us too?\Oh, no, that's okay! Thank you very much!\Hermia... No, Bottom the donkey-san. response:	You knew I was Bottom the donkey?
context: They're on a DATE!\They were holding hands and going towards the grove behind the school!\The grove behind the school...\It's such a shock, isn't it?\Why don't you dig with us too?\Oh, no, that's okay! Thank you very much!\Hermia... No, Bottom the donkey-san.\You knew I was Bottom the donkey? response:	You're the only one I've been looking at all this time, after all.
context: They were holding hands and going towards the grove behind the school!\The grove behind the school...\It's such a shock, isn't it?\Why don't you dig with us too?\Oh, no, that's okay! Thank you very much!\Hermia... No, Bottom the donkey-san.\You knew I was Bottom the donkey?\You're the only one I've been looking at all this time, after all. response:	I know everything.
context: The grove behind the school...\It's such a shock, isn't it?\Why don't you dig with us too?\Oh, no, that's okay! Thank you very much!\Hermia... No, Bottom the donkey-san.\You knew I was Bottom the donkey?\You're the only one I've been looking at all this time, after all.\I know everything. response:	Even the fact that you like Lysander.
context: It's such a shock, isn't it?\Why don't you dig with us too?\Oh, no, that's okay! Thank you very much!\Hermia... No, Bottom the donkey-san.\You knew I was Bottom the donkey?\You're the only one I've been looking at all this time, after all.\I know everything.\Even the fact that you like Lysander. response:	Um, here, these are today's letters!
context: Why don't you dig with us too?\Oh, no, that's okay! Thank you very much!\Hermia... No, Bottom the donkey-san.\You knew I was Bottom the donkey?\You're the only one I've been looking at all this time, after all.\I know everything.\Even the fact that you like Lysander.\Um, here, these are today's letters! response:	They don't matter anymore.
context: Oh, no, that's okay! Thank you very much!\Hermia... No, Bottom the donkey-san.\You knew I was Bottom the donkey?\You're the only one I've been looking at all this time, after all.\I know everything.\Even the fact that you like Lysander.\Um, here, these are today's letters!\They don't matter anymore. response:	Huh?
context: Hermia... No, Bottom the donkey-san.\You knew I was Bottom the donkey?\You're the only one I've been looking at all this time, after all.\I know everything.\Even the fact that you like Lysander.\Um, here, these are today's letters!\They don't matter anymore.\Huh? response:	You are my princess.
context: You knew I was Bottom the donkey?\You're the only one I've been looking at all this time, after all.\I know everything.\Even the fact that you like Lysander.\Um, here, these are today's letters!\They don't matter anymore.\Huh?\You are my princess. response:	What?
context: You're the only one I've been looking at all this time, after all.\I know everything.\Even the fact that you like Lysander.\Um, here, these are today's letters!\They don't matter anymore.\Huh?\You are my princess.\What? response:	You're my prima and mine alone, Hermia.
context: I know everything.\Even the fact that you like Lysander.\Um, here, these are today's letters!\They don't matter anymore.\Huh?\You are my princess.\What?\You're my prima and mine alone, Hermia. response:	The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.
context: Even the fact that you like Lysander.\Um, here, these are today's letters!\They don't matter anymore.\Huh?\You are my princess.\What?\You're my prima and mine alone, Hermia.\The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love. response:	That's not what I...
context: Um, here, these are today's letters!\They don't matter anymore.\Huh?\You are my princess.\What?\You're my prima and mine alone, Hermia.\The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.\That's not what I... response:	You make it look like it's goodwill, but it's all for yourself.
context: They don't matter anymore.\Huh?\You are my princess.\What?\You're my prima and mine alone, Hermia.\The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.\That's not what I...\You make it look like it's goodwill, but it's all for yourself. response:	Isn't that right?
context: Huh?\You are my princess.\What?\You're my prima and mine alone, Hermia.\The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.\That's not what I...\You make it look like it's goodwill, but it's all for yourself.\Isn't that right? response:	That's fine.
context: You are my princess.\What?\You're my prima and mine alone, Hermia.\The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.\That's not what I...\You make it look like it's goodwill, but it's all for yourself.\Isn't that right?\That's fine. response:	What?
context: What?\You're my prima and mine alone, Hermia.\The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.\That's not what I...\You make it look like it's goodwill, but it's all for yourself.\Isn't that right?\That's fine.\What? response:	Everyone else is using you too.
context: You're my prima and mine alone, Hermia.\The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.\That's not what I...\You make it look like it's goodwill, but it's all for yourself.\Isn't that right?\That's fine.\What?\Everyone else is using you too. response:	So from now on, you can just think only about yourself.
context: The reason you deliver other people's letters is so you can forget that you yourself don't have the courage to confess your own love.\That's not what I...\You make it look like it's goodwill, but it's all for yourself.\Isn't that right?\That's fine.\What?\Everyone else is using you too.\So from now on, you can just think only about yourself. response:	If you love me, you won't have to fool yourself.
context: That's not what I...\You make it look like it's goodwill, but it's all for yourself.\Isn't that right?\That's fine.\What?\Everyone else is using you too.\So from now on, you can just think only about yourself.\If you love me, you won't have to fool yourself. response:	Love only me, and regard all others with hatred.
context: You make it look like it's goodwill, but it's all for yourself.\Isn't that right?\That's fine.\What?\Everyone else is using you too.\So from now on, you can just think only about yourself.\If you love me, you won't have to fool yourself.\Love only me, and regard all others with hatred. response:	Yes, I'll love only you, and hate everyone else.
context: Isn't that right?\That's fine.\What?\Everyone else is using you too.\So from now on, you can just think only about yourself.\If you love me, you won't have to fool yourself.\Love only me, and regard all others with hatred.\Yes, I'll love only you, and hate everyone else. response:	Then as proof, you'll give me your beautiful heart, won't you?
context: That's fine.\What?\Everyone else is using you too.\So from now on, you can just think only about yourself.\If you love me, you won't have to fool yourself.\Love only me, and regard all others with hatred.\Yes, I'll love only you, and hate everyone else.\Then as proof, you'll give me your beautiful heart, won't you? response:	Yes.
context: What?\Everyone else is using you too.\So from now on, you can just think only about yourself.\If you love me, you won't have to fool yourself.\Love only me, and regard all others with hatred.\Yes, I'll love only you, and hate everyone else.\Then as proof, you'll give me your beautiful heart, won't you?\Yes. response:	Then come into my arms.
context: Everyone else is using you too.\So from now on, you can just think only about yourself.\If you love me, you won't have to fool yourself.\Love only me, and regard all others with hatred.\Yes, I'll love only you, and hate everyone else.\Then as proof, you'll give me your beautiful heart, won't you?\Yes.\Then come into my arms. response:	Give me your heart!
context: So from now on, you can just think only about yourself.\If you love me, you won't have to fool yourself.\Love only me, and regard all others with hatred.\Yes, I'll love only you, and hate everyone else.\Then as proof, you'll give me your beautiful heart, won't you?\Yes.\Then come into my arms.\Give me your heart! response:	If I have you, I can become a prima ballerina, can't I?
context: If you love me, you won't have to fool yourself.\Love only me, and regard all others with hatred.\Yes, I'll love only you, and hate everyone else.\Then as proof, you'll give me your beautiful heart, won't you?\Yes.\Then come into my arms.\Give me your heart!\If I have you, I can become a prima ballerina, can't I? response:	I've had enough of being the go-between for other people's loves.
context: Love only me, and regard all others with hatred.\Yes, I'll love only you, and hate everyone else.\Then as proof, you'll give me your beautiful heart, won't you?\Yes.\Then come into my arms.\Give me your heart!\If I have you, I can become a prima ballerina, can't I?\I've had enough of being the go-between for other people's loves. response:	From now on, I'll act for my own sake...For Mytho-sama's sake...
context: Yes, I'll love only you, and hate everyone else.\Then as proof, you'll give me your beautiful heart, won't you?\Yes.\Then come into my arms.\Give me your heart!\If I have you, I can become a prima ballerina, can't I?\I've had enough of being the go-between for other people's loves.\From now on, I'll act for my own sake...For Mytho-sama's sake... response:	That's right, sacrifice your life for my sake.
context: Then as proof, you'll give me your beautiful heart, won't you?\Yes.\Then come into my arms.\Give me your heart!\If I have you, I can become a prima ballerina, can't I?\I've had enough of being the go-between for other people's loves.\From now on, I'll act for my own sake...For Mytho-sama's sake...\That's right, sacrifice your life for my sake. response:	Hermia-san!
context: Yes.\Then come into my arms.\Give me your heart!\If I have you, I can become a prima ballerina, can't I?\I've had enough of being the go-between for other people's loves.\From now on, I'll act for my own sake...For Mytho-sama's sake...\That's right, sacrifice your life for my sake.\Hermia-san! response:	Hermia-san, don't go over there.
context: Then come into my arms.\Give me your heart!\If I have you, I can become a prima ballerina, can't I?\I've had enough of being the go-between for other people's loves.\From now on, I'll act for my own sake...For Mytho-sama's sake...\That's right, sacrifice your life for my sake.\Hermia-san!\Hermia-san, don't go over there. response:	Are you going to interfere?
context: Give me your heart!\If I have you, I can become a prima ballerina, can't I?\I've had enough of being the go-between for other people's loves.\From now on, I'll act for my own sake...For Mytho-sama's sake...\That's right, sacrifice your life for my sake.\Hermia-san!\Hermia-san, don't go over there.\Are you going to interfere? response:	Dance with me.
context: If I have you, I can become a prima ballerina, can't I?\I've had enough of being the go-between for other people's loves.\From now on, I'll act for my own sake...For Mytho-sama's sake...\That's right, sacrifice your life for my sake.\Hermia-san!\Hermia-san, don't go over there.\Are you going to interfere?\Dance with me. response:	With you?
context: I've had enough of being the go-between for other people's loves.\From now on, I'll act for my own sake...For Mytho-sama's sake...\That's right, sacrifice your life for my sake.\Hermia-san!\Hermia-san, don't go over there.\Are you going to interfere?\Dance with me.\With you? response:	Hermia, hurry up and come over here.
context: From now on, I'll act for my own sake...For Mytho-sama's sake...\That's right, sacrifice your life for my sake.\Hermia-san!\Hermia-san, don't go over there.\Are you going to interfere?\Dance with me.\With you?\Hermia, hurry up and come over here. response:	Give me your love.
context: That's right, sacrifice your life for my sake.\Hermia-san!\Hermia-san, don't go over there.\Are you going to interfere?\Dance with me.\With you?\Hermia, hurry up and come over here.\Give me your love. response:	Yes, Mytho-sama.
context: Hermia-san!\Hermia-san, don't go over there.\Are you going to interfere?\Dance with me.\With you?\Hermia, hurry up and come over here.\Give me your love.\Yes, Mytho-sama. response:	That's right, that's fine.
context: Hermia-san, don't go over there.\Are you going to interfere?\Dance with me.\With you?\Hermia, hurry up and come over here.\Give me your love.\Yes, Mytho-sama.\That's right, that's fine. response:	Now, come into my arms.
context: Are you going to interfere?\Dance with me.\With you?\Hermia, hurry up and come over here.\Give me your love.\Yes, Mytho-sama.\That's right, that's fine.\Now, come into my arms. response:	Hermia-san, is that really okay? Is it okay to end your love?
context: Dance with me.\With you?\Hermia, hurry up and come over here.\Give me your love.\Yes, Mytho-sama.\That's right, that's fine.\Now, come into my arms.\Hermia-san, is that really okay? Is it okay to end your love? response:	Without ever having said anything?
context: With you?\Hermia, hurry up and come over here.\Give me your love.\Yes, Mytho-sama.\That's right, that's fine.\Now, come into my arms.\Hermia-san, is that really okay? Is it okay to end your love?\Without ever having said anything? response:	It's fine! You can just throw away a stupid love like that!
context: Hermia, hurry up and come over here.\Give me your love.\Yes, Mytho-sama.\That's right, that's fine.\Now, come into my arms.\Hermia-san, is that really okay? Is it okay to end your love?\Without ever having said anything?\It's fine! You can just throw away a stupid love like that! response:	Yes. Love can just go away.
context: Give me your love.\Yes, Mytho-sama.\That's right, that's fine.\Now, come into my arms.\Hermia-san, is that really okay? Is it okay to end your love?\Without ever having said anything?\It's fine! You can just throw away a stupid love like that!\Yes. Love can just go away. response:	That's not true. It's not stupid at all.
context: Yes, Mytho-sama.\That's right, that's fine.\Now, come into my arms.\Hermia-san, is that really okay? Is it okay to end your love?\Without ever having said anything?\It's fine! You can just throw away a stupid love like that!\Yes. Love can just go away.\That's not true. It's not stupid at all. response:	It's a precious feeling of yours, Hermia-san.
context: That's right, that's fine.\Now, come into my arms.\Hermia-san, is that really okay? Is it okay to end your love?\Without ever having said anything?\It's fine! You can just throw away a stupid love like that!\Yes. Love can just go away.\That's not true. It's not stupid at all.\It's a precious feeling of yours, Hermia-san. response:	Being unable to say that one word is love.
context: Now, come into my arms.\Hermia-san, is that really okay? Is it okay to end your love?\Without ever having said anything?\It's fine! You can just throw away a stupid love like that!\Yes. Love can just go away.\That's not true. It's not stupid at all.\It's a precious feeling of yours, Hermia-san.\Being unable to say that one word is love. response:	But if that's truly a precious feeling, throwing it away would be cruel.
context: Hermia-san, is that really okay? Is it okay to end your love?\Without ever having said anything?\It's fine! You can just throw away a stupid love like that!\Yes. Love can just go away.\That's not true. It's not stupid at all.\It's a precious feeling of yours, Hermia-san.\Being unable to say that one word is love.\But if that's truly a precious feeling, throwing it away would be cruel. response:	I don't want you to hide that feeling behind your back, I want you to tell him about it.
context: Without ever having said anything?\It's fine! You can just throw away a stupid love like that!\Yes. Love can just go away.\That's not true. It's not stupid at all.\It's a precious feeling of yours, Hermia-san.\Being unable to say that one word is love.\But if that's truly a precious feeling, throwing it away would be cruel.\I don't want you to hide that feeling behind your back, I want you to tell him about it. response:	If... If I were allowed, I would also...
context: It's fine! You can just throw away a stupid love like that!\Yes. Love can just go away.\That's not true. It's not stupid at all.\It's a precious feeling of yours, Hermia-san.\Being unable to say that one word is love.\But if that's truly a precious feeling, throwing it away would be cruel.\I don't want you to hide that feeling behind your back, I want you to tell him about it.\If... If I were allowed, I would also... response:	If I were allowed...
context: Yes. Love can just go away.\That's not true. It's not stupid at all.\It's a precious feeling of yours, Hermia-san.\Being unable to say that one word is love.\But if that's truly a precious feeling, throwing it away would be cruel.\I don't want you to hide that feeling behind your back, I want you to tell him about it.\If... If I were allowed, I would also...\If I were allowed... response:	Begone from inside me, Raven!
context: That's not true. It's not stupid at all.\It's a precious feeling of yours, Hermia-san.\Being unable to say that one word is love.\But if that's truly a precious feeling, throwing it away would be cruel.\I don't want you to hide that feeling behind your back, I want you to tell him about it.\If... If I were allowed, I would also...\If I were allowed...\Begone from inside me, Raven! response:	That's right, I... I haven't told Lysander anything!
context: It's a precious feeling of yours, Hermia-san.\Being unable to say that one word is love.\But if that's truly a precious feeling, throwing it away would be cruel.\I don't want you to hide that feeling behind your back, I want you to tell him about it.\If... If I were allowed, I would also...\If I were allowed...\Begone from inside me, Raven!\That's right, I... I haven't told Lysander anything! response:	I've told nothing of my feelings...
context: Being unable to say that one word is love.\But if that's truly a precious feeling, throwing it away would be cruel.\I don't want you to hide that feeling behind your back, I want you to tell him about it.\If... If I were allowed, I would also...\If I were allowed...\Begone from inside me, Raven!\That's right, I... I haven't told Lysander anything!\I've told nothing of my feelings... response:	That's right.
