context: Year - Class Year 3 Class 2 Name Mashiro Moritaka response:	73kg
context: That's why I asked you.\If it were only your drawings that were good, I wouldn't have asked you.\As for that Do you see everyone in the class as idiots? question...\It's because you see everyone you asked it as idiots themselves, right?\Azuki's smart too.\Or rather, I think she's clever.\She's cute, but without standing out in an odd way.\She genuinely behaves with grace, you know? response:	It's because she's doing it without thinking.
context: If it were only your drawings that were good, I wouldn't have asked you.\As for that Do you see everyone in the class as idiots? question...\It's because you see everyone you asked it as idiots themselves, right?\Azuki's smart too.\Or rather, I think she's clever.\She's cute, but without standing out in an odd way.\She genuinely behaves with grace, you know?\It's because she's doing it without thinking. response:	I think she's much cleverer than me, who can just study well.
context: As for that Do you see everyone in the class as idiots? question...\It's because you see everyone you asked it as idiots themselves, right?\Azuki's smart too.\Or rather, I think she's clever.\She's cute, but without standing out in an odd way.\She genuinely behaves with grace, you know?\It's because she's doing it without thinking.\I think she's much cleverer than me, who can just study well. response:	You saw Azuki's house, right?
context: It's because you see everyone you asked it as idiots themselves, right?\Azuki's smart too.\Or rather, I think she's clever.\She's cute, but without standing out in an odd way.\She genuinely behaves with grace, you know?\It's because she's doing it without thinking.\I think she's much cleverer than me, who can just study well.\You saw Azuki's house, right? response:	Amazing, wasn't it?
context: Azuki's smart too.\Or rather, I think she's clever.\She's cute, but without standing out in an odd way.\She genuinely behaves with grace, you know?\It's because she's doing it without thinking.\I think she's much cleverer than me, who can just study well.\You saw Azuki's house, right?\Amazing, wasn't it? response:	She's even blessed in her own environment and household, that Azuki.
context: Or rather, I think she's clever.\She's cute, but without standing out in an odd way.\She genuinely behaves with grace, you know?\It's because she's doing it without thinking.\I think she's much cleverer than me, who can just study well.\You saw Azuki's house, right?\Amazing, wasn't it?\She's even blessed in her own environment and household, that Azuki. response:	That's why she's not greedy.
context: She's cute, but without standing out in an odd way.\She genuinely behaves with grace, you know?\It's because she's doing it without thinking.\I think she's much cleverer than me, who can just study well.\You saw Azuki's house, right?\Amazing, wasn't it?\She's even blessed in her own environment and household, that Azuki.\That's why she's not greedy. response:	Azuki's charm comes from her good family and wealth of spirit,
context: She genuinely behaves with grace, you know?\It's because she's doing it without thinking.\I think she's much cleverer than me, who can just study well.\You saw Azuki's house, right?\Amazing, wasn't it?\She's even blessed in her own environment and household, that Azuki.\That's why she's not greedy.\Azuki's charm comes from her good family and wealth of spirit, response:	and she has a dignity born of her intelligence, don't you think?
context: It's because she's doing it without thinking.\I think she's much cleverer than me, who can just study well.\You saw Azuki's house, right?\Amazing, wasn't it?\She's even blessed in her own environment and household, that Azuki.\That's why she's not greedy.\Azuki's charm comes from her good family and wealth of spirit,\and she has a dignity born of her intelligence, don't you think? response:	Dignity, huh?
context: I think she's much cleverer than me, who can just study well.\You saw Azuki's house, right?\Amazing, wasn't it?\She's even blessed in her own environment and household, that Azuki.\That's why she's not greedy.\Azuki's charm comes from her good family and wealth of spirit,\and she has a dignity born of her intelligence, don't you think?\Dignity, huh? response:	Anyway, you sure are praising her a lot.
context: You saw Azuki's house, right?\Amazing, wasn't it?\She's even blessed in her own environment and household, that Azuki.\That's why she's not greedy.\Azuki's charm comes from her good family and wealth of spirit,\and she has a dignity born of her intelligence, don't you think?\Dignity, huh?\Anyway, you sure are praising her a lot. response:	I may be praising her, but you're not getting jealous or impatient.
context: Amazing, wasn't it?\She's even blessed in her own environment and household, that Azuki.\That's why she's not greedy.\Azuki's charm comes from her good family and wealth of spirit,\and she has a dignity born of her intelligence, don't you think?\Dignity, huh?\Anyway, you sure are praising her a lot.\I may be praising her, but you're not getting jealous or impatient. response:	It's because you're smart.
context: She's even blessed in her own environment and household, that Azuki.\That's why she's not greedy.\Azuki's charm comes from her good family and wealth of spirit,\and she has a dignity born of her intelligence, don't you think?\Dignity, huh?\Anyway, you sure are praising her a lot.\I may be praising her, but you're not getting jealous or impatient.\It's because you're smart. response:	Man, good parents, a good house, a good face,
context: That's why she's not greedy.\Azuki's charm comes from her good family and wealth of spirit,\and she has a dignity born of her intelligence, don't you think?\Dignity, huh?\Anyway, you sure are praising her a lot.\I may be praising her, but you're not getting jealous or impatient.\It's because you're smart.\Man, good parents, a good house, a good face, response:	from the moment we're born, there's plenty of stuff that makes everyone different.
context: Azuki's charm comes from her good family and wealth of spirit,\and she has a dignity born of her intelligence, don't you think?\Dignity, huh?\Anyway, you sure are praising her a lot.\I may be praising her, but you're not getting jealous or impatient.\It's because you're smart.\Man, good parents, a good house, a good face,\from the moment we're born, there's plenty of stuff that makes everyone different. response:	But in the end, past all that, the stupid ones who dream,
context: and she has a dignity born of her intelligence, don't you think?\Dignity, huh?\Anyway, you sure are praising her a lot.\I may be praising her, but you're not getting jealous or impatient.\It's because you're smart.\Man, good parents, a good house, a good face,\from the moment we're born, there's plenty of stuff that makes everyone different.\But in the end, past all that, the stupid ones who dream, response:	but are smart enough not to get lost in their dreams, are the ones who can get to the top.
context: Dignity, huh?\Anyway, you sure are praising her a lot.\I may be praising her, but you're not getting jealous or impatient.\It's because you're smart.\Man, good parents, a good house, a good face,\from the moment we're born, there's plenty of stuff that makes everyone different.\But in the end, past all that, the stupid ones who dream,\but are smart enough not to get lost in their dreams, are the ones who can get to the top. response:	That's what I believe.
context: Anyway, you sure are praising her a lot.\I may be praising her, but you're not getting jealous or impatient.\It's because you're smart.\Man, good parents, a good house, a good face,\from the moment we're born, there's plenty of stuff that makes everyone different.\But in the end, past all that, the stupid ones who dream,\but are smart enough not to get lost in their dreams, are the ones who can get to the top.\That's what I believe. response:	Anyway, from this point onwards, we've gotta keep giving it all we've got.
context: I may be praising her, but you're not getting jealous or impatient.\It's because you're smart.\Man, good parents, a good house, a good face,\from the moment we're born, there's plenty of stuff that makes everyone different.\But in the end, past all that, the stupid ones who dream,\but are smart enough not to get lost in their dreams, are the ones who can get to the top.\That's what I believe.\Anyway, from this point onwards, we've gotta keep giving it all we've got. response:	Shuujin.
context: It's because you're smart.\Man, good parents, a good house, a good face,\from the moment we're born, there's plenty of stuff that makes everyone different.\But in the end, past all that, the stupid ones who dream,\but are smart enough not to get lost in their dreams, are the ones who can get to the top.\That's what I believe.\Anyway, from this point onwards, we've gotta keep giving it all we've got.\Shuujin. response:	I think I might team up with you after all.
context: Man, good parents, a good house, a good face,\from the moment we're born, there's plenty of stuff that makes everyone different.\But in the end, past all that, the stupid ones who dream,\but are smart enough not to get lost in their dreams, are the ones who can get to the top.\That's what I believe.\Anyway, from this point onwards, we've gotta keep giving it all we've got.\Shuujin.\I think I might team up with you after all. response:	Your way of thinking is sort of similar to mine,
context: from the moment we're born, there's plenty of stuff that makes everyone different.\But in the end, past all that, the stupid ones who dream,\but are smart enough not to get lost in their dreams, are the ones who can get to the top.\That's what I believe.\Anyway, from this point onwards, we've gotta keep giving it all we've got.\Shuujin.\I think I might team up with you after all.\Your way of thinking is sort of similar to mine, response:	and I think a story made by you would be interesting.
context: But in the end, past all that, the stupid ones who dream,\but are smart enough not to get lost in their dreams, are the ones who can get to the top.\That's what I believe.\Anyway, from this point onwards, we've gotta keep giving it all we've got.\Shuujin.\I think I might team up with you after all.\Your way of thinking is sort of similar to mine,\and I think a story made by you would be interesting. response:	Oh, is that so?
context: but are smart enough not to get lost in their dreams, are the ones who can get to the top.\That's what I believe.\Anyway, from this point onwards, we've gotta keep giving it all we've got.\Shuujin.\I think I might team up with you after all.\Your way of thinking is sort of similar to mine,\and I think a story made by you would be interesting.\Oh, is that so? response:	Then let's both do our best together!
context: That's what I believe.\Anyway, from this point onwards, we've gotta keep giving it all we've got.\Shuujin.\I think I might team up with you after all.\Your way of thinking is sort of similar to mine,\and I think a story made by you would be interesting.\Oh, is that so?\Then let's both do our best together! response:	I said might.
context: Anyway, from this point onwards, we've gotta keep giving it all we've got.\Shuujin.\I think I might team up with you after all.\Your way of thinking is sort of similar to mine,\and I think a story made by you would be interesting.\Oh, is that so?\Then let's both do our best together!\I said might. response:	I just mean that if you write a name that is interesting,
context: Shuujin.\I think I might team up with you after all.\Your way of thinking is sort of similar to mine,\and I think a story made by you would be interesting.\Oh, is that so?\Then let's both do our best together!\I said might.\I just mean that if you write a name that is interesting, response:	I'll draw the pictures for it.
context: I think I might team up with you after all.\Your way of thinking is sort of similar to mine,\and I think a story made by you would be interesting.\Oh, is that so?\Then let's both do our best together!\I said might.\I just mean that if you write a name that is interesting,\I'll draw the pictures for it. response:	Okay!
context: Your way of thinking is sort of similar to mine,\and I think a story made by you would be interesting.\Oh, is that so?\Then let's both do our best together!\I said might.\I just mean that if you write a name that is interesting,\I'll draw the pictures for it.\Okay! response:	First period is over.
context: and I think a story made by you would be interesting.\Oh, is that so?\Then let's both do our best together!\I said might.\I just mean that if you write a name that is interesting,\I'll draw the pictures for it.\Okay!\First period is over. response:	Do you think you can handle taking the next exam?
context: Oh, is that so?\Then let's both do our best together!\I said might.\I just mean that if you write a name that is interesting,\I'll draw the pictures for it.\Okay!\First period is over.\Do you think you can handle taking the next exam? response:	So what's a name?
context: Then let's both do our best together!\I said might.\I just mean that if you write a name that is interesting,\I'll draw the pictures for it.\Okay!\First period is over.\Do you think you can handle taking the next exam?\So what's a name? response:	Huh?
context: I said might.\I just mean that if you write a name that is interesting,\I'll draw the pictures for it.\Okay!\First period is over.\Do you think you can handle taking the next exam?\So what's a name?\Huh? response:	I've been thinking about your uncle's suicide, like you said.
context: I just mean that if you write a name that is interesting,\I'll draw the pictures for it.\Okay!\First period is over.\Do you think you can handle taking the next exam?\So what's a name?\Huh?\I've been thinking about your uncle's suicide, like you said. response:	Do you think your parents would be against you becoming a mangaka?
context: I'll draw the pictures for it.\Okay!\First period is over.\Do you think you can handle taking the next exam?\So what's a name?\Huh?\I've been thinking about your uncle's suicide, like you said.\Do you think your parents would be against you becoming a mangaka? response:	With something like that having happened to a relative,
context: Okay!\First period is over.\Do you think you can handle taking the next exam?\So what's a name?\Huh?\I've been thinking about your uncle's suicide, like you said.\Do you think your parents would be against you becoming a mangaka?\With something like that having happened to a relative, response:	it wouldn't be that strange for them to be opposed to it.
context: First period is over.\Do you think you can handle taking the next exam?\So what's a name?\Huh?\I've been thinking about your uncle's suicide, like you said.\Do you think your parents would be against you becoming a mangaka?\With something like that having happened to a relative,\it wouldn't be that strange for them to be opposed to it. response:	It's certainly true that since Uncle died like that.
context: Do you think you can handle taking the next exam?\So what's a name?\Huh?\I've been thinking about your uncle's suicide, like you said.\Do you think your parents would be against you becoming a mangaka?\With something like that having happened to a relative,\it wouldn't be that strange for them to be opposed to it.\It's certainly true that since Uncle died like that. response:	They'll definitely be against the idea.
context: So what's a name?\Huh?\I've been thinking about your uncle's suicide, like you said.\Do you think your parents would be against you becoming a mangaka?\With something like that having happened to a relative,\it wouldn't be that strange for them to be opposed to it.\It's certainly true that since Uncle died like that.\They'll definitely be against the idea. response:	When I get home, I'll convince them.
context: Huh?\I've been thinking about your uncle's suicide, like you said.\Do you think your parents would be against you becoming a mangaka?\With something like that having happened to a relative,\it wouldn't be that strange for them to be opposed to it.\It's certainly true that since Uncle died like that.\They'll definitely be against the idea.\When I get home, I'll convince them. response:	Like with Kyojin no Hoshi's Hoshi Ittetsu
context: I've been thinking about your uncle's suicide, like you said.\Do you think your parents would be against you becoming a mangaka?\With something like that having happened to a relative,\it wouldn't be that strange for them to be opposed to it.\It's certainly true that since Uncle died like that.\They'll definitely be against the idea.\When I get home, I'll convince them.\Like with Kyojin no Hoshi's Hoshi Ittetsu response:	and Oishinbo's Kaibara Yuuzan,
context: Do you think your parents would be against you becoming a mangaka?\With something like that having happened to a relative,\it wouldn't be that strange for them to be opposed to it.\It's certainly true that since Uncle died like that.\They'll definitely be against the idea.\When I get home, I'll convince them.\Like with Kyojin no Hoshi's Hoshi Ittetsu\and Oishinbo's Kaibara Yuuzan, response:	parents are the first hurdle for their kids to overcome.
context: With something like that having happened to a relative,\it wouldn't be that strange for them to be opposed to it.\It's certainly true that since Uncle died like that.\They'll definitely be against the idea.\When I get home, I'll convince them.\Like with Kyojin no Hoshi's Hoshi Ittetsu\and Oishinbo's Kaibara Yuuzan,\parents are the first hurdle for their kids to overcome. response:	If there's something I want or something I need to discuss,
context: it wouldn't be that strange for them to be opposed to it.\It's certainly true that since Uncle died like that.\They'll definitely be against the idea.\When I get home, I'll convince them.\Like with Kyojin no Hoshi's Hoshi Ittetsu\and Oishinbo's Kaibara Yuuzan,\parents are the first hurdle for their kids to overcome.\If there's something I want or something I need to discuss, response:	I talk to Mom first.
context: It's certainly true that since Uncle died like that.\They'll definitely be against the idea.\When I get home, I'll convince them.\Like with Kyojin no Hoshi's Hoshi Ittetsu\and Oishinbo's Kaibara Yuuzan,\parents are the first hurdle for their kids to overcome.\If there's something I want or something I need to discuss,\I talk to Mom first. response:	Then, when I'm not around, my mom tells my dad.
context: They'll definitely be against the idea.\When I get home, I'll convince them.\Like with Kyojin no Hoshi's Hoshi Ittetsu\and Oishinbo's Kaibara Yuuzan,\parents are the first hurdle for their kids to overcome.\If there's something I want or something I need to discuss,\I talk to Mom first.\Then, when I'm not around, my mom tells my dad. response:	Then if my dad is against it, she'll tell me later.
context: When I get home, I'll convince them.\Like with Kyojin no Hoshi's Hoshi Ittetsu\and Oishinbo's Kaibara Yuuzan,\parents are the first hurdle for their kids to overcome.\If there's something I want or something I need to discuss,\I talk to Mom first.\Then, when I'm not around, my mom tells my dad.\Then if my dad is against it, she'll tell me later. response:	Award
context: Like with Kyojin no Hoshi's Hoshi Ittetsu\and Oishinbo's Kaibara Yuuzan,\parents are the first hurdle for their kids to overcome.\If there's something I want or something I need to discuss,\I talk to Mom first.\Then, when I'm not around, my mom tells my dad.\Then if my dad is against it, she'll tell me later.\Award response:	Middle-School Men's Individuals
context: and Oishinbo's Kaibara Yuuzan,\parents are the first hurdle for their kids to overcome.\If there's something I want or something I need to discuss,\I talk to Mom first.\Then, when I'm not around, my mom tells my dad.\Then if my dad is against it, she'll tell me later.\Award\Middle-School Men's Individuals response:	Championship
context: parents are the first hurdle for their kids to overcome.\If there's something I want or something I need to discuss,\I talk to Mom first.\Then, when I'm not around, my mom tells my dad.\Then if my dad is against it, she'll tell me later.\Award\Middle-School Men's Individuals\Championship response:	Mashiro Masahiro
context: If there's something I want or something I need to discuss,\I talk to Mom first.\Then, when I'm not around, my mom tells my dad.\Then if my dad is against it, she'll tell me later.\Award\Middle-School Men's Individuals\Championship\Mashiro Masahiro response:	Championship
context: I talk to Mom first.\Then, when I'm not around, my mom tells my dad.\Then if my dad is against it, she'll tell me later.\Award\Middle-School Men's Individuals\Championship\Mashiro Masahiro\Championship response:	Mashiro Masahiro
context: Then, when I'm not around, my mom tells my dad.\Then if my dad is against it, she'll tell me later.\Award\Middle-School Men's Individuals\Championship\Mashiro Masahiro\Championship\Mashiro Masahiro response:	If no objections are made, then that means it's okay and goes through.
context: Then if my dad is against it, she'll tell me later.\Award\Middle-School Men's Individuals\Championship\Mashiro Masahiro\Championship\Mashiro Masahiro\If no objections are made, then that means it's okay and goes through. response:	In other words, my dad and I have almost never had a serious talk.
context: Award\Middle-School Men's Individuals\Championship\Mashiro Masahiro\Championship\Mashiro Masahiro\If no objections are made, then that means it's okay and goes through.\In other words, my dad and I have almost never had a serious talk. response:	Go ahead, Dad.
context: Middle-School Men's Individuals\Championship\Mashiro Masahiro\Championship\Mashiro Masahiro\If no objections are made, then that means it's okay and goes through.\In other words, my dad and I have almost never had a serious talk.\Go ahead, Dad. response:	No, I will when it's done.
context: Championship\Mashiro Masahiro\Championship\Mashiro Masahiro\If no objections are made, then that means it's okay and goes through.\In other words, my dad and I have almost never had a serious talk.\Go ahead, Dad.\No, I will when it's done. response:	Mom!
context: Mashiro Masahiro\Championship\Mashiro Masahiro\If no objections are made, then that means it's okay and goes through.\In other words, my dad and I have almost never had a serious talk.\Go ahead, Dad.\No, I will when it's done.\Mom! response:	What is it?
context: Championship\Mashiro Masahiro\If no objections are made, then that means it's okay and goes through.\In other words, my dad and I have almost never had a serious talk.\Go ahead, Dad.\No, I will when it's done.\Mom!\What is it? response:	You haven't even said I'm home yet.
context: Mashiro Masahiro\If no objections are made, then that means it's okay and goes through.\In other words, my dad and I have almost never had a serious talk.\Go ahead, Dad.\No, I will when it's done.\Mom!\What is it?\You haven't even said I'm home yet. response:	I've got something I need to talk about.
context: If no objections are made, then that means it's okay and goes through.\In other words, my dad and I have almost never had a serious talk.\Go ahead, Dad.\No, I will when it's done.\Mom!\What is it?\You haven't even said I'm home yet.\I've got something I need to talk about. response:	Well? What do you need to discuss?
context: In other words, my dad and I have almost never had a serious talk.\Go ahead, Dad.\No, I will when it's done.\Mom!\What is it?\You haven't even said I'm home yet.\I've got something I need to talk about.\Well? What do you need to discuss? response:	Yeah...
context: Go ahead, Dad.\No, I will when it's done.\Mom!\What is it?\You haven't even said I'm home yet.\I've got something I need to talk about.\Well? What do you need to discuss?\Yeah... response:	Please hurry up and say it.
context: No, I will when it's done.\Mom!\What is it?\You haven't even said I'm home yet.\I've got something I need to talk about.\Well? What do you need to discuss?\Yeah...\Please hurry up and say it. response:	Well...
context: Mom!\What is it?\You haven't even said I'm home yet.\I've got something I need to talk about.\Well? What do you need to discuss?\Yeah...\Please hurry up and say it.\Well... response:	I'm going to be a mangaka.
context: What is it?\You haven't even said I'm home yet.\I've got something I need to talk about.\Well? What do you need to discuss?\Yeah...\Please hurry up and say it.\Well...\I'm going to be a mangaka. response:	No.
context: You haven't even said I'm home yet.\I've got something I need to talk about.\Well? What do you need to discuss?\Yeah...\Please hurry up and say it.\Well...\I'm going to be a mangaka.\No. response:	That sure was a fast reply.
context: I've got something I need to talk about.\Well? What do you need to discuss?\Yeah...\Please hurry up and say it.\Well...\I'm going to be a mangaka.\No.\That sure was a fast reply. response:	I'll go to high school and college, like normal.
context: Well? What do you need to discuss?\Yeah...\Please hurry up and say it.\Well...\I'm going to be a mangaka.\No.\That sure was a fast reply.\I'll go to high school and college, like normal. response:	If nothing comes of it by the time I'm out of college, I'll give it up.
context: Yeah...\Please hurry up and say it.\Well...\I'm going to be a mangaka.\No.\That sure was a fast reply.\I'll go to high school and college, like normal.\If nothing comes of it by the time I'm out of college, I'll give it up. response:	By that you mean you'll settle for any old school and just draw manga, right?
context: Please hurry up and say it.\Well...\I'm going to be a mangaka.\No.\That sure was a fast reply.\I'll go to high school and college, like normal.\If nothing comes of it by the time I'm out of college, I'll give it up.\By that you mean you'll settle for any old school and just draw manga, right? response:	Even your uncle had his debut when he was in college.
context: Well...\I'm going to be a mangaka.\No.\That sure was a fast reply.\I'll go to high school and college, like normal.\If nothing comes of it by the time I'm out of college, I'll give it up.\By that you mean you'll settle for any old school and just draw manga, right?\Even your uncle had his debut when he was in college. response:	If I let you do this here, you'd just be doing the same thing as him.
context: I'm going to be a mangaka.\No.\That sure was a fast reply.\I'll go to high school and college, like normal.\If nothing comes of it by the time I'm out of college, I'll give it up.\By that you mean you'll settle for any old school and just draw manga, right?\Even your uncle had his debut when he was in college.\If I let you do this here, you'd just be doing the same thing as him. response:	I knew there'd be a comparison to Uncle.
context: No.\That sure was a fast reply.\I'll go to high school and college, like normal.\If nothing comes of it by the time I'm out of college, I'll give it up.\By that you mean you'll settle for any old school and just draw manga, right?\Even your uncle had his debut when he was in college.\If I let you do this here, you'd just be doing the same thing as him.\I knew there'd be a comparison to Uncle. response:	Forget about manga and concentrate on your studies.
context: That sure was a fast reply.\I'll go to high school and college, like normal.\If nothing comes of it by the time I'm out of college, I'll give it up.\By that you mean you'll settle for any old school and just draw manga, right?\Even your uncle had his debut when he was in college.\If I let you do this here, you'd just be doing the same thing as him.\I knew there'd be a comparison to Uncle.\Forget about manga and concentrate on your studies. response:	You don't know for sure that I'd go down the same path that Uncle did.
context: I'll go to high school and college, like normal.\If nothing comes of it by the time I'm out of college, I'll give it up.\By that you mean you'll settle for any old school and just draw manga, right?\Even your uncle had his debut when he was in college.\If I let you do this here, you'd just be doing the same thing as him.\I knew there'd be a comparison to Uncle.\Forget about manga and concentrate on your studies.\You don't know for sure that I'd go down the same path that Uncle did. response:	There's definitely no reason to think I'd kill myself!
context: If nothing comes of it by the time I'm out of college, I'll give it up.\By that you mean you'll settle for any old school and just draw manga, right?\Even your uncle had his debut when he was in college.\If I let you do this here, you'd just be doing the same thing as him.\I knew there'd be a comparison to Uncle.\Forget about manga and concentrate on your studies.\You don't know for sure that I'd go down the same path that Uncle did.\There's definitely no reason to think I'd kill myself! response:	Do you think your uncle committed suicide?!
context: By that you mean you'll settle for any old school and just draw manga, right?\Even your uncle had his debut when he was in college.\If I let you do this here, you'd just be doing the same thing as him.\I knew there'd be a comparison to Uncle.\Forget about manga and concentrate on your studies.\You don't know for sure that I'd go down the same path that Uncle did.\There's definitely no reason to think I'd kill myself!\Do you think your uncle committed suicide?! response:	Your uncle over-exerted himself
context: Even your uncle had his debut when he was in college.\If I let you do this here, you'd just be doing the same thing as him.\I knew there'd be a comparison to Uncle.\Forget about manga and concentrate on your studies.\You don't know for sure that I'd go down the same path that Uncle did.\There's definitely no reason to think I'd kill myself!\Do you think your uncle committed suicide?!\Your uncle over-exerted himself response:	Sorry, I know.
context: If I let you do this here, you'd just be doing the same thing as him.\I knew there'd be a comparison to Uncle.\Forget about manga and concentrate on your studies.\You don't know for sure that I'd go down the same path that Uncle did.\There's definitely no reason to think I'd kill myself!\Do you think your uncle committed suicide?!\Your uncle over-exerted himself\Sorry, I know. response:	He wasn't selling anymore, and in order to get selling again, he worked too hard...
context: I knew there'd be a comparison to Uncle.\Forget about manga and concentrate on your studies.\You don't know for sure that I'd go down the same path that Uncle did.\There's definitely no reason to think I'd kill myself!\Do you think your uncle committed suicide?!\Your uncle over-exerted himself\Sorry, I know.\He wasn't selling anymore, and in order to get selling again, he worked too hard... response:	I meant that to draw until you die is like suicide, in a way...
context: Forget about manga and concentrate on your studies.\You don't know for sure that I'd go down the same path that Uncle did.\There's definitely no reason to think I'd kill myself!\Do you think your uncle committed suicide?!\Your uncle over-exerted himself\Sorry, I know.\He wasn't selling anymore, and in order to get selling again, he worked too hard...\I meant that to draw until you die is like suicide, in a way... response:	Anyway, you can't.
context: You don't know for sure that I'd go down the same path that Uncle did.\There's definitely no reason to think I'd kill myself!\Do you think your uncle committed suicide?!\Your uncle over-exerted himself\Sorry, I know.\He wasn't selling anymore, and in order to get selling again, he worked too hard...\I meant that to draw until you die is like suicide, in a way...\Anyway, you can't. response:	I'm sure your father wouldn't allow it either.
context: There's definitely no reason to think I'd kill myself!\Do you think your uncle committed suicide?!\Your uncle over-exerted himself\Sorry, I know.\He wasn't selling anymore, and in order to get selling again, he worked too hard...\I meant that to draw until you die is like suicide, in a way...\Anyway, you can't.\I'm sure your father wouldn't allow it either. response:	All right, end of discussion.
context: Do you think your uncle committed suicide?!\Your uncle over-exerted himself\Sorry, I know.\He wasn't selling anymore, and in order to get selling again, he worked too hard...\I meant that to draw until you die is like suicide, in a way...\Anyway, you can't.\I'm sure your father wouldn't allow it either.\All right, end of discussion. response:	Mom.
context: Your uncle over-exerted himself\Sorry, I know.\He wasn't selling anymore, and in order to get selling again, he worked too hard...\I meant that to draw until you die is like suicide, in a way...\Anyway, you can't.\I'm sure your father wouldn't allow it either.\All right, end of discussion.\Mom. response:	What now?
context: Sorry, I know.\He wasn't selling anymore, and in order to get selling again, he worked too hard...\I meant that to draw until you die is like suicide, in a way...\Anyway, you can't.\I'm sure your father wouldn't allow it either.\All right, end of discussion.\Mom.\What now? response:	Please at least talk with Dad about it.
context: He wasn't selling anymore, and in order to get selling again, he worked too hard...\I meant that to draw until you die is like suicide, in a way...\Anyway, you can't.\I'm sure your father wouldn't allow it either.\All right, end of discussion.\Mom.\What now?\Please at least talk with Dad about it. response:	Dad still hasn't come home yet.
context: I meant that to draw until you die is like suicide, in a way...\Anyway, you can't.\I'm sure your father wouldn't allow it either.\All right, end of discussion.\Mom.\What now?\Please at least talk with Dad about it.\Dad still hasn't come home yet. response:	SUPER
context: Anyway, you can't.\I'm sure your father wouldn't allow it either.\All right, end of discussion.\Mom.\What now?\Please at least talk with Dad about it.\Dad still hasn't come home yet.\SUPER response:	This is funny!
context: I'm sure your father wouldn't allow it either.\All right, end of discussion.\Mom.\What now?\Please at least talk with Dad about it.\Dad still hasn't come home yet.\SUPER\This is funny! response:	Manga sure is amazing.
context: All right, end of discussion.\Mom.\What now?\Please at least talk with Dad about it.\Dad still hasn't come home yet.\SUPER\This is funny!\Manga sure is amazing. response:	Though I said it in the spur of the moment, I've always wanted to be a mangaka...
context: Mom.\What now?\Please at least talk with Dad about it.\Dad still hasn't come home yet.\SUPER\This is funny!\Manga sure is amazing.\Though I said it in the spur of the moment, I've always wanted to be a mangaka... response:	like Uncle.
context: What now?\Please at least talk with Dad about it.\Dad still hasn't come home yet.\SUPER\This is funny!\Manga sure is amazing.\Though I said it in the spur of the moment, I've always wanted to be a mangaka...\like Uncle. response:	Uncle was always drawing.
context: Please at least talk with Dad about it.\Dad still hasn't come home yet.\SUPER\This is funny!\Manga sure is amazing.\Though I said it in the spur of the moment, I've always wanted to be a mangaka...\like Uncle.\Uncle was always drawing. response:	As he kept drawing he'd get more disheveled.
context: Dad still hasn't come home yet.\SUPER\This is funny!\Manga sure is amazing.\Though I said it in the spur of the moment, I've always wanted to be a mangaka...\like Uncle.\Uncle was always drawing.\As he kept drawing he'd get more disheveled. response:	He may not have been able to sell in the end,
context: SUPER\This is funny!\Manga sure is amazing.\Though I said it in the spur of the moment, I've always wanted to be a mangaka...\like Uncle.\Uncle was always drawing.\As he kept drawing he'd get more disheveled.\He may not have been able to sell in the end, response:	and he may be gone now,
context: This is funny!\Manga sure is amazing.\Though I said it in the spur of the moment, I've always wanted to be a mangaka...\like Uncle.\Uncle was always drawing.\As he kept drawing he'd get more disheveled.\He may not have been able to sell in the end,\and he may be gone now, response:	but this fascinating manga is still here.
context: Manga sure is amazing.\Though I said it in the spur of the moment, I've always wanted to be a mangaka...\like Uncle.\Uncle was always drawing.\As he kept drawing he'd get more disheveled.\He may not have been able to sell in the end,\and he may be gone now,\but this fascinating manga is still here. response:	I think, after all, no matter what I'm told,
context: Though I said it in the spur of the moment, I've always wanted to be a mangaka...\like Uncle.\Uncle was always drawing.\As he kept drawing he'd get more disheveled.\He may not have been able to sell in the end,\and he may be gone now,\but this fascinating manga is still here.\I think, after all, no matter what I'm told, response:	even if I'm disowned,
context: like Uncle.\Uncle was always drawing.\As he kept drawing he'd get more disheveled.\He may not have been able to sell in the end,\and he may be gone now,\but this fascinating manga is still here.\I think, after all, no matter what I'm told,\even if I'm disowned, response:	I'm going to become a mangaka.
context: Uncle was always drawing.\As he kept drawing he'd get more disheveled.\He may not have been able to sell in the end,\and he may be gone now,\but this fascinating manga is still here.\I think, after all, no matter what I'm told,\even if I'm disowned,\I'm going to become a mangaka. response:	Dad's... home.
context: As he kept drawing he'd get more disheveled.\He may not have been able to sell in the end,\and he may be gone now,\but this fascinating manga is still here.\I think, after all, no matter what I'm told,\even if I'm disowned,\I'm going to become a mangaka.\Dad's... home. response:	Ten minutes... No, five minutes?
context: He may not have been able to sell in the end,\and he may be gone now,\but this fascinating manga is still here.\I think, after all, no matter what I'm told,\even if I'm disowned,\I'm going to become a mangaka.\Dad's... home.\Ten minutes... No, five minutes? response:	That was fast.
context: and he may be gone now,\but this fascinating manga is still here.\I think, after all, no matter what I'm told,\even if I'm disowned,\I'm going to become a mangaka.\Dad's... home.\Ten minutes... No, five minutes?\That was fast. response:	Must mean Dad gave a fast reply too...
context: but this fascinating manga is still here.\I think, after all, no matter what I'm told,\even if I'm disowned,\I'm going to become a mangaka.\Dad's... home.\Ten minutes... No, five minutes?\That was fast.\Must mean Dad gave a fast reply too... response:	Moritaka, I'm coming in.
