context: Hm? response:	Hmm?
context: We'd go explore places we hadn't been to yet.\With that, we had a goal set, so we learned our way around, too.\We'd get nervous when we stepped into new areas.\And we felt a little better in places we had mapped already.\That'll be thirty coppers.\Thirty?\Aren't these secondhand?\I'd consider it for fifteen coppers. response:	Brand new, it'd go for a hundred coppers.
context: With that, we had a goal set, so we learned our way around, too.\We'd get nervous when we stepped into new areas.\And we felt a little better in places we had mapped already.\That'll be thirty coppers.\Thirty?\Aren't these secondhand?\I'd consider it for fifteen coppers.\Brand new, it'd go for a hundred coppers. response:	Twenty-eight coppers.
context: We'd get nervous when we stepped into new areas.\And we felt a little better in places we had mapped already.\That'll be thirty coppers.\Thirty?\Aren't these secondhand?\I'd consider it for fifteen coppers.\Brand new, it'd go for a hundred coppers.\Twenty-eight coppers. response:	I'd go as far as twenty coppers.
context: And we felt a little better in places we had mapped already.\That'll be thirty coppers.\Thirty?\Aren't these secondhand?\I'd consider it for fifteen coppers.\Brand new, it'd go for a hundred coppers.\Twenty-eight coppers.\I'd go as far as twenty coppers. response:	I still have other things to buy.
context: That'll be thirty coppers.\Thirty?\Aren't these secondhand?\I'd consider it for fifteen coppers.\Brand new, it'd go for a hundred coppers.\Twenty-eight coppers.\I'd go as far as twenty coppers.\I still have other things to buy. response:	Twenty-five coppers.
context: Thirty?\Aren't these secondhand?\I'd consider it for fifteen coppers.\Brand new, it'd go for a hundred coppers.\Twenty-eight coppers.\I'd go as far as twenty coppers.\I still have other things to buy.\Twenty-five coppers. response:	I can't go lower than that.
context: Aren't these secondhand?\I'd consider it for fifteen coppers.\Brand new, it'd go for a hundred coppers.\Twenty-eight coppers.\I'd go as far as twenty coppers.\I still have other things to buy.\Twenty-five coppers.\I can't go lower than that. response:	I'll take it.
context: I'd consider it for fifteen coppers.\Brand new, it'd go for a hundred coppers.\Twenty-eight coppers.\I'd go as far as twenty coppers.\I still have other things to buy.\Twenty-five coppers.\I can't go lower than that.\I'll take it. response:	Hurray!
context: Brand new, it'd go for a hundred coppers.\Twenty-eight coppers.\I'd go as far as twenty coppers.\I still have other things to buy.\Twenty-five coppers.\I can't go lower than that.\I'll take it.\Hurray! response:	Wow! This is so freakin' good!
context: Twenty-eight coppers.\I'd go as far as twenty coppers.\I still have other things to buy.\Twenty-five coppers.\I can't go lower than that.\I'll take it.\Hurray!\Wow! This is so freakin' good! response:	What's it called again?
context: I'd go as far as twenty coppers.\I still have other things to buy.\Twenty-five coppers.\I can't go lower than that.\I'll take it.\Hurray!\Wow! This is so freakin' good!\What's it called again? response:	It's soruzo, right?
context: I still have other things to buy.\Twenty-five coppers.\I can't go lower than that.\I'll take it.\Hurray!\Wow! This is so freakin' good!\What's it called again?\It's soruzo, right? response:	Yum, soruzo's so good!
context: Twenty-five coppers.\I can't go lower than that.\I'll take it.\Hurray!\Wow! This is so freakin' good!\What's it called again?\It's soruzo, right?\Yum, soruzo's so good! response:	Can we get another order?
context: I can't go lower than that.\I'll take it.\Hurray!\Wow! This is so freakin' good!\What's it called again?\It's soruzo, right?\Yum, soruzo's so good!\Can we get another order? response:	Comin' right up!
context: I'll take it.\Hurray!\Wow! This is so freakin' good!\What's it called again?\It's soruzo, right?\Yum, soruzo's so good!\Can we get another order?\Comin' right up! response:	Shihoru?
context: Hurray!\Wow! This is so freakin' good!\What's it called again?\It's soruzo, right?\Yum, soruzo's so good!\Can we get another order?\Comin' right up!\Shihoru? response:	S-Sorry...
context: Wow! This is so freakin' good!\What's it called again?\It's soruzo, right?\Yum, soruzo's so good!\Can we get another order?\Comin' right up!\Shihoru?\S-Sorry... response:	I'm... still not...
context: What's it called again?\It's soruzo, right?\Yum, soruzo's so good!\Can we get another order?\Comin' right up!\Shihoru?\S-Sorry...\I'm... still not... response:	Hm?
context: It's soruzo, right?\Yum, soruzo's so good!\Can we get another order?\Comin' right up!\Shihoru?\S-Sorry...\I'm... still not...\Hm? response:	Did you actually want him to talk to you?
context: Yum, soruzo's so good!\Can we get another order?\Comin' right up!\Shihoru?\S-Sorry...\I'm... still not...\Hm?\Did you actually want him to talk to you? response:	There were a lot of nicks in the blade, huh.
context: Can we get another order?\Comin' right up!\Shihoru?\S-Sorry...\I'm... still not...\Hm?\Did you actually want him to talk to you?\There were a lot of nicks in the blade, huh. response:	You noticed?
context: Comin' right up!\Shihoru?\S-Sorry...\I'm... still not...\Hm?\Did you actually want him to talk to you?\There were a lot of nicks in the blade, huh.\You noticed? response:	Before anything else, I've got to keep my weapons in good condition.
context: Shihoru?\S-Sorry...\I'm... still not...\Hm?\Did you actually want him to talk to you?\There were a lot of nicks in the blade, huh.\You noticed?\Before anything else, I've got to keep my weapons in good condition. response:	Or else I feel uneasy.
context: S-Sorry...\I'm... still not...\Hm?\Did you actually want him to talk to you?\There were a lot of nicks in the blade, huh.\You noticed?\Before anything else, I've got to keep my weapons in good condition.\Or else I feel uneasy. response:	Yeah, I get that.
context: I'm... still not...\Hm?\Did you actually want him to talk to you?\There were a lot of nicks in the blade, huh.\You noticed?\Before anything else, I've got to keep my weapons in good condition.\Or else I feel uneasy.\Yeah, I get that. response:	With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?
context: Hm?\Did you actually want him to talk to you?\There were a lot of nicks in the blade, huh.\You noticed?\Before anything else, I've got to keep my weapons in good condition.\Or else I feel uneasy.\Yeah, I get that.\With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much? response:	Influenced or not...
context: Did you actually want him to talk to you?\There were a lot of nicks in the blade, huh.\You noticed?\Before anything else, I've got to keep my weapons in good condition.\Or else I feel uneasy.\Yeah, I get that.\With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?\Influenced or not... response:	Just trainees, though.
context: There were a lot of nicks in the blade, huh.\You noticed?\Before anything else, I've got to keep my weapons in good condition.\Or else I feel uneasy.\Yeah, I get that.\With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?\Influenced or not...\Just trainees, though. response:	Oh, nice.
context: You noticed?\Before anything else, I've got to keep my weapons in good condition.\Or else I feel uneasy.\Yeah, I get that.\With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?\Influenced or not...\Just trainees, though.\Oh, nice. response:	Ranta-kun kept haggling, so it was pretty hectic.
context: Before anything else, I've got to keep my weapons in good condition.\Or else I feel uneasy.\Yeah, I get that.\With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?\Influenced or not...\Just trainees, though.\Oh, nice.\Ranta-kun kept haggling, so it was pretty hectic. response:	Stupid, it's common sense to haggle.
context: Or else I feel uneasy.\Yeah, I get that.\With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?\Influenced or not...\Just trainees, though.\Oh, nice.\Ranta-kun kept haggling, so it was pretty hectic.\Stupid, it's common sense to haggle. response:	That was nothing.
context: Yeah, I get that.\With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?\Influenced or not...\Just trainees, though.\Oh, nice.\Ranta-kun kept haggling, so it was pretty hectic.\Stupid, it's common sense to haggle.\That was nothing. response:	There's too much, the food's going to go bad before we can finish it.
context: With thoughts like these, do you think we've become influenced by Volunteer Soldiers too much?\Influenced or not...\Just trainees, though.\Oh, nice.\Ranta-kun kept haggling, so it was pretty hectic.\Stupid, it's common sense to haggle.\That was nothing.\There's too much, the food's going to go bad before we can finish it. response:	If it rots, I'll give it to you.
context: Influenced or not...\Just trainees, though.\Oh, nice.\Ranta-kun kept haggling, so it was pretty hectic.\Stupid, it's common sense to haggle.\That was nothing.\There's too much, the food's going to go bad before we can finish it.\If it rots, I'll give it to you. response:	It's okay to buy weapons, clothes, and food...
context: Just trainees, though.\Oh, nice.\Ranta-kun kept haggling, so it was pretty hectic.\Stupid, it's common sense to haggle.\That was nothing.\There's too much, the food's going to go bad before we can finish it.\If it rots, I'll give it to you.\It's okay to buy weapons, clothes, and food... response:	Are you sure about that?
context: Oh, nice.\Ranta-kun kept haggling, so it was pretty hectic.\Stupid, it's common sense to haggle.\That was nothing.\There's too much, the food's going to go bad before we can finish it.\If it rots, I'll give it to you.\It's okay to buy weapons, clothes, and food...\Are you sure about that? response:	If I sharpen my Dark Knight blade skills, it might be too much to handle!
context: Ranta-kun kept haggling, so it was pretty hectic.\Stupid, it's common sense to haggle.\That was nothing.\There's too much, the food's going to go bad before we can finish it.\If it rots, I'll give it to you.\It's okay to buy weapons, clothes, and food...\Are you sure about that?\If I sharpen my Dark Knight blade skills, it might be too much to handle! response:	Whatever, you only have one skill right now.
context: Stupid, it's common sense to haggle.\That was nothing.\There's too much, the food's going to go bad before we can finish it.\If it rots, I'll give it to you.\It's okay to buy weapons, clothes, and food...\Are you sure about that?\If I sharpen my Dark Knight blade skills, it might be too much to handle!\Whatever, you only have one skill right now. response:	Shut up!
context: That was nothing.\There's too much, the food's going to go bad before we can finish it.\If it rots, I'll give it to you.\It's okay to buy weapons, clothes, and food...\Are you sure about that?\If I sharpen my Dark Knight blade skills, it might be too much to handle!\Whatever, you only have one skill right now.\Shut up! response:	I'm going to polish up that one skill all the way!
context: There's too much, the food's going to go bad before we can finish it.\If it rots, I'll give it to you.\It's okay to buy weapons, clothes, and food...\Are you sure about that?\If I sharpen my Dark Knight blade skills, it might be too much to handle!\Whatever, you only have one skill right now.\Shut up!\I'm going to polish up that one skill all the way! response:	Until it shines with dark light!
context: If it rots, I'll give it to you.\It's okay to buy weapons, clothes, and food...\Are you sure about that?\If I sharpen my Dark Knight blade skills, it might be too much to handle!\Whatever, you only have one skill right now.\Shut up!\I'm going to polish up that one skill all the way!\Until it shines with dark light! response:	Did you buy that, too?
context: It's okay to buy weapons, clothes, and food...\Are you sure about that?\If I sharpen my Dark Knight blade skills, it might be too much to handle!\Whatever, you only have one skill right now.\Shut up!\I'm going to polish up that one skill all the way!\Until it shines with dark light!\Did you buy that, too? response:	Oh, I made this.
context: Are you sure about that?\If I sharpen my Dark Knight blade skills, it might be too much to handle!\Whatever, you only have one skill right now.\Shut up!\I'm going to polish up that one skill all the way!\Until it shines with dark light!\Did you buy that, too?\Oh, I made this. response:	You carved that?
context: If I sharpen my Dark Knight blade skills, it might be too much to handle!\Whatever, you only have one skill right now.\Shut up!\I'm going to polish up that one skill all the way!\Until it shines with dark light!\Did you buy that, too?\Oh, I made this.\You carved that? response:	You're more deft than you look, Moguzo.
context: Whatever, you only have one skill right now.\Shut up!\I'm going to polish up that one skill all the way!\Until it shines with dark light!\Did you buy that, too?\Oh, I made this.\You carved that?\You're more deft than you look, Moguzo. response:	You could sell that.
context: Shut up!\I'm going to polish up that one skill all the way!\Until it shines with dark light!\Did you buy that, too?\Oh, I made this.\You carved that?\You're more deft than you look, Moguzo.\You could sell that. response:	Oh, that wasn't my intention...
context: I'm going to polish up that one skill all the way!\Until it shines with dark light!\Did you buy that, too?\Oh, I made this.\You carved that?\You're more deft than you look, Moguzo.\You could sell that.\Oh, that wasn't my intention... response:	Carving's relaxing for me.
context: Until it shines with dark light!\Did you buy that, too?\Oh, I made this.\You carved that?\You're more deft than you look, Moguzo.\You could sell that.\Oh, that wasn't my intention...\Carving's relaxing for me. response:	Oh...
context: Did you buy that, too?\Oh, I made this.\You carved that?\You're more deft than you look, Moguzo.\You could sell that.\Oh, that wasn't my intention...\Carving's relaxing for me.\Oh... response:	Yume and them might like it.
context: Oh, I made this.\You carved that?\You're more deft than you look, Moguzo.\You could sell that.\Oh, that wasn't my intention...\Carving's relaxing for me.\Oh...\Yume and them might like it. response:	What made you think of Yume just now?
context: You carved that?\You're more deft than you look, Moguzo.\You could sell that.\Oh, that wasn't my intention...\Carving's relaxing for me.\Oh...\Yume and them might like it.\What made you think of Yume just now? response:	Shut up.
context: You're more deft than you look, Moguzo.\You could sell that.\Oh, that wasn't my intention...\Carving's relaxing for me.\Oh...\Yume and them might like it.\What made you think of Yume just now?\Shut up. response:	I just thought they might like it.
context: You could sell that.\Oh, that wasn't my intention...\Carving's relaxing for me.\Oh...\Yume and them might like it.\What made you think of Yume just now?\Shut up.\I just thought they might like it. response:	You know what Haru-kun said?
context: Oh, that wasn't my intention...\Carving's relaxing for me.\Oh...\Yume and them might like it.\What made you think of Yume just now?\Shut up.\I just thought they might like it.\You know what Haru-kun said? response:	If we earn a little extra...
context: Carving's relaxing for me.\Oh...\Yume and them might like it.\What made you think of Yume just now?\Shut up.\I just thought they might like it.\You know what Haru-kun said?\If we earn a little extra... response:	Yeah.
context: Oh...\Yume and them might like it.\What made you think of Yume just now?\Shut up.\I just thought they might like it.\You know what Haru-kun said?\If we earn a little extra...\Yeah. response:	That... would be nice.
context: Yume and them might like it.\What made you think of Yume just now?\Shut up.\I just thought they might like it.\You know what Haru-kun said?\If we earn a little extra...\Yeah.\That... would be nice. response:	Right?
context: What made you think of Yume just now?\Shut up.\I just thought they might like it.\You know what Haru-kun said?\If we earn a little extra...\Yeah.\That... would be nice.\Right? response:	Yeah.
context: Shut up.\I just thought they might like it.\You know what Haru-kun said?\If we earn a little extra...\Yeah.\That... would be nice.\Right?\Yeah. response:	Shihoru, that hair clip is super cute.
context: I just thought they might like it.\You know what Haru-kun said?\If we earn a little extra...\Yeah.\That... would be nice.\Right?\Yeah.\Shihoru, that hair clip is super cute. response:	Eh?
context: You know what Haru-kun said?\If we earn a little extra...\Yeah.\That... would be nice.\Right?\Yeah.\Shihoru, that hair clip is super cute.\Eh? response:	Y-You... think so?
context: If we earn a little extra...\Yeah.\That... would be nice.\Right?\Yeah.\Shihoru, that hair clip is super cute.\Eh?\Y-You... think so? response:	Shihoru, I know you haven't been talking to the guys this whole time.
context: Yeah.\That... would be nice.\Right?\Yeah.\Shihoru, that hair clip is super cute.\Eh?\Y-You... think so?\Shihoru, I know you haven't been talking to the guys this whole time. response:	But I think it's about time that you could try, just a little bit.
context: That... would be nice.\Right?\Yeah.\Shihoru, that hair clip is super cute.\Eh?\Y-You... think so?\Shihoru, I know you haven't been talking to the guys this whole time.\But I think it's about time that you could try, just a little bit. response:	Yeah.
context: Right?\Yeah.\Shihoru, that hair clip is super cute.\Eh?\Y-You... think so?\Shihoru, I know you haven't been talking to the guys this whole time.\But I think it's about time that you could try, just a little bit.\Yeah. response:	I'll try.
context: Yeah.\Shihoru, that hair clip is super cute.\Eh?\Y-You... think so?\Shihoru, I know you haven't been talking to the guys this whole time.\But I think it's about time that you could try, just a little bit.\Yeah.\I'll try. response:	Well, you don't have to try.
context: Shihoru, that hair clip is super cute.\Eh?\Y-You... think so?\Shihoru, I know you haven't been talking to the guys this whole time.\But I think it's about time that you could try, just a little bit.\Yeah.\I'll try.\Well, you don't have to try. response:	But, I get worried when you're always quiet, too.
context: Eh?\Y-You... think so?\Shihoru, I know you haven't been talking to the guys this whole time.\But I think it's about time that you could try, just a little bit.\Yeah.\I'll try.\Well, you don't have to try.\But, I get worried when you're always quiet, too. response:	I'll try.
context: Y-You... think so?\Shihoru, I know you haven't been talking to the guys this whole time.\But I think it's about time that you could try, just a little bit.\Yeah.\I'll try.\Well, you don't have to try.\But, I get worried when you're always quiet, too.\I'll try. response:	Sorry...
context: Shihoru, I know you haven't been talking to the guys this whole time.\But I think it's about time that you could try, just a little bit.\Yeah.\I'll try.\Well, you don't have to try.\But, I get worried when you're always quiet, too.\I'll try.\Sorry... response:	I'm not too good with words.
context: But I think it's about time that you could try, just a little bit.\Yeah.\I'll try.\Well, you don't have to try.\But, I get worried when you're always quiet, too.\I'll try.\Sorry...\I'm not too good with words. response:	Manato?
context: Yeah.\I'll try.\Well, you don't have to try.\But, I get worried when you're always quiet, too.\I'll try.\Sorry...\I'm not too good with words.\Manato? response:	Er, thanks.
context: I'll try.\Well, you don't have to try.\But, I get worried when you're always quiet, too.\I'll try.\Sorry...\I'm not too good with words.\Manato?\Er, thanks. response:	That was unexpected.
context: Well, you don't have to try.\But, I get worried when you're always quiet, too.\I'll try.\Sorry...\I'm not too good with words.\Manato?\Er, thanks.\That was unexpected. response:	S-Sorry.
context: But, I get worried when you're always quiet, too.\I'll try.\Sorry...\I'm not too good with words.\Manato?\Er, thanks.\That was unexpected.\S-Sorry. response:	I was actually about to say something completely different.
context: I'll try.\Sorry...\I'm not too good with words.\Manato?\Er, thanks.\That was unexpected.\S-Sorry.\I was actually about to say something completely different. response:	What's up with that?
context: Sorry...\I'm not too good with words.\Manato?\Er, thanks.\That was unexpected.\S-Sorry.\I was actually about to say something completely different.\What's up with that? response:	I'm the one who is grateful.
context: I'm not too good with words.\Manato?\Er, thanks.\That was unexpected.\S-Sorry.\I was actually about to say something completely different.\What's up with that?\I'm the one who is grateful. response:	You're grateful?
context: Manato?\Er, thanks.\That was unexpected.\S-Sorry.\I was actually about to say something completely different.\What's up with that?\I'm the one who is grateful.\You're grateful? response:	Why?
context: Er, thanks.\That was unexpected.\S-Sorry.\I was actually about to say something completely different.\What's up with that?\I'm the one who is grateful.\You're grateful?\Why? response:	That's because... you're all willing to be my friends.
context: That was unexpected.\S-Sorry.\I was actually about to say something completely different.\What's up with that?\I'm the one who is grateful.\You're grateful?\Why?\That's because... you're all willing to be my friends. response:	For that, I'm grateful.
context: S-Sorry.\I was actually about to say something completely different.\What's up with that?\I'm the one who is grateful.\You're grateful?\Why?\That's because... you're all willing to be my friends.\For that, I'm grateful. response:	It sounds a little fake when I say it like this.
context: I was actually about to say something completely different.\What's up with that?\I'm the one who is grateful.\You're grateful?\Why?\That's because... you're all willing to be my friends.\For that, I'm grateful.\It sounds a little fake when I say it like this. response:	No, I believe you.
context: What's up with that?\I'm the one who is grateful.\You're grateful?\Why?\That's because... you're all willing to be my friends.\For that, I'm grateful.\It sounds a little fake when I say it like this.\No, I believe you. response:	But...
context: I'm the one who is grateful.\You're grateful?\Why?\That's because... you're all willing to be my friends.\For that, I'm grateful.\It sounds a little fake when I say it like this.\No, I believe you.\But... response:	How do I say this...
context: You're grateful?\Why?\That's because... you're all willing to be my friends.\For that, I'm grateful.\It sounds a little fake when I say it like this.\No, I believe you.\But...\How do I say this... response:	You're the one who's been helping us.
context: Why?\That's because... you're all willing to be my friends.\For that, I'm grateful.\It sounds a little fake when I say it like this.\No, I believe you.\But...\How do I say this...\You're the one who's been helping us. response:	If you weren't here, we'd be in bad shape.
context: That's because... you're all willing to be my friends.\For that, I'm grateful.\It sounds a little fake when I say it like this.\No, I believe you.\But...\How do I say this...\You're the one who's been helping us.\If you weren't here, we'd be in bad shape. response:	Worst case, we might not even be alive.
context: For that, I'm grateful.\It sounds a little fake when I say it like this.\No, I believe you.\But...\How do I say this...\You're the one who's been helping us.\If you weren't here, we'd be in bad shape.\Worst case, we might not even be alive. response:	Same goes here.
context: It sounds a little fake when I say it like this.\No, I believe you.\But...\How do I say this...\You're the one who's been helping us.\If you weren't here, we'd be in bad shape.\Worst case, we might not even be alive.\Same goes here. response:	If you guys weren't here, I don't know what would have happened to me.
context: No, I believe you.\But...\How do I say this...\You're the one who's been helping us.\If you weren't here, we'd be in bad shape.\Worst case, we might not even be alive.\Same goes here.\If you guys weren't here, I don't know what would have happened to me. response:	You can't live in this world alone, no matter how you look at it.
context: But...\How do I say this...\You're the one who's been helping us.\If you weren't here, we'd be in bad shape.\Worst case, we might not even be alive.\Same goes here.\If you guys weren't here, I don't know what would have happened to me.\You can't live in this world alone, no matter how you look at it. response:	Don't you... uh...
context: How do I say this...\You're the one who's been helping us.\If you weren't here, we'd be in bad shape.\Worst case, we might not even be alive.\Same goes here.\If you guys weren't here, I don't know what would have happened to me.\You can't live in this world alone, no matter how you look at it.\Don't you... uh... response:	I don't want you to take this the wrong way...
context: You're the one who's been helping us.\If you weren't here, we'd be in bad shape.\Worst case, we might not even be alive.\Same goes here.\If you guys weren't here, I don't know what would have happened to me.\You can't live in this world alone, no matter how you look at it.\Don't you... uh...\I don't want you to take this the wrong way... response:	You could just ask for a favor and see if you could join their party.
context: If you weren't here, we'd be in bad shape.\Worst case, we might not even be alive.\Same goes here.\If you guys weren't here, I don't know what would have happened to me.\You can't live in this world alone, no matter how you look at it.\Don't you... uh...\I don't want you to take this the wrong way...\You could just ask for a favor and see if you could join their party. response:	I didn't think of that.
context: Worst case, we might not even be alive.\Same goes here.\If you guys weren't here, I don't know what would have happened to me.\You can't live in this world alone, no matter how you look at it.\Don't you... uh...\I don't want you to take this the wrong way...\You could just ask for a favor and see if you could join their party.\I didn't think of that. response:	I don't think I like that kind of thing.
context: Same goes here.\If you guys weren't here, I don't know what would have happened to me.\You can't live in this world alone, no matter how you look at it.\Don't you... uh...\I don't want you to take this the wrong way...\You could just ask for a favor and see if you could join their party.\I didn't think of that.\I don't think I like that kind of thing. response:	To ask others for favors.
context: If you guys weren't here, I don't know what would have happened to me.\You can't live in this world alone, no matter how you look at it.\Don't you... uh...\I don't want you to take this the wrong way...\You could just ask for a favor and see if you could join their party.\I didn't think of that.\I don't think I like that kind of thing.\To ask others for favors. response:	Maybe I was bad at dealing with hierarchical relationships.
context: You can't live in this world alone, no matter how you look at it.\Don't you... uh...\I don't want you to take this the wrong way...\You could just ask for a favor and see if you could join their party.\I didn't think of that.\I don't think I like that kind of thing.\To ask others for favors.\Maybe I was bad at dealing with hierarchical relationships. response:	I probably was, too.
context: Don't you... uh...\I don't want you to take this the wrong way...\You could just ask for a favor and see if you could join their party.\I didn't think of that.\I don't think I like that kind of thing.\To ask others for favors.\Maybe I was bad at dealing with hierarchical relationships.\I probably was, too. response:	I kind of feel like... I'm not the kind of person people usually treat as a friend.
context: I don't want you to take this the wrong way...\You could just ask for a favor and see if you could join their party.\I didn't think of that.\I don't think I like that kind of thing.\To ask others for favors.\Maybe I was bad at dealing with hierarchical relationships.\I probably was, too.\I kind of feel like... I'm not the kind of person people usually treat as a friend. response:	I don't think...
context: You could just ask for a favor and see if you could join their party.\I didn't think of that.\I don't think I like that kind of thing.\To ask others for favors.\Maybe I was bad at dealing with hierarchical relationships.\I probably was, too.\I kind of feel like... I'm not the kind of person people usually treat as a friend.\I don't think... response:	That's just what I think, but I can't back it up.
context: I didn't think of that.\I don't think I like that kind of thing.\To ask others for favors.\Maybe I was bad at dealing with hierarchical relationships.\I probably was, too.\I kind of feel like... I'm not the kind of person people usually treat as a friend.\I don't think...\That's just what I think, but I can't back it up. response:	It's true that I only know the Manato in this world.
context: I don't think I like that kind of thing.\To ask others for favors.\Maybe I was bad at dealing with hierarchical relationships.\I probably was, too.\I kind of feel like... I'm not the kind of person people usually treat as a friend.\I don't think...\That's just what I think, but I can't back it up.\It's true that I only know the Manato in this world. response:	But...
context: To ask others for favors.\Maybe I was bad at dealing with hierarchical relationships.\I probably was, too.\I kind of feel like... I'm not the kind of person people usually treat as a friend.\I don't think...\That's just what I think, but I can't back it up.\It's true that I only know the Manato in this world.\But... response:	It doesn't matter what you were like before.
context: Maybe I was bad at dealing with hierarchical relationships.\I probably was, too.\I kind of feel like... I'm not the kind of person people usually treat as a friend.\I don't think...\That's just what I think, but I can't back it up.\It's true that I only know the Manato in this world.\But...\It doesn't matter what you were like before. response:	Nobody cares.
context: I probably was, too.\I kind of feel like... I'm not the kind of person people usually treat as a friend.\I don't think...\That's just what I think, but I can't back it up.\It's true that I only know the Manato in this world.\But...\It doesn't matter what you were like before.\Nobody cares. response:	The Manato in this world is our friend and leader.
context: I kind of feel like... I'm not the kind of person people usually treat as a friend.\I don't think...\That's just what I think, but I can't back it up.\It's true that I only know the Manato in this world.\But...\It doesn't matter what you were like before.\Nobody cares.\The Manato in this world is our friend and leader. response:	We need you here.
context: I don't think...\That's just what I think, but I can't back it up.\It's true that I only know the Manato in this world.\But...\It doesn't matter what you were like before.\Nobody cares.\The Manato in this world is our friend and leader.\We need you here. response:	Let's sleep.
context: That's just what I think, but I can't back it up.\It's true that I only know the Manato in this world.\But...\It doesn't matter what you were like before.\Nobody cares.\The Manato in this world is our friend and leader.\We need you here.\Let's sleep. response:	We have an early day tomorrow.
context: It's true that I only know the Manato in this world.\But...\It doesn't matter what you were like before.\Nobody cares.\The Manato in this world is our friend and leader.\We need you here.\Let's sleep.\We have an early day tomorrow. response:	Yeah.
context: But...\It doesn't matter what you were like before.\Nobody cares.\The Manato in this world is our friend and leader.\We need you here.\Let's sleep.\We have an early day tomorrow.\Yeah. response:	I wasn't sure if I wanted to see the expression on his face right now.
context: It doesn't matter what you were like before.\Nobody cares.\The Manato in this world is our friend and leader.\We need you here.\Let's sleep.\We have an early day tomorrow.\Yeah.\I wasn't sure if I wanted to see the expression on his face right now. response:	Day twenty-three in Grimgar.
context: Nobody cares.\The Manato in this world is our friend and leader.\We need you here.\Let's sleep.\We have an early day tomorrow.\Yeah.\I wasn't sure if I wanted to see the expression on his face right now.\Day twenty-three in Grimgar. response:	I've gotten used to the red moon.
context: The Manato in this world is our friend and leader.\We need you here.\Let's sleep.\We have an early day tomorrow.\Yeah.\I wasn't sure if I wanted to see the expression on his face right now.\Day twenty-three in Grimgar.\I've gotten used to the red moon. response:	People can get used to any kind of environment.
context: We need you here.\Let's sleep.\We have an early day tomorrow.\Yeah.\I wasn't sure if I wanted to see the expression on his face right now.\Day twenty-three in Grimgar.\I've gotten used to the red moon.\People can get used to any kind of environment. response:	When I try touching
context: Let's sleep.\We have an early day tomorrow.\Yeah.\I wasn't sure if I wanted to see the expression on his face right now.\Day twenty-three in Grimgar.\I've gotten used to the red moon.\People can get used to any kind of environment.\When I try touching response:	the dry air after a rain,
context: We have an early day tomorrow.\Yeah.\I wasn't sure if I wanted to see the expression on his face right now.\Day twenty-three in Grimgar.\I've gotten used to the red moon.\People can get used to any kind of environment.\When I try touching\the dry air after a rain, response:	like a sprouting flower,
context: Yeah.\I wasn't sure if I wanted to see the expression on his face right now.\Day twenty-three in Grimgar.\I've gotten used to the red moon.\People can get used to any kind of environment.\When I try touching\the dry air after a rain,\like a sprouting flower, response:	fragments of memories overflow.
context: I wasn't sure if I wanted to see the expression on his face right now.\Day twenty-three in Grimgar.\I've gotten used to the red moon.\People can get used to any kind of environment.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow. response:	The warmth you gave this hand
context: Day twenty-three in Grimgar.\I've gotten used to the red moon.\People can get used to any kind of environment.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand response:	led me to a future I can treasure
context: I've gotten used to the red moon.\People can get used to any kind of environment.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure response:	always.
context: People can get used to any kind of environment.\When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always. response:	I chased your voice.
context: When I try touching\the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice. response:	I wonder when you became so strong.
context: the dry air after a rain,\like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong. response:	I will probably find what I searched the vast world for
context: like a sprouting flower,\fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for response:	at the end of this journey.
context: fragments of memories overflow.\The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey. response:	Grimgar of Fantasy and Ash
context: The warmth you gave this hand\led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash response:	Are Goblin Pouches Filled with Our Dreams?
context: led me to a future I can treasure\always.\I chased your voice.\I wonder when you became so strong.\I will probably find what I searched the vast world for\at the end of this journey.\Grimgar of Fantasy and Ash\Are Goblin Pouches Filled with Our Dreams? response:	Grimgar of Fantasy and Ash
