context: Wiped out, huh? response:	But considering the tactic he used, I'm sure that Kanoichi-kun thought
context: I mean... Miyako Arata.\I'm counting on you to help me out the next time I need help.\Of course, Tarobo-san!\I promise!\I see. So that's how you got all these people.\Well, I mean, they're Anothers. Not people.\So the tengu added some conditions.\I know you said it was dangerous to negotiate, response:	but I thought this was a great opportunity.
context: I'm counting on you to help me out the next time I need help.\Of course, Tarobo-san!\I promise!\I see. So that's how you got all these people.\Well, I mean, they're Anothers. Not people.\So the tengu added some conditions.\I know you said it was dangerous to negotiate,\but I thought this was a great opportunity. response:	There were times my emotions were swayed because of my Ears of Sand.
context: Of course, Tarobo-san!\I promise!\I see. So that's how you got all these people.\Well, I mean, they're Anothers. Not people.\So the tengu added some conditions.\I know you said it was dangerous to negotiate,\but I thought this was a great opportunity.\There were times my emotions were swayed because of my Ears of Sand. response:	And I know that they're not always useful, after some experience,
context: I promise!\I see. So that's how you got all these people.\Well, I mean, they're Anothers. Not people.\So the tengu added some conditions.\I know you said it was dangerous to negotiate,\but I thought this was a great opportunity.\There were times my emotions were swayed because of my Ears of Sand.\And I know that they're not always useful, after some experience, response:	and that negotiating can be dangerous.
context: I see. So that's how you got all these people.\Well, I mean, they're Anothers. Not people.\So the tengu added some conditions.\I know you said it was dangerous to negotiate,\but I thought this was a great opportunity.\There were times my emotions were swayed because of my Ears of Sand.\And I know that they're not always useful, after some experience,\and that negotiating can be dangerous. response:	But I also learned that our reasoning may not mean a thing to them,
context: Well, I mean, they're Anothers. Not people.\So the tengu added some conditions.\I know you said it was dangerous to negotiate,\but I thought this was a great opportunity.\There were times my emotions were swayed because of my Ears of Sand.\And I know that they're not always useful, after some experience,\and that negotiating can be dangerous.\But I also learned that our reasoning may not mean a thing to them, response:	and the fact that even angels and tengu are pretty similar to us sometimes.
context: So the tengu added some conditions.\I know you said it was dangerous to negotiate,\but I thought this was a great opportunity.\There were times my emotions were swayed because of my Ears of Sand.\And I know that they're not always useful, after some experience,\and that negotiating can be dangerous.\But I also learned that our reasoning may not mean a thing to them,\and the fact that even angels and tengu are pretty similar to us sometimes. response:	By us, you mean humans?
context: I know you said it was dangerous to negotiate,\but I thought this was a great opportunity.\There were times my emotions were swayed because of my Ears of Sand.\And I know that they're not always useful, after some experience,\and that negotiating can be dangerous.\But I also learned that our reasoning may not mean a thing to them,\and the fact that even angels and tengu are pretty similar to us sometimes.\By us, you mean humans? response:	Yes. So I want to speak to more Anothers like that.
context: but I thought this was a great opportunity.\There were times my emotions were swayed because of my Ears of Sand.\And I know that they're not always useful, after some experience,\and that negotiating can be dangerous.\But I also learned that our reasoning may not mean a thing to them,\and the fact that even angels and tengu are pretty similar to us sometimes.\By us, you mean humans?\Yes. So I want to speak to more Anothers like that. response:	Thanks to my Ears of Sand,
context: There were times my emotions were swayed because of my Ears of Sand.\And I know that they're not always useful, after some experience,\and that negotiating can be dangerous.\But I also learned that our reasoning may not mean a thing to them,\and the fact that even angels and tengu are pretty similar to us sometimes.\By us, you mean humans?\Yes. So I want to speak to more Anothers like that.\Thanks to my Ears of Sand, response:	I can tell what they're saying and even found out their names.
context: And I know that they're not always useful, after some experience,\and that negotiating can be dangerous.\But I also learned that our reasoning may not mean a thing to them,\and the fact that even angels and tengu are pretty similar to us sometimes.\By us, you mean humans?\Yes. So I want to speak to more Anothers like that.\Thanks to my Ears of Sand,\I can tell what they're saying and even found out their names. response:	If I can use the Ears to help us understand each other
context: and that negotiating can be dangerous.\But I also learned that our reasoning may not mean a thing to them,\and the fact that even angels and tengu are pretty similar to us sometimes.\By us, you mean humans?\Yes. So I want to speak to more Anothers like that.\Thanks to my Ears of Sand,\I can tell what they're saying and even found out their names.\If I can use the Ears to help us understand each other response:	and stop any more conflicts,
context: But I also learned that our reasoning may not mean a thing to them,\and the fact that even angels and tengu are pretty similar to us sometimes.\By us, you mean humans?\Yes. So I want to speak to more Anothers like that.\Thanks to my Ears of Sand,\I can tell what they're saying and even found out their names.\If I can use the Ears to help us understand each other\and stop any more conflicts, response:	then I think that might be my calling...
context: and the fact that even angels and tengu are pretty similar to us sometimes.\By us, you mean humans?\Yes. So I want to speak to more Anothers like that.\Thanks to my Ears of Sand,\I can tell what they're saying and even found out their names.\If I can use the Ears to help us understand each other\and stop any more conflicts,\then I think that might be my calling... response:	Arata, come here for a sec.
context: By us, you mean humans?\Yes. So I want to speak to more Anothers like that.\Thanks to my Ears of Sand,\I can tell what they're saying and even found out their names.\If I can use the Ears to help us understand each other\and stop any more conflicts,\then I think that might be my calling...\Arata, come here for a sec. response:	Anothers and humans together...
context: Yes. So I want to speak to more Anothers like that.\Thanks to my Ears of Sand,\I can tell what they're saying and even found out their names.\If I can use the Ears to help us understand each other\and stop any more conflicts,\then I think that might be my calling...\Arata, come here for a sec.\Anothers and humans together... response:	This is truly an amazing sight to behold.
context: Thanks to my Ears of Sand,\I can tell what they're saying and even found out their names.\If I can use the Ears to help us understand each other\and stop any more conflicts,\then I think that might be my calling...\Arata, come here for a sec.\Anothers and humans together...\This is truly an amazing sight to behold. response:	Doesn't this basically prove that he's a threat?
context: I can tell what they're saying and even found out their names.\If I can use the Ears to help us understand each other\and stop any more conflicts,\then I think that might be my calling...\Arata, come here for a sec.\Anothers and humans together...\This is truly an amazing sight to behold.\Doesn't this basically prove that he's a threat? response:	A threat?
context: If I can use the Ears to help us understand each other\and stop any more conflicts,\then I think that might be my calling...\Arata, come here for a sec.\Anothers and humans together...\This is truly an amazing sight to behold.\Doesn't this basically prove that he's a threat?\A threat? response:	I mean, he's already got the Aztec god of mischief following him around, so...
context: and stop any more conflicts,\then I think that might be my calling...\Arata, come here for a sec.\Anothers and humans together...\This is truly an amazing sight to behold.\Doesn't this basically prove that he's a threat?\A threat?\I mean, he's already got the Aztec god of mischief following him around, so... response:	Probably a bit late to worry about that now.
context: then I think that might be my calling...\Arata, come here for a sec.\Anothers and humans together...\This is truly an amazing sight to behold.\Doesn't this basically prove that he's a threat?\A threat?\I mean, he's already got the Aztec god of mischief following him around, so...\Probably a bit late to worry about that now. response:	Maybe I need to start changing like Arata, too.
context: Arata, come here for a sec.\Anothers and humans together...\This is truly an amazing sight to behold.\Doesn't this basically prove that he's a threat?\A threat?\I mean, he's already got the Aztec god of mischief following him around, so...\Probably a bit late to worry about that now.\Maybe I need to start changing like Arata, too. response:	I can't change my outlook that easily.
context: Anothers and humans together...\This is truly an amazing sight to behold.\Doesn't this basically prove that he's a threat?\A threat?\I mean, he's already got the Aztec god of mischief following him around, so...\Probably a bit late to worry about that now.\Maybe I need to start changing like Arata, too.\I can't change my outlook that easily. response:	Feeling contradictory?
context: This is truly an amazing sight to behold.\Doesn't this basically prove that he's a threat?\A threat?\I mean, he's already got the Aztec god of mischief following him around, so...\Probably a bit late to worry about that now.\Maybe I need to start changing like Arata, too.\I can't change my outlook that easily.\Feeling contradictory? response:	Our distance between Anothers and our fear of them...
context: Doesn't this basically prove that he's a threat?\A threat?\I mean, he's already got the Aztec god of mischief following him around, so...\Probably a bit late to worry about that now.\Maybe I need to start changing like Arata, too.\I can't change my outlook that easily.\Feeling contradictory?\Our distance between Anothers and our fear of them... response:	You never know what'll happen to you with this job if you ever forget your fear.
context: A threat?\I mean, he's already got the Aztec god of mischief following him around, so...\Probably a bit late to worry about that now.\Maybe I need to start changing like Arata, too.\I can't change my outlook that easily.\Feeling contradictory?\Our distance between Anothers and our fear of them...\You never know what'll happen to you with this job if you ever forget your fear. response:	So I get why you do the things you do, Kanoichi-san.
context: I mean, he's already got the Aztec god of mischief following him around, so...\Probably a bit late to worry about that now.\Maybe I need to start changing like Arata, too.\I can't change my outlook that easily.\Feeling contradictory?\Our distance between Anothers and our fear of them...\You never know what'll happen to you with this job if you ever forget your fear.\So I get why you do the things you do, Kanoichi-san. response:	But the way Miyako tries to solve problems
context: Probably a bit late to worry about that now.\Maybe I need to start changing like Arata, too.\I can't change my outlook that easily.\Feeling contradictory?\Our distance between Anothers and our fear of them...\You never know what'll happen to you with this job if you ever forget your fear.\So I get why you do the things you do, Kanoichi-san.\But the way Miyako tries to solve problems response:	allows me to see things I never thought I'd see.
context: Maybe I need to start changing like Arata, too.\I can't change my outlook that easily.\Feeling contradictory?\Our distance between Anothers and our fear of them...\You never know what'll happen to you with this job if you ever forget your fear.\So I get why you do the things you do, Kanoichi-san.\But the way Miyako tries to solve problems\allows me to see things I never thought I'd see. response:	This is something that only Miyako can do.
context: I can't change my outlook that easily.\Feeling contradictory?\Our distance between Anothers and our fear of them...\You never know what'll happen to you with this job if you ever forget your fear.\So I get why you do the things you do, Kanoichi-san.\But the way Miyako tries to solve problems\allows me to see things I never thought I'd see.\This is something that only Miyako can do. response:	Okay, I'm counting on you guys!
context: Feeling contradictory?\Our distance between Anothers and our fear of them...\You never know what'll happen to you with this job if you ever forget your fear.\So I get why you do the things you do, Kanoichi-san.\But the way Miyako tries to solve problems\allows me to see things I never thought I'd see.\This is something that only Miyako can do.\Okay, I'm counting on you guys! response:	I guess it somehow worked out in the end.
context: Our distance between Anothers and our fear of them...\You never know what'll happen to you with this job if you ever forget your fear.\So I get why you do the things you do, Kanoichi-san.\But the way Miyako tries to solve problems\allows me to see things I never thought I'd see.\This is something that only Miyako can do.\Okay, I'm counting on you guys!\I guess it somehow worked out in the end. response:	Yes.
context: You never know what'll happen to you with this job if you ever forget your fear.\So I get why you do the things you do, Kanoichi-san.\But the way Miyako tries to solve problems\allows me to see things I never thought I'd see.\This is something that only Miyako can do.\Okay, I'm counting on you guys!\I guess it somehow worked out in the end.\Yes. response:	They're imperfect.
context: So I get why you do the things you do, Kanoichi-san.\But the way Miyako tries to solve problems\allows me to see things I never thought I'd see.\This is something that only Miyako can do.\Okay, I'm counting on you guys!\I guess it somehow worked out in the end.\Yes.\They're imperfect. response:	I'm really sorry about that.
context: But the way Miyako tries to solve problems\allows me to see things I never thought I'd see.\This is something that only Miyako can do.\Okay, I'm counting on you guys!\I guess it somehow worked out in the end.\Yes.\They're imperfect.\I'm really sorry about that. response:	But... A promise is a promise.
context: allows me to see things I never thought I'd see.\This is something that only Miyako can do.\Okay, I'm counting on you guys!\I guess it somehow worked out in the end.\Yes.\They're imperfect.\I'm really sorry about that.\But... A promise is a promise. response:	Everything that happened... the sins you humans committed...
context: This is something that only Miyako can do.\Okay, I'm counting on you guys!\I guess it somehow worked out in the end.\Yes.\They're imperfect.\I'm really sorry about that.\But... A promise is a promise.\Everything that happened... the sins you humans committed... response:	I will never forget that.
context: Okay, I'm counting on you guys!\I guess it somehow worked out in the end.\Yes.\They're imperfect.\I'm really sorry about that.\But... A promise is a promise.\Everything that happened... the sins you humans committed...\I will never forget that. response:	I understand.
context: I guess it somehow worked out in the end.\Yes.\They're imperfect.\I'm really sorry about that.\But... A promise is a promise.\Everything that happened... the sins you humans committed...\I will never forget that.\I understand. response:	But I shall forgive them for your sake, Seimei.
context: Yes.\They're imperfect.\I'm really sorry about that.\But... A promise is a promise.\Everything that happened... the sins you humans committed...\I will never forget that.\I understand.\But I shall forgive them for your sake, Seimei. response:	I'm Miyako Arata, Manari-sama.
context: They're imperfect.\I'm really sorry about that.\But... A promise is a promise.\Everything that happened... the sins you humans committed...\I will never forget that.\I understand.\But I shall forgive them for your sake, Seimei.\I'm Miyako Arata, Manari-sama. response:	Arata!
context: I'm really sorry about that.\But... A promise is a promise.\Everything that happened... the sins you humans committed...\I will never forget that.\I understand.\But I shall forgive them for your sake, Seimei.\I'm Miyako Arata, Manari-sama.\Arata! response:	Ow...
context: But... A promise is a promise.\Everything that happened... the sins you humans committed...\I will never forget that.\I understand.\But I shall forgive them for your sake, Seimei.\I'm Miyako Arata, Manari-sama.\Arata!\Ow... response:	Take a look at this! Isn't it beautiful?
context: Everything that happened... the sins you humans committed...\I will never forget that.\I understand.\But I shall forgive them for your sake, Seimei.\I'm Miyako Arata, Manari-sama.\Arata!\Ow...\Take a look at this! Isn't it beautiful? response:	I made it with that silk.
context: I will never forget that.\I understand.\But I shall forgive them for your sake, Seimei.\I'm Miyako Arata, Manari-sama.\Arata!\Ow...\Take a look at this! Isn't it beautiful?\I made it with that silk. response:	Isn't it simply gorgeous?
context: I understand.\But I shall forgive them for your sake, Seimei.\I'm Miyako Arata, Manari-sama.\Arata!\Ow...\Take a look at this! Isn't it beautiful?\I made it with that silk.\Isn't it simply gorgeous? response:	Jeez...
context: But I shall forgive them for your sake, Seimei.\I'm Miyako Arata, Manari-sama.\Arata!\Ow...\Take a look at this! Isn't it beautiful?\I made it with that silk.\Isn't it simply gorgeous?\Jeez... response:	You have some nerve, after we risked our lives spinning that silk...
context: I'm Miyako Arata, Manari-sama.\Arata!\Ow...\Take a look at this! Isn't it beautiful?\I made it with that silk.\Isn't it simply gorgeous?\Jeez...\You have some nerve, after we risked our lives spinning that silk... response:	I'm gonna go to Izumo now.
context: Arata!\Ow...\Take a look at this! Isn't it beautiful?\I made it with that silk.\Isn't it simply gorgeous?\Jeez...\You have some nerve, after we risked our lives spinning that silk...\I'm gonna go to Izumo now. response:	Me, too!
context: Ow...\Take a look at this! Isn't it beautiful?\I made it with that silk.\Isn't it simply gorgeous?\Jeez...\You have some nerve, after we risked our lives spinning that silk...\I'm gonna go to Izumo now.\Me, too! response:	Right?
context: Take a look at this! Isn't it beautiful?\I made it with that silk.\Isn't it simply gorgeous?\Jeez...\You have some nerve, after we risked our lives spinning that silk...\I'm gonna go to Izumo now.\Me, too!\Right? response:	Hey! You're not a Japanese god!
context: I made it with that silk.\Isn't it simply gorgeous?\Jeez...\You have some nerve, after we risked our lives spinning that silk...\I'm gonna go to Izumo now.\Me, too!\Right?\Hey! You're not a Japanese god! response:	Look forward to some presents when I get back.
context: Isn't it simply gorgeous?\Jeez...\You have some nerve, after we risked our lives spinning that silk...\I'm gonna go to Izumo now.\Me, too!\Right?\Hey! You're not a Japanese god!\Look forward to some presents when I get back. response:	Yeah!
context: Jeez...\You have some nerve, after we risked our lives spinning that silk...\I'm gonna go to Izumo now.\Me, too!\Right?\Hey! You're not a Japanese god!\Look forward to some presents when I get back.\Yeah! response:	See ya!
context: You have some nerve, after we risked our lives spinning that silk...\I'm gonna go to Izumo now.\Me, too!\Right?\Hey! You're not a Japanese god!\Look forward to some presents when I get back.\Yeah!\See ya! response:	All right, we're heading home, too.
context: I'm gonna go to Izumo now.\Me, too!\Right?\Hey! You're not a Japanese god!\Look forward to some presents when I get back.\Yeah!\See ya!\All right, we're heading home, too. response:	Thank you for everything, Tarobo-san.
context: Me, too!\Right?\Hey! You're not a Japanese god!\Look forward to some presents when I get back.\Yeah!\See ya!\All right, we're heading home, too.\Thank you for everything, Tarobo-san. response:	See ya!
context: Right?\Hey! You're not a Japanese god!\Look forward to some presents when I get back.\Yeah!\See ya!\All right, we're heading home, too.\Thank you for everything, Tarobo-san.\See ya! response:	Thank you all!
context: Hey! You're not a Japanese god!\Look forward to some presents when I get back.\Yeah!\See ya!\All right, we're heading home, too.\Thank you for everything, Tarobo-san.\See ya!\Thank you all! response:	Don't sweat it.
context: Look forward to some presents when I get back.\Yeah!\See ya!\All right, we're heading home, too.\Thank you for everything, Tarobo-san.\See ya!\Thank you all!\Don't sweat it. response:	See you later, Arata.
context: Yeah!\See ya!\All right, we're heading home, too.\Thank you for everything, Tarobo-san.\See ya!\Thank you all!\Don't sweat it.\See you later, Arata. response:	This time...
context: See ya!\All right, we're heading home, too.\Thank you for everything, Tarobo-san.\See ya!\Thank you all!\Don't sweat it.\See you later, Arata.\This time... response:	There were just a lot of coincidences and somehow, everything worked out okay.
context: All right, we're heading home, too.\Thank you for everything, Tarobo-san.\See ya!\Thank you all!\Don't sweat it.\See you later, Arata.\This time...\There were just a lot of coincidences and somehow, everything worked out okay. response:	If you think that'll happen every time, you're in for a world of pain.
context: Thank you for everything, Tarobo-san.\See ya!\Thank you all!\Don't sweat it.\See you later, Arata.\This time...\There were just a lot of coincidences and somehow, everything worked out okay.\If you think that'll happen every time, you're in for a world of pain. response:	If I were alone, that might happen.
context: See ya!\Thank you all!\Don't sweat it.\See you later, Arata.\This time...\There were just a lot of coincidences and somehow, everything worked out okay.\If you think that'll happen every time, you're in for a world of pain.\If I were alone, that might happen. response:	But my Nocturnal Community Relations Division
context: Thank you all!\Don't sweat it.\See you later, Arata.\This time...\There were just a lot of coincidences and somehow, everything worked out okay.\If you think that'll happen every time, you're in for a world of pain.\If I were alone, that might happen.\But my Nocturnal Community Relations Division response:	is a team of four.
context: Don't sweat it.\See you later, Arata.\This time...\There were just a lot of coincidences and somehow, everything worked out okay.\If you think that'll happen every time, you're in for a world of pain.\If I were alone, that might happen.\But my Nocturnal Community Relations Division\is a team of four. response:	Excellent work, Miyako-kun.
context: See you later, Arata.\This time...\There were just a lot of coincidences and somehow, everything worked out okay.\If you think that'll happen every time, you're in for a world of pain.\If I were alone, that might happen.\But my Nocturnal Community Relations Division\is a team of four.\Excellent work, Miyako-kun. response:	Great job, Miyako.
context: This time...\There were just a lot of coincidences and somehow, everything worked out okay.\If you think that'll happen every time, you're in for a world of pain.\If I were alone, that might happen.\But my Nocturnal Community Relations Division\is a team of four.\Excellent work, Miyako-kun.\Great job, Miyako. response:	Good work, Arata.
context: There were just a lot of coincidences and somehow, everything worked out okay.\If you think that'll happen every time, you're in for a world of pain.\If I were alone, that might happen.\But my Nocturnal Community Relations Division\is a team of four.\Excellent work, Miyako-kun.\Great job, Miyako.\Good work, Arata. response:	Th-Thank you.
context: If you think that'll happen every time, you're in for a world of pain.\If I were alone, that might happen.\But my Nocturnal Community Relations Division\is a team of four.\Excellent work, Miyako-kun.\Great job, Miyako.\Good work, Arata.\Th-Thank you. response:	Everyone worked really hard, so let's go have a party.
context: If I were alone, that might happen.\But my Nocturnal Community Relations Division\is a team of four.\Excellent work, Miyako-kun.\Great job, Miyako.\Good work, Arata.\Th-Thank you.\Everyone worked really hard, so let's go have a party. response:	Great idea!
context: But my Nocturnal Community Relations Division\is a team of four.\Excellent work, Miyako-kun.\Great job, Miyako.\Good work, Arata.\Th-Thank you.\Everyone worked really hard, so let's go have a party.\Great idea! response:	Considering the time, should we go to our usual place?
context: is a team of four.\Excellent work, Miyako-kun.\Great job, Miyako.\Good work, Arata.\Th-Thank you.\Everyone worked really hard, so let's go have a party.\Great idea!\Considering the time, should we go to our usual place? response:	Anywhere is fine.
context: Excellent work, Miyako-kun.\Great job, Miyako.\Good work, Arata.\Th-Thank you.\Everyone worked really hard, so let's go have a party.\Great idea!\Considering the time, should we go to our usual place?\Anywhere is fine. response:	City Hall's buying, so eat whatever you want.
context: Great job, Miyako.\Good work, Arata.\Th-Thank you.\Everyone worked really hard, so let's go have a party.\Great idea!\Considering the time, should we go to our usual place?\Anywhere is fine.\City Hall's buying, so eat whatever you want. response:	Oh, don't forget the receipt.
context: Good work, Arata.\Th-Thank you.\Everyone worked really hard, so let's go have a party.\Great idea!\Considering the time, should we go to our usual place?\Anywhere is fine.\City Hall's buying, so eat whatever you want.\Oh, don't forget the receipt. response:	And the expenses will be under Kanoichi-kun's name.
context: Th-Thank you.\Everyone worked really hard, so let's go have a party.\Great idea!\Considering the time, should we go to our usual place?\Anywhere is fine.\City Hall's buying, so eat whatever you want.\Oh, don't forget the receipt.\And the expenses will be under Kanoichi-kun's name. response:	Got it!
